Orthogroup	Syaq	Praa
OG0000238	Syaq.g_01810	Praa.g_00512
OG0000239	Syaq.g_01826	Praa.g_00525
OG0000240	Syaq.g_01827	Praa.g_00526
OG0000241	Syaq.g_02074	Praa.g_00530
OG0000242	Syaq.g_01836	Praa.g_00532
OG0000243	Syaq.g_01922	Praa.g_00544
OG0000244	Syaq.g_01928	Praa.g_00547
OG0000245	Syaq.g_01930	Praa.g_00549
OG0000246	Syaq.g_01934	Praa.g_00553
OG0000247	Syaq.g_01945	Praa.g_00563
OG0000248	Syaq.g_01948	Praa.g_00565
OG0000249	Syaq.g_01950	Praa.g_00567
OG0000250	Syaq.g_01958	Praa.g_00572
OG0000251	Syaq.g_01984	Praa.g_00591
OG0000252	Syaq.g_01987	Praa.g_00594
OG0000253	Syaq.g_01989	Praa.g_00595
OG0000254	Syaq.g_02016	Praa.g_00611
OG0000255	Syaq.g_02041	Praa.g_00617
OG0000256	Syaq.g_02068	Praa.g_00627
OG0000257	Syaq.g_02073	Praa.g_00630
OG0000258	Syaq.g_02095	Praa.g_00643
OG0000259	Syaq.g_02239	Praa.g_00660
OG0000260	Syaq.g_02242	Praa.g_00663
OG0000261	Syaq.g_02245	Praa.g_00665
OG0000262	Syaq.g_02250	Praa.g_00669
OG0000263	Syaq.g_00185	Praa.g_00681
OG0000264	Syaq.g_02582	Praa.g_00691
OG0000266	Syaq.g_00037	Praa.g_00721
OG0000267	Syaq.g_02430	Praa.g_00732
OG0000268	Syaq.g_02431	Praa.g_00733
OG0000269	Syaq.g_02335	Praa.g_00798
OG0000270	Syaq.g_02338	Praa.g_00801
OG0000271	Syaq.g_02346	Praa.g_00809
OG0000272	Syaq.g_02347	Praa.g_00810, Praa.g_00811
OG0000273	Syaq.g_02376	Praa.g_00834
OG0000274	Syaq.g_02377	Praa.g_00835
OG0000275	Syaq.g_02380	Praa.g_00838
OG0000276	Syaq.g_02387	Praa.g_00843
OG0000277	Syaq.g_02388	Praa.g_00844
OG0000278	Syaq.g_02391	Praa.g_00847
OG0000279	Syaq.g_02401	Praa.g_00854
OG0000280	Syaq.g_02410	Praa.g_00855
OG0000281	Syaq.g_02224	Praa.g_00860
OG0000282	Syaq.g_02271	Praa.g_00909
OG0000283	Syaq.g_02445	Praa.g_00941
OG0000284	Syaq.g_02450	Praa.g_00946
OG0000285	Syaq.g_02466	Praa.g_00951
OG0000286	Syaq.g_02484	Praa.g_00963
OG0000288	Syaq.g_00067	Praa.g_01012
OG0000289	Syaq.g_00053	Praa.g_01023
OG0000290	Syaq.g_02682	Praa.g_01036
OG0000291	Syaq.g_02680	Praa.g_01038
OG0000292	Syaq.g_01157	Praa.g_01089
OG0000293	Syaq.g_00262	Praa.g_01151
OG0000294	Syaq.g_00261	Praa.g_01152
OG0000295	Syaq.g_00220	Praa.g_01171
OG0000296	Syaq.g_00218	Praa.g_01173
OG0000297	Syaq.g_00205	Praa.g_01181
OG0000298	Syaq.g_00204	Praa.g_01182
OG0000299	Syaq.g_00171	Praa.g_01199
OG0000300	Syaq.g_00164	Praa.g_01202
OG0000301	Syaq.g_00163	Praa.g_01203
OG0000302	Syaq.g_00162	Praa.g_01205
OG0000303	Syaq.g_00152	Praa.g_01212
OG0000304	Syaq.g_00146	Praa.g_01216
OG0000305	Syaq.g_02677	Praa.g_01358
OG0000306	Syaq.g_01861	Praa.g_01361
OG0000307	Syaq.g_01754	Praa.g_01375
OG0000308	Syaq.g_01752	Praa.g_01376
OG0000309	Syaq.g_01747	Praa.g_01380
OG0000310	Syaq.g_00347	Praa.g_01461
OG0000311	Syaq.g_00352	Praa.g_01463
OG0000312	Syaq.g_00359	Praa.g_01466
OG0000313	Syaq.g_00379	Praa.g_01480
OG0000314	Syaq.g_00408	Praa.g_01503
OG0000315	Syaq.g_00418	Praa.g_01513
OG0000316	Syaq.g_01716	Praa.g_01533
OG0000317	Syaq.g_01675	Praa.g_01633
OG0000318	Syaq.g_01672	Praa.g_01636
OG0000319	Syaq.g_01657	Praa.g_01649
OG0000320	Syaq.g_01655	Praa.g_01651
OG0000321	Syaq.g_01654	Praa.g_01652
OG0000322	Syaq.g_01653	Praa.g_01653
OG0000323	Syaq.g_01638	Praa.g_01662
OG0000324	Syaq.g_01605	Praa.g_01690
OG0000325	Syaq.g_00693	Praa.g_01700
OG0000326	Syaq.g_00686	Praa.g_01706
OG0000327	Syaq.g_00652	Praa.g_01734
OG0000328	Syaq.g_00651	Praa.g_01735
OG0000329	Syaq.g_00633	Praa.g_01752
OG0000330	Syaq.g_00632	Praa.g_01753
OG0000331	Syaq.g_00631	Praa.g_01754
OG0000332	Syaq.g_00616	Praa.g_01768
OG0000333	Syaq.g_00613	Praa.g_01770
OG0000334	Syaq.g_00603	Praa.g_01778
OG0000335	Syaq.g_00598	Praa.g_01783
OG0000336	Syaq.g_00594	Praa.g_01787
OG0000337	Syaq.g_00975	Praa.g_01804
OG0000338	Syaq.g_00981	Praa.g_01805
OG0000339	Syaq.g_00988	Praa.g_01809
OG0000340	Syaq.g_01005	Praa.g_01817
OG0000341	Syaq.g_01007	Praa.g_01819
OG0000342	Syaq.g_01008	Praa.g_01820
OG0000343	Syaq.g_01010	Praa.g_01821
OG0000344	Syaq.g_01014	Praa.g_01824
OG0000345	Syaq.g_01024	Praa.g_01829
OG0000346	Syaq.g_01029	Praa.g_01833
OG0000347	Syaq.g_01057	Praa.g_01849
OG0000348	Syaq.g_01070	Praa.g_01859
OG0000349	Syaq.g_01099	Praa.g_01876
OG0000350	Syaq.g_00679	Praa.g_01894
OG0000351	Syaq.g_01179	Praa.g_01911
OG0000352	Syaq.g_01178	Praa.g_01912
OG0000353	Syaq.g_01151	Praa.g_01927
OG0000355	Syaq.g_01149	Praa.g_00001
OG0000356	Syaq.g_01148	Praa.g_00002
OG0000357	Syaq.g_01147	Praa.g_00003
OG0000358	Syaq.g_01143	Praa.g_00007
OG0000359	Syaq.g_01141	Praa.g_00008
OG0000360	Syaq.g_01140	Praa.g_00009
OG0000361	Syaq.g_01139	Praa.g_00010
OG0000362	Syaq.g_01137	Praa.g_00012
OG0000363	Syaq.g_01135	Praa.g_00014
OG0000364	Syaq.g_01134	Praa.g_00015
OG0000365	Syaq.g_01125	Praa.g_00020
OG0000366	Syaq.g_01124	Praa.g_00021
OG0000367	Syaq.g_01123	Praa.g_00022
OG0000368	Syaq.g_01121	Praa.g_00024
OG0000369	Syaq.g_01120	Praa.g_00025
OG0000370	Syaq.g_01119	Praa.g_00026
OG0000371	Syaq.g_01111	Praa.g_00032
OG0000372	Syaq.g_01106	Praa.g_00035
OG0000373	Syaq.g_01105	Praa.g_00036
OG0000374	Syaq.g_01104	Praa.g_00037
OG0000375	Syaq.g_01103	Praa.g_00040
OG0000376	Syaq.g_01101	Praa.g_00042
OG0000377	Syaq.g_01270	Praa.g_00045
OG0000378	Syaq.g_01286	Praa.g_00047
OG0000379	Syaq.g_01291	Praa.g_00050
OG0000380	Syaq.g_01560	Praa.g_00066
OG0000381	Syaq.g_01558	Praa.g_00070
OG0000382	Syaq.g_01540	Praa.g_00081
OG0000383	Syaq.g_01535	Praa.g_00083
OG0000384	Syaq.g_01534	Praa.g_00084
OG0000385	Syaq.g_01533	Praa.g_00085
OG0000386	Syaq.g_01532	Praa.g_00086
OG0000387	Syaq.g_01495	Praa.g_00099
OG0000388	Syaq.g_01491	Praa.g_00102
OG0000389	Syaq.g_01488	Praa.g_00106
OG0000390	Syaq.g_01473	Praa.g_00113
OG0000391	Syaq.g_01468	Praa.g_00116
OG0000392	Syaq.g_01463	Praa.g_00120
OG0000393	Syaq.g_01460	Praa.g_00122
OG0000394	Syaq.g_01459	Praa.g_00123
OG0000395	Syaq.g_01458	Praa.g_00124
OG0000396	Syaq.g_01455	Praa.g_00127
OG0000397	Syaq.g_01453	Praa.g_00129
OG0000398	Syaq.g_01448	Praa.g_00131
OG0000399	Syaq.g_01447	Praa.g_00132
OG0000400	Syaq.g_01446	Praa.g_00133
OG0000401	Syaq.g_01445	Praa.g_00134
OG0000402	Syaq.g_01443	Praa.g_00136
OG0000403	Syaq.g_01442	Praa.g_00137
OG0000404	Syaq.g_01440	Praa.g_00138
OG0000405	Syaq.g_01429	Praa.g_00142
OG0000406	Syaq.g_01422	Praa.g_00147
OG0000407	Syaq.g_01421	Praa.g_00148
OG0000408	Syaq.g_01419	Praa.g_00150
OG0000409	Syaq.g_01417	Praa.g_00152
OG0000410	Syaq.g_01416	Praa.g_00153
OG0000411	Syaq.g_01415	Praa.g_00154
OG0000412	Syaq.g_01414	Praa.g_00155
OG0000413	Syaq.g_01412	Praa.g_00156
OG0000414	Syaq.g_01411	Praa.g_00157
OG0000415	Syaq.g_01410	Praa.g_00158
OG0000416	Syaq.g_01409	Praa.g_00159
OG0000417	Syaq.g_01408	Praa.g_00160
OG0000418	Syaq.g_01403	Praa.g_00165
OG0000419	Syaq.g_01401	Praa.g_00167
OG0000420	Syaq.g_01400	Praa.g_00168
OG0000421	Syaq.g_01395	Praa.g_00173
OG0000422	Syaq.g_01394	Praa.g_00174
OG0000423	Syaq.g_01393	Praa.g_00175
OG0000424	Syaq.g_01392	Praa.g_00176
OG0000425	Syaq.g_01391	Praa.g_00177
OG0000426	Syaq.g_01390	Praa.g_00178
OG0000427	Syaq.g_01389	Praa.g_00179
OG0000428	Syaq.g_01386	Praa.g_00181
OG0000429	Syaq.g_01384	Praa.g_00182
OG0000430	Syaq.g_01383	Praa.g_00183
OG0000431	Syaq.g_01380	Praa.g_00185
OG0000432	Syaq.g_01374	Praa.g_00188
OG0000433	Syaq.g_01369	Praa.g_00189
OG0000434	Syaq.g_01368	Praa.g_00190
OG0000435	Syaq.g_01367	Praa.g_00191
OG0000436	Syaq.g_01361	Praa.g_00196
OG0000437	Syaq.g_01360	Praa.g_00197
OG0000438	Syaq.g_01359	Praa.g_00198
OG0000439	Syaq.g_01357	Praa.g_00200
OG0000440	Syaq.g_01356	Praa.g_00201
OG0000441	Syaq.g_01352	Praa.g_00204
OG0000442	Syaq.g_01350	Praa.g_00205
OG0000443	Syaq.g_01347	Praa.g_00206
OG0000444	Syaq.g_01333	Praa.g_00211
OG0000445	Syaq.g_01332	Praa.g_00212
OG0000446	Syaq.g_01330	Praa.g_00213
OG0000447	Syaq.g_01328	Praa.g_00214
OG0000448	Syaq.g_01327	Praa.g_00215
OG0000449	Syaq.g_01320	Praa.g_00216
OG0000450	Syaq.g_01313	Praa.g_00217
OG0000451	Syaq.g_01312	Praa.g_00218
OG0000452	Syaq.g_01308	Praa.g_00221
OG0000453	Syaq.g_01307	Praa.g_00222
OG0000454	Syaq.g_01306	Praa.g_00223
OG0000455	Syaq.g_01305	Praa.g_00224
OG0000456	Syaq.g_01304	Praa.g_00225
OG0000457	Syaq.g_01302	Praa.g_00226
OG0000458	Syaq.g_01299	Praa.g_00227
OG0000459	Syaq.g_01298	Praa.g_00228
OG0000460	Syaq.g_01577	Praa.g_00235
OG0000461	Syaq.g_00707	Praa.g_00242
OG0000462	Syaq.g_00710	Praa.g_00244
OG0000463	Syaq.g_00711	Praa.g_00245
OG0000464	Syaq.g_00712	Praa.g_00246
OG0000465	Syaq.g_00714	Praa.g_00247
OG0000466	Syaq.g_00718	Praa.g_00250
OG0000467	Syaq.g_00720	Praa.g_00251
OG0000468	Syaq.g_00725	Praa.g_00253
OG0000469	Syaq.g_00739	Praa.g_00262
OG0000470	Syaq.g_00741	Praa.g_00264
OG0000471	Syaq.g_00742	Praa.g_00265
OG0000472	Syaq.g_00744	Praa.g_00266
OG0000473	Syaq.g_00746	Praa.g_00268
OG0000474	Syaq.g_00747	Praa.g_00269
OG0000475	Syaq.g_00748	Praa.g_00270
OG0000476	Syaq.g_00750	Praa.g_00271
OG0000477	Syaq.g_00756	Praa.g_00275
OG0000478	Syaq.g_00757	Praa.g_00276
OG0000479	Syaq.g_00759	Praa.g_00277
OG0000480	Syaq.g_00766	Praa.g_00282
OG0000481	Syaq.g_00768	Praa.g_00284
OG0000482	Syaq.g_00769	Praa.g_00285
OG0000483	Syaq.g_00773	Praa.g_00288
OG0000484	Syaq.g_00774	Praa.g_00289
OG0000485	Syaq.g_00775	Praa.g_00290
OG0000486	Syaq.g_00776	Praa.g_00291
OG0000487	Syaq.g_00782	Praa.g_00295
OG0000488	Syaq.g_00845	Praa.g_00298
OG0000489	Syaq.g_00857	Praa.g_00303
OG0000490	Syaq.g_00864	Praa.g_00308
OG0000491	Syaq.g_00865	Praa.g_00309
OG0000492	Syaq.g_00869	Praa.g_00311
OG0000493	Syaq.g_00870	Praa.g_00312
OG0000494	Syaq.g_00871	Praa.g_00313
OG0000495	Syaq.g_00872	Praa.g_00314
OG0000496	Syaq.g_00873	Praa.g_00315
OG0000497	Syaq.g_00874	Praa.g_00316
OG0000498	Syaq.g_00875	Praa.g_00317
OG0000499	Syaq.g_00876	Praa.g_00318
OG0000500	Syaq.g_00877	Praa.g_00319
OG0000501	Syaq.g_00880	Praa.g_00321
OG0000502	Syaq.g_00953	Praa.g_00324
OG0000503	Syaq.g_00559	Praa.g_00334
OG0000504	Syaq.g_00557	Praa.g_00335
OG0000505	Syaq.g_00556	Praa.g_00336
OG0000506	Syaq.g_00554	Praa.g_00338
OG0000507	Syaq.g_00548	Praa.g_00340
OG0000508	Syaq.g_00544	Praa.g_00344
OG0000509	Syaq.g_00542	Praa.g_00346
OG0000510	Syaq.g_00538	Praa.g_00347
OG0000511	Syaq.g_00537	Praa.g_00348
OG0000512	Syaq.g_00535	Praa.g_00350
OG0000513	Syaq.g_00525	Praa.g_00357
OG0000514	Syaq.g_00514	Praa.g_00431
OG0000515	Syaq.g_00513	Praa.g_00432
OG0000516	Syaq.g_00509	Praa.g_00433
OG0000517	Syaq.g_00502	Praa.g_00435
OG0000518	Syaq.g_00490	Praa.g_00445
OG0000519	Syaq.g_00489	Praa.g_00446
OG0000520	Syaq.g_00488	Praa.g_00447
OG0000521	Syaq.g_00477	Praa.g_00452
OG0000522	Syaq.g_00475	Praa.g_00454
OG0000523	Syaq.g_00474	Praa.g_00455
OG0000524	Syaq.g_00469	Praa.g_00461
OG0000525	Syaq.g_00450	Praa.g_00464
OG0000526	Syaq.g_00448	Praa.g_00465
OG0000527	Syaq.g_00444	Praa.g_00473
OG0000528	Syaq.g_01768	Praa.g_00478
OG0000529	Syaq.g_01773	Praa.g_00481
OG0000530	Syaq.g_01776	Praa.g_00484
OG0000531	Syaq.g_01777	Praa.g_00485
OG0000532	Syaq.g_01780	Praa.g_00487
OG0000533	Syaq.g_01782	Praa.g_00488
OG0000534	Syaq.g_01783	Praa.g_00489
OG0000535	Syaq.g_01784	Praa.g_00490
OG0000536	Syaq.g_01785	Praa.g_00491
OG0000537	Syaq.g_01786	Praa.g_00492
OG0000538	Syaq.g_01798	Praa.g_00500
OG0000539	Syaq.g_01799	Praa.g_00501
OG0000540	Syaq.g_01800	Praa.g_00502
OG0000541	Syaq.g_01801	Praa.g_00503
OG0000542	Syaq.g_01804	Praa.g_00505
OG0000543	Syaq.g_01806	Praa.g_00507
OG0000544	Syaq.g_02567	Praa.g_00508
OG0000545	Syaq.g_01809	Praa.g_00510
OG0000546	Syaq.g_01811	Praa.g_00513
OG0000547	Syaq.g_01813	Praa.g_00515
OG0000548	Syaq.g_01814	Praa.g_00516
OG0000549	Syaq.g_01819	Praa.g_00518
OG0000550	Syaq.g_01824	Praa.g_00523
OG0000551	Syaq.g_01829	Praa.g_00527
OG0000552	Syaq.g_01830	Praa.g_00528
OG0000553	Syaq.g_01834	Praa.g_00529
OG0000554	Syaq.g_01839	Praa.g_00534
OG0000555	Syaq.g_01857	Praa.g_00543
OG0000556	Syaq.g_01925	Praa.g_00545
OG0000557	Syaq.g_01927	Praa.g_00546
OG0000558	Syaq.g_01929	Praa.g_00548
OG0000559	Syaq.g_01933	Praa.g_00552
OG0000560	Syaq.g_01936	Praa.g_00555
OG0000561	Syaq.g_01937	Praa.g_00556
OG0000562	Syaq.g_01938	Praa.g_00557
OG0000563	Syaq.g_01939	Praa.g_00558
OG0000564	Syaq.g_01940	Praa.g_00559
OG0000565	Syaq.g_01943	Praa.g_00562
OG0000566	Syaq.g_01947	Praa.g_00564
OG0000567	Syaq.g_01951	Praa.g_00568
OG0000568	Syaq.g_01954	Praa.g_00569
OG0000569	Syaq.g_01955	Praa.g_00570
OG0000570	Syaq.g_01956	Praa.g_00571
OG0000571	Syaq.g_01960	Praa.g_00573
OG0000572	Syaq.g_01977	Praa.g_00586
OG0000573	Syaq.g_01985	Praa.g_00592
OG0000574	Syaq.g_01986	Praa.g_00593
OG0000575	Syaq.g_01991	Praa.g_00597
OG0000576	Syaq.g_01993	Praa.g_00599
OG0000577	Syaq.g_01994	Praa.g_00600
OG0000578	Syaq.g_01995	Praa.g_00601
OG0000579	Syaq.g_01996	Praa.g_00602
OG0000580	Syaq.g_01997	Praa.g_00603
OG0000581	Syaq.g_02003	Praa.g_00605
