Orthogroup	Syan	Prbb
OG0000055	Syan.g_00312	Prbb.g_01897
OG0000057	Syan.g_00643, Syan.g_02514, Syan.g_00186	Prbb.g_01359, Prbb.g_00706
OG0000058	Syan.g_01964, Syan.g_01128, Syan.g_01124	Prbb.g_00851
OG0000059	Syan.g_02255	Prbb.g_01946
OG0000060	Syan.g_02856, Syan.g_02250, Syan.g_00249, Syan.g_00277	Prbb.g_01153
OG0000061	Syan.g_02696	Prbb.g_01517
OG0000062	Syan.g_01380	Prbb.g_01768
OG0000063	Syan.g_01739	Prbb.g_01921
OG0000065	Syan.g_02974	Prbb.g_00162
OG0000066	Syan.g_01156	Prbb.g_00542
OG0000067	Syan.g_00690	Prbb.g_00783
OG0000068	Syan.g_00845, Syan.g_00257, Syan.g_02773	Prbb.g_01639
OG0000069	Syan.g_00459, Syan.g_00278	Prbb.g_01324, Prbb.g_01729
OG0000070	Syan.g_00289	Prbb.g_00455
OG0000071	Syan.g_01213	Prbb.g_01586
OG0000072	Syan.g_03038, Syan.g_02999	Prbb.g_00228
OG0000073	Syan.g_02741	Prbb.g_00503
OG0000075	Syan.g_00981, Syan.g_01937	Prbb.g_02036
OG0000076	Syan.g_01896	Prbb.g_02061
OG0000077	Syan.g_02919, Syan.g_02579	Prbb.g_00133
OG0000078	Syan.g_01509, Syan.g_01510, Syan.g_02437	Prbb.g_00297
OG0000079	Syan.g_02079, Syan.g_02067, Syan.g_02085	Prbb.g_00308
OG0000082	Syan.g_00952	Prbb.g_01882
OG0000084	Syan.g_01283	Prbb.g_01683
OG0000085	Syan.g_01387	Prbb.g_01816
OG0000086	Syan.g_02946, Syan.g_02515, Syan.g_00114	Prbb.g_00143
OG0000087	Syan.g_02268	Prbb.g_00196
OG0000088	Syan.g_03031	Prbb.g_00223
OG0000089	Syan.g_02316	Prbb.g_00416
OG0000090	Syan.g_01166	Prbb.g_00536
OG0000091	Syan.g_00235, Syan.g_00808	Prbb.g_00643
OG0000092	Syan.g_02502	Prbb.g_00937
OG0000093	Syan.g_02934	Prbb.g_01606
OG0000093	Syan.g_00708	Prbb.g_00768
OG0000094	Syan.g_00353, Syan.g_00065	Prbb.g_00892
OG0000095	Syan.g_00290	Prbb.g_01070
OG0000097	Syan.g_00160, Syan.g_00733	Prbb.g_01470
OG0000098	Syan.g_00043	Prbb.g_01608
OG0000099	Syan.g_01968	Prbb.g_00388
OG0000100	Syan.g_00658	Prbb.g_01763
OG0000101	Syan.g_02199	Prbb.g_02001
OG0000102	Syan.g_01891	Prbb.g_02066
OG0000103	Syan.g_01692	Prbb.g_02174
OG0000104	Syan.g_01792	Prbb.g_02185
OG0000105	Syan.g_02031	Prbb.g_00327
OG0000106	Syan.g_00076	Prbb.g_01197, Prbb.g_01329
OG0000107	Syan.g_02106	Prbb.g_01923
OG0000108	Syan.g_02764	Prbb.g_00484, Prbb.g_00485
OG0000109	Syan.g_02748	Prbb.g_00498
OG0000110	Syan.g_00171, Syan.g_00882	Prbb.g_00578
OG0000111	Syan.g_00187	Prbb.g_00707
OG0000112	Syan.g_00556, Syan.g_00252	Prbb.g_00983
OG0000113	Syan.g_00664	Prbb.g_00807, Prbb.g_01218
OG0000114	Syan.g_00741	Prbb.g_00932
OG0000115	Syan.g_02810	Prbb.g_01780
OG0000116	Syan.g_02710, Syan.g_00460	Prbb.g_01528
OG0000117	Syan.g_02644	Prbb.g_01399
OG0000118	Syan.g_01241, Syan.g_01237	Prbb.g_01598
OG0000119	Syan.g_02672	Prbb.g_01632
OG0000120	Syan.g_01966	Prbb.g_00678
OG0000121	Syan.g_01273	Prbb.g_01688
OG0000123	Syan.g_02190	Prbb.g_02008
OG0000125	Syan.g_01573	Prbb.g_02131
OG0000126	Syan.g_01705	Prbb.g_02183
OG0000128	Syan.g_01768	Prbb.g_00012
OG0000129	Syan.g_01563	Prbb.g_00059
OG0000130	Syan.g_02906, Syan.g_02907	Prbb.g_00124
OG0000131	Syan.g_03008	Prbb.g_00202
OG0000132	Syan.g_03029	Prbb.g_00221
OG0000133	Syan.g_00561	Prbb.g_00373
OG0000134	Syan.g_02319	Prbb.g_00418
OG0000135	Syan.g_01616	Prbb.g_01326
OG0000136	Syan.g_01342	Prbb.g_00446
OG0000137	Syan.g_02846	Prbb.g_00478
OG0000138	Syan.g_02747	Prbb.g_00499
OG0000139	Syan.g_01160	Prbb.g_00540
OG0000140	Syan.g_00042	Prbb.g_00541
OG0000141	Syan.g_01032	Prbb.g_00608
OG0000142	Syan.g_00816	Prbb.g_00636
OG0000143	Syan.g_00812	Prbb.g_00640
OG0000144	Syan.g_00782	Prbb.g_00653
OG0000145	Syan.g_02740	Prbb.g_01099
OG0000146	Syan.g_00555, Syan.g_00253	Prbb.g_00982
OG0000147	Syan.g_00254, Syan.g_00554	Prbb.g_00981
OG0000148	Syan.g_00670	Prbb.g_00801
OG0000149	Syan.g_00393	Prbb.g_00832
OG0000150	Syan.g_01031	Prbb.g_00840
OG0000151	Syan.g_00731	Prbb.g_00943
OG0000152	Syan.g_00565	Prbb.g_00991
OG0000153	Syan.g_00601	Prbb.g_01009
OG0000154	Syan.g_00363	Prbb.g_01040
OG0000155	Syan.g_02654	Prbb.g_01495
OG0000156	Syan.g_02717	Prbb.g_01575
OG0000157	Syan.g_02718	Prbb.g_01576
OG0000158	Syan.g_01078, Syan.g_01926	Prbb.g_02044
OG0000159	Syan.g_01120	Prbb.g_02093, Prbb.g_02083
OG0000160	Syan.g_01274	Prbb.g_01687
OG0000161	Syan.g_01268	Prbb.g_01693
OG0000162	Syan.g_01059, Syan.g_01254, Syan.g_01330	Prbb.g_01699
OG0000163	Syan.g_02405	Prbb.g_01735
OG0000164	Syan.g_01440	Prbb.g_01845
OG0000165	Syan.g_01448	Prbb.g_01853
OG0000166	Syan.g_02239	Prbb.g_01964
OG0000167	Syan.g_01941	Prbb.g_02034
OG0000168	Syan.g_01924, Syan.g_01121, Syan.g_01925	Prbb.g_02045
OG0000169	Syan.g_01912	Prbb.g_02055
OG0000170	Syan.g_01901	Prbb.g_02057
OG0000171	Syan.g_01875	Prbb.g_02078
OG0000172	Syan.g_01810	Prbb.g_02101
OG0000173	Syan.g_01720	Prbb.g_02116
OG0000174	Syan.g_01619	Prbb.g_02147
OG0000175	Syan.g_01678, Syan.g_00258	Prbb.g_02165
OG0000176	Syan.g_01801	Prbb.g_00004
OG0000177	Syan.g_01775	Prbb.g_00005
OG0000178	Syan.g_01774	Prbb.g_00007, Prbb.g_00006
OG0000179	Syan.g_01759	Prbb.g_00017
OG0000180	Syan.g_01758	Prbb.g_00018
OG0000181	Syan.g_01757	Prbb.g_00019
OG0000182	Syan.g_01756	Prbb.g_00020
OG0000183	Syan.g_01752	Prbb.g_00024
OG0000184	Syan.g_01549	Prbb.g_00061
OG0000185	Syan.g_01540	Prbb.g_00064
OG0000186	Syan.g_02902	Prbb.g_00119
OG0000187	Syan.g_02904	Prbb.g_00120
OG0000188	Syan.g_02926	Prbb.g_00137
OG0000189	Syan.g_02966	Prbb.g_00151
OG0000190	Syan.g_00971	Prbb.g_00152
OG0000191	Syan.g_02300	Prbb.g_00175
OG0000192	Syan.g_02294	Prbb.g_00179
OG0000193	Syan.g_03009	Prbb.g_00203
OG0000194	Syan.g_03012	Prbb.g_00206
OG0000195	Syan.g_03014	Prbb.g_00208
OG0000196	Syan.g_03026	Prbb.g_00218
OG0000197	Syan.g_03027	Prbb.g_00219
OG0000198	Syan.g_03028	Prbb.g_00220
OG0000199	Syan.g_03037	Prbb.g_00227
OG0000200	Syan.g_03055	Prbb.g_00240
OG0000201	Syan.g_03074	Prbb.g_00249
OG0000202	Syan.g_03075	Prbb.g_00250
OG0000203	Syan.g_03076	Prbb.g_00251
OG0000204	Syan.g_03077	Prbb.g_00252
OG0000205	Syan.g_03087	Prbb.g_00259
OG0000206	Syan.g_03095	Prbb.g_00263
OG0000207	Syan.g_03100	Prbb.g_00265
OG0000208	Syan.g_03101	Prbb.g_00266
OG0000209	Syan.g_01521	Prbb.g_00275
OG0000210	Syan.g_01522	Prbb.g_00276
OG0000211	Syan.g_02416	Prbb.g_00290
OG0000212	Syan.g_01508, Syan.g_02438	Prbb.g_00298
OG0000213	Syan.g_02059	Prbb.g_00313
OG0000214	Syan.g_02040	Prbb.g_00321
OG0000215	Syan.g_02010	Prbb.g_00344
OG0000216	Syan.g_02006	Prbb.g_00345
OG0000217	Syan.g_02001	Prbb.g_00348
OG0000218	Syan.g_01999	Prbb.g_00350
OG0000219	Syan.g_01998	Prbb.g_00351
OG0000220	Syan.g_01997	Prbb.g_00352
OG0000221	Syan.g_01994	Prbb.g_00353
OG0000222	Syan.g_01981	Prbb.g_00361
OG0000223	Syan.g_00228	Prbb.g_00374
OG0000224	Syan.g_01959	Prbb.g_00376
OG0000225	Syan.g_02997	Prbb.g_00405
OG0000226	Syan.g_02990	Prbb.g_00409
OG0000227	Syan.g_02988	Prbb.g_00411
OG0000228	Syan.g_02315	Prbb.g_00415
OG0000229	Syan.g_02396	Prbb.g_00441
OG0000230	Syan.g_02398	Prbb.g_00443
OG0000231	Syan.g_01333	Prbb.g_00454
OG0000232	Syan.g_02801	Prbb.g_00462
OG0000233	Syan.g_02876	Prbb.g_00470
OG0000234	Syan.g_02844	Prbb.g_00479
OG0000235	Syan.g_02765	Prbb.g_00483
OG0000236	Syan.g_02749	Prbb.g_00497
OG0000237	Syan.g_02731	Prbb.g_00510
OG0000238	Syan.g_02726	Prbb.g_00516
OG0000239	Syan.g_01187	Prbb.g_00528
OG0000240	Syan.g_01186	Prbb.g_00529
OG0000241	Syan.g_00822	Prbb.g_00533
OG0000242	Syan.g_01168	Prbb.g_00535
OG0000243	Syan.g_00840	Prbb.g_00546
OG0000244	Syan.g_00848	Prbb.g_00550
OG0000245	Syan.g_00850	Prbb.g_00552
OG0000246	Syan.g_00854	Prbb.g_00556
OG0000247	Syan.g_00866	Prbb.g_00566
OG0000248	Syan.g_00869	Prbb.g_00568
OG0000249	Syan.g_00871	Prbb.g_00570
OG0000250	Syan.g_00878	Prbb.g_00575
OG0000251	Syan.g_00961	Prbb.g_00591
OG0000252	Syan.g_00966	Prbb.g_00593
OG0000253	Syan.g_01000	Prbb.g_00595
OG0000254	Syan.g_01026	Prbb.g_00612
OG0000255	Syan.g_00978	Prbb.g_00618
OG0000256	Syan.g_00001, Syan.g_01135	Prbb.g_00628
OG0000257	Syan.g_00827	Prbb.g_00631
OG0000258	Syan.g_00803	Prbb.g_00644
OG0000259	Syan.g_00772	Prbb.g_00661
OG0000260	Syan.g_00769	Prbb.g_00665
OG0000261	Syan.g_00765	Prbb.g_00668
OG0000262	Syan.g_00760	Prbb.g_00673
OG0000263	Syan.g_02618	Prbb.g_00686
OG0000264	Syan.g_00540	Prbb.g_00697, Prbb.g_00698
OG0000266	Syan.g_00330	Prbb.g_00723
OG0000267	Syan.g_00470	Prbb.g_00736
OG0000268	Syan.g_00471	Prbb.g_00737
OG0000269	Syan.g_00695	Prbb.g_00778
OG0000270	Syan.g_00692	Prbb.g_00781
OG0000271	Syan.g_00684	Prbb.g_00789
OG0000272	Syan.g_00683	Prbb.g_00790
OG0000273	Syan.g_00654	Prbb.g_00814
OG0000274	Syan.g_00653	Prbb.g_00815
OG0000275	Syan.g_00373	Prbb.g_00817
OG0000276	Syan.g_00380	Prbb.g_00823
OG0000277	Syan.g_00381	Prbb.g_00824
OG0000278	Syan.g_00384	Prbb.g_00828
OG0000279	Syan.g_00398	Prbb.g_00835
OG0000280	Syan.g_00518	Prbb.g_01370
OG0000282	Syan.g_00739	Prbb.g_00934
OG0000283	Syan.g_00491	Prbb.g_00965
OG0000284	Syan.g_00497	Prbb.g_00970
OG0000285	Syan.g_00533	Prbb.g_00975
OG0000286	Syan.g_00564	Prbb.g_00990
OG0000287	Syan.g_00593	Prbb.g_00101
OG0000288	Syan.g_00364	Prbb.g_01039
OG0000289	Syan.g_00350	Prbb.g_01051
OG0000290	Syan.g_00293	Prbb.g_01067
OG0000291	Syan.g_00291	Prbb.g_01069
OG0000292	Syan.g_01703	Prbb.g_01238
OG0000293	Syan.g_02709	Prbb.g_01527
OG0000294	Syan.g_02708	Prbb.g_01526
OG0000295	Syan.g_02662	Prbb.g_01502
OG0000296	Syan.g_02660	Prbb.g_01500
OG0000297	Syan.g_02646	Prbb.g_01491
OG0000298	Syan.g_02645	Prbb.g_01490
OG0000299	Syan.g_02601	Prbb.g_01471
OG0000300	Syan.g_02593, Syan.g_02594	Prbb.g_01468
OG0000301	Syan.g_02592	Prbb.g_01467
OG0000302	Syan.g_02591	Prbb.g_01464
OG0000303	Syan.g_02582	Prbb.g_01459
OG0000304	Syan.g_02556	Prbb.g_01456
OG0000305	Syan.g_00195	Prbb.g_01789
OG0000306	Syan.g_00087	Prbb.g_00845
OG0000307	Syan.g_02782	Prbb.g_01648
OG0000308	Syan.g_02784	Prbb.g_01649
OG0000309	Syan.g_02883	Prbb.g_01653
OG0000310	Syan.g_01304	Prbb.g_01671
OG0000311	Syan.g_01299	Prbb.g_01673
OG0000312	Syan.g_01290	Prbb.g_01676
OG0000313	Syan.g_01271	Prbb.g_01690
OG0000314	Syan.g_02823	Prbb.g_01711
OG0000315	Syan.g_02833	Prbb.g_01721
OG0000316	Syan.g_01354	Prbb.g_01746
OG0000317	Syan.g_01396	Prbb.g_01821
OG0000318	Syan.g_01401	Prbb.g_01824
OG0000319	Syan.g_01425	Prbb.g_01835
OG0000320	Syan.g_01427	Prbb.g_01837
OG0000321	Syan.g_01428	Prbb.g_01838
OG0000322	Syan.g_01429	Prbb.g_01839
OG0000323	Syan.g_01442	Prbb.g_01848
OG0000324	Syan.g_01472	Prbb.g_01875
OG0000325	Syan.g_02107	Prbb.g_01924
OG0000326	Syan.g_02114	Prbb.g_01930
OG0000327	Syan.g_02244	Prbb.g_01959
OG0000328	Syan.g_02243	Prbb.g_01960
OG0000329	Syan.g_02225	Prbb.g_01977
OG0000330	Syan.g_02224	Prbb.g_01978
OG0000331	Syan.g_02223	Prbb.g_01979
OG0000332	Syan.g_02208	Prbb.g_01993
OG0000333	Syan.g_02205	Prbb.g_01995
OG0000334	Syan.g_00247, Syan.g_02194	Prbb.g_02004
OG0000335	Syan.g_02189	Prbb.g_02009
OG0000336	Syan.g_02185	Prbb.g_02013
OG0000337	Syan.g_01949	Prbb.g_02031
OG0000338	Syan.g_01943	Prbb.g_02032
OG0000339	Syan.g_01935, Syan.g_00264	Prbb.g_02037
OG0000340	Syan.g_01923	Prbb.g_02046
OG0000341	Syan.g_01921	Prbb.g_02048
OG0000342	Syan.g_01920	Prbb.g_02049
OG0000343	Syan.g_01918	Prbb.g_02050
OG0000344	Syan.g_01914	Prbb.g_02053
OG0000345	Syan.g_01900	Prbb.g_02058
OG0000346	Syan.g_01895	Prbb.g_02062
OG0000347	Syan.g_01867	Prbb.g_02082
OG0000348	Syan.g_01803	Prbb.g_02104
OG0000349	Syan.g_01727	Prbb.g_02122
OG0000350	Syan.g_02121	Prbb.g_02143
OG0000351	Syan.g_01682	Prbb.g_02168
OG0000352	Syan.g_01683	Prbb.g_02169
OG0000353	Syan.g_01795	Prbb.g_02188
OG0000355	Syan.g_01797	Prbb.g_00001
OG0000356	Syan.g_01798	Prbb.g_00002
OG0000357	Syan.g_01800	Prbb.g_00003
OG0000358	Syan.g_01773	Prbb.g_00008
OG0000359	Syan.g_01771	Prbb.g_00009
OG0000360	Syan.g_01770	Prbb.g_00010
OG0000361	Syan.g_01769	Prbb.g_00011
OG0000362	Syan.g_01767	Prbb.g_00013
OG0000363	Syan.g_01765	Prbb.g_00015
OG0000364	Syan.g_01398	Prbb.g_00016
OG0000365	Syan.g_01755	Prbb.g_00021
OG0000366	Syan.g_01754	Prbb.g_00022
OG0000367	Syan.g_01753	Prbb.g_00023
OG0000368	Syan.g_01751	Prbb.g_00025
OG0000369	Syan.g_01750	Prbb.g_00026
OG0000370	Syan.g_01749	Prbb.g_00027
OG0000371	Syan.g_01740	Prbb.g_00033
OG0000372	Syan.g_01734	Prbb.g_00035
OG0000373	Syan.g_01733	Prbb.g_00036
OG0000374	Syan.g_01732	Prbb.g_00037
OG0000375	Syan.g_01731	Prbb.g_00055
OG0000376	Syan.g_01729	Prbb.g_00057
OG0000377	Syan.g_01555	Prbb.g_00060
OG0000378	Syan.g_01543	Prbb.g_00062
OG0000379	Syan.g_01539	Prbb.g_00065
OG0000380	Syan.g_02905	Prbb.g_00121
OG0000381	Syan.g_02908	Prbb.g_00125
OG0000382	Syan.g_02925	Prbb.g_00136
OG0000383	Syan.g_02936	Prbb.g_00138
OG0000384	Syan.g_02937	Prbb.g_00139
OG0000385	Syan.g_02938	Prbb.g_00140
OG0000386	Syan.g_02939	Prbb.g_00141
OG0000387	Syan.g_00967	Prbb.g_00154
OG0000388	Syan.g_02970	Prbb.g_00158
OG0000389	Syan.g_02973	Prbb.g_00161
OG0000390	Syan.g_02306	Prbb.g_00170
OG0000391	Syan.g_02301	Prbb.g_00174
OG0000392	Syan.g_02295	Prbb.g_00177
OG0000393	Syan.g_02292	Prbb.g_00180
OG0000394	Syan.g_02291	Prbb.g_00181
OG0000395	Syan.g_02290	Prbb.g_00182
OG0000396	Syan.g_02287	Prbb.g_00185
OG0000397	Syan.g_02285	Prbb.g_00187
OG0000398	Syan.g_02279	Prbb.g_00190
OG0000399	Syan.g_02278	Prbb.g_00191
OG0000400	Syan.g_02277	Prbb.g_00192
OG0000401	Syan.g_02274	Prbb.g_00193
OG0000402	Syan.g_02272	Prbb.g_01101
OG0000403	Syan.g_02271	Prbb.g_00194
OG0000404	Syan.g_02269	Prbb.g_00195
OG0000405	Syan.g_03005	Prbb.g_00200
OG0000406	Syan.g_03010	Prbb.g_00204
OG0000407	Syan.g_03011	Prbb.g_00205
OG0000408	Syan.g_03013	Prbb.g_00207
OG0000409	Syan.g_03015	Prbb.g_00209
OG0000410	Syan.g_03016	Prbb.g_00210
OG0000411	Syan.g_03017	Prbb.g_00211
OG0000412	Syan.g_03018	Prbb.g_00212
OG0000413	Syan.g_03020	Prbb.g_00213
OG0000414	Syan.g_03021	Prbb.g_00214
OG0000415	Syan.g_03022	Prbb.g_00215
OG0000416	Syan.g_03023	Prbb.g_00216
OG0000417	Syan.g_03025	Prbb.g_00217
OG0000418	Syan.g_03030	Prbb.g_00222
OG0000419	Syan.g_03033	Prbb.g_00224
OG0000420	Syan.g_03035	Prbb.g_00225
OG0000421	Syan.g_03040	Prbb.g_00229
OG0000422	Syan.g_03041	Prbb.g_00230
OG0000423	Syan.g_03042	Prbb.g_00231
OG0000424	Syan.g_03043	Prbb.g_00232
OG0000425	Syan.g_03044	Prbb.g_00233
OG0000426	Syan.g_03045	Prbb.g_00234
OG0000427	Syan.g_03046	Prbb.g_00235
OG0000428	Syan.g_03049	Prbb.g_00237
OG0000429	Syan.g_03051	Prbb.g_00238
OG0000430	Syan.g_03053	Prbb.g_00239
OG0000431	Syan.g_03058	Prbb.g_00241
OG0000432	Syan.g_03065	Prbb.g_00245
OG0000433	Syan.g_03068	Prbb.g_00246
OG0000434	Syan.g_03069	Prbb.g_00247
OG0000435	Syan.g_03071	Prbb.g_00248
OG0000436	Syan.g_03079	Prbb.g_00253
OG0000437	Syan.g_03080	Prbb.g_00254
OG0000438	Syan.g_03083	Prbb.g_00255
OG0000439	Syan.g_03085	Prbb.g_00257
OG0000440	Syan.g_03086	Prbb.g_00258
OG0000441	Syan.g_03089	Prbb.g_00260
OG0000442	Syan.g_03090	Prbb.g_00261
OG0000443	Syan.g_03094	Prbb.g_00262
OG0000444	Syan.g_03102	Prbb.g_00267
OG0000445	Syan.g_03103	Prbb.g_00268
OG0000446	Syan.g_03105	Prbb.g_00269
OG0000447	Syan.g_03111	Prbb.g_00270
OG0000448	Syan.g_03112	Prbb.g_00271
OG0000449	Syan.g_03113	Prbb.g_00272
OG0000450	Syan.g_01518	Prbb.g_00273
OG0000451	Syan.g_01519	Prbb.g_00274
OG0000452	Syan.g_01523	Prbb.g_00277
OG0000453	Syan.g_01524	Prbb.g_00278
OG0000454	Syan.g_01525	Prbb.g_00279
OG0000455	Syan.g_01526	Prbb.g_00280
OG0000456	Syan.g_01527	Prbb.g_00281
OG0000457	Syan.g_01529	Prbb.g_00282
OG0000458	Syan.g_01530	Prbb.g_00283
OG0000459	Syan.g_01531	Prbb.g_00284
OG0000460	Syan.g_02423	Prbb.g_00292
OG0000461	Syan.g_02099	Prbb.g_00300
OG0000462	Syan.g_02096	Prbb.g_00302
OG0000463	Syan.g_02095	Prbb.g_00303
OG0000464	Syan.g_02094	Prbb.g_00304
OG0000465	Syan.g_02092	Prbb.g_00305
OG0000466	Syan.g_02087	Prbb.g_00306
OG0000467	Syan.g_02086	Prbb.g_00307
OG0000468	Syan.g_02063	Prbb.g_00309
OG0000469	Syan.g_02046	Prbb.g_00316
OG0000470	Syan.g_02044	Prbb.g_00318
OG0000471	Syan.g_02043	Prbb.g_00319
OG0000472	Syan.g_02041	Prbb.g_00320
OG0000473	Syan.g_02039	Prbb.g_00322
OG0000474	Syan.g_02038	Prbb.g_00323
OG0000475	Syan.g_02037	Prbb.g_00324
OG0000476	Syan.g_02035	Prbb.g_00326
OG0000477	Syan.g_02029	Prbb.g_00328
OG0000478	Syan.g_02028	Prbb.g_00329
OG0000479	Syan.g_02027	Prbb.g_00330
OG0000480	Syan.g_02020	Prbb.g_00334
OG0000481	Syan.g_00975	Prbb.g_00336
OG0000482	Syan.g_02018	Prbb.g_00337
OG0000483	Syan.g_02014	Prbb.g_00340
OG0000484	Syan.g_02013	Prbb.g_00341
OG0000485	Syan.g_02012	Prbb.g_00342
OG0000486	Syan.g_02011	Prbb.g_00343
OG0000487	Syan.g_02005	Prbb.g_00346
OG0000488	Syan.g_02000	Prbb.g_00349
OG0000489	Syan.g_01993	Prbb.g_00354
OG0000490	Syan.g_01985	Prbb.g_00359
OG0000491	Syan.g_01983	Prbb.g_00360
OG0000492	Syan.g_01980	Prbb.g_00362
OG0000493	Syan.g_01979	Prbb.g_00363
OG0000494	Syan.g_01978	Prbb.g_00364
OG0000495	Syan.g_01977	Prbb.g_00365
OG0000496	Syan.g_01976	Prbb.g_00366
OG0000497	Syan.g_01975	Prbb.g_00367
OG0000498	Syan.g_01974	Prbb.g_00368
OG0000499	Syan.g_01973	Prbb.g_00369
OG0000500	Syan.g_01972	Prbb.g_00370
OG0000501	Syan.g_01969	Prbb.g_00372
OG0000502	Syan.g_01961	Prbb.g_00375
OG0000503	Syan.g_02144	Prbb.g_00394
OG0000504	Syan.g_02142	Prbb.g_00396
OG0000505	Syan.g_02141	Prbb.g_00397
OG0000506	Syan.g_02139	Prbb.g_00398
OG0000507	Syan.g_02133	Prbb.g_00401
OG0000508	Syan.g_02998	Prbb.g_00404
OG0000509	Syan.g_02993	Prbb.g_00406
OG0000510	Syan.g_02992	Prbb.g_00407
OG0000511	Syan.g_02991	Prbb.g_00408
OG0000512	Syan.g_02989	Prbb.g_00410
OG0000513	Syan.g_02320	Prbb.g_00419
OG0000514	Syan.g_02326	Prbb.g_00436
OG0000515	Syan.g_02327	Prbb.g_00437
OG0000516	Syan.g_02389	Prbb.g_00438
OG0000517	Syan.g_02395	Prbb.g_00440
OG0000518	Syan.g_01336	Prbb.g_00451
OG0000519	Syan.g_01335	Prbb.g_00452
OG0000520	Syan.g_01334	Prbb.g_00453
OG0000521	Syan.g_02805	Prbb.g_00458
OG0000522	Syan.g_02803	Prbb.g_00460
OG0000523	Syan.g_02802	Prbb.g_00461
OG0000524	Syan.g_02878	Prbb.g_00468
OG0000525	Syan.g_02853	Prbb.g_00472
OG0000526	Syan.g_02852	Prbb.g_00473
OG0000527	Syan.g_02848	Prbb.g_00476
OG0000528	Syan.g_02767	Prbb.g_00482
OG0000529	Syan.g_02763	Prbb.g_00486
OG0000530	Syan.g_02760	Prbb.g_00489
OG0000531	Syan.g_02759	Prbb.g_00490
OG0000532	Syan.g_02756	Prbb.g_00491
OG0000533	Syan.g_02754	Prbb.g_00492
OG0000534	Syan.g_02753	Prbb.g_00493
OG0000535	Syan.g_02752	Prbb.g_00494
OG0000536	Syan.g_02751	Prbb.g_00495
OG0000537	Syan.g_02750	Prbb.g_00496
OG0000538	Syan.g_02738	Prbb.g_00504
OG0000539	Syan.g_02737	Prbb.g_00505
OG0000540	Syan.g_02736	Prbb.g_00506
OG0000541	Syan.g_02735	Prbb.g_00507
OG0000542	Syan.g_02732	Prbb.g_00509
OG0000543	Syan.g_02730	Prbb.g_00511
OG0000544	Syan.g_02729	Prbb.g_00512
OG0000545	Syan.g_02727	Prbb.g_00514
OG0000546	Syan.g_02725	Prbb.g_00517
