Orthogroup	Syan	Syaf
OG0000116	Syan.g_02710, Syan.g_00460	Syaf.g_01276
OG0000117	Syan.g_02644	Syaf.g_01605
OG0000118	Syan.g_01241, Syan.g_01237	Syaf.g_02544
OG0000120	Syan.g_01966	Syaf.g_00313
OG0000121	Syan.g_01273	Syaf.g_02419
OG0000123	Syan.g_02190	Syaf.g_00086
OG0000124	Syan.g_01873	Syaf.g_00414
OG0000125	Syan.g_01573	Syaf.g_00640
OG0000126	Syan.g_01705	Syaf.g_00504
OG0000128	Syan.g_01768	Syaf.g_00486
OG0000129	Syan.g_01563	Syaf.g_00651
OG0000130	Syan.g_02906, Syan.g_02907	Syaf.g_00963
OG0000131	Syan.g_03008	Syaf.g_00833
OG0000132	Syan.g_03029	Syaf.g_00813
OG0000133	Syan.g_00561	Syaf.g_01857
OG0000134	Syan.g_02319	Syaf.g_02804
OG0000135	Syan.g_01616	Syaf.g_00605
OG0000136	Syan.g_01342	Syaf.g_01224
OG0000137	Syan.g_02846	Syaf.g_02498
OG0000138	Syan.g_02747	Syaf.g_02705
OG0000139	Syan.g_01160	Syaf.g_02648
OG0000140	Syan.g_00042	Syaf.g_02646
OG0000141	Syan.g_01032	Syaf.g_02375
OG0000142	Syan.g_00816	Syaf.g_02310
OG0000143	Syan.g_00812	Syaf.g_02306
OG0000144	Syan.g_00782	Syaf.g_01735
OG0000145	Syan.g_02740	Syaf.g_02699
OG0000146	Syan.g_00555, Syan.g_00253	Syaf.g_01851
OG0000147	Syan.g_00254, Syan.g_00554	Syaf.g_01850
OG0000148	Syan.g_00670	Syaf.g_02028
OG0000149	Syan.g_00393	Syaf.g_01371
OG0000150	Syan.g_01031	Syaf.g_02645
OG0000151	Syan.g_00731	Syaf.g_02091
OG0000152	Syan.g_00565	Syaf.g_01861
OG0000153	Syan.g_00601	Syaf.g_01904
OG0000154	Syan.g_00363	Syaf.g_01930
OG0000155	Syan.g_02654	Syaf.g_01324
OG0000156	Syan.g_02717	Syaf.g_01270
OG0000157	Syan.g_02718	Syaf.g_01269
OG0000158	Syan.g_01078, Syan.g_01926	Syaf.g_00364
OG0000159	Syan.g_01126	Syaf.g_00311
OG0000160	Syan.g_01274	Syaf.g_02418
OG0000161	Syan.g_01268	Syaf.g_02424
OG0000162	Syan.g_01059, Syan.g_01254, Syan.g_01330	Syaf.g_02431
OG0000163	Syan.g_02405	Syaf.g_01105
OG0000165	Syan.g_01448	Syaf.g_01197
OG0000166	Syan.g_02239	Syaf.g_00133
OG0000167	Syan.g_01941	Syaf.g_00350
OG0000168	Syan.g_01924, Syan.g_01121, Syan.g_01925	Syaf.g_00365
OG0000169	Syan.g_01912	Syaf.g_00376
OG0000170	Syan.g_01901	Syaf.g_00383
OG0000171	Syan.g_01875	Syaf.g_00413
OG0000172	Syan.g_01810	Syaf.g_00419
OG0000173	Syan.g_01720	Syaf.g_00438
OG0000174	Syan.g_01619	Syaf.g_00603
OG0000175	Syan.g_01678, Syan.g_00258	Syaf.g_00531
OG0000176	Syan.g_01801	Syaf.g_00494
OG0000177	Syan.g_01775	Syaf.g_00493
OG0000178	Syan.g_01774	Syaf.g_00492
OG0000179	Syan.g_01759	Syaf.g_00477
OG0000180	Syan.g_01758	Syaf.g_00476
OG0000181	Syan.g_01757	Syaf.g_00475
OG0000182	Syan.g_01756	Syaf.g_00474
OG0000183	Syan.g_01752	Syaf.g_00470
OG0000184	Syan.g_01549	Syaf.g_00664
OG0000185	Syan.g_01540	Syaf.g_00684
OG0000186	Syan.g_02902	Syaf.g_00968
OG0000187	Syan.g_02904	Syaf.g_00966
OG0000188	Syan.g_02926	Syaf.g_00944
OG0000189	Syan.g_02966	Syaf.g_00916
OG0000190	Syan.g_00971	Syaf.g_00914
OG0000191	Syan.g_02300	Syaf.g_00877
OG0000192	Syan.g_02294	Syaf.g_00871
OG0000193	Syan.g_03009	Syaf.g_00832
OG0000194	Syan.g_03012	Syaf.g_00829
OG0000196	Syan.g_03026	Syaf.g_00816
OG0000197	Syan.g_03027	Syaf.g_00815
OG0000198	Syan.g_03028	Syaf.g_00814
OG0000199	Syan.g_03037	Syaf.g_00806
OG0000200	Syan.g_03055	Syaf.g_00789
OG0000201	Syan.g_03074	Syaf.g_00771
OG0000202	Syan.g_03075	Syaf.g_00770
OG0000203	Syan.g_03076	Syaf.g_00769
OG0000204	Syan.g_03077	Syaf.g_00768
OG0000205	Syan.g_03087	Syaf.g_00761
OG0000206	Syan.g_03095	Syaf.g_00736
OG0000207	Syan.g_03100	Syaf.g_00735
OG0000208	Syan.g_03101	Syaf.g_00734
OG0000209	Syan.g_01521	Syaf.g_00714
OG0000210	Syan.g_01522	Syaf.g_00713
OG0000211	Syan.g_02416	Syaf.g_02791
OG0000212	Syan.g_01508, Syan.g_02438	Syaf.g_02781
OG0000213	Syan.g_02059	Syaf.g_00210
OG0000214	Syan.g_02040	Syaf.g_00226
OG0000215	Syan.g_02010	Syaf.g_00258
OG0000216	Syan.g_02006	Syaf.g_00262
OG0000217	Syan.g_02001	Syaf.g_00266
OG0000218	Syan.g_01999	Syaf.g_00268
OG0000219	Syan.g_01998	Syaf.g_00269
OG0000220	Syan.g_01997	Syaf.g_00270
OG0000221	Syan.g_01994	Syaf.g_02597, Syaf.g_00273
OG0000222	Syan.g_01981	Syaf.g_00287
OG0000223	Syan.g_00228	Syaf.g_00317
OG0000224	Syan.g_01959	Syaf.g_00324
OG0000225	Syan.g_02997	Syaf.g_00007
OG0000226	Syan.g_02990	Syaf.g_00003
OG0000227	Syan.g_02988	Syaf.g_00001
OG0000228	Syan.g_02315	Syaf.g_02808
OG0000229	Syan.g_02396	Syaf.g_01214
OG0000230	Syan.g_02398	Syaf.g_01216
OG0000231	Syan.g_01333	Syaf.g_01236
OG0000232	Syan.g_02801	Syaf.g_02536
OG0000233	Syan.g_02876	Syaf.g_02528
OG0000234	Syan.g_02844	Syaf.g_02497
OG0000235	Syan.g_02765	Syaf.g_02722
OG0000236	Syan.g_02749	Syaf.g_02707
OG0000237	Syan.g_02731	Syaf.g_02690
OG0000238	Syan.g_02726	Syaf.g_02685
OG0000239	Syan.g_01187	Syaf.g_02669
OG0000240	Syan.g_01186	Syaf.g_02668
OG0000241	Syan.g_00822	Syaf.g_02322
OG0000242	Syan.g_01168	Syaf.g_02656
OG0000243	Syan.g_00840	Syaf.g_02634
OG0000244	Syan.g_00848	Syaf.g_02627
OG0000245	Syan.g_00850	Syaf.g_02625
OG0000246	Syan.g_00854	Syaf.g_02621
OG0000247	Syan.g_00866	Syaf.g_02610
OG0000249	Syan.g_00871	Syaf.g_02605
OG0000250	Syan.g_00878	Syaf.g_02593
OG0000251	Syan.g_00961	Syaf.g_02568
OG0000252	Syan.g_00966	Syaf.g_02565
OG0000253	Syan.g_01000	Syaf.g_02564
OG0000254	Syan.g_01026	Syaf.g_02371
OG0000255	Syan.g_00978	Syaf.g_02352
OG0000256	Syan.g_00001, Syan.g_01135	Syaf.g_02329
OG0000257	Syan.g_00827	Syaf.g_02323
OG0000258	Syan.g_00803	Syaf.g_02301
OG0000259	Syan.g_00772	Syaf.g_02137
OG0000260	Syan.g_00769	Syaf.g_02134
OG0000261	Syan.g_00765	Syaf.g_02131
OG0000262	Syan.g_00760	Syaf.g_02126
OG0000263	Syan.g_02618	Syaf.g_01585
OG0000264	Syan.g_00540	Syaf.g_01473
OG0000266	Syan.g_00330	Syaf.g_01967
OG0000267	Syan.g_00470	Syaf.g_01787
OG0000268	Syan.g_00471	Syaf.g_01788
OG0000269	Syan.g_00695	Syaf.g_02054
OG0000270	Syan.g_00692	Syaf.g_02051
OG0000271	Syan.g_00684	Syaf.g_02043
OG0000272	Syan.g_00683	Syaf.g_02042
OG0000274	Syan.g_00653	Syaf.g_01391
OG0000275	Syan.g_00373	Syaf.g_01386
OG0000276	Syan.g_00380	Syaf.g_01379
OG0000277	Syan.g_00381	Syaf.g_01378
OG0000278	Syan.g_00384	Syaf.g_01375
OG0000279	Syan.g_00398	Syaf.g_01367
OG0000280	Syan.g_00518	Syaf.g_01337
OG0000282	Syan.g_00739	Syaf.g_02101
OG0000283	Syan.g_00491	Syaf.g_01804
OG0000284	Syan.g_00497	Syaf.g_01810
OG0000285	Syan.g_00533	Syaf.g_01842
OG0000286	Syan.g_00564	Syaf.g_01860
OG0000287	Syan.g_00593	Syaf.g_01896
OG0000288	Syan.g_00364	Syaf.g_01929
OG0000289	Syan.g_00350	Syaf.g_01943
OG0000290	Syan.g_00293	Syaf.g_01439
OG0000291	Syan.g_00291	Syaf.g_01441
OG0000292	Syan.g_01703	Syaf.g_00505
OG0000293	Syan.g_02709	Syaf.g_01277
OG0000295	Syan.g_02662	Syaf.g_01316
OG0000296	Syan.g_02660	Syaf.g_01318
OG0000298	Syan.g_02645	Syaf.g_01606
OG0000299	Syan.g_02601	Syaf.g_01578
OG0000300	Syan.g_02593, Syan.g_02594	Syaf.g_01571
OG0000301	Syan.g_02592	Syaf.g_01570
OG0000302	Syan.g_02591	Syaf.g_01568
OG0000303	Syan.g_02582	Syaf.g_01559
OG0000304	Syan.g_02556	Syaf.g_01551
OG0000305	Syan.g_00195	Syaf.g_01444
OG0000306	Syan.g_00087	Syaf.g_01332
OG0000307	Syan.g_02782	Syaf.g_02742
OG0000308	Syan.g_02784	Syaf.g_02744
OG0000309	Syan.g_02883	Syaf.g_02749
OG0000310	Syan.g_01304	Syaf.g_02387
OG0000311	Syan.g_01299	Syaf.g_02391
OG0000312	Syan.g_01290	Syaf.g_02397
OG0000313	Syan.g_01271	Syaf.g_02421
OG0000314	Syan.g_02823	Syaf.g_02458
OG0000315	Syan.g_02833	Syaf.g_02468
OG0000316	Syan.g_01354	Syaf.g_01088
OG0000317	Syan.g_01396	Syaf.g_01040
OG0000318	Syan.g_01401	Syaf.g_01032
OG0000319	Syan.g_01425	Syaf.g_01015
OG0000320	Syan.g_01427	Syaf.g_01013
OG0000321	Syan.g_01428	Syaf.g_01012
OG0000322	Syan.g_01429	Syaf.g_01011
OG0000323	Syan.g_01442	Syaf.g_00997
OG0000324	Syan.g_01472	Syaf.g_01164
OG0000325	Syan.g_02107	Syaf.g_00176
OG0000327	Syan.g_02244	Syaf.g_00138
OG0000328	Syan.g_02243	Syaf.g_00137
OG0000329	Syan.g_02225	Syaf.g_00119
OG0000330	Syan.g_02224	Syaf.g_00118
OG0000331	Syan.g_02223	Syaf.g_00117
OG0000333	Syan.g_02205	Syaf.g_00099
OG0000334	Syan.g_00247, Syan.g_02194	Syaf.g_00090
OG0000335	Syan.g_02189	Syaf.g_00085
OG0000336	Syan.g_02185	Syaf.g_00081
OG0000337	Syan.g_01949	Syaf.g_00344
OG0000338	Syan.g_01943	Syaf.g_00348
OG0000339	Syan.g_01935, Syan.g_00264	Syaf.g_00355
OG0000340	Syan.g_01923	Syaf.g_00366
OG0000341	Syan.g_01921	Syaf.g_00368
OG0000342	Syan.g_01920	Syaf.g_00369
OG0000343	Syan.g_01918	Syaf.g_00370
OG0000344	Syan.g_01914	Syaf.g_00374
OG0000345	Syan.g_01900	Syaf.g_00384
OG0000346	Syan.g_01895	Syaf.g_00389
OG0000347	Syan.g_01867	Syaf.g_00415
OG0000348	Syan.g_01803	Syaf.g_00427
OG0000349	Syan.g_01727	Syaf.g_00445
OG0000350	Syan.g_02121	Syaf.g_00162
OG0000351	Syan.g_01682	Syaf.g_00528
OG0000352	Syan.g_01683	Syaf.g_00527
OG0000353	Syan.g_01795	Syaf.g_00499
OG0000354	Syan.g_02720	Syaf.g_02680
OG0000354	Syan.g_01761	Syaf.g_00479
OG0000355	Syan.g_01797	Syaf.g_00497
OG0000356	Syan.g_01798	Syaf.g_00496
OG0000357	Syan.g_01800	Syaf.g_00495
OG0000358	Syan.g_01773	Syaf.g_00491
OG0000359	Syan.g_01771	Syaf.g_00489
OG0000360	Syan.g_01770	Syaf.g_00488
OG0000361	Syan.g_01769	Syaf.g_00487
OG0000362	Syan.g_01767	Syaf.g_00485
OG0000363	Syan.g_01765	Syaf.g_00483
OG0000364	Syan.g_01398	Syaf.g_00482
OG0000365	Syan.g_01755	Syaf.g_00473
OG0000366	Syan.g_01754	Syaf.g_00472
OG0000367	Syan.g_01753	Syaf.g_00471
OG0000368	Syan.g_01751	Syaf.g_00469
OG0000369	Syan.g_01750	Syaf.g_00468
OG0000370	Syan.g_01749	Syaf.g_00467
OG0000371	Syan.g_01740	Syaf.g_00458
OG0000372	Syan.g_01734	Syaf.g_00453
OG0000373	Syan.g_01733	Syaf.g_00452
OG0000374	Syan.g_01732	Syaf.g_00451
OG0000375	Syan.g_01731	Syaf.g_00449
OG0000376	Syan.g_01729	Syaf.g_00447
OG0000377	Syan.g_01555	Syaf.g_00654
OG0000378	Syan.g_01543	Syaf.g_00668
OG0000379	Syan.g_01539	Syaf.g_00686
OG0000380	Syan.g_02905	Syaf.g_00965
OG0000381	Syan.g_02908	Syaf.g_00962
OG0000382	Syan.g_02925	Syaf.g_00945
OG0000383	Syan.g_02936	Syaf.g_00941
OG0000384	Syan.g_02937	Syaf.g_00940
OG0000385	Syan.g_02938	Syaf.g_00939
OG0000386	Syan.g_02939	Syaf.g_00938
OG0000387	Syan.g_00967	Syaf.g_00912
OG0000388	Syan.g_02970	Syaf.g_00908
OG0000389	Syan.g_02973	Syaf.g_00904
OG0000390	Syan.g_02306	Syaf.g_00883
OG0000391	Syan.g_02301	Syaf.g_00878
OG0000392	Syan.g_02295	Syaf.g_00872
OG0000393	Syan.g_02292	Syaf.g_00870
OG0000394	Syan.g_02291	Syaf.g_00869
OG0000395	Syan.g_02290	Syaf.g_00868
OG0000396	Syan.g_02287	Syaf.g_00865
OG0000397	Syan.g_02285	Syaf.g_00863
OG0000398	Syan.g_02279	Syaf.g_00858
OG0000399	Syan.g_02278	Syaf.g_00857
OG0000400	Syan.g_02277	Syaf.g_00856
OG0000401	Syan.g_02274	Syaf.g_00855
OG0000402	Syan.g_02272	Syaf.g_00852
OG0000403	Syan.g_02271	Syaf.g_00851
OG0000404	Syan.g_02269	Syaf.g_00850
OG0000405	Syan.g_03005	Syaf.g_00835
OG0000406	Syan.g_03010	Syaf.g_00831
OG0000407	Syan.g_03011	Syaf.g_00830
OG0000408	Syan.g_03013	Syaf.g_00828
OG0000409	Syan.g_03015	Syaf.g_00826
OG0000410	Syan.g_03016	Syaf.g_00825
OG0000411	Syan.g_03017	Syaf.g_00824
OG0000412	Syan.g_03018	Syaf.g_00823
OG0000413	Syan.g_03020	Syaf.g_00821
OG0000414	Syan.g_03021	Syaf.g_00820
OG0000415	Syan.g_03022	Syaf.g_00819
OG0000416	Syan.g_03023	Syaf.g_00818
OG0000417	Syan.g_03025	Syaf.g_00817
OG0000418	Syan.g_03030	Syaf.g_00812
OG0000419	Syan.g_03033	Syaf.g_00810
OG0000420	Syan.g_03035	Syaf.g_00808
OG0000421	Syan.g_03040	Syaf.g_00803
OG0000422	Syan.g_03041	Syaf.g_00802
OG0000423	Syan.g_03042	Syaf.g_00801
OG0000424	Syan.g_03043	Syaf.g_00800
OG0000425	Syan.g_03044	Syaf.g_00799
OG0000426	Syan.g_03045	Syaf.g_00798
OG0000427	Syan.g_03046	Syaf.g_00797
OG0000428	Syan.g_03049	Syaf.g_00794
OG0000429	Syan.g_03051	Syaf.g_00792
OG0000430	Syan.g_03053	Syaf.g_00790
OG0000431	Syan.g_03058	Syaf.g_00786
OG0000432	Syan.g_03065	Syaf.g_00779
OG0000433	Syan.g_03068	Syaf.g_00777
OG0000434	Syan.g_03069	Syaf.g_00776
OG0000435	Syan.g_03071	Syaf.g_00772
OG0000436	Syan.g_03079	Syaf.g_00767
OG0000437	Syan.g_03080	Syaf.g_00766
OG0000438	Syan.g_03083	Syaf.g_00765
OG0000439	Syan.g_03085	Syaf.g_00763
OG0000440	Syan.g_03086	Syaf.g_00762
OG0000441	Syan.g_03089	Syaf.g_00756
OG0000442	Syan.g_03090	Syaf.g_00743
OG0000443	Syan.g_03094	Syaf.g_00739
OG0000444	Syan.g_03102	Syaf.g_00733
OG0000445	Syan.g_03103	Syaf.g_00729
OG0000446	Syan.g_03105	Syaf.g_00728
OG0000447	Syan.g_03111	Syaf.g_00725
OG0000448	Syan.g_03112	Syaf.g_00724
OG0000449	Syan.g_03113	Syaf.g_00723
OG0000450	Syan.g_01518	Syaf.g_00717
OG0000451	Syan.g_01519	Syaf.g_00716
OG0000452	Syan.g_01523	Syaf.g_00712
OG0000453	Syan.g_01524	Syaf.g_00711
OG0000454	Syan.g_01525	Syaf.g_00710
OG0000455	Syan.g_01526	Syaf.g_00709
OG0000456	Syan.g_01527	Syaf.g_00708
OG0000457	Syan.g_01529	Syaf.g_00706
OG0000458	Syan.g_01530	Syaf.g_00705
OG0000459	Syan.g_01531	Syaf.g_00704
OG0000460	Syan.g_02423	Syaf.g_02789
OG0000461	Syan.g_02099	Syaf.g_00183
OG0000462	Syan.g_02096	Syaf.g_00186
OG0000463	Syan.g_02095	Syaf.g_00187
OG0000464	Syan.g_02094	Syaf.g_00188
OG0000465	Syan.g_02092	Syaf.g_00190
OG0000466	Syan.g_02087	Syaf.g_00194
OG0000467	Syan.g_02086	Syaf.g_00196
OG0000468	Syan.g_02063	Syaf.g_00206
OG0000469	Syan.g_02046	Syaf.g_00220
OG0000470	Syan.g_02044	Syaf.g_00222
OG0000471	Syan.g_02043	Syaf.g_00223
OG0000472	Syan.g_02041	Syaf.g_00225
OG0000473	Syan.g_02039	Syaf.g_00227
OG0000474	Syan.g_02038	Syaf.g_00228
OG0000475	Syan.g_02037	Syaf.g_00229
OG0000476	Syan.g_02035	Syaf.g_00231
OG0000477	Syan.g_02029	Syaf.g_00237
OG0000478	Syan.g_02028	Syaf.g_00238
OG0000479	Syan.g_02027	Syaf.g_00239
OG0000480	Syan.g_02020	Syaf.g_00247
OG0000481	Syan.g_00975	Syaf.g_00249
OG0000482	Syan.g_02018	Syaf.g_00250
OG0000483	Syan.g_02014	Syaf.g_00254
OG0000484	Syan.g_02013	Syaf.g_00255
OG0000485	Syan.g_02012	Syaf.g_00256
OG0000486	Syan.g_02011	Syaf.g_00257
OG0000487	Syan.g_02005	Syaf.g_00263
OG0000488	Syan.g_02000	Syaf.g_00267
OG0000489	Syan.g_01993	Syaf.g_00274
OG0000490	Syan.g_01985	Syaf.g_00284
OG0000491	Syan.g_01983	Syaf.g_00285
OG0000492	Syan.g_01980	Syaf.g_00288
OG0000493	Syan.g_01979	Syaf.g_00289
OG0000494	Syan.g_01978	Syaf.g_00290
OG0000495	Syan.g_01977	Syaf.g_00291
OG0000496	Syan.g_01976	Syaf.g_00292
OG0000497	Syan.g_01975	Syaf.g_00293
OG0000498	Syan.g_01974	Syaf.g_00294
OG0000499	Syan.g_01973	Syaf.g_00295
OG0000500	Syan.g_01972	Syaf.g_00296
OG0000501	Syan.g_01969	Syaf.g_00299
OG0000502	Syan.g_01961	Syaf.g_00319
OG0000503	Syan.g_02144	Syaf.g_00023
OG0000504	Syan.g_02142	Syaf.g_00021
OG0000505	Syan.g_02141	Syaf.g_00020
OG0000506	Syan.g_02139	Syaf.g_00018
OG0000507	Syan.g_02133	Syaf.g_00012
OG0000508	Syan.g_02998	Syaf.g_00008
OG0000509	Syan.g_02993	Syaf.g_00006
OG0000510	Syan.g_02992	Syaf.g_00005
OG0000511	Syan.g_02991	Syaf.g_00004
OG0000512	Syan.g_02989	Syaf.g_00002
OG0000513	Syan.g_02320	Syaf.g_02803
OG0000514	Syan.g_02326	Syaf.g_02796
OG0000515	Syan.g_02327	Syaf.g_02795
OG0000516	Syan.g_02389	Syaf.g_01219
OG0000517	Syan.g_02395	Syaf.g_01213
OG0000518	Syan.g_01336	Syaf.g_01230
OG0000519	Syan.g_01335	Syaf.g_01231
OG0000520	Syan.g_01334	Syaf.g_01235
OG0000521	Syan.g_02805	Syaf.g_02542
OG0000522	Syan.g_02803	Syaf.g_02538
OG0000523	Syan.g_02802	Syaf.g_02537
OG0000524	Syan.g_02878	Syaf.g_02531
OG0000525	Syan.g_02853	Syaf.g_02507
OG0000526	Syan.g_02852	Syaf.g_02504
OG0000527	Syan.g_02848	Syaf.g_02500
OG0000528	Syan.g_02767	Syaf.g_02728
OG0000529	Syan.g_02763	Syaf.g_02720
OG0000530	Syan.g_02760	Syaf.g_02717
OG0000531	Syan.g_02759	Syaf.g_02716
OG0000532	Syan.g_02756	Syaf.g_02713
OG0000533	Syan.g_02754	Syaf.g_02712
OG0000534	Syan.g_02753	Syaf.g_02711
OG0000535	Syan.g_02752	Syaf.g_02710
OG0000536	Syan.g_02751	Syaf.g_02709
OG0000537	Syan.g_02750	Syaf.g_02708
OG0000538	Syan.g_02738	Syaf.g_02697
OG0000539	Syan.g_02737	Syaf.g_02696
OG0000540	Syan.g_02736	Syaf.g_02695
OG0000541	Syan.g_02735	Syaf.g_02694
OG0000542	Syan.g_02732	Syaf.g_02691
OG0000543	Syan.g_02730	Syaf.g_02689
OG0000544	Syan.g_02729	Syaf.g_02688
OG0000545	Syan.g_02727	Syaf.g_02686
OG0000546	Syan.g_02725	Syaf.g_02684
OG0000547	Syan.g_02723	Syaf.g_02682
OG0000548	Syan.g_02722	Syaf.g_02681
OG0000549	Syan.g_01194	Syaf.g_02676
OG0000550	Syan.g_01189	Syaf.g_02671
OG0000551	Syan.g_01184	Syaf.g_02666
OG0000552	Syan.g_01183	Syaf.g_02665
OG0000553	Syan.g_01179	Syaf.g_02663
OG0000554	Syan.g_01165	Syaf.g_02653
OG0000555	Syan.g_00839	Syaf.g_02635
OG0000556	Syan.g_00842	Syaf.g_02630
OG0000557	Syan.g_00847	Syaf.g_02628
OG0000558	Syan.g_00849	Syaf.g_02626
OG0000559	Syan.g_00853	Syaf.g_02622
OG0000560	Syan.g_00856	Syaf.g_02619
OG0000561	Syan.g_00857	Syaf.g_02618
OG0000562	Syan.g_00858	Syaf.g_02617
OG0000563	Syan.g_00859	Syaf.g_02616
OG0000564	Syan.g_00860	Syaf.g_02615
OG0000565	Syan.g_00864	Syaf.g_02612
OG0000566	Syan.g_00868	Syaf.g_02608
OG0000567	Syan.g_00872	Syaf.g_02604
OG0000568	Syan.g_00874	Syaf.g_02599
OG0000569	Syan.g_00875	Syaf.g_02596
OG0000570	Syan.g_00876	Syaf.g_02595
