Orthogroup	Syan	Syas
OG0000105	Syan.g_02031	Syas.g_01739
OG0000106	Syan.g_00076	Syas.g_01451
OG0000107	Syan.g_02106	Syas.g_01669
OG0000108	Syan.g_02764	Syas.g_01253
OG0000109	Syan.g_02748	Syas.g_01236
OG0000110	Syan.g_00171	Syas.g_00359
OG0000110	Syan.g_00882	Syas.g_00818
OG0000111	Syan.g_00187	Syas.g_01037
OG0000112	Syan.g_00556, Syan.g_00252	Syas.g_00452
OG0000113	Syan.g_00664	Syas.g_00571
OG0000114	Syan.g_00741	Syas.g_00674
OG0000115	Syan.g_02810	Syas.g_02548, Syas.g_01285
OG0000116	Syan.g_02710	Syas.g_01198
OG0000116	Syan.g_00460	Syas.g_00317
OG0000117	Syan.g_02644	Syas.g_01122
OG0000118	Syan.g_01241, Syan.g_01237	Syas.g_02835
OG0000120	Syan.g_01966	Syas.g_01828
OG0000121	Syan.g_01273	Syas.g_02821
OG0000123	Syan.g_02190	Syas.g_01582
OG0000124	Syan.g_01873	Syas.g_02137
OG0000125	Syan.g_01573	Syas.g_01889
OG0000126	Syan.g_01705	Syas.g_01992
OG0000128	Syan.g_01768	Syas.g_02046
OG0000130	Syan.g_02906, Syan.g_02907	Syas.g_02522
OG0000131	Syan.g_03008	Syas.g_02367
OG0000132	Syan.g_03029	Syas.g_02334
OG0000133	Syan.g_00561	Syas.g_00457
OG0000134	Syan.g_02319	Syas.g_01509
OG0000135	Syan.g_01616	Syas.g_01938
OG0000136	Syan.g_01342	Syas.g_02740
OG0000137	Syan.g_02846	Syas.g_01333
OG0000138	Syan.g_02747	Syas.g_01235
OG0000139	Syan.g_01160	Syas.g_00069
OG0000140	Syan.g_00042	Syas.g_00090
OG0000141	Syan.g_01032	Syas.g_00875
OG0000142	Syan.g_00816	Syas.g_00746
OG0000143	Syan.g_00812	Syas.g_00742
OG0000144	Syan.g_00782	Syas.g_00718
OG0000145	Syan.g_02740	Syas.g_00948
OG0000146	Syan.g_00555, Syan.g_00253	Syas.g_00451
OG0000147	Syan.g_00254, Syan.g_00554	Syas.g_00450
OG0000148	Syan.g_00670	Syas.g_00577
OG0000149	Syan.g_00393	Syas.g_00282
OG0000150	Syan.g_01031	Syas.g_00874
OG0000151	Syan.g_00731	Syas.g_00148, Syas.g_00659
OG0000152	Syan.g_00565	Syas.g_00461
OG0000153	Syan.g_00601	Syas.g_00543
OG0000154	Syan.g_00363	Syas.g_00219
OG0000155	Syan.g_02654	Syas.g_01131
OG0000156	Syan.g_02717	Syas.g_01206
OG0000157	Syan.g_02718	Syas.g_01207
OG0000158	Syan.g_01078, Syan.g_01926	Syas.g_02185
OG0000159	Syan.g_01126	Syas.g_01155
OG0000160	Syan.g_01274	Syas.g_02820
OG0000161	Syan.g_01268	Syas.g_02826
OG0000162	Syan.g_01059, Syan.g_01254, Syan.g_01330	Syas.g_02751
OG0000163	Syan.g_02405	Syas.g_01488
OG0000164	Syan.g_01440	Syas.g_02648
OG0000165	Syan.g_01448	Syas.g_02609
OG0000166	Syan.g_02239	Syas.g_01629
OG0000167	Syan.g_01941	Syas.g_01449
OG0000168	Syan.g_01924, Syan.g_01121, Syan.g_01925	Syas.g_02184
OG0000169	Syan.g_01912	Syas.g_02170
OG0000170	Syan.g_01901	Syas.g_02161
OG0000171	Syan.g_01875	Syas.g_02139
OG0000172	Syan.g_01810	Syas.g_02110
OG0000173	Syan.g_01720	Syas.g_02092
OG0000174	Syan.g_01619	Syas.g_01940
OG0000175	Syan.g_01678, Syan.g_00258	Syas.g_01994
OG0000176	Syan.g_01801	Syas.g_02038
OG0000177	Syan.g_01775	Syas.g_02039
OG0000178	Syan.g_01774	Syas.g_02040
OG0000179	Syan.g_01759	Syas.g_02054
OG0000180	Syan.g_01758	Syas.g_02055
OG0000181	Syan.g_01757	Syas.g_02056
OG0000182	Syan.g_01756	Syas.g_02057
OG0000183	Syan.g_01752	Syas.g_02061
OG0000184	Syan.g_01549	Syas.g_01872
OG0000185	Syan.g_01540	Syas.g_01861
OG0000186	Syan.g_02902	Syas.g_02525
OG0000187	Syan.g_02904	Syas.g_02524
OG0000188	Syan.g_02926	Syas.g_02502
OG0000189	Syan.g_02966	Syas.g_02432
OG0000190	Syan.g_00971	Syas.g_00133
OG0000191	Syan.g_02300	Syas.g_02400
OG0000192	Syan.g_02294	Syas.g_02395
OG0000194	Syan.g_03012	Syas.g_02363
OG0000195	Syan.g_03014	Syas.g_02360
OG0000196	Syan.g_03026	Syas.g_02337
OG0000197	Syan.g_03027	Syas.g_02336
OG0000198	Syan.g_03028	Syas.g_02335
OG0000199	Syan.g_03037	Syas.g_02327
OG0000200	Syan.g_03055	Syas.g_02298
OG0000201	Syan.g_03074	Syas.g_02279
OG0000202	Syan.g_03075	Syas.g_02278
OG0000203	Syan.g_03076	Syas.g_02277
OG0000204	Syan.g_03077	Syas.g_02276
OG0000205	Syan.g_03087	Syas.g_02267
OG0000206	Syan.g_03095	Syas.g_02240
OG0000207	Syan.g_03100	Syas.g_02237
OG0000208	Syan.g_03101	Syas.g_02236
OG0000209	Syan.g_01521	Syas.g_01837
OG0000210	Syan.g_01522	Syas.g_01838
OG0000211	Syan.g_02416	Syas.g_02552
OG0000212	Syan.g_01508, Syan.g_02438	Syas.g_02562
OG0000213	Syan.g_02059	Syas.g_01707
OG0000214	Syan.g_02040	Syas.g_01730
OG0000215	Syan.g_02010	Syas.g_01766
OG0000216	Syan.g_02006	Syas.g_01770
OG0000217	Syan.g_02001	Syas.g_01778
OG0000218	Syan.g_01999	Syas.g_01780
OG0000219	Syan.g_01998	Syas.g_01783
OG0000220	Syan.g_01997	Syas.g_01784
OG0000221	Syan.g_01994	Syas.g_01785
OG0000222	Syan.g_01981	Syas.g_01804
OG0000223	Syan.g_00228	Syas.g_02221
OG0000224	Syan.g_01959	Syas.g_02215
OG0000225	Syan.g_02997	Syas.g_01522
OG0000226	Syan.g_02990	Syas.g_01518
OG0000227	Syan.g_02988	Syas.g_01516
OG0000228	Syan.g_02315	Syas.g_01513
OG0000229	Syan.g_02396	Syas.g_01497
OG0000230	Syan.g_02398	Syas.g_01495
OG0000231	Syan.g_01333	Syas.g_02749
OG0000232	Syan.g_02801	Syas.g_01276
OG0000233	Syan.g_02876	Syas.g_01352
OG0000234	Syan.g_02844	Syas.g_01331
OG0000235	Syan.g_02765	Syas.g_01254
OG0000236	Syan.g_02749	Syas.g_01237
OG0000237	Syan.g_02731	Syas.g_01220
OG0000238	Syan.g_02726	Syas.g_01215
OG0000239	Syan.g_01187	Syas.g_00012
OG0000240	Syan.g_01186	Syas.g_00013
OG0000241	Syan.g_00822	Syas.g_00754
OG0000242	Syan.g_01168	Syas.g_00059
OG0000243	Syan.g_00840	Syas.g_00777
OG0000244	Syan.g_00848	Syas.g_00784
OG0000245	Syan.g_00850	Syas.g_00786
OG0000246	Syan.g_00854	Syas.g_00790
OG0000247	Syan.g_00866	Syas.g_00802
OG0000248	Syan.g_00869	Syas.g_00805
OG0000249	Syan.g_00871	Syas.g_00807
OG0000250	Syan.g_00878	Syas.g_00814
OG0000251	Syan.g_00961	Syas.g_00845
OG0000252	Syan.g_00966	Syas.g_00950
OG0000253	Syan.g_01000	Syas.g_00846
OG0000254	Syan.g_01026	Syas.g_00869
OG0000255	Syan.g_00978	Syas.g_00132, Syas.g_01062
OG0000256	Syan.g_00001, Syan.g_01135	Syas.g_00104
OG0000257	Syan.g_00827	Syas.g_00757
OG0000258	Syan.g_00803	Syas.g_00733
OG0000259	Syan.g_00772	Syas.g_00708
OG0000260	Syan.g_00769	Syas.g_00705
OG0000261	Syan.g_00765	Syas.g_00701
OG0000262	Syan.g_00760	Syas.g_00695
OG0000263	Syan.g_02618	Syas.g_01103
OG0000264	Syan.g_00540	Syas.g_02588
OG0000266	Syan.g_00330	Syas.g_00186
OG0000267	Syan.g_00470	Syas.g_00377
OG0000268	Syan.g_00471	Syas.g_00390
OG0000269	Syan.g_00695	Syas.g_00601
OG0000270	Syan.g_00692	Syas.g_00598
OG0000271	Syan.g_00684	Syas.g_00590
OG0000272	Syan.g_00683	Syas.g_00589
OG0000273	Syan.g_00654	Syas.g_00563
OG0000274	Syan.g_00653	Syas.g_00562
OG0000275	Syan.g_00373	Syas.g_00230
OG0000276	Syan.g_00380	Syas.g_00237
OG0000277	Syan.g_00381	Syas.g_00238
OG0000278	Syan.g_00384	Syas.g_00241
OG0000279	Syan.g_00398	Syas.g_00288
OG0000280	Syan.g_00518	Syas.g_00889, Syas.g_00481
OG0000282	Syan.g_00739	Syas.g_00672
OG0000283	Syan.g_00491	Syas.g_00409
OG0000284	Syan.g_00497	Syas.g_00416
OG0000285	Syan.g_00533	Syas.g_00436
OG0000286	Syan.g_00564	Syas.g_00460
OG0000287	Syan.g_00593	Syas.g_00534
OG0000288	Syan.g_00364	Syas.g_00220
OG0000289	Syan.g_00350	Syas.g_00205
OG0000290	Syan.g_00293	Syas.g_01016
OG0000291	Syan.g_00291	Syas.g_01018
OG0000292	Syan.g_01703	Syas.g_02020
OG0000293	Syan.g_02709	Syas.g_01197
OG0000294	Syan.g_02708	Syas.g_01196
OG0000295	Syan.g_02662	Syas.g_01139
OG0000296	Syan.g_02660	Syas.g_01137
OG0000297	Syan.g_02646	Syas.g_01124
OG0000298	Syan.g_02645	Syas.g_01123
OG0000299	Syan.g_02601	Syas.g_01087
OG0000300	Syan.g_02593, Syan.g_02594	Syas.g_01082
OG0000301	Syan.g_02592	Syas.g_01081
OG0000302	Syan.g_02591	Syas.g_01080
OG0000303	Syan.g_02582	Syas.g_01071
OG0000304	Syan.g_02556	Syas.g_01066
OG0000305	Syan.g_00195	Syas.g_01023
OG0000306	Syan.g_00087	Syas.g_01929
OG0000307	Syan.g_02782	Syas.g_01270
OG0000308	Syan.g_02784	Syas.g_01272
OG0000309	Syan.g_02883	Syas.g_01364
OG0000310	Syan.g_01304	Syas.g_02796
OG0000311	Syan.g_01299	Syas.g_02799
OG0000312	Syan.g_01290	Syas.g_02804
OG0000313	Syan.g_01271	Syas.g_02823
OG0000314	Syan.g_02823	Syas.g_01296
OG0000315	Syan.g_02833	Syas.g_01306
OG0000316	Syan.g_01354	Syas.g_02728
OG0000317	Syan.g_01396	Syas.g_02687
OG0000318	Syan.g_01401	Syas.g_02680
OG0000319	Syan.g_01425	Syas.g_02663
OG0000320	Syan.g_01427	Syas.g_02661
OG0000321	Syan.g_01428	Syas.g_02660
OG0000322	Syan.g_01429	Syas.g_02659
OG0000323	Syan.g_01442	Syas.g_02646
OG0000324	Syan.g_01472	Syas.g_02578
OG0000325	Syan.g_02107	Syas.g_01668
OG0000326	Syan.g_02114	Syas.g_01661
OG0000327	Syan.g_02244	Syas.g_01634
OG0000328	Syan.g_02243	Syas.g_01633
OG0000329	Syan.g_02225	Syas.g_01615
OG0000330	Syan.g_02224	Syas.g_01614
OG0000331	Syan.g_02223	Syas.g_01613
OG0000332	Syan.g_02208	Syas.g_01598
OG0000333	Syan.g_02205	Syas.g_01595
OG0000334	Syan.g_00247, Syan.g_02194	Syas.g_01586
OG0000335	Syan.g_02189	Syas.g_01581
OG0000336	Syan.g_02185	Syas.g_01577
OG0000337	Syan.g_01949	Syas.g_02211
OG0000338	Syan.g_01943	Syas.g_02199
OG0000339	Syan.g_01935, Syan.g_00264	Syas.g_02192
OG0000340	Syan.g_01923	Syas.g_02183
OG0000341	Syan.g_01921	Syas.g_02181
OG0000342	Syan.g_01920	Syas.g_02180
OG0000343	Syan.g_01918	Syas.g_02176
OG0000344	Syan.g_01914	Syas.g_02172
OG0000345	Syan.g_01900	Syas.g_02160
OG0000346	Syan.g_01895	Syas.g_02155
OG0000347	Syan.g_01867	Syas.g_02136
OG0000348	Syan.g_01803	Syas.g_02107
OG0000349	Syan.g_01727	Syas.g_02085
OG0000350	Syan.g_02121	Syas.g_01654
OG0000351	Syan.g_01682	Syas.g_01998
OG0000352	Syan.g_01683	Syas.g_01999
OG0000353	Syan.g_01795	Syas.g_02033
OG0000354	Syan.g_02720	Syas.g_01209
OG0000354	Syan.g_01761	Syas.g_02052
OG0000355	Syan.g_01797	Syas.g_02035
OG0000356	Syan.g_01798	Syas.g_02036
OG0000357	Syan.g_01800	Syas.g_02037
OG0000358	Syan.g_01773	Syas.g_02041
OG0000359	Syan.g_01771	Syas.g_02043
OG0000360	Syan.g_01770	Syas.g_02044
OG0000361	Syan.g_01769	Syas.g_02045
OG0000362	Syan.g_01767	Syas.g_02047
OG0000363	Syan.g_01765	Syas.g_02049
OG0000364	Syan.g_01398	Syas.g_02685
OG0000365	Syan.g_01755	Syas.g_02058
OG0000366	Syan.g_01754	Syas.g_02059
OG0000368	Syan.g_01751	Syas.g_02062
OG0000369	Syan.g_01750	Syas.g_02063
OG0000370	Syan.g_01749	Syas.g_02064
OG0000371	Syan.g_01740	Syas.g_02073
OG0000372	Syan.g_01734	Syas.g_02078
OG0000373	Syan.g_01733	Syas.g_02079
OG0000374	Syan.g_01732	Syas.g_02080
OG0000375	Syan.g_01731	Syas.g_02081
OG0000376	Syan.g_01729	Syas.g_02083
OG0000377	Syan.g_01555	Syas.g_01879
OG0000378	Syan.g_01543	Syas.g_01867
OG0000379	Syan.g_01539	Syas.g_01859
OG0000380	Syan.g_02905	Syas.g_02523
OG0000381	Syan.g_02908	Syas.g_02521
OG0000382	Syan.g_02925	Syas.g_02503
OG0000383	Syan.g_02936	Syas.g_02480
OG0000384	Syan.g_02937	Syas.g_02479
OG0000385	Syan.g_02938	Syas.g_02478
OG0000386	Syan.g_02939	Syas.g_02477
OG0000387	Syan.g_00967	Syas.g_00134
OG0000388	Syan.g_02970	Syas.g_02426
OG0000389	Syan.g_02973	Syas.g_02422
OG0000390	Syan.g_02306	Syas.g_02406
OG0000391	Syan.g_02301	Syas.g_02401
OG0000392	Syan.g_02295	Syas.g_02396
OG0000393	Syan.g_02292	Syas.g_02394
OG0000394	Syan.g_02291	Syas.g_02393
OG0000395	Syan.g_02290	Syas.g_02392
OG0000396	Syan.g_02287	Syas.g_02389
OG0000397	Syan.g_02285	Syas.g_02387
OG0000398	Syan.g_02279	Syas.g_02382
OG0000399	Syan.g_02278	Syas.g_02381
OG0000400	Syan.g_02277	Syas.g_02380
OG0000401	Syan.g_02274	Syas.g_02379
OG0000402	Syan.g_02272	Syas.g_02377
OG0000403	Syan.g_02271	Syas.g_02376
OG0000404	Syan.g_02269	Syas.g_02375
OG0000405	Syan.g_03005	Syas.g_02369
OG0000406	Syan.g_03010	Syas.g_02365
OG0000407	Syan.g_03011	Syas.g_02364
OG0000408	Syan.g_03013	Syas.g_02361
OG0000409	Syan.g_03015	Syas.g_02359
OG0000410	Syan.g_03016	Syas.g_02358
OG0000411	Syan.g_03017	Syas.g_02357
OG0000412	Syan.g_03018	Syas.g_02356
OG0000413	Syan.g_03020	Syas.g_02354
OG0000414	Syan.g_03021	Syas.g_02353
OG0000415	Syan.g_03022	Syas.g_02352
OG0000416	Syan.g_03023	Syas.g_02351
OG0000417	Syan.g_03025	Syas.g_02338
OG0000418	Syan.g_03030	Syas.g_02333
OG0000419	Syan.g_03033	Syas.g_02331
OG0000420	Syan.g_03035	Syas.g_02329
OG0000421	Syan.g_03040	Syas.g_02324
OG0000422	Syan.g_03041	Syas.g_02323
OG0000423	Syan.g_03042	Syas.g_02322
OG0000424	Syan.g_03043	Syas.g_02321
OG0000425	Syan.g_03044	Syas.g_02320
OG0000426	Syan.g_03045	Syas.g_02319
OG0000427	Syan.g_03046	Syas.g_02318
OG0000428	Syan.g_03049	Syas.g_02315
OG0000429	Syan.g_03051	Syas.g_02312
OG0000430	Syan.g_03053	Syas.g_02311
OG0000431	Syan.g_03058	Syas.g_02296
OG0000432	Syan.g_03065	Syas.g_02288
OG0000433	Syan.g_03068	Syas.g_02286
OG0000434	Syan.g_03069	Syas.g_02285
OG0000435	Syan.g_03071	Syas.g_02282
OG0000436	Syan.g_03079	Syas.g_02273
OG0000437	Syan.g_03080	Syas.g_02272
OG0000438	Syan.g_03083	Syas.g_02271
OG0000439	Syan.g_03085	Syas.g_02269
OG0000440	Syan.g_03086	Syas.g_02268
OG0000441	Syan.g_03089	Syas.g_02265
OG0000442	Syan.g_03090	Syas.g_02259
OG0000443	Syan.g_03094	Syas.g_02241
OG0000444	Syan.g_03102	Syas.g_02234
OG0000445	Syan.g_03103	Syas.g_02233
OG0000446	Syan.g_03105	Syas.g_02231
OG0000447	Syan.g_03111	Syas.g_02229
OG0000448	Syan.g_03112	Syas.g_02228
OG0000449	Syan.g_03113	Syas.g_02226
OG0000450	Syan.g_01518	Syas.g_01834
OG0000451	Syan.g_01519	Syas.g_01835
OG0000452	Syan.g_01523	Syas.g_01844
OG0000453	Syan.g_01524	Syas.g_01845
OG0000454	Syan.g_01525	Syas.g_01846
OG0000455	Syan.g_01526	Syas.g_01847
OG0000456	Syan.g_01527	Syas.g_01848
OG0000457	Syan.g_01529	Syas.g_01850
OG0000458	Syan.g_01530	Syas.g_01851
OG0000459	Syan.g_01531	Syas.g_01852
OG0000460	Syan.g_02423	Syas.g_02554
OG0000461	Syan.g_02099	Syas.g_01686
OG0000462	Syan.g_02096	Syas.g_01688
OG0000463	Syan.g_02095	Syas.g_01689
OG0000464	Syan.g_02094	Syas.g_01690
OG0000465	Syan.g_02092	Syas.g_01692
OG0000466	Syan.g_02087	Syas.g_01697
OG0000467	Syan.g_02086	Syas.g_01698
OG0000468	Syan.g_02063	Syas.g_01703
OG0000469	Syan.g_02046	Syas.g_01725
OG0000470	Syan.g_02044	Syas.g_01727
OG0000471	Syan.g_02043	Syas.g_01728
OG0000472	Syan.g_02041	Syas.g_01729
OG0000473	Syan.g_02039	Syas.g_01731
OG0000474	Syan.g_02038	Syas.g_01732
OG0000475	Syan.g_02037	Syas.g_01733
OG0000476	Syan.g_02035	Syas.g_01735
OG0000477	Syan.g_02029	Syas.g_01740
OG0000478	Syan.g_02028	Syas.g_01741
OG0000479	Syan.g_02027	Syas.g_01749
OG0000480	Syan.g_02020	Syas.g_01756
OG0000481	Syan.g_00975	Syas.g_00161, Syas.g_00162
OG0000482	Syan.g_02018	Syas.g_01758
OG0000483	Syan.g_02014	Syas.g_01762
OG0000484	Syan.g_02013	Syas.g_01763
OG0000485	Syan.g_02012	Syas.g_01764
OG0000486	Syan.g_02011	Syas.g_01765
OG0000487	Syan.g_02005	Syas.g_01771
OG0000488	Syan.g_02000	Syas.g_01779
OG0000489	Syan.g_01993	Syas.g_01823
OG0000490	Syan.g_01985	Syas.g_01808
OG0000491	Syan.g_01983	Syas.g_01806
OG0000492	Syan.g_01980	Syas.g_01803
OG0000493	Syan.g_01979	Syas.g_01802
OG0000494	Syan.g_01978	Syas.g_01801
OG0000495	Syan.g_01977	Syas.g_01799
OG0000496	Syan.g_01976	Syas.g_01798
OG0000497	Syan.g_01975	Syas.g_01797
OG0000498	Syan.g_01974	Syas.g_01796
OG0000499	Syan.g_01973	Syas.g_01795
OG0000500	Syan.g_01972	Syas.g_01794
OG0000501	Syan.g_01969	Syas.g_01791
OG0000502	Syan.g_01961	Syas.g_02216
OG0000503	Syan.g_02144	Syas.g_01541
OG0000504	Syan.g_02142	Syas.g_01539
OG0000505	Syan.g_02141	Syas.g_01538
OG0000506	Syan.g_02139	Syas.g_01536
OG0000507	Syan.g_02133	Syas.g_01530
OG0000508	Syan.g_02998	Syas.g_01523
OG0000509	Syan.g_02993	Syas.g_01521
OG0000510	Syan.g_02992	Syas.g_01520
OG0000511	Syan.g_02991	Syas.g_01519
OG0000512	Syan.g_02989	Syas.g_01517
OG0000513	Syan.g_02320	Syas.g_01508
OG0000514	Syan.g_02326	Syas.g_01504
OG0000515	Syan.g_02327	Syas.g_01503
OG0000516	Syan.g_02389	Syas.g_01501
OG0000517	Syan.g_02395	Syas.g_01498
OG0000518	Syan.g_01336	Syas.g_00360, Syas.g_02746
OG0000519	Syan.g_01335	Syas.g_02747
OG0000520	Syan.g_01334	Syas.g_02748
OG0000521	Syan.g_02805	Syas.g_01281
OG0000522	Syan.g_02803	Syas.g_01279
OG0000523	Syan.g_02802	Syas.g_01278
OG0000524	Syan.g_02878	Syas.g_01354
OG0000525	Syan.g_02853	Syas.g_01342
OG0000526	Syan.g_02852	Syas.g_01340
OG0000527	Syan.g_02848	Syas.g_01335
OG0000528	Syan.g_02767	Syas.g_01256
OG0000529	Syan.g_02763	Syas.g_01252
OG0000530	Syan.g_02760	Syas.g_01249
OG0000531	Syan.g_02759	Syas.g_01248
OG0000532	Syan.g_02756	Syas.g_01245
OG0000533	Syan.g_02754	Syas.g_01243
OG0000534	Syan.g_02753	Syas.g_01242
OG0000535	Syan.g_02752	Syas.g_01241
OG0000536	Syan.g_02751	Syas.g_01240
OG0000537	Syan.g_02750	Syas.g_01238
OG0000538	Syan.g_02738	Syas.g_01228
OG0000539	Syan.g_02737	Syas.g_01227
OG0000540	Syan.g_02736	Syas.g_01226
OG0000541	Syan.g_02735	Syas.g_01225
OG0000542	Syan.g_02732	Syas.g_01221
OG0000543	Syan.g_02730	Syas.g_01219
OG0000544	Syan.g_02729	Syas.g_01218
OG0000545	Syan.g_02727	Syas.g_01216
OG0000546	Syan.g_02725	Syas.g_01214
OG0000547	Syan.g_02723	Syas.g_01212
OG0000548	Syan.g_02722	Syas.g_01211
OG0000549	Syan.g_01194	Syas.g_00005
OG0000550	Syan.g_01189	Syas.g_00010
OG0000551	Syan.g_01184	Syas.g_00015
OG0000552	Syan.g_01183	Syas.g_00016
OG0000553	Syan.g_01179	Syas.g_00019
OG0000554	Syan.g_01165	Syas.g_00063
OG0000555	Syan.g_00839	Syas.g_00775
OG0000556	Syan.g_00842	Syas.g_00781
OG0000557	Syan.g_00847	Syas.g_00783
OG0000558	Syan.g_00849	Syas.g_00785
OG0000559	Syan.g_00853	Syas.g_00789
OG0000560	Syan.g_00856	Syas.g_00792
OG0000561	Syan.g_00857	Syas.g_00793
OG0000562	Syan.g_00858	Syas.g_00794
OG0000563	Syan.g_00859	Syas.g_00795
OG0000564	Syan.g_00860	Syas.g_00796
OG0000565	Syan.g_00864	Syas.g_00800
OG0000566	Syan.g_00868	Syas.g_00804
OG0000567	Syan.g_00872	Syas.g_00808
OG0000568	Syan.g_00874	Syas.g_00810
