Orthogroup	Syan	Prbj
OG0000200	Syan.g_03055	Prbj.g_01138
OG0000201	Syan.g_03074	Prbj.g_01157
OG0000202	Syan.g_03075	Prbj.g_01158
OG0000203	Syan.g_03076	Prbj.g_01159
OG0000204	Syan.g_03077	Prbj.g_01160
OG0000205	Syan.g_03087	Prbj.g_01167
OG0000206	Syan.g_03095	Prbj.g_00288
OG0000207	Syan.g_03100	Prbj.g_00234
OG0000208	Syan.g_03101	Prbj.g_00235
OG0000209	Syan.g_01521	Prbj.g_00262
OG0000210	Syan.g_01522	Prbj.g_00263
OG0000211	Syan.g_02416	Prbj.g_00177
OG0000212	Syan.g_01508, Syan.g_02438	Prbj.g_02615
OG0000213	Syan.g_02059	Prbj.g_01362
OG0000214	Syan.g_02040	Prbj.g_01389
OG0000215	Syan.g_02010	Prbj.g_01419
OG0000216	Syan.g_02006	Prbj.g_01422
OG0000217	Syan.g_02001	Prbj.g_01426
OG0000218	Syan.g_01999	Prbj.g_01430
OG0000219	Syan.g_01998	Prbj.g_01431
OG0000220	Syan.g_01997	Prbj.g_01432
OG0000221	Syan.g_01994	Prbj.g_01437
OG0000222	Syan.g_01981	Prbj.g_01446
OG0000223	Syan.g_00228	Prbj.g_01469
OG0000224	Syan.g_01959	Prbj.g_01480
OG0000225	Syan.g_02997	Prbj.g_00323
OG0000226	Syan.g_02990	Prbj.g_00319
OG0000227	Syan.g_02988	Prbj.g_00317
OG0000228	Syan.g_02315	Prbj.g_00063
OG0000229	Syan.g_02396	Prbj.g_00100
OG0000230	Syan.g_02398	Prbj.g_00102
OG0000231	Syan.g_01333	Prbj.g_00117
OG0000232	Syan.g_02801	Prbj.g_01888
OG0000233	Syan.g_02876	Prbj.g_00148
OG0000234	Syan.g_02844	Prbj.g_00127
OG0000235	Syan.g_02765	Prbj.g_01631
OG0000236	Syan.g_02749	Prbj.g_01615
OG0000237	Syan.g_02731	Prbj.g_02094
OG0000238	Syan.g_02726	Prbj.g_02098
OG0000239	Syan.g_01187	Prbj.g_02114
OG0000240	Syan.g_01186	Prbj.g_02115
OG0000241	Syan.g_00822	Prbj.g_01116
OG0000242	Syan.g_01168	Prbj.g_02125
OG0000243	Syan.g_00840	Prbj.g_02668
OG0000244	Syan.g_00848	Prbj.g_01859
OG0000245	Syan.g_00850	Prbj.g_01862
OG0000246	Syan.g_00854	Prbj.g_01866
OG0000247	Syan.g_00866	Prbj.g_01877
OG0000248	Syan.g_00869	Prbj.g_01880
OG0000249	Syan.g_00871	Prbj.g_01882
OG0000250	Syan.g_00878	Prbj.g_01805
OG0000251	Syan.g_00961	Prbj.g_01781
OG0000252	Syan.g_00966	Prbj.g_01778
OG0000253	Syan.g_01000	Prbj.g_01772
OG0000254	Syan.g_01026	Prbj.g_01753
OG0000255	Syan.g_00978	Prbj.g_02546
OG0000256	Syan.g_00001, Syan.g_01135	Prbj.g_02560
OG0000257	Syan.g_00827	Prbj.g_02566
OG0000258	Syan.g_00803	Prbj.g_02589
OG0000259	Syan.g_00772	Prbj.g_00812
OG0000260	Syan.g_00769	Prbj.g_00816
OG0000261	Syan.g_00765	Prbj.g_00819
OG0000262	Syan.g_00760	Prbj.g_00824
OG0000263	Syan.g_02618	Prbj.g_00248
OG0000264	Syan.g_00540	Prbj.g_00933
OG0000266	Syan.g_00330	Prbj.g_02189
OG0000267	Syan.g_00470	Prbj.g_02315
OG0000268	Syan.g_00471	Prbj.g_02314
OG0000269	Syan.g_00695	Prbj.g_02407
OG0000270	Syan.g_00692	Prbj.g_02410
OG0000271	Syan.g_00684	Prbj.g_02418
OG0000272	Syan.g_00683	Prbj.g_02419
OG0000274	Syan.g_00653	Prbj.g_02471
OG0000275	Syan.g_00373	Prbj.g_02474
OG0000276	Syan.g_00380	Prbj.g_02480
OG0000277	Syan.g_00381	Prbj.g_02481
OG0000278	Syan.g_00384	Prbj.g_02484
OG0000279	Syan.g_00398	Prbj.g_02492
OG0000280	Syan.g_00518	Prbj.g_02498
OG0000282	Syan.g_00739	Prbj.g_02342
OG0000283	Syan.g_00491	Prbj.g_02303
OG0000284	Syan.g_00497	Prbj.g_02297
OG0000285	Syan.g_00533	Prbj.g_00694
OG0000286	Syan.g_00564	Prbj.g_02269
OG0000287	Syan.g_00593	Prbj.g_00722
OG0000288	Syan.g_00364	Prbj.g_02214
OG0000289	Syan.g_00350	Prbj.g_02201
OG0000290	Syan.g_00293	Prbj.g_01841
OG0000291	Syan.g_00291	Prbj.g_01839
OG0000292	Syan.g_01703	Prbj.g_02066
OG0000293	Syan.g_02709	Prbj.g_00958
OG0000294	Syan.g_02708	Prbj.g_00959
OG0000295	Syan.g_02662	Prbj.g_00304
OG0000296	Syan.g_02660	Prbj.g_00306, Prbj.g_00307
OG0000297	Syan.g_02646	Prbj.g_01913
OG0000298	Syan.g_02645	Prbj.g_01914
OG0000299	Syan.g_02601	Prbj.g_01903
OG0000300	Syan.g_02593, Syan.g_02594	Prbj.g_02155
OG0000301	Syan.g_02592	Prbj.g_02156
OG0000302	Syan.g_02591	Prbj.g_02159
OG0000303	Syan.g_02582	Prbj.g_00314
OG0000304	Syan.g_02556	Prbj.g_00020
OG0000305	Syan.g_00195	Prbj.g_01837
OG0000306	Syan.g_00087	Prbj.g_02521
OG0000307	Syan.g_02782	Prbj.g_01647
OG0000308	Syan.g_02784	Prbj.g_01649
OG0000309	Syan.g_02883	Prbj.g_01653
OG0000310	Syan.g_01304	Prbj.g_01294
OG0000311	Syan.g_01299	Prbj.g_01040
OG0000312	Syan.g_01290	Prbj.g_01044
OG0000313	Syan.g_01271	Prbj.g_01068
OG0000314	Syan.g_02823	Prbj.g_00646
OG0000315	Syan.g_02833	Prbj.g_00656
OG0000316	Syan.g_01354	Prbj.g_01699
OG0000317	Syan.g_01396	Prbj.g_00863
OG0000318	Syan.g_01401	Prbj.g_00856
OG0000319	Syan.g_01425	Prbj.g_00487
OG0000320	Syan.g_01427	Prbj.g_00485
OG0000321	Syan.g_01428	Prbj.g_00484
OG0000322	Syan.g_01429	Prbj.g_00483
OG0000323	Syan.g_01442	Prbj.g_00472
OG0000324	Syan.g_01472	Prbj.g_00443
OG0000325	Syan.g_02107	Prbj.g_02657
OG0000326	Syan.g_02114	Prbj.g_02649
OG0000327	Syan.g_02244	Prbj.g_01024
OG0000328	Syan.g_02243	Prbj.g_01023
OG0000329	Syan.g_02225	Prbj.g_01006
OG0000330	Syan.g_02224	Prbj.g_01005
OG0000331	Syan.g_02223	Prbj.g_01004
OG0000332	Syan.g_02208	Prbj.g_00989
OG0000333	Syan.g_02205	Prbj.g_00987
OG0000334	Syan.g_00247, Syan.g_02194	Prbj.g_00410
OG0000335	Syan.g_02189	Prbj.g_00405
OG0000336	Syan.g_02185	Prbj.g_00401
OG0000337	Syan.g_01949	Prbj.g_01494
OG0000338	Syan.g_01943	Prbj.g_01498
OG0000339	Syan.g_01935, Syan.g_00264	Prbj.g_01504
OG0000340	Syan.g_01923	Prbj.g_01516
OG0000341	Syan.g_01921	Prbj.g_01518
OG0000342	Syan.g_01920	Prbj.g_01519
OG0000343	Syan.g_01918	Prbj.g_01576
OG0000344	Syan.g_01914	Prbj.g_01579
OG0000345	Syan.g_01900	Prbj.g_01594
OG0000346	Syan.g_01895	Prbj.g_01599
OG0000347	Syan.g_01867	Prbj.g_01280
OG0000348	Syan.g_01803	Prbj.g_01243
OG0000349	Syan.g_01727	Prbj.g_01219
OG0000350	Syan.g_02121	Prbj.g_01999
OG0000351	Syan.g_01682	Prbj.g_02047
OG0000352	Syan.g_01683	Prbj.g_02048
OG0000353	Syan.g_01795	Prbj.g_02072
OG0000354	Syan.g_02720	Prbj.g_02104
OG0000354	Syan.g_01761	Prbj.g_01186
OG0000355	Syan.g_01797	Prbj.g_02074
OG0000356	Syan.g_01798	Prbj.g_02075
OG0000357	Syan.g_01800	Prbj.g_02076
OG0000358	Syan.g_01773	Prbj.g_02080
OG0000359	Syan.g_01771	Prbj.g_02082
OG0000360	Syan.g_01770	Prbj.g_02083
OG0000361	Syan.g_01769	Prbj.g_02084
OG0000362	Syan.g_01767	Prbj.g_02086
OG0000363	Syan.g_01765	Prbj.g_01182
OG0000364	Syan.g_01398	Prbj.g_01183
OG0000365	Syan.g_01755	Prbj.g_01192
OG0000366	Syan.g_01754	Prbj.g_01193
OG0000367	Syan.g_01753	Prbj.g_01194
OG0000368	Syan.g_01751	Prbj.g_01196
OG0000369	Syan.g_01750	Prbj.g_01197
OG0000370	Syan.g_01749	Prbj.g_01198
OG0000371	Syan.g_01740	Prbj.g_01207
OG0000372	Syan.g_01734	Prbj.g_01212
OG0000373	Syan.g_01733	Prbj.g_01213
OG0000374	Syan.g_01732	Prbj.g_01214
OG0000375	Syan.g_01731	Prbj.g_01215
OG0000376	Syan.g_01729	Prbj.g_01217
OG0000377	Syan.g_01555	Prbj.g_01950
OG0000378	Syan.g_01543	Prbj.g_01936
OG0000379	Syan.g_01539	Prbj.g_01920
OG0000380	Syan.g_02905	Prbj.g_00561
OG0000381	Syan.g_02908	Prbj.g_00565
OG0000382	Syan.g_02925	Prbj.g_00580
OG0000383	Syan.g_02936	Prbj.g_00582
OG0000384	Syan.g_02937	Prbj.g_00583
OG0000385	Syan.g_02938	Prbj.g_00584
OG0000386	Syan.g_02939	Prbj.g_00585
OG0000387	Syan.g_00967	Prbj.g_00611
OG0000388	Syan.g_02970	Prbj.g_00615
OG0000389	Syan.g_02973	Prbj.g_00619
OG0000390	Syan.g_02306	Prbj.g_01551
OG0000391	Syan.g_02301	Prbj.g_01556
OG0000392	Syan.g_02295	Prbj.g_01562
OG0000393	Syan.g_02292	Prbj.g_01567
OG0000394	Syan.g_02291	Prbj.g_01568
OG0000395	Syan.g_02290	Prbj.g_01569
OG0000396	Syan.g_02287	Prbj.g_01530
OG0000397	Syan.g_02285	Prbj.g_01532
OG0000398	Syan.g_02279	Prbj.g_01537
OG0000399	Syan.g_02278	Prbj.g_01538
OG0000400	Syan.g_02277	Prbj.g_01539
OG0000401	Syan.g_02274	Prbj.g_01540
OG0000402	Syan.g_02272	Prbj.g_01542
OG0000403	Syan.g_02271	Prbj.g_01543
OG0000404	Syan.g_02269	Prbj.g_01545
OG0000405	Syan.g_03005	Prbj.g_00545
OG0000406	Syan.g_03010	Prbj.g_00541
OG0000407	Syan.g_03011	Prbj.g_00540
OG0000408	Syan.g_03013	Prbj.g_00538
OG0000409	Syan.g_03015	Prbj.g_00536
OG0000410	Syan.g_03016	Prbj.g_00535
OG0000411	Syan.g_03017	Prbj.g_00534
OG0000412	Syan.g_03018	Prbj.g_00533
OG0000413	Syan.g_03020	Prbj.g_00531
OG0000414	Syan.g_03021	Prbj.g_00530
OG0000415	Syan.g_03022	Prbj.g_00529
OG0000416	Syan.g_03023	Prbj.g_00528
OG0000417	Syan.g_03025	Prbj.g_00527
OG0000418	Syan.g_03030	Prbj.g_00522
OG0000419	Syan.g_03033	Prbj.g_00520
OG0000420	Syan.g_03035	Prbj.g_00519
OG0000421	Syan.g_03040	Prbj.g_00515
OG0000422	Syan.g_03041	Prbj.g_00514
OG0000423	Syan.g_03042	Prbj.g_00513
OG0000424	Syan.g_03043	Prbj.g_00512
OG0000425	Syan.g_03044	Prbj.g_00511
OG0000426	Syan.g_03045	Prbj.g_00510
OG0000427	Syan.g_03046	Prbj.g_00509
OG0000428	Syan.g_03049	Prbj.g_02369
OG0000429	Syan.g_03051	Prbj.g_01135
OG0000430	Syan.g_03053	Prbj.g_01137
OG0000431	Syan.g_03058	Prbj.g_01141
OG0000432	Syan.g_03065	Prbj.g_01148
OG0000433	Syan.g_03068	Prbj.g_01151
OG0000434	Syan.g_03069	Prbj.g_01152
OG0000435	Syan.g_03071	Prbj.g_01155
OG0000436	Syan.g_03079	Prbj.g_01161
OG0000437	Syan.g_03080	Prbj.g_01162
OG0000438	Syan.g_03083	Prbj.g_01163
OG0000439	Syan.g_03085	Prbj.g_01165
OG0000440	Syan.g_03086	Prbj.g_01166
OG0000441	Syan.g_03089	Prbj.g_01173
OG0000442	Syan.g_03090	Prbj.g_01174
OG0000443	Syan.g_03094	Prbj.g_00289
OG0000444	Syan.g_03102	Prbj.g_00237
OG0000445	Syan.g_03103	Prbj.g_00238
OG0000446	Syan.g_03105	Prbj.g_00240
OG0000447	Syan.g_03111	Prbj.g_00250
OG0000448	Syan.g_03112	Prbj.g_00251
OG0000449	Syan.g_03113	Prbj.g_00252
OG0000450	Syan.g_01518	Prbj.g_00258
OG0000451	Syan.g_01519	Prbj.g_00259
OG0000452	Syan.g_01523	Prbj.g_00264
OG0000453	Syan.g_01524	Prbj.g_00265
OG0000454	Syan.g_01525	Prbj.g_00266
OG0000455	Syan.g_01526	Prbj.g_00267
OG0000456	Syan.g_01527	Prbj.g_00268
OG0000457	Syan.g_01529	Prbj.g_00270
OG0000458	Syan.g_01530	Prbj.g_00271
OG0000459	Syan.g_01531	Prbj.g_00272
OG0000460	Syan.g_02423	Prbj.g_00176
OG0000461	Syan.g_02099	Prbj.g_02661
OG0000462	Syan.g_02096	Prbj.g_01341
OG0000463	Syan.g_02095	Prbj.g_01342
OG0000464	Syan.g_02094	Prbj.g_01343
OG0000465	Syan.g_02092	Prbj.g_01345
OG0000466	Syan.g_02087	Prbj.g_01350
OG0000467	Syan.g_02086	Prbj.g_01352
OG0000468	Syan.g_02063	Prbj.g_01359
OG0000469	Syan.g_02046	Prbj.g_01372
OG0000470	Syan.g_02044	Prbj.g_01385
OG0000471	Syan.g_02043	Prbj.g_01386
OG0000472	Syan.g_02041	Prbj.g_01388
OG0000473	Syan.g_02039	Prbj.g_01390
OG0000474	Syan.g_02038	Prbj.g_01391
OG0000475	Syan.g_02037	Prbj.g_01392
OG0000476	Syan.g_02035	Prbj.g_01394
OG0000477	Syan.g_02029	Prbj.g_01399
OG0000478	Syan.g_02028	Prbj.g_01400
OG0000479	Syan.g_02027	Prbj.g_01401
OG0000480	Syan.g_02020	Prbj.g_01408
OG0000481	Syan.g_00975	Prbj.g_01410
OG0000482	Syan.g_02018	Prbj.g_01411
OG0000483	Syan.g_02014	Prbj.g_01415
OG0000484	Syan.g_02013	Prbj.g_01416
OG0000485	Syan.g_02012	Prbj.g_01417
OG0000486	Syan.g_02011	Prbj.g_01418
OG0000487	Syan.g_02005	Prbj.g_01423
OG0000488	Syan.g_02000	Prbj.g_01427
OG0000489	Syan.g_01993	Prbj.g_01438
OG0000490	Syan.g_01985	Prbj.g_01444
OG0000491	Syan.g_01983	Prbj.g_01445
OG0000492	Syan.g_01980	Prbj.g_01448
OG0000493	Syan.g_01979	Prbj.g_01449
OG0000494	Syan.g_01978	Prbj.g_01450
OG0000495	Syan.g_01977	Prbj.g_01451
OG0000496	Syan.g_01976	Prbj.g_01452
OG0000497	Syan.g_01975	Prbj.g_01453
OG0000498	Syan.g_01974	Prbj.g_01454
OG0000499	Syan.g_01973	Prbj.g_01455
OG0000500	Syan.g_01972	Prbj.g_01456
OG0000501	Syan.g_01969	Prbj.g_01459
OG0000502	Syan.g_01961	Prbj.g_01471
OG0000503	Syan.g_02144	Prbj.g_00341
OG0000504	Syan.g_02142	Prbj.g_00339
OG0000505	Syan.g_02141	Prbj.g_00338
OG0000506	Syan.g_02139	Prbj.g_00336
OG0000507	Syan.g_02133	Prbj.g_00331
OG0000508	Syan.g_02998	Prbj.g_00324
OG0000509	Syan.g_02993	Prbj.g_00322
OG0000510	Syan.g_02992	Prbj.g_00321
OG0000511	Syan.g_02991	Prbj.g_00320
OG0000512	Syan.g_02989	Prbj.g_00318
OG0000513	Syan.g_02320	Prbj.g_00068
OG0000514	Syan.g_02326	Prbj.g_00076
OG0000515	Syan.g_02327	Prbj.g_00077
OG0000516	Syan.g_02389	Prbj.g_00089
OG0000517	Syan.g_02395	Prbj.g_00099
OG0000518	Syan.g_01336	Prbj.g_00111
OG0000519	Syan.g_01335	Prbj.g_00112
OG0000520	Syan.g_01334	Prbj.g_00113
OG0000521	Syan.g_02805	Prbj.g_01894
OG0000522	Syan.g_02803	Prbj.g_01892
OG0000523	Syan.g_02802	Prbj.g_01891
OG0000524	Syan.g_02878	Prbj.g_00152
OG0000525	Syan.g_02853	Prbj.g_00136
OG0000526	Syan.g_02852	Prbj.g_00134
OG0000527	Syan.g_02848	Prbj.g_00130
OG0000528	Syan.g_02767	Prbj.g_01635
OG0000529	Syan.g_02763	Prbj.g_01629
OG0000530	Syan.g_02760	Prbj.g_01626
OG0000531	Syan.g_02759	Prbj.g_01625
OG0000532	Syan.g_02756	Prbj.g_01622
OG0000533	Syan.g_02754	Prbj.g_01620
OG0000534	Syan.g_02753	Prbj.g_01619
OG0000535	Syan.g_02752	Prbj.g_01618
OG0000536	Syan.g_02751	Prbj.g_01617
OG0000537	Syan.g_02750	Prbj.g_01616
OG0000538	Syan.g_02738	Prbj.g_01605
OG0000539	Syan.g_02737	Prbj.g_02088
OG0000540	Syan.g_02736	Prbj.g_02089
OG0000541	Syan.g_02735	Prbj.g_02090
OG0000542	Syan.g_02732	Prbj.g_02093
OG0000543	Syan.g_02730	Prbj.g_02095
OG0000544	Syan.g_02729	Prbj.g_02096
OG0000545	Syan.g_02727	Prbj.g_02097
OG0000546	Syan.g_02725	Prbj.g_02099
OG0000547	Syan.g_02723	Prbj.g_02101
OG0000548	Syan.g_02722	Prbj.g_02102
OG0000549	Syan.g_01194	Prbj.g_02108
OG0000550	Syan.g_01189	Prbj.g_02113
OG0000551	Syan.g_01184	Prbj.g_02117
OG0000552	Syan.g_01183	Prbj.g_02118
OG0000553	Syan.g_01179	Prbj.g_02123
OG0000554	Syan.g_01165	Prbj.g_02128
OG0000555	Syan.g_00839	Prbj.g_02146
OG0000556	Syan.g_00842	Prbj.g_02666
OG0000557	Syan.g_00847	Prbj.g_01858
