Orthogroup	Syan	Prbl
OG0000091	Syan.g_00235, Syan.g_00808	Prbl.g_01647
OG0000093	Syan.g_00708	Prbl.g_02359
OG0000094	Syan.g_00353, Syan.g_00065	Prbl.g_02209
OG0000095	Syan.g_00290	Prbl.g_00927
OG0000098	Syan.g_00043	Prbl.g_00722
OG0000099	Syan.g_01968	Prbl.g_00893
OG0000100	Syan.g_00658	Prbl.g_01914, Prbl.g_02305
OG0000101	Syan.g_02199	Prbl.g_01126
OG0000102	Syan.g_01891	Prbl.g_02636
OG0000103	Syan.g_01692	Prbl.g_02139
OG0000104	Syan.g_01792	Prbl.g_02125
OG0000105	Syan.g_02031	Prbl.g_01461
OG0000106	Syan.g_00076	Prbl.g_00411
OG0000107	Syan.g_02106	Prbl.g_02681
OG0000108	Syan.g_02764	Prbl.g_00511
OG0000109	Syan.g_02748	Prbl.g_00527
OG0000110	Syan.g_00171, Syan.g_00882	Prbl.g_01795
OG0000111	Syan.g_00187	Prbl.g_00026
OG0000112	Syan.g_00556, Syan.g_00252	Prbl.g_02470
OG0000113	Syan.g_00664	Prbl.g_02310
OG0000114	Syan.g_00741	Prbl.g_02407
OG0000115	Syan.g_02810	Prbl.g_00687
OG0000116	Syan.g_02710, Syan.g_00460	Prbl.g_02069
OG0000117	Syan.g_02644	Prbl.g_01384
OG0000118	Syan.g_01241, Syan.g_01237	Prbl.g_01736
OG0000119	Syan.g_02672	Prbl.g_00007, Prbl.g_00046
OG0000120	Syan.g_01966	Prbl.g_00892
OG0000121	Syan.g_01273	Prbl.g_00234, Prbl.g_00240
OG0000123	Syan.g_02190	Prbl.g_01135
OG0000124	Syan.g_01873	Prbl.g_02054
OG0000125	Syan.g_01573	Prbl.g_02231
OG0000126	Syan.g_01705	Prbl.g_02127
OG0000127	Syan.g_01071	Prbl.g_01022
OG0000128	Syan.g_01768	Prbl.g_02109
OG0000129	Syan.g_01563	Prbl.g_02243
OG0000130	Syan.g_02906, Syan.g_02907	Prbl.g_00608
OG0000131	Syan.g_03008	Prbl.g_00303
OG0000132	Syan.g_03029	Prbl.g_00283
OG0000133	Syan.g_00561	Prbl.g_00897
OG0000134	Syan.g_02319	Prbl.g_02677
OG0000135	Syan.g_01616	Prbl.g_02190
OG0000136	Syan.g_01342	Prbl.g_00647
OG0000137	Syan.g_02846	Prbl.g_01340
OG0000138	Syan.g_02747	Prbl.g_00528
OG0000139	Syan.g_01160	Prbl.g_00760
OG0000140	Syan.g_00042	Prbl.g_00754
OG0000141	Syan.g_01032	Prbl.g_01751
OG0000142	Syan.g_00816	Prbl.g_01639
OG0000143	Syan.g_00812	Prbl.g_01643
OG0000144	Syan.g_00782	Prbl.g_01042
OG0000145	Syan.g_02740	Prbl.g_00534
OG0000146	Syan.g_00555, Syan.g_00253	Prbl.g_02469
OG0000147	Syan.g_00254, Syan.g_00554	Prbl.g_02468
OG0000148	Syan.g_00670	Prbl.g_02316
OG0000149	Syan.g_00393	Prbl.g_01552
OG0000150	Syan.g_01031	Prbl.g_01576
OG0000151	Syan.g_00731	Prbl.g_02386
OG0000152	Syan.g_00565	Prbl.g_02478
OG0000153	Syan.g_00601	Prbl.g_02505
OG0000154	Syan.g_00363	Prbl.g_02532
OG0000155	Syan.g_02654	Prbl.g_00185
OG0000156	Syan.g_02717	Prbl.g_00115
OG0000157	Syan.g_02718	Prbl.g_00114
OG0000158	Syan.g_01078, Syan.g_01926	Prbl.g_00843
OG0000160	Syan.g_01274	Prbl.g_00241
OG0000161	Syan.g_01268	Prbl.g_00227
OG0000162	Syan.g_01059, Syan.g_01254, Syan.g_01330	Prbl.g_00221
OG0000163	Syan.g_02405	Prbl.g_00452
OG0000164	Syan.g_01440	Prbl.g_00365
OG0000165	Syan.g_01448	Prbl.g_00356
OG0000166	Syan.g_02239	Prbl.g_00962
OG0000167	Syan.g_01941	Prbl.g_00857
OG0000168	Syan.g_01924, Syan.g_01121, Syan.g_01925	Prbl.g_00842
OG0000169	Syan.g_01912	Prbl.g_01302
OG0000170	Syan.g_01901	Prbl.g_01290
OG0000171	Syan.g_01875	Prbl.g_02055
OG0000172	Syan.g_01810	Prbl.g_02021
OG0000173	Syan.g_01720	Prbl.g_02000
OG0000174	Syan.g_01619	Prbl.g_02188
OG0000175	Syan.g_01678, Syan.g_00258	Prbl.g_02150
OG0000176	Syan.g_01801	Prbl.g_02117
OG0000177	Syan.g_01775	Prbl.g_02116
OG0000178	Syan.g_01774	Prbl.g_02115
OG0000179	Syan.g_01759	Prbl.g_01961
OG0000180	Syan.g_01758	Prbl.g_01962
OG0000181	Syan.g_01757	Prbl.g_01963
OG0000182	Syan.g_01756	Prbl.g_01964
OG0000183	Syan.g_01752	Prbl.g_01968
OG0000184	Syan.g_01549	Prbl.g_02251
OG0000185	Syan.g_01540	Prbl.g_02273
OG0000186	Syan.g_02902	Prbl.g_00614
OG0000187	Syan.g_02904	Prbl.g_00613
OG0000188	Syan.g_02926	Prbl.g_00591
OG0000189	Syan.g_02966	Prbl.g_00565
OG0000190	Syan.g_00971	Prbl.g_00563
OG0000191	Syan.g_02300	Prbl.g_01325
OG0000192	Syan.g_02294	Prbl.g_01316
OG0000193	Syan.g_03009	Prbl.g_00302
OG0000194	Syan.g_03012	Prbl.g_00299
OG0000195	Syan.g_03014	Prbl.g_00297
OG0000196	Syan.g_03026	Prbl.g_00286
OG0000197	Syan.g_03027	Prbl.g_00285
OG0000198	Syan.g_03028	Prbl.g_00284
OG0000199	Syan.g_03037	Prbl.g_00277
OG0000200	Syan.g_03055	Prbl.g_00069
OG0000201	Syan.g_03074	Prbl.g_00088
OG0000202	Syan.g_03075	Prbl.g_00089
OG0000203	Syan.g_03076	Prbl.g_00090
OG0000204	Syan.g_03077	Prbl.g_00091
OG0000205	Syan.g_03087	Prbl.g_00098
OG0000206	Syan.g_03095	Prbl.g_01282
OG0000207	Syan.g_03100	Prbl.g_00130
OG0000208	Syan.g_03101	Prbl.g_00129
OG0000209	Syan.g_01521	Prbl.g_01256
OG0000210	Syan.g_01522	Prbl.g_01257
OG0000211	Syan.g_02416	Prbl.g_01922
OG0000212	Syan.g_01508, Syan.g_02438	Prbl.g_00192
OG0000213	Syan.g_02059	Prbl.g_01496
OG0000214	Syan.g_02040	Prbl.g_01469
OG0000215	Syan.g_02010	Prbl.g_01439
OG0000216	Syan.g_02006	Prbl.g_01436
OG0000217	Syan.g_02001	Prbl.g_01432
OG0000218	Syan.g_01999	Prbl.g_01428
OG0000219	Syan.g_01998	Prbl.g_01427
OG0000220	Syan.g_01997	Prbl.g_01426
OG0000221	Syan.g_01994	Prbl.g_01421
OG0000222	Syan.g_01981	Prbl.g_00911
OG0000223	Syan.g_00228	Prbl.g_00888
OG0000224	Syan.g_01959	Prbl.g_00877
OG0000225	Syan.g_02997	Prbl.g_01218
OG0000226	Syan.g_02990	Prbl.g_01222
OG0000227	Syan.g_02988	Prbl.g_01224
OG0000228	Syan.g_02315	Prbl.g_02673
OG0000229	Syan.g_02396	Prbl.g_00652
OG0000230	Syan.g_02398	Prbl.g_00650
OG0000231	Syan.g_01333	Prbl.g_00635
OG0000232	Syan.g_02801	Prbl.g_00619
OG0000233	Syan.g_02876	Prbl.g_01360
OG0000234	Syan.g_02844	Prbl.g_01339
OG0000235	Syan.g_02765	Prbl.g_00510
OG0000236	Syan.g_02749	Prbl.g_00526
OG0000237	Syan.g_02731	Prbl.g_00800
OG0000238	Syan.g_02726	Prbl.g_00795
OG0000239	Syan.g_01187	Prbl.g_00779
OG0000240	Syan.g_01186	Prbl.g_00778
OG0000241	Syan.g_00822	Prbl.g_01526
OG0000242	Syan.g_01168	Prbl.g_00768
OG0000243	Syan.g_00840	Prbl.g_02647
OG0000244	Syan.g_00848	Prbl.g_01879
OG0000245	Syan.g_00850	Prbl.g_01882
OG0000246	Syan.g_00854	Prbl.g_01886
OG0000247	Syan.g_00866	Prbl.g_01897
OG0000248	Syan.g_00869	Prbl.g_01900
OG0000249	Syan.g_00871	Prbl.g_01902
OG0000250	Syan.g_00878	Prbl.g_01799
OG0000251	Syan.g_00961	Prbl.g_01775
OG0000252	Syan.g_00966	Prbl.g_01772
OG0000253	Syan.g_01000	Prbl.g_01766
OG0000254	Syan.g_01026	Prbl.g_01747
OG0000255	Syan.g_00978	Prbl.g_01612
OG0000256	Syan.g_00001, Syan.g_01135	Prbl.g_01626
OG0000257	Syan.g_00827	Prbl.g_01632
OG0000258	Syan.g_00803	Prbl.g_01655
OG0000259	Syan.g_00772	Prbl.g_01406
OG0000260	Syan.g_00769	Prbl.g_01403
OG0000261	Syan.g_00765	Prbl.g_01400
OG0000262	Syan.g_00760	Prbl.g_01395
OG0000263	Syan.g_02618	Prbl.g_01242
OG0000264	Syan.g_00540	Prbl.g_01859
OG0000266	Syan.g_00330	Prbl.g_02556
OG0000267	Syan.g_00470	Prbl.g_02431
OG0000268	Syan.g_00471	Prbl.g_02432
OG0000269	Syan.g_00695	Prbl.g_02340
OG0000270	Syan.g_00692	Prbl.g_02337
OG0000271	Syan.g_00684	Prbl.g_02329
OG0000272	Syan.g_00683	Prbl.g_02328
OG0000274	Syan.g_00653	Prbl.g_01535
OG0000275	Syan.g_00373	Prbl.g_01538
OG0000276	Syan.g_00380	Prbl.g_01544
OG0000277	Syan.g_00381	Prbl.g_01545
OG0000278	Syan.g_00384	Prbl.g_01548
OG0000279	Syan.g_00398	Prbl.g_01556
OG0000280	Syan.g_00518	Prbl.g_01562
OG0000282	Syan.g_00739	Prbl.g_02405
OG0000283	Syan.g_00491	Prbl.g_02443
OG0000284	Syan.g_00497	Prbl.g_02449
OG0000285	Syan.g_00533	Prbl.g_01688
OG0000286	Syan.g_00564	Prbl.g_02477
OG0000287	Syan.g_00593	Prbl.g_02608
OG0000288	Syan.g_00364	Prbl.g_02531
OG0000289	Syan.g_00350	Prbl.g_02544
OG0000290	Syan.g_00293	Prbl.g_00930
OG0000291	Syan.g_00291	Prbl.g_00928
OG0000292	Syan.g_01703	Prbl.g_02128
OG0000293	Syan.g_02709	Prbl.g_02071
OG0000294	Syan.g_02708	Prbl.g_02072
OG0000295	Syan.g_02662	Prbl.g_00178
OG0000296	Syan.g_02660	Prbl.g_00180
OG0000297	Syan.g_02646	Prbl.g_01382
OG0000298	Syan.g_02645	Prbl.g_01383
OG0000299	Syan.g_02601	Prbl.g_01372
OG0000300	Syan.g_02593, Syan.g_02594	Prbl.g_02582
OG0000301	Syan.g_02592	Prbl.g_02583
OG0000302	Syan.g_02591	Prbl.g_02586
OG0000303	Syan.g_02582	Prbl.g_00187
OG0000304	Syan.g_02556	Prbl.g_01102
OG0000305	Syan.g_00195	Prbl.g_00926
OG0000306	Syan.g_00087	Prbl.g_01586
OG0000307	Syan.g_02782	Prbl.g_00494
OG0000308	Syan.g_02784	Prbl.g_00492
OG0000309	Syan.g_02883	Prbl.g_00488
OG0000310	Syan.g_01304	Prbl.g_00160
OG0000311	Syan.g_01299	Prbl.g_00258
OG0000312	Syan.g_01290	Prbl.g_00254
OG0000313	Syan.g_01271	Prbl.g_00230
OG0000314	Syan.g_02823	Prbl.g_00699
OG0000315	Syan.g_02833	Prbl.g_00709
OG0000316	Syan.g_01354	Prbl.g_00441
OG0000317	Syan.g_01396	Prbl.g_00399
OG0000318	Syan.g_01401	Prbl.g_00393
OG0000319	Syan.g_01425	Prbl.g_00376
OG0000320	Syan.g_01427	Prbl.g_00374
OG0000321	Syan.g_01428	Prbl.g_00373
OG0000322	Syan.g_01429	Prbl.g_00372
OG0000323	Syan.g_01442	Prbl.g_00361
OG0000324	Syan.g_01472	Prbl.g_00332
OG0000325	Syan.g_02107	Prbl.g_02683
OG0000326	Syan.g_02114	Prbl.g_01059
OG0000327	Syan.g_02244	Prbl.g_00957
OG0000328	Syan.g_02243	Prbl.g_00958
OG0000329	Syan.g_02225	Prbl.g_00975
OG0000330	Syan.g_02224	Prbl.g_00976
OG0000331	Syan.g_02223	Prbl.g_00977
OG0000332	Syan.g_02208	Prbl.g_00992
OG0000333	Syan.g_02205	Prbl.g_00994
OG0000334	Syan.g_00247, Syan.g_02194	Prbl.g_01131
OG0000335	Syan.g_02189	Prbl.g_01136
OG0000336	Syan.g_02185	Prbl.g_01140
OG0000337	Syan.g_01949	Prbl.g_00863
OG0000338	Syan.g_01943	Prbl.g_00859
OG0000339	Syan.g_01935, Syan.g_00264	Prbl.g_00853
OG0000340	Syan.g_01923	Prbl.g_00841
OG0000341	Syan.g_01921	Prbl.g_00839
OG0000342	Syan.g_01920	Prbl.g_00838
OG0000343	Syan.g_01918	Prbl.g_01307
OG0000344	Syan.g_01914	Prbl.g_01304
OG0000345	Syan.g_01900	Prbl.g_01289
OG0000346	Syan.g_01895	Prbl.g_01284
OG0000347	Syan.g_01867	Prbl.g_02053
OG0000348	Syan.g_01803	Prbl.g_02016
OG0000349	Syan.g_01727	Prbl.g_01992
OG0000350	Syan.g_02121	Prbl.g_02195
OG0000351	Syan.g_01682	Prbl.g_02147
OG0000352	Syan.g_01683	Prbl.g_02146
OG0000353	Syan.g_01795	Prbl.g_02122
OG0000354	Syan.g_02720	Prbl.g_00789
OG0000354	Syan.g_01761	Prbl.g_01959
OG0000355	Syan.g_01797	Prbl.g_02120
OG0000356	Syan.g_01798	Prbl.g_02119
OG0000357	Syan.g_01800	Prbl.g_02118
OG0000358	Syan.g_01773	Prbl.g_02114
OG0000359	Syan.g_01771	Prbl.g_02112
OG0000360	Syan.g_01770	Prbl.g_02111
OG0000361	Syan.g_01769	Prbl.g_02110
OG0000362	Syan.g_01767	Prbl.g_02108
OG0000363	Syan.g_01765	Prbl.g_01955
OG0000364	Syan.g_01398	Prbl.g_01956
OG0000365	Syan.g_01755	Prbl.g_01965
OG0000366	Syan.g_01754	Prbl.g_01966
OG0000367	Syan.g_01753	Prbl.g_01967
OG0000368	Syan.g_01751	Prbl.g_01969
OG0000369	Syan.g_01750	Prbl.g_01970
OG0000370	Syan.g_01749	Prbl.g_01971
OG0000371	Syan.g_01740	Prbl.g_01980
OG0000372	Syan.g_01734	Prbl.g_01985
OG0000373	Syan.g_01733	Prbl.g_01986
OG0000374	Syan.g_01732	Prbl.g_01987
OG0000375	Syan.g_01731	Prbl.g_01988
OG0000376	Syan.g_01729	Prbl.g_01990
OG0000377	Syan.g_01555	Prbl.g_02244
OG0000378	Syan.g_01543	Prbl.g_02258
OG0000379	Syan.g_01539	Prbl.g_02274
OG0000380	Syan.g_02905	Prbl.g_00612
OG0000381	Syan.g_02908	Prbl.g_00607
OG0000382	Syan.g_02925	Prbl.g_00592
OG0000383	Syan.g_02936	Prbl.g_00590
OG0000384	Syan.g_02937	Prbl.g_00589
OG0000385	Syan.g_02938	Prbl.g_00588
OG0000386	Syan.g_02939	Prbl.g_00587
OG0000387	Syan.g_00967	Prbl.g_00561
OG0000388	Syan.g_02970	Prbl.g_00557
OG0000389	Syan.g_02973	Prbl.g_00553
OG0000390	Syan.g_02306	Prbl.g_01331
OG0000391	Syan.g_02301	Prbl.g_01326
OG0000392	Syan.g_02295	Prbl.g_01320
OG0000393	Syan.g_02292	Prbl.g_01315
OG0000394	Syan.g_02291	Prbl.g_01314
OG0000395	Syan.g_02290	Prbl.g_01313
OG0000396	Syan.g_02287	Prbl.g_00827
OG0000397	Syan.g_02285	Prbl.g_00825
OG0000398	Syan.g_02279	Prbl.g_00820
OG0000399	Syan.g_02278	Prbl.g_00819
OG0000400	Syan.g_02277	Prbl.g_00818
OG0000401	Syan.g_02274	Prbl.g_00817
OG0000402	Syan.g_02272	Prbl.g_00815
OG0000403	Syan.g_02271	Prbl.g_00814
OG0000404	Syan.g_02269	Prbl.g_00812
OG0000405	Syan.g_03005	Prbl.g_00305
OG0000406	Syan.g_03010	Prbl.g_00301
OG0000407	Syan.g_03011	Prbl.g_00300
OG0000408	Syan.g_03013	Prbl.g_00298
OG0000409	Syan.g_03015	Prbl.g_00296
OG0000410	Syan.g_03016	Prbl.g_00295
OG0000411	Syan.g_03017	Prbl.g_00294
OG0000412	Syan.g_03018	Prbl.g_00293
OG0000413	Syan.g_03020	Prbl.g_00291
OG0000414	Syan.g_03021	Prbl.g_00290
OG0000415	Syan.g_03022	Prbl.g_00289
OG0000416	Syan.g_03023	Prbl.g_00288
OG0000417	Syan.g_03025	Prbl.g_00287
OG0000418	Syan.g_03030	Prbl.g_00282
OG0000419	Syan.g_03033	Prbl.g_00280
OG0000420	Syan.g_03035	Prbl.g_00279
OG0000421	Syan.g_03040	Prbl.g_00275
OG0000422	Syan.g_03041	Prbl.g_00274
OG0000423	Syan.g_03042	Prbl.g_00273
OG0000424	Syan.g_03043	Prbl.g_00272
OG0000425	Syan.g_03044	Prbl.g_00271
OG0000426	Syan.g_03045	Prbl.g_00270
OG0000427	Syan.g_03046	Prbl.g_00269
OG0000428	Syan.g_03049	Prbl.g_02377
OG0000429	Syan.g_03051	Prbl.g_00066
OG0000430	Syan.g_03053	Prbl.g_00068
OG0000431	Syan.g_03058	Prbl.g_00072
OG0000432	Syan.g_03065	Prbl.g_00079
OG0000433	Syan.g_03068	Prbl.g_00082
OG0000434	Syan.g_03069	Prbl.g_00083
OG0000435	Syan.g_03071	Prbl.g_00086
OG0000436	Syan.g_03079	Prbl.g_00092
OG0000437	Syan.g_03080	Prbl.g_00093
OG0000438	Syan.g_03083	Prbl.g_00094
OG0000439	Syan.g_03085	Prbl.g_00096
OG0000440	Syan.g_03086	Prbl.g_00097
OG0000441	Syan.g_03089	Prbl.g_00104
OG0000442	Syan.g_03090	Prbl.g_00105
OG0000443	Syan.g_03094	Prbl.g_01283
OG0000444	Syan.g_03102	Prbl.g_00127
OG0000445	Syan.g_03103	Prbl.g_00126
OG0000446	Syan.g_03105	Prbl.g_00124
OG0000447	Syan.g_03111	Prbl.g_01244
OG0000448	Syan.g_03112	Prbl.g_01245
OG0000449	Syan.g_03113	Prbl.g_01246
OG0000450	Syan.g_01518	Prbl.g_01252
OG0000451	Syan.g_01519	Prbl.g_01253
OG0000452	Syan.g_01523	Prbl.g_01258
OG0000453	Syan.g_01524	Prbl.g_01259
OG0000454	Syan.g_01525	Prbl.g_01260
OG0000455	Syan.g_01526	Prbl.g_01261
OG0000456	Syan.g_01527	Prbl.g_01262
OG0000457	Syan.g_01529	Prbl.g_01264
OG0000458	Syan.g_01530	Prbl.g_01265
OG0000459	Syan.g_01531	Prbl.g_01266
OG0000460	Syan.g_02423	Prbl.g_01923
OG0000461	Syan.g_02099	Prbl.g_02679
OG0000462	Syan.g_02096	Prbl.g_02666
OG0000463	Syan.g_02095	Prbl.g_01516
OG0000464	Syan.g_02094	Prbl.g_01515
OG0000465	Syan.g_02092	Prbl.g_01513
OG0000466	Syan.g_02087	Prbl.g_01508
OG0000467	Syan.g_02086	Prbl.g_01506
OG0000468	Syan.g_02063	Prbl.g_01499
OG0000469	Syan.g_02046	Prbl.g_01486
OG0000470	Syan.g_02044	Prbl.g_01473
OG0000471	Syan.g_02043	Prbl.g_01472
OG0000472	Syan.g_02041	Prbl.g_01470
OG0000473	Syan.g_02039	Prbl.g_01468
OG0000474	Syan.g_02038	Prbl.g_01467
OG0000475	Syan.g_02037	Prbl.g_01466
OG0000476	Syan.g_02035	Prbl.g_01464
OG0000477	Syan.g_02029	Prbl.g_01459
OG0000478	Syan.g_02028	Prbl.g_01458
OG0000479	Syan.g_02027	Prbl.g_01457
OG0000480	Syan.g_02020	Prbl.g_01450
OG0000481	Syan.g_00975	Prbl.g_01448
OG0000482	Syan.g_02018	Prbl.g_01447
OG0000483	Syan.g_02014	Prbl.g_01443
OG0000484	Syan.g_02013	Prbl.g_01442
OG0000485	Syan.g_02012	Prbl.g_01441
OG0000486	Syan.g_02011	Prbl.g_01440
OG0000487	Syan.g_02005	Prbl.g_01435
OG0000488	Syan.g_02000	Prbl.g_01431
OG0000489	Syan.g_01993	Prbl.g_01420
OG0000490	Syan.g_01985	Prbl.g_01414
OG0000491	Syan.g_01983	Prbl.g_01413
OG0000492	Syan.g_01980	Prbl.g_00909
OG0000493	Syan.g_01979	Prbl.g_00908
OG0000494	Syan.g_01978	Prbl.g_00907
OG0000495	Syan.g_01977	Prbl.g_00906
OG0000496	Syan.g_01976	Prbl.g_00905
OG0000497	Syan.g_01975	Prbl.g_00904
OG0000498	Syan.g_01974	Prbl.g_00903
OG0000499	Syan.g_01973	Prbl.g_00902
OG0000500	Syan.g_01972	Prbl.g_00901
OG0000501	Syan.g_01969	Prbl.g_00898
OG0000502	Syan.g_01961	Prbl.g_00886
OG0000503	Syan.g_02144	Prbl.g_01201
OG0000504	Syan.g_02142	Prbl.g_01203
OG0000505	Syan.g_02141	Prbl.g_01204
OG0000506	Syan.g_02139	Prbl.g_01206
OG0000507	Syan.g_02133	Prbl.g_01210
OG0000508	Syan.g_02998	Prbl.g_01217
OG0000509	Syan.g_02993	Prbl.g_01219
OG0000510	Syan.g_02992	Prbl.g_01220
OG0000511	Syan.g_02991	Prbl.g_01221
OG0000512	Syan.g_02989	Prbl.g_01223
OG0000513	Syan.g_02320	Prbl.g_02678
OG0000514	Syan.g_02326	Prbl.g_00676
OG0000515	Syan.g_02327	Prbl.g_00675
OG0000516	Syan.g_02389	Prbl.g_00663
OG0000517	Syan.g_02395	Prbl.g_00653
OG0000518	Syan.g_01336	Prbl.g_00641
OG0000519	Syan.g_01335	Prbl.g_00640
OG0000520	Syan.g_01334	Prbl.g_00639
OG0000521	Syan.g_02805	Prbl.g_00625
OG0000522	Syan.g_02803	Prbl.g_00623
OG0000523	Syan.g_02802	Prbl.g_00622
OG0000524	Syan.g_02878	Prbl.g_01364
OG0000525	Syan.g_02853	Prbl.g_01348
OG0000526	Syan.g_02852	Prbl.g_01346
OG0000527	Syan.g_02848	Prbl.g_01342
OG0000528	Syan.g_02767	Prbl.g_00506
OG0000529	Syan.g_02763	Prbl.g_00512
OG0000530	Syan.g_02760	Prbl.g_00515
OG0000531	Syan.g_02759	Prbl.g_00516
OG0000532	Syan.g_02756	Prbl.g_00519
OG0000533	Syan.g_02754	Prbl.g_00521
OG0000534	Syan.g_02753	Prbl.g_00522
OG0000535	Syan.g_02752	Prbl.g_00523
OG0000536	Syan.g_02751	Prbl.g_00524
OG0000537	Syan.g_02750	Prbl.g_00525
OG0000538	Syan.g_02738	Prbl.g_00536
OG0000539	Syan.g_02737	Prbl.g_00806
OG0000540	Syan.g_02736	Prbl.g_00805
OG0000541	Syan.g_02735	Prbl.g_00804
OG0000542	Syan.g_02732	Prbl.g_00801
OG0000543	Syan.g_02730	Prbl.g_00799
OG0000544	Syan.g_02729	Prbl.g_00798
OG0000545	Syan.g_02727	Prbl.g_00797
OG0000546	Syan.g_02725	Prbl.g_00794
OG0000547	Syan.g_02723	Prbl.g_00792
OG0000548	Syan.g_02722	Prbl.g_00791
OG0000549	Syan.g_01194	Prbl.g_00785
OG0000550	Syan.g_01189	Prbl.g_00780
OG0000551	Syan.g_01184	Prbl.g_00776
OG0000552	Syan.g_01183	Prbl.g_00775
OG0000553	Syan.g_01179	Prbl.g_00770
OG0000554	Syan.g_01165	Prbl.g_00765
OG0000555	Syan.g_00839	Prbl.g_00747
OG0000556	Syan.g_00842	Prbl.g_02645
OG0000557	Syan.g_00847	Prbl.g_01878
