Orthogroup	Syan	Syao
OG0000038	Syan.g_01571	Syao.g_02442
OG0000039	Syan.g_02771, Syan.g_00535	Syao.g_00704
OG0000040	Syan.g_01651	Syao.g_00711
OG0000041	Syan.g_00302	Syao.g_00509
OG0000042	Syan.g_00991, Syan.g_02643	Syao.g_00019
OG0000042	Syan.g_01888	Syao.g_01941
OG0000045	Syan.g_00151	Syao.g_00148
OG0000045	Syan.g_00086	Syao.g_01214
OG0000046	Syan.g_02157, Syan.g_02160	Syao.g_01845
OG0000048	Syan.g_02036	Syao.g_02077
OG0000052	Syan.g_01954, Syan.g_01953	Syao.g_01972
OG0000053	Syan.g_02812	Syao.g_00067
OG0000054	Syan.g_00231	Syao.g_00295
OG0000054	Syan.g_00506	Syao.g_00625
OG0000055	Syan.g_00312	Syao.g_00498
OG0000057	Syan.g_00186	Syao.g_00377
OG0000058	Syan.g_01964	Syao.g_01978
OG0000058	Syan.g_01128, Syan.g_01124	Syao.g_01080
OG0000059	Syan.g_02255	Syao.g_01801
OG0000060	Syan.g_00277	Syao.g_00312
OG0000061	Syan.g_02696	Syao.g_00123
OG0000062	Syan.g_01380	Syao.g_01576
OG0000063	Syan.g_01739	Syao.g_02230
OG0000064	Syan.g_02519	Syao.g_02607
OG0000064	Syan.g_00785	Syao.g_00495
OG0000064	Syan.g_02518	Syao.g_01462, Syao.g_02605
OG0000065	Syan.g_02974	Syao.g_02600
OG0000066	Syan.g_01156	Syao.g_01422
OG0000067	Syan.g_00690	Syao.g_00756
OG0000068	Syan.g_00845	Syao.g_00868
OG0000068	Syan.g_02773	Syao.g_00036
OG0000069	Syan.g_00459	Syao.g_01460
OG0000069	Syan.g_00278	Syao.g_00313
OG0000070	Syan.g_00289	Syao.g_00330
OG0000071	Syan.g_01213	Syao.g_01433
OG0000072	Syan.g_03038	Syao.g_02509
OG0000072	Syan.g_02999	Syao.g_01749
OG0000073	Syan.g_02741	Syao.g_00103
OG0000075	Syan.g_00981, Syan.g_01937	Syao.g_02257
OG0000076	Syan.g_01896	Syao.g_01949
OG0000077	Syan.g_02919	Syao.g_02629
OG0000078	Syan.g_01509, Syan.g_01510, Syan.g_02437	Syao.g_01709
OG0000079	Syan.g_02079, Syan.g_02067	Syao.g_00574, Syao.g_00010, Syao.g_00581, Syao.g_01145
OG0000079	Syan.g_02085	Syao.g_02105
OG0000080	Syan.g_01083, Syan.g_01962	Syao.g_02269
OG0000082	Syan.g_00952	Syao.g_01035
OG0000084	Syan.g_01283	Syao.g_01509
OG0000085	Syan.g_01387	Syao.g_01569
OG0000086	Syan.g_02946	Syao.g_02653
OG0000086	Syan.g_02515, Syan.g_00114	Syao.g_01240
OG0000087	Syan.g_02268	Syao.g_02555
OG0000088	Syan.g_03031	Syao.g_02503
OG0000089	Syan.g_02316	Syao.g_01716
OG0000090	Syan.g_01166	Syao.g_01412
OG0000091	Syan.g_00235, Syan.g_00808	Syao.g_00902
OG0000092	Syan.g_02502	Syao.g_00656
OG0000093	Syan.g_00708	Syao.g_00739
OG0000094	Syan.g_00353	Syao.g_00458
OG0000095	Syan.g_00290	Syao.g_00331
OG0000097	Syan.g_00160, Syan.g_00733	Syao.g_00973
OG0000098	Syan.g_00043	Syao.g_01374
OG0000099	Syan.g_01968	Syao.g_02019
OG0000100	Syan.g_00658	Syao.g_00787
OG0000101	Syan.g_02199	Syao.g_01840
OG0000102	Syan.g_01891	Syao.g_01945
OG0000103	Syan.g_01692	Syao.g_02340
OG0000104	Syan.g_01792	Syao.g_02157
OG0000105	Syan.g_02031	Syao.g_02071, Syao.g_02072
OG0000106	Syan.g_00076	Syao.g_01385
OG0000107	Syan.g_02106	Syao.g_01935
OG0000108	Syan.g_02764	Syao.g_00028
OG0000109	Syan.g_02748	Syao.g_00110
OG0000110	Syan.g_00882	Syao.g_01051
OG0000111	Syan.g_00187	Syao.g_00378
OG0000112	Syan.g_00556	Syao.g_00683
OG0000112	Syan.g_00252	Syao.g_00303
OG0000113	Syan.g_00664	Syao.g_00782
OG0000114	Syan.g_00741	Syao.g_00965
OG0000115	Syan.g_02810	Syao.g_00065
OG0000116	Syan.g_02710, Syan.g_00460	Syao.g_00137
OG0000117	Syan.g_02644	Syao.g_00169
OG0000118	Syan.g_01241, Syan.g_01237	Syao.g_01475
OG0000120	Syan.g_01966	Syao.g_02009
OG0000121	Syan.g_01273	Syao.g_01489
OG0000123	Syan.g_02190	Syao.g_01832
OG0000124	Syan.g_01873	Syao.g_02179
OG0000125	Syan.g_01573	Syao.g_02444
OG0000126	Syan.g_01705	Syao.g_02198
OG0000127	Syan.g_01071	Syao.g_01312
OG0000127	Syan.g_00162	Syao.g_01143
OG0000128	Syan.g_01768	Syao.g_02149
OG0000129	Syan.g_01563	Syao.g_02434
OG0000130	Syan.g_02906, Syan.g_02907	Syao.g_02617
OG0000131	Syan.g_03008	Syao.g_02480
OG0000132	Syan.g_03029	Syao.g_02501
OG0000133	Syan.g_00561	Syao.g_00678
OG0000134	Syan.g_02319	Syao.g_01719
OG0000135	Syan.g_01616	Syao.g_00147
OG0000136	Syan.g_01342	Syao.g_01614, Syao.g_01613
OG0000137	Syan.g_02846	Syao.g_02682
OG0000138	Syan.g_02747	Syao.g_00108
OG0000139	Syan.g_01160	Syao.g_01418
OG0000140	Syan.g_00042	Syao.g_01373, Syao.g_01372
OG0000141	Syan.g_01032	Syao.g_01202
OG0000142	Syan.g_00816	Syao.g_00894
OG0000143	Syan.g_00812	Syao.g_00898
OG0000145	Syan.g_02740	Syao.g_00102
OG0000146	Syan.g_00555	Syao.g_00684
OG0000146	Syan.g_00253	Syao.g_00304
OG0000147	Syan.g_00254	Syao.g_00305
OG0000147	Syan.g_00554	Syao.g_00685
OG0000148	Syan.g_00670	Syao.g_00776
OG0000149	Syan.g_00393	Syao.g_00534
OG0000150	Syan.g_01031	Syao.g_01203
OG0000151	Syan.g_00731	Syao.g_00975
OG0000152	Syan.g_00565	Syao.g_00674
OG0000153	Syan.g_00601	Syao.g_00818, Syao.g_01176
OG0000154	Syan.g_00363	Syao.g_00447
OG0000155	Syan.g_02654	Syao.g_00178
OG0000156	Syan.g_02717	Syao.g_00151
OG0000157	Syan.g_02718	Syao.g_00152
OG0000158	Syan.g_01078, Syan.g_01926	Syao.g_02267
OG0000159	Syan.g_01120	Syao.g_02276
OG0000159	Syan.g_01126	Syao.g_02006
OG0000160	Syan.g_01274	Syao.g_01488
OG0000161	Syan.g_01268	Syao.g_01494
OG0000162	Syan.g_01330	Syao.g_01515
OG0000163	Syan.g_02405	Syao.g_01745
OG0000164	Syan.g_01440	Syao.g_01663
OG0000165	Syan.g_01448	Syao.g_01655
OG0000166	Syan.g_02239	Syao.g_01790
OG0000167	Syan.g_01941	Syao.g_01960
OG0000168	Syan.g_01924, Syan.g_01121, Syan.g_01925	Syao.g_02128
OG0000169	Syan.g_01912	Syao.g_02139
OG0000170	Syan.g_01901	Syao.g_02148
OG0000171	Syan.g_01875	Syao.g_02181
OG0000172	Syan.g_01810	Syao.g_02170
OG0000173	Syan.g_01720	Syao.g_02212
OG0000174	Syan.g_01619	Syao.g_02364, Syao.g_02355
OG0000175	Syan.g_01678	Syao.g_02327
OG0000175	Syan.g_00258	Syao.g_00308
OG0000176	Syan.g_01801	Syao.g_02165
OG0000177	Syan.g_01775	Syao.g_02156
OG0000178	Syan.g_01774	Syao.g_02155
OG0000179	Syan.g_01759	Syao.g_02250
OG0000180	Syan.g_01758	Syao.g_02249
OG0000181	Syan.g_01757	Syao.g_02248
OG0000182	Syan.g_01756	Syao.g_02247
OG0000183	Syan.g_01752	Syao.g_02243
OG0000184	Syan.g_01549	Syao.g_02423
OG0000185	Syan.g_01540	Syao.g_02410
OG0000186	Syan.g_02902	Syao.g_02613
OG0000187	Syan.g_02904	Syao.g_02615
OG0000188	Syan.g_02926	Syao.g_02637
OG0000189	Syan.g_02966	Syao.g_02672
OG0000190	Syan.g_00971	Syao.g_01015
OG0000191	Syan.g_02300	Syao.g_02573
OG0000192	Syan.g_02294	Syao.g_02579
OG0000193	Syan.g_03009	Syao.g_02481
OG0000194	Syan.g_03012	Syao.g_02484
OG0000195	Syan.g_03014	Syao.g_02486
OG0000196	Syan.g_03026	Syao.g_02498
OG0000197	Syan.g_03027	Syao.g_02499
OG0000198	Syan.g_03028	Syao.g_02500
OG0000199	Syan.g_03037	Syao.g_02508
OG0000200	Syan.g_03055	Syao.g_02524
OG0000201	Syan.g_03074	Syao.g_02540
OG0000202	Syan.g_03075	Syao.g_02454
OG0000203	Syan.g_03076	Syao.g_02455
OG0000204	Syan.g_03077	Syao.g_02456
OG0000205	Syan.g_03087	Syao.g_02464
OG0000206	Syan.g_03095	Syao.g_02469
OG0000207	Syan.g_03100	Syao.g_02471
OG0000208	Syan.g_03101	Syao.g_02472
OG0000209	Syan.g_01521	Syao.g_02394
OG0000210	Syan.g_01522	Syao.g_02395
OG0000211	Syan.g_02416	Syao.g_01700
OG0000212	Syan.g_01508, Syan.g_02438	Syao.g_01710
OG0000213	Syan.g_02059	Syao.g_02098
OG0000214	Syan.g_02040	Syao.g_02081
OG0000215	Syan.g_02010	Syao.g_02050
OG0000216	Syan.g_02006	Syao.g_02045
OG0000217	Syan.g_02001	Syao.g_02041
OG0000218	Syan.g_01999	Syao.g_02039
OG0000219	Syan.g_01998	Syao.g_02038
OG0000220	Syan.g_01997	Syao.g_02037
OG0000221	Syan.g_01994	Syao.g_02034
OG0000222	Syan.g_01981	Syao.g_02023
OG0000223	Syan.g_00228	Syao.g_00291
OG0000224	Syan.g_01959	Syao.g_01973
OG0000225	Syan.g_02997	Syao.g_01751
OG0000226	Syan.g_02990	Syao.g_01758
OG0000227	Syan.g_02988	Syao.g_01760
OG0000228	Syan.g_02315	Syao.g_01715
OG0000229	Syan.g_02396	Syao.g_01736
OG0000230	Syan.g_02398	Syao.g_01738
OG0000231	Syan.g_01333	Syao.g_01513
OG0000232	Syan.g_02801	Syao.g_00057
OG0000233	Syan.g_02876	Syao.g_02698
OG0000234	Syan.g_02844	Syao.g_02680
OG0000235	Syan.g_02765	Syao.g_00029
OG0000236	Syan.g_02749	Syao.g_00111
OG0000237	Syan.g_02731	Syao.g_00166
OG0000238	Syan.g_02726	Syao.g_00161
OG0000239	Syan.g_01187	Syao.g_01398
OG0000240	Syan.g_01186	Syao.g_01399
OG0000241	Syan.g_00822	Syao.g_00887
OG0000242	Syan.g_01168	Syao.g_01410
OG0000243	Syan.g_00840	Syao.g_00873
OG0000244	Syan.g_00848	Syao.g_00865
OG0000245	Syan.g_00850	Syao.g_00863
OG0000246	Syan.g_00854	Syao.g_00859
OG0000247	Syan.g_00866	Syao.g_00847
OG0000248	Syan.g_00869	Syao.g_00844
OG0000249	Syan.g_00871	Syao.g_00842
OG0000250	Syan.g_00878	Syao.g_00835
OG0000251	Syan.g_00961	Syao.g_01026
OG0000252	Syan.g_00966	Syao.g_01020
OG0000253	Syan.g_01000	Syao.g_01003
OG0000254	Syan.g_01026	Syao.g_01053
OG0000255	Syan.g_00978	Syao.g_01009
OG0000256	Syan.g_00001, Syan.g_01135	Syao.g_01328
OG0000257	Syan.g_00827	Syao.g_00884
OG0000258	Syan.g_00803	Syao.g_00907
OG0000259	Syan.g_00772	Syao.g_00933, Syao.g_00932
OG0000260	Syan.g_00769	Syao.g_00936
OG0000261	Syan.g_00765	Syao.g_00941
OG0000262	Syan.g_00760	Syao.g_00946
OG0000263	Syan.g_02618	Syao.g_00247
OG0000264	Syan.g_00540	Syao.g_00699
OG0000266	Syan.g_00330	Syao.g_00480
OG0000267	Syan.g_00470	Syao.g_00589
OG0000268	Syan.g_00471	Syao.g_00588
OG0000269	Syan.g_00695	Syao.g_00751
OG0000270	Syan.g_00692	Syao.g_00754
OG0000271	Syan.g_00684	Syao.g_00762
OG0000272	Syan.g_00683	Syao.g_00763
OG0000273	Syan.g_00654	Syao.g_00791
OG0000274	Syan.g_00653	Syao.g_00792
OG0000275	Syan.g_00373	Syao.g_00438
OG0000276	Syan.g_00380	Syao.g_00558
OG0000277	Syan.g_00381	Syao.g_00557
OG0000278	Syan.g_00384	Syao.g_00554
OG0000279	Syan.g_00398	Syao.g_00529
OG0000280	Syan.g_00518	Syao.g_00608
OG0000282	Syan.g_00739	Syao.g_00967
OG0000283	Syan.g_00491	Syao.g_00640
OG0000284	Syan.g_00497	Syao.g_00634
OG0000285	Syan.g_00533	Syao.g_00706
OG0000286	Syan.g_00564	Syao.g_00675
OG0000287	Syan.g_00593	Syao.g_00825
OG0000288	Syan.g_00364	Syao.g_00446
OG0000289	Syan.g_00350	Syao.g_00461
OG0000290	Syan.g_00293	Syao.g_00428
OG0000291	Syan.g_00291	Syao.g_00333
OG0000292	Syan.g_01703	Syao.g_02196
OG0000293	Syan.g_02709	Syao.g_00136
OG0000294	Syan.g_02708	Syao.g_00135
OG0000295	Syan.g_02662	Syao.g_00186
OG0000296	Syan.g_02660	Syao.g_00184
OG0000297	Syan.g_02646	Syao.g_00171
OG0000298	Syan.g_02645	Syao.g_00170
OG0000299	Syan.g_02601	Syao.g_00231
OG0000300	Syan.g_02593, Syan.g_02594	Syao.g_00274
OG0000301	Syan.g_02592	Syao.g_00272, Syao.g_00273
OG0000302	Syan.g_02591	Syao.g_00271
OG0000303	Syan.g_02582	Syao.g_00262
OG0000304	Syan.g_02556	Syao.g_00256
OG0000305	Syan.g_00195	Syao.g_00388
OG0000306	Syan.g_00087	Syao.g_01216
OG0000307	Syan.g_02782	Syao.g_00045
OG0000308	Syan.g_02784	Syao.g_00047
OG0000309	Syan.g_02883	Syao.g_02705
OG0000310	Syan.g_01304	Syao.g_01530
OG0000311	Syan.g_01299	Syao.g_01533
OG0000312	Syan.g_01290	Syao.g_01538
OG0000313	Syan.g_01271	Syao.g_01491
OG0000314	Syan.g_02823	Syao.g_00078
OG0000315	Syan.g_02833	Syao.g_00088
OG0000316	Syan.g_01354	Syao.g_01602
OG0000317	Syan.g_01396	Syao.g_01560
OG0000318	Syan.g_01401	Syao.g_01553
OG0000319	Syan.g_01425	Syao.g_01678
OG0000320	Syan.g_01427	Syao.g_01676
OG0000321	Syan.g_01428	Syao.g_01675
OG0000322	Syan.g_01429	Syao.g_01674
OG0000323	Syan.g_01442	Syao.g_01661
OG0000324	Syan.g_01472	Syao.g_01630
OG0000325	Syan.g_02107	Syao.g_01936
OG0000326	Syan.g_02114	Syao.g_01918
OG0000327	Syan.g_02244	Syao.g_01795
OG0000328	Syan.g_02243	Syao.g_01794
OG0000329	Syan.g_02225	Syao.g_01776
OG0000330	Syan.g_02224	Syao.g_01775
OG0000331	Syan.g_02223	Syao.g_01774
OG0000332	Syan.g_02208	Syao.g_01813
OG0000333	Syan.g_02205	Syao.g_01810
OG0000334	Syan.g_02194	Syao.g_01836
OG0000335	Syan.g_02189	Syao.g_01831
OG0000336	Syan.g_02185	Syao.g_01827
OG0000337	Syan.g_01949	Syao.g_01968
OG0000338	Syan.g_01943	Syao.g_01962
OG0000339	Syan.g_01935	Syao.g_02259
OG0000340	Syan.g_01923	Syao.g_02129
OG0000341	Syan.g_01921	Syao.g_02131
OG0000342	Syan.g_01920	Syao.g_02132
OG0000343	Syan.g_01918	Syao.g_02133
OG0000344	Syan.g_01914	Syao.g_02137
OG0000345	Syan.g_01900	Syao.g_01953
OG0000346	Syan.g_01895	Syao.g_01948
OG0000347	Syan.g_01867	Syao.g_02178
OG0000348	Syan.g_01803	Syao.g_02166
OG0000349	Syan.g_01727	Syao.g_02219
OG0000350	Syan.g_02121	Syao.g_01925
OG0000351	Syan.g_01682	Syao.g_02331
OG0000352	Syan.g_01683	Syao.g_02332
OG0000353	Syan.g_01795	Syao.g_02160
OG0000354	Syan.g_02720	Syao.g_00154, Syao.g_00155
OG0000354	Syan.g_01761	Syao.g_02252
OG0000355	Syan.g_01797	Syao.g_02162
OG0000356	Syan.g_01798	Syao.g_02163
OG0000357	Syan.g_01800	Syao.g_02164
OG0000358	Syan.g_01773	Syao.g_02154
OG0000359	Syan.g_01771	Syao.g_02152
OG0000360	Syan.g_01770	Syao.g_02151
OG0000361	Syan.g_01769	Syao.g_02150
OG0000362	Syan.g_01767	Syao.g_01954
OG0000363	Syan.g_01765	Syao.g_02255
OG0000364	Syan.g_01398	Syao.g_01558
OG0000365	Syan.g_01755	Syao.g_02246
OG0000366	Syan.g_01754	Syao.g_02245
OG0000367	Syan.g_01753	Syao.g_02244
OG0000368	Syan.g_01751	Syao.g_02242
OG0000369	Syan.g_01750	Syao.g_02241
OG0000370	Syan.g_01749	Syao.g_02240
OG0000371	Syan.g_01740	Syao.g_02231
OG0000372	Syan.g_01734	Syao.g_02226
OG0000373	Syan.g_01733	Syao.g_02225
OG0000374	Syan.g_01732	Syao.g_02224
OG0000375	Syan.g_01731	Syao.g_02223
OG0000376	Syan.g_01729	Syao.g_02221
OG0000377	Syan.g_01555	Syao.g_02429
OG0000378	Syan.g_01543	Syao.g_02414
OG0000379	Syan.g_01539	Syao.g_02409
OG0000380	Syan.g_02905	Syao.g_02616
OG0000381	Syan.g_02908	Syao.g_02618
OG0000382	Syan.g_02925	Syao.g_02636
OG0000383	Syan.g_02936	Syao.g_02643
OG0000384	Syan.g_02937	Syao.g_02644
OG0000385	Syan.g_02938	Syao.g_02645
OG0000386	Syan.g_02939	Syao.g_02646
OG0000387	Syan.g_00967	Syao.g_01019
OG0000388	Syan.g_02970	Syao.g_02596
OG0000389	Syan.g_02973	Syao.g_02599
OG0000390	Syan.g_02306	Syao.g_02567
OG0000391	Syan.g_02301	Syao.g_02572
OG0000392	Syan.g_02295	Syao.g_02578
OG0000393	Syan.g_02292	Syao.g_02581
OG0000394	Syan.g_02291	Syao.g_02582
OG0000395	Syan.g_02290	Syao.g_02583
OG0000396	Syan.g_02287	Syao.g_02586
OG0000397	Syan.g_02285	Syao.g_02542
OG0000398	Syan.g_02279	Syao.g_02547
OG0000399	Syan.g_02278	Syao.g_02548
OG0000400	Syan.g_02277	Syao.g_02549
OG0000401	Syan.g_02274	Syao.g_02550
OG0000402	Syan.g_02272	Syao.g_02552
OG0000403	Syan.g_02271	Syao.g_02553
OG0000404	Syan.g_02269	Syao.g_02554
OG0000405	Syan.g_03005	Syao.g_02478
OG0000406	Syan.g_03010	Syao.g_02482
OG0000407	Syan.g_03011	Syao.g_02483
OG0000408	Syan.g_03013	Syao.g_02485
OG0000409	Syan.g_03015	Syao.g_02487
OG0000410	Syan.g_03016	Syao.g_02488
OG0000411	Syan.g_03017	Syao.g_02489
OG0000412	Syan.g_03018	Syao.g_02490
OG0000413	Syan.g_03020	Syao.g_02492
OG0000414	Syan.g_03021	Syao.g_02493
OG0000415	Syan.g_03022	Syao.g_02494
OG0000416	Syan.g_03023	Syao.g_02495
OG0000417	Syan.g_03025	Syao.g_02497
OG0000418	Syan.g_03030	Syao.g_02502
OG0000419	Syan.g_03033	Syao.g_02504
OG0000420	Syan.g_03035	Syao.g_02506
OG0000421	Syan.g_03040	Syao.g_02510
OG0000422	Syan.g_03041	Syao.g_02511
OG0000423	Syan.g_03042	Syao.g_02512
OG0000424	Syan.g_03043	Syao.g_02513
OG0000425	Syan.g_03044	Syao.g_02514
OG0000426	Syan.g_03045	Syao.g_02515
OG0000427	Syan.g_03046	Syao.g_02516
OG0000428	Syan.g_03049	Syao.g_02519
OG0000429	Syan.g_03051	Syao.g_02522
OG0000430	Syan.g_03053	Syao.g_02523
OG0000431	Syan.g_03058	Syao.g_02526
OG0000432	Syan.g_03065	Syao.g_02532
OG0000433	Syan.g_03068	Syao.g_02534
OG0000434	Syan.g_03069	Syao.g_02535
OG0000435	Syan.g_03071	Syao.g_02538
OG0000436	Syan.g_03079	Syao.g_02458
OG0000437	Syan.g_03080	Syao.g_02459
OG0000438	Syan.g_03083	Syao.g_02460
OG0000439	Syan.g_03085	Syao.g_02462
OG0000440	Syan.g_03086	Syao.g_02463
OG0000441	Syan.g_03089	Syao.g_02466
OG0000442	Syan.g_03090	Syao.g_02467
OG0000443	Syan.g_03094	Syao.g_02468
OG0000444	Syan.g_03102	Syao.g_02473
OG0000445	Syan.g_03103	Syao.g_02474
OG0000446	Syan.g_03105	Syao.g_02476
OG0000447	Syan.g_03111	Syao.g_02383
OG0000448	Syan.g_03112	Syao.g_02384
OG0000449	Syan.g_03113	Syao.g_02385
OG0000450	Syan.g_01518	Syao.g_02391
OG0000451	Syan.g_01519	Syao.g_02392
OG0000452	Syan.g_01523	Syao.g_02396
OG0000453	Syan.g_01524	Syao.g_02397
OG0000454	Syan.g_01525	Syao.g_02398
OG0000455	Syan.g_01526	Syao.g_02399
OG0000456	Syan.g_01527	Syao.g_02400
OG0000457	Syan.g_01529	Syao.g_02402
OG0000458	Syan.g_01530	Syao.g_02403
OG0000459	Syan.g_01531	Syao.g_02404
OG0000460	Syan.g_02423	Syao.g_01702
OG0000461	Syan.g_02099	Syao.g_02119
OG0000462	Syan.g_02096	Syao.g_02116
OG0000463	Syan.g_02095	Syao.g_02115
OG0000464	Syan.g_02094	Syao.g_02114
OG0000465	Syan.g_02092	Syao.g_02112
OG0000466	Syan.g_02087	Syao.g_02107
OG0000467	Syan.g_02086	Syao.g_02106
OG0000468	Syan.g_02063	Syao.g_02102
OG0000469	Syan.g_02046	Syao.g_02087
OG0000470	Syan.g_02044	Syao.g_02085
OG0000471	Syan.g_02043	Syao.g_02084
OG0000472	Syan.g_02041	Syao.g_02082
OG0000473	Syan.g_02039	Syao.g_02080
OG0000474	Syan.g_02038	Syao.g_02079
OG0000475	Syan.g_02037	Syao.g_02078
OG0000476	Syan.g_02035	Syao.g_02076
OG0000477	Syan.g_02029	Syao.g_02069
OG0000478	Syan.g_02028	Syao.g_02068
OG0000479	Syan.g_02027	Syao.g_02067
OG0000480	Syan.g_02020	Syao.g_02060
OG0000481	Syan.g_00975	Syao.g_01012
OG0000482	Syan.g_02018	Syao.g_02058
OG0000483	Syan.g_02014	Syao.g_02054
OG0000484	Syan.g_02013	Syao.g_02053
OG0000485	Syan.g_02012	Syao.g_02052
OG0000486	Syan.g_02011	Syao.g_02051
OG0000487	Syan.g_02005	Syao.g_02044
OG0000488	Syan.g_02000	Syao.g_02040
OG0000489	Syan.g_01993	Syao.g_02033
OG0000490	Syan.g_01985	Syao.g_02025
OG0000491	Syan.g_01983	Syao.g_02024
OG0000492	Syan.g_01980	Syao.g_02022
OG0000493	Syan.g_01979	Syao.g_02021
OG0000494	Syan.g_01978	Syao.g_02020
OG0000495	Syan.g_01977	Syao.g_02018
OG0000496	Syan.g_01976	Syao.g_02017
OG0000497	Syan.g_01975	Syao.g_02016
OG0000498	Syan.g_01974	Syao.g_02015
OG0000499	Syan.g_01973	Syao.g_02014
OG0000500	Syan.g_01972	Syao.g_02013
OG0000501	Syan.g_01969	Syao.g_02010
OG0000502	Syan.g_01961	Syao.g_01974
OG0000503	Syan.g_02144	Syao.g_01877
OG0000504	Syan.g_02142	Syao.g_01875
OG0000505	Syan.g_02141	Syao.g_01874
OG0000506	Syan.g_02139	Syao.g_01872
OG0000507	Syan.g_02133	Syao.g_01866
OG0000508	Syan.g_02998	Syao.g_01750
OG0000509	Syan.g_02993	Syao.g_01755
OG0000510	Syan.g_02992	Syao.g_01756
OG0000511	Syan.g_02991	Syao.g_01757
OG0000512	Syan.g_02989	Syao.g_01759
OG0000513	Syan.g_02320	Syao.g_01720
OG0000514	Syan.g_02326	Syao.g_01727
OG0000515	Syan.g_02327	Syao.g_01728
OG0000516	Syan.g_02389	Syao.g_01730
OG0000517	Syan.g_02395	Syao.g_01735
OG0000518	Syan.g_01336	Syao.g_01621
OG0000519	Syan.g_01335	Syao.g_01622
OG0000520	Syan.g_01334	Syao.g_01512
OG0000521	Syan.g_02805	Syao.g_00061
OG0000522	Syan.g_02803	Syao.g_00059
OG0000523	Syan.g_02802	Syao.g_00058
OG0000524	Syan.g_02878	Syao.g_02699
OG0000525	Syan.g_02853	Syao.g_02691
OG0000526	Syan.g_02852	Syao.g_02688
OG0000527	Syan.g_02848	Syao.g_02684
OG0000528	Syan.g_02767	Syao.g_00031
OG0000529	Syan.g_02763	Syao.g_00027
OG0000530	Syan.g_02760	Syao.g_00122
OG0000531	Syan.g_02759	Syao.g_00121
OG0000532	Syan.g_02756	Syao.g_00118
OG0000533	Syan.g_02754	Syao.g_00116
OG0000534	Syan.g_02753	Syao.g_00115
OG0000535	Syan.g_02752	Syao.g_00114
OG0000536	Syan.g_02751	Syao.g_00113
OG0000537	Syan.g_02750	Syao.g_00112
OG0000538	Syan.g_02738	Syao.g_00100
OG0000539	Syan.g_02737	Syao.g_00099
OG0000540	Syan.g_02736	Syao.g_00098
OG0000541	Syan.g_02735	Syao.g_00097
OG0000542	Syan.g_02732	Syao.g_00167
OG0000543	Syan.g_02730	Syao.g_00165
OG0000544	Syan.g_02729	Syao.g_00164
OG0000545	Syan.g_02727	Syao.g_00162
OG0000546	Syan.g_02725	Syao.g_00160
OG0000547	Syan.g_02723	Syao.g_00158
OG0000548	Syan.g_02722	Syao.g_00157
OG0000549	Syan.g_01194	Syao.g_01391
OG0000550	Syan.g_01189	Syao.g_01396
OG0000551	Syan.g_01184	Syao.g_01401
OG0000552	Syan.g_01183	Syao.g_01402
OG0000553	Syan.g_01179	Syao.g_01404
OG0000554	Syan.g_01165	Syao.g_01413
