Orthogroup	Syan	Syaq
OG0000368	Syan.g_01751	Syaq.g_01121
OG0000369	Syan.g_01750	Syaq.g_01120
OG0000370	Syan.g_01749	Syaq.g_01119
OG0000371	Syan.g_01740	Syaq.g_01111
OG0000372	Syan.g_01734	Syaq.g_01106
OG0000373	Syan.g_01733	Syaq.g_01105
OG0000374	Syan.g_01732	Syaq.g_01104
OG0000375	Syan.g_01731	Syaq.g_01103
OG0000376	Syan.g_01729	Syaq.g_01101
OG0000377	Syan.g_01555	Syaq.g_01270
OG0000378	Syan.g_01543	Syaq.g_01286
OG0000379	Syan.g_01539	Syaq.g_01291
OG0000380	Syan.g_02905	Syaq.g_01560
OG0000381	Syan.g_02908	Syaq.g_01558
OG0000382	Syan.g_02925	Syaq.g_01540
OG0000383	Syan.g_02936	Syaq.g_01535
OG0000384	Syan.g_02937	Syaq.g_01534
OG0000385	Syan.g_02938	Syaq.g_01533
OG0000386	Syan.g_02939	Syaq.g_01532
OG0000387	Syan.g_00967	Syaq.g_01495
OG0000388	Syan.g_02970	Syaq.g_01491
OG0000389	Syan.g_02973	Syaq.g_01488
OG0000390	Syan.g_02306	Syaq.g_01473
OG0000391	Syan.g_02301	Syaq.g_01468
OG0000392	Syan.g_02295	Syaq.g_01463
OG0000393	Syan.g_02292	Syaq.g_01460
OG0000394	Syan.g_02291	Syaq.g_01459
OG0000395	Syan.g_02290	Syaq.g_01458
OG0000396	Syan.g_02287	Syaq.g_01455
OG0000397	Syan.g_02285	Syaq.g_01453
OG0000398	Syan.g_02279	Syaq.g_01448
OG0000399	Syan.g_02278	Syaq.g_01447
OG0000400	Syan.g_02277	Syaq.g_01446
OG0000401	Syan.g_02274	Syaq.g_01445
OG0000402	Syan.g_02272	Syaq.g_01443
OG0000403	Syan.g_02271	Syaq.g_01442
OG0000404	Syan.g_02269	Syaq.g_01440
OG0000405	Syan.g_03005	Syaq.g_01429
OG0000406	Syan.g_03010	Syaq.g_01422
OG0000407	Syan.g_03011	Syaq.g_01421
OG0000408	Syan.g_03013	Syaq.g_01419
OG0000409	Syan.g_03015	Syaq.g_01417
OG0000410	Syan.g_03016	Syaq.g_01416
OG0000411	Syan.g_03017	Syaq.g_01415
OG0000412	Syan.g_03018	Syaq.g_01414
OG0000413	Syan.g_03020	Syaq.g_01412
OG0000414	Syan.g_03021	Syaq.g_01411
OG0000415	Syan.g_03022	Syaq.g_01410
OG0000416	Syan.g_03023	Syaq.g_01409
OG0000417	Syan.g_03025	Syaq.g_01408
OG0000418	Syan.g_03030	Syaq.g_01403
OG0000419	Syan.g_03033	Syaq.g_01401
OG0000420	Syan.g_03035	Syaq.g_01400
OG0000421	Syan.g_03040	Syaq.g_01395
OG0000422	Syan.g_03041	Syaq.g_01394
OG0000423	Syan.g_03042	Syaq.g_01393
OG0000424	Syan.g_03043	Syaq.g_01392
OG0000425	Syan.g_03044	Syaq.g_01391
OG0000426	Syan.g_03045	Syaq.g_01390
OG0000427	Syan.g_03046	Syaq.g_01389
OG0000428	Syan.g_03049	Syaq.g_01386
OG0000429	Syan.g_03051	Syaq.g_01384
OG0000430	Syan.g_03053	Syaq.g_01383
OG0000431	Syan.g_03058	Syaq.g_01380
OG0000432	Syan.g_03065	Syaq.g_01374
OG0000433	Syan.g_03068	Syaq.g_01369
OG0000434	Syan.g_03069	Syaq.g_01368
OG0000435	Syan.g_03071	Syaq.g_01367
OG0000436	Syan.g_03079	Syaq.g_01361
OG0000437	Syan.g_03080	Syaq.g_01360
OG0000438	Syan.g_03083	Syaq.g_01359
OG0000439	Syan.g_03085	Syaq.g_01357
OG0000440	Syan.g_03086	Syaq.g_01356
OG0000441	Syan.g_03089	Syaq.g_01352
OG0000442	Syan.g_03090	Syaq.g_01350
OG0000443	Syan.g_03094	Syaq.g_01347
OG0000444	Syan.g_03102	Syaq.g_01333
OG0000445	Syan.g_03103	Syaq.g_01332
OG0000446	Syan.g_03105	Syaq.g_01330
OG0000447	Syan.g_03111	Syaq.g_01328
OG0000448	Syan.g_03112	Syaq.g_01327
OG0000449	Syan.g_03113	Syaq.g_01320
OG0000450	Syan.g_01518	Syaq.g_01313
OG0000451	Syan.g_01519	Syaq.g_01312
OG0000452	Syan.g_01523	Syaq.g_01308
OG0000453	Syan.g_01524	Syaq.g_01307
OG0000454	Syan.g_01525	Syaq.g_01306
OG0000455	Syan.g_01526	Syaq.g_01305
OG0000456	Syan.g_01527	Syaq.g_01304
OG0000457	Syan.g_01529	Syaq.g_01302
OG0000458	Syan.g_01530	Syaq.g_01299
OG0000459	Syan.g_01531	Syaq.g_01298
OG0000460	Syan.g_02423	Syaq.g_01577
OG0000461	Syan.g_02099	Syaq.g_00707
OG0000462	Syan.g_02096	Syaq.g_00710
OG0000463	Syan.g_02095	Syaq.g_00711
OG0000464	Syan.g_02094	Syaq.g_00712
OG0000465	Syan.g_02092	Syaq.g_00714
OG0000466	Syan.g_02087	Syaq.g_00718
OG0000467	Syan.g_02086	Syaq.g_00720
OG0000468	Syan.g_02063	Syaq.g_00725
OG0000469	Syan.g_02046	Syaq.g_00739
OG0000470	Syan.g_02044	Syaq.g_00741
OG0000471	Syan.g_02043	Syaq.g_00742
OG0000472	Syan.g_02041	Syaq.g_00744
OG0000473	Syan.g_02039	Syaq.g_00746
OG0000474	Syan.g_02038	Syaq.g_00747
OG0000475	Syan.g_02037	Syaq.g_00748
OG0000476	Syan.g_02035	Syaq.g_00750
OG0000477	Syan.g_02029	Syaq.g_00756
OG0000478	Syan.g_02028	Syaq.g_00757
OG0000479	Syan.g_02027	Syaq.g_00759
OG0000480	Syan.g_02020	Syaq.g_00766
OG0000481	Syan.g_00975	Syaq.g_00768
OG0000482	Syan.g_02018	Syaq.g_00769
OG0000483	Syan.g_02014	Syaq.g_00773
OG0000484	Syan.g_02013	Syaq.g_00774
OG0000485	Syan.g_02012	Syaq.g_00775
OG0000486	Syan.g_02011	Syaq.g_00776
OG0000487	Syan.g_02005	Syaq.g_00782
OG0000488	Syan.g_02000	Syaq.g_00845
OG0000489	Syan.g_01993	Syaq.g_00857
OG0000490	Syan.g_01985	Syaq.g_00864
OG0000491	Syan.g_01983	Syaq.g_00865
OG0000492	Syan.g_01980	Syaq.g_00869
OG0000493	Syan.g_01979	Syaq.g_00870
OG0000494	Syan.g_01978	Syaq.g_00871
OG0000495	Syan.g_01977	Syaq.g_00872
OG0000496	Syan.g_01976	Syaq.g_00873
OG0000497	Syan.g_01975	Syaq.g_00874
OG0000498	Syan.g_01974	Syaq.g_00875
OG0000499	Syan.g_01973	Syaq.g_00876
OG0000500	Syan.g_01972	Syaq.g_00877
OG0000501	Syan.g_01969	Syaq.g_00880
OG0000502	Syan.g_01961	Syaq.g_00953
OG0000503	Syan.g_02144	Syaq.g_00559
OG0000504	Syan.g_02142	Syaq.g_00557
OG0000505	Syan.g_02141	Syaq.g_00556
OG0000506	Syan.g_02139	Syaq.g_00554
OG0000507	Syan.g_02133	Syaq.g_00548
OG0000508	Syan.g_02998	Syaq.g_00544
OG0000509	Syan.g_02993	Syaq.g_00542
OG0000510	Syan.g_02992	Syaq.g_00538
OG0000511	Syan.g_02991	Syaq.g_00537
OG0000512	Syan.g_02989	Syaq.g_00535
OG0000513	Syan.g_02320	Syaq.g_00525
OG0000514	Syan.g_02326	Syaq.g_00514
OG0000515	Syan.g_02327	Syaq.g_00513
OG0000516	Syan.g_02389	Syaq.g_00509
OG0000517	Syan.g_02395	Syaq.g_00502
OG0000518	Syan.g_01336	Syaq.g_00490
OG0000519	Syan.g_01335	Syaq.g_00489
OG0000520	Syan.g_01334	Syaq.g_00488
OG0000521	Syan.g_02805	Syaq.g_00477
OG0000522	Syan.g_02803	Syaq.g_00475
OG0000523	Syan.g_02802	Syaq.g_00474
OG0000524	Syan.g_02878	Syaq.g_00469
OG0000525	Syan.g_02853	Syaq.g_00450
OG0000526	Syan.g_02852	Syaq.g_00448
OG0000527	Syan.g_02848	Syaq.g_00444
OG0000528	Syan.g_02767	Syaq.g_01768
OG0000529	Syan.g_02763	Syaq.g_01773
OG0000530	Syan.g_02760	Syaq.g_01776
OG0000531	Syan.g_02759	Syaq.g_01777
OG0000532	Syan.g_02756	Syaq.g_01780
OG0000533	Syan.g_02754	Syaq.g_01782
OG0000534	Syan.g_02753	Syaq.g_01783
OG0000535	Syan.g_02752	Syaq.g_01784
OG0000536	Syan.g_02751	Syaq.g_01785
OG0000537	Syan.g_02750	Syaq.g_01786
OG0000538	Syan.g_02738	Syaq.g_01798
OG0000539	Syan.g_02737	Syaq.g_01799
OG0000540	Syan.g_02736	Syaq.g_01800
OG0000541	Syan.g_02735	Syaq.g_01801
OG0000542	Syan.g_02732	Syaq.g_01804
OG0000543	Syan.g_02730	Syaq.g_01806
OG0000544	Syan.g_02729	Syaq.g_01807
OG0000545	Syan.g_02727	Syaq.g_01809
OG0000546	Syan.g_02725	Syaq.g_01811
OG0000547	Syan.g_02723	Syaq.g_01813
OG0000548	Syan.g_02722	Syaq.g_01814
