Orthogroup	Prah	Syag
OG0000116	Prah.g_01337	Syag.g_01156
OG0000117	Prah.g_01257	Syag.g_01097
OG0000118	Prah.g_01378	Syag.g_01232
OG0000120	Prah.g_02192	Syag.g_02535
OG0000121	Prah.g_00406	Syag.g_01414
OG0000122	Prah.g_01203	Syag.g_00446
OG0000123	Prah.g_01987	Syag.g_02781
OG0000124	Prah.g_00125	Syag.g_02367
OG0000125	Prah.g_02498	Syag.g_02136, Syag.g_02134
OG0000126	Prah.g_02598	Syag.g_02266
OG0000128	Prah.g_00013	Syag.g_02284
OG0000129	Prah.g_02486	Syag.g_02121
OG0000130	Prah.g_01838	Syag.g_01819
OG0000131	Prah.g_02282	Syag.g_01951
OG0000132	Prah.g_02302	Syag.g_01972
OG0000133	Prah.g_02187	Syag.g_00806
OG0000134	Prah.g_00208	Syag.g_00008
OG0000135	Prah.g_02538	Syag.g_02171
OG0000136	Prah.g_00235	Syag.g_00038
OG0000137	Prah.g_00312	Syag.g_01356
OG0000138	Prah.g_01549	Syag.g_01511
OG0000139	Prah.g_01495	Syag.g_01448
OG0000140	Prah.g_01489	Syag.g_01446
OG0000141	Prah.g_01393	Syag.g_00351
OG0000142	Prah.g_00501	Syag.g_00410
OG0000143	Prah.g_00497	Syag.g_00414
OG0000144	Prah.g_00473	Syag.g_00493
OG0000145	Prah.g_01543	Syag.g_01504
OG0000146	Prah.g_00787	Syag.g_00800
OG0000147	Prah.g_00786	Syag.g_00799
OG0000148	Prah.g_00649	Syag.g_00693
OG0000149	Prah.g_00591	Syag.g_00731
OG0000150	Prah.g_00568	Syag.g_00352
OG0000151	Prah.g_00718	Syag.g_00623
OG0000152	Prah.g_00796	Syag.g_00810
OG0000153	Prah.g_00826	Syag.g_00845
OG0000154	Prah.g_00852	Syag.g_00870
OG0000155	Prah.g_01291	Syag.g_01107
OG0000156	Prah.g_01349	Syag.g_01166
OG0000157	Prah.g_01350	Syag.g_01167
OG0000158	Prah.g_02242	Syag.g_02422
OG0000160	Prah.g_00407	Syag.g_01415
OG0000161	Prah.g_00399	Syag.g_01409
OG0000162	Prah.g_00391	Syag.g_01402
OG0000163	Prah.g_01619	Syag.g_00706, Syag.g_01618
OG0000164	Prah.g_01705	Syag.g_01725
OG0000165	Prah.g_01716	Syag.g_01733
OG0000166	Prah.g_02033	Syag.g_02733
OG0000167	Prah.g_02230	Syag.g_02437
OG0000168	Prah.g_02243	Syag.g_02417
OG0000169	Prah.g_00163	Syag.g_02405
OG0000170	Prah.g_00155	Syag.g_02398
OG0000171	Prah.g_00126	Syag.g_02368
OG0000172	Prah.g_00084	Syag.g_02360
OG0000173	Prah.g_00061	Syag.g_02337
OG0000174	Prah.g_02541	Syag.g_02175
OG0000175	Prah.g_02575	Syag.g_02240
OG0000176	Prah.g_00005	Syag.g_02276
OG0000177	Prah.g_00006	Syag.g_02277
OG0000178	Prah.g_00007	Syag.g_02278
OG0000179	Prah.g_00022	Syag.g_02293
OG0000180	Prah.g_00023	Syag.g_02294
OG0000181	Prah.g_00024	Syag.g_02295
OG0000182	Prah.g_00025	Syag.g_02296
OG0000183	Prah.g_00029	Syag.g_02300
OG0000184	Prah.g_02478	Syag.g_02110
OG0000185	Prah.g_02458	Syag.g_02092
OG0000186	Prah.g_01830	Syag.g_01815
OG0000187	Prah.g_01833	Syag.g_01816
OG0000188	Prah.g_01860	Syag.g_01839
OG0000189	Prah.g_01884	Syag.g_01872
OG0000190	Prah.g_01886	Syag.g_01874
OG0000191	Prah.g_00188	Syag.g_01909
OG0000192	Prah.g_00176, Prah.g_00180	Syag.g_01915
OG0000193	Prah.g_02283	Syag.g_01952
OG0000194	Prah.g_02286	Syag.g_01955
OG0000195	Prah.g_02288	Syag.g_01957
OG0000196	Prah.g_02299	Syag.g_01968
OG0000197	Prah.g_02300	Syag.g_01969
OG0000198	Prah.g_02301	Syag.g_00108, Syag.g_01971
OG0000199	Prah.g_02308	Syag.g_01979
OG0000200	Prah.g_02324	Syag.g_01996
OG0000201	Prah.g_02352	Syag.g_02019, Syag.g_02023
OG0000202	Prah.g_02353	Syag.g_02024
OG0000203	Prah.g_02354	Syag.g_02025
OG0000204	Prah.g_02355	Syag.g_02020, Syag.g_02026
OG0000205	Prah.g_02362	Syag.g_02035
OG0000206	Prah.g_02371	Syag.g_02047
OG0000207	Prah.g_02420	Syag.g_02051
OG0000208	Prah.g_02419	Syag.g_02052
OG0000209	Prah.g_02400	Syag.g_02069
OG0000210	Prah.g_02399	Syag.g_02070
OG0000211	Prah.g_01782	Syag.g_01788
OG0000212	Prah.g_01772	Syag.g_01777
OG0000213	Prah.g_02101	Syag.g_02632
OG0000214	Prah.g_02118	Syag.g_02615
OG0000215	Prah.g_02148	Syag.g_02584
OG0000217	Prah.g_02155	Syag.g_02576
OG0000218	Prah.g_02157	Syag.g_02574
OG0000219	Prah.g_02158	Syag.g_02573
OG0000220	Prah.g_02159	Syag.g_02572
OG0000221	Prah.g_02166	Syag.g_02566
OG0000222	Prah.g_02174	Syag.g_02550
OG0000223	Prah.g_02197	Syag.g_02475
OG0000224	Prah.g_02207	Syag.g_02471
OG0000225	Prah.g_01921	Syag.g_02861
OG0000226	Prah.g_01917	Syag.g_02865
OG0000227	Prah.g_01915	Syag.g_02867
OG0000228	Prah.g_00204	Syag.g_00004
OG0000229	Prah.g_00230	Syag.g_00033
OG0000230	Prah.g_00232	Syag.g_00035
OG0000231	Prah.g_00251	Syag.g_00048
OG0000232	Prah.g_00261	Syag.g_00059
OG0000233	Prah.g_00294	Syag.g_01330
OG0000234	Prah.g_00313, Prah.g_00314	Syag.g_01358
OG0000235	Prah.g_01567	Syag.g_01529
OG0000236	Prah.g_01551	Syag.g_01513
OG0000237	Prah.g_01534	Syag.g_01495
OG0000238	Prah.g_01529	Syag.g_01490
OG0000239	Prah.g_01513	Syag.g_01472
OG0000240	Prah.g_01512	Syag.g_01471
OG0000241	Prah.g_01094	Syag.g_00396
OG0000242	Prah.g_00108, Prah.g_01503	Syag.g_01456
OG0000243	Prah.g_01476	Syag.g_00255
OG0000244	Prah.g_01472	Syag.g_00268
OG0000245	Prah.g_01469	Syag.g_00270
OG0000246	Prah.g_01465	Syag.g_00274
OG0000247	Prah.g_01454	Syag.g_00286
OG0000248	Prah.g_01451	Syag.g_00289
OG0000249	Prah.g_01449	Syag.g_00291
OG0000250	Prah.g_01443	Syag.g_00299
OG0000251	Prah.g_01417	Syag.g_00328
OG0000252	Prah.g_01414	Syag.g_00331
OG0000253	Prah.g_01408	Syag.g_00333
OG0000254	Prah.g_01389	Syag.g_00356
OG0000255	Prah.g_00530	Syag.g_00369
OG0000256	Prah.g_00516	Syag.g_00385
OG0000257	Prah.g_00509	Syag.g_00395
OG0000258	Prah.g_00486	Syag.g_00423
OG0000259	Prah.g_00457	Syag.g_00560
OG0000260	Prah.g_00454	Syag.g_00570
OG0000261	Prah.g_00451	Syag.g_00581
OG0000262	Prah.g_00445	Syag.g_00586
OG0000263	Prah.g_02413	Syag.g_01079
OG0000264	Prah.g_00974	Syag.g_01011
OG0000265	Prah.g_00887	Syag.g_01021
OG0000266	Prah.g_00876	Syag.g_00907
OG0000267	Prah.g_00751	Syag.g_00762
OG0000268	Prah.g_00752	Syag.g_00763
OG0000269	Prah.g_00672	Syag.g_00662
OG0000270	Prah.g_00669	Syag.g_00665
OG0000271	Prah.g_00661	Syag.g_00673
OG0000274	Prah.g_00608	Syag.g_00714
OG0000275	Prah.g_00605	Syag.g_00717
OG0000276	Prah.g_00599	Syag.g_00723
OG0000277	Prah.g_00598	Syag.g_00724
OG0000278	Prah.g_00595	Syag.g_00727
OG0000279	Prah.g_00587	Syag.g_00735
OG0000280	Prah.g_00581	Syag.g_00741
OG0000281	Prah.g_00566	Syag.g_00572
OG0000282	Prah.g_00731	Syag.g_00611
OG0000283	Prah.g_00761	Syag.g_00775
OG0000284	Prah.g_00767	Syag.g_00780
OG0000285	Prah.g_01178	Syag.g_00791
OG0000286	Prah.g_00795	Syag.g_00809
OG0000287	Prah.g_01131	Syag.g_00838
OG0000288	Prah.g_00851	Syag.g_00869
OG0000289	Prah.g_00864	Syag.g_00884
OG0000290	Prah.g_00912	Syag.g_00970
OG0000291	Prah.g_00914	Syag.g_00972
OG0000292	Prah.g_02597	Syag.g_02265
OG0000293	Prah.g_01336	Syag.g_01155
OG0000294	Prah.g_01335	Syag.g_01154
OG0000295	Prah.g_01298	Syag.g_01115
OG0000296	Prah.g_01296	Syag.g_01113
OG0000297	Prah.g_01259	Syag.g_01099
OG0000298	Prah.g_01258	Syag.g_01098
OG0000299	Prah.g_01268	Syag.g_01067
OG0000300	Prah.g_01275	Syag.g_01062
OG0000301	Prah.g_01276	Syag.g_01061
OG0000302	Prah.g_01279	Syag.g_01060
OG0000303	Prah.g_01289	Syag.g_01048
OG0000304	Prah.g_01237, Prah.g_01238	Syag.g_01041
OG0000305	Prah.g_00918	Syag.g_00977
OG0000306	Prah.g_00560	Syag.g_00460
OG0000307	Prah.g_01584	Syag.g_01546
OG0000308	Prah.g_01586	Syag.g_01548
OG0000309	Prah.g_01590	Syag.g_01553
OG0000310	Prah.g_00428	Syag.g_01291
OG0000311	Prah.g_00424	Syag.g_01300
OG0000312	Prah.g_00420	Syag.g_01434
OG0000313	Prah.g_00402	Syag.g_00966, Syag.g_01412
OG0000314	Prah.g_00371	Syag.g_01380
OG0000315	Prah.g_00361	Syag.g_01369
OG0000316	Prah.g_01631	Syag.g_01641
OG0000317	Prah.g_01672	Syag.g_01684
OG0000318	Prah.g_01677	Syag.g_01688
OG0000319	Prah.g_01694	Syag.g_01710
OG0000320	Prah.g_01696	Syag.g_01712
OG0000321	Prah.g_01697	Syag.g_01713
OG0000322	Prah.g_01698	Syag.g_01714
OG0000323	Prah.g_01710	Syag.g_01728
OG0000324	Prah.g_01744	Syag.g_01757
OG0000325	Prah.g_02071	Syag.g_02690
OG0000326	Prah.g_02064	Syag.g_02698
OG0000327	Prah.g_02038	Syag.g_02728
OG0000328	Prah.g_02037	Syag.g_02729
OG0000329	Prah.g_02020	Syag.g_02747
OG0000330	Prah.g_02019	Syag.g_02748
OG0000331	Prah.g_02018	Syag.g_02749
OG0000332	Prah.g_02003	Syag.g_02764
OG0000333	Prah.g_02001	Syag.g_02767
OG0000334	Prah.g_01991	Syag.g_02777
OG0000335	Prah.g_01986	Syag.g_02782
OG0000336	Prah.g_01982	Syag.g_02786
OG0000337	Prah.g_02224	Syag.g_02445
OG0000338	Prah.g_02227	Syag.g_02440
OG0000340	Prah.g_02244	Syag.g_02416
OG0000341	Prah.g_02246	Syag.g_02414
OG0000342	Prah.g_02247	Syag.g_02413
OG0000343	Prah.g_00168	Syag.g_02411
OG0000344	Prah.g_00165	Syag.g_02407
OG0000345	Prah.g_00154	Syag.g_02397
OG0000346	Prah.g_00149	Syag.g_02392
OG0000347	Prah.g_00089	Syag.g_02366
OG0000348	Prah.g_00078	Syag.g_02357
OG0000349	Prah.g_00053	Syag.g_02330
OG0000350	Prah.g_02533	Syag.g_02705
OG0000351	Prah.g_02578	Syag.g_02244
OG0000352	Prah.g_02579	Syag.g_02245
OG0000353	Prah.g_02603	Syag.g_02271
OG0000354	Prah.g_01523	Syag.g_01484
OG0000354	Prah.g_00020	Syag.g_02291
OG0000355	Prah.g_00002	Syag.g_02273
OG0000356	Prah.g_00003	Syag.g_02274
OG0000357	Prah.g_00004	Syag.g_02275
OG0000358	Prah.g_00008	Syag.g_02279
OG0000359	Prah.g_00010	Syag.g_02281
OG0000360	Prah.g_00011	Syag.g_02282
OG0000361	Prah.g_00012	Syag.g_02283
OG0000362	Prah.g_00014	Syag.g_02285
OG0000363	Prah.g_00016	Syag.g_02287
OG0000364	Prah.g_00017	Syag.g_02288
OG0000365	Prah.g_00026	Syag.g_02297
OG0000366	Prah.g_00027	Syag.g_02298
OG0000367	Prah.g_00028	Syag.g_02299
OG0000368	Prah.g_00030	Syag.g_02301
OG0000369	Prah.g_00031	Syag.g_02302
OG0000370	Prah.g_00032	Syag.g_02303
OG0000371	Prah.g_00041	Syag.g_02312
OG0000372	Prah.g_00046	Syag.g_02317
OG0000373	Prah.g_00047	Syag.g_02318
OG0000374	Prah.g_00048	Syag.g_02319
OG0000375	Prah.g_00049	Syag.g_02326
OG0000376	Prah.g_00051	Syag.g_02328
OG0000377	Prah.g_02485	Syag.g_02119
OG0000378	Prah.g_02471	Syag.g_02099
OG0000379	Prah.g_02457	Syag.g_02091
OG0000380	Prah.g_01834	Syag.g_01817
OG0000381	Prah.g_01839	Syag.g_01820
OG0000382	Prah.g_01859	Syag.g_01838
OG0000383	Prah.g_01861	Syag.g_01843
OG0000384	Prah.g_01862	Syag.g_01844
OG0000385	Prah.g_01863	Syag.g_01845
OG0000386	Prah.g_01864	Syag.g_01846
OG0000387	Prah.g_01888	Syag.g_01876
OG0000388	Prah.g_01892	Syag.g_01880
OG0000389	Prah.g_01896	Syag.g_01884
OG0000390	Prah.g_00194	Syag.g_01903
OG0000391	Prah.g_00189	Syag.g_01908
OG0000392	Prah.g_00183	Syag.g_01914
OG0000393	Prah.g_00175	Syag.g_01917
OG0000394	Prah.g_00174	Syag.g_01918
OG0000395	Prah.g_00173	Syag.g_01919
OG0000396	Prah.g_02252	Syag.g_01922
OG0000397	Prah.g_02254	Syag.g_01924
OG0000398	Prah.g_02259	Syag.g_01929
OG0000399	Prah.g_02260	Syag.g_01930
OG0000400	Prah.g_02261	Syag.g_01931
OG0000401	Prah.g_02262	Syag.g_01932
OG0000402	Prah.g_02264	Syag.g_01934
OG0000403	Prah.g_02265	Syag.g_01935
OG0000405	Prah.g_02280	Syag.g_01949
OG0000406	Prah.g_02284	Syag.g_01953
OG0000407	Prah.g_02285	Syag.g_01954
OG0000408	Prah.g_02287	Syag.g_01956
OG0000409	Prah.g_02289	Syag.g_01958
OG0000410	Prah.g_02290	Syag.g_01959
OG0000411	Prah.g_02291	Syag.g_01960
OG0000412	Prah.g_02292	Syag.g_01961
OG0000413	Prah.g_02294	Syag.g_01963
OG0000414	Prah.g_02295	Syag.g_01964
OG0000415	Prah.g_02296	Syag.g_01965
OG0000416	Prah.g_02297	Syag.g_01966
OG0000417	Prah.g_02298	Syag.g_01967
OG0000418	Prah.g_02303	Syag.g_01973
OG0000419	Prah.g_02305	Syag.g_01975
OG0000420	Prah.g_02306	Syag.g_01977
OG0000421	Prah.g_02310	Syag.g_01982
OG0000422	Prah.g_02311	Syag.g_01983
OG0000423	Prah.g_02312	Syag.g_01984
OG0000424	Prah.g_02313	Syag.g_01985
OG0000425	Prah.g_02314	Syag.g_01986
OG0000426	Prah.g_02315	Syag.g_01987
OG0000427	Prah.g_02316	Syag.g_01988
OG0000428	Prah.g_00709	Syag.g_01991
OG0000429	Prah.g_02321	Syag.g_01993
OG0000430	Prah.g_02323	Syag.g_01995
OG0000431	Prah.g_02334	Syag.g_01998
OG0000432	Prah.g_02341	Syag.g_02007
OG0000433	Prah.g_02344	Syag.g_02009
OG0000434	Prah.g_02345	Syag.g_02010
OG0000435	Prah.g_02350	Syag.g_02017
OG0000436	Prah.g_02356	Syag.g_02028
OG0000437	Prah.g_02357	Syag.g_02029
OG0000438	Prah.g_02358	Syag.g_02031
OG0000439	Prah.g_02360	Syag.g_02033
OG0000440	Prah.g_02361	Syag.g_02034
OG0000441	Prah.g_02364	Syag.g_02041
OG0000442	Prah.g_02365	Syag.g_02044
OG0000443	Prah.g_02370	Syag.g_02046
OG0000444	Prah.g_02418	Syag.g_02053
OG0000445	Prah.g_02417	Syag.g_02054
OG0000446	Prah.g_02415	Syag.g_02056
OG0000447	Prah.g_02411	Syag.g_02059
OG0000448	Prah.g_02410	Syag.g_02060
OG0000449	Prah.g_02409	Syag.g_02061
OG0000450	Prah.g_02403	Syag.g_02066
OG0000451	Prah.g_02402	Syag.g_02067
OG0000452	Prah.g_02398	Syag.g_02071
OG0000453	Prah.g_02397	Syag.g_02072
OG0000454	Prah.g_02396	Syag.g_02073
OG0000455	Prah.g_02395	Syag.g_02074
OG0000456	Prah.g_02394	Syag.g_02075
OG0000457	Prah.g_02392	Syag.g_02077
OG0000458	Prah.g_02391	Syag.g_02080
OG0000459	Prah.g_02390	Syag.g_02081
OG0000460	Prah.g_01781	Syag.g_01786
OG0000461	Prah.g_02074	Syag.g_02675
OG0000462	Prah.g_02078	Syag.g_02672
OG0000463	Prah.g_02079	Syag.g_02671
OG0000464	Prah.g_02080	Syag.g_02670
OG0000465	Prah.g_02082	Syag.g_02668
OG0000466	Prah.g_02087	Syag.g_02662
OG0000467	Prah.g_02089	Syag.g_02660
OG0000468	Prah.g_02098	Syag.g_02636
OG0000469	Prah.g_02111	Syag.g_02621
OG0000470	Prah.g_02114	Syag.g_02619
OG0000471	Prah.g_02115	Syag.g_02618
OG0000472	Prah.g_02117	Syag.g_02616
OG0000473	Prah.g_02119	Syag.g_02614
OG0000474	Prah.g_02120	Syag.g_02613
OG0000475	Prah.g_02121	Syag.g_02612
OG0000476	Prah.g_02123	Syag.g_02610
OG0000477	Prah.g_02128	Syag.g_02604
OG0000478	Prah.g_02129	Syag.g_02603
OG0000479	Prah.g_02130	Syag.g_02602
OG0000480	Prah.g_02137	Syag.g_02595
OG0000481	Prah.g_02139	Syag.g_02593
OG0000482	Prah.g_02140	Syag.g_02592
OG0000483	Prah.g_02144	Syag.g_02588
OG0000484	Prah.g_02145	Syag.g_02587
OG0000485	Prah.g_02146	Syag.g_02586
OG0000486	Prah.g_02147	Syag.g_02585
OG0000487	Prah.g_02152	Syag.g_02579
OG0000488	Prah.g_02156	Syag.g_02575
OG0000489	Prah.g_02167	Syag.g_02565
OG0000490	Prah.g_02172	Syag.g_02553
OG0000491	Prah.g_02173	Syag.g_02551
OG0000492	Prah.g_02175	Syag.g_02549
OG0000493	Prah.g_02176	Syag.g_02548
OG0000494	Prah.g_02177	Syag.g_02547
OG0000495	Prah.g_02178	Syag.g_02546
OG0000496	Prah.g_02179	Syag.g_02545
OG0000497	Prah.g_02180	Syag.g_02544
OG0000498	Prah.g_02181	Syag.g_02543
OG0000499	Prah.g_02182	Syag.g_02542
OG0000500	Prah.g_02183	Syag.g_02541
OG0000501	Prah.g_02186	Syag.g_02538
OG0000502	Prah.g_02199	Syag.g_02467
OG0000503	Prah.g_01940	Syag.g_02843
OG0000504	Prah.g_01938	Syag.g_02845
OG0000505	Prah.g_01937	Syag.g_02846
OG0000506	Prah.g_01935	Syag.g_02849
OG0000507	Prah.g_01930	Syag.g_02855
OG0000508	Prah.g_01922	Syag.g_02860
OG0000509	Prah.g_01920	Syag.g_02862
OG0000510	Prah.g_01919	Syag.g_02863
OG0000511	Prah.g_01918	Syag.g_02864
OG0000512	Prah.g_01916	Syag.g_02866
OG0000513	Prah.g_00209	Syag.g_00009
OG0000514	Prah.g_00218	Syag.g_00018
OG0000515	Prah.g_00219	Syag.g_00019
OG0000516	Prah.g_00221	Syag.g_00025
OG0000517	Prah.g_00229	Syag.g_00032
OG0000518	Prah.g_00241	Syag.g_00044
OG0000519	Prah.g_00242	Syag.g_00045
OG0000520	Prah.g_00247	Syag.g_00046
OG0000521	Prah.g_00255	Syag.g_00054
OG0000522	Prah.g_00257	Syag.g_00056
OG0000523	Prah.g_00258	Syag.g_00057
OG0000524	Prah.g_00290	Syag.g_01327
OG0000525	Prah.g_00304	Syag.g_01345
OG0000526	Prah.g_00306	Syag.g_01348
OG0000527	Prah.g_00310	Syag.g_01354
OG0000528	Prah.g_01572	Syag.g_01532
OG0000529	Prah.g_01565	Syag.g_01527
OG0000530	Prah.g_01562	Syag.g_01524
OG0000531	Prah.g_01561	Syag.g_01523
OG0000532	Prah.g_01558	Syag.g_01520
OG0000533	Prah.g_01556	Syag.g_01518
OG0000534	Prah.g_01555	Syag.g_01517
OG0000535	Prah.g_01554	Syag.g_01516
OG0000536	Prah.g_01553	Syag.g_01515
OG0000537	Prah.g_01552	Syag.g_01514
OG0000538	Prah.g_01541	Syag.g_01502
OG0000539	Prah.g_01540	Syag.g_01501
OG0000540	Prah.g_01539	Syag.g_01500
OG0000541	Prah.g_01538	Syag.g_01499
OG0000542	Prah.g_01535	Syag.g_01496
OG0000543	Prah.g_01533	Syag.g_01494
OG0000544	Prah.g_01532	Syag.g_01493
OG0000545	Prah.g_01530	Syag.g_01491
OG0000546	Prah.g_01528	Syag.g_01489
OG0000547	Prah.g_01526	Syag.g_01487
OG0000548	Prah.g_01525	Syag.g_01486
OG0000549	Prah.g_01519	Syag.g_01480
OG0000550	Prah.g_01514	Syag.g_01474
OG0000551	Prah.g_01510	Syag.g_01470
OG0000552	Prah.g_01509	Syag.g_01469
OG0000553	Prah.g_01505	Syag.g_01464
OG0000554	Prah.g_01500	Syag.g_01453
OG0000555	Prah.g_01480	Syag.g_00075
OG0000556	Prah.g_01474	Syag.g_00257
OG0000557	Prah.g_01473	Syag.g_00267
OG0000558	Prah.g_01470	Syag.g_00269
OG0000559	Prah.g_01466	Syag.g_00273
OG0000560	Prah.g_01463	Syag.g_00276
OG0000561	Prah.g_01462	Syag.g_00277
OG0000562	Prah.g_01461	Syag.g_00278
OG0000563	Prah.g_01460	Syag.g_00279
OG0000564	Prah.g_01459	Syag.g_00280
OG0000565	Prah.g_01457	Syag.g_00284
OG0000566	Prah.g_01452	Syag.g_00288
OG0000567	Prah.g_01448	Syag.g_00292
OG0000568	Prah.g_01446	Syag.g_00295
