Orthogroup	Prah	Prag
OG0000041	Prah.g_01737	Prag.g_01716
OG0000042	Prah.g_00135, Prah.g_01256	Prag.g_01868
OG0000047	Prah.g_00353	Prag.g_00321
OG0000048	Prah.g_02122	Prag.g_01658, Prag.g_00368
OG0000050	Prah.g_01120	Prag.g_01071
OG0000053	Prah.g_00381	Prag.g_01510
OG0000054	Prah.g_01394	Prag.g_00584
OG0000055	Prah.g_00942	Prag.g_00787
OG0000057	Prah.g_01027	Prag.g_00676
OG0000059	Prah.g_02043	Prag.g_01755
OG0000060	Prah.g_01569, Prah.g_01156	Prag.g_00760
OG0000061	Prah.g_01322	Prag.g_01153
OG0000062	Prah.g_01654	Prag.g_01568
OG0000063	Prah.g_00042	Prag.g_00033
OG0000065	Prah.g_01897	Prag.g_00100
OG0000066	Prah.g_01485	Prag.g_00518
OG0000067	Prah.g_00667, Prah.g_01826	Prag.g_00806
OG0000068	Prah.g_01576	Prag.g_01389
OG0000070	Prah.g_00252	Prag.g_00429
OG0000071	Prah.g_01364	Prag.g_01355
OG0000072	Prah.g_02309	Prag.g_00164
OG0000073	Prah.g_01544	Prag.g_00478
OG0000075	Prah.g_02232	Prag.g_01836
OG0000076	Prah.g_00150	Prag.g_01861
OG0000077	Prah.g_01850	Prag.g_00072
OG0000078	Prah.g_01773	Prag.g_00232
OG0000081	Prah.g_01035	Prag.g_00510
OG0000082	Prah.g_01427	Prag.g_00563
OG0000084	Prah.g_00412	Prag.g_01484
OG0000085	Prah.g_01666	Prag.g_01662
OG0000086	Prah.g_01866	Prag.g_00082
OG0000087	Prah.g_02268	Prag.g_00132
OG0000088	Prah.g_02304, Prah.g_00957	Prag.g_00159
OG0000089	Prah.g_00205	Prag.g_00350
OG0000090	Prah.g_01501	Prag.g_00512
OG0000091	Prah.g_00493	Prag.g_00620
OG0000093	Prah.g_00692	Prag.g_00932
OG0000094	Prah.g_02518	Prag.g_01017
OG0000095	Prah.g_00915	Prag.g_01036
OG0000097	Prah.g_01272	Prag.g_01194
OG0000098	Prah.g_00327	Prag.g_01371
OG0000099	Prah.g_02191	Prag.g_01424
OG0000100	Prah.g_01791, Prah.g_00636	Prag.g_01564
OG0000101	Prah.g_01995	Prag.g_01804
OG0000102	Prah.g_00144	Prag.g_01866
OG0000103	Prah.g_02586	Prag.g_01945
OG0000104	Prah.g_02600	Prag.g_01953
OG0000105	Prah.g_02126	Prag.g_00265
OG0000106	Prah.g_01660	Prag.g_00364
OG0000107	Prah.g_02072	Prag.g_00378
OG0000108	Prah.g_01566	Prag.g_00459
OG0000109	Prah.g_01550	Prag.g_00473
OG0000110	Prah.g_01439	Prag.g_00553
OG0000111	Prah.g_01028	Prag.g_00677
OG0000112	Prah.g_00788	Prag.g_00771
OG0000113	Prah.g_00641	Prag.g_00828
OG0000114	Prah.g_00733	Prag.g_00906
OG0000115	Prah.g_00383	Prag.g_01097
OG0000116	Prah.g_01337	Prag.g_01143
OG0000117	Prah.g_01257	Prag.g_01298
OG0000118	Prah.g_01378	Prag.g_01367
OG0000119	Prah.g_01007, Prah.g_01048	Prag.g_01385
OG0000120	Prah.g_02192	Prag.g_01423
OG0000121	Prah.g_00406	Prag.g_01492
OG0000122	Prah.g_01203	Prag.g_01530
OG0000123	Prah.g_01987	Prag.g_01811
OG0000124	Prah.g_00125	Prag.g_01877
OG0000125	Prah.g_02498	Prag.g_01913
OG0000126	Prah.g_02598	Prag.g_01952
OG0000128	Prah.g_00013	Prag.g_00011
OG0000129	Prah.g_02486	Prag.g_00044
OG0000130	Prah.g_01838	Prag.g_00063
OG0000131	Prah.g_02282	Prag.g_00138
OG0000132	Prah.g_02302	Prag.g_00157
OG0000133	Prah.g_02187	Prag.g_00313
OG0000134	Prah.g_00208	Prag.g_00351
OG0000135	Prah.g_02538	Prag.g_00375
OG0000136	Prah.g_00235	Prag.g_00420
OG0000137	Prah.g_00312	Prag.g_00454
OG0000138	Prah.g_01549	Prag.g_00474
OG0000139	Prah.g_01495	Prag.g_00516
OG0000140	Prah.g_01489	Prag.g_00517
OG0000141	Prah.g_01393	Prag.g_00585
OG0000142	Prah.g_00501	Prag.g_00613
OG0000143	Prah.g_00497	Prag.g_00617
OG0000144	Prah.g_00473	Prag.g_00630
OG0000145	Prah.g_01543	Prag.g_00758
OG0000146	Prah.g_00787	Prag.g_00772
OG0000147	Prah.g_00786	Prag.g_00773
OG0000148	Prah.g_00649	Prag.g_00822
OG0000149	Prah.g_00591	Prag.g_00851
OG0000150	Prah.g_00568	Prag.g_00859
OG0000151	Prah.g_00718	Prag.g_00916
OG0000152	Prah.g_00796	Prag.g_00964
OG0000153	Prah.g_00826	Prag.g_00983
OG0000154	Prah.g_00852	Prag.g_01010
OG0000155	Prah.g_01291	Prag.g_01173
OG0000156	Prah.g_01349	Prag.g_01342
OG0000157	Prah.g_01350	Prag.g_01343
OG0000158	Prah.g_02242	Prag.g_01425
OG0000160	Prah.g_00407	Prag.g_01491
OG0000161	Prah.g_00399	Prag.g_01497
OG0000162	Prah.g_00391	Prag.g_01503
OG0000163	Prah.g_01619	Prag.g_01537
OG0000164	Prah.g_01705	Prag.g_01693
OG0000165	Prah.g_01716	Prag.g_01700
OG0000166	Prah.g_02033	Prag.g_01768
OG0000167	Prah.g_02230	Prag.g_01834
OG0000168	Prah.g_02243	Prag.g_01844
OG0000169	Prah.g_00163	Prag.g_01854
OG0000170	Prah.g_00155	Prag.g_01856
OG0000171	Prah.g_00126	Prag.g_01876
OG0000172	Prah.g_00084	Prag.g_01884
OG0000173	Prah.g_00061	Prag.g_01899
OG0000174	Prah.g_02541	Prag.g_01927
OG0000175	Prah.g_02575	Prag.g_01937
OG0000176	Prah.g_00005	Prag.g_00004
OG0000177	Prah.g_00006	Prag.g_00005
OG0000178	Prah.g_00007	Prag.g_00006
OG0000179	Prah.g_00022	Prag.g_00016
OG0000180	Prah.g_00023	Prag.g_00017
OG0000181	Prah.g_00024	Prag.g_00018
OG0000182	Prah.g_00025	Prag.g_00019
OG0000183	Prah.g_00029	Prag.g_00023
OG0000184	Prah.g_02478	Prag.g_00046
OG0000185	Prah.g_02458	Prag.g_00049
OG0000186	Prah.g_01830	Prag.g_00058
OG0000187	Prah.g_01833	Prag.g_00059
OG0000188	Prah.g_01860	Prag.g_00076
OG0000189	Prah.g_01884	Prag.g_00089
OG0000190	Prah.g_01886	Prag.g_00090
OG0000191	Prah.g_00188	Prag.g_00110
OG0000192	Prah.g_00176, Prah.g_00180	Prag.g_00114
OG0000193	Prah.g_02283	Prag.g_00139
OG0000194	Prah.g_02286	Prag.g_00142
OG0000195	Prah.g_02288	Prag.g_00144
OG0000196	Prah.g_02299	Prag.g_00154
OG0000197	Prah.g_02300	Prag.g_00155
OG0000198	Prah.g_02301	Prag.g_00156
OG0000199	Prah.g_02308	Prag.g_00163
OG0000200	Prah.g_02324	Prag.g_00177
OG0000201	Prah.g_02352	Prag.g_00185
OG0000202	Prah.g_02353	Prag.g_00186
OG0000203	Prah.g_02354	Prag.g_00187
OG0000204	Prah.g_02355	Prag.g_00188
OG0000205	Prah.g_02362	Prag.g_00195
OG0000206	Prah.g_02371	Prag.g_00200
OG0000207	Prah.g_02420	Prag.g_00202
OG0000208	Prah.g_02419	Prag.g_00203
OG0000209	Prah.g_02400	Prag.g_00212
OG0000210	Prah.g_02399	Prag.g_00213
OG0000211	Prah.g_01782	Prag.g_00226
OG0000212	Prah.g_01772	Prag.g_00233
OG0000213	Prah.g_02101	Prag.g_00249
OG0000214	Prah.g_02118	Prag.g_00258
OG0000215	Prah.g_02148	Prag.g_00283
OG0000216	Prah.g_02151	Prag.g_00285
OG0000217	Prah.g_02155	Prag.g_00288
OG0000218	Prah.g_02157	Prag.g_00290
OG0000219	Prah.g_02158	Prag.g_00291
OG0000220	Prah.g_02159	Prag.g_00292
OG0000221	Prah.g_02166	Prag.g_00293
OG0000222	Prah.g_02174	Prag.g_00301
OG0000223	Prah.g_02197	Prag.g_00314
OG0000224	Prah.g_02207	Prag.g_00316
OG0000225	Prah.g_01921	Prag.g_00340
OG0000226	Prah.g_01917	Prag.g_00344
OG0000227	Prah.g_01915	Prag.g_00346
OG0000228	Prah.g_00204	Prag.g_00349
OG0000229	Prah.g_00230	Prag.g_00415
OG0000230	Prah.g_00232	Prag.g_00417
OG0000231	Prah.g_00251	Prag.g_00428
OG0000232	Prah.g_00261	Prag.g_00437
OG0000233	Prah.g_00294	Prag.g_00442
OG0000234	Prah.g_00313, Prah.g_00314	Prag.g_00455
OG0000235	Prah.g_01567	Prag.g_00458
OG0000236	Prah.g_01551	Prag.g_00472
OG0000237	Prah.g_01534	Prag.g_00485
OG0000238	Prah.g_01529	Prag.g_00491
OG0000239	Prah.g_01513	Prag.g_00504
OG0000240	Prah.g_01512	Prag.g_00505
OG0000241	Prah.g_01094	Prag.g_00509
OG0000242	Prah.g_00108, Prah.g_01503	Prag.g_00511
OG0000243	Prah.g_01476	Prag.g_00522
OG0000244	Prah.g_01472	Prag.g_00525
OG0000245	Prah.g_01469	Prag.g_00527
OG0000246	Prah.g_01465	Prag.g_00531
OG0000247	Prah.g_01454	Prag.g_00541
OG0000248	Prah.g_01451	Prag.g_00543
OG0000249	Prah.g_01449	Prag.g_00545
OG0000250	Prah.g_01443	Prag.g_00550
OG0000251	Prah.g_01417	Prag.g_00569
OG0000252	Prah.g_01414	Prag.g_00572
OG0000253	Prah.g_01408	Prag.g_00573
OG0000254	Prah.g_01389	Prag.g_00589
OG0000255	Prah.g_00530	Prag.g_00595
OG0000256	Prah.g_00516	Prag.g_00605
OG0000257	Prah.g_00509	Prag.g_00608
OG0000258	Prah.g_00486	Prag.g_00621
OG0000259	Prah.g_00457	Prag.g_00638
OG0000260	Prah.g_00454	Prag.g_00641
OG0000261	Prah.g_00451	Prag.g_00643
OG0000262	Prah.g_00445	Prag.g_00647
OG0000263	Prah.g_02413	Prag.g_00659
OG0000264	Prah.g_00974	Prag.g_00669
OG0000265	Prah.g_00958, Prah.g_00887	Prag.g_00692
OG0000266	Prah.g_00876	Prag.g_00702
OG0000267	Prah.g_00751	Prag.g_00713
OG0000268	Prah.g_00752	Prag.g_00714
OG0000269	Prah.g_00672	Prag.g_00801
OG0000270	Prah.g_00669	Prag.g_00804
OG0000271	Prah.g_00661	Prag.g_00812
OG0000272	Prah.g_00660	Prag.g_00813
OG0000273	Prah.g_00609	Prag.g_00835
OG0000274	Prah.g_00608	Prag.g_00836
OG0000275	Prah.g_00605	Prag.g_00838
OG0000276	Prah.g_00599	Prag.g_00843
OG0000277	Prah.g_00598	Prag.g_00844
OG0000278	Prah.g_00595	Prag.g_00847
OG0000279	Prah.g_00587	Prag.g_00854
OG0000280	Prah.g_00581	Prag.g_00855
OG0000281	Prah.g_00566	Prag.g_00860
OG0000282	Prah.g_00731	Prag.g_00908
OG0000283	Prah.g_00761	Prag.g_00941
OG0000284	Prah.g_00767	Prag.g_00946
OG0000285	Prah.g_01178	Prag.g_00951
OG0000286	Prah.g_00795	Prag.g_00963
OG0000287	Prah.g_01131	Prag.g_00980
OG0000288	Prah.g_00851	Prag.g_01009
OG0000289	Prah.g_00864	Prag.g_01020
OG0000290	Prah.g_00912	Prag.g_01033
OG0000291	Prah.g_00914	Prag.g_01035
OG0000292	Prah.g_02597	Prag.g_01085
OG0000293	Prah.g_01336	Prag.g_01144
OG0000294	Prah.g_01335	Prag.g_01145
OG0000295	Prah.g_01298	Prag.g_01165
OG0000296	Prah.g_01296	Prag.g_01167
OG0000297	Prah.g_01259	Prag.g_01175
OG0000298	Prah.g_01258	Prag.g_01176
OG0000299	Prah.g_01268	Prag.g_01193
OG0000300	Prah.g_01275	Prag.g_01196
OG0000301	Prah.g_01276	Prag.g_01197
OG0000302	Prah.g_01279	Prag.g_01199
OG0000303	Prah.g_01289	Prag.g_01206
OG0000304	Prah.g_01237, Prah.g_01238	Prag.g_01210
OG0000305	Prah.g_00918	Prag.g_01381
OG0000306	Prah.g_00560	Prag.g_01384
OG0000307	Prah.g_01584	Prag.g_01398
OG0000308	Prah.g_01586	Prag.g_01399
OG0000309	Prah.g_01590	Prag.g_01403
OG0000310	Prah.g_00428	Prag.g_01473
OG0000311	Prah.g_00424	Prag.g_01475
OG0000312	Prah.g_00420	Prag.g_01478
OG0000313	Prah.g_00402	Prag.g_01494
OG0000314	Prah.g_00371	Prag.g_01516
OG0000315	Prah.g_00361	Prag.g_01527
OG0000316	Prah.g_01631	Prag.g_01547
OG0000317	Prah.g_01672	Prag.g_01667
OG0000318	Prah.g_01677	Prag.g_01670
OG0000319	Prah.g_01694	Prag.g_01683
OG0000320	Prah.g_01696	Prag.g_01685
OG0000321	Prah.g_01697	Prag.g_01686
OG0000322	Prah.g_01698	Prag.g_01687
OG0000323	Prah.g_01710	Prag.g_01696
OG0000324	Prah.g_01744	Prag.g_01723
OG0000325	Prah.g_02071	Prag.g_01733
OG0000326	Prah.g_02064	Prag.g_01739
OG0000327	Prah.g_02038	Prag.g_01763
OG0000328	Prah.g_02037	Prag.g_01764
OG0000329	Prah.g_02020	Prag.g_01781
OG0000330	Prah.g_02019	Prag.g_01782
OG0000331	Prah.g_02018	Prag.g_01783
OG0000332	Prah.g_02003	Prag.g_01797
OG0000333	Prah.g_02001	Prag.g_01799
OG0000334	Prah.g_01991	Prag.g_01807
OG0000335	Prah.g_01986	Prag.g_01812
OG0000336	Prah.g_01982	Prag.g_01816
OG0000337	Prah.g_02224	Prag.g_01832
OG0000338	Prah.g_02227	Prag.g_01833
OG0000339	Prah.g_02234	Prag.g_01837
OG0000340	Prah.g_02244	Prag.g_01845
OG0000341	Prah.g_02246	Prag.g_01847
OG0000342	Prah.g_02247	Prag.g_01848
OG0000343	Prah.g_00168	Prag.g_01849
OG0000344	Prah.g_00165	Prag.g_01852
OG0000345	Prah.g_00154	Prag.g_01857
OG0000346	Prah.g_00149	Prag.g_01862
OG0000347	Prah.g_00089	Prag.g_01878
OG0000348	Prah.g_00078	Prag.g_01887
OG0000349	Prah.g_00053	Prag.g_01904
OG0000350	Prah.g_02533	Prag.g_01923
OG0000351	Prah.g_02578	Prag.g_01940
OG0000352	Prah.g_02579	Prag.g_01941
OG0000353	Prah.g_02603	Prag.g_01956
OG0000354	Prah.g_00020	Prag.g_01282
OG0000355	Prah.g_00002	Prag.g_00001
OG0000356	Prah.g_00003	Prag.g_00002
OG0000357	Prah.g_00004	Prag.g_00003
OG0000358	Prah.g_00008	Prag.g_00007
OG0000359	Prah.g_00010	Prag.g_00008
OG0000360	Prah.g_00011	Prag.g_00009
OG0000361	Prah.g_00012	Prag.g_00010
OG0000362	Prah.g_00014	Prag.g_00012
OG0000363	Prah.g_00016	Prag.g_00014
OG0000364	Prah.g_00017	Prag.g_00015
OG0000365	Prah.g_00026	Prag.g_00020
OG0000366	Prah.g_00027	Prag.g_00021
OG0000367	Prah.g_00028	Prag.g_00022
OG0000368	Prah.g_00030	Prag.g_00024
OG0000369	Prah.g_00031	Prag.g_00025
OG0000370	Prah.g_00032	Prag.g_00026
OG0000371	Prah.g_00041	Prag.g_00032
OG0000372	Prah.g_00046	Prag.g_00035
OG0000373	Prah.g_00047	Prag.g_00036
OG0000374	Prah.g_00048	Prag.g_00037
OG0000375	Prah.g_00049	Prag.g_00040
OG0000376	Prah.g_00051	Prag.g_00042
OG0000377	Prah.g_02485	Prag.g_00045
OG0000378	Prah.g_02471	Prag.g_00047
OG0000379	Prah.g_02457	Prag.g_00050
OG0000380	Prah.g_01834	Prag.g_00060
OG0000381	Prah.g_01839	Prag.g_00064
OG0000382	Prah.g_01859	Prag.g_00075
OG0000383	Prah.g_01861	Prag.g_00077
OG0000384	Prah.g_01862	Prag.g_00078
OG0000385	Prah.g_01863	Prag.g_00079
OG0000386	Prah.g_01864	Prag.g_00080
OG0000387	Prah.g_01888	Prag.g_00092
OG0000388	Prah.g_01892	Prag.g_00095
OG0000389	Prah.g_01896	Prag.g_00099
OG0000390	Prah.g_00194	Prag.g_00106
OG0000391	Prah.g_00189	Prag.g_00109
OG0000392	Prah.g_00183	Prag.g_00113
OG0000393	Prah.g_00175	Prag.g_00115
OG0000394	Prah.g_00174	Prag.g_00116
OG0000395	Prah.g_00173	Prag.g_00117
OG0000396	Prah.g_02252	Prag.g_00120
OG0000397	Prah.g_02254	Prag.g_00122
OG0000398	Prah.g_02259	Prag.g_00124
OG0000399	Prah.g_02260	Prag.g_00125
OG0000400	Prah.g_02261	Prag.g_00126
OG0000401	Prah.g_02262	Prag.g_00127
OG0000402	Prah.g_02264	Prag.g_00129
OG0000403	Prah.g_02265	Prag.g_00130
OG0000405	Prah.g_02280	Prag.g_00135
OG0000406	Prah.g_02284	Prag.g_00140
OG0000407	Prah.g_02285	Prag.g_00141
OG0000408	Prah.g_02287	Prag.g_00143
OG0000409	Prah.g_02289	Prag.g_00145
OG0000410	Prah.g_02290	Prag.g_00146
OG0000411	Prah.g_02291	Prag.g_00147
OG0000412	Prah.g_02292	Prag.g_00148
OG0000413	Prah.g_02294	Prag.g_00149
OG0000414	Prah.g_02295	Prag.g_00150
OG0000415	Prah.g_02296	Prag.g_00151
OG0000416	Prah.g_02297	Prag.g_00152
OG0000417	Prah.g_02298	Prag.g_00153
OG0000418	Prah.g_02303	Prag.g_00158
OG0000419	Prah.g_02305	Prag.g_00160
OG0000420	Prah.g_02306	Prag.g_00161
OG0000421	Prah.g_02310	Prag.g_00166
OG0000422	Prah.g_02311	Prag.g_00167
OG0000423	Prah.g_02312	Prag.g_00168
OG0000424	Prah.g_02313	Prag.g_00169
OG0000425	Prah.g_02314	Prag.g_00170
OG0000426	Prah.g_02315	Prag.g_00171
OG0000427	Prah.g_02316	Prag.g_00172
OG0000428	Prah.g_00709	Prag.g_00174
OG0000429	Prah.g_02321	Prag.g_00175
OG0000430	Prah.g_02323	Prag.g_00176
OG0000431	Prah.g_02334	Prag.g_00178
OG0000432	Prah.g_02341	Prag.g_00181
OG0000433	Prah.g_02344	Prag.g_00182
OG0000434	Prah.g_02345	Prag.g_00183
OG0000435	Prah.g_02350	Prag.g_00184
OG0000436	Prah.g_02356	Prag.g_00189
OG0000437	Prah.g_02357	Prag.g_00190
OG0000438	Prah.g_02358	Prag.g_00191
OG0000439	Prah.g_02360	Prag.g_00193
OG0000440	Prah.g_02361	Prag.g_00194
OG0000441	Prah.g_02364	Prag.g_00197
OG0000442	Prah.g_02365	Prag.g_00198
OG0000443	Prah.g_02370	Prag.g_00199
OG0000444	Prah.g_02418	Prag.g_00204
OG0000445	Prah.g_02417	Prag.g_00205
OG0000446	Prah.g_02415	Prag.g_00206
OG0000447	Prah.g_02411	Prag.g_00207
OG0000448	Prah.g_02410	Prag.g_00208
OG0000449	Prah.g_02409	Prag.g_00209
OG0000450	Prah.g_02403	Prag.g_00210
OG0000451	Prah.g_02402	Prag.g_00211
OG0000452	Prah.g_02398	Prag.g_00214
OG0000453	Prah.g_02397	Prag.g_00215
OG0000454	Prah.g_02396	Prag.g_00216
OG0000455	Prah.g_02395	Prag.g_00217
OG0000456	Prah.g_02394	Prag.g_00218
OG0000457	Prah.g_02392	Prag.g_00219
OG0000458	Prah.g_02391	Prag.g_00220
OG0000459	Prah.g_02390	Prag.g_00221
OG0000460	Prah.g_01781	Prag.g_00228
OG0000461	Prah.g_02074	Prag.g_00235
OG0000462	Prah.g_02078	Prag.g_00237
OG0000463	Prah.g_02079	Prag.g_00238
OG0000464	Prah.g_02080	Prag.g_00239
OG0000465	Prah.g_02082	Prag.g_00240
OG0000466	Prah.g_02087	Prag.g_00243
OG0000467	Prah.g_02089	Prag.g_00244
OG0000468	Prah.g_02098	Prag.g_00245
OG0000469	Prah.g_02111	Prag.g_00253
OG0000470	Prah.g_02114	Prag.g_00255
OG0000471	Prah.g_02115	Prag.g_00256
OG0000472	Prah.g_02117	Prag.g_00257
OG0000473	Prah.g_02119	Prag.g_00259
OG0000474	Prah.g_02120	Prag.g_00260
OG0000475	Prah.g_02121	Prag.g_00261
OG0000476	Prah.g_02123	Prag.g_00262
OG0000477	Prah.g_02128	Prag.g_00266
OG0000478	Prah.g_02129	Prag.g_00267
OG0000479	Prah.g_02130	Prag.g_00268
OG0000480	Prah.g_02137	Prag.g_00273
OG0000481	Prah.g_02139	Prag.g_00275
OG0000482	Prah.g_02140	Prag.g_00276
OG0000483	Prah.g_02144	Prag.g_00279
OG0000484	Prah.g_02145	Prag.g_00280
OG0000485	Prah.g_02146	Prag.g_00281
OG0000486	Prah.g_02147	Prag.g_00282
OG0000487	Prah.g_02152	Prag.g_00286
OG0000488	Prah.g_02156	Prag.g_00289
OG0000489	Prah.g_02167	Prag.g_00294
OG0000490	Prah.g_02172	Prag.g_00299
OG0000491	Prah.g_02173	Prag.g_00300
OG0000492	Prah.g_02175	Prag.g_00302
OG0000493	Prah.g_02176	Prag.g_00303
OG0000494	Prah.g_02177	Prag.g_00304
OG0000495	Prah.g_02178	Prag.g_00305
OG0000496	Prah.g_02179	Prag.g_00306
OG0000497	Prah.g_02180	Prag.g_00307
OG0000498	Prah.g_02181	Prag.g_00308
OG0000499	Prah.g_02182	Prag.g_00309
OG0000500	Prah.g_02183	Prag.g_00310
OG0000501	Prah.g_02186	Prag.g_00312
OG0000502	Prah.g_02199	Prag.g_00315
OG0000503	Prah.g_01940	Prag.g_00329
OG0000504	Prah.g_01938	Prag.g_00330
OG0000505	Prah.g_01937	Prag.g_00331
OG0000506	Prah.g_01935	Prag.g_00333
OG0000507	Prah.g_01930	Prag.g_00336
OG0000508	Prah.g_01922	Prag.g_00339
OG0000509	Prah.g_01920	Prag.g_00341
OG0000510	Prah.g_01919	Prag.g_00342
OG0000511	Prah.g_01918	Prag.g_00343
OG0000512	Prah.g_01916	Prag.g_00345
OG0000513	Prah.g_00209	Prag.g_00352
OG0000514	Prah.g_00218	Prag.g_00410
OG0000515	Prah.g_00219	Prag.g_00411
OG0000516	Prah.g_00221	Prag.g_00412
OG0000517	Prah.g_00229	Prag.g_00414
OG0000518	Prah.g_00241	Prag.g_00425
OG0000519	Prah.g_00242	Prag.g_00426
OG0000520	Prah.g_00247	Prag.g_00427
OG0000521	Prah.g_00255	Prag.g_00432
OG0000522	Prah.g_00257	Prag.g_00434
OG0000523	Prah.g_00258	Prag.g_00435
OG0000524	Prah.g_00290	Prag.g_00440
OG0000525	Prah.g_00304	Prag.g_00443
OG0000526	Prah.g_00306	Prag.g_00444
OG0000527	Prah.g_00310	Prag.g_00452
OG0000528	Prah.g_01572	Prag.g_00457
OG0000529	Prah.g_01565	Prag.g_00460
OG0000530	Prah.g_01562	Prag.g_00463
OG0000531	Prah.g_01561	Prag.g_00464
OG0000532	Prah.g_01558	Prag.g_00466
OG0000533	Prah.g_01556	Prag.g_00467
OG0000534	Prah.g_01555	Prag.g_00468
OG0000535	Prah.g_01554	Prag.g_00469
OG0000536	Prah.g_01553	Prag.g_00470
OG0000537	Prah.g_01552	Prag.g_00471
OG0000538	Prah.g_01541	Prag.g_00479
OG0000539	Prah.g_01540	Prag.g_00480
OG0000540	Prah.g_01539	Prag.g_00481
OG0000541	Prah.g_01538	Prag.g_00482
OG0000542	Prah.g_01535	Prag.g_00484
OG0000543	Prah.g_01533	Prag.g_00486
OG0000544	Prah.g_01532	Prag.g_00487
OG0000545	Prah.g_01530	Prag.g_00489
OG0000546	Prah.g_01528	Prag.g_00492
OG0000547	Prah.g_01526	Prag.g_00494
OG0000548	Prah.g_01525	Prag.g_00495
OG0000549	Prah.g_01519	Prag.g_00497
OG0000550	Prah.g_01514	Prag.g_00502
OG0000551	Prah.g_01510	Prag.g_00506
OG0000552	Prah.g_01509	Prag.g_00507
OG0000553	Prah.g_01505	Prag.g_00508
OG0000554	Prah.g_01500	Prag.g_00513
OG0000555	Prah.g_01480	Prag.g_00521
OG0000556	Prah.g_01474	Prag.g_00523
OG0000557	Prah.g_01473	Prag.g_00524
OG0000558	Prah.g_01470	Prag.g_00526
OG0000559	Prah.g_01466	Prag.g_00530
OG0000560	Prah.g_01463	Prag.g_00533
OG0000561	Prah.g_01462	Prag.g_00534
OG0000562	Prah.g_01461	Prag.g_00535
OG0000563	Prah.g_01460	Prag.g_00536
OG0000564	Prah.g_01459	Prag.g_00537
OG0000565	Prah.g_01457	Prag.g_00540
OG0000566	Prah.g_01452	Prag.g_00542
OG0000567	Prah.g_01448	Prag.g_00546
OG0000568	Prah.g_01446	Prag.g_00547
OG0000569	Prah.g_01445	Prag.g_00548
OG0000570	Prah.g_01444	Prag.g_00549
OG0000571	Prah.g_01441	Prag.g_00551
OG0000572	Prah.g_01425	Prag.g_00564
OG0000573	Prah.g_01416	Prag.g_00570
OG0000574	Prah.g_01415	Prag.g_00571
OG0000575	Prah.g_01406	Prag.g_00575
OG0000576	Prah.g_01404	Prag.g_00577
OG0000577	Prah.g_01403	Prag.g_00578
OG0000578	Prah.g_01402	Prag.g_00579
OG0000579	Prah.g_01401	Prag.g_00580
OG0000580	Prah.g_01400	Prag.g_00581
OG0000581	Prah.g_01396	Prag.g_00583
OG0000582	Prah.g_01392	Prag.g_00586
OG0000583	Prah.g_01391	Prag.g_00587
