Orthogroup	Prah	Syai
OG0000050	Prah.g_01120	Syai.g_01332
OG0000052	Prah.g_02219	Syai.g_00176
OG0000053	Prah.g_00381	Syai.g_00930
OG0000054	Prah.g_01394	Syai.g_01040
OG0000055	Prah.g_00942	Syai.g_02029
OG0000057	Prah.g_01027	Syai.g_01997
OG0000058	Prah.g_02195	Syai.g_00195
OG0000059	Prah.g_02043	Syai.g_00351
OG0000060	Prah.g_01569	Syai.g_00635
OG0000060	Prah.g_01156	Syai.g_01758
OG0000061	Prah.g_01322	Syai.g_02144
OG0000062	Prah.g_01654	Syai.g_02358
OG0000063	Prah.g_00042	Syai.g_00042
OG0000066	Prah.g_01485	Syai.g_01709, Syai.g_00719
OG0000067	Prah.g_00667, Prah.g_01826	Syai.g_01321
OG0000068	Prah.g_01576	Syai.g_00628
OG0000070	Prah.g_00252	Syai.g_02196
OG0000071	Prah.g_01364	Syai.g_02179
OG0000072	Prah.g_02309	Syai.g_02636
OG0000073	Prah.g_01544	Syai.g_00659
OG0000075	Prah.g_02232	Syai.g_00161
OG0000076	Prah.g_00150	Syai.g_00111
OG0000078	Prah.g_01773	Syai.g_00543
OG0000082	Prah.g_01427	Syai.g_00781
OG0000084	Prah.g_00412	Syai.g_01196, Syai.g_00958
OG0000085	Prah.g_01666	Syai.g_02365
OG0000086	Prah.g_01866	Syai.g_02507
OG0000087	Prah.g_02268	Syai.g_02592
OG0000088	Prah.g_02304, Prah.g_00957	Syai.g_02630
OG0000089	Prah.g_00205	Syai.g_00517
OG0000090	Prah.g_01501	Syai.g_00707
OG0000091	Prah.g_00493	Syai.g_01112
OG0000093	Prah.g_00692	Syai.g_01306
OG0000094	Prah.g_02518	Syai.g_01424
OG0000095	Prah.g_00915	Syai.g_02007
OG0000097	Prah.g_01272	Syai.g_01787
OG0000098	Prah.g_00327	Syai.g_01718
OG0000099	Prah.g_02191	Syai.g_00199
OG0000100	Prah.g_01791, Prah.g_00636	Syai.g_01372
OG0000101	Prah.g_01995	Syai.g_00404
OG0000102	Prah.g_00144	Syai.g_00106
OG0000103	Prah.g_02586	Syai.g_02912
OG0000104	Prah.g_02600	Syai.g_02929
OG0000105	Prah.g_02126	Syai.g_00267
OG0000106	Prah.g_01660	Syai.g_01601
OG0000107	Prah.g_02072	Syai.g_00319
OG0000108	Prah.g_01566	Syai.g_00638
OG0000109	Prah.g_01550	Syai.g_00653
OG0000110	Prah.g_01439	Syai.g_00878, Syai.g_00766
OG0000111	Prah.g_01028	Syai.g_01998
OG0000112	Prah.g_00788	Syai.g_01512
OG0000113	Prah.g_00641	Syai.g_01367
OG0000114	Prah.g_00733	Syai.g_01261
OG0000115	Prah.g_00383	Syai.g_00932
OG0000116	Prah.g_01337	Syai.g_02156
OG0000117	Prah.g_01257	Syai.g_01756
OG0000118	Prah.g_01378	Syai.g_00818
OG0000119	Prah.g_01007, Prah.g_01048	Syai.g_02127
OG0000120	Prah.g_02192	Syai.g_00198
OG0000121	Prah.g_00406	Syai.g_00951
OG0000122	Prah.g_01203	Syai.g_01143
OG0000123	Prah.g_01987	Syai.g_00411
OG0000124	Prah.g_00125	Syai.g_00089
OG0000125	Prah.g_02498	Syai.g_02782
OG0000126	Prah.g_02598	Syai.g_02927
OG0000127	Prah.g_01085	Syai.g_01872, Syai.g_01906, Syai.g_01855
OG0000128	Prah.g_00013	Syai.g_00012
OG0000129	Prah.g_02486	Syai.g_02771
OG0000130	Prah.g_01838	Syai.g_02474
OG0000131	Prah.g_02282	Syai.g_02608
OG0000132	Prah.g_02302	Syai.g_02628
OG0000133	Prah.g_02187	Syai.g_01507
OG0000134	Prah.g_00208	Syai.g_00520
OG0000135	Prah.g_02538	Syai.g_02826
OG0000136	Prah.g_00235	Syai.g_02217
OG0000137	Prah.g_00312	Syai.g_00865
OG0000138	Prah.g_01549	Syai.g_00654
OG0000139	Prah.g_01495	Syai.g_00714
OG0000140	Prah.g_01489	Syai.g_00716
OG0000141	Prah.g_01393	Syai.g_01041
OG0000142	Prah.g_00501	Syai.g_01104
OG0000143	Prah.g_00497	Syai.g_01108
OG0000144	Prah.g_00473	Syai.g_01608
OG0000145	Prah.g_01543	Syai.g_00660
OG0000146	Prah.g_00787	Syai.g_01513
OG0000147	Prah.g_00786	Syai.g_01514
OG0000148	Prah.g_00649	Syai.g_01361
OG0000149	Prah.g_00591	Syai.g_02059
OG0000150	Prah.g_00568	Syai.g_00717
OG0000151	Prah.g_00718	Syai.g_01280
OG0000152	Prah.g_00796	Syai.g_01503
OG0000153	Prah.g_00826	Syai.g_01461
OG0000154	Prah.g_00852	Syai.g_01434
OG0000155	Prah.g_01291	Syai.g_02109
OG0000156	Prah.g_01349	Syai.g_02162
OG0000157	Prah.g_01350	Syai.g_02163
OG0000158	Prah.g_02242	Syai.g_00135
OG0000160	Prah.g_00407	Syai.g_00952
OG0000161	Prah.g_00399	Syai.g_00946
OG0000162	Prah.g_00391	Syai.g_00939
OG0000163	Prah.g_01619	Syai.g_02300
OG0000164	Prah.g_01705	Syai.g_02411
OG0000165	Prah.g_01716	Syai.g_02244
OG0000166	Prah.g_02033	Syai.g_00364
OG0000167	Prah.g_02230	Syai.g_00164
OG0000168	Prah.g_02243	Syai.g_00134
OG0000169	Prah.g_00163	Syai.g_00123
OG0000170	Prah.g_00155	Syai.g_00116
OG0000171	Prah.g_00126	Syai.g_00090
OG0000172	Prah.g_00084	Syai.g_00083
OG0000173	Prah.g_00061	Syai.g_00064
OG0000174	Prah.g_02541	Syai.g_02828
OG0000175	Prah.g_02575	Syai.g_02901
OG0000176	Prah.g_00005	Syai.g_00004
OG0000177	Prah.g_00006	Syai.g_00005
OG0000178	Prah.g_00007	Syai.g_00006
OG0000179	Prah.g_00022	Syai.g_00023
OG0000180	Prah.g_00023	Syai.g_00024
OG0000181	Prah.g_00024	Syai.g_00025
OG0000182	Prah.g_00025	Syai.g_00026
OG0000183	Prah.g_00029	Syai.g_00030
OG0000184	Prah.g_02478	Syai.g_02756
OG0000185	Prah.g_02458	Syai.g_02734
OG0000186	Prah.g_01830	Syai.g_02469
OG0000187	Prah.g_01833	Syai.g_02471
OG0000188	Prah.g_01860	Syai.g_00696, Syai.g_02494
OG0000189	Prah.g_01884	Syai.g_02530
OG0000190	Prah.g_01886	Syai.g_02532
OG0000191	Prah.g_00188	Syai.g_02562
OG0000192	Prah.g_00176, Prah.g_00180	Syai.g_02569
OG0000193	Prah.g_02283	Syai.g_02609
OG0000194	Prah.g_02286	Syai.g_02612
OG0000195	Prah.g_02288	Syai.g_02614
OG0000196	Prah.g_02299	Syai.g_02625
OG0000197	Prah.g_02300	Syai.g_02626
OG0000198	Prah.g_02301	Syai.g_02627
OG0000199	Prah.g_02308	Syai.g_02635
OG0000200	Prah.g_02324	Syai.g_02651
OG0000201	Prah.g_02352	Syai.g_02667
OG0000202	Prah.g_02353	Syai.g_02668
OG0000203	Prah.g_02354	Syai.g_02669
OG0000204	Prah.g_02355	Syai.g_02670
OG0000205	Prah.g_02362	Syai.g_02677
OG0000206	Prah.g_02371	Syai.g_02684
OG0000207	Prah.g_02420	Syai.g_02686
OG0000208	Prah.g_02419	Syai.g_02687
OG0000209	Prah.g_02400	Syai.g_02699
OG0000210	Prah.g_02399	Syai.g_02700
OG0000211	Prah.g_01782	Syai.g_00533
OG0000212	Prah.g_01772	Syai.g_00544
OG0000213	Prah.g_02101	Syai.g_00292
OG0000214	Prah.g_02118	Syai.g_00276
OG0000215	Prah.g_02148	Syai.g_00245
OG0000217	Prah.g_02155	Syai.g_00237
OG0000218	Prah.g_02157	Syai.g_00235
OG0000219	Prah.g_02158	Syai.g_00234
OG0000220	Prah.g_02159	Syai.g_00233
OG0000221	Prah.g_02166	Syai.g_00227
OG0000222	Prah.g_02174	Syai.g_00215
OG0000223	Prah.g_02197	Syai.g_00194
OG0000224	Prah.g_02207	Syai.g_00186
OG0000225	Prah.g_01921	Syai.g_00502
OG0000226	Prah.g_01917	Syai.g_00506
OG0000227	Prah.g_01915	Syai.g_00508
OG0000228	Prah.g_00204	Syai.g_00516
OG0000229	Prah.g_00230	Syai.g_02228
OG0000230	Prah.g_00232	Syai.g_02226
OG0000231	Prah.g_00251	Syai.g_02208
OG0000232	Prah.g_00261	Syai.g_00846
OG0000233	Prah.g_00294	Syai.g_00855
OG0000234	Prah.g_00313, Prah.g_00314	Syai.g_00866
OG0000235	Prah.g_01567	Syai.g_00637
OG0000236	Prah.g_01551	Syai.g_00652
OG0000237	Prah.g_01534	Syai.g_00669
OG0000238	Prah.g_01529	Syai.g_00674
OG0000239	Prah.g_01513	Syai.g_00691
OG0000240	Prah.g_01512	Syai.g_00692
OG0000241	Prah.g_01094	Syai.g_01085
OG0000242	Prah.g_00108, Prah.g_01503	Syai.g_00705
OG0000243	Prah.g_01476	Syai.g_00726
OG0000244	Prah.g_01472	Syai.g_00731
OG0000245	Prah.g_01469	Syai.g_00733
OG0000246	Prah.g_01465	Syai.g_00737
OG0000247	Prah.g_01454	Syai.g_00748
OG0000248	Prah.g_01451	Syai.g_00751
OG0000249	Prah.g_01449	Syai.g_00753
OG0000250	Prah.g_01443	Syai.g_00762
OG0000251	Prah.g_01417	Syai.g_00789
OG0000252	Prah.g_01414	Syai.g_00797
OG0000253	Prah.g_01408	Syai.g_00798
OG0000254	Prah.g_01389	Syai.g_01045
OG0000255	Prah.g_00530	Syai.g_01061
OG0000256	Prah.g_00516	Syai.g_01077
OG0000257	Prah.g_00509	Syai.g_01084
OG0000258	Prah.g_00486	Syai.g_01113
OG0000259	Prah.g_00457	Syai.g_01229
OG0000260	Prah.g_00454	Syai.g_01232
OG0000261	Prah.g_00451	Syai.g_01235
OG0000262	Prah.g_00445	Syai.g_01240
OG0000263	Prah.g_02413	Syai.g_01776
OG0000264	Prah.g_00974	Syai.g_01962
OG0000265	Prah.g_00887	Syai.g_02245
OG0000266	Prah.g_00876	Syai.g_01401
OG0000267	Prah.g_00751	Syai.g_01569
OG0000268	Prah.g_00752	Syai.g_01568
OG0000269	Prah.g_00672	Syai.g_01316
OG0000270	Prah.g_00669	Syai.g_01319
OG0000271	Prah.g_00661	Syai.g_01327
OG0000272	Prah.g_00660	Syai.g_01328
OG0000273	Prah.g_00609	Syai.g_02037
OG0000274	Prah.g_00608	Syai.g_02038
OG0000275	Prah.g_00605	Syai.g_02043
OG0000276	Prah.g_00599	Syai.g_02051
OG0000277	Prah.g_00598	Syai.g_02052
OG0000278	Prah.g_00595	Syai.g_02055
OG0000279	Prah.g_00587	Syai.g_02063
OG0000280	Prah.g_00581	Syai.g_02084
OG0000281	Prah.g_00566	Syai.g_01719
OG0000282	Prah.g_00731	Syai.g_01263
OG0000283	Prah.g_00761	Syai.g_01554
OG0000284	Prah.g_00767	Syai.g_01548
OG0000285	Prah.g_01178	Syai.g_01522
OG0000286	Prah.g_00795	Syai.g_01504
OG0000287	Prah.g_01131	Syai.g_01469
OG0000288	Prah.g_00851	Syai.g_01435
OG0000289	Prah.g_00864	Syai.g_01421
OG0000290	Prah.g_00912	Syai.g_02010
OG0000291	Prah.g_00914	Syai.g_02008
OG0000292	Prah.g_02597	Syai.g_02926
OG0000293	Prah.g_01336	Syai.g_02155
OG0000294	Prah.g_01335	Syai.g_02154
OG0000295	Prah.g_01298	Syai.g_02117
OG0000296	Prah.g_01296	Syai.g_02115
OG0000297	Prah.g_01259	Syai.g_01754
OG0000298	Prah.g_01258	Syai.g_01755
OG0000299	Prah.g_01268	Syai.g_01783
OG0000300	Prah.g_01275	Syai.g_01790
OG0000301	Prah.g_01276	Syai.g_01791
OG0000302	Prah.g_01279	Syai.g_01793
OG0000303	Prah.g_01289	Syai.g_01802
OG0000304	Prah.g_01237, Prah.g_01238	Syai.g_01826
OG0000305	Prah.g_00918	Syai.g_02005
OG0000306	Prah.g_00560	Syai.g_02090
OG0000307	Prah.g_01584	Syai.g_00619
OG0000308	Prah.g_01586	Syai.g_00617
OG0000309	Prah.g_01590	Syai.g_00612
OG0000310	Prah.g_00428	Syai.g_00989
OG0000311	Prah.g_00424	Syai.g_00985
OG0000312	Prah.g_00420	Syai.g_00966
OG0000313	Prah.g_00402	Syai.g_00949
OG0000314	Prah.g_00371	Syai.g_00908
OG0000315	Prah.g_00361	Syai.g_00897
OG0000316	Prah.g_01631	Syai.g_02320, Syai.g_02322
OG0000317	Prah.g_01672	Syai.g_02373
OG0000318	Prah.g_01677	Syai.g_02379
OG0000319	Prah.g_01694	Syai.g_02395
OG0000320	Prah.g_01696	Syai.g_02397
OG0000321	Prah.g_01697	Syai.g_02398
OG0000322	Prah.g_01698	Syai.g_02399
OG0000323	Prah.g_01710	Syai.g_02413
OG0000324	Prah.g_01744	Syai.g_02272
OG0000325	Prah.g_02071	Syai.g_00320
OG0000326	Prah.g_02064	Syai.g_00327
OG0000327	Prah.g_02038	Syai.g_00359
OG0000328	Prah.g_02037	Syai.g_00360
OG0000329	Prah.g_02020	Syai.g_00378
OG0000330	Prah.g_02019	Syai.g_00379
OG0000331	Prah.g_02018	Syai.g_00380
OG0000332	Prah.g_02003	Syai.g_00395
OG0000333	Prah.g_02001	Syai.g_00398
OG0000334	Prah.g_01991	Syai.g_00407
OG0000335	Prah.g_01986	Syai.g_00412
OG0000336	Prah.g_01982	Syai.g_00416
OG0000337	Prah.g_02224	Syai.g_00169
OG0000338	Prah.g_02227	Syai.g_00166
OG0000339	Prah.g_02234	Syai.g_00160
OG0000340	Prah.g_02244	Syai.g_00133
OG0000341	Prah.g_02246	Syai.g_00131
OG0000342	Prah.g_02247	Syai.g_00130
OG0000343	Prah.g_00168	Syai.g_00129
OG0000344	Prah.g_00165	Syai.g_00125
OG0000345	Prah.g_00154	Syai.g_00115
OG0000346	Prah.g_00149	Syai.g_00110
OG0000347	Prah.g_00089	Syai.g_00087
OG0000348	Prah.g_00078	Syai.g_00076
OG0000349	Prah.g_00053	Syai.g_00057
OG0000350	Prah.g_02533	Syai.g_00334
OG0000351	Prah.g_02578	Syai.g_02904
OG0000352	Prah.g_02579	Syai.g_02905
OG0000353	Prah.g_02603	Syai.g_02932
OG0000354	Prah.g_01523	Syai.g_00680
OG0000354	Prah.g_00020	Syai.g_00019
OG0000355	Prah.g_00002	Syai.g_00001
OG0000356	Prah.g_00003	Syai.g_00002
OG0000357	Prah.g_00004	Syai.g_00003
OG0000358	Prah.g_00008	Syai.g_00007
OG0000359	Prah.g_00010	Syai.g_00009
OG0000360	Prah.g_00011	Syai.g_00010
OG0000361	Prah.g_00012	Syai.g_00011
OG0000362	Prah.g_00014	Syai.g_00013
OG0000363	Prah.g_00016	Syai.g_00015
OG0000364	Prah.g_00017	Syai.g_00016
OG0000365	Prah.g_00026	Syai.g_00027
OG0000366	Prah.g_00027	Syai.g_00028
OG0000367	Prah.g_00028	Syai.g_00029
OG0000368	Prah.g_00030	Syai.g_00031
OG0000369	Prah.g_00031	Syai.g_00032
OG0000370	Prah.g_00032	Syai.g_00033
OG0000371	Prah.g_00041	Syai.g_00041
OG0000372	Prah.g_00046	Syai.g_00047
OG0000373	Prah.g_00047	Syai.g_00048
OG0000374	Prah.g_00048	Syai.g_00049
OG0000375	Prah.g_00049	Syai.g_00053
OG0000376	Prah.g_00051	Syai.g_00055
OG0000377	Prah.g_02485	Syai.g_02769
OG0000378	Prah.g_02471	Syai.g_02751
OG0000379	Prah.g_02457	Syai.g_02733
OG0000380	Prah.g_01834	Syai.g_02472
OG0000381	Prah.g_01839	Syai.g_02475
OG0000382	Prah.g_01859	Syai.g_02493
OG0000383	Prah.g_01861	Syai.g_02498
OG0000384	Prah.g_01862	Syai.g_02499
OG0000385	Prah.g_01863	Syai.g_02500
OG0000386	Prah.g_01864	Syai.g_02501
OG0000387	Prah.g_01888	Syai.g_02534
OG0000388	Prah.g_01892	Syai.g_02538
OG0000389	Prah.g_01896	Syai.g_02542
OG0000390	Prah.g_00194	Syai.g_02556
OG0000391	Prah.g_00189	Syai.g_02561
OG0000392	Prah.g_00183	Syai.g_02568
OG0000393	Prah.g_00175	Syai.g_02570
OG0000394	Prah.g_00174	Syai.g_02571
OG0000395	Prah.g_00173	Syai.g_02572
OG0000396	Prah.g_02252	Syai.g_02575
OG0000397	Prah.g_02254	Syai.g_02577
OG0000398	Prah.g_02259	Syai.g_02582
OG0000399	Prah.g_02260	Syai.g_02583
OG0000400	Prah.g_02261	Syai.g_02584
OG0000401	Prah.g_02262	Syai.g_02585
OG0000402	Prah.g_02264	Syai.g_02588
OG0000403	Prah.g_02265	Syai.g_02589
OG0000405	Prah.g_02280	Syai.g_02606
OG0000406	Prah.g_02284	Syai.g_02610
OG0000407	Prah.g_02285	Syai.g_02611
OG0000408	Prah.g_02287	Syai.g_02613
OG0000409	Prah.g_02289	Syai.g_02615
OG0000410	Prah.g_02290	Syai.g_02616
OG0000411	Prah.g_02291	Syai.g_02617
OG0000412	Prah.g_02292	Syai.g_02618
OG0000413	Prah.g_02294	Syai.g_02620
OG0000414	Prah.g_02295	Syai.g_02621
OG0000415	Prah.g_02296	Syai.g_02622
OG0000416	Prah.g_02297	Syai.g_02623
OG0000417	Prah.g_02298	Syai.g_02624
OG0000418	Prah.g_02303	Syai.g_02629
OG0000419	Prah.g_02305	Syai.g_02631
OG0000420	Prah.g_02306	Syai.g_02633
OG0000421	Prah.g_02310	Syai.g_02638
OG0000422	Prah.g_02311	Syai.g_02639
OG0000423	Prah.g_02312	Syai.g_02640
OG0000424	Prah.g_02313	Syai.g_02641
OG0000425	Prah.g_02314	Syai.g_02642
OG0000426	Prah.g_02315	Syai.g_02643
OG0000427	Prah.g_02316	Syai.g_02644
OG0000428	Prah.g_00709	Syai.g_02647
OG0000429	Prah.g_02321	Syai.g_02649
OG0000430	Prah.g_02323	Syai.g_02650
OG0000431	Prah.g_02334	Syai.g_02654
OG0000432	Prah.g_02341	Syai.g_02660
OG0000433	Prah.g_02344	Syai.g_02662
OG0000434	Prah.g_02345	Syai.g_02663
OG0000435	Prah.g_02350	Syai.g_02666
OG0000436	Prah.g_02356	Syai.g_02671
OG0000437	Prah.g_02357	Syai.g_02672
OG0000438	Prah.g_02358	Syai.g_02673
OG0000439	Prah.g_02360	Syai.g_02675
OG0000440	Prah.g_02361	Syai.g_02676
OG0000441	Prah.g_02364	Syai.g_02681
OG0000442	Prah.g_02365	Syai.g_02682
OG0000443	Prah.g_02370	Syai.g_02683
OG0000444	Prah.g_02418	Syai.g_02688
OG0000445	Prah.g_02417	Syai.g_02689
OG0000446	Prah.g_02415	Syai.g_02690
OG0000447	Prah.g_02411	Syai.g_02693
OG0000448	Prah.g_02410	Syai.g_02694
OG0000449	Prah.g_02409	Syai.g_02695
OG0000450	Prah.g_02403	Syai.g_02696
OG0000451	Prah.g_02402	Syai.g_02697
OG0000452	Prah.g_02398	Syai.g_02701
OG0000453	Prah.g_02397	Syai.g_02702
OG0000454	Prah.g_02396	Syai.g_02703
OG0000455	Prah.g_02395	Syai.g_02704
OG0000456	Prah.g_02394	Syai.g_02705
OG0000457	Prah.g_02392	Syai.g_02707
OG0000458	Prah.g_02391	Syai.g_02708
OG0000459	Prah.g_02390	Syai.g_02709
OG0000460	Prah.g_01781	Syai.g_00535
OG0000461	Prah.g_02074	Syai.g_00314
OG0000462	Prah.g_02078	Syai.g_00311
OG0000463	Prah.g_02079	Syai.g_00310
OG0000464	Prah.g_02080	Syai.g_00309
OG0000465	Prah.g_02082	Syai.g_00307
OG0000466	Prah.g_02087	Syai.g_00303
OG0000467	Prah.g_02089	Syai.g_00301
OG0000468	Prah.g_02098	Syai.g_00296
OG0000469	Prah.g_02111	Syai.g_00282
OG0000470	Prah.g_02114	Syai.g_00280
OG0000471	Prah.g_02115	Syai.g_00279
OG0000472	Prah.g_02117	Syai.g_00277
OG0000473	Prah.g_02119	Syai.g_00275
OG0000474	Prah.g_02120	Syai.g_00274
OG0000475	Prah.g_02121	Syai.g_00273
OG0000476	Prah.g_02123	Syai.g_00271
OG0000477	Prah.g_02128	Syai.g_00265
OG0000478	Prah.g_02129	Syai.g_00264
OG0000479	Prah.g_02130	Syai.g_00263
OG0000480	Prah.g_02137	Syai.g_00256
OG0000481	Prah.g_02139	Syai.g_00254
OG0000482	Prah.g_02140	Syai.g_00253
OG0000483	Prah.g_02144	Syai.g_00249
OG0000484	Prah.g_02145	Syai.g_00248
OG0000485	Prah.g_02146	Syai.g_00247
OG0000486	Prah.g_02147	Syai.g_00246
OG0000487	Prah.g_02152	Syai.g_00240
OG0000488	Prah.g_02156	Syai.g_00236
OG0000489	Prah.g_02167	Syai.g_00226
OG0000490	Prah.g_02172	Syai.g_00218
OG0000491	Prah.g_02173	Syai.g_00217
OG0000492	Prah.g_02175	Syai.g_00214
OG0000493	Prah.g_02176	Syai.g_00213
OG0000494	Prah.g_02177	Syai.g_00212
OG0000495	Prah.g_02178	Syai.g_00211
OG0000496	Prah.g_02179	Syai.g_00210
OG0000497	Prah.g_02180	Syai.g_00209
OG0000498	Prah.g_02181	Syai.g_00208
OG0000499	Prah.g_02182	Syai.g_00207
OG0000500	Prah.g_02183	Syai.g_00206
OG0000501	Prah.g_02186	Syai.g_00203
OG0000502	Prah.g_02199	Syai.g_00192
OG0000503	Prah.g_01940	Syai.g_00486
OG0000504	Prah.g_01938	Syai.g_00488
OG0000505	Prah.g_01937	Syai.g_00489
OG0000506	Prah.g_01935	Syai.g_00491
OG0000507	Prah.g_01930	Syai.g_00497
OG0000508	Prah.g_01922	Syai.g_00501
OG0000509	Prah.g_01920	Syai.g_00503
OG0000510	Prah.g_01919	Syai.g_00504
OG0000511	Prah.g_01918	Syai.g_00505
OG0000512	Prah.g_01916	Syai.g_00507
OG0000513	Prah.g_00209	Syai.g_00521
OG0000514	Prah.g_00218	Syai.g_00528
OG0000515	Prah.g_00219	Syai.g_00529
OG0000516	Prah.g_00221	Syai.g_02223
OG0000517	Prah.g_00229	Syai.g_02229
OG0000518	Prah.g_00241	Syai.g_02211
OG0000519	Prah.g_00242	Syai.g_02210
OG0000520	Prah.g_00247	Syai.g_02209
OG0000521	Prah.g_00255	Syai.g_00842
OG0000522	Prah.g_00257	Syai.g_00844
OG0000523	Prah.g_00258	Syai.g_00845
OG0000524	Prah.g_00290	Syai.g_00852
OG0000525	Prah.g_00304	Syai.g_00856
OG0000526	Prah.g_00306	Syai.g_00859
OG0000527	Prah.g_00310	Syai.g_00863
OG0000528	Prah.g_01572	Syai.g_00633
OG0000529	Prah.g_01565	Syai.g_00639
OG0000530	Prah.g_01562	Syai.g_00642
OG0000531	Prah.g_01561	Syai.g_00643
OG0000532	Prah.g_01558	Syai.g_00646
OG0000533	Prah.g_01556	Syai.g_00647
OG0000534	Prah.g_01555	Syai.g_00648
OG0000535	Prah.g_01554	Syai.g_00649
OG0000536	Prah.g_01553	Syai.g_00650
OG0000537	Prah.g_01552	Syai.g_00651
OG0000538	Prah.g_01541	Syai.g_00662
OG0000539	Prah.g_01540	Syai.g_00663
OG0000540	Prah.g_01539	Syai.g_00664
OG0000541	Prah.g_01538	Syai.g_00665
OG0000542	Prah.g_01535	Syai.g_00668
OG0000543	Prah.g_01533	Syai.g_00670
OG0000544	Prah.g_01532	Syai.g_00671
OG0000545	Prah.g_01530	Syai.g_00673
OG0000546	Prah.g_01528	Syai.g_00675
OG0000547	Prah.g_01526	Syai.g_00677
OG0000548	Prah.g_01525	Syai.g_00678
OG0000549	Prah.g_01519	Syai.g_00684
OG0000550	Prah.g_01514	Syai.g_00689
OG0000551	Prah.g_01510	Syai.g_00694
OG0000552	Prah.g_01509	Syai.g_00695
OG0000553	Prah.g_01505	Syai.g_00698
OG0000554	Prah.g_01500	Syai.g_00708
OG0000555	Prah.g_01480	Syai.g_00725
OG0000556	Prah.g_01474	Syai.g_00728
OG0000557	Prah.g_01473	Syai.g_00730
OG0000558	Prah.g_01470	Syai.g_00732
OG0000559	Prah.g_01466	Syai.g_00736
OG0000560	Prah.g_01463	Syai.g_00739
OG0000561	Prah.g_01462	Syai.g_00740
OG0000562	Prah.g_01461	Syai.g_00741
OG0000563	Prah.g_01460	Syai.g_00742
OG0000564	Prah.g_01459	Syai.g_00743
OG0000565	Prah.g_01457	Syai.g_00746
OG0000566	Prah.g_01452	Syai.g_00750
OG0000567	Prah.g_01448	Syai.g_00754
OG0000568	Prah.g_01446	Syai.g_00758
OG0000569	Prah.g_01445	Syai.g_00759
OG0000570	Prah.g_01444	Syai.g_00760
OG0000571	Prah.g_01441	Syai.g_00764
OG0000572	Prah.g_01425	Syai.g_00782
OG0000573	Prah.g_01416	Syai.g_00790
OG0000574	Prah.g_01415	Syai.g_00796
OG0000575	Prah.g_01406	Syai.g_00800
OG0000576	Prah.g_01404	Syai.g_00802
OG0000577	Prah.g_01403	Syai.g_00803
OG0000578	Prah.g_01402	Syai.g_00804
OG0000579	Prah.g_01401	Syai.g_00805
OG0000580	Prah.g_01400	Syai.g_00806
OG0000581	Prah.g_01396	Syai.g_00812
OG0000582	Prah.g_01392	Syai.g_01042
