Orthogroup	Prah	Praf
OG0000214	Prah.g_02118	Praf.g_02263
OG0000215	Prah.g_02148	Praf.g_02293
OG0000216	Prah.g_02151	Praf.g_02296
OG0000217	Prah.g_02155	Praf.g_02300
OG0000218	Prah.g_02157	Praf.g_02302
OG0000219	Prah.g_02158	Praf.g_02303
OG0000220	Prah.g_02159	Praf.g_02304
OG0000221	Prah.g_02166	Praf.g_02314
OG0000222	Prah.g_02174	Praf.g_02323
OG0000223	Prah.g_02197	Praf.g_02347
OG0000224	Prah.g_02207	Praf.g_02358
OG0000225	Prah.g_01921	Praf.g_02030
OG0000226	Prah.g_01917	Praf.g_02026
OG0000227	Prah.g_01915	Praf.g_02024
OG0000228	Prah.g_00204	Praf.g_02016
OG0000229	Prah.g_00230	Praf.g_01989
OG0000230	Prah.g_00232	Praf.g_01987
OG0000231	Prah.g_00251	Praf.g_01963
OG0000232	Prah.g_00261	Praf.g_01952
OG0000233	Prah.g_00294	Praf.g_01938
OG0000234	Prah.g_00313, Prah.g_00314	Praf.g_01905
OG0000235	Prah.g_01567	Praf.g_00594
OG0000236	Prah.g_01551	Praf.g_00610
OG0000237	Prah.g_01534	Praf.g_00627
OG0000238	Prah.g_01529	Praf.g_00631
OG0000239	Prah.g_01513	Praf.g_00647
OG0000240	Prah.g_01512	Praf.g_00648
OG0000241	Prah.g_01094	Praf.g_01177
OG0000242	Prah.g_00108, Prah.g_01503	Praf.g_00658
OG0000243	Prah.g_01476	Praf.g_00681
OG0000244	Prah.g_01472	Praf.g_00685
OG0000245	Prah.g_01469	Praf.g_00688
OG0000246	Prah.g_01465	Praf.g_00692
OG0000247	Prah.g_01454	Praf.g_00703
OG0000248	Prah.g_01451	Praf.g_00706
OG0000249	Prah.g_01449	Praf.g_00708
OG0000250	Prah.g_01443	Praf.g_00714
OG0000251	Prah.g_01417	Praf.g_00739
OG0000252	Prah.g_01414	Praf.g_00742
OG0000253	Prah.g_01408	Praf.g_00749
OG0000254	Prah.g_01389	Praf.g_00768
OG0000255	Prah.g_00530	Praf.g_01662
OG0000256	Prah.g_00516	Praf.g_01676
OG0000257	Prah.g_00509	Praf.g_01685
OG0000258	Prah.g_00486	Praf.g_01708
OG0000259	Prah.g_00457	Praf.g_01736
OG0000260	Prah.g_00454	Praf.g_01739
OG0000261	Prah.g_00451	Praf.g_01742
OG0000262	Prah.g_00445	Praf.g_01748
OG0000263	Prah.g_02413	Praf.g_02570
OG0000264	Prah.g_00974	Praf.g_01218, Praf.g_01219
OG0000265	Prah.g_00958	Praf.g_01238
OG0000265	Prah.g_00887	Praf.g_01302
OG0000266	Prah.g_00876	Praf.g_01313
OG0000267	Prah.g_00751	Praf.g_01436
OG0000268	Prah.g_00752	Praf.g_01435
OG0000269	Prah.g_00672	Praf.g_01525
OG0000270	Prah.g_00669	Praf.g_01528
OG0000271	Prah.g_00661	Praf.g_01536
OG0000272	Prah.g_00660	Praf.g_01537
OG0000273	Prah.g_00609	Praf.g_01585
OG0000274	Prah.g_00608	Praf.g_01586
OG0000275	Prah.g_00605	Praf.g_01590
OG0000276	Prah.g_00599	Praf.g_01596
OG0000277	Prah.g_00598	Praf.g_01597
OG0000278	Prah.g_00595	Praf.g_01600
OG0000279	Prah.g_00587	Praf.g_01608
OG0000280	Prah.g_00581	Praf.g_01614
OG0000281	Prah.g_00566	Praf.g_01627
OG0000282	Prah.g_00731	Praf.g_01463
OG0000283	Prah.g_00761	Praf.g_01426
OG0000284	Prah.g_00767	Praf.g_01420
OG0000285	Prah.g_01178	Praf.g_01006
OG0000286	Prah.g_00795	Praf.g_01393
OG0000287	Prah.g_01131	Praf.g_01073
OG0000288	Prah.g_00851	Praf.g_01338
OG0000289	Prah.g_00864	Praf.g_01325
OG0000290	Prah.g_00912	Praf.g_01277
OG0000291	Prah.g_00914	Praf.g_01275
OG0000292	Prah.g_02597	Praf.g_02776
OG0000293	Prah.g_01336	Praf.g_00826
OG0000294	Prah.g_01335	Praf.g_00827
OG0000295	Prah.g_01298	Praf.g_00879
OG0000296	Prah.g_01296	Praf.g_00881
OG0000297	Prah.g_01259	Praf.g_00917
OG0000298	Prah.g_01258	Praf.g_00918
OG0000299	Prah.g_01268	Praf.g_00908
OG0000300	Prah.g_01275	Praf.g_00902
OG0000301	Prah.g_01276	Praf.g_00901
OG0000302	Prah.g_01279	Praf.g_00898
OG0000303	Prah.g_01289	Praf.g_00888
OG0000304	Prah.g_01237, Prah.g_01238	Praf.g_00938
OG0000305	Prah.g_00918	Praf.g_01271
OG0000306	Prah.g_00560	Praf.g_01635
OG0000307	Prah.g_01584	Praf.g_00575
OG0000308	Prah.g_01586	Praf.g_00573
OG0000309	Prah.g_01590	Praf.g_00569
OG0000310	Prah.g_00428	Praf.g_01772
OG0000311	Prah.g_00424	Praf.g_01778, Praf.g_01776
OG0000312	Prah.g_00420	Praf.g_01782
OG0000313	Prah.g_00402	Praf.g_01802
OG0000314	Prah.g_00371	Praf.g_01837
OG0000315	Prah.g_00361	Praf.g_01848
OG0000316	Prah.g_01631	Praf.g_00526
OG0000317	Prah.g_01672	Praf.g_00485
OG0000318	Prah.g_01677	Praf.g_00479
OG0000319	Prah.g_01694	Praf.g_00464
OG0000320	Prah.g_01696	Praf.g_00462
OG0000321	Prah.g_01697	Praf.g_00461
OG0000322	Prah.g_01698	Praf.g_00460
OG0000323	Prah.g_01710	Praf.g_00449
OG0000324	Prah.g_01744	Praf.g_00419
OG0000325	Prah.g_02071	Praf.g_02200
OG0000326	Prah.g_02064	Praf.g_02193
OG0000327	Prah.g_02038	Praf.g_02162
OG0000328	Prah.g_02037	Praf.g_02161
OG0000329	Prah.g_02020	Praf.g_02144
OG0000330	Prah.g_02019	Praf.g_02143
OG0000331	Prah.g_02018	Praf.g_02142
OG0000332	Prah.g_02003	Praf.g_02127
OG0000333	Prah.g_02001	Praf.g_02125
OG0000334	Prah.g_01991	Praf.g_02112
OG0000335	Prah.g_01986	Praf.g_02107
OG0000336	Prah.g_01982	Praf.g_02103
OG0000337	Prah.g_02224	Praf.g_02372
OG0000338	Prah.g_02227	Praf.g_02375
OG0000339	Prah.g_02234	Praf.g_02386
OG0000340	Prah.g_02244	Praf.g_02396
OG0000341	Prah.g_02246	Praf.g_02398
OG0000342	Prah.g_02247	Praf.g_02399
OG0000343	Prah.g_00168	Praf.g_00196
OG0000344	Prah.g_00165	Praf.g_00193
OG0000345	Prah.g_00154	Praf.g_00182
OG0000346	Prah.g_00149	Praf.g_00177
OG0000347	Prah.g_00089	Praf.g_00152
OG0000348	Prah.g_00078	Praf.g_00081
OG0000349	Prah.g_00053	Praf.g_00054
OG0000350	Prah.g_02533	Praf.g_02699
OG0000351	Prah.g_02578	Praf.g_02757
OG0000352	Prah.g_02579	Praf.g_02758
OG0000353	Prah.g_02603	Praf.g_02782
OG0000354	Prah.g_01523	Praf.g_00637
OG0000354	Prah.g_00020	Praf.g_00019
OG0000355	Prah.g_00002	Praf.g_00001
OG0000356	Prah.g_00003	Praf.g_00002
OG0000357	Prah.g_00004	Praf.g_00003
OG0000358	Prah.g_00008	Praf.g_00007
OG0000359	Prah.g_00010	Praf.g_00009
OG0000360	Prah.g_00011	Praf.g_00010
OG0000361	Prah.g_00012	Praf.g_00011
OG0000362	Prah.g_00014	Praf.g_00013
OG0000363	Prah.g_00016	Praf.g_00015
OG0000364	Prah.g_00017	Praf.g_00016
OG0000365	Prah.g_00026	Praf.g_00025
OG0000366	Prah.g_00027	Praf.g_00026
OG0000367	Prah.g_00028	Praf.g_00027
OG0000368	Prah.g_00030	Praf.g_00029
OG0000369	Prah.g_00031	Praf.g_00030
OG0000370	Prah.g_00032	Praf.g_00031
OG0000371	Prah.g_00041	Praf.g_00040
OG0000372	Prah.g_00046	Praf.g_00045
OG0000373	Prah.g_00047	Praf.g_00046
OG0000374	Prah.g_00048	Praf.g_00047
OG0000375	Prah.g_00049	Praf.g_00050
OG0000376	Prah.g_00051	Praf.g_00052
OG0000377	Prah.g_02485	Praf.g_02618
OG0000378	Prah.g_02471	Praf.g_02605
OG0000379	Prah.g_02457	Praf.g_02601
OG0000380	Prah.g_01834	Praf.g_00325
OG0000381	Prah.g_01839	Praf.g_00320
OG0000382	Prah.g_01859	Praf.g_00304
OG0000383	Prah.g_01861	Praf.g_00302
OG0000384	Prah.g_01862	Praf.g_00301
OG0000385	Prah.g_01863	Praf.g_00300
OG0000386	Prah.g_01864	Praf.g_00299
OG0000387	Prah.g_01888	Praf.g_00253
OG0000388	Prah.g_01892	Praf.g_00249
OG0000389	Prah.g_01896	Praf.g_00245
OG0000390	Prah.g_00194	Praf.g_00224
OG0000391	Prah.g_00189	Praf.g_00219
OG0000392	Prah.g_00183	Praf.g_00214
OG0000393	Prah.g_00175	Praf.g_00209
OG0000394	Prah.g_00174	Praf.g_00208
OG0000395	Prah.g_00173	Praf.g_00207
OG0000396	Prah.g_02252	Praf.g_02403
OG0000397	Prah.g_02254	Praf.g_02405
OG0000398	Prah.g_02259	Praf.g_02410
OG0000399	Prah.g_02260	Praf.g_02411
OG0000400	Prah.g_02261	Praf.g_02412
OG0000401	Prah.g_02262	Praf.g_02413
OG0000402	Prah.g_02264	Praf.g_02415
OG0000403	Prah.g_02265	Praf.g_02416
OG0000405	Prah.g_02280	Praf.g_02430
OG0000406	Prah.g_02284	Praf.g_02434
OG0000407	Prah.g_02285	Praf.g_02435
OG0000408	Prah.g_02287	Praf.g_02437
OG0000409	Prah.g_02289	Praf.g_02439
OG0000410	Prah.g_02290	Praf.g_02440
OG0000411	Prah.g_02291	Praf.g_02441
OG0000412	Prah.g_02292	Praf.g_02442
OG0000413	Prah.g_02294	Praf.g_02444
OG0000414	Prah.g_02295	Praf.g_02445
OG0000415	Prah.g_02296	Praf.g_02446
OG0000416	Prah.g_02297	Praf.g_02447
OG0000417	Prah.g_02298	Praf.g_02448
OG0000418	Prah.g_02303	Praf.g_02453
OG0000419	Prah.g_02305	Praf.g_02455
OG0000420	Prah.g_02306	Praf.g_02456
OG0000421	Prah.g_02310	Praf.g_02470
OG0000422	Prah.g_02311	Praf.g_02471
OG0000423	Prah.g_02312	Praf.g_02472
OG0000424	Prah.g_02313	Praf.g_02473
OG0000425	Prah.g_02314	Praf.g_02474
OG0000426	Prah.g_02315	Praf.g_02475
OG0000427	Prah.g_02316	Praf.g_02476
OG0000428	Prah.g_00709	Praf.g_01486
OG0000429	Prah.g_02321	Praf.g_02489
OG0000430	Prah.g_02323	Praf.g_02491
OG0000431	Prah.g_02334	Praf.g_02495
OG0000432	Prah.g_02341	Praf.g_02502
OG0000433	Prah.g_02344	Praf.g_02505
OG0000434	Prah.g_02345	Praf.g_02506
OG0000435	Prah.g_02350	Praf.g_02509
OG0000436	Prah.g_02356	Praf.g_02515
OG0000437	Prah.g_02357	Praf.g_02516
OG0000438	Prah.g_02358	Praf.g_02517
OG0000439	Prah.g_02360	Praf.g_02519
OG0000440	Prah.g_02361	Praf.g_02520
OG0000441	Prah.g_02364	Praf.g_02524
OG0000442	Prah.g_02365	Praf.g_02525
OG0000443	Prah.g_02370	Praf.g_02531
OG0000444	Prah.g_02418	Praf.g_02575
OG0000445	Prah.g_02417	Praf.g_02574
OG0000446	Prah.g_02415	Praf.g_02572
OG0000447	Prah.g_02411	Praf.g_02568
OG0000448	Prah.g_02410	Praf.g_02567
OG0000449	Prah.g_02409	Praf.g_02566
OG0000450	Prah.g_02403	Praf.g_02560
OG0000451	Prah.g_02402	Praf.g_02559
OG0000452	Prah.g_02398	Praf.g_02555
OG0000453	Prah.g_02397	Praf.g_02554
OG0000454	Prah.g_02396	Praf.g_02553
OG0000455	Prah.g_02395	Praf.g_02552
OG0000456	Prah.g_02394	Praf.g_02551
OG0000457	Prah.g_02392	Praf.g_02549
OG0000458	Prah.g_02391	Praf.g_02548
OG0000459	Prah.g_02390	Praf.g_02547
OG0000460	Prah.g_01781	Praf.g_00379
OG0000461	Prah.g_02074	Praf.g_02203
OG0000462	Prah.g_02078	Praf.g_02207
OG0000463	Prah.g_02079	Praf.g_02208
OG0000464	Prah.g_02080	Praf.g_02209
OG0000465	Prah.g_02082	Praf.g_02210
OG0000466	Prah.g_02087	Praf.g_02215
OG0000467	Prah.g_02089	Praf.g_02217
OG0000468	Prah.g_02098	Praf.g_02242
OG0000469	Prah.g_02111	Praf.g_02255
OG0000470	Prah.g_02114	Praf.g_02259
OG0000471	Prah.g_02115	Praf.g_02260
OG0000472	Prah.g_02117	Praf.g_02262
OG0000473	Prah.g_02119	Praf.g_02264
OG0000474	Prah.g_02120	Praf.g_02265
OG0000475	Prah.g_02121	Praf.g_02266
OG0000476	Prah.g_02123	Praf.g_02268
OG0000477	Prah.g_02128	Praf.g_02273
OG0000478	Prah.g_02129	Praf.g_02274
OG0000479	Prah.g_02130	Praf.g_02275
OG0000480	Prah.g_02137	Praf.g_02282
OG0000481	Prah.g_02139	Praf.g_02284
OG0000482	Prah.g_02140	Praf.g_02285
OG0000483	Prah.g_02144	Praf.g_02289
OG0000484	Prah.g_02145	Praf.g_02290
OG0000485	Prah.g_02146	Praf.g_02291
OG0000486	Prah.g_02147	Praf.g_02292
OG0000487	Prah.g_02152	Praf.g_02297
OG0000488	Prah.g_02156	Praf.g_02301
OG0000489	Prah.g_02167	Praf.g_02315
OG0000490	Prah.g_02172	Praf.g_02321
OG0000491	Prah.g_02173	Praf.g_02322
OG0000492	Prah.g_02175	Praf.g_02324
OG0000493	Prah.g_02176	Praf.g_02325
OG0000494	Prah.g_02177	Praf.g_02326
OG0000495	Prah.g_02178	Praf.g_02327
OG0000496	Prah.g_02179	Praf.g_02328
OG0000497	Prah.g_02180	Praf.g_02329
OG0000498	Prah.g_02181	Praf.g_02330
OG0000499	Prah.g_02182	Praf.g_02331
OG0000500	Prah.g_02183	Praf.g_02332
OG0000501	Prah.g_02186	Praf.g_02335
OG0000502	Prah.g_02199	Praf.g_02349
OG0000503	Prah.g_01940	Praf.g_02054
OG0000504	Prah.g_01938	Praf.g_02052
OG0000505	Prah.g_01937	Praf.g_02051
OG0000506	Prah.g_01935	Praf.g_02049
OG0000507	Prah.g_01930	Praf.g_02045
OG0000508	Prah.g_01922	Praf.g_02031
OG0000509	Prah.g_01920	Praf.g_02029
OG0000510	Prah.g_01919	Praf.g_02028
OG0000511	Prah.g_01918	Praf.g_02027
OG0000512	Prah.g_01916	Praf.g_02025
OG0000513	Prah.g_00209	Praf.g_02011
OG0000514	Prah.g_00218	Praf.g_02002
OG0000515	Prah.g_00219	Praf.g_02001
OG0000516	Prah.g_00221	Praf.g_01999
OG0000517	Prah.g_00229	Praf.g_01990
OG0000518	Prah.g_00241	Praf.g_01978
OG0000519	Prah.g_00242	Praf.g_01977
OG0000520	Prah.g_00247	Praf.g_01972
OG0000521	Prah.g_00255	Praf.g_01959
OG0000522	Prah.g_00257	Praf.g_01957
OG0000523	Prah.g_00258	Praf.g_01956
OG0000524	Prah.g_00290	Praf.g_01942
OG0000525	Prah.g_00304	Praf.g_01915
OG0000526	Prah.g_00306	Praf.g_01913
OG0000527	Prah.g_00310	Praf.g_01909
OG0000528	Prah.g_01572	Praf.g_00589
OG0000529	Prah.g_01565	Praf.g_00596
OG0000530	Prah.g_01562	Praf.g_00599
OG0000531	Prah.g_01561	Praf.g_00600
OG0000532	Prah.g_01558	Praf.g_00603
OG0000533	Prah.g_01556	Praf.g_00605
