Orthogroup	Prah	Syal
OG0000413	Prah.g_02294	Syal.g_00898
OG0000414	Prah.g_02295	Syal.g_00899
OG0000415	Prah.g_02296	Syal.g_00900
OG0000416	Prah.g_02297	Syal.g_00901
OG0000417	Prah.g_02298	Syal.g_00902
OG0000418	Prah.g_02303	Syal.g_00907
OG0000419	Prah.g_02305	Syal.g_00909
OG0000420	Prah.g_02306	Syal.g_00911
OG0000421	Prah.g_02310	Syal.g_00916
OG0000422	Prah.g_02311	Syal.g_00917
OG0000423	Prah.g_02312	Syal.g_00918
OG0000424	Prah.g_02313	Syal.g_00919
OG0000425	Prah.g_02314	Syal.g_00920
OG0000426	Prah.g_02315	Syal.g_00921
OG0000427	Prah.g_02316	Syal.g_00922
OG0000428	Prah.g_00709	Syal.g_00925
OG0000429	Prah.g_02321	Syal.g_00929
OG0000430	Prah.g_02323	Syal.g_00931
OG0000431	Prah.g_02334	Syal.g_00934
OG0000432	Prah.g_02341	Syal.g_00940
OG0000433	Prah.g_02344	Syal.g_00943
OG0000434	Prah.g_02345	Syal.g_00944
OG0000435	Prah.g_02350	Syal.g_00946
OG0000436	Prah.g_02356	Syal.g_00953
OG0000437	Prah.g_02357	Syal.g_00954
OG0000438	Prah.g_02358	Syal.g_00955
OG0000439	Prah.g_02360	Syal.g_00957
OG0000440	Prah.g_02361	Syal.g_00958
OG0000441	Prah.g_02364	Syal.g_00962
OG0000442	Prah.g_02365	Syal.g_00964
OG0000443	Prah.g_02370	Syal.g_00966
OG0000444	Prah.g_02418	Syal.g_00978
OG0000445	Prah.g_02417	Syal.g_00979
OG0000446	Prah.g_02415	Syal.g_00981
OG0000447	Prah.g_02411	Syal.g_00989
OG0000448	Prah.g_02410	Syal.g_00990
OG0000449	Prah.g_02409	Syal.g_00991
OG0000450	Prah.g_02403	Syal.g_00997
OG0000451	Prah.g_02402	Syal.g_00998
OG0000452	Prah.g_02398	Syal.g_01002
OG0000453	Prah.g_02397	Syal.g_01003
OG0000454	Prah.g_02396	Syal.g_01004
OG0000455	Prah.g_02395	Syal.g_01005
OG0000456	Prah.g_02394	Syal.g_01006
OG0000457	Prah.g_02392	Syal.g_01008
OG0000458	Prah.g_02391	Syal.g_01009
OG0000459	Prah.g_02390	Syal.g_01010
OG0000460	Prah.g_01781	Syal.g_00686
OG0000461	Prah.g_02074	Syal.g_01199
OG0000462	Prah.g_02078	Syal.g_01202
OG0000463	Prah.g_02079	Syal.g_01203
OG0000464	Prah.g_02080	Syal.g_01204
OG0000465	Prah.g_02082	Syal.g_01205
OG0000466	Prah.g_02087	Syal.g_01210
OG0000467	Prah.g_02089	Syal.g_01212
OG0000468	Prah.g_02098	Syal.g_01225
OG0000469	Prah.g_02111	Syal.g_01240
OG0000470	Prah.g_02114	Syal.g_01242
OG0000471	Prah.g_02115	Syal.g_01243
OG0000472	Prah.g_02117	Syal.g_01245
OG0000473	Prah.g_02119	Syal.g_01247
OG0000474	Prah.g_02120	Syal.g_01248
OG0000475	Prah.g_02121	Syal.g_01249
OG0000476	Prah.g_02123	Syal.g_01251
OG0000477	Prah.g_02128	Syal.g_01257
OG0000478	Prah.g_02129	Syal.g_01258
OG0000479	Prah.g_02130	Syal.g_01259
OG0000480	Prah.g_02137	Syal.g_01266
OG0000481	Prah.g_02139	Syal.g_01268
OG0000482	Prah.g_02140	Syal.g_01269
OG0000483	Prah.g_02144	Syal.g_01273
OG0000484	Prah.g_02145	Syal.g_01274
OG0000485	Prah.g_02146	Syal.g_01275
OG0000486	Prah.g_02147	Syal.g_01276
OG0000487	Prah.g_02152	Syal.g_01282
OG0000488	Prah.g_02156	Syal.g_01286
OG0000489	Prah.g_02167	Syal.g_01298
OG0000490	Prah.g_02172	Syal.g_01307
OG0000491	Prah.g_02173	Syal.g_01308
OG0000492	Prah.g_02175	Syal.g_01310
OG0000493	Prah.g_02176	Syal.g_01311
OG0000494	Prah.g_02177	Syal.g_01312
OG0000495	Prah.g_02178	Syal.g_01313
OG0000496	Prah.g_02179	Syal.g_01314
OG0000497	Prah.g_02180	Syal.g_01315
OG0000498	Prah.g_02181	Syal.g_01316
OG0000499	Prah.g_02182	Syal.g_01317
OG0000500	Prah.g_02183	Syal.g_01318
OG0000501	Prah.g_02186	Syal.g_01321
OG0000502	Prah.g_02199	Syal.g_01328
OG0000503	Prah.g_01940	Syal.g_00347
OG0000504	Prah.g_01938	Syal.g_00349
OG0000505	Prah.g_01937	Syal.g_00350
OG0000506	Prah.g_01935	Syal.g_00352
OG0000507	Prah.g_01930	Syal.g_00358
OG0000508	Prah.g_01922	Syal.g_00362
OG0000509	Prah.g_01920	Syal.g_00364
OG0000510	Prah.g_01919	Syal.g_00365
OG0000511	Prah.g_01918	Syal.g_00366
OG0000512	Prah.g_01916	Syal.g_00368
OG0000513	Prah.g_00209	Syal.g_00551
OG0000514	Prah.g_00218	Syal.g_00539
OG0000515	Prah.g_00219	Syal.g_00538
OG0000516	Prah.g_00221	Syal.g_00534
OG0000517	Prah.g_00229	Syal.g_00526
OG0000518	Prah.g_00241	Syal.g_00514
OG0000519	Prah.g_00242	Syal.g_00513
OG0000520	Prah.g_00247	Syal.g_00512
OG0000521	Prah.g_00255	Syal.g_00502
OG0000522	Prah.g_00257	Syal.g_00500
OG0000523	Prah.g_00258	Syal.g_00499
OG0000524	Prah.g_00290	Syal.g_00491
OG0000525	Prah.g_00304	Syal.g_00473
OG0000526	Prah.g_00306	Syal.g_00471
OG0000527	Prah.g_00310	Syal.g_00465
OG0000528	Prah.g_01572	Syal.g_02893
OG0000529	Prah.g_01565	Syal.g_02898
OG0000530	Prah.g_01562	Syal.g_02901
OG0000531	Prah.g_01561	Syal.g_02902
OG0000532	Prah.g_01558	Syal.g_02905
OG0000533	Prah.g_01556	Syal.g_02907
OG0000534	Prah.g_01555	Syal.g_02908
OG0000535	Prah.g_01554	Syal.g_02909
OG0000536	Prah.g_01553	Syal.g_02910
OG0000537	Prah.g_01552	Syal.g_02911
OG0000538	Prah.g_01541	Syal.g_02923
OG0000539	Prah.g_01540	Syal.g_02924
OG0000540	Prah.g_01539	Syal.g_02925
OG0000541	Prah.g_01538	Syal.g_02926
OG0000542	Prah.g_01535	Syal.g_02929
OG0000543	Prah.g_01533	Syal.g_02931
OG0000544	Prah.g_01532	Syal.g_02932
OG0000545	Prah.g_01530	Syal.g_02934
OG0000546	Prah.g_01528	Syal.g_02936
OG0000547	Prah.g_01526	Syal.g_02938
OG0000548	Prah.g_01525	Syal.g_02939
OG0000549	Prah.g_01519	Syal.g_02945
OG0000550	Prah.g_01514	Syal.g_02949
OG0000551	Prah.g_01510	Syal.g_02953
OG0000552	Prah.g_01509	Syal.g_02954
OG0000553	Prah.g_01505	Syal.g_02843
OG0000554	Prah.g_01500	Syal.g_02837
OG0000555	Prah.g_01480	Syal.g_02823
OG0000556	Prah.g_01474	Syal.g_02819
OG0000557	Prah.g_01473	Syal.g_02816
OG0000558	Prah.g_01470	Syal.g_02814
OG0000559	Prah.g_01466	Syal.g_02305, Syal.g_02810
OG0000560	Prah.g_01463	Syal.g_02807
OG0000561	Prah.g_01462	Syal.g_02806
OG0000562	Prah.g_01461	Syal.g_02805
OG0000563	Prah.g_01460	Syal.g_02804
OG0000564	Prah.g_01459	Syal.g_02803
OG0000565	Prah.g_01457	Syal.g_02799
OG0000566	Prah.g_01452	Syal.g_02795
OG0000567	Prah.g_01448	Syal.g_02791
OG0000568	Prah.g_01446	Syal.g_02789
OG0000569	Prah.g_01445	Syal.g_02788
OG0000570	Prah.g_01444	Syal.g_02787
OG0000571	Prah.g_01441	Syal.g_02784
OG0000572	Prah.g_01425	Syal.g_02767
OG0000573	Prah.g_01416	Syal.g_02759
OG0000574	Prah.g_01415	Syal.g_02758
OG0000575	Prah.g_01406	Syal.g_02753
OG0000576	Prah.g_01404	Syal.g_02751
OG0000577	Prah.g_01403	Syal.g_02750
OG0000578	Prah.g_01402	Syal.g_02749
OG0000579	Prah.g_01401	Syal.g_02748
OG0000580	Prah.g_01400	Syal.g_02747
