Orthogroup	Prah	Syad
OG0000197	Prah.g_02300	Syad.g_02895
OG0000198	Prah.g_02301	Syad.g_02896
OG0000199	Prah.g_02308	Syad.g_02904
OG0000200	Prah.g_02324	Syad.g_02921
OG0000201	Prah.g_02352	Syad.g_02937
OG0000202	Prah.g_02353	Syad.g_02938
OG0000203	Prah.g_02354	Syad.g_02939
OG0000204	Prah.g_02355	Syad.g_02940
OG0000205	Prah.g_02362	Syad.g_02948
OG0000206	Prah.g_02371	Syad.g_02955
OG0000207	Prah.g_02420	Syad.g_02957
OG0000208	Prah.g_02419	Syad.g_02958
OG0000209	Prah.g_02400	Syad.g_02981
OG0000210	Prah.g_02399	Syad.g_02982
OG0000211	Prah.g_01782	Syad.g_00813
OG0000212	Prah.g_01772	Syad.g_00825
OG0000213	Prah.g_02101	Syad.g_00556
OG0000214	Prah.g_02118	Syad.g_00538
OG0000215	Prah.g_02148	Syad.g_00508
OG0000216	Prah.g_02151	Syad.g_00285
OG0000217	Prah.g_02155	Syad.g_00500
OG0000218	Prah.g_02157	Syad.g_00498
OG0000219	Prah.g_02158	Syad.g_00497
OG0000220	Prah.g_02159	Syad.g_00496
OG0000221	Prah.g_02166	Syad.g_00488
OG0000222	Prah.g_02174	Syad.g_00473
OG0000223	Prah.g_02197	Syad.g_00451
OG0000224	Prah.g_02207	Syad.g_00444
OG0000225	Prah.g_01921	Syad.g_00777
OG0000226	Prah.g_01917	Syad.g_00781
OG0000227	Prah.g_01915	Syad.g_00783
OG0000228	Prah.g_00204	Syad.g_00784
OG0000229	Prah.g_00230	Syad.g_02450
OG0000230	Prah.g_00232	Syad.g_02448
OG0000231	Prah.g_00251	Syad.g_02436
OG0000232	Prah.g_00261	Syad.g_02392
OG0000233	Prah.g_00294	Syad.g_02382
OG0000234	Prah.g_00313, Prah.g_00314	Syad.g_02351
OG0000235	Prah.g_01567	Syad.g_00903
OG0000236	Prah.g_01551	Syad.g_00918
OG0000237	Prah.g_01534	Syad.g_00936
OG0000238	Prah.g_01529	Syad.g_00941
OG0000239	Prah.g_01513	Syad.g_00957
OG0000240	Prah.g_01512	Syad.g_00958
OG0000241	Prah.g_01094	Syad.g_02160
OG0000242	Prah.g_00108, Prah.g_01503	Syad.g_00975
OG0000243	Prah.g_01476	Syad.g_01000
OG0000244	Prah.g_01472	Syad.g_01012
OG0000245	Prah.g_01469	Syad.g_01014
OG0000246	Prah.g_01465	Syad.g_01017
OG0000247	Prah.g_01454	Syad.g_01029
OG0000248	Prah.g_01451	Syad.g_01032
OG0000249	Prah.g_01449	Syad.g_01034
OG0000250	Prah.g_01443	Syad.g_01044
OG0000251	Prah.g_01417	Syad.g_01071
OG0000252	Prah.g_01414	Syad.g_01078
OG0000253	Prah.g_01408	Syad.g_01081
OG0000254	Prah.g_01389	Syad.g_02203
OG0000255	Prah.g_00530	Syad.g_02185
OG0000256	Prah.g_00516	Syad.g_02167
OG0000257	Prah.g_00509	Syad.g_02161
OG0000258	Prah.g_00486	Syad.g_02143
OG0000259	Prah.g_00457	Syad.g_01576
OG0000260	Prah.g_00454	Syad.g_01587
OG0000261	Prah.g_00451	Syad.g_01590
OG0000262	Prah.g_00445	Syad.g_01595
OG0000263	Prah.g_02413	Syad.g_01475
OG0000264	Prah.g_00974	Syad.g_01360
OG0000265	Prah.g_00958	Syad.g_01383
OG0000266	Prah.g_00876	Syad.g_01804
OG0000267	Prah.g_00751	Syad.g_01645
OG0000268	Prah.g_00752	Syad.g_01646
OG0000269	Prah.g_00672	Syad.g_01894
OG0000270	Prah.g_00669	Syad.g_01891
OG0000271	Prah.g_00661	Syad.g_01883
OG0000272	Prah.g_00660	Syad.g_01882
OG0000273	Prah.g_00609	Syad.g_01247
OG0000274	Prah.g_00608	Syad.g_01246
OG0000275	Prah.g_00605	Syad.g_01242
OG0000276	Prah.g_00599	Syad.g_01229
OG0000277	Prah.g_00598	Syad.g_01228
OG0000278	Prah.g_00595	Syad.g_01225
OG0000279	Prah.g_00587	Syad.g_01208
OG0000280	Prah.g_00581	Syad.g_01198
OG0000281	Prah.g_00566	Syad.g_00624
OG0000282	Prah.g_00731	Syad.g_01619
OG0000283	Prah.g_00761	Syad.g_01661
OG0000284	Prah.g_00767	Syad.g_01787
OG0000285	Prah.g_01178	Syad.g_01776
OG0000286	Prah.g_00795	Syad.g_01758
OG0000287	Prah.g_01131	Syad.g_01720
OG0000288	Prah.g_00851	Syad.g_01687
OG0000289	Prah.g_00864	Syad.g_01672
OG0000290	Prah.g_00912	Syad.g_01287
OG0000291	Prah.g_00914	Syad.g_01289
OG0000292	Prah.g_02597	Syad.g_00155
OG0000293	Prah.g_01336	Syad.g_01124
OG0000294	Prah.g_01335	Syad.g_01125
OG0000295	Prah.g_01298	Syad.g_01181
OG0000296	Prah.g_01296	Syad.g_01183
OG0000297	Prah.g_01259	Syad.g_01512
OG0000298	Prah.g_01258	Syad.g_01511
OG0000299	Prah.g_01268	Syad.g_01462
OG0000300	Prah.g_01275	Syad.g_01455
OG0000301	Prah.g_01276	Syad.g_01454
OG0000302	Prah.g_01279	Syad.g_01453
OG0000303	Prah.g_01289	Syad.g_01442
OG0000304	Prah.g_01237, Prah.g_01238	Syad.g_01436
OG0000305	Prah.g_00918	Syad.g_01292
OG0000306	Prah.g_00560	Syad.g_01989
OG0000307	Prah.g_01584	Syad.g_00883
OG0000308	Prah.g_01586	Syad.g_00881
OG0000309	Prah.g_01590	Syad.g_00876
OG0000310	Prah.g_00428	Syad.g_02250
OG0000311	Prah.g_00424	Syad.g_02254
OG0000312	Prah.g_00420	Syad.g_02265
OG0000313	Prah.g_00402	Syad.g_02284
OG0000314	Prah.g_00371	Syad.g_02313, Syad.g_02231
OG0000315	Prah.g_00361	Syad.g_02323
OG0000316	Prah.g_01631	Syad.g_02564
OG0000317	Prah.g_01672	Syad.g_02620
OG0000318	Prah.g_01677	Syad.g_02624
OG0000319	Prah.g_01694	Syad.g_02642
OG0000320	Prah.g_01696	Syad.g_02644
OG0000321	Prah.g_01697	Syad.g_02645
OG0000322	Prah.g_01698	Syad.g_02646
OG0000323	Prah.g_01710	Syad.g_02661
OG0000324	Prah.g_01744	Syad.g_02505
OG0000325	Prah.g_02071	Syad.g_00591
OG0000326	Prah.g_02064	Syad.g_00598
OG0000327	Prah.g_02038	Syad.g_00649
OG0000328	Prah.g_02037	Syad.g_00650
OG0000329	Prah.g_02020	Syad.g_00668
OG0000330	Prah.g_02019	Syad.g_00669
OG0000331	Prah.g_02018	Syad.g_00670
OG0000332	Prah.g_02003	Syad.g_00685
OG0000333	Prah.g_02001	Syad.g_00688
OG0000334	Prah.g_01991	Syad.g_00697
OG0000335	Prah.g_01986	Syad.g_00702
OG0000336	Prah.g_01982	Syad.g_00706
OG0000337	Prah.g_02224	Syad.g_00425, Syad.g_00427
OG0000338	Prah.g_02227	Syad.g_00421
OG0000339	Prah.g_02234	Syad.g_00414
OG0000340	Prah.g_02244	Syad.g_00370
OG0000341	Prah.g_02246	Syad.g_00368
OG0000342	Prah.g_02247	Syad.g_00367
OG0000343	Prah.g_00168	Syad.g_00366
OG0000344	Prah.g_00165	Syad.g_00362
OG0000345	Prah.g_00154	Syad.g_00352
OG0000346	Prah.g_00149	Syad.g_00347
OG0000347	Prah.g_00089	Syad.g_00318
OG0000348	Prah.g_00078	Syad.g_00233
OG0000349	Prah.g_00053	Syad.g_00213
OG0000350	Prah.g_02533	Syad.g_00605
OG0000351	Prah.g_02578	Syad.g_00134
OG0000352	Prah.g_02579	Syad.g_00135
OG0000353	Prah.g_02603	Syad.g_00161
OG0000354	Prah.g_01523	Syad.g_00947
OG0000354	Prah.g_00020	Syad.g_00181
OG0000355	Prah.g_00002	Syad.g_00163
OG0000356	Prah.g_00003	Syad.g_00164
OG0000357	Prah.g_00004	Syad.g_00165
OG0000358	Prah.g_00008	Syad.g_00169
OG0000359	Prah.g_00010	Syad.g_00171
OG0000360	Prah.g_00011	Syad.g_00172
OG0000361	Prah.g_00012	Syad.g_00173
OG0000362	Prah.g_00014	Syad.g_00175
OG0000363	Prah.g_00016	Syad.g_00177
OG0000364	Prah.g_00017	Syad.g_00178
OG0000365	Prah.g_00026	Syad.g_00187
OG0000366	Prah.g_00027	Syad.g_00188
OG0000367	Prah.g_00028	Syad.g_00189
OG0000368	Prah.g_00030	Syad.g_00191
OG0000369	Prah.g_00031	Syad.g_00192
OG0000370	Prah.g_00032	Syad.g_00193
OG0000371	Prah.g_00041	Syad.g_00201
OG0000372	Prah.g_00046	Syad.g_00206
OG0000373	Prah.g_00047	Syad.g_00207
OG0000374	Prah.g_00048	Syad.g_00208
OG0000375	Prah.g_00049	Syad.g_00209
OG0000376	Prah.g_00051	Syad.g_00211
OG0000377	Prah.g_02485	Syad.g_03027
OG0000378	Prah.g_02471	Syad.g_03012
OG0000379	Prah.g_02457	Syad.g_03005
OG0000380	Prah.g_01834	Syad.g_02725
OG0000381	Prah.g_01839	Syad.g_02729
OG0000382	Prah.g_01859	Syad.g_02758
OG0000383	Prah.g_01861	Syad.g_02761
OG0000384	Prah.g_01862	Syad.g_02762
OG0000385	Prah.g_01863	Syad.g_02763
OG0000386	Prah.g_01864	Syad.g_02764
OG0000387	Prah.g_01888	Syad.g_02792
OG0000388	Prah.g_01892	Syad.g_02796
OG0000389	Prah.g_01896	Syad.g_02800
OG0000390	Prah.g_00194	Syad.g_02818
OG0000391	Prah.g_00189	Syad.g_02823
OG0000392	Prah.g_00183	Syad.g_02833
OG0000393	Prah.g_00175	Syad.g_02837
OG0000394	Prah.g_00174	Syad.g_02838
OG0000395	Prah.g_00173	Syad.g_02839
OG0000396	Prah.g_02252	Syad.g_02843
OG0000397	Prah.g_02254	Syad.g_02845
OG0000398	Prah.g_02259	Syad.g_02850
OG0000399	Prah.g_02260	Syad.g_02851
OG0000400	Prah.g_02261	Syad.g_02852
OG0000401	Prah.g_02262	Syad.g_02853
OG0000402	Prah.g_02264	Syad.g_02855
OG0000403	Prah.g_02265	Syad.g_02856
OG0000405	Prah.g_02280	Syad.g_02874
OG0000406	Prah.g_02284	Syad.g_02878
OG0000407	Prah.g_02285	Syad.g_02879
OG0000408	Prah.g_02287	Syad.g_02883
OG0000409	Prah.g_02289	Syad.g_02885
OG0000410	Prah.g_02290	Syad.g_02886
OG0000411	Prah.g_02291	Syad.g_02887
OG0000412	Prah.g_02292	Syad.g_02888
OG0000413	Prah.g_02294	Syad.g_02890
OG0000415	Prah.g_02296	Syad.g_02891
OG0000416	Prah.g_02297	Syad.g_02892
OG0000417	Prah.g_02298	Syad.g_02893
OG0000418	Prah.g_02303	Syad.g_02898
OG0000419	Prah.g_02305	Syad.g_02900
OG0000420	Prah.g_02306	Syad.g_02902
OG0000421	Prah.g_02310	Syad.g_02907
OG0000422	Prah.g_02311	Syad.g_02908
OG0000423	Prah.g_02312	Syad.g_02909
OG0000424	Prah.g_02313	Syad.g_02910
OG0000425	Prah.g_02314	Syad.g_02911
OG0000426	Prah.g_02315	Syad.g_02912
OG0000427	Prah.g_02316	Syad.g_02913
OG0000428	Prah.g_00709	Syad.g_02916
OG0000429	Prah.g_02321	Syad.g_02918
OG0000430	Prah.g_02323	Syad.g_02920
OG0000431	Prah.g_02334	Syad.g_02923
OG0000432	Prah.g_02341	Syad.g_02930
OG0000433	Prah.g_02344	Syad.g_02933
OG0000434	Prah.g_02345	Syad.g_02934
OG0000435	Prah.g_02350	Syad.g_02936
OG0000436	Prah.g_02356	Syad.g_02942
OG0000437	Prah.g_02357	Syad.g_02943
OG0000438	Prah.g_02358	Syad.g_02944
OG0000439	Prah.g_02360	Syad.g_02946
OG0000440	Prah.g_02361	Syad.g_02947
OG0000441	Prah.g_02364	Syad.g_02951
OG0000442	Prah.g_02365	Syad.g_02952
OG0000443	Prah.g_02370	Syad.g_02953
OG0000444	Prah.g_02418	Syad.g_02964
OG0000445	Prah.g_02417	Syad.g_02965
OG0000446	Prah.g_02415	Syad.g_02967
OG0000447	Prah.g_02411	Syad.g_02970
OG0000448	Prah.g_02410	Syad.g_02971
OG0000449	Prah.g_02409	Syad.g_02972
OG0000450	Prah.g_02403	Syad.g_02978
OG0000451	Prah.g_02402	Syad.g_02979
OG0000452	Prah.g_02398	Syad.g_02983
OG0000453	Prah.g_02397	Syad.g_02984
OG0000454	Prah.g_02396	Syad.g_02985
OG0000455	Prah.g_02395	Syad.g_02986
OG0000456	Prah.g_02394	Syad.g_02987
OG0000457	Prah.g_02392	Syad.g_02989
OG0000458	Prah.g_02391	Syad.g_02998
OG0000459	Prah.g_02390	Syad.g_02999
OG0000460	Prah.g_01781	Syad.g_00815
OG0000461	Prah.g_02074	Syad.g_00579
OG0000462	Prah.g_02078	Syad.g_00576
OG0000463	Prah.g_02079	Syad.g_00575
OG0000464	Prah.g_02080	Syad.g_00574
OG0000465	Prah.g_02082	Syad.g_00573
OG0000466	Prah.g_02087	Syad.g_00568
OG0000467	Prah.g_02089	Syad.g_00566
OG0000468	Prah.g_02098	Syad.g_00561
OG0000469	Prah.g_02111	Syad.g_00545
OG0000470	Prah.g_02114	Syad.g_00542
OG0000471	Prah.g_02115	Syad.g_00541
OG0000472	Prah.g_02117	Syad.g_00539
OG0000473	Prah.g_02119	Syad.g_00537
OG0000474	Prah.g_02120	Syad.g_00536
OG0000475	Prah.g_02121	Syad.g_00535
OG0000476	Prah.g_02123	Syad.g_00533
OG0000477	Prah.g_02128	Syad.g_00528
OG0000478	Prah.g_02129	Syad.g_00527
OG0000479	Prah.g_02130	Syad.g_00526
OG0000480	Prah.g_02137	Syad.g_00520
OG0000481	Prah.g_02139	Syad.g_00518
OG0000482	Prah.g_02140	Syad.g_00517
OG0000483	Prah.g_02144	Syad.g_00513
OG0000484	Prah.g_02145	Syad.g_00512
OG0000485	Prah.g_02146	Syad.g_00511
OG0000486	Prah.g_02147	Syad.g_00510
OG0000487	Prah.g_02152	Syad.g_00503
OG0000488	Prah.g_02156	Syad.g_00499
OG0000489	Prah.g_02167	Syad.g_00487
OG0000490	Prah.g_02172	Syad.g_00475
OG0000491	Prah.g_02173	Syad.g_00474
OG0000492	Prah.g_02175	Syad.g_00472
OG0000493	Prah.g_02176	Syad.g_00471
OG0000494	Prah.g_02177	Syad.g_00470
OG0000495	Prah.g_02178	Syad.g_00469
OG0000496	Prah.g_02179	Syad.g_00468
OG0000497	Prah.g_02180	Syad.g_00467
OG0000498	Prah.g_02181	Syad.g_00466
OG0000499	Prah.g_02182	Syad.g_00465
OG0000500	Prah.g_02183	Syad.g_00464
OG0000501	Prah.g_02186	Syad.g_00461
OG0000502	Prah.g_02199	Syad.g_00449
OG0000503	Prah.g_01940	Syad.g_00761
OG0000504	Prah.g_01938	Syad.g_00763
OG0000505	Prah.g_01937	Syad.g_00764
OG0000506	Prah.g_01935	Syad.g_00766
OG0000507	Prah.g_01930	Syad.g_00772
OG0000508	Prah.g_01922	Syad.g_00776
OG0000509	Prah.g_01920	Syad.g_00778
OG0000510	Prah.g_01919	Syad.g_00779
OG0000511	Prah.g_01918	Syad.g_00780
OG0000512	Prah.g_01916	Syad.g_00782
OG0000513	Prah.g_00209	Syad.g_00789
OG0000514	Prah.g_00218	Syad.g_00795
OG0000515	Prah.g_00219	Syad.g_00796
OG0000516	Prah.g_00221	Syad.g_02456
OG0000517	Prah.g_00229	Syad.g_02451
OG0000518	Prah.g_00241	Syad.g_02439
OG0000519	Prah.g_00242	Syad.g_02438
OG0000520	Prah.g_00247	Syad.g_02437
OG0000521	Prah.g_00255	Syad.g_01108
OG0000522	Prah.g_00257	Syad.g_01109
OG0000523	Prah.g_00258	Syad.g_01110
OG0000524	Prah.g_00290	Syad.g_02386
OG0000525	Prah.g_00304	Syad.g_02363
OG0000526	Prah.g_00306	Syad.g_02360
OG0000527	Prah.g_00310	Syad.g_02355
OG0000528	Prah.g_01572	Syad.g_00897
OG0000529	Prah.g_01565	Syad.g_00905
OG0000530	Prah.g_01562	Syad.g_00908
OG0000531	Prah.g_01561	Syad.g_00909
OG0000532	Prah.g_01558	Syad.g_00912
OG0000533	Prah.g_01556	Syad.g_00913
OG0000534	Prah.g_01555	Syad.g_00914
OG0000535	Prah.g_01554	Syad.g_00915
OG0000536	Prah.g_01553	Syad.g_00916
OG0000537	Prah.g_01552	Syad.g_00917
OG0000538	Prah.g_01541	Syad.g_00929
OG0000539	Prah.g_01540	Syad.g_00930
OG0000540	Prah.g_01539	Syad.g_00931
OG0000541	Prah.g_01538	Syad.g_00932
OG0000542	Prah.g_01535	Syad.g_00935
OG0000543	Prah.g_01533	Syad.g_00937
OG0000544	Prah.g_01532	Syad.g_00938
OG0000545	Prah.g_01530	Syad.g_00940
OG0000546	Prah.g_01528	Syad.g_00942
OG0000547	Prah.g_01526	Syad.g_00944
OG0000548	Prah.g_01525	Syad.g_00945
OG0000549	Prah.g_01519	Syad.g_00952
OG0000550	Prah.g_01514	Syad.g_00956
OG0000551	Prah.g_01510	Syad.g_00960
OG0000552	Prah.g_01509	Syad.g_00961
OG0000553	Prah.g_01505	Syad.g_00965
OG0000554	Prah.g_01500	Syad.g_00978
OG0000555	Prah.g_01480	Syad.g_00999
OG0000556	Prah.g_01474	Syad.g_01003
OG0000557	Prah.g_01473	Syad.g_01011
OG0000558	Prah.g_01470	Syad.g_01013
OG0000559	Prah.g_01466	Syad.g_01016
OG0000560	Prah.g_01463	Syad.g_01019
OG0000561	Prah.g_01462	Syad.g_01020
OG0000562	Prah.g_01461	Syad.g_01021
OG0000563	Prah.g_01460	Syad.g_01022
OG0000564	Prah.g_01459	Syad.g_01023
OG0000565	Prah.g_01457	Syad.g_01027
OG0000566	Prah.g_01452	Syad.g_01031
OG0000567	Prah.g_01448	Syad.g_01035
