Orthogroup	Prak	Praj
OG0000086	Prak.g_00092	Praj.g_00126
OG0000087	Prak.g_00147	Praj.g_00179
OG0000088	Prak.g_00178	Praj.g_00206
OG0000089	Prak.g_00379	Praj.g_00403
OG0000090	Prak.g_00492	Praj.g_00524
OG0000091	Prak.g_01100	Praj.g_00630
OG0000093	Prak.g_01071	Praj.g_00754
OG0000094	Prak.g_01022	Praj.g_00846
OG0000095	Prak.g_00920	Praj.g_01024
OG0000096	Prak.g_00702	Praj.g_01249
OG0000097	Prak.g_01126	Praj.g_01416
OG0000098	Prak.g_01305	Praj.g_01546
OG0000099	Prak.g_01352	Praj.g_00372
OG0000100	Prak.g_01470	Praj.g_01709
OG0000101	Prak.g_01780	Praj.g_01952
OG0000102	Prak.g_01847	Praj.g_02017
OG0000103	Prak.g_01932	Praj.g_02135
OG0000104	Prak.g_01941	Praj.g_02145
OG0000105	Prak.g_00292	Praj.g_00310
OG0000106	Prak.g_00687	Praj.g_01156, Praj.g_01282
OG0000107	Prak.g_01709	Praj.g_01869
OG0000108	Prak.g_00441	Praj.g_00473
OG0000109	Prak.g_00455	Praj.g_00486
OG0000110	Prak.g_00535	Praj.g_00565
OG0000111	Prak.g_00830	Praj.g_00692
OG0000112	Prak.g_00608	Praj.g_00938
OG0000113	Prak.g_00868	Praj.g_01176
OG0000114	Prak.g_00770	Praj.g_00887
OG0000115	Prak.g_01241	Praj.g_01725
OG0000116	Prak.g_01183	Praj.g_01471
OG0000117	Prak.g_01145	Praj.g_01355
OG0000118	Prak.g_01290	Praj.g_01540
OG0000119	Prak.g_01226, Prak.g_01488	Praj.g_01568
OG0000120	Prak.g_01349	Praj.g_00664
OG0000121	Prak.g_01393	Praj.g_01634
OG0000122	Prak.g_01434	Praj.g_01673
OG0000123	Prak.g_01787	Praj.g_01959
OG0000124	Prak.g_01859	Praj.g_02031
OG0000125	Prak.g_01895	Praj.g_02091
OG0000126	Prak.g_01940	Praj.g_02144
OG0000128	Prak.g_00011	Praj.g_00011
OG0000129	Prak.g_00045	Praj.g_00048
OG0000130	Prak.g_00074	Praj.g_00107
OG0000131	Prak.g_00156	Praj.g_00185
OG0000132	Prak.g_00176	Praj.g_00204
OG0000133	Prak.g_00339	Praj.g_00357
OG0000134	Prak.g_00381	Praj.g_00405
OG0000135	Prak.g_01259	Praj.g_01279
OG0000136	Prak.g_00403	Praj.g_00435
OG0000137	Prak.g_00436	Praj.g_00467
OG0000138	Prak.g_00456	Praj.g_00487
OG0000139	Prak.g_00496	Praj.g_00528
OG0000140	Prak.g_00497	Praj.g_00529
OG0000141	Prak.g_00569	Praj.g_00595
OG0000142	Prak.g_01108	Praj.g_00623
OG0000143	Prak.g_01104	Praj.g_00627
OG0000144	Prak.g_01090	Praj.g_00640
OG0000145	Prak.g_01261	Praj.g_01054
OG0000146	Prak.g_00607	Praj.g_00937
OG0000147	Prak.g_00606	Praj.g_00936
OG0000148	Prak.g_00862	Praj.g_00787
OG0000149	Prak.g_00894	Praj.g_00819
OG0000150	Prak.g_00904	Praj.g_00828
OG0000151	Prak.g_00780	Praj.g_00898
OG0000152	Prak.g_00973	Praj.g_01601, Praj.g_00946
OG0000153	Prak.g_00992	Praj.g_00965
OG0000154	Prak.g_01012	Praj.g_00995
OG0000155	Prak.g_01151	Praj.g_01440
OG0000156	Prak.g_01266	Praj.g_01517
OG0000157	Prak.g_01267	Praj.g_01518
OG0000158	Prak.g_01824	Praj.g_01995
OG0000160	Prak.g_01392	Praj.g_01633
OG0000161	Prak.g_01398	Praj.g_01639
OG0000162	Prak.g_01404	Praj.g_01645
OG0000163	Prak.g_01443	Praj.g_01681
OG0000164	Prak.g_01669	Praj.g_01790
OG0000165	Prak.g_01676	Praj.g_01798
OG0000166	Prak.g_01743	Praj.g_01915
OG0000167	Prak.g_01814	Praj.g_01985
OG0000168	Prak.g_01825	Praj.g_01996
OG0000169	Prak.g_01835	Praj.g_02006
OG0000170	Prak.g_01838	Praj.g_02008
OG0000171	Prak.g_01858	Praj.g_02030
OG0000172	Prak.g_01865	Praj.g_02061
OG0000173	Prak.g_01880	Praj.g_02076
OG0000174	Prak.g_01910	Praj.g_02107
OG0000175	Prak.g_01923	Praj.g_02125
OG0000176	Prak.g_00004	Praj.g_00004
OG0000177	Prak.g_00005	Praj.g_00005
OG0000178	Prak.g_00006	Praj.g_00006
OG0000179	Prak.g_00016	Praj.g_00016
OG0000180	Prak.g_00017	Praj.g_00017
OG0000181	Prak.g_00018	Praj.g_00018
OG0000182	Prak.g_00019	Praj.g_00019
OG0000183	Prak.g_00023	Praj.g_00023
OG0000184	Prak.g_00049	Praj.g_00050
OG0000185	Prak.g_00052	Praj.g_00053
OG0000186	Prak.g_00068	Praj.g_00102
OG0000187	Prak.g_00069	Praj.g_00103
OG0000188	Prak.g_00086	Praj.g_00120
OG0000189	Prak.g_00100	Praj.g_00134
OG0000190	Prak.g_00102	Praj.g_00135
OG0000191	Prak.g_00125	Praj.g_00158
OG0000192	Prak.g_00130	Praj.g_00162
OG0000193	Prak.g_00157	Praj.g_00186
OG0000194	Prak.g_00160	Praj.g_00189
OG0000195	Prak.g_00162	Praj.g_00191
OG0000196	Prak.g_00173	Praj.g_00201
OG0000197	Prak.g_00174	Praj.g_00202
OG0000198	Prak.g_00175	Praj.g_00203
OG0000199	Prak.g_00182	Praj.g_00210
OG0000200	Prak.g_00196	Praj.g_00223
OG0000201	Prak.g_00205	Praj.g_00232
OG0000202	Prak.g_00206	Praj.g_00233
OG0000203	Prak.g_00207	Praj.g_00234
OG0000204	Prak.g_00208	Praj.g_00235
OG0000205	Prak.g_00215	Praj.g_00242
OG0000206	Prak.g_00220	Praj.g_00246
OG0000207	Prak.g_00223	Praj.g_00248
OG0000208	Prak.g_00224	Praj.g_00249
OG0000209	Prak.g_00233	Praj.g_00258
OG0000210	Prak.g_00234	Praj.g_00259
OG0000211	Prak.g_00249	Praj.g_00273
OG0000212	Prak.g_00257	Praj.g_00281
OG0000213	Prak.g_00275	Praj.g_00296
OG0000214	Prak.g_00285	Praj.g_00304
OG0000215	Prak.g_00312	Praj.g_00328
OG0000216	Prak.g_00313	Praj.g_00329
OG0000217	Prak.g_00316	Praj.g_00332
OG0000218	Prak.g_00318	Praj.g_00334
OG0000219	Prak.g_00319	Praj.g_00335
OG0000220	Prak.g_00320	Praj.g_00336
OG0000221	Prak.g_00321	Praj.g_00337
OG0000222	Prak.g_00328	Praj.g_00345
OG0000223	Prak.g_00340	Praj.g_00358
OG0000224	Prak.g_00342	Praj.g_00360
OG0000225	Prak.g_00368	Praj.g_00391
OG0000226	Prak.g_00372	Praj.g_00395
OG0000227	Prak.g_00374	Praj.g_00397
OG0000228	Prak.g_00378	Praj.g_00402
OG0000229	Prak.g_00398	Praj.g_00430
OG0000230	Prak.g_00400	Praj.g_00432
OG0000231	Prak.g_00411	Praj.g_00443
OG0000232	Prak.g_00422	Praj.g_00451
OG0000233	Prak.g_00428	Praj.g_00459
OG0000234	Prak.g_00437	Praj.g_00468
OG0000235	Prak.g_00440	Praj.g_00472
OG0000236	Prak.g_00454	Praj.g_00485
OG0000237	Prak.g_00467	Praj.g_00498
OG0000238	Prak.g_00473	Praj.g_00504
OG0000239	Prak.g_00484	Praj.g_00516
OG0000240	Prak.g_00485	Praj.g_00517
OG0000241	Prak.g_00489	Praj.g_00521
OG0000242	Prak.g_00491	Praj.g_00523
OG0000243	Prak.g_00502	Praj.g_00534
OG0000244	Prak.g_00506	Praj.g_00537
OG0000245	Prak.g_00508	Praj.g_00539
OG0000246	Prak.g_00512	Praj.g_00543
OG0000247	Prak.g_00522	Praj.g_00553
OG0000248	Prak.g_00525	Praj.g_00555
OG0000249	Prak.g_00527	Praj.g_00557
OG0000250	Prak.g_00532	Praj.g_00562
OG0000251	Prak.g_00552	Praj.g_00578
OG0000252	Prak.g_00555	Praj.g_00580
OG0000253	Prak.g_00556	Praj.g_00582
OG0000254	Prak.g_00573	Praj.g_00599
OG0000255	Prak.g_00579	Praj.g_00605
OG0000256	Prak.g_00589	Praj.g_00615
OG0000257	Prak.g_01113	Praj.g_00618
OG0000258	Prak.g_01099	Praj.g_00631
OG0000259	Prak.g_01082	Praj.g_00648
OG0000260	Prak.g_01079	Praj.g_00651
OG0000261	Prak.g_01076	Praj.g_00654
OG0000262	Prak.g_01072	Praj.g_00659
OG0000263	Prak.g_00808	Praj.g_00673
OG0000264	Prak.g_00819	Praj.g_00684
OG0000265	Prak.g_00837	Praj.g_00698
OG0000266	Prak.g_01053	Praj.g_00708
OG0000267	Prak.g_01041	Praj.g_00721
OG0000268	Prak.g_01040	Praj.g_00722
OG0000269	Prak.g_00840	Praj.g_00764
OG0000270	Prak.g_00843	Praj.g_00767
OG0000271	Prak.g_00851	Praj.g_00775
OG0000272	Prak.g_00852	Praj.g_00776
OG0000273	Prak.g_00876	Praj.g_00801
OG0000274	Prak.g_00877	Praj.g_00802
OG0000275	Prak.g_00880	Praj.g_00804
OG0000276	Prak.g_00886	Praj.g_00810
OG0000277	Prak.g_00887	Praj.g_00811
OG0000278	Prak.g_00890	Praj.g_00815
OG0000279	Prak.g_00897	Praj.g_00822
OG0000280	Prak.g_00898	Praj.g_01326
OG0000281	Prak.g_00905	Praj.g_00829
OG0000282	Prak.g_00772	Praj.g_00889
OG0000283	Prak.g_00949	Praj.g_00920
OG0000284	Prak.g_00954	Praj.g_00925
OG0000285	Prak.g_00959	Praj.g_00930
OG0000286	Prak.g_00972	Praj.g_00945
OG0000287	Prak.g_01238	Praj.g_00085
OG0000288	Prak.g_01011	Praj.g_00994
OG0000289	Prak.g_01027	Praj.g_01005
OG0000290	Prak.g_00923	Praj.g_01021
OG0000291	Prak.g_00921	Praj.g_01023
OG0000292	Prak.g_01217	Praj.g_01196
OG0000293	Prak.g_01182	Praj.g_01470
OG0000294	Prak.g_01181	Praj.g_01469
OG0000295	Prak.g_01158	Praj.g_01447
OG0000296	Prak.g_01156	Praj.g_01445
OG0000297	Prak.g_01147	Praj.g_01437
OG0000298	Prak.g_01146	Praj.g_01436
OG0000299	Prak.g_01127	Praj.g_01417
OG0000300	Prak.g_01124	Praj.g_01414
OG0000301	Prak.g_01123	Praj.g_01413
OG0000302	Prak.g_01121	Praj.g_01410
OG0000303	Prak.g_01115	Praj.g_01405
OG0000304	Prak.g_00594	Praj.g_01402
OG0000305	Prak.g_01215	Praj.g_01734
OG0000306	Prak.g_00909	Praj.g_00833
OG0000307	Prak.g_01338	Praj.g_01584
OG0000308	Prak.g_01339	Praj.g_01585
OG0000309	Prak.g_01343	Praj.g_01589
OG0000310	Prak.g_01377	Praj.g_01616
OG0000311	Prak.g_01379	Praj.g_01618
OG0000312	Prak.g_01382	Praj.g_01621
OG0000313	Prak.g_01395	Praj.g_01636
OG0000314	Prak.g_01418	Praj.g_01657
OG0000315	Prak.g_01428	Praj.g_01667
OG0000316	Prak.g_01453	Praj.g_01692
OG0000317	Prak.g_01642	Praj.g_01766
OG0000318	Prak.g_01646	Praj.g_01769
OG0000319	Prak.g_01659	Praj.g_01780
OG0000320	Prak.g_01661	Praj.g_01782
OG0000321	Prak.g_01662	Praj.g_01783
OG0000322	Prak.g_01663	Praj.g_01784
OG0000323	Prak.g_01672	Praj.g_01793
OG0000324	Prak.g_01699	Praj.g_01820
OG0000325	Prak.g_01710	Praj.g_01870
OG0000326	Prak.g_01717	Praj.g_01876
OG0000327	Prak.g_01738	Praj.g_01910
OG0000328	Prak.g_01739	Praj.g_01911
OG0000329	Prak.g_01756	Praj.g_01928
OG0000330	Prak.g_01757	Praj.g_01929
OG0000331	Prak.g_01758	Praj.g_01930
OG0000332	Prak.g_01772	Praj.g_01944
OG0000333	Prak.g_01774	Praj.g_01946
OG0000334	Prak.g_01783	Praj.g_01955
OG0000335	Prak.g_01788	Praj.g_01960
OG0000336	Prak.g_01792	Praj.g_01964
OG0000337	Prak.g_01810	Praj.g_01982
OG0000338	Prak.g_01811	Praj.g_01983
OG0000339	Prak.g_01817	Praj.g_01988
OG0000340	Prak.g_01826	Praj.g_01997
OG0000341	Prak.g_01828	Praj.g_01999
OG0000342	Prak.g_01829	Praj.g_02000
OG0000343	Prak.g_01830	Praj.g_02001
OG0000344	Prak.g_01833	Praj.g_02004
OG0000345	Prak.g_01839	Praj.g_02009
OG0000346	Prak.g_01843	Praj.g_02013
OG0000347	Prak.g_01860	Praj.g_02034
OG0000348	Prak.g_01868	Praj.g_02064
OG0000349	Prak.g_01886	Praj.g_02082
OG0000350	Prak.g_00656	Praj.g_02103
OG0000351	Prak.g_01926	Praj.g_02128
OG0000352	Prak.g_01927	Praj.g_02129
OG0000353	Prak.g_01944	Praj.g_02148
OG0000355	Prak.g_00001	Praj.g_00001
OG0000356	Prak.g_00002	Praj.g_00002
OG0000357	Prak.g_00003	Praj.g_00003
OG0000358	Prak.g_00007	Praj.g_00007
OG0000359	Prak.g_00008	Praj.g_00008
OG0000360	Prak.g_00009	Praj.g_00009
OG0000361	Prak.g_00010	Praj.g_00010
OG0000362	Prak.g_00012	Praj.g_00012
OG0000363	Prak.g_00014	Praj.g_00014
OG0000364	Prak.g_00015	Praj.g_00015
OG0000365	Prak.g_00020	Praj.g_00020
OG0000366	Prak.g_00021	Praj.g_00021
OG0000367	Prak.g_00022	Praj.g_00022
OG0000368	Prak.g_00024	Praj.g_00024
OG0000369	Prak.g_00025	Praj.g_00025
OG0000370	Prak.g_00026	Praj.g_00026
OG0000371	Prak.g_00033	Praj.g_00032
OG0000372	Prak.g_00036	Praj.g_00034
OG0000373	Prak.g_00037	Praj.g_00035
OG0000374	Prak.g_00038	Praj.g_00036
OG0000375	Prak.g_00040	Praj.g_00044
OG0000376	Prak.g_00042	Praj.g_00046
OG0000377	Prak.g_00046	Praj.g_00049
OG0000378	Prak.g_00050	Praj.g_00051
OG0000379	Prak.g_00053	Praj.g_00054
OG0000380	Prak.g_00070	Praj.g_00104
OG0000381	Prak.g_00075	Praj.g_00108
OG0000382	Prak.g_00085	Praj.g_00119
OG0000383	Prak.g_00087	Praj.g_00121
OG0000384	Prak.g_00088	Praj.g_00122
OG0000385	Prak.g_00089	Praj.g_00123
OG0000386	Prak.g_00090	Praj.g_00124
OG0000387	Prak.g_00104	Praj.g_00137
OG0000388	Prak.g_00108	Praj.g_00141
OG0000389	Prak.g_00111	Praj.g_00144
OG0000390	Prak.g_00121	Praj.g_00153
OG0000391	Prak.g_00124	Praj.g_00157
OG0000392	Prak.g_00128	Praj.g_00160
OG0000393	Prak.g_00131	Praj.g_00163
OG0000394	Prak.g_00132	Praj.g_00164
OG0000395	Prak.g_00133	Praj.g_00165
OG0000396	Prak.g_00135	Praj.g_00168
OG0000397	Prak.g_00137	Praj.g_00170
OG0000398	Prak.g_00140	Praj.g_00173
OG0000399	Prak.g_00141	Praj.g_00174
OG0000400	Prak.g_00142	Praj.g_00175
OG0000401	Prak.g_00143	Praj.g_00176
OG0000402	Prak.g_01035	Praj.g_01057
OG0000403	Prak.g_00145	Praj.g_00177
OG0000404	Prak.g_00146	Praj.g_00178
OG0000405	Prak.g_00150	Praj.g_00183
OG0000406	Prak.g_00158	Praj.g_00187
OG0000407	Prak.g_00159	Praj.g_00188
OG0000408	Prak.g_00161	Praj.g_00190
OG0000409	Prak.g_00163	Praj.g_00192
OG0000410	Prak.g_00164	Praj.g_00193
OG0000411	Prak.g_00165	Praj.g_00194
OG0000412	Prak.g_00166	Praj.g_00195
OG0000413	Prak.g_00168	Praj.g_00196
OG0000414	Prak.g_00169	Praj.g_00197
OG0000415	Prak.g_00170	Praj.g_00198
OG0000416	Prak.g_00171	Praj.g_00199
OG0000417	Prak.g_00172	Praj.g_00200
OG0000418	Prak.g_00177	Praj.g_00205
OG0000419	Prak.g_00179	Praj.g_00207
OG0000420	Prak.g_00180	Praj.g_00208
OG0000421	Prak.g_00185	Praj.g_00212
OG0000422	Prak.g_00186	Praj.g_00213
OG0000423	Prak.g_00187	Praj.g_00214
OG0000424	Prak.g_00188	Praj.g_00215
OG0000425	Prak.g_00189	Praj.g_00216
OG0000426	Prak.g_00190	Praj.g_00217
OG0000427	Prak.g_00191	Praj.g_00218
OG0000428	Prak.g_00193	Praj.g_00220
OG0000429	Prak.g_00194	Praj.g_00221
OG0000430	Prak.g_00195	Praj.g_00222
OG0000431	Prak.g_00197	Praj.g_00224
OG0000432	Prak.g_00201	Praj.g_00228
OG0000433	Prak.g_00202	Praj.g_00229
OG0000434	Prak.g_00203	Praj.g_00230
OG0000435	Prak.g_00204	Praj.g_00231
OG0000436	Prak.g_00209	Praj.g_00236
OG0000437	Prak.g_00210	Praj.g_00237
OG0000438	Prak.g_00211	Praj.g_00238
OG0000439	Prak.g_00213	Praj.g_00240
OG0000440	Prak.g_00214	Praj.g_00241
OG0000441	Prak.g_00217	Praj.g_00243
OG0000442	Prak.g_00218	Praj.g_00244
OG0000443	Prak.g_00219	Praj.g_00245
OG0000444	Prak.g_00225	Praj.g_00250
OG0000445	Prak.g_00226	Praj.g_00251
OG0000446	Prak.g_00227	Praj.g_00252
OG0000447	Prak.g_00228	Praj.g_00253
OG0000448	Prak.g_00229	Praj.g_00254
OG0000449	Prak.g_00230	Praj.g_00255
OG0000450	Prak.g_00231	Praj.g_00256
OG0000451	Prak.g_00232	Praj.g_00257
OG0000452	Prak.g_00235	Praj.g_00260
OG0000453	Prak.g_00236	Praj.g_00261
OG0000454	Prak.g_00237	Praj.g_00262
OG0000455	Prak.g_00238	Praj.g_00263
OG0000456	Prak.g_00239	Praj.g_00264
OG0000457	Prak.g_00241	Praj.g_00265
OG0000458	Prak.g_00242	Praj.g_00266
OG0000459	Prak.g_00243	Praj.g_00267
OG0000460	Prak.g_00251	Praj.g_00275
OG0000461	Prak.g_00259	Praj.g_00283
OG0000462	Prak.g_00261	Praj.g_00285
OG0000463	Prak.g_00262	Praj.g_00286
OG0000464	Prak.g_00263	Praj.g_00287
OG0000465	Prak.g_00264	Praj.g_00288
OG0000466	Prak.g_00267	Praj.g_00289
OG0000467	Prak.g_00268	Praj.g_00290
OG0000468	Prak.g_00271	Praj.g_00292
OG0000469	Prak.g_00279	Praj.g_00299
OG0000470	Prak.g_00281	Praj.g_00301
OG0000471	Prak.g_00282	Praj.g_00302
OG0000472	Prak.g_00284	Praj.g_00303
OG0000473	Prak.g_00286	Praj.g_00305
OG0000474	Prak.g_00287	Praj.g_00306
OG0000475	Prak.g_00288	Praj.g_00307
OG0000476	Prak.g_00290	Praj.g_00309
OG0000477	Prak.g_00293	Praj.g_00311
OG0000478	Prak.g_00294	Praj.g_00312
OG0000479	Prak.g_00295	Praj.g_00313
OG0000480	Prak.g_00300	Praj.g_00318
OG0000481	Prak.g_00303	Praj.g_00320
OG0000482	Prak.g_00304	Praj.g_00321
OG0000483	Prak.g_00307	Praj.g_00324
OG0000484	Prak.g_00308	Praj.g_00325
OG0000485	Prak.g_00310	Praj.g_00326
OG0000486	Prak.g_00311	Praj.g_00327
OG0000487	Prak.g_00314	Praj.g_00330
OG0000488	Prak.g_00317	Praj.g_00333
OG0000489	Prak.g_00322	Praj.g_00338
OG0000490	Prak.g_00326	Praj.g_00343
OG0000491	Prak.g_00327	Praj.g_00344
OG0000492	Prak.g_00329	Praj.g_00346
OG0000493	Prak.g_00330	Praj.g_00347
OG0000494	Prak.g_00331	Praj.g_00348
OG0000495	Prak.g_00332	Praj.g_00349
OG0000496	Prak.g_00333	Praj.g_00350
OG0000497	Prak.g_00334	Praj.g_00351
OG0000498	Prak.g_00335	Praj.g_00352
OG0000499	Prak.g_00336	Praj.g_00353
OG0000500	Prak.g_00337	Praj.g_00354
OG0000501	Prak.g_00338	Praj.g_00356
OG0000502	Prak.g_00341	Praj.g_00359
OG0000503	Prak.g_00356	Praj.g_00380
OG0000504	Prak.g_00358	Praj.g_00382
OG0000505	Prak.g_00359	Praj.g_00383
OG0000506	Prak.g_00360	Praj.g_00384
OG0000507	Prak.g_00363	Praj.g_00387
OG0000508	Prak.g_00367	Praj.g_00390
OG0000509	Prak.g_00369	Praj.g_00392
OG0000510	Prak.g_00370	Praj.g_00393
OG0000511	Prak.g_00371	Praj.g_00394
OG0000512	Prak.g_00373	Praj.g_00396
OG0000513	Prak.g_00382	Praj.g_00406
OG0000514	Prak.g_00393	Praj.g_00425
OG0000515	Prak.g_00394	Praj.g_00426
OG0000516	Prak.g_00395	Praj.g_00427
OG0000517	Prak.g_00397	Praj.g_00429
OG0000518	Prak.g_00408	Praj.g_00440
OG0000519	Prak.g_00409	Praj.g_00441
OG0000520	Prak.g_00410	Praj.g_00442
OG0000521	Prak.g_00418	Praj.g_00447
OG0000522	Prak.g_00420	Praj.g_00449
OG0000523	Prak.g_00421	Praj.g_00450
OG0000524	Prak.g_00426	Praj.g_00457
OG0000525	Prak.g_00430	Praj.g_00461
OG0000526	Prak.g_00431	Praj.g_00462
OG0000527	Prak.g_00434	Praj.g_00465
OG0000528	Prak.g_00439	Praj.g_00471
OG0000529	Prak.g_00442	Praj.g_00474
OG0000530	Prak.g_00445	Praj.g_00477
OG0000531	Prak.g_00446	Praj.g_00478
OG0000532	Prak.g_00448	Praj.g_00479
OG0000533	Prak.g_00449	Praj.g_00480
OG0000534	Prak.g_00450	Praj.g_00481
OG0000535	Prak.g_00451	Praj.g_00482
OG0000536	Prak.g_00452	Praj.g_00483
OG0000537	Prak.g_00453	Praj.g_00484
OG0000538	Prak.g_00462	Praj.g_00492
OG0000539	Prak.g_00463	Praj.g_00493
OG0000540	Prak.g_00464	Praj.g_00494
OG0000541	Prak.g_00465	Praj.g_00495
OG0000542	Prak.g_00466	Praj.g_00497
OG0000543	Prak.g_00468	Praj.g_00499
OG0000544	Prak.g_00469	Praj.g_00500
OG0000545	Prak.g_00471	Praj.g_00502
OG0000546	Prak.g_00474	Praj.g_00505
OG0000547	Prak.g_00476	Praj.g_00507
OG0000548	Prak.g_00477	Praj.g_00508
OG0000549	Prak.g_00479	Praj.g_00511
OG0000550	Prak.g_00483	Praj.g_00515
OG0000551	Prak.g_00486	Praj.g_00518
OG0000552	Prak.g_00487	Praj.g_00519
OG0000553	Prak.g_00488	Praj.g_00520
OG0000554	Prak.g_00493	Praj.g_00525
OG0000555	Prak.g_00501	Praj.g_00533
OG0000556	Prak.g_00503	Praj.g_00535
OG0000557	Prak.g_00504	Praj.g_00536
OG0000558	Prak.g_00507	Praj.g_00538
OG0000559	Prak.g_00511	Praj.g_00542
OG0000560	Prak.g_00514	Praj.g_00545
OG0000561	Prak.g_00515	Praj.g_00546
OG0000562	Prak.g_00516	Praj.g_00547
