Orthogroup	Prak	Praw
OG0000128	Prak.g_00011	Praw.g_01125
OG0000129	Prak.g_00045	Praw.g_01384
OG0000130	Prak.g_00074	Praw.g_01365
OG0000131	Prak.g_00156	Praw.g_01290
OG0000132	Prak.g_00176	Praw.g_01271
OG0000133	Prak.g_00339	Praw.g_00812
OG0000134	Prak.g_00381	Praw.g_00775
OG0000135	Prak.g_01259	Praw.g_00751
OG0000136	Prak.g_00403	Praw.g_00706
OG0000137	Prak.g_00436	Praw.g_00672
OG0000138	Prak.g_00456	Praw.g_00653
OG0000139	Prak.g_00496	Praw.g_00611
OG0000140	Prak.g_00497	Praw.g_00610
OG0000141	Prak.g_00569	Praw.g_00143
OG0000142	Prak.g_01108	Praw.g_01887
OG0000143	Prak.g_01104	Praw.g_01883
OG0000144	Prak.g_01090	Praw.g_01870
OG0000145	Prak.g_01261	Praw.g_01745
OG0000146	Prak.g_00607	Praw.g_01731
OG0000147	Prak.g_00606	Praw.g_01730
OG0000148	Prak.g_00862	Praw.g_01681
OG0000149	Prak.g_00894	Praw.g_01652
OG0000150	Prak.g_00904	Praw.g_01644
OG0000151	Prak.g_00780	Praw.g_01587
OG0000152	Prak.g_00973	Praw.g_01539
OG0000153	Prak.g_00992	Praw.g_01520
OG0000154	Prak.g_01012	Praw.g_01493
OG0000155	Prak.g_01151	Praw.g_00254
OG0000156	Prak.g_01266	Praw.g_00968
OG0000157	Prak.g_01267	Praw.g_00969
OG0000158	Prak.g_01824	Praw.g_01052
OG0000160	Prak.g_01392	Praw.g_01079, Praw.g_01080
OG0000161	Prak.g_01398	Praw.g_00344
OG0000162	Prak.g_01404	Praw.g_00350
OG0000163	Prak.g_01443	Praw.g_00384
OG0000164	Prak.g_01669	Praw.g_00539
OG0000165	Prak.g_01676	Praw.g_00546
OG0000166	Prak.g_01743	Praw.g_00132
OG0000167	Prak.g_01814	Praw.g_00066
OG0000168	Prak.g_01825	Praw.g_00056
OG0000169	Prak.g_01835	Praw.g_00046
OG0000170	Prak.g_01838	Praw.g_00044
OG0000171	Prak.g_01858	Praw.g_00024
OG0000172	Prak.g_01865	Praw.g_00016
OG0000173	Prak.g_01880	Praw.g_00001
OG0000174	Prak.g_01910	Praw.g_01166
OG0000175	Prak.g_01923	Praw.g_01156
OG0000176	Prak.g_00004	Praw.g_01132
OG0000177	Prak.g_00005	Praw.g_01131
OG0000178	Prak.g_00006	Praw.g_01130
OG0000179	Prak.g_00016	Praw.g_01412
OG0000180	Prak.g_00017	Praw.g_01411
OG0000181	Prak.g_00018	Praw.g_01410
OG0000182	Prak.g_00019	Praw.g_01409
OG0000183	Prak.g_00023	Praw.g_01405
OG0000184	Prak.g_00049	Praw.g_01382
OG0000185	Prak.g_00052	Praw.g_01379
OG0000186	Prak.g_00068	Praw.g_01370
OG0000187	Prak.g_00069	Praw.g_01369
OG0000188	Prak.g_00086	Praw.g_01352
OG0000189	Prak.g_00100	Praw.g_01339
OG0000190	Prak.g_00102	Praw.g_01338
OG0000191	Prak.g_00125	Praw.g_01318
OG0000192	Prak.g_00130	Praw.g_01314
OG0000193	Prak.g_00157	Praw.g_01289
OG0000194	Prak.g_00160	Praw.g_01286
OG0000195	Prak.g_00162	Praw.g_01284
OG0000196	Prak.g_00173	Praw.g_01274
OG0000197	Prak.g_00174	Praw.g_01273
OG0000198	Prak.g_00175	Praw.g_01272
OG0000199	Prak.g_00182	Praw.g_01265
OG0000200	Prak.g_00196	Praw.g_01251
OG0000201	Prak.g_00205	Praw.g_01243
OG0000202	Prak.g_00206	Praw.g_01242
OG0000203	Prak.g_00207	Praw.g_01241
OG0000204	Prak.g_00208	Praw.g_01240
OG0000205	Prak.g_00215	Praw.g_01233
OG0000206	Prak.g_00220	Praw.g_01228
OG0000207	Prak.g_00223	Praw.g_01226
OG0000208	Prak.g_00224	Praw.g_01225
OG0000209	Prak.g_00233	Praw.g_01216
OG0000210	Prak.g_00234	Praw.g_01215
OG0000211	Prak.g_00249	Praw.g_01202
OG0000212	Prak.g_00257	Praw.g_01195
OG0000213	Prak.g_00275	Praw.g_00876
OG0000214	Prak.g_00285	Praw.g_00867
OG0000215	Prak.g_00312	Praw.g_00842
OG0000216	Prak.g_00313	Praw.g_00840
OG0000217	Prak.g_00316	Praw.g_00837
OG0000218	Prak.g_00318	Praw.g_00835
OG0000219	Prak.g_00319	Praw.g_00834
OG0000220	Prak.g_00320	Praw.g_00833
OG0000221	Prak.g_00321	Praw.g_00832
OG0000222	Prak.g_00328	Praw.g_00824
OG0000223	Prak.g_00340	Praw.g_00811
OG0000224	Prak.g_00342	Praw.g_00809
OG0000225	Prak.g_00368	Praw.g_00786
OG0000226	Prak.g_00372	Praw.g_00782
OG0000227	Prak.g_00374	Praw.g_00780
OG0000228	Prak.g_00378	Praw.g_00777
OG0000229	Prak.g_00398	Praw.g_00711
OG0000230	Prak.g_00400	Praw.g_00709
OG0000231	Prak.g_00411	Praw.g_00698
OG0000232	Prak.g_00422	Praw.g_00689
OG0000233	Prak.g_00428	Praw.g_00684
OG0000234	Prak.g_00437	Praw.g_00671
OG0000235	Prak.g_00440	Praw.g_00668
OG0000236	Prak.g_00454	Praw.g_00655
OG0000237	Prak.g_00467	Praw.g_00642
OG0000238	Prak.g_00473	Praw.g_00636
OG0000239	Prak.g_00484	Praw.g_00623
OG0000240	Prak.g_00485	Praw.g_00622
OG0000241	Prak.g_00489	Praw.g_00618
OG0000242	Prak.g_00491	Praw.g_00616
OG0000243	Prak.g_00502	Praw.g_00605
OG0000244	Prak.g_00506	Praw.g_00602
OG0000245	Prak.g_00508	Praw.g_00600
OG0000246	Prak.g_00512	Praw.g_00596
OG0000247	Prak.g_00522	Praw.g_00586
OG0000248	Prak.g_00525	Praw.g_00584
OG0000249	Prak.g_00527	Praw.g_00582
OG0000250	Prak.g_00532	Praw.g_00577
OG0000251	Prak.g_00552	Praw.g_01937
OG0000252	Prak.g_00555	Praw.g_01940
OG0000253	Prak.g_00556	Praw.g_01941
OG0000254	Prak.g_00573	Praw.g_00147
OG0000255	Prak.g_00579	Praw.g_00153
OG0000256	Prak.g_00589	Praw.g_00163
OG0000257	Prak.g_01113	Praw.g_00166
OG0000258	Prak.g_01099	Praw.g_01879
OG0000259	Prak.g_01082	Praw.g_01862
OG0000260	Prak.g_01079	Praw.g_01859
OG0000261	Prak.g_01076	Praw.g_01857
OG0000262	Prak.g_01072	Praw.g_01853
OG0000263	Prak.g_00808	Praw.g_01841
OG0000264	Prak.g_00819	Praw.g_01831
OG0000265	Prak.g_00837	Praw.g_01809
OG0000266	Prak.g_01053	Praw.g_01799
OG0000267	Prak.g_01041	Praw.g_01788
OG0000268	Prak.g_01040	Praw.g_01787
OG0000269	Prak.g_00840	Praw.g_01702
OG0000270	Prak.g_00843	Praw.g_01699
OG0000271	Prak.g_00851	Praw.g_01691
OG0000272	Prak.g_00852	Praw.g_01690
OG0000273	Prak.g_00876	Praw.g_01668
OG0000274	Prak.g_00877	Praw.g_01667
OG0000275	Prak.g_00880	Praw.g_01665
OG0000276	Prak.g_00886	Praw.g_01660
OG0000277	Prak.g_00887	Praw.g_01659
OG0000278	Prak.g_00890	Praw.g_01656
OG0000279	Prak.g_00897	Praw.g_01649
OG0000280	Prak.g_00898	Praw.g_01648
OG0000281	Prak.g_00905	Praw.g_01643
OG0000282	Prak.g_00772	Praw.g_01595
OG0000283	Prak.g_00949	Praw.g_01562
OG0000284	Prak.g_00954	Praw.g_01557
OG0000285	Prak.g_00959	Praw.g_01552
OG0000286	Prak.g_00972	Praw.g_01540
OG0000287	Prak.g_01238	Praw.g_01523
OG0000288	Prak.g_01011	Praw.g_01494
OG0000289	Prak.g_01027	Praw.g_01483
OG0000290	Prak.g_00923	Praw.g_01470
OG0000291	Prak.g_00921	Praw.g_01468
OG0000292	Prak.g_01217	Praw.g_01418
OG0000293	Prak.g_01182	Praw.g_00225
OG0000294	Prak.g_01181	Praw.g_00226
OG0000295	Prak.g_01158	Praw.g_00246
OG0000296	Prak.g_01156	Praw.g_00248
OG0000297	Prak.g_01147	Praw.g_00256
OG0000298	Prak.g_01146	Praw.g_00257
OG0000299	Prak.g_01127	Praw.g_00274
OG0000300	Prak.g_01124	Praw.g_00277
OG0000301	Prak.g_01123	Praw.g_00278
OG0000302	Prak.g_01121	Praw.g_00280
OG0000303	Prak.g_01115	Praw.g_00287
OG0000304	Prak.g_00594	Praw.g_00291
OG0000305	Prak.g_01215	Praw.g_01008
OG0000306	Prak.g_00909	Praw.g_01011
OG0000307	Prak.g_01338	Praw.g_01025
OG0000308	Prak.g_01339	Praw.g_01026
OG0000309	Prak.g_01343	Praw.g_01030
OG0000310	Prak.g_01377	Praw.g_01098
OG0000311	Prak.g_01379	Praw.g_01096
OG0000312	Prak.g_01382	Praw.g_01093
OG0000313	Prak.g_01395	Praw.g_01076
OG0000314	Prak.g_01418	Praw.g_00363
OG0000315	Prak.g_01428	Praw.g_00374
OG0000316	Prak.g_01453	Praw.g_00394
OG0000317	Prak.g_01642	Praw.g_00513
OG0000318	Prak.g_01646	Praw.g_00516
OG0000319	Prak.g_01659	Praw.g_00529
OG0000320	Prak.g_01661	Praw.g_00531
OG0000321	Prak.g_01662	Praw.g_00532
OG0000322	Prak.g_01663	Praw.g_00533
OG0000323	Prak.g_01672	Praw.g_00542
OG0000324	Prak.g_01699	Praw.g_00569
OG0000325	Prak.g_01710	Praw.g_01916
OG0000326	Prak.g_01717	Praw.g_01910
OG0000327	Prak.g_01738	Praw.g_00137
OG0000328	Prak.g_01739	Praw.g_00136
OG0000329	Prak.g_01756	Praw.g_00119
OG0000330	Prak.g_01757	Praw.g_00118
OG0000331	Prak.g_01758	Praw.g_00117
OG0000332	Prak.g_01772	Praw.g_00103
OG0000333	Prak.g_01774	Praw.g_00101
OG0000334	Prak.g_01783	Praw.g_00093
OG0000335	Prak.g_01788	Praw.g_00088
OG0000336	Prak.g_01792	Praw.g_00084
OG0000337	Prak.g_01810	Praw.g_00068
OG0000338	Prak.g_01811	Praw.g_00067
OG0000339	Prak.g_01817	Praw.g_00063
OG0000340	Prak.g_01826	Praw.g_00055
OG0000341	Prak.g_01828	Praw.g_00053
OG0000342	Prak.g_01829	Praw.g_00052
OG0000343	Prak.g_01830	Praw.g_00051
OG0000344	Prak.g_01833	Praw.g_00048
OG0000345	Prak.g_01839	Praw.g_00043
OG0000346	Prak.g_01843	Praw.g_00038
OG0000347	Prak.g_01860	Praw.g_00022
OG0000348	Prak.g_01868	Praw.g_00013
OG0000349	Prak.g_01886	Praw.g_01189
OG0000350	Prak.g_00656	Praw.g_01170
OG0000351	Prak.g_01926	Praw.g_01153
OG0000352	Prak.g_01927	Praw.g_01152
OG0000353	Prak.g_01944	Praw.g_01137
OG0000355	Prak.g_00001	Praw.g_01135
OG0000356	Prak.g_00002	Praw.g_01134
OG0000357	Prak.g_00003	Praw.g_01133
OG0000358	Prak.g_00007	Praw.g_01129
OG0000359	Prak.g_00008	Praw.g_01128
OG0000360	Prak.g_00009	Praw.g_01127
OG0000361	Prak.g_00010	Praw.g_01126
OG0000362	Prak.g_00012	Praw.g_01124
OG0000363	Prak.g_00014	Praw.g_01414
OG0000364	Prak.g_00015	Praw.g_01413
OG0000365	Prak.g_00020	Praw.g_01408
OG0000366	Prak.g_00021	Praw.g_01407
OG0000367	Prak.g_00022	Praw.g_01406
OG0000368	Prak.g_00024	Praw.g_01404
OG0000369	Prak.g_00025	Praw.g_01403
OG0000370	Prak.g_00026	Praw.g_01402
OG0000371	Prak.g_00033	Praw.g_01396
OG0000372	Prak.g_00036	Praw.g_01393
OG0000373	Prak.g_00037	Praw.g_01392
OG0000374	Prak.g_00038	Praw.g_01391
OG0000375	Prak.g_00040	Praw.g_01388
OG0000376	Prak.g_00042	Praw.g_01386
OG0000377	Prak.g_00046	Praw.g_01383
OG0000378	Prak.g_00050	Praw.g_01381
OG0000379	Prak.g_00053	Praw.g_01378
OG0000380	Prak.g_00070	Praw.g_01368
OG0000381	Prak.g_00075	Praw.g_01364
OG0000382	Prak.g_00085	Praw.g_01353
OG0000383	Prak.g_00087	Praw.g_01351
OG0000384	Prak.g_00088	Praw.g_01350
OG0000385	Prak.g_00089	Praw.g_01349
OG0000386	Prak.g_00090	Praw.g_01348
OG0000387	Prak.g_00104	Praw.g_01336
OG0000388	Prak.g_00108	Praw.g_01333
OG0000389	Prak.g_00111	Praw.g_01329
OG0000390	Prak.g_00121	Praw.g_01322
OG0000391	Prak.g_00124	Praw.g_01319
OG0000392	Prak.g_00128	Praw.g_01315
OG0000393	Prak.g_00131	Praw.g_01313
OG0000394	Prak.g_00132	Praw.g_01312
OG0000395	Prak.g_00133	Praw.g_01311
OG0000396	Prak.g_00135	Praw.g_01308
OG0000397	Prak.g_00137	Praw.g_01306
OG0000398	Prak.g_00140	Praw.g_01304
OG0000399	Prak.g_00141	Praw.g_01303
OG0000400	Prak.g_00142	Praw.g_01302
OG0000401	Prak.g_00143	Praw.g_01301
OG0000402	Prak.g_01035	Praw.g_01299
OG0000403	Prak.g_00145	Praw.g_01298
OG0000404	Prak.g_00146	Praw.g_01297
OG0000405	Prak.g_00150	Praw.g_01293
OG0000406	Prak.g_00158	Praw.g_01288
OG0000407	Prak.g_00159	Praw.g_01287
OG0000408	Prak.g_00161	Praw.g_01285
OG0000409	Prak.g_00163	Praw.g_01283
OG0000410	Prak.g_00164	Praw.g_01282
OG0000411	Prak.g_00165	Praw.g_01281
OG0000412	Prak.g_00166	Praw.g_01280
OG0000413	Prak.g_00168	Praw.g_01279
OG0000414	Prak.g_00169	Praw.g_01278
OG0000415	Prak.g_00170	Praw.g_01277
OG0000416	Prak.g_00171	Praw.g_01276
OG0000417	Prak.g_00172	Praw.g_01275
OG0000418	Prak.g_00177	Praw.g_01270
OG0000419	Prak.g_00179	Praw.g_01268
OG0000420	Prak.g_00180	Praw.g_01267
OG0000421	Prak.g_00185	Praw.g_01262
OG0000422	Prak.g_00186	Praw.g_01261
OG0000423	Prak.g_00187	Praw.g_01260
OG0000424	Prak.g_00188	Praw.g_01259
OG0000425	Prak.g_00189	Praw.g_01258
OG0000426	Prak.g_00190	Praw.g_01257
OG0000427	Prak.g_00191	Praw.g_01256
OG0000428	Prak.g_00193	Praw.g_01254
OG0000429	Prak.g_00194	Praw.g_01253
OG0000430	Prak.g_00195	Praw.g_01252
OG0000431	Prak.g_00197	Praw.g_01250
OG0000432	Prak.g_00201	Praw.g_01247
OG0000433	Prak.g_00202	Praw.g_01246
OG0000434	Prak.g_00203	Praw.g_01245
OG0000435	Prak.g_00204	Praw.g_01244
OG0000436	Prak.g_00209	Praw.g_01239
OG0000437	Prak.g_00210	Praw.g_01238
OG0000438	Prak.g_00211	Praw.g_01237
OG0000439	Prak.g_00213	Praw.g_01235
OG0000440	Prak.g_00214	Praw.g_01234
OG0000441	Prak.g_00217	Praw.g_01231
OG0000442	Prak.g_00218	Praw.g_01230
OG0000443	Prak.g_00219	Praw.g_01229
OG0000444	Prak.g_00225	Praw.g_01224
OG0000445	Prak.g_00226	Praw.g_01223
OG0000446	Prak.g_00227	Praw.g_01222
OG0000447	Prak.g_00228	Praw.g_01221
OG0000448	Prak.g_00229	Praw.g_01220
OG0000449	Prak.g_00230	Praw.g_01219
OG0000450	Prak.g_00231	Praw.g_01218
OG0000451	Prak.g_00232	Praw.g_01217
OG0000452	Prak.g_00235	Praw.g_01214
OG0000453	Prak.g_00236	Praw.g_01213
OG0000454	Prak.g_00237	Praw.g_01212
OG0000455	Prak.g_00238	Praw.g_01211
OG0000456	Prak.g_00239	Praw.g_01210
OG0000457	Prak.g_00241	Praw.g_01209
OG0000458	Prak.g_00242	Praw.g_01208
OG0000459	Prak.g_00243	Praw.g_01207
OG0000460	Prak.g_00251	Praw.g_01200
OG0000461	Prak.g_00259	Praw.g_00891
OG0000462	Prak.g_00261	Praw.g_00889
OG0000463	Prak.g_00262	Praw.g_00888
OG0000464	Prak.g_00263	Praw.g_00887
OG0000465	Prak.g_00264	Praw.g_00886
OG0000466	Prak.g_00267	Praw.g_00883
OG0000467	Prak.g_00268	Praw.g_00882
OG0000468	Prak.g_00271	Praw.g_00880
OG0000469	Prak.g_00279	Praw.g_00872
OG0000470	Prak.g_00281	Praw.g_00870
OG0000471	Prak.g_00282	Praw.g_00869
OG0000472	Prak.g_00284	Praw.g_00868
OG0000473	Prak.g_00286	Praw.g_00866
OG0000474	Prak.g_00287	Praw.g_00865
OG0000475	Prak.g_00288	Praw.g_00864
OG0000476	Prak.g_00290	Praw.g_00863
OG0000477	Prak.g_00293	Praw.g_00859
OG0000478	Prak.g_00294	Praw.g_00858
OG0000479	Prak.g_00295	Praw.g_00857
OG0000480	Prak.g_00300	Praw.g_00852
OG0000481	Prak.g_00303	Praw.g_00850
OG0000482	Prak.g_00304	Praw.g_00849
OG0000483	Prak.g_00307	Praw.g_00846
OG0000484	Prak.g_00308	Praw.g_00845
OG0000485	Prak.g_00310	Praw.g_00844
OG0000486	Prak.g_00311	Praw.g_00843
OG0000487	Prak.g_00314	Praw.g_00839
OG0000488	Prak.g_00317	Praw.g_00836
OG0000489	Prak.g_00322	Praw.g_00831
OG0000490	Prak.g_00326	Praw.g_00826
OG0000491	Prak.g_00327	Praw.g_00825
OG0000492	Prak.g_00329	Praw.g_00823
OG0000493	Prak.g_00330	Praw.g_00822
OG0000494	Prak.g_00331	Praw.g_00821
OG0000495	Prak.g_00332	Praw.g_00820
OG0000496	Prak.g_00333	Praw.g_00819
OG0000497	Prak.g_00334	Praw.g_00818
OG0000498	Prak.g_00335	Praw.g_00817
OG0000499	Prak.g_00336	Praw.g_00816
OG0000500	Prak.g_00337	Praw.g_00815
OG0000501	Prak.g_00338	Praw.g_00813
OG0000502	Prak.g_00341	Praw.g_00810
OG0000503	Prak.g_00356	Praw.g_00796
OG0000504	Prak.g_00358	Praw.g_00795
OG0000505	Prak.g_00359	Praw.g_00794
OG0000506	Prak.g_00360	Praw.g_00792
OG0000507	Prak.g_00363	Praw.g_00790
OG0000508	Prak.g_00367	Praw.g_00787
OG0000509	Prak.g_00369	Praw.g_00785
OG0000510	Prak.g_00370	Praw.g_00784
OG0000511	Prak.g_00371	Praw.g_00783
OG0000512	Prak.g_00373	Praw.g_00781
OG0000513	Prak.g_00382	Praw.g_00774
OG0000514	Prak.g_00393	Praw.g_00716
OG0000515	Prak.g_00394	Praw.g_00715
OG0000516	Prak.g_00395	Praw.g_00714
OG0000517	Prak.g_00397	Praw.g_00712
OG0000518	Prak.g_00408	Praw.g_00701
OG0000519	Prak.g_00409	Praw.g_00700
OG0000520	Prak.g_00410	Praw.g_00699
OG0000521	Prak.g_00418	Praw.g_00694
OG0000522	Prak.g_00420	Praw.g_00692
OG0000523	Prak.g_00421	Praw.g_00691
OG0000524	Prak.g_00426	Praw.g_00686
OG0000525	Prak.g_00430	Praw.g_00683
OG0000526	Prak.g_00431	Praw.g_00682
OG0000527	Prak.g_00434	Praw.g_00674
OG0000528	Prak.g_00439	Praw.g_00669
OG0000529	Prak.g_00442	Praw.g_00666
OG0000530	Prak.g_00445	Praw.g_00664
OG0000531	Prak.g_00446	Praw.g_00663
OG0000532	Prak.g_00448	Praw.g_00661
OG0000533	Prak.g_00449	Praw.g_00660
OG0000534	Prak.g_00450	Praw.g_00659
OG0000535	Prak.g_00451	Praw.g_00658
OG0000536	Prak.g_00452	Praw.g_00657
OG0000537	Prak.g_00453	Praw.g_00656
OG0000538	Prak.g_00462	Praw.g_00648
OG0000539	Prak.g_00463	Praw.g_00647
OG0000540	Prak.g_00464	Praw.g_00646
OG0000541	Prak.g_00465	Praw.g_00645
OG0000542	Prak.g_00466	Praw.g_00643
OG0000543	Prak.g_00468	Praw.g_00641
OG0000544	Prak.g_00469	Praw.g_00640
OG0000545	Prak.g_00471	Praw.g_00638
OG0000546	Prak.g_00474	Praw.g_00635
OG0000547	Prak.g_00476	Praw.g_00633
OG0000548	Prak.g_00477	Praw.g_00632
OG0000549	Prak.g_00479	Praw.g_00630
OG0000550	Prak.g_00483	Praw.g_00625
OG0000551	Prak.g_00486	Praw.g_00621
OG0000552	Prak.g_00487	Praw.g_00620
OG0000553	Prak.g_00488	Praw.g_00619
OG0000554	Prak.g_00493	Praw.g_00614
OG0000555	Prak.g_00501	Praw.g_00606
OG0000556	Prak.g_00503	Praw.g_00604
OG0000557	Prak.g_00504	Praw.g_00603
OG0000558	Prak.g_00507	Praw.g_00601
OG0000559	Prak.g_00511	Praw.g_00597
OG0000560	Prak.g_00514	Praw.g_00594
OG0000561	Prak.g_00515	Praw.g_00593
OG0000562	Prak.g_00516	Praw.g_00592
OG0000563	Prak.g_00517	Praw.g_00591
OG0000564	Prak.g_00518	Praw.g_00590
OG0000565	Prak.g_00520	Praw.g_00587
OG0000566	Prak.g_00524	Praw.g_00585
OG0000567	Prak.g_00528	Praw.g_00581
OG0000568	Prak.g_00529	Praw.g_00580
OG0000569	Prak.g_00530	Praw.g_00579
OG0000570	Prak.g_00531	Praw.g_00578
OG0000571	Prak.g_00533	Praw.g_00576
OG0000572	Prak.g_00547	Praw.g_01933
OG0000573	Prak.g_00553	Praw.g_01938
OG0000574	Prak.g_00554	Praw.g_01939
OG0000575	Prak.g_00558	Praw.g_01943
OG0000576	Prak.g_00560	Praw.g_01945
OG0000577	Prak.g_00561	Praw.g_01946
OG0000578	Prak.g_00562	Praw.g_01947
OG0000579	Prak.g_00563	Praw.g_01948
OG0000580	Prak.g_00564	Praw.g_01949
OG0000581	Prak.g_00567	Praw.g_00141
OG0000582	Prak.g_00570	Praw.g_00144
