Orthogroup	Prak	Syaf
OG0000097	Prak.g_01126	Syaf.g_01574
OG0000098	Prak.g_01305	Syaf.g_01637
OG0000099	Prak.g_01352	Syaf.g_00312
OG0000100	Prak.g_01470	Syaf.g_02017
OG0000101	Prak.g_01780	Syaf.g_00093
OG0000102	Prak.g_01847	Syaf.g_00393
OG0000103	Prak.g_01932	Syaf.g_00520
OG0000104	Prak.g_01941	Syaf.g_00502
OG0000105	Prak.g_00292	Syaf.g_00235
OG0000106	Prak.g_00687	Syaf.g_01745
OG0000107	Prak.g_01709	Syaf.g_00177, Syaf.g_00758
OG0000108	Prak.g_00441	Syaf.g_02721
OG0000109	Prak.g_00455	Syaf.g_02706
OG0000110	Prak.g_00535	Syaf.g_02589
OG0000111	Prak.g_00830	Syaf.g_01451
OG0000112	Prak.g_00608	Syaf.g_01852
OG0000113	Prak.g_00868	Syaf.g_02022
OG0000114	Prak.g_00770	Syaf.g_02103
OG0000115	Prak.g_01241	Syaf.g_02445
OG0000116	Prak.g_01183	Syaf.g_01276
OG0000117	Prak.g_01145	Syaf.g_01605
OG0000118	Prak.g_01290	Syaf.g_02544
OG0000120	Prak.g_01349	Syaf.g_00313
OG0000121	Prak.g_01393	Syaf.g_02419
OG0000123	Prak.g_01787	Syaf.g_00086
OG0000124	Prak.g_01859	Syaf.g_00414
OG0000125	Prak.g_01895	Syaf.g_00640
OG0000126	Prak.g_01940	Syaf.g_00504
OG0000128	Prak.g_00011	Syaf.g_00486
OG0000129	Prak.g_00045	Syaf.g_00651
OG0000130	Prak.g_00074	Syaf.g_00963
OG0000131	Prak.g_00156	Syaf.g_00833
OG0000132	Prak.g_00176	Syaf.g_00813
OG0000133	Prak.g_00339	Syaf.g_01857
OG0000134	Prak.g_00381	Syaf.g_02804
OG0000135	Prak.g_01259	Syaf.g_00605
OG0000136	Prak.g_00403	Syaf.g_01224
OG0000137	Prak.g_00436	Syaf.g_02498
OG0000138	Prak.g_00456	Syaf.g_02705
OG0000139	Prak.g_00496	Syaf.g_02648
OG0000140	Prak.g_00497	Syaf.g_02646
OG0000141	Prak.g_00569	Syaf.g_02375
OG0000142	Prak.g_01108	Syaf.g_02310
OG0000143	Prak.g_01104	Syaf.g_02306
OG0000144	Prak.g_01090	Syaf.g_01735
OG0000145	Prak.g_01261	Syaf.g_02699
OG0000146	Prak.g_00607	Syaf.g_01851
OG0000147	Prak.g_00606	Syaf.g_01850
OG0000148	Prak.g_00862	Syaf.g_02028
OG0000149	Prak.g_00894	Syaf.g_01371
OG0000150	Prak.g_00904	Syaf.g_02645
OG0000151	Prak.g_00780	Syaf.g_02091
OG0000152	Prak.g_00973	Syaf.g_01861
OG0000153	Prak.g_00992	Syaf.g_01904
OG0000154	Prak.g_01012	Syaf.g_01930
OG0000155	Prak.g_01151	Syaf.g_01324
OG0000156	Prak.g_01266	Syaf.g_01270
OG0000157	Prak.g_01267	Syaf.g_01269
OG0000158	Prak.g_01824	Syaf.g_00364
OG0000159	Prak.g_00065	Syaf.g_00311
OG0000160	Prak.g_01392	Syaf.g_02418
OG0000161	Prak.g_01398	Syaf.g_02424
OG0000162	Prak.g_01404	Syaf.g_02431
OG0000163	Prak.g_01443	Syaf.g_01105
OG0000164	Prak.g_01669	Syaf.g_00999
OG0000165	Prak.g_01676	Syaf.g_01197
OG0000166	Prak.g_01743	Syaf.g_00133
OG0000167	Prak.g_01814	Syaf.g_00350
OG0000168	Prak.g_01825	Syaf.g_00365
OG0000169	Prak.g_01835	Syaf.g_00376
OG0000170	Prak.g_01838	Syaf.g_00383
OG0000171	Prak.g_01858	Syaf.g_00413
OG0000172	Prak.g_01865	Syaf.g_00419
OG0000173	Prak.g_01880	Syaf.g_00438
OG0000174	Prak.g_01910	Syaf.g_00603
OG0000175	Prak.g_01923	Syaf.g_00531
OG0000176	Prak.g_00004	Syaf.g_00494
OG0000177	Prak.g_00005	Syaf.g_00493
OG0000178	Prak.g_00006	Syaf.g_00492
OG0000179	Prak.g_00016	Syaf.g_00477
OG0000180	Prak.g_00017	Syaf.g_00476
OG0000181	Prak.g_00018	Syaf.g_00475
OG0000182	Prak.g_00019	Syaf.g_00474
OG0000183	Prak.g_00023	Syaf.g_00470
OG0000184	Prak.g_00049	Syaf.g_00664
OG0000185	Prak.g_00052	Syaf.g_00684
OG0000186	Prak.g_00068	Syaf.g_00968
OG0000187	Prak.g_00069	Syaf.g_00966
OG0000188	Prak.g_00086	Syaf.g_00944
OG0000189	Prak.g_00100	Syaf.g_00916
OG0000190	Prak.g_00102	Syaf.g_00914
OG0000191	Prak.g_00125	Syaf.g_00877
OG0000192	Prak.g_00130	Syaf.g_00871
OG0000193	Prak.g_00157	Syaf.g_00832
OG0000194	Prak.g_00160	Syaf.g_00829
OG0000195	Prak.g_00162	Syaf.g_00827
OG0000196	Prak.g_00173	Syaf.g_00816
OG0000197	Prak.g_00174	Syaf.g_00815
OG0000198	Prak.g_00175	Syaf.g_00814
OG0000199	Prak.g_00182	Syaf.g_00806
OG0000200	Prak.g_00196	Syaf.g_00789
OG0000201	Prak.g_00205	Syaf.g_00771
OG0000202	Prak.g_00206	Syaf.g_00770
OG0000203	Prak.g_00207	Syaf.g_00769
OG0000204	Prak.g_00208	Syaf.g_00768
OG0000205	Prak.g_00215	Syaf.g_00761
OG0000206	Prak.g_00220	Syaf.g_00736
OG0000207	Prak.g_00223	Syaf.g_00735
OG0000208	Prak.g_00224	Syaf.g_00734
OG0000209	Prak.g_00233	Syaf.g_00714
OG0000210	Prak.g_00234	Syaf.g_00713
OG0000211	Prak.g_00249	Syaf.g_02791
OG0000212	Prak.g_00257	Syaf.g_02781
OG0000213	Prak.g_00275	Syaf.g_00210
OG0000214	Prak.g_00285	Syaf.g_00226
OG0000215	Prak.g_00312	Syaf.g_00258
OG0000216	Prak.g_00313	Syaf.g_00262
OG0000217	Prak.g_00316	Syaf.g_00266
OG0000218	Prak.g_00318	Syaf.g_00268
OG0000219	Prak.g_00319	Syaf.g_00269
OG0000220	Prak.g_00320	Syaf.g_00270
OG0000221	Prak.g_00321	Syaf.g_02597, Syaf.g_00273
OG0000222	Prak.g_00328	Syaf.g_00287
OG0000223	Prak.g_00340	Syaf.g_00317
OG0000224	Prak.g_00342	Syaf.g_00324
OG0000225	Prak.g_00368	Syaf.g_00007
OG0000226	Prak.g_00372	Syaf.g_00003
OG0000227	Prak.g_00374	Syaf.g_00001
OG0000228	Prak.g_00378	Syaf.g_02808
OG0000229	Prak.g_00398	Syaf.g_01214
OG0000230	Prak.g_00400	Syaf.g_01216
OG0000231	Prak.g_00411	Syaf.g_01236
OG0000232	Prak.g_00422	Syaf.g_02536
OG0000233	Prak.g_00428	Syaf.g_02528
OG0000234	Prak.g_00437	Syaf.g_02497
OG0000235	Prak.g_00440	Syaf.g_02722
OG0000236	Prak.g_00454	Syaf.g_02707
OG0000237	Prak.g_00467	Syaf.g_02690
OG0000238	Prak.g_00473	Syaf.g_02685
OG0000239	Prak.g_00484	Syaf.g_02669
OG0000240	Prak.g_00485	Syaf.g_02668
OG0000241	Prak.g_00489	Syaf.g_02322
OG0000242	Prak.g_00491	Syaf.g_02656
OG0000243	Prak.g_00502	Syaf.g_02634
OG0000244	Prak.g_00506	Syaf.g_02627
OG0000245	Prak.g_00508	Syaf.g_02625
OG0000246	Prak.g_00512	Syaf.g_02621
OG0000247	Prak.g_00522	Syaf.g_02610
OG0000248	Prak.g_00525	Syaf.g_02607
OG0000249	Prak.g_00527	Syaf.g_02605
OG0000250	Prak.g_00532	Syaf.g_02593
OG0000251	Prak.g_00552	Syaf.g_02568
OG0000252	Prak.g_00555	Syaf.g_02565
OG0000253	Prak.g_00556	Syaf.g_02564
OG0000254	Prak.g_00573	Syaf.g_02371
OG0000255	Prak.g_00579	Syaf.g_02352
OG0000256	Prak.g_00589	Syaf.g_02329
OG0000257	Prak.g_01113	Syaf.g_02323
OG0000258	Prak.g_01099	Syaf.g_02301
OG0000259	Prak.g_01082	Syaf.g_02137
OG0000260	Prak.g_01079	Syaf.g_02134
OG0000261	Prak.g_01076	Syaf.g_02131
OG0000262	Prak.g_01072	Syaf.g_02126
OG0000263	Prak.g_00808	Syaf.g_01585
OG0000264	Prak.g_00819	Syaf.g_01473
OG0000265	Prak.g_00837	Syaf.g_01196
OG0000266	Prak.g_01053	Syaf.g_01967
OG0000267	Prak.g_01041	Syaf.g_01787
OG0000268	Prak.g_01040	Syaf.g_00307, Syaf.g_01788
OG0000269	Prak.g_00840	Syaf.g_02054
OG0000270	Prak.g_00843	Syaf.g_02051
OG0000271	Prak.g_00851	Syaf.g_02043
OG0000272	Prak.g_00852	Syaf.g_02042
OG0000273	Prak.g_00876	Syaf.g_01392
OG0000274	Prak.g_00877	Syaf.g_01391
OG0000275	Prak.g_00880	Syaf.g_01386
OG0000276	Prak.g_00886	Syaf.g_01379
OG0000277	Prak.g_00887	Syaf.g_01378
OG0000278	Prak.g_00890	Syaf.g_01375
OG0000279	Prak.g_00897	Syaf.g_01367
OG0000280	Prak.g_00898	Syaf.g_01337
OG0000281	Prak.g_00905	Syaf.g_01636
OG0000282	Prak.g_00772	Syaf.g_02101
OG0000283	Prak.g_00949	Syaf.g_01804
OG0000284	Prak.g_00954	Syaf.g_01810
OG0000285	Prak.g_00959	Syaf.g_01842
OG0000286	Prak.g_00972	Syaf.g_01860
OG0000287	Prak.g_01238	Syaf.g_01896
OG0000288	Prak.g_01011	Syaf.g_01929
OG0000289	Prak.g_01027	Syaf.g_01943
OG0000290	Prak.g_00923	Syaf.g_01439
OG0000291	Prak.g_00921	Syaf.g_01441
OG0000292	Prak.g_01217	Syaf.g_00505
OG0000293	Prak.g_01182	Syaf.g_01277
OG0000294	Prak.g_01181	Syaf.g_01278
OG0000295	Prak.g_01158	Syaf.g_01316
OG0000296	Prak.g_01156	Syaf.g_01318
OG0000297	Prak.g_01147	Syaf.g_01607
OG0000298	Prak.g_01146	Syaf.g_01606
OG0000299	Prak.g_01127	Syaf.g_01578
OG0000300	Prak.g_01124	Syaf.g_01571
OG0000301	Prak.g_01123	Syaf.g_01570
OG0000302	Prak.g_01121	Syaf.g_01568
OG0000303	Prak.g_01115	Syaf.g_01559
OG0000304	Prak.g_00594	Syaf.g_01551
OG0000305	Prak.g_01215	Syaf.g_01444
OG0000306	Prak.g_00909	Syaf.g_01332
OG0000307	Prak.g_01338	Syaf.g_02742
OG0000308	Prak.g_01339	Syaf.g_02744
OG0000309	Prak.g_01343	Syaf.g_02749
OG0000310	Prak.g_01377	Syaf.g_02387
OG0000311	Prak.g_01379	Syaf.g_02391
OG0000312	Prak.g_01382	Syaf.g_02397
OG0000313	Prak.g_01395	Syaf.g_02421
OG0000314	Prak.g_01418	Syaf.g_02458
OG0000315	Prak.g_01428	Syaf.g_02468
OG0000316	Prak.g_01453	Syaf.g_01088
OG0000317	Prak.g_01642	Syaf.g_01040
OG0000318	Prak.g_01646	Syaf.g_01032
OG0000319	Prak.g_01659	Syaf.g_01015
OG0000320	Prak.g_01661	Syaf.g_01013
OG0000321	Prak.g_01662	Syaf.g_01012
OG0000322	Prak.g_01663	Syaf.g_01011
OG0000323	Prak.g_01672	Syaf.g_00997
OG0000324	Prak.g_01699	Syaf.g_01164
OG0000325	Prak.g_01710	Syaf.g_00176
OG0000326	Prak.g_01717	Syaf.g_00169
OG0000327	Prak.g_01738	Syaf.g_00138
OG0000328	Prak.g_01739	Syaf.g_00137
OG0000329	Prak.g_01756	Syaf.g_00119
OG0000330	Prak.g_01757	Syaf.g_00118
OG0000331	Prak.g_01758	Syaf.g_00117
OG0000332	Prak.g_01772	Syaf.g_00102
OG0000333	Prak.g_01774	Syaf.g_00099
OG0000334	Prak.g_01783	Syaf.g_00090
OG0000335	Prak.g_01788	Syaf.g_00085
OG0000336	Prak.g_01792	Syaf.g_00081
OG0000337	Prak.g_01810	Syaf.g_00344
OG0000338	Prak.g_01811	Syaf.g_00348
OG0000339	Prak.g_01817	Syaf.g_00355
OG0000340	Prak.g_01826	Syaf.g_00366
OG0000341	Prak.g_01828	Syaf.g_00368
OG0000342	Prak.g_01829	Syaf.g_00369
OG0000343	Prak.g_01830	Syaf.g_00370
OG0000344	Prak.g_01833	Syaf.g_00374
OG0000345	Prak.g_01839	Syaf.g_00384
OG0000346	Prak.g_01843	Syaf.g_00389
OG0000347	Prak.g_01860	Syaf.g_00415
OG0000348	Prak.g_01868	Syaf.g_00427
OG0000349	Prak.g_01886	Syaf.g_00445
OG0000350	Prak.g_00656	Syaf.g_00162
OG0000351	Prak.g_01926	Syaf.g_00528
OG0000352	Prak.g_01927	Syaf.g_00527
OG0000353	Prak.g_01944	Syaf.g_00499
OG0000355	Prak.g_00001	Syaf.g_00497
OG0000356	Prak.g_00002	Syaf.g_00496
OG0000357	Prak.g_00003	Syaf.g_00495
OG0000358	Prak.g_00007	Syaf.g_00491
OG0000359	Prak.g_00008	Syaf.g_00489
OG0000360	Prak.g_00009	Syaf.g_00488
OG0000361	Prak.g_00010	Syaf.g_00487
OG0000362	Prak.g_00012	Syaf.g_00485
OG0000363	Prak.g_00014	Syaf.g_00483
OG0000364	Prak.g_00015	Syaf.g_00482
OG0000365	Prak.g_00020	Syaf.g_00473
OG0000366	Prak.g_00021	Syaf.g_00472
OG0000367	Prak.g_00022	Syaf.g_00471
OG0000368	Prak.g_00024	Syaf.g_00469
OG0000369	Prak.g_00025	Syaf.g_00468
OG0000370	Prak.g_00026	Syaf.g_00467
OG0000371	Prak.g_00033	Syaf.g_00458
OG0000372	Prak.g_00036	Syaf.g_00453
OG0000373	Prak.g_00037	Syaf.g_00452
OG0000374	Prak.g_00038	Syaf.g_00451
OG0000375	Prak.g_00040	Syaf.g_00449
OG0000376	Prak.g_00042	Syaf.g_00447
OG0000377	Prak.g_00046	Syaf.g_00654
OG0000378	Prak.g_00050	Syaf.g_00668
OG0000379	Prak.g_00053	Syaf.g_00686
OG0000380	Prak.g_00070	Syaf.g_00965
OG0000381	Prak.g_00075	Syaf.g_00962
OG0000382	Prak.g_00085	Syaf.g_00945
OG0000383	Prak.g_00087	Syaf.g_00941
OG0000384	Prak.g_00088	Syaf.g_00940
OG0000385	Prak.g_00089	Syaf.g_00939
OG0000386	Prak.g_00090	Syaf.g_00938
OG0000387	Prak.g_00104	Syaf.g_00912
OG0000388	Prak.g_00108	Syaf.g_00908
OG0000389	Prak.g_00111	Syaf.g_00904
OG0000390	Prak.g_00121	Syaf.g_00883
OG0000391	Prak.g_00124	Syaf.g_00878
OG0000392	Prak.g_00128	Syaf.g_00872
OG0000393	Prak.g_00131	Syaf.g_00870
OG0000394	Prak.g_00132	Syaf.g_00869
OG0000395	Prak.g_00133	Syaf.g_00868
OG0000396	Prak.g_00135	Syaf.g_00865
OG0000397	Prak.g_00137	Syaf.g_00863
OG0000398	Prak.g_00140	Syaf.g_00858
OG0000399	Prak.g_00141	Syaf.g_00857
OG0000400	Prak.g_00142	Syaf.g_00856
OG0000401	Prak.g_00143	Syaf.g_00855
OG0000402	Prak.g_01035	Syaf.g_00852
OG0000403	Prak.g_00145	Syaf.g_00851
OG0000404	Prak.g_00146	Syaf.g_00850
OG0000405	Prak.g_00150	Syaf.g_00835
OG0000406	Prak.g_00158	Syaf.g_00831
OG0000407	Prak.g_00159	Syaf.g_00830
OG0000408	Prak.g_00161	Syaf.g_00828
OG0000409	Prak.g_00163	Syaf.g_00826
OG0000410	Prak.g_00164	Syaf.g_00825
OG0000411	Prak.g_00165	Syaf.g_00824
OG0000412	Prak.g_00166	Syaf.g_00823
OG0000413	Prak.g_00168	Syaf.g_00821
OG0000414	Prak.g_00169	Syaf.g_00820
OG0000415	Prak.g_00170	Syaf.g_00819
OG0000416	Prak.g_00171	Syaf.g_00818
OG0000417	Prak.g_00172	Syaf.g_00817
OG0000418	Prak.g_00177	Syaf.g_00812
OG0000419	Prak.g_00179	Syaf.g_00810
OG0000420	Prak.g_00180	Syaf.g_00808
OG0000421	Prak.g_00185	Syaf.g_00803
OG0000422	Prak.g_00186	Syaf.g_00802
OG0000423	Prak.g_00187	Syaf.g_00801
OG0000424	Prak.g_00188	Syaf.g_00800
OG0000425	Prak.g_00189	Syaf.g_00799
OG0000426	Prak.g_00190	Syaf.g_00798
OG0000427	Prak.g_00191	Syaf.g_00797
OG0000428	Prak.g_00193	Syaf.g_00794
OG0000429	Prak.g_00194	Syaf.g_00792
OG0000430	Prak.g_00195	Syaf.g_00790
OG0000431	Prak.g_00197	Syaf.g_00786
OG0000432	Prak.g_00201	Syaf.g_00779
OG0000433	Prak.g_00202	Syaf.g_00777
OG0000434	Prak.g_00203	Syaf.g_00776
OG0000435	Prak.g_00204	Syaf.g_00772
OG0000436	Prak.g_00209	Syaf.g_00767
OG0000437	Prak.g_00210	Syaf.g_00766
OG0000438	Prak.g_00211	Syaf.g_00765
OG0000439	Prak.g_00213	Syaf.g_00763
OG0000440	Prak.g_00214	Syaf.g_00762
OG0000441	Prak.g_00217	Syaf.g_00756
OG0000442	Prak.g_00218	Syaf.g_00743
OG0000443	Prak.g_00219	Syaf.g_00739
OG0000444	Prak.g_00225	Syaf.g_00733
OG0000445	Prak.g_00226	Syaf.g_00729
OG0000446	Prak.g_00227	Syaf.g_00728
OG0000447	Prak.g_00228	Syaf.g_00725
OG0000448	Prak.g_00229	Syaf.g_00724
OG0000449	Prak.g_00230	Syaf.g_00723
OG0000450	Prak.g_00231	Syaf.g_00717
OG0000451	Prak.g_00232	Syaf.g_00716
OG0000452	Prak.g_00235	Syaf.g_00712
OG0000453	Prak.g_00236	Syaf.g_00711
OG0000454	Prak.g_00237	Syaf.g_00710
OG0000455	Prak.g_00238	Syaf.g_00709
OG0000456	Prak.g_00239	Syaf.g_00708
OG0000457	Prak.g_00241	Syaf.g_00706
OG0000458	Prak.g_00242	Syaf.g_00705
OG0000459	Prak.g_00243	Syaf.g_00704
OG0000460	Prak.g_00251	Syaf.g_02789
OG0000461	Prak.g_00259	Syaf.g_00183
OG0000462	Prak.g_00261	Syaf.g_00186
OG0000463	Prak.g_00262	Syaf.g_00187
OG0000464	Prak.g_00263	Syaf.g_00188
OG0000465	Prak.g_00264	Syaf.g_00190
OG0000466	Prak.g_00267	Syaf.g_00194
OG0000467	Prak.g_00268	Syaf.g_00196
OG0000468	Prak.g_00271	Syaf.g_00206
OG0000469	Prak.g_00279	Syaf.g_00220
OG0000470	Prak.g_00281	Syaf.g_00222
OG0000471	Prak.g_00282	Syaf.g_00223
OG0000472	Prak.g_00284	Syaf.g_00225
OG0000473	Prak.g_00286	Syaf.g_00227
OG0000474	Prak.g_00287	Syaf.g_00228
OG0000475	Prak.g_00288	Syaf.g_00229
OG0000476	Prak.g_00290	Syaf.g_00231
OG0000477	Prak.g_00293	Syaf.g_00237
OG0000478	Prak.g_00294	Syaf.g_00238
OG0000479	Prak.g_00295	Syaf.g_00239
OG0000480	Prak.g_00300	Syaf.g_00247
OG0000481	Prak.g_00303	Syaf.g_00249
OG0000482	Prak.g_00304	Syaf.g_00250
OG0000483	Prak.g_00307	Syaf.g_00254
OG0000484	Prak.g_00308	Syaf.g_00255
OG0000485	Prak.g_00310	Syaf.g_00256
OG0000486	Prak.g_00311	Syaf.g_00257
OG0000487	Prak.g_00314	Syaf.g_00263
OG0000488	Prak.g_00317	Syaf.g_00267
OG0000489	Prak.g_00322	Syaf.g_00274
OG0000490	Prak.g_00326	Syaf.g_00284
OG0000491	Prak.g_00327	Syaf.g_00285
OG0000492	Prak.g_00329	Syaf.g_00288
OG0000493	Prak.g_00330	Syaf.g_00289
OG0000494	Prak.g_00331	Syaf.g_00290
OG0000495	Prak.g_00332	Syaf.g_00291
OG0000496	Prak.g_00333	Syaf.g_00292
OG0000497	Prak.g_00334	Syaf.g_00293
OG0000498	Prak.g_00335	Syaf.g_00294
OG0000499	Prak.g_00336	Syaf.g_00295
OG0000500	Prak.g_00337	Syaf.g_00296
OG0000501	Prak.g_00338	Syaf.g_00299
OG0000502	Prak.g_00341	Syaf.g_00319
OG0000503	Prak.g_00356	Syaf.g_00023
OG0000504	Prak.g_00358	Syaf.g_00021
OG0000505	Prak.g_00359	Syaf.g_00020
OG0000506	Prak.g_00360	Syaf.g_00018
OG0000507	Prak.g_00363	Syaf.g_00012
OG0000508	Prak.g_00367	Syaf.g_00008
OG0000509	Prak.g_00369	Syaf.g_00006
OG0000510	Prak.g_00370	Syaf.g_00005
OG0000511	Prak.g_00371	Syaf.g_00004
OG0000512	Prak.g_00373	Syaf.g_00002
OG0000513	Prak.g_00382	Syaf.g_02803
OG0000514	Prak.g_00393	Syaf.g_02796
OG0000515	Prak.g_00394	Syaf.g_02795
OG0000516	Prak.g_00395	Syaf.g_01219
OG0000517	Prak.g_00397	Syaf.g_01213
OG0000518	Prak.g_00408	Syaf.g_01230
OG0000519	Prak.g_00409	Syaf.g_01231
OG0000520	Prak.g_00410	Syaf.g_01235
OG0000521	Prak.g_00418	Syaf.g_02542
OG0000522	Prak.g_00420	Syaf.g_02538
OG0000523	Prak.g_00421	Syaf.g_02537
OG0000524	Prak.g_00426	Syaf.g_02531
OG0000525	Prak.g_00430	Syaf.g_02507
OG0000526	Prak.g_00431	Syaf.g_02504
OG0000527	Prak.g_00434	Syaf.g_02500
OG0000528	Prak.g_00439	Syaf.g_02728
OG0000529	Prak.g_00442	Syaf.g_02720
OG0000530	Prak.g_00445	Syaf.g_02717
OG0000531	Prak.g_00446	Syaf.g_02716
OG0000532	Prak.g_00448	Syaf.g_02713
OG0000533	Prak.g_00449	Syaf.g_02712
OG0000534	Prak.g_00450	Syaf.g_02711
OG0000535	Prak.g_00451	Syaf.g_02710
OG0000536	Prak.g_00452	Syaf.g_02709
OG0000537	Prak.g_00453	Syaf.g_02708
OG0000538	Prak.g_00462	Syaf.g_02697
OG0000539	Prak.g_00463	Syaf.g_02696
OG0000540	Prak.g_00464	Syaf.g_02695
OG0000541	Prak.g_00465	Syaf.g_02694
OG0000542	Prak.g_00466	Syaf.g_02691
OG0000543	Prak.g_00468	Syaf.g_02689
OG0000544	Prak.g_00469	Syaf.g_02688
OG0000545	Prak.g_00471	Syaf.g_02686
OG0000546	Prak.g_00474	Syaf.g_02684
OG0000547	Prak.g_00476	Syaf.g_02682
OG0000548	Prak.g_00477	Syaf.g_02681
OG0000549	Prak.g_00479	Syaf.g_02676
OG0000550	Prak.g_00483	Syaf.g_02671
OG0000551	Prak.g_00486	Syaf.g_02666
OG0000552	Prak.g_00487	Syaf.g_02665
OG0000553	Prak.g_00488	Syaf.g_02663
OG0000554	Prak.g_00493	Syaf.g_02653
OG0000555	Prak.g_00501	Syaf.g_02635
OG0000556	Prak.g_00503	Syaf.g_02630
OG0000557	Prak.g_00504	Syaf.g_02628
OG0000558	Prak.g_00507	Syaf.g_02626
OG0000559	Prak.g_00511	Syaf.g_02622
OG0000560	Prak.g_00514	Syaf.g_02619
OG0000561	Prak.g_00515	Syaf.g_02618
OG0000562	Prak.g_00516	Syaf.g_02617
OG0000563	Prak.g_00517	Syaf.g_02616
