Orthogroup	Prba	Syaf
OG0000195	Prba.g_01939	Syaf.g_00827
OG0000196	Prba.g_01949	Syaf.g_00816
OG0000197	Prba.g_01950	Syaf.g_00815
OG0000198	Prba.g_01951	Syaf.g_00814
OG0000199	Prba.g_00626	Syaf.g_00806
OG0000200	Prba.g_00640	Syaf.g_00789
OG0000201	Prba.g_00648	Syaf.g_00771
OG0000202	Prba.g_00649	Syaf.g_00770
OG0000203	Prba.g_00650	Syaf.g_00769
OG0000204	Prba.g_00651	Syaf.g_00768
OG0000205	Prba.g_00658	Syaf.g_00761
OG0000206	Prba.g_00663	Syaf.g_00736
OG0000207	Prba.g_00665	Syaf.g_00735
OG0000208	Prba.g_00666	Syaf.g_00734
OG0000209	Prba.g_00675	Syaf.g_00714
OG0000210	Prba.g_00439	Syaf.g_00713
OG0000211	Prba.g_00452	Syaf.g_02791
OG0000212	Prba.g_00459	Syaf.g_02781
OG0000213	Prba.g_00476	Syaf.g_00210
OG0000214	Prba.g_00485	Syaf.g_00226
OG0000215	Prba.g_00509	Syaf.g_00258
OG0000216	Prba.g_00510	Syaf.g_00262
OG0000217	Prba.g_00513	Syaf.g_00266
OG0000218	Prba.g_00515	Syaf.g_00268
OG0000219	Prba.g_00516	Syaf.g_00269
OG0000220	Prba.g_00517	Syaf.g_00270
OG0000221	Prba.g_00518	Syaf.g_02597, Syaf.g_00273
OG0000222	Prba.g_00526	Syaf.g_00287
OG0000223	Prba.g_00539	Syaf.g_00317
OG0000224	Prba.g_00541	Syaf.g_00324
OG0000225	Prba.g_00562	Syaf.g_00007
OG0000226	Prba.g_00221	Syaf.g_00003
OG0000227	Prba.g_00223	Syaf.g_00001
OG0000228	Prba.g_00849	Syaf.g_02808
OG0000229	Prba.g_01025	Syaf.g_01214
OG0000230	Prba.g_01023	Syaf.g_01216
OG0000231	Prba.g_01012	Syaf.g_01236
OG0000232	Prba.g_01003	Syaf.g_02536
OG0000233	Prba.g_00998	Syaf.g_02528
OG0000234	Prba.g_00985	Syaf.g_02497
OG0000235	Prba.g_00982	Syaf.g_02722
OG0000236	Prba.g_00968	Syaf.g_02707
OG0000237	Prba.g_00955	Syaf.g_02690
OG0000238	Prba.g_00949	Syaf.g_02685
OG0000239	Prba.g_00936	Syaf.g_02669
OG0000240	Prba.g_00935	Syaf.g_02668
OG0000241	Prba.g_00931	Syaf.g_02322
OG0000242	Prba.g_00929	Syaf.g_02656
OG0000243	Prba.g_01772	Syaf.g_02634
OG0000244	Prba.g_01769	Syaf.g_02627
OG0000245	Prba.g_01767	Syaf.g_02625
OG0000246	Prba.g_01763	Syaf.g_02621
OG0000247	Prba.g_01753	Syaf.g_02610
OG0000248	Prba.g_01751	Syaf.g_02607
OG0000249	Prba.g_01749	Syaf.g_02605
OG0000250	Prba.g_01744	Syaf.g_02593
OG0000251	Prba.g_01726	Syaf.g_02568
OG0000252	Prba.g_01723	Syaf.g_02565
OG0000253	Prba.g_01722	Syaf.g_02564
OG0000254	Prba.g_01706	Syaf.g_02371
OG0000255	Prba.g_01700	Syaf.g_02352
OG0000256	Prba.g_01690	Syaf.g_02329
OG0000257	Prba.g_01687	Syaf.g_02323
OG0000258	Prba.g_01674	Syaf.g_02301
OG0000259	Prba.g_01657	Syaf.g_02137
OG0000260	Prba.g_01654	Syaf.g_02134
OG0000261	Prba.g_01652	Syaf.g_02131
OG0000262	Prba.g_01648	Syaf.g_02126
OG0000263	Prba.g_01636	Syaf.g_01585
OG0000264	Prba.g_01626	Syaf.g_01473
OG0000265	Prba.g_01594	Syaf.g_01196
OG0000266	Prba.g_01584	Syaf.g_01967
OG0000267	Prba.g_01573	Syaf.g_01787
OG0000268	Prba.g_01572	Syaf.g_00307, Syaf.g_01788
OG0000269	Prba.g_01504	Syaf.g_02054
OG0000270	Prba.g_01501	Syaf.g_02051
OG0000271	Prba.g_01493	Syaf.g_02043
OG0000272	Prba.g_01492	Syaf.g_02042
OG0000273	Prba.g_01469	Syaf.g_01392
OG0000274	Prba.g_01468	Syaf.g_01391
OG0000275	Prba.g_01465	Syaf.g_01386
OG0000276	Prba.g_01460	Syaf.g_01379
OG0000277	Prba.g_01459	Syaf.g_01378
OG0000278	Prba.g_01456	Syaf.g_01375
OG0000279	Prba.g_01449	Syaf.g_01367
OG0000280	Prba.g_01448	Syaf.g_01337
OG0000281	Prba.g_01443	Syaf.g_01636
OG0000282	Prba.g_01393	Syaf.g_02101
OG0000283	Prba.g_01360	Syaf.g_01804
OG0000284	Prba.g_01355	Syaf.g_01810
OG0000285	Prba.g_01350	Syaf.g_01842
OG0000286	Prba.g_01338	Syaf.g_01860
OG0000287	Prba.g_01321	Syaf.g_01896
OG0000288	Prba.g_01291	Syaf.g_01929
OG0000289	Prba.g_01280	Syaf.g_01943
OG0000290	Prba.g_01267	Syaf.g_01439
OG0000291	Prba.g_01265	Syaf.g_01441
OG0000292	Prba.g_01216	Syaf.g_00505
OG0000293	Prba.g_00073	Syaf.g_01277
OG0000294	Prba.g_00072	Syaf.g_01278
OG0000295	Prba.g_00051	Syaf.g_01316
OG0000296	Prba.g_00049	Syaf.g_01318
OG0000297	Prba.g_00041	Syaf.g_01607
OG0000298	Prba.g_00040	Syaf.g_01606
OG0000299	Prba.g_00023	Syaf.g_01578
OG0000300	Prba.g_00020	Syaf.g_01571
OG0000301	Prba.g_00019	Syaf.g_01570
OG0000302	Prba.g_00017	Syaf.g_01568
OG0000303	Prba.g_00010	Syaf.g_01559
OG0000304	Prba.g_00006	Syaf.g_01551
OG0000305	Prba.g_00204	Syaf.g_01444
OG0000306	Prba.g_00201	Syaf.g_01332
OG0000307	Prba.g_00187	Syaf.g_02742
OG0000308	Prba.g_00186	Syaf.g_02744
OG0000309	Prba.g_00182	Syaf.g_02749
OG0000310	Prba.g_00112	Syaf.g_02387
OG0000311	Prba.g_00110	Syaf.g_02391
OG0000312	Prba.g_00107	Syaf.g_02397
OG0000313	Prba.g_00709	Syaf.g_02421
OG0000314	Prba.g_00686	Syaf.g_02458
OG0000315	Prba.g_00351, Prba.g_00676	Syaf.g_02468
OG0000316	Prba.g_00331	Syaf.g_01088
OG0000317	Prba.g_00228	Syaf.g_01040
OG0000318	Prba.g_00619	Syaf.g_01032
OG0000319	Prba.g_00606	Syaf.g_01015
OG0000320	Prba.g_00604	Syaf.g_01013
OG0000321	Prba.g_00603	Syaf.g_01012
OG0000322	Prba.g_00602	Syaf.g_01011
OG0000323	Prba.g_00593	Syaf.g_00997
OG0000324	Prba.g_00567	Syaf.g_01164
OG0000325	Prba.g_00358	Syaf.g_00176
OG0000326	Prba.g_00364	Syaf.g_00169
OG0000327	Prba.g_00388	Syaf.g_00138
OG0000328	Prba.g_00389	Syaf.g_00137
OG0000329	Prba.g_00406	Syaf.g_00119
OG0000330	Prba.g_00407	Syaf.g_00118
OG0000331	Prba.g_00408	Syaf.g_00117
OG0000332	Prba.g_00422	Syaf.g_00102
OG0000333	Prba.g_00424	Syaf.g_00099
OG0000334	Prba.g_00432	Syaf.g_00090
OG0000335	Prba.g_00437	Syaf.g_00085
OG0000336	Prba.g_01050	Syaf.g_00081
OG0000337	Prba.g_01067	Syaf.g_00344
OG0000338	Prba.g_01068	Syaf.g_00348
OG0000339	Prba.g_01072	Syaf.g_00355
OG0000340	Prba.g_00752	Syaf.g_00366
OG0000341	Prba.g_00754	Syaf.g_00368
OG0000342	Prba.g_00755	Syaf.g_00369
OG0000343	Prba.g_00756	Syaf.g_00370
OG0000344	Prba.g_00759	Syaf.g_00374
OG0000345	Prba.g_00764	Syaf.g_00384
OG0000346	Prba.g_00769	Syaf.g_00389
OG0000347	Prba.g_00785	Syaf.g_00415
OG0000348	Prba.g_00795	Syaf.g_00427
OG0000349	Prba.g_00812	Syaf.g_00445
OG0000350	Prba.g_00831	Syaf.g_00162
OG0000351	Prba.g_00848, Prba.g_01776	Syaf.g_00528
OG0000352	Prba.g_01777	Syaf.g_00527
OG0000353	Prba.g_01792	Syaf.g_00499
OG0000355	Prba.g_01794	Syaf.g_00497
OG0000356	Prba.g_01795	Syaf.g_00496
OG0000357	Prba.g_01796	Syaf.g_00495
OG0000358	Prba.g_01800	Syaf.g_00491
OG0000359	Prba.g_01801	Syaf.g_00489
OG0000360	Prba.g_01802	Syaf.g_00488
OG0000361	Prba.g_01803	Syaf.g_00487
OG0000362	Prba.g_01805	Syaf.g_00485
OG0000363	Prba.g_01807	Syaf.g_00483
OG0000364	Prba.g_01808	Syaf.g_00482
OG0000365	Prba.g_01813	Syaf.g_00473
OG0000366	Prba.g_01814	Syaf.g_00472
OG0000367	Prba.g_01815	Syaf.g_00471
OG0000368	Prba.g_01817	Syaf.g_00469
OG0000369	Prba.g_01818	Syaf.g_00468
OG0000370	Prba.g_01819	Syaf.g_00467
OG0000371	Prba.g_01825	Syaf.g_00458
OG0000372	Prba.g_01828	Syaf.g_00453
OG0000373	Prba.g_01829	Syaf.g_00452
OG0000374	Prba.g_01830	Syaf.g_00451
OG0000375	Prba.g_01834	Syaf.g_00449
OG0000376	Prba.g_01836	Syaf.g_00447
OG0000377	Prba.g_01839	Syaf.g_00654
OG0000378	Prba.g_01841	Syaf.g_00668
OG0000379	Prba.g_01844	Syaf.g_00686
OG0000380	Prba.g_01854	Syaf.g_00965
OG0000381	Prba.g_01858	Syaf.g_00962
OG0000382	Prba.g_01869	Syaf.g_00945
OG0000383	Prba.g_01871	Syaf.g_00941
OG0000384	Prba.g_01872	Syaf.g_00940
OG0000385	Prba.g_01873	Syaf.g_00939
OG0000386	Prba.g_01874	Syaf.g_00938
OG0000387	Prba.g_01887	Syaf.g_00912
OG0000388	Prba.g_01890	Syaf.g_00908
OG0000389	Prba.g_01894	Syaf.g_00904
OG0000390	Prba.g_01901	Syaf.g_00883
OG0000391	Prba.g_01904	Syaf.g_00878
OG0000392	Prba.g_01908	Syaf.g_00872
OG0000393	Prba.g_01910	Syaf.g_00870
OG0000394	Prba.g_01911	Syaf.g_00869
OG0000395	Prba.g_01912	Syaf.g_00868
OG0000396	Prba.g_01915	Syaf.g_00865
OG0000397	Prba.g_01917	Syaf.g_00863
OG0000398	Prba.g_01919	Syaf.g_00858
OG0000399	Prba.g_01920	Syaf.g_00857
OG0000400	Prba.g_01921	Syaf.g_00856
OG0000401	Prba.g_01922	Syaf.g_00855
OG0000402	Prba.g_01924	Syaf.g_00852
OG0000403	Prba.g_01925	Syaf.g_00851
OG0000404	Prba.g_01926	Syaf.g_00850
OG0000405	Prba.g_01930	Syaf.g_00835
OG0000406	Prba.g_01935	Syaf.g_00831
OG0000407	Prba.g_01936	Syaf.g_00830
OG0000408	Prba.g_01938	Syaf.g_00828
OG0000409	Prba.g_01940	Syaf.g_00826
OG0000410	Prba.g_01941	Syaf.g_00825
OG0000411	Prba.g_01942	Syaf.g_00824
OG0000412	Prba.g_01943	Syaf.g_00823
OG0000413	Prba.g_01944	Syaf.g_00821
OG0000414	Prba.g_01945	Syaf.g_00820
OG0000415	Prba.g_01946	Syaf.g_00819
OG0000416	Prba.g_01947	Syaf.g_00818
OG0000417	Prba.g_01948	Syaf.g_00817
OG0000418	Prba.g_01953	Syaf.g_00812
OG0000419	Prba.g_00623	Syaf.g_00810
OG0000420	Prba.g_00624	Syaf.g_00808
OG0000421	Prba.g_00629	Syaf.g_00803
OG0000422	Prba.g_00630	Syaf.g_00802
OG0000423	Prba.g_00631	Syaf.g_00801
OG0000424	Prba.g_00632	Syaf.g_00800
OG0000425	Prba.g_00633	Syaf.g_00799
OG0000426	Prba.g_00634	Syaf.g_00798
OG0000427	Prba.g_00635	Syaf.g_00797
OG0000428	Prba.g_00637	Syaf.g_00794
OG0000429	Prba.g_00638	Syaf.g_00792
OG0000430	Prba.g_00639	Syaf.g_00790
OG0000431	Prba.g_00641	Syaf.g_00786
OG0000432	Prba.g_00644	Syaf.g_00779
OG0000433	Prba.g_00645	Syaf.g_00777
OG0000434	Prba.g_00646	Syaf.g_00776
OG0000435	Prba.g_00647	Syaf.g_00772
OG0000436	Prba.g_00652	Syaf.g_00767
OG0000437	Prba.g_00653	Syaf.g_00766
OG0000438	Prba.g_00654	Syaf.g_00765
OG0000439	Prba.g_00656	Syaf.g_00763
OG0000440	Prba.g_00657	Syaf.g_00762
OG0000441	Prba.g_00660	Syaf.g_00756
OG0000442	Prba.g_00661	Syaf.g_00743
OG0000443	Prba.g_00662	Syaf.g_00739
OG0000444	Prba.g_00667	Syaf.g_00733
OG0000445	Prba.g_00668	Syaf.g_00729
OG0000446	Prba.g_00669	Syaf.g_00728
OG0000447	Prba.g_00670	Syaf.g_00725
OG0000448	Prba.g_00671	Syaf.g_00724
OG0000449	Prba.g_00672	Syaf.g_00723
OG0000450	Prba.g_00673	Syaf.g_00717
OG0000451	Prba.g_00674	Syaf.g_00716
OG0000452	Prba.g_00440	Syaf.g_00712
OG0000453	Prba.g_00441	Syaf.g_00711
OG0000454	Prba.g_00442	Syaf.g_00710
OG0000455	Prba.g_00443	Syaf.g_00709
OG0000456	Prba.g_00444	Syaf.g_00708
OG0000457	Prba.g_00445	Syaf.g_00706
OG0000458	Prba.g_00446	Syaf.g_00705
OG0000459	Prba.g_00447	Syaf.g_00704
OG0000460	Prba.g_00454	Syaf.g_02789
OG0000461	Prba.g_00461	Syaf.g_00183
OG0000462	Prba.g_00463	Syaf.g_00186
OG0000463	Prba.g_00464	Syaf.g_00187
OG0000464	Prba.g_00465	Syaf.g_00188
OG0000465	Prba.g_00466	Syaf.g_00190
OG0000466	Prba.g_00469	Syaf.g_00194
OG0000467	Prba.g_00470	Syaf.g_00196
OG0000468	Prba.g_00472	Syaf.g_00206
OG0000469	Prba.g_00480	Syaf.g_00220
OG0000470	Prba.g_00482	Syaf.g_00222
OG0000471	Prba.g_00483	Syaf.g_00223
OG0000472	Prba.g_00484	Syaf.g_00225
OG0000473	Prba.g_00486	Syaf.g_00227
OG0000474	Prba.g_00487	Syaf.g_00228
OG0000475	Prba.g_00488	Syaf.g_00229
OG0000476	Prba.g_00489	Syaf.g_00231
OG0000477	Prba.g_00492	Syaf.g_00237
OG0000478	Prba.g_00493	Syaf.g_00238
OG0000479	Prba.g_00494	Syaf.g_00239
OG0000480	Prba.g_00499	Syaf.g_00247
OG0000481	Prba.g_00501	Syaf.g_00249
OG0000482	Prba.g_00502	Syaf.g_00250
OG0000483	Prba.g_00505	Syaf.g_00254
OG0000484	Prba.g_00506	Syaf.g_00255
OG0000485	Prba.g_00507	Syaf.g_00256
OG0000486	Prba.g_00508	Syaf.g_00257
OG0000487	Prba.g_00511	Syaf.g_00263
OG0000488	Prba.g_00514	Syaf.g_00267
OG0000489	Prba.g_00519	Syaf.g_00274
OG0000490	Prba.g_00524	Syaf.g_00284
OG0000491	Prba.g_00525	Syaf.g_00285
OG0000492	Prba.g_00527	Syaf.g_00288
OG0000493	Prba.g_00528	Syaf.g_00289
OG0000494	Prba.g_00529	Syaf.g_00290
OG0000495	Prba.g_00530	Syaf.g_00291
OG0000496	Prba.g_00531	Syaf.g_00292
OG0000497	Prba.g_00532	Syaf.g_00293
OG0000498	Prba.g_00533	Syaf.g_00294
OG0000499	Prba.g_00534	Syaf.g_00295
OG0000500	Prba.g_00535	Syaf.g_00296
OG0000501	Prba.g_00537	Syaf.g_00299
OG0000502	Prba.g_00540	Syaf.g_00319
OG0000503	Prba.g_00550	Syaf.g_00023
OG0000504	Prba.g_00551	Syaf.g_00021
OG0000505	Prba.g_00552	Syaf.g_00020
OG0000506	Prba.g_00554	Syaf.g_00018
OG0000507	Prba.g_00557	Syaf.g_00012
OG0000508	Prba.g_00561	Syaf.g_00008
OG0000509	Prba.g_00218	Syaf.g_00006
OG0000510	Prba.g_00219	Syaf.g_00005
OG0000511	Prba.g_00220	Syaf.g_00004
OG0000512	Prba.g_00222	Syaf.g_00002
OG0000513	Prba.g_00852	Syaf.g_02803
OG0000514	Prba.g_01030	Syaf.g_02796
OG0000515	Prba.g_01029	Syaf.g_02795
OG0000516	Prba.g_01028	Syaf.g_01219
OG0000517	Prba.g_01026	Syaf.g_01213
OG0000518	Prba.g_01015	Syaf.g_01230
OG0000519	Prba.g_01014	Syaf.g_01231
OG0000520	Prba.g_01013	Syaf.g_01235
OG0000521	Prba.g_01008	Syaf.g_02542
OG0000522	Prba.g_01006	Syaf.g_02538
OG0000523	Prba.g_01005	Syaf.g_02537
OG0000524	Prba.g_01000	Syaf.g_02531
OG0000525	Prba.g_00997	Syaf.g_02507
OG0000526	Prba.g_00996	Syaf.g_02504
OG0000527	Prba.g_00988	Syaf.g_02500
OG0000528	Prba.g_00983	Syaf.g_02728
OG0000529	Prba.g_00980	Syaf.g_02720
OG0000530	Prba.g_00977	Syaf.g_02717
OG0000531	Prba.g_00976	Syaf.g_02716
OG0000532	Prba.g_00974	Syaf.g_02713
OG0000533	Prba.g_00973	Syaf.g_02712
OG0000534	Prba.g_00972	Syaf.g_02711
OG0000535	Prba.g_00971	Syaf.g_02710
OG0000536	Prba.g_00970	Syaf.g_02709
OG0000537	Prba.g_00969	Syaf.g_02708
OG0000538	Prba.g_00961	Syaf.g_02697
OG0000539	Prba.g_00960	Syaf.g_02696
OG0000540	Prba.g_00959	Syaf.g_02695
OG0000541	Prba.g_00958	Syaf.g_02694
OG0000542	Prba.g_00956	Syaf.g_02691
OG0000543	Prba.g_00954	Syaf.g_02689
OG0000544	Prba.g_00953	Syaf.g_02688
OG0000545	Prba.g_00951	Syaf.g_02686
OG0000546	Prba.g_00948	Syaf.g_02684
OG0000547	Prba.g_00946	Syaf.g_02682
OG0000548	Prba.g_00945	Syaf.g_02681
OG0000549	Prba.g_00943	Syaf.g_02676
OG0000550	Prba.g_00938	Syaf.g_02671
OG0000551	Prba.g_00934	Syaf.g_02666
OG0000552	Prba.g_00933	Syaf.g_02665
OG0000553	Prba.g_00932	Syaf.g_02663
OG0000554	Prba.g_00927	Syaf.g_02653
OG0000555	Prba.g_01773	Syaf.g_02635
OG0000556	Prba.g_01771	Syaf.g_02630
OG0000557	Prba.g_01770	Syaf.g_02628
OG0000558	Prba.g_01768	Syaf.g_02626
OG0000559	Prba.g_01764	Syaf.g_02622
OG0000560	Prba.g_01761	Syaf.g_02619
OG0000561	Prba.g_01760	Syaf.g_02618
OG0000562	Prba.g_01759	Syaf.g_02617
