Orthogroup	Prba	Pran
OG0000126	Prba.g_01788	Pran.g_01252
OG0000128	Prba.g_01804	Pran.g_01268
OG0000129	Prba.g_01838	Pran.g_00381
OG0000130	Prba.g_01857	Pran.g_00363
OG0000131	Prba.g_01933	Pran.g_00288
OG0000132	Prba.g_01952	Pran.g_00268
OG0000133	Prba.g_00538	Pran.g_01872
OG0000134	Prba.g_00851	Pran.g_01838
OG0000135	Prba.g_00877	Pran.g_01812
OG0000136	Prba.g_01020	Pran.g_01739
OG0000137	Prba.g_00986	Pran.g_01703
OG0000138	Prba.g_00966	Pran.g_01683
OG0000139	Prba.g_00924	Pran.g_01641
OG0000140	Prba.g_00923	Pran.g_01640
OG0000141	Prba.g_01710	Pran.g_01571
OG0000142	Prba.g_01682	Pran.g_01543
OG0000143	Prba.g_01678	Pran.g_01539
OG0000144	Prba.g_01665	Pran.g_01526
OG0000145	Prba.g_01541	Pran.g_01400
OG0000146	Prba.g_01533	Pran.g_01377
OG0000147	Prba.g_01532	Pran.g_01376
OG0000148	Prba.g_01483	Pran.g_01327
OG0000149	Prba.g_01452	Pran.g_01297
OG0000150	Prba.g_01444	Pran.g_01289
OG0000151	Prba.g_01385	Pran.g_00439
OG0000152	Prba.g_01337	Pran.g_00487
OG0000153	Prba.g_01318	Pran.g_00506
OG0000154	Prba.g_01290	Pran.g_00542
OG0000155	Prba.g_00043	Pran.g_00040
OG0000156	Prba.g_01181	Pran.g_00887
OG0000157	Prba.g_01182	Pran.g_00886
OG0000158	Prba.g_00154	Pran.g_00822
OG0000159	Prba.g_00152	Pran.g_00808
OG0000160	Prba.g_00712	Pran.g_00732
OG0000161	Prba.g_00706	Pran.g_00726
OG0000162	Prba.g_00700	Pran.g_00720
OG0000163	Prba.g_00341	Pran.g_00686
OG0000164	Prba.g_00596	Pran.g_00994
OG0000165	Prba.g_00589	Pran.g_01001
OG0000166	Prba.g_00393	Pran.g_01069, Pran.g_01068
OG0000167	Prba.g_01069	Pran.g_01135
OG0000168	Prba.g_01079	Pran.g_01144
OG0000169	Prba.g_00761	Pran.g_01154
OG0000170	Prba.g_00763	Pran.g_01156
OG0000171	Prba.g_00783	Pran.g_01175
OG0000172	Prba.g_00792	Pran.g_01184
OG0000173	Prba.g_00807	Pran.g_01199
OG0000174	Prba.g_00835	Pran.g_01226
OG0000175	Prba.g_00845	Pran.g_01236
OG0000176	Prba.g_01797	Pran.g_01261
OG0000177	Prba.g_01798	Pran.g_01262
OG0000178	Prba.g_01799	Pran.g_01263
OG0000179	Prba.g_01809	Pran.g_00408
OG0000180	Prba.g_01810	Pran.g_00407
OG0000181	Prba.g_01811	Pran.g_00406
OG0000182	Prba.g_01812	Pran.g_00405
OG0000183	Prba.g_01816	Pran.g_00401
OG0000184	Prba.g_01840	Pran.g_00379
OG0000185	Prba.g_01843	Pran.g_00376
OG0000186	Prba.g_01852	Pran.g_00368
OG0000187	Prba.g_01853	Pran.g_00367
OG0000188	Prba.g_01870	Pran.g_00350
OG0000189	Prba.g_01884	Pran.g_00337
OG0000190	Prba.g_01885	Pran.g_00336
OG0000191	Prba.g_01905	Pran.g_00316
OG0000192	Prba.g_01909	Pran.g_00312
OG0000193	Prba.g_01934	Pran.g_00287
OG0000194	Prba.g_01937	Pran.g_00283
OG0000195	Prba.g_01939	Pran.g_00281
OG0000196	Prba.g_01949	Pran.g_00271
OG0000197	Prba.g_01950	Pran.g_00270
OG0000198	Prba.g_01951	Pran.g_00269
OG0000199	Prba.g_00626	Pran.g_00262
OG0000200	Prba.g_00640	Pran.g_00248
OG0000201	Prba.g_00648	Pran.g_00240
OG0000202	Prba.g_00649	Pran.g_00239
OG0000203	Prba.g_00650	Pran.g_00238
OG0000204	Prba.g_00651	Pran.g_00237
OG0000205	Prba.g_00658	Pran.g_00230
OG0000206	Prba.g_00663	Pran.g_00225
OG0000207	Prba.g_00665	Pran.g_00223
OG0000208	Prba.g_00666	Pran.g_00222
OG0000209	Prba.g_00675	Pran.g_00213
OG0000210	Prba.g_00439	Pran.g_00212
OG0000211	Prba.g_00452	Pran.g_00199
OG0000212	Prba.g_00459	Pran.g_00193
OG0000213	Prba.g_00476	Pran.g_01935
OG0000214	Prba.g_00485	Pran.g_01926
OG0000215	Prba.g_00509	Pran.g_01902
OG0000216	Prba.g_00510	Pran.g_01900
OG0000217	Prba.g_00513	Pran.g_01897
OG0000218	Prba.g_00515	Pran.g_01895
OG0000219	Prba.g_00516	Pran.g_01894
OG0000220	Prba.g_00517	Pran.g_01893
OG0000221	Prba.g_00518	Pran.g_01892
OG0000222	Prba.g_00526	Pran.g_01884
OG0000223	Prba.g_00539	Pran.g_01871
OG0000224	Prba.g_00541	Pran.g_01869
OG0000225	Prba.g_00562	Pran.g_01849
OG0000226	Prba.g_00221	Pran.g_01845
OG0000227	Prba.g_00223	Pran.g_01843
OG0000228	Prba.g_00849	Pran.g_01840
OG0000229	Prba.g_01025	Pran.g_01744
OG0000230	Prba.g_01023	Pran.g_01742
OG0000231	Prba.g_01012	Pran.g_01728
OG0000232	Prba.g_01003	Pran.g_01720
OG0000233	Prba.g_00998	Pran.g_01715
OG0000234	Prba.g_00985	Pran.g_01702
OG0000235	Prba.g_00982	Pran.g_01699
OG0000236	Prba.g_00968	Pran.g_01685
OG0000237	Prba.g_00955	Pran.g_01672
OG0000238	Prba.g_00949	Pran.g_01666
OG0000239	Prba.g_00936	Pran.g_01653
OG0000240	Prba.g_00935	Pran.g_01652
OG0000241	Prba.g_00931	Pran.g_01648
OG0000242	Prba.g_00929	Pran.g_01646
OG0000243	Prba.g_01772	Pran.g_01635
OG0000244	Prba.g_01769	Pran.g_01632
OG0000245	Prba.g_01767	Pran.g_01630
OG0000246	Prba.g_01763	Pran.g_01626
OG0000247	Prba.g_01753	Pran.g_01616
OG0000248	Prba.g_01751	Pran.g_01613
OG0000249	Prba.g_01749	Pran.g_01611
OG0000250	Prba.g_01744	Pran.g_01606
OG0000251	Prba.g_01726	Pran.g_01587
OG0000252	Prba.g_01723	Pran.g_01584
OG0000253	Prba.g_01722	Pran.g_01583
OG0000254	Prba.g_01706	Pran.g_01567
OG0000255	Prba.g_01700	Pran.g_01561
OG0000256	Prba.g_01690	Pran.g_01551
OG0000257	Prba.g_01687	Pran.g_01548
OG0000258	Prba.g_01674	Pran.g_01535
OG0000259	Prba.g_01657	Pran.g_01518
OG0000260	Prba.g_01654	Pran.g_01515
OG0000261	Prba.g_01652	Pran.g_01513
OG0000262	Prba.g_01648	Pran.g_01509
OG0000263	Prba.g_01636	Pran.g_01497
OG0000264	Prba.g_01626	Pran.g_01487
OG0000265	Prba.g_01594	Pran.g_01460
OG0000266	Prba.g_01584	Pran.g_01450
OG0000267	Prba.g_01573	Pran.g_01439
OG0000268	Prba.g_01572	Pran.g_01438
OG0000269	Prba.g_01504	Pran.g_01348
OG0000270	Prba.g_01501	Pran.g_01345
OG0000271	Prba.g_01493	Pran.g_01337
OG0000272	Prba.g_01492	Pran.g_01336
OG0000273	Prba.g_01469	Pran.g_01313
OG0000274	Prba.g_01468	Pran.g_01312
OG0000275	Prba.g_01465	Pran.g_01310
OG0000276	Prba.g_01460	Pran.g_01305
OG0000277	Prba.g_01459	Pran.g_01304
OG0000278	Prba.g_01456	Pran.g_01301
OG0000279	Prba.g_01449	Pran.g_01294
OG0000280	Prba.g_01448	Pran.g_01293
OG0000281	Prba.g_01443	Pran.g_01287
OG0000282	Prba.g_01393	Pran.g_00431
OG0000283	Prba.g_01360	Pran.g_00464
OG0000284	Prba.g_01355	Pran.g_00469
OG0000285	Prba.g_01350	Pran.g_00474
OG0000286	Prba.g_01338	Pran.g_00486
OG0000287	Prba.g_01321	Pran.g_00503
OG0000288	Prba.g_01291	Pran.g_00541
OG0000289	Prba.g_01280	Pran.g_00552
OG0000290	Prba.g_01267	Pran.g_00565
OG0000291	Prba.g_01265	Pran.g_00567
OG0000292	Prba.g_01216	Pran.g_00135
OG0000293	Prba.g_00073	Pran.g_00069
OG0000294	Prba.g_00072	Pran.g_00068
OG0000295	Prba.g_00051	Pran.g_00048
OG0000296	Prba.g_00049	Pran.g_00046
OG0000297	Prba.g_00041	Pran.g_00038
OG0000298	Prba.g_00040	Pran.g_00037
OG0000299	Prba.g_00023	Pran.g_00020
OG0000300	Prba.g_00020	Pran.g_00017
OG0000301	Prba.g_00019	Pran.g_00016
OG0000302	Prba.g_00017	Pran.g_00014
OG0000303	Prba.g_00010	Pran.g_00007
OG0000304	Prba.g_00006	Pran.g_00003
OG0000305	Prba.g_00204	Pran.g_00848
OG0000306	Prba.g_00201	Pran.g_00846
OG0000307	Prba.g_00187	Pran.g_00832
OG0000308	Prba.g_00186	Pran.g_00831
OG0000309	Prba.g_00182	Pran.g_00827
OG0000310	Prba.g_00112	Pran.g_00748
OG0000311	Prba.g_00110	Pran.g_00746
OG0000312	Prba.g_00107	Pran.g_00743
OG0000313	Prba.g_00709	Pran.g_00729
OG0000314	Prba.g_00686	Pran.g_00706
OG0000315	Prba.g_00351, Prba.g_00676	Pran.g_00696
OG0000316	Prba.g_00331	Pran.g_00676
OG0000317	Prba.g_00228	Pran.g_00968
OG0000318	Prba.g_00619	Pran.g_00971
OG0000319	Prba.g_00606	Pran.g_00984
OG0000320	Prba.g_00604	Pran.g_00986
OG0000321	Prba.g_00603	Pran.g_00987
OG0000322	Prba.g_00602	Pran.g_00988
OG0000323	Prba.g_00593	Pran.g_00997
OG0000324	Prba.g_00567	Pran.g_01023
OG0000325	Prba.g_00358	Pran.g_01033
OG0000326	Prba.g_00364	Pran.g_01039
OG0000327	Prba.g_00388	Pran.g_01063
OG0000328	Prba.g_00389	Pran.g_01064
OG0000329	Prba.g_00406	Pran.g_01082
OG0000330	Prba.g_00407	Pran.g_01083
OG0000331	Prba.g_00408	Pran.g_01084
OG0000332	Prba.g_00422	Pran.g_01098
OG0000333	Prba.g_00424	Pran.g_01100
OG0000334	Prba.g_00432	Pran.g_01108
OG0000335	Prba.g_00437	Pran.g_01113
OG0000336	Prba.g_01050	Pran.g_01117
OG0000337	Prba.g_01067	Pran.g_01133
OG0000338	Prba.g_01068	Pran.g_01134
OG0000339	Prba.g_01072	Pran.g_01138
OG0000340	Prba.g_00752	Pran.g_01145
OG0000341	Prba.g_00754	Pran.g_01147
OG0000342	Prba.g_00755	Pran.g_01148
OG0000343	Prba.g_00756	Pran.g_01149
OG0000344	Prba.g_00759	Pran.g_01152
OG0000345	Prba.g_00764	Pran.g_01157
OG0000346	Prba.g_00769	Pran.g_01161
OG0000347	Prba.g_00785	Pran.g_01177
OG0000348	Prba.g_00795	Pran.g_01187
OG0000349	Prba.g_00812	Pran.g_01203
OG0000350	Prba.g_00831	Pran.g_01222
OG0000351	Prba.g_00848, Prba.g_01776	Pran.g_01239
OG0000352	Prba.g_01777	Pran.g_01240
OG0000353	Prba.g_01792	Pran.g_01256
OG0000355	Prba.g_01794	Pran.g_01258
OG0000356	Prba.g_01795	Pran.g_01259
OG0000357	Prba.g_01796	Pran.g_01260
OG0000358	Prba.g_01800	Pran.g_01264
OG0000359	Prba.g_01801	Pran.g_01265
OG0000360	Prba.g_01802	Pran.g_01266
OG0000361	Prba.g_01803	Pran.g_01267
OG0000362	Prba.g_01805	Pran.g_01269
OG0000363	Prba.g_01807	Pran.g_00410
OG0000364	Prba.g_01808	Pran.g_00409
OG0000365	Prba.g_01813	Pran.g_00404
OG0000366	Prba.g_01814	Pran.g_00403
OG0000367	Prba.g_01815	Pran.g_00402
OG0000368	Prba.g_01817	Pran.g_00400
OG0000369	Prba.g_01818	Pran.g_00399
OG0000370	Prba.g_01819	Pran.g_00398
OG0000371	Prba.g_01825	Pran.g_00392
OG0000372	Prba.g_01828	Pran.g_00389
OG0000373	Prba.g_01829	Pran.g_00388
OG0000374	Prba.g_01830	Pran.g_00387
OG0000375	Prba.g_01834	Pran.g_00385
OG0000376	Prba.g_01836	Pran.g_00383
OG0000377	Prba.g_01839	Pran.g_00380
OG0000378	Prba.g_01841	Pran.g_00378
OG0000379	Prba.g_01844	Pran.g_00375
OG0000380	Prba.g_01854	Pran.g_00366
OG0000381	Prba.g_01858	Pran.g_00362
OG0000382	Prba.g_01869	Pran.g_00351
OG0000383	Prba.g_01871	Pran.g_00349
OG0000384	Prba.g_01872	Pran.g_00348
OG0000385	Prba.g_01873	Pran.g_00347
OG0000386	Prba.g_01874	Pran.g_00346
OG0000387	Prba.g_01887	Pran.g_00334
OG0000388	Prba.g_01890	Pran.g_00331
OG0000389	Prba.g_01894	Pran.g_00327
OG0000390	Prba.g_01901	Pran.g_00320
OG0000391	Prba.g_01904	Pran.g_00317
OG0000392	Prba.g_01908	Pran.g_00313
OG0000393	Prba.g_01910	Pran.g_00311
OG0000394	Prba.g_01911	Pran.g_00310
OG0000395	Prba.g_01912	Pran.g_00309
OG0000396	Prba.g_01915	Pran.g_00307
OG0000397	Prba.g_01917	Pran.g_00305
OG0000398	Prba.g_01919	Pran.g_00303
OG0000399	Prba.g_01920	Pran.g_00302
OG0000400	Prba.g_01921	Pran.g_00301
OG0000401	Prba.g_01922	Pran.g_00300
OG0000402	Prba.g_01924	Pran.g_00298
OG0000403	Prba.g_01925	Pran.g_00297
OG0000404	Prba.g_01926	Pran.g_00296
OG0000405	Prba.g_01930	Pran.g_00292
OG0000406	Prba.g_01935	Pran.g_00286
OG0000407	Prba.g_01936	Pran.g_00285
OG0000408	Prba.g_01938	Pran.g_00282
OG0000409	Prba.g_01940	Pran.g_00280
OG0000410	Prba.g_01941	Pran.g_00279
OG0000411	Prba.g_01942	Pran.g_00278
OG0000412	Prba.g_01943	Pran.g_00277
OG0000413	Prba.g_01944	Pran.g_00276
OG0000414	Prba.g_01945	Pran.g_00275
OG0000415	Prba.g_01946	Pran.g_00274
OG0000416	Prba.g_01947	Pran.g_00273
OG0000417	Prba.g_01948	Pran.g_00272
OG0000418	Prba.g_01953	Pran.g_00267
OG0000419	Prba.g_00623	Pran.g_00265
OG0000420	Prba.g_00624	Pran.g_00264
OG0000421	Prba.g_00629	Pran.g_00259
OG0000422	Prba.g_00630	Pran.g_00258
OG0000423	Prba.g_00631	Pran.g_00257
OG0000424	Prba.g_00632	Pran.g_00256
OG0000425	Prba.g_00633	Pran.g_00255
OG0000426	Prba.g_00634	Pran.g_00254
OG0000427	Prba.g_00635	Pran.g_00253
OG0000428	Prba.g_00637	Pran.g_00251
OG0000429	Prba.g_00638	Pran.g_00250
OG0000430	Prba.g_00639	Pran.g_00249
OG0000431	Prba.g_00641	Pran.g_00247
OG0000432	Prba.g_00644	Pran.g_00244
OG0000433	Prba.g_00645	Pran.g_00243
OG0000434	Prba.g_00646	Pran.g_00242
OG0000435	Prba.g_00647	Pran.g_00241
OG0000436	Prba.g_00652	Pran.g_00236
OG0000437	Prba.g_00653	Pran.g_00235
OG0000438	Prba.g_00654	Pran.g_00234
OG0000439	Prba.g_00656	Pran.g_00232
OG0000440	Prba.g_00657	Pran.g_00231
OG0000441	Prba.g_00660	Pran.g_00228
OG0000442	Prba.g_00661	Pran.g_00227
OG0000443	Prba.g_00662	Pran.g_00226
OG0000444	Prba.g_00667	Pran.g_00221
OG0000445	Prba.g_00668	Pran.g_00220
OG0000446	Prba.g_00669	Pran.g_00219
OG0000447	Prba.g_00670	Pran.g_00218
OG0000448	Prba.g_00671	Pran.g_00217
OG0000449	Prba.g_00672	Pran.g_00216
OG0000450	Prba.g_00673	Pran.g_00215
OG0000451	Prba.g_00674	Pran.g_00214
OG0000452	Prba.g_00440	Pran.g_00211
OG0000453	Prba.g_00441	Pran.g_00210
OG0000454	Prba.g_00442	Pran.g_00209
OG0000455	Prba.g_00443	Pran.g_00208
OG0000456	Prba.g_00444	Pran.g_00207
OG0000457	Prba.g_00445	Pran.g_00206
OG0000458	Prba.g_00446	Pran.g_00205
OG0000459	Prba.g_00447	Pran.g_00204
OG0000460	Prba.g_00454	Pran.g_00197
OG0000461	Prba.g_00461	Pran.g_01950
OG0000462	Prba.g_00463	Pran.g_01948
OG0000463	Prba.g_00464	Pran.g_01947
OG0000464	Prba.g_00465	Pran.g_01946
OG0000465	Prba.g_00466	Pran.g_01945
OG0000466	Prba.g_00469	Pran.g_01942
OG0000467	Prba.g_00470	Pran.g_01941
OG0000468	Prba.g_00472	Pran.g_01939
OG0000469	Prba.g_00480	Pran.g_01931
OG0000470	Prba.g_00482	Pran.g_01929
OG0000471	Prba.g_00483	Pran.g_01928
OG0000472	Prba.g_00484	Pran.g_01927
OG0000473	Prba.g_00486	Pran.g_01925
OG0000474	Prba.g_00487	Pran.g_01924
OG0000475	Prba.g_00488	Pran.g_01923
OG0000476	Prba.g_00489	Pran.g_01922
OG0000477	Prba.g_00492	Pran.g_01919
OG0000478	Prba.g_00493	Pran.g_01918
OG0000479	Prba.g_00494	Pran.g_01917
OG0000480	Prba.g_00499	Pran.g_01912
OG0000481	Prba.g_00501	Pran.g_01910
OG0000482	Prba.g_00502	Pran.g_01909
OG0000483	Prba.g_00505	Pran.g_01906
OG0000484	Prba.g_00506	Pran.g_01905
OG0000485	Prba.g_00507	Pran.g_01904
OG0000486	Prba.g_00508	Pran.g_01903
OG0000487	Prba.g_00511	Pran.g_01899
OG0000488	Prba.g_00514	Pran.g_01896
OG0000489	Prba.g_00519	Pran.g_01891
OG0000490	Prba.g_00524	Pran.g_01886
OG0000491	Prba.g_00525	Pran.g_01885
OG0000492	Prba.g_00527	Pran.g_01883
OG0000493	Prba.g_00528	Pran.g_01882
OG0000494	Prba.g_00529	Pran.g_01881
OG0000495	Prba.g_00530	Pran.g_01880
OG0000496	Prba.g_00531	Pran.g_01879
OG0000497	Prba.g_00532	Pran.g_01878
OG0000498	Prba.g_00533	Pran.g_01877
OG0000499	Prba.g_00534	Pran.g_01876
OG0000500	Prba.g_00535	Pran.g_01875
OG0000501	Prba.g_00537	Pran.g_01873
OG0000502	Prba.g_00540	Pran.g_01870
OG0000503	Prba.g_00550	Pran.g_01860
OG0000504	Prba.g_00551	Pran.g_01859
OG0000505	Prba.g_00552	Pran.g_01858
OG0000506	Prba.g_00554	Pran.g_01857
OG0000507	Prba.g_00557	Pran.g_01854
OG0000508	Prba.g_00561	Pran.g_01850
OG0000509	Prba.g_00218	Pran.g_01848
OG0000510	Prba.g_00219	Pran.g_01847
OG0000511	Prba.g_00220	Pran.g_01846
OG0000512	Prba.g_00222	Pran.g_01844
OG0000513	Prba.g_00852	Pran.g_01837
OG0000514	Prba.g_01030	Pran.g_01749
OG0000515	Prba.g_01029	Pran.g_01748
OG0000516	Prba.g_01028	Pran.g_01747
OG0000517	Prba.g_01026	Pran.g_01745
OG0000518	Prba.g_01015	Pran.g_01734
OG0000519	Prba.g_01014	Pran.g_01733
OG0000520	Prba.g_01013	Pran.g_01729
OG0000521	Prba.g_01008	Pran.g_01724
OG0000522	Prba.g_01006	Pran.g_01723
OG0000523	Prba.g_01005	Pran.g_01722
OG0000524	Prba.g_01000	Pran.g_01717
OG0000525	Prba.g_00997	Pran.g_01714
OG0000526	Prba.g_00996	Pran.g_01713
OG0000527	Prba.g_00988	Pran.g_01705
OG0000528	Prba.g_00983	Pran.g_01700
OG0000529	Prba.g_00980	Pran.g_01697
OG0000530	Prba.g_00977	Pran.g_01694
OG0000531	Prba.g_00976	Pran.g_01693
OG0000532	Prba.g_00974	Pran.g_01691
OG0000533	Prba.g_00973	Pran.g_01690
OG0000534	Prba.g_00972	Pran.g_01689
OG0000535	Prba.g_00971	Pran.g_01688
OG0000536	Prba.g_00970	Pran.g_01687
OG0000537	Prba.g_00969	Pran.g_01686
OG0000538	Prba.g_00961	Pran.g_01678
OG0000539	Prba.g_00960	Pran.g_01677
OG0000540	Prba.g_00959	Pran.g_01676
OG0000541	Prba.g_00958	Pran.g_01675
OG0000542	Prba.g_00956	Pran.g_01673
OG0000543	Prba.g_00954	Pran.g_01671
OG0000544	Prba.g_00953	Pran.g_01670
OG0000545	Prba.g_00951	Pran.g_01668
OG0000546	Prba.g_00948	Pran.g_01665
OG0000547	Prba.g_00946	Pran.g_01663
OG0000548	Prba.g_00945	Pran.g_01662
OG0000549	Prba.g_00943	Pran.g_01660
OG0000550	Prba.g_00938	Pran.g_01655
OG0000551	Prba.g_00934	Pran.g_01651
OG0000552	Prba.g_00933	Pran.g_01650
OG0000553	Prba.g_00932	Pran.g_01649
OG0000554	Prba.g_00927	Pran.g_01644
OG0000555	Prba.g_01773	Pran.g_01636
OG0000556	Prba.g_01771	Pran.g_01634
OG0000557	Prba.g_01770	Pran.g_01633
OG0000558	Prba.g_01768	Pran.g_01631
OG0000559	Prba.g_01764	Pran.g_01627
OG0000560	Prba.g_01761	Pran.g_01624
OG0000561	Prba.g_01760	Pran.g_01623
OG0000562	Prba.g_01759	Pran.g_01622
OG0000563	Prba.g_01758	Pran.g_01621
OG0000564	Prba.g_01757	Pran.g_01620
OG0000565	Prba.g_01754	Pran.g_01617
OG0000566	Prba.g_01752	Pran.g_01614
OG0000567	Prba.g_01748	Pran.g_01610
