Orthogroup	Prba	Prag
OG0000027	Prba.g_00991	Prag.g_00449
OG0000027	Prba.g_01175	Prag.g_01336
OG0000028	Prba.g_01126	Prag.g_01270
OG0000028	Prba.g_00536	Prag.g_00311
OG0000029	Prba.g_01551	Prag.g_00748
OG0000030	Prba.g_00778	Prag.g_01871
OG0000031	Prba.g_00173	Prag.g_01446
OG0000032	Prba.g_00149	Prag.g_01416
OG0000033	Prba.g_00625	Prag.g_00162
OG0000034	Prba.g_01202	Prag.g_01365
OG0000035	Prba.g_00713	Prag.g_01490, Prag.g_01488
OG0000037	Prba.g_01897	Prag.g_00102
OG0000038	Prba.g_00819	Prag.g_01911
OG0000039	Prba.g_01631	Prag.g_00664
OG0000040	Prba.g_00251	Prag.g_01630
OG0000040	Prba.g_00084	Prag.g_01133
OG0000042	Prba.g_00775	Prag.g_01868
OG0000043	Prba.g_01427	Prag.g_00876
OG0000045	Prba.g_00865	Prag.g_00365
OG0000047	Prba.g_00546	Prag.g_00321
OG0000048	Prba.g_00868	Prag.g_00368
OG0000049	Prba.g_00878	Prag.g_00376
OG0000049	Prba.g_01104	Prag.g_01264
OG0000049	Prba.g_00901	Prag.g_01300
OG0000050	Prba.g_01229	Prag.g_01071
OG0000051	Prba.g_01168	Prag.g_01329
OG0000052	Prba.g_00160	Prag.g_01444
OG0000053	Prba.g_00693	Prag.g_01510
OG0000054	Prba.g_01711	Prag.g_00584
OG0000055	Prba.g_01518	Prag.g_00787
OG0000057	Prba.g_01619	Prag.g_00676
OG0000058	Prba.g_00153	Prag.g_01428
OG0000059	Prba.g_00381	Prag.g_01755
OG0000061	Prba.g_00064	Prag.g_01153
OG0000062	Prba.g_00310	Prag.g_01568
OG0000063	Prba.g_01826	Prag.g_00033
OG0000065	Prba.g_01895	Prag.g_00100
OG0000066	Prba.g_00922	Prag.g_00518
OG0000067	Prba.g_01499	Prag.g_00806
OG0000068	Prba.g_00196	Prag.g_01389
OG0000069	Prba.g_00275	Prag.g_01601
OG0000070	Prba.g_01011	Prag.g_00429
OG0000071	Prba.g_01192	Prag.g_01355
OG0000072	Prba.g_00627	Prag.g_00164
OG0000073	Prba.g_00962	Prag.g_00478
OG0000074	Prba.g_01635	Prag.g_00660
OG0000075	Prba.g_01071	Prag.g_01836
OG0000076	Prba.g_00768	Prag.g_01861
OG0000077	Prba.g_01866	Prag.g_00072
OG0000078	Prba.g_00458	Prag.g_00232
OG0000081	Prba.g_00930	Prag.g_00510
OG0000082	Prba.g_01731	Prag.g_00563
OG0000083	Prba.g_01563	Prag.g_00734
OG0000083	Prba.g_01171	Prag.g_01332
OG0000083	Prba.g_01570	Prag.g_00726
OG0000084	Prba.g_00717	Prag.g_01484
OG0000085	Prba.g_00233	Prag.g_01662
OG0000086	Prba.g_01876	Prag.g_00082
OG0000087	Prba.g_01927	Prag.g_00132
OG0000088	Prba.g_00622	Prag.g_00159
OG0000089	Prba.g_00850	Prag.g_00350
OG0000090	Prba.g_00928	Prag.g_00512
OG0000091	Prba.g_01675	Prag.g_00620
OG0000092	Prba.g_01390	Prag.g_00911
OG0000093	Prba.g_01369	Prag.g_00932
OG0000094	Prba.g_01283	Prag.g_01017
OG0000095	Prba.g_01264	Prag.g_01036
OG0000096	Prba.g_00734	Prag.g_01103
OG0000096	Prba.g_01157	Prag.g_01319
OG0000097	Prba.g_00022	Prag.g_01194
OG0000098	Prba.g_00214	Prag.g_01371
OG0000099	Prba.g_00155	Prag.g_01424
OG0000100	Prba.g_00314	Prag.g_01564
OG0000101	Prba.g_00429	Prag.g_01804
OG0000102	Prba.g_00773	Prag.g_01866
OG0000103	Prba.g_01781	Prag.g_01945
OG0000104	Prba.g_01789	Prag.g_01953
OG0000105	Prba.g_00491	Prag.g_00265
OG0000106	Prba.g_00864	Prag.g_00364
OG0000107	Prba.g_00880	Prag.g_00378
OG0000108	Prba.g_00981	Prag.g_00459
OG0000109	Prba.g_00967	Prag.g_00473
OG0000110	Prba.g_01741	Prag.g_00553
OG0000111	Prba.g_01618	Prag.g_00677
OG0000112	Prba.g_01534	Prag.g_00771
OG0000113	Prba.g_01477	Prag.g_00828
OG0000114	Prba.g_01395	Prag.g_00906
OG0000115	Prba.g_00743	Prag.g_01097
OG0000116	Prba.g_00074	Prag.g_01143
OG0000117	Prba.g_01135	Prag.g_01298
OG0000118	Prba.g_01204	Prag.g_01367
OG0000119	Prba.g_00200	Prag.g_01385
OG0000120	Prba.g_00175	Prag.g_01423
OG0000121	Prba.g_00711	Prag.g_01492
OG0000122	Prba.g_00348	Prag.g_01530
OG0000123	Prba.g_00436	Prag.g_01811
OG0000124	Prba.g_00784	Prag.g_01877
OG0000125	Prba.g_00821	Prag.g_01913
OG0000126	Prba.g_01788	Prag.g_01952
OG0000128	Prba.g_01804	Prag.g_00011
OG0000129	Prba.g_01838	Prag.g_00044
OG0000130	Prba.g_01857	Prag.g_00063
OG0000131	Prba.g_01933	Prag.g_00138
OG0000132	Prba.g_01952	Prag.g_00157
OG0000133	Prba.g_00538	Prag.g_00313
OG0000134	Prba.g_00851	Prag.g_00351
OG0000135	Prba.g_00877	Prag.g_00375
OG0000136	Prba.g_01020	Prag.g_00420
OG0000137	Prba.g_00986	Prag.g_00454
OG0000138	Prba.g_00966	Prag.g_00474
OG0000139	Prba.g_00924	Prag.g_00516
OG0000140	Prba.g_00923	Prag.g_00517
OG0000141	Prba.g_01710	Prag.g_00585
OG0000142	Prba.g_01682	Prag.g_00613
OG0000143	Prba.g_01678	Prag.g_00617
OG0000144	Prba.g_01665	Prag.g_00630
OG0000145	Prba.g_01541	Prag.g_00758
OG0000146	Prba.g_01533	Prag.g_00772
OG0000147	Prba.g_01532	Prag.g_00773
OG0000148	Prba.g_01483	Prag.g_00822
OG0000149	Prba.g_01452	Prag.g_00851
OG0000150	Prba.g_01444	Prag.g_00859
OG0000151	Prba.g_01385	Prag.g_00916
OG0000152	Prba.g_01337	Prag.g_00964
OG0000153	Prba.g_01318	Prag.g_00983
OG0000154	Prba.g_01290	Prag.g_01010
OG0000155	Prba.g_00043	Prag.g_01173
OG0000156	Prba.g_01181	Prag.g_01342
OG0000157	Prba.g_01182	Prag.g_01343
OG0000158	Prba.g_00154	Prag.g_01425
OG0000159	Prba.g_00152	Prag.g_01427
OG0000160	Prba.g_00712	Prag.g_01491
OG0000161	Prba.g_00706	Prag.g_01497
OG0000162	Prba.g_00700	Prag.g_01503
OG0000163	Prba.g_00341	Prag.g_01537
OG0000164	Prba.g_00596	Prag.g_01693
OG0000165	Prba.g_00589	Prag.g_01700
OG0000166	Prba.g_00393	Prag.g_01768
OG0000167	Prba.g_01069	Prag.g_01834
OG0000168	Prba.g_01079	Prag.g_01844
OG0000169	Prba.g_00761	Prag.g_01854
OG0000170	Prba.g_00763	Prag.g_01856
OG0000171	Prba.g_00783	Prag.g_01876
OG0000172	Prba.g_00792	Prag.g_01884
OG0000173	Prba.g_00807	Prag.g_01899
OG0000174	Prba.g_00835	Prag.g_01927
OG0000175	Prba.g_00845	Prag.g_01937
OG0000176	Prba.g_01797	Prag.g_00004
OG0000177	Prba.g_01798	Prag.g_00005
OG0000178	Prba.g_01799	Prag.g_00006
OG0000179	Prba.g_01809	Prag.g_00016
OG0000180	Prba.g_01810	Prag.g_00017
OG0000181	Prba.g_01811	Prag.g_00018
OG0000182	Prba.g_01812	Prag.g_00019
OG0000183	Prba.g_01816	Prag.g_00023
OG0000184	Prba.g_01840	Prag.g_00046
OG0000185	Prba.g_01843	Prag.g_00049
OG0000186	Prba.g_01852	Prag.g_00058
OG0000187	Prba.g_01853	Prag.g_00059
OG0000188	Prba.g_01870	Prag.g_00076
OG0000189	Prba.g_01884	Prag.g_00089
OG0000190	Prba.g_01885	Prag.g_00090
OG0000191	Prba.g_01905	Prag.g_00110
OG0000192	Prba.g_01909	Prag.g_00114
OG0000193	Prba.g_01934	Prag.g_00139
OG0000194	Prba.g_01937	Prag.g_00142
OG0000195	Prba.g_01939	Prag.g_00144
OG0000196	Prba.g_01949	Prag.g_00154
OG0000197	Prba.g_01950	Prag.g_00155
OG0000198	Prba.g_01951	Prag.g_00156
OG0000199	Prba.g_00626	Prag.g_00163
OG0000200	Prba.g_00640	Prag.g_00177
OG0000201	Prba.g_00648	Prag.g_00185
OG0000202	Prba.g_00649	Prag.g_00186
OG0000203	Prba.g_00650	Prag.g_00187
OG0000204	Prba.g_00651	Prag.g_00188
OG0000205	Prba.g_00658	Prag.g_00195
OG0000206	Prba.g_00663	Prag.g_00200
OG0000207	Prba.g_00665	Prag.g_00202
OG0000208	Prba.g_00666	Prag.g_00203
OG0000209	Prba.g_00675	Prag.g_00212
OG0000210	Prba.g_00439	Prag.g_00213
OG0000211	Prba.g_00452	Prag.g_00226
OG0000212	Prba.g_00459	Prag.g_00233
OG0000213	Prba.g_00476	Prag.g_00249
OG0000214	Prba.g_00485	Prag.g_00258
OG0000215	Prba.g_00509	Prag.g_00283
OG0000216	Prba.g_00510	Prag.g_00285
OG0000217	Prba.g_00513	Prag.g_00288
OG0000218	Prba.g_00515	Prag.g_00290
OG0000219	Prba.g_00516	Prag.g_00291
OG0000220	Prba.g_00517	Prag.g_00292
OG0000221	Prba.g_00518	Prag.g_00293
OG0000222	Prba.g_00526	Prag.g_00301
OG0000223	Prba.g_00539	Prag.g_00314
OG0000224	Prba.g_00541	Prag.g_00316
OG0000225	Prba.g_00562	Prag.g_00340
OG0000226	Prba.g_00221	Prag.g_00344
OG0000227	Prba.g_00223	Prag.g_00346
OG0000228	Prba.g_00849	Prag.g_00349
OG0000229	Prba.g_01025	Prag.g_00415
OG0000230	Prba.g_01023	Prag.g_00417
OG0000231	Prba.g_01012	Prag.g_00428
OG0000232	Prba.g_01003	Prag.g_00437
OG0000233	Prba.g_00998	Prag.g_00442
OG0000234	Prba.g_00985	Prag.g_00455
OG0000235	Prba.g_00982	Prag.g_00458
OG0000236	Prba.g_00968	Prag.g_00472
OG0000237	Prba.g_00955	Prag.g_00485
OG0000238	Prba.g_00949	Prag.g_00491
OG0000239	Prba.g_00936	Prag.g_00504
OG0000240	Prba.g_00935	Prag.g_00505
OG0000241	Prba.g_00931	Prag.g_00509
OG0000242	Prba.g_00929	Prag.g_00511
OG0000243	Prba.g_01772	Prag.g_00522
OG0000244	Prba.g_01769	Prag.g_00525
OG0000245	Prba.g_01767	Prag.g_00527
OG0000246	Prba.g_01763	Prag.g_00531
OG0000247	Prba.g_01753	Prag.g_00541
OG0000248	Prba.g_01751	Prag.g_00543
OG0000249	Prba.g_01749	Prag.g_00545
OG0000250	Prba.g_01744	Prag.g_00550
OG0000251	Prba.g_01726	Prag.g_00569
OG0000252	Prba.g_01723	Prag.g_00572
OG0000253	Prba.g_01722	Prag.g_00573
OG0000254	Prba.g_01706	Prag.g_00589
OG0000255	Prba.g_01700	Prag.g_00595
OG0000256	Prba.g_01690	Prag.g_00605
OG0000257	Prba.g_01687	Prag.g_00608
OG0000258	Prba.g_01674	Prag.g_00621
OG0000259	Prba.g_01657	Prag.g_00638
OG0000260	Prba.g_01654	Prag.g_00641
OG0000261	Prba.g_01652	Prag.g_00643
OG0000262	Prba.g_01648	Prag.g_00647
OG0000263	Prba.g_01636	Prag.g_00659
OG0000264	Prba.g_01626	Prag.g_00669
OG0000265	Prba.g_01594	Prag.g_00692
OG0000266	Prba.g_01584	Prag.g_00702
OG0000267	Prba.g_01573	Prag.g_00713
OG0000268	Prba.g_01572	Prag.g_00714
OG0000269	Prba.g_01504	Prag.g_00801
OG0000270	Prba.g_01501	Prag.g_00804
OG0000271	Prba.g_01493	Prag.g_00812
OG0000272	Prba.g_01492	Prag.g_00813
OG0000273	Prba.g_01469	Prag.g_00835
OG0000274	Prba.g_01468	Prag.g_00836
OG0000275	Prba.g_01465	Prag.g_00838
OG0000276	Prba.g_01460	Prag.g_00843
OG0000277	Prba.g_01459	Prag.g_00844
OG0000278	Prba.g_01456	Prag.g_00847
OG0000279	Prba.g_01449	Prag.g_00854
OG0000280	Prba.g_01448	Prag.g_00855
OG0000281	Prba.g_01443	Prag.g_00860
OG0000282	Prba.g_01393	Prag.g_00908
OG0000283	Prba.g_01360	Prag.g_00941
OG0000284	Prba.g_01355	Prag.g_00946
OG0000285	Prba.g_01350	Prag.g_00951
OG0000286	Prba.g_01338	Prag.g_00963
OG0000287	Prba.g_01321	Prag.g_00980
OG0000288	Prba.g_01291	Prag.g_01009
OG0000289	Prba.g_01280	Prag.g_01020
OG0000290	Prba.g_01267	Prag.g_01033
OG0000291	Prba.g_01265	Prag.g_01035
OG0000292	Prba.g_01216	Prag.g_01085
OG0000293	Prba.g_00073	Prag.g_01144
OG0000294	Prba.g_00072	Prag.g_01145
OG0000295	Prba.g_00051	Prag.g_01165
OG0000296	Prba.g_00049	Prag.g_01167
OG0000297	Prba.g_00041	Prag.g_01175
OG0000298	Prba.g_00040	Prag.g_01176
OG0000299	Prba.g_00023	Prag.g_01193
OG0000300	Prba.g_00020	Prag.g_01196
OG0000301	Prba.g_00019	Prag.g_01197
OG0000302	Prba.g_00017	Prag.g_01199
OG0000303	Prba.g_00010	Prag.g_01206
OG0000304	Prba.g_00006	Prag.g_01210
OG0000305	Prba.g_00204	Prag.g_01381
OG0000306	Prba.g_00201	Prag.g_01384
OG0000307	Prba.g_00187	Prag.g_01398
OG0000308	Prba.g_00186	Prag.g_01399
OG0000309	Prba.g_00182	Prag.g_01403
OG0000310	Prba.g_00112	Prag.g_01473
OG0000311	Prba.g_00110	Prag.g_01475
OG0000312	Prba.g_00107	Prag.g_01478
OG0000313	Prba.g_00709	Prag.g_01494
OG0000314	Prba.g_00686	Prag.g_01516
OG0000315	Prba.g_00351, Prba.g_00676	Prag.g_01527
OG0000316	Prba.g_00331	Prag.g_01547
OG0000317	Prba.g_00228	Prag.g_01667
OG0000318	Prba.g_00619	Prag.g_01670
OG0000319	Prba.g_00606	Prag.g_01683
OG0000320	Prba.g_00604	Prag.g_01685
OG0000321	Prba.g_00603	Prag.g_01686
OG0000322	Prba.g_00602	Prag.g_01687
OG0000323	Prba.g_00593	Prag.g_01696
OG0000324	Prba.g_00567	Prag.g_01723
OG0000325	Prba.g_00358	Prag.g_01733
OG0000326	Prba.g_00364	Prag.g_01739
OG0000327	Prba.g_00388	Prag.g_01763
OG0000328	Prba.g_00389	Prag.g_01764
OG0000329	Prba.g_00406	Prag.g_01781
OG0000330	Prba.g_00407	Prag.g_01782
OG0000331	Prba.g_00408	Prag.g_01783
OG0000332	Prba.g_00422	Prag.g_01797
OG0000333	Prba.g_00424	Prag.g_01799
OG0000334	Prba.g_00432	Prag.g_01807
OG0000335	Prba.g_00437	Prag.g_01812
OG0000336	Prba.g_01050	Prag.g_01816
OG0000337	Prba.g_01067	Prag.g_01832
OG0000338	Prba.g_01068	Prag.g_01833
OG0000339	Prba.g_01072	Prag.g_01837
OG0000340	Prba.g_00752	Prag.g_01845
OG0000341	Prba.g_00754	Prag.g_01847
OG0000342	Prba.g_00755	Prag.g_01848
OG0000343	Prba.g_00756	Prag.g_01849
OG0000344	Prba.g_00759	Prag.g_01852
OG0000345	Prba.g_00764	Prag.g_01857
OG0000346	Prba.g_00769	Prag.g_01862
OG0000347	Prba.g_00785	Prag.g_01878
OG0000348	Prba.g_00795	Prag.g_01887
OG0000349	Prba.g_00812	Prag.g_01904
OG0000350	Prba.g_00831	Prag.g_01923
OG0000351	Prba.g_00848, Prba.g_01776	Prag.g_01940
OG0000352	Prba.g_01777	Prag.g_01941
OG0000353	Prba.g_01792	Prag.g_01956
OG0000355	Prba.g_01794	Prag.g_00001
OG0000356	Prba.g_01795	Prag.g_00002
OG0000357	Prba.g_01796	Prag.g_00003
OG0000358	Prba.g_01800	Prag.g_00007
OG0000359	Prba.g_01801	Prag.g_00008
OG0000360	Prba.g_01802	Prag.g_00009
OG0000361	Prba.g_01803	Prag.g_00010
OG0000362	Prba.g_01805	Prag.g_00012
OG0000363	Prba.g_01807	Prag.g_00014
OG0000364	Prba.g_01808	Prag.g_00015
OG0000365	Prba.g_01813	Prag.g_00020
OG0000366	Prba.g_01814	Prag.g_00021
OG0000367	Prba.g_01815	Prag.g_00022
OG0000368	Prba.g_01817	Prag.g_00024
OG0000369	Prba.g_01818	Prag.g_00025
OG0000370	Prba.g_01819	Prag.g_00026
OG0000371	Prba.g_01825	Prag.g_00032
OG0000372	Prba.g_01828	Prag.g_00035
OG0000373	Prba.g_01829	Prag.g_00036
OG0000374	Prba.g_01830	Prag.g_00037
OG0000375	Prba.g_01834	Prag.g_00040
OG0000376	Prba.g_01836	Prag.g_00042
OG0000377	Prba.g_01839	Prag.g_00045
OG0000378	Prba.g_01841	Prag.g_00047
OG0000379	Prba.g_01844	Prag.g_00050
OG0000380	Prba.g_01854	Prag.g_00060
OG0000381	Prba.g_01858	Prag.g_00064
OG0000382	Prba.g_01869	Prag.g_00075
OG0000383	Prba.g_01871	Prag.g_00077
OG0000384	Prba.g_01872	Prag.g_00078
OG0000385	Prba.g_01873	Prag.g_00079
OG0000386	Prba.g_01874	Prag.g_00080
OG0000387	Prba.g_01887	Prag.g_00092
OG0000388	Prba.g_01890	Prag.g_00095
OG0000389	Prba.g_01894	Prag.g_00099
OG0000390	Prba.g_01901	Prag.g_00106
OG0000391	Prba.g_01904	Prag.g_00109
OG0000392	Prba.g_01908	Prag.g_00113
OG0000393	Prba.g_01910	Prag.g_00115
OG0000394	Prba.g_01911	Prag.g_00116
OG0000395	Prba.g_01912	Prag.g_00117
OG0000396	Prba.g_01915	Prag.g_00120
OG0000397	Prba.g_01917	Prag.g_00122
OG0000398	Prba.g_01919	Prag.g_00124
OG0000399	Prba.g_01920	Prag.g_00125
OG0000400	Prba.g_01921	Prag.g_00126
OG0000401	Prba.g_01922	Prag.g_00127
OG0000402	Prba.g_01924	Prag.g_00129
OG0000403	Prba.g_01925	Prag.g_00130
OG0000404	Prba.g_01926	Prag.g_00131
OG0000405	Prba.g_01930	Prag.g_00135
OG0000406	Prba.g_01935	Prag.g_00140
OG0000407	Prba.g_01936	Prag.g_00141
OG0000408	Prba.g_01938	Prag.g_00143
OG0000409	Prba.g_01940	Prag.g_00145
OG0000410	Prba.g_01941	Prag.g_00146
OG0000411	Prba.g_01942	Prag.g_00147
OG0000412	Prba.g_01943	Prag.g_00148
OG0000413	Prba.g_01944	Prag.g_00149
OG0000414	Prba.g_01945	Prag.g_00150
OG0000415	Prba.g_01946	Prag.g_00151
OG0000416	Prba.g_01947	Prag.g_00152
OG0000417	Prba.g_01948	Prag.g_00153
OG0000418	Prba.g_01953	Prag.g_00158
OG0000419	Prba.g_00623	Prag.g_00160
OG0000420	Prba.g_00624	Prag.g_00161
OG0000421	Prba.g_00629	Prag.g_00166
OG0000422	Prba.g_00630	Prag.g_00167
OG0000423	Prba.g_00631	Prag.g_00168
OG0000424	Prba.g_00632	Prag.g_00169
OG0000425	Prba.g_00633	Prag.g_00170
OG0000426	Prba.g_00634	Prag.g_00171
OG0000427	Prba.g_00635	Prag.g_00172
OG0000428	Prba.g_00637	Prag.g_00174
OG0000429	Prba.g_00638	Prag.g_00175
OG0000430	Prba.g_00639	Prag.g_00176
OG0000431	Prba.g_00641	Prag.g_00178
OG0000432	Prba.g_00644	Prag.g_00181
OG0000433	Prba.g_00645	Prag.g_00182
OG0000434	Prba.g_00646	Prag.g_00183
OG0000435	Prba.g_00647	Prag.g_00184
OG0000436	Prba.g_00652	Prag.g_00189
OG0000437	Prba.g_00653	Prag.g_00190
OG0000438	Prba.g_00654	Prag.g_00191
OG0000439	Prba.g_00656	Prag.g_00193
OG0000440	Prba.g_00657	Prag.g_00194
OG0000441	Prba.g_00660	Prag.g_00197
OG0000442	Prba.g_00661	Prag.g_00198
OG0000443	Prba.g_00662	Prag.g_00199
OG0000444	Prba.g_00667	Prag.g_00204
OG0000445	Prba.g_00668	Prag.g_00205
OG0000446	Prba.g_00669	Prag.g_00206
OG0000447	Prba.g_00670	Prag.g_00207
OG0000448	Prba.g_00671	Prag.g_00208
OG0000449	Prba.g_00672	Prag.g_00209
OG0000450	Prba.g_00673	Prag.g_00210
OG0000451	Prba.g_00674	Prag.g_00211
OG0000452	Prba.g_00440	Prag.g_00214
OG0000453	Prba.g_00441	Prag.g_00215
OG0000454	Prba.g_00442	Prag.g_00216
OG0000455	Prba.g_00443	Prag.g_00217
OG0000456	Prba.g_00444	Prag.g_00218
OG0000457	Prba.g_00445	Prag.g_00219
OG0000458	Prba.g_00446	Prag.g_00220
OG0000459	Prba.g_00447	Prag.g_00221
OG0000460	Prba.g_00454	Prag.g_00228
OG0000461	Prba.g_00461	Prag.g_00235
OG0000462	Prba.g_00463	Prag.g_00237
OG0000463	Prba.g_00464	Prag.g_00238
OG0000464	Prba.g_00465	Prag.g_00239
OG0000465	Prba.g_00466	Prag.g_00240
OG0000466	Prba.g_00469	Prag.g_00243
OG0000467	Prba.g_00470	Prag.g_00244
OG0000468	Prba.g_00472	Prag.g_00245
OG0000469	Prba.g_00480	Prag.g_00253
OG0000470	Prba.g_00482	Prag.g_00255
OG0000471	Prba.g_00483	Prag.g_00256
OG0000472	Prba.g_00484	Prag.g_00257
OG0000473	Prba.g_00486	Prag.g_00259
OG0000474	Prba.g_00487	Prag.g_00260
OG0000475	Prba.g_00488	Prag.g_00261
OG0000476	Prba.g_00489	Prag.g_00262
OG0000477	Prba.g_00492	Prag.g_00266
OG0000478	Prba.g_00493	Prag.g_00267
OG0000479	Prba.g_00494	Prag.g_00268
OG0000480	Prba.g_00499	Prag.g_00273
OG0000481	Prba.g_00501	Prag.g_00275
OG0000482	Prba.g_00502	Prag.g_00276
OG0000483	Prba.g_00505	Prag.g_00279
OG0000484	Prba.g_00506	Prag.g_00280
OG0000485	Prba.g_00507	Prag.g_00281
OG0000486	Prba.g_00508	Prag.g_00282
OG0000487	Prba.g_00511	Prag.g_00286
OG0000488	Prba.g_00514	Prag.g_00289
OG0000489	Prba.g_00519	Prag.g_00294
OG0000490	Prba.g_00524	Prag.g_00299
OG0000491	Prba.g_00525	Prag.g_00300
OG0000492	Prba.g_00527	Prag.g_00302
OG0000493	Prba.g_00528	Prag.g_00303
OG0000494	Prba.g_00529	Prag.g_00304
OG0000495	Prba.g_00530	Prag.g_00305
OG0000496	Prba.g_00531	Prag.g_00306
OG0000497	Prba.g_00532	Prag.g_00307
OG0000498	Prba.g_00533	Prag.g_00308
OG0000499	Prba.g_00534	Prag.g_00309
OG0000500	Prba.g_00535	Prag.g_00310
OG0000501	Prba.g_00537	Prag.g_00312
OG0000502	Prba.g_00540	Prag.g_00315
OG0000503	Prba.g_00550	Prag.g_00329
OG0000504	Prba.g_00551	Prag.g_00330
OG0000505	Prba.g_00552	Prag.g_00331
OG0000506	Prba.g_00554	Prag.g_00333
OG0000507	Prba.g_00557	Prag.g_00336
OG0000508	Prba.g_00561	Prag.g_00339
OG0000509	Prba.g_00218	Prag.g_00341
OG0000510	Prba.g_00219	Prag.g_00342
OG0000511	Prba.g_00220	Prag.g_00343
OG0000512	Prba.g_00222	Prag.g_00345
OG0000513	Prba.g_00852	Prag.g_00352
OG0000514	Prba.g_01030	Prag.g_00410
OG0000515	Prba.g_01029	Prag.g_00411
OG0000516	Prba.g_01028	Prag.g_00412
OG0000517	Prba.g_01026	Prag.g_00414
OG0000518	Prba.g_01015	Prag.g_00425
OG0000519	Prba.g_01014	Prag.g_00426
OG0000520	Prba.g_01013	Prag.g_00427
OG0000521	Prba.g_01008	Prag.g_00432
OG0000522	Prba.g_01006	Prag.g_00434
OG0000523	Prba.g_01005	Prag.g_00435
OG0000524	Prba.g_01000	Prag.g_00440
OG0000525	Prba.g_00997	Prag.g_00443
OG0000526	Prba.g_00996	Prag.g_00444
OG0000527	Prba.g_00988	Prag.g_00452
OG0000528	Prba.g_00983	Prag.g_00457
OG0000529	Prba.g_00980	Prag.g_00460
OG0000530	Prba.g_00977	Prag.g_00463
OG0000531	Prba.g_00976	Prag.g_00464
OG0000532	Prba.g_00974	Prag.g_00466
OG0000533	Prba.g_00973	Prag.g_00467
OG0000534	Prba.g_00972	Prag.g_00468
OG0000535	Prba.g_00971	Prag.g_00469
OG0000536	Prba.g_00970	Prag.g_00470
OG0000537	Prba.g_00969	Prag.g_00471
OG0000538	Prba.g_00961	Prag.g_00479
OG0000539	Prba.g_00960	Prag.g_00480
OG0000540	Prba.g_00959	Prag.g_00481
OG0000541	Prba.g_00958	Prag.g_00482
OG0000542	Prba.g_00956	Prag.g_00484
OG0000543	Prba.g_00954	Prag.g_00486
OG0000544	Prba.g_00953	Prag.g_00487
OG0000545	Prba.g_00951	Prag.g_00489
OG0000546	Prba.g_00948	Prag.g_00492
OG0000547	Prba.g_00946	Prag.g_00494
OG0000548	Prba.g_00945	Prag.g_00495
OG0000549	Prba.g_00943	Prag.g_00497
OG0000550	Prba.g_00938	Prag.g_00502
OG0000551	Prba.g_00934	Prag.g_00506
OG0000552	Prba.g_00933	Prag.g_00507
OG0000553	Prba.g_00932	Prag.g_00508
OG0000554	Prba.g_00927	Prag.g_00513
OG0000555	Prba.g_01773	Prag.g_00521
OG0000556	Prba.g_01771	Prag.g_00523
OG0000557	Prba.g_01770	Prag.g_00524
OG0000558	Prba.g_01768	Prag.g_00526
