Orthogroup	Syab	Prbl
OG0000102	Syab.g_00104	Prbl.g_02636
OG0000103	Syab.g_01296, Syab.g_02895	Prbl.g_02139
OG0000104	Syab.g_02910	Prbl.g_02125
OG0000105	Syab.g_00303	Prbl.g_01461
OG0000106	Syab.g_01817	Prbl.g_00411
OG0000107	Syab.g_00367	Prbl.g_02681
OG0000108	Syab.g_02096	Prbl.g_00511
OG0000109	Syab.g_02112	Prbl.g_00527
OG0000110	Syab.g_01984	Prbl.g_01795
OG0000111	Syab.g_01201	Prbl.g_00026
OG0000112	Syab.g_01392	Prbl.g_02470
OG0000113	Syab.g_01689	Prbl.g_02310
OG0000114	Syab.g_01633	Prbl.g_02407
OG0000115	Syab.g_00748	Prbl.g_00687
OG0000116	Syab.g_00945	Prbl.g_02069
OG0000117	Syab.g_01018	Prbl.g_01384
OG0000118	Syab.g_00897	Prbl.g_01736
OG0000120	Syab.g_00229	Prbl.g_00892
OG0000121	Syab.g_00772	Prbl.g_00234, Prbl.g_00240
OG0000122	Syab.g_01839	Prbl.g_01808
OG0000123	Syab.g_00454	Prbl.g_01135
OG0000124	Syab.g_00088	Prbl.g_02054
OG0000125	Syab.g_02763	Prbl.g_02231
OG0000126	Syab.g_02908	Prbl.g_02127
OG0000128	Syab.g_00012	Prbl.g_02109
OG0000129	Syab.g_02749	Prbl.g_02243
OG0000130	Syab.g_02434	Prbl.g_00608
OG0000131	Syab.g_02564	Prbl.g_00303
OG0000132	Syab.g_02584	Prbl.g_00283
OG0000133	Syab.g_01387	Prbl.g_00897
OG0000134	Syab.g_00554	Prbl.g_02677
OG0000135	Syab.g_02815	Prbl.g_02190
OG0000136	Syab.g_00588	Prbl.g_00647
OG0000137	Syab.g_00697	Prbl.g_01340
OG0000138	Syab.g_02113	Prbl.g_00528
OG0000139	Syab.g_02035	Prbl.g_00760
OG0000140	Syab.g_02033	Prbl.g_00754
OG0000141	Syab.g_01931	Prbl.g_01751
OG0000142	Syab.g_01873	Prbl.g_01639
OG0000143	Syab.g_01870	Prbl.g_01643
OG0000144	Syab.g_01757	Prbl.g_01042
OG0000145	Syab.g_02120	Prbl.g_00534
OG0000146	Syab.g_01393	Prbl.g_02469
OG0000147	Syab.g_01394	Prbl.g_02468
OG0000148	Syab.g_01682	Prbl.g_02316
OG0000149	Syab.g_01720	Prbl.g_01552
OG0000150	Syab.g_01930	Prbl.g_01576
OG0000151	Syab.g_01612	Prbl.g_02386
OG0000152	Syab.g_01383	Prbl.g_02478
OG0000153	Syab.g_01343	Prbl.g_02505
OG0000154	Syab.g_01317	Prbl.g_02532
OG0000155	Syab.g_01009	Prbl.g_00185
OG0000156	Syab.g_00933	Prbl.g_00115
OG0000157	Syab.g_00932	Prbl.g_00114
OG0000158	Syab.g_00161	Prbl.g_00843
OG0000160	Syab.g_00774	Prbl.g_00241
OG0000161	Syab.g_00766	Prbl.g_00227
OG0000162	Syab.g_00755	Prbl.g_00221
OG0000163	Syab.g_02173	Prbl.g_00452
OG0000164	Syab.g_02307	Prbl.g_00365
OG0000165	Syab.g_02316	Prbl.g_00356
OG0000166	Syab.g_00407	Prbl.g_00962
OG0000167	Syab.g_00205	Prbl.g_00857
OG0000168	Syab.g_00136	Prbl.g_00842
OG0000169	Syab.g_00125	Prbl.g_01302
OG0000170	Syab.g_00118	Prbl.g_01290
OG0000171	Syab.g_00089	Prbl.g_02055
OG0000172	Syab.g_00080	Prbl.g_02021
OG0000173	Syab.g_00061	Prbl.g_02000
OG0000174	Syab.g_02819	Prbl.g_02188
OG0000175	Syab.g_02876	Prbl.g_02150
OG0000176	Syab.g_00004	Prbl.g_02117
OG0000177	Syab.g_00005	Prbl.g_02116
OG0000178	Syab.g_00006	Prbl.g_02115
OG0000179	Syab.g_00022	Prbl.g_01961
OG0000180	Syab.g_00023	Prbl.g_01962
OG0000181	Syab.g_00024	Prbl.g_01963
OG0000182	Syab.g_00025	Prbl.g_01964
OG0000183	Syab.g_00029	Prbl.g_01968
OG0000184	Syab.g_02738	Prbl.g_02251
OG0000185	Syab.g_02715	Prbl.g_02273
OG0000186	Syab.g_02430	Prbl.g_00614
OG0000187	Syab.g_02431	Prbl.g_00613
OG0000188	Syab.g_02454	Prbl.g_00591
OG0000189	Syab.g_02487	Prbl.g_00565
OG0000190	Syab.g_00190, Syab.g_00139	Prbl.g_00563
OG0000191	Syab.g_02522	Prbl.g_01325
OG0000192	Syab.g_02528	Prbl.g_01316
OG0000193	Syab.g_02565	Prbl.g_00302
OG0000194	Syab.g_02568	Prbl.g_00299
OG0000195	Syab.g_02570	Prbl.g_00297
OG0000196	Syab.g_02581	Prbl.g_00286
OG0000197	Syab.g_02582	Prbl.g_00285
OG0000198	Syab.g_02583	Prbl.g_00284
OG0000199	Syab.g_02591	Prbl.g_00277
OG0000200	Syab.g_02611	Prbl.g_00069
OG0000201	Syab.g_02628	Prbl.g_00088
OG0000202	Syab.g_02629	Prbl.g_00089
OG0000203	Syab.g_02630	Prbl.g_00090
OG0000204	Syab.g_02631	Prbl.g_00091
OG0000205	Syab.g_02638	Prbl.g_00098
OG0000206	Syab.g_02674	Prbl.g_01282
OG0000207	Syab.g_02677	Prbl.g_00130
OG0000208	Syab.g_02678	Prbl.g_00129
OG0000209	Syab.g_02698	Prbl.g_01256
OG0000210	Syab.g_02699	Prbl.g_01257
OG0000211	Syab.g_02374	Prbl.g_01922
OG0000212	Syab.g_02365	Prbl.g_00192
OG0000213	Syab.g_00332	Prbl.g_01496
OG0000214	Syab.g_00312	Prbl.g_01469
OG0000215	Syab.g_00281	Prbl.g_01439
OG0000216	Syab.g_00277	Prbl.g_01436
OG0000217	Syab.g_00273	Prbl.g_01432
OG0000218	Syab.g_00271	Prbl.g_01428
OG0000219	Syab.g_00270	Prbl.g_01427
OG0000220	Syab.g_00269	Prbl.g_01426
OG0000221	Syab.g_00257	Prbl.g_01421
OG0000222	Syab.g_00244	Prbl.g_00911
OG0000223	Syab.g_00226	Prbl.g_00888
OG0000224	Syab.g_00223	Prbl.g_00877
OG0000225	Syab.g_00538	Prbl.g_01218
OG0000226	Syab.g_00542	Prbl.g_01222
OG0000227	Syab.g_00544	Prbl.g_01224
OG0000228	Syab.g_00550	Prbl.g_02673
OG0000229	Syab.g_00583	Prbl.g_00652
OG0000230	Syab.g_00585	Prbl.g_00650
OG0000231	Syab.g_00613	Prbl.g_00635
OG0000232	Syab.g_00631	Prbl.g_00619
OG0000233	Syab.g_00645	Prbl.g_01360
OG0000234	Syab.g_00699	Prbl.g_01339
OG0000235	Syab.g_02095	Prbl.g_00510
OG0000236	Syab.g_02111	Prbl.g_00526
OG0000237	Syab.g_02129	Prbl.g_00800
OG0000238	Syab.g_02134	Prbl.g_00795
OG0000239	Syab.g_02151	Prbl.g_00779
OG0000240	Syab.g_02152	Prbl.g_00778
OG0000241	Syab.g_01884	Prbl.g_01526
OG0000242	Syab.g_02043	Prbl.g_00768
OG0000243	Syab.g_02025	Prbl.g_02647
OG0000244	Syab.g_02017	Prbl.g_01879
OG0000245	Syab.g_02015	Prbl.g_01882
OG0000246	Syab.g_02011	Prbl.g_01886
OG0000247	Syab.g_01999	Prbl.g_01897
OG0000248	Syab.g_01996	Prbl.g_01900
OG0000249	Syab.g_01994	Prbl.g_01902
OG0000250	Syab.g_01988	Prbl.g_01799
OG0000251	Syab.g_01961	Prbl.g_01775
OG0000252	Syab.g_01958	Prbl.g_01772
OG0000253	Syab.g_01956	Prbl.g_01766
OG0000254	Syab.g_01925	Prbl.g_01747
OG0000255	Syab.g_01912	Prbl.g_01612
OG0000256	Syab.g_01890	Prbl.g_01626
OG0000257	Syab.g_01885	Prbl.g_01632
OG0000258	Syab.g_01861	Prbl.g_01655
OG0000259	Syab.g_01538	Prbl.g_01406
OG0000260	Syab.g_01544	Prbl.g_01403
OG0000261	Syab.g_01556	Prbl.g_01400
OG0000262	Syab.g_01561	Prbl.g_01395
OG0000263	Syab.g_01035	Prbl.g_01242
OG0000264	Syab.g_01173	Prbl.g_01859
OG0000265	Syab.g_01773	Prbl.g_02567, Prbl.g_01839
OG0000266	Syab.g_01667	Prbl.g_02556
OG0000267	Syab.g_01433	Prbl.g_02431
OG0000268	Syab.g_01432	Prbl.g_02432
OG0000269	Syab.g_01650	Prbl.g_02340
OG0000270	Syab.g_01657	Prbl.g_02337
OG0000271	Syab.g_01279	Prbl.g_02329
OG0000272	Syab.g_01280	Prbl.g_02328
OG0000274	Syab.g_01700	Prbl.g_01535
OG0000275	Syab.g_01704	Prbl.g_01538
OG0000276	Syab.g_01712	Prbl.g_01544
OG0000277	Syab.g_01713	Prbl.g_01545
OG0000278	Syab.g_01716	Prbl.g_01548
OG0000279	Syab.g_01724	Prbl.g_01556
OG0000280	Syab.g_01736	Prbl.g_01562
OG0000281	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546	Prbl.g_01577
OG0000282	Syab.g_01631	Prbl.g_02405
OG0000283	Syab.g_01418	Prbl.g_02443
OG0000284	Syab.g_01413	Prbl.g_02449
OG0000285	Syab.g_01402	Prbl.g_01688
OG0000286	Syab.g_01384	Prbl.g_02477
OG0000287	Syab.g_01350	Prbl.g_02608
OG0000288	Syab.g_01318	Prbl.g_02531
OG0000289	Syab.g_01303	Prbl.g_02544
OG0000290	Syab.g_01213	Prbl.g_00930
OG0000291	Syab.g_01211	Prbl.g_00928
OG0000292	Syab.g_02907	Prbl.g_02128
OG0000293	Syab.g_00946	Prbl.g_02071
OG0000294	Syab.g_00947	Prbl.g_02072
OG0000295	Syab.g_01001	Prbl.g_00178
OG0000296	Syab.g_01003	Prbl.g_00180
OG0000297	Syab.g_01016	Prbl.g_01382
OG0000298	Syab.g_01017	Prbl.g_01383
OG0000299	Syab.g_01047	Prbl.g_01372
OG0000300	Syab.g_01054	Prbl.g_02582
OG0000301	Syab.g_01055	Prbl.g_02583
OG0000302	Syab.g_01056	Prbl.g_02586
OG0000303	Syab.g_01149	Prbl.g_00187
OG0000304	Syab.g_01143	Prbl.g_01102
OG0000305	Syab.g_01208	Prbl.g_00926
OG0000306	Syab.g_01819	Prbl.g_01586
OG0000307	Syab.g_02078	Prbl.g_00494
OG0000308	Syab.g_02076	Prbl.g_00492
OG0000309	Syab.g_02071	Prbl.g_00488
OG0000310	Syab.g_00817	Prbl.g_00160
OG0000311	Syab.g_00811	Prbl.g_00258
OG0000312	Syab.g_00793	Prbl.g_00254
OG0000313	Syab.g_00769	Prbl.g_00230
OG0000314	Syab.g_00736	Prbl.g_00699
OG0000315	Syab.g_00726	Prbl.g_00709
OG0000316	Syab.g_02189	Prbl.g_00441
OG0000317	Syab.g_02251	Prbl.g_00399
OG0000318	Syab.g_02257	Prbl.g_00393
OG0000319	Syab.g_02291	Prbl.g_00376
OG0000320	Syab.g_02293	Prbl.g_00374
OG0000321	Syab.g_02294	Prbl.g_00373
OG0000322	Syab.g_02295	Prbl.g_00372
OG0000323	Syab.g_02310	Prbl.g_00361
OG0000324	Syab.g_02341	Prbl.g_00332
OG0000325	Syab.g_00368	Prbl.g_02683
OG0000326	Syab.g_00375	Prbl.g_01059
OG0000327	Syab.g_00402	Prbl.g_00957
OG0000328	Syab.g_00403	Prbl.g_00958
OG0000329	Syab.g_00420	Prbl.g_00975
OG0000330	Syab.g_00421	Prbl.g_00976
OG0000331	Syab.g_00422	Prbl.g_00977
OG0000332	Syab.g_00437	Prbl.g_00992
OG0000333	Syab.g_00440	Prbl.g_00994
OG0000334	Syab.g_00450	Prbl.g_01131
OG0000335	Syab.g_00455	Prbl.g_01136
OG0000336	Syab.g_00459	Prbl.g_01140
OG0000337	Syab.g_00210	Prbl.g_00863
OG0000338	Syab.g_00207	Prbl.g_00859
OG0000339	Syab.g_00201	Prbl.g_00853
OG0000340	Syab.g_00135	Prbl.g_00841
OG0000341	Syab.g_00157, Syab.g_00133	Prbl.g_00839
OG0000342	Syab.g_00132	Prbl.g_00838
OG0000343	Syab.g_00131	Prbl.g_01307
OG0000344	Syab.g_00127	Prbl.g_01304
OG0000345	Syab.g_00117	Prbl.g_01289
OG0000346	Syab.g_00112	Prbl.g_01284
OG0000347	Syab.g_00087	Prbl.g_02053
OG0000348	Syab.g_00076	Prbl.g_02016
OG0000349	Syab.g_00054	Prbl.g_01992
OG0000350	Syab.g_00382	Prbl.g_02195
OG0000351	Syab.g_02879	Prbl.g_02147
OG0000352	Syab.g_02880	Prbl.g_02146
OG0000353	Syab.g_02913	Prbl.g_02122
OG0000354	Syab.g_02140	Prbl.g_00789
OG0000354	Syab.g_00020	Prbl.g_01959
OG0000355	Syab.g_00001	Prbl.g_02120
OG0000356	Syab.g_00002	Prbl.g_02119
OG0000357	Syab.g_00003	Prbl.g_02118
OG0000358	Syab.g_00007	Prbl.g_02114
OG0000359	Syab.g_00009	Prbl.g_02112
OG0000360	Syab.g_00010	Prbl.g_02111
OG0000361	Syab.g_00011	Prbl.g_02110
OG0000362	Syab.g_00013	Prbl.g_02108
OG0000363	Syab.g_00015	Prbl.g_01955
OG0000364	Syab.g_00016	Prbl.g_01956
OG0000365	Syab.g_00026	Prbl.g_01965
OG0000366	Syab.g_00027	Prbl.g_01966
OG0000367	Syab.g_00028	Prbl.g_01967
OG0000368	Syab.g_00030	Prbl.g_01969
OG0000369	Syab.g_00031	Prbl.g_01970
OG0000370	Syab.g_00032	Prbl.g_01971
OG0000371	Syab.g_00711, Syab.g_00039	Prbl.g_01980
OG0000372	Syab.g_00045	Prbl.g_01985
OG0000373	Syab.g_00046	Prbl.g_01986
OG0000374	Syab.g_00047	Prbl.g_01987
OG0000375	Syab.g_00050	Prbl.g_01988
OG0000376	Syab.g_00052	Prbl.g_01990
OG0000377	Syab.g_02748	Prbl.g_02244
OG0000378	Syab.g_02717	Prbl.g_02258
OG0000379	Syab.g_02714	Prbl.g_02274
OG0000380	Syab.g_02432	Prbl.g_00612
OG0000381	Syab.g_02435	Prbl.g_00607
OG0000382	Syab.g_02453	Prbl.g_00592
OG0000383	Syab.g_02459	Prbl.g_00590
OG0000384	Syab.g_02460	Prbl.g_00589
OG0000385	Syab.g_02461	Prbl.g_00588
OG0000386	Syab.g_02462	Prbl.g_00587
OG0000387	Syab.g_02491	Prbl.g_00561
OG0000388	Syab.g_02495	Prbl.g_00557
OG0000389	Syab.g_02499	Prbl.g_00553
OG0000390	Syab.g_02516	Prbl.g_01331
OG0000391	Syab.g_02521	Prbl.g_01326
OG0000392	Syab.g_02527	Prbl.g_01320
OG0000393	Syab.g_02530	Prbl.g_01315
OG0000394	Syab.g_02531	Prbl.g_01314
OG0000395	Syab.g_02532	Prbl.g_01313
OG0000396	Syab.g_02535	Prbl.g_00827
OG0000397	Syab.g_02537	Prbl.g_00825
OG0000398	Syab.g_02542	Prbl.g_00820
OG0000399	Syab.g_02543	Prbl.g_00819
OG0000400	Syab.g_02544	Prbl.g_00818
OG0000401	Syab.g_02545	Prbl.g_00817
OG0000402	Syab.g_02547	Prbl.g_00815
OG0000403	Syab.g_02548	Prbl.g_00814
OG0000404	Syab.g_02550	Prbl.g_00812
OG0000405	Syab.g_02562	Prbl.g_00305
OG0000406	Syab.g_02566	Prbl.g_00301
OG0000407	Syab.g_02567	Prbl.g_00300
OG0000408	Syab.g_02569	Prbl.g_00298
OG0000409	Syab.g_02571	Prbl.g_00296
OG0000410	Syab.g_02572	Prbl.g_00295
OG0000411	Syab.g_02573	Prbl.g_00294
OG0000412	Syab.g_02574	Prbl.g_00293
OG0000413	Syab.g_02576	Prbl.g_00291
OG0000414	Syab.g_02577	Prbl.g_00290
OG0000415	Syab.g_02578	Prbl.g_00289
OG0000416	Syab.g_02579	Prbl.g_00288
OG0000417	Syab.g_02580	Prbl.g_00287
OG0000418	Syab.g_02585	Prbl.g_00282
OG0000419	Syab.g_02587	Prbl.g_00280
OG0000420	Syab.g_02589	Prbl.g_00279
OG0000421	Syab.g_02595	Prbl.g_00275
OG0000422	Syab.g_02596	Prbl.g_00274
OG0000423	Syab.g_02597	Prbl.g_00273
OG0000424	Syab.g_02598	Prbl.g_00272
OG0000425	Syab.g_02599	Prbl.g_00271
OG0000426	Syab.g_02600	Prbl.g_00270
OG0000427	Syab.g_02601	Prbl.g_00269
OG0000428	Syab.g_02604	Prbl.g_02377
OG0000429	Syab.g_02608	Prbl.g_00066
OG0000430	Syab.g_02610	Prbl.g_00068
OG0000431	Syab.g_02613	Prbl.g_00072
OG0000432	Syab.g_02619	Prbl.g_00079
OG0000433	Syab.g_02622	Prbl.g_00082
OG0000434	Syab.g_02623	Prbl.g_00083
OG0000435	Syab.g_02625	Prbl.g_00086
OG0000436	Syab.g_02632	Prbl.g_00092
OG0000437	Syab.g_02633	Prbl.g_00093
OG0000438	Syab.g_02634	Prbl.g_00094
OG0000439	Syab.g_02636	Prbl.g_00096
OG0000440	Syab.g_02637	Prbl.g_00097
OG0000441	Syab.g_02641	Prbl.g_00104
OG0000442	Syab.g_02642	Prbl.g_00105
OG0000443	Syab.g_02668	Prbl.g_01283
OG0000444	Syab.g_02681	Prbl.g_00127
OG0000445	Syab.g_02682	Prbl.g_00126
OG0000446	Syab.g_02684	Prbl.g_00124
OG0000447	Syab.g_02687	Prbl.g_01244
OG0000448	Syab.g_02688	Prbl.g_01245
OG0000449	Syab.g_02689	Prbl.g_01246
OG0000450	Syab.g_02695	Prbl.g_01252
OG0000451	Syab.g_02696	Prbl.g_01253
OG0000452	Syab.g_02701	Prbl.g_01258
OG0000453	Syab.g_02702	Prbl.g_01259
OG0000454	Syab.g_02703	Prbl.g_01260
OG0000455	Syab.g_02704	Prbl.g_01261
OG0000456	Syab.g_02705	Prbl.g_01262
OG0000457	Syab.g_02707	Prbl.g_01264
OG0000458	Syab.g_02708	Prbl.g_01265
OG0000459	Syab.g_02709	Prbl.g_01266
OG0000460	Syab.g_02372	Prbl.g_01923
OG0000461	Syab.g_00356	Prbl.g_02679
OG0000462	Syab.g_00352	Prbl.g_02666
OG0000463	Syab.g_00351	Prbl.g_01516
OG0000464	Syab.g_00350	Prbl.g_01515
OG0000465	Syab.g_00349	Prbl.g_01513
OG0000466	Syab.g_00343	Prbl.g_01508
OG0000467	Syab.g_00341	Prbl.g_01506
OG0000468	Syab.g_00336	Prbl.g_01499
OG0000469	Syab.g_00318	Prbl.g_01486
OG0000470	Syab.g_00316	Prbl.g_01473
OG0000471	Syab.g_00315	Prbl.g_01472
OG0000472	Syab.g_00313	Prbl.g_01470
OG0000473	Syab.g_00311	Prbl.g_01468
OG0000474	Syab.g_00310	Prbl.g_01467
OG0000475	Syab.g_00309	Prbl.g_01466
OG0000476	Syab.g_00307	Prbl.g_01464
OG0000477	Syab.g_00301	Prbl.g_01459
OG0000478	Syab.g_00300	Prbl.g_01458
OG0000479	Syab.g_00299	Prbl.g_01457
OG0000480	Syab.g_00292	Prbl.g_01450
OG0000481	Syab.g_00290	Prbl.g_01448
OG0000482	Syab.g_00289	Prbl.g_01447
OG0000483	Syab.g_00285	Prbl.g_01443
OG0000484	Syab.g_00284	Prbl.g_01442
OG0000485	Syab.g_00283	Prbl.g_01441
OG0000486	Syab.g_00282	Prbl.g_01440
OG0000487	Syab.g_00276	Prbl.g_01435
OG0000488	Syab.g_00272	Prbl.g_01431
OG0000489	Syab.g_00256	Prbl.g_01420
OG0000490	Syab.g_00247	Prbl.g_01414
OG0000491	Syab.g_00245	Prbl.g_01413
OG0000492	Syab.g_00243	Prbl.g_00909
OG0000493	Syab.g_00242	Prbl.g_00908
OG0000494	Syab.g_00241	Prbl.g_00907
OG0000495	Syab.g_00240	Prbl.g_00906
OG0000496	Syab.g_00239	Prbl.g_00905
OG0000497	Syab.g_00238	Prbl.g_00904
OG0000498	Syab.g_00237	Prbl.g_00903
OG0000499	Syab.g_00236	Prbl.g_00902
OG0000500	Syab.g_00235	Prbl.g_00901
OG0000501	Syab.g_00232	Prbl.g_00898
OG0000502	Syab.g_00224	Prbl.g_00886
OG0000503	Syab.g_00523	Prbl.g_01201
OG0000504	Syab.g_00525	Prbl.g_01203
OG0000505	Syab.g_00526	Prbl.g_01204
OG0000506	Syab.g_00528	Prbl.g_01206
OG0000507	Syab.g_00533	Prbl.g_01210
OG0000508	Syab.g_00537	Prbl.g_01217
OG0000509	Syab.g_00539	Prbl.g_01219
OG0000510	Syab.g_00540	Prbl.g_01220
OG0000511	Syab.g_00541	Prbl.g_01221
OG0000512	Syab.g_00543	Prbl.g_01223
OG0000513	Syab.g_00555	Prbl.g_02678
OG0000514	Syab.g_00566	Prbl.g_00676
OG0000515	Syab.g_00567	Prbl.g_00675
OG0000516	Syab.g_00575	Prbl.g_00663
OG0000517	Syab.g_00582	Prbl.g_00653
OG0000518	Syab.g_00594	Prbl.g_00641
OG0000519	Syab.g_00610	Prbl.g_00640
OG0000520	Syab.g_00611	Prbl.g_00639
OG0000521	Syab.g_00624	Prbl.g_00625
OG0000522	Syab.g_00626	Prbl.g_00623
OG0000523	Syab.g_00627	Prbl.g_00622
OG0000524	Syab.g_00640	Prbl.g_01364
OG0000525	Syab.g_00671	Prbl.g_01348
OG0000526	Syab.g_00689	Prbl.g_01346
OG0000527	Syab.g_00695	Prbl.g_01342
OG0000528	Syab.g_02092	Prbl.g_00506
OG0000529	Syab.g_02097	Prbl.g_00512
OG0000530	Syab.g_02100	Prbl.g_00515
OG0000531	Syab.g_02101	Prbl.g_00516
OG0000532	Syab.g_02104	Prbl.g_00519
OG0000533	Syab.g_02106	Prbl.g_00521
OG0000534	Syab.g_02107	Prbl.g_00522
OG0000535	Syab.g_02108	Prbl.g_00523
OG0000536	Syab.g_02109	Prbl.g_00524
OG0000537	Syab.g_02110	Prbl.g_00525
OG0000538	Syab.g_02122	Prbl.g_00536
OG0000539	Syab.g_02123	Prbl.g_00806
OG0000540	Syab.g_02124	Prbl.g_00805
OG0000541	Syab.g_02125	Prbl.g_00804
OG0000542	Syab.g_02128	Prbl.g_00801
OG0000543	Syab.g_02130	Prbl.g_00799
OG0000544	Syab.g_02131	Prbl.g_00798
OG0000545	Syab.g_02133	Prbl.g_00797
OG0000546	Syab.g_02135	Prbl.g_00794
OG0000547	Syab.g_02137	Prbl.g_00792
OG0000548	Syab.g_02138	Prbl.g_00791
OG0000549	Syab.g_02144	Prbl.g_00785
OG0000550	Syab.g_02149	Prbl.g_00780
OG0000551	Syab.g_02153	Prbl.g_00776
