Orthogroup	Syab	Prba
OG0000102	Syab.g_00104	Prba.g_00773
OG0000103	Syab.g_01296, Syab.g_02895	Prba.g_01781
OG0000104	Syab.g_02910	Prba.g_01789
OG0000105	Syab.g_00303	Prba.g_00491
OG0000106	Syab.g_01817	Prba.g_00864
OG0000108	Syab.g_02096	Prba.g_00981
OG0000109	Syab.g_02112	Prba.g_00967
OG0000110	Syab.g_01984	Prba.g_01741
OG0000111	Syab.g_01201	Prba.g_01618
OG0000112	Syab.g_01392	Prba.g_01534
OG0000113	Syab.g_01689	Prba.g_01477
OG0000114	Syab.g_01633	Prba.g_01395
OG0000115	Syab.g_00748	Prba.g_00743
OG0000116	Syab.g_00945	Prba.g_00074
OG0000117	Syab.g_01018	Prba.g_01135
OG0000118	Syab.g_00897	Prba.g_01204
OG0000120	Syab.g_00229	Prba.g_00175
OG0000121	Syab.g_00772	Prba.g_00711
OG0000122	Syab.g_01839	Prba.g_00348
OG0000123	Syab.g_00454	Prba.g_00436
OG0000124	Syab.g_00088	Prba.g_00784
OG0000125	Syab.g_02763	Prba.g_01089, Prba.g_00821
OG0000126	Syab.g_02908	Prba.g_01788
OG0000128	Syab.g_00012	Prba.g_01804
OG0000129	Syab.g_02749	Prba.g_01838
OG0000130	Syab.g_02434	Prba.g_01857
OG0000131	Syab.g_02564	Prba.g_01933
OG0000132	Syab.g_02584	Prba.g_01952
OG0000133	Syab.g_01387	Prba.g_00538
OG0000134	Syab.g_00554	Prba.g_00851
OG0000135	Syab.g_02815	Prba.g_00877
OG0000136	Syab.g_00588	Prba.g_01020
OG0000137	Syab.g_00697	Prba.g_00986
OG0000138	Syab.g_02113	Prba.g_00966
OG0000139	Syab.g_02035	Prba.g_00924
OG0000140	Syab.g_02033	Prba.g_00923
OG0000141	Syab.g_01931	Prba.g_01710
OG0000142	Syab.g_01873	Prba.g_01682
OG0000143	Syab.g_01870	Prba.g_01678
OG0000144	Syab.g_01757	Prba.g_01665
OG0000145	Syab.g_02120	Prba.g_01541
OG0000146	Syab.g_01393	Prba.g_01533
OG0000147	Syab.g_01394	Prba.g_01532
OG0000148	Syab.g_01682	Prba.g_01483
OG0000149	Syab.g_01720	Prba.g_01452
OG0000150	Syab.g_01930	Prba.g_01444
OG0000151	Syab.g_01612	Prba.g_01385
OG0000152	Syab.g_01383	Prba.g_01337
OG0000153	Syab.g_01343	Prba.g_01318
OG0000154	Syab.g_01317	Prba.g_01290
OG0000155	Syab.g_01009	Prba.g_00043
OG0000156	Syab.g_00933	Prba.g_01181
OG0000157	Syab.g_00932	Prba.g_01182
OG0000158	Syab.g_00161	Prba.g_00154
OG0000160	Syab.g_00774	Prba.g_00712
OG0000161	Syab.g_00766	Prba.g_00706
OG0000162	Syab.g_00755	Prba.g_00700
OG0000163	Syab.g_02173	Prba.g_00341
OG0000164	Syab.g_02307	Prba.g_00596
OG0000165	Syab.g_02316	Prba.g_00589
OG0000166	Syab.g_00407	Prba.g_00393
OG0000167	Syab.g_00205	Prba.g_01069
OG0000168	Syab.g_00136	Prba.g_01079
OG0000169	Syab.g_00125	Prba.g_00761
OG0000170	Syab.g_00118	Prba.g_00763
OG0000171	Syab.g_00089	Prba.g_00783
OG0000172	Syab.g_00080	Prba.g_00792
OG0000173	Syab.g_00061	Prba.g_00807
OG0000174	Syab.g_02819	Prba.g_00835
OG0000175	Syab.g_02876	Prba.g_00845
OG0000176	Syab.g_00004	Prba.g_01797
OG0000177	Syab.g_00005	Prba.g_01798
OG0000178	Syab.g_00006	Prba.g_01799
OG0000179	Syab.g_00022	Prba.g_01809
OG0000180	Syab.g_00023	Prba.g_01810
OG0000181	Syab.g_00024	Prba.g_01811
OG0000182	Syab.g_00025	Prba.g_01812
OG0000183	Syab.g_00029	Prba.g_01816
OG0000184	Syab.g_02738	Prba.g_01840
OG0000185	Syab.g_02715	Prba.g_01843
OG0000186	Syab.g_02430	Prba.g_01852
OG0000187	Syab.g_02431	Prba.g_01853
OG0000188	Syab.g_02454	Prba.g_01870
OG0000189	Syab.g_02487	Prba.g_01884
OG0000190	Syab.g_00190, Syab.g_00139	Prba.g_01885
OG0000191	Syab.g_02522	Prba.g_01905
OG0000192	Syab.g_02528	Prba.g_01909
OG0000193	Syab.g_02565	Prba.g_01934
OG0000194	Syab.g_02568	Prba.g_01937
OG0000195	Syab.g_02570	Prba.g_01939
OG0000196	Syab.g_02581	Prba.g_01949
OG0000197	Syab.g_02582	Prba.g_01950
OG0000198	Syab.g_02583	Prba.g_01951
OG0000199	Syab.g_02591	Prba.g_00626
OG0000200	Syab.g_02611	Prba.g_00640
OG0000201	Syab.g_02628	Prba.g_00648
OG0000202	Syab.g_02629	Prba.g_00649
OG0000203	Syab.g_02630	Prba.g_00650
OG0000204	Syab.g_02631	Prba.g_00651
OG0000205	Syab.g_02638	Prba.g_00658
OG0000206	Syab.g_02674	Prba.g_00663
OG0000207	Syab.g_02677	Prba.g_00665
OG0000208	Syab.g_02678	Prba.g_00666
OG0000209	Syab.g_02698	Prba.g_00675
OG0000210	Syab.g_02699	Prba.g_00439
OG0000212	Syab.g_02365	Prba.g_00459
OG0000213	Syab.g_00332	Prba.g_00476
OG0000214	Syab.g_00312	Prba.g_00485
OG0000215	Syab.g_00281	Prba.g_00509
OG0000216	Syab.g_00277	Prba.g_00510
OG0000217	Syab.g_00273	Prba.g_00513
OG0000218	Syab.g_00271	Prba.g_00515
OG0000219	Syab.g_00270	Prba.g_00516
OG0000220	Syab.g_00269	Prba.g_00517
OG0000221	Syab.g_00257	Prba.g_00518
OG0000222	Syab.g_00244	Prba.g_00526
OG0000223	Syab.g_00226	Prba.g_00539
OG0000224	Syab.g_00223	Prba.g_00541
OG0000225	Syab.g_00538	Prba.g_00562
OG0000226	Syab.g_00542	Prba.g_00221
OG0000227	Syab.g_00544	Prba.g_00223
OG0000228	Syab.g_00550	Prba.g_00849
OG0000229	Syab.g_00583	Prba.g_01025
OG0000230	Syab.g_00585	Prba.g_01023
OG0000231	Syab.g_00613	Prba.g_01012
OG0000232	Syab.g_00631	Prba.g_01003
OG0000233	Syab.g_00645	Prba.g_00998
OG0000234	Syab.g_00699	Prba.g_00985
OG0000235	Syab.g_02095	Prba.g_00982
OG0000236	Syab.g_02111	Prba.g_00968
OG0000237	Syab.g_02129	Prba.g_00955
OG0000238	Syab.g_02134	Prba.g_00949
OG0000239	Syab.g_02151	Prba.g_00936
OG0000240	Syab.g_02152	Prba.g_00935
OG0000241	Syab.g_01884	Prba.g_00931
OG0000242	Syab.g_02043	Prba.g_00929
OG0000243	Syab.g_02025	Prba.g_01772
OG0000244	Syab.g_02017	Prba.g_01769
OG0000245	Syab.g_02015	Prba.g_01767
OG0000246	Syab.g_02011	Prba.g_01763
OG0000247	Syab.g_01999	Prba.g_01753
OG0000248	Syab.g_01996	Prba.g_01751
OG0000249	Syab.g_01994	Prba.g_01749
OG0000250	Syab.g_01988	Prba.g_01744
OG0000251	Syab.g_01961	Prba.g_01726
OG0000252	Syab.g_01958	Prba.g_01723
OG0000253	Syab.g_01956	Prba.g_01722
OG0000254	Syab.g_01925	Prba.g_01706
OG0000255	Syab.g_01912	Prba.g_01700
OG0000256	Syab.g_01890	Prba.g_01690
OG0000257	Syab.g_01885	Prba.g_01687
OG0000258	Syab.g_01861	Prba.g_01674
OG0000259	Syab.g_01538	Prba.g_01657
OG0000260	Syab.g_01544	Prba.g_01654
OG0000261	Syab.g_01556	Prba.g_01652
OG0000262	Syab.g_01561	Prba.g_01648
OG0000263	Syab.g_01035	Prba.g_01636
OG0000264	Syab.g_01173	Prba.g_01626
OG0000265	Syab.g_01773	Prba.g_01594
OG0000266	Syab.g_01667	Prba.g_01584
OG0000267	Syab.g_01433	Prba.g_01573
OG0000268	Syab.g_01432	Prba.g_01572
OG0000269	Syab.g_01650	Prba.g_01504
OG0000270	Syab.g_01657	Prba.g_01501
OG0000271	Syab.g_01279	Prba.g_01493
OG0000272	Syab.g_01280	Prba.g_01492
OG0000274	Syab.g_01700	Prba.g_01468
OG0000275	Syab.g_01704	Prba.g_01465
OG0000276	Syab.g_01712	Prba.g_01460
OG0000277	Syab.g_01713	Prba.g_01459
OG0000278	Syab.g_01716	Prba.g_01456
OG0000279	Syab.g_01724	Prba.g_01449
OG0000280	Syab.g_01736	Prba.g_01448
OG0000281	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546	Prba.g_01443
OG0000282	Syab.g_01631	Prba.g_01393
OG0000283	Syab.g_01418	Prba.g_01360
OG0000284	Syab.g_01413	Prba.g_01355
OG0000285	Syab.g_01402	Prba.g_01350
OG0000286	Syab.g_01384	Prba.g_01338
OG0000288	Syab.g_01318	Prba.g_01291
OG0000289	Syab.g_01303	Prba.g_01280
OG0000290	Syab.g_01213	Prba.g_01267
OG0000291	Syab.g_01211	Prba.g_01265
OG0000292	Syab.g_02907	Prba.g_01216
OG0000293	Syab.g_00946	Prba.g_00073
OG0000294	Syab.g_00947	Prba.g_00072
OG0000295	Syab.g_01001	Prba.g_00051
OG0000296	Syab.g_01003	Prba.g_00049
OG0000297	Syab.g_01016	Prba.g_00041
OG0000298	Syab.g_01017	Prba.g_00040
OG0000299	Syab.g_01047	Prba.g_00023
OG0000300	Syab.g_01054	Prba.g_00020
OG0000301	Syab.g_01055	Prba.g_00019
OG0000302	Syab.g_01056	Prba.g_00017
OG0000303	Syab.g_01149	Prba.g_00010
OG0000304	Syab.g_01143	Prba.g_00006
OG0000305	Syab.g_01208	Prba.g_00204
OG0000306	Syab.g_01819	Prba.g_00201
OG0000307	Syab.g_02078	Prba.g_00187
OG0000308	Syab.g_02076	Prba.g_00186
OG0000309	Syab.g_02071	Prba.g_00182
OG0000310	Syab.g_00817	Prba.g_00112
OG0000311	Syab.g_00811	Prba.g_00110
OG0000312	Syab.g_00793	Prba.g_00107
OG0000313	Syab.g_00769	Prba.g_00709
OG0000314	Syab.g_00736	Prba.g_00686
OG0000315	Syab.g_00726	Prba.g_00351, Prba.g_00676
OG0000316	Syab.g_02189	Prba.g_00331
OG0000317	Syab.g_02251	Prba.g_00228
OG0000318	Syab.g_02257	Prba.g_00619
OG0000319	Syab.g_02291	Prba.g_00606
OG0000320	Syab.g_02293	Prba.g_00604
OG0000321	Syab.g_02294	Prba.g_00603
OG0000322	Syab.g_02295	Prba.g_00602
OG0000323	Syab.g_02310	Prba.g_00593
OG0000324	Syab.g_02341	Prba.g_00567
OG0000325	Syab.g_00368	Prba.g_00358
OG0000326	Syab.g_00375	Prba.g_00364
OG0000327	Syab.g_00402	Prba.g_00388
OG0000328	Syab.g_00403	Prba.g_00389
OG0000329	Syab.g_00420	Prba.g_00406
OG0000330	Syab.g_00421	Prba.g_00407
OG0000331	Syab.g_00422	Prba.g_00408
OG0000332	Syab.g_00437	Prba.g_00422
OG0000333	Syab.g_00440	Prba.g_00424
OG0000334	Syab.g_00450	Prba.g_00432
OG0000335	Syab.g_00455	Prba.g_00437
OG0000336	Syab.g_00459	Prba.g_01050
OG0000337	Syab.g_00210	Prba.g_01067
OG0000338	Syab.g_00207	Prba.g_01068
OG0000339	Syab.g_00201	Prba.g_01072
OG0000340	Syab.g_00135	Prba.g_00752
OG0000341	Syab.g_00157, Syab.g_00133	Prba.g_00754
OG0000342	Syab.g_00132	Prba.g_00755
OG0000343	Syab.g_00131	Prba.g_00756
OG0000344	Syab.g_00127	Prba.g_00759
OG0000345	Syab.g_00117	Prba.g_00764
OG0000346	Syab.g_00112	Prba.g_00769
OG0000347	Syab.g_00087	Prba.g_00785
OG0000348	Syab.g_00076	Prba.g_00795
OG0000349	Syab.g_00054	Prba.g_00812
OG0000350	Syab.g_00382	Prba.g_00831
OG0000351	Syab.g_02879	Prba.g_00848, Prba.g_01776
OG0000352	Syab.g_02880	Prba.g_01777
OG0000353	Syab.g_02913	Prba.g_01792
OG0000355	Syab.g_00001	Prba.g_01794
OG0000356	Syab.g_00002	Prba.g_01795
OG0000357	Syab.g_00003	Prba.g_01796
OG0000358	Syab.g_00007	Prba.g_01800
OG0000359	Syab.g_00009	Prba.g_01801
OG0000360	Syab.g_00010	Prba.g_01802
OG0000361	Syab.g_00011	Prba.g_01803
OG0000362	Syab.g_00013	Prba.g_01805
OG0000363	Syab.g_00015	Prba.g_01807
OG0000364	Syab.g_00016	Prba.g_01808
OG0000365	Syab.g_00026	Prba.g_01813
OG0000366	Syab.g_00027	Prba.g_01814
OG0000367	Syab.g_00028	Prba.g_01815
OG0000368	Syab.g_00030	Prba.g_01817
OG0000369	Syab.g_00031	Prba.g_01818
OG0000370	Syab.g_00032	Prba.g_01819
OG0000371	Syab.g_00711, Syab.g_00039	Prba.g_01825
OG0000372	Syab.g_00045	Prba.g_01828
OG0000373	Syab.g_00046	Prba.g_01829
OG0000374	Syab.g_00047	Prba.g_01830
OG0000375	Syab.g_00050	Prba.g_01834
OG0000376	Syab.g_00052	Prba.g_01836
OG0000377	Syab.g_02748	Prba.g_01839
OG0000378	Syab.g_02717	Prba.g_01841
OG0000379	Syab.g_02714	Prba.g_01844
OG0000380	Syab.g_02432	Prba.g_01854
OG0000381	Syab.g_02435	Prba.g_01858
OG0000382	Syab.g_02453	Prba.g_01869
OG0000383	Syab.g_02459	Prba.g_01871
OG0000384	Syab.g_02460	Prba.g_01872
OG0000385	Syab.g_02461	Prba.g_01873
OG0000386	Syab.g_02462	Prba.g_01874
OG0000387	Syab.g_02491	Prba.g_01887
OG0000388	Syab.g_02495	Prba.g_01890
OG0000389	Syab.g_02499	Prba.g_01894
OG0000390	Syab.g_02516	Prba.g_01901
OG0000391	Syab.g_02521	Prba.g_01904
OG0000392	Syab.g_02527	Prba.g_01908
OG0000393	Syab.g_02530	Prba.g_01910
OG0000394	Syab.g_02531	Prba.g_01911
OG0000395	Syab.g_02532	Prba.g_01912
OG0000396	Syab.g_02535	Prba.g_01915
OG0000397	Syab.g_02537	Prba.g_01917
OG0000398	Syab.g_02542	Prba.g_01919
OG0000399	Syab.g_02543	Prba.g_01920
OG0000400	Syab.g_02544	Prba.g_01921
OG0000401	Syab.g_02545	Prba.g_01922
OG0000402	Syab.g_02547	Prba.g_01924
OG0000403	Syab.g_02548	Prba.g_01925
OG0000404	Syab.g_02550	Prba.g_01926
OG0000405	Syab.g_02562	Prba.g_01930
OG0000406	Syab.g_02566	Prba.g_01935
OG0000407	Syab.g_02567	Prba.g_01936
OG0000408	Syab.g_02569	Prba.g_01938
OG0000409	Syab.g_02571	Prba.g_01940
OG0000410	Syab.g_02572	Prba.g_01941
OG0000411	Syab.g_02573	Prba.g_01942
OG0000412	Syab.g_02574	Prba.g_01943
OG0000413	Syab.g_02576	Prba.g_01944
OG0000414	Syab.g_02577	Prba.g_01945
OG0000415	Syab.g_02578	Prba.g_01946
OG0000416	Syab.g_02579	Prba.g_01947
OG0000417	Syab.g_02580	Prba.g_01948
OG0000418	Syab.g_02585	Prba.g_01953
OG0000419	Syab.g_02587	Prba.g_00623
OG0000420	Syab.g_02589	Prba.g_00624
OG0000421	Syab.g_02595	Prba.g_00629
OG0000422	Syab.g_02596	Prba.g_00630
OG0000423	Syab.g_02597	Prba.g_00631
OG0000424	Syab.g_02598	Prba.g_00632
OG0000425	Syab.g_02599	Prba.g_00633
OG0000426	Syab.g_02600	Prba.g_00634
OG0000427	Syab.g_02601	Prba.g_00635
OG0000428	Syab.g_02604	Prba.g_00637
OG0000429	Syab.g_02608	Prba.g_00638
OG0000430	Syab.g_02610	Prba.g_00639
OG0000431	Syab.g_02613	Prba.g_00641
OG0000432	Syab.g_02619	Prba.g_00644
OG0000433	Syab.g_02622	Prba.g_00645
OG0000434	Syab.g_02623	Prba.g_00646
OG0000435	Syab.g_02625	Prba.g_00647
OG0000436	Syab.g_02632	Prba.g_00652
OG0000437	Syab.g_02633	Prba.g_00653
OG0000438	Syab.g_02634	Prba.g_00654
OG0000439	Syab.g_02636	Prba.g_00656
OG0000440	Syab.g_02637	Prba.g_00657
OG0000441	Syab.g_02641	Prba.g_00660
OG0000442	Syab.g_02642	Prba.g_00661
OG0000443	Syab.g_02668	Prba.g_00662
OG0000444	Syab.g_02681	Prba.g_00667
OG0000445	Syab.g_02682	Prba.g_00668
OG0000446	Syab.g_02684	Prba.g_00669
OG0000447	Syab.g_02687	Prba.g_00670
OG0000448	Syab.g_02688	Prba.g_00671
OG0000449	Syab.g_02689	Prba.g_00672
OG0000450	Syab.g_02695	Prba.g_00673
OG0000451	Syab.g_02696	Prba.g_00674
OG0000452	Syab.g_02701	Prba.g_00440
OG0000453	Syab.g_02702	Prba.g_00441
OG0000454	Syab.g_02703	Prba.g_00442
OG0000455	Syab.g_02704	Prba.g_00443
OG0000456	Syab.g_02705	Prba.g_00444
OG0000457	Syab.g_02707	Prba.g_00445
OG0000458	Syab.g_02708	Prba.g_00446
OG0000459	Syab.g_02709	Prba.g_00447
OG0000460	Syab.g_02372	Prba.g_00454
OG0000461	Syab.g_00356	Prba.g_00461
OG0000462	Syab.g_00352	Prba.g_00463
OG0000463	Syab.g_00351	Prba.g_00464
OG0000464	Syab.g_00350	Prba.g_00465
OG0000465	Syab.g_00349	Prba.g_00466
OG0000466	Syab.g_00343	Prba.g_00469
OG0000467	Syab.g_00341	Prba.g_00470
OG0000468	Syab.g_00336	Prba.g_00472
OG0000469	Syab.g_00318	Prba.g_00480
OG0000470	Syab.g_00316	Prba.g_00482
OG0000471	Syab.g_00315	Prba.g_00483
OG0000472	Syab.g_00313	Prba.g_00484
OG0000473	Syab.g_00311	Prba.g_00486
OG0000474	Syab.g_00310	Prba.g_00487
OG0000475	Syab.g_00309	Prba.g_00488
OG0000476	Syab.g_00307	Prba.g_00489
OG0000477	Syab.g_00301	Prba.g_00492
OG0000478	Syab.g_00300	Prba.g_00493
OG0000479	Syab.g_00299	Prba.g_00494
OG0000480	Syab.g_00292	Prba.g_00499
OG0000481	Syab.g_00290	Prba.g_00501
OG0000482	Syab.g_00289	Prba.g_00502
OG0000483	Syab.g_00285	Prba.g_00505
OG0000484	Syab.g_00284	Prba.g_00506
OG0000485	Syab.g_00283	Prba.g_00507
OG0000486	Syab.g_00282	Prba.g_00508
OG0000487	Syab.g_00276	Prba.g_00511
OG0000488	Syab.g_00272	Prba.g_00514
OG0000489	Syab.g_00256	Prba.g_00519
OG0000490	Syab.g_00247	Prba.g_00524
OG0000491	Syab.g_00245	Prba.g_00525
OG0000492	Syab.g_00243	Prba.g_00527
OG0000493	Syab.g_00242	Prba.g_00528
OG0000494	Syab.g_00241	Prba.g_00529
OG0000495	Syab.g_00240	Prba.g_00530
OG0000496	Syab.g_00239	Prba.g_00531
OG0000497	Syab.g_00238	Prba.g_00532
OG0000498	Syab.g_00237	Prba.g_00533
OG0000499	Syab.g_00236	Prba.g_00534
OG0000500	Syab.g_00235	Prba.g_00535
OG0000501	Syab.g_00232	Prba.g_00537
OG0000502	Syab.g_00224	Prba.g_00540
OG0000503	Syab.g_00523	Prba.g_00550
OG0000504	Syab.g_00525	Prba.g_00551
OG0000505	Syab.g_00526	Prba.g_00552
OG0000506	Syab.g_00528	Prba.g_00554
OG0000507	Syab.g_00533	Prba.g_00557
OG0000508	Syab.g_00537	Prba.g_00561
OG0000509	Syab.g_00539	Prba.g_00218
OG0000510	Syab.g_00540	Prba.g_00219
OG0000511	Syab.g_00541	Prba.g_00220
OG0000512	Syab.g_00543	Prba.g_00222
OG0000513	Syab.g_00555	Prba.g_00852
OG0000514	Syab.g_00566	Prba.g_01030
OG0000515	Syab.g_00567	Prba.g_01029
OG0000516	Syab.g_00575	Prba.g_01028
OG0000517	Syab.g_00582	Prba.g_01026
OG0000518	Syab.g_00594	Prba.g_01015
OG0000519	Syab.g_00610	Prba.g_01014
OG0000520	Syab.g_00611	Prba.g_01013
OG0000521	Syab.g_00624	Prba.g_01008
OG0000522	Syab.g_00626	Prba.g_01006
OG0000523	Syab.g_00627	Prba.g_01005
OG0000524	Syab.g_00640	Prba.g_01000
OG0000525	Syab.g_00671	Prba.g_00997
OG0000526	Syab.g_00689	Prba.g_00996
OG0000527	Syab.g_00695	Prba.g_00988
OG0000528	Syab.g_02092	Prba.g_00983
OG0000529	Syab.g_02097	Prba.g_00980
OG0000530	Syab.g_02100	Prba.g_00977
OG0000531	Syab.g_02101	Prba.g_00976
OG0000532	Syab.g_02104	Prba.g_00974
OG0000533	Syab.g_02106	Prba.g_00973
OG0000534	Syab.g_02107	Prba.g_00972
OG0000535	Syab.g_02108	Prba.g_00971
OG0000536	Syab.g_02109	Prba.g_00970
OG0000537	Syab.g_02110	Prba.g_00969
OG0000538	Syab.g_02122	Prba.g_00961
OG0000539	Syab.g_02123	Prba.g_00960
OG0000540	Syab.g_02124	Prba.g_00959
OG0000541	Syab.g_02125	Prba.g_00958
OG0000542	Syab.g_02128	Prba.g_00956
OG0000543	Syab.g_02130	Prba.g_00954
OG0000544	Syab.g_02131	Prba.g_00953
OG0000545	Syab.g_02133	Prba.g_00951
OG0000546	Syab.g_02135	Prba.g_00948
OG0000547	Syab.g_02137	Prba.g_00946
OG0000548	Syab.g_02138	Prba.g_00945
OG0000549	Syab.g_02144	Prba.g_00943
OG0000550	Syab.g_02149	Prba.g_00938
OG0000551	Syab.g_02153	Prba.g_00934
OG0000552	Syab.g_02154	Prba.g_00933
OG0000553	Syab.g_02046	Prba.g_00932
OG0000554	Syab.g_02040	Prba.g_00927
OG0000555	Syab.g_02026	Prba.g_01773
OG0000556	Syab.g_02022	Prba.g_01771
OG0000557	Syab.g_02019	Prba.g_01770
OG0000558	Syab.g_02016	Prba.g_01768
OG0000559	Syab.g_02012	Prba.g_01764
OG0000560	Syab.g_02009	Prba.g_01761
OG0000561	Syab.g_02008	Prba.g_01760
OG0000562	Syab.g_02007	Prba.g_01759
OG0000563	Syab.g_02006	Prba.g_01758
OG0000564	Syab.g_02005	Prba.g_01757
OG0000565	Syab.g_02001	Prba.g_01754
OG0000566	Syab.g_01997	Prba.g_01752
OG0000567	Syab.g_01993	Prba.g_01748
OG0000568	Syab.g_01991	Prba.g_01747
OG0000569	Syab.g_01990	Prba.g_01746
OG0000570	Syab.g_01989	Prba.g_01745
OG0000571	Syab.g_01986	Prba.g_01743
OG0000572	Syab.g_01969	Prba.g_01730
OG0000573	Syab.g_01960	Prba.g_01725
OG0000574	Syab.g_01959	Prba.g_01724
OG0000575	Syab.g_01954	Prba.g_01720
OG0000576	Syab.g_01952	Prba.g_01718
OG0000577	Syab.g_01951	Prba.g_01717
OG0000578	Syab.g_01950	Prba.g_01716
OG0000579	Syab.g_01949	Prba.g_01715
OG0000580	Syab.g_01948	Prba.g_01714
OG0000581	Syab.g_01934	Prba.g_01712
OG0000582	Syab.g_01929	Prba.g_01709
OG0000583	Syab.g_01928	Prba.g_01708
OG0000584	Syab.g_01927	Prba.g_01707
OG0000585	Syab.g_01924	Prba.g_01705
OG0000586	Syab.g_01923	Prba.g_01704
