Orthogroup	Syab	Syag
OG0000128	Syab.g_00012	Syag.g_02284
OG0000129	Syab.g_02749	Syag.g_02121
OG0000130	Syab.g_02434	Syag.g_01819
OG0000131	Syab.g_02564	Syag.g_01951
OG0000132	Syab.g_02584	Syag.g_01972
OG0000133	Syab.g_01387	Syag.g_00806
OG0000134	Syab.g_00554	Syag.g_00008
OG0000135	Syab.g_02815	Syag.g_02171
OG0000136	Syab.g_00588	Syag.g_00038
OG0000137	Syab.g_00697	Syag.g_01356
OG0000138	Syab.g_02113	Syag.g_01511
OG0000139	Syab.g_02035	Syag.g_01448
OG0000140	Syab.g_02033	Syag.g_01446
OG0000141	Syab.g_01931	Syag.g_00351
OG0000142	Syab.g_01524, Syab.g_01873	Syag.g_00410
OG0000143	Syab.g_01870	Syag.g_00414
OG0000144	Syab.g_01757	Syag.g_00493
OG0000145	Syab.g_02120	Syag.g_01504
OG0000146	Syab.g_01393	Syag.g_00800
OG0000147	Syab.g_01394	Syag.g_00799
OG0000148	Syab.g_01682	Syag.g_00693
OG0000149	Syab.g_01720	Syag.g_00731
OG0000150	Syab.g_01930	Syag.g_00352
OG0000151	Syab.g_01612	Syag.g_00623
OG0000152	Syab.g_01383	Syag.g_00810
OG0000153	Syab.g_01343	Syag.g_00845
OG0000154	Syab.g_01317	Syag.g_00870
OG0000155	Syab.g_01009	Syag.g_01107
OG0000156	Syab.g_00933	Syag.g_01166
OG0000157	Syab.g_00932	Syag.g_01167
OG0000158	Syab.g_00161	Syag.g_02422
OG0000160	Syab.g_00774	Syag.g_01415
OG0000161	Syab.g_00766	Syag.g_01409
OG0000162	Syab.g_00755	Syag.g_01402
OG0000163	Syab.g_02173	Syag.g_01618
OG0000164	Syab.g_02307	Syag.g_01725
OG0000165	Syab.g_02316	Syag.g_01733
OG0000166	Syab.g_00407	Syag.g_02733
OG0000167	Syab.g_00205	Syag.g_02437
OG0000168	Syab.g_00136	Syag.g_02417
OG0000169	Syab.g_00125	Syag.g_02405
OG0000170	Syab.g_00118	Syag.g_02398
OG0000171	Syab.g_00089	Syag.g_02368
OG0000172	Syab.g_00080	Syag.g_02360
OG0000173	Syab.g_00061	Syag.g_02337
OG0000174	Syab.g_02819	Syag.g_02175
OG0000175	Syab.g_02876	Syag.g_02240
OG0000176	Syab.g_00004	Syag.g_02276
OG0000177	Syab.g_00005	Syag.g_02277
OG0000178	Syab.g_00006	Syag.g_02278
OG0000179	Syab.g_00022	Syag.g_02293
OG0000180	Syab.g_00023	Syag.g_02294
OG0000181	Syab.g_00024	Syag.g_02295
OG0000182	Syab.g_00025	Syag.g_02296
OG0000183	Syab.g_00029	Syag.g_02300
OG0000184	Syab.g_02738	Syag.g_02110
OG0000185	Syab.g_02715	Syag.g_02092
OG0000186	Syab.g_02430	Syag.g_01815
OG0000187	Syab.g_02431	Syag.g_01816
OG0000188	Syab.g_02454	Syag.g_01839
OG0000189	Syab.g_02487	Syag.g_01872
OG0000190	Syab.g_00190, Syab.g_00139	Syag.g_01874
OG0000191	Syab.g_02522	Syag.g_01909
OG0000192	Syab.g_02528	Syag.g_01915
OG0000193	Syab.g_02565	Syag.g_01952
OG0000194	Syab.g_02568	Syag.g_01955
OG0000195	Syab.g_02570	Syag.g_01957
OG0000196	Syab.g_02581	Syag.g_01968
OG0000197	Syab.g_02582	Syag.g_01969
OG0000198	Syab.g_02583	Syag.g_00108
OG0000199	Syab.g_02591	Syag.g_01979
OG0000200	Syab.g_02611	Syag.g_01996
OG0000201	Syab.g_02628	Syag.g_02019
OG0000202	Syab.g_02629	Syag.g_02024
OG0000203	Syab.g_02630	Syag.g_02025
OG0000204	Syab.g_02631	Syag.g_02020, Syag.g_02026
OG0000205	Syab.g_02638	Syag.g_02035
OG0000206	Syab.g_02674	Syag.g_02047
OG0000207	Syab.g_02677	Syag.g_02051
OG0000208	Syab.g_02678	Syag.g_02052
OG0000209	Syab.g_02698	Syag.g_02069
OG0000210	Syab.g_02699	Syag.g_02070
OG0000211	Syab.g_02374	Syag.g_01788
OG0000212	Syab.g_02365	Syag.g_01777
OG0000213	Syab.g_00332	Syag.g_02632
OG0000214	Syab.g_00312	Syag.g_02615
OG0000215	Syab.g_00281	Syag.g_02584
OG0000216	Syab.g_00277	Syag.g_02580
OG0000217	Syab.g_00273	Syag.g_02576
OG0000218	Syab.g_00271	Syag.g_02574
OG0000219	Syab.g_00270	Syag.g_02573
OG0000220	Syab.g_00269	Syag.g_02572
OG0000221	Syab.g_00257	Syag.g_02566
OG0000222	Syab.g_00244	Syag.g_02550
OG0000223	Syab.g_00226	Syag.g_02475
OG0000224	Syab.g_00223	Syag.g_02471
OG0000225	Syab.g_00538	Syag.g_02861
OG0000226	Syab.g_00542	Syag.g_02865
OG0000227	Syab.g_00544	Syag.g_02867
OG0000228	Syab.g_00550	Syag.g_00004
OG0000229	Syab.g_00583	Syag.g_00033
OG0000230	Syab.g_00585	Syag.g_00035
OG0000231	Syab.g_00613	Syag.g_00048
OG0000232	Syab.g_00631	Syag.g_00059
OG0000233	Syab.g_00645	Syag.g_01330
OG0000234	Syab.g_00699	Syag.g_01358
OG0000235	Syab.g_02095	Syag.g_01529
OG0000236	Syab.g_02111	Syag.g_01513
OG0000237	Syab.g_02129	Syag.g_01495
OG0000238	Syab.g_02134	Syag.g_01490
OG0000239	Syab.g_02151	Syag.g_01472
OG0000240	Syab.g_02152	Syag.g_01471
OG0000241	Syab.g_01884	Syag.g_00396
OG0000242	Syab.g_02043	Syag.g_01456
OG0000243	Syab.g_02025	Syag.g_00255
OG0000244	Syab.g_02017	Syag.g_00268
OG0000245	Syab.g_02015	Syag.g_00270
OG0000246	Syab.g_02011	Syag.g_00274
OG0000247	Syab.g_01999	Syag.g_00286
OG0000248	Syab.g_01996	Syag.g_00289
OG0000249	Syab.g_01994	Syag.g_00291
OG0000250	Syab.g_01988	Syag.g_00299
OG0000251	Syab.g_01961	Syag.g_00328
OG0000252	Syab.g_01958	Syag.g_00331
OG0000253	Syab.g_01956	Syag.g_00333
OG0000254	Syab.g_01925	Syag.g_00356
OG0000255	Syab.g_01912	Syag.g_00369
OG0000256	Syab.g_01890	Syag.g_00385
OG0000257	Syab.g_01885	Syag.g_00395
OG0000258	Syab.g_01861	Syag.g_00423
OG0000259	Syab.g_01538	Syag.g_00560
OG0000260	Syab.g_01544	Syag.g_00570
OG0000261	Syab.g_01556	Syag.g_00581
OG0000262	Syab.g_01561	Syag.g_00586
OG0000263	Syab.g_01035	Syag.g_01079
OG0000264	Syab.g_01173	Syag.g_01011
OG0000265	Syab.g_01773	Syag.g_01021
OG0000266	Syab.g_01667	Syag.g_00907
OG0000267	Syab.g_01433	Syag.g_00762
OG0000268	Syab.g_01432	Syag.g_00763
OG0000269	Syab.g_01650	Syag.g_00662
OG0000270	Syab.g_01657	Syag.g_00665
OG0000271	Syab.g_01279	Syag.g_00673
OG0000273	Syab.g_01699	Syag.g_00713
OG0000274	Syab.g_01700	Syag.g_00714
OG0000275	Syab.g_01704	Syag.g_00717
OG0000276	Syab.g_01712	Syag.g_00723
OG0000277	Syab.g_01713	Syag.g_00724
OG0000278	Syab.g_01716	Syag.g_00727
OG0000279	Syab.g_01724	Syag.g_00735
OG0000280	Syab.g_01736	Syag.g_00741
OG0000281	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546	Syag.g_00572
OG0000282	Syab.g_01631	Syag.g_00611
OG0000283	Syab.g_01418	Syag.g_00775
OG0000284	Syab.g_01413	Syag.g_00780
OG0000285	Syab.g_01402	Syag.g_00791
OG0000286	Syab.g_01384	Syag.g_00809
OG0000287	Syab.g_01350	Syag.g_00838
OG0000288	Syab.g_01318	Syag.g_00869
OG0000289	Syab.g_01303	Syag.g_00884
OG0000290	Syab.g_01213	Syag.g_00970
OG0000291	Syab.g_01211	Syag.g_00972
OG0000292	Syab.g_02907	Syag.g_02265
OG0000293	Syab.g_00946	Syag.g_01155
OG0000294	Syab.g_00947	Syag.g_01154
OG0000295	Syab.g_01001	Syag.g_01115
OG0000296	Syab.g_01003	Syag.g_01113
OG0000297	Syab.g_01016	Syag.g_01099
OG0000298	Syab.g_01017	Syag.g_01098
OG0000299	Syab.g_01047	Syag.g_01067
OG0000300	Syab.g_01054	Syag.g_01062
OG0000301	Syab.g_01055	Syag.g_01061
OG0000302	Syab.g_01056	Syag.g_01060
OG0000303	Syab.g_01149	Syag.g_01048
OG0000304	Syab.g_01143	Syag.g_01041
OG0000305	Syab.g_01208	Syag.g_00977
OG0000306	Syab.g_01819	Syag.g_00460
OG0000307	Syab.g_02078	Syag.g_01546
OG0000308	Syab.g_02076	Syag.g_01548
OG0000309	Syab.g_02071	Syag.g_01553
OG0000310	Syab.g_00817	Syag.g_01291
OG0000311	Syab.g_00811	Syag.g_01300
OG0000312	Syab.g_00793	Syag.g_01434
OG0000313	Syab.g_00769	Syag.g_00966, Syag.g_01412
OG0000314	Syab.g_00736	Syag.g_01380
OG0000315	Syab.g_00726	Syag.g_01369
OG0000316	Syab.g_02189	Syag.g_01641
OG0000317	Syab.g_02251	Syag.g_01684
OG0000318	Syab.g_02257	Syag.g_01688
OG0000319	Syab.g_02291	Syag.g_01710
OG0000320	Syab.g_02293	Syag.g_01712
OG0000321	Syab.g_02294	Syag.g_01713
OG0000322	Syab.g_02295	Syag.g_01714
OG0000323	Syab.g_02310	Syag.g_01728
OG0000324	Syab.g_02341	Syag.g_01757
OG0000325	Syab.g_00368	Syag.g_02690
OG0000326	Syab.g_00375	Syag.g_02698
OG0000327	Syab.g_00402	Syag.g_02728
OG0000328	Syab.g_00403	Syag.g_02729
OG0000329	Syab.g_00420	Syag.g_02747
OG0000330	Syab.g_00421	Syag.g_02748
OG0000331	Syab.g_00422	Syag.g_02749
OG0000332	Syab.g_00437	Syag.g_02764
OG0000333	Syab.g_00440	Syag.g_02767
OG0000334	Syab.g_00450	Syag.g_02777
OG0000335	Syab.g_00455	Syag.g_02782
OG0000336	Syab.g_00459	Syag.g_02786
OG0000337	Syab.g_00210	Syag.g_02445
OG0000338	Syab.g_00207	Syag.g_02440
OG0000340	Syab.g_00135	Syag.g_02416
OG0000341	Syab.g_00133	Syag.g_02414
OG0000342	Syab.g_00132	Syag.g_02413
OG0000343	Syab.g_00131	Syag.g_02411
OG0000344	Syab.g_00127	Syag.g_02407
OG0000345	Syab.g_00117	Syag.g_02397
OG0000346	Syab.g_00112	Syag.g_02392
OG0000347	Syab.g_00087	Syag.g_02366
OG0000348	Syab.g_00076	Syag.g_02357
OG0000349	Syab.g_00054	Syag.g_02330
OG0000350	Syab.g_00382	Syag.g_02705
OG0000351	Syab.g_02879	Syag.g_02244
OG0000352	Syab.g_02880	Syag.g_02245
OG0000353	Syab.g_02913	Syag.g_02271
OG0000354	Syab.g_02140	Syag.g_01484
OG0000354	Syab.g_00020	Syag.g_02291
OG0000355	Syab.g_00001	Syag.g_02273
OG0000356	Syab.g_00002	Syag.g_02274
OG0000357	Syab.g_00003	Syag.g_02275
OG0000358	Syab.g_00007	Syag.g_02279
OG0000359	Syab.g_00009	Syag.g_02281
OG0000360	Syab.g_00010	Syag.g_02282
OG0000361	Syab.g_00011	Syag.g_02283
OG0000362	Syab.g_00013	Syag.g_02285
OG0000363	Syab.g_00015	Syag.g_02287
OG0000364	Syab.g_00016	Syag.g_02288
OG0000365	Syab.g_00026	Syag.g_02297
OG0000366	Syab.g_00027	Syag.g_02298
OG0000367	Syab.g_00028	Syag.g_02299
OG0000368	Syab.g_00030	Syag.g_02301
OG0000369	Syab.g_00031	Syag.g_02302
OG0000370	Syab.g_00032	Syag.g_02303
OG0000371	Syab.g_00711, Syab.g_00039	Syag.g_02312
OG0000372	Syab.g_00045	Syag.g_02317
OG0000373	Syab.g_00046	Syag.g_02318
OG0000374	Syab.g_00047	Syag.g_02319
OG0000375	Syab.g_00050	Syag.g_02326
OG0000376	Syab.g_00052	Syag.g_02328
OG0000377	Syab.g_02748	Syag.g_02119
OG0000378	Syab.g_02717	Syag.g_02099
OG0000379	Syab.g_02714	Syag.g_02091
OG0000380	Syab.g_02432	Syag.g_01817
OG0000381	Syab.g_02435	Syag.g_01820
OG0000382	Syab.g_02453	Syag.g_01838
OG0000383	Syab.g_02459	Syag.g_01843
OG0000384	Syab.g_02460	Syag.g_01844
OG0000385	Syab.g_02461	Syag.g_01845
OG0000386	Syab.g_02462	Syag.g_01846
OG0000387	Syab.g_02491	Syag.g_01876
OG0000388	Syab.g_02495	Syag.g_01880
OG0000389	Syab.g_02499	Syag.g_01884
OG0000390	Syab.g_02516	Syag.g_01903
OG0000391	Syab.g_02521	Syag.g_01908
OG0000392	Syab.g_02527	Syag.g_01914
OG0000393	Syab.g_02530	Syag.g_01917
OG0000394	Syab.g_02531	Syag.g_01918
OG0000395	Syab.g_02532	Syag.g_01919
OG0000396	Syab.g_02535	Syag.g_01922
OG0000397	Syab.g_02537	Syag.g_01924
OG0000398	Syab.g_02542	Syag.g_01929
OG0000399	Syab.g_02543	Syag.g_01930
OG0000400	Syab.g_02544	Syag.g_01931
OG0000401	Syab.g_02545	Syag.g_01932
OG0000402	Syab.g_02547	Syag.g_01934
OG0000403	Syab.g_02548	Syag.g_01935
OG0000404	Syab.g_02550	Syag.g_01937
OG0000405	Syab.g_02562	Syag.g_01949
OG0000406	Syab.g_02566	Syag.g_01953
OG0000407	Syab.g_02567	Syag.g_01954
OG0000408	Syab.g_02569	Syag.g_01956
OG0000409	Syab.g_02571	Syag.g_01958
OG0000410	Syab.g_02572	Syag.g_01959
OG0000411	Syab.g_02573	Syag.g_01960
OG0000412	Syab.g_02574	Syag.g_01961
OG0000413	Syab.g_02576	Syag.g_01963
OG0000414	Syab.g_02577	Syag.g_01964
OG0000415	Syab.g_02578	Syag.g_01965
OG0000416	Syab.g_02579	Syag.g_01966
OG0000417	Syab.g_02580	Syag.g_01967
OG0000418	Syab.g_02585	Syag.g_01973
OG0000419	Syab.g_02587	Syag.g_01975
OG0000420	Syab.g_02589	Syag.g_01977
OG0000421	Syab.g_02595	Syag.g_01982
OG0000422	Syab.g_02596	Syag.g_01983
OG0000423	Syab.g_02597	Syag.g_01984
OG0000424	Syab.g_02598	Syag.g_01985
OG0000425	Syab.g_02599	Syag.g_01986
OG0000426	Syab.g_02600	Syag.g_01987
OG0000427	Syab.g_02601	Syag.g_01988
OG0000428	Syab.g_02604	Syag.g_01991
OG0000429	Syab.g_02608	Syag.g_01993
OG0000430	Syab.g_02610	Syag.g_01995
OG0000431	Syab.g_02613	Syag.g_01998
OG0000432	Syab.g_02619	Syag.g_02007
OG0000433	Syab.g_02622	Syag.g_02009
OG0000434	Syab.g_02623	Syag.g_02010
OG0000435	Syab.g_02625	Syag.g_02017
OG0000436	Syab.g_02632	Syag.g_02028
OG0000437	Syab.g_02633	Syag.g_02029
OG0000438	Syab.g_02634	Syag.g_02031
OG0000439	Syab.g_02636	Syag.g_02033
OG0000440	Syab.g_02637	Syag.g_02034
OG0000441	Syab.g_02641	Syag.g_02041
OG0000442	Syab.g_02642	Syag.g_02044
OG0000443	Syab.g_02668	Syag.g_02046
OG0000444	Syab.g_02681	Syag.g_02053
OG0000445	Syab.g_02682	Syag.g_02054
OG0000446	Syab.g_02684	Syag.g_02056
OG0000447	Syab.g_02687	Syag.g_02059
OG0000448	Syab.g_02688	Syag.g_02060
OG0000449	Syab.g_02689	Syag.g_02061
OG0000450	Syab.g_02695	Syag.g_02066
OG0000451	Syab.g_02696	Syag.g_02067
OG0000452	Syab.g_02701	Syag.g_02071
OG0000453	Syab.g_02702	Syag.g_02072
OG0000454	Syab.g_02703	Syag.g_02073
OG0000455	Syab.g_02704	Syag.g_02074
OG0000456	Syab.g_02705	Syag.g_02075
OG0000457	Syab.g_02707	Syag.g_02077
OG0000458	Syab.g_02708	Syag.g_02080
OG0000459	Syab.g_02709	Syag.g_02081
OG0000460	Syab.g_02372	Syag.g_01786
OG0000461	Syab.g_00356	Syag.g_02675
OG0000462	Syab.g_00352	Syag.g_02672
OG0000463	Syab.g_00351	Syag.g_02671
OG0000464	Syab.g_00350	Syag.g_02670
OG0000465	Syab.g_00349	Syag.g_02668
OG0000466	Syab.g_00343	Syag.g_02662
OG0000467	Syab.g_00341	Syag.g_02660
OG0000468	Syab.g_00336	Syag.g_02636
OG0000469	Syab.g_00318	Syag.g_02621
OG0000470	Syab.g_00316	Syag.g_02619
OG0000471	Syab.g_00315	Syag.g_02618
OG0000472	Syab.g_00313	Syag.g_02616
OG0000473	Syab.g_00311	Syag.g_02614
OG0000474	Syab.g_00310	Syag.g_02613
OG0000475	Syab.g_00309	Syag.g_02612
OG0000476	Syab.g_00307	Syag.g_02610
OG0000477	Syab.g_00301	Syag.g_02604
OG0000478	Syab.g_00300	Syag.g_02603
OG0000479	Syab.g_00299	Syag.g_02602
OG0000480	Syab.g_00292	Syag.g_02595
OG0000481	Syab.g_00290	Syag.g_02593
OG0000482	Syab.g_00289	Syag.g_02592
OG0000483	Syab.g_00285	Syag.g_02588
OG0000484	Syab.g_00284	Syag.g_02587
OG0000485	Syab.g_00283	Syag.g_02586
OG0000486	Syab.g_00282	Syag.g_02585
OG0000487	Syab.g_00276	Syag.g_02579
OG0000488	Syab.g_00272	Syag.g_02575
OG0000489	Syab.g_00256	Syag.g_02565
OG0000490	Syab.g_00247	Syag.g_02553
OG0000491	Syab.g_00245	Syag.g_02551
OG0000492	Syab.g_00243	Syag.g_02549
OG0000493	Syab.g_00242	Syag.g_02548
OG0000494	Syab.g_00241	Syag.g_02547
OG0000495	Syab.g_00240	Syag.g_02546
OG0000496	Syab.g_00239	Syag.g_02545
OG0000497	Syab.g_00238	Syag.g_02544
OG0000498	Syab.g_00237	Syag.g_02543
OG0000499	Syab.g_00236	Syag.g_02542
OG0000500	Syab.g_00235	Syag.g_02541
OG0000501	Syab.g_00232	Syag.g_02538
OG0000502	Syab.g_00224	Syag.g_02467
OG0000503	Syab.g_00523	Syag.g_02843
OG0000504	Syab.g_00525	Syag.g_02845
OG0000505	Syab.g_00526	Syag.g_02846
OG0000506	Syab.g_00528	Syag.g_02849
OG0000507	Syab.g_00533	Syag.g_02855
OG0000508	Syab.g_00537	Syag.g_02860
OG0000509	Syab.g_00539	Syag.g_02862
OG0000510	Syab.g_00540	Syag.g_02863
OG0000511	Syab.g_00541	Syag.g_02864
OG0000512	Syab.g_00543	Syag.g_02866
OG0000513	Syab.g_00555	Syag.g_00009
OG0000514	Syab.g_00566	Syag.g_00018
OG0000515	Syab.g_00567	Syag.g_00019
OG0000516	Syab.g_00575	Syag.g_00025
OG0000517	Syab.g_00582	Syag.g_00032
OG0000518	Syab.g_00594	Syag.g_00044
OG0000519	Syab.g_00610	Syag.g_00045
OG0000520	Syab.g_00611	Syag.g_00046
OG0000521	Syab.g_00624	Syag.g_00054
OG0000522	Syab.g_00626	Syag.g_00056
OG0000523	Syab.g_00627	Syag.g_00057
OG0000524	Syab.g_00640	Syag.g_01327
OG0000525	Syab.g_00671	Syag.g_01345
OG0000526	Syab.g_00689	Syag.g_01348
OG0000527	Syab.g_00695	Syag.g_01354
OG0000528	Syab.g_02092	Syag.g_01532
OG0000529	Syab.g_02097	Syag.g_01527
OG0000530	Syab.g_02100	Syag.g_01524
OG0000531	Syab.g_02101	Syag.g_01523
OG0000532	Syab.g_02104	Syag.g_01520
OG0000533	Syab.g_02106	Syag.g_01518
OG0000534	Syab.g_02107	Syag.g_01517
OG0000535	Syab.g_02108	Syag.g_01516
OG0000536	Syab.g_02109	Syag.g_01515
OG0000537	Syab.g_02110	Syag.g_01514
OG0000538	Syab.g_02122	Syag.g_01502
OG0000539	Syab.g_02123	Syag.g_01501
OG0000540	Syab.g_02124	Syag.g_01500
OG0000541	Syab.g_02125	Syag.g_01499
OG0000542	Syab.g_02128	Syag.g_01496
OG0000543	Syab.g_02130	Syag.g_01494
OG0000544	Syab.g_02131	Syag.g_01493
OG0000545	Syab.g_02133	Syag.g_01491
OG0000546	Syab.g_02135	Syag.g_01489
OG0000547	Syab.g_02137	Syag.g_01487
OG0000548	Syab.g_02138	Syag.g_01486
OG0000549	Syab.g_02144	Syag.g_01480
OG0000550	Syab.g_02149	Syag.g_01474
OG0000551	Syab.g_02153	Syag.g_01470
OG0000552	Syab.g_02154	Syag.g_01469
OG0000553	Syab.g_02046	Syag.g_01464
OG0000554	Syab.g_02040	Syag.g_01453
OG0000555	Syab.g_02026	Syag.g_00075
OG0000556	Syab.g_02022	Syag.g_00257
OG0000557	Syab.g_02019	Syag.g_00267
OG0000558	Syab.g_02016	Syag.g_00269
