Orthogroup	Syab	Syaa
OG0000145	Syab.g_02120	Syaa.g_02029
OG0000146	Syab.g_01393	Syaa.g_01367
OG0000147	Syab.g_01394	Syaa.g_01368
OG0000148	Syab.g_01682	Syaa.g_01190
OG0000149	Syab.g_01720	Syaa.g_00826
OG0000150	Syab.g_01930	Syaa.g_01688
OG0000151	Syab.g_01612	Syaa.g_01107
OG0000152	Syab.g_01383	Syaa.g_01357
OG0000153	Syab.g_01343	Syaa.g_01324
OG0000154	Syab.g_01317	Syaa.g_01298
OG0000155	Syab.g_01009	Syaa.g_00804
OG0000156	Syab.g_00933	Syaa.g_00751
OG0000157	Syab.g_00932	Syaa.g_00750
OG0000158	Syab.g_00161	Syaa.g_00148
OG0000159	Syab.g_00148	Syaa.g_00456
OG0000160	Syab.g_00774	Syaa.g_01776
OG0000161	Syab.g_00766	Syaa.g_01782
OG0000162	Syab.g_00755	Syaa.g_01788
OG0000163	Syab.g_02173	Syaa.g_00624
OG0000164	Syab.g_02307	Syaa.g_00507
OG0000165	Syab.g_02316	Syaa.g_00681
OG0000166	Syab.g_00407	Syaa.g_02289
OG0000167	Syab.g_00205	Syaa.g_00160
OG0000168	Syab.g_00136	Syaa.g_00145
OG0000169	Syab.g_00125	Syaa.g_00134
OG0000170	Syab.g_00118	Syaa.g_00128
OG0000171	Syab.g_00089	Syaa.g_00093
OG0000172	Syab.g_00080	Syaa.g_00079
OG0000173	Syab.g_00061	Syaa.g_00060
OG0000174	Syab.g_02819	Syaa.g_02651
OG0000175	Syab.g_02876	Syaa.g_02726
OG0000176	Syab.g_00004	Syaa.g_00004
OG0000177	Syab.g_00005	Syaa.g_00005
OG0000178	Syab.g_00006	Syaa.g_00006
OG0000179	Syab.g_00022	Syaa.g_00023
OG0000180	Syab.g_00023	Syaa.g_00024
OG0000181	Syab.g_00024	Syaa.g_00025
OG0000182	Syab.g_00025	Syaa.g_00026
OG0000183	Syab.g_00029	Syaa.g_00030
OG0000184	Syab.g_02738	Syaa.g_02578
OG0000185	Syab.g_02715	Syaa.g_02575
OG0000186	Syab.g_02430	Syaa.g_00359
OG0000187	Syab.g_02431	Syaa.g_00358
OG0000188	Syab.g_02454	Syaa.g_00334
OG0000189	Syab.g_02487	Syaa.g_02367
OG0000190	Syab.g_00190, Syab.g_00139	Syaa.g_02369
OG0000191	Syab.g_02522	Syaa.g_02404
OG0000192	Syab.g_02528	Syaa.g_02410
OG0000193	Syab.g_02565	Syaa.g_02449
OG0000194	Syab.g_02568	Syaa.g_02452
OG0000195	Syab.g_02570	Syaa.g_02459
OG0000196	Syab.g_02581	Syaa.g_02469
OG0000197	Syab.g_02582	Syaa.g_02470
OG0000198	Syab.g_02583	Syaa.g_02471
OG0000199	Syab.g_02591	Syaa.g_02479
OG0000200	Syab.g_02611	Syaa.g_02496
OG0000201	Syab.g_02628	Syaa.g_02521
OG0000202	Syab.g_02629	Syaa.g_02522
OG0000203	Syab.g_02630	Syaa.g_02523
OG0000204	Syab.g_02631	Syaa.g_02524
OG0000205	Syab.g_02638	Syaa.g_02531
OG0000206	Syab.g_02674	Syaa.g_02538
OG0000207	Syab.g_02677	Syaa.g_02540
OG0000208	Syab.g_02678	Syaa.g_02541
OG0000209	Syab.g_02698	Syaa.g_02556
OG0000210	Syab.g_02699	Syaa.g_02557
OG0000211	Syab.g_02374	Syaa.g_02113
OG0000212	Syab.g_02365	Syaa.g_02102
OG0000213	Syab.g_00332	Syaa.g_00295
OG0000214	Syab.g_00312	Syaa.g_00279
OG0000215	Syab.g_00281	Syaa.g_00248
OG0000216	Syab.g_00277	Syaa.g_00244
OG0000217	Syab.g_00273	Syaa.g_00240
OG0000218	Syab.g_00271	Syaa.g_00238
OG0000219	Syab.g_00270	Syaa.g_00237
OG0000220	Syab.g_00269	Syaa.g_00236
OG0000221	Syab.g_00257	Syaa.g_00229
OG0000222	Syab.g_00244	Syaa.g_00215
OG0000223	Syab.g_00226	Syaa.g_00192
OG0000224	Syab.g_00223	Syaa.g_00183
OG0000225	Syab.g_00538	Syaa.g_02166
OG0000226	Syab.g_00542	Syaa.g_02162
OG0000227	Syab.g_00544	Syaa.g_02160
OG0000228	Syab.g_00550	Syaa.g_02150
OG0000229	Syab.g_00583	Syaa.g_00703
OG0000230	Syab.g_00585	Syaa.g_00705
OG0000231	Syab.g_00613	Syaa.g_00717
OG0000232	Syab.g_00631	Syaa.g_01858
OG0000233	Syab.g_00645	Syaa.g_01853
OG0000234	Syab.g_00699	Syaa.g_01841
OG0000235	Syab.g_02095	Syaa.g_02052
OG0000236	Syab.g_02111	Syaa.g_02037
OG0000237	Syab.g_02129	Syaa.g_02020
OG0000238	Syab.g_02134	Syaa.g_02015
OG0000239	Syab.g_02151	Syaa.g_01996
OG0000240	Syab.g_02152	Syaa.g_01995
OG0000241	Syab.g_01884	Syaa.g_01644
OG0000242	Syab.g_02043	Syaa.g_01982
OG0000243	Syab.g_02025	Syaa.g_01960
OG0000244	Syab.g_02017	Syaa.g_01954
OG0000245	Syab.g_02015	Syaa.g_01952
OG0000246	Syab.g_02011	Syaa.g_01948
OG0000247	Syab.g_01999	Syaa.g_01937
OG0000248	Syab.g_01996	Syaa.g_01934
OG0000249	Syab.g_01994	Syaa.g_01932
OG0000250	Syab.g_01988	Syaa.g_01922
OG0000251	Syab.g_01961	Syaa.g_01897
OG0000252	Syab.g_01958	Syaa.g_01894
OG0000253	Syab.g_01956	Syaa.g_01893
OG0000254	Syab.g_01925	Syaa.g_01684
OG0000255	Syab.g_01912	Syaa.g_01668
OG0000256	Syab.g_01890	Syaa.g_01651
OG0000257	Syab.g_01885	Syaa.g_01645
OG0000258	Syab.g_01861	Syaa.g_01624
OG0000259	Syab.g_01538	Syaa.g_01063
OG0000260	Syab.g_01544	Syaa.g_01066
OG0000261	Syab.g_01556	Syaa.g_01069
OG0000262	Syab.g_01561	Syaa.g_01074
OG0000263	Syab.g_01035	Syaa.g_00989
OG0000264	Syab.g_01173	Syaa.g_00910
OG0000265	Syab.g_01773	Syaa.g_00931, Syaa.g_01498
OG0000266	Syab.g_01667	Syaa.g_01257, Syaa.g_01258
OG0000267	Syab.g_01433	Syaa.g_01409
OG0000268	Syab.g_01432	Syaa.g_01408
OG0000269	Syab.g_01650	Syaa.g_01149
OG0000270	Syab.g_01657	Syaa.g_01152
OG0000271	Syab.g_01279	Syaa.g_01160
OG0000272	Syab.g_01280	Syaa.g_01161
OG0000274	Syab.g_01700	Syaa.g_00843
OG0000275	Syab.g_01704	Syaa.g_00840
OG0000276	Syab.g_01712	Syaa.g_00834
OG0000277	Syab.g_01713	Syaa.g_00833
OG0000278	Syab.g_01716	Syaa.g_00830
OG0000279	Syab.g_01724	Syaa.g_00822
OG0000280	Syab.g_01736	Syaa.g_00815
OG0000282	Syab.g_01631	Syaa.g_01096
OG0000283	Syab.g_01418	Syaa.g_01396
OG0000284	Syab.g_01413	Syaa.g_01390
OG0000285	Syab.g_01402	Syaa.g_01377
OG0000286	Syab.g_01384	Syaa.g_01358
OG0000287	Syab.g_01350	Syaa.g_01330
OG0000288	Syab.g_01318	Syaa.g_01299
OG0000289	Syab.g_01303	Syaa.g_01285
OG0000290	Syab.g_01213	Syaa.g_00875
OG0000291	Syab.g_01211	Syaa.g_00877
OG0000292	Syab.g_02907	Syaa.g_02751
OG0000293	Syab.g_00946	Syaa.g_00758
OG0000294	Syab.g_00947	Syaa.g_00759
OG0000295	Syab.g_01001	Syaa.g_00796
OG0000296	Syab.g_01003	Syaa.g_00798
OG0000297	Syab.g_01016	Syaa.g_01021
OG0000298	Syab.g_01017	Syaa.g_01010
OG0000299	Syab.g_01047	Syaa.g_00982
OG0000300	Syab.g_01054	Syaa.g_00976
OG0000301	Syab.g_01055	Syaa.g_00975
OG0000302	Syab.g_01056	Syaa.g_00972
OG0000303	Syab.g_01149	Syaa.g_00963
OG0000304	Syab.g_01143	Syaa.g_00957
OG0000305	Syab.g_01208	Syaa.g_00881
OG0000306	Syab.g_01819	Syaa.g_00807
OG0000307	Syab.g_02078	Syaa.g_02068
OG0000308	Syab.g_02076	Syaa.g_02070
OG0000309	Syab.g_02071	Syaa.g_02075
OG0000310	Syab.g_00817	Syaa.g_01752
OG0000311	Syab.g_00811	Syaa.g_01757
OG0000312	Syab.g_00793	Syaa.g_01762
OG0000313	Syab.g_00769	Syaa.g_01779
OG0000314	Syab.g_00736	Syaa.g_01806
OG0000315	Syab.g_00726	Syaa.g_01816
OG0000316	Syab.g_02189	Syaa.g_00598
OG0000317	Syab.g_02251	Syaa.g_00556
OG0000318	Syab.g_02257	Syaa.g_00550
OG0000319	Syab.g_02291	Syaa.g_00532
OG0000320	Syab.g_02293	Syaa.g_00530
OG0000321	Syab.g_02294	Syaa.g_00529
OG0000322	Syab.g_02295	Syaa.g_00528
OG0000323	Syab.g_02310	Syaa.g_00496
OG0000324	Syab.g_02341	Syaa.g_00653
OG0000325	Syab.g_00368	Syaa.g_02350
OG0000326	Syab.g_00375	Syaa.g_02343
OG0000327	Syab.g_00402	Syaa.g_02294
OG0000328	Syab.g_00403	Syaa.g_02293
OG0000329	Syab.g_00420	Syaa.g_02275
OG0000330	Syab.g_00421	Syaa.g_02274
OG0000331	Syab.g_00422	Syaa.g_02273
OG0000332	Syab.g_00437	Syaa.g_02258
OG0000333	Syab.g_00440	Syaa.g_02255
OG0000334	Syab.g_00450	Syaa.g_02246
OG0000335	Syab.g_00455	Syaa.g_02241
OG0000336	Syab.g_00459	Syaa.g_02237
OG0000337	Syab.g_00210	Syaa.g_00167
OG0000338	Syab.g_00207	Syaa.g_00162
OG0000339	Syab.g_00201	Syaa.g_00156
OG0000340	Syab.g_00135	Syaa.g_00144
OG0000341	Syab.g_00157, Syab.g_00133	Syaa.g_00142
OG0000342	Syab.g_00132	Syaa.g_00141
OG0000343	Syab.g_00131	Syaa.g_00140
OG0000344	Syab.g_02424, Syab.g_00127	Syaa.g_00136
OG0000345	Syab.g_00117	Syaa.g_00127
OG0000346	Syab.g_00112	Syaa.g_00122
OG0000347	Syab.g_00087	Syaa.g_00088
OG0000348	Syab.g_00076	Syaa.g_00071
OG0000349	Syab.g_00054	Syaa.g_00053
OG0000350	Syab.g_00382	Syaa.g_02336
OG0000351	Syab.g_02879	Syaa.g_02730
OG0000352	Syab.g_02880	Syaa.g_02731
OG0000353	Syab.g_02913	Syaa.g_02757
OG0000354	Syab.g_02140	Syaa.g_02008, Syaa.g_02009
OG0000354	Syab.g_00020	Syaa.g_00019, Syaa.g_00020
OG0000355	Syab.g_00001	Syaa.g_00001
OG0000356	Syab.g_00002	Syaa.g_00002
OG0000357	Syab.g_00003	Syaa.g_00003
OG0000358	Syab.g_00007	Syaa.g_00007
OG0000359	Syab.g_00009	Syaa.g_00009
OG0000360	Syab.g_00010	Syaa.g_00010
OG0000361	Syab.g_00011	Syaa.g_00011
OG0000362	Syab.g_00013	Syaa.g_00013
OG0000363	Syab.g_00015	Syaa.g_00015
OG0000364	Syab.g_00016	Syaa.g_00016
OG0000365	Syab.g_00026	Syaa.g_00027
OG0000366	Syab.g_00027	Syaa.g_00028
OG0000367	Syab.g_00028	Syaa.g_00029
OG0000368	Syab.g_00030	Syaa.g_00031
OG0000369	Syab.g_00031	Syaa.g_00032
OG0000370	Syab.g_00032	Syaa.g_00033
OG0000371	Syab.g_00711, Syab.g_00039	Syaa.g_00041
OG0000372	Syab.g_00045	Syaa.g_00046
OG0000373	Syab.g_00046	Syaa.g_00047
OG0000374	Syab.g_00047	Syaa.g_00048
OG0000375	Syab.g_00050	Syaa.g_00049
OG0000376	Syab.g_00052	Syaa.g_00051
OG0000377	Syab.g_02748	Syaa.g_02585
OG0000378	Syab.g_02717	Syaa.g_02577
OG0000379	Syab.g_02714	Syaa.g_02574
OG0000380	Syab.g_02432	Syaa.g_00357
OG0000381	Syab.g_02435	Syaa.g_00353
OG0000382	Syab.g_02453	Syaa.g_00335
OG0000383	Syab.g_02459	Syaa.g_00333
OG0000384	Syab.g_02460	Syaa.g_00332
OG0000385	Syab.g_02461	Syaa.g_00331
OG0000386	Syab.g_02462	Syaa.g_00330
OG0000387	Syab.g_02491	Syaa.g_02371
OG0000388	Syab.g_02495	Syaa.g_02375
OG0000389	Syab.g_02499	Syaa.g_02379
OG0000390	Syab.g_02516	Syaa.g_02398
OG0000391	Syab.g_02521	Syaa.g_02403
OG0000392	Syab.g_02527	Syaa.g_02409
OG0000393	Syab.g_02530	Syaa.g_02412
OG0000394	Syab.g_02531	Syaa.g_02413
OG0000395	Syab.g_02532	Syaa.g_02414
OG0000396	Syab.g_02535	Syaa.g_02417
OG0000397	Syab.g_02537	Syaa.g_02419
OG0000398	Syab.g_02542	Syaa.g_02424
OG0000399	Syab.g_02543	Syaa.g_02425
OG0000400	Syab.g_02544	Syaa.g_02426
OG0000401	Syab.g_02545	Syaa.g_02427
OG0000402	Syab.g_02547	Syaa.g_02429
OG0000403	Syab.g_02548	Syaa.g_02430
OG0000404	Syab.g_02550	Syaa.g_02431
OG0000405	Syab.g_02562	Syaa.g_02446
OG0000406	Syab.g_02566	Syaa.g_02450
OG0000407	Syab.g_02567	Syaa.g_02451
OG0000408	Syab.g_02569	Syaa.g_02458
OG0000409	Syab.g_02571	Syaa.g_02460
OG0000410	Syab.g_02572	Syaa.g_02461
OG0000411	Syab.g_02573	Syaa.g_02462
OG0000412	Syab.g_02574	Syaa.g_02463
OG0000413	Syab.g_02576	Syaa.g_02465
OG0000415	Syab.g_02578	Syaa.g_02466
OG0000416	Syab.g_02579	Syaa.g_02467
OG0000417	Syab.g_02580	Syaa.g_02468
OG0000418	Syab.g_02585	Syaa.g_02473
OG0000419	Syab.g_02587	Syaa.g_02475
OG0000420	Syab.g_02589	Syaa.g_02477
OG0000421	Syab.g_02595	Syaa.g_02482
OG0000422	Syab.g_02596	Syaa.g_02483
OG0000423	Syab.g_02597	Syaa.g_02484
OG0000424	Syab.g_02598	Syaa.g_02485
OG0000425	Syab.g_02599	Syaa.g_02486
OG0000426	Syab.g_02600	Syaa.g_02487
OG0000427	Syab.g_02601	Syaa.g_02488
OG0000428	Syab.g_02604	Syaa.g_02491
OG0000429	Syab.g_02608	Syaa.g_02493
OG0000430	Syab.g_02610	Syaa.g_02495
OG0000431	Syab.g_02613	Syaa.g_02498
OG0000432	Syab.g_02619	Syaa.g_02504
OG0000433	Syab.g_02622	Syaa.g_02513
OG0000434	Syab.g_02623	Syaa.g_02514
OG0000435	Syab.g_02625	Syaa.g_02516
OG0000436	Syab.g_02632	Syaa.g_02525
OG0000437	Syab.g_02633	Syaa.g_02526
OG0000438	Syab.g_02634	Syaa.g_02527
OG0000439	Syab.g_02636	Syaa.g_02529
OG0000440	Syab.g_02637	Syaa.g_02530
OG0000441	Syab.g_02641	Syaa.g_02534
OG0000442	Syab.g_02642	Syaa.g_02535
OG0000443	Syab.g_02668	Syaa.g_02536
OG0000444	Syab.g_02681	Syaa.g_02542
OG0000445	Syab.g_02682	Syaa.g_02543
OG0000446	Syab.g_02684	Syaa.g_02545
OG0000447	Syab.g_02687	Syaa.g_02548
OG0000448	Syab.g_02688	Syaa.g_02549
OG0000449	Syab.g_02689	Syaa.g_02550
OG0000450	Syab.g_02695	Syaa.g_02553
OG0000451	Syab.g_02696	Syaa.g_02554
OG0000452	Syab.g_02701	Syaa.g_02558
OG0000453	Syab.g_02702	Syaa.g_02559
OG0000454	Syab.g_02703	Syaa.g_02560
OG0000455	Syab.g_02704	Syaa.g_02561
OG0000456	Syab.g_02705	Syaa.g_02562
OG0000457	Syab.g_02707	Syaa.g_02564
OG0000458	Syab.g_02708	Syaa.g_02565
OG0000459	Syab.g_02709	Syaa.g_02566
OG0000460	Syab.g_02372	Syaa.g_02111
OG0000461	Syab.g_00356	Syaa.g_00318
OG0000462	Syab.g_00352	Syaa.g_00315
OG0000463	Syab.g_00351	Syaa.g_00314
OG0000464	Syab.g_00350	Syaa.g_00313
OG0000465	Syab.g_00349	Syaa.g_00311
OG0000466	Syab.g_00343	Syaa.g_00306
OG0000467	Syab.g_00341	Syaa.g_00304
OG0000468	Syab.g_00336	Syaa.g_00299
OG0000469	Syab.g_00318	Syaa.g_00285
OG0000470	Syab.g_00316	Syaa.g_00283
OG0000471	Syab.g_00315	Syaa.g_00282
OG0000472	Syab.g_00313	Syaa.g_00280
OG0000473	Syab.g_00311	Syaa.g_00278
OG0000474	Syab.g_00310	Syaa.g_00277
OG0000475	Syab.g_00309	Syaa.g_00276
OG0000476	Syab.g_00307	Syaa.g_00274
OG0000477	Syab.g_00301	Syaa.g_00268
OG0000478	Syab.g_00300	Syaa.g_00267
OG0000479	Syab.g_00299	Syaa.g_00266
OG0000480	Syab.g_00292	Syaa.g_00259
OG0000481	Syab.g_00290	Syaa.g_00257
OG0000482	Syab.g_00289	Syaa.g_00256
OG0000483	Syab.g_00285	Syaa.g_00252
OG0000484	Syab.g_00284	Syaa.g_00251
OG0000485	Syab.g_00283	Syaa.g_00250
OG0000486	Syab.g_00282	Syaa.g_00249
OG0000487	Syab.g_00276	Syaa.g_00243
OG0000488	Syab.g_00272	Syaa.g_00239
OG0000489	Syab.g_00256	Syaa.g_00228
OG0000490	Syab.g_00247	Syaa.g_00220
OG0000491	Syab.g_00245	Syaa.g_00218
OG0000492	Syab.g_00243	Syaa.g_00214
OG0000493	Syab.g_00242	Syaa.g_00213
OG0000494	Syab.g_00241	Syaa.g_00212
OG0000495	Syab.g_00240	Syaa.g_00211
OG0000496	Syab.g_00239	Syaa.g_00210
OG0000497	Syab.g_00238	Syaa.g_00209
OG0000498	Syab.g_00237	Syaa.g_00208
OG0000499	Syab.g_00236	Syaa.g_00207
OG0000500	Syab.g_00235	Syaa.g_00206
OG0000501	Syab.g_00232	Syaa.g_00203
OG0000502	Syab.g_00224	Syaa.g_00190
OG0000503	Syab.g_00523	Syaa.g_02182
OG0000504	Syab.g_00525	Syaa.g_02180
OG0000505	Syab.g_00526	Syaa.g_02179
OG0000506	Syab.g_00528	Syaa.g_02177
OG0000507	Syab.g_00533	Syaa.g_02171
OG0000508	Syab.g_00537	Syaa.g_02167
OG0000509	Syab.g_00539	Syaa.g_02165
OG0000510	Syab.g_00540	Syaa.g_02164
OG0000511	Syab.g_00541	Syaa.g_02163
OG0000512	Syab.g_00543	Syaa.g_02161
OG0000513	Syab.g_00555	Syaa.g_02145
OG0000514	Syab.g_00566	Syaa.g_02118
OG0000515	Syab.g_00567	Syaa.g_02117
OG0000516	Syab.g_00575	Syaa.g_00698
OG0000517	Syab.g_00582	Syaa.g_00702
OG0000518	Syab.g_00594	Syaa.g_00714
OG0000519	Syab.g_00610	Syaa.g_00715
OG0000520	Syab.g_00611	Syaa.g_00716
OG0000521	Syab.g_00624	Syaa.g_01864
OG0000522	Syab.g_00626	Syaa.g_01862
OG0000523	Syab.g_00627	Syaa.g_01859
OG0000524	Syab.g_00640	Syaa.g_01856
OG0000525	Syab.g_00671	Syaa.g_01851
OG0000526	Syab.g_00689	Syaa.g_01848
OG0000527	Syab.g_00695	Syaa.g_01844
OG0000528	Syab.g_02092	Syaa.g_02054
OG0000529	Syab.g_02097	Syaa.g_02050
OG0000530	Syab.g_02100	Syaa.g_02047
OG0000531	Syab.g_02101	Syaa.g_02046
OG0000532	Syab.g_02104	Syaa.g_02043
OG0000533	Syab.g_02106	Syaa.g_02042
OG0000534	Syab.g_02107	Syaa.g_02041
OG0000535	Syab.g_02108	Syaa.g_02040
OG0000536	Syab.g_02109	Syaa.g_02039
OG0000537	Syab.g_02110	Syaa.g_02038
OG0000538	Syab.g_02122	Syaa.g_02027
OG0000539	Syab.g_02123	Syaa.g_02026
OG0000540	Syab.g_02124	Syaa.g_02025
OG0000541	Syab.g_02125	Syaa.g_02024
OG0000542	Syab.g_02128	Syaa.g_02021
OG0000543	Syab.g_02130	Syaa.g_02019
OG0000544	Syab.g_02131	Syaa.g_02018
OG0000545	Syab.g_02133	Syaa.g_02016
OG0000546	Syab.g_02135	Syaa.g_02014
OG0000547	Syab.g_02137	Syaa.g_02012
OG0000548	Syab.g_02138	Syaa.g_02011
OG0000549	Syab.g_02144	Syaa.g_02003
OG0000550	Syab.g_02149	Syaa.g_01998
OG0000551	Syab.g_02153	Syaa.g_01993
OG0000552	Syab.g_02154	Syaa.g_01992
OG0000553	Syab.g_02046	Syaa.g_01990
