Orthogroup	Syab	Praf
OG0000267	Syab.g_01433	Praf.g_01436
OG0000268	Syab.g_01432	Praf.g_01435
OG0000269	Syab.g_01650	Praf.g_01525
OG0000270	Syab.g_01657	Praf.g_01528
OG0000271	Syab.g_01279	Praf.g_01536
OG0000272	Syab.g_01280	Praf.g_01537
OG0000274	Syab.g_01700	Praf.g_01586
OG0000275	Syab.g_01704	Praf.g_01590
OG0000276	Syab.g_01712	Praf.g_01596
OG0000277	Syab.g_01713	Praf.g_01597
OG0000278	Syab.g_01716	Praf.g_01600
OG0000279	Syab.g_01724	Praf.g_01608
OG0000280	Syab.g_01736	Praf.g_01614
OG0000281	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546	Praf.g_01627
OG0000282	Syab.g_01631	Praf.g_01463
OG0000283	Syab.g_01418	Praf.g_01426
OG0000284	Syab.g_01413	Praf.g_01420
OG0000285	Syab.g_01402	Praf.g_01006
OG0000286	Syab.g_01384	Praf.g_01393
OG0000287	Syab.g_01350	Praf.g_01073
OG0000288	Syab.g_01318	Praf.g_01338
OG0000289	Syab.g_01303	Praf.g_01325
OG0000290	Syab.g_01213	Praf.g_01277
OG0000291	Syab.g_01211	Praf.g_01275
OG0000292	Syab.g_02907	Praf.g_02776
OG0000293	Syab.g_00946	Praf.g_00826
OG0000294	Syab.g_00947	Praf.g_00827
OG0000295	Syab.g_01001	Praf.g_00879
OG0000296	Syab.g_01003	Praf.g_00881
OG0000297	Syab.g_01016	Praf.g_00917
OG0000298	Syab.g_01017	Praf.g_00918
OG0000299	Syab.g_01047	Praf.g_00908
OG0000300	Syab.g_01054	Praf.g_00902
OG0000301	Syab.g_01055	Praf.g_00901
OG0000302	Syab.g_01056	Praf.g_00898
OG0000303	Syab.g_01149	Praf.g_00888
OG0000304	Syab.g_01143	Praf.g_00938
OG0000305	Syab.g_01208	Praf.g_01271
OG0000306	Syab.g_01819	Praf.g_01635
OG0000307	Syab.g_02078	Praf.g_00575
OG0000308	Syab.g_02076	Praf.g_00573
OG0000309	Syab.g_02071	Praf.g_00569
OG0000310	Syab.g_00817	Praf.g_01772
OG0000311	Syab.g_00811	Praf.g_01778, Praf.g_01776
OG0000312	Syab.g_00793	Praf.g_01782
OG0000313	Syab.g_00769	Praf.g_01802
OG0000314	Syab.g_00736	Praf.g_01837
OG0000315	Syab.g_00726	Praf.g_01848
OG0000316	Syab.g_02189	Praf.g_00526
OG0000317	Syab.g_02251	Praf.g_00485
OG0000318	Syab.g_02257	Praf.g_00479
OG0000319	Syab.g_02291	Praf.g_00464
OG0000320	Syab.g_02293	Praf.g_00462
OG0000321	Syab.g_02294	Praf.g_00461
OG0000322	Syab.g_02295	Praf.g_00460
OG0000323	Syab.g_02310	Praf.g_00449
OG0000324	Syab.g_02341	Praf.g_00419
OG0000325	Syab.g_00368	Praf.g_02200
OG0000326	Syab.g_00375	Praf.g_02193
OG0000327	Syab.g_00402	Praf.g_02162
OG0000328	Syab.g_00403	Praf.g_02161
OG0000329	Syab.g_00420	Praf.g_02144
OG0000330	Syab.g_00421	Praf.g_02143
OG0000331	Syab.g_00422	Praf.g_02142
OG0000332	Syab.g_00437	Praf.g_02127
OG0000333	Syab.g_00440	Praf.g_02125
OG0000334	Syab.g_00450	Praf.g_02112
OG0000335	Syab.g_00455	Praf.g_02107
OG0000336	Syab.g_00459	Praf.g_02103
OG0000337	Syab.g_00210	Praf.g_02372
OG0000338	Syab.g_00207	Praf.g_02375
OG0000339	Syab.g_00201	Praf.g_02386
OG0000340	Syab.g_00135	Praf.g_02396
OG0000341	Syab.g_00157, Syab.g_00133	Praf.g_02398
OG0000342	Syab.g_00132	Praf.g_02399
OG0000343	Syab.g_00131	Praf.g_00196
OG0000344	Syab.g_00127	Praf.g_00193
OG0000345	Syab.g_00117	Praf.g_00182
OG0000346	Syab.g_00112	Praf.g_00177
OG0000347	Syab.g_00087	Praf.g_00152
OG0000348	Syab.g_00076	Praf.g_00081
OG0000349	Syab.g_00054	Praf.g_00054
OG0000350	Syab.g_00382	Praf.g_02699
OG0000351	Syab.g_02879	Praf.g_02757
OG0000352	Syab.g_02880	Praf.g_02758
OG0000353	Syab.g_02913	Praf.g_02782
OG0000354	Syab.g_02140	Praf.g_00637
OG0000354	Syab.g_00020	Praf.g_00019
OG0000355	Syab.g_00001	Praf.g_00001
OG0000356	Syab.g_00002	Praf.g_00002
OG0000357	Syab.g_00003	Praf.g_00003
OG0000358	Syab.g_00007	Praf.g_00007
OG0000359	Syab.g_00009	Praf.g_00009
OG0000360	Syab.g_00010	Praf.g_00010
OG0000361	Syab.g_00011	Praf.g_00011
OG0000362	Syab.g_00013	Praf.g_00013
OG0000363	Syab.g_00015	Praf.g_00015
OG0000364	Syab.g_00016	Praf.g_00016
OG0000365	Syab.g_00026	Praf.g_00025
OG0000366	Syab.g_00027	Praf.g_00026
OG0000367	Syab.g_00028	Praf.g_00027
OG0000368	Syab.g_00030	Praf.g_00029
OG0000369	Syab.g_00031	Praf.g_00030
OG0000370	Syab.g_00032	Praf.g_00031
OG0000371	Syab.g_00711, Syab.g_00039	Praf.g_00040
OG0000372	Syab.g_00045	Praf.g_00045
OG0000373	Syab.g_00046	Praf.g_00046
OG0000374	Syab.g_00047	Praf.g_00047
OG0000375	Syab.g_00050	Praf.g_00050
OG0000376	Syab.g_00052	Praf.g_00052
OG0000377	Syab.g_02748	Praf.g_02618
OG0000378	Syab.g_02717	Praf.g_02605
OG0000379	Syab.g_02714	Praf.g_02601
OG0000380	Syab.g_02432	Praf.g_00325
OG0000381	Syab.g_02435	Praf.g_00320
OG0000382	Syab.g_02453	Praf.g_00304
OG0000383	Syab.g_02459	Praf.g_00302
OG0000384	Syab.g_02460	Praf.g_00301
OG0000385	Syab.g_02461	Praf.g_00300
OG0000386	Syab.g_02462	Praf.g_00299
OG0000387	Syab.g_02491	Praf.g_00253
OG0000388	Syab.g_02495	Praf.g_00249
OG0000389	Syab.g_02499	Praf.g_00245
OG0000390	Syab.g_02516	Praf.g_00224
OG0000391	Syab.g_02521	Praf.g_00219
OG0000392	Syab.g_02527	Praf.g_00214
OG0000393	Syab.g_02530	Praf.g_00209
OG0000394	Syab.g_02531	Praf.g_00208
OG0000395	Syab.g_02532	Praf.g_00207
OG0000396	Syab.g_02535	Praf.g_02403
OG0000397	Syab.g_02537	Praf.g_02405
OG0000398	Syab.g_02542	Praf.g_02410
OG0000399	Syab.g_02543	Praf.g_02411
OG0000400	Syab.g_02544	Praf.g_02412
OG0000401	Syab.g_02545	Praf.g_02413
OG0000402	Syab.g_02547	Praf.g_02415
OG0000403	Syab.g_02548	Praf.g_02416
OG0000404	Syab.g_02550	Praf.g_02418
OG0000405	Syab.g_02562	Praf.g_02430
OG0000406	Syab.g_02566	Praf.g_02434
OG0000407	Syab.g_02567	Praf.g_02435
OG0000408	Syab.g_02569	Praf.g_02437
OG0000409	Syab.g_02571	Praf.g_02439
OG0000410	Syab.g_02572	Praf.g_02440
OG0000411	Syab.g_02573	Praf.g_02441
OG0000412	Syab.g_02574	Praf.g_02442
OG0000413	Syab.g_02576	Praf.g_02444
OG0000414	Syab.g_02577	Praf.g_02445
OG0000415	Syab.g_02578	Praf.g_02446
OG0000416	Syab.g_02579	Praf.g_02447
OG0000417	Syab.g_02580	Praf.g_02448
OG0000418	Syab.g_02585	Praf.g_02453
OG0000419	Syab.g_02587	Praf.g_02455
OG0000420	Syab.g_02589	Praf.g_02456
OG0000421	Syab.g_02595	Praf.g_02470
OG0000422	Syab.g_02596	Praf.g_02471
OG0000423	Syab.g_02597	Praf.g_02472
OG0000424	Syab.g_02598	Praf.g_02473
OG0000425	Syab.g_02599	Praf.g_02474
OG0000426	Syab.g_02600	Praf.g_02475
OG0000427	Syab.g_02601	Praf.g_02476
OG0000428	Syab.g_02604	Praf.g_01486
OG0000429	Syab.g_02608	Praf.g_02489
OG0000430	Syab.g_02610	Praf.g_02491
OG0000431	Syab.g_02613	Praf.g_02495
OG0000432	Syab.g_02619	Praf.g_02502
OG0000433	Syab.g_02622	Praf.g_02505
OG0000434	Syab.g_02623	Praf.g_02506
OG0000435	Syab.g_02625	Praf.g_02509
OG0000436	Syab.g_02632	Praf.g_02515
OG0000437	Syab.g_02633	Praf.g_02516
OG0000438	Syab.g_02634	Praf.g_02517
OG0000439	Syab.g_02636	Praf.g_02519
OG0000440	Syab.g_02637	Praf.g_02520
OG0000441	Syab.g_02641	Praf.g_02524
OG0000442	Syab.g_02642	Praf.g_02525
OG0000443	Syab.g_02668	Praf.g_02531
OG0000444	Syab.g_02681	Praf.g_02575
OG0000445	Syab.g_02682	Praf.g_02574
OG0000446	Syab.g_02684	Praf.g_02572
OG0000447	Syab.g_02687	Praf.g_02568
OG0000448	Syab.g_02688	Praf.g_02567
OG0000449	Syab.g_02689	Praf.g_02566
OG0000450	Syab.g_02695	Praf.g_02560
OG0000451	Syab.g_02696	Praf.g_02559
OG0000452	Syab.g_02701	Praf.g_02555
OG0000453	Syab.g_02702	Praf.g_02554
OG0000454	Syab.g_02703	Praf.g_02553
OG0000455	Syab.g_02704	Praf.g_02552
OG0000456	Syab.g_02705	Praf.g_02551
OG0000457	Syab.g_02707	Praf.g_02549
OG0000458	Syab.g_02708	Praf.g_02548
OG0000459	Syab.g_02709	Praf.g_02547
OG0000460	Syab.g_02372	Praf.g_00379
OG0000461	Syab.g_00356	Praf.g_02203
OG0000462	Syab.g_00352	Praf.g_02207
OG0000463	Syab.g_00351	Praf.g_02208
OG0000464	Syab.g_00350	Praf.g_02209
OG0000465	Syab.g_00349	Praf.g_02210
OG0000466	Syab.g_00343	Praf.g_02215
OG0000467	Syab.g_00341	Praf.g_02217
OG0000468	Syab.g_00336	Praf.g_02242
OG0000469	Syab.g_00318	Praf.g_02255
OG0000470	Syab.g_00316	Praf.g_02259
OG0000471	Syab.g_00315	Praf.g_02260
OG0000472	Syab.g_00313	Praf.g_02262
OG0000473	Syab.g_00311	Praf.g_02264
OG0000474	Syab.g_00310	Praf.g_02265
OG0000475	Syab.g_00309	Praf.g_02266
OG0000476	Syab.g_00307	Praf.g_02268
OG0000477	Syab.g_00301	Praf.g_02273
OG0000478	Syab.g_00300	Praf.g_02274
OG0000479	Syab.g_00299	Praf.g_02275
OG0000480	Syab.g_00292	Praf.g_02282
OG0000481	Syab.g_00290	Praf.g_02284
OG0000482	Syab.g_00289	Praf.g_02285
OG0000483	Syab.g_00285	Praf.g_02289
OG0000484	Syab.g_00284	Praf.g_02290
OG0000485	Syab.g_00283	Praf.g_02291
OG0000486	Syab.g_00282	Praf.g_02292
OG0000487	Syab.g_00276	Praf.g_02297
OG0000488	Syab.g_00272	Praf.g_02301
OG0000489	Syab.g_00256	Praf.g_02315
OG0000490	Syab.g_00247	Praf.g_02321
OG0000491	Syab.g_00245	Praf.g_02322
OG0000492	Syab.g_00243	Praf.g_02324
OG0000493	Syab.g_00242	Praf.g_02325
OG0000494	Syab.g_00241	Praf.g_02326
OG0000495	Syab.g_00240	Praf.g_02327
OG0000496	Syab.g_00239	Praf.g_02328
OG0000497	Syab.g_00238	Praf.g_02329
OG0000498	Syab.g_00237	Praf.g_02330
OG0000499	Syab.g_00236	Praf.g_02331
OG0000500	Syab.g_00235	Praf.g_02332
OG0000501	Syab.g_00232	Praf.g_02335
OG0000502	Syab.g_00224	Praf.g_02349
OG0000503	Syab.g_00523	Praf.g_02054
OG0000504	Syab.g_00525	Praf.g_02052
OG0000505	Syab.g_00526	Praf.g_02051
OG0000506	Syab.g_00528	Praf.g_02049
OG0000507	Syab.g_00533	Praf.g_02045
OG0000508	Syab.g_00537	Praf.g_02031
OG0000509	Syab.g_00539	Praf.g_02029
OG0000510	Syab.g_00540	Praf.g_02028
OG0000511	Syab.g_00541	Praf.g_02027
OG0000512	Syab.g_00543	Praf.g_02025
OG0000513	Syab.g_00555	Praf.g_02011
OG0000514	Syab.g_00566	Praf.g_02002
OG0000515	Syab.g_00567	Praf.g_02001
OG0000516	Syab.g_00575	Praf.g_01999
OG0000517	Syab.g_00582	Praf.g_01990
OG0000518	Syab.g_00594	Praf.g_01978
OG0000519	Syab.g_00610	Praf.g_01977
OG0000520	Syab.g_00611	Praf.g_01972
OG0000521	Syab.g_00624	Praf.g_01959
OG0000522	Syab.g_00626	Praf.g_01957
OG0000523	Syab.g_00627	Praf.g_01956
OG0000524	Syab.g_00640	Praf.g_01942
OG0000525	Syab.g_00671	Praf.g_01915
OG0000526	Syab.g_00689	Praf.g_01913
OG0000527	Syab.g_00695	Praf.g_01909
OG0000528	Syab.g_02092	Praf.g_00589
OG0000529	Syab.g_02097	Praf.g_00596
OG0000530	Syab.g_02100	Praf.g_00599
OG0000531	Syab.g_02101	Praf.g_00600
OG0000532	Syab.g_02104	Praf.g_00603
OG0000533	Syab.g_02106	Praf.g_00605
OG0000534	Syab.g_02107	Praf.g_00606
OG0000535	Syab.g_02108	Praf.g_00607
OG0000536	Syab.g_02109	Praf.g_00608
OG0000537	Syab.g_02110	Praf.g_00609
OG0000538	Syab.g_02122	Praf.g_00619
OG0000539	Syab.g_02123	Praf.g_00621
OG0000540	Syab.g_02124	Praf.g_00622
OG0000541	Syab.g_02125	Praf.g_00623
OG0000542	Syab.g_02128	Praf.g_00626
OG0000543	Syab.g_02130	Praf.g_00628
OG0000544	Syab.g_02131	Praf.g_00629
OG0000545	Syab.g_02133	Praf.g_00630
OG0000546	Syab.g_02135	Praf.g_00632
OG0000547	Syab.g_02137	Praf.g_00634
OG0000548	Syab.g_02138	Praf.g_00635
OG0000549	Syab.g_02144	Praf.g_00641
OG0000550	Syab.g_02149	Praf.g_00646
OG0000551	Syab.g_02153	Praf.g_00650
OG0000552	Syab.g_02154	Praf.g_00651
OG0000553	Syab.g_02046	Praf.g_00656
OG0000554	Syab.g_02040	Praf.g_00661
OG0000555	Syab.g_02026	Praf.g_00677
OG0000556	Syab.g_02022	Praf.g_00683
OG0000557	Syab.g_02019	Praf.g_00684
OG0000558	Syab.g_02016	Praf.g_00687
OG0000559	Syab.g_02012	Praf.g_00691
OG0000560	Syab.g_02009	Praf.g_00694
OG0000561	Syab.g_02008	Praf.g_00695
OG0000562	Syab.g_02007	Praf.g_00696
OG0000563	Syab.g_02006	Praf.g_00697
OG0000564	Syab.g_02005	Praf.g_00698
OG0000565	Syab.g_02001	Praf.g_00701
OG0000566	Syab.g_01997	Praf.g_00705
OG0000567	Syab.g_01993	Praf.g_00709
OG0000568	Syab.g_01991	Praf.g_00711
OG0000569	Syab.g_01990	Praf.g_00712
OG0000570	Syab.g_01989	Praf.g_00713
OG0000571	Syab.g_01986	Praf.g_00716
OG0000572	Syab.g_01969	Praf.g_00733
