Orthogroup	Syab	Pram
OG0000134	Syab.g_00554	Pram.g_00354
OG0000135	Syab.g_02815	Pram.g_01589
OG0000136	Syab.g_00588	Pram.g_00376
OG0000137	Syab.g_00697	Pram.g_00411
OG0000138	Syab.g_02113	Pram.g_00431
OG0000139	Syab.g_02035	Pram.g_00475
OG0000140	Syab.g_02033	Pram.g_00476
OG0000141	Syab.g_01931	Pram.g_00545
OG0000142	Syab.g_01873	Pram.g_01075
OG0000143	Syab.g_01870	Pram.g_01072
OG0000144	Syab.g_01757	Pram.g_01058
OG0000145	Syab.g_02120	Pram.g_01534
OG0000146	Syab.g_01393	Pram.g_00934
OG0000147	Syab.g_01394	Pram.g_00933
OG0000148	Syab.g_01682	Pram.g_00826
OG0000149	Syab.g_01720	Pram.g_00858
OG0000150	Syab.g_01930	Pram.g_00868
OG0000151	Syab.g_01612	Pram.g_00744
OG0000152	Syab.g_01383	Pram.g_00943
OG0000153	Syab.g_01343	Pram.g_00961
OG0000154	Syab.g_01317	Pram.g_00978
OG0000155	Syab.g_01009	Pram.g_01118
OG0000156	Syab.g_00933	Pram.g_01219
OG0000157	Syab.g_00932	Pram.g_01220
OG0000158	Syab.g_00161	Pram.g_01815
OG0000160	Syab.g_00774	Pram.g_01377
OG0000161	Syab.g_00766	Pram.g_01145, Pram.g_01371
OG0000162	Syab.g_00755	Pram.g_01365
OG0000163	Syab.g_02173	Pram.g_01326
OG0000164	Syab.g_02307	Pram.g_01656
OG0000165	Syab.g_02316	Pram.g_01664
OG0000166	Syab.g_00407	Pram.g_01733
OG0000167	Syab.g_00205	Pram.g_01805
OG0000168	Syab.g_00136	Pram.g_01816
OG0000169	Syab.g_00125	Pram.g_01826
OG0000170	Syab.g_00118	Pram.g_01829
OG0000171	Syab.g_00089	Pram.g_01849
OG0000172	Syab.g_00080	Pram.g_01856
OG0000173	Syab.g_00061	Pram.g_01871
OG0000174	Syab.g_02819	Pram.g_01902
OG0000175	Syab.g_02876	Pram.g_01914
OG0000176	Syab.g_00004	Pram.g_01942
OG0000177	Syab.g_00005	Pram.g_01943
OG0000178	Syab.g_00006	Pram.g_01944
OG0000179	Syab.g_00022	Pram.g_00003
OG0000180	Syab.g_00023	Pram.g_00004
OG0000181	Syab.g_00024	Pram.g_00005
OG0000182	Syab.g_00025	Pram.g_00006
OG0000183	Syab.g_00029	Pram.g_00010
OG0000184	Syab.g_02738	Pram.g_00033
OG0000185	Syab.g_02715	Pram.g_00036
OG0000186	Syab.g_02430	Pram.g_00048
OG0000187	Syab.g_02431	Pram.g_00049
OG0000188	Syab.g_02454	Pram.g_00066
OG0000189	Syab.g_02487	Pram.g_00080
OG0000190	Syab.g_00190, Syab.g_00139	Pram.g_00081
OG0000191	Syab.g_02522	Pram.g_00103
OG0000192	Syab.g_02528	Pram.g_00108
OG0000193	Syab.g_02565	Pram.g_00131
OG0000194	Syab.g_02568	Pram.g_00134
OG0000195	Syab.g_02570	Pram.g_00136
OG0000196	Syab.g_02581	Pram.g_00146
OG0000197	Syab.g_02582	Pram.g_00147
OG0000198	Syab.g_02583	Pram.g_00148
OG0000199	Syab.g_02591	Pram.g_00155
OG0000200	Syab.g_02611	Pram.g_00168
OG0000201	Syab.g_02628	Pram.g_00177
OG0000202	Syab.g_02629	Pram.g_00178
OG0000203	Syab.g_02630	Pram.g_00179
OG0000204	Syab.g_02631	Pram.g_00180
OG0000205	Syab.g_02638	Pram.g_00187
OG0000206	Syab.g_02674	Pram.g_00192
OG0000207	Syab.g_02677	Pram.g_00194
OG0000208	Syab.g_02678	Pram.g_00195
OG0000209	Syab.g_02698	Pram.g_00204
OG0000210	Syab.g_02699	Pram.g_00205
OG0000211	Syab.g_02374	Pram.g_00220
OG0000212	Syab.g_02365	Pram.g_00228
OG0000213	Syab.g_00332	Pram.g_00246
OG0000214	Syab.g_00312	Pram.g_00255
OG0000215	Syab.g_00281	Pram.g_00282
OG0000216	Syab.g_00277	Pram.g_00283
OG0000217	Syab.g_00273	Pram.g_00286
OG0000218	Syab.g_00271	Pram.g_00288
OG0000219	Syab.g_00270	Pram.g_00289
OG0000220	Syab.g_00269	Pram.g_00290
OG0000221	Syab.g_00257	Pram.g_00291
OG0000222	Syab.g_00244	Pram.g_00298
OG0000223	Syab.g_00226	Pram.g_00311
OG0000224	Syab.g_00223	Pram.g_00313
OG0000225	Syab.g_00538	Pram.g_00341
OG0000226	Syab.g_00542	Pram.g_00345
OG0000227	Syab.g_00544	Pram.g_00347
OG0000228	Syab.g_00550	Pram.g_00351
OG0000229	Syab.g_00583	Pram.g_00371
OG0000230	Syab.g_00585	Pram.g_00373
OG0000231	Syab.g_00613	Pram.g_00384
OG0000232	Syab.g_00631	Pram.g_00397
OG0000233	Syab.g_00645	Pram.g_00402
OG0000234	Syab.g_00699	Pram.g_00412
OG0000235	Syab.g_02095	Pram.g_00415
OG0000236	Syab.g_02111	Pram.g_00429
OG0000237	Syab.g_02129	Pram.g_00443
OG0000238	Syab.g_02134	Pram.g_00449
OG0000239	Syab.g_02151	Pram.g_00462
OG0000240	Syab.g_02152	Pram.g_00463
OG0000241	Syab.g_01884	Pram.g_00468
OG0000242	Syab.g_02043	Pram.g_00470
OG0000243	Syab.g_02025	Pram.g_00480
OG0000244	Syab.g_02017	Pram.g_00483
OG0000245	Syab.g_02015	Pram.g_00485
OG0000246	Syab.g_02011	Pram.g_00489
OG0000247	Syab.g_01999	Pram.g_00500
OG0000248	Syab.g_01996	Pram.g_00503
OG0000249	Syab.g_01994	Pram.g_00505
OG0000250	Syab.g_01988	Pram.g_00510
OG0000251	Syab.g_01961	Pram.g_00528
OG0000252	Syab.g_01958	Pram.g_00531
OG0000253	Syab.g_01956	Pram.g_00532
OG0000254	Syab.g_01925	Pram.g_00549
OG0000255	Syab.g_01912	Pram.g_00555
OG0000256	Syab.g_01890	Pram.g_00566
OG0000257	Syab.g_01885	Pram.g_01080
OG0000258	Syab.g_01861	Pram.g_01067
OG0000259	Syab.g_01538	Pram.g_01050
OG0000260	Syab.g_01544	Pram.g_01047
OG0000261	Syab.g_01556	Pram.g_01044
OG0000262	Syab.g_01561	Pram.g_01039
OG0000263	Syab.g_01035	Pram.g_00771
OG0000264	Syab.g_01173	Pram.g_00782
OG0000265	Syab.g_01773	Pram.g_00801
OG0000266	Syab.g_01667	Pram.g_01020
OG0000267	Syab.g_01433	Pram.g_01007
OG0000268	Syab.g_01432	Pram.g_01006
OG0000269	Syab.g_01650	Pram.g_00804
OG0000270	Syab.g_01657	Pram.g_00807
OG0000271	Syab.g_01279	Pram.g_00815
OG0000272	Syab.g_01280	Pram.g_00816
OG0000274	Syab.g_01700	Pram.g_00840
OG0000275	Syab.g_01704	Pram.g_00843
OG0000276	Syab.g_01712	Pram.g_00849
OG0000277	Syab.g_01713	Pram.g_00850
OG0000278	Syab.g_01716	Pram.g_00853
OG0000279	Syab.g_01724	Pram.g_00861
OG0000280	Syab.g_01736	Pram.g_00862
OG0000281	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546	Pram.g_00870
OG0000282	Syab.g_01631	Pram.g_00736
OG0000283	Syab.g_01418	Pram.g_00916
OG0000284	Syab.g_01413	Pram.g_00921
OG0000285	Syab.g_01402	Pram.g_00926
OG0000286	Syab.g_01384	Pram.g_00942
OG0000287	Syab.g_01350	Pram.g_01199
OG0000288	Syab.g_01318	Pram.g_00977
OG0000289	Syab.g_01303	Pram.g_00992
OG0000290	Syab.g_01213	Pram.g_00891
OG0000291	Syab.g_01211	Pram.g_00889
OG0000292	Syab.g_02907	Pram.g_01185
OG0000293	Syab.g_00946	Pram.g_01150
OG0000294	Syab.g_00947	Pram.g_01149
OG0000295	Syab.g_01001	Pram.g_01125
OG0000296	Syab.g_01003	Pram.g_01123
OG0000297	Syab.g_01016	Pram.g_01114
OG0000298	Syab.g_01017	Pram.g_01113
OG0000299	Syab.g_01047	Pram.g_01094
OG0000300	Syab.g_01054	Pram.g_01091
OG0000301	Syab.g_01055	Pram.g_01090
OG0000302	Syab.g_01056	Pram.g_01088
OG0000303	Syab.g_01149	Pram.g_01082
OG0000304	Syab.g_01143	Pram.g_00571
OG0000305	Syab.g_01208	Pram.g_01183
OG0000306	Syab.g_01819	Pram.g_00874
OG0000307	Syab.g_02078	Pram.g_01458
OG0000308	Syab.g_02076	Pram.g_01457
OG0000309	Syab.g_02071	Pram.g_01453
OG0000310	Syab.g_00817	Pram.g_01395
OG0000311	Syab.g_00811	Pram.g_01393
OG0000312	Syab.g_00793	Pram.g_01390
OG0000313	Syab.g_00769	Pram.g_01374
OG0000314	Syab.g_00736	Pram.g_01351
OG0000315	Syab.g_00726	Pram.g_01341
OG0000316	Syab.g_02189	Pram.g_01315
OG0000317	Syab.g_02251	Pram.g_01629
OG0000318	Syab.g_02257	Pram.g_01633
OG0000319	Syab.g_02291	Pram.g_01646
OG0000320	Syab.g_02293	Pram.g_01648
OG0000321	Syab.g_02294	Pram.g_01649
OG0000322	Syab.g_02295	Pram.g_01650
OG0000323	Syab.g_02310	Pram.g_01659
OG0000324	Syab.g_02341	Pram.g_01687
OG0000325	Syab.g_00368	Pram.g_01697
OG0000326	Syab.g_00375	Pram.g_01704
OG0000327	Syab.g_00402	Pram.g_01728
OG0000328	Syab.g_00403	Pram.g_01729
OG0000329	Syab.g_00420	Pram.g_01746
OG0000330	Syab.g_00421	Pram.g_01747
OG0000331	Syab.g_00422	Pram.g_01748
OG0000332	Syab.g_00437	Pram.g_01762
OG0000333	Syab.g_00440	Pram.g_01764
OG0000334	Syab.g_00450	Pram.g_01773
OG0000335	Syab.g_00455	Pram.g_01778
OG0000336	Syab.g_00459	Pram.g_01782
OG0000337	Syab.g_00210	Pram.g_01801
OG0000338	Syab.g_00207	Pram.g_01802
OG0000339	Syab.g_00201	Pram.g_01808
OG0000340	Syab.g_00135	Pram.g_01817
OG0000341	Syab.g_00157, Syab.g_00133	Pram.g_01819
OG0000342	Syab.g_00132	Pram.g_01820
OG0000343	Syab.g_00131	Pram.g_01821
OG0000344	Syab.g_00127	Pram.g_01824
OG0000345	Syab.g_00117	Pram.g_01830
OG0000346	Syab.g_00112	Pram.g_01834
OG0000347	Syab.g_00087	Pram.g_01851
OG0000348	Syab.g_00076	Pram.g_01859
OG0000349	Syab.g_00054	Pram.g_01877
OG0000350	Syab.g_00382	Pram.g_01898
OG0000351	Syab.g_02879	Pram.g_01917
OG0000352	Syab.g_02880	Pram.g_01918
OG0000353	Syab.g_02913	Pram.g_01937
OG0000355	Syab.g_00001	Pram.g_01939
OG0000356	Syab.g_00002	Pram.g_01940
OG0000357	Syab.g_00003	Pram.g_01941
OG0000358	Syab.g_00007	Pram.g_01945
OG0000359	Syab.g_00009	Pram.g_01946
OG0000360	Syab.g_00010	Pram.g_01947
OG0000361	Syab.g_00011	Pram.g_01948
OG0000362	Syab.g_00013	Pram.g_01950
OG0000363	Syab.g_00015	Pram.g_00001
OG0000364	Syab.g_00016	Pram.g_00002
OG0000365	Syab.g_00026	Pram.g_00007
OG0000366	Syab.g_00027	Pram.g_00008
OG0000367	Syab.g_00028	Pram.g_00009
OG0000368	Syab.g_00030	Pram.g_00011
OG0000369	Syab.g_00031	Pram.g_00012
OG0000370	Syab.g_00032	Pram.g_00013
OG0000371	Syab.g_00711, Syab.g_00039	Pram.g_00019
OG0000372	Syab.g_00045	Pram.g_00021
OG0000373	Syab.g_00046	Pram.g_00022
OG0000374	Syab.g_00047	Pram.g_00023
OG0000375	Syab.g_00050	Pram.g_00024
OG0000376	Syab.g_00052	Pram.g_00026
OG0000377	Syab.g_02748	Pram.g_00030
OG0000378	Syab.g_02717	Pram.g_00034
OG0000379	Syab.g_02714	Pram.g_00037
OG0000380	Syab.g_02432	Pram.g_00050
OG0000381	Syab.g_02435	Pram.g_00055
OG0000382	Syab.g_02453	Pram.g_00065
OG0000383	Syab.g_02459	Pram.g_00067
OG0000384	Syab.g_02460	Pram.g_00068
OG0000385	Syab.g_02461	Pram.g_00069
OG0000386	Syab.g_02462	Pram.g_00070
OG0000387	Syab.g_02491	Pram.g_00083
OG0000388	Syab.g_02495	Pram.g_00087
OG0000389	Syab.g_02499	Pram.g_00090
OG0000390	Syab.g_02516	Pram.g_00099
OG0000391	Syab.g_02521	Pram.g_00102
OG0000392	Syab.g_02527	Pram.g_00106
OG0000393	Syab.g_02530	Pram.g_00109
OG0000394	Syab.g_02531	Pram.g_00110
OG0000395	Syab.g_02532	Pram.g_00111
OG0000396	Syab.g_02535	Pram.g_00113
OG0000397	Syab.g_02537	Pram.g_00115
OG0000398	Syab.g_02542	Pram.g_00118
OG0000399	Syab.g_02543	Pram.g_00119
OG0000400	Syab.g_02544	Pram.g_00120
OG0000401	Syab.g_02545	Pram.g_00121
OG0000402	Syab.g_02547	Pram.g_01001
OG0000403	Syab.g_02548	Pram.g_00123
OG0000404	Syab.g_02550	Pram.g_00124
OG0000405	Syab.g_02562	Pram.g_00128
OG0000406	Syab.g_02566	Pram.g_00132
OG0000407	Syab.g_02567	Pram.g_00133
OG0000408	Syab.g_02569	Pram.g_00135
OG0000409	Syab.g_02571	Pram.g_00137
OG0000410	Syab.g_02572	Pram.g_00138
OG0000411	Syab.g_02573	Pram.g_00139
OG0000412	Syab.g_02574	Pram.g_00140
OG0000413	Syab.g_02576	Pram.g_00141
OG0000414	Syab.g_02577	Pram.g_00142
OG0000415	Syab.g_02578	Pram.g_00143
OG0000416	Syab.g_02579	Pram.g_00144
OG0000417	Syab.g_02580	Pram.g_00145
OG0000418	Syab.g_02585	Pram.g_00150
OG0000419	Syab.g_02587	Pram.g_00152
OG0000420	Syab.g_02589	Pram.g_00153
OG0000421	Syab.g_02595	Pram.g_00157
OG0000422	Syab.g_02596	Pram.g_00158
OG0000423	Syab.g_02597	Pram.g_00159
OG0000424	Syab.g_02598	Pram.g_00160
OG0000425	Syab.g_02599	Pram.g_00161
OG0000426	Syab.g_02600	Pram.g_00162
OG0000427	Syab.g_02601	Pram.g_00163
OG0000428	Syab.g_02604	Pram.g_00165
OG0000429	Syab.g_02608	Pram.g_00166
OG0000430	Syab.g_02610	Pram.g_00167
OG0000431	Syab.g_02613	Pram.g_00169
OG0000432	Syab.g_02619	Pram.g_00173
OG0000433	Syab.g_02622	Pram.g_00174
OG0000434	Syab.g_02623	Pram.g_00175
OG0000435	Syab.g_02625	Pram.g_00176
OG0000436	Syab.g_02632	Pram.g_00181
OG0000437	Syab.g_02633	Pram.g_00182
OG0000438	Syab.g_02634	Pram.g_00183
OG0000439	Syab.g_02636	Pram.g_00185
OG0000440	Syab.g_02637	Pram.g_00186
OG0000441	Syab.g_02641	Pram.g_00189
OG0000442	Syab.g_02642	Pram.g_00190
OG0000443	Syab.g_02668	Pram.g_00191
OG0000444	Syab.g_02681	Pram.g_00196
OG0000445	Syab.g_02682	Pram.g_00197
OG0000446	Syab.g_02684	Pram.g_00198
OG0000447	Syab.g_02687	Pram.g_00199
OG0000448	Syab.g_02688	Pram.g_00200
OG0000449	Syab.g_02689	Pram.g_00201
OG0000450	Syab.g_02695	Pram.g_00202
OG0000451	Syab.g_02696	Pram.g_00203
OG0000452	Syab.g_02701	Pram.g_00206
OG0000453	Syab.g_02702	Pram.g_00207
OG0000454	Syab.g_02703	Pram.g_00208
OG0000455	Syab.g_02704	Pram.g_00209
OG0000456	Syab.g_02705	Pram.g_00210
OG0000457	Syab.g_02707	Pram.g_00212
OG0000458	Syab.g_02708	Pram.g_00213
OG0000459	Syab.g_02709	Pram.g_00214
OG0000460	Syab.g_02372	Pram.g_00222
OG0000461	Syab.g_00356	Pram.g_00230
OG0000462	Syab.g_00352	Pram.g_00232
OG0000463	Syab.g_00351	Pram.g_00233
OG0000464	Syab.g_00350	Pram.g_00234
OG0000465	Syab.g_00349	Pram.g_00235
OG0000466	Syab.g_00343	Pram.g_00238
OG0000467	Syab.g_00341	Pram.g_00239
OG0000468	Syab.g_00336	Pram.g_00242
OG0000469	Syab.g_00318	Pram.g_00250
OG0000470	Syab.g_00316	Pram.g_00252
OG0000471	Syab.g_00315	Pram.g_00253
OG0000472	Syab.g_00313	Pram.g_00254
OG0000473	Syab.g_00311	Pram.g_00256
OG0000474	Syab.g_00310	Pram.g_00257
OG0000475	Syab.g_00309	Pram.g_00258
OG0000476	Syab.g_00307	Pram.g_00260
OG0000477	Syab.g_00301	Pram.g_00263
OG0000478	Syab.g_00300	Pram.g_00264
OG0000479	Syab.g_00299	Pram.g_00265
OG0000480	Syab.g_00292	Pram.g_00270
OG0000481	Syab.g_00290	Pram.g_00273
OG0000482	Syab.g_00289	Pram.g_00274
OG0000483	Syab.g_00285	Pram.g_00277
OG0000484	Syab.g_00284	Pram.g_00278
OG0000485	Syab.g_00283	Pram.g_00280
OG0000486	Syab.g_00282	Pram.g_00281
OG0000487	Syab.g_00276	Pram.g_00284
OG0000488	Syab.g_00272	Pram.g_00287
OG0000489	Syab.g_00256	Pram.g_00292
OG0000490	Syab.g_00247	Pram.g_00296
OG0000491	Syab.g_00245	Pram.g_00297
OG0000492	Syab.g_00243	Pram.g_00299
OG0000493	Syab.g_00242	Pram.g_00300
OG0000494	Syab.g_00241	Pram.g_00301
OG0000495	Syab.g_00240	Pram.g_00302
OG0000496	Syab.g_00239	Pram.g_00303
OG0000497	Syab.g_00238	Pram.g_00304
OG0000498	Syab.g_00237	Pram.g_00305
OG0000499	Syab.g_00236	Pram.g_00306
OG0000500	Syab.g_00235	Pram.g_00307
OG0000501	Syab.g_00232	Pram.g_00309
OG0000502	Syab.g_00224	Pram.g_00312
OG0000503	Syab.g_00523	Pram.g_00328
OG0000504	Syab.g_00525	Pram.g_00330
OG0000505	Syab.g_00526	Pram.g_00331
OG0000506	Syab.g_00528	Pram.g_00332
OG0000507	Syab.g_00533	Pram.g_00336
OG0000508	Syab.g_00537	Pram.g_00340
OG0000509	Syab.g_00539	Pram.g_00342
OG0000510	Syab.g_00540	Pram.g_00343
OG0000511	Syab.g_00541	Pram.g_00344
OG0000512	Syab.g_00543	Pram.g_00346
OG0000513	Syab.g_00555	Pram.g_00355
OG0000514	Syab.g_00566	Pram.g_00366
OG0000515	Syab.g_00567	Pram.g_00367
OG0000516	Syab.g_00575	Pram.g_00368
OG0000517	Syab.g_00582	Pram.g_00370
OG0000518	Syab.g_00594	Pram.g_00381
OG0000519	Syab.g_00610	Pram.g_00382
OG0000520	Syab.g_00611	Pram.g_00383
OG0000521	Syab.g_00624	Pram.g_00393
OG0000522	Syab.g_00626	Pram.g_00395
OG0000523	Syab.g_00627	Pram.g_00396
OG0000524	Syab.g_00640	Pram.g_00400
OG0000525	Syab.g_00671	Pram.g_00404
OG0000526	Syab.g_00689	Pram.g_00406
OG0000527	Syab.g_00695	Pram.g_00409
OG0000528	Syab.g_02092	Pram.g_00414
OG0000529	Syab.g_02097	Pram.g_00417
OG0000530	Syab.g_02100	Pram.g_00420
OG0000531	Syab.g_02101	Pram.g_00421
OG0000532	Syab.g_02104	Pram.g_00423
OG0000533	Syab.g_02106	Pram.g_00424
OG0000534	Syab.g_02107	Pram.g_00425
OG0000535	Syab.g_02108	Pram.g_00426
OG0000536	Syab.g_02109	Pram.g_00427
OG0000537	Syab.g_02110	Pram.g_00428
OG0000538	Syab.g_02122	Pram.g_00438
OG0000539	Syab.g_02123	Pram.g_00439
OG0000540	Syab.g_02124	Pram.g_00440
OG0000541	Syab.g_02125	Pram.g_00441
OG0000542	Syab.g_02128	Pram.g_00442
OG0000543	Syab.g_02130	Pram.g_00444
OG0000544	Syab.g_02131	Pram.g_00445
OG0000545	Syab.g_02133	Pram.g_00447
OG0000546	Syab.g_02135	Pram.g_00450
OG0000547	Syab.g_02137	Pram.g_00452
OG0000548	Syab.g_02138	Pram.g_00453
OG0000549	Syab.g_02144	Pram.g_00456
OG0000550	Syab.g_02149	Pram.g_00461
OG0000551	Syab.g_02153	Pram.g_00464
OG0000552	Syab.g_02154	Pram.g_00465
OG0000553	Syab.g_02046	Pram.g_00466
OG0000554	Syab.g_02040	Pram.g_00472
OG0000555	Syab.g_02026	Pram.g_00479
OG0000556	Syab.g_02022	Pram.g_00481
OG0000557	Syab.g_02019	Pram.g_00482
OG0000558	Syab.g_02016	Pram.g_00484
OG0000559	Syab.g_02012	Pram.g_00488
OG0000560	Syab.g_02009	Pram.g_00491
OG0000561	Syab.g_02008	Pram.g_00492
OG0000562	Syab.g_02007	Pram.g_00493
OG0000563	Syab.g_02006	Pram.g_00494
OG0000564	Syab.g_02005	Pram.g_00495
OG0000565	Syab.g_02001	Pram.g_00498
OG0000566	Syab.g_01997	Pram.g_00502
OG0000567	Syab.g_01993	Pram.g_00506
OG0000568	Syab.g_01991	Pram.g_00507
OG0000569	Syab.g_01990	Pram.g_00508
OG0000570	Syab.g_01989	Pram.g_00509
OG0000571	Syab.g_01986	Pram.g_00511
OG0000572	Syab.g_01969	Pram.g_00523
OG0000573	Syab.g_01960	Pram.g_00529
OG0000574	Syab.g_01959	Pram.g_00530
OG0000575	Syab.g_01954	Pram.g_00534
OG0000576	Syab.g_01952	Pram.g_00536
OG0000577	Syab.g_01951	Pram.g_00537
OG0000578	Syab.g_01950	Pram.g_00538
OG0000579	Syab.g_01949	Pram.g_00539
OG0000580	Syab.g_01948	Pram.g_00540
OG0000581	Syab.g_01934	Pram.g_00543
