Orthogroup	Syab	Prbc
OG0000108	Syab.g_02096	Prbc.g_01540
OG0000109	Syab.g_02112	Prbc.g_01553
OG0000110	Syab.g_01984	Prbc.g_01654
OG0000111	Syab.g_01201	Prbc.g_01781
OG0000112	Syab.g_01392	Prbc.g_02028
OG0000113	Syab.g_01689	Prbc.g_01882, Prbc.g_00153
OG0000114	Syab.g_01633	Prbc.g_01977
OG0000115	Syab.g_00748	Prbc.g_00801
OG0000116	Syab.g_00945	Prbc.g_01457
OG0000117	Syab.g_01018	Prbc.g_00102
OG0000118	Syab.g_00897	Prbc.g_00577
OG0000120	Syab.g_00229	Prbc.g_01753
OG0000121	Syab.g_00772	Prbc.g_00711
OG0000122	Syab.g_01839	Prbc.g_00750
OG0000123	Syab.g_00454	Prbc.g_00277
OG0000124	Syab.g_00088	Prbc.g_00193
OG0000125	Syab.g_02763	Prbc.g_00997
OG0000126	Syab.g_02908	Prbc.g_01063
OG0000128	Syab.g_00012	Prbc.g_01081
OG0000129	Syab.g_02749	Prbc.g_01122
OG0000130	Syab.g_02434	Prbc.g_00504
OG0000131	Syab.g_02564	Prbc.g_00426
OG0000132	Syab.g_02584	Prbc.g_00407
OG0000133	Syab.g_01387	Prbc.g_01214
OG0000134	Syab.g_00554	Prbc.g_01270
OG0000135	Syab.g_02815	Prbc.g_02198, Prbc.g_02183
OG0000136	Syab.g_00588	Prbc.g_01502
OG0000137	Syab.g_00697	Prbc.g_01534
OG0000138	Syab.g_02113	Prbc.g_01554
OG0000139	Syab.g_02035	Prbc.g_01616
OG0000140	Syab.g_02033	Prbc.g_01617
OG0000141	Syab.g_01931	Prbc.g_01684
OG0000142	Syab.g_01873	Prbc.g_01712
OG0000143	Syab.g_01870	Prbc.g_01716
OG0000144	Syab.g_01757	Prbc.g_01729
OG0000145	Syab.g_02120	Prbc.g_02142
OG0000146	Syab.g_01393	Prbc.g_02027
OG0000147	Syab.g_01394	Prbc.g_02026
OG0000148	Syab.g_01682	Prbc.g_01876
OG0000149	Syab.g_01720	Prbc.g_01908
OG0000150	Syab.g_01930	Prbc.g_01916
OG0000151	Syab.g_01612	Prbc.g_01988
OG0000152	Syab.g_01383	Prbc.g_02036
OG0000153	Syab.g_01343	Prbc.g_02054
OG0000154	Syab.g_01317	Prbc.g_02083
OG0000155	Syab.g_01009	Prbc.g_01424
OG0000156	Syab.g_00933	Prbc.g_00555
OG0000157	Syab.g_00932	Prbc.g_00556
OG0000158	Syab.g_00161	Prbc.g_00228
OG0000160	Syab.g_00774	Prbc.g_00710
OG0000161	Syab.g_00766	Prbc.g_00716
OG0000162	Syab.g_00755	Prbc.g_00722
OG0000163	Syab.g_02173	Prbc.g_00758
OG0000164	Syab.g_02307	Prbc.g_00854
OG0000165	Syab.g_02316	Prbc.g_00862
OG0000166	Syab.g_00407	Prbc.g_00321
OG0000167	Syab.g_00205	Prbc.g_00238
OG0000168	Syab.g_00136	Prbc.g_00227
OG0000169	Syab.g_00125	Prbc.g_00217
OG0000170	Syab.g_00118	Prbc.g_00215
OG0000171	Syab.g_00089	Prbc.g_00194
OG0000172	Syab.g_00080	Prbc.g_00967
OG0000173	Syab.g_00061	Prbc.g_00982
OG0000174	Syab.g_02819	Prbc.g_01013
OG0000175	Syab.g_02876	Prbc.g_01044
OG0000176	Syab.g_00004	Prbc.g_01074
OG0000177	Syab.g_00005	Prbc.g_01075
OG0000178	Syab.g_00006	Prbc.g_01076
OG0000179	Syab.g_00022	Prbc.g_01086
OG0000180	Syab.g_00023	Prbc.g_01087
OG0000181	Syab.g_00024	Prbc.g_01088
OG0000182	Syab.g_00025	Prbc.g_01089
OG0000183	Syab.g_00029	Prbc.g_01093
OG0000184	Syab.g_02738	Prbc.g_01124
OG0000185	Syab.g_02715	Prbc.g_01127
OG0000186	Syab.g_02430	Prbc.g_00509
OG0000187	Syab.g_02431	Prbc.g_00508
OG0000188	Syab.g_02454	Prbc.g_00491
OG0000189	Syab.g_02487	Prbc.g_00477
OG0000190	Syab.g_00190, Syab.g_00139	Prbc.g_00476
OG0000191	Syab.g_02522	Prbc.g_00453
OG0000192	Syab.g_02528	Prbc.g_00449
OG0000193	Syab.g_02565	Prbc.g_00425
OG0000194	Syab.g_02568	Prbc.g_00422
OG0000195	Syab.g_02570	Prbc.g_00420
OG0000196	Syab.g_02581	Prbc.g_00410
OG0000197	Syab.g_02582	Prbc.g_00409
OG0000198	Syab.g_02583	Prbc.g_00408
OG0000199	Syab.g_02591	Prbc.g_00401
OG0000200	Syab.g_02611	Prbc.g_00388
OG0000201	Syab.g_02628	Prbc.g_00379
OG0000202	Syab.g_02629	Prbc.g_00378
OG0000203	Syab.g_02630	Prbc.g_00377
OG0000204	Syab.g_02631	Prbc.g_00376
OG0000205	Syab.g_02638	Prbc.g_00369
OG0000206	Syab.g_02674	Prbc.g_00365
OG0000207	Syab.g_02677	Prbc.g_00363
OG0000208	Syab.g_02678	Prbc.g_00362
OG0000209	Syab.g_02698	Prbc.g_00352
OG0000210	Syab.g_02699	Prbc.g_00351
OG0000212	Syab.g_02365	Prbc.g_00329
OG0000213	Syab.g_00332	Prbc.g_01153
OG0000214	Syab.g_00312	Prbc.g_01161
OG0000215	Syab.g_00281	Prbc.g_01185
OG0000216	Syab.g_00277	Prbc.g_01186
OG0000217	Syab.g_00273	Prbc.g_01189
OG0000218	Syab.g_00271	Prbc.g_01191
OG0000219	Syab.g_00270	Prbc.g_01192
OG0000220	Syab.g_00269	Prbc.g_01193
OG0000221	Syab.g_00257	Prbc.g_01194
OG0000222	Syab.g_00244	Prbc.g_01202
OG0000223	Syab.g_00226	Prbc.g_01215
OG0000224	Syab.g_00223	Prbc.g_01217
OG0000225	Syab.g_00538	Prbc.g_01257
OG0000226	Syab.g_00542	Prbc.g_01261
OG0000227	Syab.g_00544	Prbc.g_01263
OG0000228	Syab.g_00550	Prbc.g_01267
OG0000229	Syab.g_00583	Prbc.g_01497
OG0000230	Syab.g_00585	Prbc.g_01499
OG0000231	Syab.g_00613	Prbc.g_01510
OG0000232	Syab.g_00631	Prbc.g_01518
OG0000233	Syab.g_00645	Prbc.g_01526
OG0000234	Syab.g_00699	Prbc.g_01535
OG0000235	Syab.g_02095	Prbc.g_01539
OG0000236	Syab.g_02111	Prbc.g_01552
OG0000237	Syab.g_02129	Prbc.g_01586
OG0000238	Syab.g_02134	Prbc.g_01592
OG0000239	Syab.g_02151	Prbc.g_01604
OG0000240	Syab.g_02152	Prbc.g_01605
OG0000241	Syab.g_01884	Prbc.g_01609
OG0000242	Syab.g_02043	Prbc.g_01611
OG0000243	Syab.g_02025	Prbc.g_01622
OG0000244	Syab.g_02017	Prbc.g_01626
OG0000245	Syab.g_02015	Prbc.g_01628
OG0000246	Syab.g_02011	Prbc.g_01632
OG0000247	Syab.g_01999	Prbc.g_01642
OG0000248	Syab.g_01996	Prbc.g_01644
OG0000249	Syab.g_01994	Prbc.g_01646
OG0000250	Syab.g_01988	Prbc.g_01651
OG0000251	Syab.g_01961	Prbc.g_01667
OG0000252	Syab.g_01958	Prbc.g_01669
OG0000253	Syab.g_01956	Prbc.g_01671
OG0000254	Syab.g_01925	Prbc.g_01688
OG0000255	Syab.g_01912	Prbc.g_01694
OG0000256	Syab.g_01890	Prbc.g_01704
OG0000257	Syab.g_01885	Prbc.g_01707
OG0000258	Syab.g_01861	Prbc.g_01720
OG0000259	Syab.g_01538	Prbc.g_01737
OG0000260	Syab.g_01544	Prbc.g_01740
OG0000261	Syab.g_01556	Prbc.g_01743
OG0000262	Syab.g_01561	Prbc.g_01748
OG0000263	Syab.g_01035	Prbc.g_01762
OG0000264	Syab.g_01173	Prbc.g_01773
OG0000265	Syab.g_01773	Prbc.g_01787
OG0000266	Syab.g_01667	Prbc.g_01797
OG0000267	Syab.g_01433	Prbc.g_01810
OG0000268	Syab.g_01432	Prbc.g_01811
OG0000269	Syab.g_01650	Prbc.g_01853
OG0000270	Syab.g_01657	Prbc.g_01856
OG0000271	Syab.g_01279	Prbc.g_01864
OG0000272	Syab.g_01280	Prbc.g_01865
OG0000274	Syab.g_01700	Prbc.g_01891
OG0000275	Syab.g_01704	Prbc.g_01893
OG0000276	Syab.g_01712	Prbc.g_01899
OG0000277	Syab.g_01713	Prbc.g_01900
OG0000278	Syab.g_01716	Prbc.g_01904
OG0000279	Syab.g_01724	Prbc.g_01911
OG0000280	Syab.g_01736	Prbc.g_00068
OG0000281	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546	Prbc.g_01917
OG0000282	Syab.g_01631	Prbc.g_01979
OG0000283	Syab.g_01418	Prbc.g_02010
OG0000284	Syab.g_01413	Prbc.g_02015
OG0000285	Syab.g_01402	Prbc.g_02020
OG0000286	Syab.g_01384	Prbc.g_02035
OG0000287	Syab.g_01350	Prbc.g_02190
OG0000288	Syab.g_01318	Prbc.g_02082
OG0000289	Syab.g_01303	Prbc.g_02094
OG0000290	Syab.g_01213	Prbc.g_02110
OG0000291	Syab.g_01211	Prbc.g_02112
OG0000292	Syab.g_02907	Prbc.g_00173
OG0000293	Syab.g_00946	Prbc.g_01456
OG0000294	Syab.g_00947	Prbc.g_01455
OG0000295	Syab.g_01001	Prbc.g_01431
OG0000296	Syab.g_01003	Prbc.g_01429
OG0000297	Syab.g_01016	Prbc.g_01421
OG0000298	Syab.g_01017	Prbc.g_01420
OG0000299	Syab.g_01047	Prbc.g_01401
OG0000300	Syab.g_01054	Prbc.g_01398
OG0000301	Syab.g_01055	Prbc.g_01397
OG0000302	Syab.g_01056	Prbc.g_01395
OG0000303	Syab.g_01149	Prbc.g_01390
OG0000304	Syab.g_01143	Prbc.g_01387
OG0000305	Syab.g_01208	Prbc.g_00810
OG0000306	Syab.g_01819	Prbc.g_01921
OG0000307	Syab.g_02078	Prbc.g_00666
OG0000308	Syab.g_02076	Prbc.g_00667
OG0000309	Syab.g_02071	Prbc.g_00671
OG0000310	Syab.g_00817	Prbc.g_00693
OG0000311	Syab.g_00811	Prbc.g_00695
OG0000312	Syab.g_00793	Prbc.g_00698
OG0000313	Syab.g_00769	Prbc.g_00713
OG0000314	Syab.g_00736	Prbc.g_00734
OG0000315	Syab.g_00726	Prbc.g_00744
OG0000316	Syab.g_02189	Prbc.g_00768
OG0000317	Syab.g_02251	Prbc.g_00830
OG0000318	Syab.g_02257	Prbc.g_00833
OG0000319	Syab.g_02291	Prbc.g_00844
OG0000320	Syab.g_02293	Prbc.g_00846
OG0000321	Syab.g_02294	Prbc.g_00847
OG0000322	Syab.g_02295	Prbc.g_00848
OG0000323	Syab.g_02310	Prbc.g_00857
OG0000324	Syab.g_02341	Prbc.g_00884
OG0000325	Syab.g_00368	Prbc.g_00935
OG0000326	Syab.g_00375	Prbc.g_00941
OG0000327	Syab.g_00402	Prbc.g_00326
OG0000328	Syab.g_00403	Prbc.g_00325
OG0000329	Syab.g_00420	Prbc.g_00308
OG0000330	Syab.g_00421	Prbc.g_00307
OG0000331	Syab.g_00422	Prbc.g_00306
OG0000332	Syab.g_00437	Prbc.g_00292
OG0000333	Syab.g_00440	Prbc.g_00290
OG0000334	Syab.g_00450	Prbc.g_00281
OG0000335	Syab.g_00455	Prbc.g_00276
OG0000336	Syab.g_00459	Prbc.g_00272
OG0000337	Syab.g_00210	Prbc.g_00241
OG0000338	Syab.g_00207	Prbc.g_00240
OG0000339	Syab.g_00201	Prbc.g_00235
OG0000340	Syab.g_00135	Prbc.g_00226
OG0000341	Syab.g_00157, Syab.g_00133	Prbc.g_00224
OG0000342	Syab.g_00132	Prbc.g_00223
OG0000343	Syab.g_00131	Prbc.g_00222
OG0000344	Syab.g_00127	Prbc.g_00219
OG0000345	Syab.g_00117	Prbc.g_00214
OG0000346	Syab.g_00112	Prbc.g_00210
OG0000347	Syab.g_00087	Prbc.g_00190
OG0000348	Syab.g_00076	Prbc.g_00970
OG0000349	Syab.g_00054	Prbc.g_00988
OG0000350	Syab.g_00382	Prbc.g_01009
OG0000351	Syab.g_02879	Prbc.g_01047
OG0000352	Syab.g_02880	Prbc.g_01048
OG0000353	Syab.g_02913	Prbc.g_01068
OG0000355	Syab.g_00001	Prbc.g_01071
OG0000356	Syab.g_00002	Prbc.g_01072
OG0000357	Syab.g_00003	Prbc.g_01073
OG0000358	Syab.g_00007	Prbc.g_01077
OG0000359	Syab.g_00009	Prbc.g_01078
OG0000360	Syab.g_00010	Prbc.g_01079
OG0000361	Syab.g_00011	Prbc.g_01080
OG0000362	Syab.g_00013	Prbc.g_01082
OG0000363	Syab.g_00015	Prbc.g_01084
OG0000364	Syab.g_00016	Prbc.g_01085
OG0000365	Syab.g_00026	Prbc.g_01090
OG0000366	Syab.g_00027	Prbc.g_01091
OG0000367	Syab.g_00028	Prbc.g_01092
OG0000368	Syab.g_00030	Prbc.g_01094
OG0000369	Syab.g_00031	Prbc.g_01095
OG0000370	Syab.g_00032	Prbc.g_01096
OG0000371	Syab.g_00711, Syab.g_00039	Prbc.g_01102
OG0000372	Syab.g_00045	Prbc.g_01104
OG0000373	Syab.g_00046	Prbc.g_01105
OG0000374	Syab.g_00047	Prbc.g_01106
OG0000375	Syab.g_00050	Prbc.g_01118
OG0000376	Syab.g_00052	Prbc.g_01120
OG0000377	Syab.g_02748	Prbc.g_01123
OG0000378	Syab.g_02717	Prbc.g_01125
OG0000379	Syab.g_02714	Prbc.g_01128
OG0000380	Syab.g_02432	Prbc.g_00507
OG0000381	Syab.g_02435	Prbc.g_00503
OG0000382	Syab.g_02453	Prbc.g_00492
OG0000383	Syab.g_02459	Prbc.g_00490
OG0000384	Syab.g_02460	Prbc.g_00489
OG0000385	Syab.g_02461	Prbc.g_00488
OG0000386	Syab.g_02462	Prbc.g_00487
OG0000387	Syab.g_02491	Prbc.g_00474
OG0000388	Syab.g_02495	Prbc.g_00470
OG0000389	Syab.g_02499	Prbc.g_00467
OG0000390	Syab.g_02516	Prbc.g_00458
OG0000391	Syab.g_02521	Prbc.g_00454
OG0000392	Syab.g_02527	Prbc.g_00451
OG0000393	Syab.g_02530	Prbc.g_00448
OG0000394	Syab.g_02531	Prbc.g_00447
OG0000395	Syab.g_02532	Prbc.g_00446
OG0000396	Syab.g_02535	Prbc.g_00443
OG0000397	Syab.g_02537	Prbc.g_00441
OG0000398	Syab.g_02542	Prbc.g_00438
OG0000399	Syab.g_02543	Prbc.g_00437
OG0000400	Syab.g_02544	Prbc.g_00436
OG0000401	Syab.g_02545	Prbc.g_00435
OG0000402	Syab.g_02547	Prbc.g_02145
OG0000403	Syab.g_02548	Prbc.g_00434
OG0000404	Syab.g_02550	Prbc.g_00433
OG0000405	Syab.g_02562	Prbc.g_00428
OG0000406	Syab.g_02566	Prbc.g_00424
OG0000407	Syab.g_02567	Prbc.g_00423
OG0000408	Syab.g_02569	Prbc.g_00421
OG0000409	Syab.g_02571	Prbc.g_00419
OG0000410	Syab.g_02572	Prbc.g_00418
OG0000411	Syab.g_02573	Prbc.g_00417
OG0000412	Syab.g_02574	Prbc.g_00416
OG0000413	Syab.g_02576	Prbc.g_00415
OG0000414	Syab.g_02577	Prbc.g_00414
OG0000415	Syab.g_02578	Prbc.g_00413
OG0000416	Syab.g_02579	Prbc.g_00412
OG0000417	Syab.g_02580	Prbc.g_00411
OG0000418	Syab.g_02585	Prbc.g_00406
OG0000419	Syab.g_02587	Prbc.g_00404
OG0000420	Syab.g_02589	Prbc.g_00403
OG0000421	Syab.g_02595	Prbc.g_00399
OG0000422	Syab.g_02596	Prbc.g_00398
OG0000423	Syab.g_02597	Prbc.g_00397
OG0000424	Syab.g_02598	Prbc.g_00396
OG0000425	Syab.g_02599	Prbc.g_00395
OG0000426	Syab.g_02600	Prbc.g_00394
OG0000427	Syab.g_02601	Prbc.g_00393
OG0000428	Syab.g_02604	Prbc.g_00391
OG0000429	Syab.g_02608	Prbc.g_00390
OG0000430	Syab.g_02610	Prbc.g_00389
OG0000431	Syab.g_02613	Prbc.g_00387
OG0000432	Syab.g_02619	Prbc.g_00383
OG0000433	Syab.g_02622	Prbc.g_00382
OG0000434	Syab.g_02623	Prbc.g_00381
OG0000435	Syab.g_02625	Prbc.g_00380
OG0000436	Syab.g_02632	Prbc.g_00375
OG0000437	Syab.g_02633	Prbc.g_00374
OG0000438	Syab.g_02634	Prbc.g_00373
OG0000439	Syab.g_02636	Prbc.g_00371
OG0000440	Syab.g_02637	Prbc.g_00370
OG0000441	Syab.g_02641	Prbc.g_00368
OG0000442	Syab.g_02642	Prbc.g_00367
OG0000443	Syab.g_02668	Prbc.g_00366
OG0000444	Syab.g_02681	Prbc.g_00361
OG0000445	Syab.g_02682	Prbc.g_00360
OG0000446	Syab.g_02684	Prbc.g_00358
OG0000447	Syab.g_02687	Prbc.g_00357
OG0000448	Syab.g_02688	Prbc.g_00356
OG0000449	Syab.g_02689	Prbc.g_00355
OG0000450	Syab.g_02695	Prbc.g_00354
OG0000451	Syab.g_02696	Prbc.g_00353
OG0000452	Syab.g_02701	Prbc.g_00350
OG0000453	Syab.g_02702	Prbc.g_00349
OG0000454	Syab.g_02703	Prbc.g_00348
OG0000455	Syab.g_02704	Prbc.g_00347
OG0000456	Syab.g_02705	Prbc.g_00346
OG0000457	Syab.g_02707	Prbc.g_00345
OG0000458	Syab.g_02708	Prbc.g_00344
OG0000459	Syab.g_02709	Prbc.g_00343
OG0000460	Syab.g_02372	Prbc.g_00335
OG0000461	Syab.g_00356	Prbc.g_01140
OG0000462	Syab.g_00352	Prbc.g_01142
OG0000463	Syab.g_00351	Prbc.g_01143
OG0000464	Syab.g_00350	Prbc.g_01144
OG0000465	Syab.g_00349	Prbc.g_01145
OG0000466	Syab.g_00343	Prbc.g_01146
OG0000467	Syab.g_00341	Prbc.g_01147
OG0000468	Syab.g_00336	Prbc.g_01149
OG0000469	Syab.g_00318	Prbc.g_01156
OG0000470	Syab.g_00316	Prbc.g_01158
OG0000471	Syab.g_00315	Prbc.g_01159
OG0000472	Syab.g_00313	Prbc.g_01160
OG0000473	Syab.g_00311	Prbc.g_01162
OG0000474	Syab.g_00310	Prbc.g_01163
OG0000475	Syab.g_00309	Prbc.g_01164
OG0000476	Syab.g_00307	Prbc.g_01166
OG0000477	Syab.g_00301	Prbc.g_01168
OG0000478	Syab.g_00300	Prbc.g_01169
OG0000479	Syab.g_00299	Prbc.g_01170
OG0000480	Syab.g_00292	Prbc.g_01175
OG0000481	Syab.g_00290	Prbc.g_01177
OG0000482	Syab.g_00289	Prbc.g_01178
OG0000483	Syab.g_00285	Prbc.g_01181
OG0000484	Syab.g_00284	Prbc.g_01182
OG0000485	Syab.g_00283	Prbc.g_01183
OG0000486	Syab.g_00282	Prbc.g_01184
OG0000487	Syab.g_00276	Prbc.g_01187
OG0000488	Syab.g_00272	Prbc.g_01190
OG0000489	Syab.g_00256	Prbc.g_01195
OG0000490	Syab.g_00247	Prbc.g_01200
OG0000491	Syab.g_00245	Prbc.g_01201
OG0000492	Syab.g_00243	Prbc.g_01203
OG0000493	Syab.g_00242	Prbc.g_01204
OG0000494	Syab.g_00241	Prbc.g_01205
OG0000495	Syab.g_00240	Prbc.g_01206
OG0000496	Syab.g_00239	Prbc.g_01207
OG0000497	Syab.g_00238	Prbc.g_01208
OG0000498	Syab.g_00237	Prbc.g_01209
OG0000499	Syab.g_00236	Prbc.g_01210
OG0000500	Syab.g_00235	Prbc.g_01211
OG0000501	Syab.g_00232	Prbc.g_01213
OG0000502	Syab.g_00224	Prbc.g_01216
OG0000503	Syab.g_00523	Prbc.g_01246
OG0000504	Syab.g_00525	Prbc.g_01248
OG0000505	Syab.g_00526	Prbc.g_01249
OG0000506	Syab.g_00528	Prbc.g_01250
OG0000507	Syab.g_00533	Prbc.g_01253
OG0000508	Syab.g_00537	Prbc.g_01256
OG0000509	Syab.g_00539	Prbc.g_01258
OG0000510	Syab.g_00540	Prbc.g_01259
OG0000511	Syab.g_00541	Prbc.g_01260
OG0000512	Syab.g_00543	Prbc.g_01262
OG0000513	Syab.g_00555	Prbc.g_01271
OG0000514	Syab.g_00566	Prbc.g_01492
OG0000515	Syab.g_00567	Prbc.g_01493
OG0000516	Syab.g_00575	Prbc.g_01494
OG0000517	Syab.g_00582	Prbc.g_01496
OG0000518	Syab.g_00594	Prbc.g_01507
OG0000519	Syab.g_00610	Prbc.g_01508
OG0000520	Syab.g_00611	Prbc.g_01509
OG0000521	Syab.g_00624	Prbc.g_01514
OG0000522	Syab.g_00626	Prbc.g_01516
OG0000523	Syab.g_00627	Prbc.g_01517
OG0000524	Syab.g_00640	Prbc.g_01524
OG0000525	Syab.g_00671	Prbc.g_01528
OG0000526	Syab.g_00689	Prbc.g_01529
OG0000527	Syab.g_00695	Prbc.g_01532
OG0000528	Syab.g_02092	Prbc.g_01538
OG0000529	Syab.g_02097	Prbc.g_01541
OG0000530	Syab.g_02100	Prbc.g_01544
OG0000531	Syab.g_02101	Prbc.g_01545
OG0000532	Syab.g_02104	Prbc.g_01546
OG0000533	Syab.g_02106	Prbc.g_01547
OG0000534	Syab.g_02107	Prbc.g_01548
OG0000535	Syab.g_02108	Prbc.g_01549
OG0000536	Syab.g_02109	Prbc.g_01550
OG0000537	Syab.g_02110	Prbc.g_01551
OG0000538	Syab.g_02122	Prbc.g_01580
OG0000539	Syab.g_02123	Prbc.g_01581
OG0000540	Syab.g_02124	Prbc.g_01582
OG0000541	Syab.g_02125	Prbc.g_01583
OG0000542	Syab.g_02128	Prbc.g_01585
OG0000543	Syab.g_02130	Prbc.g_01587
OG0000544	Syab.g_02131	Prbc.g_01588
OG0000545	Syab.g_02133	Prbc.g_01590
OG0000546	Syab.g_02135	Prbc.g_01593
OG0000547	Syab.g_02137	Prbc.g_01595
OG0000548	Syab.g_02138	Prbc.g_01596
OG0000549	Syab.g_02144	Prbc.g_01599
OG0000550	Syab.g_02149	Prbc.g_01603
OG0000551	Syab.g_02153	Prbc.g_01606
OG0000552	Syab.g_02154	Prbc.g_01607
