Orthogroup	Syab	Syah
OG0000087	Syab.g_02551	Syah.g_00038
OG0000088	Syab.g_02586	Syah.g_00074
OG0000089	Syab.g_00551	Syah.g_00888
OG0000090	Syab.g_02041	Syah.g_01064
OG0000091	Syab.g_01866	Syah.g_01927
OG0000093	Syab.g_01582	Syah.g_01794
OG0000094	Syab.g_01306	Syah.g_01692
OG0000095	Syab.g_01210	Syah.g_02030
OG0000097	Syab.g_01051	Syah.g_01400
OG0000098	Syab.g_01553	Syah.g_00723
OG0000099	Syab.g_00230	Syah.g_00144
OG0000100	Syab.g_01694	Syah.g_01747
OG0000101	Syab.g_00446	Syah.g_00785
OG0000102	Syab.g_00104	Syah.g_00255
OG0000103	Syab.g_02895	Syah.g_00391
OG0000104	Syab.g_02910	Syah.g_00377
OG0000105	Syab.g_00303	Syah.g_00632
OG0000106	Syab.g_01817	Syah.g_01544
OG0000108	Syab.g_02096	Syah.g_00997
OG0000109	Syab.g_02112	Syah.g_01012
OG0000110	Syab.g_01984	Syah.g_01124
OG0000112	Syab.g_01392	Syah.g_01613
OG0000113	Syab.g_01689	Syah.g_01752
OG0000114	Syab.g_01633, Syab.g_02656	Syah.g_01529
OG0000115	Syab.g_00748	Syah.g_01269
OG0000116	Syab.g_00945	Syah.g_02175
OG0000117	Syab.g_01018	Syah.g_01425
OG0000118	Syab.g_00897	Syah.g_01173
OG0000120	Syab.g_00229	Syah.g_00145
OG0000121	Syab.g_00772	Syah.g_01287
OG0000122	Syab.g_01839	Syah.g_01900
OG0000123	Syab.g_00454	Syah.g_00793
OG0000124	Syab.g_00088	Syah.g_00272
OG0000125	Syab.g_02763	Syah.g_00504
OG0000126	Syab.g_02908	Syah.g_00379
OG0000128	Syab.g_00012	Syah.g_00361
OG0000129	Syab.g_02749	Syah.g_00516
OG0000130	Syab.g_02434	Syah.g_02483
OG0000131	Syab.g_02564	Syah.g_00052
OG0000132	Syab.g_02584	Syah.g_00072
OG0000133	Syab.g_01387	Syah.g_01618
OG0000134	Syab.g_00554	Syah.g_00891
OG0000135	Syab.g_02815	Syah.g_00465
OG0000136	Syab.g_00588	Syah.g_02227
OG0000137	Syab.g_00697	Syah.g_01221
OG0000138	Syab.g_02113	Syah.g_01013
OG0000139	Syab.g_02035	Syah.g_01070
OG0000140	Syab.g_02033	Syah.g_01071
OG0000141	Syab.g_01931	Syah.g_01981
OG0000142	Syab.g_01873	Syah.g_01935
OG0000143	Syab.g_01870	Syah.g_01931
OG0000144	Syab.g_01757	Syah.g_01824
OG0000145	Syab.g_02120	Syah.g_01019
OG0000146	Syab.g_01393	Syah.g_01612
OG0000147	Syab.g_01394	Syah.g_01611
OG0000148	Syab.g_01682	Syah.g_01758
OG0000149	Syab.g_01720	Syah.g_02096
OG0000150	Syab.g_01930	Syah.g_01980
OG0000151	Syab.g_01612	Syah.g_01820
OG0000152	Syab.g_01383	Syah.g_01622
OG0000153	Syab.g_01343	Syah.g_01656
OG0000154	Syab.g_01317	Syah.g_01682
OG0000155	Syab.g_01009	Syah.g_02123
OG0000156	Syab.g_00933	Syah.g_02185
OG0000157	Syab.g_00932	Syah.g_02186
OG0000158	Syab.g_00161	Syah.g_00204
OG0000160	Syab.g_00774	Syah.g_01289
OG0000161	Syab.g_00766	Syah.g_01282
OG0000162	Syab.g_00755	Syah.g_01276
OG0000163	Syab.g_02173	Syah.g_02315
OG0000164	Syab.g_02307	Syah.g_02423
OG0000165	Syab.g_02316	Syah.g_02251
OG0000166	Syab.g_00407	Syah.g_00747
OG0000167	Syab.g_00205	Syah.g_00183
OG0000168	Syab.g_00136	Syah.g_00205
OG0000169	Syab.g_00125	Syah.g_00237
OG0000170	Syab.g_00118	Syah.g_00245
OG0000171	Syab.g_00089	Syah.g_00271
OG0000172	Syab.g_00080	Syah.g_00293
OG0000173	Syab.g_00061	Syah.g_00313
OG0000174	Syab.g_02819	Syah.g_00461
OG0000175	Syab.g_02876	Syah.g_00402
OG0000176	Syab.g_00004	Syah.g_00369
OG0000177	Syab.g_00005	Syah.g_00368
OG0000178	Syab.g_00006	Syah.g_00367
OG0000179	Syab.g_00022	Syah.g_00355
OG0000180	Syab.g_00023	Syah.g_00354
OG0000181	Syab.g_00024	Syah.g_00353
OG0000182	Syab.g_00025	Syah.g_00352
OG0000183	Syab.g_00029	Syah.g_00348
OG0000184	Syab.g_02738	Syah.g_00525
OG0000185	Syab.g_02715	Syah.g_00528
OG0000186	Syab.g_02430	Syah.g_02479
OG0000187	Syab.g_02431	Syah.g_02480
OG0000188	Syab.g_02454	Syah.g_02501
OG0000189	Syab.g_02487	Syah.g_02526
OG0000190	Syab.g_00190, Syab.g_00139	Syah.g_02528
OG0000191	Syab.g_02522	Syah.g_00008
OG0000192	Syab.g_02528	Syah.g_00013
OG0000193	Syab.g_02565	Syah.g_00053
OG0000194	Syab.g_02568	Syah.g_00056
OG0000195	Syab.g_02570	Syah.g_00058
OG0000196	Syab.g_02581	Syah.g_00069
OG0000197	Syab.g_02582	Syah.g_00070
OG0000198	Syab.g_02583	Syah.g_00071
OG0000199	Syab.g_02591	Syah.g_00079
OG0000200	Syab.g_02611	Syah.g_00616
OG0000202	Syab.g_02629	Syah.g_00600
OG0000203	Syab.g_02630	Syah.g_00599
OG0000204	Syab.g_02631	Syah.g_00598
OG0000205	Syab.g_02638	Syah.g_00591
OG0000206	Syab.g_02674	Syah.g_00578
OG0000207	Syab.g_02677	Syah.g_00575
OG0000208	Syab.g_02678	Syah.g_00574
OG0000209	Syab.g_02698	Syah.g_00544
OG0000210	Syab.g_02699	Syah.g_00543
OG0000211	Syab.g_02374	Syah.g_00904
OG0000212	Syab.g_02365	Syah.g_00913
OG0000213	Syab.g_00332	Syah.g_00657
OG0000214	Syab.g_00312	Syah.g_00641
OG0000215	Syab.g_00281	Syah.g_00101
OG0000216	Syab.g_00277	Syah.g_00105
OG0000217	Syab.g_00273	Syah.g_00109
OG0000218	Syab.g_00271	Syah.g_00111
OG0000219	Syab.g_00270	Syah.g_00112
OG0000220	Syab.g_00269	Syah.g_00113
OG0000221	Syab.g_00257	Syah.g_00120
OG0000222	Syab.g_00244	Syah.g_00131
OG0000223	Syab.g_00226	Syah.g_00153
OG0000224	Syab.g_00223	Syah.g_00162
OG0000225	Syab.g_00538	Syah.g_00874
OG0000226	Syab.g_00542	Syah.g_00878
OG0000227	Syab.g_00544	Syah.g_00880
OG0000228	Syab.g_00550	Syah.g_00887
OG0000229	Syab.g_00583	Syah.g_02236
OG0000230	Syab.g_00585	Syah.g_02234
OG0000231	Syab.g_00613	Syah.g_02218
OG0000232	Syab.g_00631	Syah.g_01206
OG0000233	Syab.g_00645	Syah.g_01210
OG0000234	Syab.g_00699	Syah.g_01222
OG0000235	Syab.g_02095	Syah.g_00996
OG0000236	Syab.g_02111	Syah.g_01011
OG0000237	Syab.g_02129	Syah.g_01028
OG0000238	Syab.g_02134	Syah.g_01032
OG0000239	Syab.g_02151	Syah.g_01048
OG0000240	Syab.g_02152	Syah.g_01049
OG0000241	Syab.g_01884	Syah.g_01944
OG0000242	Syab.g_02043	Syah.g_01062
OG0000243	Syab.g_02025	Syah.g_01079
OG0000244	Syab.g_02017	Syah.g_01087
OG0000245	Syab.g_02015	Syah.g_01090
OG0000246	Syab.g_02011	Syah.g_01094
OG0000247	Syab.g_01999	Syah.g_01106
OG0000248	Syab.g_01996	Syah.g_01109
OG0000249	Syab.g_01994	Syah.g_01111
OG0000250	Syab.g_01988	Syah.g_01120
OG0000251	Syab.g_01961	Syah.g_01145
OG0000252	Syab.g_01958	Syah.g_01148
OG0000253	Syab.g_01956	Syah.g_01149
OG0000254	Syab.g_01925	Syah.g_01976
OG0000255	Syab.g_01912	Syah.g_01968
OG0000256	Syab.g_01890	Syah.g_01952
OG0000257	Syab.g_01885	Syah.g_01945
OG0000258	Syab.g_01861	Syah.g_01926
OG0000259	Syab.g_01538	Syah.g_01494
OG0000260	Syab.g_01544	Syah.g_01497
OG0000261	Syab.g_01556	Syah.g_01500
OG0000262	Syab.g_01561	Syah.g_01505
OG0000263	Syab.g_01035	Syah.g_01410
OG0000264	Syab.g_01173	Syah.g_02000
OG0000265	Syab.g_01773	Syah.g_02252
OG0000266	Syab.g_01667	Syah.g_01714
OG0000267	Syab.g_01433	Syah.g_01574
OG0000268	Syab.g_01432	Syah.g_01575
OG0000269	Syab.g_01650	Syah.g_01784
OG0000270	Syab.g_01657	Syah.g_01781
OG0000271	Syab.g_01279	Syah.g_01773
OG0000272	Syab.g_01280	Syah.g_01772
OG0000274	Syab.g_01700	Syah.g_02076
OG0000275	Syab.g_01704	Syah.g_02081
OG0000276	Syab.g_01712	Syah.g_02088
OG0000277	Syab.g_01713	Syah.g_02089
OG0000278	Syab.g_01716	Syah.g_02092
OG0000279	Syab.g_01724	Syah.g_02100
OG0000280	Syab.g_01736	Syah.g_02112
OG0000281	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546	Syah.g_00722
OG0000282	Syab.g_01631	Syah.g_01531
OG0000283	Syab.g_01418	Syah.g_01585
OG0000284	Syab.g_01413	Syah.g_01591
OG0000285	Syab.g_01402	Syah.g_01603
OG0000286	Syab.g_01384	Syah.g_01621
OG0000287	Syab.g_01350	Syah.g_01649
OG0000288	Syab.g_01318	Syah.g_01681
OG0000289	Syab.g_01303	Syah.g_01695
OG0000290	Syab.g_01213	Syah.g_02033
OG0000291	Syab.g_01211	Syah.g_02031
OG0000292	Syab.g_02907	Syah.g_00380
OG0000293	Syab.g_00946	Syah.g_02173
OG0000294	Syab.g_00947	Syah.g_02172
OG0000295	Syab.g_01001	Syah.g_02131
OG0000296	Syab.g_01003	Syah.g_02129
OG0000297	Syab.g_01016	Syah.g_01427
OG0000298	Syab.g_01017	Syah.g_01426
OG0000299	Syab.g_01047	Syah.g_01404
OG0000300	Syab.g_01054	Syah.g_01397
OG0000301	Syab.g_01055	Syah.g_01396
OG0000302	Syab.g_01056	Syah.g_01395
OG0000303	Syab.g_01149	Syah.g_01387
OG0000304	Syab.g_01143	Syah.g_01382
OG0000305	Syab.g_01208	Syah.g_02028
OG0000306	Syab.g_01819	Syah.g_02116
OG0000307	Syab.g_02078	Syah.g_00978
OG0000308	Syab.g_02076	Syah.g_00976
OG0000309	Syab.g_02071	Syah.g_00971
OG0000310	Syab.g_00817	Syah.g_01321
OG0000311	Syab.g_00811	Syah.g_01317
OG0000312	Syab.g_00793	Syah.g_01304
OG0000313	Syab.g_00769	Syah.g_01285
OG0000314	Syab.g_00736	Syah.g_01259
OG0000315	Syab.g_00726	Syah.g_01248
OG0000316	Syab.g_02189	Syah.g_02333
OG0000317	Syab.g_02251	Syah.g_02380
OG0000318	Syab.g_02257	Syah.g_02385
OG0000319	Syab.g_02291	Syah.g_02405
OG0000320	Syab.g_02293	Syah.g_02407
OG0000321	Syab.g_02294	Syah.g_02408
OG0000322	Syab.g_02295	Syah.g_02409
OG0000323	Syab.g_02310	Syah.g_02425
OG0000324	Syab.g_02341	Syah.g_02278
OG0000325	Syab.g_00368	Syah.g_00689
OG0000326	Syab.g_00375	Syah.g_00696
OG0000327	Syab.g_00402	Syah.g_00742
OG0000328	Syab.g_00403	Syah.g_00743
OG0000329	Syab.g_00420	Syah.g_00760
OG0000330	Syab.g_00421	Syah.g_00761
OG0000331	Syab.g_00422	Syah.g_00762
OG0000332	Syab.g_00437	Syah.g_00776
OG0000333	Syab.g_00440	Syah.g_00779
OG0000334	Syab.g_00450	Syah.g_00789
OG0000335	Syab.g_00455	Syah.g_00794
OG0000336	Syab.g_00459	Syah.g_00798
OG0000337	Syab.g_00210	Syah.g_00178
OG0000338	Syab.g_00207	Syah.g_00181
OG0000339	Syab.g_00201	Syah.g_00188
OG0000340	Syab.g_00135	Syah.g_00206
OG0000341	Syab.g_00157, Syab.g_00133	Syah.g_00208
OG0000342	Syab.g_00132	Syah.g_00209
OG0000343	Syab.g_00131	Syah.g_00231
OG0000344	Syab.g_02424, Syab.g_00127	Syah.g_00235
OG0000345	Syab.g_00117	Syah.g_00246
OG0000346	Syab.g_00112	Syah.g_00251
OG0000347	Syab.g_00087	Syah.g_00275
OG0000348	Syab.g_00076	Syah.g_00301
OG0000349	Syab.g_00054	Syah.g_00320
OG0000350	Syab.g_00382	Syah.g_00703
OG0000351	Syab.g_02879	Syah.g_00399
OG0000352	Syab.g_02880	Syah.g_00398
OG0000353	Syab.g_02913	Syah.g_00374
OG0000354	Syab.g_02140	Syah.g_01038
OG0000354	Syab.g_00020	Syah.g_00561
OG0000355	Syab.g_00001	Syah.g_00372
OG0000356	Syab.g_00002	Syah.g_00371
OG0000357	Syab.g_00003	Syah.g_00370
OG0000358	Syab.g_00007	Syah.g_00366
OG0000359	Syab.g_00009	Syah.g_00364
OG0000360	Syab.g_00010	Syah.g_00363
OG0000361	Syab.g_00011	Syah.g_00362
OG0000362	Syab.g_00013	Syah.g_00360
OG0000363	Syab.g_00015	Syah.g_00358
OG0000364	Syab.g_00016	Syah.g_00357
OG0000365	Syab.g_00026	Syah.g_00351
OG0000366	Syab.g_00027	Syah.g_00350
OG0000367	Syab.g_00028	Syah.g_00349
OG0000368	Syab.g_00030	Syah.g_00347
OG0000369	Syab.g_00031	Syah.g_00346
OG0000370	Syab.g_00032	Syah.g_00345
OG0000371	Syab.g_00711, Syab.g_00039	Syah.g_00338
OG0000372	Syab.g_00045	Syah.g_00333
OG0000373	Syab.g_00046	Syah.g_00332
OG0000374	Syab.g_00047	Syah.g_00331
OG0000375	Syab.g_00050	Syah.g_00329
OG0000376	Syab.g_00052	Syah.g_00327
OG0000377	Syab.g_02748	Syah.g_00517
OG0000378	Syab.g_02717	Syah.g_00526
OG0000379	Syab.g_02714	Syah.g_00529
OG0000380	Syab.g_02432	Syah.g_02481
OG0000381	Syab.g_02435	Syah.g_02484
OG0000382	Syab.g_02453	Syah.g_02500
OG0000383	Syab.g_02459	Syah.g_02502
OG0000384	Syab.g_02460	Syah.g_02503
OG0000385	Syab.g_02461	Syah.g_02504
OG0000386	Syab.g_02462	Syah.g_02505
OG0000387	Syab.g_02491	Syah.g_02530
OG0000388	Syab.g_02495	Syah.g_02533
OG0000389	Syab.g_02499	Syah.g_02536
OG0000390	Syab.g_02516	Syah.g_00002
OG0000391	Syab.g_02521	Syah.g_00007
OG0000392	Syab.g_02527	Syah.g_00012
OG0000393	Syab.g_02530	Syah.g_00014
OG0000394	Syab.g_02531	Syah.g_00015
OG0000395	Syab.g_02532	Syah.g_00016
OG0000396	Syab.g_02535	Syah.g_00019
OG0000397	Syab.g_02537	Syah.g_00021
OG0000398	Syab.g_02542	Syah.g_00027
OG0000399	Syab.g_02543	Syah.g_00028
OG0000400	Syab.g_02544	Syah.g_00029
OG0000401	Syab.g_02545	Syah.g_00030
OG0000402	Syab.g_02547	Syah.g_00033
OG0000403	Syab.g_02548	Syah.g_00034
OG0000404	Syab.g_02550	Syah.g_00036
OG0000405	Syab.g_02562	Syah.g_00050
OG0000406	Syab.g_02566	Syah.g_00054
OG0000407	Syab.g_02567	Syah.g_00055
OG0000408	Syab.g_02569	Syah.g_00057
OG0000409	Syab.g_02571	Syah.g_00059
OG0000410	Syab.g_02572	Syah.g_00060
OG0000411	Syab.g_02573	Syah.g_00061
OG0000412	Syab.g_02574	Syah.g_00062
OG0000413	Syab.g_02576	Syah.g_00064
OG0000414	Syab.g_02577	Syah.g_00065
OG0000415	Syab.g_02578	Syah.g_00066
OG0000416	Syab.g_02579	Syah.g_00067
OG0000417	Syab.g_02580	Syah.g_00068
OG0000418	Syab.g_02585	Syah.g_00073
OG0000419	Syab.g_02587	Syah.g_00075
OG0000420	Syab.g_02589	Syah.g_00077
OG0000421	Syab.g_02595	Syah.g_00082
OG0000422	Syab.g_02596	Syah.g_00083
OG0000423	Syab.g_02597	Syah.g_00084
OG0000424	Syab.g_02598	Syah.g_00085
OG0000425	Syab.g_02599	Syah.g_00086
OG0000426	Syab.g_02600	Syah.g_00087
OG0000427	Syab.g_02601	Syah.g_00088
OG0000428	Syab.g_02604	Syah.g_00620
OG0000429	Syab.g_02608	Syah.g_00618
OG0000430	Syab.g_02610	Syah.g_00617
OG0000431	Syab.g_02613	Syah.g_00613
OG0000432	Syab.g_02619	Syah.g_00607
OG0000433	Syab.g_02622	Syah.g_00605
OG0000434	Syab.g_02623	Syah.g_00604
OG0000435	Syab.g_02625	Syah.g_00602
OG0000436	Syab.g_02632	Syah.g_00597
OG0000437	Syab.g_02633	Syah.g_00596
OG0000438	Syab.g_02634	Syah.g_00595
OG0000439	Syab.g_02636	Syah.g_00593
OG0000440	Syab.g_02637	Syah.g_00592
OG0000441	Syab.g_02641	Syah.g_00585
OG0000442	Syab.g_02642	Syah.g_00580
OG0000443	Syab.g_02668	Syah.g_00579
OG0000444	Syab.g_02681	Syah.g_00573
OG0000445	Syab.g_02682	Syah.g_00572
OG0000446	Syab.g_02684	Syah.g_00570
OG0000447	Syab.g_02687	Syah.g_00567
OG0000448	Syab.g_02688	Syah.g_00566
OG0000449	Syab.g_02689	Syah.g_00565
OG0000450	Syab.g_02695	Syah.g_00547
OG0000451	Syab.g_02696	Syah.g_00546
OG0000452	Syab.g_02701	Syah.g_00542
OG0000453	Syab.g_02702	Syah.g_00541
OG0000454	Syab.g_02703	Syah.g_00540
OG0000455	Syab.g_02704	Syah.g_00539
OG0000456	Syab.g_02705	Syah.g_00538
OG0000457	Syab.g_02707	Syah.g_00536
OG0000458	Syab.g_02708	Syah.g_00535
OG0000459	Syab.g_02709	Syah.g_00534
OG0000460	Syab.g_02372	Syah.g_00906
OG0000461	Syab.g_00356	Syah.g_00678
OG0000462	Syab.g_00352	Syah.g_00675
OG0000463	Syab.g_00351	Syah.g_00674
OG0000464	Syab.g_00350	Syah.g_00673
OG0000465	Syab.g_00349	Syah.g_00672
OG0000466	Syab.g_00343	Syah.g_00668
OG0000467	Syab.g_00341	Syah.g_00666
OG0000468	Syab.g_00336	Syah.g_00661
OG0000469	Syab.g_00318	Syah.g_00647
OG0000470	Syab.g_00316	Syah.g_00645
OG0000471	Syab.g_00315	Syah.g_00644
OG0000472	Syab.g_00313	Syah.g_00642
OG0000473	Syab.g_00311	Syah.g_00640
OG0000474	Syab.g_00310	Syah.g_00639
OG0000475	Syab.g_00309	Syah.g_00638
OG0000476	Syab.g_00307	Syah.g_00636
OG0000477	Syab.g_00301	Syah.g_00630
OG0000478	Syab.g_00300	Syah.g_00629
OG0000479	Syab.g_00299	Syah.g_00628
OG0000480	Syab.g_00292	Syah.g_00089
OG0000481	Syab.g_00290	Syah.g_00091
OG0000482	Syab.g_00289	Syah.g_00092
OG0000483	Syab.g_00285	Syah.g_00096
OG0000484	Syab.g_00284	Syah.g_00097
OG0000485	Syab.g_00283	Syah.g_00098
OG0000486	Syab.g_00282	Syah.g_00099
OG0000487	Syab.g_00276	Syah.g_00106
OG0000488	Syab.g_00272	Syah.g_00110
OG0000489	Syab.g_00256	Syah.g_00121
OG0000490	Syab.g_00247	Syah.g_00129
OG0000491	Syab.g_00245	Syah.g_00130
OG0000492	Syab.g_00243	Syah.g_00132
OG0000493	Syab.g_00242	Syah.g_00133
OG0000494	Syab.g_00241	Syah.g_00134
OG0000495	Syab.g_00240	Syah.g_00135
OG0000496	Syab.g_00239	Syah.g_00136
OG0000497	Syab.g_00238	Syah.g_00137
OG0000498	Syab.g_00237	Syah.g_00138
OG0000499	Syab.g_00236	Syah.g_00139
OG0000500	Syab.g_00235	Syah.g_00140
OG0000501	Syab.g_00232	Syah.g_00143
OG0000502	Syab.g_00224	Syah.g_00155
OG0000503	Syab.g_00523	Syah.g_00858
OG0000504	Syab.g_00525	Syah.g_00860
OG0000505	Syab.g_00526	Syah.g_00861
OG0000506	Syab.g_00528	Syah.g_00863
OG0000507	Syab.g_00533	Syah.g_00869
OG0000508	Syab.g_00537	Syah.g_00873
OG0000509	Syab.g_00539	Syah.g_00875
OG0000510	Syab.g_00540	Syah.g_00876
OG0000511	Syab.g_00541	Syah.g_00877
OG0000512	Syab.g_00543	Syah.g_00879
OG0000513	Syab.g_00555	Syah.g_00892
OG0000514	Syab.g_00566	Syah.g_00899
OG0000515	Syab.g_00567	Syah.g_00900
OG0000516	Syab.g_00575	Syah.g_02231
OG0000517	Syab.g_00582	Syah.g_02237
OG0000518	Syab.g_00594	Syah.g_02221
OG0000519	Syab.g_00610	Syah.g_02220
OG0000520	Syab.g_00611	Syah.g_02219
OG0000521	Syab.g_00624	Syah.g_01202
OG0000522	Syab.g_00626	Syah.g_01204
OG0000523	Syab.g_00627	Syah.g_01205
OG0000524	Syab.g_00640	Syah.g_01207
OG0000525	Syab.g_00671	Syah.g_01212
OG0000526	Syab.g_00689	Syah.g_01215
OG0000527	Syab.g_00695	Syah.g_01219
OG0000528	Syab.g_02092	Syah.g_00991
OG0000529	Syab.g_02097	Syah.g_00998
OG0000530	Syab.g_02100	Syah.g_01001
OG0000531	Syab.g_02101	Syah.g_01002
OG0000532	Syab.g_02104	Syah.g_01005
OG0000533	Syab.g_02106	Syah.g_01006
OG0000534	Syab.g_02107	Syah.g_01007
OG0000535	Syab.g_02108	Syah.g_01008
OG0000536	Syab.g_02109	Syah.g_01009
OG0000537	Syab.g_02110	Syah.g_01010
OG0000538	Syab.g_02122	Syah.g_01021
OG0000539	Syab.g_02123	Syah.g_01022
OG0000540	Syab.g_02124	Syah.g_01023
OG0000541	Syab.g_02125	Syah.g_01024
OG0000542	Syab.g_02128	Syah.g_01027
OG0000543	Syab.g_02130	Syah.g_01029
OG0000545	Syab.g_02133	Syah.g_01031
OG0000546	Syab.g_02135	Syah.g_01033
OG0000547	Syab.g_02137	Syah.g_01035
OG0000548	Syab.g_02138	Syah.g_01036
OG0000549	Syab.g_02144	Syah.g_01042
OG0000550	Syab.g_02149	Syah.g_01046
OG0000551	Syab.g_02153	Syah.g_01051
OG0000552	Syab.g_02154	Syah.g_01052
OG0000553	Syab.g_02046	Syah.g_01054
OG0000554	Syab.g_02040	Syah.g_01065
OG0000555	Syab.g_02026	Syah.g_01078
OG0000556	Syab.g_02022	Syah.g_01084
OG0000557	Syab.g_02019	Syah.g_01086
OG0000558	Syab.g_02016	Syah.g_01088
OG0000559	Syab.g_02012	Syah.g_01093
OG0000560	Syab.g_02009	Syah.g_01096
OG0000561	Syab.g_02008	Syah.g_01097
OG0000562	Syab.g_02007	Syah.g_01098
OG0000563	Syab.g_02006	Syah.g_01099
OG0000564	Syab.g_02005	Syah.g_01100
OG0000565	Syab.g_02001	Syah.g_01104
OG0000566	Syab.g_01997	Syah.g_01108
OG0000567	Syab.g_01993	Syah.g_01112
OG0000568	Syab.g_01991	Syah.g_01116
OG0000569	Syab.g_01990	Syah.g_01117
