Orthogroup	Syab	Syaq
OG0000293	Syab.g_00946	Syaq.g_00262
OG0000294	Syab.g_00947	Syaq.g_00261
OG0000295	Syab.g_01001	Syaq.g_00220
OG0000296	Syab.g_01003	Syaq.g_00218
OG0000297	Syab.g_01016	Syaq.g_00205
OG0000298	Syab.g_01017	Syaq.g_00204
OG0000299	Syab.g_01047	Syaq.g_00171
OG0000300	Syab.g_01054	Syaq.g_00164
OG0000301	Syab.g_01055	Syaq.g_00163
OG0000302	Syab.g_01056	Syaq.g_00162
OG0000303	Syab.g_01149	Syaq.g_00152
OG0000304	Syab.g_01143	Syaq.g_00146
OG0000305	Syab.g_01208	Syaq.g_02677
OG0000306	Syab.g_01819	Syaq.g_01861
OG0000307	Syab.g_02078	Syaq.g_01754
OG0000308	Syab.g_02076	Syaq.g_01752
OG0000309	Syab.g_02071	Syaq.g_01747
OG0000310	Syab.g_00817	Syaq.g_00347
OG0000311	Syab.g_00811	Syaq.g_00352
OG0000312	Syab.g_00793	Syaq.g_00359
OG0000313	Syab.g_00769	Syaq.g_00379
OG0000314	Syab.g_00736	Syaq.g_00408
OG0000315	Syab.g_00726	Syaq.g_00418
OG0000316	Syab.g_02189	Syaq.g_01716
OG0000317	Syab.g_02251	Syaq.g_01675
OG0000318	Syab.g_02257	Syaq.g_01672
OG0000319	Syab.g_02291	Syaq.g_01657
OG0000320	Syab.g_02293	Syaq.g_01655
OG0000321	Syab.g_02294	Syaq.g_01654
OG0000322	Syab.g_02295	Syaq.g_01653
OG0000323	Syab.g_02310	Syaq.g_01638
OG0000324	Syab.g_02341	Syaq.g_01605
OG0000325	Syab.g_00368	Syaq.g_00693
OG0000326	Syab.g_00375	Syaq.g_00686
OG0000327	Syab.g_00402	Syaq.g_00652
OG0000328	Syab.g_00403	Syaq.g_00651
OG0000329	Syab.g_00420	Syaq.g_00633
OG0000330	Syab.g_00421	Syaq.g_00632
OG0000331	Syab.g_00422	Syaq.g_00631
OG0000332	Syab.g_00437	Syaq.g_00616
OG0000333	Syab.g_00440	Syaq.g_00613
OG0000334	Syab.g_00450	Syaq.g_00603
OG0000335	Syab.g_00455	Syaq.g_00598
OG0000336	Syab.g_00459	Syaq.g_00594
OG0000337	Syab.g_00210	Syaq.g_00975
OG0000338	Syab.g_00207	Syaq.g_00981
OG0000339	Syab.g_00201	Syaq.g_00988
OG0000340	Syab.g_00135	Syaq.g_01005
OG0000341	Syab.g_00133	Syaq.g_01007
OG0000342	Syab.g_00132	Syaq.g_01008
OG0000343	Syab.g_00131	Syaq.g_01010
OG0000344	Syab.g_00127	Syaq.g_01014
OG0000345	Syab.g_00117	Syaq.g_01024
OG0000346	Syab.g_00112	Syaq.g_01029
OG0000347	Syab.g_00087	Syaq.g_01057
OG0000348	Syab.g_00076	Syaq.g_01070
OG0000349	Syab.g_00054	Syaq.g_01099
OG0000350	Syab.g_00382	Syaq.g_00679
OG0000351	Syab.g_02879	Syaq.g_01179
OG0000352	Syab.g_02880	Syaq.g_01178
OG0000353	Syab.g_02913	Syaq.g_01151
OG0000354	Syab.g_02140	Syaq.g_01816
OG0000354	Syab.g_00020	Syaq.g_01131
OG0000355	Syab.g_00001	Syaq.g_01149
OG0000356	Syab.g_00002	Syaq.g_01148
OG0000357	Syab.g_00003	Syaq.g_01147
OG0000358	Syab.g_00007	Syaq.g_01143
OG0000359	Syab.g_00009	Syaq.g_01141
OG0000360	Syab.g_00010	Syaq.g_01140
OG0000361	Syab.g_00011	Syaq.g_01139
OG0000362	Syab.g_00013	Syaq.g_01137
OG0000363	Syab.g_00015	Syaq.g_01135
OG0000364	Syab.g_00016	Syaq.g_01134
OG0000365	Syab.g_00026	Syaq.g_01125
OG0000366	Syab.g_00027	Syaq.g_01124
OG0000367	Syab.g_00028	Syaq.g_01123
OG0000368	Syab.g_00030	Syaq.g_01121
OG0000369	Syab.g_00031	Syaq.g_01120
OG0000370	Syab.g_00032	Syaq.g_01119
OG0000371	Syab.g_00711, Syab.g_00039	Syaq.g_01111
OG0000372	Syab.g_00045	Syaq.g_01106
OG0000373	Syab.g_00046	Syaq.g_01105
OG0000374	Syab.g_00047	Syaq.g_01104
OG0000375	Syab.g_00050	Syaq.g_01103
OG0000376	Syab.g_00052	Syaq.g_01101
OG0000377	Syab.g_02748	Syaq.g_01270
OG0000378	Syab.g_02717	Syaq.g_01286
OG0000379	Syab.g_02714	Syaq.g_01291
OG0000380	Syab.g_02432	Syaq.g_01560
OG0000381	Syab.g_02435	Syaq.g_01558
OG0000382	Syab.g_02453	Syaq.g_01540
OG0000383	Syab.g_02459	Syaq.g_01535
OG0000384	Syab.g_02460	Syaq.g_01534
OG0000385	Syab.g_02461	Syaq.g_01533
OG0000386	Syab.g_02462	Syaq.g_01532
OG0000387	Syab.g_02491	Syaq.g_01495
OG0000388	Syab.g_02495	Syaq.g_01491
OG0000389	Syab.g_02499	Syaq.g_01488
OG0000390	Syab.g_02516	Syaq.g_01473
OG0000391	Syab.g_02521	Syaq.g_01468
OG0000392	Syab.g_02527	Syaq.g_01463
OG0000393	Syab.g_02530	Syaq.g_01460
OG0000394	Syab.g_02531	Syaq.g_01459
OG0000395	Syab.g_02532	Syaq.g_01458
OG0000396	Syab.g_02535	Syaq.g_01455
OG0000397	Syab.g_02537	Syaq.g_01453
OG0000398	Syab.g_02542	Syaq.g_01448
OG0000399	Syab.g_02543	Syaq.g_01447
OG0000400	Syab.g_02544	Syaq.g_01446
OG0000401	Syab.g_02545	Syaq.g_01445
OG0000402	Syab.g_02547	Syaq.g_01443
OG0000403	Syab.g_02548	Syaq.g_01442
OG0000404	Syab.g_02550	Syaq.g_01440
OG0000405	Syab.g_02562	Syaq.g_01429
OG0000406	Syab.g_02566	Syaq.g_01422
OG0000407	Syab.g_02567	Syaq.g_01421
OG0000408	Syab.g_02569	Syaq.g_01419
OG0000409	Syab.g_02571	Syaq.g_01417
OG0000410	Syab.g_02572	Syaq.g_01416
OG0000411	Syab.g_02573	Syaq.g_01415
OG0000412	Syab.g_02574	Syaq.g_01414
OG0000413	Syab.g_02576	Syaq.g_01412
OG0000414	Syab.g_02577	Syaq.g_01411
OG0000415	Syab.g_02578	Syaq.g_01410
OG0000416	Syab.g_02579	Syaq.g_01409
OG0000417	Syab.g_02580	Syaq.g_01408
OG0000418	Syab.g_02585	Syaq.g_01403
OG0000419	Syab.g_02587	Syaq.g_01401
OG0000420	Syab.g_02589	Syaq.g_01400
OG0000421	Syab.g_02595	Syaq.g_01395
OG0000422	Syab.g_02596	Syaq.g_01394
OG0000423	Syab.g_02597	Syaq.g_01393
OG0000424	Syab.g_02598	Syaq.g_01392
OG0000425	Syab.g_02599	Syaq.g_01391
OG0000426	Syab.g_02600	Syaq.g_01390
OG0000427	Syab.g_02601	Syaq.g_01389
OG0000428	Syab.g_02604	Syaq.g_01386
OG0000429	Syab.g_02608	Syaq.g_01384
OG0000430	Syab.g_02610	Syaq.g_01383
OG0000431	Syab.g_02613	Syaq.g_01380
OG0000432	Syab.g_02619	Syaq.g_01374
OG0000433	Syab.g_02622	Syaq.g_01369
OG0000434	Syab.g_02623	Syaq.g_01368
OG0000435	Syab.g_02625	Syaq.g_01367
OG0000436	Syab.g_02632	Syaq.g_01361
OG0000437	Syab.g_02633	Syaq.g_01360
OG0000438	Syab.g_02634	Syaq.g_01359
OG0000439	Syab.g_02636	Syaq.g_01357
OG0000440	Syab.g_02637	Syaq.g_01356
OG0000441	Syab.g_02641	Syaq.g_01352
OG0000442	Syab.g_02642	Syaq.g_01350
OG0000443	Syab.g_02668	Syaq.g_01347
OG0000444	Syab.g_02681	Syaq.g_01333
OG0000445	Syab.g_02682	Syaq.g_01332
OG0000446	Syab.g_02684	Syaq.g_01330
OG0000447	Syab.g_02687	Syaq.g_01328
OG0000448	Syab.g_02688	Syaq.g_01327
OG0000449	Syab.g_02689	Syaq.g_01320
OG0000450	Syab.g_02695	Syaq.g_01313
OG0000451	Syab.g_02696	Syaq.g_01312
OG0000452	Syab.g_02701	Syaq.g_01308
OG0000453	Syab.g_02702	Syaq.g_01307
OG0000454	Syab.g_02703	Syaq.g_01306
OG0000455	Syab.g_02704	Syaq.g_01305
OG0000456	Syab.g_02705	Syaq.g_01304
OG0000457	Syab.g_02707	Syaq.g_01302
OG0000458	Syab.g_02708	Syaq.g_01299
OG0000459	Syab.g_02709	Syaq.g_01298
OG0000460	Syab.g_02372	Syaq.g_01577
OG0000461	Syab.g_00356	Syaq.g_00707
OG0000462	Syab.g_00352	Syaq.g_00710
OG0000463	Syab.g_00351	Syaq.g_00711
OG0000464	Syab.g_00350	Syaq.g_00712
OG0000465	Syab.g_00349	Syaq.g_00714
OG0000466	Syab.g_00343	Syaq.g_00718
OG0000467	Syab.g_00341	Syaq.g_00720
OG0000468	Syab.g_00336	Syaq.g_00725
OG0000469	Syab.g_00318	Syaq.g_00739
OG0000470	Syab.g_00316	Syaq.g_00741
OG0000471	Syab.g_00315	Syaq.g_00742
OG0000472	Syab.g_00313	Syaq.g_00744
OG0000473	Syab.g_00311	Syaq.g_00746
OG0000474	Syab.g_00310	Syaq.g_00747
OG0000475	Syab.g_00309	Syaq.g_00748
OG0000476	Syab.g_00307	Syaq.g_00750
OG0000477	Syab.g_00301	Syaq.g_00756
OG0000478	Syab.g_00300	Syaq.g_00757
OG0000479	Syab.g_00299	Syaq.g_00759
OG0000480	Syab.g_00292	Syaq.g_00766
OG0000481	Syab.g_00290	Syaq.g_00768
OG0000482	Syab.g_00289	Syaq.g_00769
OG0000483	Syab.g_00285	Syaq.g_00773
OG0000484	Syab.g_00284	Syaq.g_00774
OG0000485	Syab.g_00283	Syaq.g_00775
OG0000486	Syab.g_00282	Syaq.g_00776
OG0000487	Syab.g_00276	Syaq.g_00782
OG0000488	Syab.g_00272	Syaq.g_00845
OG0000489	Syab.g_00256	Syaq.g_00857
OG0000490	Syab.g_00247	Syaq.g_00864
OG0000491	Syab.g_00245	Syaq.g_00865
OG0000492	Syab.g_00243	Syaq.g_00869
OG0000493	Syab.g_00242	Syaq.g_00870
OG0000494	Syab.g_00241	Syaq.g_00871
OG0000495	Syab.g_00240	Syaq.g_00872
OG0000496	Syab.g_00239	Syaq.g_00873
OG0000497	Syab.g_00238	Syaq.g_00874
OG0000498	Syab.g_00237	Syaq.g_00875
OG0000499	Syab.g_00236	Syaq.g_00876
OG0000500	Syab.g_00235	Syaq.g_00877
OG0000501	Syab.g_00232	Syaq.g_00880
OG0000502	Syab.g_00224	Syaq.g_00953
OG0000503	Syab.g_00523	Syaq.g_00559
OG0000504	Syab.g_00525	Syaq.g_00557
OG0000505	Syab.g_00526	Syaq.g_00556
OG0000506	Syab.g_00528	Syaq.g_00554
OG0000507	Syab.g_00533	Syaq.g_00548
OG0000508	Syab.g_00537	Syaq.g_00544
OG0000509	Syab.g_00539	Syaq.g_00542
OG0000510	Syab.g_00540	Syaq.g_00538
OG0000511	Syab.g_00541	Syaq.g_00537
OG0000512	Syab.g_00543	Syaq.g_00535
OG0000513	Syab.g_00555	Syaq.g_00525
OG0000514	Syab.g_00566	Syaq.g_00514
OG0000515	Syab.g_00567	Syaq.g_00513
OG0000516	Syab.g_00575	Syaq.g_00509
OG0000517	Syab.g_00582	Syaq.g_00502
OG0000518	Syab.g_00594	Syaq.g_00490
OG0000519	Syab.g_00610	Syaq.g_00489
OG0000520	Syab.g_00611	Syaq.g_00488
OG0000521	Syab.g_00624	Syaq.g_00477
OG0000522	Syab.g_00626	Syaq.g_00475
OG0000523	Syab.g_00627	Syaq.g_00474
OG0000524	Syab.g_00640	Syaq.g_00469
OG0000525	Syab.g_00671	Syaq.g_00450
OG0000526	Syab.g_00689	Syaq.g_00448
OG0000527	Syab.g_00695	Syaq.g_00444
OG0000528	Syab.g_02092	Syaq.g_01768
OG0000529	Syab.g_02097	Syaq.g_01773
OG0000530	Syab.g_02100	Syaq.g_01776
OG0000531	Syab.g_02101	Syaq.g_01777
OG0000532	Syab.g_02104	Syaq.g_01780
OG0000533	Syab.g_02106	Syaq.g_01782
OG0000534	Syab.g_02107	Syaq.g_01783
OG0000535	Syab.g_02108	Syaq.g_01784
OG0000536	Syab.g_02109	Syaq.g_01785
OG0000537	Syab.g_02110	Syaq.g_01786
OG0000538	Syab.g_02122	Syaq.g_01798
OG0000539	Syab.g_02123	Syaq.g_01799
OG0000540	Syab.g_02124	Syaq.g_01800
OG0000541	Syab.g_02125	Syaq.g_01801
OG0000542	Syab.g_02128	Syaq.g_01804
OG0000543	Syab.g_02130	Syaq.g_01806
OG0000544	Syab.g_02131	Syaq.g_02567, Syaq.g_01807
OG0000545	Syab.g_02133	Syaq.g_01809
OG0000546	Syab.g_02135	Syaq.g_01811
OG0000547	Syab.g_02137	Syaq.g_01813
OG0000548	Syab.g_02138	Syaq.g_01814
OG0000549	Syab.g_02144	Syaq.g_01819
OG0000550	Syab.g_02149	Syaq.g_01824
OG0000551	Syab.g_02153	Syaq.g_01829
OG0000552	Syab.g_02154	Syaq.g_01830
OG0000553	Syab.g_02046	Syaq.g_01834
OG0000554	Syab.g_02040	Syaq.g_01839
OG0000555	Syab.g_02026	Syaq.g_01857
OG0000556	Syab.g_02022	Syaq.g_01925
OG0000557	Syab.g_02019	Syaq.g_01927
OG0000558	Syab.g_02016	Syaq.g_01929
OG0000559	Syab.g_02012	Syaq.g_01933
