Orthogroup	Syab	Syai
OG0000102	Syab.g_00104	Syai.g_00106
OG0000103	Syab.g_02895	Syai.g_02912
OG0000104	Syab.g_02910	Syai.g_02929
OG0000105	Syab.g_00303	Syai.g_00267
OG0000106	Syab.g_01817	Syai.g_01601
OG0000107	Syab.g_00367	Syai.g_00319
OG0000108	Syab.g_02096	Syai.g_00638
OG0000109	Syab.g_02112	Syai.g_00653
OG0000110	Syab.g_01984	Syai.g_00766
OG0000111	Syab.g_01201	Syai.g_00884
OG0000112	Syab.g_01392	Syai.g_01512
OG0000113	Syab.g_01689	Syai.g_01367
OG0000114	Syab.g_01633, Syab.g_02656	Syai.g_01261
OG0000115	Syab.g_00748	Syai.g_00932
OG0000116	Syab.g_00945	Syai.g_02156
OG0000117	Syab.g_01018	Syai.g_01756
OG0000118	Syab.g_00897	Syai.g_00818
OG0000120	Syab.g_00229	Syai.g_00198
OG0000121	Syab.g_00772	Syai.g_00951
OG0000122	Syab.g_01839	Syai.g_01143
OG0000123	Syab.g_00454	Syai.g_00411
OG0000124	Syab.g_00088	Syai.g_00089
OG0000125	Syab.g_02763	Syai.g_02782
OG0000126	Syab.g_02908	Syai.g_02927
OG0000128	Syab.g_00012	Syai.g_00012
OG0000129	Syab.g_02749	Syai.g_02771
OG0000130	Syab.g_02434	Syai.g_02474
OG0000131	Syab.g_02564	Syai.g_02608
OG0000132	Syab.g_02584	Syai.g_02628
OG0000133	Syab.g_01387	Syai.g_01507
OG0000134	Syab.g_00554	Syai.g_00520
OG0000135	Syab.g_02815	Syai.g_02826
OG0000136	Syab.g_00588	Syai.g_02217
OG0000137	Syab.g_00697	Syai.g_00865
OG0000138	Syab.g_02113	Syai.g_00654
OG0000139	Syab.g_02035	Syai.g_00714
OG0000140	Syab.g_02033	Syai.g_00716
OG0000141	Syab.g_01931	Syai.g_01041
OG0000142	Syab.g_01524, Syab.g_01873	Syai.g_01104
OG0000143	Syab.g_01870	Syai.g_01108
OG0000144	Syab.g_01757	Syai.g_01608
OG0000145	Syab.g_02120	Syai.g_00660
OG0000146	Syab.g_01393	Syai.g_01513
OG0000147	Syab.g_01394	Syai.g_01514
OG0000148	Syab.g_01683, Syab.g_01682	Syai.g_01361
OG0000149	Syab.g_01720	Syai.g_02059
OG0000150	Syab.g_01930	Syai.g_00717
OG0000151	Syab.g_01612	Syai.g_01280
OG0000152	Syab.g_01383	Syai.g_01503
OG0000153	Syab.g_01343	Syai.g_01461
OG0000154	Syab.g_01317	Syai.g_01434
OG0000155	Syab.g_01009	Syai.g_02109
OG0000156	Syab.g_00933	Syai.g_02162
OG0000157	Syab.g_00932	Syai.g_02163
OG0000158	Syab.g_00161	Syai.g_00135
OG0000160	Syab.g_00774	Syai.g_00952
OG0000161	Syab.g_00766	Syai.g_00946
OG0000162	Syab.g_00755	Syai.g_00939
OG0000163	Syab.g_02173	Syai.g_02300
OG0000164	Syab.g_02307	Syai.g_02411
OG0000165	Syab.g_02316	Syai.g_02244
OG0000166	Syab.g_00407	Syai.g_00364
OG0000167	Syab.g_00205	Syai.g_00164
OG0000168	Syab.g_00136	Syai.g_00134
OG0000169	Syab.g_00125	Syai.g_00123
OG0000170	Syab.g_00118	Syai.g_00116
OG0000171	Syab.g_00089	Syai.g_00090
OG0000172	Syab.g_00080	Syai.g_00083
OG0000173	Syab.g_00061	Syai.g_00064
OG0000174	Syab.g_02819	Syai.g_02828
OG0000175	Syab.g_02876	Syai.g_02901
OG0000176	Syab.g_00004	Syai.g_00004
OG0000177	Syab.g_00005	Syai.g_00005
OG0000178	Syab.g_00006	Syai.g_00006
OG0000179	Syab.g_00022	Syai.g_00023
OG0000180	Syab.g_00023	Syai.g_00024
OG0000181	Syab.g_00024	Syai.g_00025
OG0000182	Syab.g_00025	Syai.g_00026
OG0000183	Syab.g_00029	Syai.g_00030
OG0000184	Syab.g_02738	Syai.g_02756
OG0000185	Syab.g_02715	Syai.g_02734
OG0000186	Syab.g_02430	Syai.g_02469
OG0000187	Syab.g_02431	Syai.g_02471
OG0000188	Syab.g_02454	Syai.g_02494, Syai.g_00696
OG0000189	Syab.g_02487	Syai.g_02530
OG0000190	Syab.g_00190, Syab.g_00139	Syai.g_02532
OG0000191	Syab.g_02522	Syai.g_02562
OG0000192	Syab.g_02528	Syai.g_02569
OG0000193	Syab.g_02565	Syai.g_02609
OG0000194	Syab.g_02568	Syai.g_02612
OG0000195	Syab.g_02570	Syai.g_02614
OG0000196	Syab.g_02581	Syai.g_02625
OG0000197	Syab.g_02582	Syai.g_02626
OG0000198	Syab.g_02583	Syai.g_02627
OG0000199	Syab.g_02591	Syai.g_02635
OG0000200	Syab.g_02611	Syai.g_02651
OG0000202	Syab.g_02629	Syai.g_02668
OG0000203	Syab.g_02630	Syai.g_02669
OG0000204	Syab.g_02631	Syai.g_02670
OG0000205	Syab.g_02638	Syai.g_02677
OG0000206	Syab.g_02674	Syai.g_02684
OG0000207	Syab.g_02677	Syai.g_02686
OG0000208	Syab.g_02678	Syai.g_02687
OG0000209	Syab.g_02698	Syai.g_02699
OG0000210	Syab.g_02699	Syai.g_02700
OG0000211	Syab.g_02374	Syai.g_00533
OG0000212	Syab.g_02365	Syai.g_00544
OG0000213	Syab.g_00332	Syai.g_00292
OG0000214	Syab.g_00312	Syai.g_00276
OG0000215	Syab.g_00281	Syai.g_00245
OG0000216	Syab.g_00277	Syai.g_00241
OG0000217	Syab.g_00273	Syai.g_00237
OG0000218	Syab.g_00271	Syai.g_00235
OG0000219	Syab.g_00270	Syai.g_00234
OG0000220	Syab.g_00269	Syai.g_00233
OG0000221	Syab.g_00257	Syai.g_00227
OG0000222	Syab.g_00244	Syai.g_00215
OG0000223	Syab.g_00226	Syai.g_00194
OG0000224	Syab.g_00223	Syai.g_00186
OG0000225	Syab.g_00538	Syai.g_00502
OG0000226	Syab.g_00542	Syai.g_00506
OG0000227	Syab.g_00544	Syai.g_00508
OG0000228	Syab.g_00550	Syai.g_00516
OG0000229	Syab.g_00583	Syai.g_02228
OG0000230	Syab.g_00585	Syai.g_02226
OG0000231	Syab.g_00613	Syai.g_02208
OG0000232	Syab.g_00631	Syai.g_00846
OG0000233	Syab.g_00645	Syai.g_00855
OG0000234	Syab.g_00699	Syai.g_00866
OG0000235	Syab.g_02095	Syai.g_00637
OG0000236	Syab.g_02111	Syai.g_00652
OG0000237	Syab.g_02129	Syai.g_00669
OG0000238	Syab.g_02134	Syai.g_00674
OG0000239	Syab.g_02151	Syai.g_00691
OG0000240	Syab.g_02152	Syai.g_00692
OG0000241	Syab.g_01884	Syai.g_01089, Syai.g_01085
OG0000242	Syab.g_02043	Syai.g_00705
OG0000243	Syab.g_02025	Syai.g_00726
OG0000244	Syab.g_02017	Syai.g_00731
OG0000245	Syab.g_02015	Syai.g_00733
OG0000246	Syab.g_02011	Syai.g_00737
OG0000247	Syab.g_01999	Syai.g_00748
OG0000248	Syab.g_01996	Syai.g_00751
OG0000249	Syab.g_01994	Syai.g_00753
OG0000250	Syab.g_01988	Syai.g_00762
OG0000251	Syab.g_01961	Syai.g_00789
OG0000252	Syab.g_01958	Syai.g_00797
OG0000253	Syab.g_01956	Syai.g_00798
OG0000254	Syab.g_01925	Syai.g_01045
OG0000255	Syab.g_01912	Syai.g_01061
OG0000256	Syab.g_01890	Syai.g_01077
OG0000257	Syab.g_01885	Syai.g_01084
OG0000258	Syab.g_01861	Syai.g_01113
OG0000259	Syab.g_01538	Syai.g_01229
OG0000260	Syab.g_01544	Syai.g_01232
OG0000261	Syab.g_01556	Syai.g_01235
OG0000262	Syab.g_01561	Syai.g_01240
OG0000263	Syab.g_01035	Syai.g_01776
OG0000264	Syab.g_01173	Syai.g_01962
OG0000265	Syab.g_01773	Syai.g_02245
OG0000266	Syab.g_01667	Syai.g_01401
OG0000267	Syab.g_01433	Syai.g_01569
OG0000268	Syab.g_01432	Syai.g_01568
OG0000269	Syab.g_01650	Syai.g_01316
OG0000270	Syab.g_01657	Syai.g_01319
OG0000271	Syab.g_01279	Syai.g_01327
OG0000272	Syab.g_01280	Syai.g_01328
OG0000274	Syab.g_01700	Syai.g_02038
OG0000275	Syab.g_01704	Syai.g_02043
OG0000276	Syab.g_01712	Syai.g_02051
OG0000277	Syab.g_01713	Syai.g_02052
OG0000278	Syab.g_01716	Syai.g_02055
OG0000279	Syab.g_01724	Syai.g_02063
OG0000280	Syab.g_01736	Syai.g_02084
OG0000281	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546	Syai.g_01719
OG0000282	Syab.g_01631	Syai.g_01263
OG0000283	Syab.g_01418	Syai.g_01554
OG0000284	Syab.g_01413	Syai.g_01548
OG0000285	Syab.g_01402	Syai.g_01522
OG0000286	Syab.g_01384	Syai.g_01504
OG0000287	Syab.g_01350	Syai.g_01469
OG0000288	Syab.g_01318	Syai.g_01435
OG0000289	Syab.g_01303	Syai.g_01421
OG0000290	Syab.g_01213	Syai.g_02010
OG0000291	Syab.g_01211	Syai.g_02008
OG0000292	Syab.g_02907	Syai.g_02926
OG0000293	Syab.g_00946	Syai.g_02155
OG0000294	Syab.g_00947	Syai.g_02154
OG0000295	Syab.g_01001	Syai.g_02117
OG0000296	Syab.g_01003	Syai.g_02115
OG0000297	Syab.g_01016	Syai.g_01754
OG0000298	Syab.g_01017	Syai.g_01755
OG0000299	Syab.g_01047	Syai.g_01783
OG0000300	Syab.g_01054	Syai.g_01790
OG0000301	Syab.g_01055	Syai.g_01791
OG0000302	Syab.g_01056	Syai.g_01793
OG0000303	Syab.g_01149	Syai.g_01802
OG0000304	Syab.g_01143	Syai.g_01826
OG0000305	Syab.g_01208	Syai.g_02005
OG0000306	Syab.g_01819	Syai.g_02090
OG0000307	Syab.g_02078	Syai.g_00619
OG0000308	Syab.g_02076	Syai.g_00617
OG0000309	Syab.g_02071	Syai.g_00612
OG0000310	Syab.g_00817	Syai.g_00989
OG0000311	Syab.g_00811	Syai.g_00985
OG0000312	Syab.g_00793	Syai.g_00966
OG0000313	Syab.g_00769	Syai.g_00949
OG0000314	Syab.g_00736	Syai.g_00908
OG0000315	Syab.g_00726	Syai.g_00897
OG0000316	Syab.g_02189	Syai.g_02320, Syai.g_02322
OG0000317	Syab.g_02251	Syai.g_02373
OG0000318	Syab.g_02257	Syai.g_02379
OG0000319	Syab.g_02291	Syai.g_02395
OG0000320	Syab.g_02293	Syai.g_02397
OG0000321	Syab.g_02294	Syai.g_02398
OG0000322	Syab.g_02295	Syai.g_02399
OG0000323	Syab.g_02310	Syai.g_02413
OG0000324	Syab.g_02341	Syai.g_02272
OG0000325	Syab.g_00368	Syai.g_00320
OG0000326	Syab.g_00375	Syai.g_00327
OG0000327	Syab.g_00402	Syai.g_00359
OG0000328	Syab.g_00403	Syai.g_00360
OG0000329	Syab.g_00420	Syai.g_00378
OG0000330	Syab.g_00421	Syai.g_00379
OG0000331	Syab.g_00422	Syai.g_00380
OG0000332	Syab.g_00437	Syai.g_00395
OG0000333	Syab.g_00440	Syai.g_00398
OG0000334	Syab.g_00450	Syai.g_00407
OG0000335	Syab.g_00455	Syai.g_00412
OG0000336	Syab.g_00459	Syai.g_00416
OG0000337	Syab.g_00210	Syai.g_00169
OG0000338	Syab.g_00207	Syai.g_00166
OG0000339	Syab.g_00201	Syai.g_00160
OG0000340	Syab.g_00135	Syai.g_00133
OG0000341	Syab.g_00157, Syab.g_00133	Syai.g_00131
OG0000342	Syab.g_00132	Syai.g_00130
OG0000343	Syab.g_00131	Syai.g_00129
OG0000344	Syab.g_02424, Syab.g_00127	Syai.g_00125
OG0000345	Syab.g_00117	Syai.g_00115
OG0000346	Syab.g_00112	Syai.g_00110
OG0000347	Syab.g_00087	Syai.g_00087
OG0000348	Syab.g_00076	Syai.g_00076
OG0000349	Syab.g_00054	Syai.g_00057
OG0000350	Syab.g_00382	Syai.g_00334
OG0000351	Syab.g_02879	Syai.g_02904
OG0000352	Syab.g_02880	Syai.g_02905
OG0000353	Syab.g_02913	Syai.g_02932
OG0000354	Syab.g_02140	Syai.g_00680
OG0000354	Syab.g_00020	Syai.g_00019
OG0000355	Syab.g_00001	Syai.g_00001
OG0000356	Syab.g_00002	Syai.g_00002
OG0000357	Syab.g_00003	Syai.g_00003
OG0000358	Syab.g_00007	Syai.g_00007
OG0000359	Syab.g_00009	Syai.g_00009
OG0000360	Syab.g_00010	Syai.g_00010
OG0000361	Syab.g_00011	Syai.g_00011
OG0000362	Syab.g_00013	Syai.g_00013
OG0000363	Syab.g_00015	Syai.g_00015
OG0000364	Syab.g_00016	Syai.g_00016
OG0000365	Syab.g_00026	Syai.g_00027
OG0000366	Syab.g_00027	Syai.g_00028
OG0000367	Syab.g_00028	Syai.g_00029
OG0000368	Syab.g_00030	Syai.g_00031
OG0000369	Syab.g_00031	Syai.g_00032
OG0000370	Syab.g_00032	Syai.g_00033
OG0000371	Syab.g_00711, Syab.g_00039	Syai.g_00041
OG0000372	Syab.g_00045	Syai.g_00047
OG0000373	Syab.g_00046	Syai.g_00048
OG0000374	Syab.g_00047	Syai.g_00049
OG0000375	Syab.g_00050	Syai.g_00053
OG0000376	Syab.g_00052	Syai.g_00055
OG0000377	Syab.g_02748	Syai.g_02769
OG0000378	Syab.g_02717	Syai.g_02751
OG0000379	Syab.g_02714	Syai.g_02733
OG0000380	Syab.g_02432	Syai.g_02472
OG0000381	Syab.g_02435	Syai.g_02475
OG0000382	Syab.g_02453	Syai.g_02493
OG0000383	Syab.g_02459	Syai.g_02498
OG0000384	Syab.g_02460	Syai.g_02499
OG0000385	Syab.g_02461	Syai.g_02500
OG0000386	Syab.g_02462	Syai.g_02501
OG0000387	Syab.g_02491	Syai.g_02534
OG0000388	Syab.g_02495	Syai.g_02538
OG0000389	Syab.g_02499	Syai.g_02542
OG0000390	Syab.g_02516	Syai.g_02556
OG0000391	Syab.g_02521	Syai.g_02561
OG0000392	Syab.g_02527	Syai.g_02568
OG0000393	Syab.g_02530	Syai.g_02570
OG0000394	Syab.g_02531	Syai.g_02571
OG0000395	Syab.g_02532	Syai.g_02572
OG0000396	Syab.g_02535	Syai.g_02575
OG0000397	Syab.g_02537	Syai.g_02577
OG0000398	Syab.g_02542	Syai.g_02582
OG0000399	Syab.g_02543	Syai.g_02583
OG0000400	Syab.g_02544	Syai.g_02584
OG0000401	Syab.g_02545	Syai.g_02585
OG0000402	Syab.g_02547	Syai.g_02588
OG0000403	Syab.g_02548	Syai.g_02589
OG0000404	Syab.g_02550	Syai.g_02590
OG0000405	Syab.g_02562	Syai.g_02606
OG0000406	Syab.g_02566	Syai.g_02610
OG0000407	Syab.g_02567	Syai.g_02611
OG0000408	Syab.g_02569	Syai.g_02613
OG0000409	Syab.g_02571	Syai.g_02615
OG0000410	Syab.g_02572	Syai.g_02616
OG0000411	Syab.g_02573	Syai.g_02617
OG0000412	Syab.g_02574	Syai.g_02618
OG0000413	Syab.g_02576	Syai.g_02620
OG0000414	Syab.g_02577	Syai.g_02621
OG0000415	Syab.g_02578	Syai.g_02622
OG0000416	Syab.g_02579	Syai.g_02623
OG0000417	Syab.g_02580	Syai.g_02624
OG0000418	Syab.g_02585	Syai.g_02629
OG0000419	Syab.g_02587	Syai.g_02631
OG0000420	Syab.g_02589	Syai.g_02633
OG0000421	Syab.g_02595	Syai.g_02638
OG0000422	Syab.g_02596	Syai.g_02639
OG0000423	Syab.g_02597	Syai.g_02640
OG0000424	Syab.g_02598	Syai.g_02641
OG0000425	Syab.g_02599	Syai.g_02642
OG0000426	Syab.g_02600	Syai.g_02643
OG0000427	Syab.g_02601	Syai.g_02644
OG0000428	Syab.g_02604	Syai.g_02647
OG0000429	Syab.g_02608	Syai.g_02649
OG0000430	Syab.g_02610	Syai.g_02650
OG0000431	Syab.g_02613	Syai.g_02654
OG0000432	Syab.g_02619	Syai.g_02660
OG0000433	Syab.g_02622	Syai.g_02662
OG0000434	Syab.g_02623	Syai.g_02663
OG0000435	Syab.g_02625	Syai.g_02666
OG0000436	Syab.g_02632	Syai.g_02671
OG0000437	Syab.g_02633	Syai.g_02672
OG0000438	Syab.g_02634	Syai.g_02673
OG0000439	Syab.g_02636	Syai.g_02675
OG0000440	Syab.g_02637	Syai.g_02676
OG0000441	Syab.g_02641	Syai.g_02681
OG0000442	Syab.g_02642	Syai.g_02682
OG0000443	Syab.g_02668	Syai.g_02683
OG0000444	Syab.g_02681	Syai.g_02688
OG0000445	Syab.g_02682	Syai.g_02689
OG0000446	Syab.g_02684	Syai.g_02690
OG0000447	Syab.g_02687	Syai.g_02693
OG0000448	Syab.g_02688	Syai.g_02694
OG0000449	Syab.g_02689	Syai.g_02695
OG0000450	Syab.g_02695	Syai.g_02696
OG0000451	Syab.g_02696	Syai.g_02697
OG0000452	Syab.g_02701	Syai.g_02701
OG0000453	Syab.g_02702	Syai.g_02702
OG0000454	Syab.g_02703	Syai.g_02703
OG0000455	Syab.g_02704	Syai.g_02704
OG0000456	Syab.g_02705	Syai.g_02705
OG0000457	Syab.g_02707	Syai.g_02707
OG0000458	Syab.g_02708	Syai.g_02708
OG0000459	Syab.g_02709	Syai.g_02709
OG0000460	Syab.g_02372	Syai.g_00535
OG0000461	Syab.g_00356	Syai.g_00314
OG0000462	Syab.g_00352	Syai.g_00311
OG0000463	Syab.g_00351	Syai.g_00310
OG0000464	Syab.g_00350	Syai.g_00309
OG0000465	Syab.g_00349	Syai.g_00307
OG0000466	Syab.g_00343	Syai.g_00303
OG0000467	Syab.g_00341	Syai.g_00301
OG0000468	Syab.g_00336	Syai.g_00296
OG0000469	Syab.g_00318	Syai.g_00282
OG0000470	Syab.g_00316	Syai.g_00280
OG0000471	Syab.g_00315	Syai.g_00279
OG0000472	Syab.g_00313	Syai.g_00277
OG0000473	Syab.g_00311	Syai.g_00275
OG0000474	Syab.g_00310	Syai.g_00274
OG0000475	Syab.g_00309	Syai.g_00273
OG0000476	Syab.g_00307	Syai.g_00271
OG0000477	Syab.g_00301	Syai.g_00265
OG0000478	Syab.g_00300	Syai.g_00264
OG0000479	Syab.g_00299	Syai.g_00263
OG0000480	Syab.g_00292	Syai.g_00256
OG0000481	Syab.g_00290	Syai.g_00254
OG0000482	Syab.g_00289	Syai.g_00253
OG0000483	Syab.g_00285	Syai.g_00249
OG0000484	Syab.g_00284	Syai.g_00248
OG0000485	Syab.g_00283	Syai.g_00247
OG0000486	Syab.g_00282	Syai.g_00246
OG0000487	Syab.g_00276	Syai.g_00240
OG0000488	Syab.g_00272	Syai.g_00236
OG0000489	Syab.g_00256	Syai.g_00226
OG0000490	Syab.g_00247	Syai.g_00218
OG0000491	Syab.g_00245	Syai.g_00217
OG0000492	Syab.g_00243	Syai.g_00214
OG0000493	Syab.g_00242	Syai.g_00213
OG0000494	Syab.g_00241	Syai.g_00212
OG0000495	Syab.g_00240	Syai.g_00211
OG0000496	Syab.g_00239	Syai.g_00210
OG0000497	Syab.g_00238	Syai.g_00209
OG0000498	Syab.g_00237	Syai.g_00208
OG0000499	Syab.g_00236	Syai.g_00207
OG0000500	Syab.g_00235	Syai.g_00206
OG0000501	Syab.g_00232	Syai.g_00203
OG0000502	Syab.g_00224	Syai.g_00192
OG0000503	Syab.g_00523	Syai.g_00486
OG0000504	Syab.g_00525	Syai.g_00488
OG0000505	Syab.g_00526	Syai.g_00489
OG0000506	Syab.g_00528	Syai.g_00491
OG0000507	Syab.g_00533	Syai.g_00497
OG0000508	Syab.g_00537	Syai.g_00501
OG0000509	Syab.g_00539	Syai.g_00503
OG0000510	Syab.g_00540	Syai.g_00504
OG0000511	Syab.g_00541	Syai.g_00505
OG0000512	Syab.g_00543	Syai.g_00507
OG0000513	Syab.g_00555	Syai.g_00521
OG0000514	Syab.g_00566	Syai.g_00528
OG0000515	Syab.g_00567	Syai.g_00529
OG0000516	Syab.g_00575	Syai.g_02223
OG0000517	Syab.g_00582	Syai.g_02229
OG0000518	Syab.g_00594	Syai.g_02211
OG0000519	Syab.g_00610	Syai.g_02210
OG0000520	Syab.g_00611	Syai.g_02209
OG0000521	Syab.g_00624	Syai.g_00842
OG0000522	Syab.g_00626	Syai.g_00844
OG0000523	Syab.g_00627	Syai.g_00845
OG0000524	Syab.g_00640	Syai.g_00852
OG0000525	Syab.g_00671	Syai.g_00856
OG0000526	Syab.g_00689	Syai.g_00859
OG0000527	Syab.g_00695	Syai.g_00863
OG0000528	Syab.g_02092	Syai.g_00633
OG0000529	Syab.g_02097	Syai.g_00639
OG0000530	Syab.g_02100	Syai.g_00642
OG0000531	Syab.g_02101	Syai.g_00643
OG0000532	Syab.g_02104	Syai.g_00646
OG0000533	Syab.g_02106	Syai.g_00647
OG0000534	Syab.g_02107	Syai.g_00648
OG0000535	Syab.g_02108	Syai.g_00649
OG0000536	Syab.g_02109	Syai.g_00650
OG0000537	Syab.g_02110	Syai.g_00651
OG0000538	Syab.g_02122	Syai.g_00662
OG0000539	Syab.g_02123	Syai.g_00663
OG0000540	Syab.g_02124	Syai.g_00664
OG0000541	Syab.g_02125	Syai.g_00665
OG0000542	Syab.g_02128	Syai.g_00668
OG0000543	Syab.g_02130	Syai.g_00670
OG0000544	Syab.g_02131	Syai.g_00671
OG0000545	Syab.g_02133	Syai.g_00673
OG0000546	Syab.g_02135	Syai.g_00675
OG0000547	Syab.g_02137	Syai.g_00677
OG0000548	Syab.g_02138	Syai.g_00678
OG0000549	Syab.g_02144	Syai.g_00684
OG0000550	Syab.g_02149	Syai.g_00689
OG0000551	Syab.g_02153	Syai.g_00694
OG0000552	Syab.g_02154	Syai.g_00695
OG0000553	Syab.g_02046	Syai.g_00698
OG0000554	Syab.g_02040	Syai.g_00708
OG0000555	Syab.g_02026	Syai.g_00725
OG0000556	Syab.g_02022	Syai.g_00728
OG0000557	Syab.g_02019	Syai.g_00730
OG0000558	Syab.g_02016	Syai.g_00732
OG0000559	Syab.g_02012	Syai.g_00736
OG0000560	Syab.g_02009	Syai.g_00739
OG0000561	Syab.g_02008	Syai.g_00740
OG0000562	Syab.g_02007	Syai.g_00741
OG0000563	Syab.g_02006	Syai.g_00742
OG0000564	Syab.g_02005	Syai.g_00743
OG0000565	Syab.g_02001	Syai.g_00746
OG0000566	Syab.g_01997	Syai.g_00750
OG0000567	Syab.g_01993	Syai.g_00754
