Orthogroup	Syab	Prav
OG0000175	Syab.g_02876	Prav.g_00765
OG0000176	Syab.g_00004	Prav.g_00790
OG0000177	Syab.g_00005	Prav.g_00791
OG0000178	Syab.g_00006	Prav.g_00792
OG0000179	Syab.g_00022	Prav.g_00084
OG0000180	Syab.g_00023	Prav.g_00085
OG0000181	Syab.g_00024	Prav.g_00086
OG0000182	Syab.g_00025	Prav.g_00087
OG0000183	Syab.g_00029	Prav.g_00091
OG0000184	Syab.g_02738	Prav.g_00117
OG0000185	Syab.g_02715	Prav.g_00120
OG0000186	Syab.g_02430	Prav.g_00129
OG0000187	Syab.g_02431	Prav.g_00130
OG0000188	Syab.g_02454	Prav.g_00147
OG0000189	Syab.g_02487	Prav.g_00161
OG0000190	Syab.g_00190, Syab.g_00139	Prav.g_00162
OG0000191	Syab.g_02522	Prav.g_00182
OG0000192	Syab.g_02528	Prav.g_00186
OG0000193	Syab.g_02565	Prav.g_00213
OG0000194	Syab.g_02568	Prav.g_00216
OG0000195	Syab.g_02570	Prav.g_00887
OG0000196	Syab.g_02581	Prav.g_00877
OG0000197	Syab.g_02582	Prav.g_00876
OG0000198	Syab.g_02583	Prav.g_00875
OG0000199	Syab.g_02591	Prav.g_00868
OG0000200	Syab.g_02611	Prav.g_00854
OG0000201	Syab.g_02628	Prav.g_00846
OG0000202	Syab.g_02629	Prav.g_00845
OG0000203	Syab.g_02630	Prav.g_00844
OG0000204	Syab.g_02631	Prav.g_00843
OG0000205	Syab.g_02638	Prav.g_00836
OG0000206	Syab.g_02674	Prav.g_00831
OG0000207	Syab.g_02677	Prav.g_00829
OG0000208	Syab.g_02678	Prav.g_00828
OG0000209	Syab.g_02698	Prav.g_00819
OG0000210	Syab.g_02699	Prav.g_00818
OG0000212	Syab.g_02365	Prav.g_00798
OG0000213	Syab.g_00332	Prav.g_01904
OG0000214	Syab.g_00312	Prav.g_01914
OG0000215	Syab.g_00281	Prav.g_01938
OG0000216	Syab.g_00277	Prav.g_01940
OG0000217	Syab.g_00273	Prav.g_01943
OG0000218	Syab.g_00271	Prav.g_01945
OG0000219	Syab.g_00270	Prav.g_01946
OG0000220	Syab.g_00269	Prav.g_01947
OG0000221	Syab.g_00257	Prav.g_01948
OG0000222	Syab.g_00244	Prav.g_01956
OG0000223	Syab.g_00226	Prav.g_01969
OG0000224	Syab.g_00223	Prav.g_01971
OG0000225	Syab.g_00538	Prav.g_01992
OG0000226	Syab.g_00542	Prav.g_01996
OG0000227	Syab.g_00544	Prav.g_01998
OG0000228	Syab.g_00550	Prav.g_00974
OG0000229	Syab.g_00583	Prav.g_01035
OG0000230	Syab.g_00585	Prav.g_01037
OG0000231	Syab.g_00613	Prav.g_01048
OG0000232	Syab.g_00631	Prav.g_01056
OG0000233	Syab.g_00645	Prav.g_01061
OG0000234	Syab.g_00699	Prav.g_01074
OG0000235	Syab.g_02095	Prav.g_01077
OG0000236	Syab.g_02111	Prav.g_01091
OG0000237	Syab.g_02129	Prav.g_01104
OG0000238	Syab.g_02134	Prav.g_01110
OG0000239	Syab.g_02151	Prav.g_01123
OG0000240	Syab.g_02152	Prav.g_01124
OG0000241	Syab.g_01884	Prav.g_01128
OG0000242	Syab.g_02043	Prav.g_01130
OG0000243	Syab.g_02025	Prav.g_00954, Prav.g_01141
OG0000244	Syab.g_02017	Prav.g_01144
OG0000245	Syab.g_02015	Prav.g_01146
OG0000246	Syab.g_02011	Prav.g_01150
OG0000247	Syab.g_01999	Prav.g_01160
OG0000248	Syab.g_01996	Prav.g_01162
OG0000249	Syab.g_01994	Prav.g_01164
OG0000250	Syab.g_01988	Prav.g_01169
OG0000251	Syab.g_01961	Prav.g_01187
OG0000252	Syab.g_01958	Prav.g_01190
OG0000253	Syab.g_01956	Prav.g_01191
OG0000254	Syab.g_01925	Prav.g_01207
OG0000255	Syab.g_01912	Prav.g_01213
OG0000256	Syab.g_01890	Prav.g_01225
OG0000257	Syab.g_01885	Prav.g_01228
OG0000258	Syab.g_01861	Prav.g_01241
OG0000259	Syab.g_01538	Prav.g_01258
OG0000260	Syab.g_01544	Prav.g_01261
OG0000261	Syab.g_01556	Prav.g_01263
OG0000262	Syab.g_01561	Prav.g_01267
OG0000263	Syab.g_01035	Prav.g_01279
OG0000264	Syab.g_01173	Prav.g_01289
OG0000265	Syab.g_01773	Prav.g_00306
OG0000266	Syab.g_01667	Prav.g_00316
OG0000267	Syab.g_01433	Prav.g_00327
OG0000268	Syab.g_01432	Prav.g_00328
OG0000269	Syab.g_01650	Prav.g_00392
OG0000270	Syab.g_01657	Prav.g_00395
OG0000271	Syab.g_01279	Prav.g_00403
OG0000272	Syab.g_01280	Prav.g_00404
OG0000274	Syab.g_01700	Prav.g_00428
OG0000275	Syab.g_01704	Prav.g_00430
OG0000276	Syab.g_01712	Prav.g_00435
OG0000277	Syab.g_01713	Prav.g_00436
OG0000278	Syab.g_01716	Prav.g_00439
OG0000279	Syab.g_01724	Prav.g_00446
OG0000280	Syab.g_01736	Prav.g_00447
OG0000281	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546	Prav.g_00452
OG0000282	Syab.g_01631	Prav.g_00501
OG0000283	Syab.g_01418	Prav.g_00533
OG0000284	Syab.g_01413	Prav.g_00538
OG0000285	Syab.g_01402	Prav.g_00543
OG0000286	Syab.g_01384	Prav.g_00555
OG0000288	Syab.g_01318	Prav.g_00906
OG0000289	Syab.g_01303	Prav.g_00917
OG0000290	Syab.g_01213	Prav.g_00930
OG0000291	Syab.g_01211	Prav.g_00932
OG0000292	Syab.g_02907	Prav.g_00261
OG0000293	Syab.g_00946	Prav.g_00056
OG0000294	Syab.g_00947	Prav.g_00057
OG0000295	Syab.g_01001	Prav.g_00077
OG0000296	Syab.g_01003	Prav.g_01867
OG0000297	Syab.g_01016	Prav.g_01859
OG0000298	Syab.g_01017	Prav.g_01858
OG0000299	Syab.g_01047	Prav.g_01841
OG0000300	Syab.g_01054	Prav.g_01838
OG0000301	Syab.g_01055	Prav.g_00955, Prav.g_01837
OG0000302	Syab.g_01056	Prav.g_01835
OG0000303	Syab.g_01149	Prav.g_01828
OG0000304	Syab.g_01143	Prav.g_01824
OG0000305	Syab.g_01208	Prav.g_01465
OG0000306	Syab.g_01819	Prav.g_01468
OG0000307	Syab.g_02078	Prav.g_01482
OG0000308	Syab.g_02076	Prav.g_01483
OG0000309	Syab.g_02071	Prav.g_01487
OG0000310	Syab.g_00817	Prav.g_01563
OG0000311	Syab.g_00811	Prav.g_01565
OG0000312	Syab.g_00793	Prav.g_01568
OG0000313	Syab.g_00769	Prav.g_01582
OG0000314	Syab.g_00736	Prav.g_01605
OG0000315	Syab.g_00726	Prav.g_01615
OG0000316	Syab.g_02189	Prav.g_01635
OG0000317	Syab.g_02251	Prav.g_01759
OG0000318	Syab.g_02257	Prav.g_01762
OG0000319	Syab.g_02291	Prav.g_01775
OG0000320	Syab.g_02293	Prav.g_01777
OG0000321	Syab.g_02294	Prav.g_01778
OG0000322	Syab.g_02295	Prav.g_01779
OG0000323	Syab.g_02310	Prav.g_01788
OG0000324	Syab.g_02341	Prav.g_01815
OG0000325	Syab.g_00368	Prav.g_00269
OG0000326	Syab.g_00375	Prav.g_00275
OG0000327	Syab.g_00402	Prav.g_00591
OG0000328	Syab.g_00403	Prav.g_00592
OG0000329	Syab.g_00420	Prav.g_00609
OG0000330	Syab.g_00421	Prav.g_00610
OG0000331	Syab.g_00422	Prav.g_00611
OG0000332	Syab.g_00437	Prav.g_00625
OG0000333	Syab.g_00440	Prav.g_00627
OG0000334	Syab.g_00450	Prav.g_00635
OG0000335	Syab.g_00455	Prav.g_00640
OG0000336	Syab.g_00459	Prav.g_00644
OG0000337	Syab.g_00210	Prav.g_00661
OG0000338	Syab.g_00207	Prav.g_00662
OG0000339	Syab.g_00201	Prav.g_00666
OG0000340	Syab.g_00135	Prav.g_00674
OG0000341	Syab.g_00157, Syab.g_00133	Prav.g_00676
OG0000342	Syab.g_00132	Prav.g_00677
OG0000343	Syab.g_00131	Prav.g_00678
OG0000344	Syab.g_00127	Prav.g_00681
OG0000345	Syab.g_00117	Prav.g_00686
OG0000346	Syab.g_00112	Prav.g_00690
OG0000347	Syab.g_00087	Prav.g_00706
OG0000348	Syab.g_00076	Prav.g_00715
OG0000349	Syab.g_00054	Prav.g_00732
OG0000350	Syab.g_00382	Prav.g_00751
OG0000351	Syab.g_02879	Prav.g_00768
OG0000352	Syab.g_02880	Prav.g_00769
OG0000353	Syab.g_02913	Prav.g_00785
OG0000354	Syab.g_00020	Prav.g_01352
OG0000355	Syab.g_00001	Prav.g_00787
OG0000356	Syab.g_00002	Prav.g_00788
OG0000357	Syab.g_00003	Prav.g_00789
OG0000358	Syab.g_00007	Prav.g_00793
OG0000359	Syab.g_00009	Prav.g_00794
OG0000360	Syab.g_00010	Prav.g_00795
OG0000361	Syab.g_00011	Prav.g_00078
OG0000362	Syab.g_00013	Prav.g_00080
OG0000363	Syab.g_00015	Prav.g_00082
OG0000364	Syab.g_00016	Prav.g_00083
OG0000365	Syab.g_00026	Prav.g_00088
OG0000366	Syab.g_00027	Prav.g_00089
OG0000367	Syab.g_00028	Prav.g_00090
OG0000368	Syab.g_00030	Prav.g_00092
OG0000369	Syab.g_00031	Prav.g_00093
OG0000370	Syab.g_00032	Prav.g_00094
OG0000371	Syab.g_00711, Syab.g_00039	Prav.g_00100
OG0000372	Syab.g_00045	Prav.g_00103
OG0000373	Syab.g_00046	Prav.g_00104
OG0000374	Syab.g_00047	Prav.g_00105
OG0000375	Syab.g_00050	Prav.g_00111
OG0000376	Syab.g_00052	Prav.g_00113
OG0000377	Syab.g_02748	Prav.g_00116
OG0000378	Syab.g_02717	Prav.g_00118
OG0000379	Syab.g_02714	Prav.g_00121
OG0000380	Syab.g_02432	Prav.g_00131
OG0000381	Syab.g_02435	Prav.g_00135
OG0000382	Syab.g_02453	Prav.g_00146
OG0000383	Syab.g_02459	Prav.g_00148
OG0000384	Syab.g_02460	Prav.g_00149
OG0000385	Syab.g_02461	Prav.g_00150
OG0000386	Syab.g_02462	Prav.g_00151
OG0000387	Syab.g_02491	Prav.g_00164
OG0000388	Syab.g_02495	Prav.g_00167
OG0000389	Syab.g_02499	Prav.g_00171
OG0000390	Syab.g_02516	Prav.g_00178
OG0000391	Syab.g_02521	Prav.g_00181
OG0000392	Syab.g_02527	Prav.g_00185
OG0000393	Syab.g_02530	Prav.g_00187
OG0000394	Syab.g_02531	Prav.g_00188
OG0000395	Syab.g_02532	Prav.g_00189
OG0000396	Syab.g_02535	Prav.g_00192
OG0000397	Syab.g_02537	Prav.g_00194
OG0000398	Syab.g_02542	Prav.g_00196
OG0000399	Syab.g_02543	Prav.g_00197
OG0000400	Syab.g_02544	Prav.g_00198
OG0000401	Syab.g_02545	Prav.g_00199
OG0000402	Syab.g_02547	Prav.g_00201
OG0000403	Syab.g_02548	Prav.g_00202
OG0000404	Syab.g_02550	Prav.g_00203
OG0000405	Syab.g_02562	Prav.g_00207
OG0000406	Syab.g_02566	Prav.g_00214
OG0000407	Syab.g_02567	Prav.g_00215
OG0000409	Syab.g_02571	Prav.g_00886
OG0000410	Syab.g_02572	Prav.g_00885
OG0000411	Syab.g_02573	Prav.g_00884
OG0000412	Syab.g_02574	Prav.g_00883
OG0000413	Syab.g_02576	Prav.g_00882
OG0000414	Syab.g_02577	Prav.g_00881
OG0000415	Syab.g_02578	Prav.g_00880
OG0000416	Syab.g_02579	Prav.g_00879
OG0000417	Syab.g_02580	Prav.g_00878
OG0000418	Syab.g_02585	Prav.g_00873
OG0000419	Syab.g_02587	Prav.g_00871
OG0000420	Syab.g_02589	Prav.g_00870
OG0000421	Syab.g_02595	Prav.g_00865
OG0000422	Syab.g_02596	Prav.g_00864
OG0000423	Syab.g_02597	Prav.g_00863
OG0000424	Syab.g_02598	Prav.g_00862
OG0000425	Syab.g_02599	Prav.g_00861
OG0000426	Syab.g_02600	Prav.g_00860
OG0000427	Syab.g_02601	Prav.g_00859
OG0000428	Syab.g_02604	Prav.g_00857
OG0000429	Syab.g_02608	Prav.g_00856
OG0000430	Syab.g_02610	Prav.g_00855
OG0000431	Syab.g_02613	Prav.g_00853
OG0000432	Syab.g_02619	Prav.g_00850
OG0000433	Syab.g_02622	Prav.g_00849
OG0000434	Syab.g_02623	Prav.g_00848
OG0000435	Syab.g_02625	Prav.g_00847
OG0000436	Syab.g_02632	Prav.g_00842
OG0000437	Syab.g_02633	Prav.g_00841
OG0000438	Syab.g_02634	Prav.g_00840
OG0000439	Syab.g_02636	Prav.g_00838
OG0000440	Syab.g_02637	Prav.g_00837
OG0000441	Syab.g_02641	Prav.g_00834
OG0000442	Syab.g_02642	Prav.g_00833
OG0000443	Syab.g_02668	Prav.g_00832
OG0000444	Syab.g_02681	Prav.g_00827
OG0000445	Syab.g_02682	Prav.g_00826
OG0000446	Syab.g_02684	Prav.g_00825
OG0000447	Syab.g_02687	Prav.g_00824
OG0000448	Syab.g_02688	Prav.g_00823
OG0000449	Syab.g_02689	Prav.g_00822
OG0000450	Syab.g_02695	Prav.g_00821
OG0000451	Syab.g_02696	Prav.g_00820
OG0000452	Syab.g_02701	Prav.g_00817
OG0000453	Syab.g_02702	Prav.g_00816
OG0000454	Syab.g_02703	Prav.g_00815
OG0000455	Syab.g_02704	Prav.g_00814
OG0000456	Syab.g_02705	Prav.g_00813
OG0000457	Syab.g_02707	Prav.g_00812
OG0000458	Syab.g_02708	Prav.g_00811
OG0000459	Syab.g_02709	Prav.g_00810
OG0000460	Syab.g_02372	Prav.g_00803
OG0000461	Syab.g_00356	Prav.g_01889
OG0000462	Syab.g_00352	Prav.g_01891
OG0000463	Syab.g_00351	Prav.g_01892
OG0000464	Syab.g_00350	Prav.g_01893
OG0000465	Syab.g_00349	Prav.g_01894
OG0000466	Syab.g_00343	Prav.g_01897
OG0000467	Syab.g_00341	Prav.g_01898
OG0000468	Syab.g_00336	Prav.g_01900
OG0000469	Syab.g_00318	Prav.g_01909
OG0000470	Syab.g_00316	Prav.g_01911
OG0000471	Syab.g_00315	Prav.g_01912
OG0000472	Syab.g_00313	Prav.g_01913
OG0000473	Syab.g_00311	Prav.g_01915
OG0000474	Syab.g_00310	Prav.g_01916
OG0000475	Syab.g_00309	Prav.g_01917
OG0000476	Syab.g_00307	Prav.g_01918
OG0000477	Syab.g_00301	Prav.g_01921
OG0000478	Syab.g_00300	Prav.g_01922
OG0000479	Syab.g_00299	Prav.g_01923
OG0000480	Syab.g_00292	Prav.g_01928
OG0000481	Syab.g_00290	Prav.g_01930
OG0000482	Syab.g_00289	Prav.g_01931
OG0000483	Syab.g_00285	Prav.g_01934
OG0000484	Syab.g_00284	Prav.g_01935
OG0000485	Syab.g_00283	Prav.g_01936
OG0000486	Syab.g_00282	Prav.g_01937
OG0000487	Syab.g_00276	Prav.g_01941
OG0000488	Syab.g_00272	Prav.g_01944
OG0000489	Syab.g_00256	Prav.g_01949
OG0000490	Syab.g_00247	Prav.g_01954
OG0000491	Syab.g_00245	Prav.g_01955
OG0000492	Syab.g_00243	Prav.g_01957
OG0000493	Syab.g_00242	Prav.g_01958
OG0000494	Syab.g_00241	Prav.g_01959
OG0000495	Syab.g_00240	Prav.g_01960
OG0000496	Syab.g_00239	Prav.g_01961
OG0000497	Syab.g_00238	Prav.g_01962
OG0000498	Syab.g_00237	Prav.g_01963
OG0000499	Syab.g_00236	Prav.g_01964
OG0000500	Syab.g_00235	Prav.g_01965
OG0000501	Syab.g_00232	Prav.g_01967
OG0000502	Syab.g_00224	Prav.g_01970
OG0000503	Syab.g_00523	Prav.g_01980
OG0000504	Syab.g_00525	Prav.g_01981
OG0000505	Syab.g_00526	Prav.g_01982
OG0000506	Syab.g_00528	Prav.g_01984
OG0000507	Syab.g_00533	Prav.g_01987
OG0000508	Syab.g_00537	Prav.g_01991
OG0000509	Syab.g_00539	Prav.g_01993
OG0000510	Syab.g_00540	Prav.g_01994
OG0000511	Syab.g_00541	Prav.g_01995
OG0000512	Syab.g_00543	Prav.g_01997
OG0000513	Syab.g_00555	Prav.g_00977
OG0000514	Syab.g_00566	Prav.g_01030
OG0000515	Syab.g_00567	Prav.g_01031
OG0000516	Syab.g_00575	Prav.g_01032
OG0000517	Syab.g_00582	Prav.g_01034
OG0000518	Syab.g_00594	Prav.g_01045
OG0000519	Syab.g_00610	Prav.g_01046
OG0000520	Syab.g_00611	Prav.g_01047
OG0000521	Syab.g_00624	Prav.g_01052
OG0000522	Syab.g_00626	Prav.g_01053
OG0000523	Syab.g_00627	Prav.g_01054
OG0000524	Syab.g_00640	Prav.g_01059
OG0000525	Syab.g_00671	Prav.g_01062
OG0000526	Syab.g_00689	Prav.g_01063
OG0000527	Syab.g_00695	Prav.g_01071
OG0000528	Syab.g_02092	Prav.g_01076
OG0000529	Syab.g_02097	Prav.g_01079
OG0000530	Syab.g_02100	Prav.g_01082
OG0000531	Syab.g_02101	Prav.g_01083
OG0000532	Syab.g_02104	Prav.g_01085
OG0000533	Syab.g_02106	Prav.g_01086
OG0000534	Syab.g_02107	Prav.g_01087
OG0000535	Syab.g_02108	Prav.g_01088
OG0000536	Syab.g_02109	Prav.g_01089
OG0000537	Syab.g_02110	Prav.g_01090
OG0000538	Syab.g_02122	Prav.g_01098
OG0000539	Syab.g_02123	Prav.g_01099
OG0000540	Syab.g_02124	Prav.g_01100
OG0000541	Syab.g_02125	Prav.g_01101
OG0000542	Syab.g_02128	Prav.g_01103
OG0000543	Syab.g_02130	Prav.g_01105
OG0000544	Syab.g_02131	Prav.g_01106
OG0000545	Syab.g_02133	Prav.g_01108
OG0000546	Syab.g_02135	Prav.g_01111
OG0000547	Syab.g_02137	Prav.g_01113
OG0000548	Syab.g_02138	Prav.g_01114
OG0000549	Syab.g_02144	Prav.g_01116
OG0000550	Syab.g_02149	Prav.g_01121
OG0000551	Syab.g_02153	Prav.g_01125
OG0000552	Syab.g_02154	Prav.g_01126
OG0000553	Syab.g_02046	Prav.g_01127
OG0000554	Syab.g_02040	Prav.g_01132
OG0000555	Syab.g_02026	Prav.g_01140
OG0000556	Syab.g_02022	Prav.g_01142
OG0000557	Syab.g_02019	Prav.g_01143
OG0000558	Syab.g_02016	Prav.g_01145
OG0000559	Syab.g_02012	Prav.g_01149
OG0000560	Syab.g_02009	Prav.g_01152
OG0000561	Syab.g_02008	Prav.g_01153
OG0000562	Syab.g_02007	Prav.g_01154
OG0000563	Syab.g_02006	Prav.g_01155
OG0000564	Syab.g_02005	Prav.g_01156
OG0000565	Syab.g_02001	Prav.g_01159
OG0000566	Syab.g_01997	Prav.g_01161
OG0000567	Syab.g_01993	Prav.g_01165
OG0000568	Syab.g_01991	Prav.g_01166
OG0000569	Syab.g_01990	Prav.g_01167
OG0000570	Syab.g_01989	Prav.g_01168
OG0000571	Syab.g_01986	Prav.g_01170
OG0000572	Syab.g_01969	Prav.g_01183
OG0000573	Syab.g_01960	Prav.g_01188
OG0000574	Syab.g_01959	Prav.g_01189
OG0000575	Syab.g_01954	Prav.g_01193
OG0000576	Syab.g_01952	Prav.g_01195
OG0000577	Syab.g_01951	Prav.g_01196
OG0000578	Syab.g_01950	Prav.g_01197
OG0000579	Syab.g_01949	Prav.g_01198
OG0000580	Syab.g_01948	Prav.g_01199
OG0000581	Syab.g_01934	Prav.g_01201
OG0000582	Syab.g_01929	Prav.g_01204
