Orthogroup	Pral	Syap
OG0000144	Pral.g_01453	Syap.g_02504, Syap.g_02503, Syap.g_02502, Syap.g_02772
OG0000145	Pral.g_01037	Syap.g_01860, Syap.g_01859
OG0000146	Pral.g_01636	Syap.g_02024
OG0000147	Pral.g_01637	Syap.g_02025
OG0000148	Pral.g_01505	Syap.g_02720
OG0000149	Pral.g_01535	Syap.g_00824
OG0000150	Pral.g_01545	Syap.g_01540
OG0000151	Pral.g_01789	Syap.g_00142
OG0000152	Pral.g_01627	Syap.g_02012
OG0000153	Pral.g_01578	Syap.g_02682
OG0000154	Pral.g_01595	Syap.g_02761, Syap.g_02760, Syap.g_01876
OG0000155	Pral.g_01390	Syap.g_02777, Syap.g_01878, Syap.g_01879
OG0000156	Pral.g_01292	Syap.g_00248, Syap.g_00284, Syap.g_00283
OG0000157	Pral.g_01291	Syap.g_00249, Syap.g_00286
OG0000158	Pral.g_00287	Syap.g_01075
OG0000159	Pral.g_01263	Syap.g_00700, Syap.g_00852
OG0000160	Pral.g_01160	Syap.g_02470, Syap.g_02469
OG0000161	Pral.g_01154	Syap.g_02476
OG0000162	Pral.g_01148	Syap.g_02531
OG0000164	Pral.g_00131	Syap.g_01391, Syap.g_01392
OG0000165	Pral.g_00138	Syap.g_01381, Syap.g_01382
OG0000166	Pral.g_00206	Syap.g_00512, Syap.g_01238
OG0000167	Pral.g_00277	Syap.g_02080
OG0000168	Pral.g_00288	Syap.g_01076
OG0000169	Pral.g_00298	Syap.g_01049, Syap.g_01093
OG0000170	Pral.g_00301	Syap.g_01467, Syap.g_01106, Syap.g_01468
OG0000171	Pral.g_00321	Syap.g_01128, Syap.g_02454, Syap.g_02453
OG0000172	Pral.g_00328	Syap.g_01143, Syap.g_00635
OG0000173	Pral.g_00343	Syap.g_01213, Syap.g_00982, Syap.g_00983
OG0000174	Pral.g_00375	Syap.g_02092
OG0000175	Pral.g_00387	Syap.g_02654
OG0000176	Pral.g_00414	Syap.g_00059
OG0000177	Pral.g_00415	Syap.g_00061, Syap.g_00060
OG0000178	Pral.g_00416	Syap.g_00062
OG0000179	Pral.g_01028	Syap.g_00077, Syap.g_02638
OG0000180	Pral.g_01027	Syap.g_00078, Syap.g_02640
OG0000181	Pral.g_01026	Syap.g_00079, Syap.g_02641
OG0000182	Pral.g_01025	Syap.g_00080, Syap.g_02642
OG0000183	Pral.g_01021	Syap.g_00084
OG0000184	Pral.g_00996	Syap.g_01337
OG0000185	Pral.g_00993	Syap.g_01322
OG0000186	Pral.g_00984	Syap.g_01684
OG0000187	Pral.g_00983	Syap.g_01686
OG0000188	Pral.g_00965	Syap.g_02547
OG0000191	Pral.g_00928	Syap.g_02233
OG0000192	Pral.g_00923	Syap.g_02224
OG0000193	Pral.g_00899	Syap.g_02187, Syap.g_02188
OG0000194	Pral.g_00896	Syap.g_02183
OG0000195	Pral.g_00894	Syap.g_02180
OG0000196	Pral.g_00883	Syap.g_01208, Syap.g_02167
OG0000197	Pral.g_00882	Syap.g_01207, Syap.g_02166
OG0000198	Pral.g_00881	Syap.g_01206
OG0000199	Pral.g_00873	Syap.g_01197
OG0000200	Pral.g_00860	Syap.g_01181
OG0000201	Pral.g_00851	Syap.g_02265
OG0000202	Pral.g_00850	Syap.g_02264
OG0000203	Pral.g_00849	Syap.g_01601
OG0000204	Pral.g_00848	Syap.g_01602
OG0000205	Pral.g_00842	Syap.g_01616
OG0000206	Pral.g_00837	Syap.g_01628
OG0000207	Pral.g_00835	Syap.g_01426, Syap.g_00424
OG0000208	Pral.g_00834	Syap.g_00426, Syap.g_01425
OG0000209	Pral.g_00825	Syap.g_01906
OG0000210	Pral.g_00824	Syap.g_01905
OG0000211	Pral.g_00807	Syap.g_01160
OG0000212	Pral.g_00799	Syap.g_02664
OG0000213	Pral.g_00781	Syap.g_00107, Syap.g_01599
OG0000214	Pral.g_00772	Syap.g_02344, Syap.g_02345
OG0000215	Pral.g_00746	Syap.g_01347, Syap.g_01629
OG0000216	Pral.g_00744	Syap.g_01634
OG0000217	Pral.g_00741	Syap.g_01638
OG0000218	Pral.g_00739	Syap.g_01641, Syap.g_01640
OG0000219	Pral.g_00738	Syap.g_01642, Syap.g_01643
OG0000220	Pral.g_00737	Syap.g_01645
OG0000221	Pral.g_00736	Syap.g_01646
OG0000222	Pral.g_00729	Syap.g_01669
OG0000223	Pral.g_00716	Syap.g_02072, Syap.g_02073
OG0000224	Pral.g_00714	Syap.g_02064
OG0000225	Pral.g_00686	Syap.g_00553, Syap.g_00552
OG0000226	Pral.g_00682	Syap.g_02029, Syap.g_02144
OG0000227	Pral.g_00680	Syap.g_02147, Syap.g_02034, Syap.g_02033
OG0000228	Pral.g_00677	Syap.g_00116, Syap.g_02041
OG0000229	Pral.g_00658	Syap.g_02059
OG0000230	Pral.g_00656	Syap.g_02061
OG0000231	Pral.g_00644	Syap.g_02533
OG0000232	Pral.g_00631	Syap.g_02510, Syap.g_02511
OG0000233	Pral.g_00625	Syap.g_02133
OG0000234	Pral.g_00616	Syap.g_02755
OG0000235	Pral.g_00612	Syap.g_00732, Syap.g_02258
OG0000236	Pral.g_00597	Syap.g_02238
OG0000237	Pral.g_00584	Syap.g_00262, Syap.g_00263
OG0000238	Pral.g_00578	Syap.g_00257, Syap.g_00258
OG0000239	Pral.g_00565	Syap.g_02744
OG0000240	Pral.g_00564	Syap.g_02742
OG0000241	Pral.g_00560	Syap.g_00888
OG0000242	Pral.g_00558	Syap.g_01455
OG0000243	Pral.g_00547	Syap.g_01938
OG0000244	Pral.g_00544	Syap.g_01146, Syap.g_01145
OG0000245	Pral.g_00542	Syap.g_01148
OG0000246	Pral.g_00538	Syap.g_00308
OG0000247	Pral.g_00527	Syap.g_00288, Syap.g_00293
OG0000248	Pral.g_00524	Syap.g_00290
OG0000249	Pral.g_00522	Syap.g_01296, Syap.g_01295
OG0000250	Pral.g_00516	Syap.g_01306
OG0000251	Pral.g_00498	Syap.g_00442
OG0000252	Pral.g_00495	Syap.g_01857
OG0000253	Pral.g_00494	Syap.g_00443
OG0000254	Pral.g_00477	Syap.g_01527, Syap.g_01528
OG0000256	Pral.g_00460	Syap.g_01287
OG0000257	Pral.g_01430	Syap.g_00886
OG0000258	Pral.g_01444	Syap.g_00907
OG0000260	Pral.g_01464	Syap.g_01970
OG0000261	Pral.g_01467	Syap.g_01962, Syap.g_01961
OG0000262	Pral.g_01471	Syap.g_01954
OG0000263	Pral.g_01761	Syap.g_00432, Syap.g_00433
OG0000266	Pral.g_01719	Syap.g_00519
OG0000267	Pral.g_01706	Syap.g_02333, Syap.g_02332
OG0000268	Pral.g_01705	Syap.g_00646
OG0000269	Pral.g_01483	Syap.g_00188
OG0000270	Pral.g_01486	Syap.g_00192
OG0000271	Pral.g_01494	Syap.g_00200, Syap.g_00201
OG0000272	Pral.g_01495	Syap.g_00202
OG0000273	Pral.g_01518	Syap.g_02703
OG0000274	Pral.g_01519	Syap.g_02702
OG0000275	Pral.g_01522	Syap.g_01847
OG0000276	Pral.g_01527	Syap.g_01839, Syap.g_01838
OG0000277	Pral.g_01528	Syap.g_01837
OG0000278	Pral.g_01531	Syap.g_01834
OG0000279	Pral.g_01538	Syap.g_00829, Syap.g_00830
OG0000280	Pral.g_01539	Syap.g_00365
OG0000281	Pral.g_01546	Syap.g_01977
OG0000282	Pral.g_01797	Syap.g_01252
OG0000283	Pral.g_01655	Syap.g_01728
OG0000284	Pral.g_01650	Syap.g_01736
OG0000285	Pral.g_01644	Syap.g_01746, Syap.g_01744
OG0000286	Pral.g_01628	Syap.g_02014, Syap.g_02013
OG0000288	Pral.g_01594	Syap.g_02764, Syap.g_02763
OG0000289	Pral.g_01609	Syap.g_02784
OG0000290	Pral.g_01564	Syap.g_01552
OG0000291	Pral.g_01562	Syap.g_01554
OG0000292	Pral.g_01316	Syap.g_02314
OG0000293	Pral.g_01357	Syap.g_00240
OG0000294	Pral.g_01358	Syap.g_00239
OG0000295	Pral.g_01382	Syap.g_00206
OG0000296	Pral.g_01384	Syap.g_00204
OG0000297	Pral.g_01394	Syap.g_01887
OG0000298	Pral.g_01395	Syap.g_01888
OG0000299	Pral.g_01415	Syap.g_02620
OG0000302	Pral.g_01422	Syap.g_02444, Syap.g_02445
OG0000303	Pral.g_01428	Syap.g_02435
OG0000304	Pral.g_00455	Syap.g_02430
OG0000305	Pral.g_01323	Syap.g_01557
OG0000306	Pral.g_01550	Syap.g_01966
OG0000307	Pral.g_01213	Syap.g_02517
OG0000308	Pral.g_01212	Syap.g_02514, Syap.g_02515
OG0000309	Pral.g_01208	Syap.g_02198, Syap.g_02446
OG0000310	Pral.g_01181	Syap.g_02660, Syap.g_02661
OG0000311	Pral.g_01179	Syap.g_02657
OG0000312	Pral.g_01176	Syap.g_02114
OG0000313	Pral.g_01157	Syap.g_02473
OG0000314	Pral.g_01133	Syap.g_00007
OG0000315	Pral.g_01123	Syap.g_00017
OG0000316	Pral.g_01095	Syap.g_00030
OG0000317	Pral.g_00104	Syap.g_00618
OG0000318	Pral.g_00108	Syap.g_00622, Syap.g_02786
OG0000319	Pral.g_00121	Syap.g_01764, Syap.g_01771
OG0000320	Pral.g_00123	Syap.g_01761, Syap.g_01769
OG0000321	Pral.g_00124	Syap.g_01760, Syap.g_01768
OG0000322	Pral.g_00125	Syap.g_01759, Syap.g_01767
OG0000323	Pral.g_00134	Syap.g_01389
OG0000324	Pral.g_00162	Syap.g_01503
OG0000325	Pral.g_00172	Syap.g_02680
OG0000326	Pral.g_00179	Syap.g_00544
OG0000327	Pral.g_00201	Syap.g_01233, Syap.g_01913
OG0000328	Pral.g_00202	Syap.g_01234, Syap.g_01912
OG0000329	Pral.g_00219	Syap.g_00498
OG0000330	Pral.g_00220	Syap.g_00497
OG0000331	Pral.g_00221	Syap.g_00496
OG0000332	Pral.g_00235	Syap.g_00481
OG0000333	Pral.g_00237	Syap.g_00478
OG0000334	Pral.g_00246	Syap.g_00468
OG0000335	Pral.g_00251	Syap.g_00101, Syap.g_00463
OG0000336	Pral.g_00255	Syap.g_00417, Syap.g_00607
OG0000337	Pral.g_00274	Syap.g_01054
OG0000338	Pral.g_00275	Syap.g_01059
OG0000339	Pral.g_00280	Syap.g_01068
OG0000340	Pral.g_00289	Syap.g_01077
OG0000341	Pral.g_00291	Syap.g_01079
OG0000342	Pral.g_00292	Syap.g_01080, Syap.g_02477
OG0000343	Pral.g_00293	Syap.g_01086, Syap.g_02078
OG0000344	Pral.g_00296	Syap.g_01091
OG0000345	Pral.g_00302	Syap.g_01107, Syap.g_01470
OG0000346	Pral.g_00306	Syap.g_02423, Syap.g_01113
OG0000347	Pral.g_00323	Syap.g_01131, Syap.g_02459
OG0000348	Pral.g_00331	Syap.g_00632
OG0000349	Pral.g_00349	Syap.g_00110, Syap.g_01813
OG0000351	Pral.g_00390	Syap.g_02594
OG0000352	Pral.g_00391	Syap.g_02596, Syap.g_02597
OG0000353	Pral.g_00409	Syap.g_00054
OG0000354	Pral.g_01677	Syap.g_00075, Syap.g_02635
OG0000355	Pral.g_00411	Syap.g_00056
OG0000356	Pral.g_00412	Syap.g_00057
OG0000357	Pral.g_00413	Syap.g_00058
OG0000358	Pral.g_00417	Syap.g_00063
OG0000359	Pral.g_00418	Syap.g_00065
OG0000360	Pral.g_00419	Syap.g_00067
OG0000361	Pral.g_00420	Syap.g_00068
OG0000362	Pral.g_00422	Syap.g_00070
OG0000363	Pral.g_01030	Syap.g_00072
OG0000364	Pral.g_01029	Syap.g_00620
OG0000365	Pral.g_01024	Syap.g_00081
OG0000366	Pral.g_01023	Syap.g_00082
OG0000367	Pral.g_01022	Syap.g_00083
OG0000368	Pral.g_01020	Syap.g_00085
OG0000369	Pral.g_01019	Syap.g_00086
OG0000370	Pral.g_01018	Syap.g_00087
OG0000372	Pral.g_01009	Syap.g_01805
OG0000373	Pral.g_01008	Syap.g_01806
OG0000374	Pral.g_01007	Syap.g_01807
OG0000375	Pral.g_01005	Syap.g_01808
OG0000376	Pral.g_01003	Syap.g_01811
OG0000377	Pral.g_00999	Syap.g_00128
OG0000378	Pral.g_00995	Syap.g_01326
OG0000380	Pral.g_00982	Syap.g_01687
OG0000381	Pral.g_00977	Syap.g_01690
OG0000382	Pral.g_00966	Syap.g_02548
OG0000383	Pral.g_00964	Syap.g_02359
OG0000384	Pral.g_00963	Syap.g_02360
OG0000385	Pral.g_00962	Syap.g_02361
OG0000386	Pral.g_00961	Syap.g_02362
OG0000387	Pral.g_00948	Syap.g_01864
OG0000391	Pral.g_00929	Syap.g_02234
OG0000392	Pral.g_00925	Syap.g_02225
OG0000393	Pral.g_00922	Syap.g_02222
OG0000394	Pral.g_00921	Syap.g_02221
OG0000395	Pral.g_00920	Syap.g_02220
OG0000396	Pral.g_00918	Syap.g_02217
OG0000397	Pral.g_00916	Syap.g_02215
OG0000398	Pral.g_00913	Syap.g_02211
OG0000399	Pral.g_00912	Syap.g_02210
OG0000400	Pral.g_00911	Syap.g_02209
OG0000401	Pral.g_00910	Syap.g_02208
OG0000402	Pral.g_00450	Syap.g_02206
OG0000403	Pral.g_00908	Syap.g_02205
OG0000404	Pral.g_00907	Syap.g_02204, Syap.g_02618
OG0000405	Pral.g_00903	Syap.g_02191
OG0000406	Pral.g_00898	Syap.g_02186
OG0000407	Pral.g_00897	Syap.g_02185
OG0000408	Pral.g_00895	Syap.g_02181, Syap.g_02182
OG0000409	Pral.g_00893	Syap.g_02179
OG0000410	Pral.g_00892	Syap.g_02178
OG0000411	Pral.g_00891	Syap.g_02177
OG0000412	Pral.g_00890	Syap.g_02176
OG0000413	Pral.g_00888	Syap.g_02174
OG0000414	Pral.g_00887	Syap.g_02173
OG0000415	Pral.g_00886	Syap.g_02172
OG0000416	Pral.g_00885	Syap.g_02171
OG0000417	Pral.g_00884	Syap.g_02169
OG0000418	Pral.g_00879	Syap.g_01204
OG0000419	Pral.g_00877	Syap.g_01201
OG0000420	Pral.g_00875	Syap.g_01199
OG0000421	Pral.g_00871	Syap.g_01195
OG0000422	Pral.g_00870	Syap.g_01194
OG0000423	Pral.g_00869	Syap.g_01193
OG0000424	Pral.g_00868	Syap.g_01192
OG0000425	Pral.g_00867	Syap.g_01191
OG0000426	Pral.g_00866	Syap.g_01190
OG0000427	Pral.g_00865	Syap.g_01189
OG0000428	Pral.g_00863	Syap.g_01186
OG0000429	Pral.g_00862	Syap.g_01184
OG0000430	Pral.g_00861	Syap.g_01182
OG0000431	Pral.g_00859	Syap.g_01179
OG0000432	Pral.g_00855	Syap.g_02277
OG0000433	Pral.g_00854	Syap.g_02272
OG0000434	Pral.g_00853	Syap.g_02271
OG0000435	Pral.g_00852	Syap.g_02268
OG0000436	Pral.g_00847	Syap.g_01607
OG0000437	Pral.g_00846	Syap.g_01608
OG0000438	Pral.g_00845	Syap.g_01612
OG0000439	Pral.g_00844	Syap.g_01614
OG0000440	Pral.g_00843	Syap.g_01615
OG0000441	Pral.g_00840	Syap.g_01619
OG0000442	Pral.g_00839	Syap.g_01620
OG0000443	Pral.g_00838	Syap.g_01622
OG0000444	Pral.g_00833	Syap.g_01424
OG0000445	Pral.g_00832	Syap.g_01421
OG0000446	Pral.g_00831	Syap.g_01419
OG0000447	Pral.g_00830	Syap.g_01410
OG0000448	Pral.g_00829	Syap.g_01407
OG0000449	Pral.g_00828	Syap.g_01406
OG0000450	Pral.g_00827	Syap.g_01909
OG0000451	Pral.g_00826	Syap.g_01908
OG0000452	Pral.g_00823	Syap.g_01904
OG0000453	Pral.g_00822	Syap.g_01903
OG0000454	Pral.g_00821	Syap.g_01902
OG0000455	Pral.g_00820	Syap.g_01901
OG0000456	Pral.g_00819	Syap.g_01900
OG0000457	Pral.g_00817	Syap.g_01896
OG0000458	Pral.g_00816	Syap.g_01895
OG0000459	Pral.g_00815	Syap.g_01894
OG0000460	Pral.g_00805	Syap.g_01159
OG0000461	Pral.g_00796	Syap.g_01575
OG0000462	Pral.g_00795	Syap.g_01578
OG0000463	Pral.g_00794	Syap.g_01579
OG0000464	Pral.g_00793	Syap.g_01580
OG0000465	Pral.g_00792	Syap.g_01582
OG0000466	Pral.g_00789	Syap.g_01587
OG0000467	Pral.g_00788	Syap.g_01588
OG0000468	Pral.g_00785	Syap.g_01593
OG0000469	Pral.g_00777	Syap.g_02352
OG0000470	Pral.g_00775	Syap.g_02349
OG0000471	Pral.g_00774	Syap.g_02348
OG0000472	Pral.g_00773	Syap.g_02347
OG0000473	Pral.g_00771	Syap.g_02343
OG0000474	Pral.g_00770	Syap.g_02342
OG0000475	Pral.g_00769	Syap.g_02341
OG0000476	Pral.g_00767	Syap.g_02339
OG0000477	Pral.g_00764	Syap.g_01367
OG0000478	Pral.g_00763	Syap.g_01366
OG0000479	Pral.g_00762	Syap.g_01364
OG0000480	Pral.g_00756	Syap.g_01357
OG0000482	Pral.g_00753	Syap.g_01355
OG0000483	Pral.g_00750	Syap.g_01344
OG0000484	Pral.g_00749	Syap.g_01350
OG0000485	Pral.g_00748	Syap.g_01349
OG0000487	Pral.g_00743	Syap.g_01635
OG0000488	Pral.g_00740	Syap.g_01639
OG0000489	Pral.g_00735	Syap.g_02482
OG0000490	Pral.g_00731	Syap.g_01673
OG0000491	Pral.g_00730	Syap.g_01670
OG0000492	Pral.g_00728	Syap.g_01668
OG0000493	Pral.g_00727	Syap.g_01667
OG0000494	Pral.g_00726	Syap.g_01666
OG0000495	Pral.g_00725	Syap.g_01665
OG0000496	Pral.g_00724	Syap.g_01663
OG0000497	Pral.g_00723	Syap.g_01662
OG0000498	Pral.g_00722	Syap.g_01661
OG0000499	Pral.g_00721	Syap.g_01660
OG0000500	Pral.g_00720	Syap.g_01659
OG0000501	Pral.g_00718	Syap.g_01656
OG0000502	Pral.g_00715	Syap.g_02066
OG0000503	Pral.g_00698	Syap.g_00569
OG0000504	Pral.g_00696	Syap.g_00567
OG0000505	Pral.g_00695	Syap.g_00566
OG0000506	Pral.g_00694	Syap.g_00564
OG0000507	Pral.g_00691	Syap.g_00558
OG0000508	Pral.g_00687	Syap.g_00554
OG0000509	Pral.g_00685	Syap.g_00551
OG0000510	Pral.g_00684	Syap.g_00550
OG0000511	Pral.g_00683	Syap.g_00548
OG0000512	Pral.g_00681	Syap.g_02145
OG0000513	Pral.g_00673	Syap.g_02048
OG0000514	Pral.g_00663	Syap.g_02051
OG0000515	Pral.g_00662	Syap.g_02052
OG0000516	Pral.g_00661	Syap.g_02054
OG0000517	Pral.g_00659	Syap.g_02057
OG0000519	Pral.g_00646	Syap.g_00457
OG0000520	Pral.g_00645	Syap.g_00456
OG0000521	Pral.g_00635	Syap.g_01997
OG0000522	Pral.g_00633	Syap.g_01995
OG0000523	Pral.g_00632	Syap.g_02507
OG0000524	Pral.g_00627	Syap.g_02135
OG0000525	Pral.g_00623	Syap.g_02159
OG0000526	Pral.g_00622	Syap.g_02157
OG0000527	Pral.g_00619	Syap.g_02758
OG0000528	Pral.g_00613	Syap.g_02261
OG0000529	Pral.g_00610	Syap.g_02254
OG0000530	Pral.g_00607	Syap.g_02252
OG0000531	Pral.g_00606	Syap.g_02251
OG0000532	Pral.g_00603	Syap.g_02247
OG0000533	Pral.g_00602	Syap.g_02244
OG0000534	Pral.g_00601	Syap.g_02243
OG0000535	Pral.g_00600	Syap.g_02242
OG0000536	Pral.g_00599	Syap.g_02241
OG0000537	Pral.g_00598	Syap.g_02240
OG0000538	Pral.g_00590	Syap.g_00271
OG0000539	Pral.g_00589	Syap.g_00270
OG0000540	Pral.g_00588	Syap.g_00269
OG0000541	Pral.g_00587	Syap.g_00268
OG0000542	Pral.g_00585	Syap.g_00264
OG0000543	Pral.g_00583	Syap.g_00261
OG0000544	Pral.g_00582	Syap.g_00260
OG0000545	Pral.g_00580	Syap.g_00259
OG0000546	Pral.g_00577	Syap.g_00256
OG0000547	Pral.g_00575	Syap.g_00254
OG0000548	Pral.g_00574	Syap.g_00253
OG0000549	Pral.g_00571	Syap.g_00758
OG0000550	Pral.g_00566	Syap.g_02747
OG0000551	Pral.g_00563	Syap.g_02739
OG0000552	Pral.g_00562	Syap.g_02738
OG0000553	Pral.g_00561	Syap.g_02735
OG0000554	Pral.g_00556	Syap.g_01450
OG0000555	Pral.g_00548	Syap.g_01941
OG0000556	Pral.g_00546	Syap.g_01933
OG0000557	Pral.g_00545	Syap.g_01931
OG0000558	Pral.g_00543	Syap.g_01147
OG0000560	Pral.g_00536	Syap.g_00305
OG0000561	Pral.g_00535	Syap.g_00304
OG0000562	Pral.g_00534	Syap.g_00302
OG0000563	Pral.g_00533	Syap.g_00301
OG0000564	Pral.g_00532	Syap.g_00300
OG0000565	Pral.g_00529	Syap.g_00296
OG0000566	Pral.g_00525	Syap.g_00291
OG0000567	Pral.g_00521	Syap.g_01297
OG0000568	Pral.g_00520	Syap.g_01302
OG0000569	Pral.g_00519	Syap.g_01303
OG0000570	Pral.g_00518	Syap.g_01304
OG0000571	Pral.g_00515	Syap.g_01307
OG0000573	Pral.g_00497	Syap.g_00765
OG0000574	Pral.g_00496	Syap.g_00759
OG0000575	Pral.g_00492	Syap.g_00445
OG0000576	Pral.g_00490	Syap.g_00450
OG0000577	Pral.g_00489	Syap.g_00451
OG0000578	Pral.g_00488	Syap.g_00452
OG0000579	Pral.g_00487	Syap.g_00453
OG0000580	Pral.g_00486	Syap.g_00454
OG0000581	Pral.g_00483	Syap.g_01521
OG0000582	Pral.g_00480	Syap.g_01533
OG0000583	Pral.g_00479	Syap.g_01532
OG0000584	Pral.g_00478	Syap.g_01530
OG0000585	Pral.g_00476	Syap.g_01526
OG0000586	Pral.g_00475	Syap.g_01525
OG0000587	Pral.g_00474	Syap.g_01523
