Orthogroup	Praj	Pray
OG0000290	Praj.g_00251	Pray.g_00693
OG0000291	Praj.g_00252	Pray.g_00694
OG0000292	Praj.g_00253	Pray.g_00695
OG0000293	Praj.g_00254	Pray.g_00696
OG0000294	Praj.g_00255	Pray.g_00697
OG0000295	Praj.g_00256	Pray.g_00698
OG0000296	Praj.g_00257	Pray.g_00699
OG0000297	Praj.g_00258	Pray.g_00700
OG0000298	Praj.g_00259	Pray.g_00701
OG0000299	Praj.g_00260	Pray.g_00702
OG0000300	Praj.g_00261	Pray.g_00703
OG0000301	Praj.g_00262	Pray.g_00704
OG0000302	Praj.g_00263	Pray.g_00705
OG0000303	Praj.g_00264	Pray.g_00706
OG0000304	Praj.g_00265	Pray.g_00707
OG0000305	Praj.g_00266	Pray.g_00708
OG0000306	Praj.g_00267	Pray.g_00709
OG0000307	Praj.g_00268	Pray.g_00710
OG0000308	Praj.g_00269	Pray.g_00711
OG0000309	Praj.g_00270	Pray.g_00712
OG0000310	Praj.g_00271	Pray.g_00713
OG0000311	Praj.g_00273	Pray.g_00714
OG0000312	Praj.g_00275	Pray.g_00716
OG0000313	Praj.g_00276	Pray.g_00717
OG0000314	Praj.g_00280	Pray.g_00720
OG0000315	Praj.g_00281	Pray.g_00721
OG0000316	Praj.g_00283	Pray.g_00723
OG0000317	Praj.g_00285	Pray.g_00725
OG0000318	Praj.g_00286	Pray.g_00726
OG0000319	Praj.g_00287	Pray.g_00727
OG0000320	Praj.g_00288	Pray.g_00728
OG0000321	Praj.g_00289	Pray.g_00731
OG0000322	Praj.g_00292	Pray.g_00734
OG0000323	Praj.g_00293	Pray.g_00735
OG0000324	Praj.g_00296	Pray.g_00738
OG0000325	Praj.g_00297	Pray.g_00739
OG0000326	Praj.g_00298	Pray.g_00740
OG0000327	Praj.g_00299	Pray.g_00742
OG0000328	Praj.g_00300	Pray.g_00743
OG0000329	Praj.g_00301	Pray.g_00744
OG0000330	Praj.g_00302	Pray.g_00745
OG0000331	Praj.g_00303	Pray.g_00746
OG0000332	Praj.g_00304	Pray.g_00747
OG0000333	Praj.g_00305	Pray.g_00748
OG0000334	Praj.g_00306	Pray.g_00749
OG0000335	Praj.g_00307	Pray.g_00750
OG0000336	Praj.g_00309	Pray.g_00751
OG0000337	Praj.g_00311	Pray.g_00754
OG0000338	Praj.g_00312	Pray.g_00755
OG0000339	Praj.g_00313	Pray.g_00756
OG0000340	Praj.g_00314	Pray.g_00757
OG0000341	Praj.g_00318	Pray.g_00761
OG0000342	Praj.g_00319	Pray.g_00762
OG0000343	Praj.g_00321	Pray.g_00764
OG0000344	Praj.g_00322	Pray.g_00765
OG0000345	Praj.g_00323	Pray.g_00766
OG0000346	Praj.g_00324	Pray.g_00767
OG0000347	Praj.g_00325	Pray.g_00768
OG0000348	Praj.g_00326	Pray.g_00769
OG0000349	Praj.g_00327	Pray.g_00770
OG0000350	Praj.g_00328	Pray.g_00771
OG0000351	Praj.g_00330	Pray.g_00773
OG0000352	Praj.g_00333	Pray.g_00776
OG0000353	Praj.g_00334	Pray.g_00777
OG0000354	Praj.g_00335	Pray.g_00778
OG0000355	Praj.g_00336	Pray.g_00779
OG0000356	Praj.g_00337	Pray.g_00780
OG0000357	Praj.g_00338	Pray.g_00781
OG0000358	Praj.g_00339	Pray.g_00782
OG0000359	Praj.g_00340	Pray.g_00783
OG0000360	Praj.g_00343	Pray.g_00786
OG0000361	Praj.g_00344	Pray.g_00787
OG0000362	Praj.g_00345	Pray.g_00788
OG0000363	Praj.g_00346	Pray.g_00789
OG0000364	Praj.g_00347	Pray.g_00790
OG0000365	Praj.g_00348	Pray.g_00791
OG0000366	Praj.g_00349	Pray.g_00792
OG0000367	Praj.g_00350	Pray.g_00793
OG0000368	Praj.g_00351	Pray.g_00794
OG0000369	Praj.g_00352	Pray.g_00795
OG0000370	Praj.g_00353	Pray.g_00796
OG0000371	Praj.g_00354	Pray.g_00797
OG0000372	Praj.g_00356	Pray.g_00799
OG0000373	Praj.g_00358	Pray.g_00801
OG0000374	Praj.g_00359	Pray.g_00802
OG0000375	Praj.g_00360	Pray.g_00803
OG0000376	Praj.g_00362	Pray.g_00805
OG0000377	Praj.g_00368	Pray.g_00806
OG0000378	Praj.g_00724	Pray.g_00807
OG0000379	Praj.g_00380	Pray.g_00812
OG0000380	Praj.g_00382	Pray.g_00813
OG0000381	Praj.g_00383	Pray.g_00814
OG0000382	Praj.g_00384	Pray.g_00816
OG0000383	Praj.g_00387	Pray.g_00819
OG0000384	Praj.g_00388	Pray.g_00820
OG0000385	Praj.g_00390	Pray.g_00823
OG0000386	Praj.g_00391	Pray.g_00824
OG0000387	Praj.g_00392	Pray.g_00825
OG0000388	Praj.g_00393	Pray.g_00826
OG0000389	Praj.g_00394	Pray.g_00827
OG0000390	Praj.g_00395	Pray.g_00828
OG0000391	Praj.g_00396	Pray.g_00829
OG0000392	Praj.g_00397	Pray.g_00830
OG0000393	Praj.g_00402	Pray.g_00833
OG0000394	Praj.g_00403	Pray.g_00834
OG0000395	Praj.g_00406	Pray.g_00836
OG0000396	Praj.g_00824	Pray.g_00837
OG0000397	Praj.g_01049	Pray.g_00849
OG0000398	Praj.g_01081	Pray.g_00857
OG0000399	Praj.g_01244	Pray.g_00858
OG0000400	Praj.g_01869	Pray.g_00864
OG0000401	Praj.g_00425	Pray.g_00921
OG0000402	Praj.g_00426	Pray.g_00922
OG0000403	Praj.g_00427	Pray.g_00923
OG0000404	Praj.g_00429	Pray.g_00925
OG0000405	Praj.g_00430	Pray.g_00926
OG0000406	Praj.g_00432	Pray.g_00928
OG0000407	Praj.g_00433	Pray.g_00929
OG0000408	Praj.g_00434	Pray.g_00930
OG0000409	Praj.g_00435	Pray.g_00931
OG0000410	Praj.g_00436	Pray.g_00932
OG0000411	Praj.g_00437	Pray.g_00933
OG0000412	Praj.g_00438	Pray.g_00934
OG0000413	Praj.g_00439	Pray.g_00935
OG0000414	Praj.g_00440	Pray.g_00936
OG0000415	Praj.g_00441	Pray.g_00937
OG0000416	Praj.g_00442	Pray.g_00938
OG0000417	Praj.g_00443	Pray.g_00939
OG0000418	Praj.g_00444	Pray.g_00940
OG0000419	Praj.g_00445	Pray.g_00941
OG0000420	Praj.g_00446	Pray.g_00942
OG0000421	Praj.g_00447	Pray.g_00943
OG0000422	Praj.g_00449	Pray.g_00945
OG0000423	Praj.g_00450	Pray.g_00946
OG0000424	Praj.g_00451	Pray.g_00948
OG0000425	Praj.g_00457	Pray.g_00951
OG0000426	Praj.g_00458	Pray.g_00952
OG0000427	Praj.g_00459	Pray.g_00953
OG0000428	Praj.g_00461	Pray.g_00954
OG0000429	Praj.g_00462	Pray.g_00955
OG0000430	Praj.g_00464	Pray.g_00961
OG0000431	Praj.g_00465	Pray.g_00963
OG0000432	Praj.g_00466	Pray.g_00964
OG0000433	Praj.g_00469	Pray.g_00967
OG0000434	Praj.g_00471	Pray.g_00968
OG0000435	Praj.g_00472	Pray.g_00969
OG0000436	Praj.g_00474	Pray.g_00971
OG0000437	Praj.g_00476	Pray.g_00973
OG0000438	Praj.g_00477	Pray.g_00974
OG0000439	Praj.g_00478	Pray.g_00975
OG0000440	Praj.g_00479	Pray.g_00977
OG0000441	Praj.g_00480	Pray.g_00978
OG0000442	Praj.g_00481	Pray.g_00979
OG0000443	Praj.g_00482	Pray.g_00980
OG0000444	Praj.g_00483	Pray.g_00981
OG0000445	Praj.g_00484	Pray.g_00982
OG0000446	Praj.g_00485	Pray.g_00983
OG0000447	Praj.g_00486	Pray.g_00984
OG0000448	Praj.g_00487	Pray.g_00985
OG0000449	Praj.g_00492	Pray.g_00991
OG0000450	Praj.g_00493	Pray.g_00992
OG0000451	Praj.g_00494	Pray.g_00993
OG0000452	Praj.g_00495	Pray.g_00994
OG0000453	Praj.g_00497	Pray.g_00996
OG0000454	Praj.g_00498	Pray.g_00997
OG0000455	Praj.g_00499	Pray.g_00998
OG0000456	Praj.g_00500	Pray.g_00999
OG0000457	Praj.g_00502	Pray.g_01001
OG0000458	Praj.g_00504	Pray.g_01003
OG0000459	Praj.g_00505	Pray.g_01004
OG0000460	Praj.g_00507	Pray.g_01006
OG0000461	Praj.g_00508	Pray.g_01007
OG0000462	Praj.g_00509	Pray.g_01008
OG0000463	Praj.g_00511	Pray.g_01009
OG0000464	Praj.g_00515	Pray.g_01014
OG0000465	Praj.g_00516	Pray.g_01016
OG0000466	Praj.g_00517	Pray.g_01017
OG0000467	Praj.g_00518	Pray.g_01018
OG0000468	Praj.g_00519	Pray.g_01019
OG0000469	Praj.g_00520	Pray.g_01020
OG0000470	Praj.g_00521	Pray.g_01021
OG0000471	Praj.g_00522	Pray.g_01022
OG0000472	Praj.g_00525	Pray.g_01227
OG0000473	Praj.g_00526	Pray.g_01226
OG0000474	Praj.g_00527	Pray.g_01225
OG0000475	Praj.g_00528	Pray.g_01224
OG0000476	Praj.g_00529	Pray.g_01223
OG0000477	Praj.g_00531	Pray.g_01221
OG0000478	Praj.g_00532	Pray.g_01220
OG0000479	Praj.g_00533	Pray.g_01219
OG0000480	Praj.g_00535	Pray.g_01217
OG0000481	Praj.g_00536	Pray.g_01216
OG0000482	Praj.g_00537	Pray.g_01215
OG0000483	Praj.g_00538	Pray.g_01214
OG0000484	Praj.g_00539	Pray.g_01213
OG0000485	Praj.g_00540	Pray.g_01212
OG0000486	Praj.g_00541	Pray.g_01211
OG0000487	Praj.g_00542	Pray.g_01210
OG0000488	Praj.g_00544	Pray.g_01208
OG0000489	Praj.g_00545	Pray.g_01207
OG0000490	Praj.g_00546	Pray.g_01206
OG0000491	Praj.g_00547	Pray.g_01205
OG0000492	Praj.g_00548	Pray.g_01204
OG0000493	Praj.g_00549	Pray.g_01203
OG0000494	Praj.g_00551	Pray.g_01201
OG0000495	Praj.g_00552	Pray.g_01200
OG0000496	Praj.g_00553	Pray.g_01199
OG0000497	Praj.g_00554	Pray.g_01198
OG0000498	Praj.g_00555	Pray.g_01197
OG0000499	Praj.g_00557	Pray.g_01195
OG0000500	Praj.g_00558	Pray.g_01194
OG0000501	Praj.g_00560	Pray.g_01192
OG0000502	Praj.g_00561	Pray.g_01191
OG0000503	Praj.g_00562	Pray.g_01190
OG0000504	Praj.g_00563	Pray.g_01189
OG0000505	Praj.g_00564	Pray.g_01188
OG0000506	Praj.g_00565	Pray.g_01187
OG0000507	Praj.g_00566	Pray.g_01186
OG0000508	Praj.g_00567	Pray.g_01184
OG0000509	Praj.g_00568	Pray.g_01183
OG0000510	Praj.g_00569	Pray.g_01182
OG0000511	Praj.g_00570	Pray.g_01181
OG0000512	Praj.g_00571	Pray.g_01180
OG0000513	Praj.g_00572	Pray.g_01179
OG0000514	Praj.g_00573	Pray.g_01178
OG0000515	Praj.g_00574	Pray.g_01176
OG0000516	Praj.g_00575	Pray.g_01175
OG0000517	Praj.g_00576	Pray.g_01174
OG0000518	Praj.g_00578	Pray.g_01172
OG0000519	Praj.g_00579	Pray.g_01171
OG0000520	Praj.g_00581	Pray.g_01170
OG0000521	Praj.g_00580	Pray.g_01169
OG0000522	Praj.g_00582	Pray.g_01168
OG0000523	Praj.g_00583	Pray.g_01167
OG0000524	Praj.g_00584	Pray.g_01166
OG0000525	Praj.g_00586	Pray.g_01164
OG0000526	Praj.g_00587	Pray.g_01163
OG0000527	Praj.g_00588	Pray.g_01162
OG0000528	Praj.g_00589	Pray.g_01161
OG0000529	Praj.g_00590	Pray.g_01160
OG0000530	Praj.g_00591	Pray.g_01159
OG0000531	Praj.g_00593	Pray.g_01158
OG0000532	Praj.g_00594	Pray.g_01157
OG0000533	Praj.g_00595	Pray.g_01156
OG0000534	Praj.g_00596	Pray.g_01155
OG0000535	Praj.g_00597	Pray.g_01154
OG0000536	Praj.g_00598	Pray.g_01153
OG0000537	Praj.g_00599	Pray.g_01152
OG0000538	Praj.g_00600	Pray.g_01151
OG0000539	Praj.g_00601	Pray.g_01150
OG0000540	Praj.g_00602	Pray.g_01149
OG0000541	Praj.g_00603	Pray.g_01148
OG0000542	Praj.g_00604	Pray.g_01147
OG0000543	Praj.g_00605	Pray.g_01146
OG0000544	Praj.g_00606	Pray.g_01145
OG0000545	Praj.g_00609	Pray.g_01142
OG0000546	Praj.g_00610	Pray.g_01141
OG0000547	Praj.g_00611	Pray.g_01139
OG0000548	Praj.g_00613	Pray.g_01138
OG0000549	Praj.g_00614	Pray.g_01137
OG0000550	Praj.g_00615	Pray.g_01136
OG0000551	Praj.g_00616	Pray.g_01135
OG0000552	Praj.g_00617	Pray.g_01134
OG0000553	Praj.g_00618	Pray.g_01133
OG0000554	Praj.g_00619	Pray.g_01132
OG0000555	Praj.g_00620	Pray.g_01131
OG0000556	Praj.g_00621	Pray.g_01130
OG0000557	Praj.g_00622	Pray.g_01129
OG0000558	Praj.g_00623	Pray.g_01128
OG0000559	Praj.g_00624	Pray.g_01127
OG0000560	Praj.g_00626	Pray.g_01125
OG0000561	Praj.g_00627	Pray.g_01124
OG0000562	Praj.g_00628	Pray.g_01123
OG0000563	Praj.g_00629	Pray.g_01122
OG0000564	Praj.g_00630	Pray.g_01121
OG0000565	Praj.g_00631	Pray.g_01120
