Orthogroup	Praj	Prac
OG0000026	Praj.g_01867	Prac.g_01914, Prac.g_01913, Prac.g_00908
OG0000027	Praj.g_01084, Praj.g_01070	Prac.g_00325
OG0000028	Praj.g_01632	Prac.g_00411
OG0000029	Praj.g_01276, Praj.g_01675	Prac.g_00300, Prac.g_00890
OG0000030	Praj.g_01595, Praj.g_01902	Prac.g_01905
OG0000032	Praj.g_00371	Prac.g_00249
OG0000033	Praj.g_00013, Praj.g_01865	Prac.g_01934
OG0000035	Praj.g_01395	Prac.g_01399
OG0000036	Praj.g_01827	Prac.g_00788
OG0000037	Praj.g_01066	Prac.g_00748
OG0000038	Praj.g_01189	Prac.g_01510
OG0000039	Praj.g_00206	Prac.g_01764
OG0000040	Praj.g_01365, Praj.g_01329	Prac.g_01174
OG0000041	Praj.g_01242	Prac.g_01119
OG0000042	Praj.g_00698	Prac.g_01560
OG0000043	Praj.g_00909	Prac.g_01491
OG0000044	Praj.g_01461	Prac.g_00985
OG0000045	Praj.g_00839	Prac.g_00434
OG0000046	Praj.g_01762	Prac.g_00632
OG0000047	Praj.g_02012	Prac.g_00041, Prac.g_01904
OG0000048	Praj.g_02020	Prac.g_00048
OG0000050	Praj.g_00031	Prac.g_01916
OG0000051	Praj.g_00197	Prac.g_01773, Prac.g_01590
OG0000052	Praj.g_01156, Praj.g_01282	Prac.g_01163
OG0000053	Praj.g_00530	Prac.g_00833
OG0000054	Praj.g_00042	Prac.g_01515
OG0000055	Praj.g_00793, Praj.g_01176	Prac.g_01453
OG0000056	Praj.g_00043	Prac.g_01029
OG0000057	Praj.g_00277	Prac.g_01693
OG0000058	Praj.g_00467	Prac.g_01069
OG0000059	Praj.g_01313, Praj.g_00691	Prac.g_00673
OG0000060	Praj.g_01170	Prac.g_01531, Prac.g_01956, Prac.g_01597, Prac.g_00636
OG0000061	Praj.g_01563	Prac.g_01020
OG0000062	Praj.g_01832	Prac.g_01018
OG0000063	Praj.g_01355	Prac.g_01955
OG0000065	Praj.g_01528	Prac.g_00175
OG0000066	Praj.g_00664	Prac.g_00248
OG0000067	Praj.g_01158, Praj.g_01323	Prac.g_00142
OG0000068	Praj.g_01952	Prac.g_00548
OG0000069	Praj.g_01669	Prac.g_00242
OG0000071	Praj.g_00011	Prac.g_01936
OG0000072	Praj.g_00357	Prac.g_01609
OG0000073	Praj.g_00659	Prac.g_00702
OG0000074	Praj.g_00684	Prac.g_00680
OG0000075	Praj.g_00776	Prac.g_01468
OG0000076	Praj.g_01024	Prac.g_01256
OG0000077	Praj.g_00416, Praj.g_01079, Praj.g_01203, Praj.g_01273, Praj.g_01310, Praj.g_01731, Praj.g_01358	Prac.g_00276
OG0000078	Praj.g_00372	Prac.g_00256
OG0000079	Praj.g_01714	Prac.g_00333
OG0000080	Praj.g_01166	Prac.g_00886
OG0000081	Praj.g_01985	Prac.g_00015
OG0000082	Praj.g_02103	Prac.g_00101
OG0000083	Praj.g_00003	Prac.g_01944
OG0000084	Praj.g_00006	Prac.g_01941
OG0000085	Praj.g_00023	Prac.g_01924
OG0000086	Praj.g_01154	Prac.g_01893
OG0000087	Praj.g_00053	Prac.g_01882
OG0000088	Praj.g_00153	Prac.g_01818
OG0000089	Praj.g_00162	Prac.g_01810
OG0000090	Praj.g_00179	Prac.g_01792
OG0000091	Praj.g_00209	Prac.g_01761
OG0000092	Praj.g_00210	Prac.g_01760
OG0000093	Praj.g_00223	Prac.g_01746
OG0000094	Praj.g_00242	Prac.g_01728
OG0000095	Praj.g_00246	Prac.g_01723
OG0000096	Praj.g_00290	Prac.g_01679
OG0000097	Praj.g_00310	Prac.g_01657
OG0000098	Praj.g_00320	Prac.g_01647
OG0000099	Praj.g_00329	Prac.g_01637
OG0000100	Praj.g_00332	Prac.g_01634
OG0000101	Praj.g_00405	Prac.g_01177
OG0000102	Praj.g_01279	Prac.g_01150
OG0000103	Praj.g_00468	Prac.g_01068
OG0000104	Praj.g_00473	Prac.g_01064
OG0000105	Praj.g_00491	Prac.g_00872
OG0000106	Praj.g_00523	Prac.g_00840
OG0000107	Praj.g_00524	Prac.g_00839
OG0000108	Praj.g_00534	Prac.g_00829
OG0000109	Praj.g_00543	Prac.g_00820
OG0000110	Praj.g_00559	Prac.g_00804
OG0000111	Praj.g_00639	Prac.g_00720
OG0000112	Praj.g_00640	Prac.g_00719
OG0000113	Praj.g_00722	Prac.g_01538
OG0000114	Praj.g_00767	Prac.g_01477
OG0000115	Praj.g_01601, Praj.g_00946	Prac.g_01327
OG0000116	Praj.g_00950	Prac.g_01323
OG0000117	Praj.g_01021	Prac.g_01259
OG0000118	Praj.g_01196	Prac.g_01207
OG0000119	Praj.g_01835	Prac.g_01959
OG0000120	Praj.g_01455	Prac.g_00979
OG0000121	Praj.g_01433	Prac.g_00960
OG0000122	Praj.g_01413	Prac.g_00941
OG0000123	Praj.g_01402	Prac.g_00928
OG0000124	Praj.g_01014	Prac.g_00448
OG0000125	Praj.g_01540	Prac.g_00187
OG0000126	Praj.g_01575	Prac.g_00217
OG0000127	Praj.g_01618	Prac.g_00424
OG0000128	Praj.g_01633	Prac.g_00410
OG0000129	Praj.g_01667	Prac.g_00374
OG0000130	Praj.g_01766	Prac.g_00627
OG0000131	Praj.g_01803	Prac.g_00589
OG0000132	Praj.g_01805	Prac.g_00586
OG0000133	Praj.g_01910	Prac.g_00507
OG0000134	Praj.g_01946	Prac.g_00543
OG0000135	Praj.g_01948	Prac.g_00545
OG0000136	Praj.g_01997	Prac.g_00026
OG0000137	Praj.g_02034	Prac.g_00057
OG0000138	Praj.g_02091	Prac.g_00092
OG0000139	Praj.g_02128	Prac.g_00118
OG0000140	Praj.g_00001	Prac.g_01946
OG0000141	Praj.g_00002	Prac.g_01945
OG0000142	Praj.g_00004	Prac.g_01943
OG0000143	Praj.g_00005	Prac.g_01942
OG0000144	Praj.g_00007	Prac.g_01940
OG0000145	Praj.g_00008	Prac.g_01939
OG0000146	Praj.g_00009	Prac.g_01938
OG0000147	Praj.g_00010	Prac.g_01937
OG0000148	Praj.g_00012	Prac.g_01935
OG0000149	Praj.g_00014	Prac.g_01933
OG0000150	Praj.g_00015	Prac.g_01932
OG0000151	Praj.g_00016	Prac.g_01931
OG0000152	Praj.g_00017	Prac.g_01930
OG0000153	Praj.g_00018	Prac.g_01929
OG0000154	Praj.g_00019	Prac.g_01928
OG0000155	Praj.g_00020	Prac.g_01927
OG0000156	Praj.g_00021	Prac.g_01926
OG0000157	Praj.g_00022	Prac.g_01925
OG0000158	Praj.g_00024	Prac.g_01923
OG0000159	Praj.g_00025	Prac.g_01922
OG0000160	Praj.g_00026	Prac.g_01921
OG0000161	Praj.g_00027	Prac.g_01920
OG0000162	Praj.g_00028	Prac.g_01919
OG0000163	Praj.g_00029	Prac.g_01918
OG0000164	Praj.g_00032	Prac.g_01915
OG0000165	Praj.g_00034	Prac.g_01911
OG0000166	Praj.g_00035	Prac.g_01910
OG0000167	Praj.g_00036	Prac.g_01909
OG0000168	Praj.g_00044	Prac.g_01892
OG0000169	Praj.g_00046	Prac.g_01890
OG0000170	Praj.g_00047	Prac.g_01889
OG0000171	Praj.g_00048	Prac.g_01888
OG0000172	Praj.g_00049	Prac.g_01886
OG0000173	Praj.g_00050	Prac.g_01885
OG0000174	Praj.g_00051	Prac.g_01884
OG0000175	Praj.g_00052	Prac.g_01883
OG0000176	Praj.g_00054	Prac.g_01881
OG0000177	Praj.g_00055	Prac.g_01880
OG0000178	Praj.g_00056	Prac.g_01879
OG0000179	Praj.g_00102	Prac.g_01867
OG0000180	Praj.g_00103	Prac.g_01866
OG0000181	Praj.g_00104	Prac.g_01865
OG0000182	Praj.g_00107	Prac.g_01862
OG0000183	Praj.g_00108	Prac.g_01861
OG0000184	Praj.g_00111	Prac.g_01858
OG0000185	Praj.g_00115	Prac.g_01854
OG0000186	Praj.g_00116	Prac.g_01853
OG0000187	Praj.g_00117	Prac.g_01852
OG0000188	Praj.g_00118	Prac.g_01851
OG0000189	Praj.g_00119	Prac.g_01850
OG0000190	Praj.g_00120	Prac.g_01849
OG0000191	Praj.g_00121	Prac.g_01848
OG0000192	Praj.g_00122	Prac.g_01847
OG0000193	Praj.g_00123	Prac.g_01846
OG0000194	Praj.g_00124	Prac.g_01845
OG0000195	Praj.g_00126	Prac.g_01843
OG0000196	Praj.g_00127	Prac.g_01842
OG0000197	Praj.g_00128	Prac.g_01841
OG0000198	Praj.g_00129	Prac.g_01840
OG0000199	Praj.g_00132	Prac.g_01837
OG0000200	Praj.g_00133	Prac.g_01836
OG0000201	Praj.g_00134	Prac.g_01835
OG0000202	Praj.g_00135	Prac.g_01834
OG0000203	Praj.g_00136	Prac.g_01833
OG0000204	Praj.g_00137	Prac.g_01832
OG0000205	Praj.g_00139	Prac.g_01831
OG0000206	Praj.g_00140	Prac.g_01830
OG0000207	Praj.g_00141	Prac.g_01829
OG0000208	Praj.g_00142	Prac.g_01828
OG0000209	Praj.g_00143	Prac.g_01827
OG0000210	Praj.g_00144	Prac.g_01825
OG0000211	Praj.g_00145	Prac.g_01824
OG0000212	Praj.g_00146	Prac.g_01823
OG0000213	Praj.g_00147	Prac.g_01822
OG0000214	Praj.g_00151	Prac.g_01820
OG0000215	Praj.g_00152	Prac.g_01819
OG0000216	Praj.g_00154	Prac.g_01817
OG0000217	Praj.g_00156	Prac.g_01816
OG0000218	Praj.g_00157	Prac.g_01815
OG0000219	Praj.g_00158	Prac.g_01814
OG0000220	Praj.g_00160	Prac.g_01811
OG0000221	Praj.g_00163	Prac.g_01809
OG0000222	Praj.g_00164	Prac.g_01808
OG0000223	Praj.g_00165	Prac.g_01807
OG0000224	Praj.g_00168	Prac.g_01804
OG0000225	Praj.g_00170	Prac.g_01802
OG0000226	Praj.g_00172	Prac.g_01801
OG0000227	Praj.g_00173	Prac.g_01800
OG0000228	Praj.g_00174	Prac.g_01799
OG0000229	Praj.g_00175	Prac.g_01798
OG0000230	Praj.g_00176	Prac.g_01797
OG0000231	Praj.g_01057	Prac.g_01795
OG0000232	Praj.g_00177	Prac.g_01794
OG0000233	Praj.g_00180	Prac.g_01791
OG0000234	Praj.g_00183	Prac.g_01789
OG0000235	Praj.g_00185	Prac.g_01785
OG0000236	Praj.g_00186	Prac.g_01784
OG0000237	Praj.g_00187	Prac.g_01783
OG0000238	Praj.g_00188	Prac.g_01782
OG0000239	Praj.g_00189	Prac.g_01781
OG0000240	Praj.g_00191	Prac.g_01779
OG0000241	Praj.g_00192	Prac.g_01778
OG0000242	Praj.g_00193	Prac.g_01777
OG0000243	Praj.g_00194	Prac.g_01776
OG0000244	Praj.g_00195	Prac.g_01775
OG0000245	Praj.g_00196	Prac.g_01774
OG0000246	Praj.g_00198	Prac.g_01772
OG0000247	Praj.g_00199	Prac.g_01771
OG0000248	Praj.g_00200	Prac.g_01770
OG0000249	Praj.g_00201	Prac.g_01769
OG0000250	Praj.g_00202	Prac.g_01768
OG0000251	Praj.g_00203	Prac.g_01767
OG0000252	Praj.g_00204	Prac.g_01766
OG0000253	Praj.g_00205	Prac.g_01765
OG0000254	Praj.g_00207	Prac.g_01763
OG0000255	Praj.g_00208	Prac.g_01762
OG0000256	Praj.g_00211	Prac.g_01759
OG0000257	Praj.g_00212	Prac.g_01757
OG0000258	Praj.g_00213	Prac.g_01756
OG0000259	Praj.g_00214	Prac.g_01755
OG0000260	Praj.g_00215	Prac.g_01754
OG0000261	Praj.g_00216	Prac.g_01753
OG0000262	Praj.g_00217	Prac.g_01752
OG0000263	Praj.g_00218	Prac.g_01751
OG0000264	Praj.g_00220	Prac.g_01749
OG0000265	Praj.g_00221	Prac.g_01748
OG0000266	Praj.g_00222	Prac.g_01747
OG0000267	Praj.g_00224	Prac.g_01745
OG0000268	Praj.g_00226	Prac.g_01744
OG0000269	Praj.g_00227	Prac.g_01743
OG0000270	Praj.g_00228	Prac.g_01742
OG0000271	Praj.g_00229	Prac.g_01741
OG0000272	Praj.g_00230	Prac.g_01740
OG0000273	Praj.g_00231	Prac.g_01739
OG0000274	Praj.g_00232	Prac.g_01738
OG0000275	Praj.g_00233	Prac.g_01737
OG0000276	Praj.g_00234	Prac.g_01736
OG0000277	Praj.g_00235	Prac.g_01735
OG0000278	Praj.g_00236	Prac.g_01734
OG0000279	Praj.g_00237	Prac.g_01733
OG0000280	Praj.g_00238	Prac.g_01732
OG0000281	Praj.g_00240	Prac.g_01730
OG0000282	Praj.g_00241	Prac.g_01729
OG0000283	Praj.g_00243	Prac.g_01726
OG0000284	Praj.g_00244	Prac.g_01725
OG0000285	Praj.g_00245	Prac.g_01724
OG0000286	Praj.g_00247	Prac.g_01722
OG0000287	Praj.g_00248	Prac.g_01721
OG0000288	Praj.g_00249	Prac.g_01720
OG0000289	Praj.g_00250	Prac.g_01719
OG0000290	Praj.g_00251	Prac.g_01718
OG0000291	Praj.g_00252	Prac.g_01717
OG0000292	Praj.g_00253	Prac.g_01716
OG0000293	Praj.g_00254	Prac.g_01715
OG0000294	Praj.g_00255	Prac.g_01714
OG0000295	Praj.g_00256	Prac.g_01713
OG0000296	Praj.g_00257	Prac.g_01712
OG0000297	Praj.g_00258	Prac.g_01711
OG0000298	Praj.g_00259	Prac.g_01710
OG0000299	Praj.g_00260	Prac.g_01709
OG0000300	Praj.g_00261	Prac.g_01708
OG0000301	Praj.g_00262	Prac.g_01707
OG0000302	Praj.g_00263	Prac.g_01706
OG0000303	Praj.g_00264	Prac.g_01705
OG0000304	Praj.g_00265	Prac.g_01704
OG0000305	Praj.g_00266	Prac.g_01703
OG0000306	Praj.g_00267	Prac.g_01702
OG0000307	Praj.g_00268	Prac.g_01701
OG0000308	Praj.g_00269	Prac.g_01700
OG0000309	Praj.g_00270	Prac.g_01699
OG0000310	Praj.g_00271	Prac.g_01698
OG0000311	Praj.g_00273	Prac.g_01697
OG0000312	Praj.g_00275	Prac.g_01695
OG0000313	Praj.g_00276	Prac.g_01694
OG0000314	Praj.g_00280	Prac.g_01691
OG0000315	Praj.g_00281	Prac.g_01690
OG0000316	Praj.g_00283	Prac.g_01688
OG0000317	Praj.g_00285	Prac.g_01686
OG0000318	Praj.g_00286	Prac.g_01685
OG0000319	Praj.g_00287	Prac.g_01684
OG0000320	Praj.g_00288	Prac.g_01683
OG0000321	Praj.g_00289	Prac.g_01680
OG0000322	Praj.g_00292	Prac.g_01678
OG0000323	Praj.g_00293	Prac.g_01677
OG0000324	Praj.g_00296	Prac.g_01674
OG0000325	Praj.g_00297	Prac.g_01672
OG0000326	Praj.g_00298	Prac.g_01671
OG0000327	Praj.g_00299	Prac.g_01669
OG0000328	Praj.g_00300	Prac.g_01668
OG0000329	Praj.g_00301	Prac.g_01667
OG0000330	Praj.g_00302	Prac.g_01666
OG0000331	Praj.g_00303	Prac.g_01665
OG0000332	Praj.g_00304	Prac.g_01664
OG0000333	Praj.g_00305	Prac.g_01663
OG0000334	Praj.g_00306	Prac.g_01662
OG0000335	Praj.g_00307	Prac.g_01661
OG0000336	Praj.g_00309	Prac.g_01660
OG0000337	Praj.g_00311	Prac.g_01656
OG0000338	Praj.g_00312	Prac.g_01655
OG0000339	Praj.g_00313	Prac.g_01654
OG0000340	Praj.g_00314	Prac.g_01653
OG0000341	Praj.g_00318	Prac.g_01649
OG0000342	Praj.g_00319	Prac.g_01648
OG0000343	Praj.g_00321	Prac.g_01646
OG0000344	Praj.g_00322	Prac.g_01645
OG0000345	Praj.g_00323	Prac.g_01644
OG0000346	Praj.g_00324	Prac.g_01643
OG0000347	Praj.g_00325	Prac.g_01642
OG0000348	Praj.g_00326	Prac.g_01641
OG0000349	Praj.g_00327	Prac.g_01640
OG0000350	Praj.g_00328	Prac.g_01639
OG0000351	Praj.g_00330	Prac.g_01636
OG0000352	Praj.g_00333	Prac.g_01633
OG0000353	Praj.g_00334	Prac.g_01632
OG0000354	Praj.g_00335	Prac.g_01631
OG0000355	Praj.g_00336	Prac.g_01630
OG0000356	Praj.g_00337	Prac.g_01629
OG0000357	Praj.g_00338	Prac.g_01628
OG0000358	Praj.g_00339	Prac.g_01627
OG0000359	Praj.g_00340	Prac.g_01626
OG0000360	Praj.g_00343	Prac.g_01623
OG0000361	Praj.g_00344	Prac.g_01622
OG0000362	Praj.g_00345	Prac.g_01621
OG0000363	Praj.g_00346	Prac.g_01620
OG0000364	Praj.g_00347	Prac.g_01619
OG0000365	Praj.g_00348	Prac.g_01618
OG0000366	Praj.g_00349	Prac.g_01617
OG0000367	Praj.g_00350	Prac.g_01616
OG0000368	Praj.g_00351	Prac.g_01615
OG0000369	Praj.g_00352	Prac.g_01614
OG0000370	Praj.g_00353	Prac.g_01613
OG0000371	Praj.g_00354	Prac.g_01612
OG0000372	Praj.g_00356	Prac.g_01610
OG0000373	Praj.g_00358	Prac.g_01608
OG0000374	Praj.g_00359	Prac.g_01607
OG0000375	Praj.g_00360	Prac.g_01606
OG0000376	Praj.g_00362	Prac.g_01604
OG0000377	Praj.g_00368	Prac.g_01603
OG0000378	Praj.g_00724	Prac.g_01602
OG0000379	Praj.g_00380	Prac.g_01200
OG0000380	Praj.g_00382	Prac.g_01199
OG0000381	Praj.g_00383	Prac.g_01198
OG0000382	Praj.g_00384	Prac.g_01196
OG0000383	Praj.g_00387	Prac.g_01193
OG0000384	Praj.g_00388	Prac.g_01192
OG0000385	Praj.g_00390	Prac.g_01189
OG0000386	Praj.g_00391	Prac.g_01188
OG0000387	Praj.g_00392	Prac.g_01187
OG0000388	Praj.g_00393	Prac.g_01186
OG0000389	Praj.g_00394	Prac.g_01185
OG0000390	Praj.g_00395	Prac.g_01184
OG0000391	Praj.g_00396	Prac.g_01183
OG0000392	Praj.g_00397	Prac.g_01182
OG0000393	Praj.g_00402	Prac.g_01179
OG0000394	Praj.g_00403	Prac.g_01178
OG0000395	Praj.g_00406	Prac.g_01176
OG0000396	Praj.g_00824	Prac.g_01175
OG0000397	Praj.g_01049	Prac.g_01162
OG0000398	Praj.g_01081	Prac.g_01154
OG0000399	Praj.g_01244	Prac.g_01153
OG0000400	Praj.g_01869	Prac.g_01148
OG0000401	Praj.g_00425	Prac.g_01116
OG0000402	Praj.g_00426	Prac.g_01115
OG0000403	Praj.g_00427	Prac.g_01114
OG0000404	Praj.g_00429	Prac.g_01112
OG0000405	Praj.g_00430	Prac.g_01111
OG0000406	Praj.g_00432	Prac.g_01109
OG0000407	Praj.g_00433	Prac.g_01108
OG0000408	Praj.g_00434	Prac.g_01107
OG0000409	Praj.g_00435	Prac.g_01106
OG0000410	Praj.g_00436	Prac.g_01105
OG0000411	Praj.g_00437	Prac.g_01104
OG0000412	Praj.g_00438	Prac.g_01103
OG0000413	Praj.g_00439	Prac.g_01102
OG0000414	Praj.g_00440	Prac.g_01101
OG0000415	Praj.g_00441	Prac.g_01100
OG0000416	Praj.g_00442	Prac.g_01099
OG0000417	Praj.g_00443	Prac.g_01098
OG0000418	Praj.g_00444	Prac.g_01097
OG0000419	Praj.g_00445	Prac.g_01096
OG0000420	Praj.g_00446	Prac.g_01095
OG0000421	Praj.g_00447	Prac.g_01094
OG0000422	Praj.g_00449	Prac.g_01092
OG0000423	Praj.g_00450	Prac.g_01091
OG0000424	Praj.g_00451	Prac.g_01089
OG0000425	Praj.g_00457	Prac.g_01084
OG0000426	Praj.g_00458	Prac.g_01083
OG0000427	Praj.g_00459	Prac.g_01082
OG0000428	Praj.g_00461	Prac.g_01081
OG0000429	Praj.g_00462	Prac.g_01080
OG0000430	Praj.g_00464	Prac.g_01073
OG0000431	Praj.g_00465	Prac.g_01071
OG0000432	Praj.g_00466	Prac.g_01070
OG0000433	Praj.g_00469	Prac.g_01067
OG0000434	Praj.g_00471	Prac.g_01066
OG0000435	Praj.g_00472	Prac.g_01065
OG0000436	Praj.g_00474	Prac.g_01063
OG0000437	Praj.g_00476	Prac.g_01061
OG0000438	Praj.g_00477	Prac.g_01060
OG0000439	Praj.g_00478	Prac.g_01059
OG0000440	Praj.g_00479	Prac.g_01057
OG0000441	Praj.g_00480	Prac.g_01056
OG0000442	Praj.g_00481	Prac.g_01055
OG0000443	Praj.g_00482	Prac.g_01054
OG0000444	Praj.g_00483	Prac.g_01053
OG0000445	Praj.g_00484	Prac.g_01052
OG0000446	Praj.g_00485	Prac.g_01051
OG0000447	Praj.g_00486	Prac.g_01050
OG0000448	Praj.g_00487	Prac.g_01049
OG0000449	Praj.g_00492	Prac.g_00871
OG0000450	Praj.g_00493	Prac.g_00870
OG0000451	Praj.g_00494	Prac.g_00869
OG0000452	Praj.g_00495	Prac.g_00868
OG0000453	Praj.g_00497	Prac.g_00866
OG0000454	Praj.g_00498	Prac.g_00865
OG0000455	Praj.g_00499	Prac.g_00864
OG0000456	Praj.g_00500	Prac.g_00863
OG0000457	Praj.g_00502	Prac.g_00861
OG0000458	Praj.g_00504	Prac.g_00859
OG0000459	Praj.g_00505	Prac.g_00858
OG0000460	Praj.g_00507	Prac.g_00857
OG0000461	Praj.g_00508	Prac.g_00856
OG0000462	Praj.g_00509	Prac.g_00855
OG0000463	Praj.g_00511	Prac.g_00854
OG0000464	Praj.g_00515	Prac.g_00849
OG0000465	Praj.g_00516	Prac.g_00847
OG0000466	Praj.g_00517	Prac.g_00846
OG0000467	Praj.g_00518	Prac.g_00845
OG0000468	Praj.g_00519	Prac.g_00844
OG0000469	Praj.g_00520	Prac.g_00843
OG0000470	Praj.g_00521	Prac.g_00842
OG0000471	Praj.g_00522	Prac.g_00841
OG0000472	Praj.g_00525	Prac.g_00838
OG0000473	Praj.g_00526	Prac.g_00837
OG0000474	Praj.g_00527	Prac.g_00836
OG0000475	Praj.g_00528	Prac.g_00835
OG0000476	Praj.g_00529	Prac.g_00834
OG0000477	Praj.g_00531	Prac.g_00832
OG0000478	Praj.g_00532	Prac.g_00831
OG0000479	Praj.g_00533	Prac.g_00830
OG0000480	Praj.g_00535	Prac.g_00828
OG0000481	Praj.g_00536	Prac.g_00827
OG0000482	Praj.g_00537	Prac.g_00826
OG0000483	Praj.g_00538	Prac.g_00825
OG0000484	Praj.g_00539	Prac.g_00824
OG0000485	Praj.g_00540	Prac.g_00823
OG0000486	Praj.g_00541	Prac.g_00822
OG0000487	Praj.g_00542	Prac.g_00821
OG0000488	Praj.g_00544	Prac.g_00819
OG0000489	Praj.g_00545	Prac.g_00818
OG0000490	Praj.g_00546	Prac.g_00817
OG0000491	Praj.g_00547	Prac.g_00816
OG0000492	Praj.g_00548	Prac.g_00815
OG0000493	Praj.g_00549	Prac.g_00814
OG0000494	Praj.g_00551	Prac.g_00812
OG0000495	Praj.g_00552	Prac.g_00811
OG0000496	Praj.g_00553	Prac.g_00810
OG0000497	Praj.g_00554	Prac.g_00809
OG0000498	Praj.g_00555	Prac.g_00808
OG0000499	Praj.g_00557	Prac.g_00806
OG0000500	Praj.g_00558	Prac.g_00805
OG0000501	Praj.g_00560	Prac.g_00803
OG0000502	Praj.g_00561	Prac.g_00802
OG0000503	Praj.g_00562	Prac.g_00801
OG0000504	Praj.g_00563	Prac.g_00800
OG0000505	Praj.g_00564	Prac.g_00799
OG0000506	Praj.g_00565	Prac.g_00798
OG0000507	Praj.g_00566	Prac.g_00797
OG0000508	Praj.g_00567	Prac.g_00795
OG0000509	Praj.g_00568	Prac.g_00794
OG0000510	Praj.g_00569	Prac.g_00793
OG0000511	Praj.g_00570	Prac.g_00792
OG0000512	Praj.g_00571	Prac.g_00791
OG0000513	Praj.g_00572	Prac.g_00790
OG0000514	Praj.g_00573	Prac.g_00789
OG0000515	Praj.g_00574	Prac.g_00787
OG0000516	Praj.g_00575	Prac.g_00786
OG0000517	Praj.g_00576	Prac.g_00785
OG0000518	Praj.g_00578	Prac.g_00782
OG0000519	Praj.g_00579	Prac.g_00780
OG0000520	Praj.g_00581	Prac.g_00779
OG0000521	Praj.g_00580	Prac.g_00778
OG0000522	Praj.g_00582	Prac.g_00777
OG0000523	Praj.g_00583	Prac.g_00776
OG0000524	Praj.g_00584	Prac.g_00775
OG0000525	Praj.g_00586	Prac.g_00772
OG0000526	Praj.g_00587	Prac.g_00771
OG0000527	Praj.g_00588	Prac.g_00770
OG0000528	Praj.g_00589	Prac.g_00769
OG0000529	Praj.g_00590	Prac.g_00768
OG0000530	Praj.g_00591	Prac.g_00767
OG0000531	Praj.g_00593	Prac.g_00766
OG0000532	Praj.g_00594	Prac.g_00765
OG0000533	Praj.g_00595	Prac.g_00764
OG0000534	Praj.g_00596	Prac.g_00763
OG0000535	Praj.g_00597	Prac.g_00762
OG0000536	Praj.g_00598	Prac.g_00761
OG0000537	Praj.g_00599	Prac.g_00760
OG0000538	Praj.g_00600	Prac.g_00759
OG0000539	Praj.g_00601	Prac.g_00758
OG0000540	Praj.g_00602	Prac.g_00757
OG0000541	Praj.g_00603	Prac.g_00756
OG0000542	Praj.g_00604	Prac.g_00755
OG0000543	Praj.g_00605	Prac.g_00754
OG0000544	Praj.g_00606	Prac.g_00753
OG0000545	Praj.g_00609	Prac.g_00750
OG0000546	Praj.g_00610	Prac.g_00749
OG0000547	Praj.g_00611	Prac.g_00747
OG0000548	Praj.g_00613	Prac.g_00746
OG0000549	Praj.g_00614	Prac.g_00745
OG0000550	Praj.g_00615	Prac.g_00744
OG0000551	Praj.g_00616	Prac.g_00743
OG0000552	Praj.g_00617	Prac.g_00742
OG0000553	Praj.g_00618	Prac.g_00741
OG0000554	Praj.g_00619	Prac.g_00740
OG0000555	Praj.g_00620	Prac.g_00739
OG0000556	Praj.g_00621	Prac.g_00738
OG0000557	Praj.g_00622	Prac.g_00737
