Orthogroup	Praj	Prba
OG0000113	Praj.g_00722	Prba.g_01572
OG0000114	Praj.g_00767	Prba.g_01501
OG0000115	Praj.g_01601, Praj.g_00946	Prba.g_01337
OG0000116	Praj.g_00950	Prba.g_01333
OG0000117	Praj.g_01021	Prba.g_01267
OG0000118	Praj.g_01196	Prba.g_01216
OG0000119	Praj.g_01835	Prba.g_00094
OG0000120	Praj.g_01455	Prba.g_00057
OG0000121	Praj.g_01433	Prba.g_00038
OG0000122	Praj.g_01413	Prba.g_00019
OG0000123	Praj.g_01402	Prba.g_00006
OG0000124	Praj.g_01014	Prba.g_01084
OG0000125	Praj.g_01540	Prba.g_01204
OG0000126	Praj.g_01575	Prba.g_00196
OG0000127	Praj.g_01618	Prba.g_00110
OG0000128	Praj.g_01633	Prba.g_00712
OG0000129	Praj.g_01667	Prba.g_00676, Prba.g_00351
OG0000130	Praj.g_01766	Prba.g_00228
OG0000131	Praj.g_01803	Prba.g_00584
OG0000132	Praj.g_01805	Prba.g_00581
OG0000133	Praj.g_01910	Prba.g_00388
OG0000134	Praj.g_01946	Prba.g_00424
OG0000135	Praj.g_01948	Prba.g_00426
OG0000136	Praj.g_01997	Prba.g_00752
OG0000137	Praj.g_02034	Prba.g_00785
OG0000138	Praj.g_02091	Prba.g_00821
OG0000139	Praj.g_02128	Prba.g_00848, Prba.g_01776
OG0000140	Praj.g_00001	Prba.g_01794
OG0000141	Praj.g_00002	Prba.g_01795
OG0000142	Praj.g_00004	Prba.g_01797
OG0000143	Praj.g_00005	Prba.g_01798
OG0000144	Praj.g_00007	Prba.g_01800
OG0000145	Praj.g_00008	Prba.g_01801
OG0000146	Praj.g_00009	Prba.g_01802
OG0000147	Praj.g_00010	Prba.g_01803
OG0000148	Praj.g_00012	Prba.g_01805
OG0000149	Praj.g_00014	Prba.g_01807
OG0000150	Praj.g_00015	Prba.g_01808
OG0000151	Praj.g_00016	Prba.g_01809
OG0000152	Praj.g_00017	Prba.g_01810
OG0000153	Praj.g_00018	Prba.g_01811
OG0000154	Praj.g_00019	Prba.g_01812
OG0000155	Praj.g_00020	Prba.g_01813
OG0000156	Praj.g_00021	Prba.g_01814
OG0000157	Praj.g_00022	Prba.g_01815
OG0000158	Praj.g_00024	Prba.g_01817
OG0000159	Praj.g_00025	Prba.g_01818
OG0000160	Praj.g_00026	Prba.g_01819
OG0000161	Praj.g_00027	Prba.g_01820
OG0000162	Praj.g_00028	Prba.g_01821
OG0000163	Praj.g_00029	Prba.g_01822
OG0000164	Praj.g_00032	Prba.g_01825
OG0000165	Praj.g_00034	Prba.g_01828
OG0000166	Praj.g_00035	Prba.g_01829
OG0000167	Praj.g_00036	Prba.g_01830
OG0000168	Praj.g_00044	Prba.g_01834
OG0000169	Praj.g_00046	Prba.g_01836
OG0000170	Praj.g_00047	Prba.g_01837
OG0000171	Praj.g_00048	Prba.g_01838
OG0000172	Praj.g_00049	Prba.g_01839
OG0000173	Praj.g_00050	Prba.g_01840
OG0000174	Praj.g_00051	Prba.g_01841
OG0000175	Praj.g_00052	Prba.g_01842
OG0000176	Praj.g_00054	Prba.g_01844
OG0000177	Praj.g_00055	Prba.g_01845
OG0000178	Praj.g_00056	Prba.g_01846
OG0000179	Praj.g_00102	Prba.g_01852
OG0000180	Praj.g_00103	Prba.g_01853
OG0000181	Praj.g_00104	Prba.g_01854
OG0000182	Praj.g_00107	Prba.g_01857
OG0000183	Praj.g_00108	Prba.g_01858
OG0000184	Praj.g_00111	Prba.g_01861
OG0000185	Praj.g_00115	Prba.g_01865
OG0000186	Praj.g_00116	Prba.g_01866
OG0000187	Praj.g_00117	Prba.g_01867
OG0000188	Praj.g_00118	Prba.g_01868
OG0000189	Praj.g_00119	Prba.g_01869
OG0000190	Praj.g_00120	Prba.g_01870
OG0000191	Praj.g_00121	Prba.g_01871
OG0000192	Praj.g_00122	Prba.g_01872
OG0000193	Praj.g_00123	Prba.g_01873
OG0000194	Praj.g_00124	Prba.g_01874
OG0000195	Praj.g_00126	Prba.g_01876
OG0000196	Praj.g_00127	Prba.g_01877
OG0000197	Praj.g_00128	Prba.g_01878
OG0000198	Praj.g_00129	Prba.g_01879
OG0000199	Praj.g_00132	Prba.g_01882
OG0000200	Praj.g_00133	Prba.g_01883
OG0000201	Praj.g_00134	Prba.g_01884
OG0000202	Praj.g_00135	Prba.g_01885
OG0000203	Praj.g_00136	Prba.g_01886
OG0000204	Praj.g_00137	Prba.g_01887
OG0000205	Praj.g_00139	Prba.g_01888
OG0000206	Praj.g_00140	Prba.g_01889
OG0000207	Praj.g_00141	Prba.g_01890
OG0000208	Praj.g_00142	Prba.g_01891
OG0000209	Praj.g_00143	Prba.g_01892
OG0000210	Praj.g_00144	Prba.g_01894
OG0000211	Praj.g_00145	Prba.g_01895
OG0000212	Praj.g_00146	Prba.g_01896
OG0000213	Praj.g_00147	Prba.g_01897
OG0000214	Praj.g_00151	Prba.g_01899
OG0000215	Praj.g_00152	Prba.g_01900
OG0000216	Praj.g_00154	Prba.g_01902
OG0000217	Praj.g_00156	Prba.g_01903
OG0000218	Praj.g_00157	Prba.g_01904
OG0000219	Praj.g_00158	Prba.g_01905
OG0000220	Praj.g_00160	Prba.g_01908
OG0000221	Praj.g_00163	Prba.g_01910
OG0000222	Praj.g_00164	Prba.g_01911
OG0000223	Praj.g_00165	Prba.g_01912
OG0000224	Praj.g_00168	Prba.g_01915
OG0000225	Praj.g_00170	Prba.g_01917
OG0000226	Praj.g_00172	Prba.g_01918
OG0000227	Praj.g_00173	Prba.g_01919
OG0000228	Praj.g_00174	Prba.g_01920
OG0000229	Praj.g_00175	Prba.g_01921
OG0000230	Praj.g_00176	Prba.g_01922
OG0000231	Praj.g_01057	Prba.g_01924
OG0000232	Praj.g_00177	Prba.g_01925
OG0000233	Praj.g_00180	Prba.g_01928
OG0000234	Praj.g_00183	Prba.g_01930
OG0000235	Praj.g_00185	Prba.g_01933
OG0000236	Praj.g_00186	Prba.g_01934
OG0000237	Praj.g_00187	Prba.g_01935
OG0000238	Praj.g_00188	Prba.g_01936
OG0000239	Praj.g_00189	Prba.g_01937
OG0000240	Praj.g_00191	Prba.g_01939
OG0000241	Praj.g_00192	Prba.g_01940
OG0000242	Praj.g_00193	Prba.g_01941
OG0000243	Praj.g_00194	Prba.g_01942
OG0000244	Praj.g_00195	Prba.g_01943
OG0000245	Praj.g_00196	Prba.g_01944
OG0000246	Praj.g_00198	Prba.g_01946
OG0000247	Praj.g_00199	Prba.g_01947
OG0000248	Praj.g_00200	Prba.g_01948
OG0000249	Praj.g_00201	Prba.g_01949
OG0000250	Praj.g_00202	Prba.g_01950
OG0000251	Praj.g_00203	Prba.g_01951
OG0000252	Praj.g_00204	Prba.g_01952
OG0000253	Praj.g_00205	Prba.g_01953
OG0000254	Praj.g_00207	Prba.g_00623
OG0000255	Praj.g_00208	Prba.g_00624
OG0000256	Praj.g_00211	Prba.g_00627
OG0000257	Praj.g_00212	Prba.g_00629
OG0000258	Praj.g_00213	Prba.g_00630
OG0000259	Praj.g_00214	Prba.g_00631
OG0000260	Praj.g_00215	Prba.g_00632
OG0000261	Praj.g_00216	Prba.g_00633
OG0000262	Praj.g_00217	Prba.g_00634
OG0000263	Praj.g_00218	Prba.g_00635
OG0000264	Praj.g_00220	Prba.g_00637
OG0000265	Praj.g_00221	Prba.g_00638
OG0000266	Praj.g_00222	Prba.g_00639
OG0000267	Praj.g_00224	Prba.g_00641
OG0000268	Praj.g_00226	Prba.g_00642
OG0000269	Praj.g_00227	Prba.g_00643
OG0000270	Praj.g_00228	Prba.g_00644
OG0000271	Praj.g_00229	Prba.g_00645
OG0000272	Praj.g_00230	Prba.g_00646
OG0000273	Praj.g_00231	Prba.g_00647
OG0000274	Praj.g_00232	Prba.g_00648
OG0000275	Praj.g_00233	Prba.g_00649
OG0000276	Praj.g_00234	Prba.g_00650
OG0000277	Praj.g_00235	Prba.g_00651
OG0000278	Praj.g_00236	Prba.g_00652
OG0000279	Praj.g_00237	Prba.g_00653
OG0000280	Praj.g_00238	Prba.g_00654
OG0000281	Praj.g_00240	Prba.g_00656
OG0000282	Praj.g_00241	Prba.g_00657
OG0000283	Praj.g_00243	Prba.g_00660
OG0000284	Praj.g_00244	Prba.g_00661
OG0000285	Praj.g_00245	Prba.g_00662
OG0000286	Praj.g_00247	Prba.g_00664
OG0000287	Praj.g_00248	Prba.g_00665
OG0000288	Praj.g_00249	Prba.g_00666
OG0000289	Praj.g_00250	Prba.g_00667
OG0000290	Praj.g_00251	Prba.g_00668
OG0000291	Praj.g_00252	Prba.g_00669
OG0000292	Praj.g_00253	Prba.g_00670
OG0000293	Praj.g_00254	Prba.g_00671
OG0000294	Praj.g_00255	Prba.g_00672
OG0000295	Praj.g_00256	Prba.g_00673
OG0000296	Praj.g_00257	Prba.g_00674
OG0000297	Praj.g_00258	Prba.g_00675
OG0000298	Praj.g_00259	Prba.g_00439
OG0000299	Praj.g_00260	Prba.g_00440
OG0000300	Praj.g_00261	Prba.g_00441
OG0000301	Praj.g_00262	Prba.g_00442
OG0000302	Praj.g_00263	Prba.g_00443
OG0000303	Praj.g_00264	Prba.g_00444
OG0000304	Praj.g_00265	Prba.g_00445
OG0000305	Praj.g_00266	Prba.g_00446
OG0000306	Praj.g_00267	Prba.g_00447
OG0000307	Praj.g_00268	Prba.g_00448
OG0000308	Praj.g_00269	Prba.g_00449
OG0000309	Praj.g_00270	Prba.g_00450
OG0000310	Praj.g_00271	Prba.g_00451
OG0000311	Praj.g_00273	Prba.g_00452
OG0000312	Praj.g_00275	Prba.g_00454
OG0000313	Praj.g_00276	Prba.g_00455
OG0000314	Praj.g_00280	Prba.g_00458
OG0000315	Praj.g_00281	Prba.g_00459
OG0000316	Praj.g_00283	Prba.g_00461
OG0000317	Praj.g_00285	Prba.g_00463
OG0000318	Praj.g_00286	Prba.g_00464
OG0000319	Praj.g_00287	Prba.g_00465
OG0000320	Praj.g_00288	Prba.g_00466
OG0000321	Praj.g_00289	Prba.g_00469
OG0000322	Praj.g_00292	Prba.g_00472
OG0000323	Praj.g_00293	Prba.g_00473
OG0000324	Praj.g_00296	Prba.g_00476
OG0000325	Praj.g_00297	Prba.g_00477
OG0000326	Praj.g_00298	Prba.g_00478
OG0000327	Praj.g_00299	Prba.g_00480
OG0000328	Praj.g_00300	Prba.g_00481
OG0000329	Praj.g_00301	Prba.g_00482
OG0000330	Praj.g_00302	Prba.g_00483
OG0000331	Praj.g_00303	Prba.g_00484
OG0000332	Praj.g_00304	Prba.g_00485
OG0000333	Praj.g_00305	Prba.g_00486
OG0000334	Praj.g_00306	Prba.g_00487
OG0000335	Praj.g_00307	Prba.g_00488
OG0000336	Praj.g_00309	Prba.g_00489
OG0000337	Praj.g_00311	Prba.g_00492
OG0000338	Praj.g_00312	Prba.g_00493
OG0000339	Praj.g_00313	Prba.g_00494
OG0000340	Praj.g_00314	Prba.g_00495
OG0000341	Praj.g_00318	Prba.g_00499
OG0000342	Praj.g_00319	Prba.g_00500
OG0000343	Praj.g_00321	Prba.g_00502
OG0000344	Praj.g_00322	Prba.g_00503
OG0000345	Praj.g_00323	Prba.g_00504
OG0000346	Praj.g_00324	Prba.g_00505
OG0000347	Praj.g_00325	Prba.g_00506
OG0000348	Praj.g_00326	Prba.g_00507
OG0000349	Praj.g_00327	Prba.g_00508
OG0000350	Praj.g_00328	Prba.g_00509
OG0000351	Praj.g_00330	Prba.g_00511
OG0000352	Praj.g_00333	Prba.g_00514
OG0000353	Praj.g_00334	Prba.g_00515
OG0000354	Praj.g_00335	Prba.g_00516
OG0000355	Praj.g_00336	Prba.g_00517
OG0000356	Praj.g_00337	Prba.g_00518
OG0000357	Praj.g_00338	Prba.g_00519
OG0000358	Praj.g_00339	Prba.g_00520
OG0000359	Praj.g_00340	Prba.g_00521
OG0000360	Praj.g_00343	Prba.g_00524
OG0000361	Praj.g_00344	Prba.g_00525
OG0000362	Praj.g_00345	Prba.g_00526
OG0000363	Praj.g_00346	Prba.g_00527
OG0000364	Praj.g_00347	Prba.g_00528
OG0000365	Praj.g_00348	Prba.g_00529
OG0000366	Praj.g_00349	Prba.g_00530
OG0000367	Praj.g_00350	Prba.g_00531
OG0000368	Praj.g_00351	Prba.g_00532
OG0000369	Praj.g_00352	Prba.g_00533
OG0000370	Praj.g_00353	Prba.g_00534
OG0000371	Praj.g_00354	Prba.g_00535
OG0000372	Praj.g_00356	Prba.g_00537
OG0000373	Praj.g_00358	Prba.g_00539
OG0000374	Praj.g_00359	Prba.g_00540
OG0000375	Praj.g_00360	Prba.g_00541
OG0000376	Praj.g_00362	Prba.g_00543
OG0000377	Praj.g_00368	Prba.g_00544
OG0000378	Praj.g_00724	Prba.g_00545
OG0000379	Praj.g_00380	Prba.g_00550
OG0000380	Praj.g_00382	Prba.g_00551
OG0000381	Praj.g_00383	Prba.g_00552
OG0000382	Praj.g_00384	Prba.g_00554
OG0000383	Praj.g_00387	Prba.g_00557
OG0000384	Praj.g_00388	Prba.g_00558
OG0000385	Praj.g_00390	Prba.g_00561
OG0000386	Praj.g_00391	Prba.g_00562
OG0000387	Praj.g_00392	Prba.g_00218
OG0000388	Praj.g_00393	Prba.g_00219
OG0000389	Praj.g_00394	Prba.g_00220
OG0000390	Praj.g_00395	Prba.g_00221
OG0000391	Praj.g_00396	Prba.g_00222
OG0000392	Praj.g_00397	Prba.g_00223
OG0000393	Praj.g_00402	Prba.g_00849
OG0000394	Praj.g_00403	Prba.g_00850
OG0000395	Praj.g_00406	Prba.g_00852
OG0000396	Praj.g_00824	Prba.g_00853
OG0000397	Praj.g_01049	Prba.g_00865
OG0000398	Praj.g_01081	Prba.g_00873
OG0000399	Praj.g_01244	Prba.g_00874
OG0000400	Praj.g_01869	Prba.g_00880
OG0000401	Praj.g_00425	Prba.g_01030
OG0000402	Praj.g_00426	Prba.g_01029
OG0000403	Praj.g_00427	Prba.g_01028
OG0000404	Praj.g_00429	Prba.g_01026
OG0000405	Praj.g_00430	Prba.g_01025
OG0000406	Praj.g_00432	Prba.g_01023
OG0000407	Praj.g_00433	Prba.g_01022
OG0000408	Praj.g_00434	Prba.g_01021
OG0000409	Praj.g_00435	Prba.g_01020
OG0000410	Praj.g_00436	Prba.g_01019
OG0000411	Praj.g_00437	Prba.g_01018
OG0000412	Praj.g_00438	Prba.g_01017
OG0000413	Praj.g_00439	Prba.g_01016
OG0000414	Praj.g_00440	Prba.g_01015
OG0000415	Praj.g_00441	Prba.g_01014
OG0000416	Praj.g_00442	Prba.g_01013
OG0000417	Praj.g_00443	Prba.g_01012
OG0000418	Praj.g_00444	Prba.g_01011
OG0000419	Praj.g_00445	Prba.g_01010
OG0000420	Praj.g_00446	Prba.g_01009
OG0000421	Praj.g_00447	Prba.g_01008
OG0000422	Praj.g_00449	Prba.g_01006
OG0000423	Praj.g_00450	Prba.g_01005
OG0000424	Praj.g_00451	Prba.g_01003
OG0000425	Praj.g_00457	Prba.g_01000
OG0000426	Praj.g_00458	Prba.g_00999
OG0000427	Praj.g_00459	Prba.g_00998
OG0000428	Praj.g_00461	Prba.g_00997
OG0000429	Praj.g_00462	Prba.g_00996
OG0000430	Praj.g_00464	Prba.g_00990
OG0000431	Praj.g_00465	Prba.g_00988
OG0000432	Praj.g_00466	Prba.g_00987
OG0000433	Praj.g_00469	Prba.g_00984
OG0000434	Praj.g_00471	Prba.g_00983
OG0000435	Praj.g_00472	Prba.g_00982
OG0000436	Praj.g_00474	Prba.g_00980
OG0000437	Praj.g_00476	Prba.g_00978
OG0000438	Praj.g_00477	Prba.g_00977
OG0000439	Praj.g_00478	Prba.g_00976
OG0000440	Praj.g_00479	Prba.g_00974
OG0000441	Praj.g_00480	Prba.g_00973
OG0000442	Praj.g_00481	Prba.g_00972
OG0000443	Praj.g_00482	Prba.g_00971
OG0000444	Praj.g_00483	Prba.g_00970
OG0000445	Praj.g_00484	Prba.g_00969
OG0000446	Praj.g_00485	Prba.g_00968
OG0000447	Praj.g_00486	Prba.g_00967
OG0000448	Praj.g_00487	Prba.g_00966
OG0000449	Praj.g_00492	Prba.g_00961
OG0000450	Praj.g_00493	Prba.g_00960
OG0000451	Praj.g_00494	Prba.g_00959
OG0000452	Praj.g_00495	Prba.g_00958
OG0000453	Praj.g_00497	Prba.g_00956
OG0000454	Praj.g_00498	Prba.g_00955
OG0000455	Praj.g_00499	Prba.g_00954
OG0000456	Praj.g_00500	Prba.g_00953
OG0000457	Praj.g_00502	Prba.g_00951
OG0000458	Praj.g_00504	Prba.g_00949
OG0000459	Praj.g_00505	Prba.g_00948
OG0000460	Praj.g_00507	Prba.g_00946
OG0000461	Praj.g_00508	Prba.g_00945
OG0000462	Praj.g_00509	Prba.g_00944
OG0000463	Praj.g_00511	Prba.g_00943
OG0000464	Praj.g_00515	Prba.g_00938
OG0000465	Praj.g_00516	Prba.g_00936
OG0000466	Praj.g_00517	Prba.g_00935
OG0000467	Praj.g_00518	Prba.g_00934
OG0000468	Praj.g_00519	Prba.g_00933
OG0000469	Praj.g_00520	Prba.g_00932
OG0000470	Praj.g_00521	Prba.g_00931
OG0000471	Praj.g_00522	Prba.g_00930
OG0000472	Praj.g_00525	Prba.g_00927
OG0000473	Praj.g_00526	Prba.g_00926
OG0000474	Praj.g_00527	Prba.g_00925
OG0000475	Praj.g_00528	Prba.g_00924
OG0000476	Praj.g_00529	Prba.g_00923
OG0000477	Praj.g_00531	Prba.g_01775
OG0000478	Praj.g_00532	Prba.g_01774
OG0000479	Praj.g_00533	Prba.g_01773
OG0000480	Praj.g_00535	Prba.g_01771
OG0000481	Praj.g_00536	Prba.g_01770
OG0000482	Praj.g_00537	Prba.g_01769
OG0000483	Praj.g_00538	Prba.g_01768
OG0000484	Praj.g_00539	Prba.g_01767
OG0000485	Praj.g_00540	Prba.g_01766
OG0000486	Praj.g_00541	Prba.g_01765
OG0000487	Praj.g_00542	Prba.g_01764
OG0000488	Praj.g_00544	Prba.g_01762
OG0000489	Praj.g_00545	Prba.g_01761
OG0000490	Praj.g_00546	Prba.g_01760
OG0000491	Praj.g_00547	Prba.g_01759
OG0000492	Praj.g_00548	Prba.g_01758
OG0000493	Praj.g_00549	Prba.g_01757
OG0000494	Praj.g_00551	Prba.g_01755
OG0000495	Praj.g_00552	Prba.g_01754
OG0000496	Praj.g_00553	Prba.g_01753
OG0000497	Praj.g_00554	Prba.g_01752
OG0000498	Praj.g_00555	Prba.g_01751
OG0000499	Praj.g_00557	Prba.g_01749
OG0000500	Praj.g_00558	Prba.g_01748
OG0000501	Praj.g_00560	Prba.g_01746
OG0000502	Praj.g_00561	Prba.g_01745
OG0000503	Praj.g_00562	Prba.g_01744
OG0000504	Praj.g_00563	Prba.g_01743
OG0000505	Praj.g_00564	Prba.g_01742
OG0000506	Praj.g_00565	Prba.g_01741
OG0000507	Praj.g_00566	Prba.g_01740
OG0000508	Praj.g_00567	Prba.g_01738
OG0000509	Praj.g_00568	Prba.g_01737
OG0000510	Praj.g_00569	Prba.g_01736
OG0000511	Praj.g_00570	Prba.g_01735
OG0000512	Praj.g_00571	Prba.g_01734
OG0000513	Praj.g_00572	Prba.g_01733
OG0000514	Praj.g_00573	Prba.g_01732
OG0000515	Praj.g_00574	Prba.g_01730
OG0000516	Praj.g_00575	Prba.g_01729
OG0000517	Praj.g_00576	Prba.g_01728
OG0000518	Praj.g_00578	Prba.g_01726
OG0000519	Praj.g_00579	Prba.g_01725
OG0000520	Praj.g_00581	Prba.g_01724
OG0000521	Praj.g_00580	Prba.g_01723
OG0000522	Praj.g_00582	Prba.g_01722
OG0000523	Praj.g_00583	Prba.g_01721
OG0000524	Praj.g_00584	Prba.g_01720
OG0000525	Praj.g_00586	Prba.g_01718
OG0000526	Praj.g_00587	Prba.g_01717
OG0000527	Praj.g_00588	Prba.g_01716
OG0000528	Praj.g_00589	Prba.g_01715
OG0000529	Praj.g_00590	Prba.g_01714
OG0000530	Praj.g_00591	Prba.g_01713
OG0000531	Praj.g_00593	Prba.g_01712
OG0000532	Praj.g_00594	Prba.g_01711
OG0000533	Praj.g_00595	Prba.g_01710
OG0000534	Praj.g_00596	Prba.g_01709
OG0000535	Praj.g_00597	Prba.g_01708
OG0000536	Praj.g_00598	Prba.g_01707
OG0000537	Praj.g_00599	Prba.g_01706
OG0000538	Praj.g_00600	Prba.g_01705
OG0000539	Praj.g_00601	Prba.g_01704
OG0000540	Praj.g_00602	Prba.g_01703
OG0000541	Praj.g_00603	Prba.g_01702
OG0000542	Praj.g_00604	Prba.g_01701
OG0000543	Praj.g_00605	Prba.g_01700
OG0000544	Praj.g_00606	Prba.g_01699
OG0000545	Praj.g_00609	Prba.g_01696
OG0000546	Praj.g_00610	Prba.g_01695
OG0000547	Praj.g_00611	Prba.g_01693
OG0000548	Praj.g_00613	Prba.g_01692
OG0000549	Praj.g_00614	Prba.g_01691
OG0000550	Praj.g_00615	Prba.g_01690
OG0000551	Praj.g_00616	Prba.g_01689
OG0000552	Praj.g_00617	Prba.g_01688
OG0000553	Praj.g_00618	Prba.g_01687
OG0000554	Praj.g_00619	Prba.g_01686
OG0000555	Praj.g_00620	Prba.g_01685
OG0000556	Praj.g_00621	Prba.g_01684
OG0000557	Praj.g_00622	Prba.g_01683
OG0000558	Praj.g_00623	Prba.g_01682
OG0000559	Praj.g_00624	Prba.g_01681
OG0000560	Praj.g_00626	Prba.g_01679
OG0000561	Praj.g_00627	Prba.g_01678
OG0000562	Praj.g_00628	Prba.g_01677
OG0000563	Praj.g_00629	Prba.g_01676
OG0000564	Praj.g_00630	Prba.g_01675
OG0000565	Praj.g_00631	Prba.g_01674
