Orthogroup	Prak	Syag
OG0000042	Prak.g_01850	Syag.g_01094, Syag.g_02378
OG0000043	Prak.g_01193	Syag.g_00564
OG0000046	Prak.g_00344	Syag.g_02812, Syag.g_02819, Syag.g_02805
OG0000047	Prak.g_00385	Syag.g_00768
OG0000048	Prak.g_01264	Syag.g_02611
OG0000052	Prak.g_01369	Syag.g_02491
OG0000052	Prak.g_00058	Syag.g_02451
OG0000053	Prak.g_01412, Prak.g_01590	Syag.g_01391
OG0000054	Prak.g_00568	Syag.g_00350
OG0000055	Prak.g_01619	Syag.g_01799
OG0000057	Prak.g_00829	Syag.g_00985
OG0000058	Prak.g_01351	Syag.g_02477
OG0000059	Prak.g_01732	Syag.g_02721
OG0000061	Prak.g_01172	Syag.g_01141
OG0000062	Prak.g_01476	Syag.g_01669
OG0000063	Prak.g_01530	Syag.g_02313
OG0000064	Prak.g_00072	Syag.g_00076, Syag.g_00487, Syag.g_01589
OG0000065	Prak.g_00113	Syag.g_01885, Syag.g_00182
OG0000066	Prak.g_00498, Prak.g_01557	Syag.g_01443
OG0000067	Prak.g_00845	Syag.g_00667
OG0000068	Prak.g_01329	Syag.g_01537
OG0000070	Prak.g_00412	Syag.g_00049
OG0000071	Prak.g_01277	Syag.g_01192
OG0000072	Prak.g_00183	Syag.g_01980, Syag.g_02859
OG0000073	Prak.g_00461	Syag.g_01505
OG0000075	Prak.g_01816	Syag.g_02434
OG0000076	Prak.g_01842	Syag.g_02393
OG0000077	Prak.g_00083	Syag.g_01831
OG0000078	Prak.g_00256	Syag.g_01778
OG0000079	Prak.g_00269	Syag.g_02659, Syag.g_02652
OG0000081	Prak.g_00490	Syag.g_00167
OG0000082	Prak.g_00546, Prak.g_01634	Syag.g_00318
OG0000084	Prak.g_01388	Syag.g_00212, Syag.g_01425
OG0000085	Prak.g_01516, Prak.g_01637	Syag.g_01676
OG0000086	Prak.g_00092	Syag.g_01853
OG0000087	Prak.g_00147	Syag.g_01939
OG0000088	Prak.g_00178	Syag.g_01974
OG0000089	Prak.g_00379	Syag.g_00005
OG0000090	Prak.g_00492	Syag.g_01454
OG0000091	Prak.g_01100	Syag.g_00418
OG0000093	Prak.g_01071	Syag.g_00649
OG0000094	Prak.g_01022	Syag.g_00881
OG0000095	Prak.g_00920	Syag.g_00974
OG0000097	Prak.g_01126	Syag.g_01065
OG0000098	Prak.g_01305	Syag.g_00578, Syag.g_01445
OG0000099	Prak.g_01352	Syag.g_02536
OG0000100	Prak.g_01470	Syag.g_00704
OG0000101	Prak.g_01780	Syag.g_02773
OG0000102	Prak.g_01847	Syag.g_02387
OG0000103	Prak.g_01932	Syag.g_02253
OG0000104	Prak.g_01941	Syag.g_02268
OG0000105	Prak.g_00292	Syag.g_02606
OG0000106	Prak.g_00687	Syag.g_00462
OG0000107	Prak.g_01709	Syag.g_02689
OG0000108	Prak.g_00441	Syag.g_01528
OG0000109	Prak.g_00455	Syag.g_01512
OG0000110	Prak.g_00535	Syag.g_00303
OG0000111	Prak.g_00830	Syag.g_00984
OG0000112	Prak.g_00608	Syag.g_00801
OG0000113	Prak.g_00868	Syag.g_00699
OG0000114	Prak.g_00770	Syag.g_00609
OG0000115	Prak.g_01241	Syag.g_01397
OG0000116	Prak.g_01183	Syag.g_01156
OG0000117	Prak.g_01145	Syag.g_01097
OG0000118	Prak.g_01290	Syag.g_01232
OG0000120	Prak.g_01349	Syag.g_02535
OG0000121	Prak.g_01393	Syag.g_01414
OG0000122	Prak.g_01248, Prak.g_01434	Syag.g_00446
OG0000123	Prak.g_01787	Syag.g_02781
OG0000124	Prak.g_01859	Syag.g_02367
OG0000125	Prak.g_01895	Syag.g_02136, Syag.g_02134
OG0000126	Prak.g_01940	Syag.g_02266
OG0000128	Prak.g_00011	Syag.g_02284
OG0000129	Prak.g_00045	Syag.g_02121
OG0000130	Prak.g_00074	Syag.g_01819
OG0000131	Prak.g_00156	Syag.g_01951
OG0000132	Prak.g_00176	Syag.g_01972
OG0000133	Prak.g_00339	Syag.g_00806
OG0000134	Prak.g_00381	Syag.g_00008
OG0000135	Prak.g_01259	Syag.g_02171
OG0000136	Prak.g_00403	Syag.g_00038
OG0000137	Prak.g_00436	Syag.g_01356
OG0000138	Prak.g_00456	Syag.g_01511
OG0000139	Prak.g_00496	Syag.g_01448
OG0000140	Prak.g_00497	Syag.g_01446
OG0000141	Prak.g_00569	Syag.g_00351
OG0000142	Prak.g_01108	Syag.g_00410
OG0000143	Prak.g_01104	Syag.g_00414
OG0000144	Prak.g_01090	Syag.g_00493
OG0000145	Prak.g_01261	Syag.g_01504
OG0000146	Prak.g_00607	Syag.g_00800
OG0000147	Prak.g_00606	Syag.g_00799
OG0000148	Prak.g_00862	Syag.g_00693
OG0000149	Prak.g_00894	Syag.g_00731
OG0000150	Prak.g_00904	Syag.g_00352
OG0000151	Prak.g_00780	Syag.g_00623
OG0000152	Prak.g_00973	Syag.g_00810
OG0000153	Prak.g_00992	Syag.g_00845
OG0000154	Prak.g_01012	Syag.g_00870
OG0000155	Prak.g_01151	Syag.g_01107
OG0000156	Prak.g_01266	Syag.g_01166
OG0000157	Prak.g_01267	Syag.g_01167
OG0000158	Prak.g_01824	Syag.g_02422
OG0000159	Prak.g_00065	Syag.g_02425
OG0000160	Prak.g_01392	Syag.g_01415
OG0000161	Prak.g_01398	Syag.g_01409
OG0000162	Prak.g_01404	Syag.g_01402
OG0000163	Prak.g_01443	Syag.g_00706, Syag.g_01618
OG0000164	Prak.g_01669	Syag.g_01725
OG0000165	Prak.g_01676	Syag.g_01733
OG0000166	Prak.g_01743	Syag.g_02733
OG0000167	Prak.g_01814	Syag.g_02437
OG0000168	Prak.g_01825	Syag.g_02417
OG0000169	Prak.g_01835	Syag.g_02405
OG0000170	Prak.g_01838	Syag.g_02398
OG0000171	Prak.g_01858	Syag.g_02368
OG0000172	Prak.g_01865	Syag.g_02360
OG0000173	Prak.g_01880	Syag.g_02337
OG0000174	Prak.g_01910	Syag.g_02175
OG0000175	Prak.g_01923	Syag.g_02240
OG0000176	Prak.g_00004	Syag.g_02276
OG0000177	Prak.g_00005	Syag.g_02277
OG0000178	Prak.g_00006	Syag.g_02278
OG0000179	Prak.g_00016	Syag.g_02293
OG0000180	Prak.g_00017	Syag.g_02294
OG0000181	Prak.g_00018	Syag.g_02295
OG0000182	Prak.g_00019	Syag.g_02296
OG0000183	Prak.g_00023	Syag.g_02300
OG0000184	Prak.g_00049	Syag.g_02110
OG0000185	Prak.g_00052	Syag.g_02092
OG0000186	Prak.g_00068	Syag.g_01815
OG0000187	Prak.g_00069	Syag.g_01816
OG0000188	Prak.g_00086	Syag.g_01839
OG0000189	Prak.g_00100	Syag.g_01872
OG0000190	Prak.g_00102	Syag.g_01874
OG0000191	Prak.g_00125	Syag.g_01909
OG0000192	Prak.g_00130	Syag.g_01915
OG0000193	Prak.g_00157	Syag.g_01952
OG0000194	Prak.g_00160	Syag.g_01955
OG0000195	Prak.g_00162	Syag.g_01957
OG0000196	Prak.g_00173	Syag.g_01968
OG0000197	Prak.g_00174	Syag.g_01969
OG0000198	Prak.g_00175	Syag.g_00108, Syag.g_01971
OG0000199	Prak.g_00182	Syag.g_01979
OG0000200	Prak.g_00196	Syag.g_01996
OG0000201	Prak.g_00205	Syag.g_02019, Syag.g_02023
OG0000202	Prak.g_00206	Syag.g_02024
OG0000203	Prak.g_00207	Syag.g_02025
OG0000204	Prak.g_00208	Syag.g_02020, Syag.g_02026
OG0000205	Prak.g_00215	Syag.g_02035
OG0000206	Prak.g_00220	Syag.g_02047
OG0000207	Prak.g_00223	Syag.g_02051
OG0000208	Prak.g_00224	Syag.g_02052
OG0000209	Prak.g_00233	Syag.g_02069
OG0000210	Prak.g_00234	Syag.g_02070
OG0000211	Prak.g_00249	Syag.g_01788
OG0000212	Prak.g_00257	Syag.g_01777
OG0000213	Prak.g_00275	Syag.g_02632
OG0000214	Prak.g_00285	Syag.g_02615
OG0000215	Prak.g_00312	Syag.g_02584
OG0000216	Prak.g_00313	Syag.g_02580
OG0000217	Prak.g_00316	Syag.g_02576
OG0000218	Prak.g_00318	Syag.g_02574
OG0000219	Prak.g_00319	Syag.g_02573
OG0000220	Prak.g_00320	Syag.g_02572
OG0000221	Prak.g_00321	Syag.g_02566
OG0000222	Prak.g_00328	Syag.g_02550
OG0000223	Prak.g_00340	Syag.g_02475
OG0000224	Prak.g_00342	Syag.g_02471
OG0000225	Prak.g_00368	Syag.g_02861
OG0000226	Prak.g_00372	Syag.g_02865
OG0000227	Prak.g_00374	Syag.g_02867
OG0000228	Prak.g_00378	Syag.g_00004
OG0000229	Prak.g_00398	Syag.g_00033
OG0000230	Prak.g_00400	Syag.g_00035
OG0000231	Prak.g_00411	Syag.g_00048
OG0000232	Prak.g_00422	Syag.g_00059
OG0000233	Prak.g_00428	Syag.g_01330
OG0000234	Prak.g_00437	Syag.g_01358
OG0000235	Prak.g_00440	Syag.g_01529
OG0000236	Prak.g_00454	Syag.g_01513
OG0000237	Prak.g_00467	Syag.g_01495
OG0000238	Prak.g_00473	Syag.g_01490
OG0000239	Prak.g_00484	Syag.g_01472
OG0000240	Prak.g_00485	Syag.g_01471
OG0000241	Prak.g_00489	Syag.g_00396
OG0000242	Prak.g_00491	Syag.g_01456
OG0000243	Prak.g_00502	Syag.g_00255
OG0000244	Prak.g_00506	Syag.g_00268
OG0000245	Prak.g_00508	Syag.g_00270
OG0000246	Prak.g_00512	Syag.g_00274
OG0000247	Prak.g_00522	Syag.g_00286
OG0000248	Prak.g_00525	Syag.g_00289
OG0000249	Prak.g_00527	Syag.g_00291
OG0000250	Prak.g_00532	Syag.g_00299
OG0000251	Prak.g_00552	Syag.g_00328
OG0000252	Prak.g_00555	Syag.g_00331
OG0000253	Prak.g_00556	Syag.g_00333
OG0000254	Prak.g_00573	Syag.g_00356
OG0000255	Prak.g_00579	Syag.g_00369
OG0000256	Prak.g_00589	Syag.g_00385
OG0000257	Prak.g_01113	Syag.g_00395
OG0000258	Prak.g_01099	Syag.g_00423
OG0000259	Prak.g_01082	Syag.g_00560
OG0000260	Prak.g_01079	Syag.g_00570
OG0000261	Prak.g_01076	Syag.g_00581
OG0000262	Prak.g_01072	Syag.g_00586
OG0000263	Prak.g_00808	Syag.g_01079
OG0000264	Prak.g_00819	Syag.g_01011
OG0000265	Prak.g_00837	Syag.g_01021
OG0000266	Prak.g_01053	Syag.g_00907
OG0000267	Prak.g_01041	Syag.g_00762
OG0000268	Prak.g_01040	Syag.g_00763
OG0000269	Prak.g_00840	Syag.g_00662
OG0000270	Prak.g_00843	Syag.g_00665
OG0000271	Prak.g_00851	Syag.g_00673
OG0000273	Prak.g_00876	Syag.g_00713
OG0000274	Prak.g_00877	Syag.g_00714
OG0000275	Prak.g_00880	Syag.g_00717
OG0000276	Prak.g_00886	Syag.g_00723
OG0000277	Prak.g_00887	Syag.g_00724
OG0000278	Prak.g_00890	Syag.g_00727
OG0000279	Prak.g_00897	Syag.g_00735
OG0000280	Prak.g_00898	Syag.g_00741
OG0000281	Prak.g_00905	Syag.g_00572
OG0000282	Prak.g_00772	Syag.g_00611
OG0000283	Prak.g_00949	Syag.g_00775
OG0000284	Prak.g_00954	Syag.g_00780
OG0000285	Prak.g_00959	Syag.g_00791
OG0000286	Prak.g_00972	Syag.g_00809
OG0000287	Prak.g_01238	Syag.g_00838
OG0000288	Prak.g_01011	Syag.g_00869
OG0000289	Prak.g_01027	Syag.g_00884
OG0000290	Prak.g_00923	Syag.g_00970
OG0000291	Prak.g_00921	Syag.g_00972
OG0000292	Prak.g_01217	Syag.g_02265
OG0000293	Prak.g_01182	Syag.g_01155
OG0000294	Prak.g_01181	Syag.g_01154
OG0000295	Prak.g_01158	Syag.g_01115
OG0000296	Prak.g_01156	Syag.g_01113
OG0000297	Prak.g_01147	Syag.g_01099
OG0000298	Prak.g_01146	Syag.g_01098
OG0000299	Prak.g_01127	Syag.g_01067
OG0000300	Prak.g_01124	Syag.g_01062
OG0000301	Prak.g_01123	Syag.g_01061
OG0000302	Prak.g_01121	Syag.g_01060
OG0000303	Prak.g_01115	Syag.g_01048
OG0000304	Prak.g_00594	Syag.g_01041
OG0000305	Prak.g_01215	Syag.g_00977
OG0000306	Prak.g_00909	Syag.g_00460
OG0000307	Prak.g_01338	Syag.g_01546
OG0000308	Prak.g_01339	Syag.g_01548
OG0000309	Prak.g_01343	Syag.g_01553
OG0000310	Prak.g_01377	Syag.g_01291
OG0000311	Prak.g_01379	Syag.g_01300
OG0000312	Prak.g_01382	Syag.g_01434
OG0000313	Prak.g_01395	Syag.g_00966, Syag.g_01412
OG0000314	Prak.g_01418	Syag.g_01380
OG0000315	Prak.g_01428	Syag.g_01369
OG0000316	Prak.g_01453	Syag.g_01641
OG0000317	Prak.g_01642	Syag.g_01684
OG0000318	Prak.g_01646	Syag.g_01688
OG0000319	Prak.g_01659	Syag.g_01710
OG0000320	Prak.g_01661	Syag.g_01712
OG0000321	Prak.g_01662	Syag.g_01713
OG0000322	Prak.g_01663	Syag.g_01714
OG0000323	Prak.g_01672	Syag.g_01728
OG0000324	Prak.g_01699	Syag.g_01757
OG0000325	Prak.g_01710	Syag.g_02690
OG0000326	Prak.g_01717	Syag.g_02698
OG0000327	Prak.g_01738	Syag.g_02728
OG0000328	Prak.g_01739	Syag.g_02729
OG0000329	Prak.g_01756	Syag.g_02747
OG0000330	Prak.g_01757	Syag.g_02748
OG0000331	Prak.g_01758	Syag.g_02749
OG0000332	Prak.g_01772	Syag.g_02764
OG0000333	Prak.g_01774	Syag.g_02767
OG0000334	Prak.g_01783	Syag.g_02777
OG0000335	Prak.g_01788	Syag.g_02782
OG0000336	Prak.g_01792	Syag.g_02786
OG0000337	Prak.g_01810	Syag.g_02445
OG0000338	Prak.g_01811	Syag.g_02440
OG0000340	Prak.g_01826	Syag.g_02416
OG0000341	Prak.g_01828	Syag.g_02414
OG0000342	Prak.g_01829	Syag.g_02413
OG0000343	Prak.g_01830	Syag.g_02411
OG0000344	Prak.g_01833	Syag.g_02407
OG0000345	Prak.g_01839	Syag.g_02397
OG0000346	Prak.g_01843	Syag.g_02392
OG0000347	Prak.g_01860	Syag.g_02366
OG0000348	Prak.g_01868	Syag.g_02357
OG0000349	Prak.g_01886	Syag.g_02330
OG0000350	Prak.g_00656	Syag.g_02705
OG0000351	Prak.g_01926	Syag.g_02244
OG0000352	Prak.g_01927	Syag.g_02245
OG0000353	Prak.g_01944	Syag.g_02271
OG0000355	Prak.g_00001	Syag.g_02273
OG0000356	Prak.g_00002	Syag.g_02274
OG0000357	Prak.g_00003	Syag.g_02275
OG0000358	Prak.g_00007	Syag.g_02279
OG0000359	Prak.g_00008	Syag.g_02281
OG0000360	Prak.g_00009	Syag.g_02282
OG0000361	Prak.g_00010	Syag.g_02283
OG0000362	Prak.g_00012	Syag.g_02285
OG0000363	Prak.g_00014	Syag.g_02287
OG0000364	Prak.g_00015	Syag.g_02288
OG0000365	Prak.g_00020	Syag.g_02297
OG0000366	Prak.g_00021	Syag.g_02298
OG0000367	Prak.g_00022	Syag.g_02299
OG0000368	Prak.g_00024	Syag.g_02301
OG0000369	Prak.g_00025	Syag.g_02302
OG0000370	Prak.g_00026	Syag.g_02303
OG0000371	Prak.g_00033	Syag.g_02312
OG0000372	Prak.g_00036	Syag.g_02317
OG0000373	Prak.g_00037	Syag.g_02318
OG0000374	Prak.g_00038	Syag.g_02319
OG0000375	Prak.g_00040	Syag.g_02326
OG0000376	Prak.g_00042	Syag.g_02328
OG0000377	Prak.g_00046	Syag.g_02119
OG0000378	Prak.g_00050	Syag.g_02099
OG0000379	Prak.g_00053	Syag.g_02091
OG0000380	Prak.g_00070	Syag.g_01817
OG0000381	Prak.g_00075	Syag.g_01820
OG0000382	Prak.g_00085	Syag.g_01838
OG0000383	Prak.g_00087	Syag.g_01843
OG0000384	Prak.g_00088	Syag.g_01844
OG0000385	Prak.g_00089	Syag.g_01845
OG0000386	Prak.g_00090	Syag.g_01846
OG0000387	Prak.g_00104	Syag.g_01876
OG0000388	Prak.g_00108	Syag.g_01880
OG0000389	Prak.g_00111	Syag.g_01884
OG0000390	Prak.g_00121	Syag.g_01903
OG0000391	Prak.g_00124	Syag.g_01908
OG0000392	Prak.g_00128	Syag.g_01914
OG0000393	Prak.g_00131	Syag.g_01917
OG0000394	Prak.g_00132	Syag.g_01918
OG0000395	Prak.g_00133	Syag.g_01919
OG0000396	Prak.g_00135	Syag.g_01922
OG0000397	Prak.g_00137	Syag.g_01924
OG0000398	Prak.g_00140	Syag.g_01929
OG0000399	Prak.g_00141	Syag.g_01930
OG0000400	Prak.g_00142	Syag.g_01931
OG0000401	Prak.g_00143	Syag.g_01932
OG0000402	Prak.g_01035	Syag.g_01934
OG0000403	Prak.g_00145	Syag.g_01935
OG0000404	Prak.g_00146	Syag.g_01937
OG0000405	Prak.g_00150	Syag.g_01949
OG0000406	Prak.g_00158	Syag.g_01953
OG0000407	Prak.g_00159	Syag.g_01954
OG0000408	Prak.g_00161	Syag.g_01956
OG0000409	Prak.g_00163	Syag.g_01958
OG0000410	Prak.g_00164	Syag.g_01959
OG0000411	Prak.g_00165	Syag.g_01960
OG0000412	Prak.g_00166	Syag.g_01961
OG0000413	Prak.g_00168	Syag.g_01963
OG0000414	Prak.g_00169	Syag.g_01964
OG0000415	Prak.g_00170	Syag.g_01965
OG0000416	Prak.g_00171	Syag.g_01966
OG0000417	Prak.g_00172	Syag.g_01967
OG0000418	Prak.g_00177	Syag.g_01973
OG0000419	Prak.g_00179	Syag.g_01975
OG0000420	Prak.g_00180	Syag.g_01977
OG0000421	Prak.g_00185	Syag.g_01982
OG0000422	Prak.g_00186	Syag.g_01983
OG0000423	Prak.g_00187	Syag.g_01984
OG0000424	Prak.g_00188	Syag.g_01985
OG0000425	Prak.g_00189	Syag.g_01986
OG0000426	Prak.g_00190	Syag.g_01987
OG0000427	Prak.g_00191	Syag.g_01988
OG0000428	Prak.g_00193	Syag.g_01991
OG0000429	Prak.g_00194	Syag.g_01993
OG0000430	Prak.g_00195	Syag.g_01995
OG0000431	Prak.g_00197	Syag.g_01998
OG0000432	Prak.g_00201	Syag.g_02007
OG0000433	Prak.g_00202	Syag.g_02009
OG0000434	Prak.g_00203	Syag.g_02010
OG0000435	Prak.g_00204	Syag.g_02017
OG0000436	Prak.g_00209	Syag.g_02028
OG0000437	Prak.g_00210	Syag.g_02029
OG0000438	Prak.g_00211	Syag.g_02031
OG0000439	Prak.g_00213	Syag.g_02033
OG0000440	Prak.g_00214	Syag.g_02034
OG0000441	Prak.g_00217	Syag.g_02041
OG0000442	Prak.g_00218	Syag.g_02044
OG0000443	Prak.g_00219	Syag.g_02046
OG0000444	Prak.g_00225	Syag.g_02053
OG0000445	Prak.g_00226	Syag.g_02054
OG0000446	Prak.g_00227	Syag.g_02056
OG0000447	Prak.g_00228	Syag.g_02059
OG0000448	Prak.g_00229	Syag.g_02060
OG0000449	Prak.g_00230	Syag.g_02061
OG0000450	Prak.g_00231	Syag.g_02066
OG0000451	Prak.g_00232	Syag.g_02067
OG0000452	Prak.g_00235	Syag.g_02071
OG0000453	Prak.g_00236	Syag.g_02072
OG0000454	Prak.g_00237	Syag.g_02073
OG0000455	Prak.g_00238	Syag.g_02074
OG0000456	Prak.g_00239	Syag.g_02075
OG0000457	Prak.g_00241	Syag.g_02077
OG0000458	Prak.g_00242	Syag.g_02080
OG0000459	Prak.g_00243	Syag.g_02081
OG0000460	Prak.g_00251	Syag.g_01786
OG0000461	Prak.g_00259	Syag.g_02675
OG0000462	Prak.g_00261	Syag.g_02672
OG0000463	Prak.g_00262	Syag.g_02671
OG0000464	Prak.g_00263	Syag.g_02670
OG0000465	Prak.g_00264	Syag.g_02668
OG0000466	Prak.g_00267	Syag.g_02662
OG0000467	Prak.g_00268	Syag.g_02660
OG0000468	Prak.g_00271	Syag.g_02636
OG0000469	Prak.g_00279	Syag.g_02621
OG0000470	Prak.g_00281	Syag.g_02619
OG0000471	Prak.g_00282	Syag.g_02618
OG0000472	Prak.g_00284	Syag.g_02616
OG0000473	Prak.g_00286	Syag.g_02614
OG0000474	Prak.g_00287	Syag.g_02613
OG0000475	Prak.g_00288	Syag.g_02612
OG0000476	Prak.g_00290	Syag.g_02610
OG0000477	Prak.g_00293	Syag.g_02604
OG0000478	Prak.g_00294	Syag.g_02603
OG0000479	Prak.g_00295	Syag.g_02602
OG0000480	Prak.g_00300	Syag.g_02595
OG0000481	Prak.g_00303	Syag.g_02593
OG0000482	Prak.g_00304	Syag.g_02592
OG0000483	Prak.g_00307	Syag.g_02588
OG0000484	Prak.g_00308	Syag.g_02587
OG0000485	Prak.g_00310	Syag.g_02586
OG0000486	Prak.g_00311	Syag.g_02585
OG0000487	Prak.g_00314	Syag.g_02579
OG0000488	Prak.g_00317	Syag.g_02575
OG0000489	Prak.g_00322	Syag.g_02565
OG0000490	Prak.g_00326	Syag.g_02553
OG0000491	Prak.g_00327	Syag.g_02551
OG0000492	Prak.g_00329	Syag.g_02549
OG0000493	Prak.g_00330	Syag.g_02548
OG0000494	Prak.g_00331	Syag.g_02547
OG0000495	Prak.g_00332	Syag.g_02546
OG0000496	Prak.g_00333	Syag.g_02545
OG0000497	Prak.g_00334	Syag.g_02544
OG0000498	Prak.g_00335	Syag.g_02543
OG0000499	Prak.g_00336	Syag.g_02542
OG0000500	Prak.g_00337	Syag.g_02541
OG0000501	Prak.g_00338	Syag.g_02538
OG0000502	Prak.g_00341	Syag.g_02467
OG0000503	Prak.g_00356	Syag.g_02843
OG0000504	Prak.g_00358	Syag.g_02845
OG0000505	Prak.g_00359	Syag.g_02846
OG0000506	Prak.g_00360	Syag.g_02849
OG0000507	Prak.g_00363	Syag.g_02855
OG0000508	Prak.g_00367	Syag.g_02860
OG0000509	Prak.g_00369	Syag.g_02862
OG0000510	Prak.g_00370	Syag.g_02863
OG0000511	Prak.g_00371	Syag.g_02864
OG0000512	Prak.g_00373	Syag.g_02866
OG0000513	Prak.g_00382	Syag.g_00009
OG0000514	Prak.g_00393	Syag.g_00018
OG0000515	Prak.g_00394	Syag.g_00019
OG0000516	Prak.g_00395	Syag.g_00025
OG0000517	Prak.g_00397	Syag.g_00032
OG0000518	Prak.g_00408	Syag.g_00044
OG0000519	Prak.g_00409	Syag.g_00045
OG0000520	Prak.g_00410	Syag.g_00046
OG0000521	Prak.g_00418	Syag.g_00054
OG0000522	Prak.g_00420	Syag.g_00056
OG0000523	Prak.g_00421	Syag.g_00057
OG0000524	Prak.g_00426	Syag.g_01327
OG0000525	Prak.g_00430	Syag.g_01345
OG0000526	Prak.g_00431	Syag.g_01348
OG0000527	Prak.g_00434	Syag.g_01354
OG0000528	Prak.g_00439	Syag.g_01532
OG0000529	Prak.g_00442	Syag.g_01527
OG0000530	Prak.g_00445	Syag.g_01524
OG0000531	Prak.g_00446	Syag.g_01523
OG0000532	Prak.g_00448	Syag.g_01520
OG0000533	Prak.g_00449	Syag.g_01518
OG0000534	Prak.g_00450	Syag.g_01517
OG0000535	Prak.g_00451	Syag.g_01516
OG0000536	Prak.g_00452	Syag.g_01515
OG0000537	Prak.g_00453	Syag.g_01514
OG0000538	Prak.g_00462	Syag.g_01502
OG0000539	Prak.g_00463	Syag.g_01501
OG0000540	Prak.g_00464	Syag.g_01500
OG0000541	Prak.g_00465	Syag.g_01499
OG0000542	Prak.g_00466	Syag.g_01496
OG0000543	Prak.g_00468	Syag.g_01494
OG0000544	Prak.g_00469	Syag.g_01493
OG0000545	Prak.g_00471	Syag.g_01491
OG0000546	Prak.g_00474	Syag.g_01489
OG0000547	Prak.g_00476	Syag.g_01487
OG0000548	Prak.g_00477	Syag.g_01486
OG0000549	Prak.g_00479	Syag.g_01480
OG0000550	Prak.g_00483	Syag.g_01474
OG0000551	Prak.g_00486	Syag.g_01470
OG0000552	Prak.g_00487	Syag.g_01469
OG0000553	Prak.g_00488	Syag.g_01464
OG0000554	Prak.g_00493	Syag.g_01453
OG0000555	Prak.g_00501	Syag.g_00075
OG0000556	Prak.g_00503	Syag.g_00257
OG0000557	Prak.g_00504	Syag.g_00267
OG0000558	Prak.g_00507	Syag.g_00269
OG0000559	Prak.g_00511	Syag.g_00273
OG0000560	Prak.g_00514	Syag.g_00276
OG0000561	Prak.g_00515	Syag.g_00277
OG0000562	Prak.g_00516	Syag.g_00278
OG0000563	Prak.g_00517	Syag.g_00279
OG0000564	Prak.g_00518	Syag.g_00280
OG0000565	Prak.g_00520	Syag.g_00284
OG0000566	Prak.g_00524	Syag.g_00288
OG0000567	Prak.g_00528	Syag.g_00292
OG0000568	Prak.g_00529	Syag.g_00295
OG0000569	Prak.g_00530	Syag.g_00296
OG0000570	Prak.g_00531	Syag.g_00297
OG0000571	Prak.g_00533	Syag.g_00301
OG0000572	Prak.g_00547	Syag.g_00320, Syag.g_00251
OG0000573	Prak.g_00553	Syag.g_00329
OG0000574	Prak.g_00554	Syag.g_00330
OG0000575	Prak.g_00558	Syag.g_00335
OG0000576	Prak.g_00560	Syag.g_00337
OG0000577	Prak.g_00561	Syag.g_00338
OG0000578	Prak.g_00562	Syag.g_00339
OG0000579	Prak.g_00563	Syag.g_00340
OG0000580	Prak.g_00564	Syag.g_00341
