Orthogroup	Prak	Prbd
OG0000099	Prak.g_01352	Prbd.g_01734
OG0000100	Prak.g_01470	Prbd.g_01614
OG0000101	Prak.g_01780	Prbd.g_01391
OG0000102	Prak.g_01847	Prbd.g_01330
OG0000103	Prak.g_01932	Prbd.g_01250
OG0000104	Prak.g_01941	Prbd.g_01241
OG0000105	Prak.g_00292	Prbd.g_00965
OG0000106	Prak.g_00687	Prbd.g_00868
OG0000107	Prak.g_01709	Prbd.g_00852
OG0000108	Prak.g_00441	Prbd.g_00762
OG0000109	Prak.g_00455	Prbd.g_00748
OG0000110	Prak.g_00535	Prbd.g_00668
OG0000111	Prak.g_00830	Prbd.g_00545
OG0000112	Prak.g_00608	Prbd.g_00066
OG0000113	Prak.g_00868	Prbd.g_00124
OG0000114	Prak.g_00770	Prbd.g_00206
OG0000115	Prak.g_01241	Prbd.g_00401
OG0000116	Prak.g_01183	Prbd.g_00458
OG0000117	Prak.g_01145	Prbd.g_01895
OG0000118	Prak.g_01290	Prbd.g_01789
OG0000119	Prak.g_01226, Prak.g_01488	Prbd.g_01768
OG0000120	Prak.g_01349	Prbd.g_01737
OG0000121	Prak.g_01393	Prbd.g_01687
OG0000122	Prak.g_01248, Prak.g_01434	Prbd.g_01649
OG0000123	Prak.g_01787	Prbd.g_01384
OG0000124	Prak.g_01859	Prbd.g_01318
OG0000125	Prak.g_01895	Prbd.g_01281
OG0000126	Prak.g_01940	Prbd.g_01242
OG0000128	Prak.g_00011	Prbd.g_01226
OG0000129	Prak.g_00045	Prbd.g_01194
OG0000130	Prak.g_00074	Prbd.g_01175
OG0000131	Prak.g_00156	Prbd.g_01095
OG0000132	Prak.g_00176	Prbd.g_01076
OG0000133	Prak.g_00339	Prbd.g_00917
OG0000134	Prak.g_00381	Prbd.g_00882
OG0000135	Prak.g_01259	Prbd.g_00855
OG0000136	Prak.g_00403	Prbd.g_01722, Prbd.g_00801
OG0000137	Prak.g_00436	Prbd.g_00767
OG0000138	Prak.g_00456	Prbd.g_00747
OG0000139	Prak.g_00496	Prbd.g_00705
OG0000140	Prak.g_00497	Prbd.g_00704
OG0000141	Prak.g_00569	Prbd.g_00637
OG0000142	Prak.g_01108	Prbd.g_00609
OG0000143	Prak.g_01104	Prbd.g_00605
OG0000144	Prak.g_01090	Prbd.g_00592
OG0000145	Prak.g_01261	Prbd.g_00062
OG0000146	Prak.g_00607	Prbd.g_00067
OG0000147	Prak.g_00606	Prbd.g_00068
OG0000148	Prak.g_00862	Prbd.g_00118
OG0000149	Prak.g_00894	Prbd.g_00149
OG0000150	Prak.g_00904	Prbd.g_00157
OG0000151	Prak.g_00780	Prbd.g_00216
OG0000152	Prak.g_00973	Prbd.g_00264
OG0000153	Prak.g_00992	Prbd.g_00283
OG0000154	Prak.g_01012	Prbd.g_00314
OG0000155	Prak.g_01151	Prbd.g_00488
OG0000156	Prak.g_01266	Prbd.g_01812
OG0000157	Prak.g_01267	Prbd.g_01811
OG0000158	Prak.g_01824	Prbd.g_01736
OG0000160	Prak.g_01392	Prbd.g_01688
OG0000161	Prak.g_01398	Prbd.g_01682
OG0000162	Prak.g_01404	Prbd.g_01676
OG0000163	Prak.g_01443	Prbd.g_01642
OG0000164	Prak.g_01669	Prbd.g_01501
OG0000165	Prak.g_01676	Prbd.g_01494
OG0000166	Prak.g_01743	Prbd.g_01427
OG0000167	Prak.g_01814	Prbd.g_01361
OG0000168	Prak.g_01825	Prbd.g_01351
OG0000169	Prak.g_01835	Prbd.g_01341
OG0000170	Prak.g_01838	Prbd.g_01339
OG0000171	Prak.g_01858	Prbd.g_01319
OG0000172	Prak.g_01865	Prbd.g_01310
OG0000173	Prak.g_01880	Prbd.g_01295
OG0000174	Prak.g_01910	Prbd.g_01268
OG0000175	Prak.g_01923	Prbd.g_01258
OG0000176	Prak.g_00004	Prbd.g_01233
OG0000177	Prak.g_00005	Prbd.g_01232
OG0000178	Prak.g_00006	Prbd.g_01231
OG0000179	Prak.g_00016	Prbd.g_01221
OG0000180	Prak.g_00017	Prbd.g_01220
OG0000181	Prak.g_00018	Prbd.g_01219
OG0000182	Prak.g_00019	Prbd.g_01218
OG0000183	Prak.g_00023	Prbd.g_01214
OG0000184	Prak.g_00049	Prbd.g_01191
OG0000185	Prak.g_00052	Prbd.g_01188
OG0000186	Prak.g_00068	Prbd.g_01180
OG0000187	Prak.g_00069	Prbd.g_01179
OG0000188	Prak.g_00086	Prbd.g_01162
OG0000189	Prak.g_00100	Prbd.g_01148
OG0000190	Prak.g_00102	Prbd.g_01147
OG0000191	Prak.g_00125	Prbd.g_01126
OG0000192	Prak.g_00130	Prbd.g_01122
OG0000193	Prak.g_00157	Prbd.g_01094
OG0000194	Prak.g_00160	Prbd.g_01091
OG0000195	Prak.g_00162	Prbd.g_01089
OG0000196	Prak.g_00173	Prbd.g_01079
OG0000197	Prak.g_00174	Prbd.g_01078
OG0000198	Prak.g_00175	Prbd.g_01077
OG0000199	Prak.g_00182	Prbd.g_01070
OG0000200	Prak.g_00196	Prbd.g_01056
OG0000201	Prak.g_00205	Prbd.g_01048
OG0000202	Prak.g_00206	Prbd.g_01047
OG0000203	Prak.g_00207	Prbd.g_01046
OG0000204	Prak.g_00208	Prbd.g_01045
OG0000205	Prak.g_00215	Prbd.g_01038
OG0000206	Prak.g_00220	Prbd.g_01033
OG0000207	Prak.g_00223	Prbd.g_01031
OG0000208	Prak.g_00224	Prbd.g_01030
OG0000209	Prak.g_00233	Prbd.g_01021
OG0000210	Prak.g_00234	Prbd.g_01020
OG0000211	Prak.g_00249	Prbd.g_01006
OG0000212	Prak.g_00257	Prbd.g_00999
OG0000213	Prak.g_00275	Prbd.g_00982
OG0000214	Prak.g_00285	Prbd.g_00972
OG0000215	Prak.g_00312	Prbd.g_00947
OG0000216	Prak.g_00313	Prbd.g_00945
OG0000217	Prak.g_00316	Prbd.g_00942
OG0000218	Prak.g_00318	Prbd.g_00940
OG0000219	Prak.g_00319	Prbd.g_00939
OG0000220	Prak.g_00320	Prbd.g_00938
OG0000221	Prak.g_00321	Prbd.g_00937
OG0000222	Prak.g_00328	Prbd.g_00929
OG0000223	Prak.g_00340	Prbd.g_00916
OG0000224	Prak.g_00342	Prbd.g_00914
OG0000225	Prak.g_00368	Prbd.g_00893
OG0000226	Prak.g_00372	Prbd.g_00889
OG0000227	Prak.g_00374	Prbd.g_00887
OG0000228	Prak.g_00378	Prbd.g_00884
OG0000229	Prak.g_00398	Prbd.g_00806
OG0000230	Prak.g_00400	Prbd.g_00804
OG0000231	Prak.g_00411	Prbd.g_00793
OG0000232	Prak.g_00422	Prbd.g_00784
OG0000233	Prak.g_00428	Prbd.g_00779
OG0000234	Prak.g_00437	Prbd.g_00766
OG0000235	Prak.g_00440	Prbd.g_00763
OG0000236	Prak.g_00454	Prbd.g_00749
OG0000237	Prak.g_00467	Prbd.g_00736
OG0000238	Prak.g_00473	Prbd.g_00730
OG0000239	Prak.g_00484	Prbd.g_00717
OG0000240	Prak.g_00485	Prbd.g_00716
OG0000241	Prak.g_00489	Prbd.g_00712
OG0000242	Prak.g_00491	Prbd.g_00710
OG0000243	Prak.g_00502	Prbd.g_00699
OG0000244	Prak.g_00506	Prbd.g_00696
OG0000245	Prak.g_00508	Prbd.g_00694
OG0000246	Prak.g_00512	Prbd.g_00690
OG0000247	Prak.g_00522	Prbd.g_00680
OG0000248	Prak.g_00525	Prbd.g_00678
OG0000249	Prak.g_00527	Prbd.g_00676
OG0000250	Prak.g_00532	Prbd.g_00671
OG0000251	Prak.g_00552	Prbd.g_00653
OG0000252	Prak.g_00555	Prbd.g_00650
OG0000253	Prak.g_00556	Prbd.g_00649
OG0000254	Prak.g_00573	Prbd.g_00633
OG0000255	Prak.g_00579	Prbd.g_00627
OG0000256	Prak.g_00589	Prbd.g_00617
OG0000257	Prak.g_01113	Prbd.g_00614
OG0000258	Prak.g_01099	Prbd.g_00601
OG0000259	Prak.g_01082	Prbd.g_00584
OG0000260	Prak.g_01079	Prbd.g_00581
OG0000261	Prak.g_01076	Prbd.g_00579
OG0000262	Prak.g_01072	Prbd.g_00575
OG0000263	Prak.g_00808	Prbd.g_00563
OG0000264	Prak.g_00819	Prbd.g_00553
OG0000265	Prak.g_00837	Prbd.g_00007
OG0000266	Prak.g_01053	Prbd.g_00017
OG0000267	Prak.g_01041	Prbd.g_00028
OG0000268	Prak.g_01040	Prbd.g_00029
OG0000269	Prak.g_00840	Prbd.g_00097
OG0000270	Prak.g_00843	Prbd.g_00100
OG0000271	Prak.g_00851	Prbd.g_00108
OG0000272	Prak.g_00852	Prbd.g_00109
OG0000273	Prak.g_00876	Prbd.g_00132
OG0000274	Prak.g_00877	Prbd.g_00133
OG0000275	Prak.g_00880	Prbd.g_00136
OG0000276	Prak.g_00886	Prbd.g_00141
OG0000277	Prak.g_00887	Prbd.g_00142
OG0000278	Prak.g_00890	Prbd.g_00145
OG0000279	Prak.g_00897	Prbd.g_00152
OG0000280	Prak.g_00898	Prbd.g_00153
OG0000281	Prak.g_00905	Prbd.g_00158
OG0000282	Prak.g_00772	Prbd.g_00208
OG0000283	Prak.g_00949	Prbd.g_00241
OG0000284	Prak.g_00954	Prbd.g_00246
OG0000285	Prak.g_00959	Prbd.g_00251
OG0000286	Prak.g_00972	Prbd.g_00263
OG0000287	Prak.g_01238	Prbd.g_00280
OG0000288	Prak.g_01011	Prbd.g_00313
OG0000289	Prak.g_01027	Prbd.g_00324
OG0000290	Prak.g_00923	Prbd.g_00337
OG0000291	Prak.g_00921	Prbd.g_00339
OG0000292	Prak.g_01217	Prbd.g_00389
OG0000293	Prak.g_01182	Prbd.g_00459
OG0000294	Prak.g_01181	Prbd.g_00460
OG0000295	Prak.g_01158	Prbd.g_00480
OG0000296	Prak.g_01156	Prbd.g_00482
OG0000297	Prak.g_01147	Prbd.g_00490
OG0000298	Prak.g_01146	Prbd.g_00491
OG0000299	Prak.g_01127	Prbd.g_00508
OG0000300	Prak.g_01124	Prbd.g_00511
OG0000301	Prak.g_01123	Prbd.g_00512
OG0000302	Prak.g_01121	Prbd.g_00514
OG0000303	Prak.g_01115	Prbd.g_00521
OG0000304	Prak.g_00594	Prbd.g_00525
OG0000305	Prak.g_01215	Prbd.g_01772
OG0000306	Prak.g_00909	Prbd.g_01769
OG0000307	Prak.g_01338	Prbd.g_01755
OG0000308	Prak.g_01339	Prbd.g_01754
OG0000309	Prak.g_01343	Prbd.g_01750
OG0000310	Prak.g_01377	Prbd.g_01704
OG0000311	Prak.g_01379	Prbd.g_01702
OG0000312	Prak.g_01382	Prbd.g_01699
OG0000313	Prak.g_01395	Prbd.g_01685
OG0000314	Prak.g_01418	Prbd.g_01662
OG0000315	Prak.g_01428	Prbd.g_01652
OG0000316	Prak.g_01453	Prbd.g_01632
OG0000317	Prak.g_01642	Prbd.g_01527
OG0000318	Prak.g_01646	Prbd.g_01524
OG0000319	Prak.g_01659	Prbd.g_01511
OG0000320	Prak.g_01661	Prbd.g_01509
OG0000321	Prak.g_01662	Prbd.g_01508
OG0000322	Prak.g_01663	Prbd.g_01507
OG0000323	Prak.g_01672	Prbd.g_01498
OG0000324	Prak.g_01699	Prbd.g_01471
OG0000325	Prak.g_01710	Prbd.g_01462
OG0000326	Prak.g_01717	Prbd.g_01456
OG0000327	Prak.g_01738	Prbd.g_01432
OG0000328	Prak.g_01739	Prbd.g_01431
OG0000329	Prak.g_01756	Prbd.g_01414
OG0000330	Prak.g_01757	Prbd.g_01413
OG0000331	Prak.g_01758	Prbd.g_01412
OG0000332	Prak.g_01772	Prbd.g_01398
OG0000333	Prak.g_01774	Prbd.g_01396
OG0000334	Prak.g_01783	Prbd.g_01388
OG0000335	Prak.g_01788	Prbd.g_01383
OG0000336	Prak.g_01792	Prbd.g_01379
OG0000337	Prak.g_01810	Prbd.g_01363
OG0000338	Prak.g_01811	Prbd.g_01362
OG0000339	Prak.g_01817	Prbd.g_01358
OG0000340	Prak.g_01826	Prbd.g_01350
OG0000341	Prak.g_01828	Prbd.g_01348
OG0000342	Prak.g_01829	Prbd.g_01347
OG0000343	Prak.g_01830	Prbd.g_01346
OG0000344	Prak.g_01833	Prbd.g_01343
OG0000345	Prak.g_01839	Prbd.g_01338
OG0000346	Prak.g_01843	Prbd.g_01334
OG0000347	Prak.g_01860	Prbd.g_01317
OG0000348	Prak.g_01868	Prbd.g_01307
OG0000349	Prak.g_01886	Prbd.g_01290
OG0000350	Prak.g_00656	Prbd.g_01272
OG0000351	Prak.g_01926	Prbd.g_01255
OG0000352	Prak.g_01927	Prbd.g_01254
OG0000353	Prak.g_01944	Prbd.g_01238
OG0000355	Prak.g_00001	Prbd.g_01236
OG0000356	Prak.g_00002	Prbd.g_01235
OG0000357	Prak.g_00003	Prbd.g_01234
OG0000358	Prak.g_00007	Prbd.g_01230
OG0000359	Prak.g_00008	Prbd.g_01229
OG0000360	Prak.g_00009	Prbd.g_01228
OG0000361	Prak.g_00010	Prbd.g_01227
OG0000362	Prak.g_00012	Prbd.g_01225
OG0000363	Prak.g_00014	Prbd.g_01223
OG0000364	Prak.g_00015	Prbd.g_01222
OG0000365	Prak.g_00020	Prbd.g_01217
OG0000366	Prak.g_00021	Prbd.g_01216
OG0000367	Prak.g_00022	Prbd.g_01215
OG0000368	Prak.g_00024	Prbd.g_01213
OG0000369	Prak.g_00025	Prbd.g_01212
OG0000370	Prak.g_00026	Prbd.g_01211
OG0000371	Prak.g_00033	Prbd.g_01205
OG0000372	Prak.g_00036	Prbd.g_01202
OG0000373	Prak.g_00037	Prbd.g_01201
OG0000374	Prak.g_00038	Prbd.g_01200
OG0000375	Prak.g_00040	Prbd.g_01198
OG0000376	Prak.g_00042	Prbd.g_01196
OG0000377	Prak.g_00046	Prbd.g_01192
OG0000378	Prak.g_00050	Prbd.g_01190
OG0000379	Prak.g_00053	Prbd.g_01187
OG0000380	Prak.g_00070	Prbd.g_01178
OG0000381	Prak.g_00075	Prbd.g_01174
OG0000382	Prak.g_00085	Prbd.g_01163
OG0000383	Prak.g_00087	Prbd.g_01161
OG0000384	Prak.g_00088	Prbd.g_01160
OG0000385	Prak.g_00089	Prbd.g_01159
OG0000386	Prak.g_00090	Prbd.g_01158
OG0000387	Prak.g_00104	Prbd.g_01145
OG0000388	Prak.g_00108	Prbd.g_01142
OG0000389	Prak.g_00111	Prbd.g_01138
OG0000390	Prak.g_00121	Prbd.g_01131
OG0000391	Prak.g_00124	Prbd.g_01127
OG0000392	Prak.g_00128	Prbd.g_01123
OG0000393	Prak.g_00131	Prbd.g_01121
OG0000394	Prak.g_00132	Prbd.g_01120
OG0000395	Prak.g_00133	Prbd.g_01119
OG0000396	Prak.g_00135	Prbd.g_01116
OG0000397	Prak.g_00137	Prbd.g_01114
OG0000398	Prak.g_00140	Prbd.g_01112
OG0000399	Prak.g_00141	Prbd.g_01111
OG0000400	Prak.g_00142	Prbd.g_01110
OG0000401	Prak.g_00143	Prbd.g_01109
OG0000402	Prak.g_01035	Prbd.g_01107
OG0000403	Prak.g_00145	Prbd.g_01106
OG0000404	Prak.g_00146	Prbd.g_01105
OG0000405	Prak.g_00150	Prbd.g_01100
OG0000406	Prak.g_00158	Prbd.g_01093
OG0000407	Prak.g_00159	Prbd.g_01092
OG0000408	Prak.g_00161	Prbd.g_01090
OG0000409	Prak.g_00163	Prbd.g_01088
OG0000410	Prak.g_00164	Prbd.g_01087
OG0000411	Prak.g_00165	Prbd.g_01086
OG0000412	Prak.g_00166	Prbd.g_01085
OG0000413	Prak.g_00168	Prbd.g_01084
OG0000414	Prak.g_00169	Prbd.g_01083
OG0000415	Prak.g_00170	Prbd.g_01082
OG0000416	Prak.g_00171	Prbd.g_01081
OG0000417	Prak.g_00172	Prbd.g_01080
OG0000418	Prak.g_00177	Prbd.g_01075
OG0000419	Prak.g_00179	Prbd.g_01073
OG0000420	Prak.g_00180	Prbd.g_01072
OG0000421	Prak.g_00185	Prbd.g_01067
OG0000422	Prak.g_00186	Prbd.g_01066
OG0000423	Prak.g_00187	Prbd.g_01065
OG0000424	Prak.g_00188	Prbd.g_01064
OG0000425	Prak.g_00189	Prbd.g_01063
OG0000426	Prak.g_00190	Prbd.g_01062
OG0000427	Prak.g_00191	Prbd.g_01061
OG0000428	Prak.g_00193	Prbd.g_01059
OG0000429	Prak.g_00194	Prbd.g_01058
OG0000430	Prak.g_00195	Prbd.g_01057
OG0000431	Prak.g_00197	Prbd.g_01055
OG0000432	Prak.g_00201	Prbd.g_01052
OG0000433	Prak.g_00202	Prbd.g_01051
OG0000434	Prak.g_00203	Prbd.g_01050
OG0000435	Prak.g_00204	Prbd.g_01049
OG0000436	Prak.g_00209	Prbd.g_01044
OG0000437	Prak.g_00210	Prbd.g_01043
OG0000438	Prak.g_00211	Prbd.g_01042
OG0000439	Prak.g_00213	Prbd.g_01040
OG0000440	Prak.g_00214	Prbd.g_01039
OG0000441	Prak.g_00217	Prbd.g_01036
OG0000442	Prak.g_00218	Prbd.g_01035
OG0000443	Prak.g_00219	Prbd.g_01034
OG0000444	Prak.g_00225	Prbd.g_01029
OG0000445	Prak.g_00226	Prbd.g_01028
OG0000446	Prak.g_00227	Prbd.g_01027
OG0000447	Prak.g_00228	Prbd.g_01026
OG0000448	Prak.g_00229	Prbd.g_01025
OG0000449	Prak.g_00230	Prbd.g_01024
OG0000450	Prak.g_00231	Prbd.g_01023
OG0000451	Prak.g_00232	Prbd.g_01022
OG0000452	Prak.g_00235	Prbd.g_01019
OG0000453	Prak.g_00236	Prbd.g_01018
OG0000454	Prak.g_00237	Prbd.g_01017
OG0000455	Prak.g_00238	Prbd.g_01016
OG0000456	Prak.g_00239	Prbd.g_01015
OG0000457	Prak.g_00241	Prbd.g_01013
OG0000458	Prak.g_00242	Prbd.g_01012
OG0000459	Prak.g_00243	Prbd.g_01011
OG0000460	Prak.g_00251	Prbd.g_01004
OG0000461	Prak.g_00259	Prbd.g_00997
OG0000462	Prak.g_00261	Prbd.g_00995
OG0000463	Prak.g_00262	Prbd.g_00994
OG0000464	Prak.g_00263	Prbd.g_00993
OG0000465	Prak.g_00264	Prbd.g_00992
OG0000466	Prak.g_00267	Prbd.g_00989
OG0000467	Prak.g_00268	Prbd.g_00988
OG0000468	Prak.g_00271	Prbd.g_00986
OG0000469	Prak.g_00279	Prbd.g_00977
OG0000470	Prak.g_00281	Prbd.g_00975
OG0000471	Prak.g_00282	Prbd.g_00974
OG0000472	Prak.g_00284	Prbd.g_00973
OG0000473	Prak.g_00286	Prbd.g_00971
OG0000474	Prak.g_00287	Prbd.g_00970
OG0000475	Prak.g_00288	Prbd.g_00969
OG0000476	Prak.g_00290	Prbd.g_00968
OG0000477	Prak.g_00293	Prbd.g_00964
OG0000478	Prak.g_00294	Prbd.g_00963
OG0000479	Prak.g_00295	Prbd.g_00962
OG0000480	Prak.g_00300	Prbd.g_00957
OG0000481	Prak.g_00303	Prbd.g_00955
OG0000482	Prak.g_00304	Prbd.g_00954
OG0000483	Prak.g_00307	Prbd.g_00951
OG0000484	Prak.g_00308	Prbd.g_00950
OG0000485	Prak.g_00310	Prbd.g_00949
OG0000486	Prak.g_00311	Prbd.g_00948
OG0000487	Prak.g_00314	Prbd.g_00944
OG0000488	Prak.g_00317	Prbd.g_00941
OG0000489	Prak.g_00322	Prbd.g_00936
OG0000490	Prak.g_00326	Prbd.g_00931
OG0000491	Prak.g_00327	Prbd.g_00930
OG0000492	Prak.g_00329	Prbd.g_00928
OG0000493	Prak.g_00330	Prbd.g_00927
OG0000494	Prak.g_00331	Prbd.g_00926
OG0000495	Prak.g_00332	Prbd.g_00925
OG0000496	Prak.g_00333	Prbd.g_00924
OG0000497	Prak.g_00334	Prbd.g_00923
OG0000498	Prak.g_00335	Prbd.g_00922
OG0000499	Prak.g_00336	Prbd.g_00921
OG0000500	Prak.g_00337	Prbd.g_00920
OG0000501	Prak.g_00338	Prbd.g_00918
OG0000502	Prak.g_00341	Prbd.g_00915
OG0000503	Prak.g_00356	Prbd.g_00905
OG0000504	Prak.g_00358	Prbd.g_00904
OG0000505	Prak.g_00359	Prbd.g_00903
OG0000506	Prak.g_00360	Prbd.g_00901
OG0000507	Prak.g_00363	Prbd.g_00898
OG0000508	Prak.g_00367	Prbd.g_00894
OG0000509	Prak.g_00369	Prbd.g_00892
OG0000510	Prak.g_00370	Prbd.g_00891
OG0000511	Prak.g_00371	Prbd.g_00890
OG0000512	Prak.g_00373	Prbd.g_00888
OG0000513	Prak.g_00382	Prbd.g_00881
OG0000514	Prak.g_00393	Prbd.g_00811
OG0000515	Prak.g_00394	Prbd.g_00810
OG0000516	Prak.g_00395	Prbd.g_00809
OG0000517	Prak.g_00397	Prbd.g_00807
OG0000518	Prak.g_00408	Prbd.g_00796
OG0000519	Prak.g_00409	Prbd.g_00795
OG0000520	Prak.g_00410	Prbd.g_00794
OG0000521	Prak.g_00418	Prbd.g_00789
OG0000522	Prak.g_00420	Prbd.g_00787
OG0000523	Prak.g_00421	Prbd.g_00786
OG0000524	Prak.g_00426	Prbd.g_00781
OG0000525	Prak.g_00430	Prbd.g_00778
OG0000526	Prak.g_00431	Prbd.g_00777
OG0000527	Prak.g_00434	Prbd.g_00769
OG0000528	Prak.g_00439	Prbd.g_00764
OG0000529	Prak.g_00442	Prbd.g_00761
OG0000530	Prak.g_00445	Prbd.g_00758
OG0000531	Prak.g_00446	Prbd.g_00757
OG0000532	Prak.g_00448	Prbd.g_00755
OG0000533	Prak.g_00449	Prbd.g_00754
OG0000534	Prak.g_00450	Prbd.g_00753
OG0000535	Prak.g_00451	Prbd.g_00752
OG0000536	Prak.g_00452	Prbd.g_00751
OG0000537	Prak.g_00453	Prbd.g_00750
OG0000538	Prak.g_00462	Prbd.g_00742
OG0000539	Prak.g_00463	Prbd.g_00741
OG0000540	Prak.g_00464	Prbd.g_00740
OG0000541	Prak.g_00465	Prbd.g_00739
OG0000542	Prak.g_00466	Prbd.g_00737
OG0000543	Prak.g_00468	Prbd.g_00735
OG0000544	Prak.g_00469	Prbd.g_00734
OG0000545	Prak.g_00471	Prbd.g_00732
OG0000546	Prak.g_00474	Prbd.g_00729
OG0000547	Prak.g_00476	Prbd.g_00727
OG0000548	Prak.g_00477	Prbd.g_00726
OG0000549	Prak.g_00479	Prbd.g_00724
OG0000550	Prak.g_00483	Prbd.g_00719
OG0000551	Prak.g_00486	Prbd.g_00715
OG0000552	Prak.g_00487	Prbd.g_00714
OG0000553	Prak.g_00488	Prbd.g_00713
OG0000554	Prak.g_00493	Prbd.g_00708
OG0000555	Prak.g_00501	Prbd.g_00700
OG0000556	Prak.g_00503	Prbd.g_00698
OG0000557	Prak.g_00504	Prbd.g_00697
OG0000558	Prak.g_00507	Prbd.g_00695
OG0000559	Prak.g_00511	Prbd.g_00691
OG0000560	Prak.g_00514	Prbd.g_00688
