Orthogroup	Prak	Prbh
OG0000024	Prak.g_01038	Prbh.g_01147
OG0000024	Prak.g_00802	Prbh.g_00909
OG0000025	Prak.g_00881	Prbh.g_00988
OG0000026	Prak.g_00032	Prbh.g_00749
OG0000028	Prak.g_01543	Prbh.g_00404
OG0000029	Prak.g_01534, Prak.g_01576	Prbh.g_01885
OG0000029	Prak.g_01735	Prbh.g_01691
OG0000030	Prak.g_01853	Prbh.g_01570
OG0000031	Prak.g_01350	Prbh.g_00064
OG0000032	Prak.g_01430	Prbh.g_00138
OG0000033	Prak.g_00181	Prbh.g_00613
OG0000034	Prak.g_01288	Prbh.g_01383
OG0000035	Prak.g_01391	Prbh.g_00099
OG0000037	Prak.g_00115	Prbh.g_00674
OG0000038	Prak.g_01893	Prbh.g_01530
OG0000039	Prak.g_00814	Prbh.g_00921
OG0000041	Prak.g_01692	Prbh.g_01734
OG0000042	Prak.g_01850	Prbh.g_01573
OG0000043	Prak.g_01193	Prbh.g_01304
OG0000045	Prak.g_01216	Prbh.g_01327
OG0000046	Prak.g_00344	Prbh.g_00451
OG0000047	Prak.g_00385	Prbh.g_00408
OG0000048	Prak.g_01264, Prak.g_00289	Prbh.g_00508
OG0000050	Prak.g_00741	Prbh.g_00850
OG0000052	Prak.g_00058	Prbh.g_00727
OG0000053	Prak.g_01412	Prbh.g_00120
OG0000053	Prak.g_01590	Prbh.g_01834
OG0000054	Prak.g_00568	Prbh.g_00223
OG0000055	Prak.g_01221	Prbh.g_01332
OG0000055	Prak.g_01619	Prbh.g_01797
OG0000057	Prak.g_00829	Prbh.g_00936
OG0000058	Prak.g_01351	Prbh.g_00030
OG0000059	Prak.g_01732	Prbh.g_01695
OG0000061	Prak.g_01172	Prbh.g_01283
OG0000062	Prak.g_01476	Prbh.g_00184
OG0000063	Prak.g_01530	Prbh.g_01401
OG0000064	Prak.g_00072	Prbh.g_00715
OG0000065	Prak.g_00113	Prbh.g_00676
OG0000066	Prak.g_00498, Prak.g_01557	Prbh.g_01856
OG0000067	Prak.g_00845	Prbh.g_00953
OG0000068	Prak.g_01329	Prbh.g_00009
OG0000069	Prak.g_00416	Prbh.g_00376
OG0000070	Prak.g_00412	Prbh.g_00382
OG0000071	Prak.g_01277	Prbh.g_01373
OG0000072	Prak.g_00183	Prbh.g_00611
OG0000073	Prak.g_00461	Prbh.g_00330
OG0000074	Prak.g_00809	Prbh.g_00916
OG0000074	Prak.g_00750	Prbh.g_00859
OG0000074	Prak.g_00713	Prbh.g_00828
OG0000075	Prak.g_01816	Prbh.g_01607
OG0000076	Prak.g_01842	Prbh.g_01581
OG0000077	Prak.g_00083	Prbh.g_00704
OG0000078	Prak.g_00256	Prbh.g_00540
OG0000079	Prak.g_00269	Prbh.g_00527
OG0000080	Prak.g_01363, Prak.g_01365	Prbh.g_00069
OG0000081	Prak.g_00490	Prbh.g_00298
OG0000082	Prak.g_01634	Prbh.g_01855
OG0000084	Prak.g_01388	Prbh.g_00093
OG0000085	Prak.g_01516	Prbh.g_01408
OG0000086	Prak.g_00092	Prbh.g_00695
OG0000087	Prak.g_00147	Prbh.g_00642
OG0000088	Prak.g_00178	Prbh.g_00616
OG0000089	Prak.g_00379	Prbh.g_00415
OG0000090	Prak.g_00492	Prbh.g_00296
OG0000091	Prak.g_01100	Prbh.g_01211
OG0000092	Prak.g_00775	Prbh.g_00883
OG0000093	Prak.g_01071	Prbh.g_01181
OG0000094	Prak.g_01022	Prbh.g_01130
OG0000095	Prak.g_00920	Prbh.g_01031
OG0000096	Prak.g_00702	Prbh.g_01909, Prbh.g_01948
OG0000097	Prak.g_01126	Prbh.g_01236
OG0000098	Prak.g_01305	Prbh.g_01935
OG0000099	Prak.g_01352	Prbh.g_00032
OG0000100	Prak.g_01470	Prbh.g_00179
OG0000101	Prak.g_01780	Prbh.g_01644
OG0000102	Prak.g_01847	Prbh.g_01576
OG0000103	Prak.g_01932	Prbh.g_01489
OG0000104	Prak.g_01941	Prbh.g_01480
OG0000105	Prak.g_00292	Prbh.g_00505
OG0000106	Prak.g_00687	Prbh.g_00821
OG0000107	Prak.g_01709	Prbh.g_01718
OG0000108	Prak.g_00441	Prbh.g_00351
OG0000109	Prak.g_00455	Prbh.g_00337
OG0000110	Prak.g_00535	Prbh.g_00254
OG0000111	Prak.g_00830	Prbh.g_00937
OG0000112	Prak.g_00608	Prbh.g_01078
OG0000113	Prak.g_00868	Prbh.g_00976
OG0000114	Prak.g_00770	Prbh.g_00878
OG0000115	Prak.g_01241	Prbh.g_01344
OG0000116	Prak.g_01183	Prbh.g_01294
OG0000117	Prak.g_01145	Prbh.g_01255
OG0000118	Prak.g_01290	Prbh.g_01385
OG0000119	Prak.g_01226	Prbh.g_01333
OG0000119	Prak.g_01488	Prbh.g_00194
OG0000120	Prak.g_01349	Prbh.g_00031
OG0000121	Prak.g_01393	Prbh.g_00101
OG0000122	Prak.g_01248	Prbh.g_01347
OG0000122	Prak.g_01434	Prbh.g_00143
OG0000123	Prak.g_01787	Prbh.g_01637
OG0000124	Prak.g_01859	Prbh.g_01564
OG0000125	Prak.g_01895	Prbh.g_01528
OG0000126	Prak.g_01940	Prbh.g_01481
OG0000128	Prak.g_00011	Prbh.g_01953
OG0000129	Prak.g_00045	Prbh.g_00738
OG0000130	Prak.g_00074	Prbh.g_00713
OG0000131	Prak.g_00156	Prbh.g_00637
OG0000132	Prak.g_00176	Prbh.g_00618
OG0000133	Prak.g_00339	Prbh.g_00457
OG0000134	Prak.g_00381	Prbh.g_00413
OG0000135	Prak.g_01259	Prbh.g_01825
OG0000136	Prak.g_00403	Prbh.g_00391
OG0000137	Prak.g_00436	Prbh.g_00356
OG0000138	Prak.g_00456	Prbh.g_00336
OG0000139	Prak.g_00496	Prbh.g_00292
OG0000140	Prak.g_00497	Prbh.g_00291
OG0000141	Prak.g_00569	Prbh.g_00222
OG0000142	Prak.g_01108	Prbh.g_01218
OG0000143	Prak.g_01104	Prbh.g_01215
OG0000144	Prak.g_01090	Prbh.g_01201
OG0000145	Prak.g_01261	Prbh.g_01880
OG0000146	Prak.g_00607	Prbh.g_01077
OG0000147	Prak.g_00606	Prbh.g_01076
OG0000148	Prak.g_00862	Prbh.g_00970
OG0000149	Prak.g_00894	Prbh.g_01002
OG0000150	Prak.g_00904	Prbh.g_01012
OG0000151	Prak.g_00780	Prbh.g_00888
OG0000152	Prak.g_00973	Prbh.g_01086
OG0000153	Prak.g_00992	Prbh.g_01104
OG0000154	Prak.g_01012	Prbh.g_01121
OG0000155	Prak.g_01151	Prbh.g_01261
OG0000156	Prak.g_01266	Prbh.g_01362
OG0000157	Prak.g_01267	Prbh.g_01363
OG0000158	Prak.g_01824	Prbh.g_01599
OG0000159	Prak.g_00065	Prbh.g_00722
OG0000160	Prak.g_01392	Prbh.g_00100
OG0000161	Prak.g_01398	Prbh.g_01288, Prbh.g_00106
OG0000162	Prak.g_01404	Prbh.g_00112
OG0000163	Prak.g_01443	Prbh.g_00151
OG0000164	Prak.g_01669	Prbh.g_01758
OG0000165	Prak.g_01676	Prbh.g_01750
OG0000166	Prak.g_01743	Prbh.g_01681
OG0000167	Prak.g_01814	Prbh.g_01609
OG0000168	Prak.g_01825	Prbh.g_01598
OG0000169	Prak.g_01835	Prbh.g_01588
OG0000170	Prak.g_01838	Prbh.g_01585
OG0000171	Prak.g_01858	Prbh.g_01565
OG0000172	Prak.g_01865	Prbh.g_01558
OG0000173	Prak.g_01880	Prbh.g_01543
OG0000174	Prak.g_01910	Prbh.g_01512
OG0000175	Prak.g_01923	Prbh.g_01500
OG0000176	Prak.g_00004	Prbh.g_01472
OG0000177	Prak.g_00005	Prbh.g_01471
OG0000178	Prak.g_00006	Prbh.g_01470
OG0000179	Prak.g_00016	Prbh.g_00764
OG0000180	Prak.g_00017	Prbh.g_00763
OG0000181	Prak.g_00018	Prbh.g_00762
OG0000182	Prak.g_00019	Prbh.g_00761
OG0000183	Prak.g_00023	Prbh.g_00757
OG0000184	Prak.g_00049	Prbh.g_00734
OG0000185	Prak.g_00052	Prbh.g_00731
OG0000186	Prak.g_00068	Prbh.g_00719
OG0000187	Prak.g_00069	Prbh.g_00718
OG0000188	Prak.g_00086	Prbh.g_00701
OG0000189	Prak.g_00100	Prbh.g_00687
OG0000190	Prak.g_00102	Prbh.g_00686
OG0000191	Prak.g_00125	Prbh.g_00664
OG0000192	Prak.g_00130	Prbh.g_00659
OG0000193	Prak.g_00157	Prbh.g_00636
OG0000194	Prak.g_00160	Prbh.g_00633
OG0000195	Prak.g_00162	Prbh.g_00631
OG0000196	Prak.g_00173	Prbh.g_00621
OG0000197	Prak.g_00174	Prbh.g_00620
OG0000198	Prak.g_00175	Prbh.g_00619
OG0000199	Prak.g_00182	Prbh.g_00612
OG0000200	Prak.g_00196	Prbh.g_00599
OG0000201	Prak.g_00205	Prbh.g_00590
OG0000202	Prak.g_00206	Prbh.g_00589
OG0000203	Prak.g_00207	Prbh.g_00588
OG0000204	Prak.g_00208	Prbh.g_00587
OG0000205	Prak.g_00215	Prbh.g_00580
OG0000206	Prak.g_00220	Prbh.g_00575
OG0000207	Prak.g_00223	Prbh.g_00573
OG0000208	Prak.g_00224	Prbh.g_00572
OG0000209	Prak.g_00233	Prbh.g_00563
OG0000210	Prak.g_00234	Prbh.g_00562
OG0000211	Prak.g_00249	Prbh.g_00547
OG0000212	Prak.g_00257	Prbh.g_00539
OG0000213	Prak.g_00275	Prbh.g_00521
OG0000214	Prak.g_00285	Prbh.g_00512
OG0000215	Prak.g_00312	Prbh.g_00485
OG0000216	Prak.g_00313	Prbh.g_00484
OG0000217	Prak.g_00316	Prbh.g_00481
OG0000218	Prak.g_00318	Prbh.g_00479
OG0000219	Prak.g_00319	Prbh.g_00478
OG0000220	Prak.g_00320	Prbh.g_00477
OG0000221	Prak.g_00321	Prbh.g_00476
OG0000222	Prak.g_00328	Prbh.g_00469
OG0000223	Prak.g_00340	Prbh.g_00456
OG0000224	Prak.g_00342	Prbh.g_00454
OG0000225	Prak.g_00368	Prbh.g_00426
OG0000226	Prak.g_00372	Prbh.g_00422
OG0000227	Prak.g_00374	Prbh.g_00420
OG0000228	Prak.g_00378	Prbh.g_00416
OG0000229	Prak.g_00398	Prbh.g_00396
OG0000230	Prak.g_00400	Prbh.g_00394
OG0000231	Prak.g_00411	Prbh.g_00383
OG0000232	Prak.g_00422	Prbh.g_00370
OG0000233	Prak.g_00428	Prbh.g_00365
OG0000234	Prak.g_00437	Prbh.g_00355
OG0000235	Prak.g_00440	Prbh.g_00352
OG0000236	Prak.g_00454	Prbh.g_00338
OG0000237	Prak.g_00467	Prbh.g_00324
OG0000238	Prak.g_00473	Prbh.g_00318
OG0000239	Prak.g_00484	Prbh.g_00305
OG0000240	Prak.g_00485	Prbh.g_00304
OG0000241	Prak.g_00489	Prbh.g_00299
OG0000242	Prak.g_00491	Prbh.g_00297
OG0000243	Prak.g_00502	Prbh.g_00287
OG0000244	Prak.g_00506	Prbh.g_00284
OG0000245	Prak.g_00508	Prbh.g_00282
OG0000246	Prak.g_00512	Prbh.g_00278
OG0000247	Prak.g_00522	Prbh.g_00267
OG0000248	Prak.g_00525	Prbh.g_00264
OG0000249	Prak.g_00527	Prbh.g_00262
OG0000250	Prak.g_00532	Prbh.g_00257
OG0000251	Prak.g_00552	Prbh.g_00239
OG0000252	Prak.g_00555	Prbh.g_00236
OG0000253	Prak.g_00556	Prbh.g_00235
OG0000254	Prak.g_00573	Prbh.g_00218
OG0000255	Prak.g_00579	Prbh.g_00212
OG0000256	Prak.g_00589	Prbh.g_01455
OG0000257	Prak.g_01113	Prbh.g_01223
OG0000258	Prak.g_01099	Prbh.g_01210
OG0000259	Prak.g_01082	Prbh.g_01193
OG0000260	Prak.g_01079	Prbh.g_01190
OG0000261	Prak.g_01076	Prbh.g_01187
OG0000262	Prak.g_01072	Prbh.g_01182
OG0000263	Prak.g_00808	Prbh.g_00915
OG0000264	Prak.g_00819	Prbh.g_00926
OG0000265	Prak.g_00837	Prbh.g_00945
OG0000266	Prak.g_01053	Prbh.g_01163
OG0000267	Prak.g_01041	Prbh.g_01150
OG0000268	Prak.g_01040	Prbh.g_01149
OG0000269	Prak.g_00840	Prbh.g_00948
OG0000270	Prak.g_00843	Prbh.g_00951
OG0000271	Prak.g_00851	Prbh.g_00959
OG0000272	Prak.g_00852	Prbh.g_00960
OG0000273	Prak.g_00876	Prbh.g_00983
OG0000274	Prak.g_00877	Prbh.g_00984
OG0000275	Prak.g_00880	Prbh.g_00987
OG0000276	Prak.g_00886	Prbh.g_00993
OG0000277	Prak.g_00887	Prbh.g_00994
OG0000278	Prak.g_00890	Prbh.g_00997
OG0000279	Prak.g_00897	Prbh.g_01005
OG0000280	Prak.g_00898	Prbh.g_01006
OG0000281	Prak.g_00905	Prbh.g_01013
OG0000282	Prak.g_00772	Prbh.g_00880
OG0000283	Prak.g_00949	Prbh.g_01059
OG0000284	Prak.g_00954	Prbh.g_01064
OG0000285	Prak.g_00959	Prbh.g_01069
OG0000286	Prak.g_00972	Prbh.g_01085
OG0000287	Prak.g_01238	Prbh.g_01342
OG0000288	Prak.g_01011	Prbh.g_01120
OG0000289	Prak.g_01027	Prbh.g_01135
OG0000290	Prak.g_00923	Prbh.g_01034
OG0000291	Prak.g_00921	Prbh.g_01032
OG0000292	Prak.g_01217	Prbh.g_01328
OG0000293	Prak.g_01182	Prbh.g_01293
OG0000294	Prak.g_01181	Prbh.g_01292
OG0000295	Prak.g_01158	Prbh.g_01268
OG0000296	Prak.g_01156	Prbh.g_01266
OG0000297	Prak.g_01147	Prbh.g_01257
OG0000298	Prak.g_01146	Prbh.g_01256
OG0000299	Prak.g_01127	Prbh.g_01237
OG0000300	Prak.g_01124	Prbh.g_01234
OG0000301	Prak.g_01123	Prbh.g_01233
OG0000302	Prak.g_01121	Prbh.g_01231
OG0000303	Prak.g_01115	Prbh.g_01225
OG0000304	Prak.g_00594	Prbh.g_01450
OG0000305	Prak.g_01215	Prbh.g_01326
OG0000306	Prak.g_00909	Prbh.g_01017
OG0000307	Prak.g_01338	Prbh.g_00019
OG0000308	Prak.g_01339	Prbh.g_00020
OG0000309	Prak.g_01343	Prbh.g_00024
OG0000310	Prak.g_01377	Prbh.g_00082
OG0000311	Prak.g_01379	Prbh.g_00084
OG0000312	Prak.g_01382	Prbh.g_00087
OG0000313	Prak.g_01395	Prbh.g_00103
OG0000314	Prak.g_01418	Prbh.g_00126
OG0000315	Prak.g_01428	Prbh.g_00136
OG0000316	Prak.g_01453	Prbh.g_00162
OG0000317	Prak.g_01642	Prbh.g_01785
OG0000318	Prak.g_01646	Prbh.g_01781
OG0000319	Prak.g_01659	Prbh.g_01768
OG0000320	Prak.g_01661	Prbh.g_01766
OG0000321	Prak.g_01662	Prbh.g_01765
OG0000322	Prak.g_01663	Prbh.g_01764
OG0000323	Prak.g_01672	Prbh.g_01755
OG0000324	Prak.g_01699	Prbh.g_01727
OG0000325	Prak.g_01710	Prbh.g_01717
OG0000326	Prak.g_01717	Prbh.g_01710
OG0000327	Prak.g_01738	Prbh.g_01686
OG0000328	Prak.g_01739	Prbh.g_01685
OG0000329	Prak.g_01756	Prbh.g_01668
OG0000330	Prak.g_01757	Prbh.g_01667
OG0000331	Prak.g_01758	Prbh.g_01666
OG0000332	Prak.g_01772	Prbh.g_01652
OG0000333	Prak.g_01774	Prbh.g_01650
OG0000334	Prak.g_01783	Prbh.g_01641
OG0000335	Prak.g_01788	Prbh.g_01636
OG0000336	Prak.g_01792	Prbh.g_01632
OG0000337	Prak.g_01810	Prbh.g_01613
OG0000338	Prak.g_01811	Prbh.g_01612
OG0000339	Prak.g_01817	Prbh.g_01606
OG0000340	Prak.g_01826	Prbh.g_01597
OG0000341	Prak.g_01828	Prbh.g_01595
OG0000342	Prak.g_01829	Prbh.g_01594
OG0000343	Prak.g_01830	Prbh.g_01593
OG0000344	Prak.g_01833	Prbh.g_01590
OG0000345	Prak.g_01839	Prbh.g_01584
OG0000346	Prak.g_01843	Prbh.g_01580
OG0000347	Prak.g_01860	Prbh.g_01563
OG0000348	Prak.g_01868	Prbh.g_01555
OG0000349	Prak.g_01886	Prbh.g_01537
OG0000350	Prak.g_00656	Prbh.g_01516
OG0000351	Prak.g_01926	Prbh.g_01497
OG0000352	Prak.g_01927	Prbh.g_01496
OG0000353	Prak.g_01944	Prbh.g_01477
OG0000355	Prak.g_00001	Prbh.g_01475
OG0000356	Prak.g_00002	Prbh.g_01474
OG0000357	Prak.g_00003	Prbh.g_01473
OG0000358	Prak.g_00007	Prbh.g_01469
OG0000359	Prak.g_00008	Prbh.g_01468
OG0000360	Prak.g_00009	Prbh.g_01467
OG0000361	Prak.g_00010	Prbh.g_01466
OG0000362	Prak.g_00012	Prbh.g_01952
OG0000363	Prak.g_00014	Prbh.g_00766
OG0000364	Prak.g_00015	Prbh.g_00765
OG0000365	Prak.g_00020	Prbh.g_00760
OG0000366	Prak.g_00021	Prbh.g_00759
OG0000367	Prak.g_00022	Prbh.g_00758
OG0000368	Prak.g_00024	Prbh.g_00756
OG0000369	Prak.g_00025	Prbh.g_00755
OG0000370	Prak.g_00026	Prbh.g_00754
OG0000371	Prak.g_00033	Prbh.g_00748
OG0000372	Prak.g_00036	Prbh.g_00746
OG0000373	Prak.g_00037	Prbh.g_00745
OG0000374	Prak.g_00038	Prbh.g_00744
OG0000375	Prak.g_00040	Prbh.g_00743
OG0000376	Prak.g_00042	Prbh.g_00741
OG0000377	Prak.g_00046	Prbh.g_00737
OG0000378	Prak.g_00050	Prbh.g_00733
OG0000379	Prak.g_00053	Prbh.g_00730
OG0000380	Prak.g_00070	Prbh.g_00717
OG0000381	Prak.g_00075	Prbh.g_00712
OG0000382	Prak.g_00085	Prbh.g_00702
OG0000383	Prak.g_00087	Prbh.g_00700
OG0000384	Prak.g_00088	Prbh.g_00699
OG0000385	Prak.g_00089	Prbh.g_00698
OG0000386	Prak.g_00090	Prbh.g_00697
OG0000387	Prak.g_00104	Prbh.g_00684
OG0000388	Prak.g_00108	Prbh.g_00680
OG0000389	Prak.g_00111	Prbh.g_00677
OG0000390	Prak.g_00121	Prbh.g_00668
OG0000391	Prak.g_00124	Prbh.g_00665
OG0000392	Prak.g_00128	Prbh.g_00661
OG0000393	Prak.g_00131	Prbh.g_00658
OG0000394	Prak.g_00132	Prbh.g_00657
OG0000395	Prak.g_00133	Prbh.g_00656
OG0000396	Prak.g_00135	Prbh.g_00654
OG0000397	Prak.g_00137	Prbh.g_00652
OG0000398	Prak.g_00140	Prbh.g_00649
OG0000399	Prak.g_00141	Prbh.g_00648
OG0000400	Prak.g_00142	Prbh.g_00647
OG0000401	Prak.g_00143	Prbh.g_00646
OG0000402	Prak.g_01035	Prbh.g_01144
OG0000403	Prak.g_00145	Prbh.g_00644
OG0000404	Prak.g_00146	Prbh.g_00643
OG0000405	Prak.g_00150	Prbh.g_00639
OG0000406	Prak.g_00158	Prbh.g_00635
OG0000407	Prak.g_00159	Prbh.g_00634
OG0000408	Prak.g_00161	Prbh.g_00632
OG0000409	Prak.g_00163	Prbh.g_00630
OG0000410	Prak.g_00164	Prbh.g_00629
OG0000411	Prak.g_00165	Prbh.g_00628
OG0000412	Prak.g_00166	Prbh.g_00627
OG0000413	Prak.g_00168	Prbh.g_00626
OG0000414	Prak.g_00169	Prbh.g_00625
OG0000415	Prak.g_00170	Prbh.g_00624
OG0000416	Prak.g_00171	Prbh.g_00623
OG0000417	Prak.g_00172	Prbh.g_00622
OG0000418	Prak.g_00177	Prbh.g_00617
OG0000419	Prak.g_00179	Prbh.g_00615
OG0000420	Prak.g_00180	Prbh.g_00614
OG0000421	Prak.g_00185	Prbh.g_00610
OG0000422	Prak.g_00186	Prbh.g_00609
OG0000423	Prak.g_00187	Prbh.g_00608
OG0000424	Prak.g_00188	Prbh.g_00607
OG0000425	Prak.g_00189	Prbh.g_00606
OG0000426	Prak.g_00190	Prbh.g_00605
OG0000427	Prak.g_00191	Prbh.g_00604
OG0000428	Prak.g_00193	Prbh.g_00602
OG0000429	Prak.g_00194	Prbh.g_00601
OG0000430	Prak.g_00195	Prbh.g_00600
OG0000431	Prak.g_00197	Prbh.g_00598
OG0000432	Prak.g_00201	Prbh.g_00594
OG0000433	Prak.g_00202	Prbh.g_00593
OG0000434	Prak.g_00203	Prbh.g_00592
OG0000435	Prak.g_00204	Prbh.g_00591
OG0000436	Prak.g_00209	Prbh.g_00586
OG0000437	Prak.g_00210	Prbh.g_00585
OG0000438	Prak.g_00211	Prbh.g_00584
OG0000439	Prak.g_00213	Prbh.g_00582
OG0000440	Prak.g_00214	Prbh.g_00581
OG0000441	Prak.g_00217	Prbh.g_00578
OG0000442	Prak.g_00218	Prbh.g_00577
OG0000443	Prak.g_00219	Prbh.g_00576
OG0000444	Prak.g_00225	Prbh.g_00571
OG0000445	Prak.g_00226	Prbh.g_00570
OG0000446	Prak.g_00227	Prbh.g_00569
OG0000447	Prak.g_00228	Prbh.g_00568
OG0000448	Prak.g_00229	Prbh.g_00567
OG0000449	Prak.g_00230	Prbh.g_00566
OG0000450	Prak.g_00231	Prbh.g_00565
OG0000451	Prak.g_00232	Prbh.g_00564
OG0000452	Prak.g_00235	Prbh.g_00561
OG0000453	Prak.g_00236	Prbh.g_00560
OG0000454	Prak.g_00237	Prbh.g_00559
OG0000455	Prak.g_00238	Prbh.g_00558
OG0000456	Prak.g_00239	Prbh.g_00557
OG0000457	Prak.g_00241	Prbh.g_00555
OG0000458	Prak.g_00242	Prbh.g_00554
OG0000459	Prak.g_00243	Prbh.g_00553
OG0000460	Prak.g_00251	Prbh.g_00545
OG0000461	Prak.g_00259	Prbh.g_00537
OG0000462	Prak.g_00261	Prbh.g_00535
OG0000463	Prak.g_00262	Prbh.g_00534
OG0000464	Prak.g_00263	Prbh.g_00533
OG0000465	Prak.g_00264	Prbh.g_00532
OG0000466	Prak.g_00267	Prbh.g_00529
OG0000467	Prak.g_00268	Prbh.g_00528
OG0000468	Prak.g_00271	Prbh.g_00525
OG0000469	Prak.g_00279	Prbh.g_00517
OG0000470	Prak.g_00281	Prbh.g_00515
OG0000471	Prak.g_00282	Prbh.g_00514
OG0000472	Prak.g_00284	Prbh.g_00513
OG0000473	Prak.g_00286	Prbh.g_00511
OG0000474	Prak.g_00287	Prbh.g_00510
OG0000475	Prak.g_00288	Prbh.g_00509
OG0000476	Prak.g_00290	Prbh.g_00507
OG0000477	Prak.g_00293	Prbh.g_00504
OG0000478	Prak.g_00294	Prbh.g_00503
OG0000479	Prak.g_00295	Prbh.g_00502
OG0000480	Prak.g_00300	Prbh.g_00497
OG0000481	Prak.g_00303	Prbh.g_00494
OG0000482	Prak.g_00304	Prbh.g_00493
OG0000483	Prak.g_00307	Prbh.g_00490
OG0000484	Prak.g_00308	Prbh.g_00489
OG0000485	Prak.g_00310	Prbh.g_00487
OG0000486	Prak.g_00311	Prbh.g_00486
OG0000487	Prak.g_00314	Prbh.g_00483
OG0000488	Prak.g_00317	Prbh.g_00480
OG0000489	Prak.g_00322	Prbh.g_00475
OG0000490	Prak.g_00326	Prbh.g_00471
OG0000491	Prak.g_00327	Prbh.g_00470
OG0000492	Prak.g_00329	Prbh.g_00468
OG0000493	Prak.g_00330	Prbh.g_00467
OG0000494	Prak.g_00331	Prbh.g_00466
OG0000495	Prak.g_00332	Prbh.g_00465
OG0000496	Prak.g_00333	Prbh.g_00464
OG0000497	Prak.g_00334	Prbh.g_00463
OG0000498	Prak.g_00335	Prbh.g_00462
OG0000499	Prak.g_00336	Prbh.g_00461
OG0000500	Prak.g_00337	Prbh.g_00460
OG0000501	Prak.g_00338	Prbh.g_00458
OG0000502	Prak.g_00341	Prbh.g_00455
OG0000503	Prak.g_00356	Prbh.g_00439
OG0000504	Prak.g_00358	Prbh.g_00437
OG0000505	Prak.g_00359	Prbh.g_00436
OG0000506	Prak.g_00360	Prbh.g_00435
OG0000507	Prak.g_00363	Prbh.g_00431
OG0000508	Prak.g_00367	Prbh.g_00427
OG0000509	Prak.g_00369	Prbh.g_00425
OG0000510	Prak.g_00370	Prbh.g_00424
OG0000511	Prak.g_00371	Prbh.g_00423
OG0000512	Prak.g_00373	Prbh.g_00421
OG0000513	Prak.g_00382	Prbh.g_00412
OG0000514	Prak.g_00393	Prbh.g_00401
OG0000515	Prak.g_00394	Prbh.g_00400
OG0000516	Prak.g_00395	Prbh.g_00399
OG0000517	Prak.g_00397	Prbh.g_00397
OG0000518	Prak.g_00408	Prbh.g_00386
OG0000519	Prak.g_00409	Prbh.g_00385
OG0000520	Prak.g_00410	Prbh.g_00384
OG0000521	Prak.g_00418	Prbh.g_00374
OG0000522	Prak.g_00420	Prbh.g_00372
OG0000523	Prak.g_00421	Prbh.g_00371
OG0000524	Prak.g_00426	Prbh.g_00367
OG0000525	Prak.g_00430	Prbh.g_00363
OG0000526	Prak.g_00431	Prbh.g_00361
OG0000527	Prak.g_00434	Prbh.g_00358
OG0000528	Prak.g_00439	Prbh.g_00353
OG0000529	Prak.g_00442	Prbh.g_00350
OG0000530	Prak.g_00445	Prbh.g_00347
OG0000531	Prak.g_00446	Prbh.g_00346
OG0000532	Prak.g_00448	Prbh.g_00344
OG0000533	Prak.g_00449	Prbh.g_00343
OG0000534	Prak.g_00450	Prbh.g_00342
OG0000535	Prak.g_00451	Prbh.g_00341
OG0000536	Prak.g_00452	Prbh.g_00340
OG0000537	Prak.g_00453	Prbh.g_00339
