Orthogroup	Prak	Pral
OG0000041	Prak.g_01692	Pral.g_00155
OG0000042	Prak.g_01850	Pral.g_00313
OG0000043	Prak.g_01193	Pral.g_01347
OG0000045	Prak.g_01216	Pral.g_01322
OG0000046	Prak.g_00344	Pral.g_00711
OG0000047	Prak.g_00385	Pral.g_00672
OG0000048	Prak.g_01264	Pral.g_00768
OG0000050	Prak.g_00741	Pral.g_01829
OG0000052	Prak.g_00058	Pral.g_00987
OG0000053	Prak.g_01590	Pral.g_00066
OG0000054	Prak.g_00568	Pral.g_00482
OG0000055	Prak.g_01221	Pral.g_01670
OG0000055	Prak.g_01619	Pral.g_00082
OG0000057	Prak.g_00829	Pral.g_01740
OG0000058	Prak.g_01351	Pral.g_01202
OG0000059	Prak.g_01732	Pral.g_00195
OG0000061	Prak.g_01172	Pral.g_01367
OG0000062	Prak.g_01476	Pral.g_01073
OG0000063	Prak.g_01530	Pral.g_00435
OG0000064	Prak.g_00072	Pral.g_00980
OG0000065	Prak.g_00113	Pral.g_00940
OG0000066	Prak.g_00498, Prak.g_01557	Pral.g_00551
OG0000067	Prak.g_00845	Pral.g_01488
OG0000068	Prak.g_01329	Pral.g_01222
OG0000069	Prak.g_00416	Pral.g_01114
OG0000070	Prak.g_00412	Pral.g_00643
OG0000071	Prak.g_01277	Pral.g_01281
OG0000072	Prak.g_00183	Pral.g_00872
OG0000073	Prak.g_00461	Pral.g_00591
OG0000074	Prak.g_00809	Pral.g_01760
OG0000074	Prak.g_00750	Pral.g_01818
OG0000075	Prak.g_01816	Pral.g_00279
OG0000076	Prak.g_01842	Pral.g_00305
OG0000077	Prak.g_00083	Pral.g_00969
OG0000078	Prak.g_00256	Pral.g_00800
OG0000079	Prak.g_00269	Pral.g_00787
OG0000081	Prak.g_00490	Pral.g_00559
OG0000082	Prak.g_01634	Pral.g_00057
OG0000084	Prak.g_01388	Pral.g_01169
OG0000085	Prak.g_01637	Pral.g_00099
OG0000086	Prak.g_00092	Pral.g_00959
OG0000087	Prak.g_00147	Pral.g_00906
OG0000088	Prak.g_00178	Pral.g_00878
OG0000089	Prak.g_00379	Pral.g_00676
OG0000090	Prak.g_00492	Pral.g_00557
OG0000091	Prak.g_01100	Pral.g_01443
OG0000092	Prak.g_00775	Pral.g_01794
OG0000093	Prak.g_01071	Pral.g_01472
OG0000094	Prak.g_01022	Pral.g_01604
OG0000095	Prak.g_00920	Pral.g_01561
OG0000096	Prak.g_00702	Pral.g_00444
OG0000097	Prak.g_01126	Pral.g_01416
OG0000098	Prak.g_01305	Pral.g_01239
OG0000099	Prak.g_01352	Pral.g_01201
OG0000100	Prak.g_01470	Pral.g_01078
OG0000101	Prak.g_01780	Pral.g_00243
OG0000102	Prak.g_01847	Pral.g_00310
OG0000103	Prak.g_01932	Pral.g_00397
OG0000104	Prak.g_01941	Pral.g_00406
OG0000105	Prak.g_00292	Pral.g_00765
OG0000106	Prak.g_00687	Pral.g_01859
OG0000107	Prak.g_01709	Pral.g_00171
OG0000108	Prak.g_00441	Pral.g_00611
OG0000109	Prak.g_00455	Pral.g_00596
OG0000110	Prak.g_00535	Pral.g_00513
OG0000111	Prak.g_00830	Pral.g_01739
OG0000112	Prak.g_00608	Pral.g_01635
OG0000113	Prak.g_00868	Pral.g_01511
OG0000114	Prak.g_00770	Pral.g_01799
OG0000115	Prak.g_01241	Pral.g_01141
OG0000116	Prak.g_01183	Pral.g_01356
OG0000117	Prak.g_01145	Pral.g_01396, Pral.g_01398, Pral.g_01397
OG0000118	Prak.g_01290	Pral.g_01269
OG0000119	Prak.g_01226	Pral.g_01861
OG0000119	Prak.g_01488	Pral.g_01063
OG0000120	Prak.g_01349	Pral.g_00702
OG0000121	Prak.g_01393	Pral.g_01159
OG0000122	Prak.g_01248, Prak.g_01434	Pral.g_01116
OG0000123	Prak.g_01787	Pral.g_00250
OG0000124	Prak.g_01859	Pral.g_00322
OG0000125	Prak.g_01895	Pral.g_00358
OG0000126	Prak.g_01940	Pral.g_00405
OG0000128	Prak.g_00011	Pral.g_00421
OG0000129	Prak.g_00045	Pral.g_01000
OG0000130	Prak.g_00074	Pral.g_00978
OG0000131	Prak.g_00156	Pral.g_00900
OG0000132	Prak.g_00176	Pral.g_00880
OG0000133	Prak.g_00339	Pral.g_00717
OG0000134	Prak.g_00381	Pral.g_00674
OG0000135	Prak.g_01259	Pral.g_01034
OG0000136	Prak.g_00403	Pral.g_00653
OG0000137	Prak.g_00436	Pral.g_00617
OG0000138	Prak.g_00456	Pral.g_00595
OG0000139	Prak.g_00496	Pral.g_00553
OG0000140	Prak.g_00497	Pral.g_00552
OG0000141	Prak.g_00569	Pral.g_00481
OG0000142	Prak.g_01108	Pral.g_01436
OG0000143	Prak.g_01104	Pral.g_01440
OG0000144	Prak.g_01090	Pral.g_01453
OG0000145	Prak.g_01261	Pral.g_01037
OG0000146	Prak.g_00607	Pral.g_01636
OG0000147	Prak.g_00606	Pral.g_01637
OG0000148	Prak.g_00862	Pral.g_01505
OG0000149	Prak.g_00894	Pral.g_01535
OG0000150	Prak.g_00904	Pral.g_01545
OG0000151	Prak.g_00780	Pral.g_01789
OG0000152	Prak.g_00973	Pral.g_01627
OG0000153	Prak.g_00992	Pral.g_01578
OG0000154	Prak.g_01012	Pral.g_01595
OG0000155	Prak.g_01151	Pral.g_01390
OG0000156	Prak.g_01266	Pral.g_01292
OG0000157	Prak.g_01267	Pral.g_01291
OG0000158	Prak.g_01824	Pral.g_00287
OG0000159	Prak.g_00065	Pral.g_01263
OG0000160	Prak.g_01392	Pral.g_01160
OG0000161	Prak.g_01398	Pral.g_01154
OG0000162	Prak.g_01404	Pral.g_01148
OG0000163	Prak.g_01443	Pral.g_01106
OG0000164	Prak.g_01669	Pral.g_00131
OG0000165	Prak.g_01676	Pral.g_00138
OG0000166	Prak.g_01743	Pral.g_00206
OG0000167	Prak.g_01814	Pral.g_00277
OG0000168	Prak.g_01825	Pral.g_00288
OG0000169	Prak.g_01835	Pral.g_00298
OG0000170	Prak.g_01838	Pral.g_00301
OG0000171	Prak.g_01858	Pral.g_00321
OG0000172	Prak.g_01865	Pral.g_00328
OG0000173	Prak.g_01880	Pral.g_00343
OG0000174	Prak.g_01910	Pral.g_00375
OG0000175	Prak.g_01923	Pral.g_00387
OG0000176	Prak.g_00004	Pral.g_00414
OG0000177	Prak.g_00005	Pral.g_00415
OG0000178	Prak.g_00006	Pral.g_00416
OG0000179	Prak.g_00016	Pral.g_01028
OG0000180	Prak.g_00017	Pral.g_01027
OG0000181	Prak.g_00018	Pral.g_01026
OG0000182	Prak.g_00019	Pral.g_01025
OG0000183	Prak.g_00023	Pral.g_01021
OG0000184	Prak.g_00049	Pral.g_00996
OG0000185	Prak.g_00052	Pral.g_00993
OG0000186	Prak.g_00068	Pral.g_00984
OG0000187	Prak.g_00069	Pral.g_00983
OG0000188	Prak.g_00086	Pral.g_00965
OG0000189	Prak.g_00100	Pral.g_00951
OG0000190	Prak.g_00102	Pral.g_00950
OG0000191	Prak.g_00125	Pral.g_00928
OG0000192	Prak.g_00130	Pral.g_00923
OG0000193	Prak.g_00157	Pral.g_00899
OG0000194	Prak.g_00160	Pral.g_00896
OG0000195	Prak.g_00162	Pral.g_00894
OG0000196	Prak.g_00173	Pral.g_00883
OG0000197	Prak.g_00174	Pral.g_00882
OG0000198	Prak.g_00175	Pral.g_00881
OG0000199	Prak.g_00182	Pral.g_00873
OG0000200	Prak.g_00196	Pral.g_00860
OG0000201	Prak.g_00205	Pral.g_00851
OG0000202	Prak.g_00206	Pral.g_00850
OG0000203	Prak.g_00207	Pral.g_00849
OG0000204	Prak.g_00208	Pral.g_00848
OG0000205	Prak.g_00215	Pral.g_00842
OG0000206	Prak.g_00220	Pral.g_00837
OG0000207	Prak.g_00223	Pral.g_00835
OG0000208	Prak.g_00224	Pral.g_00834
OG0000209	Prak.g_00233	Pral.g_00825
OG0000210	Prak.g_00234	Pral.g_00824
OG0000211	Prak.g_00249	Pral.g_00807
OG0000212	Prak.g_00257	Pral.g_00799
OG0000213	Prak.g_00275	Pral.g_00781
OG0000214	Prak.g_00285	Pral.g_00772
OG0000215	Prak.g_00312	Pral.g_00746
OG0000216	Prak.g_00313	Pral.g_00744
OG0000217	Prak.g_00316	Pral.g_00741
OG0000218	Prak.g_00318	Pral.g_00739
OG0000219	Prak.g_00319	Pral.g_00738
OG0000220	Prak.g_00320	Pral.g_00737
OG0000221	Prak.g_00321	Pral.g_00736
OG0000222	Prak.g_00328	Pral.g_00729
OG0000223	Prak.g_00340	Pral.g_00716
OG0000224	Prak.g_00342	Pral.g_00714
OG0000225	Prak.g_00368	Pral.g_00686
OG0000226	Prak.g_00372	Pral.g_00682
OG0000227	Prak.g_00374	Pral.g_00680
OG0000228	Prak.g_00378	Pral.g_00677
OG0000229	Prak.g_00398	Pral.g_00658
OG0000230	Prak.g_00400	Pral.g_00656
OG0000231	Prak.g_00411	Pral.g_00644
OG0000232	Prak.g_00422	Pral.g_00631
OG0000233	Prak.g_00428	Pral.g_00625
OG0000234	Prak.g_00437	Pral.g_00616
OG0000235	Prak.g_00440	Pral.g_00612
OG0000236	Prak.g_00454	Pral.g_00597
OG0000237	Prak.g_00467	Pral.g_00584
OG0000238	Prak.g_00473	Pral.g_00578
OG0000239	Prak.g_00484	Pral.g_00565
OG0000240	Prak.g_00485	Pral.g_00564
OG0000241	Prak.g_00489	Pral.g_00560
OG0000242	Prak.g_00491	Pral.g_00558
OG0000243	Prak.g_00502	Pral.g_00547
OG0000244	Prak.g_00506	Pral.g_00544
OG0000245	Prak.g_00508	Pral.g_00542
OG0000246	Prak.g_00512	Pral.g_00538
OG0000247	Prak.g_00522	Pral.g_00527
OG0000248	Prak.g_00525	Pral.g_00524
OG0000249	Prak.g_00527	Pral.g_00522
OG0000250	Prak.g_00532	Pral.g_00516
OG0000251	Prak.g_00552	Pral.g_00498
OG0000252	Prak.g_00555	Pral.g_00495
OG0000253	Prak.g_00556	Pral.g_00494
OG0000254	Prak.g_00573	Pral.g_00477
OG0000255	Prak.g_00579	Pral.g_00470
OG0000256	Prak.g_00589	Pral.g_00460
OG0000257	Prak.g_01113	Pral.g_01430
OG0000258	Prak.g_01099	Pral.g_01444
OG0000259	Prak.g_01082	Pral.g_01461
OG0000260	Prak.g_01079	Pral.g_01464
OG0000261	Prak.g_01076	Pral.g_01467
OG0000262	Prak.g_01072	Pral.g_01471
OG0000263	Prak.g_00808	Pral.g_01761
OG0000264	Prak.g_00819	Pral.g_01750
OG0000265	Prak.g_00837	Pral.g_01729
OG0000266	Prak.g_01053	Pral.g_01719
OG0000267	Prak.g_01041	Pral.g_01706
OG0000268	Prak.g_01040	Pral.g_01705
OG0000269	Prak.g_00840	Pral.g_01483
OG0000270	Prak.g_00843	Pral.g_01486
OG0000271	Prak.g_00851	Pral.g_01494
OG0000272	Prak.g_00852	Pral.g_01495
OG0000273	Prak.g_00876	Pral.g_01518
OG0000274	Prak.g_00877	Pral.g_01519
OG0000275	Prak.g_00880	Pral.g_01522
OG0000276	Prak.g_00886	Pral.g_01527
OG0000277	Prak.g_00887	Pral.g_01528
OG0000278	Prak.g_00890	Pral.g_01531
OG0000279	Prak.g_00897	Pral.g_01538
OG0000280	Prak.g_00898	Pral.g_01539
OG0000281	Prak.g_00905	Pral.g_01546
OG0000282	Prak.g_00772	Pral.g_01797
OG0000283	Prak.g_00949	Pral.g_01655
OG0000284	Prak.g_00954	Pral.g_01650
OG0000285	Prak.g_00959	Pral.g_01644
OG0000286	Prak.g_00972	Pral.g_01628
OG0000287	Prak.g_01238	Pral.g_00050
OG0000288	Prak.g_01011	Pral.g_01594
OG0000289	Prak.g_01027	Pral.g_01609
OG0000290	Prak.g_00923	Pral.g_01564
OG0000291	Prak.g_00921	Pral.g_01562
OG0000292	Prak.g_01217	Pral.g_01316
OG0000293	Prak.g_01182	Pral.g_01357
OG0000294	Prak.g_01181	Pral.g_01358
OG0000295	Prak.g_01158	Pral.g_01382
OG0000296	Prak.g_01156	Pral.g_01384
OG0000297	Prak.g_01147	Pral.g_01394
OG0000298	Prak.g_01146	Pral.g_01395
OG0000299	Prak.g_01127	Pral.g_01415
OG0000300	Prak.g_01124	Pral.g_01419
OG0000301	Prak.g_01123	Pral.g_01420
OG0000302	Prak.g_01121	Pral.g_01422
OG0000303	Prak.g_01115	Pral.g_01428
OG0000304	Prak.g_00594	Pral.g_00455
OG0000305	Prak.g_01215	Pral.g_01323
OG0000306	Prak.g_00909	Pral.g_01550
OG0000307	Prak.g_01338	Pral.g_01213
OG0000308	Prak.g_01339	Pral.g_01212
OG0000309	Prak.g_01343	Pral.g_01208
OG0000310	Prak.g_01377	Pral.g_01181
OG0000311	Prak.g_01379	Pral.g_01179
OG0000312	Prak.g_01382	Pral.g_01176
OG0000313	Prak.g_01395	Pral.g_01157
OG0000314	Prak.g_01418	Pral.g_01133
OG0000315	Prak.g_01428	Pral.g_01123
OG0000316	Prak.g_01453	Pral.g_01095
OG0000317	Prak.g_01642	Pral.g_00104
OG0000318	Prak.g_01646	Pral.g_00108
OG0000319	Prak.g_01659	Pral.g_00121
OG0000320	Prak.g_01661	Pral.g_00123
OG0000321	Prak.g_01662	Pral.g_00124
OG0000322	Prak.g_01663	Pral.g_00125
OG0000323	Prak.g_01672	Pral.g_00134
OG0000324	Prak.g_01699	Pral.g_00162
OG0000325	Prak.g_01710	Pral.g_00172
OG0000326	Prak.g_01717	Pral.g_00179
OG0000327	Prak.g_01738	Pral.g_00201
OG0000328	Prak.g_01739	Pral.g_00202
OG0000329	Prak.g_01756	Pral.g_00219
OG0000330	Prak.g_01757	Pral.g_00220
OG0000331	Prak.g_01758	Pral.g_00221
OG0000332	Prak.g_01772	Pral.g_00235
OG0000333	Prak.g_01774	Pral.g_00237
OG0000334	Prak.g_01783	Pral.g_00246
OG0000335	Prak.g_01788	Pral.g_00251
OG0000336	Prak.g_01792	Pral.g_00255
OG0000337	Prak.g_01810	Pral.g_00274
OG0000338	Prak.g_01811	Pral.g_00275
OG0000339	Prak.g_01817	Pral.g_00280
OG0000340	Prak.g_01826	Pral.g_00289
OG0000341	Prak.g_01828	Pral.g_00291
OG0000342	Prak.g_01829	Pral.g_00292
OG0000343	Prak.g_01830	Pral.g_00293
OG0000344	Prak.g_01833	Pral.g_00296
OG0000345	Prak.g_01839	Pral.g_00302
OG0000346	Prak.g_01843	Pral.g_00306
OG0000347	Prak.g_01860	Pral.g_00323
OG0000348	Prak.g_01868	Pral.g_00331
OG0000349	Prak.g_01886	Pral.g_00349
OG0000350	Prak.g_00656	Pral.g_00370
OG0000351	Prak.g_01926	Pral.g_00390
OG0000352	Prak.g_01927	Pral.g_00391
OG0000353	Prak.g_01944	Pral.g_00409
OG0000355	Prak.g_00001	Pral.g_00411
OG0000356	Prak.g_00002	Pral.g_00412
OG0000357	Prak.g_00003	Pral.g_00413
OG0000358	Prak.g_00007	Pral.g_00417
OG0000359	Prak.g_00008	Pral.g_00418
OG0000360	Prak.g_00009	Pral.g_00419
OG0000361	Prak.g_00010	Pral.g_00420
OG0000362	Prak.g_00012	Pral.g_00422
OG0000363	Prak.g_00014	Pral.g_01030
OG0000364	Prak.g_00015	Pral.g_01029
OG0000365	Prak.g_00020	Pral.g_01024
OG0000366	Prak.g_00021	Pral.g_01023
OG0000367	Prak.g_00022	Pral.g_01022
OG0000368	Prak.g_00024	Pral.g_01020
OG0000369	Prak.g_00025	Pral.g_01019
OG0000370	Prak.g_00026	Pral.g_01018
OG0000371	Prak.g_00033	Pral.g_01011
OG0000372	Prak.g_00036	Pral.g_01009
OG0000373	Prak.g_00037	Pral.g_01008
OG0000374	Prak.g_00038	Pral.g_01007
OG0000375	Prak.g_00040	Pral.g_01005
OG0000376	Prak.g_00042	Pral.g_01003
OG0000377	Prak.g_00046	Pral.g_00999
OG0000378	Prak.g_00050	Pral.g_00995
OG0000379	Prak.g_00053	Pral.g_00992
OG0000380	Prak.g_00070	Pral.g_00982
OG0000381	Prak.g_00075	Pral.g_00977
OG0000382	Prak.g_00085	Pral.g_00966
OG0000383	Prak.g_00087	Pral.g_00964
OG0000384	Prak.g_00088	Pral.g_00963
OG0000385	Prak.g_00089	Pral.g_00962
OG0000386	Prak.g_00090	Pral.g_00961
OG0000387	Prak.g_00104	Pral.g_00948
OG0000388	Prak.g_00108	Pral.g_00944
OG0000389	Prak.g_00111	Pral.g_00941
OG0000390	Prak.g_00121	Pral.g_00932
OG0000391	Prak.g_00124	Pral.g_00929
OG0000392	Prak.g_00128	Pral.g_00925
OG0000393	Prak.g_00131	Pral.g_00922
OG0000394	Prak.g_00132	Pral.g_00921
OG0000395	Prak.g_00133	Pral.g_00920
OG0000396	Prak.g_00135	Pral.g_00918
OG0000397	Prak.g_00137	Pral.g_00916
OG0000398	Prak.g_00140	Pral.g_00913
OG0000399	Prak.g_00141	Pral.g_00912
OG0000400	Prak.g_00142	Pral.g_00911
OG0000401	Prak.g_00143	Pral.g_00910
OG0000402	Prak.g_01035	Pral.g_00450
OG0000403	Prak.g_00145	Pral.g_00908
OG0000404	Prak.g_00146	Pral.g_00907
OG0000405	Prak.g_00150	Pral.g_00903
OG0000406	Prak.g_00158	Pral.g_00898
OG0000407	Prak.g_00159	Pral.g_00897
OG0000408	Prak.g_00161	Pral.g_00895
OG0000409	Prak.g_00163	Pral.g_00893
OG0000410	Prak.g_00164	Pral.g_00892
OG0000411	Prak.g_00165	Pral.g_00891
OG0000412	Prak.g_00166	Pral.g_00890
OG0000413	Prak.g_00168	Pral.g_00888
OG0000414	Prak.g_00169	Pral.g_00887
OG0000415	Prak.g_00170	Pral.g_00886
OG0000416	Prak.g_00171	Pral.g_00885
OG0000417	Prak.g_00172	Pral.g_00884
OG0000418	Prak.g_00177	Pral.g_00879
OG0000419	Prak.g_00179	Pral.g_00877
OG0000420	Prak.g_00180	Pral.g_00875
OG0000421	Prak.g_00185	Pral.g_00871
OG0000422	Prak.g_00186	Pral.g_00870
OG0000423	Prak.g_00187	Pral.g_00869
OG0000424	Prak.g_00188	Pral.g_00868
OG0000425	Prak.g_00189	Pral.g_00867
OG0000426	Prak.g_00190	Pral.g_00866
OG0000427	Prak.g_00191	Pral.g_00865
OG0000428	Prak.g_00193	Pral.g_00863
OG0000429	Prak.g_00194	Pral.g_00862
OG0000430	Prak.g_00195	Pral.g_00861
OG0000431	Prak.g_00197	Pral.g_00859
OG0000432	Prak.g_00201	Pral.g_00855
OG0000433	Prak.g_00202	Pral.g_00854
OG0000434	Prak.g_00203	Pral.g_00853
OG0000435	Prak.g_00204	Pral.g_00852
OG0000436	Prak.g_00209	Pral.g_00847
OG0000437	Prak.g_00210	Pral.g_00846
OG0000438	Prak.g_00211	Pral.g_00845
OG0000439	Prak.g_00213	Pral.g_00844
OG0000440	Prak.g_00214	Pral.g_00843
OG0000441	Prak.g_00217	Pral.g_00840
OG0000442	Prak.g_00218	Pral.g_00839
OG0000443	Prak.g_00219	Pral.g_00838
OG0000444	Prak.g_00225	Pral.g_00833
OG0000445	Prak.g_00226	Pral.g_00832
OG0000446	Prak.g_00227	Pral.g_00831
OG0000447	Prak.g_00228	Pral.g_00830
OG0000448	Prak.g_00229	Pral.g_00829
OG0000449	Prak.g_00230	Pral.g_00828
OG0000450	Prak.g_00231	Pral.g_00827
OG0000451	Prak.g_00232	Pral.g_00826
OG0000452	Prak.g_00235	Pral.g_00823
OG0000453	Prak.g_00236	Pral.g_00822
OG0000454	Prak.g_00237	Pral.g_00821
OG0000455	Prak.g_00238	Pral.g_00820
OG0000456	Prak.g_00239	Pral.g_00819
OG0000457	Prak.g_00241	Pral.g_00817
OG0000458	Prak.g_00242	Pral.g_00816
OG0000459	Prak.g_00243	Pral.g_00815
OG0000460	Prak.g_00251	Pral.g_00805
OG0000461	Prak.g_00259	Pral.g_00796
OG0000462	Prak.g_00261	Pral.g_00795
OG0000463	Prak.g_00262	Pral.g_00794
OG0000464	Prak.g_00263	Pral.g_00793
OG0000465	Prak.g_00264	Pral.g_00792
OG0000466	Prak.g_00267	Pral.g_00789
OG0000467	Prak.g_00268	Pral.g_00788
OG0000468	Prak.g_00271	Pral.g_00785
OG0000469	Prak.g_00279	Pral.g_00777
OG0000470	Prak.g_00281	Pral.g_00775
OG0000471	Prak.g_00282	Pral.g_00774
OG0000472	Prak.g_00284	Pral.g_00773
OG0000473	Prak.g_00286	Pral.g_00771
OG0000474	Prak.g_00287	Pral.g_00770
OG0000475	Prak.g_00288	Pral.g_00769
OG0000476	Prak.g_00290	Pral.g_00767
OG0000477	Prak.g_00293	Pral.g_00764
OG0000478	Prak.g_00294	Pral.g_00763
OG0000479	Prak.g_00295	Pral.g_00762
OG0000480	Prak.g_00300	Pral.g_00756
OG0000481	Prak.g_00303	Pral.g_00754
OG0000482	Prak.g_00304	Pral.g_00753
OG0000483	Prak.g_00307	Pral.g_00750
OG0000484	Prak.g_00308	Pral.g_00749
OG0000485	Prak.g_00310	Pral.g_00748
OG0000486	Prak.g_00311	Pral.g_00747
OG0000487	Prak.g_00314	Pral.g_00743
OG0000488	Prak.g_00317	Pral.g_00740
OG0000489	Prak.g_00322	Pral.g_00735
OG0000490	Prak.g_00326	Pral.g_00731
OG0000491	Prak.g_00327	Pral.g_00730
OG0000492	Prak.g_00329	Pral.g_00728
OG0000493	Prak.g_00330	Pral.g_00727
OG0000494	Prak.g_00331	Pral.g_00726
OG0000495	Prak.g_00332	Pral.g_00725
OG0000496	Prak.g_00333	Pral.g_00724
OG0000497	Prak.g_00334	Pral.g_00723
OG0000498	Prak.g_00335	Pral.g_00722
OG0000499	Prak.g_00336	Pral.g_00721
OG0000500	Prak.g_00337	Pral.g_00720
OG0000501	Prak.g_00338	Pral.g_00718
OG0000502	Prak.g_00341	Pral.g_00715
OG0000503	Prak.g_00356	Pral.g_00698
OG0000504	Prak.g_00358	Pral.g_00696
OG0000505	Prak.g_00359	Pral.g_00695
OG0000506	Prak.g_00360	Pral.g_00694
OG0000507	Prak.g_00363	Pral.g_00691
OG0000508	Prak.g_00367	Pral.g_00687
OG0000509	Prak.g_00369	Pral.g_00685
OG0000510	Prak.g_00370	Pral.g_00684
OG0000511	Prak.g_00371	Pral.g_00683
OG0000512	Prak.g_00373	Pral.g_00681
OG0000513	Prak.g_00382	Pral.g_00673
OG0000514	Prak.g_00393	Pral.g_00663
OG0000515	Prak.g_00394	Pral.g_00662
OG0000516	Prak.g_00395	Pral.g_00661
OG0000517	Prak.g_00397	Pral.g_00659
OG0000518	Prak.g_00408	Pral.g_00647
OG0000519	Prak.g_00409	Pral.g_00646
OG0000520	Prak.g_00410	Pral.g_00645
OG0000521	Prak.g_00418	Pral.g_00635
OG0000522	Prak.g_00420	Pral.g_00633
OG0000523	Prak.g_00421	Pral.g_00632
OG0000524	Prak.g_00426	Pral.g_00627
OG0000525	Prak.g_00430	Pral.g_00623
OG0000526	Prak.g_00431	Pral.g_00622
OG0000527	Prak.g_00434	Pral.g_00619
OG0000528	Prak.g_00439	Pral.g_00613
OG0000529	Prak.g_00442	Pral.g_00610
OG0000530	Prak.g_00445	Pral.g_00607
OG0000531	Prak.g_00446	Pral.g_00606
OG0000532	Prak.g_00448	Pral.g_00603
OG0000533	Prak.g_00449	Pral.g_00602
OG0000534	Prak.g_00450	Pral.g_00601
OG0000535	Prak.g_00451	Pral.g_00600
OG0000536	Prak.g_00452	Pral.g_00599
OG0000537	Prak.g_00453	Pral.g_00598
OG0000538	Prak.g_00462	Pral.g_00590
OG0000539	Prak.g_00463	Pral.g_00589
OG0000540	Prak.g_00464	Pral.g_00588
OG0000541	Prak.g_00465	Pral.g_00587
OG0000542	Prak.g_00466	Pral.g_00585
OG0000543	Prak.g_00468	Pral.g_00583
OG0000544	Prak.g_00469	Pral.g_00582
OG0000545	Prak.g_00471	Pral.g_00580
OG0000546	Prak.g_00474	Pral.g_00577
OG0000547	Prak.g_00476	Pral.g_00575
OG0000548	Prak.g_00477	Pral.g_00574
OG0000549	Prak.g_00479	Pral.g_00571
OG0000550	Prak.g_00483	Pral.g_00566
OG0000551	Prak.g_00486	Pral.g_00563
OG0000552	Prak.g_00487	Pral.g_00562
OG0000553	Prak.g_00488	Pral.g_00561
OG0000554	Prak.g_00493	Pral.g_00556
OG0000555	Prak.g_00501	Pral.g_00548
OG0000556	Prak.g_00503	Pral.g_00546
OG0000557	Prak.g_00504	Pral.g_00545
OG0000558	Prak.g_00507	Pral.g_00543
OG0000559	Prak.g_00511	Pral.g_00539
OG0000560	Prak.g_00514	Pral.g_00536
OG0000561	Prak.g_00515	Pral.g_00535
OG0000562	Prak.g_00516	Pral.g_00534
OG0000563	Prak.g_00517	Pral.g_00533
OG0000564	Prak.g_00518	Pral.g_00532
OG0000565	Prak.g_00520	Pral.g_00529
OG0000566	Prak.g_00524	Pral.g_00525
OG0000567	Prak.g_00528	Pral.g_00521
