Orthogroup	Prak	Pras
OG0000112	Prak.g_00608	Pras.g_01665
OG0000113	Prak.g_00868	Pras.g_01723
OG0000114	Prak.g_00770	Pras.g_01801
OG0000115	Prak.g_01241	Pras.g_01994
OG0000116	Prak.g_01183	Pras.g_00046
OG0000117	Prak.g_01145	Pras.g_00150
OG0000118	Prak.g_01290	Pras.g_00221, Pras.g_00222
OG0000119	Prak.g_01226, Prak.g_01488	Pras.g_00246
OG0000120	Prak.g_01349	Pras.g_00273, Pras.g_00272, Pras.g_00271
OG0000121	Prak.g_01393	Pras.g_00352
OG0000122	Prak.g_01248, Prak.g_01434	Pras.g_00391
OG0000123	Prak.g_01787	Pras.g_00694
OG0000124	Prak.g_01859	Pras.g_00759
OG0000125	Prak.g_01895	Pras.g_00797
OG0000126	Prak.g_01940	Pras.g_00837
OG0000128	Prak.g_00011	Pras.g_00853
OG0000129	Prak.g_00045	Pras.g_00897
OG0000130	Prak.g_00074	Pras.g_00921
OG0000131	Prak.g_00156	Pras.g_00996
OG0000132	Prak.g_00176	Pras.g_01015
OG0000133	Prak.g_00339	Pras.g_01174
OG0000134	Prak.g_00381	Pras.g_01210
OG0000135	Prak.g_01259	Pras.g_01236
OG0000136	Prak.g_00403	Pras.g_01319
OG0000137	Prak.g_00436	Pras.g_01353
OG0000138	Prak.g_00456	Pras.g_01373
OG0000139	Prak.g_00496	Pras.g_01414
OG0000140	Prak.g_00497	Pras.g_01415
OG0000141	Prak.g_00569	Pras.g_01483
OG0000142	Prak.g_01108	Pras.g_01511
OG0000143	Prak.g_01104	Pras.g_01515
OG0000144	Prak.g_01090	Pras.g_01528
OG0000145	Prak.g_01261	Pras.g_01664
OG0000146	Prak.g_00607	Pras.g_01666
OG0000147	Prak.g_00606	Pras.g_01667
OG0000148	Prak.g_00862	Pras.g_01717
OG0000149	Prak.g_00894	Pras.g_01747
OG0000150	Prak.g_00904	Pras.g_01755
OG0000151	Prak.g_00780	Pras.g_01811
OG0000152	Prak.g_00973	Pras.g_01859
OG0000153	Prak.g_00992	Pras.g_01878
OG0000154	Prak.g_01012	Pras.g_01908
OG0000155	Prak.g_01151	Pras.g_00076
OG0000156	Prak.g_01266	Pras.g_00197
OG0000157	Prak.g_01267	Pras.g_00198
OG0000158	Prak.g_01824	Pras.g_00289
OG0000160	Prak.g_01392	Pras.g_00351
OG0000161	Prak.g_01398	Pras.g_00357
OG0000162	Prak.g_01404	Pras.g_00363
OG0000163	Prak.g_01443	Pras.g_00399
OG0000164	Prak.g_01669	Pras.g_00574
OG0000165	Prak.g_01676	Pras.g_00581
OG0000166	Prak.g_01743	Pras.g_00651
OG0000167	Prak.g_01814	Pras.g_00717
OG0000168	Prak.g_01825	Pras.g_00727
OG0000169	Prak.g_01835	Pras.g_00737
OG0000170	Prak.g_01838	Pras.g_00739
OG0000171	Prak.g_01858	Pras.g_00758
OG0000172	Prak.g_01865	Pras.g_00768
OG0000173	Prak.g_01880	Pras.g_00783
OG0000174	Prak.g_01910	Pras.g_00811, Pras.g_00810
OG0000175	Prak.g_01923	Pras.g_00821
OG0000176	Prak.g_00004	Pras.g_00846
OG0000177	Prak.g_00005	Pras.g_00847
OG0000178	Prak.g_00006	Pras.g_00848
OG0000179	Prak.g_00016	Pras.g_00858
OG0000180	Prak.g_00017	Pras.g_00859
OG0000181	Prak.g_00018	Pras.g_00860
OG0000182	Prak.g_00019	Pras.g_00861
OG0000183	Prak.g_00023	Pras.g_00865
OG0000184	Prak.g_00049	Pras.g_00899
OG0000185	Prak.g_00052	Pras.g_00902
OG0000186	Prak.g_00068	Pras.g_00916
OG0000187	Prak.g_00069	Pras.g_00917
OG0000188	Prak.g_00086	Pras.g_00933
OG0000189	Prak.g_00100	Pras.g_00947
OG0000190	Prak.g_00102	Pras.g_00948
OG0000191	Prak.g_00125	Pras.g_00968
OG0000192	Prak.g_00130	Pras.g_00972
OG0000193	Prak.g_00157	Pras.g_00997
OG0000194	Prak.g_00160	Pras.g_01000
OG0000195	Prak.g_00162	Pras.g_01002
OG0000196	Prak.g_00173	Pras.g_01012
OG0000197	Prak.g_00174	Pras.g_01013
OG0000198	Prak.g_00175	Pras.g_01014
OG0000199	Prak.g_00182	Pras.g_01021
OG0000200	Prak.g_00196	Pras.g_01035
OG0000201	Prak.g_00205	Pras.g_01043
OG0000202	Prak.g_00206	Pras.g_01044
OG0000203	Prak.g_00207	Pras.g_01045
OG0000204	Prak.g_00208	Pras.g_01046
OG0000205	Prak.g_00215	Pras.g_01053
OG0000206	Prak.g_00220	Pras.g_01058, Pras.g_01059
OG0000207	Prak.g_00223	Pras.g_01061
OG0000208	Prak.g_00224	Pras.g_01062
OG0000209	Prak.g_00233	Pras.g_01071
OG0000210	Prak.g_00234	Pras.g_01072
OG0000211	Prak.g_00249	Pras.g_01085
OG0000212	Prak.g_00257	Pras.g_01092
OG0000213	Prak.g_00275	Pras.g_01109
OG0000214	Prak.g_00285	Pras.g_01119
OG0000215	Prak.g_00312	Pras.g_01144
OG0000216	Prak.g_00313	Pras.g_01145
OG0000217	Prak.g_00316	Pras.g_01148
OG0000218	Prak.g_00318	Pras.g_01150
OG0000219	Prak.g_00319	Pras.g_01151
OG0000220	Prak.g_00320	Pras.g_01152
OG0000221	Prak.g_00321	Pras.g_01153
OG0000222	Prak.g_00328	Pras.g_01162
OG0000223	Prak.g_00340	Pras.g_01175
OG0000224	Prak.g_00342	Pras.g_01177
OG0000225	Prak.g_00368	Pras.g_01199
OG0000226	Prak.g_00372	Pras.g_01203
OG0000227	Prak.g_00374	Pras.g_01205
OG0000228	Prak.g_00378	Pras.g_01208
OG0000229	Prak.g_00398	Pras.g_01314
OG0000230	Prak.g_00400	Pras.g_01316
OG0000231	Prak.g_00411	Pras.g_01327
OG0000232	Prak.g_00422	Pras.g_01335
OG0000233	Prak.g_00428	Pras.g_01341
OG0000234	Prak.g_00437	Pras.g_01354
OG0000235	Prak.g_00440	Pras.g_01357
OG0000236	Prak.g_00454	Pras.g_01371
OG0000237	Prak.g_00467	Pras.g_01384
OG0000238	Prak.g_00473	Pras.g_01390
OG0000239	Prak.g_00484	Pras.g_01402
OG0000240	Prak.g_00485	Pras.g_01403
OG0000241	Prak.g_00489	Pras.g_01407
OG0000242	Prak.g_00491	Pras.g_01409
OG0000243	Prak.g_00502	Pras.g_01420
OG0000244	Prak.g_00506	Pras.g_01423
OG0000245	Prak.g_00508	Pras.g_01425
OG0000246	Prak.g_00512	Pras.g_01429
OG0000247	Prak.g_00522	Pras.g_01439
OG0000248	Prak.g_00525	Pras.g_01441
OG0000249	Prak.g_00527	Pras.g_01443
OG0000250	Prak.g_00532	Pras.g_01448
OG0000251	Prak.g_00552	Pras.g_01467
OG0000252	Prak.g_00555	Pras.g_01470
OG0000253	Prak.g_00556	Pras.g_01471
OG0000254	Prak.g_00573	Pras.g_01487
OG0000255	Prak.g_00579	Pras.g_01493
OG0000256	Prak.g_00589	Pras.g_01503
OG0000257	Prak.g_01113	Pras.g_01506
OG0000258	Prak.g_01099	Pras.g_01519
OG0000259	Prak.g_01082	Pras.g_01536
OG0000260	Prak.g_01079	Pras.g_01539
OG0000261	Prak.g_01076	Pras.g_01541
OG0000262	Prak.g_01072	Pras.g_00327, Pras.g_01545
OG0000263	Prak.g_00808	Pras.g_01557
OG0000264	Prak.g_00819	Pras.g_01567
OG0000265	Prak.g_00837	Pras.g_01606
OG0000266	Prak.g_01053	Pras.g_01616
OG0000267	Prak.g_01041	Pras.g_01627
OG0000268	Prak.g_01040	Pras.g_01628
OG0000269	Prak.g_00840	Pras.g_01696
OG0000270	Prak.g_00843	Pras.g_01699
OG0000271	Prak.g_00851	Pras.g_01707
OG0000272	Prak.g_00852	Pras.g_01708
OG0000273	Prak.g_00876	Pras.g_01731
OG0000274	Prak.g_00877	Pras.g_01732
OG0000275	Prak.g_00880	Pras.g_01734
OG0000276	Prak.g_00886	Pras.g_01739
OG0000277	Prak.g_00887	Pras.g_01740
OG0000278	Prak.g_00890	Pras.g_01743
OG0000279	Prak.g_00897	Pras.g_01750
OG0000280	Prak.g_00898	Pras.g_01751
OG0000281	Prak.g_00905	Pras.g_01756
OG0000282	Prak.g_00772	Pras.g_01803
OG0000283	Prak.g_00949	Pras.g_01836
OG0000284	Prak.g_00954	Pras.g_01841
OG0000285	Prak.g_00959	Pras.g_01846
OG0000286	Prak.g_00972	Pras.g_01858
OG0000287	Prak.g_01238	Pras.g_01875
OG0000288	Prak.g_01011	Pras.g_01907
OG0000289	Prak.g_01027	Pras.g_01918
OG0000290	Prak.g_00923	Pras.g_01931
OG0000291	Prak.g_00921	Pras.g_01933
OG0000292	Prak.g_01217	Pras.g_01982
OG0000293	Prak.g_01182	Pras.g_00047
OG0000294	Prak.g_01181	Pras.g_00048
OG0000295	Prak.g_01158	Pras.g_00068
OG0000296	Prak.g_01156	Pras.g_00070
OG0000297	Prak.g_01147	Pras.g_00078
OG0000298	Prak.g_01146	Pras.g_00079
OG0000299	Prak.g_01127	Pras.g_00096, Pras.g_00097
OG0000300	Prak.g_01124	Pras.g_00100
OG0000301	Prak.g_01123	Pras.g_00101
OG0000302	Prak.g_01121	Pras.g_00103
OG0000303	Prak.g_01115	Pras.g_00110
OG0000304	Prak.g_00594	Pras.g_00114
OG0000305	Prak.g_01215	Pras.g_00242
OG0000306	Prak.g_00909	Pras.g_00245
OG0000307	Prak.g_01338	Pras.g_00259
OG0000308	Prak.g_01339	Pras.g_00260
OG0000309	Prak.g_01343	Pras.g_00264
OG0000310	Prak.g_01377	Pras.g_00335
OG0000311	Prak.g_01379	Pras.g_00337
OG0000312	Prak.g_01382	Pras.g_00340
OG0000313	Prak.g_01395	Pras.g_00354
OG0000314	Prak.g_01418	Pras.g_00377
OG0000315	Prak.g_01428	Pras.g_00388
OG0000316	Prak.g_01453	Pras.g_00410
OG0000317	Prak.g_01642	Pras.g_00548
OG0000318	Prak.g_01646	Pras.g_00551
OG0000319	Prak.g_01659	Pras.g_00564
OG0000320	Prak.g_01661	Pras.g_00566
OG0000321	Prak.g_01662	Pras.g_00567
OG0000322	Prak.g_01663	Pras.g_00568
OG0000323	Prak.g_01672	Pras.g_00577
OG0000324	Prak.g_01699	Pras.g_00604
OG0000325	Prak.g_01710	Pras.g_00614
OG0000326	Prak.g_01717	Pras.g_00620
OG0000327	Prak.g_01738	Pras.g_00646
OG0000328	Prak.g_01739	Pras.g_00647
OG0000329	Prak.g_01756	Pras.g_00664
OG0000330	Prak.g_01757	Pras.g_00665
OG0000331	Prak.g_01758	Pras.g_00666
OG0000332	Prak.g_01772	Pras.g_00680
OG0000333	Prak.g_01774	Pras.g_00682
OG0000334	Prak.g_01783	Pras.g_00690
OG0000335	Prak.g_01788	Pras.g_00695
OG0000336	Prak.g_01792	Pras.g_00699
OG0000337	Prak.g_01810	Pras.g_00715
OG0000338	Prak.g_01811	Pras.g_00716
OG0000339	Prak.g_01817	Pras.g_00720
OG0000340	Prak.g_01826	Pras.g_00728
OG0000341	Prak.g_01828	Pras.g_00730
OG0000342	Prak.g_01829	Pras.g_00731
OG0000343	Prak.g_01830	Pras.g_00732
OG0000344	Prak.g_01833	Pras.g_00735
OG0000345	Prak.g_01839	Pras.g_00740
OG0000346	Prak.g_01843	Pras.g_00744
OG0000347	Prak.g_01860	Pras.g_00761
OG0000348	Prak.g_01868	Pras.g_00771
OG0000349	Prak.g_01886	Pras.g_00788
OG0000350	Prak.g_00656	Pras.g_00806, Pras.g_00131
OG0000351	Prak.g_01926	Pras.g_00824
OG0000352	Prak.g_01927	Pras.g_00825
OG0000353	Prak.g_01944	Pras.g_00841
OG0000355	Prak.g_00001	Pras.g_00843
OG0000356	Prak.g_00002	Pras.g_00844
OG0000357	Prak.g_00003	Pras.g_00845
OG0000358	Prak.g_00007	Pras.g_00849
OG0000359	Prak.g_00008	Pras.g_00850
OG0000360	Prak.g_00009	Pras.g_00851
OG0000361	Prak.g_00010	Pras.g_00852
OG0000362	Prak.g_00012	Pras.g_00854
OG0000363	Prak.g_00014	Pras.g_00856
OG0000364	Prak.g_00015	Pras.g_00857
OG0000365	Prak.g_00020	Pras.g_00862
OG0000366	Prak.g_00021	Pras.g_00863
OG0000367	Prak.g_00022	Pras.g_00864
OG0000368	Prak.g_00024	Pras.g_00866
OG0000369	Prak.g_00025	Pras.g_00867
OG0000370	Prak.g_00026	Pras.g_00868
OG0000371	Prak.g_00033	Pras.g_00874
OG0000372	Prak.g_00036	Pras.g_00877
OG0000373	Prak.g_00037	Pras.g_00878
OG0000374	Prak.g_00038	Pras.g_00879
OG0000375	Prak.g_00040	Pras.g_00893
OG0000376	Prak.g_00042	Pras.g_00895
OG0000377	Prak.g_00046	Pras.g_00898
OG0000378	Prak.g_00050	Pras.g_00900
OG0000379	Prak.g_00053	Pras.g_00903
OG0000380	Prak.g_00070	Pras.g_00918
OG0000381	Prak.g_00075	Pras.g_00922
OG0000382	Prak.g_00085	Pras.g_00932
OG0000383	Prak.g_00087	Pras.g_00934
OG0000384	Prak.g_00088	Pras.g_00935
OG0000385	Prak.g_00089	Pras.g_00936
OG0000386	Prak.g_00090	Pras.g_00937
OG0000387	Prak.g_00104	Pras.g_00950
OG0000388	Prak.g_00108	Pras.g_00953
OG0000389	Prak.g_00111	Pras.g_00957
OG0000390	Prak.g_00121	Pras.g_00964
OG0000391	Prak.g_00124	Pras.g_00967
OG0000392	Prak.g_00128	Pras.g_00971
OG0000393	Prak.g_00131	Pras.g_00973
OG0000394	Prak.g_00132	Pras.g_00974
OG0000395	Prak.g_00133	Pras.g_00975
OG0000396	Prak.g_00135	Pras.g_00978
OG0000397	Prak.g_00137	Pras.g_00980
OG0000398	Prak.g_00140	Pras.g_00982
OG0000399	Prak.g_00141	Pras.g_00983
OG0000400	Prak.g_00142	Pras.g_00984
OG0000401	Prak.g_00143	Pras.g_00985
OG0000402	Prak.g_01035	Pras.g_00987
OG0000403	Prak.g_00145	Pras.g_00988
OG0000404	Prak.g_00146	Pras.g_00989
OG0000405	Prak.g_00150	Pras.g_00993
OG0000406	Prak.g_00158	Pras.g_00998
OG0000407	Prak.g_00159	Pras.g_00999
OG0000408	Prak.g_00161	Pras.g_01001
OG0000409	Prak.g_00163	Pras.g_01003
OG0000410	Prak.g_00164	Pras.g_01004
OG0000411	Prak.g_00165	Pras.g_01005
OG0000412	Prak.g_00166	Pras.g_01006
OG0000413	Prak.g_00168	Pras.g_01007
OG0000414	Prak.g_00169	Pras.g_01008
OG0000415	Prak.g_00170	Pras.g_01009
OG0000416	Prak.g_00171	Pras.g_01010
OG0000417	Prak.g_00172	Pras.g_01011
OG0000418	Prak.g_00177	Pras.g_01016
OG0000419	Prak.g_00179	Pras.g_01018
OG0000420	Prak.g_00180	Pras.g_01019
OG0000421	Prak.g_00185	Pras.g_01024
OG0000422	Prak.g_00186	Pras.g_01025
OG0000423	Prak.g_00187	Pras.g_01026
OG0000424	Prak.g_00188	Pras.g_01027
OG0000425	Prak.g_00189	Pras.g_01028
OG0000426	Prak.g_00190	Pras.g_01029
OG0000427	Prak.g_00191	Pras.g_01030
OG0000428	Prak.g_00193	Pras.g_01032
OG0000429	Prak.g_00194	Pras.g_01033
OG0000430	Prak.g_00195	Pras.g_01034
OG0000431	Prak.g_00197	Pras.g_01036
OG0000432	Prak.g_00201	Pras.g_01039
OG0000433	Prak.g_00202	Pras.g_01040
OG0000434	Prak.g_00203	Pras.g_01041
OG0000435	Prak.g_00204	Pras.g_01042
OG0000436	Prak.g_00209	Pras.g_01047
OG0000437	Prak.g_00210	Pras.g_01048
OG0000438	Prak.g_00211	Pras.g_01049
OG0000439	Prak.g_00213	Pras.g_01051
OG0000440	Prak.g_00214	Pras.g_01052
OG0000441	Prak.g_00217	Pras.g_01055
OG0000442	Prak.g_00218	Pras.g_01056
OG0000443	Prak.g_00219	Pras.g_01057
OG0000444	Prak.g_00225	Pras.g_01063
OG0000445	Prak.g_00226	Pras.g_01064
OG0000446	Prak.g_00227	Pras.g_01065
OG0000447	Prak.g_00228	Pras.g_01066
OG0000448	Prak.g_00229	Pras.g_01067
OG0000449	Prak.g_00230	Pras.g_01068
OG0000450	Prak.g_00231	Pras.g_01069
OG0000451	Prak.g_00232	Pras.g_01070
OG0000452	Prak.g_00235	Pras.g_01073
OG0000453	Prak.g_00236	Pras.g_01074
OG0000454	Prak.g_00237	Pras.g_01075
OG0000455	Prak.g_00238	Pras.g_01076
OG0000456	Prak.g_00239	Pras.g_01077
OG0000457	Prak.g_00241	Pras.g_01078
OG0000458	Prak.g_00242	Pras.g_01079
OG0000459	Prak.g_00243	Pras.g_01080
OG0000460	Prak.g_00251	Pras.g_01087
OG0000461	Prak.g_00259	Pras.g_01094
OG0000462	Prak.g_00261	Pras.g_01096
OG0000463	Prak.g_00262	Pras.g_01097
OG0000464	Prak.g_00263	Pras.g_01098
OG0000465	Prak.g_00264	Pras.g_01099
OG0000466	Prak.g_00267	Pras.g_01102
OG0000467	Prak.g_00268	Pras.g_01103
OG0000468	Prak.g_00271	Pras.g_01105
OG0000469	Prak.g_00279	Pras.g_01114
OG0000470	Prak.g_00281	Pras.g_01116
OG0000471	Prak.g_00282	Pras.g_01117
OG0000472	Prak.g_00284	Pras.g_01118
OG0000473	Prak.g_00286	Pras.g_01120
OG0000474	Prak.g_00287	Pras.g_01121
OG0000475	Prak.g_00288	Pras.g_01122
OG0000476	Prak.g_00290	Pras.g_01123
OG0000477	Prak.g_00293	Pras.g_01127
OG0000478	Prak.g_00294	Pras.g_01128
OG0000479	Prak.g_00295	Pras.g_01129
OG0000480	Prak.g_00300	Pras.g_01134
OG0000481	Prak.g_00303	Pras.g_01136
OG0000482	Prak.g_00304	Pras.g_01137
OG0000483	Prak.g_00307	Pras.g_01140
OG0000484	Prak.g_00308	Pras.g_01141
OG0000485	Prak.g_00310	Pras.g_01142
OG0000486	Prak.g_00311	Pras.g_01143
OG0000487	Prak.g_00314	Pras.g_01146
OG0000488	Prak.g_00317	Pras.g_01149
OG0000489	Prak.g_00322	Pras.g_01155
OG0000490	Prak.g_00326	Pras.g_01160
OG0000491	Prak.g_00327	Pras.g_01161
OG0000492	Prak.g_00329	Pras.g_01163
OG0000493	Prak.g_00330	Pras.g_01164
OG0000494	Prak.g_00331	Pras.g_01165
OG0000495	Prak.g_00332	Pras.g_01166
OG0000496	Prak.g_00333	Pras.g_01167
OG0000497	Prak.g_00334	Pras.g_01168
OG0000498	Prak.g_00335	Pras.g_01169
OG0000499	Prak.g_00336	Pras.g_01170
OG0000500	Prak.g_00337	Pras.g_01171
OG0000501	Prak.g_00338	Pras.g_01173
OG0000502	Prak.g_00341	Pras.g_01176
OG0000503	Prak.g_00356	Pras.g_01187
OG0000504	Prak.g_00358	Pras.g_01188
OG0000505	Prak.g_00359	Pras.g_01189
OG0000506	Prak.g_00360	Pras.g_01191
OG0000507	Prak.g_00363	Pras.g_01194
OG0000508	Prak.g_00367	Pras.g_01198
OG0000509	Prak.g_00369	Pras.g_01200
OG0000510	Prak.g_00370	Pras.g_01201
OG0000511	Prak.g_00371	Pras.g_01202
OG0000512	Prak.g_00373	Pras.g_01204
OG0000513	Prak.g_00382	Pras.g_01211
OG0000514	Prak.g_00393	Pras.g_01309
OG0000515	Prak.g_00394	Pras.g_01310
OG0000516	Prak.g_00395	Pras.g_01311
OG0000517	Prak.g_00397	Pras.g_01313
OG0000518	Prak.g_00408	Pras.g_01324
OG0000519	Prak.g_00409	Pras.g_01325
OG0000520	Prak.g_00410	Pras.g_01326
OG0000521	Prak.g_00418	Pras.g_01331
OG0000522	Prak.g_00420	Pras.g_01332
OG0000523	Prak.g_00421	Pras.g_01333
OG0000524	Prak.g_00426	Pras.g_01339
OG0000525	Prak.g_00430	Pras.g_01342
OG0000526	Prak.g_00431	Pras.g_01343
OG0000527	Prak.g_00434	Pras.g_01351
OG0000528	Prak.g_00439	Pras.g_01356
OG0000529	Prak.g_00442	Pras.g_01359
OG0000530	Prak.g_00445	Pras.g_01362
OG0000531	Prak.g_00446	Pras.g_01363
OG0000532	Prak.g_00448	Pras.g_01365
OG0000533	Prak.g_00449	Pras.g_01366
OG0000534	Prak.g_00450	Pras.g_01367
OG0000535	Prak.g_00451	Pras.g_01368
OG0000536	Prak.g_00452	Pras.g_01369
OG0000537	Prak.g_00453	Pras.g_01370
OG0000538	Prak.g_00462	Pras.g_01378
OG0000539	Prak.g_00463	Pras.g_01379
OG0000540	Prak.g_00464	Pras.g_01380
OG0000541	Prak.g_00465	Pras.g_01381
OG0000542	Prak.g_00466	Pras.g_01383
OG0000543	Prak.g_00468	Pras.g_01385
OG0000544	Prak.g_00469	Pras.g_01386
OG0000545	Prak.g_00471	Pras.g_01388
OG0000546	Prak.g_00474	Pras.g_01391
OG0000547	Prak.g_00476	Pras.g_01393
OG0000548	Prak.g_00477	Pras.g_01394
OG0000549	Prak.g_00479	Pras.g_01396
OG0000550	Prak.g_00483	Pras.g_01401
OG0000551	Prak.g_00486	Pras.g_01404
OG0000552	Prak.g_00487	Pras.g_01405
OG0000553	Prak.g_00488	Pras.g_01406
OG0000554	Prak.g_00493	Pras.g_01411
OG0000555	Prak.g_00501	Pras.g_01419
OG0000556	Prak.g_00503	Pras.g_01421
OG0000557	Prak.g_00504	Pras.g_01422
OG0000558	Prak.g_00507	Pras.g_01424
OG0000559	Prak.g_00511	Pras.g_01428
OG0000560	Prak.g_00514	Pras.g_01431
OG0000561	Prak.g_00515	Pras.g_01432
OG0000562	Prak.g_00516	Pras.g_01433
OG0000563	Prak.g_00517	Pras.g_01434
OG0000564	Prak.g_00518	Pras.g_01435
OG0000565	Prak.g_00520	Pras.g_01438
OG0000566	Prak.g_00524	Pras.g_01440
OG0000567	Prak.g_00528	Pras.g_01444
OG0000568	Prak.g_00529	Pras.g_01445
OG0000569	Prak.g_00530	Pras.g_01446
OG0000570	Prak.g_00531	Pras.g_01447
OG0000571	Prak.g_00533	Pras.g_01449
OG0000572	Prak.g_00547	Pras.g_01463
OG0000573	Prak.g_00553	Pras.g_01468
OG0000574	Prak.g_00554	Pras.g_01469
OG0000575	Prak.g_00558	Pras.g_01473
OG0000576	Prak.g_00560	Pras.g_01475
