Orthogroup	Prak	Syap
OG0000171	Prak.g_01858	Syap.g_01128, Syap.g_02454, Syap.g_02453
OG0000172	Prak.g_01865	Syap.g_01143, Syap.g_00635
OG0000173	Prak.g_01880	Syap.g_01213, Syap.g_00982, Syap.g_00983
OG0000174	Prak.g_01910	Syap.g_02092
OG0000175	Prak.g_01923	Syap.g_02654
OG0000176	Prak.g_00004	Syap.g_00059
OG0000177	Prak.g_00005	Syap.g_00061, Syap.g_00060
OG0000178	Prak.g_00006	Syap.g_00062
OG0000179	Prak.g_00016	Syap.g_00077, Syap.g_02638
OG0000180	Prak.g_00017	Syap.g_00078, Syap.g_02640
OG0000181	Prak.g_00018	Syap.g_00079, Syap.g_02641
OG0000182	Prak.g_00019	Syap.g_00080, Syap.g_02642
OG0000183	Prak.g_00023	Syap.g_00084
OG0000184	Prak.g_00049	Syap.g_01337
OG0000185	Prak.g_00052	Syap.g_01322
OG0000186	Prak.g_00068	Syap.g_01684
OG0000187	Prak.g_00069	Syap.g_01686
OG0000188	Prak.g_00086	Syap.g_02547
OG0000191	Prak.g_00125	Syap.g_02233
OG0000192	Prak.g_00130	Syap.g_02224
OG0000193	Prak.g_00157	Syap.g_02187, Syap.g_02188
OG0000194	Prak.g_00160	Syap.g_02183
OG0000195	Prak.g_00162	Syap.g_02180
OG0000196	Prak.g_00173	Syap.g_01208, Syap.g_02167
OG0000197	Prak.g_00174	Syap.g_01207, Syap.g_02166
OG0000198	Prak.g_00175	Syap.g_01206
OG0000199	Prak.g_00182	Syap.g_01197
OG0000200	Prak.g_00196	Syap.g_01181
OG0000201	Prak.g_00205	Syap.g_02265
OG0000202	Prak.g_00206	Syap.g_02264
OG0000203	Prak.g_00207	Syap.g_01601
OG0000204	Prak.g_00208	Syap.g_01602
OG0000205	Prak.g_00215	Syap.g_01616
OG0000206	Prak.g_00220	Syap.g_01628
OG0000207	Prak.g_00223	Syap.g_01426, Syap.g_00424
OG0000208	Prak.g_00224	Syap.g_00426, Syap.g_01425
OG0000209	Prak.g_00233	Syap.g_01906
OG0000210	Prak.g_00234	Syap.g_01905
OG0000211	Prak.g_00249	Syap.g_01160
OG0000212	Prak.g_00257	Syap.g_02664
OG0000213	Prak.g_00275	Syap.g_00107, Syap.g_01599
OG0000214	Prak.g_00285	Syap.g_02344, Syap.g_02345
OG0000215	Prak.g_00312	Syap.g_01347, Syap.g_01629
OG0000216	Prak.g_00313	Syap.g_01634
OG0000217	Prak.g_00316	Syap.g_01638
OG0000218	Prak.g_00318	Syap.g_01641, Syap.g_01640
OG0000219	Prak.g_00319	Syap.g_01642, Syap.g_01643
OG0000220	Prak.g_00320	Syap.g_01645
OG0000221	Prak.g_00321	Syap.g_01646
OG0000222	Prak.g_00328	Syap.g_01669
OG0000223	Prak.g_00340	Syap.g_02072, Syap.g_02073
OG0000224	Prak.g_00342	Syap.g_02064
OG0000225	Prak.g_00368	Syap.g_00553, Syap.g_00552
OG0000226	Prak.g_00372	Syap.g_02029, Syap.g_02144
OG0000227	Prak.g_00374	Syap.g_02147, Syap.g_02034, Syap.g_02033
OG0000228	Prak.g_00378	Syap.g_00116, Syap.g_02041
OG0000229	Prak.g_00398	Syap.g_02059
OG0000230	Prak.g_00400	Syap.g_02061
OG0000231	Prak.g_00411	Syap.g_02533
OG0000232	Prak.g_00422	Syap.g_02510, Syap.g_02511
OG0000233	Prak.g_00428	Syap.g_02133
OG0000234	Prak.g_00437	Syap.g_02755
OG0000235	Prak.g_00440	Syap.g_00732, Syap.g_02258
OG0000236	Prak.g_00454	Syap.g_02238
OG0000237	Prak.g_00467	Syap.g_00262, Syap.g_00263
OG0000238	Prak.g_00473	Syap.g_00257, Syap.g_00258
OG0000239	Prak.g_00484	Syap.g_02744
OG0000240	Prak.g_00485	Syap.g_02742
OG0000241	Prak.g_00489	Syap.g_00888
OG0000242	Prak.g_00491	Syap.g_01455
OG0000243	Prak.g_00502	Syap.g_01938
OG0000244	Prak.g_00506	Syap.g_01146, Syap.g_01145
OG0000245	Prak.g_00508	Syap.g_01148
OG0000246	Prak.g_00512	Syap.g_00308
OG0000247	Prak.g_00522	Syap.g_00288, Syap.g_00293
OG0000248	Prak.g_00525	Syap.g_00290
OG0000249	Prak.g_00527	Syap.g_01296, Syap.g_01295
OG0000250	Prak.g_00532	Syap.g_01306
OG0000251	Prak.g_00552	Syap.g_00442
OG0000252	Prak.g_00555	Syap.g_01857
OG0000253	Prak.g_00556	Syap.g_00443
OG0000254	Prak.g_00573	Syap.g_01527, Syap.g_01528
OG0000256	Prak.g_00589	Syap.g_01287
OG0000257	Prak.g_01113	Syap.g_00886
OG0000258	Prak.g_01099	Syap.g_00907
OG0000260	Prak.g_01079	Syap.g_01970
OG0000261	Prak.g_01076	Syap.g_01962, Syap.g_01961
OG0000262	Prak.g_01072	Syap.g_01954
OG0000263	Prak.g_00808	Syap.g_00432, Syap.g_00433
OG0000266	Prak.g_01053	Syap.g_00519
OG0000267	Prak.g_01041	Syap.g_02333, Syap.g_02332
OG0000268	Prak.g_01040	Syap.g_00646
OG0000269	Prak.g_00840	Syap.g_00188
OG0000270	Prak.g_00843	Syap.g_00192
OG0000271	Prak.g_00851	Syap.g_00200, Syap.g_00201
OG0000272	Prak.g_00852	Syap.g_00202
OG0000273	Prak.g_00876	Syap.g_02703
OG0000274	Prak.g_00877	Syap.g_02702
OG0000275	Prak.g_00880	Syap.g_01847
OG0000276	Prak.g_00886	Syap.g_01839, Syap.g_01838
OG0000277	Prak.g_00887	Syap.g_01837
OG0000278	Prak.g_00890	Syap.g_01834
OG0000279	Prak.g_00897	Syap.g_00829, Syap.g_00830
OG0000280	Prak.g_00898	Syap.g_00365
OG0000281	Prak.g_00905	Syap.g_01977
OG0000282	Prak.g_00772	Syap.g_01252
OG0000283	Prak.g_00949	Syap.g_01728
OG0000284	Prak.g_00954	Syap.g_01736
OG0000285	Prak.g_00959	Syap.g_01746, Syap.g_01744
OG0000286	Prak.g_00972	Syap.g_02014, Syap.g_02013
OG0000288	Prak.g_01011	Syap.g_02764, Syap.g_02763
OG0000289	Prak.g_01027	Syap.g_02784
OG0000290	Prak.g_00923	Syap.g_01552
OG0000291	Prak.g_00921	Syap.g_01554
OG0000292	Prak.g_01217	Syap.g_02314
OG0000293	Prak.g_01182	Syap.g_00240
OG0000294	Prak.g_01181	Syap.g_00239
OG0000295	Prak.g_01158	Syap.g_00206
OG0000296	Prak.g_01156	Syap.g_00204
OG0000297	Prak.g_01147	Syap.g_01887
OG0000298	Prak.g_01146	Syap.g_01888
OG0000299	Prak.g_01127	Syap.g_02620
OG0000302	Prak.g_01121	Syap.g_02444, Syap.g_02445
OG0000303	Prak.g_01115	Syap.g_02435
OG0000304	Prak.g_00594	Syap.g_02430
OG0000305	Prak.g_01215	Syap.g_01557
OG0000306	Prak.g_00909	Syap.g_01966
OG0000307	Prak.g_01338	Syap.g_02517
OG0000308	Prak.g_01339	Syap.g_02514, Syap.g_02515
OG0000309	Prak.g_01343	Syap.g_02198, Syap.g_02446
OG0000310	Prak.g_01377	Syap.g_02660, Syap.g_02661
OG0000311	Prak.g_01379	Syap.g_02657
OG0000312	Prak.g_01382	Syap.g_02114
OG0000313	Prak.g_01395	Syap.g_02473
OG0000314	Prak.g_01418	Syap.g_00007
OG0000315	Prak.g_01428	Syap.g_00017
OG0000316	Prak.g_01453	Syap.g_00030
OG0000317	Prak.g_01642	Syap.g_00618
OG0000318	Prak.g_01646	Syap.g_00622, Syap.g_02786
OG0000319	Prak.g_01659	Syap.g_01764, Syap.g_01771
OG0000320	Prak.g_01661	Syap.g_01761, Syap.g_01769
OG0000321	Prak.g_01662	Syap.g_01760, Syap.g_01768
OG0000322	Prak.g_01663	Syap.g_01759, Syap.g_01767
OG0000323	Prak.g_01672	Syap.g_01389
OG0000324	Prak.g_01699	Syap.g_01503
OG0000325	Prak.g_01710	Syap.g_02680
OG0000326	Prak.g_01717	Syap.g_00544
OG0000327	Prak.g_01738	Syap.g_01233, Syap.g_01913
OG0000328	Prak.g_01739	Syap.g_01234, Syap.g_01912
OG0000329	Prak.g_01756	Syap.g_00498
OG0000330	Prak.g_01757	Syap.g_00497
OG0000331	Prak.g_01758	Syap.g_00496
OG0000332	Prak.g_01772	Syap.g_00481
OG0000333	Prak.g_01774	Syap.g_00478
OG0000334	Prak.g_01783	Syap.g_00468
OG0000335	Prak.g_01788	Syap.g_00101, Syap.g_00463
OG0000336	Prak.g_01792	Syap.g_00417, Syap.g_00607
OG0000337	Prak.g_01810	Syap.g_01054
OG0000338	Prak.g_01811	Syap.g_01059
OG0000339	Prak.g_01817	Syap.g_01068
OG0000340	Prak.g_01826	Syap.g_01077
OG0000341	Prak.g_01828	Syap.g_01079
OG0000342	Prak.g_01829	Syap.g_01080, Syap.g_02477
OG0000343	Prak.g_01830	Syap.g_01086, Syap.g_02078
OG0000344	Prak.g_01833	Syap.g_01091
OG0000345	Prak.g_01839	Syap.g_01107, Syap.g_01470
OG0000346	Prak.g_01843	Syap.g_02423, Syap.g_01113
OG0000347	Prak.g_01860	Syap.g_01131, Syap.g_02459
OG0000348	Prak.g_01868	Syap.g_00632
OG0000349	Prak.g_01886	Syap.g_00110, Syap.g_01813
OG0000351	Prak.g_01926	Syap.g_02594
OG0000352	Prak.g_01927	Syap.g_02596, Syap.g_02597
OG0000353	Prak.g_01944	Syap.g_00054
OG0000355	Prak.g_00001	Syap.g_00056
OG0000356	Prak.g_00002	Syap.g_00057
OG0000357	Prak.g_00003	Syap.g_00058
OG0000358	Prak.g_00007	Syap.g_00063
OG0000359	Prak.g_00008	Syap.g_00065
OG0000360	Prak.g_00009	Syap.g_00067
OG0000361	Prak.g_00010	Syap.g_00068
OG0000362	Prak.g_00012	Syap.g_00070
OG0000363	Prak.g_00014	Syap.g_00072
OG0000364	Prak.g_00015	Syap.g_00620
OG0000365	Prak.g_00020	Syap.g_00081
OG0000366	Prak.g_00021	Syap.g_00082
OG0000367	Prak.g_00022	Syap.g_00083
OG0000368	Prak.g_00024	Syap.g_00085
OG0000369	Prak.g_00025	Syap.g_00086
OG0000370	Prak.g_00026	Syap.g_00087
OG0000372	Prak.g_00036	Syap.g_01805
OG0000373	Prak.g_00037	Syap.g_01806
OG0000374	Prak.g_00038	Syap.g_01807
OG0000375	Prak.g_00040	Syap.g_01808
OG0000376	Prak.g_00042	Syap.g_01811
OG0000377	Prak.g_00046	Syap.g_00128
OG0000378	Prak.g_00050	Syap.g_01326
OG0000380	Prak.g_00070	Syap.g_01687
OG0000381	Prak.g_00075	Syap.g_01690
OG0000382	Prak.g_00085	Syap.g_02548
OG0000383	Prak.g_00087	Syap.g_02359
OG0000384	Prak.g_00088	Syap.g_02360
OG0000385	Prak.g_00089	Syap.g_02361
OG0000386	Prak.g_00090	Syap.g_02362
OG0000387	Prak.g_00104	Syap.g_01864
OG0000391	Prak.g_00124	Syap.g_02234
OG0000392	Prak.g_00128	Syap.g_02225
OG0000393	Prak.g_00131	Syap.g_02222
OG0000394	Prak.g_00132	Syap.g_02221
OG0000395	Prak.g_00133	Syap.g_02220
OG0000396	Prak.g_00135	Syap.g_02217
OG0000397	Prak.g_00137	Syap.g_02215
OG0000398	Prak.g_00140	Syap.g_02211
OG0000399	Prak.g_00141	Syap.g_02210
OG0000400	Prak.g_00142	Syap.g_02209
OG0000401	Prak.g_00143	Syap.g_02208
OG0000402	Prak.g_01035	Syap.g_02206
OG0000403	Prak.g_00145	Syap.g_02205
OG0000404	Prak.g_00146	Syap.g_02204, Syap.g_02618
OG0000405	Prak.g_00150	Syap.g_02191
OG0000406	Prak.g_00158	Syap.g_02186
OG0000407	Prak.g_00159	Syap.g_02185
OG0000408	Prak.g_00161	Syap.g_02181, Syap.g_02182
OG0000409	Prak.g_00163	Syap.g_02179
OG0000410	Prak.g_00164	Syap.g_02178
OG0000411	Prak.g_00165	Syap.g_02177
OG0000412	Prak.g_00166	Syap.g_02176
OG0000413	Prak.g_00168	Syap.g_02174
OG0000414	Prak.g_00169	Syap.g_02173
OG0000415	Prak.g_00170	Syap.g_02172
OG0000416	Prak.g_00171	Syap.g_02171
OG0000417	Prak.g_00172	Syap.g_02169
OG0000418	Prak.g_00177	Syap.g_01204
OG0000419	Prak.g_00179	Syap.g_01201
OG0000420	Prak.g_00180	Syap.g_01199
OG0000421	Prak.g_00185	Syap.g_01195
OG0000422	Prak.g_00186	Syap.g_01194
OG0000423	Prak.g_00187	Syap.g_01193
OG0000424	Prak.g_00188	Syap.g_01192
OG0000425	Prak.g_00189	Syap.g_01191
OG0000426	Prak.g_00190	Syap.g_01190
OG0000427	Prak.g_00191	Syap.g_01189
OG0000428	Prak.g_00193	Syap.g_01186
OG0000429	Prak.g_00194	Syap.g_01184
OG0000430	Prak.g_00195	Syap.g_01182
OG0000431	Prak.g_00197	Syap.g_01179
OG0000432	Prak.g_00201	Syap.g_02277
OG0000433	Prak.g_00202	Syap.g_02272
OG0000434	Prak.g_00203	Syap.g_02271
OG0000435	Prak.g_00204	Syap.g_02268
OG0000436	Prak.g_00209	Syap.g_01607
OG0000437	Prak.g_00210	Syap.g_01608
OG0000438	Prak.g_00211	Syap.g_01612
OG0000439	Prak.g_00213	Syap.g_01614
OG0000440	Prak.g_00214	Syap.g_01615
OG0000441	Prak.g_00217	Syap.g_01619
OG0000442	Prak.g_00218	Syap.g_01620
OG0000443	Prak.g_00219	Syap.g_01622
OG0000444	Prak.g_00225	Syap.g_01424
OG0000445	Prak.g_00226	Syap.g_01421
OG0000446	Prak.g_00227	Syap.g_01419
OG0000447	Prak.g_00228	Syap.g_01410
OG0000448	Prak.g_00229	Syap.g_01407
OG0000449	Prak.g_00230	Syap.g_01406
OG0000450	Prak.g_00231	Syap.g_01909
OG0000451	Prak.g_00232	Syap.g_01908
OG0000452	Prak.g_00235	Syap.g_01904
OG0000453	Prak.g_00236	Syap.g_01903
OG0000454	Prak.g_00237	Syap.g_01902
OG0000455	Prak.g_00238	Syap.g_01901
OG0000456	Prak.g_00239	Syap.g_01900
OG0000457	Prak.g_00241	Syap.g_01896
OG0000458	Prak.g_00242	Syap.g_01895
OG0000459	Prak.g_00243	Syap.g_01894
OG0000460	Prak.g_00251	Syap.g_01159
OG0000461	Prak.g_00259	Syap.g_01575
OG0000462	Prak.g_00261	Syap.g_01578
OG0000463	Prak.g_00262	Syap.g_01579
OG0000464	Prak.g_00263	Syap.g_01580
OG0000465	Prak.g_00264	Syap.g_01582
OG0000466	Prak.g_00267	Syap.g_01587
OG0000467	Prak.g_00268	Syap.g_01588
OG0000468	Prak.g_00271	Syap.g_01593
OG0000469	Prak.g_00279	Syap.g_02352
OG0000470	Prak.g_00281	Syap.g_02349
OG0000471	Prak.g_00282	Syap.g_02348
OG0000472	Prak.g_00284	Syap.g_02347
OG0000473	Prak.g_00286	Syap.g_02343
OG0000474	Prak.g_00287	Syap.g_02342
OG0000475	Prak.g_00288	Syap.g_02341
OG0000476	Prak.g_00290	Syap.g_02339
OG0000477	Prak.g_00293	Syap.g_01367
OG0000478	Prak.g_00294	Syap.g_01366
OG0000479	Prak.g_00295	Syap.g_01364
OG0000480	Prak.g_00300	Syap.g_01357
OG0000482	Prak.g_00304	Syap.g_01355
OG0000483	Prak.g_00307	Syap.g_01344
OG0000484	Prak.g_00308	Syap.g_01350
OG0000485	Prak.g_00310	Syap.g_01349
OG0000487	Prak.g_00314	Syap.g_01635
OG0000488	Prak.g_00317	Syap.g_01639
OG0000489	Prak.g_00322	Syap.g_02482
OG0000490	Prak.g_00326	Syap.g_01673
OG0000491	Prak.g_00327	Syap.g_01670
OG0000492	Prak.g_00329	Syap.g_01668
OG0000493	Prak.g_00330	Syap.g_01667
OG0000494	Prak.g_00331	Syap.g_01666
OG0000495	Prak.g_00332	Syap.g_01665
OG0000496	Prak.g_00333	Syap.g_01663
OG0000497	Prak.g_00334	Syap.g_01662
OG0000498	Prak.g_00335	Syap.g_01661
OG0000499	Prak.g_00336	Syap.g_01660
OG0000500	Prak.g_00337	Syap.g_01659
OG0000501	Prak.g_00338	Syap.g_01656
OG0000502	Prak.g_00341	Syap.g_02066
OG0000503	Prak.g_00356	Syap.g_00569
OG0000504	Prak.g_00358	Syap.g_00567
OG0000505	Prak.g_00359	Syap.g_00566
OG0000506	Prak.g_00360	Syap.g_00564
OG0000507	Prak.g_00363	Syap.g_00558
OG0000508	Prak.g_00367	Syap.g_00554
OG0000509	Prak.g_00369	Syap.g_00551
OG0000510	Prak.g_00370	Syap.g_00550
OG0000511	Prak.g_00371	Syap.g_00548
OG0000512	Prak.g_00373	Syap.g_02145
OG0000513	Prak.g_00382	Syap.g_02048
OG0000514	Prak.g_00393	Syap.g_02051
OG0000515	Prak.g_00394	Syap.g_02052
OG0000516	Prak.g_00395	Syap.g_02054
OG0000517	Prak.g_00397	Syap.g_02057
OG0000519	Prak.g_00409	Syap.g_00457
OG0000520	Prak.g_00410	Syap.g_00456
OG0000521	Prak.g_00418	Syap.g_01997
OG0000522	Prak.g_00420	Syap.g_01995
OG0000523	Prak.g_00421	Syap.g_02507
OG0000524	Prak.g_00426	Syap.g_02135
OG0000525	Prak.g_00430	Syap.g_02159
OG0000526	Prak.g_00431	Syap.g_02157
OG0000527	Prak.g_00434	Syap.g_02758
OG0000528	Prak.g_00439	Syap.g_02261
OG0000529	Prak.g_00442	Syap.g_02254
OG0000530	Prak.g_00445	Syap.g_02252
OG0000531	Prak.g_00446	Syap.g_02251
OG0000532	Prak.g_00448	Syap.g_02247
OG0000533	Prak.g_00449	Syap.g_02244
OG0000534	Prak.g_00450	Syap.g_02243
OG0000535	Prak.g_00451	Syap.g_02242
OG0000536	Prak.g_00452	Syap.g_02241
OG0000537	Prak.g_00453	Syap.g_02240
OG0000538	Prak.g_00462	Syap.g_00271
OG0000539	Prak.g_00463	Syap.g_00270
OG0000540	Prak.g_00464	Syap.g_00269
OG0000541	Prak.g_00465	Syap.g_00268
OG0000542	Prak.g_00466	Syap.g_00264
OG0000543	Prak.g_00468	Syap.g_00261
OG0000544	Prak.g_00469	Syap.g_00260
OG0000545	Prak.g_00471	Syap.g_00259
OG0000546	Prak.g_00474	Syap.g_00256
OG0000547	Prak.g_00476	Syap.g_00254
OG0000548	Prak.g_00477	Syap.g_00253
OG0000549	Prak.g_00479	Syap.g_00758
OG0000550	Prak.g_00483	Syap.g_02747
OG0000551	Prak.g_00486	Syap.g_02739
OG0000552	Prak.g_00487	Syap.g_02738
OG0000553	Prak.g_00488	Syap.g_02735
OG0000554	Prak.g_00493	Syap.g_01450
OG0000555	Prak.g_00501	Syap.g_01941
OG0000556	Prak.g_00503	Syap.g_01933
OG0000557	Prak.g_00504	Syap.g_01931
OG0000558	Prak.g_00507	Syap.g_01147
OG0000560	Prak.g_00514	Syap.g_00305
OG0000561	Prak.g_00515	Syap.g_00304
OG0000562	Prak.g_00516	Syap.g_00302
OG0000563	Prak.g_00517	Syap.g_00301
OG0000564	Prak.g_00518	Syap.g_00300
OG0000565	Prak.g_00520	Syap.g_00296
OG0000566	Prak.g_00524	Syap.g_00291
OG0000567	Prak.g_00528	Syap.g_01297
OG0000568	Prak.g_00529	Syap.g_01302
OG0000569	Prak.g_00530	Syap.g_01303
OG0000570	Prak.g_00531	Syap.g_01304
OG0000571	Prak.g_00533	Syap.g_01307
OG0000573	Prak.g_00553	Syap.g_00765
OG0000574	Prak.g_00554	Syap.g_00759
OG0000575	Prak.g_00558	Syap.g_00445
OG0000576	Prak.g_00560	Syap.g_00450
OG0000577	Prak.g_00561	Syap.g_00451
OG0000578	Prak.g_00562	Syap.g_00452
OG0000579	Prak.g_00563	Syap.g_00453
OG0000580	Prak.g_00564	Syap.g_00454
OG0000581	Prak.g_00567	Syap.g_01521
OG0000582	Prak.g_00570	Syap.g_01533
OG0000583	Prak.g_00571	Syap.g_01532
OG0000584	Prak.g_00572	Syap.g_01530
OG0000585	Prak.g_00574	Syap.g_01526
