Orthogroup	Prak	Syar
OG0000139	Prak.g_00496	Syar.g_03245, Syar.g_02348
OG0000140	Prak.g_00497	Syar.g_02344, Syar.g_03246
OG0000141	Prak.g_00569	Syar.g_02129
OG0000142	Prak.g_01108	Syar.g_02418
OG0000143	Prak.g_01104	Syar.g_02422
OG0000144	Prak.g_01090	Syar.g_02441
OG0000145	Prak.g_01261	Syar.g_01494, Syar.g_03205
OG0000146	Prak.g_00607	Syar.g_02549
OG0000147	Prak.g_00606	Syar.g_02550
OG0000148	Prak.g_00862	Syar.g_02658
OG0000149	Prak.g_00894	Syar.g_01830, Syar.g_03289, Syar.g_03288
OG0000150	Prak.g_00904	Syar.g_02130
OG0000151	Prak.g_00780	Syar.g_02038
OG0000152	Prak.g_00973	Syar.g_02539
OG0000153	Prak.g_00992	Syar.g_03283, Syar.g_02503
OG0000154	Prak.g_01012	Syar.g_01800
OG0000155	Prak.g_01151	Syar.g_01959
OG0000156	Prak.g_01266	Syar.g_01517
OG0000157	Prak.g_01267	Syar.g_01516
OG0000158	Prak.g_01824	Syar.g_00650
OG0000159	Prak.g_00065	Syar.g_02359, Syar.g_02762
OG0000160	Prak.g_01392	Syar.g_02807
OG0000161	Prak.g_01398	Syar.g_02801
OG0000162	Prak.g_01404	Syar.g_02863
OG0000163	Prak.g_01443	Syar.g_00639, Syar.g_01186
OG0000164	Prak.g_01669	Syar.g_03168, Syar.g_02969
OG0000165	Prak.g_01676	Syar.g_02976
OG0000166	Prak.g_01743	Syar.g_01034
OG0000167	Prak.g_01814	Syar.g_00662
OG0000168	Prak.g_01825	Syar.g_00246
OG0000169	Prak.g_01835	Syar.g_00262
OG0000170	Prak.g_01838	Syar.g_00613
OG0000171	Prak.g_01858	Syar.g_00587
OG0000172	Prak.g_01865	Syar.g_00547
OG0000173	Prak.g_01880	Syar.g_00528
OG0000174	Prak.g_01910	Syar.g_00701
OG0000175	Prak.g_01923	Syar.g_00438
OG0000176	Prak.g_00004	Syar.g_00474
OG0000177	Prak.g_00005	Syar.g_00475
OG0000178	Prak.g_00006	Syar.g_00476
OG0000179	Prak.g_00016	Syar.g_00489
OG0000180	Prak.g_00017	Syar.g_00490
OG0000181	Prak.g_00018	Syar.g_00491
OG0000182	Prak.g_00019	Syar.g_00492
OG0000183	Prak.g_00023	Syar.g_00496
OG0000184	Prak.g_00049	Syar.g_00897
OG0000185	Prak.g_00052	Syar.g_00909
OG0000186	Prak.g_00068	Syar.g_03036
OG0000187	Prak.g_00069	Syar.g_03038
OG0000188	Prak.g_00086	Syar.g_03058
OG0000189	Prak.g_00100	Syar.g_03104
OG0000190	Prak.g_00102	Syar.g_03107, Syar.g_02374
OG0000191	Prak.g_00125	Syar.g_00039
OG0000192	Prak.g_00130	Syar.g_00046
OG0000193	Prak.g_00157	Syar.g_00079
OG0000194	Prak.g_00160	Syar.g_03236, Syar.g_00082
OG0000195	Prak.g_00162	Syar.g_00023, Syar.g_00084
OG0000196	Prak.g_00173	Syar.g_00096
OG0000197	Prak.g_00174	Syar.g_00097
OG0000198	Prak.g_00175	Syar.g_00098
OG0000199	Prak.g_00182	Syar.g_00106
OG0000200	Prak.g_00196	Syar.g_00124
OG0000201	Prak.g_00205	Syar.g_01000
OG0000202	Prak.g_00206	Syar.g_00998, Syar.g_00021
OG0000203	Prak.g_00207	Syar.g_00020, Syar.g_00997
OG0000204	Prak.g_00208	Syar.g_00996
OG0000205	Prak.g_00215	Syar.g_00988
OG0000206	Prak.g_00220	Syar.g_00963
OG0000207	Prak.g_00223	Syar.g_00957
OG0000208	Prak.g_00224	Syar.g_00956
OG0000209	Prak.g_00233	Syar.g_00936, Syar.g_03261
OG0000210	Prak.g_00234	Syar.g_00935, Syar.g_03260
OG0000211	Prak.g_00249	Syar.g_03026
OG0000212	Prak.g_00257	Syar.g_03017
OG0000213	Prak.g_00275	Syar.g_00187
OG0000214	Prak.g_00285	Syar.g_00209
OG0000215	Prak.g_00312	Syar.g_00239
OG0000216	Prak.g_00313	Syar.g_00244
OG0000217	Prak.g_00316	Syar.g_00854
OG0000218	Prak.g_00318	Syar.g_00852
OG0000219	Prak.g_00319	Syar.g_00851
OG0000220	Prak.g_00320	Syar.g_00850, Syar.g_02026
OG0000221	Prak.g_00321	Syar.g_00834
OG0000222	Prak.g_00328	Syar.g_02119, Syar.g_00728
OG0000223	Prak.g_00340	Syar.g_00649
OG0000224	Prak.g_00342	Syar.g_00762, Syar.g_00273
OG0000225	Prak.g_00368	Syar.g_01142
OG0000226	Prak.g_00372	Syar.g_01146
OG0000227	Prak.g_00374	Syar.g_01148
OG0000228	Prak.g_00378	Syar.g_01161
OG0000229	Prak.g_00398	Syar.g_01177, Syar.g_03273
OG0000230	Prak.g_00400	Syar.g_01179, Syar.g_03275
OG0000231	Prak.g_00411	Syar.g_02865, Syar.g_03151
OG0000232	Prak.g_00422	Syar.g_01424
OG0000233	Prak.g_00428	Syar.g_03183, Syar.g_01247
OG0000234	Prak.g_00437	Syar.g_01275
OG0000235	Prak.g_00440	Syar.g_01468
OG0000236	Prak.g_00454	Syar.g_03311, Syar.g_01484
OG0000237	Prak.g_00467	Syar.g_01503
OG0000238	Prak.g_00473	Syar.g_01508
OG0000239	Prak.g_00484	Syar.g_03277, Syar.g_02687
OG0000240	Prak.g_00485	Syar.g_03278, Syar.g_02686
OG0000241	Prak.g_00489	Syar.g_02410
OG0000242	Prak.g_00491	Syar.g_01926
OG0000243	Prak.g_00502	Syar.g_02335
OG0000244	Prak.g_00506	Syar.g_02327
OG0000245	Prak.g_00508	Syar.g_02325, Syar.g_03238
OG0000246	Prak.g_00512	Syar.g_02321
OG0000247	Prak.g_00522	Syar.g_02310
OG0000248	Prak.g_00525	Syar.g_02307, Syar.g_03293
OG0000249	Prak.g_00527	Syar.g_02305
OG0000250	Prak.g_00532	Syar.g_02299, Syar.g_03194
OG0000251	Prak.g_00552	Syar.g_03207, Syar.g_02194
OG0000252	Prak.g_00555	Syar.g_02189, Syar.g_03263
OG0000253	Prak.g_00556	Syar.g_02028, Syar.g_03229
OG0000254	Prak.g_00573	Syar.g_02169
OG0000255	Prak.g_00579	Syar.g_00011, Syar.g_02224
OG0000256	Prak.g_00589	Syar.g_02244
OG0000257	Prak.g_01113	Syar.g_02407, Syar.g_01762
OG0000258	Prak.g_01099	Syar.g_02427, Syar.g_00010
OG0000259	Prak.g_01082	Syar.g_02472
OG0000260	Prak.g_01079	Syar.g_03220, Syar.g_02475
OG0000261	Prak.g_01076	Syar.g_01916
OG0000262	Prak.g_01072	Syar.g_01690
OG0000263	Prak.g_00808	Syar.g_01991
OG0000264	Prak.g_00819	Syar.g_02135, Syar.g_03267
OG0000266	Prak.g_01053	Syar.g_01570
OG0000267	Prak.g_01041	Syar.g_01873
OG0000268	Prak.g_01040	Syar.g_02589
OG0000269	Prak.g_00840	Syar.g_02634
OG0000270	Prak.g_00843	Syar.g_00744, Syar.g_02637
OG0000271	Prak.g_00851	Syar.g_02645
OG0000272	Prak.g_00852	Syar.g_02646
OG0000273	Prak.g_00876	Syar.g_02481, Syar.g_00008
OG0000274	Prak.g_00877	Syar.g_00009, Syar.g_02482
OG0000275	Prak.g_00880	Syar.g_01810
OG0000276	Prak.g_00886	Syar.g_01817
OG0000277	Prak.g_00887	Syar.g_01818, Syar.g_03242
OG0000278	Prak.g_00890	Syar.g_01821, Syar.g_03174
OG0000279	Prak.g_00897	Syar.g_01838
OG0000280	Prak.g_00898	Syar.g_02067, Syar.g_00734
OG0000281	Prak.g_00905	Syar.g_02218
OG0000282	Prak.g_00772	Syar.g_01614, Syar.g_03255
OG0000283	Prak.g_00949	Syar.g_02574
OG0000284	Prak.g_00954	Syar.g_03258, Syar.g_02568
OG0000285	Prak.g_00959	Syar.g_02560
OG0000286	Prak.g_00972	Syar.g_02540
OG0000287	Prak.g_01238	Syar.g_02512
OG0000288	Prak.g_01011	Syar.g_01801
OG0000289	Prak.g_01027	Syar.g_03305, Syar.g_01786
OG0000290	Prak.g_00923	Syar.g_01928
OG0000291	Prak.g_00921	Syar.g_01930
OG0000292	Prak.g_01217	Syar.g_00463
OG0000293	Prak.g_01182	Syar.g_03297, Syar.g_01526
OG0000294	Prak.g_01181	Syar.g_01527, Syar.g_03296
OG0000295	Prak.g_01158	Syar.g_01951, Syar.g_03208
OG0000296	Prak.g_01156	Syar.g_01953
OG0000297	Prak.g_01147	Syar.g_01967, Syar.g_03216
OG0000298	Prak.g_01146	Syar.g_01968, Syar.g_03215
OG0000299	Prak.g_01127	Syar.g_01704
OG0000300	Prak.g_01124	Syar.g_01646, Syar.g_01711
OG0000301	Prak.g_01123	Syar.g_01712
OG0000302	Prak.g_01121	Syar.g_01713
OG0000303	Prak.g_01115	Syar.g_03136, Syar.g_01723
OG0000304	Prak.g_00594	Syar.g_01728
OG0000305	Prak.g_01215	Syar.g_01933, Syar.g_03163
OG0000306	Prak.g_00909	Syar.g_01884, Syar.g_03140
OG0000307	Prak.g_01338	Syar.g_01452, Syar.g_03153
OG0000308	Prak.g_01339	Syar.g_01450
OG0000309	Prak.g_01343	Syar.g_01239
OG0000310	Prak.g_01377	Syar.g_02826
OG0000311	Prak.g_01379	Syar.g_02823
OG0000312	Prak.g_01382	Syar.g_00015, Syar.g_02818
OG0000313	Prak.g_01395	Syar.g_02804
OG0000314	Prak.g_01418	Syar.g_01403
OG0000315	Prak.g_01428	Syar.g_01393
OG0000316	Prak.g_01453	Syar.g_02885
OG0000317	Prak.g_01642	Syar.g_02926
OG0000318	Prak.g_01646	Syar.g_02930
OG0000319	Prak.g_01659	Syar.g_02954
OG0000320	Prak.g_01661	Syar.g_02956
OG0000321	Prak.g_01662	Syar.g_02957
OG0000322	Prak.g_01663	Syar.g_02958
OG0000323	Prak.g_01672	Syar.g_02973
OG0000324	Prak.g_01699	Syar.g_00350, Syar.g_03001
OG0000325	Prak.g_01710	Syar.g_03291, Syar.g_00148
OG0000326	Prak.g_01717	Syar.g_00139, Syar.g_03134
OG0000327	Prak.g_01738	Syar.g_01029
OG0000328	Prak.g_01739	Syar.g_01030
OG0000329	Prak.g_01756	Syar.g_03189, Syar.g_01048
OG0000330	Prak.g_01757	Syar.g_03190, Syar.g_01049
OG0000331	Prak.g_01758	Syar.g_01050, Syar.g_03191
OG0000332	Prak.g_01772	Syar.g_01064, Syar.g_03299
OG0000333	Prak.g_01774	Syar.g_01067
OG0000334	Prak.g_01783	Syar.g_01076
OG0000335	Prak.g_01788	Syar.g_01080
OG0000336	Prak.g_01792	Syar.g_01084
OG0000337	Prak.g_01810	Syar.g_00285
OG0000338	Prak.g_01811	Syar.g_03225, Syar.g_00287
OG0000339	Prak.g_01817	Syar.g_00658
OG0000340	Prak.g_01826	Syar.g_00247
OG0000341	Prak.g_01828	Syar.g_00249
OG0000342	Prak.g_01829	Syar.g_00250
OG0000343	Prak.g_01830	Syar.g_00256
OG0000344	Prak.g_01833	Syar.g_00260
OG0000345	Prak.g_01839	Syar.g_00612
OG0000346	Prak.g_01843	Syar.g_00607
OG0000347	Prak.g_01860	Syar.g_00558
OG0000348	Prak.g_01868	Syar.g_00544
OG0000349	Prak.g_01886	Syar.g_00521
OG0000350	Prak.g_00656	Syar.g_00132
OG0000351	Prak.g_01926	Syar.g_00442
OG0000352	Prak.g_01927	Syar.g_00443
OG0000353	Prak.g_01944	Syar.g_00469
OG0000355	Prak.g_00001	Syar.g_00471
OG0000356	Prak.g_00002	Syar.g_00472
OG0000357	Prak.g_00003	Syar.g_00473
OG0000358	Prak.g_00007	Syar.g_00477
OG0000359	Prak.g_00008	Syar.g_00479
OG0000360	Prak.g_00009	Syar.g_00480
OG0000361	Prak.g_00010	Syar.g_00481
OG0000362	Prak.g_00012	Syar.g_00483
OG0000363	Prak.g_00014	Syar.g_00484
OG0000364	Prak.g_00015	Syar.g_02928
OG0000365	Prak.g_00020	Syar.g_00493
OG0000366	Prak.g_00021	Syar.g_00494
OG0000367	Prak.g_00022	Syar.g_03262, Syar.g_00495
OG0000368	Prak.g_00024	Syar.g_00497
OG0000369	Prak.g_00025	Syar.g_00498
OG0000370	Prak.g_00026	Syar.g_00499
OG0000371	Prak.g_00033	Syar.g_00508
OG0000372	Prak.g_00036	Syar.g_00514
OG0000373	Prak.g_00037	Syar.g_00515
OG0000374	Prak.g_00038	Syar.g_00516
OG0000375	Prak.g_00040	Syar.g_00517
OG0000376	Prak.g_00042	Syar.g_00519
OG0000377	Prak.g_00046	Syar.g_00322
OG0000378	Prak.g_00050	Syar.g_00905
OG0000379	Prak.g_00053	Syar.g_00910
OG0000380	Prak.g_00070	Syar.g_03039
OG0000381	Prak.g_00075	Syar.g_03041
OG0000382	Prak.g_00085	Syar.g_03057
OG0000383	Prak.g_00087	Syar.g_03074
OG0000384	Prak.g_00088	Syar.g_03075
OG0000385	Prak.g_00089	Syar.g_03076
OG0000386	Prak.g_00090	Syar.g_03077
OG0000387	Prak.g_00104	Syar.g_03109
OG0000388	Prak.g_00108	Syar.g_03148, Syar.g_03113
OG0000389	Prak.g_00111	Syar.g_03118
OG0000390	Prak.g_00121	Syar.g_00033
OG0000391	Prak.g_00124	Syar.g_00038
OG0000392	Prak.g_00128	Syar.g_00045
OG0000393	Prak.g_00131	Syar.g_00048
OG0000394	Prak.g_00132	Syar.g_00049
OG0000395	Prak.g_00133	Syar.g_00050
OG0000396	Prak.g_00135	Syar.g_00053
OG0000397	Prak.g_00137	Syar.g_00055
OG0000398	Prak.g_00140	Syar.g_00060
OG0000399	Prak.g_00141	Syar.g_00061
OG0000400	Prak.g_00142	Syar.g_00062
OG0000401	Prak.g_00143	Syar.g_00063
OG0000402	Prak.g_01035	Syar.g_00065
OG0000403	Prak.g_00145	Syar.g_00066
OG0000404	Prak.g_00146	Syar.g_00067
OG0000405	Prak.g_00150	Syar.g_00076
OG0000406	Prak.g_00158	Syar.g_00080
OG0000407	Prak.g_00159	Syar.g_00081
OG0000408	Prak.g_00161	Syar.g_00083
OG0000409	Prak.g_00163	Syar.g_00085
OG0000410	Prak.g_00164	Syar.g_00086
OG0000411	Prak.g_00165	Syar.g_00087
OG0000412	Prak.g_00166	Syar.g_00088
OG0000413	Prak.g_00168	Syar.g_00090
OG0000414	Prak.g_00169	Syar.g_00091, Syar.g_03179
OG0000415	Prak.g_00170	Syar.g_00092
OG0000416	Prak.g_00171	Syar.g_00093
OG0000417	Prak.g_00172	Syar.g_00095
OG0000418	Prak.g_00177	Syar.g_00100
OG0000419	Prak.g_00179	Syar.g_00102
OG0000420	Prak.g_00180	Syar.g_00104
OG0000421	Prak.g_00185	Syar.g_00109
OG0000422	Prak.g_00186	Syar.g_00110
OG0000423	Prak.g_00187	Syar.g_00111
OG0000424	Prak.g_00188	Syar.g_00112
OG0000425	Prak.g_00189	Syar.g_00113
OG0000426	Prak.g_00190	Syar.g_00114
OG0000427	Prak.g_00191	Syar.g_00115
OG0000428	Prak.g_00193	Syar.g_00118
OG0000429	Prak.g_00194	Syar.g_00121
OG0000430	Prak.g_00195	Syar.g_00123
OG0000431	Prak.g_00197	Syar.g_00127
OG0000432	Prak.g_00201	Syar.g_01009
OG0000433	Prak.g_00202	Syar.g_01007
OG0000434	Prak.g_00203	Syar.g_01006
OG0000435	Prak.g_00204	Syar.g_01003
OG0000436	Prak.g_00209	Syar.g_00994
OG0000437	Prak.g_00210	Syar.g_00993
OG0000438	Prak.g_00211	Syar.g_00992
OG0000439	Prak.g_00213	Syar.g_00990
OG0000440	Prak.g_00214	Syar.g_00989
OG0000441	Prak.g_00217	Syar.g_00986
OG0000442	Prak.g_00218	Syar.g_00977
OG0000443	Prak.g_00219	Syar.g_00964
OG0000444	Prak.g_00225	Syar.g_00954
OG0000445	Prak.g_00226	Syar.g_00953
OG0000446	Prak.g_00227	Syar.g_00951
OG0000447	Prak.g_00228	Syar.g_00948
OG0000448	Prak.g_00229	Syar.g_00947
OG0000449	Prak.g_00230	Syar.g_00946
OG0000450	Prak.g_00231	Syar.g_00939
OG0000451	Prak.g_00232	Syar.g_00938
OG0000452	Prak.g_00235	Syar.g_00934
OG0000453	Prak.g_00236	Syar.g_00933
OG0000454	Prak.g_00237	Syar.g_00932
OG0000455	Prak.g_00238	Syar.g_00931
OG0000456	Prak.g_00239	Syar.g_00930
OG0000457	Prak.g_00241	Syar.g_00928
OG0000458	Prak.g_00242	Syar.g_00918
OG0000459	Prak.g_00243	Syar.g_00917
OG0000460	Prak.g_00251	Syar.g_03024
OG0000461	Prak.g_00259	Syar.g_00153
OG0000462	Prak.g_00261	Syar.g_00155
OG0000463	Prak.g_00262	Syar.g_00156
OG0000464	Prak.g_00263	Syar.g_00157
OG0000465	Prak.g_00264	Syar.g_00159
OG0000466	Prak.g_00267	Syar.g_00164
OG0000467	Prak.g_00268	Syar.g_00165
OG0000468	Prak.g_00271	Syar.g_00170
OG0000469	Prak.g_00279	Syar.g_00203
OG0000470	Prak.g_00281	Syar.g_00206
OG0000471	Prak.g_00282	Syar.g_00207
OG0000472	Prak.g_00284	Syar.g_00208
OG0000473	Prak.g_00286	Syar.g_00210
OG0000474	Prak.g_00287	Syar.g_00211
OG0000475	Prak.g_00288	Syar.g_00212
OG0000476	Prak.g_00290	Syar.g_00214
OG0000477	Prak.g_00293	Syar.g_00219
OG0000478	Prak.g_00294	Syar.g_00220
OG0000479	Prak.g_00295	Syar.g_00221
OG0000480	Prak.g_00300	Syar.g_00228
OG0000481	Prak.g_00303	Syar.g_00230
OG0000482	Prak.g_00304	Syar.g_00231
OG0000483	Prak.g_00307	Syar.g_00235
OG0000484	Prak.g_00308	Syar.g_00236
OG0000485	Prak.g_00310	Syar.g_00237
OG0000486	Prak.g_00311	Syar.g_00024, Syar.g_00238
OG0000487	Prak.g_00314	Syar.g_00245
OG0000488	Prak.g_00317	Syar.g_00853
OG0000489	Prak.g_00322	Syar.g_00833
OG0000490	Prak.g_00326	Syar.g_00823
OG0000491	Prak.g_00327	Syar.g_00822
OG0000492	Prak.g_00329	Syar.g_00727
OG0000493	Prak.g_00330	Syar.g_00726
OG0000494	Prak.g_00331	Syar.g_00725
OG0000495	Prak.g_00332	Syar.g_00724
OG0000496	Prak.g_00333	Syar.g_00723
OG0000497	Prak.g_00334	Syar.g_00722
OG0000498	Prak.g_00335	Syar.g_00721
OG0000499	Prak.g_00336	Syar.g_00720
OG0000500	Prak.g_00337	Syar.g_00719
OG0000501	Prak.g_00338	Syar.g_00716
OG0000502	Prak.g_00341	Syar.g_00275
OG0000503	Prak.g_00356	Syar.g_01118
OG0000504	Prak.g_00358	Syar.g_01120
OG0000505	Prak.g_00359	Syar.g_01121
OG0000506	Prak.g_00360	Syar.g_01123
OG0000507	Prak.g_00363	Syar.g_01129
OG0000508	Prak.g_00367	Syar.g_01141
OG0000509	Prak.g_00369	Syar.g_01143
OG0000510	Prak.g_00370	Syar.g_01144
OG0000511	Prak.g_00371	Syar.g_01145
OG0000512	Prak.g_00373	Syar.g_01147
OG0000513	Prak.g_00382	Syar.g_01166
OG0000514	Prak.g_00393	Syar.g_01169
OG0000515	Prak.g_00394	Syar.g_01170
OG0000516	Prak.g_00395	Syar.g_01172
OG0000517	Prak.g_00397	Syar.g_01176
OG0000518	Prak.g_00408	Syar.g_02868
OG0000519	Prak.g_00409	Syar.g_02867
OG0000520	Prak.g_00410	Syar.g_02866
OG0000521	Prak.g_00418	Syar.g_01419
OG0000522	Prak.g_00420	Syar.g_01421
OG0000523	Prak.g_00421	Syar.g_01422
OG0000524	Prak.g_00426	Syar.g_01244
OG0000525	Prak.g_00430	Syar.g_01263
OG0000526	Prak.g_00431	Syar.g_01266
OG0000527	Prak.g_00434	Syar.g_01271
OG0000528	Prak.g_00439	Syar.g_01466
OG0000529	Prak.g_00442	Syar.g_01470
OG0000530	Prak.g_00445	Syar.g_01473
OG0000531	Prak.g_00446	Syar.g_01474
OG0000532	Prak.g_00448	Syar.g_01477
OG0000533	Prak.g_00449	Syar.g_01479
OG0000534	Prak.g_00450	Syar.g_01480
OG0000535	Prak.g_00451	Syar.g_01481
OG0000536	Prak.g_00452	Syar.g_01482
OG0000537	Prak.g_00453	Syar.g_01483
OG0000538	Prak.g_00462	Syar.g_01496
OG0000539	Prak.g_00463	Syar.g_01497
OG0000540	Prak.g_00464	Syar.g_01498
OG0000541	Prak.g_00465	Syar.g_01499
OG0000542	Prak.g_00466	Syar.g_01502
OG0000543	Prak.g_00468	Syar.g_01504
OG0000544	Prak.g_00469	Syar.g_01505
OG0000545	Prak.g_00471	Syar.g_01507
OG0000546	Prak.g_00474	Syar.g_01509
OG0000547	Prak.g_00476	Syar.g_01511
OG0000548	Prak.g_00477	Syar.g_01512
OG0000549	Prak.g_00479	Syar.g_02693
OG0000550	Prak.g_00483	Syar.g_02689
OG0000551	Prak.g_00486	Syar.g_02684
OG0000552	Prak.g_00487	Syar.g_02683
OG0000553	Prak.g_00488	Syar.g_02679
OG0000554	Prak.g_00493	Syar.g_02352
OG0000555	Prak.g_00501	Syar.g_02336
OG0000556	Prak.g_00503	Syar.g_02332
OG0000557	Prak.g_00504	Syar.g_02328
OG0000558	Prak.g_00507	Syar.g_02326
