Orthogroup	Prai	Syak
OG0000130	Prai.g_00069	Syak.g_02255
OG0000131	Prai.g_00156	Syak.g_02128
OG0000132	Prai.g_00175	Syak.g_02108
OG0000133	Prai.g_00335	Syak.g_00507
OG0000134	Prai.g_00369	Syak.g_01212
OG0000135	Prai.g_00393	Syak.g_01897
OG0000136	Prai.g_00472	Syak.g_01186
OG0000137	Prai.g_00505	Syak.g_01118
OG0000138	Prai.g_00525	Syak.g_01062, Syak.g_02591
OG0000139	Prai.g_00565	Syak.g_02646
OG0000140	Prai.g_00566	Syak.g_02650
OG0000141	Prai.g_00635	Syak.g_02746
OG0000142	Prai.g_00664	Syak.g_00035
OG0000143	Prai.g_00668	Syak.g_00039
OG0000144	Prai.g_00681	Syak.g_00260
OG0000145	Prai.g_00883	Syak.g_02598
OG0000146	Prai.g_00881	Syak.g_00514
OG0000147	Prai.g_00880	Syak.g_00515
OG0000148	Prai.g_00831	Syak.g_00455
OG0000149	Prai.g_00800	Syak.g_00596
OG0000150	Prai.g_00792	Syak.g_02747
OG0000151	Prai.g_01036	Syak.g_00387
OG0000152	Prai.g_00989	Syak.g_00503
OG0000153	Prai.g_00970	Syak.g_00470
OG0000154	Prai.g_00943	Syak.g_00645
OG0000155	Prai.g_01191	Syak.g_00855
OG0000156	Prai.g_01323	Syak.g_00919
OG0000157	Prai.g_01324	Syak.g_00920
OG0000158	Prai.g_01392	Syak.g_01624
OG0000160	Prai.g_01464	Syak.g_01043
OG0000161	Prai.g_01470	Syak.g_01050
OG0000162	Prai.g_01476	Syak.g_01058
OG0000163	Prai.g_01509	Syak.g_02478
OG0000164	Prai.g_01662	Syak.g_02384
OG0000165	Prai.g_01669	Syak.g_02374
OG0000166	Prai.g_01740	Syak.g_01345
OG0000167	Prai.g_01812	Syak.g_01561
OG0000168	Prai.g_01822	Syak.g_01625
OG0000169	Prai.g_01832	Syak.g_01637
OG0000170	Prai.g_01834	Syak.g_01644
OG0000171	Prai.g_01853	Syak.g_01691
OG0000172	Prai.g_01863	Syak.g_01713
OG0000173	Prai.g_01878	Syak.g_01733
OG0000174	Prai.g_01905	Syak.g_01895
OG0000175	Prai.g_01915	Syak.g_01827
OG0000176	Prai.g_00004	Syak.g_01790
OG0000177	Prai.g_00005	Syak.g_01789
OG0000178	Prai.g_00006	Syak.g_01788
OG0000179	Prai.g_00016	Syak.g_01773
OG0000180	Prai.g_00017	Syak.g_01772
OG0000181	Prai.g_00018	Syak.g_01771
OG0000182	Prai.g_00019	Syak.g_01770
OG0000183	Prai.g_00023	Syak.g_01766
OG0000184	Prai.g_00053	Syak.g_01955
OG0000185	Prai.g_00056	Syak.g_01971
OG0000186	Prai.g_00064	Syak.g_02258
OG0000187	Prai.g_00065	Syak.g_02257
OG0000188	Prai.g_00082	Syak.g_02235
OG0000189	Prai.g_00096	Syak.g_02203
OG0000190	Prai.g_00097	Syak.g_01575
OG0000191	Prai.g_00117	Syak.g_02171
OG0000192	Prai.g_00121	Syak.g_02165
OG0000193	Prai.g_00157	Syak.g_02127
OG0000194	Prai.g_00160	Syak.g_02124
OG0000195	Prai.g_00162	Syak.g_02122
OG0000196	Prai.g_00172	Syak.g_02111
OG0000197	Prai.g_00173	Syak.g_02110
OG0000198	Prai.g_00174	Syak.g_02109
OG0000199	Prai.g_00181	Syak.g_02100
OG0000200	Prai.g_00195	Syak.g_02083
OG0000201	Prai.g_00203	Syak.g_02068
OG0000202	Prai.g_00204	Syak.g_02067
OG0000203	Prai.g_00205	Syak.g_02066
OG0000204	Prai.g_00206	Syak.g_02065
OG0000205	Prai.g_00213	Syak.g_02058
OG0000206	Prai.g_00218	Syak.g_02038
OG0000207	Prai.g_00220	Syak.g_02025
OG0000208	Prai.g_00221	Syak.g_02024
OG0000209	Prai.g_00230	Syak.g_01995
OG0000210	Prai.g_00231	Syak.g_01994
OG0000211	Prai.g_00244	Syak.g_02017, Syak.g_02300
OG0000212	Prai.g_00251	Syak.g_02311
OG0000213	Prai.g_00270	Syak.g_01425
OG0000214	Prai.g_00280	Syak.g_01442
OG0000215	Prai.g_00305	Syak.g_01474
OG0000216	Prai.g_00307	Syak.g_01478
OG0000217	Prai.g_00310	Syak.g_01482
OG0000218	Prai.g_00312	Syak.g_01484
OG0000219	Prai.g_00313	Syak.g_01485
OG0000220	Prai.g_00314	Syak.g_01486
OG0000221	Prai.g_00315	Syak.g_01498
OG0000222	Prai.g_00323	Syak.g_01512
OG0000223	Prai.g_00336	Syak.g_01531
OG0000224	Prai.g_00338	Syak.g_01532
OG0000225	Prai.g_00358	Syak.g_01230
OG0000226	Prai.g_00362	Syak.g_01226
OG0000227	Prai.g_00364	Syak.g_01224
OG0000228	Prai.g_00367	Syak.g_01216
OG0000229	Prai.g_00467	Syak.g_01191
OG0000230	Prai.g_00469	Syak.g_01189
OG0000231	Prai.g_00480	Syak.g_01176
OG0000232	Prai.g_00489	Syak.g_01156
OG0000233	Prai.g_00494	Syak.g_01145
OG0000234	Prai.g_00506	Syak.g_01116
OG0000235	Prai.g_00509	Syak.g_02573
OG0000236	Prai.g_00523	Syak.g_02589
OG0000237	Prai.g_00536	Syak.g_02607
OG0000238	Prai.g_00542	Syak.g_02612
OG0000239	Prai.g_00553	Syak.g_02628
OG0000240	Prai.g_00554	Syak.g_02629
OG0000241	Prai.g_00558	Syak.g_00027
OG0000242	Prai.g_00560	Syak.g_02638
OG0000243	Prai.g_00571	Syak.g_02658
OG0000244	Prai.g_00574	Syak.g_02665
OG0000245	Prai.g_00576	Syak.g_02667
OG0000246	Prai.g_00580	Syak.g_02671
OG0000247	Prai.g_00590	Syak.g_02681
OG0000248	Prai.g_00593	Syak.g_02684
OG0000249	Prai.g_00595	Syak.g_02686
OG0000250	Prai.g_00600	Syak.g_02694
OG0000251	Prai.g_00619	Syak.g_02722
OG0000252	Prai.g_00622	Syak.g_02725
OG0000253	Prai.g_00623	Syak.g_02727
OG0000254	Prai.g_00639	Syak.g_02752
OG0000255	Prai.g_00645	Syak.g_02772
OG0000256	Prai.g_00656	Syak.g_00020
OG0000257	Prai.g_00659	Syak.g_00026
OG0000258	Prai.g_00672	Syak.g_00044
OG0000259	Prai.g_00689	Syak.g_00334
OG0000260	Prai.g_00692	Syak.g_00338
OG0000261	Prai.g_00694	Syak.g_00348
OG0000262	Prai.g_00698	Syak.g_00353
OG0000263	Prai.g_00710	Syak.g_00828
OG0000264	Prai.g_00720	Syak.g_00698
OG0000265	Prai.g_00748	Syak.g_00211
OG0000266	Prai.g_00758	Syak.g_00778
OG0000267	Prai.g_00769	Syak.g_00555
OG0000268	Prai.g_00770	Syak.g_00554
OG0000269	Prai.g_00853	Syak.g_00429
OG0000270	Prai.g_00850	Syak.g_00432
OG0000271	Prai.g_00842	Syak.g_00440
OG0000272	Prai.g_00840, Prai.g_00841	Syak.g_00441
OG0000273	Prai.g_00817	Syak.g_00616
OG0000274	Prai.g_00816	Syak.g_00615
OG0000275	Prai.g_00741, Prai.g_00813	Syak.g_00611
OG0000276	Prai.g_00808	Syak.g_00604
OG0000277	Prai.g_00807	Syak.g_00603
OG0000278	Prai.g_00804	Syak.g_00600
OG0000279	Prai.g_00797	Syak.g_00592
OG0000280	Prai.g_00796	Syak.g_00582
OG0000281	Prai.g_00791	Syak.g_00339
OG0000282	Prai.g_01044	Syak.g_00375
OG0000283	Prai.g_01012	Syak.g_00541
OG0000284	Prai.g_01007	Syak.g_00536
OG0000285	Prai.g_01002	Syak.g_00523
OG0000286	Prai.g_00990	Syak.g_00504
OG0000287	Prai.g_00973	Syak.g_00477
OG0000288	Prai.g_00944	Syak.g_00644
OG0000289	Prai.g_00934	Syak.g_00659
OG0000290	Prai.g_00921	Syak.g_00738
OG0000291	Prai.g_00919	Syak.g_00734, Syak.g_00737
OG0000292	Prai.g_01107	Syak.g_01802
OG0000293	Prai.g_01163	Syak.g_00910
OG0000294	Prai.g_01164	Syak.g_00909
OG0000295	Prai.g_01183	Syak.g_00863
OG0000296	Prai.g_01185	Syak.g_00861
OG0000297	Prai.g_01193	Syak.g_00848
OG0000298	Prai.g_01194	Syak.g_00847
OG0000299	Prai.g_01213	Syak.g_00820
OG0000300	Prai.g_01216	Syak.g_00813
OG0000301	Prai.g_01217	Syak.g_00812
OG0000302	Prai.g_01219	Syak.g_00811
OG0000303	Prai.g_01226	Syak.g_00674
OG0000304	Prai.g_01230	Syak.g_00680
OG0000305	Prai.g_01362	Syak.g_00732
OG0000306	Prai.g_01365	Syak.g_00094
OG0000307	Prai.g_01379	Syak.g_02556
OG0000308	Prai.g_01380	Syak.g_02554
OG0000309	Prai.g_01384	Syak.g_02549
OG0000310	Prai.g_01448	Syak.g_00994
OG0000311	Prai.g_01450	Syak.g_00999
OG0000312	Prai.g_01453	Syak.g_01028
OG0000313	Prai.g_01467	Syak.g_01046
OG0000314	Prai.g_01489	Syak.g_01079
OG0000315	Prai.g_01499	Syak.g_01090
OG0000316	Prai.g_01519	Syak.g_02462
OG0000317	Prai.g_01636	Syak.g_02419
OG0000318	Prai.g_01639	Syak.g_02415
OG0000319	Prai.g_01652	Syak.g_02399
OG0000320	Prai.g_01654	Syak.g_02397
OG0000321	Prai.g_01655	Syak.g_02396
OG0000322	Prai.g_01656	Syak.g_02395
OG0000323	Prai.g_01665	Syak.g_02380
OG0000324	Prai.g_01691	Syak.g_02347
OG0000325	Prai.g_01702	Syak.g_01391
OG0000326	Prai.g_01708	Syak.g_01384
OG0000327	Prai.g_01735	Syak.g_01350
OG0000328	Prai.g_01736	Syak.g_01349
OG0000329	Prai.g_01754	Syak.g_01331
OG0000330	Prai.g_01755	Syak.g_01330
OG0000331	Prai.g_01756	Syak.g_01329
OG0000332	Prai.g_01770	Syak.g_01314
OG0000333	Prai.g_01777	Syak.g_01311
OG0000334	Prai.g_01785	Syak.g_01302
OG0000335	Prai.g_01790	Syak.g_01298
OG0000336	Prai.g_01794	Syak.g_01294
OG0000337	Prai.g_01810	Syak.g_01555
OG0000338	Prai.g_01811	Syak.g_01558
OG0000339	Prai.g_01815	Syak.g_01566
OG0000340	Prai.g_01823	Syak.g_01626
OG0000341	Prai.g_01825	Syak.g_01628
OG0000342	Prai.g_01826	Syak.g_01629
OG0000343	Prai.g_01827	Syak.g_01631
OG0000344	Prai.g_01830	Syak.g_01635
OG0000345	Prai.g_01835	Syak.g_01645
OG0000346	Prai.g_01839	Syak.g_01651
OG0000347	Prai.g_01855	Syak.g_01694
OG0000348	Prai.g_01866	Syak.g_01717
OG0000349	Prai.g_01883	Syak.g_01740
OG0000350	Prai.g_01901	Syak.g_01377
OG0000351	Prai.g_01918	Syak.g_01823
OG0000352	Prai.g_01919	Syak.g_01822
OG0000353	Prai.g_01935	Syak.g_01796
OG0000355	Prai.g_00001	Syak.g_01793
OG0000356	Prai.g_00002	Syak.g_01792
OG0000357	Prai.g_00003	Syak.g_01791
OG0000358	Prai.g_00007	Syak.g_01787
OG0000359	Prai.g_00008	Syak.g_01785
OG0000360	Prai.g_00009	Syak.g_01784
OG0000361	Prai.g_00010	Syak.g_01783
OG0000362	Prai.g_00012	Syak.g_01781
OG0000363	Prai.g_00014	Syak.g_01779
OG0000364	Prai.g_00015	Syak.g_01778
OG0000365	Prai.g_00020	Syak.g_01769
OG0000366	Prai.g_00021	Syak.g_01768
OG0000367	Prai.g_00022	Syak.g_01767
OG0000368	Prai.g_00024	Syak.g_01765
OG0000369	Prai.g_00025	Syak.g_01764
OG0000370	Prai.g_00026	Syak.g_01763
OG0000371	Prai.g_00032	Syak.g_01753
OG0000372	Prai.g_00035	Syak.g_01748
OG0000373	Prai.g_00036	Syak.g_01747
OG0000374	Prai.g_00037	Syak.g_01746
OG0000375	Prai.g_00047	Syak.g_01744
OG0000376	Prai.g_00049	Syak.g_01742
OG0000377	Prai.g_00052	Syak.g_01948
OG0000378	Prai.g_00054	Syak.g_01968
OG0000379	Prai.g_00057	Syak.g_01972
OG0000380	Prai.g_00066	Syak.g_02256
OG0000381	Prai.g_00070	Syak.g_02254
OG0000382	Prai.g_00081	Syak.g_02236
OG0000383	Prai.g_00083	Syak.g_02229
OG0000384	Prai.g_00084	Syak.g_02228
OG0000385	Prai.g_00085	Syak.g_02227
OG0000386	Prai.g_00086	Syak.g_02226
OG0000387	Prai.g_00099	Syak.g_02200
OG0000388	Prai.g_00102	Syak.g_02196
OG0000389	Prai.g_00106	Syak.g_02193, Syak.g_02345
OG0000390	Prai.g_00113	Syak.g_02177
OG0000391	Prai.g_00116	Syak.g_02172
OG0000392	Prai.g_00120	Syak.g_02166
OG0000393	Prai.g_00122	Syak.g_02163
OG0000394	Prai.g_00123	Syak.g_02162
OG0000395	Prai.g_00124	Syak.g_02161
OG0000396	Prai.g_00127	Syak.g_02158
OG0000397	Prai.g_00129	Syak.g_02156
OG0000398	Prai.g_00131	Syak.g_02151
OG0000399	Prai.g_00132	Syak.g_02150
OG0000400	Prai.g_00133	Syak.g_02149
OG0000401	Prai.g_00134	Syak.g_02148
OG0000402	Prai.g_00136	Syak.g_02146
OG0000403	Prai.g_00137	Syak.g_02145
OG0000404	Prai.g_00138	Syak.g_02143
OG0000405	Prai.g_00142	Syak.g_02131
OG0000406	Prai.g_00158	Syak.g_02126
OG0000407	Prai.g_00159	Syak.g_02125
OG0000408	Prai.g_00161	Syak.g_02123
OG0000409	Prai.g_00163	Syak.g_02121
OG0000410	Prai.g_00164	Syak.g_02120
OG0000411	Prai.g_00165	Syak.g_02119
OG0000412	Prai.g_00166	Syak.g_02118
OG0000413	Prai.g_00167	Syak.g_02116
OG0000415	Prai.g_00169	Syak.g_02114
OG0000416	Prai.g_00170	Syak.g_02113
OG0000417	Prai.g_00171	Syak.g_02112
OG0000418	Prai.g_00176	Syak.g_02107
OG0000419	Prai.g_00178	Syak.g_02105
OG0000420	Prai.g_00179	Syak.g_02103
OG0000421	Prai.g_00184	Syak.g_02097
OG0000422	Prai.g_00185	Syak.g_02096
OG0000423	Prai.g_00186	Syak.g_02095
OG0000424	Prai.g_00187	Syak.g_02094
OG0000425	Prai.g_00188	Syak.g_02093
OG0000426	Prai.g_00189	Syak.g_02092
OG0000427	Prai.g_00190	Syak.g_02091
OG0000428	Prai.g_00192	Syak.g_02088
OG0000429	Prai.g_00193	Syak.g_02086
OG0000430	Prai.g_00194	Syak.g_02084
OG0000431	Prai.g_00196	Syak.g_02081
OG0000432	Prai.g_00199	Syak.g_02075
OG0000433	Prai.g_00200	Syak.g_02073
OG0000434	Prai.g_00201	Syak.g_02072
OG0000435	Prai.g_00202	Syak.g_02071
OG0000436	Prai.g_00207	Syak.g_02064
OG0000437	Prai.g_00208	Syak.g_02063
OG0000438	Prai.g_00209	Syak.g_02062
OG0000439	Prai.g_00211	Syak.g_02060
OG0000440	Prai.g_00212	Syak.g_02059
OG0000441	Prai.g_00215	Syak.g_02053
OG0000442	Prai.g_00216	Syak.g_02043
OG0000443	Prai.g_00217	Syak.g_02041
OG0000444	Prai.g_00222	Syak.g_02022
OG0000445	Prai.g_00223	Syak.g_02015
OG0000446	Prai.g_00224	Syak.g_02013
OG0000447	Prai.g_00225	Syak.g_02006
OG0000448	Prai.g_00226	Syak.g_02005
OG0000449	Prai.g_00227	Syak.g_02004
OG0000450	Prai.g_00228	Syak.g_01998
OG0000451	Prai.g_00229	Syak.g_01997
OG0000452	Prai.g_00232	Syak.g_01993
OG0000453	Prai.g_00233	Syak.g_01992
OG0000454	Prai.g_00234	Syak.g_01991
OG0000455	Prai.g_00235	Syak.g_01990
OG0000456	Prai.g_00236	Syak.g_01989
OG0000457	Prai.g_00237	Syak.g_01987
OG0000458	Prai.g_00238	Syak.g_01986
OG0000459	Prai.g_00239	Syak.g_01985
OG0000460	Prai.g_00246	Syak.g_02303
OG0000461	Prai.g_00255	Syak.g_01402
OG0000462	Prai.g_00257	Syak.g_01405
OG0000463	Prai.g_00258	Syak.g_01406
OG0000464	Prai.g_00259	Syak.g_01407
OG0000465	Prai.g_00260	Syak.g_01409
OG0000466	Prai.g_00263	Syak.g_01414
OG0000467	Prai.g_00264	Syak.g_01416
OG0000468	Prai.g_00266	Syak.g_01421
OG0000469	Prai.g_00275	Syak.g_01436
OG0000470	Prai.g_00277	Syak.g_01438
OG0000471	Prai.g_00278	Syak.g_01439
OG0000472	Prai.g_00279	Syak.g_01441
OG0000473	Prai.g_00281	Syak.g_01443
OG0000474	Prai.g_00282	Syak.g_01444
OG0000475	Prai.g_00283	Syak.g_01445
OG0000476	Prai.g_00284	Syak.g_01447
OG0000477	Prai.g_00288	Syak.g_01453
OG0000478	Prai.g_00289	Syak.g_01454
OG0000479	Prai.g_00290	Syak.g_01455
OG0000480	Prai.g_00295	Syak.g_01462
OG0000481	Prai.g_00297	Syak.g_01464
OG0000482	Prai.g_00298	Syak.g_01465
OG0000483	Prai.g_00301	Syak.g_01469
OG0000484	Prai.g_00302	Syak.g_01470
OG0000485	Prai.g_00303	Syak.g_01472
OG0000486	Prai.g_00304	Syak.g_01473
OG0000487	Prai.g_00308	Syak.g_01479
OG0000488	Prai.g_00311	Syak.g_01483
OG0000489	Prai.g_00316	Syak.g_01499
OG0000490	Prai.g_00321	Syak.g_01507
OG0000491	Prai.g_00322	Syak.g_01511
OG0000492	Prai.g_00324	Syak.g_01513
OG0000493	Prai.g_00325	Syak.g_01514
OG0000494	Prai.g_00326	Syak.g_01515
OG0000495	Prai.g_00327	Syak.g_01516
OG0000496	Prai.g_00328	Syak.g_01517
OG0000497	Prai.g_00329	Syak.g_01518
OG0000498	Prai.g_00330	Syak.g_01519
OG0000499	Prai.g_00331	Syak.g_01520
OG0000500	Prai.g_00332	Syak.g_01521
OG0000501	Prai.g_00334	Syak.g_01524
OG0000502	Prai.g_00337	Syak.g_01538
OG0000503	Prai.g_00347	Syak.g_01246
OG0000504	Prai.g_00348	Syak.g_01244
OG0000505	Prai.g_00349	Syak.g_01243
OG0000506	Prai.g_00351	Syak.g_01241
OG0000507	Prai.g_00354	Syak.g_01235
OG0000508	Prai.g_00357	Syak.g_01231
OG0000509	Prai.g_00359	Syak.g_01229
OG0000510	Prai.g_00360	Syak.g_01228
OG0000511	Prai.g_00361	Syak.g_01227
OG0000512	Prai.g_00363	Syak.g_01225
OG0000513	Prai.g_00370	Syak.g_01211
OG0000514	Prai.g_00462	Syak.g_01204
OG0000515	Prai.g_00463	Syak.g_01203
OG0000516	Prai.g_00464	Syak.g_01199
OG0000517	Prai.g_00466	Syak.g_01192
OG0000518	Prai.g_00477	Syak.g_01180
OG0000519	Prai.g_00478	Syak.g_01179
OG0000520	Prai.g_00479	Syak.g_01178
OG0000521	Prai.g_00484	Syak.g_01167
OG0000522	Prai.g_00486	Syak.g_01163
OG0000523	Prai.g_00487	Syak.g_01162
OG0000524	Prai.g_00492	Syak.g_01149
OG0000525	Prai.g_00495	Syak.g_01130
OG0000526	Prai.g_00496	Syak.g_01127
OG0000527	Prai.g_00503	Syak.g_01120
OG0000528	Prai.g_00508	Syak.g_02570
OG0000529	Prai.g_00511	Syak.g_02575
OG0000530	Prai.g_00514	Syak.g_02578
OG0000531	Prai.g_00515	Syak.g_02579
OG0000532	Prai.g_00517	Syak.g_02582
OG0000533	Prai.g_00518	Syak.g_02584
OG0000534	Prai.g_00519	Syak.g_02585
OG0000535	Prai.g_00520	Syak.g_02586
OG0000536	Prai.g_00521	Syak.g_02587
OG0000537	Prai.g_00522	Syak.g_02588
OG0000538	Prai.g_00530	Syak.g_02600
OG0000539	Prai.g_00531	Syak.g_02601
OG0000540	Prai.g_00532	Syak.g_02602
OG0000541	Prai.g_00533	Syak.g_02603
OG0000542	Prai.g_00535	Syak.g_02606
OG0000543	Prai.g_00537	Syak.g_02608
OG0000544	Prai.g_00538	Syak.g_02609
OG0000545	Prai.g_00540	Syak.g_02611
OG0000546	Prai.g_00543	Syak.g_02613
OG0000547	Prai.g_00544	Syak.g_02615
OG0000548	Prai.g_00545	Syak.g_02616
OG0000549	Prai.g_00547	Syak.g_02622
OG0000550	Prai.g_00552	Syak.g_02626
OG0000551	Prai.g_00555	Syak.g_02631
OG0000552	Prai.g_00556	Syak.g_02632
OG0000553	Prai.g_00557	Syak.g_02636
OG0000554	Prai.g_00562	Syak.g_02641
OG0000555	Prai.g_00570	Syak.g_02657
OG0000556	Prai.g_00572	Syak.g_02661
OG0000557	Prai.g_00573	Syak.g_02663
OG0000558	Prai.g_00575	Syak.g_02666
OG0000559	Prai.g_00579	Syak.g_02670
OG0000560	Prai.g_00582	Syak.g_02672
OG0000561	Prai.g_00583	Syak.g_02673
OG0000562	Prai.g_00584	Syak.g_02674
OG0000563	Prai.g_00585	Syak.g_02675
OG0000564	Prai.g_00586	Syak.g_02676
OG0000565	Prai.g_00589	Syak.g_02679
OG0000566	Prai.g_00592	Syak.g_02683
OG0000567	Prai.g_00596	Syak.g_02687
OG0000568	Prai.g_00597	Syak.g_02690
OG0000569	Prai.g_00598	Syak.g_02691
OG0000570	Prai.g_00599	Syak.g_02692
OG0000571	Prai.g_00601	Syak.g_02696
OG0000572	Prai.g_00614	Syak.g_02713
OG0000573	Prai.g_00620	Syak.g_02723
OG0000574	Prai.g_00621	Syak.g_02724
OG0000575	Prai.g_00625	Syak.g_02729
OG0000576	Prai.g_00627	Syak.g_02731
OG0000577	Prai.g_00628	Syak.g_02732
OG0000578	Prai.g_00629	Syak.g_02733
OG0000579	Prai.g_00630	Syak.g_02734
OG0000580	Prai.g_00631	Syak.g_02735
OG0000581	Prai.g_00633	Syak.g_02742
OG0000582	Prai.g_00636	Syak.g_02748
OG0000583	Prai.g_00637	Syak.g_02749
OG0000584	Prai.g_00638	Syak.g_02750
OG0000585	Prai.g_00640	Syak.g_02753
OG0000586	Prai.g_00641	Syak.g_02754
OG0000587	Prai.g_00642	Syak.g_02756
OG0000588	Prai.g_00646	Syak.g_00004
