Orthogroup	Prai	Syab
OG0000030	Prai.g_01848	Syab.g_00096, Syab.g_00095
OG0000034	Prai.g_01345	Syab.g_00900, Syab.g_02560
OG0000035	Prai.g_01463	Syab.g_00776, Syab.g_00778
OG0000037	Prai.g_00109	Syab.g_02060, Syab.g_01241, Syab.g_02280, Syab.g_02205, Syab.g_02504
OG0000038	Prai.g_01890	Syab.g_02759, Syab.g_02761
OG0000039	Prai.g_00715	Syab.g_02791
OG0000041	Prai.g_01684	Syab.g_01086, Syab.g_02804, Syab.g_02333
OG0000042	Prai.g_01845	Syab.g_01019, Syab.g_00099
OG0000043	Prai.g_00910	Syab.g_02802
OG0000045	Prai.g_00384	Syab.g_01787
OG0000045	Prai.g_01274	Syab.g_00871
OG0000047	Prai.g_00343, Prai.g_00424	Syab.g_00876
OG0000048	Prai.g_00387	Syab.g_00308
OG0000053	Prai.g_01483	Syab.g_00746
OG0000054	Prai.g_00634	Syab.g_01932
OG0000055	Prai.g_00866	Syab.g_01255
OG0000057	Prai.g_00727	Syab.g_01200
OG0000059	Prai.g_01725	Syab.g_00397
OG0000061	Prai.g_01171	Syab.g_00969
OG0000062	Prai.g_01540	Syab.g_02234
OG0000063	Prai.g_00033, Prai.g_01261	Syab.g_00040
OG0000065	Prai.g_00107	Syab.g_02500, Syab.g_01768
OG0000066	Prai.g_00567	Syab.g_01516, Syab.g_02031
OG0000067	Prai.g_00848	Syab.g_01659
OG0000068	Prai.g_01370	Syab.g_02087
OG0000070	Prai.g_00481	Syab.g_00614
OG0000071	Prai.g_01335	Syab.g_00915
OG0000072	Prai.g_00182	Syab.g_02593
OG0000073	Prai.g_00529	Syab.g_02119
OG0000075	Prai.g_01814	Syab.g_00202
OG0000076	Prai.g_01838	Syab.g_00113
OG0000077	Prai.g_00078	Syab.g_02446
OG0000078	Prai.g_00250	Syab.g_02366
OG0000079	Prai.g_00265	Syab.g_00340
OG0000081	Prai.g_00559	Syab.g_01793
OG0000082	Prai.g_00613	Syab.g_01971
OG0000084	Prai.g_01459	Syab.g_00781
OG0000085	Prai.g_01631	Syab.g_02243
OG0000086	Prai.g_00088	Syab.g_02468
OG0000087	Prai.g_00139	Syab.g_02551
OG0000088	Prai.g_00177	Syab.g_02586
OG0000089	Prai.g_00368	Syab.g_00551
OG0000090	Prai.g_00561	Syab.g_02041
OG0000091	Prai.g_00671	Syab.g_01866
OG0000093	Prai.g_01021	Syab.g_01582
OG0000094	Prai.g_00937	Syab.g_01306
OG0000095	Prai.g_00918	Syab.g_01210
OG0000097	Prai.g_01214	Syab.g_01051
OG0000098	Prai.g_01353	Syab.g_01553
OG0000099	Prai.g_01393	Syab.g_00230
OG0000100	Prai.g_01536	Syab.g_01694
OG0000101	Prai.g_01782	Syab.g_00446
OG0000102	Prai.g_01843	Syab.g_00104
OG0000103	Prai.g_01923	Syab.g_02895, Syab.g_01296
OG0000104	Prai.g_01932	Syab.g_02910
OG0000105	Prai.g_00286, Prai.g_00287	Syab.g_00303
OG0000106	Prai.g_00383	Syab.g_01817
OG0000107	Prai.g_00397	Syab.g_00367
OG0000108	Prai.g_00510	Syab.g_02096
OG0000109	Prai.g_00524	Syab.g_02112
OG0000110	Prai.g_00603	Syab.g_01984
OG0000111	Prai.g_00728	Syab.g_01201
OG0000112	Prai.g_00882	Syab.g_01392
OG0000113	Prai.g_00825	Syab.g_01689
OG0000114	Prai.g_01046	Syab.g_02656, Syab.g_01633
OG0000115	Prai.g_01119	Syab.g_00748
OG0000116	Prai.g_01162	Syab.g_00945
OG0000117	Prai.g_01273	Syab.g_01018
OG0000118	Prai.g_01347	Syab.g_00897
OG0000120	Prai.g_01443	Syab.g_00229
OG0000121	Prai.g_01465	Syab.g_00772
OG0000123	Prai.g_01789	Syab.g_00454
OG0000124	Prai.g_01854	Syab.g_00088
OG0000125	Prai.g_01892	Syab.g_02763
OG0000126	Prai.g_01931	Syab.g_02908
OG0000128	Prai.g_00011	Syab.g_00012
OG0000129	Prai.g_00051	Syab.g_02749
OG0000130	Prai.g_00069	Syab.g_02434
OG0000131	Prai.g_00156	Syab.g_02564
OG0000132	Prai.g_00175	Syab.g_02584
OG0000133	Prai.g_00335	Syab.g_01387
OG0000134	Prai.g_00369	Syab.g_00554
OG0000135	Prai.g_00393	Syab.g_02815
OG0000136	Prai.g_00472	Syab.g_00588
OG0000137	Prai.g_00505	Syab.g_00697
OG0000138	Prai.g_00525	Syab.g_02113
OG0000139	Prai.g_00565	Syab.g_02035
OG0000140	Prai.g_00566	Syab.g_02033
OG0000141	Prai.g_00635	Syab.g_01931
OG0000142	Prai.g_00664	Syab.g_01524, Syab.g_01873
OG0000143	Prai.g_00668	Syab.g_01870
OG0000144	Prai.g_00681	Syab.g_01757
OG0000145	Prai.g_00883	Syab.g_02120
OG0000146	Prai.g_00881	Syab.g_01393
OG0000147	Prai.g_00880	Syab.g_01394
OG0000148	Prai.g_00831	Syab.g_01682, Syab.g_01683
OG0000149	Prai.g_00800	Syab.g_01720
OG0000150	Prai.g_00792	Syab.g_01930
OG0000151	Prai.g_01036	Syab.g_01612
OG0000152	Prai.g_00989	Syab.g_01383
OG0000153	Prai.g_00970	Syab.g_01343
OG0000154	Prai.g_00943	Syab.g_01317
OG0000155	Prai.g_01191	Syab.g_01009
OG0000156	Prai.g_01323	Syab.g_00933
OG0000157	Prai.g_01324	Syab.g_00932
OG0000158	Prai.g_01392	Syab.g_00161
OG0000160	Prai.g_01464	Syab.g_00774
OG0000161	Prai.g_01470	Syab.g_00766
OG0000162	Prai.g_01476	Syab.g_00755
OG0000163	Prai.g_01509	Syab.g_02173
OG0000164	Prai.g_01662	Syab.g_02307
OG0000165	Prai.g_01669	Syab.g_02316
OG0000166	Prai.g_01740	Syab.g_00407
OG0000167	Prai.g_01812	Syab.g_00205
OG0000168	Prai.g_01822	Syab.g_00136
OG0000169	Prai.g_01832	Syab.g_00125
OG0000170	Prai.g_01834	Syab.g_00118
OG0000171	Prai.g_01853	Syab.g_00089
OG0000172	Prai.g_01863	Syab.g_00080
OG0000173	Prai.g_01878	Syab.g_00061
OG0000174	Prai.g_01905	Syab.g_02819
OG0000175	Prai.g_01915	Syab.g_02876
OG0000176	Prai.g_00004	Syab.g_00004
OG0000177	Prai.g_00005	Syab.g_00005
OG0000178	Prai.g_00006	Syab.g_00006
OG0000179	Prai.g_00016	Syab.g_00022
OG0000180	Prai.g_00017	Syab.g_00023
OG0000181	Prai.g_00018	Syab.g_00024
OG0000182	Prai.g_00019	Syab.g_00025
OG0000183	Prai.g_00023	Syab.g_00029
OG0000184	Prai.g_00053	Syab.g_02738
OG0000185	Prai.g_00056	Syab.g_02715
OG0000186	Prai.g_00064	Syab.g_02430
OG0000187	Prai.g_00065	Syab.g_02431
OG0000188	Prai.g_00082	Syab.g_02454
OG0000189	Prai.g_00096	Syab.g_02487
OG0000190	Prai.g_00097	Syab.g_00190, Syab.g_00139
OG0000191	Prai.g_00117	Syab.g_02522
OG0000192	Prai.g_00121	Syab.g_02528
OG0000193	Prai.g_00157	Syab.g_02565
OG0000194	Prai.g_00160	Syab.g_02568
OG0000195	Prai.g_00162	Syab.g_02570
OG0000196	Prai.g_00172	Syab.g_02581
OG0000197	Prai.g_00173	Syab.g_02582
OG0000198	Prai.g_00174	Syab.g_02583
OG0000199	Prai.g_00181	Syab.g_02591
OG0000200	Prai.g_00195	Syab.g_02611
OG0000201	Prai.g_00203	Syab.g_02628
OG0000202	Prai.g_00204	Syab.g_02629
OG0000203	Prai.g_00205	Syab.g_02630
OG0000204	Prai.g_00206	Syab.g_02631
OG0000205	Prai.g_00213	Syab.g_02638
OG0000206	Prai.g_00218	Syab.g_02674
OG0000207	Prai.g_00220	Syab.g_02677
OG0000208	Prai.g_00221	Syab.g_02678
OG0000209	Prai.g_00230	Syab.g_02698
OG0000210	Prai.g_00231	Syab.g_02699
OG0000211	Prai.g_00244	Syab.g_02374
OG0000212	Prai.g_00251	Syab.g_02365
OG0000213	Prai.g_00270	Syab.g_00332
OG0000214	Prai.g_00280	Syab.g_00312
OG0000215	Prai.g_00305	Syab.g_00281
OG0000216	Prai.g_00307	Syab.g_00277
OG0000217	Prai.g_00310	Syab.g_00273
OG0000218	Prai.g_00312	Syab.g_00271
OG0000219	Prai.g_00313	Syab.g_00270
OG0000220	Prai.g_00314	Syab.g_00269
OG0000221	Prai.g_00315	Syab.g_00257
OG0000222	Prai.g_00323	Syab.g_00244
OG0000223	Prai.g_00336	Syab.g_00226
OG0000224	Prai.g_00338	Syab.g_00223
OG0000225	Prai.g_00358	Syab.g_00538
OG0000226	Prai.g_00362	Syab.g_00542
OG0000227	Prai.g_00364	Syab.g_00544
OG0000228	Prai.g_00367	Syab.g_00550
OG0000229	Prai.g_00467	Syab.g_00583
OG0000230	Prai.g_00469	Syab.g_00585
OG0000231	Prai.g_00480	Syab.g_00613
OG0000232	Prai.g_00489	Syab.g_00631
OG0000233	Prai.g_00494	Syab.g_00645
OG0000234	Prai.g_00506	Syab.g_00699
OG0000235	Prai.g_00509	Syab.g_02095
OG0000236	Prai.g_00523	Syab.g_02111
OG0000237	Prai.g_00536	Syab.g_02129
OG0000238	Prai.g_00542	Syab.g_02134
OG0000239	Prai.g_00553	Syab.g_02151
OG0000240	Prai.g_00554	Syab.g_02152
OG0000241	Prai.g_00558	Syab.g_01884
OG0000242	Prai.g_00560	Syab.g_02043
OG0000243	Prai.g_00571	Syab.g_02025
OG0000244	Prai.g_00574	Syab.g_02017
OG0000245	Prai.g_00576	Syab.g_02015
OG0000246	Prai.g_00580	Syab.g_02011
OG0000247	Prai.g_00590	Syab.g_01999
OG0000248	Prai.g_00593	Syab.g_01996
OG0000249	Prai.g_00595	Syab.g_01994
OG0000250	Prai.g_00600	Syab.g_01988
OG0000251	Prai.g_00619	Syab.g_01961
OG0000252	Prai.g_00622	Syab.g_01958
OG0000253	Prai.g_00623	Syab.g_01956
OG0000254	Prai.g_00639	Syab.g_01925
OG0000255	Prai.g_00645	Syab.g_01912
OG0000256	Prai.g_00656	Syab.g_01890
OG0000257	Prai.g_00659	Syab.g_01885
OG0000258	Prai.g_00672	Syab.g_01861
OG0000259	Prai.g_00689	Syab.g_01538
OG0000260	Prai.g_00692	Syab.g_01544
OG0000261	Prai.g_00694	Syab.g_01556
OG0000262	Prai.g_00698	Syab.g_01561
OG0000263	Prai.g_00710	Syab.g_01035
OG0000264	Prai.g_00720	Syab.g_01173
OG0000265	Prai.g_00748	Syab.g_01773
OG0000266	Prai.g_00758	Syab.g_01667
OG0000267	Prai.g_00769	Syab.g_01433
OG0000268	Prai.g_00770	Syab.g_01432
OG0000269	Prai.g_00853	Syab.g_01650
OG0000270	Prai.g_00850	Syab.g_01657
OG0000271	Prai.g_00842	Syab.g_01279
OG0000272	Prai.g_00840, Prai.g_00841	Syab.g_01280
OG0000273	Prai.g_00817	Syab.g_01699
OG0000274	Prai.g_00816	Syab.g_01700
OG0000275	Prai.g_00741, Prai.g_00813	Syab.g_01704
OG0000276	Prai.g_00808	Syab.g_01712
OG0000277	Prai.g_00807	Syab.g_01713
OG0000278	Prai.g_00804	Syab.g_01716
OG0000279	Prai.g_00797	Syab.g_01724
OG0000280	Prai.g_00796	Syab.g_01736
OG0000281	Prai.g_00791	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546
OG0000282	Prai.g_01044	Syab.g_01631
OG0000283	Prai.g_01012	Syab.g_01418
OG0000284	Prai.g_01007	Syab.g_01413
OG0000285	Prai.g_01002	Syab.g_01402
OG0000286	Prai.g_00990	Syab.g_01384
OG0000287	Prai.g_00973	Syab.g_01350
OG0000288	Prai.g_00944	Syab.g_01318
OG0000289	Prai.g_00934	Syab.g_01303
OG0000290	Prai.g_00921	Syab.g_01213
OG0000291	Prai.g_00919	Syab.g_01211
OG0000292	Prai.g_01107	Syab.g_02907
OG0000293	Prai.g_01163	Syab.g_00946
OG0000294	Prai.g_01164	Syab.g_00947
OG0000295	Prai.g_01183	Syab.g_01001
OG0000296	Prai.g_01185	Syab.g_01003
OG0000297	Prai.g_01193	Syab.g_01016
OG0000298	Prai.g_01194	Syab.g_01017
OG0000299	Prai.g_01213	Syab.g_01047
OG0000300	Prai.g_01216	Syab.g_01054
OG0000301	Prai.g_01217	Syab.g_01055
OG0000302	Prai.g_01219	Syab.g_01056
OG0000303	Prai.g_01226	Syab.g_01149
OG0000304	Prai.g_01230	Syab.g_01143
OG0000305	Prai.g_01362	Syab.g_01208
OG0000306	Prai.g_01365	Syab.g_01819
OG0000307	Prai.g_01379	Syab.g_02078
OG0000308	Prai.g_01380	Syab.g_02076
OG0000309	Prai.g_01384	Syab.g_02071
OG0000310	Prai.g_01448	Syab.g_00817
OG0000311	Prai.g_01450	Syab.g_00811
OG0000312	Prai.g_01453	Syab.g_00793
OG0000313	Prai.g_01467	Syab.g_00769
OG0000314	Prai.g_01489	Syab.g_00736
OG0000315	Prai.g_01499	Syab.g_00726
OG0000316	Prai.g_01519	Syab.g_02189
OG0000317	Prai.g_01636	Syab.g_02251
OG0000318	Prai.g_01639	Syab.g_02257
OG0000319	Prai.g_01652	Syab.g_02291
OG0000320	Prai.g_01654	Syab.g_02293
OG0000321	Prai.g_01655	Syab.g_02294
OG0000322	Prai.g_01656	Syab.g_02295
OG0000323	Prai.g_01665	Syab.g_02310
OG0000324	Prai.g_01691	Syab.g_02341
OG0000325	Prai.g_01702	Syab.g_00368
OG0000326	Prai.g_01708	Syab.g_00375
OG0000327	Prai.g_01735	Syab.g_00402
OG0000328	Prai.g_01736	Syab.g_00403
OG0000329	Prai.g_01754	Syab.g_00420
OG0000330	Prai.g_01755	Syab.g_00421
OG0000331	Prai.g_01756	Syab.g_00422
OG0000332	Prai.g_01770	Syab.g_00437
OG0000333	Prai.g_01777	Syab.g_00440
OG0000334	Prai.g_01785	Syab.g_00450
OG0000335	Prai.g_01790	Syab.g_00455
OG0000336	Prai.g_01794	Syab.g_00459
OG0000337	Prai.g_01810	Syab.g_00210
OG0000338	Prai.g_01811	Syab.g_00207
OG0000339	Prai.g_01815	Syab.g_00201
OG0000340	Prai.g_01823	Syab.g_00135
OG0000341	Prai.g_01825	Syab.g_00157, Syab.g_00133
OG0000342	Prai.g_01826	Syab.g_00132
OG0000343	Prai.g_01827	Syab.g_00131
OG0000344	Prai.g_01830	Syab.g_00127, Syab.g_02424
OG0000345	Prai.g_01835	Syab.g_00117
OG0000346	Prai.g_01839	Syab.g_00112
OG0000347	Prai.g_01855	Syab.g_00087
OG0000348	Prai.g_01866	Syab.g_00076
OG0000349	Prai.g_01883	Syab.g_00054
OG0000350	Prai.g_01901	Syab.g_00382
OG0000351	Prai.g_01918	Syab.g_02879
OG0000352	Prai.g_01919	Syab.g_02880
OG0000353	Prai.g_01935	Syab.g_02913
OG0000355	Prai.g_00001	Syab.g_00001
OG0000356	Prai.g_00002	Syab.g_00002
OG0000357	Prai.g_00003	Syab.g_00003
OG0000358	Prai.g_00007	Syab.g_00007
OG0000359	Prai.g_00008	Syab.g_00009
OG0000360	Prai.g_00009	Syab.g_00010
OG0000361	Prai.g_00010	Syab.g_00011
OG0000362	Prai.g_00012	Syab.g_00013
OG0000363	Prai.g_00014	Syab.g_00015
OG0000364	Prai.g_00015	Syab.g_00016
OG0000365	Prai.g_00020	Syab.g_00026
OG0000366	Prai.g_00021	Syab.g_00027
OG0000367	Prai.g_00022	Syab.g_00028
OG0000368	Prai.g_00024	Syab.g_00030
OG0000369	Prai.g_00025	Syab.g_00031
OG0000370	Prai.g_00026	Syab.g_00032
OG0000371	Prai.g_00032	Syab.g_00711, Syab.g_00039
OG0000372	Prai.g_00035	Syab.g_00045
OG0000373	Prai.g_00036	Syab.g_00046
OG0000374	Prai.g_00037	Syab.g_00047
OG0000375	Prai.g_00047	Syab.g_00050
OG0000376	Prai.g_00049	Syab.g_00052
OG0000377	Prai.g_00052	Syab.g_02748
OG0000378	Prai.g_00054	Syab.g_02717
OG0000379	Prai.g_00057	Syab.g_02714
OG0000380	Prai.g_00066	Syab.g_02432
OG0000381	Prai.g_00070	Syab.g_02435
OG0000382	Prai.g_00081	Syab.g_02453
OG0000383	Prai.g_00083	Syab.g_02459
OG0000384	Prai.g_00084	Syab.g_02460
OG0000385	Prai.g_00085	Syab.g_02461
OG0000386	Prai.g_00086	Syab.g_02462
OG0000387	Prai.g_00099	Syab.g_02491
OG0000388	Prai.g_00102	Syab.g_02495
OG0000389	Prai.g_00106	Syab.g_02499
OG0000390	Prai.g_00113	Syab.g_02516
OG0000391	Prai.g_00116	Syab.g_02521
OG0000392	Prai.g_00120	Syab.g_02527
OG0000393	Prai.g_00122	Syab.g_02530
OG0000394	Prai.g_00123	Syab.g_02531
OG0000395	Prai.g_00124	Syab.g_02532
OG0000396	Prai.g_00127	Syab.g_02535
OG0000397	Prai.g_00129	Syab.g_02537
OG0000398	Prai.g_00131	Syab.g_02542
OG0000399	Prai.g_00132	Syab.g_02543
OG0000400	Prai.g_00133	Syab.g_02544
OG0000401	Prai.g_00134	Syab.g_02545
OG0000402	Prai.g_00136	Syab.g_02547
OG0000403	Prai.g_00137	Syab.g_02548
OG0000404	Prai.g_00138	Syab.g_02550
OG0000405	Prai.g_00142	Syab.g_02562
OG0000406	Prai.g_00158	Syab.g_02566
OG0000407	Prai.g_00159	Syab.g_02567
OG0000408	Prai.g_00161	Syab.g_02569
OG0000409	Prai.g_00163	Syab.g_02571
OG0000410	Prai.g_00164	Syab.g_02572
OG0000411	Prai.g_00165	Syab.g_02573
OG0000412	Prai.g_00166	Syab.g_02574
OG0000413	Prai.g_00167	Syab.g_02576
OG0000414	Prai.g_01288, Prai.g_00168	Syab.g_02577
OG0000415	Prai.g_00169	Syab.g_02578
OG0000416	Prai.g_00170	Syab.g_02579
OG0000417	Prai.g_00171	Syab.g_02580
OG0000418	Prai.g_00176	Syab.g_02585
OG0000419	Prai.g_00178	Syab.g_02587
OG0000420	Prai.g_00179	Syab.g_02589
OG0000421	Prai.g_00184	Syab.g_02595
OG0000422	Prai.g_00185	Syab.g_02596
OG0000423	Prai.g_00186	Syab.g_02597
OG0000424	Prai.g_00187	Syab.g_02598
OG0000425	Prai.g_00188	Syab.g_02599
OG0000426	Prai.g_00189	Syab.g_02600
OG0000427	Prai.g_00190	Syab.g_02601
OG0000428	Prai.g_00192	Syab.g_02604
OG0000429	Prai.g_00193	Syab.g_02608
OG0000430	Prai.g_00194	Syab.g_02610
OG0000431	Prai.g_00196	Syab.g_02613
OG0000432	Prai.g_00199	Syab.g_02619
OG0000433	Prai.g_00200	Syab.g_02622
OG0000434	Prai.g_00201	Syab.g_02623
OG0000435	Prai.g_00202	Syab.g_02625
OG0000436	Prai.g_00207	Syab.g_02632
OG0000437	Prai.g_00208	Syab.g_02633
OG0000438	Prai.g_00209	Syab.g_02634
OG0000439	Prai.g_00211	Syab.g_02636
OG0000440	Prai.g_00212	Syab.g_02637
OG0000441	Prai.g_00215	Syab.g_02641
OG0000442	Prai.g_00216	Syab.g_02642
OG0000443	Prai.g_00217	Syab.g_02668
OG0000444	Prai.g_00222	Syab.g_02681
OG0000445	Prai.g_00223	Syab.g_02682
OG0000446	Prai.g_00224	Syab.g_02684
OG0000447	Prai.g_00225	Syab.g_02687
OG0000448	Prai.g_00226	Syab.g_02688
OG0000449	Prai.g_00227	Syab.g_02689
OG0000450	Prai.g_00228	Syab.g_02695
OG0000451	Prai.g_00229	Syab.g_02696
OG0000452	Prai.g_00232	Syab.g_02701
OG0000453	Prai.g_00233	Syab.g_02702
OG0000454	Prai.g_00234	Syab.g_02703
OG0000455	Prai.g_00235	Syab.g_02704
OG0000456	Prai.g_00236	Syab.g_02705
OG0000457	Prai.g_00237	Syab.g_02707
OG0000458	Prai.g_00238	Syab.g_02708
OG0000459	Prai.g_00239	Syab.g_02709
OG0000460	Prai.g_00246	Syab.g_02372
OG0000461	Prai.g_00255	Syab.g_00356
OG0000462	Prai.g_00257	Syab.g_00352
OG0000463	Prai.g_00258	Syab.g_00351
OG0000464	Prai.g_00259	Syab.g_00350
OG0000465	Prai.g_00260	Syab.g_00349
OG0000466	Prai.g_00263	Syab.g_00343
OG0000467	Prai.g_00264	Syab.g_00341
OG0000468	Prai.g_00266	Syab.g_00336
OG0000469	Prai.g_00275	Syab.g_00318
OG0000470	Prai.g_00277	Syab.g_00316
OG0000471	Prai.g_00278	Syab.g_00315
OG0000472	Prai.g_00279	Syab.g_00313
OG0000473	Prai.g_00281	Syab.g_00311
OG0000474	Prai.g_00282	Syab.g_00310
OG0000475	Prai.g_00283	Syab.g_00309
OG0000476	Prai.g_00284	Syab.g_00307
OG0000477	Prai.g_00288	Syab.g_00301
OG0000478	Prai.g_00289	Syab.g_00300
OG0000479	Prai.g_00290	Syab.g_00299
OG0000480	Prai.g_00295	Syab.g_00292
OG0000481	Prai.g_00297	Syab.g_00290
OG0000482	Prai.g_00298	Syab.g_00289
OG0000483	Prai.g_00301	Syab.g_00285
OG0000484	Prai.g_00302	Syab.g_00284
OG0000485	Prai.g_00303	Syab.g_00283
OG0000486	Prai.g_00304	Syab.g_00282
OG0000487	Prai.g_00308	Syab.g_00276
OG0000488	Prai.g_00311	Syab.g_00272
OG0000489	Prai.g_00316	Syab.g_00256
OG0000490	Prai.g_00321	Syab.g_00247
OG0000491	Prai.g_00322	Syab.g_00245
OG0000492	Prai.g_00324	Syab.g_00243
OG0000493	Prai.g_00325	Syab.g_00242
OG0000494	Prai.g_00326	Syab.g_00241
OG0000495	Prai.g_00327	Syab.g_00240
OG0000496	Prai.g_00328	Syab.g_00239
OG0000497	Prai.g_00329	Syab.g_00238
OG0000498	Prai.g_00330	Syab.g_00237
OG0000499	Prai.g_00331	Syab.g_00236
OG0000500	Prai.g_00332	Syab.g_00235
OG0000501	Prai.g_00334	Syab.g_00232
OG0000502	Prai.g_00337	Syab.g_00224
OG0000503	Prai.g_00347	Syab.g_00523
OG0000504	Prai.g_00348	Syab.g_00525
OG0000505	Prai.g_00349	Syab.g_00526
OG0000506	Prai.g_00351	Syab.g_00528
OG0000507	Prai.g_00354	Syab.g_00533
OG0000508	Prai.g_00357	Syab.g_00537
OG0000509	Prai.g_00359	Syab.g_00539
OG0000510	Prai.g_00360	Syab.g_00540
OG0000511	Prai.g_00361	Syab.g_00541
OG0000512	Prai.g_00363	Syab.g_00543
OG0000513	Prai.g_00370	Syab.g_00555
OG0000514	Prai.g_00462	Syab.g_00566
OG0000515	Prai.g_00463	Syab.g_00567
OG0000516	Prai.g_00464	Syab.g_00575
OG0000517	Prai.g_00466	Syab.g_00582
OG0000518	Prai.g_00477	Syab.g_00594
OG0000519	Prai.g_00478	Syab.g_00610
OG0000520	Prai.g_00479	Syab.g_00611
OG0000521	Prai.g_00484	Syab.g_00624
OG0000522	Prai.g_00486	Syab.g_00626
OG0000523	Prai.g_00487	Syab.g_00627
OG0000524	Prai.g_00492	Syab.g_00640
OG0000525	Prai.g_00495	Syab.g_00671
OG0000526	Prai.g_00496	Syab.g_00689
OG0000527	Prai.g_00503	Syab.g_00695
OG0000528	Prai.g_00508	Syab.g_02092
OG0000529	Prai.g_00511	Syab.g_02097
OG0000530	Prai.g_00514	Syab.g_02100
OG0000531	Prai.g_00515	Syab.g_02101
OG0000532	Prai.g_00517	Syab.g_02104
OG0000533	Prai.g_00518	Syab.g_02106
OG0000534	Prai.g_00519	Syab.g_02107
OG0000535	Prai.g_00520	Syab.g_02108
OG0000536	Prai.g_00521	Syab.g_02109
OG0000537	Prai.g_00522	Syab.g_02110
OG0000538	Prai.g_00530	Syab.g_02122
OG0000539	Prai.g_00531	Syab.g_02123
OG0000540	Prai.g_00532	Syab.g_02124
OG0000541	Prai.g_00533	Syab.g_02125
OG0000542	Prai.g_00535	Syab.g_02128
OG0000543	Prai.g_00537	Syab.g_02130
OG0000544	Prai.g_00538	Syab.g_02131
OG0000545	Prai.g_00540	Syab.g_02133
OG0000546	Prai.g_00543	Syab.g_02135
OG0000547	Prai.g_00544	Syab.g_02137
OG0000548	Prai.g_00545	Syab.g_02138
OG0000549	Prai.g_00547	Syab.g_02144
OG0000550	Prai.g_00552	Syab.g_02149
OG0000551	Prai.g_00555	Syab.g_02153
OG0000552	Prai.g_00556	Syab.g_02154
OG0000553	Prai.g_00557	Syab.g_02046
OG0000554	Prai.g_00562	Syab.g_02040
OG0000555	Prai.g_00570	Syab.g_02026
OG0000556	Prai.g_00572	Syab.g_02022
OG0000557	Prai.g_00573	Syab.g_02019
OG0000558	Prai.g_00575	Syab.g_02016
OG0000559	Prai.g_00579	Syab.g_02012
OG0000560	Prai.g_00582	Syab.g_02009
OG0000561	Prai.g_00583	Syab.g_02008
OG0000562	Prai.g_00584	Syab.g_02007
OG0000563	Prai.g_00585	Syab.g_02006
OG0000564	Prai.g_00586	Syab.g_02005
OG0000565	Prai.g_00589	Syab.g_02001
OG0000566	Prai.g_00592	Syab.g_01997
OG0000567	Prai.g_00596	Syab.g_01993
OG0000568	Prai.g_00597	Syab.g_01991
OG0000569	Prai.g_00598	Syab.g_01990
OG0000570	Prai.g_00599	Syab.g_01989
OG0000571	Prai.g_00601	Syab.g_01986
OG0000572	Prai.g_00614	Syab.g_01969
OG0000573	Prai.g_00620	Syab.g_01960
OG0000574	Prai.g_00621	Syab.g_01959
OG0000575	Prai.g_00625	Syab.g_01954
OG0000576	Prai.g_00627	Syab.g_01952
OG0000577	Prai.g_00628	Syab.g_01951
OG0000578	Prai.g_00629	Syab.g_01950
OG0000579	Prai.g_00630	Syab.g_01949
OG0000580	Prai.g_00631	Syab.g_01948
OG0000581	Prai.g_00633	Syab.g_01934
OG0000582	Prai.g_00636	Syab.g_01929
OG0000583	Prai.g_00637	Syab.g_01928
