Orthogroup	Prai	Syai
OG0000190	Prai.g_00097	Syai.g_02532
OG0000191	Prai.g_00117	Syai.g_02562
OG0000192	Prai.g_00121	Syai.g_02569
OG0000193	Prai.g_00157	Syai.g_02609
OG0000194	Prai.g_00160	Syai.g_02612
OG0000195	Prai.g_00162	Syai.g_02614
OG0000196	Prai.g_00172	Syai.g_02625
OG0000197	Prai.g_00173	Syai.g_02626
OG0000198	Prai.g_00174	Syai.g_02627
OG0000199	Prai.g_00181	Syai.g_02635
OG0000200	Prai.g_00195	Syai.g_02651
OG0000201	Prai.g_00203	Syai.g_02667
OG0000202	Prai.g_00204	Syai.g_02668
OG0000203	Prai.g_00205	Syai.g_02669
OG0000204	Prai.g_00206	Syai.g_02670
OG0000205	Prai.g_00213	Syai.g_02677
OG0000206	Prai.g_00218	Syai.g_02684
OG0000207	Prai.g_00220	Syai.g_02686
OG0000208	Prai.g_00221	Syai.g_02687
OG0000209	Prai.g_00230	Syai.g_02699
OG0000210	Prai.g_00231	Syai.g_02700
OG0000211	Prai.g_00244	Syai.g_00533
OG0000212	Prai.g_00251	Syai.g_00544
OG0000213	Prai.g_00270	Syai.g_00292
OG0000214	Prai.g_00280	Syai.g_00276
OG0000215	Prai.g_00305	Syai.g_00245
OG0000216	Prai.g_00307	Syai.g_00241
OG0000217	Prai.g_00310	Syai.g_00237
OG0000218	Prai.g_00312	Syai.g_00235
OG0000219	Prai.g_00313	Syai.g_00234
OG0000220	Prai.g_00314	Syai.g_00233
OG0000221	Prai.g_00315	Syai.g_00227
OG0000222	Prai.g_00323	Syai.g_00215
OG0000223	Prai.g_00336	Syai.g_00194
OG0000224	Prai.g_00338	Syai.g_00186
OG0000225	Prai.g_00358	Syai.g_00502
OG0000226	Prai.g_00362	Syai.g_00506
OG0000227	Prai.g_00364	Syai.g_00508
OG0000228	Prai.g_00367	Syai.g_00516
OG0000229	Prai.g_00467	Syai.g_02228
OG0000230	Prai.g_00469	Syai.g_02226
OG0000231	Prai.g_00480	Syai.g_02208
OG0000232	Prai.g_00489	Syai.g_00846
OG0000233	Prai.g_00494	Syai.g_00855
OG0000234	Prai.g_00506	Syai.g_00866
OG0000235	Prai.g_00509	Syai.g_00637
OG0000236	Prai.g_00523	Syai.g_00652
OG0000237	Prai.g_00536	Syai.g_00669
OG0000238	Prai.g_00542	Syai.g_00674
OG0000239	Prai.g_00553	Syai.g_00691
OG0000240	Prai.g_00554	Syai.g_00692
OG0000241	Prai.g_00558	Syai.g_01085, Syai.g_01089
OG0000242	Prai.g_00560	Syai.g_00705
OG0000243	Prai.g_00571	Syai.g_00726
OG0000244	Prai.g_00574	Syai.g_00731
OG0000245	Prai.g_00576	Syai.g_00733
OG0000246	Prai.g_00580	Syai.g_00737
OG0000247	Prai.g_00590	Syai.g_00748
OG0000248	Prai.g_00593	Syai.g_00751
OG0000249	Prai.g_00595	Syai.g_00753
OG0000250	Prai.g_00600	Syai.g_00762
OG0000251	Prai.g_00619	Syai.g_00789
OG0000252	Prai.g_00622	Syai.g_00797
OG0000253	Prai.g_00623	Syai.g_00798
OG0000254	Prai.g_00639	Syai.g_01045
OG0000255	Prai.g_00645	Syai.g_01061
OG0000256	Prai.g_00656	Syai.g_01077
OG0000257	Prai.g_00659	Syai.g_01084
OG0000258	Prai.g_00672	Syai.g_01113
OG0000259	Prai.g_00689	Syai.g_01229
OG0000260	Prai.g_00692	Syai.g_01232
OG0000261	Prai.g_00694	Syai.g_01235
OG0000262	Prai.g_00698	Syai.g_01240
OG0000263	Prai.g_00710	Syai.g_01776
OG0000264	Prai.g_00720	Syai.g_01962
OG0000265	Prai.g_00748	Syai.g_02245
OG0000266	Prai.g_00758	Syai.g_01401
OG0000267	Prai.g_00769	Syai.g_01569
OG0000268	Prai.g_00770	Syai.g_01568
OG0000269	Prai.g_00853	Syai.g_01316
OG0000270	Prai.g_00850	Syai.g_01319
OG0000271	Prai.g_00842	Syai.g_01327
OG0000272	Prai.g_00840, Prai.g_00841	Syai.g_01328
OG0000273	Prai.g_00817	Syai.g_02037
OG0000274	Prai.g_00816	Syai.g_02038
OG0000275	Prai.g_00741, Prai.g_00813	Syai.g_02043
OG0000276	Prai.g_00808	Syai.g_02051
OG0000277	Prai.g_00807	Syai.g_02052
OG0000278	Prai.g_00804	Syai.g_02055
OG0000279	Prai.g_00797	Syai.g_02063
OG0000280	Prai.g_00796	Syai.g_02084
OG0000281	Prai.g_00791	Syai.g_01719
OG0000282	Prai.g_01044	Syai.g_01263
OG0000283	Prai.g_01012	Syai.g_01554
OG0000284	Prai.g_01007	Syai.g_01548
OG0000285	Prai.g_01002	Syai.g_01522
OG0000286	Prai.g_00990	Syai.g_01504
OG0000287	Prai.g_00973	Syai.g_01469
OG0000288	Prai.g_00944	Syai.g_01435
OG0000289	Prai.g_00934	Syai.g_01421
OG0000290	Prai.g_00921	Syai.g_02010
OG0000291	Prai.g_00919	Syai.g_02008
OG0000292	Prai.g_01107	Syai.g_02926
OG0000293	Prai.g_01163	Syai.g_02155
OG0000294	Prai.g_01164	Syai.g_02154
OG0000295	Prai.g_01183	Syai.g_02117
OG0000296	Prai.g_01185	Syai.g_02115
OG0000297	Prai.g_01193	Syai.g_01754
OG0000298	Prai.g_01194	Syai.g_01755
OG0000299	Prai.g_01213	Syai.g_01783
OG0000300	Prai.g_01216	Syai.g_01790
OG0000301	Prai.g_01217	Syai.g_01791
OG0000302	Prai.g_01219	Syai.g_01793
OG0000303	Prai.g_01226	Syai.g_01802
OG0000304	Prai.g_01230	Syai.g_01826
OG0000305	Prai.g_01362	Syai.g_02005
OG0000306	Prai.g_01365	Syai.g_02090
OG0000307	Prai.g_01379	Syai.g_00619
OG0000308	Prai.g_01380	Syai.g_00617
OG0000309	Prai.g_01384	Syai.g_00612
OG0000310	Prai.g_01448	Syai.g_00989
OG0000311	Prai.g_01450	Syai.g_00985
OG0000312	Prai.g_01453	Syai.g_00966
OG0000313	Prai.g_01467	Syai.g_00949
OG0000314	Prai.g_01489	Syai.g_00908
OG0000315	Prai.g_01499	Syai.g_00897
OG0000316	Prai.g_01519	Syai.g_02320, Syai.g_02322
OG0000317	Prai.g_01636	Syai.g_02373
OG0000318	Prai.g_01639	Syai.g_02379
OG0000319	Prai.g_01652	Syai.g_02395
OG0000320	Prai.g_01654	Syai.g_02397
OG0000321	Prai.g_01655	Syai.g_02398
OG0000322	Prai.g_01656	Syai.g_02399
OG0000323	Prai.g_01665	Syai.g_02413
OG0000324	Prai.g_01691	Syai.g_02272
OG0000325	Prai.g_01702	Syai.g_00320
OG0000326	Prai.g_01708	Syai.g_00327
OG0000327	Prai.g_01735	Syai.g_00359
OG0000328	Prai.g_01736	Syai.g_00360
OG0000329	Prai.g_01754	Syai.g_00378
OG0000330	Prai.g_01755	Syai.g_00379
OG0000331	Prai.g_01756	Syai.g_00380
OG0000332	Prai.g_01770	Syai.g_00395
OG0000333	Prai.g_01777	Syai.g_00398
OG0000334	Prai.g_01785	Syai.g_00407
OG0000335	Prai.g_01790	Syai.g_00412
OG0000336	Prai.g_01794	Syai.g_00416
OG0000337	Prai.g_01810	Syai.g_00169
OG0000338	Prai.g_01811	Syai.g_00166
OG0000339	Prai.g_01815	Syai.g_00160
OG0000340	Prai.g_01823	Syai.g_00133
OG0000341	Prai.g_01825	Syai.g_00131
OG0000342	Prai.g_01826	Syai.g_00130
OG0000343	Prai.g_01827	Syai.g_00129
OG0000344	Prai.g_01830	Syai.g_00125
OG0000345	Prai.g_01835	Syai.g_00115
OG0000346	Prai.g_01839	Syai.g_00110
OG0000347	Prai.g_01855	Syai.g_00087
OG0000348	Prai.g_01866	Syai.g_00076
OG0000349	Prai.g_01883	Syai.g_00057
OG0000350	Prai.g_01901	Syai.g_00334
OG0000351	Prai.g_01918	Syai.g_02904
OG0000352	Prai.g_01919	Syai.g_02905
OG0000353	Prai.g_01935	Syai.g_02932
OG0000355	Prai.g_00001	Syai.g_00001
OG0000356	Prai.g_00002	Syai.g_00002
OG0000357	Prai.g_00003	Syai.g_00003
OG0000358	Prai.g_00007	Syai.g_00007
OG0000359	Prai.g_00008	Syai.g_00009
OG0000360	Prai.g_00009	Syai.g_00010
OG0000361	Prai.g_00010	Syai.g_00011
OG0000362	Prai.g_00012	Syai.g_00013
OG0000363	Prai.g_00014	Syai.g_00015
OG0000364	Prai.g_00015	Syai.g_00016
OG0000365	Prai.g_00020	Syai.g_00027
OG0000366	Prai.g_00021	Syai.g_00028
OG0000367	Prai.g_00022	Syai.g_00029
OG0000368	Prai.g_00024	Syai.g_00031
OG0000369	Prai.g_00025	Syai.g_00032
OG0000370	Prai.g_00026	Syai.g_00033
OG0000371	Prai.g_00032	Syai.g_00041
OG0000372	Prai.g_00035	Syai.g_00047
OG0000373	Prai.g_00036	Syai.g_00048
OG0000374	Prai.g_00037	Syai.g_00049
OG0000375	Prai.g_00047	Syai.g_00053
OG0000376	Prai.g_00049	Syai.g_00055
OG0000377	Prai.g_00052	Syai.g_02769
OG0000378	Prai.g_00054	Syai.g_02751
OG0000379	Prai.g_00057	Syai.g_02733
OG0000380	Prai.g_00066	Syai.g_02472
OG0000381	Prai.g_00070	Syai.g_02475
OG0000382	Prai.g_00081	Syai.g_02493
OG0000383	Prai.g_00083	Syai.g_02498
OG0000384	Prai.g_00084	Syai.g_02499
OG0000385	Prai.g_00085	Syai.g_02500
OG0000386	Prai.g_00086	Syai.g_02501
OG0000387	Prai.g_00099	Syai.g_02534
OG0000388	Prai.g_00102	Syai.g_02538
OG0000389	Prai.g_00106	Syai.g_02542
OG0000390	Prai.g_00113	Syai.g_02556
OG0000391	Prai.g_00116	Syai.g_02561
OG0000392	Prai.g_00120	Syai.g_02568
OG0000393	Prai.g_00122	Syai.g_02570
OG0000394	Prai.g_00123	Syai.g_02571
OG0000395	Prai.g_00124	Syai.g_02572
OG0000396	Prai.g_00127	Syai.g_02575
OG0000397	Prai.g_00129	Syai.g_02577
OG0000398	Prai.g_00131	Syai.g_02582
OG0000399	Prai.g_00132	Syai.g_02583
OG0000400	Prai.g_00133	Syai.g_02584
OG0000401	Prai.g_00134	Syai.g_02585
OG0000402	Prai.g_00136	Syai.g_02588
OG0000403	Prai.g_00137	Syai.g_02589
OG0000404	Prai.g_00138	Syai.g_02590
OG0000405	Prai.g_00142	Syai.g_02606
OG0000406	Prai.g_00158	Syai.g_02610
OG0000407	Prai.g_00159	Syai.g_02611
OG0000408	Prai.g_00161	Syai.g_02613
OG0000409	Prai.g_00163	Syai.g_02615
OG0000410	Prai.g_00164	Syai.g_02616
OG0000411	Prai.g_00165	Syai.g_02617
OG0000412	Prai.g_00166	Syai.g_02618
OG0000413	Prai.g_00167	Syai.g_02620
OG0000414	Prai.g_01288, Prai.g_00168	Syai.g_02621
OG0000415	Prai.g_00169	Syai.g_02622
OG0000416	Prai.g_00170	Syai.g_02623
OG0000417	Prai.g_00171	Syai.g_02624
OG0000418	Prai.g_00176	Syai.g_02629
OG0000419	Prai.g_00178	Syai.g_02631
OG0000420	Prai.g_00179	Syai.g_02633
OG0000421	Prai.g_00184	Syai.g_02638
OG0000422	Prai.g_00185	Syai.g_02639
OG0000423	Prai.g_00186	Syai.g_02640
OG0000424	Prai.g_00187	Syai.g_02641
OG0000425	Prai.g_00188	Syai.g_02642
OG0000426	Prai.g_00189	Syai.g_02643
OG0000427	Prai.g_00190	Syai.g_02644
OG0000428	Prai.g_00192	Syai.g_02647
OG0000429	Prai.g_00193	Syai.g_02649
OG0000430	Prai.g_00194	Syai.g_02650
OG0000431	Prai.g_00196	Syai.g_02654
OG0000432	Prai.g_00199	Syai.g_02660
OG0000433	Prai.g_00200	Syai.g_02662
OG0000434	Prai.g_00201	Syai.g_02663
OG0000435	Prai.g_00202	Syai.g_02666
OG0000436	Prai.g_00207	Syai.g_02671
OG0000437	Prai.g_00208	Syai.g_02672
OG0000438	Prai.g_00209	Syai.g_02673
OG0000439	Prai.g_00211	Syai.g_02675
OG0000440	Prai.g_00212	Syai.g_02676
OG0000441	Prai.g_00215	Syai.g_02681
OG0000442	Prai.g_00216	Syai.g_02682
OG0000443	Prai.g_00217	Syai.g_02683
OG0000444	Prai.g_00222	Syai.g_02688
OG0000445	Prai.g_00223	Syai.g_02689
OG0000446	Prai.g_00224	Syai.g_02690
OG0000447	Prai.g_00225	Syai.g_02693
OG0000448	Prai.g_00226	Syai.g_02694
OG0000449	Prai.g_00227	Syai.g_02695
OG0000450	Prai.g_00228	Syai.g_02696
OG0000451	Prai.g_00229	Syai.g_02697
OG0000452	Prai.g_00232	Syai.g_02701
OG0000453	Prai.g_00233	Syai.g_02702
OG0000454	Prai.g_00234	Syai.g_02703
OG0000455	Prai.g_00235	Syai.g_02704
OG0000456	Prai.g_00236	Syai.g_02705
OG0000457	Prai.g_00237	Syai.g_02707
OG0000458	Prai.g_00238	Syai.g_02708
OG0000459	Prai.g_00239	Syai.g_02709
OG0000460	Prai.g_00246	Syai.g_00535
OG0000461	Prai.g_00255	Syai.g_00314
OG0000462	Prai.g_00257	Syai.g_00311
OG0000463	Prai.g_00258	Syai.g_00310
OG0000464	Prai.g_00259	Syai.g_00309
OG0000465	Prai.g_00260	Syai.g_00307
OG0000466	Prai.g_00263	Syai.g_00303
OG0000467	Prai.g_00264	Syai.g_00301
OG0000468	Prai.g_00266	Syai.g_00296
OG0000469	Prai.g_00275	Syai.g_00282
OG0000470	Prai.g_00277	Syai.g_00280
OG0000471	Prai.g_00278	Syai.g_00279
OG0000472	Prai.g_00279	Syai.g_00277
OG0000473	Prai.g_00281	Syai.g_00275
OG0000474	Prai.g_00282	Syai.g_00274
OG0000475	Prai.g_00283	Syai.g_00273
OG0000476	Prai.g_00284	Syai.g_00271
OG0000477	Prai.g_00288	Syai.g_00265
OG0000478	Prai.g_00289	Syai.g_00264
OG0000479	Prai.g_00290	Syai.g_00263
OG0000480	Prai.g_00295	Syai.g_00256
OG0000481	Prai.g_00297	Syai.g_00254
OG0000482	Prai.g_00298	Syai.g_00253
OG0000483	Prai.g_00301	Syai.g_00249
OG0000484	Prai.g_00302	Syai.g_00248
OG0000485	Prai.g_00303	Syai.g_00247
OG0000486	Prai.g_00304	Syai.g_00246
OG0000487	Prai.g_00308	Syai.g_00240
OG0000488	Prai.g_00311	Syai.g_00236
OG0000489	Prai.g_00316	Syai.g_00226
OG0000490	Prai.g_00321	Syai.g_00218
OG0000491	Prai.g_00322	Syai.g_00217
OG0000492	Prai.g_00324	Syai.g_00214
OG0000493	Prai.g_00325	Syai.g_00213
OG0000494	Prai.g_00326	Syai.g_00212
OG0000495	Prai.g_00327	Syai.g_00211
OG0000496	Prai.g_00328	Syai.g_00210
OG0000497	Prai.g_00329	Syai.g_00209
OG0000498	Prai.g_00330	Syai.g_00208
OG0000499	Prai.g_00331	Syai.g_00207
OG0000500	Prai.g_00332	Syai.g_00206
OG0000501	Prai.g_00334	Syai.g_00203
OG0000502	Prai.g_00337	Syai.g_00192
OG0000503	Prai.g_00347	Syai.g_00486
OG0000504	Prai.g_00348	Syai.g_00488
OG0000505	Prai.g_00349	Syai.g_00489
OG0000506	Prai.g_00351	Syai.g_00491
OG0000507	Prai.g_00354	Syai.g_00497
OG0000508	Prai.g_00357	Syai.g_00501
OG0000509	Prai.g_00359	Syai.g_00503
OG0000510	Prai.g_00360	Syai.g_00504
OG0000511	Prai.g_00361	Syai.g_00505
OG0000512	Prai.g_00363	Syai.g_00507
OG0000513	Prai.g_00370	Syai.g_00521
OG0000514	Prai.g_00462	Syai.g_00528
OG0000515	Prai.g_00463	Syai.g_00529
OG0000516	Prai.g_00464	Syai.g_02223
OG0000517	Prai.g_00466	Syai.g_02229
OG0000518	Prai.g_00477	Syai.g_02211
OG0000519	Prai.g_00478	Syai.g_02210
OG0000520	Prai.g_00479	Syai.g_02209
OG0000521	Prai.g_00484	Syai.g_00842
OG0000522	Prai.g_00486	Syai.g_00844
OG0000523	Prai.g_00487	Syai.g_00845
OG0000524	Prai.g_00492	Syai.g_00852
OG0000525	Prai.g_00495	Syai.g_00856
OG0000526	Prai.g_00496	Syai.g_00859
OG0000527	Prai.g_00503	Syai.g_00863
OG0000528	Prai.g_00508	Syai.g_00633
OG0000529	Prai.g_00511	Syai.g_00639
OG0000530	Prai.g_00514	Syai.g_00642
OG0000531	Prai.g_00515	Syai.g_00643
OG0000532	Prai.g_00517	Syai.g_00646
OG0000533	Prai.g_00518	Syai.g_00647
OG0000534	Prai.g_00519	Syai.g_00648
OG0000535	Prai.g_00520	Syai.g_00649
OG0000536	Prai.g_00521	Syai.g_00650
OG0000537	Prai.g_00522	Syai.g_00651
OG0000538	Prai.g_00530	Syai.g_00662
OG0000539	Prai.g_00531	Syai.g_00663
OG0000540	Prai.g_00532	Syai.g_00664
OG0000541	Prai.g_00533	Syai.g_00665
OG0000542	Prai.g_00535	Syai.g_00668
OG0000543	Prai.g_00537	Syai.g_00670
OG0000544	Prai.g_00538	Syai.g_00671
OG0000545	Prai.g_00540	Syai.g_00673
OG0000546	Prai.g_00543	Syai.g_00675
OG0000547	Prai.g_00544	Syai.g_00677
OG0000548	Prai.g_00545	Syai.g_00678
OG0000549	Prai.g_00547	Syai.g_00684
OG0000550	Prai.g_00552	Syai.g_00689
OG0000551	Prai.g_00555	Syai.g_00694
OG0000552	Prai.g_00556	Syai.g_00695
OG0000553	Prai.g_00557	Syai.g_00698
OG0000554	Prai.g_00562	Syai.g_00708
OG0000555	Prai.g_00570	Syai.g_00725
OG0000556	Prai.g_00572	Syai.g_00728
OG0000557	Prai.g_00573	Syai.g_00730
OG0000558	Prai.g_00575	Syai.g_00732
OG0000559	Prai.g_00579	Syai.g_00736
OG0000560	Prai.g_00582	Syai.g_00739
OG0000561	Prai.g_00583	Syai.g_00740
OG0000562	Prai.g_00584	Syai.g_00741
OG0000563	Prai.g_00585	Syai.g_00742
OG0000564	Prai.g_00586	Syai.g_00743
OG0000565	Prai.g_00589	Syai.g_00746
OG0000566	Prai.g_00592	Syai.g_00750
OG0000567	Prai.g_00596	Syai.g_00754
OG0000568	Prai.g_00597	Syai.g_00758
OG0000569	Prai.g_00598	Syai.g_00759
OG0000570	Prai.g_00599	Syai.g_00760
OG0000571	Prai.g_00601	Syai.g_00764
OG0000572	Prai.g_00614	Syai.g_00782
OG0000573	Prai.g_00620	Syai.g_00790
OG0000574	Prai.g_00621	Syai.g_00796
OG0000575	Prai.g_00625	Syai.g_00800
OG0000576	Prai.g_00627	Syai.g_00802
OG0000577	Prai.g_00628	Syai.g_00803
OG0000578	Prai.g_00629	Syai.g_00804
OG0000579	Prai.g_00630	Syai.g_00805
OG0000580	Prai.g_00631	Syai.g_00806
OG0000581	Prai.g_00633	Syai.g_00812
OG0000582	Prai.g_00636	Syai.g_01042
