Orthogroup	Prai	Syam
OG0000195	Prai.g_00162	Syam.g_02197
OG0000196	Prai.g_00172	Syam.g_02208
OG0000197	Prai.g_00173	Syam.g_02209
OG0000198	Prai.g_00174	Syam.g_02210
OG0000199	Prai.g_00181	Syam.g_02218
OG0000200	Prai.g_00195	Syam.g_02234
OG0000201	Prai.g_00203	Syam.g_02248
OG0000202	Prai.g_00204	Syam.g_02249
OG0000203	Prai.g_00205	Syam.g_02250
OG0000204	Prai.g_00206	Syam.g_02251
OG0000205	Prai.g_00213	Syam.g_02258
OG0000206	Prai.g_00218	Syam.g_02264
OG0000207	Prai.g_00220	Syam.g_02266
OG0000208	Prai.g_00221	Syam.g_02267
OG0000209	Prai.g_00230	Syam.g_02278
OG0000210	Prai.g_00231	Syam.g_02279
OG0000211	Prai.g_00244	Syam.g_00504
OG0000212	Prai.g_00251	Syam.g_00515
OG0000213	Prai.g_00270	Syam.g_00263
OG0000214	Prai.g_00280	Syam.g_00247
OG0000215	Prai.g_00305	Syam.g_00216
OG0000216	Prai.g_00307	Syam.g_00212
OG0000217	Prai.g_00310	Syam.g_00208
OG0000218	Prai.g_00312	Syam.g_00206
OG0000219	Prai.g_00313	Syam.g_00205
OG0000220	Prai.g_00314	Syam.g_00204
OG0000221	Prai.g_00315	Syam.g_00198
OG0000222	Prai.g_00323	Syam.g_00186
OG0000223	Prai.g_00336	Syam.g_00168
OG0000224	Prai.g_00338	Syam.g_00164
OG0000225	Prai.g_00358	Syam.g_00473
OG0000226	Prai.g_00362	Syam.g_00477
OG0000227	Prai.g_00364	Syam.g_00479
OG0000228	Prai.g_00367	Syam.g_00488
OG0000229	Prai.g_00467	Syam.g_01867
OG0000230	Prai.g_00469	Syam.g_01865
OG0000231	Prai.g_00480	Syam.g_01848
OG0000232	Prai.g_00489	Syam.g_01692
OG0000233	Prai.g_00494	Syam.g_01678
OG0000234	Prai.g_00506	Syam.g_01667
OG0000235	Prai.g_00509	Syam.g_00582
OG0000236	Prai.g_00523	Syam.g_00597
OG0000237	Prai.g_00536	Syam.g_00614
OG0000238	Prai.g_00542	Syam.g_00619
OG0000239	Prai.g_00553	Syam.g_00637
OG0000240	Prai.g_00554	Syam.g_00638
OG0000241	Prai.g_00558	Syam.g_01477
OG0000242	Prai.g_00560	Syam.g_00649
OG0000243	Prai.g_00571	Syam.g_00668
OG0000244	Prai.g_00574	Syam.g_00674
OG0000245	Prai.g_00576	Syam.g_00676
OG0000246	Prai.g_00580	Syam.g_00680
OG0000247	Prai.g_00590	Syam.g_00692
OG0000248	Prai.g_00593	Syam.g_00695
OG0000249	Prai.g_00595	Syam.g_00697
OG0000250	Prai.g_00600	Syam.g_01747
OG0000251	Prai.g_00619	Syam.g_01722
OG0000252	Prai.g_00622	Syam.g_01719
OG0000253	Prai.g_00623	Syam.g_01718
OG0000254	Prai.g_00639	Syam.g_01510
OG0000255	Prai.g_00645	Syam.g_01500
OG0000256	Prai.g_00656	Syam.g_01484
OG0000257	Prai.g_00659	Syam.g_01478
OG0000258	Prai.g_00672	Syam.g_01459
OG0000259	Prai.g_00689	Syam.g_01378
OG0000260	Prai.g_00692	Syam.g_01375
OG0000261	Prai.g_00694	Syam.g_01372
OG0000262	Prai.g_00698	Syam.g_01367
OG0000263	Prai.g_00710	Syam.g_00885
OG0000264	Prai.g_00720	Syam.g_00805
OG0000265	Prai.g_00748	Syam.g_01880
OG0000266	Prai.g_00758	Syam.g_01234
OG0000267	Prai.g_00769	Syam.g_01071
OG0000268	Prai.g_00770	Syam.g_01072
OG0000269	Prai.g_00853	Syam.g_01295
OG0000270	Prai.g_00850	Syam.g_01292
OG0000271	Prai.g_00842	Syam.g_01284
OG0000272	Prai.g_00840, Prai.g_00841	Syam.g_01283
OG0000273	Prai.g_00817	Syam.g_00745
OG0000274	Prai.g_00816	Syam.g_00744
OG0000275	Prai.g_00741, Prai.g_00813	Syam.g_00741
OG0000276	Prai.g_00808	Syam.g_00733
OG0000277	Prai.g_00807	Syam.g_00732
OG0000278	Prai.g_00804	Syam.g_00729
OG0000279	Prai.g_00797	Syam.g_00721
OG0000280	Prai.g_00796	Syam.g_00701
OG0000281	Prai.g_00791	Syam.g_00943
OG0000282	Prai.g_01044	Syam.g_01347
OG0000283	Prai.g_01012	Syam.g_01087
OG0000284	Prai.g_01007	Syam.g_01093
OG0000285	Prai.g_01002	Syam.g_01105
OG0000286	Prai.g_00990	Syam.g_01123
OG0000287	Prai.g_00973	Syam.g_01153
OG0000288	Prai.g_00944	Syam.g_01186
OG0000289	Prai.g_00934	Syam.g_01201
OG0000290	Prai.g_00921	Syam.g_00771
OG0000291	Prai.g_00919	Syam.g_00773
OG0000292	Prai.g_01107	Syam.g_02439
OG0000293	Prai.g_01163	Syam.g_01806
OG0000294	Prai.g_01164	Syam.g_01805
OG0000295	Prai.g_01183	Syam.g_01771
OG0000296	Prai.g_01185	Syam.g_01769
OG0000297	Prai.g_01193	Syam.g_00906
OG0000298	Prai.g_01194	Syam.g_00905
OG0000299	Prai.g_01213	Syam.g_00878
OG0000300	Prai.g_01216	Syam.g_00871
OG0000301	Prai.g_01217	Syam.g_00870
OG0000302	Prai.g_01219	Syam.g_00868
OG0000303	Prai.g_01226	Syam.g_00859
OG0000304	Prai.g_01230	Syam.g_00853
OG0000305	Prai.g_01362	Syam.g_00776
OG0000306	Prai.g_01365	Syam.g_01757
OG0000307	Prai.g_01379	Syam.g_00566
OG0000308	Prai.g_01380	Syam.g_00564
OG0000309	Prai.g_01384	Syam.g_00559
OG0000310	Prai.g_01448	Syam.g_01591
OG0000311	Prai.g_01450	Syam.g_01595
OG0000312	Prai.g_01453	Syam.g_01601
OG0000313	Prai.g_01467	Syam.g_01617
OG0000314	Prai.g_01489	Syam.g_01647
OG0000315	Prai.g_01499	Syam.g_01658
OG0000316	Prai.g_01519	Syam.g_01945
OG0000317	Prai.g_01636	Syam.g_01987
OG0000318	Prai.g_01639	Syam.g_01991
OG0000319	Prai.g_01652	Syam.g_02006
OG0000320	Prai.g_01654	Syam.g_02008
OG0000321	Prai.g_01655	Syam.g_02009
OG0000322	Prai.g_01656	Syam.g_02010
OG0000323	Prai.g_01665	Syam.g_02025
OG0000324	Prai.g_01691	Syam.g_01906
OG0000325	Prai.g_01702	Syam.g_00289
OG0000326	Prai.g_01708	Syam.g_00296
OG0000327	Prai.g_01735	Syam.g_00325
OG0000328	Prai.g_01736	Syam.g_00326
OG0000329	Prai.g_01754	Syam.g_00344
OG0000330	Prai.g_01755	Syam.g_00345
OG0000331	Prai.g_01756	Syam.g_00346
OG0000332	Prai.g_01770	Syam.g_00361
OG0000333	Prai.g_01777	Syam.g_00364
OG0000334	Prai.g_01785	Syam.g_00375
OG0000335	Prai.g_01790	Syam.g_00380
OG0000336	Prai.g_01794	Syam.g_00384
OG0000337	Prai.g_01810	Syam.g_00155
OG0000338	Prai.g_01811	Syam.g_00153
OG0000339	Prai.g_01815	Syam.g_00147
OG0000340	Prai.g_01823	Syam.g_00137
OG0000341	Prai.g_01825	Syam.g_00135
OG0000342	Prai.g_01826	Syam.g_00134
OG0000343	Prai.g_01827	Syam.g_00133
OG0000344	Prai.g_01830	Syam.g_00129
OG0000345	Prai.g_01835	Syam.g_00119
OG0000346	Prai.g_01839	Syam.g_00114
OG0000347	Prai.g_01855	Syam.g_00083
OG0000348	Prai.g_01866	Syam.g_00068
OG0000349	Prai.g_01883	Syam.g_00050
OG0000350	Prai.g_01901	Syam.g_00303
OG0000351	Prai.g_01918	Syam.g_02420
OG0000352	Prai.g_01919	Syam.g_02421
OG0000353	Prai.g_01935	Syam.g_02445
OG0000355	Prai.g_00001	Syam.g_00001
OG0000356	Prai.g_00002	Syam.g_00002
OG0000357	Prai.g_00003	Syam.g_00003
OG0000358	Prai.g_00007	Syam.g_00007
OG0000359	Prai.g_00008	Syam.g_00009
OG0000360	Prai.g_00009	Syam.g_00010
OG0000361	Prai.g_00010	Syam.g_00011
OG0000362	Prai.g_00012	Syam.g_00013
OG0000363	Prai.g_00014	Syam.g_00015
OG0000364	Prai.g_00015	Syam.g_00016
OG0000365	Prai.g_00020	Syam.g_00025
OG0000366	Prai.g_00021	Syam.g_00026
OG0000367	Prai.g_00022	Syam.g_00027
OG0000368	Prai.g_00024	Syam.g_00029
OG0000369	Prai.g_00025	Syam.g_00030
OG0000370	Prai.g_00026	Syam.g_00031
OG0000371	Prai.g_00032	Syam.g_00038
OG0000372	Prai.g_00035	Syam.g_00043
OG0000373	Prai.g_00036	Syam.g_00044
OG0000374	Prai.g_00037	Syam.g_00045
OG0000375	Prai.g_00047	Syam.g_00046
OG0000376	Prai.g_00049	Syam.g_00048
OG0000377	Prai.g_00052	Syam.g_02306
OG0000378	Prai.g_00054	Syam.g_02297
OG0000379	Prai.g_00057	Syam.g_02294
OG0000380	Prai.g_00066	Syam.g_02060
OG0000381	Prai.g_00070	Syam.g_02063
OG0000382	Prai.g_00081	Syam.g_02080
OG0000383	Prai.g_00083	Syam.g_02083
OG0000384	Prai.g_00084	Syam.g_02084
OG0000385	Prai.g_00085	Syam.g_02085
OG0000386	Prai.g_00086	Syam.g_02086
OG0000387	Prai.g_00099	Syam.g_02112
OG0000388	Prai.g_00102	Syam.g_02116
OG0000389	Prai.g_00106	Syam.g_02120
OG0000390	Prai.g_00113	Syam.g_02136
OG0000391	Prai.g_00116	Syam.g_02141
OG0000392	Prai.g_00120	Syam.g_02147
OG0000393	Prai.g_00122	Syam.g_02149
OG0000394	Prai.g_00123	Syam.g_02150
OG0000395	Prai.g_00124	Syam.g_02151
OG0000396	Prai.g_00127	Syam.g_02153
OG0000397	Prai.g_00129	Syam.g_02160
OG0000398	Prai.g_00131	Syam.g_02165
OG0000399	Prai.g_00132	Syam.g_02166
OG0000400	Prai.g_00133	Syam.g_02167
OG0000401	Prai.g_00134	Syam.g_02168
OG0000402	Prai.g_00136	Syam.g_02171
OG0000403	Prai.g_00137	Syam.g_02172
OG0000404	Prai.g_00138	Syam.g_02173
OG0000405	Prai.g_00142	Syam.g_02189
OG0000406	Prai.g_00158	Syam.g_02193
OG0000407	Prai.g_00159	Syam.g_02194
OG0000408	Prai.g_00161	Syam.g_02196
OG0000409	Prai.g_00163	Syam.g_02198
OG0000410	Prai.g_00164	Syam.g_02199
OG0000411	Prai.g_00165	Syam.g_02200
OG0000412	Prai.g_00166	Syam.g_02201
OG0000413	Prai.g_00167	Syam.g_02203
OG0000414	Prai.g_01288, Prai.g_00168	Syam.g_02204
OG0000415	Prai.g_00169	Syam.g_02205
OG0000416	Prai.g_00170	Syam.g_02206
OG0000417	Prai.g_00171	Syam.g_02207
OG0000418	Prai.g_00176	Syam.g_02212
OG0000419	Prai.g_00178	Syam.g_02214
OG0000420	Prai.g_00179	Syam.g_02216
OG0000421	Prai.g_00184	Syam.g_02221
OG0000422	Prai.g_00185	Syam.g_02222
OG0000423	Prai.g_00186	Syam.g_02223
OG0000424	Prai.g_00187	Syam.g_02224
OG0000425	Prai.g_00188	Syam.g_02225
OG0000426	Prai.g_00189	Syam.g_02226
OG0000427	Prai.g_00190	Syam.g_02227
OG0000428	Prai.g_00192	Syam.g_02230
OG0000429	Prai.g_00193	Syam.g_02232
OG0000430	Prai.g_00194	Syam.g_02233
OG0000431	Prai.g_00196	Syam.g_02237
OG0000432	Prai.g_00199	Syam.g_02243
OG0000433	Prai.g_00200	Syam.g_02244
OG0000434	Prai.g_00201	Syam.g_02245
OG0000435	Prai.g_00202	Syam.g_02246
OG0000436	Prai.g_00207	Syam.g_02252
OG0000437	Prai.g_00208	Syam.g_02253
OG0000438	Prai.g_00209	Syam.g_02254
OG0000439	Prai.g_00211	Syam.g_02256
OG0000440	Prai.g_00212	Syam.g_02257
OG0000441	Prai.g_00215	Syam.g_02261
OG0000442	Prai.g_00216	Syam.g_02262
OG0000443	Prai.g_00217	Syam.g_02263
OG0000444	Prai.g_00222	Syam.g_02268
OG0000445	Prai.g_00223	Syam.g_02269
OG0000446	Prai.g_00224	Syam.g_02270
OG0000447	Prai.g_00225	Syam.g_02272
OG0000448	Prai.g_00226	Syam.g_02273
OG0000449	Prai.g_00227	Syam.g_02274
OG0000450	Prai.g_00228	Syam.g_02275
OG0000451	Prai.g_00229	Syam.g_02276
OG0000452	Prai.g_00232	Syam.g_02280
OG0000453	Prai.g_00233	Syam.g_02281
OG0000454	Prai.g_00234	Syam.g_02282
OG0000455	Prai.g_00235	Syam.g_02283
OG0000456	Prai.g_00236	Syam.g_02284
OG0000457	Prai.g_00237	Syam.g_02286
OG0000458	Prai.g_00238	Syam.g_02287
OG0000459	Prai.g_00239	Syam.g_02288
OG0000460	Prai.g_00246	Syam.g_00506
OG0000461	Prai.g_00255	Syam.g_00284
OG0000462	Prai.g_00257	Syam.g_00281
OG0000463	Prai.g_00258	Syam.g_00280
OG0000464	Prai.g_00259	Syam.g_00279
OG0000465	Prai.g_00260	Syam.g_00277
OG0000466	Prai.g_00263	Syam.g_00273
OG0000467	Prai.g_00264	Syam.g_00271
OG0000468	Prai.g_00266	Syam.g_00266
OG0000469	Prai.g_00275	Syam.g_00253
OG0000470	Prai.g_00277	Syam.g_00251
OG0000471	Prai.g_00278	Syam.g_00250
OG0000472	Prai.g_00279	Syam.g_00248
OG0000473	Prai.g_00281	Syam.g_00246
OG0000474	Prai.g_00282	Syam.g_00245
OG0000475	Prai.g_00283	Syam.g_00244
OG0000476	Prai.g_00284	Syam.g_00242
OG0000477	Prai.g_00288	Syam.g_00236
OG0000478	Prai.g_00289	Syam.g_00235
OG0000479	Prai.g_00290	Syam.g_00234
OG0000480	Prai.g_00295	Syam.g_00227
OG0000481	Prai.g_00297	Syam.g_00225
OG0000482	Prai.g_00298	Syam.g_00224
OG0000483	Prai.g_00301	Syam.g_00220
OG0000484	Prai.g_00302	Syam.g_00219
OG0000485	Prai.g_00303	Syam.g_00218
OG0000486	Prai.g_00304	Syam.g_00217
OG0000487	Prai.g_00308	Syam.g_00211
OG0000488	Prai.g_00311	Syam.g_00207
OG0000489	Prai.g_00316	Syam.g_00197
OG0000490	Prai.g_00321	Syam.g_00189
OG0000491	Prai.g_00322	Syam.g_00187
OG0000492	Prai.g_00324	Syam.g_00185
OG0000493	Prai.g_00325	Syam.g_00184
OG0000494	Prai.g_00326	Syam.g_00183
OG0000495	Prai.g_00327	Syam.g_00182
OG0000496	Prai.g_00328	Syam.g_00181
OG0000497	Prai.g_00329	Syam.g_00180
OG0000498	Prai.g_00330	Syam.g_00179
OG0000499	Prai.g_00331	Syam.g_00178
OG0000500	Prai.g_00332	Syam.g_00177
OG0000501	Prai.g_00334	Syam.g_00174
OG0000502	Prai.g_00337	Syam.g_00165
OG0000503	Prai.g_00347	Syam.g_00457
OG0000504	Prai.g_00348	Syam.g_00459
OG0000505	Prai.g_00349	Syam.g_00460
OG0000506	Prai.g_00351	Syam.g_00462
OG0000507	Prai.g_00354	Syam.g_00468
OG0000508	Prai.g_00357	Syam.g_00472
OG0000509	Prai.g_00359	Syam.g_00474
OG0000510	Prai.g_00360	Syam.g_00475
OG0000511	Prai.g_00361	Syam.g_00476
OG0000512	Prai.g_00363	Syam.g_00478
OG0000513	Prai.g_00370	Syam.g_00493
OG0000514	Prai.g_00462	Syam.g_00499
OG0000515	Prai.g_00463	Syam.g_00500
OG0000516	Prai.g_00464	Syam.g_01862
OG0000517	Prai.g_00466	Syam.g_01868
OG0000518	Prai.g_00477	Syam.g_01851
OG0000519	Prai.g_00478	Syam.g_01850
OG0000520	Prai.g_00479	Syam.g_01849
OG0000521	Prai.g_00484	Syam.g_01696
OG0000522	Prai.g_00486	Syam.g_01694
OG0000523	Prai.g_00487	Syam.g_01693
OG0000524	Prai.g_00492	Syam.g_01681
OG0000525	Prai.g_00495	Syam.g_01677
OG0000526	Prai.g_00496	Syam.g_01674
OG0000527	Prai.g_00503	Syam.g_01670
OG0000528	Prai.g_00508	Syam.g_00580
OG0000529	Prai.g_00511	Syam.g_00584
OG0000530	Prai.g_00514	Syam.g_00587
OG0000531	Prai.g_00515	Syam.g_00588
OG0000532	Prai.g_00517	Syam.g_00591
OG0000533	Prai.g_00518	Syam.g_00592
OG0000534	Prai.g_00519	Syam.g_00593
OG0000535	Prai.g_00520	Syam.g_00594
OG0000536	Prai.g_00521	Syam.g_00595
OG0000537	Prai.g_00522	Syam.g_00596
OG0000538	Prai.g_00530	Syam.g_00607
OG0000539	Prai.g_00531	Syam.g_00608
OG0000540	Prai.g_00532	Syam.g_00609
OG0000541	Prai.g_00533	Syam.g_00610
OG0000542	Prai.g_00535	Syam.g_00613
OG0000543	Prai.g_00537	Syam.g_00615
OG0000544	Prai.g_00538	Syam.g_00616
OG0000545	Prai.g_00540	Syam.g_00618
OG0000546	Prai.g_00543	Syam.g_00620
OG0000547	Prai.g_00544	Syam.g_00622
OG0000548	Prai.g_00545	Syam.g_00623
OG0000549	Prai.g_00547	Syam.g_00630
OG0000550	Prai.g_00552	Syam.g_00635
OG0000551	Prai.g_00555	Syam.g_00640
OG0000552	Prai.g_00556	Syam.g_00641
OG0000553	Prai.g_00557	Syam.g_00643
OG0000554	Prai.g_00562	Syam.g_00652
OG0000555	Prai.g_00570	Syam.g_00667
OG0000556	Prai.g_00572	Syam.g_00670
OG0000557	Prai.g_00573	Syam.g_00672
OG0000558	Prai.g_00575	Syam.g_00675
OG0000559	Prai.g_00579	Syam.g_00679
OG0000560	Prai.g_00582	Syam.g_00682
OG0000561	Prai.g_00583	Syam.g_00683
OG0000562	Prai.g_00584	Syam.g_00684
OG0000563	Prai.g_00585	Syam.g_00685
OG0000564	Prai.g_00586	Syam.g_00686
OG0000565	Prai.g_00589	Syam.g_00690
OG0000566	Prai.g_00592	Syam.g_00694
OG0000567	Prai.g_00596	Syam.g_00698
OG0000568	Prai.g_00597	Syam.g_01751
OG0000569	Prai.g_00598	Syam.g_01750
OG0000570	Prai.g_00599	Syam.g_01749
OG0000571	Prai.g_00601	Syam.g_01745
OG0000572	Prai.g_00614	Syam.g_01729
OG0000573	Prai.g_00620	Syam.g_01721
OG0000574	Prai.g_00621	Syam.g_01720
OG0000575	Prai.g_00625	Syam.g_01716
OG0000576	Prai.g_00627	Syam.g_01714
OG0000577	Prai.g_00628	Syam.g_01713
OG0000578	Prai.g_00629	Syam.g_01712
OG0000579	Prai.g_00630	Syam.g_01711
OG0000580	Prai.g_00631	Syam.g_01710
OG0000581	Prai.g_00633	Syam.g_01704
OG0000582	Prai.g_00636	Syam.g_01513
OG0000583	Prai.g_00637	Syam.g_01512
OG0000584	Prai.g_00638	Syam.g_01511
OG0000585	Prai.g_00640	Syam.g_01509
OG0000586	Prai.g_00641	Syam.g_01508
OG0000587	Prai.g_00642	Syam.g_01506
OG0000588	Prai.g_00646	Syam.g_01498
