Orthogroup	Prbh	Prbf
OG0000067	Prbh.g_01835	Prbf.g_00347
OG0000068	Prbh.g_01644	Prbf.g_00558
OG0000069	Prbh.g_00138	Prbf.g_00196
OG0000071	Prbh.g_01953	Prbf.g_00382
OG0000072	Prbh.g_00457	Prbf.g_01661
OG0000073	Prbh.g_01182	Prbf.g_01018
OG0000074	Prbh.g_00926	Prbf.g_01271
OG0000075	Prbh.g_00960	Prbf.g_01238
OG0000076	Prbh.g_01031	Prbf.g_01170
OG0000077	Prbh.g_01904	Prbf.g_00777
OG0000078	Prbh.g_00032	Prbf.g_00118
OG0000079	Prbh.g_00184	Prbf.g_00242
OG0000080	Prbh.g_01860	Prbf.g_00346
OG0000081	Prbh.g_01609	Prbf.g_00524
OG0000082	Prbh.g_01516	Prbf.g_00351
OG0000083	Prbh.g_01473	Prbf.g_00390
OG0000084	Prbh.g_01470	Prbf.g_00387
OG0000085	Prbh.g_00757	Prbf.g_01345
OG0000087	Prbh.g_00731	Prbf.g_01374
OG0000088	Prbh.g_00668	Prbf.g_01443
OG0000089	Prbh.g_00659	Prbf.g_01452
OG0000090	Prbh.g_00642	Prbf.g_01469
OG0000091	Prbh.g_00613	Prbf.g_01503
OG0000092	Prbh.g_00612	Prbf.g_01504
OG0000093	Prbh.g_00599	Prbf.g_01518
OG0000094	Prbh.g_00580	Prbf.g_01537
OG0000095	Prbh.g_00575	Prbf.g_01542
OG0000096	Prbh.g_00528	Prbf.g_01590
OG0000097	Prbh.g_00505	Prbf.g_01614
OG0000098	Prbh.g_00494	Prbf.g_01625
OG0000099	Prbh.g_00484	Prbf.g_01635
OG0000100	Prbh.g_00481	Prbf.g_01638
OG0000101	Prbh.g_00413	Prbf.g_01703
OG0000102	Prbh.g_01825	Prbf.g_00044
OG0000103	Prbh.g_00355	Prbf.g_01759
OG0000104	Prbh.g_00351	Prbf.g_01763
OG0000105	Prbh.g_00330	Prbf.g_01783
OG0000106	Prbh.g_00297	Prbf.g_01813
OG0000107	Prbh.g_00296	Prbf.g_01814
OG0000108	Prbh.g_00287	Prbf.g_01824
OG0000109	Prbh.g_00278	Prbf.g_01833
OG0000110	Prbh.g_00260	Prbf.g_01850
OG0000111	Prbh.g_01202	Prbf.g_00999
OG0000112	Prbh.g_01201	Prbf.g_01000
OG0000113	Prbh.g_01149	Prbf.g_01050
OG0000114	Prbh.g_00951	Prbf.g_01247
OG0000115	Prbh.g_01086	Prbf.g_01117
OG0000116	Prbh.g_01090	Prbf.g_01113
OG0000117	Prbh.g_01034	Prbf.g_01167
OG0000118	Prbh.g_01328	Prbf.g_00873
OG0000119	Prbh.g_01865	Prbf.g_00785
OG0000120	Prbh.g_01276	Prbf.g_00924
OG0000121	Prbh.g_01253	Prbf.g_00947
OG0000122	Prbh.g_01233	Prbf.g_00967
OG0000123	Prbh.g_01450	Prbf.g_01915
OG0000124	Prbh.g_01397	Prbf.g_00253
OG0000125	Prbh.g_01385	Prbf.g_00013
OG0000126	Prbh.g_00009	Prbf.g_00095
OG0000127	Prbh.g_00084	Prbf.g_00145
OG0000128	Prbh.g_00100	Prbf.g_00158
OG0000129	Prbh.g_00136	Prbf.g_00194
OG0000130	Prbh.g_01785	Prbf.g_00696
OG0000131	Prbh.g_01745	Prbf.g_00657
OG0000132	Prbh.g_01742	Prbf.g_00654
OG0000133	Prbh.g_01686	Prbf.g_00600
OG0000134	Prbh.g_01650	Prbf.g_00564
OG0000135	Prbh.g_01648	Prbf.g_00562
OG0000136	Prbh.g_01597	Prbf.g_00512
OG0000137	Prbh.g_01563	Prbf.g_00477
OG0000138	Prbh.g_01528	Prbf.g_00443
OG0000139	Prbh.g_01497	Prbf.g_00412
OG0000140	Prbh.g_01475	Prbf.g_00392
OG0000141	Prbh.g_01474	Prbf.g_00391
OG0000142	Prbh.g_01472	Prbf.g_00389
OG0000143	Prbh.g_01471	Prbf.g_00388
OG0000144	Prbh.g_01469	Prbf.g_00386
OG0000145	Prbh.g_01468	Prbf.g_00385
OG0000146	Prbh.g_01467	Prbf.g_00384
OG0000147	Prbh.g_01466	Prbf.g_00383
OG0000148	Prbh.g_01952	Prbf.g_00381
OG0000149	Prbh.g_00766	Prbf.g_01336
OG0000150	Prbh.g_00765	Prbf.g_01337
OG0000151	Prbh.g_00764	Prbf.g_01338
OG0000152	Prbh.g_00763	Prbf.g_01339
OG0000153	Prbh.g_00762	Prbf.g_01340
OG0000154	Prbh.g_00761	Prbf.g_01341
OG0000155	Prbh.g_00760	Prbf.g_01342
OG0000156	Prbh.g_00759	Prbf.g_01343
OG0000157	Prbh.g_00758	Prbf.g_01344
OG0000158	Prbh.g_00756	Prbf.g_01346
OG0000159	Prbh.g_00755	Prbf.g_01347
OG0000160	Prbh.g_00754	Prbf.g_01348
OG0000161	Prbh.g_00753	Prbf.g_01349
OG0000162	Prbh.g_00752	Prbf.g_01350
OG0000163	Prbh.g_00751	Prbf.g_01352
OG0000164	Prbh.g_00748	Prbf.g_01355
OG0000165	Prbh.g_00746	Prbf.g_01358
OG0000166	Prbh.g_00745	Prbf.g_01359
OG0000167	Prbh.g_00744	Prbf.g_01360
OG0000168	Prbh.g_00743	Prbf.g_01362
OG0000169	Prbh.g_00741	Prbf.g_01364
OG0000170	Prbh.g_00739	Prbf.g_01366
OG0000171	Prbh.g_00738	Prbf.g_01367
OG0000172	Prbh.g_00737	Prbf.g_01368
OG0000173	Prbh.g_00734	Prbf.g_01371
OG0000174	Prbh.g_00733	Prbf.g_01372
OG0000175	Prbh.g_00732	Prbf.g_01373
OG0000176	Prbh.g_00730	Prbf.g_01375
OG0000177	Prbh.g_00729	Prbf.g_01376
OG0000178	Prbh.g_00728	Prbf.g_01378
OG0000179	Prbh.g_00719	Prbf.g_01390
OG0000180	Prbh.g_00718	Prbf.g_01391
OG0000181	Prbh.g_00717	Prbf.g_01392
OG0000182	Prbh.g_00713	Prbf.g_01396
OG0000183	Prbh.g_00712	Prbf.g_01397
OG0000184	Prbh.g_00709	Prbf.g_01400
OG0000185	Prbh.g_00705	Prbf.g_01404
OG0000186	Prbh.g_00704	Prbf.g_01405
OG0000187	Prbh.g_01878	Prbf.g_00291
OG0000188	Prbh.g_00703	Prbf.g_01406
OG0000189	Prbh.g_00702	Prbf.g_01407
OG0000190	Prbh.g_00701	Prbf.g_01408
OG0000191	Prbh.g_00700	Prbf.g_01409
OG0000192	Prbh.g_00699	Prbf.g_01410
OG0000193	Prbh.g_00698	Prbf.g_01411
OG0000194	Prbh.g_00697	Prbf.g_01412
OG0000195	Prbh.g_00695	Prbf.g_01414
OG0000196	Prbh.g_00694	Prbf.g_01415
OG0000197	Prbh.g_00693	Prbf.g_01416
OG0000198	Prbh.g_00692	Prbf.g_01417
OG0000199	Prbh.g_00689	Prbf.g_01420
OG0000200	Prbh.g_00688	Prbf.g_01421
OG0000201	Prbh.g_00687	Prbf.g_01422
OG0000202	Prbh.g_00686	Prbf.g_01424
OG0000203	Prbh.g_00685	Prbf.g_01425
OG0000204	Prbh.g_00684	Prbf.g_01426
OG0000205	Prbh.g_00682	Prbf.g_01428
OG0000206	Prbh.g_00681	Prbf.g_01429
OG0000207	Prbh.g_00680	Prbf.g_01430
OG0000208	Prbh.g_00679	Prbf.g_01431
OG0000209	Prbh.g_00678	Prbf.g_01432
OG0000210	Prbh.g_00677	Prbf.g_01433
OG0000211	Prbh.g_00676	Prbf.g_01435
OG0000212	Prbh.g_00675	Prbf.g_01436
OG0000213	Prbh.g_00674	Prbf.g_01437
OG0000214	Prbh.g_00670	Prbf.g_01441
OG0000215	Prbh.g_00669	Prbf.g_01442
OG0000216	Prbh.g_00667	Prbf.g_01444
OG0000217	Prbh.g_00666	Prbf.g_01445
OG0000218	Prbh.g_00665	Prbf.g_01446
OG0000219	Prbh.g_00664	Prbf.g_01447
OG0000220	Prbh.g_00661	Prbf.g_01450
OG0000221	Prbh.g_00658	Prbf.g_01453
OG0000222	Prbh.g_00657	Prbf.g_01454
OG0000223	Prbh.g_00656	Prbf.g_01455
OG0000224	Prbh.g_00654	Prbf.g_01457
OG0000225	Prbh.g_00652	Prbf.g_01459
OG0000226	Prbh.g_00650	Prbf.g_01461
OG0000227	Prbh.g_00649	Prbf.g_01462
OG0000228	Prbh.g_00648	Prbf.g_01463
OG0000229	Prbh.g_00647	Prbf.g_01464
OG0000230	Prbh.g_00646	Prbf.g_01465
OG0000231	Prbh.g_01144	Prbf.g_01055
OG0000232	Prbh.g_00644	Prbf.g_01467
OG0000233	Prbh.g_00641	Prbf.g_01470
OG0000234	Prbh.g_00639	Prbf.g_01472
OG0000235	Prbh.g_00637	Prbf.g_01478
OG0000236	Prbh.g_00636	Prbf.g_01479
OG0000237	Prbh.g_00635	Prbf.g_01480
OG0000238	Prbh.g_00634	Prbf.g_01481
OG0000239	Prbh.g_00633	Prbf.g_01482
OG0000240	Prbh.g_00631	Prbf.g_01484
OG0000241	Prbh.g_00630	Prbf.g_01485
OG0000242	Prbh.g_00629	Prbf.g_01486
OG0000243	Prbh.g_00628	Prbf.g_01487
OG0000244	Prbh.g_00627	Prbf.g_01488
OG0000245	Prbh.g_00626	Prbf.g_01490
OG0000246	Prbh.g_00624	Prbf.g_01492
OG0000247	Prbh.g_00623	Prbf.g_01493
OG0000248	Prbh.g_00622	Prbf.g_01494
OG0000249	Prbh.g_00621	Prbf.g_01495
OG0000250	Prbh.g_00620	Prbf.g_01496
OG0000251	Prbh.g_00619	Prbf.g_01497
OG0000252	Prbh.g_00618	Prbf.g_01498
OG0000253	Prbh.g_00617	Prbf.g_01499
OG0000254	Prbh.g_00615	Prbf.g_01501
OG0000255	Prbh.g_00614	Prbf.g_01502
OG0000256	Prbh.g_00611	Prbf.g_01505
OG0000257	Prbh.g_00610	Prbf.g_01507
OG0000258	Prbh.g_00609	Prbf.g_01508
OG0000259	Prbh.g_00608	Prbf.g_01509
OG0000260	Prbh.g_00607	Prbf.g_01510
OG0000261	Prbh.g_00606	Prbf.g_01511
OG0000262	Prbh.g_00605	Prbf.g_01512
OG0000263	Prbh.g_00604	Prbf.g_01513
OG0000264	Prbh.g_00602	Prbf.g_01515
OG0000265	Prbh.g_00601	Prbf.g_01516
OG0000266	Prbh.g_00600	Prbf.g_01517
OG0000267	Prbh.g_00598	Prbf.g_01519
OG0000268	Prbh.g_00596	Prbf.g_01521
OG0000269	Prbh.g_00595	Prbf.g_01522
OG0000270	Prbh.g_00594	Prbf.g_01523
OG0000271	Prbh.g_00593	Prbf.g_01524
OG0000272	Prbh.g_00592	Prbf.g_01525
OG0000273	Prbh.g_00591	Prbf.g_01526
OG0000274	Prbh.g_00590	Prbf.g_01527
OG0000275	Prbh.g_00589	Prbf.g_01528
OG0000276	Prbh.g_00588	Prbf.g_01529
OG0000277	Prbh.g_00587	Prbf.g_01530
OG0000278	Prbh.g_00586	Prbf.g_01531
OG0000279	Prbh.g_00585	Prbf.g_01532
OG0000280	Prbh.g_00584	Prbf.g_01533
OG0000281	Prbh.g_00582	Prbf.g_01535
OG0000282	Prbh.g_00581	Prbf.g_01536
OG0000283	Prbh.g_00578	Prbf.g_01539
OG0000284	Prbh.g_00577	Prbf.g_01540
OG0000285	Prbh.g_00576	Prbf.g_01541
OG0000286	Prbh.g_00574	Prbf.g_01543
OG0000287	Prbh.g_00573	Prbf.g_01545
OG0000288	Prbh.g_00572	Prbf.g_01546
OG0000289	Prbh.g_00571	Prbf.g_01547
OG0000290	Prbh.g_00570	Prbf.g_01548
OG0000291	Prbh.g_00569	Prbf.g_01549
OG0000292	Prbh.g_00568	Prbf.g_01550
OG0000293	Prbh.g_00567	Prbf.g_01551
OG0000294	Prbh.g_00566	Prbf.g_01552
OG0000295	Prbh.g_00565	Prbf.g_01553
OG0000296	Prbh.g_00564	Prbf.g_01554
OG0000297	Prbh.g_00563	Prbf.g_01555
OG0000298	Prbh.g_00562	Prbf.g_01556
OG0000299	Prbh.g_00561	Prbf.g_01557
OG0000300	Prbh.g_00560	Prbf.g_01558
OG0000301	Prbh.g_00559	Prbf.g_01559
OG0000302	Prbh.g_00558	Prbf.g_01560
OG0000303	Prbh.g_00557	Prbf.g_01561
OG0000304	Prbh.g_00555	Prbf.g_01563
OG0000305	Prbh.g_00554	Prbf.g_01564
OG0000306	Prbh.g_00553	Prbf.g_01565
OG0000307	Prbh.g_00551	Prbf.g_01567
OG0000308	Prbh.g_00550	Prbf.g_01568
OG0000309	Prbh.g_00549	Prbf.g_01569
OG0000310	Prbh.g_00548	Prbf.g_01570
OG0000311	Prbh.g_00547	Prbf.g_01571
OG0000312	Prbh.g_00545	Prbf.g_01573
OG0000313	Prbh.g_00544	Prbf.g_01574
OG0000314	Prbh.g_00540	Prbf.g_01578
OG0000315	Prbh.g_00539	Prbf.g_01579
OG0000316	Prbh.g_00537	Prbf.g_01581
OG0000317	Prbh.g_00535	Prbf.g_01583
OG0000318	Prbh.g_00534	Prbf.g_01584
OG0000319	Prbh.g_00533	Prbf.g_01585
OG0000320	Prbh.g_00532	Prbf.g_01586
OG0000321	Prbh.g_00529	Prbf.g_01589
OG0000322	Prbh.g_00525	Prbf.g_01593
OG0000323	Prbh.g_00524	Prbf.g_01594
OG0000324	Prbh.g_00521	Prbf.g_01597
OG0000325	Prbh.g_00520	Prbf.g_01598
OG0000326	Prbh.g_00519	Prbf.g_01599
OG0000327	Prbh.g_00517	Prbf.g_01601
OG0000328	Prbh.g_00516	Prbf.g_01602
OG0000329	Prbh.g_00515	Prbf.g_01603
OG0000330	Prbh.g_00514	Prbf.g_01604
OG0000331	Prbh.g_00513	Prbf.g_01606
OG0000332	Prbh.g_00512	Prbf.g_01607
OG0000333	Prbh.g_00511	Prbf.g_01608
OG0000334	Prbh.g_00510	Prbf.g_01609
OG0000335	Prbh.g_00509	Prbf.g_01610
OG0000336	Prbh.g_00507	Prbf.g_01612
OG0000337	Prbh.g_00504	Prbf.g_01615
OG0000338	Prbh.g_00503	Prbf.g_01616
OG0000339	Prbh.g_00502	Prbf.g_01617
OG0000340	Prbh.g_00501	Prbf.g_01618
OG0000341	Prbh.g_00497	Prbf.g_01622
OG0000342	Prbh.g_00496	Prbf.g_01623
OG0000343	Prbh.g_00493	Prbf.g_01626
OG0000344	Prbh.g_00492	Prbf.g_01627
OG0000345	Prbh.g_00491	Prbf.g_01628
OG0000346	Prbh.g_00490	Prbf.g_01629
OG0000347	Prbh.g_00489	Prbf.g_01630
OG0000348	Prbh.g_00487	Prbf.g_01632
OG0000349	Prbh.g_00486	Prbf.g_01633
OG0000350	Prbh.g_00485	Prbf.g_01634
OG0000351	Prbh.g_00483	Prbf.g_01636
OG0000352	Prbh.g_00480	Prbf.g_01639
OG0000353	Prbh.g_00479	Prbf.g_01640
OG0000354	Prbh.g_00478	Prbf.g_01641
OG0000355	Prbh.g_00477	Prbf.g_01642
OG0000356	Prbh.g_00476	Prbf.g_01643
OG0000357	Prbh.g_00475	Prbf.g_01644
OG0000358	Prbh.g_00474	Prbf.g_01645
OG0000359	Prbh.g_00473	Prbf.g_01646
OG0000360	Prbh.g_00471	Prbf.g_01648
OG0000361	Prbh.g_00470	Prbf.g_01649
OG0000362	Prbh.g_00469	Prbf.g_01650
OG0000363	Prbh.g_00468	Prbf.g_01651
OG0000364	Prbh.g_00467	Prbf.g_01652
OG0000365	Prbh.g_00466	Prbf.g_01653
OG0000366	Prbh.g_00465	Prbf.g_01654
OG0000367	Prbh.g_00464	Prbf.g_01655
OG0000368	Prbh.g_00463	Prbf.g_01656
OG0000369	Prbh.g_00462	Prbf.g_01657
OG0000370	Prbh.g_00461	Prbf.g_01658
OG0000371	Prbh.g_00460	Prbf.g_01659
OG0000372	Prbh.g_00458	Prbf.g_01660
OG0000373	Prbh.g_00456	Prbf.g_01662
OG0000374	Prbh.g_00455	Prbf.g_01663
OG0000375	Prbh.g_00454	Prbf.g_01664
OG0000376	Prbh.g_00452	Prbf.g_01665
OG0000377	Prbh.g_00446	Prbf.g_01671
OG0000378	Prbh.g_00445	Prbf.g_01672
OG0000379	Prbh.g_00439	Prbf.g_01678
OG0000380	Prbh.g_00437	Prbf.g_01680
OG0000381	Prbh.g_00436	Prbf.g_01681
OG0000382	Prbh.g_00435	Prbf.g_01682
OG0000383	Prbh.g_00431	Prbf.g_01685
OG0000384	Prbh.g_00430	Prbf.g_01686
OG0000385	Prbh.g_00427	Prbf.g_01689
OG0000386	Prbh.g_00426	Prbf.g_01690
OG0000387	Prbh.g_00425	Prbf.g_01691
OG0000388	Prbh.g_00424	Prbf.g_01692
OG0000389	Prbh.g_00423	Prbf.g_01693
OG0000390	Prbh.g_00422	Prbf.g_01694
OG0000391	Prbh.g_00421	Prbf.g_01695
OG0000392	Prbh.g_00420	Prbf.g_01696
OG0000393	Prbh.g_00416	Prbf.g_01700
OG0000394	Prbh.g_00415	Prbf.g_01701
OG0000395	Prbh.g_00412	Prbf.g_01704
OG0000396	Prbh.g_01008	Prbf.g_01190
OG0000397	Prbh.g_01327	Prbf.g_00874
OG0000398	Prbh.g_01877	Prbf.g_00741
OG0000399	Prbh.g_01320	Prbf.g_00879
OG0000400	Prbh.g_01718	Prbf.g_00629
OG0000401	Prbh.g_00401	Prbf.g_01715
OG0000402	Prbh.g_00400	Prbf.g_01716
OG0000403	Prbh.g_00399	Prbf.g_01717
OG0000404	Prbh.g_00397	Prbf.g_01719
OG0000405	Prbh.g_00396	Prbf.g_01720
OG0000406	Prbh.g_00394	Prbf.g_01722
OG0000407	Prbh.g_00393	Prbf.g_01723
OG0000408	Prbh.g_00392	Prbf.g_01724
OG0000409	Prbh.g_00391	Prbf.g_01725
OG0000410	Prbh.g_00390	Prbf.g_01726
OG0000411	Prbh.g_00389	Prbf.g_01727
OG0000412	Prbh.g_00388	Prbf.g_01728
OG0000413	Prbh.g_00387	Prbf.g_01729
OG0000414	Prbh.g_00386	Prbf.g_01730
OG0000415	Prbh.g_00385	Prbf.g_01731
OG0000416	Prbh.g_00384	Prbf.g_01732
OG0000417	Prbh.g_00383	Prbf.g_01733
OG0000418	Prbh.g_00382	Prbf.g_01734
OG0000419	Prbh.g_00381	Prbf.g_01735
OG0000420	Prbh.g_00380	Prbf.g_01736
OG0000421	Prbh.g_00374	Prbf.g_01740
OG0000422	Prbh.g_00372	Prbf.g_01742
OG0000423	Prbh.g_00371	Prbf.g_01743
OG0000424	Prbh.g_00370	Prbf.g_01744
OG0000425	Prbh.g_00367	Prbf.g_01748
OG0000426	Prbh.g_00366	Prbf.g_01749
OG0000427	Prbh.g_00365	Prbf.g_01750
OG0000428	Prbh.g_00363	Prbf.g_01752
OG0000429	Prbh.g_00361	Prbf.g_01753
OG0000430	Prbh.g_00360	Prbf.g_01754
OG0000431	Prbh.g_00358	Prbf.g_01756
OG0000432	Prbh.g_00357	Prbf.g_01757
OG0000433	Prbh.g_00354	Prbf.g_01760
OG0000434	Prbh.g_00353	Prbf.g_01761
OG0000435	Prbh.g_00352	Prbf.g_01762
OG0000436	Prbh.g_00350	Prbf.g_01764
OG0000437	Prbh.g_00348	Prbf.g_01766
OG0000438	Prbh.g_00347	Prbf.g_01767
OG0000439	Prbh.g_00346	Prbf.g_01768
OG0000440	Prbh.g_00344	Prbf.g_01770
OG0000441	Prbh.g_00343	Prbf.g_01771
OG0000442	Prbh.g_00342	Prbf.g_01772
OG0000443	Prbh.g_00341	Prbf.g_01773
OG0000444	Prbh.g_00340	Prbf.g_01774
OG0000445	Prbh.g_00339	Prbf.g_01775
OG0000446	Prbh.g_00338	Prbf.g_01776
OG0000447	Prbh.g_00337	Prbf.g_01777
OG0000448	Prbh.g_00336	Prbf.g_01778
OG0000449	Prbh.g_00329	Prbf.g_01784
OG0000450	Prbh.g_00328	Prbf.g_01785
OG0000451	Prbh.g_00327	Prbf.g_01786
OG0000452	Prbh.g_00326	Prbf.g_01787
OG0000453	Prbh.g_00325	Prbf.g_01788
OG0000454	Prbh.g_00324	Prbf.g_01789
OG0000455	Prbh.g_00323	Prbf.g_01790
OG0000456	Prbh.g_00322	Prbf.g_01791
OG0000457	Prbh.g_00320	Prbf.g_01793
OG0000458	Prbh.g_00318	Prbf.g_01795
OG0000459	Prbh.g_00317	Prbf.g_01796
OG0000460	Prbh.g_00315	Prbf.g_01798
OG0000461	Prbh.g_00314	Prbf.g_01799
OG0000462	Prbh.g_00313	Prbf.g_01800
OG0000463	Prbh.g_00311	Prbf.g_01801
OG0000464	Prbh.g_00306	Prbf.g_01805
OG0000465	Prbh.g_00305	Prbf.g_01806
OG0000466	Prbh.g_00304	Prbf.g_01807
OG0000467	Prbh.g_00303	Prbf.g_01808
OG0000468	Prbh.g_00302	Prbf.g_01809
OG0000469	Prbh.g_00301	Prbf.g_01810
OG0000470	Prbh.g_00299	Prbf.g_01811
OG0000471	Prbh.g_00298	Prbf.g_01812
OG0000472	Prbh.g_00295	Prbf.g_01815
OG0000473	Prbh.g_00294	Prbf.g_01816
OG0000474	Prbh.g_00293	Prbf.g_01817
OG0000475	Prbh.g_00292	Prbf.g_01818
OG0000476	Prbh.g_00291	Prbf.g_01819
OG0000477	Prbh.g_00290	Prbf.g_01821
OG0000478	Prbh.g_00289	Prbf.g_01822
OG0000479	Prbh.g_00288	Prbf.g_01823
OG0000480	Prbh.g_00286	Prbf.g_01825
OG0000481	Prbh.g_00285	Prbf.g_01826
OG0000482	Prbh.g_00284	Prbf.g_01827
OG0000483	Prbh.g_00283	Prbf.g_01828
OG0000484	Prbh.g_00282	Prbf.g_01829
OG0000485	Prbh.g_00281	Prbf.g_01830
OG0000486	Prbh.g_00280	Prbf.g_01831
OG0000487	Prbh.g_00279	Prbf.g_01832
OG0000488	Prbh.g_00277	Prbf.g_01834
OG0000489	Prbh.g_00276	Prbf.g_01835
OG0000490	Prbh.g_00275	Prbf.g_01836
OG0000491	Prbh.g_00274	Prbf.g_01837
OG0000492	Prbh.g_00273	Prbf.g_01838
OG0000493	Prbh.g_00272	Prbf.g_01839
OG0000494	Prbh.g_00270	Prbf.g_01840
OG0000495	Prbh.g_00269	Prbf.g_01841
OG0000496	Prbh.g_00267	Prbf.g_01843
OG0000497	Prbh.g_00265	Prbf.g_01845
OG0000498	Prbh.g_00264	Prbf.g_01846
OG0000499	Prbh.g_00262	Prbf.g_01848
OG0000500	Prbh.g_00261	Prbf.g_01849
OG0000501	Prbh.g_00259	Prbf.g_01851
OG0000502	Prbh.g_00258	Prbf.g_01852
OG0000503	Prbh.g_00257	Prbf.g_01853
OG0000504	Prbh.g_00256	Prbf.g_01854
OG0000505	Prbh.g_00255	Prbf.g_01855
OG0000506	Prbh.g_00254	Prbf.g_01856
OG0000507	Prbh.g_00253	Prbf.g_01857
OG0000508	Prbh.g_00251	Prbf.g_01859
OG0000509	Prbh.g_00250	Prbf.g_01860
OG0000510	Prbh.g_00249	Prbf.g_01861
OG0000511	Prbh.g_00248	Prbf.g_01862
OG0000512	Prbh.g_00247	Prbf.g_01863
OG0000513	Prbh.g_00246	Prbf.g_01864
OG0000514	Prbh.g_00245	Prbf.g_01865
OG0000515	Prbh.g_00244	Prbf.g_01868
OG0000516	Prbh.g_00243	Prbf.g_01869
OG0000517	Prbh.g_00242	Prbf.g_01870
OG0000518	Prbh.g_00239	Prbf.g_01873
OG0000519	Prbh.g_00238	Prbf.g_01874
OG0000520	Prbh.g_00237	Prbf.g_01875
OG0000521	Prbh.g_00236	Prbf.g_01876
OG0000522	Prbh.g_00235	Prbf.g_01877
OG0000523	Prbh.g_00234	Prbf.g_01878
OG0000524	Prbh.g_00233	Prbf.g_01879
OG0000525	Prbh.g_00231	Prbf.g_01881
OG0000526	Prbh.g_00230	Prbf.g_01882
OG0000527	Prbh.g_00229	Prbf.g_01883
OG0000528	Prbh.g_00228	Prbf.g_01884
OG0000529	Prbh.g_00227	Prbf.g_01885
OG0000530	Prbh.g_00226	Prbf.g_01886
OG0000531	Prbh.g_00224	Prbf.g_01888
