Orthogroup	Prbh	Prbd
OG0000128	Prbh.g_00100	Prbd.g_01688
OG0000129	Prbh.g_00136	Prbd.g_01652
OG0000130	Prbh.g_01785	Prbd.g_01527
OG0000131	Prbh.g_01745	Prbd.g_01489
OG0000132	Prbh.g_01742	Prbd.g_01486
OG0000133	Prbh.g_01686	Prbd.g_01432
OG0000134	Prbh.g_01650	Prbd.g_01396
OG0000135	Prbh.g_01648	Prbd.g_01394
OG0000136	Prbh.g_01597	Prbd.g_01350
OG0000137	Prbh.g_01563	Prbd.g_01317
OG0000138	Prbh.g_01528	Prbd.g_01281
OG0000139	Prbh.g_01497	Prbd.g_01255
OG0000140	Prbh.g_01475	Prbd.g_01236
OG0000141	Prbh.g_01474	Prbd.g_01235
OG0000142	Prbh.g_01472	Prbd.g_01233
OG0000143	Prbh.g_01471	Prbd.g_01232
OG0000144	Prbh.g_01469	Prbd.g_01230
OG0000145	Prbh.g_01468	Prbd.g_01229
OG0000146	Prbh.g_01467	Prbd.g_01228
OG0000147	Prbh.g_01466	Prbd.g_01227
OG0000148	Prbh.g_01952	Prbd.g_01225
OG0000149	Prbh.g_00766	Prbd.g_01223
OG0000150	Prbh.g_00765	Prbd.g_01222
OG0000151	Prbh.g_00764	Prbd.g_01221
OG0000152	Prbh.g_00763	Prbd.g_01220
OG0000153	Prbh.g_00762	Prbd.g_01219
OG0000154	Prbh.g_00761	Prbd.g_01218
OG0000155	Prbh.g_00760	Prbd.g_01217
OG0000156	Prbh.g_00759	Prbd.g_01216
OG0000157	Prbh.g_00758	Prbd.g_01215
OG0000158	Prbh.g_00756	Prbd.g_01213
OG0000159	Prbh.g_00755	Prbd.g_01212
OG0000160	Prbh.g_00754	Prbd.g_01211
OG0000161	Prbh.g_00753	Prbd.g_01210
OG0000162	Prbh.g_00752	Prbd.g_01209
OG0000163	Prbh.g_00751	Prbd.g_01208
OG0000164	Prbh.g_00748	Prbd.g_01205
OG0000165	Prbh.g_00746	Prbd.g_01202
OG0000166	Prbh.g_00745	Prbd.g_01201
OG0000167	Prbh.g_00744	Prbd.g_01200
OG0000168	Prbh.g_00743	Prbd.g_01198
OG0000169	Prbh.g_00741	Prbd.g_01196
OG0000170	Prbh.g_00739	Prbd.g_01195
OG0000171	Prbh.g_00738	Prbd.g_01194
OG0000172	Prbh.g_00737	Prbd.g_01192
OG0000173	Prbh.g_00734	Prbd.g_01191
OG0000174	Prbh.g_00733	Prbd.g_01190
OG0000175	Prbh.g_00732	Prbd.g_01189
OG0000176	Prbh.g_00730	Prbd.g_01187
OG0000177	Prbh.g_00729	Prbd.g_01186
OG0000178	Prbh.g_00728	Prbd.g_01185
OG0000179	Prbh.g_00719	Prbd.g_01180
OG0000180	Prbh.g_00718	Prbd.g_01179
OG0000181	Prbh.g_00717	Prbd.g_01178
OG0000182	Prbh.g_00713	Prbd.g_01175
OG0000183	Prbh.g_00712	Prbd.g_01174
OG0000184	Prbh.g_00709	Prbd.g_01171
OG0000185	Prbh.g_00705	Prbd.g_01167
OG0000186	Prbh.g_00704	Prbd.g_01166
OG0000187	Prbh.g_01878	Prbd.g_01165
OG0000188	Prbh.g_00703	Prbd.g_01164
OG0000189	Prbh.g_00702	Prbd.g_01163
OG0000190	Prbh.g_00701	Prbd.g_01162
OG0000191	Prbh.g_00700	Prbd.g_01161
OG0000192	Prbh.g_00699	Prbd.g_01160
OG0000193	Prbh.g_00698	Prbd.g_01159
OG0000194	Prbh.g_00697	Prbd.g_01158
OG0000195	Prbh.g_00695	Prbd.g_01156
OG0000196	Prbh.g_00694	Prbd.g_01155
OG0000197	Prbh.g_00693	Prbd.g_01154
OG0000198	Prbh.g_00692	Prbd.g_01153
OG0000199	Prbh.g_00689	Prbd.g_01150
OG0000200	Prbh.g_00688	Prbd.g_01149
OG0000201	Prbh.g_00687	Prbd.g_01148
OG0000202	Prbh.g_00686	Prbd.g_01147
OG0000203	Prbh.g_00685	Prbd.g_01146
OG0000204	Prbh.g_00684	Prbd.g_01145
OG0000205	Prbh.g_00682	Prbd.g_01144
OG0000206	Prbh.g_00681	Prbd.g_01143
OG0000207	Prbh.g_00680	Prbd.g_01142
OG0000208	Prbh.g_00679	Prbd.g_01141
OG0000209	Prbh.g_00678	Prbd.g_01140
OG0000210	Prbh.g_00677	Prbd.g_01138
OG0000211	Prbh.g_00676	Prbd.g_01137
OG0000212	Prbh.g_00675	Prbd.g_01136
OG0000213	Prbh.g_00674	Prbd.g_01135
OG0000214	Prbh.g_00670	Prbd.g_01133
OG0000215	Prbh.g_00669	Prbd.g_01132
OG0000216	Prbh.g_00667	Prbd.g_01130
OG0000217	Prbh.g_00666	Prbd.g_01128
OG0000218	Prbh.g_00665	Prbd.g_01127
OG0000219	Prbh.g_00664	Prbd.g_01126
OG0000220	Prbh.g_00661	Prbd.g_01123
OG0000221	Prbh.g_00658	Prbd.g_01121
OG0000222	Prbh.g_00657	Prbd.g_01120
OG0000223	Prbh.g_00656	Prbd.g_01119
OG0000224	Prbh.g_00654	Prbd.g_01116
OG0000225	Prbh.g_00652	Prbd.g_01114
OG0000226	Prbh.g_00650	Prbd.g_01113
OG0000227	Prbh.g_00649	Prbd.g_01112
OG0000228	Prbh.g_00648	Prbd.g_01111
OG0000229	Prbh.g_00647	Prbd.g_01110
OG0000230	Prbh.g_00646	Prbd.g_01109
OG0000231	Prbh.g_01144	Prbd.g_01107
OG0000232	Prbh.g_00644	Prbd.g_01106
OG0000233	Prbh.g_00641	Prbd.g_01102
OG0000234	Prbh.g_00639	Prbd.g_01100
OG0000235	Prbh.g_00637	Prbd.g_01095
OG0000236	Prbh.g_00636	Prbd.g_01094
OG0000237	Prbh.g_00635	Prbd.g_01093
OG0000238	Prbh.g_00634	Prbd.g_01092
OG0000239	Prbh.g_00633	Prbd.g_01091
OG0000240	Prbh.g_00631	Prbd.g_01089
OG0000241	Prbh.g_00630	Prbd.g_01088
OG0000242	Prbh.g_00629	Prbd.g_01087
OG0000243	Prbh.g_00628	Prbd.g_01086
OG0000244	Prbh.g_00627	Prbd.g_01085
OG0000245	Prbh.g_00626	Prbd.g_01084
OG0000246	Prbh.g_00624	Prbd.g_01082
OG0000247	Prbh.g_00623	Prbd.g_01081
OG0000248	Prbh.g_00622	Prbd.g_01080
OG0000249	Prbh.g_00621	Prbd.g_01079
OG0000250	Prbh.g_00620	Prbd.g_01078
OG0000251	Prbh.g_00619	Prbd.g_01077
OG0000252	Prbh.g_00618	Prbd.g_01076
OG0000253	Prbh.g_00617	Prbd.g_01075
OG0000254	Prbh.g_00615	Prbd.g_01073
OG0000255	Prbh.g_00614	Prbd.g_01072
OG0000256	Prbh.g_00611	Prbd.g_01069
OG0000257	Prbh.g_00610	Prbd.g_01067
OG0000258	Prbh.g_00609	Prbd.g_01066
OG0000259	Prbh.g_00608	Prbd.g_01065
OG0000260	Prbh.g_00607	Prbd.g_01064
OG0000261	Prbh.g_00606	Prbd.g_01063
OG0000262	Prbh.g_00605	Prbd.g_01062
OG0000263	Prbh.g_00604	Prbd.g_01061
OG0000264	Prbh.g_00602	Prbd.g_01059
OG0000265	Prbh.g_00601	Prbd.g_01058
OG0000266	Prbh.g_00600	Prbd.g_01057
OG0000267	Prbh.g_00598	Prbd.g_01055
OG0000268	Prbh.g_00596	Prbd.g_01054
OG0000269	Prbh.g_00595	Prbd.g_01053
OG0000270	Prbh.g_00594	Prbd.g_01052
OG0000271	Prbh.g_00593	Prbd.g_01051
OG0000272	Prbh.g_00592	Prbd.g_01050
OG0000273	Prbh.g_00591	Prbd.g_01049
OG0000274	Prbh.g_00590	Prbd.g_01048
OG0000275	Prbh.g_00589	Prbd.g_01047
OG0000276	Prbh.g_00588	Prbd.g_01046
OG0000277	Prbh.g_00587	Prbd.g_01045
OG0000278	Prbh.g_00586	Prbd.g_01044
OG0000279	Prbh.g_00585	Prbd.g_01043
OG0000280	Prbh.g_00584	Prbd.g_01042
OG0000281	Prbh.g_00582	Prbd.g_01040
OG0000282	Prbh.g_00581	Prbd.g_01039
OG0000283	Prbh.g_00578	Prbd.g_01036
OG0000284	Prbh.g_00577	Prbd.g_01035
OG0000285	Prbh.g_00576	Prbd.g_01034
OG0000286	Prbh.g_00574	Prbd.g_01032
OG0000287	Prbh.g_00573	Prbd.g_01031
OG0000288	Prbh.g_00572	Prbd.g_01030
OG0000289	Prbh.g_00571	Prbd.g_01029
OG0000290	Prbh.g_00570	Prbd.g_01028
OG0000291	Prbh.g_00569	Prbd.g_01027
OG0000292	Prbh.g_00568	Prbd.g_01026
OG0000293	Prbh.g_00567	Prbd.g_01025
OG0000294	Prbh.g_00566	Prbd.g_01024
OG0000295	Prbh.g_00565	Prbd.g_01023
OG0000296	Prbh.g_00564	Prbd.g_01022
OG0000297	Prbh.g_00563	Prbd.g_01021
OG0000298	Prbh.g_00562	Prbd.g_01020
OG0000299	Prbh.g_00561	Prbd.g_01019
OG0000300	Prbh.g_00560	Prbd.g_01018
OG0000301	Prbh.g_00559	Prbd.g_01017
OG0000302	Prbh.g_00558	Prbd.g_01016
OG0000303	Prbh.g_00557	Prbd.g_01015
OG0000304	Prbh.g_00555	Prbd.g_01013
OG0000305	Prbh.g_00554	Prbd.g_01012
OG0000306	Prbh.g_00553	Prbd.g_01011
OG0000307	Prbh.g_00551	Prbd.g_01010
OG0000308	Prbh.g_00550	Prbd.g_01009
OG0000309	Prbh.g_00549	Prbd.g_01008
OG0000310	Prbh.g_00548	Prbd.g_01007
OG0000311	Prbh.g_00547	Prbd.g_01006
OG0000312	Prbh.g_00545	Prbd.g_01004
OG0000313	Prbh.g_00544	Prbd.g_01003
OG0000314	Prbh.g_00540	Prbd.g_01000
OG0000315	Prbh.g_00539	Prbd.g_00999
OG0000316	Prbh.g_00537	Prbd.g_00997
OG0000317	Prbh.g_00535	Prbd.g_00995
OG0000318	Prbh.g_00534	Prbd.g_00994
OG0000319	Prbh.g_00533	Prbd.g_00993
OG0000320	Prbh.g_00532	Prbd.g_00992
OG0000321	Prbh.g_00529	Prbd.g_00989
OG0000322	Prbh.g_00525	Prbd.g_00986
OG0000323	Prbh.g_00524	Prbd.g_00985
OG0000324	Prbh.g_00521	Prbd.g_00982
OG0000325	Prbh.g_00520	Prbd.g_00980
OG0000326	Prbh.g_00519	Prbd.g_00979
OG0000327	Prbh.g_00517	Prbd.g_00977
OG0000328	Prbh.g_00516	Prbd.g_00976
OG0000329	Prbh.g_00515	Prbd.g_00975
OG0000330	Prbh.g_00514	Prbd.g_00974
OG0000331	Prbh.g_00513	Prbd.g_00973
OG0000332	Prbh.g_00512	Prbd.g_00972
OG0000333	Prbh.g_00511	Prbd.g_00971
OG0000334	Prbh.g_00510	Prbd.g_00970
OG0000335	Prbh.g_00509	Prbd.g_00969
OG0000336	Prbh.g_00507	Prbd.g_00968
OG0000337	Prbh.g_00504	Prbd.g_00964
OG0000338	Prbh.g_00503	Prbd.g_00963
OG0000339	Prbh.g_00502	Prbd.g_00962
OG0000340	Prbh.g_00501	Prbd.g_00961
OG0000341	Prbh.g_00497	Prbd.g_00957
OG0000342	Prbh.g_00496	Prbd.g_00956
OG0000343	Prbh.g_00493	Prbd.g_00954
OG0000344	Prbh.g_00492	Prbd.g_00953
OG0000345	Prbh.g_00491	Prbd.g_00952
OG0000346	Prbh.g_00490	Prbd.g_00951
OG0000347	Prbh.g_00489	Prbd.g_00950
OG0000348	Prbh.g_00487	Prbd.g_00949
OG0000349	Prbh.g_00486	Prbd.g_00948
OG0000350	Prbh.g_00485	Prbd.g_00947
OG0000351	Prbh.g_00483	Prbd.g_00944
OG0000352	Prbh.g_00480	Prbd.g_00941
OG0000353	Prbh.g_00479	Prbd.g_00940
OG0000354	Prbh.g_00478	Prbd.g_00939
OG0000355	Prbh.g_00477	Prbd.g_00938
OG0000356	Prbh.g_00476	Prbd.g_00937
OG0000357	Prbh.g_00475	Prbd.g_00936
OG0000358	Prbh.g_00474	Prbd.g_00935
OG0000359	Prbh.g_00473	Prbd.g_00934
OG0000360	Prbh.g_00471	Prbd.g_00931
OG0000361	Prbh.g_00470	Prbd.g_00930
OG0000362	Prbh.g_00469	Prbd.g_00929
OG0000363	Prbh.g_00468	Prbd.g_00928
OG0000364	Prbh.g_00467	Prbd.g_00927
OG0000365	Prbh.g_00466	Prbd.g_00926
OG0000366	Prbh.g_00465	Prbd.g_00925
OG0000367	Prbh.g_00464	Prbd.g_00924
OG0000368	Prbh.g_00463	Prbd.g_00923
OG0000369	Prbh.g_00462	Prbd.g_00922
OG0000370	Prbh.g_00461	Prbd.g_00921
OG0000371	Prbh.g_00460	Prbd.g_00920
OG0000372	Prbh.g_00458	Prbd.g_00918
OG0000373	Prbh.g_00456	Prbd.g_00916
OG0000374	Prbh.g_00455	Prbd.g_00915
OG0000375	Prbh.g_00454	Prbd.g_00914
OG0000376	Prbh.g_00452	Prbd.g_00912
OG0000377	Prbh.g_00446	Prbd.g_00911
OG0000378	Prbh.g_00445	Prbd.g_00910
OG0000379	Prbh.g_00439	Prbd.g_00905
OG0000380	Prbh.g_00437	Prbd.g_00904
OG0000381	Prbh.g_00436	Prbd.g_00903
OG0000382	Prbh.g_00435	Prbd.g_00901
OG0000383	Prbh.g_00431	Prbd.g_00898
OG0000384	Prbh.g_00430	Prbd.g_00897
OG0000385	Prbh.g_00427	Prbd.g_00894
OG0000386	Prbh.g_00426	Prbd.g_00893
OG0000387	Prbh.g_00425	Prbd.g_00892
OG0000388	Prbh.g_00424	Prbd.g_00891
OG0000389	Prbh.g_00423	Prbd.g_00890
OG0000390	Prbh.g_00422	Prbd.g_00889
OG0000391	Prbh.g_00421	Prbd.g_00888
OG0000392	Prbh.g_00420	Prbd.g_00887
OG0000393	Prbh.g_00416	Prbd.g_00884
OG0000394	Prbh.g_00415	Prbd.g_00883
OG0000395	Prbh.g_00412	Prbd.g_00881
OG0000396	Prbh.g_01008	Prbd.g_00880
OG0000397	Prbh.g_01327	Prbd.g_00867
OG0000398	Prbh.g_01877	Prbd.g_00859
OG0000399	Prbh.g_01320	Prbd.g_00858
OG0000400	Prbh.g_01718	Prbd.g_00852
OG0000401	Prbh.g_00401	Prbd.g_00811
OG0000402	Prbh.g_00400	Prbd.g_00810
OG0000403	Prbh.g_00399	Prbd.g_00809
OG0000404	Prbh.g_00397	Prbd.g_00807
OG0000405	Prbh.g_00396	Prbd.g_00806
OG0000406	Prbh.g_00394	Prbd.g_00804
OG0000407	Prbh.g_00393	Prbd.g_00803
OG0000408	Prbh.g_00392	Prbd.g_00802
OG0000409	Prbh.g_00391	Prbd.g_00801
OG0000410	Prbh.g_00390	Prbd.g_00800
OG0000411	Prbh.g_00389	Prbd.g_00799
OG0000412	Prbh.g_00388	Prbd.g_00798
OG0000413	Prbh.g_00387	Prbd.g_00797
OG0000414	Prbh.g_00386	Prbd.g_00796
OG0000415	Prbh.g_00385	Prbd.g_00795
OG0000416	Prbh.g_00384	Prbd.g_00794
OG0000417	Prbh.g_00383	Prbd.g_00793
OG0000418	Prbh.g_00382	Prbd.g_00792
OG0000419	Prbh.g_00381	Prbd.g_00791
OG0000420	Prbh.g_00380	Prbd.g_00790
OG0000421	Prbh.g_00374	Prbd.g_00789
OG0000422	Prbh.g_00372	Prbd.g_00787
OG0000423	Prbh.g_00371	Prbd.g_00786
OG0000424	Prbh.g_00370	Prbd.g_00784
OG0000425	Prbh.g_00367	Prbd.g_00781
OG0000426	Prbh.g_00366	Prbd.g_00780
OG0000427	Prbh.g_00365	Prbd.g_00779
OG0000428	Prbh.g_00363	Prbd.g_00778
OG0000429	Prbh.g_00361	Prbd.g_00777
OG0000430	Prbh.g_00360	Prbd.g_00771
OG0000431	Prbh.g_00358	Prbd.g_00769
OG0000432	Prbh.g_00357	Prbd.g_00768
OG0000433	Prbh.g_00354	Prbd.g_00765
OG0000434	Prbh.g_00353	Prbd.g_00764
OG0000435	Prbh.g_00352	Prbd.g_00763
OG0000436	Prbh.g_00350	Prbd.g_00761
OG0000437	Prbh.g_00348	Prbd.g_00759
OG0000438	Prbh.g_00347	Prbd.g_00758
OG0000439	Prbh.g_00346	Prbd.g_00757
OG0000440	Prbh.g_00344	Prbd.g_00755
OG0000441	Prbh.g_00343	Prbd.g_00754
OG0000442	Prbh.g_00342	Prbd.g_00753
OG0000443	Prbh.g_00341	Prbd.g_00752
OG0000444	Prbh.g_00340	Prbd.g_00751
OG0000445	Prbh.g_00339	Prbd.g_00750
OG0000446	Prbh.g_00338	Prbd.g_00749
OG0000447	Prbh.g_00337	Prbd.g_00748
OG0000448	Prbh.g_00336	Prbd.g_00747
OG0000449	Prbh.g_00329	Prbd.g_00742
OG0000450	Prbh.g_00328	Prbd.g_00741
OG0000451	Prbh.g_00327	Prbd.g_00740
OG0000452	Prbh.g_00326	Prbd.g_00739
OG0000453	Prbh.g_00325	Prbd.g_00737
OG0000454	Prbh.g_00324	Prbd.g_00736
OG0000455	Prbh.g_00323	Prbd.g_00735
OG0000456	Prbh.g_00322	Prbd.g_00734
OG0000457	Prbh.g_00320	Prbd.g_00732
OG0000458	Prbh.g_00318	Prbd.g_00730
OG0000459	Prbh.g_00317	Prbd.g_00729
OG0000460	Prbh.g_00315	Prbd.g_00727
OG0000461	Prbh.g_00314	Prbd.g_00726
OG0000462	Prbh.g_00313	Prbd.g_00725
OG0000463	Prbh.g_00311	Prbd.g_00724
OG0000464	Prbh.g_00306	Prbd.g_00719
OG0000465	Prbh.g_00305	Prbd.g_00717
OG0000466	Prbh.g_00304	Prbd.g_00716
OG0000467	Prbh.g_00303	Prbd.g_00715
OG0000468	Prbh.g_00302	Prbd.g_00714
OG0000469	Prbh.g_00301	Prbd.g_00713
OG0000470	Prbh.g_00299	Prbd.g_00712
OG0000471	Prbh.g_00298	Prbd.g_00711
OG0000472	Prbh.g_00295	Prbd.g_00708
OG0000473	Prbh.g_00294	Prbd.g_00707
OG0000474	Prbh.g_00293	Prbd.g_00706
OG0000475	Prbh.g_00292	Prbd.g_00705
OG0000476	Prbh.g_00291	Prbd.g_00704
OG0000477	Prbh.g_00290	Prbd.g_00702
OG0000478	Prbh.g_00289	Prbd.g_00701
OG0000479	Prbh.g_00288	Prbd.g_00700
OG0000480	Prbh.g_00286	Prbd.g_00698
OG0000481	Prbh.g_00285	Prbd.g_00697
OG0000482	Prbh.g_00284	Prbd.g_00696
OG0000483	Prbh.g_00283	Prbd.g_00695
OG0000484	Prbh.g_00282	Prbd.g_00694
OG0000485	Prbh.g_00281	Prbd.g_00693
OG0000486	Prbh.g_00280	Prbd.g_00692
OG0000487	Prbh.g_00279	Prbd.g_00691
OG0000488	Prbh.g_00277	Prbd.g_00689
OG0000489	Prbh.g_00276	Prbd.g_00688
OG0000490	Prbh.g_00275	Prbd.g_00687
OG0000491	Prbh.g_00274	Prbd.g_00686
OG0000492	Prbh.g_00273	Prbd.g_00685
OG0000493	Prbh.g_00272	Prbd.g_00684
OG0000494	Prbh.g_00270	Prbd.g_00682
OG0000495	Prbh.g_00269	Prbd.g_00681
OG0000496	Prbh.g_00267	Prbd.g_00680
OG0000497	Prbh.g_00265	Prbd.g_00679
OG0000498	Prbh.g_00264	Prbd.g_00678
OG0000499	Prbh.g_00262	Prbd.g_00676
OG0000500	Prbh.g_00261	Prbd.g_00675
OG0000501	Prbh.g_00259	Prbd.g_00673
OG0000502	Prbh.g_00258	Prbd.g_00672
OG0000503	Prbh.g_00257	Prbd.g_00671
OG0000504	Prbh.g_00256	Prbd.g_00670
OG0000505	Prbh.g_00255	Prbd.g_00669
OG0000506	Prbh.g_00254	Prbd.g_00668
OG0000507	Prbh.g_00253	Prbd.g_00667
OG0000508	Prbh.g_00251	Prbd.g_00665
OG0000509	Prbh.g_00250	Prbd.g_00664
OG0000510	Prbh.g_00249	Prbd.g_00663
OG0000511	Prbh.g_00248	Prbd.g_00662
OG0000512	Prbh.g_00247	Prbd.g_00661
OG0000513	Prbh.g_00246	Prbd.g_00660
OG0000514	Prbh.g_00245	Prbd.g_00659
OG0000515	Prbh.g_00244	Prbd.g_00657
OG0000516	Prbh.g_00243	Prbd.g_00656
OG0000517	Prbh.g_00242	Prbd.g_00655
OG0000518	Prbh.g_00239	Prbd.g_00653
OG0000519	Prbh.g_00238	Prbd.g_00652
OG0000520	Prbh.g_00237	Prbd.g_00651
OG0000521	Prbh.g_00236	Prbd.g_00650
OG0000522	Prbh.g_00235	Prbd.g_00649
OG0000523	Prbh.g_00234	Prbd.g_00648
OG0000524	Prbh.g_00233	Prbd.g_00647
OG0000525	Prbh.g_00231	Prbd.g_00645
OG0000526	Prbh.g_00230	Prbd.g_00644
OG0000527	Prbh.g_00229	Prbd.g_00643
OG0000528	Prbh.g_00228	Prbd.g_00642
OG0000529	Prbh.g_00227	Prbd.g_00641
OG0000530	Prbh.g_00226	Prbd.g_00640
OG0000531	Prbh.g_00224	Prbd.g_00639
OG0000532	Prbh.g_00223	Prbd.g_00638
OG0000533	Prbh.g_00222	Prbd.g_00637
OG0000534	Prbh.g_00221	Prbd.g_00636
OG0000535	Prbh.g_00220	Prbd.g_00635
OG0000536	Prbh.g_00219	Prbd.g_00634
OG0000537	Prbh.g_00218	Prbd.g_00633
OG0000538	Prbh.g_00217	Prbd.g_00632
OG0000539	Prbh.g_00216	Prbd.g_00631
OG0000540	Prbh.g_00215	Prbd.g_00630
OG0000541	Prbh.g_00214	Prbd.g_00629
OG0000542	Prbh.g_00213	Prbd.g_00628
OG0000543	Prbh.g_00212	Prbd.g_00627
OG0000544	Prbh.g_01465	Prbd.g_00626
