Orthogroup	Prbh	Praz
OG0000117	Prbh.g_01034	Praz.g_01279, Praz.g_00063
OG0000118	Prbh.g_01328	Praz.g_00114
OG0000119	Prbh.g_01865	Praz.g_00022
OG0000120	Prbh.g_01276	Praz.g_00748
OG0000121	Prbh.g_01253	Praz.g_00729
OG0000122	Prbh.g_01233	Praz.g_00710
OG0000123	Prbh.g_01450	Praz.g_00697
OG0000124	Prbh.g_01397	Praz.g_01936
OG0000125	Prbh.g_01385	Praz.g_01168
OG0000126	Prbh.g_00009	Praz.g_01139
OG0000127	Prbh.g_00084	Praz.g_01054
OG0000128	Prbh.g_00100	Praz.g_01040
OG0000129	Prbh.g_00136	Praz.g_01004
OG0000130	Prbh.g_01785	Praz.g_00879
OG0000131	Prbh.g_01745	Praz.g_00841
OG0000132	Prbh.g_01742	Praz.g_00838
OG0000133	Prbh.g_01686	Praz.g_00304
OG0000134	Prbh.g_01650	Praz.g_00268
OG0000135	Prbh.g_01648	Praz.g_00266
OG0000136	Prbh.g_01597	Praz.g_00221
OG0000137	Prbh.g_01563	Praz.g_00188
OG0000138	Prbh.g_01528	Praz.g_00152
OG0000139	Prbh.g_01497	Praz.g_00125
OG0000140	Prbh.g_01475	Praz.g_00366
OG0000141	Prbh.g_01474	Praz.g_00367
OG0000142	Prbh.g_01472	Praz.g_00369
OG0000143	Prbh.g_01471	Praz.g_00370
OG0000144	Prbh.g_01469	Praz.g_00372
OG0000145	Prbh.g_01468	Praz.g_00373
OG0000146	Prbh.g_01467	Praz.g_00374
OG0000147	Prbh.g_01466	Praz.g_00375
OG0000148	Prbh.g_01952	Praz.g_00377
OG0000149	Prbh.g_00766	Praz.g_00379
OG0000150	Prbh.g_00765	Praz.g_00380
OG0000151	Prbh.g_00764	Praz.g_00381
OG0000152	Prbh.g_00763	Praz.g_00382
OG0000153	Prbh.g_00762	Praz.g_00383
OG0000154	Prbh.g_00761	Praz.g_00384
OG0000155	Prbh.g_00760	Praz.g_00385
OG0000156	Prbh.g_00759	Praz.g_00386
OG0000157	Prbh.g_00758	Praz.g_00387
OG0000158	Prbh.g_00756	Praz.g_00389
OG0000159	Prbh.g_00755	Praz.g_00390
OG0000160	Prbh.g_00754	Praz.g_00391
OG0000161	Prbh.g_00753	Praz.g_00392
OG0000162	Prbh.g_00752	Praz.g_00393
OG0000163	Prbh.g_00751	Praz.g_00394
OG0000164	Prbh.g_00748	Praz.g_00397
OG0000165	Prbh.g_00746	Praz.g_00400
OG0000166	Prbh.g_00745	Praz.g_00401
OG0000167	Prbh.g_00744	Praz.g_00402
OG0000168	Prbh.g_00743	Praz.g_00406
OG0000169	Prbh.g_00741	Praz.g_00408
OG0000170	Prbh.g_00739	Praz.g_00409
OG0000171	Prbh.g_00738	Praz.g_00410
OG0000172	Prbh.g_00737	Praz.g_00411
OG0000173	Prbh.g_00734	Praz.g_00412
OG0000174	Prbh.g_00733	Praz.g_00413
OG0000175	Prbh.g_00732	Praz.g_00414
OG0000176	Prbh.g_00730	Praz.g_00416
OG0000177	Prbh.g_00729	Praz.g_00417
OG0000178	Prbh.g_00728	Praz.g_00418
OG0000179	Prbh.g_00719	Praz.g_00424
OG0000180	Prbh.g_00718	Praz.g_00425
OG0000181	Prbh.g_00717	Praz.g_00426
OG0000182	Prbh.g_00713	Praz.g_00429
OG0000183	Prbh.g_00712	Praz.g_00430
OG0000184	Prbh.g_00709	Praz.g_00433
OG0000185	Prbh.g_00705	Praz.g_00437
OG0000186	Prbh.g_00704	Praz.g_00438
OG0000187	Prbh.g_01878	Praz.g_00439
OG0000188	Prbh.g_00703	Praz.g_00440
OG0000189	Prbh.g_00702	Praz.g_00441
OG0000190	Prbh.g_00701	Praz.g_00442
OG0000191	Prbh.g_00700	Praz.g_00443
OG0000192	Prbh.g_00699	Praz.g_00444
OG0000193	Prbh.g_00698	Praz.g_00445
OG0000194	Prbh.g_00697	Praz.g_00446
OG0000195	Prbh.g_00695	Praz.g_00448
OG0000196	Prbh.g_00694	Praz.g_00449
OG0000197	Prbh.g_00693	Praz.g_00450
OG0000198	Prbh.g_00692	Praz.g_00451
OG0000199	Prbh.g_00689	Praz.g_00454
OG0000200	Prbh.g_00688	Praz.g_00455
OG0000201	Prbh.g_00687	Praz.g_00456
OG0000202	Prbh.g_00686	Praz.g_00457
OG0000203	Prbh.g_00685	Praz.g_00458
OG0000204	Prbh.g_00684	Praz.g_00459
OG0000205	Prbh.g_00682	Praz.g_00460
OG0000206	Prbh.g_00681	Praz.g_00461
OG0000207	Prbh.g_00680	Praz.g_00462
OG0000208	Prbh.g_00679	Praz.g_00463
OG0000209	Prbh.g_00678	Praz.g_00464
OG0000210	Prbh.g_00677	Praz.g_00466
OG0000211	Prbh.g_00676	Praz.g_00467
OG0000212	Prbh.g_00675	Praz.g_00468
OG0000213	Prbh.g_00674	Praz.g_00469
OG0000214	Prbh.g_00670	Praz.g_00471
OG0000215	Prbh.g_00669	Praz.g_00472
OG0000216	Prbh.g_00667	Praz.g_00474
OG0000217	Prbh.g_00666	Praz.g_00475
OG0000218	Prbh.g_00665	Praz.g_00476
OG0000219	Prbh.g_00664	Praz.g_00477
OG0000220	Prbh.g_00661	Praz.g_00480
OG0000221	Prbh.g_00658	Praz.g_00482
OG0000222	Prbh.g_00657	Praz.g_00483
OG0000223	Prbh.g_00656	Praz.g_00484
OG0000224	Prbh.g_00654	Praz.g_00487
OG0000225	Prbh.g_00652	Praz.g_00489
OG0000226	Prbh.g_00650	Praz.g_00490
OG0000227	Prbh.g_00649	Praz.g_00491
OG0000228	Prbh.g_00648	Praz.g_00492
OG0000229	Prbh.g_00647	Praz.g_00493
OG0000230	Prbh.g_00646	Praz.g_00494
OG0000231	Prbh.g_01144	Praz.g_00496
OG0000232	Prbh.g_00644	Praz.g_00497
OG0000233	Prbh.g_00641	Praz.g_00500
OG0000234	Prbh.g_00639	Praz.g_00502
OG0000235	Prbh.g_00637	Praz.g_00505
OG0000236	Prbh.g_00636	Praz.g_00506
OG0000237	Prbh.g_00635	Praz.g_00507
OG0000238	Prbh.g_00634	Praz.g_00508
OG0000239	Prbh.g_00633	Praz.g_00509
OG0000240	Prbh.g_00631	Praz.g_00511
OG0000241	Prbh.g_00630	Praz.g_00512
OG0000242	Prbh.g_00629	Praz.g_00513
OG0000243	Prbh.g_00628	Praz.g_00514
OG0000244	Prbh.g_00627	Praz.g_00515
OG0000245	Prbh.g_00626	Praz.g_00516
OG0000246	Prbh.g_00624	Praz.g_00518
OG0000247	Prbh.g_00623	Praz.g_00519
OG0000248	Prbh.g_00622	Praz.g_00520
OG0000249	Prbh.g_00621	Praz.g_00521
OG0000250	Prbh.g_00620	Praz.g_00522
OG0000251	Prbh.g_00619	Praz.g_00523
OG0000252	Prbh.g_00618	Praz.g_00524
OG0000253	Prbh.g_00617	Praz.g_00525
OG0000254	Prbh.g_00615	Praz.g_00527
OG0000255	Prbh.g_00614	Praz.g_00528
OG0000256	Prbh.g_00611	Praz.g_00531
OG0000257	Prbh.g_00610	Praz.g_00533
OG0000258	Prbh.g_00609	Praz.g_00534
OG0000259	Prbh.g_00608	Praz.g_00535
OG0000260	Prbh.g_00607	Praz.g_00536
OG0000261	Prbh.g_00606	Praz.g_00537
OG0000262	Prbh.g_00605	Praz.g_00538
OG0000263	Prbh.g_00604	Praz.g_00539
OG0000264	Prbh.g_00602	Praz.g_00541
OG0000265	Prbh.g_00601	Praz.g_00542
OG0000266	Prbh.g_00600	Praz.g_00543
OG0000267	Prbh.g_00598	Praz.g_00545
OG0000268	Prbh.g_00596	Praz.g_00546
OG0000269	Prbh.g_00595	Praz.g_00547
OG0000270	Prbh.g_00594	Praz.g_00548
OG0000271	Prbh.g_00593	Praz.g_00549
OG0000272	Prbh.g_00592	Praz.g_00550
OG0000273	Prbh.g_00591	Praz.g_00551
OG0000274	Prbh.g_00590	Praz.g_00552
OG0000275	Prbh.g_00589	Praz.g_00553
OG0000276	Prbh.g_00588	Praz.g_00554
OG0000277	Prbh.g_00587	Praz.g_00555
OG0000278	Prbh.g_00586	Praz.g_00556
OG0000279	Prbh.g_00585	Praz.g_00557
OG0000280	Prbh.g_00584	Praz.g_00558
OG0000281	Prbh.g_00582	Praz.g_00560
OG0000282	Prbh.g_00581	Praz.g_00561
OG0000283	Prbh.g_00578	Praz.g_00564
OG0000284	Prbh.g_00577	Praz.g_00565
OG0000285	Prbh.g_00576	Praz.g_00566
OG0000286	Prbh.g_00574	Praz.g_00568
OG0000287	Prbh.g_00573	Praz.g_00569
OG0000288	Prbh.g_00572	Praz.g_00570
OG0000289	Prbh.g_00571	Praz.g_00571
OG0000290	Prbh.g_00570	Praz.g_00572
OG0000291	Prbh.g_00569	Praz.g_00573
OG0000292	Prbh.g_00568	Praz.g_00574
OG0000293	Prbh.g_00567	Praz.g_00575
OG0000294	Prbh.g_00566	Praz.g_00576
OG0000295	Prbh.g_00565	Praz.g_00577
OG0000296	Prbh.g_00564	Praz.g_00578
OG0000297	Prbh.g_00563	Praz.g_00579
OG0000298	Prbh.g_00562	Praz.g_00580
OG0000299	Prbh.g_00561	Praz.g_00581
OG0000300	Prbh.g_00560	Praz.g_00582
OG0000301	Prbh.g_00559	Praz.g_00583
OG0000302	Prbh.g_00558	Praz.g_00584
OG0000303	Prbh.g_00557	Praz.g_00585
OG0000304	Prbh.g_00555	Praz.g_00586
OG0000305	Prbh.g_00554	Praz.g_00587
OG0000306	Prbh.g_00553	Praz.g_00588
OG0000307	Prbh.g_00551	Praz.g_00589
OG0000308	Prbh.g_00550	Praz.g_00590
OG0000309	Prbh.g_00549	Praz.g_00591
OG0000310	Prbh.g_00548	Praz.g_00592
OG0000311	Prbh.g_00547	Praz.g_00593
OG0000312	Prbh.g_00545	Praz.g_00595
OG0000313	Prbh.g_00544	Praz.g_00596
OG0000314	Prbh.g_00540	Praz.g_00599
OG0000315	Prbh.g_00539	Praz.g_00600
OG0000316	Prbh.g_00537	Praz.g_00602
OG0000317	Prbh.g_00535	Praz.g_00604
OG0000318	Prbh.g_00534	Praz.g_00605
OG0000319	Prbh.g_00533	Praz.g_00606
OG0000320	Prbh.g_00532	Praz.g_00607
OG0000321	Prbh.g_00529	Praz.g_00610
OG0000322	Prbh.g_00525	Praz.g_00613
OG0000323	Prbh.g_00524	Praz.g_00614
OG0000324	Prbh.g_00521	Praz.g_00617
OG0000325	Prbh.g_00520	Praz.g_00618
OG0000326	Prbh.g_00519	Praz.g_00619
OG0000327	Prbh.g_00517	Praz.g_00621
OG0000328	Prbh.g_00516	Praz.g_00622
OG0000329	Prbh.g_00515	Praz.g_00623
OG0000330	Prbh.g_00514	Praz.g_00624
OG0000331	Prbh.g_00513	Praz.g_00625
OG0000332	Prbh.g_00512	Praz.g_00626
OG0000333	Prbh.g_00511	Praz.g_00627
OG0000334	Prbh.g_00510	Praz.g_00628
OG0000335	Prbh.g_00509	Praz.g_00629
OG0000336	Prbh.g_00507	Praz.g_00630
OG0000337	Prbh.g_00504	Praz.g_00633
OG0000338	Prbh.g_00503	Praz.g_00634
OG0000339	Prbh.g_00502	Praz.g_00635
OG0000340	Prbh.g_00501	Praz.g_00636
OG0000341	Prbh.g_00497	Praz.g_00640
OG0000342	Prbh.g_00496	Praz.g_00641
OG0000343	Prbh.g_00493	Praz.g_00643
OG0000344	Prbh.g_00492	Praz.g_00644
OG0000345	Prbh.g_00491	Praz.g_00645
OG0000346	Prbh.g_00490	Praz.g_00646
OG0000347	Prbh.g_00489	Praz.g_00647
OG0000348	Prbh.g_00487	Praz.g_00648
OG0000349	Prbh.g_00486	Praz.g_00649
OG0000350	Prbh.g_00485	Praz.g_00650
OG0000351	Prbh.g_00483	Praz.g_00652
OG0000352	Prbh.g_00480	Praz.g_00655
OG0000353	Prbh.g_00479	Praz.g_00656
OG0000354	Prbh.g_00478	Praz.g_00657
OG0000355	Prbh.g_00477	Praz.g_00658
OG0000356	Prbh.g_00476	Praz.g_00659
OG0000357	Prbh.g_00475	Praz.g_00660
OG0000358	Prbh.g_00474	Praz.g_00661
OG0000359	Prbh.g_00473	Praz.g_00662
OG0000360	Prbh.g_00471	Praz.g_00665
OG0000361	Prbh.g_00470	Praz.g_00666
OG0000362	Prbh.g_00469	Praz.g_00667
OG0000363	Prbh.g_00468	Praz.g_00668
OG0000364	Prbh.g_00467	Praz.g_00669
OG0000365	Prbh.g_00466	Praz.g_00670
OG0000366	Prbh.g_00465	Praz.g_00671
OG0000367	Prbh.g_00464	Praz.g_00672
OG0000368	Prbh.g_00463	Praz.g_00673
OG0000369	Prbh.g_00462	Praz.g_00674
OG0000370	Prbh.g_00461	Praz.g_00675
OG0000371	Prbh.g_00460	Praz.g_00676
OG0000372	Prbh.g_00458	Praz.g_00678
OG0000373	Prbh.g_00456	Praz.g_00680
OG0000374	Prbh.g_00455	Praz.g_00681
OG0000375	Prbh.g_00454	Praz.g_00682
OG0000376	Prbh.g_00452	Praz.g_00684
OG0000377	Prbh.g_00446	Praz.g_00685
OG0000378	Prbh.g_00445	Praz.g_00686
OG0000379	Prbh.g_00439	Praz.g_01931
OG0000380	Prbh.g_00437	Praz.g_01932
OG0000381	Prbh.g_00436	Praz.g_01933
OG0000382	Prbh.g_00435	Praz.g_01935
OG0000383	Prbh.g_00431	Praz.g_00343
OG0000384	Prbh.g_00430	Praz.g_00344
OG0000385	Prbh.g_00427	Praz.g_00347
OG0000386	Prbh.g_00426	Praz.g_00348
OG0000387	Prbh.g_00425	Praz.g_00349
OG0000388	Prbh.g_00424	Praz.g_00350
OG0000389	Prbh.g_00423	Praz.g_00351
OG0000390	Prbh.g_00422	Praz.g_00352
OG0000391	Prbh.g_00421	Praz.g_00353
OG0000392	Prbh.g_00420	Praz.g_00354
OG0000393	Prbh.g_00416	Praz.g_00819
OG0000394	Prbh.g_00415	Praz.g_00818
OG0000395	Prbh.g_00412	Praz.g_00816
OG0000396	Prbh.g_01008	Praz.g_00815
OG0000397	Prbh.g_01327	Praz.g_00803
OG0000398	Prbh.g_01877	Praz.g_00795
OG0000399	Prbh.g_01320	Praz.g_00794
OG0000400	Prbh.g_01718	Praz.g_00788
OG0000401	Prbh.g_00401	Praz.g_01897
OG0000402	Prbh.g_00400	Praz.g_01896
OG0000403	Prbh.g_00399	Praz.g_01895
OG0000404	Prbh.g_00397	Praz.g_01893
OG0000405	Prbh.g_00396	Praz.g_01892
OG0000406	Prbh.g_00394	Praz.g_01890
OG0000407	Prbh.g_00393	Praz.g_01889
OG0000408	Prbh.g_00392	Praz.g_01888
OG0000409	Prbh.g_00391	Praz.g_01887
OG0000410	Prbh.g_00390	Praz.g_01886
OG0000411	Prbh.g_00389	Praz.g_01885
OG0000412	Prbh.g_00388	Praz.g_01884
OG0000413	Prbh.g_00387	Praz.g_01883
OG0000414	Prbh.g_00386	Praz.g_01882
OG0000415	Prbh.g_00385	Praz.g_01881
OG0000416	Prbh.g_00384	Praz.g_01880
OG0000417	Prbh.g_00383	Praz.g_01879
OG0000418	Prbh.g_00382	Praz.g_01878
OG0000419	Prbh.g_00381	Praz.g_01877
OG0000420	Prbh.g_00380	Praz.g_01876
OG0000421	Prbh.g_00374	Praz.g_01875
OG0000422	Prbh.g_00372	Praz.g_01873
OG0000423	Prbh.g_00371	Praz.g_01872
OG0000424	Prbh.g_00370	Praz.g_01870
OG0000425	Prbh.g_00367	Praz.g_01867
OG0000426	Prbh.g_00366	Praz.g_01866
OG0000427	Prbh.g_00365	Praz.g_01865
OG0000428	Prbh.g_00363	Praz.g_01864
OG0000429	Prbh.g_00361	Praz.g_01863
OG0000430	Prbh.g_00360	Praz.g_01857
OG0000431	Prbh.g_00358	Praz.g_01855
OG0000432	Prbh.g_00357	Praz.g_01854
OG0000433	Prbh.g_00354	Praz.g_01851
OG0000434	Prbh.g_00353	Praz.g_01850
OG0000435	Prbh.g_00352	Praz.g_01849
OG0000436	Prbh.g_00350	Praz.g_01847
OG0000437	Prbh.g_00348	Praz.g_01845
OG0000438	Prbh.g_00347	Praz.g_01844
OG0000439	Prbh.g_00346	Praz.g_01843
OG0000440	Prbh.g_00344	Praz.g_01841
OG0000441	Prbh.g_00343	Praz.g_01840
OG0000442	Prbh.g_00342	Praz.g_01839
OG0000443	Prbh.g_00341	Praz.g_01838
OG0000444	Prbh.g_00340	Praz.g_01837
OG0000445	Prbh.g_00339	Praz.g_01836
OG0000446	Prbh.g_00338	Praz.g_01835
OG0000447	Prbh.g_00337	Praz.g_01834
OG0000448	Prbh.g_00336	Praz.g_01833
OG0000449	Prbh.g_00329	Praz.g_01828
OG0000450	Prbh.g_00328	Praz.g_01827
OG0000451	Prbh.g_00327	Praz.g_01826
OG0000452	Prbh.g_00326	Praz.g_01825
OG0000453	Prbh.g_00325	Praz.g_01823
OG0000454	Prbh.g_00324	Praz.g_01822
OG0000455	Prbh.g_00323	Praz.g_01821
OG0000456	Prbh.g_00322	Praz.g_01820
OG0000457	Prbh.g_00320	Praz.g_01818
OG0000458	Prbh.g_00318	Praz.g_01816
OG0000459	Prbh.g_00317	Praz.g_01815
OG0000460	Prbh.g_00315	Praz.g_01813
OG0000461	Prbh.g_00314	Praz.g_01812
OG0000462	Prbh.g_00313	Praz.g_01811
OG0000463	Prbh.g_00311	Praz.g_01810
OG0000464	Prbh.g_00306	Praz.g_01805
OG0000465	Prbh.g_00305	Praz.g_01803
OG0000466	Prbh.g_00304	Praz.g_01802
OG0000467	Prbh.g_00303	Praz.g_01801
OG0000468	Prbh.g_00302	Praz.g_01800
OG0000469	Prbh.g_00301	Praz.g_01799
OG0000470	Prbh.g_00299	Praz.g_01798
OG0000471	Prbh.g_00298	Praz.g_01797
OG0000472	Prbh.g_00295	Praz.g_01794
OG0000473	Prbh.g_00294	Praz.g_01793
OG0000474	Prbh.g_00293	Praz.g_01792
OG0000475	Prbh.g_00292	Praz.g_01791
OG0000476	Prbh.g_00291	Praz.g_01790
OG0000477	Prbh.g_00290	Praz.g_01788
OG0000478	Prbh.g_00289	Praz.g_01787
OG0000479	Prbh.g_00288	Praz.g_01786
OG0000480	Prbh.g_00286	Praz.g_01784
OG0000481	Prbh.g_00285	Praz.g_01783
OG0000482	Prbh.g_00284	Praz.g_01782
OG0000483	Prbh.g_00283	Praz.g_01781
OG0000484	Prbh.g_00282	Praz.g_01780
OG0000485	Prbh.g_00281	Praz.g_01779
OG0000486	Prbh.g_00280	Praz.g_01778
OG0000487	Prbh.g_00279	Praz.g_01777
OG0000488	Prbh.g_00277	Praz.g_01775
OG0000489	Prbh.g_00276	Praz.g_01774
OG0000490	Prbh.g_00275	Praz.g_01773
OG0000491	Prbh.g_00274	Praz.g_01772
OG0000492	Prbh.g_00273	Praz.g_01771
OG0000493	Prbh.g_00272	Praz.g_01770
OG0000494	Prbh.g_00270	Praz.g_01768
OG0000495	Prbh.g_00269	Praz.g_01767
OG0000496	Prbh.g_00267	Praz.g_01766
OG0000497	Prbh.g_00265	Praz.g_01765
OG0000498	Prbh.g_00264	Praz.g_01764
OG0000499	Prbh.g_00262	Praz.g_01762
OG0000500	Prbh.g_00261	Praz.g_01761
OG0000501	Prbh.g_00259	Praz.g_01759
OG0000502	Prbh.g_00258	Praz.g_01758
OG0000503	Prbh.g_00257	Praz.g_01757
OG0000504	Prbh.g_00256	Praz.g_01756
OG0000505	Prbh.g_00255	Praz.g_01755
OG0000506	Prbh.g_00254	Praz.g_01754
OG0000507	Prbh.g_00253	Praz.g_01753
OG0000508	Prbh.g_00251	Praz.g_01751
OG0000509	Prbh.g_00250	Praz.g_01750
OG0000510	Prbh.g_00249	Praz.g_01749
OG0000511	Prbh.g_00248	Praz.g_01748
OG0000512	Prbh.g_00247	Praz.g_01747
OG0000513	Prbh.g_00246	Praz.g_01746
OG0000514	Prbh.g_00245	Praz.g_01745
OG0000515	Prbh.g_00244	Praz.g_01743
OG0000516	Prbh.g_00243	Praz.g_01742
OG0000517	Prbh.g_00242	Praz.g_01741
OG0000518	Prbh.g_00239	Praz.g_01739
OG0000519	Prbh.g_00238	Praz.g_01738
OG0000520	Prbh.g_00237	Praz.g_01737
OG0000521	Prbh.g_00236	Praz.g_01736
OG0000522	Prbh.g_00235	Praz.g_01735
OG0000523	Prbh.g_00234	Praz.g_01734
OG0000524	Prbh.g_00233	Praz.g_01733
OG0000525	Prbh.g_00231	Praz.g_01731
OG0000526	Prbh.g_00230	Praz.g_01730
OG0000527	Prbh.g_00229	Praz.g_01729
OG0000528	Prbh.g_00228	Praz.g_01728
OG0000529	Prbh.g_00227	Praz.g_01727
OG0000530	Prbh.g_00226	Praz.g_01726
OG0000531	Prbh.g_00224	Praz.g_01725
OG0000532	Prbh.g_00223	Praz.g_01724
OG0000533	Prbh.g_00222	Praz.g_01723
OG0000534	Prbh.g_00221	Praz.g_01722
OG0000535	Prbh.g_00220	Praz.g_01721
OG0000536	Prbh.g_00219	Praz.g_01720
OG0000537	Prbh.g_00218	Praz.g_01719
OG0000538	Prbh.g_00217	Praz.g_01718
OG0000539	Prbh.g_00216	Praz.g_01717
OG0000540	Prbh.g_00215	Praz.g_01716
OG0000541	Prbh.g_00214	Praz.g_01715
OG0000542	Prbh.g_00213	Praz.g_01714
OG0000543	Prbh.g_00212	Praz.g_01713
OG0000544	Prbh.g_01465	Praz.g_01712
OG0000545	Prbh.g_01462	Praz.g_01709
OG0000546	Prbh.g_01461	Praz.g_01708
OG0000547	Prbh.g_01459	Praz.g_01706
OG0000548	Prbh.g_01457	Praz.g_01705
OG0000549	Prbh.g_01456	Praz.g_01704
OG0000550	Prbh.g_01455	Praz.g_01703
OG0000551	Prbh.g_01453	Praz.g_01702
OG0000552	Prbh.g_01452	Praz.g_01701
OG0000553	Prbh.g_01223	Praz.g_01700
OG0000554	Prbh.g_01222	Praz.g_01699
OG0000555	Prbh.g_01221	Praz.g_01698
OG0000556	Prbh.g_01220	Praz.g_01697
OG0000557	Prbh.g_01219	Praz.g_01696
OG0000558	Prbh.g_01218	Praz.g_01695
OG0000559	Prbh.g_01217	Praz.g_01694
OG0000560	Prbh.g_01216	Praz.g_01692
OG0000561	Prbh.g_01215	Praz.g_01691
