Orthogroup	Prbh	Prax
OG0000198	Prbh.g_00692	Prax.g_01127
OG0000199	Prbh.g_00689	Prax.g_01124
OG0000200	Prbh.g_00688	Prax.g_01123
OG0000201	Prbh.g_00687	Prax.g_01122
OG0000202	Prbh.g_00686	Prax.g_01121
OG0000203	Prbh.g_00685	Prax.g_01120
OG0000204	Prbh.g_00684	Prax.g_01119
OG0000205	Prbh.g_00682	Prax.g_01118
OG0000206	Prbh.g_00681	Prax.g_01117
OG0000207	Prbh.g_00680	Prax.g_01116
OG0000208	Prbh.g_00679	Prax.g_01115
OG0000209	Prbh.g_00678	Prax.g_01114
OG0000210	Prbh.g_00677	Prax.g_01113
OG0000211	Prbh.g_00676	Prax.g_01112
OG0000212	Prbh.g_00675	Prax.g_01111
OG0000213	Prbh.g_00674	Prax.g_01110
OG0000214	Prbh.g_00670	Prax.g_01108
OG0000215	Prbh.g_00669	Prax.g_01107
OG0000216	Prbh.g_00667	Prax.g_01105
OG0000217	Prbh.g_00666	Prax.g_01103
OG0000218	Prbh.g_00665	Prax.g_01102
OG0000219	Prbh.g_00664	Prax.g_01101
OG0000220	Prbh.g_00661	Prax.g_01098
OG0000221	Prbh.g_00658	Prax.g_01096
OG0000222	Prbh.g_00657	Prax.g_01095
OG0000223	Prbh.g_00656	Prax.g_01094
OG0000224	Prbh.g_00654	Prax.g_01091
OG0000225	Prbh.g_00652	Prax.g_01089
OG0000226	Prbh.g_00650	Prax.g_01088
OG0000227	Prbh.g_00649	Prax.g_01087
OG0000228	Prbh.g_00648	Prax.g_01086
OG0000229	Prbh.g_00647	Prax.g_01085
OG0000230	Prbh.g_00646	Prax.g_01084
OG0000231	Prbh.g_01144	Prax.g_01082
OG0000232	Prbh.g_00644	Prax.g_01081
OG0000233	Prbh.g_00641	Prax.g_01078
OG0000234	Prbh.g_00639	Prax.g_01076
OG0000235	Prbh.g_00637	Prax.g_01073
OG0000236	Prbh.g_00636	Prax.g_01072
OG0000237	Prbh.g_00635	Prax.g_01071
OG0000238	Prbh.g_00634	Prax.g_01070
OG0000239	Prbh.g_00633	Prax.g_01069
OG0000240	Prbh.g_00631	Prax.g_01067
OG0000241	Prbh.g_00630	Prax.g_01066
OG0000242	Prbh.g_00629	Prax.g_01065
OG0000243	Prbh.g_00628	Prax.g_01064
OG0000244	Prbh.g_00627	Prax.g_01063
OG0000245	Prbh.g_00626	Prax.g_01062
OG0000246	Prbh.g_00624	Prax.g_01060
OG0000247	Prbh.g_00623	Prax.g_01059
OG0000248	Prbh.g_00622	Prax.g_01058
OG0000249	Prbh.g_00621	Prax.g_01057
OG0000250	Prbh.g_00620	Prax.g_01056
OG0000251	Prbh.g_00619	Prax.g_01055
OG0000252	Prbh.g_00618	Prax.g_01054
OG0000253	Prbh.g_00617	Prax.g_01053
OG0000254	Prbh.g_00615	Prax.g_01051
OG0000255	Prbh.g_00614	Prax.g_01050
OG0000256	Prbh.g_00611	Prax.g_01047
OG0000257	Prbh.g_00610	Prax.g_01045
OG0000258	Prbh.g_00609	Prax.g_01044
OG0000259	Prbh.g_00608	Prax.g_01043
OG0000260	Prbh.g_00607	Prax.g_01042
OG0000261	Prbh.g_00606	Prax.g_01041
OG0000262	Prbh.g_00605	Prax.g_01040
OG0000263	Prbh.g_00604	Prax.g_01039
OG0000264	Prbh.g_00602	Prax.g_01037
OG0000265	Prbh.g_00601	Prax.g_01036
OG0000266	Prbh.g_00600	Prax.g_01035
OG0000267	Prbh.g_00598	Prax.g_01033
OG0000268	Prbh.g_00596	Prax.g_01032
OG0000269	Prbh.g_00595	Prax.g_01031
OG0000270	Prbh.g_00594	Prax.g_01030
OG0000271	Prbh.g_00593	Prax.g_01029
OG0000272	Prbh.g_00592	Prax.g_01028
OG0000273	Prbh.g_00591	Prax.g_01027
OG0000274	Prbh.g_00590	Prax.g_01026
OG0000275	Prbh.g_00589	Prax.g_01025
OG0000276	Prbh.g_00588	Prax.g_01024
OG0000277	Prbh.g_00587	Prax.g_01023
OG0000278	Prbh.g_00586	Prax.g_01022
OG0000279	Prbh.g_00585	Prax.g_01021
OG0000280	Prbh.g_00584	Prax.g_01020
OG0000281	Prbh.g_00582	Prax.g_01018
OG0000282	Prbh.g_00581	Prax.g_01017
OG0000283	Prbh.g_00578	Prax.g_01014
OG0000284	Prbh.g_00577	Prax.g_01013
OG0000285	Prbh.g_00576	Prax.g_01012
OG0000286	Prbh.g_00574	Prax.g_01010
OG0000287	Prbh.g_00573	Prax.g_01009
OG0000288	Prbh.g_00572	Prax.g_01008
OG0000289	Prbh.g_00571	Prax.g_01007
OG0000290	Prbh.g_00570	Prax.g_01006
OG0000291	Prbh.g_00569	Prax.g_01005
OG0000292	Prbh.g_00568	Prax.g_01004
OG0000293	Prbh.g_00567	Prax.g_01003
OG0000294	Prbh.g_00566	Prax.g_01002
OG0000295	Prbh.g_00565	Prax.g_01001
OG0000296	Prbh.g_00564	Prax.g_01000
OG0000297	Prbh.g_00563	Prax.g_00999
OG0000298	Prbh.g_00562	Prax.g_00998
OG0000299	Prbh.g_00561	Prax.g_00997
OG0000300	Prbh.g_00560	Prax.g_00996
OG0000301	Prbh.g_00559	Prax.g_00995
OG0000302	Prbh.g_00558	Prax.g_00994
OG0000303	Prbh.g_00557	Prax.g_00993
OG0000304	Prbh.g_00555	Prax.g_00992
OG0000305	Prbh.g_00554	Prax.g_00991
OG0000306	Prbh.g_00553	Prax.g_00990
OG0000307	Prbh.g_00551	Prax.g_00989
OG0000308	Prbh.g_00550	Prax.g_00988
OG0000309	Prbh.g_00549	Prax.g_00987
OG0000310	Prbh.g_00548	Prax.g_00986
OG0000311	Prbh.g_00547	Prax.g_00985
OG0000312	Prbh.g_00545	Prax.g_00983
OG0000313	Prbh.g_00544	Prax.g_00982
OG0000314	Prbh.g_00540	Prax.g_00979
OG0000315	Prbh.g_00539	Prax.g_00978
OG0000316	Prbh.g_00537	Prax.g_00933
OG0000317	Prbh.g_00535	Prax.g_00931
OG0000318	Prbh.g_00534	Prax.g_00930
OG0000319	Prbh.g_00533	Prax.g_00929
OG0000320	Prbh.g_00532	Prax.g_00928
OG0000321	Prbh.g_00529	Prax.g_00925
OG0000322	Prbh.g_00525	Prax.g_00922
OG0000323	Prbh.g_00524	Prax.g_00921
OG0000324	Prbh.g_00521	Prax.g_00918
OG0000325	Prbh.g_00520	Prax.g_00916
OG0000326	Prbh.g_00519	Prax.g_00915
OG0000327	Prbh.g_00517	Prax.g_00913
OG0000328	Prbh.g_00516	Prax.g_00912
OG0000329	Prbh.g_00515	Prax.g_00911
OG0000330	Prbh.g_00514	Prax.g_00910
OG0000331	Prbh.g_00513	Prax.g_00909
OG0000332	Prbh.g_00512	Prax.g_00908
OG0000333	Prbh.g_00511	Prax.g_00907
OG0000334	Prbh.g_00510	Prax.g_00906
OG0000335	Prbh.g_00509	Prax.g_00905
OG0000336	Prbh.g_00507	Prax.g_00904
OG0000337	Prbh.g_00504	Prax.g_00900
OG0000338	Prbh.g_00503	Prax.g_00899
OG0000339	Prbh.g_00502	Prax.g_00898
OG0000340	Prbh.g_00501	Prax.g_00897
OG0000341	Prbh.g_00497	Prax.g_00893
OG0000342	Prbh.g_00496	Prax.g_00892
OG0000343	Prbh.g_00493	Prax.g_00890
OG0000344	Prbh.g_00492	Prax.g_00889
OG0000345	Prbh.g_00491	Prax.g_00888
OG0000346	Prbh.g_00490	Prax.g_00887
OG0000347	Prbh.g_00489	Prax.g_00886
OG0000348	Prbh.g_00487	Prax.g_00885
OG0000349	Prbh.g_00486	Prax.g_00884
OG0000350	Prbh.g_00485	Prax.g_00883
OG0000351	Prbh.g_00483	Prax.g_00880
OG0000352	Prbh.g_00480	Prax.g_00877
OG0000353	Prbh.g_00479	Prax.g_00876
OG0000354	Prbh.g_00478	Prax.g_00875
OG0000355	Prbh.g_00477	Prax.g_00874
OG0000356	Prbh.g_00476	Prax.g_00873
OG0000357	Prbh.g_00475	Prax.g_00872
OG0000358	Prbh.g_00474	Prax.g_00871
OG0000359	Prbh.g_00473	Prax.g_00870
OG0000360	Prbh.g_00471	Prax.g_00867
OG0000361	Prbh.g_00470	Prax.g_00866
OG0000362	Prbh.g_00469	Prax.g_00865
OG0000363	Prbh.g_00468	Prax.g_00864
OG0000364	Prbh.g_00467	Prax.g_00863
OG0000365	Prbh.g_00466	Prax.g_00862
OG0000366	Prbh.g_00465	Prax.g_00861
OG0000367	Prbh.g_00464	Prax.g_00860
OG0000368	Prbh.g_00463	Prax.g_00859
OG0000369	Prbh.g_00462	Prax.g_00858
OG0000370	Prbh.g_00461	Prax.g_00857
OG0000371	Prbh.g_00460	Prax.g_00856
OG0000372	Prbh.g_00458	Prax.g_00854
OG0000373	Prbh.g_00456	Prax.g_00850
OG0000374	Prbh.g_00455	Prax.g_00849
OG0000375	Prbh.g_00454	Prax.g_00848
OG0000376	Prbh.g_00452	Prax.g_00846
OG0000377	Prbh.g_00446	Prax.g_00845
OG0000378	Prbh.g_00445	Prax.g_00844
OG0000379	Prbh.g_00439	Prax.g_00839
OG0000380	Prbh.g_00437	Prax.g_00838
OG0000381	Prbh.g_00436	Prax.g_00837
OG0000382	Prbh.g_00435	Prax.g_00835
OG0000383	Prbh.g_00431	Prax.g_00832
OG0000384	Prbh.g_00430	Prax.g_00831
OG0000385	Prbh.g_00427	Prax.g_00828
OG0000386	Prbh.g_00426	Prax.g_00827
OG0000387	Prbh.g_00425	Prax.g_00826
OG0000388	Prbh.g_00424	Prax.g_00825
OG0000389	Prbh.g_00423	Prax.g_00824
OG0000390	Prbh.g_00422	Prax.g_00823
OG0000391	Prbh.g_00421	Prax.g_00822
OG0000392	Prbh.g_00420	Prax.g_00821
OG0000393	Prbh.g_00416	Prax.g_00818
OG0000394	Prbh.g_00415	Prax.g_00817
OG0000395	Prbh.g_00412	Prax.g_00815
OG0000396	Prbh.g_01008	Prax.g_00814
OG0000397	Prbh.g_01327	Prax.g_00802
OG0000398	Prbh.g_01877	Prax.g_00795
OG0000399	Prbh.g_01320	Prax.g_00794
OG0000400	Prbh.g_01718	Prax.g_00790
OG0000401	Prbh.g_00401	Prax.g_00769
OG0000402	Prbh.g_00400	Prax.g_00768
OG0000403	Prbh.g_00399	Prax.g_00767
OG0000404	Prbh.g_00397	Prax.g_00765
OG0000405	Prbh.g_00396	Prax.g_00764
OG0000406	Prbh.g_00394	Prax.g_00762
OG0000407	Prbh.g_00393	Prax.g_00761
OG0000408	Prbh.g_00392	Prax.g_00760
OG0000409	Prbh.g_00391	Prax.g_00759
OG0000410	Prbh.g_00390	Prax.g_00758
OG0000411	Prbh.g_00389	Prax.g_00757
OG0000412	Prbh.g_00388	Prax.g_00756
OG0000413	Prbh.g_00387	Prax.g_00755
OG0000414	Prbh.g_00386	Prax.g_00754
OG0000415	Prbh.g_00385	Prax.g_00753
OG0000416	Prbh.g_00384	Prax.g_00752
OG0000417	Prbh.g_00383	Prax.g_00751
OG0000418	Prbh.g_00382	Prax.g_00750
OG0000419	Prbh.g_00381	Prax.g_00749
OG0000420	Prbh.g_00380	Prax.g_00748
OG0000421	Prbh.g_00374	Prax.g_00747
OG0000422	Prbh.g_00372	Prax.g_00746
OG0000423	Prbh.g_00371	Prax.g_00745
OG0000424	Prbh.g_00370	Prax.g_00743
OG0000425	Prbh.g_00367	Prax.g_00740
OG0000426	Prbh.g_00366	Prax.g_00739
OG0000427	Prbh.g_00365	Prax.g_00738
OG0000428	Prbh.g_00363	Prax.g_00737
OG0000429	Prbh.g_00361	Prax.g_00736
OG0000430	Prbh.g_00360	Prax.g_00731
OG0000431	Prbh.g_00358	Prax.g_00729
OG0000432	Prbh.g_00357	Prax.g_00728
OG0000433	Prbh.g_00354	Prax.g_00725
OG0000434	Prbh.g_00353	Prax.g_00724
OG0000435	Prbh.g_00352	Prax.g_00723
OG0000436	Prbh.g_00350	Prax.g_00721
OG0000437	Prbh.g_00348	Prax.g_00719
OG0000438	Prbh.g_00347	Prax.g_00718
OG0000439	Prbh.g_00346	Prax.g_00717
OG0000440	Prbh.g_00344	Prax.g_00715
OG0000441	Prbh.g_00343	Prax.g_00714
OG0000442	Prbh.g_00342	Prax.g_00713
OG0000443	Prbh.g_00341	Prax.g_00712
OG0000444	Prbh.g_00340	Prax.g_00711
OG0000445	Prbh.g_00339	Prax.g_00709
OG0000446	Prbh.g_00338	Prax.g_00708
OG0000447	Prbh.g_00337	Prax.g_00707
OG0000448	Prbh.g_00336	Prax.g_00706
OG0000449	Prbh.g_00329	Prax.g_00701
OG0000450	Prbh.g_00328	Prax.g_00700
OG0000451	Prbh.g_00327	Prax.g_00699
OG0000452	Prbh.g_00326	Prax.g_00698
OG0000453	Prbh.g_00325	Prax.g_00696
OG0000454	Prbh.g_00324	Prax.g_00695
OG0000455	Prbh.g_00323	Prax.g_00694
OG0000456	Prbh.g_00322	Prax.g_00693
OG0000457	Prbh.g_00320	Prax.g_00691
OG0000458	Prbh.g_00318	Prax.g_00689
OG0000459	Prbh.g_00317	Prax.g_00688
OG0000460	Prbh.g_00315	Prax.g_00686
OG0000461	Prbh.g_00314	Prax.g_00685
OG0000462	Prbh.g_00313	Prax.g_00684
OG0000463	Prbh.g_00311	Prax.g_00683
OG0000464	Prbh.g_00306	Prax.g_00678
OG0000465	Prbh.g_00305	Prax.g_00676
OG0000466	Prbh.g_00304	Prax.g_00675
OG0000467	Prbh.g_00303	Prax.g_00674
OG0000468	Prbh.g_00302	Prax.g_00673
OG0000469	Prbh.g_00301	Prax.g_00672
OG0000470	Prbh.g_00299	Prax.g_00671
OG0000471	Prbh.g_00298	Prax.g_00670
OG0000472	Prbh.g_00295	Prax.g_00667
OG0000473	Prbh.g_00294	Prax.g_00666
OG0000474	Prbh.g_00293	Prax.g_00665
OG0000475	Prbh.g_00292	Prax.g_00664
OG0000476	Prbh.g_00291	Prax.g_00663
OG0000477	Prbh.g_00290	Prax.g_00001
OG0000478	Prbh.g_00289	Prax.g_00002
OG0000479	Prbh.g_00288	Prax.g_00003
OG0000480	Prbh.g_00286	Prax.g_00005
OG0000481	Prbh.g_00285	Prax.g_00006
OG0000482	Prbh.g_00284	Prax.g_00007
OG0000483	Prbh.g_00283	Prax.g_00008
OG0000484	Prbh.g_00282	Prax.g_00009
OG0000485	Prbh.g_00281	Prax.g_00010
OG0000486	Prbh.g_00280	Prax.g_00011
OG0000487	Prbh.g_00279	Prax.g_00012
OG0000488	Prbh.g_00277	Prax.g_00014
OG0000489	Prbh.g_00276	Prax.g_00015
OG0000490	Prbh.g_00275	Prax.g_00016
OG0000491	Prbh.g_00274	Prax.g_00017
OG0000492	Prbh.g_00273	Prax.g_00018
OG0000493	Prbh.g_00272	Prax.g_00019
OG0000494	Prbh.g_00270	Prax.g_00021
OG0000495	Prbh.g_00269	Prax.g_00022
OG0000496	Prbh.g_00267	Prax.g_00023
OG0000497	Prbh.g_00265	Prax.g_00024
OG0000498	Prbh.g_00264	Prax.g_00025
OG0000499	Prbh.g_00262	Prax.g_00027
OG0000500	Prbh.g_00261	Prax.g_00028
OG0000501	Prbh.g_00259	Prax.g_00030
OG0000502	Prbh.g_00258	Prax.g_00031
OG0000503	Prbh.g_00257	Prax.g_00032
OG0000504	Prbh.g_00256	Prax.g_00033
OG0000505	Prbh.g_00255	Prax.g_00034
OG0000506	Prbh.g_00254	Prax.g_00035
OG0000507	Prbh.g_00253	Prax.g_00036
OG0000508	Prbh.g_00251	Prax.g_00038
OG0000509	Prbh.g_00250	Prax.g_00039
OG0000510	Prbh.g_00249	Prax.g_00040
OG0000511	Prbh.g_00248	Prax.g_00041
OG0000512	Prbh.g_00247	Prax.g_00042
OG0000513	Prbh.g_00246	Prax.g_00043
OG0000514	Prbh.g_00245	Prax.g_00044
OG0000515	Prbh.g_00244	Prax.g_00046
OG0000516	Prbh.g_00243	Prax.g_00047
OG0000517	Prbh.g_00242	Prax.g_00048
OG0000518	Prbh.g_00239	Prax.g_00050
OG0000519	Prbh.g_00238	Prax.g_00051
OG0000520	Prbh.g_00237	Prax.g_00052
OG0000521	Prbh.g_00236	Prax.g_00053
OG0000522	Prbh.g_00235	Prax.g_00054
OG0000523	Prbh.g_00234	Prax.g_00055
OG0000524	Prbh.g_00233	Prax.g_00056
OG0000525	Prbh.g_00231	Prax.g_00058
OG0000526	Prbh.g_00230	Prax.g_00059
OG0000527	Prbh.g_00229	Prax.g_00060
OG0000528	Prbh.g_00228	Prax.g_00061
OG0000529	Prbh.g_00227	Prax.g_00062
OG0000530	Prbh.g_00226	Prax.g_00063
OG0000531	Prbh.g_00224	Prax.g_00064
OG0000532	Prbh.g_00223	Prax.g_00065
OG0000533	Prbh.g_00222	Prax.g_00066
OG0000534	Prbh.g_00221	Prax.g_00067
OG0000535	Prbh.g_00220	Prax.g_00068
OG0000536	Prbh.g_00219	Prax.g_00069
OG0000537	Prbh.g_00218	Prax.g_00070
OG0000538	Prbh.g_00217	Prax.g_00071
OG0000539	Prbh.g_00216	Prax.g_00072
OG0000540	Prbh.g_00215	Prax.g_00073
OG0000541	Prbh.g_00214	Prax.g_00074
OG0000542	Prbh.g_00213	Prax.g_00075
OG0000543	Prbh.g_00212	Prax.g_00076
OG0000544	Prbh.g_01465	Prax.g_00077
OG0000545	Prbh.g_01462	Prax.g_00080
OG0000546	Prbh.g_01461	Prax.g_00081
OG0000547	Prbh.g_01459	Prax.g_00083
OG0000548	Prbh.g_01457	Prax.g_00084
OG0000549	Prbh.g_01456	Prax.g_00085
OG0000550	Prbh.g_01455	Prax.g_00086
OG0000551	Prbh.g_01453	Prax.g_00087
OG0000552	Prbh.g_01452	Prax.g_00088
OG0000553	Prbh.g_01223	Prax.g_00089
OG0000554	Prbh.g_01222	Prax.g_00090
OG0000555	Prbh.g_01221	Prax.g_00091
OG0000556	Prbh.g_01220	Prax.g_00092
OG0000557	Prbh.g_01219	Prax.g_00093
OG0000558	Prbh.g_01218	Prax.g_00094
OG0000559	Prbh.g_01217	Prax.g_00095
OG0000560	Prbh.g_01216	Prax.g_00097
OG0000561	Prbh.g_01215	Prax.g_00098
OG0000562	Prbh.g_01213	Prax.g_00099
