Orthogroup	Prbh	Pram
OG0000052	Prbh.g_00821	Pram.g_00677
OG0000053	Prbh.g_01856	Pram.g_01558
OG0000054	Prbh.g_01897	Pram.g_01517
OG0000055	Prbh.g_00976	Pram.g_00832
OG0000056	Prbh.g_01334	Pram.g_01191
OG0000057	Prbh.g_00543	Pram.g_00224
OG0000058	Prbh.g_00356	Pram.g_00411
OG0000059	Prbh.g_00936	Pram.g_00792
OG0000060	Prbh.g_00775	Pram.g_00631
OG0000062	Prbh.g_01868	Pram.g_01546
OG0000063	Prbh.g_01255	Pram.g_01112
OG0000065	Prbh.g_01373	Pram.g_01230
OG0000066	Prbh.g_00031	Pram.g_01446
OG0000067	Prbh.g_01835	Pram.g_01579
OG0000068	Prbh.g_01644	Pram.g_01770
OG0000069	Prbh.g_00138	Pram.g_01339
OG0000070	Prbh.g_01417	Pram.g_00603
OG0000070	Prbh.g_01418	Pram.g_00602
OG0000070	Prbh.g_01803	Pram.g_01611
OG0000071	Prbh.g_01953	Pram.g_01949
OG0000072	Prbh.g_00457	Pram.g_00310
OG0000073	Prbh.g_01182	Pram.g_01039
OG0000074	Prbh.g_00926	Pram.g_00782
OG0000075	Prbh.g_00960	Pram.g_00816
OG0000076	Prbh.g_01031	Pram.g_00888
OG0000077	Prbh.g_01904	Pram.g_01510
OG0000078	Prbh.g_00032	Pram.g_01445
OG0000079	Prbh.g_00184	Pram.g_01293
OG0000080	Prbh.g_01860	Pram.g_01554
OG0000081	Prbh.g_01609	Pram.g_01805
OG0000082	Prbh.g_01516	Pram.g_01898
OG0000083	Prbh.g_01473	Pram.g_01941
OG0000084	Prbh.g_01470	Pram.g_01944
OG0000085	Prbh.g_00757	Pram.g_00010
OG0000086	Prbh.g_01826	Pram.g_01588
OG0000087	Prbh.g_00731	Pram.g_00036
OG0000088	Prbh.g_00668	Pram.g_00099
OG0000089	Prbh.g_00659	Pram.g_00108
OG0000090	Prbh.g_00642	Pram.g_00125
OG0000091	Prbh.g_00613	Pram.g_00154
OG0000092	Prbh.g_00612	Pram.g_00155
OG0000093	Prbh.g_00599	Pram.g_00168
OG0000094	Prbh.g_00580	Pram.g_00187
OG0000095	Prbh.g_00575	Pram.g_00192
OG0000096	Prbh.g_00528	Pram.g_00239
OG0000097	Prbh.g_00505	Pram.g_00262
OG0000098	Prbh.g_00494	Pram.g_00273
OG0000099	Prbh.g_00484	Pram.g_00283
OG0000100	Prbh.g_00481	Pram.g_00286
OG0000101	Prbh.g_00413	Pram.g_00354
OG0000102	Prbh.g_01825	Pram.g_01589
OG0000103	Prbh.g_00355	Pram.g_00412
OG0000104	Prbh.g_00351	Pram.g_00416
OG0000105	Prbh.g_00330	Pram.g_00437
OG0000106	Prbh.g_00297	Pram.g_00470
OG0000107	Prbh.g_00296	Pram.g_00471
OG0000108	Prbh.g_00287	Pram.g_00480
OG0000109	Prbh.g_00278	Pram.g_00489
OG0000110	Prbh.g_00260	Pram.g_00507
OG0000111	Prbh.g_01202	Pram.g_01059
OG0000112	Prbh.g_01201	Pram.g_01058
OG0000113	Prbh.g_01149	Pram.g_01006
OG0000114	Prbh.g_00951	Pram.g_00807
OG0000115	Prbh.g_01086	Pram.g_00943
OG0000116	Prbh.g_01090	Pram.g_00947
OG0000117	Prbh.g_01034	Pram.g_00891
OG0000118	Prbh.g_01328	Pram.g_01185
OG0000119	Prbh.g_01865	Pram.g_01549
OG0000120	Prbh.g_01276	Pram.g_01133
OG0000121	Prbh.g_01253	Pram.g_01110
OG0000122	Prbh.g_01233	Pram.g_01090
OG0000123	Prbh.g_01450	Pram.g_00571
OG0000124	Prbh.g_01397	Pram.g_01254
OG0000125	Prbh.g_01385	Pram.g_01242
OG0000126	Prbh.g_00009	Pram.g_01468
OG0000127	Prbh.g_00084	Pram.g_01393
OG0000128	Prbh.g_00100	Pram.g_01377
OG0000129	Prbh.g_00136	Pram.g_01341
OG0000130	Prbh.g_01785	Pram.g_01629
OG0000131	Prbh.g_01745	Pram.g_01669
OG0000132	Prbh.g_01742	Pram.g_01672
OG0000133	Prbh.g_01686	Pram.g_01728
OG0000134	Prbh.g_01650	Pram.g_01764
OG0000135	Prbh.g_01648	Pram.g_01766
OG0000136	Prbh.g_01597	Pram.g_01817
OG0000137	Prbh.g_01563	Pram.g_01851
OG0000138	Prbh.g_01528	Pram.g_01886
OG0000139	Prbh.g_01497	Pram.g_01917
OG0000140	Prbh.g_01475	Pram.g_01939
OG0000141	Prbh.g_01474	Pram.g_01940
OG0000142	Prbh.g_01472	Pram.g_01942
OG0000143	Prbh.g_01471	Pram.g_01943
OG0000144	Prbh.g_01469	Pram.g_01945
OG0000145	Prbh.g_01468	Pram.g_01946
OG0000146	Prbh.g_01467	Pram.g_01947
OG0000147	Prbh.g_01466	Pram.g_01948
OG0000148	Prbh.g_01952	Pram.g_01950
OG0000149	Prbh.g_00766	Pram.g_00001
OG0000150	Prbh.g_00765	Pram.g_00002
OG0000151	Prbh.g_00764	Pram.g_00003
OG0000152	Prbh.g_00763	Pram.g_00004
OG0000153	Prbh.g_00762	Pram.g_00005
OG0000154	Prbh.g_00761	Pram.g_00006
OG0000155	Prbh.g_00760	Pram.g_00007
OG0000156	Prbh.g_00759	Pram.g_00008
OG0000157	Prbh.g_00758	Pram.g_00009
OG0000158	Prbh.g_00756	Pram.g_00011
OG0000159	Prbh.g_00755	Pram.g_00012
OG0000160	Prbh.g_00754	Pram.g_00013
OG0000161	Prbh.g_00753	Pram.g_00014
OG0000162	Prbh.g_00752	Pram.g_00015
OG0000163	Prbh.g_00751	Pram.g_00016
OG0000164	Prbh.g_00748	Pram.g_00019
OG0000165	Prbh.g_00746	Pram.g_00021
OG0000166	Prbh.g_00745	Pram.g_00022
OG0000167	Prbh.g_00744	Pram.g_00023
OG0000168	Prbh.g_00743	Pram.g_00024
OG0000169	Prbh.g_00741	Pram.g_00026
OG0000170	Prbh.g_00739	Pram.g_00028
OG0000171	Prbh.g_00738	Pram.g_00029
OG0000172	Prbh.g_00737	Pram.g_00030
OG0000173	Prbh.g_00734	Pram.g_00033
OG0000174	Prbh.g_00733	Pram.g_00034
OG0000175	Prbh.g_00732	Pram.g_00035
OG0000176	Prbh.g_00730	Pram.g_00037
OG0000177	Prbh.g_00729	Pram.g_00038
OG0000178	Prbh.g_00728	Pram.g_00039
OG0000179	Prbh.g_00719	Pram.g_00048
OG0000180	Prbh.g_00718	Pram.g_00049
OG0000181	Prbh.g_00717	Pram.g_00050
OG0000182	Prbh.g_00713	Pram.g_00054
OG0000183	Prbh.g_00712	Pram.g_00055
OG0000184	Prbh.g_00709	Pram.g_00058
OG0000185	Prbh.g_00705	Pram.g_00062
OG0000186	Prbh.g_00704	Pram.g_00063
OG0000187	Prbh.g_01878	Pram.g_01536
OG0000188	Prbh.g_00703	Pram.g_00064
OG0000189	Prbh.g_00702	Pram.g_00065
OG0000190	Prbh.g_00701	Pram.g_00066
OG0000191	Prbh.g_00700	Pram.g_00067
OG0000192	Prbh.g_00699	Pram.g_00068
OG0000193	Prbh.g_00698	Pram.g_00069
OG0000194	Prbh.g_00697	Pram.g_00070
OG0000195	Prbh.g_00695	Pram.g_00072
OG0000196	Prbh.g_00694	Pram.g_00073
OG0000197	Prbh.g_00693	Pram.g_00074
OG0000198	Prbh.g_00692	Pram.g_00075
OG0000199	Prbh.g_00689	Pram.g_00078
OG0000200	Prbh.g_00688	Pram.g_00079
OG0000201	Prbh.g_00687	Pram.g_00080
OG0000202	Prbh.g_00686	Pram.g_00081
OG0000203	Prbh.g_00685	Pram.g_00082
OG0000204	Prbh.g_00684	Pram.g_00083
OG0000205	Prbh.g_00682	Pram.g_00085
OG0000206	Prbh.g_00681	Pram.g_00086
OG0000207	Prbh.g_00680	Pram.g_00087
OG0000208	Prbh.g_00679	Pram.g_00088
OG0000209	Prbh.g_00678	Pram.g_00089
OG0000210	Prbh.g_00677	Pram.g_00090
OG0000211	Prbh.g_00676	Pram.g_00091
OG0000212	Prbh.g_00675	Pram.g_00092
OG0000213	Prbh.g_00674	Pram.g_00093
OG0000214	Prbh.g_00670	Pram.g_00097
OG0000215	Prbh.g_00669	Pram.g_00098
OG0000216	Prbh.g_00667	Pram.g_00100
OG0000217	Prbh.g_00666	Pram.g_00101
OG0000218	Prbh.g_00665	Pram.g_00102
OG0000219	Prbh.g_00664	Pram.g_00103
OG0000220	Prbh.g_00661	Pram.g_00106
OG0000221	Prbh.g_00658	Pram.g_00109
OG0000222	Prbh.g_00657	Pram.g_00110
OG0000223	Prbh.g_00656	Pram.g_00111
OG0000224	Prbh.g_00654	Pram.g_00113
OG0000225	Prbh.g_00652	Pram.g_00115
OG0000226	Prbh.g_00650	Pram.g_00117
OG0000227	Prbh.g_00649	Pram.g_00118
OG0000228	Prbh.g_00648	Pram.g_00119
OG0000229	Prbh.g_00647	Pram.g_00120
OG0000230	Prbh.g_00646	Pram.g_00121
OG0000231	Prbh.g_01144	Pram.g_01001
OG0000232	Prbh.g_00644	Pram.g_00123
OG0000233	Prbh.g_00641	Pram.g_00126
OG0000234	Prbh.g_00639	Pram.g_00128
OG0000235	Prbh.g_00637	Pram.g_00130
OG0000236	Prbh.g_00636	Pram.g_00131
OG0000237	Prbh.g_00635	Pram.g_00132
OG0000238	Prbh.g_00634	Pram.g_00133
OG0000239	Prbh.g_00633	Pram.g_00134
OG0000240	Prbh.g_00631	Pram.g_00136
OG0000241	Prbh.g_00630	Pram.g_00137
OG0000242	Prbh.g_00629	Pram.g_00138
OG0000243	Prbh.g_00628	Pram.g_00139
OG0000244	Prbh.g_00627	Pram.g_00140
OG0000245	Prbh.g_00626	Pram.g_00141
OG0000246	Prbh.g_00624	Pram.g_00143
OG0000247	Prbh.g_00623	Pram.g_00144
OG0000248	Prbh.g_00622	Pram.g_00145
OG0000249	Prbh.g_00621	Pram.g_00146
OG0000250	Prbh.g_00620	Pram.g_00147
OG0000251	Prbh.g_00619	Pram.g_00148
OG0000252	Prbh.g_00618	Pram.g_00149
OG0000253	Prbh.g_00617	Pram.g_00150
OG0000254	Prbh.g_00615	Pram.g_00152
OG0000255	Prbh.g_00614	Pram.g_00153
OG0000256	Prbh.g_00611	Pram.g_00156
OG0000257	Prbh.g_00610	Pram.g_00157
OG0000258	Prbh.g_00609	Pram.g_00158
OG0000259	Prbh.g_00608	Pram.g_00159
OG0000260	Prbh.g_00607	Pram.g_00160
OG0000261	Prbh.g_00606	Pram.g_00161
OG0000262	Prbh.g_00605	Pram.g_00162
OG0000263	Prbh.g_00604	Pram.g_00163
OG0000264	Prbh.g_00602	Pram.g_00165
OG0000265	Prbh.g_00601	Pram.g_00166
OG0000266	Prbh.g_00600	Pram.g_00167
OG0000267	Prbh.g_00598	Pram.g_00169
OG0000268	Prbh.g_00596	Pram.g_00171
OG0000269	Prbh.g_00595	Pram.g_00172
OG0000270	Prbh.g_00594	Pram.g_00173
OG0000271	Prbh.g_00593	Pram.g_00174
OG0000272	Prbh.g_00592	Pram.g_00175
OG0000273	Prbh.g_00591	Pram.g_00176
OG0000274	Prbh.g_00590	Pram.g_00177
OG0000275	Prbh.g_00589	Pram.g_00178
OG0000276	Prbh.g_00588	Pram.g_00179
OG0000277	Prbh.g_00587	Pram.g_00180
OG0000278	Prbh.g_00586	Pram.g_00181
OG0000279	Prbh.g_00585	Pram.g_00182
OG0000280	Prbh.g_00584	Pram.g_00183
OG0000281	Prbh.g_00582	Pram.g_00185
OG0000282	Prbh.g_00581	Pram.g_00186
OG0000283	Prbh.g_00578	Pram.g_00189
OG0000284	Prbh.g_00577	Pram.g_00190
OG0000285	Prbh.g_00576	Pram.g_00191
OG0000286	Prbh.g_00574	Pram.g_00193
OG0000287	Prbh.g_00573	Pram.g_00194
OG0000288	Prbh.g_00572	Pram.g_00195
OG0000289	Prbh.g_00571	Pram.g_00196
OG0000290	Prbh.g_00570	Pram.g_00197
OG0000291	Prbh.g_00569	Pram.g_00198
OG0000292	Prbh.g_00568	Pram.g_00199
OG0000293	Prbh.g_00567	Pram.g_00200
OG0000294	Prbh.g_00566	Pram.g_00201
OG0000295	Prbh.g_00565	Pram.g_00202
OG0000296	Prbh.g_00564	Pram.g_00203
OG0000297	Prbh.g_00563	Pram.g_00204
OG0000298	Prbh.g_00562	Pram.g_00205
OG0000299	Prbh.g_00561	Pram.g_00206
OG0000300	Prbh.g_00560	Pram.g_00207
OG0000301	Prbh.g_00559	Pram.g_00208
OG0000302	Prbh.g_00558	Pram.g_00209
OG0000303	Prbh.g_00557	Pram.g_00210
OG0000304	Prbh.g_00555	Pram.g_00212
OG0000305	Prbh.g_00554	Pram.g_00213
OG0000306	Prbh.g_00553	Pram.g_00214
OG0000307	Prbh.g_00551	Pram.g_00216
OG0000308	Prbh.g_00550	Pram.g_00217
OG0000309	Prbh.g_00549	Pram.g_00218
OG0000310	Prbh.g_00548	Pram.g_00219
OG0000311	Prbh.g_00547	Pram.g_00220
OG0000312	Prbh.g_00545	Pram.g_00222
OG0000313	Prbh.g_00544	Pram.g_00223
OG0000314	Prbh.g_00540	Pram.g_00227
OG0000315	Prbh.g_00539	Pram.g_00228
OG0000316	Prbh.g_00537	Pram.g_00230
OG0000317	Prbh.g_00535	Pram.g_00232
OG0000318	Prbh.g_00534	Pram.g_00233
OG0000319	Prbh.g_00533	Pram.g_00234
OG0000320	Prbh.g_00532	Pram.g_00235
OG0000321	Prbh.g_00529	Pram.g_00238
OG0000322	Prbh.g_00525	Pram.g_00242
OG0000323	Prbh.g_00524	Pram.g_00243
OG0000324	Prbh.g_00521	Pram.g_00246
OG0000325	Prbh.g_00520	Pram.g_00247
OG0000326	Prbh.g_00519	Pram.g_00248
OG0000327	Prbh.g_00517	Pram.g_00250
OG0000328	Prbh.g_00516	Pram.g_00251
OG0000329	Prbh.g_00515	Pram.g_00252
OG0000330	Prbh.g_00514	Pram.g_00253
OG0000331	Prbh.g_00513	Pram.g_00254
OG0000332	Prbh.g_00512	Pram.g_00255
OG0000333	Prbh.g_00511	Pram.g_00256
OG0000334	Prbh.g_00510	Pram.g_00257
OG0000335	Prbh.g_00509	Pram.g_00258
OG0000336	Prbh.g_00507	Pram.g_00260
OG0000337	Prbh.g_00504	Pram.g_00263
OG0000338	Prbh.g_00503	Pram.g_00264
OG0000339	Prbh.g_00502	Pram.g_00265
OG0000340	Prbh.g_00501	Pram.g_00266
OG0000341	Prbh.g_00497	Pram.g_00270
OG0000342	Prbh.g_00496	Pram.g_00271
OG0000343	Prbh.g_00493	Pram.g_00274
OG0000344	Prbh.g_00492	Pram.g_00275
OG0000345	Prbh.g_00491	Pram.g_00276
OG0000346	Prbh.g_00490	Pram.g_00277
OG0000347	Prbh.g_00489	Pram.g_00278
OG0000348	Prbh.g_00487	Pram.g_00280
OG0000349	Prbh.g_00486	Pram.g_00281
OG0000350	Prbh.g_00485	Pram.g_00282
OG0000351	Prbh.g_00483	Pram.g_00284
OG0000352	Prbh.g_00480	Pram.g_00287
OG0000353	Prbh.g_00479	Pram.g_00288
OG0000354	Prbh.g_00478	Pram.g_00289
OG0000355	Prbh.g_00477	Pram.g_00290
OG0000356	Prbh.g_00476	Pram.g_00291
OG0000357	Prbh.g_00475	Pram.g_00292
OG0000358	Prbh.g_00474	Pram.g_00293
OG0000359	Prbh.g_00473	Pram.g_00294
OG0000360	Prbh.g_00471	Pram.g_00296
OG0000361	Prbh.g_00470	Pram.g_00297
OG0000362	Prbh.g_00469	Pram.g_00298
OG0000363	Prbh.g_00468	Pram.g_00299
OG0000364	Prbh.g_00467	Pram.g_00300
OG0000365	Prbh.g_00466	Pram.g_00301
OG0000366	Prbh.g_00465	Pram.g_00302
OG0000367	Prbh.g_00464	Pram.g_00303
OG0000368	Prbh.g_00463	Pram.g_00304
OG0000369	Prbh.g_00462	Pram.g_00305
OG0000370	Prbh.g_00461	Pram.g_00306
OG0000371	Prbh.g_00460	Pram.g_00307
OG0000372	Prbh.g_00458	Pram.g_00309
OG0000373	Prbh.g_00456	Pram.g_00311
OG0000374	Prbh.g_00455	Pram.g_00312
OG0000375	Prbh.g_00454	Pram.g_00313
OG0000376	Prbh.g_00452	Pram.g_00315
OG0000377	Prbh.g_00446	Pram.g_00321
OG0000378	Prbh.g_00445	Pram.g_00322
OG0000379	Prbh.g_00439	Pram.g_00328
OG0000380	Prbh.g_00437	Pram.g_00330
OG0000381	Prbh.g_00436	Pram.g_00331
OG0000382	Prbh.g_00435	Pram.g_00332
OG0000383	Prbh.g_00431	Pram.g_00336
OG0000384	Prbh.g_00430	Pram.g_00337
OG0000385	Prbh.g_00427	Pram.g_00340
OG0000386	Prbh.g_00426	Pram.g_00341
OG0000387	Prbh.g_00425	Pram.g_00342
OG0000388	Prbh.g_00424	Pram.g_00343
OG0000389	Prbh.g_00423	Pram.g_00344
OG0000390	Prbh.g_00422	Pram.g_00345
OG0000391	Prbh.g_00421	Pram.g_00346
OG0000392	Prbh.g_00420	Pram.g_00347
OG0000393	Prbh.g_00416	Pram.g_00351
OG0000394	Prbh.g_00415	Pram.g_00352
OG0000395	Prbh.g_00412	Pram.g_00355
OG0000396	Prbh.g_01008	Pram.g_00864
OG0000397	Prbh.g_01327	Pram.g_01184
OG0000398	Prbh.g_01877	Pram.g_01537
OG0000399	Prbh.g_01320	Pram.g_01177
OG0000400	Prbh.g_01718	Pram.g_01696
OG0000401	Prbh.g_00401	Pram.g_00366
OG0000402	Prbh.g_00400	Pram.g_00367
OG0000403	Prbh.g_00399	Pram.g_00368
OG0000404	Prbh.g_00397	Pram.g_00370
OG0000405	Prbh.g_00396	Pram.g_00371
OG0000406	Prbh.g_00394	Pram.g_00373
OG0000407	Prbh.g_00393	Pram.g_00374
OG0000408	Prbh.g_00392	Pram.g_00375
OG0000409	Prbh.g_00391	Pram.g_00376
OG0000410	Prbh.g_00390	Pram.g_00377
OG0000411	Prbh.g_00389	Pram.g_00378
OG0000412	Prbh.g_00388	Pram.g_00379
OG0000413	Prbh.g_00387	Pram.g_00380
OG0000414	Prbh.g_00386	Pram.g_00381
OG0000415	Prbh.g_00385	Pram.g_00382
OG0000416	Prbh.g_00384	Pram.g_00383
OG0000417	Prbh.g_00383	Pram.g_00384
OG0000418	Prbh.g_00382	Pram.g_00385
OG0000419	Prbh.g_00381	Pram.g_00386
OG0000420	Prbh.g_00380	Pram.g_00387
OG0000421	Prbh.g_00374	Pram.g_00393
OG0000422	Prbh.g_00372	Pram.g_00395
OG0000423	Prbh.g_00371	Pram.g_00396
OG0000424	Prbh.g_00370	Pram.g_00397
OG0000425	Prbh.g_00367	Pram.g_00400
OG0000426	Prbh.g_00366	Pram.g_00401
OG0000427	Prbh.g_00365	Pram.g_00402
OG0000428	Prbh.g_00363	Pram.g_00404
OG0000429	Prbh.g_00361	Pram.g_00406
OG0000430	Prbh.g_00360	Pram.g_00407
OG0000431	Prbh.g_00358	Pram.g_00409
OG0000432	Prbh.g_00357	Pram.g_00410
OG0000433	Prbh.g_00354	Pram.g_00413
OG0000434	Prbh.g_00353	Pram.g_00414
OG0000435	Prbh.g_00352	Pram.g_00415
OG0000436	Prbh.g_00350	Pram.g_00417
OG0000437	Prbh.g_00348	Pram.g_00419
OG0000438	Prbh.g_00347	Pram.g_00420
OG0000439	Prbh.g_00346	Pram.g_00421
OG0000440	Prbh.g_00344	Pram.g_00423
OG0000441	Prbh.g_00343	Pram.g_00424
OG0000442	Prbh.g_00342	Pram.g_00425
OG0000443	Prbh.g_00341	Pram.g_00426
OG0000444	Prbh.g_00340	Pram.g_00427
OG0000445	Prbh.g_00339	Pram.g_00428
OG0000446	Prbh.g_00338	Pram.g_00429
OG0000447	Prbh.g_00337	Pram.g_00430
OG0000448	Prbh.g_00336	Pram.g_00431
OG0000449	Prbh.g_00329	Pram.g_00438
OG0000450	Prbh.g_00328	Pram.g_00439
OG0000451	Prbh.g_00327	Pram.g_00440
OG0000452	Prbh.g_00326	Pram.g_00441
OG0000453	Prbh.g_00325	Pram.g_00442
OG0000454	Prbh.g_00324	Pram.g_00443
OG0000455	Prbh.g_00323	Pram.g_00444
OG0000456	Prbh.g_00322	Pram.g_00445
OG0000457	Prbh.g_00320	Pram.g_00447
OG0000458	Prbh.g_00318	Pram.g_00449
OG0000459	Prbh.g_00317	Pram.g_00450
OG0000460	Prbh.g_00315	Pram.g_00452
OG0000461	Prbh.g_00314	Pram.g_00453
OG0000462	Prbh.g_00313	Pram.g_00454
OG0000463	Prbh.g_00311	Pram.g_00456
OG0000464	Prbh.g_00306	Pram.g_00461
OG0000465	Prbh.g_00305	Pram.g_00462
OG0000466	Prbh.g_00304	Pram.g_00463
OG0000467	Prbh.g_00303	Pram.g_00464
OG0000468	Prbh.g_00302	Pram.g_00465
OG0000469	Prbh.g_00301	Pram.g_00466
OG0000470	Prbh.g_00299	Pram.g_00468
OG0000471	Prbh.g_00298	Pram.g_00469
OG0000472	Prbh.g_00295	Pram.g_00472
OG0000473	Prbh.g_00294	Pram.g_00473
OG0000474	Prbh.g_00293	Pram.g_00474
OG0000475	Prbh.g_00292	Pram.g_00475
OG0000476	Prbh.g_00291	Pram.g_00476
OG0000477	Prbh.g_00290	Pram.g_00477
OG0000478	Prbh.g_00289	Pram.g_00478
OG0000479	Prbh.g_00288	Pram.g_00479
OG0000480	Prbh.g_00286	Pram.g_00481
OG0000481	Prbh.g_00285	Pram.g_00482
OG0000482	Prbh.g_00284	Pram.g_00483
OG0000483	Prbh.g_00283	Pram.g_00484
OG0000484	Prbh.g_00282	Pram.g_00485
OG0000485	Prbh.g_00281	Pram.g_00486
OG0000486	Prbh.g_00280	Pram.g_00487
OG0000487	Prbh.g_00279	Pram.g_00488
OG0000488	Prbh.g_00277	Pram.g_00490
OG0000489	Prbh.g_00276	Pram.g_00491
OG0000490	Prbh.g_00275	Pram.g_00492
OG0000491	Prbh.g_00274	Pram.g_00493
OG0000492	Prbh.g_00273	Pram.g_00494
OG0000493	Prbh.g_00272	Pram.g_00495
OG0000494	Prbh.g_00270	Pram.g_00497
OG0000495	Prbh.g_00269	Pram.g_00498
OG0000496	Prbh.g_00267	Pram.g_00500
OG0000497	Prbh.g_00265	Pram.g_00502
OG0000498	Prbh.g_00264	Pram.g_00503
OG0000499	Prbh.g_00262	Pram.g_00505
OG0000500	Prbh.g_00261	Pram.g_00506
OG0000501	Prbh.g_00259	Pram.g_00508
OG0000502	Prbh.g_00258	Pram.g_00509
OG0000503	Prbh.g_00257	Pram.g_00510
OG0000504	Prbh.g_00256	Pram.g_00511
OG0000505	Prbh.g_00255	Pram.g_00512
OG0000506	Prbh.g_00254	Pram.g_00513
OG0000507	Prbh.g_00253	Pram.g_00514
OG0000508	Prbh.g_00251	Pram.g_00516
OG0000509	Prbh.g_00250	Pram.g_00517
OG0000510	Prbh.g_00249	Pram.g_00518
OG0000511	Prbh.g_00248	Pram.g_00519
OG0000512	Prbh.g_00247	Pram.g_00520
OG0000513	Prbh.g_00246	Pram.g_00521
OG0000514	Prbh.g_00245	Pram.g_00522
OG0000515	Prbh.g_00244	Pram.g_00523
OG0000516	Prbh.g_00243	Pram.g_00524
OG0000517	Prbh.g_00242	Pram.g_00525
OG0000518	Prbh.g_00239	Pram.g_00528
OG0000519	Prbh.g_00238	Pram.g_00529
OG0000520	Prbh.g_00237	Pram.g_00530
OG0000521	Prbh.g_00236	Pram.g_00531
OG0000522	Prbh.g_00235	Pram.g_00532
OG0000523	Prbh.g_00234	Pram.g_00533
OG0000524	Prbh.g_00233	Pram.g_00534
OG0000525	Prbh.g_00231	Pram.g_00536
OG0000526	Prbh.g_00230	Pram.g_00537
OG0000527	Prbh.g_00229	Pram.g_00538
OG0000528	Prbh.g_00228	Pram.g_00539
OG0000529	Prbh.g_00227	Pram.g_00540
OG0000530	Prbh.g_00226	Pram.g_00541
OG0000531	Prbh.g_00224	Pram.g_00543
OG0000532	Prbh.g_00223	Pram.g_00544
OG0000533	Prbh.g_00222	Pram.g_00545
OG0000534	Prbh.g_00221	Pram.g_00546
OG0000535	Prbh.g_00220	Pram.g_00547
OG0000536	Prbh.g_00219	Pram.g_00548
OG0000537	Prbh.g_00218	Pram.g_00549
OG0000538	Prbh.g_00217	Pram.g_00550
OG0000539	Prbh.g_00216	Pram.g_00551
OG0000540	Prbh.g_00215	Pram.g_00552
