Orthogroup	Syao	Pral
OG0000246	Syao.g_00859	Pral.g_00538
OG0000247	Syao.g_00847	Pral.g_00527
OG0000248	Syao.g_00844	Pral.g_00524
OG0000249	Syao.g_00842	Pral.g_00522
OG0000250	Syao.g_00835	Pral.g_00516
OG0000251	Syao.g_01026	Pral.g_00498
OG0000252	Syao.g_01020	Pral.g_00495
OG0000253	Syao.g_01003	Pral.g_00494
OG0000254	Syao.g_01053	Pral.g_00477
OG0000255	Syao.g_01009	Pral.g_00470
OG0000256	Syao.g_01328	Pral.g_00460
OG0000257	Syao.g_00884	Pral.g_01430
OG0000258	Syao.g_00907	Pral.g_01444
OG0000259	Syao.g_00933, Syao.g_00932	Pral.g_01461
OG0000260	Syao.g_00936	Pral.g_01464
OG0000261	Syao.g_00941	Pral.g_01467
OG0000262	Syao.g_00946	Pral.g_01471
OG0000263	Syao.g_00247	Pral.g_01761
OG0000264	Syao.g_00699	Pral.g_01750
OG0000265	Syao.g_00049	Pral.g_01729
OG0000266	Syao.g_00480	Pral.g_01719
OG0000267	Syao.g_00589	Pral.g_01706
OG0000268	Syao.g_00588	Pral.g_01705
OG0000269	Syao.g_00751	Pral.g_01483
OG0000270	Syao.g_00754	Pral.g_01486
OG0000271	Syao.g_00762	Pral.g_01494
OG0000272	Syao.g_00763	Pral.g_01495
OG0000273	Syao.g_00791	Pral.g_01518
OG0000274	Syao.g_00792	Pral.g_01519
OG0000275	Syao.g_00438	Pral.g_01522
OG0000276	Syao.g_00558	Pral.g_01527
OG0000277	Syao.g_00557	Pral.g_01528
OG0000278	Syao.g_00554	Pral.g_01531
OG0000279	Syao.g_00529	Pral.g_01538
OG0000280	Syao.g_00608	Pral.g_01539
OG0000281	Syao.g_01377	Pral.g_01546
OG0000282	Syao.g_00967	Pral.g_01797
OG0000283	Syao.g_00640	Pral.g_01655
OG0000284	Syao.g_00634	Pral.g_01650
OG0000285	Syao.g_00706	Pral.g_01644
OG0000286	Syao.g_00675	Pral.g_01628
OG0000287	Syao.g_00825	Pral.g_00050
OG0000288	Syao.g_00446	Pral.g_01594
OG0000289	Syao.g_00461	Pral.g_01609
OG0000290	Syao.g_00428	Pral.g_01564
OG0000291	Syao.g_00333	Pral.g_01562
OG0000292	Syao.g_02196	Pral.g_01316
OG0000293	Syao.g_00136	Pral.g_01357
OG0000294	Syao.g_00135	Pral.g_01358
OG0000295	Syao.g_00186	Pral.g_01382
OG0000296	Syao.g_00184	Pral.g_01384
OG0000299	Syao.g_00231	Pral.g_01415
OG0000301	Syao.g_00272, Syao.g_00273	Pral.g_01420
OG0000302	Syao.g_00271	Pral.g_01422
OG0000303	Syao.g_00262	Pral.g_01428
OG0000304	Syao.g_00256	Pral.g_00455
OG0000305	Syao.g_00388	Pral.g_01323
OG0000306	Syao.g_01216	Pral.g_01550
OG0000307	Syao.g_00045	Pral.g_01213
OG0000308	Syao.g_00047	Pral.g_01212
OG0000309	Syao.g_02705	Pral.g_01208
OG0000310	Syao.g_01530	Pral.g_01181
OG0000311	Syao.g_01533	Pral.g_01179
OG0000312	Syao.g_01538	Pral.g_01176
OG0000313	Syao.g_01491	Pral.g_01157
OG0000314	Syao.g_00078	Pral.g_01133
OG0000315	Syao.g_00088	Pral.g_01123
OG0000316	Syao.g_01602	Pral.g_01095
OG0000317	Syao.g_01560	Pral.g_00104
OG0000318	Syao.g_01553	Pral.g_00108
OG0000319	Syao.g_01678	Pral.g_00121
OG0000320	Syao.g_01676	Pral.g_00123
OG0000321	Syao.g_01675	Pral.g_00124
OG0000322	Syao.g_01674	Pral.g_00125
OG0000323	Syao.g_01661	Pral.g_00134
OG0000324	Syao.g_01630	Pral.g_00162
OG0000325	Syao.g_01936	Pral.g_00172
OG0000326	Syao.g_01918	Pral.g_00179
OG0000327	Syao.g_01795	Pral.g_00201
OG0000328	Syao.g_01794	Pral.g_00202
OG0000329	Syao.g_01776	Pral.g_00219
OG0000330	Syao.g_01775	Pral.g_00220
OG0000331	Syao.g_01774	Pral.g_00221
OG0000332	Syao.g_01813	Pral.g_00235
OG0000333	Syao.g_01810	Pral.g_00237
OG0000334	Syao.g_01836	Pral.g_00246
OG0000335	Syao.g_01831	Pral.g_00251
OG0000336	Syao.g_01827	Pral.g_00255
OG0000337	Syao.g_01968	Pral.g_00274
OG0000338	Syao.g_01962	Pral.g_00275
OG0000339	Syao.g_02259	Pral.g_00280
OG0000340	Syao.g_02129	Pral.g_00289
OG0000341	Syao.g_02131	Pral.g_00291
OG0000342	Syao.g_02132	Pral.g_00292
OG0000343	Syao.g_02133	Pral.g_00293
OG0000344	Syao.g_02137	Pral.g_00296
OG0000345	Syao.g_01953	Pral.g_00302
OG0000346	Syao.g_01948	Pral.g_00306
OG0000347	Syao.g_02178	Pral.g_00323
OG0000348	Syao.g_02166	Pral.g_00331
OG0000349	Syao.g_02219	Pral.g_00349
OG0000350	Syao.g_01925	Pral.g_00370
OG0000351	Syao.g_02331	Pral.g_00390
OG0000352	Syao.g_02332	Pral.g_00391
OG0000353	Syao.g_02160	Pral.g_00409
OG0000354	Syao.g_02252	Pral.g_01677
OG0000355	Syao.g_02162	Pral.g_00411
OG0000356	Syao.g_02163	Pral.g_00412
OG0000357	Syao.g_02164	Pral.g_00413
OG0000358	Syao.g_02154	Pral.g_00417
OG0000359	Syao.g_02152	Pral.g_00418
OG0000360	Syao.g_02151	Pral.g_00419
OG0000361	Syao.g_02150	Pral.g_00420
OG0000362	Syao.g_01954	Pral.g_00422
OG0000363	Syao.g_02255	Pral.g_01030
OG0000364	Syao.g_01558	Pral.g_01029
OG0000365	Syao.g_02246	Pral.g_01024
OG0000366	Syao.g_02245	Pral.g_01023
OG0000367	Syao.g_02244	Pral.g_01022
OG0000368	Syao.g_02242	Pral.g_01020
OG0000369	Syao.g_02241	Pral.g_01019
OG0000370	Syao.g_02240	Pral.g_01018
OG0000371	Syao.g_02231	Pral.g_01011
OG0000372	Syao.g_02226	Pral.g_01009
OG0000373	Syao.g_02225	Pral.g_01008
OG0000374	Syao.g_02224	Pral.g_01007
OG0000375	Syao.g_02223	Pral.g_01005
OG0000376	Syao.g_02221	Pral.g_01003
OG0000377	Syao.g_02429	Pral.g_00999
OG0000378	Syao.g_02414	Pral.g_00995
OG0000379	Syao.g_02409	Pral.g_00992
OG0000380	Syao.g_02616	Pral.g_00982
OG0000381	Syao.g_02618	Pral.g_00977
OG0000382	Syao.g_02636	Pral.g_00966
OG0000383	Syao.g_02643	Pral.g_00964
OG0000384	Syao.g_02644	Pral.g_00963
OG0000385	Syao.g_02645	Pral.g_00962
OG0000386	Syao.g_02646	Pral.g_00961
OG0000387	Syao.g_01019	Pral.g_00948
OG0000388	Syao.g_02596	Pral.g_00944
OG0000389	Syao.g_02599	Pral.g_00941
OG0000390	Syao.g_02567	Pral.g_00932
OG0000391	Syao.g_02572	Pral.g_00929
OG0000392	Syao.g_02578	Pral.g_00925
OG0000393	Syao.g_02581	Pral.g_00922
OG0000394	Syao.g_02582	Pral.g_00921
OG0000395	Syao.g_02583	Pral.g_00920
OG0000396	Syao.g_02586	Pral.g_00918
OG0000397	Syao.g_02542	Pral.g_00916
OG0000398	Syao.g_02547	Pral.g_00913
OG0000399	Syao.g_02548	Pral.g_00912
OG0000400	Syao.g_02549	Pral.g_00911
OG0000401	Syao.g_02550	Pral.g_00910
OG0000402	Syao.g_02552	Pral.g_00450
OG0000403	Syao.g_02553	Pral.g_00908
OG0000404	Syao.g_02554	Pral.g_00907
OG0000405	Syao.g_02478	Pral.g_00903
OG0000406	Syao.g_02482	Pral.g_00898
OG0000407	Syao.g_02483	Pral.g_00897
OG0000408	Syao.g_02485	Pral.g_00895
OG0000409	Syao.g_02487	Pral.g_00893
OG0000410	Syao.g_02488	Pral.g_00892
OG0000411	Syao.g_02489	Pral.g_00891
OG0000412	Syao.g_02490	Pral.g_00890
OG0000413	Syao.g_02492	Pral.g_00888
OG0000414	Syao.g_02493	Pral.g_00887
OG0000415	Syao.g_02494	Pral.g_00886
OG0000416	Syao.g_02495	Pral.g_00885
OG0000417	Syao.g_02497	Pral.g_00884
OG0000418	Syao.g_02502	Pral.g_00879
OG0000419	Syao.g_02504	Pral.g_00877
OG0000420	Syao.g_02506	Pral.g_00875
OG0000421	Syao.g_02510	Pral.g_00871
OG0000422	Syao.g_02511	Pral.g_00870
OG0000423	Syao.g_02512	Pral.g_00869
OG0000424	Syao.g_02513	Pral.g_00868
OG0000425	Syao.g_02514	Pral.g_00867
OG0000426	Syao.g_02515	Pral.g_00866
OG0000427	Syao.g_02516	Pral.g_00865
OG0000428	Syao.g_02519	Pral.g_00863
OG0000429	Syao.g_02522	Pral.g_00862
OG0000430	Syao.g_02523	Pral.g_00861
OG0000431	Syao.g_02526	Pral.g_00859
OG0000432	Syao.g_02532	Pral.g_00855
OG0000433	Syao.g_02534	Pral.g_00854
OG0000434	Syao.g_02535	Pral.g_00853
OG0000435	Syao.g_02538	Pral.g_00852
OG0000436	Syao.g_02458	Pral.g_00847
OG0000437	Syao.g_02459	Pral.g_00846
OG0000438	Syao.g_02460	Pral.g_00845
OG0000439	Syao.g_02462	Pral.g_00844
OG0000440	Syao.g_02463	Pral.g_00843
OG0000441	Syao.g_02466	Pral.g_00840
OG0000442	Syao.g_02467	Pral.g_00839
OG0000443	Syao.g_02468	Pral.g_00838
OG0000444	Syao.g_02473	Pral.g_00833
OG0000445	Syao.g_02474	Pral.g_00832
OG0000446	Syao.g_02476	Pral.g_00831
OG0000447	Syao.g_02383	Pral.g_00830
OG0000448	Syao.g_02384	Pral.g_00829
OG0000449	Syao.g_02385	Pral.g_00828
OG0000450	Syao.g_02391	Pral.g_00827
OG0000451	Syao.g_02392	Pral.g_00826
OG0000452	Syao.g_02396	Pral.g_00823
OG0000453	Syao.g_02397	Pral.g_00822
OG0000454	Syao.g_02398	Pral.g_00821
OG0000455	Syao.g_02399	Pral.g_00820
OG0000456	Syao.g_02400	Pral.g_00819
OG0000457	Syao.g_02402	Pral.g_00817
OG0000458	Syao.g_02403	Pral.g_00816
OG0000459	Syao.g_02404	Pral.g_00815
OG0000460	Syao.g_01702	Pral.g_00805
OG0000461	Syao.g_02119	Pral.g_00796
OG0000462	Syao.g_02116	Pral.g_00795
OG0000463	Syao.g_02115	Pral.g_00794
OG0000464	Syao.g_02114	Pral.g_00793
OG0000465	Syao.g_02112	Pral.g_00792
OG0000466	Syao.g_02107	Pral.g_00789
OG0000467	Syao.g_02106	Pral.g_00788
OG0000468	Syao.g_02102	Pral.g_00785
OG0000469	Syao.g_02087	Pral.g_00777
OG0000470	Syao.g_02085	Pral.g_00775
OG0000471	Syao.g_02084	Pral.g_00774
OG0000472	Syao.g_02082	Pral.g_00773
OG0000473	Syao.g_02080	Pral.g_00771
OG0000474	Syao.g_02079	Pral.g_00770
OG0000475	Syao.g_02078	Pral.g_00769
OG0000476	Syao.g_02076	Pral.g_00767
OG0000477	Syao.g_02069	Pral.g_00764
OG0000478	Syao.g_02068	Pral.g_00763
OG0000479	Syao.g_02067	Pral.g_00762
OG0000480	Syao.g_02060	Pral.g_00756
OG0000481	Syao.g_01012	Pral.g_00754
OG0000482	Syao.g_02058	Pral.g_00753
OG0000483	Syao.g_02054	Pral.g_00750
OG0000484	Syao.g_02053	Pral.g_00749
OG0000485	Syao.g_02052	Pral.g_00748
OG0000486	Syao.g_02051	Pral.g_00747
OG0000487	Syao.g_02044	Pral.g_00743
OG0000488	Syao.g_02040	Pral.g_00740
OG0000489	Syao.g_02033	Pral.g_00735
OG0000490	Syao.g_02025	Pral.g_00731
OG0000491	Syao.g_02024	Pral.g_00730
OG0000492	Syao.g_02022	Pral.g_00728
OG0000493	Syao.g_02021	Pral.g_00727
OG0000494	Syao.g_02020	Pral.g_00726
OG0000495	Syao.g_02018	Pral.g_00725
OG0000496	Syao.g_02017	Pral.g_00724
OG0000497	Syao.g_02016	Pral.g_00723
OG0000498	Syao.g_02015	Pral.g_00722
OG0000499	Syao.g_02014	Pral.g_00721
OG0000500	Syao.g_02013	Pral.g_00720
OG0000501	Syao.g_02010	Pral.g_00718
OG0000502	Syao.g_01974	Pral.g_00715
OG0000503	Syao.g_01877	Pral.g_00698
OG0000504	Syao.g_01875	Pral.g_00696
OG0000505	Syao.g_01874	Pral.g_00695
OG0000506	Syao.g_01872	Pral.g_00694
OG0000507	Syao.g_01866	Pral.g_00691
OG0000508	Syao.g_01750	Pral.g_00687
OG0000509	Syao.g_01755	Pral.g_00685
OG0000510	Syao.g_01756	Pral.g_00684
OG0000511	Syao.g_01757	Pral.g_00683
OG0000512	Syao.g_01759	Pral.g_00681
OG0000513	Syao.g_01720	Pral.g_00673
OG0000514	Syao.g_01727	Pral.g_00663
OG0000515	Syao.g_01728	Pral.g_00662
OG0000516	Syao.g_01730	Pral.g_00661
OG0000517	Syao.g_01735	Pral.g_00659
OG0000518	Syao.g_01621	Pral.g_00647
OG0000519	Syao.g_01622	Pral.g_00646
OG0000520	Syao.g_01512	Pral.g_00645
OG0000521	Syao.g_00061	Pral.g_00635
OG0000522	Syao.g_00059	Pral.g_00633
OG0000523	Syao.g_00058	Pral.g_00632
OG0000524	Syao.g_02699	Pral.g_00627
OG0000525	Syao.g_02691	Pral.g_00623
OG0000526	Syao.g_02688	Pral.g_00622
OG0000527	Syao.g_02684	Pral.g_00619
OG0000528	Syao.g_00031	Pral.g_00613
OG0000529	Syao.g_00027	Pral.g_00610
OG0000530	Syao.g_00122	Pral.g_00607
OG0000531	Syao.g_00121	Pral.g_00606
OG0000532	Syao.g_00118	Pral.g_00603
OG0000533	Syao.g_00116	Pral.g_00602
OG0000534	Syao.g_00115	Pral.g_00601
OG0000535	Syao.g_00114	Pral.g_00600
OG0000536	Syao.g_00113	Pral.g_00599
OG0000537	Syao.g_00112	Pral.g_00598
OG0000538	Syao.g_00100	Pral.g_00590
OG0000539	Syao.g_00099	Pral.g_00589
OG0000540	Syao.g_00098	Pral.g_00588
OG0000541	Syao.g_00097	Pral.g_00587
OG0000542	Syao.g_00167	Pral.g_00585
OG0000543	Syao.g_00165	Pral.g_00583
OG0000544	Syao.g_00164	Pral.g_00582
OG0000545	Syao.g_00162	Pral.g_00580
OG0000546	Syao.g_00160	Pral.g_00577
OG0000547	Syao.g_00158	Pral.g_00575
OG0000548	Syao.g_00157	Pral.g_00574
OG0000549	Syao.g_01391	Pral.g_00571
OG0000550	Syao.g_01396	Pral.g_00566
OG0000551	Syao.g_01401	Pral.g_00563
OG0000552	Syao.g_01402	Pral.g_00562
OG0000553	Syao.g_01404	Pral.g_00561
OG0000554	Syao.g_01413	Pral.g_00556
OG0000555	Syao.g_00875	Pral.g_00548
OG0000556	Syao.g_00871	Pral.g_00546
OG0000557	Syao.g_00866	Pral.g_00545
OG0000558	Syao.g_00864	Pral.g_00543
OG0000559	Syao.g_00860	Pral.g_00539
OG0000560	Syao.g_00857	Pral.g_00536
OG0000561	Syao.g_00856	Pral.g_00535
OG0000562	Syao.g_00855	Pral.g_00534
OG0000563	Syao.g_00854	Pral.g_00533
OG0000564	Syao.g_00853	Pral.g_00532
OG0000565	Syao.g_00849	Pral.g_00529
OG0000566	Syao.g_00845	Pral.g_00525
OG0000567	Syao.g_00841	Pral.g_00521
OG0000568	Syao.g_00839	Pral.g_00520
OG0000569	Syao.g_00838	Pral.g_00519
OG0000570	Syao.g_00837	Pral.g_00518
OG0000571	Syao.g_00834	Pral.g_00515
OG0000572	Syao.g_01033	Pral.g_00503
OG0000573	Syao.g_01022	Pral.g_00497
OG0000574	Syao.g_01021	Pral.g_00496
OG0000575	Syao.g_01000	Pral.g_00492
OG0000576	Syao.g_00996	Pral.g_00490
OG0000577	Syao.g_00995	Pral.g_00489
OG0000578	Syao.g_00994	Pral.g_00488
OG0000579	Syao.g_00993	Pral.g_00487
OG0000580	Syao.g_00992	Pral.g_00486
OG0000581	Syao.g_01059	Pral.g_00483
OG0000582	Syao.g_01204	Pral.g_00480
OG0000583	Syao.g_01205	Pral.g_00479
OG0000584	Syao.g_01206	Pral.g_00478
OG0000585	Syao.g_01054	Pral.g_00476
OG0000586	Syao.g_01055	Pral.g_00475
OG0000587	Syao.g_01057	Pral.g_00474
OG0000588	Syao.g_00406	Pral.g_00469
OG0000589	Syao.g_01342	Pral.g_00466
OG0000590	Syao.g_01341	Pral.g_00465
OG0000591	Syao.g_01330	Pral.g_00462
OG0000592	Syao.g_01329	Pral.g_00461
OG0000593	Syao.g_00890	Pral.g_01433
OG0000594	Syao.g_00891	Pral.g_01434
