Orthogroup	Syao	Prap
OG0000053	Syao.g_00067	Prap.g_01834, Prap.g_00142
OG0000055	Syao.g_00498	Prap.g_01805
OG0000058	Syao.g_01080	Prap.g_00081
OG0000059	Syao.g_01959	Prap.g_01691
OG0000061	Syao.g_00123	Prap.g_00456
OG0000062	Syao.g_01576	Prap.g_00206
OG0000063	Syao.g_02230	Prap.g_01903
OG0000064	Syao.g_02607, Syao.g_00495, Syao.g_01462, Syao.g_02605, Syao.g_01898	Prap.g_00883
OG0000065	Syao.g_02600	Prap.g_01069
OG0000066	Syao.g_01422	Prap.g_01230, Prap.g_01867
OG0000067	Syao.g_00756	Prap.g_00783
OG0000068	Syao.g_00868, Syao.g_00036	Prap.g_00059
OG0000069	Syao.g_00313	Prap.g_01312
OG0000070	Syao.g_00330	Prap.g_01316
OG0000071	Syao.g_01433	Prap.g_00561
OG0000072	Syao.g_02509, Syao.g_01749	Prap.g_00999
OG0000073	Syao.g_00103	Prap.g_01267
OG0000075	Syao.g_02257	Prap.g_01606
OG0000076	Syao.g_01949	Prap.g_01580
OG0000079	Syao.g_00574, Syao.g_00010, Syao.g_00581, Syao.g_01145, Syao.g_02105	Prap.g_01459
OG0000082	Syao.g_01035	Prap.g_01183, Prap.g_01790
OG0000084	Syao.g_02606	Prap.g_00118
OG0000085	Syao.g_01569	Prap.g_01787, Prap.g_01917
OG0000086	Syao.g_02653, Syao.g_01240	Prap.g_01090
OG0000087	Syao.g_02555	Prap.g_01035
OG0000088	Syao.g_02503	Prap.g_01004
OG0000089	Syao.g_01716	Prap.g_01349
OG0000090	Syao.g_01412	Prap.g_01236
OG0000091	Syao.g_00902	Prap.g_00384
OG0000092	Syao.g_00656	Prap.g_00853
OG0000097	Syao.g_00973	Prap.g_00410
OG0000098	Syao.g_01374	Prap.g_01928
OG0000099	Syao.g_02019	Prap.g_00082
OG0000100	Syao.g_00787	Prap.g_00200
OG0000101	Syao.g_01840	Prap.g_01642
OG0000102	Syao.g_01945	Prap.g_01575
OG0000103	Syao.g_02340	Prap.g_01491
OG0000104	Syao.g_02157	Prap.g_01869
OG0000105	Syao.g_02071, Syao.g_02072	Prap.g_01436
OG0000106	Syao.g_01385	Prap.g_00591
OG0000107	Syao.g_01935	Prap.g_01714
OG0000108	Syao.g_00028	Prap.g_01287
OG0000109	Syao.g_00110	Prap.g_01273
OG0000110	Syao.g_01051	Prap.g_01194
OG0000111	Syao.g_00378	Prap.g_00798
OG0000112	Syao.g_00683, Syao.g_00303	Prap.g_01121
OG0000113	Syao.g_00782	Prap.g_00760
OG0000114	Syao.g_00965	Prap.g_00858
OG0000115	Syao.g_00065, Syao.g_01464	Prap.g_00525
OG0000116	Syao.g_00137	Prap.g_00467
OG0000117	Syao.g_00169	Prap.g_00429
OG0000118	Syao.g_01475	Prap.g_00574
OG0000120	Syao.g_02009	Prap.g_00079
OG0000121	Syao.g_01489	Prap.g_00123
OG0000122	Syao.g_01247	Prap.g_00532, Prap.g_00164
OG0000123	Syao.g_01832	Prap.g_01635
OG0000124	Syao.g_02179	Prap.g_01563
OG0000125	Syao.g_02444	Prap.g_01528
OG0000126	Syao.g_02198	Prap.g_01870
OG0000128	Syao.g_02149	Prap.g_00043
OG0000129	Syao.g_02434	Prap.g_00910
OG0000130	Syao.g_02617	Prap.g_00881
OG0000131	Syao.g_02480	Prap.g_01026
OG0000132	Syao.g_02501	Prap.g_01006
OG0000133	Syao.g_00678	Prap.g_01389
OG0000134	Syao.g_01719	Prap.g_01347
OG0000135	Syao.g_00147	Prap.g_00543
OG0000136	Syao.g_01614, Syao.g_01613	Prap.g_01325
OG0000137	Syao.g_02682	Prap.g_01292
OG0000138	Syao.g_00108	Prap.g_01272
OG0000139	Syao.g_02005	Prap.g_01232
OG0000140	Syao.g_01373, Syao.g_01372	Prap.g_01231
OG0000141	Syao.g_01202	Prap.g_01160
OG0000142	Syao.g_00894	Prap.g_00392
OG0000143	Syao.g_00898	Prap.g_00388
OG0000145	Syao.g_00102	Prap.g_00545
OG0000146	Syao.g_00684, Syao.g_00304	Prap.g_01122
OG0000147	Syao.g_00305, Syao.g_00685	Prap.g_01123
OG0000148	Syao.g_00776	Prap.g_00766
OG0000149	Syao.g_00534	Prap.g_00734
OG0000150	Syao.g_01203	Prap.g_00724
OG0000151	Syao.g_00975	Prap.g_00848
OG0000152	Syao.g_00674	Prap.g_00257
OG0000153	Syao.g_00818, Syao.g_01176	Prap.g_00276
OG0000154	Syao.g_00447	Prap.g_00296
OG0000155	Syao.g_00178	Prap.g_00435
OG0000156	Syao.g_00151	Prap.g_00550
OG0000157	Syao.g_00152	Prap.g_00551
OG0000158	Syao.g_02267	Prap.g_01598
OG0000159	Syao.g_02276	Prap.g_00890
OG0000160	Syao.g_01488	Prap.g_00122
OG0000161	Syao.g_01494	Prap.g_00128
OG0000162	Syao.g_01515	Prap.g_00134
OG0000163	Syao.g_01745	Prap.g_00173
OG0000164	Syao.g_01663	Prap.g_01754
OG0000165	Syao.g_01655	Prap.g_01747
OG0000166	Syao.g_01790	Prap.g_01680
OG0000167	Syao.g_01960	Prap.g_01608
OG0000168	Syao.g_02128	Prap.g_01597
OG0000169	Syao.g_02139	Prap.g_01587
OG0000170	Syao.g_02148	Prap.g_01584
OG0000171	Syao.g_02181	Prap.g_01564
OG0000172	Syao.g_02170	Prap.g_01557
OG0000173	Syao.g_02212	Prap.g_01542
OG0000174	Syao.g_02364, Syao.g_02355	Prap.g_01513
OG0000175	Syao.g_02327, Syao.g_00308	Prap.g_01500
OG0000176	Syao.g_02165	Prap.g_00050
OG0000177	Syao.g_02156	Prap.g_00049
OG0000178	Syao.g_02155	Prap.g_00048
OG0000179	Syao.g_02250	Prap.g_00939
OG0000180	Syao.g_02249	Prap.g_00938
OG0000181	Syao.g_02248	Prap.g_00937
OG0000182	Syao.g_02247	Prap.g_00936
OG0000183	Syao.g_02243	Prap.g_00932
OG0000184	Syao.g_02423	Prap.g_00906
OG0000185	Syao.g_02410	Prap.g_00903
OG0000186	Syao.g_02613	Prap.g_00887
OG0000187	Syao.g_02615	Prap.g_00886
OG0000188	Syao.g_02637	Prap.g_01096
OG0000189	Syao.g_02672	Prap.g_01082
OG0000190	Syao.g_01015	Prap.g_01080
OG0000191	Syao.g_02573	Prap.g_01057
OG0000192	Syao.g_02579	Prap.g_01052
OG0000193	Syao.g_02481	Prap.g_01025
OG0000194	Syao.g_02484	Prap.g_01022
OG0000195	Syao.g_02486	Prap.g_01020
OG0000196	Syao.g_02498	Prap.g_01009
OG0000197	Syao.g_02499	Prap.g_01008
OG0000198	Syao.g_02500	Prap.g_01007
OG0000199	Syao.g_02508	Prap.g_01000
OG0000200	Syao.g_02524	Prap.g_00986
OG0000201	Syao.g_02540	Prap.g_00977
OG0000202	Syao.g_02454	Prap.g_00976
OG0000203	Syao.g_02455	Prap.g_00975
OG0000204	Syao.g_02456	Prap.g_00974
OG0000205	Syao.g_02464	Prap.g_00967
OG0000206	Syao.g_02469	Prap.g_00962
OG0000207	Syao.g_02471	Prap.g_00959
OG0000208	Syao.g_02472	Prap.g_00958
OG0000209	Syao.g_02394	Prap.g_00949
OG0000210	Syao.g_02395	Prap.g_00948
OG0000211	Syao.g_01700	Prap.g_01479
OG0000212	Syao.g_01710	Prap.g_01471
OG0000213	Syao.g_02098	Prap.g_01453
OG0000214	Syao.g_02081	Prap.g_01443
OG0000215	Syao.g_02050	Prap.g_01416
OG0000216	Syao.g_02045	Prap.g_01415
OG0000217	Syao.g_02041	Prap.g_01412
OG0000218	Syao.g_02039	Prap.g_01410
OG0000219	Syao.g_02038	Prap.g_01409
OG0000220	Syao.g_02037	Prap.g_01408
OG0000221	Syao.g_02034	Prap.g_01407
OG0000222	Syao.g_02023	Prap.g_01400
OG0000223	Syao.g_00291	Prap.g_01388
OG0000224	Syao.g_01973	Prap.g_01386
OG0000225	Syao.g_01751	Prap.g_01360
OG0000226	Syao.g_01758	Prap.g_01356
OG0000227	Syao.g_01760	Prap.g_01354
OG0000228	Syao.g_01715	Prap.g_01350
OG0000229	Syao.g_01736	Prap.g_01330
OG0000230	Syao.g_01738	Prap.g_01328
OG0000231	Syao.g_01513	Prap.g_01317
OG0000232	Syao.g_00057	Prap.g_01306
OG0000233	Syao.g_02698	Prap.g_01300
OG0000234	Syao.g_02680	Prap.g_01291
OG0000235	Syao.g_00029	Prap.g_01288
OG0000236	Syao.g_00111	Prap.g_01274
OG0000237	Syao.g_00166	Prap.g_01261
OG0000238	Syao.g_00161	Prap.g_01255
OG0000239	Syao.g_01398	Prap.g_01244
OG0000240	Syao.g_01399	Prap.g_01243
OG0000241	Syao.g_00887	Prap.g_01239
OG0000242	Syao.g_01410	Prap.g_01237
OG0000243	Syao.g_00873	Prap.g_01226
OG0000244	Syao.g_00865	Prap.g_01223
OG0000245	Syao.g_00863	Prap.g_01221
OG0000246	Syao.g_00859	Prap.g_01217
OG0000247	Syao.g_00847	Prap.g_01207
OG0000248	Syao.g_00844	Prap.g_01204
OG0000249	Syao.g_00842	Prap.g_01202
OG0000250	Syao.g_00835	Prap.g_01197
OG0000251	Syao.g_01026	Prap.g_01177
OG0000252	Syao.g_01020	Prap.g_01174
OG0000253	Syao.g_01003	Prap.g_01173
OG0000254	Syao.g_01053	Prap.g_01156
OG0000255	Syao.g_01009	Prap.g_01150
OG0000256	Syao.g_01328	Prap.g_01140
OG0000257	Syao.g_00884	Prap.g_00397
OG0000258	Syao.g_00907	Prap.g_00383
OG0000259	Syao.g_00933, Syao.g_00932	Prap.g_00366
OG0000260	Syao.g_00936	Prap.g_00363
OG0000261	Syao.g_00941	Prap.g_00360
OG0000262	Syao.g_00946	Prap.g_00356
OG0000263	Syao.g_00247	Prap.g_00820
OG0000264	Syao.g_00699	Prap.g_00809
OG0000265	Syao.g_00049	Prap.g_00791
OG0000266	Syao.g_00480	Prap.g_00337
OG0000267	Syao.g_00589	Prap.g_00325
OG0000268	Syao.g_00588	Prap.g_00324
OG0000269	Syao.g_00751	Prap.g_00788
OG0000270	Syao.g_00754	Prap.g_00785
OG0000271	Syao.g_00762	Prap.g_00777
OG0000272	Syao.g_00763	Prap.g_00776
OG0000273	Syao.g_00791	Prap.g_00752
OG0000274	Syao.g_00792	Prap.g_00751
OG0000275	Syao.g_00438	Prap.g_00748
OG0000276	Syao.g_00558	Prap.g_00742
OG0000277	Syao.g_00557	Prap.g_00741
OG0000278	Syao.g_00554	Prap.g_00738
OG0000279	Syao.g_00529	Prap.g_00731
OG0000280	Syao.g_00608	Prap.g_00730
OG0000281	Syao.g_01377	Prap.g_00723
OG0000282	Syao.g_00967	Prap.g_00856
OG0000283	Syao.g_00640	Prap.g_00680
OG0000284	Syao.g_00634	Prap.g_00675
OG0000285	Syao.g_00706	Prap.g_00243
OG0000286	Syao.g_00675	Prap.g_00256
OG0000287	Syao.g_00825	Prap.g_00522
OG0000288	Syao.g_00446	Prap.g_00295
OG0000289	Syao.g_00461	Prap.g_00311
OG0000290	Syao.g_00428	Prap.g_00705
OG0000291	Syao.g_00333	Prap.g_00707
OG0000292	Syao.g_02196	Prap.g_00501
OG0000293	Syao.g_00136	Prap.g_00466
OG0000294	Syao.g_00135	Prap.g_00465
OG0000295	Syao.g_00186	Prap.g_00442
OG0000296	Syao.g_00184	Prap.g_00440
OG0000299	Syao.g_00231	Prap.g_00411
OG0000301	Syao.g_00272, Syao.g_00273	Prap.g_00407
OG0000302	Syao.g_00271	Prap.g_00405
OG0000303	Syao.g_00262	Prap.g_00399
OG0000304	Syao.g_00256	Prap.g_01135
OG0000305	Syao.g_00388	Prap.g_00499
OG0000306	Syao.g_01216	Prap.g_00719
OG0000307	Syao.g_00045	Prap.g_00068
OG0000308	Syao.g_00047	Prap.g_00069
OG0000309	Syao.g_02705	Prap.g_00073
OG0000310	Syao.g_01530	Prap.g_00107
OG0000311	Syao.g_01533	Prap.g_00109
OG0000312	Syao.g_01538	Prap.g_00112
OG0000313	Syao.g_01491	Prap.g_00125
OG0000314	Syao.g_00078	Prap.g_00148
OG0000315	Syao.g_00088	Prap.g_00158
OG0000316	Syao.g_01602	Prap.g_00183
OG0000317	Syao.g_01560	Prap.g_01782
OG0000318	Syao.g_01553	Prap.g_01778
OG0000319	Syao.g_01678	Prap.g_01765
OG0000320	Syao.g_01676	Prap.g_01763
OG0000321	Syao.g_01675	Prap.g_01762
OG0000322	Syao.g_01674	Prap.g_01761
OG0000323	Syao.g_01661	Prap.g_01751
OG0000324	Syao.g_01630	Prap.g_01724
OG0000325	Syao.g_01936	Prap.g_01713
OG0000326	Syao.g_01918	Prap.g_01706
OG0000327	Syao.g_01795	Prap.g_01685
OG0000328	Syao.g_01794	Prap.g_01684
OG0000329	Syao.g_01776	Prap.g_01667
OG0000330	Syao.g_01775	Prap.g_01666
OG0000331	Syao.g_01774	Prap.g_01665
OG0000332	Syao.g_01813	Prap.g_01651
OG0000333	Syao.g_01810	Prap.g_01648, Prap.g_01649
OG0000334	Syao.g_01836	Prap.g_01639
OG0000335	Syao.g_01831	Prap.g_01634
OG0000336	Syao.g_01827	Prap.g_01630
OG0000337	Syao.g_01968	Prap.g_01612
OG0000338	Syao.g_01962	Prap.g_01611
OG0000339	Syao.g_02259	Prap.g_01605
OG0000340	Syao.g_02129	Prap.g_01596
OG0000341	Syao.g_02131	Prap.g_01594
OG0000342	Syao.g_02132	Prap.g_01593
OG0000343	Syao.g_02133	Prap.g_01592
OG0000344	Syao.g_02137	Prap.g_01589
OG0000345	Syao.g_01953	Prap.g_01583
OG0000346	Syao.g_01948	Prap.g_01579
OG0000347	Syao.g_02178	Prap.g_01562
OG0000348	Syao.g_02166	Prap.g_01554
OG0000349	Syao.g_02219	Prap.g_01537
OG0000350	Syao.g_01925	Prap.g_00623
OG0000351	Syao.g_02331	Prap.g_01497
OG0000352	Syao.g_02332	Prap.g_01496
OG0000353	Syao.g_02160	Prap.g_00055
OG0000355	Syao.g_02162	Prap.g_00053
OG0000356	Syao.g_02163	Prap.g_00052
OG0000357	Syao.g_02164	Prap.g_00051
OG0000358	Syao.g_02154	Prap.g_00047
OG0000359	Syao.g_02152	Prap.g_00046
OG0000360	Syao.g_02151	Prap.g_00045
OG0000361	Syao.g_02150	Prap.g_00044
OG0000362	Syao.g_01954	Prap.g_00042
OG0000363	Syao.g_02255	Prap.g_00941
OG0000364	Syao.g_01558	Prap.g_00940
OG0000365	Syao.g_02246	Prap.g_00935
OG0000366	Syao.g_02245	Prap.g_00934
OG0000367	Syao.g_02244	Prap.g_00933
OG0000368	Syao.g_02242	Prap.g_00931
OG0000369	Syao.g_02241	Prap.g_00930
OG0000370	Syao.g_02240	Prap.g_00929
OG0000371	Syao.g_02231	Prap.g_00922
OG0000372	Syao.g_02226	Prap.g_00919
OG0000373	Syao.g_02225	Prap.g_00918
OG0000374	Syao.g_02224	Prap.g_00917
OG0000375	Syao.g_02223	Prap.g_00915
OG0000376	Syao.g_02221	Prap.g_00913
OG0000377	Syao.g_02429	Prap.g_00909
OG0000378	Syao.g_02414	Prap.g_00905
OG0000379	Syao.g_02409	Prap.g_00902
OG0000380	Syao.g_02616	Prap.g_00885
OG0000381	Syao.g_02618	Prap.g_00880
OG0000382	Syao.g_02636	Prap.g_01097
OG0000383	Syao.g_02643	Prap.g_01095
OG0000384	Syao.g_02644	Prap.g_01094
OG0000385	Syao.g_02645	Prap.g_01093
OG0000386	Syao.g_02646	Prap.g_01092
OG0000387	Syao.g_01019	Prap.g_01078
OG0000388	Syao.g_02596	Prap.g_01074
OG0000389	Syao.g_02599	Prap.g_01071
OG0000390	Syao.g_02567	Prap.g_01061
OG0000391	Syao.g_02572	Prap.g_01058
OG0000392	Syao.g_02578	Prap.g_01054
OG0000393	Syao.g_02581	Prap.g_01051
OG0000394	Syao.g_02582	Prap.g_01050
OG0000395	Syao.g_02583	Prap.g_01049
OG0000396	Syao.g_02586	Prap.g_01047
OG0000397	Syao.g_02542	Prap.g_01045
OG0000398	Syao.g_02547	Prap.g_01042
OG0000399	Syao.g_02548	Prap.g_01041
OG0000400	Syao.g_02549	Prap.g_01040
OG0000401	Syao.g_02550	Prap.g_01039
OG0000402	Syao.g_02552	Prap.g_00319
OG0000403	Syao.g_02553	Prap.g_01037
OG0000404	Syao.g_02554	Prap.g_01036
OG0000405	Syao.g_02478	Prap.g_01032
OG0000406	Syao.g_02482	Prap.g_01024
OG0000407	Syao.g_02483	Prap.g_01023
OG0000408	Syao.g_02485	Prap.g_01021
OG0000409	Syao.g_02487	Prap.g_01019
OG0000410	Syao.g_02488	Prap.g_01018
OG0000411	Syao.g_02489	Prap.g_01017
OG0000412	Syao.g_02490	Prap.g_01016
OG0000413	Syao.g_02492	Prap.g_01014
OG0000414	Syao.g_02493	Prap.g_01013
OG0000415	Syao.g_02494	Prap.g_01012
OG0000416	Syao.g_02495	Prap.g_01011
OG0000417	Syao.g_02497	Prap.g_01010
OG0000418	Syao.g_02502	Prap.g_01005
OG0000419	Syao.g_02504	Prap.g_01003
OG0000420	Syao.g_02506	Prap.g_01002
OG0000421	Syao.g_02510	Prap.g_00997
OG0000422	Syao.g_02511	Prap.g_00996
OG0000423	Syao.g_02512	Prap.g_00995
OG0000424	Syao.g_02513	Prap.g_00994
OG0000425	Syao.g_02514	Prap.g_00993
OG0000426	Syao.g_02515	Prap.g_00992
OG0000427	Syao.g_02516	Prap.g_00991
OG0000428	Syao.g_02519	Prap.g_00989
OG0000429	Syao.g_02522	Prap.g_00988
OG0000430	Syao.g_02523	Prap.g_00987
OG0000431	Syao.g_02526	Prap.g_00985
OG0000432	Syao.g_02532	Prap.g_00981
OG0000433	Syao.g_02534	Prap.g_00980
OG0000434	Syao.g_02535	Prap.g_00979
OG0000435	Syao.g_02538	Prap.g_00978
OG0000436	Syao.g_02458	Prap.g_00973
OG0000437	Syao.g_02459	Prap.g_00972
OG0000438	Syao.g_02460	Prap.g_00971
OG0000439	Syao.g_02462	Prap.g_00969
OG0000440	Syao.g_02463	Prap.g_00968
OG0000441	Syao.g_02466	Prap.g_00965
OG0000442	Syao.g_02467	Prap.g_00964
OG0000443	Syao.g_02468	Prap.g_00963
OG0000444	Syao.g_02473	Prap.g_00957
OG0000445	Syao.g_02474	Prap.g_00956
OG0000446	Syao.g_02476	Prap.g_00955
OG0000447	Syao.g_02383	Prap.g_00954
OG0000448	Syao.g_02384	Prap.g_00953
OG0000449	Syao.g_02385	Prap.g_00952
OG0000450	Syao.g_02391	Prap.g_00951
OG0000451	Syao.g_02392	Prap.g_00950
OG0000452	Syao.g_02396	Prap.g_00947
OG0000453	Syao.g_02397	Prap.g_00946
OG0000454	Syao.g_02398	Prap.g_00945
OG0000455	Syao.g_02399	Prap.g_00944
OG0000456	Syao.g_02400	Prap.g_00943
OG0000457	Syao.g_02402	Prap.g_01487
OG0000458	Syao.g_02403	Prap.g_01486
OG0000459	Syao.g_02404	Prap.g_01485
OG0000460	Syao.g_01702	Prap.g_01477
OG0000461	Syao.g_02119	Prap.g_01469
OG0000462	Syao.g_02116	Prap.g_01467
OG0000463	Syao.g_02115	Prap.g_01466
OG0000464	Syao.g_02114	Prap.g_01465
OG0000465	Syao.g_02112	Prap.g_01464
OG0000466	Syao.g_02107	Prap.g_01461
OG0000467	Syao.g_02106	Prap.g_01460
OG0000468	Syao.g_02102	Prap.g_01457
OG0000469	Syao.g_02087	Prap.g_01449
OG0000470	Syao.g_02085	Prap.g_01447
OG0000471	Syao.g_02084	Prap.g_01446
OG0000472	Syao.g_02082	Prap.g_01444
OG0000473	Syao.g_02080	Prap.g_01442
OG0000474	Syao.g_02079	Prap.g_01441
OG0000475	Syao.g_02078	Prap.g_01440
OG0000476	Syao.g_02076	Prap.g_01438
OG0000477	Syao.g_02069	Prap.g_01435
OG0000478	Syao.g_02068	Prap.g_01434
OG0000479	Syao.g_02067	Prap.g_01433
OG0000480	Syao.g_02060	Prap.g_01428
OG0000481	Syao.g_01012	Prap.g_01425
OG0000482	Syao.g_02058	Prap.g_01424
OG0000483	Syao.g_02054	Prap.g_01421
OG0000484	Syao.g_02053	Prap.g_01420
OG0000485	Syao.g_02052	Prap.g_01418
OG0000486	Syao.g_02051	Prap.g_01417
OG0000487	Syao.g_02044	Prap.g_01414
OG0000488	Syao.g_02040	Prap.g_01411
OG0000489	Syao.g_02033	Prap.g_01406
OG0000490	Syao.g_02025	Prap.g_01402
OG0000491	Syao.g_02024	Prap.g_01401
OG0000492	Syao.g_02022	Prap.g_01399
OG0000493	Syao.g_02021	Prap.g_01398
OG0000494	Syao.g_02020	Prap.g_01397
OG0000495	Syao.g_02018	Prap.g_01396
OG0000496	Syao.g_02017	Prap.g_01395
OG0000497	Syao.g_02016	Prap.g_01394
OG0000498	Syao.g_02015	Prap.g_01393
OG0000499	Syao.g_02014	Prap.g_01392
OG0000500	Syao.g_02013	Prap.g_01391
OG0000501	Syao.g_02010	Prap.g_01390
OG0000502	Syao.g_01974	Prap.g_01387
OG0000503	Syao.g_01877	Prap.g_01372
OG0000504	Syao.g_01875	Prap.g_01370
OG0000505	Syao.g_01874	Prap.g_01369
OG0000506	Syao.g_01872	Prap.g_01368
OG0000507	Syao.g_01866	Prap.g_01365
OG0000508	Syao.g_01750	Prap.g_01361
OG0000509	Syao.g_01755	Prap.g_01359
OG0000510	Syao.g_01756	Prap.g_01358
OG0000511	Syao.g_01757	Prap.g_01357
OG0000512	Syao.g_01759	Prap.g_01355
OG0000513	Syao.g_01720	Prap.g_01346
OG0000514	Syao.g_01727	Prap.g_01335
OG0000515	Syao.g_01728	Prap.g_01334
OG0000516	Syao.g_01730	Prap.g_01333
OG0000517	Syao.g_01735	Prap.g_01331
OG0000518	Syao.g_01621	Prap.g_01320
OG0000519	Syao.g_01622	Prap.g_01319
OG0000520	Syao.g_01512	Prap.g_01318
OG0000521	Syao.g_00061	Prap.g_01310
OG0000522	Syao.g_00059	Prap.g_01308
OG0000523	Syao.g_00058	Prap.g_01307
OG0000524	Syao.g_02699	Prap.g_01302
OG0000525	Syao.g_02691	Prap.g_01298
OG0000526	Syao.g_02688	Prap.g_01297
OG0000527	Syao.g_02684	Prap.g_01294
OG0000528	Syao.g_00031	Prap.g_01289
OG0000529	Syao.g_00027	Prap.g_01286
OG0000530	Syao.g_00122	Prap.g_01283
OG0000531	Syao.g_00121	Prap.g_01282
OG0000532	Syao.g_00118	Prap.g_01280
OG0000533	Syao.g_00116	Prap.g_01279
OG0000534	Syao.g_00115	Prap.g_01278
OG0000535	Syao.g_00114	Prap.g_01277
OG0000536	Syao.g_00113	Prap.g_01276
OG0000537	Syao.g_00112	Prap.g_01275
OG0000538	Syao.g_00100	Prap.g_01266
OG0000539	Syao.g_00099	Prap.g_01265
OG0000540	Syao.g_00098	Prap.g_01264
OG0000541	Syao.g_00097	Prap.g_01263
OG0000542	Syao.g_00167	Prap.g_01262
OG0000543	Syao.g_00165	Prap.g_01260
OG0000544	Syao.g_00164	Prap.g_01259
OG0000545	Syao.g_00162	Prap.g_01257
OG0000546	Syao.g_00160	Prap.g_01254
OG0000547	Syao.g_00158	Prap.g_01252
OG0000548	Syao.g_00157	Prap.g_01251
OG0000549	Syao.g_01391	Prap.g_01249
OG0000550	Syao.g_01396	Prap.g_01245
OG0000551	Syao.g_01401	Prap.g_01242
OG0000552	Syao.g_01402	Prap.g_01241
OG0000553	Syao.g_01404	Prap.g_01240
OG0000554	Syao.g_01413	Prap.g_01235
OG0000555	Syao.g_00875	Prap.g_01227
OG0000556	Syao.g_00871	Prap.g_01225
OG0000557	Syao.g_00866	Prap.g_01224
OG0000558	Syao.g_00864	Prap.g_01222
OG0000559	Syao.g_00860	Prap.g_01218
OG0000560	Syao.g_00857	Prap.g_01215
OG0000561	Syao.g_00856	Prap.g_01214
OG0000562	Syao.g_00855	Prap.g_01213
OG0000563	Syao.g_00854	Prap.g_01212
OG0000564	Syao.g_00853	Prap.g_01211
OG0000565	Syao.g_00849	Prap.g_01209
OG0000566	Syao.g_00845	Prap.g_01205
OG0000567	Syao.g_00841	Prap.g_01201
OG0000568	Syao.g_00839	Prap.g_01200
OG0000569	Syao.g_00838	Prap.g_01199
OG0000570	Syao.g_00837	Prap.g_01198
OG0000571	Syao.g_00834	Prap.g_01196
OG0000572	Syao.g_01033	Prap.g_01182
OG0000573	Syao.g_01022	Prap.g_01176
OG0000574	Syao.g_01021	Prap.g_01175
OG0000575	Syao.g_01000	Prap.g_01171
OG0000576	Syao.g_00996	Prap.g_01169
OG0000577	Syao.g_00995	Prap.g_01168
OG0000578	Syao.g_00994	Prap.g_01167
OG0000579	Syao.g_00993	Prap.g_01166
OG0000580	Syao.g_00992	Prap.g_01165
OG0000581	Syao.g_01059	Prap.g_01162
OG0000582	Syao.g_01204	Prap.g_01159
OG0000583	Syao.g_01205	Prap.g_01158
OG0000584	Syao.g_01206	Prap.g_01157
OG0000585	Syao.g_01054	Prap.g_01155
OG0000586	Syao.g_01055	Prap.g_01154
OG0000587	Syao.g_01057	Prap.g_01153
OG0000588	Syao.g_00406	Prap.g_01149
OG0000589	Syao.g_01342	Prap.g_01147
OG0000590	Syao.g_01341	Prap.g_01146
OG0000591	Syao.g_01330	Prap.g_01142
OG0000592	Syao.g_01329	Prap.g_01141
OG0000593	Syao.g_00890	Prap.g_00395
OG0000594	Syao.g_00891	Prap.g_00394
OG0000595	Syao.g_00892	Prap.g_00393
