Orthogroup	Syao	Syaa
OG0000033	Syao.g_02507	Syaa.g_00485, Syaa.g_02478
OG0000035	Syao.g_01486	Syaa.g_01773
OG0000037	Syao.g_00374	Syaa.g_02384
OG0000038	Syao.g_02440	Syaa.g_02596
OG0000040	Syao.g_00711	Syaa.g_02690
OG0000041	Syao.g_01637	Syaa.g_00869
OG0000042	Syao.g_00019, Syao.g_01941	Syaa.g_00103
OG0000045	Syao.g_00148	Syaa.g_01560
OG0000046	Syao.g_01909	Syaa.g_02211
OG0000047	Syao.g_01899	Syaa.g_02189
OG0000048	Syao.g_02077	Syaa.g_02719, Syaa.g_00275
OG0000051	Syao.g_01261	Syaa.g_01531
OG0000052	Syao.g_01085, Syao.g_02520	Syaa.g_00174
OG0000053	Syao.g_00067	Syaa.g_01797
OG0000054	Syao.g_00295, Syao.g_00625	Syaa.g_01502
OG0000055	Syao.g_00498	Syaa.g_01564
OG0000058	Syao.g_01080	Syaa.g_00193
OG0000058	Syao.g_01978	Syaa.g_00455
OG0000059	Syao.g_01959	Syaa.g_02315
OG0000060	Syao.g_00312	Syaa.g_01007
OG0000061	Syao.g_00123	Syaa.g_00770
OG0000062	Syao.g_01576	Syaa.g_00571
OG0000063	Syao.g_02230	Syaa.g_00042
OG0000064	Syao.g_00495	Syaa.g_01284
OG0000064	Syao.g_01462, Syao.g_02605	Syaa.g_02666
OG0000064	Syao.g_01898	Syaa.g_00579
OG0000065	Syao.g_02600	Syaa.g_02380
OG0000066	Syao.g_01422	Syaa.g_01968
OG0000067	Syao.g_00756	Syaa.g_01154
OG0000068	Syao.g_00868, Syao.g_00036	Syaa.g_02059
OG0000069	Syao.g_01460	Syaa.g_01497
OG0000069	Syao.g_00313	Syaa.g_01256
OG0000070	Syao.g_00330	Syaa.g_00718
OG0000071	Syao.g_01433	Syaa.g_00735
OG0000072	Syao.g_02509	Syaa.g_02480
OG0000073	Syao.g_00103	Syaa.g_02030
OG0000075	Syao.g_02257	Syaa.g_00157
OG0000076	Syao.g_01949, Syao.g_01251	Syaa.g_00123
OG0000078	Syao.g_01709	Syaa.g_02103
OG0000079	Syao.g_00574, Syao.g_00010, Syao.g_00581, Syao.g_01145, Syao.g_02105	Syaa.g_00303
OG0000082	Syao.g_01035	Syaa.g_01905
OG0000084	Syao.g_01509	Syaa.g_01827, Syaa.g_02302
OG0000084	Syao.g_02606	Syaa.g_01770
OG0000085	Syao.g_01569	Syaa.g_00564
OG0000086	Syao.g_02653, Syao.g_01240	Syaa.g_00324
OG0000087	Syao.g_02555	Syaa.g_02433
OG0000088	Syao.g_02503	Syaa.g_02474
OG0000089	Syao.g_01716	Syaa.g_02149
OG0000090	Syao.g_01412	Syaa.g_01980
OG0000091	Syao.g_00902	Syaa.g_01625
OG0000093	Syao.g_00739	Syaa.g_01139
OG0000094	Syao.g_00458	Syaa.g_01288
OG0000095	Syao.g_00331	Syaa.g_00879
OG0000099	Syao.g_02019	Syaa.g_00202
OG0000100	Syao.g_00787	Syaa.g_01201
OG0000102	Syao.g_01945	Syaa.g_00118
OG0000104	Syao.g_02157	Syaa.g_02754
OG0000105	Syao.g_02071, Syao.g_02072	Syaa.g_00270
OG0000106	Syao.g_01385	Syaa.g_01439
OG0000107	Syao.g_01935	Syaa.g_02351
OG0000108	Syao.g_00028	Syaa.g_02051
OG0000110	Syao.g_01051	Syaa.g_01918
OG0000111	Syao.g_00378	Syaa.g_00888
OG0000112	Syao.g_00683, Syao.g_00303	Syaa.g_01366
OG0000113	Syao.g_00782	Syaa.g_01196
OG0000114	Syao.g_00965	Syaa.g_01094
OG0000115	Syao.g_00065, Syao.g_01464	Syaa.g_01795
OG0000116	Syao.g_00137	Syaa.g_00757
OG0000117	Syao.g_00169	Syaa.g_01009
OG0000118	Syao.g_01475	Syaa.g_01874
OG0000120	Syao.g_02009	Syaa.g_00201
OG0000121	Syao.g_01489	Syaa.g_01777
OG0000122	Syao.g_01247	Syaa.g_01598
OG0000123	Syao.g_01832	Syaa.g_02242
OG0000124	Syao.g_02179	Syaa.g_00092
OG0000125	Syao.g_02444	Syaa.g_02598
OG0000126	Syao.g_02198	Syaa.g_02752
OG0000127	Syao.g_02375, Syao.g_01143	Syaa.g_00377, Syaa.g_00390
OG0000128	Syao.g_02149	Syaa.g_00012
OG0000129	Syao.g_02434	Syaa.g_02586
OG0000130	Syao.g_02617	Syaa.g_00354
OG0000131	Syao.g_02480	Syaa.g_02448
OG0000132	Syao.g_02501	Syaa.g_02472
OG0000133	Syao.g_00678	Syaa.g_01361
OG0000134	Syao.g_01719	Syaa.g_02146
OG0000135	Syao.g_00147	Syaa.g_02649
OG0000136	Syao.g_01614, Syao.g_01613	Syaa.g_00708
OG0000137	Syao.g_02682	Syaa.g_01842
OG0000138	Syao.g_00108	Syaa.g_02035
OG0000139	Syao.g_02005	Syaa.g_01974
OG0000140	Syao.g_01373, Syao.g_01372	Syaa.g_01971
OG0000141	Syao.g_01202	Syaa.g_01689
OG0000142	Syao.g_00894	Syaa.g_01633
OG0000143	Syao.g_00898	Syaa.g_01629
OG0000145	Syao.g_00102	Syaa.g_02029
OG0000146	Syao.g_00684, Syao.g_00304	Syaa.g_01367
OG0000147	Syao.g_00305, Syao.g_00685	Syaa.g_01368
OG0000148	Syao.g_00776	Syaa.g_01190
OG0000149	Syao.g_00534	Syaa.g_00826
OG0000150	Syao.g_01203	Syaa.g_01688
OG0000151	Syao.g_00975	Syaa.g_01107
OG0000152	Syao.g_00674	Syaa.g_01357
OG0000153	Syao.g_00818, Syao.g_01176	Syaa.g_01324
OG0000154	Syao.g_00447	Syaa.g_01298
OG0000155	Syao.g_00178	Syaa.g_00804
OG0000156	Syao.g_00151	Syaa.g_00751
OG0000157	Syao.g_00152	Syaa.g_00750
OG0000158	Syao.g_02267	Syaa.g_00148
OG0000160	Syao.g_01488	Syaa.g_01776
OG0000161	Syao.g_01494	Syaa.g_01782
OG0000162	Syao.g_01515	Syaa.g_01788
OG0000163	Syao.g_01745	Syaa.g_00624
OG0000165	Syao.g_01655	Syaa.g_00681
OG0000166	Syao.g_01790	Syaa.g_02289
OG0000167	Syao.g_01960	Syaa.g_00160
OG0000168	Syao.g_02128	Syaa.g_00145
OG0000169	Syao.g_02139	Syaa.g_00134
OG0000170	Syao.g_02148	Syaa.g_00128
OG0000171	Syao.g_02181	Syaa.g_00093
OG0000172	Syao.g_02170	Syaa.g_00079
OG0000173	Syao.g_02212	Syaa.g_00060
OG0000174	Syao.g_02364, Syao.g_02355	Syaa.g_02651
OG0000175	Syao.g_02327, Syao.g_00308	Syaa.g_02726
OG0000176	Syao.g_02165	Syaa.g_00004
OG0000177	Syao.g_02156	Syaa.g_00005
OG0000178	Syao.g_02155	Syaa.g_00006
OG0000179	Syao.g_02250	Syaa.g_00023
OG0000180	Syao.g_02249	Syaa.g_00024
OG0000181	Syao.g_02248	Syaa.g_00025
OG0000182	Syao.g_02247	Syaa.g_00026
OG0000183	Syao.g_02243	Syaa.g_00030
OG0000184	Syao.g_02423	Syaa.g_02578
OG0000185	Syao.g_02410	Syaa.g_02575
OG0000186	Syao.g_02613	Syaa.g_00359
OG0000187	Syao.g_02615	Syaa.g_00358
OG0000188	Syao.g_02637	Syaa.g_00334
OG0000189	Syao.g_02672	Syaa.g_02367
OG0000190	Syao.g_01015	Syaa.g_02369
OG0000191	Syao.g_02573	Syaa.g_02404
OG0000192	Syao.g_02579	Syaa.g_02410
OG0000193	Syao.g_02481	Syaa.g_02449
OG0000194	Syao.g_02484	Syaa.g_02452
OG0000196	Syao.g_02498	Syaa.g_02469
OG0000197	Syao.g_02499	Syaa.g_02470
OG0000198	Syao.g_02500	Syaa.g_02471
OG0000199	Syao.g_02508	Syaa.g_02479
OG0000200	Syao.g_02524	Syaa.g_02496
OG0000201	Syao.g_02540	Syaa.g_02521
OG0000202	Syao.g_02454	Syaa.g_02522
OG0000203	Syao.g_02455	Syaa.g_02523
OG0000204	Syao.g_02456	Syaa.g_02524
OG0000205	Syao.g_02464	Syaa.g_02531
OG0000206	Syao.g_02469	Syaa.g_02538
OG0000207	Syao.g_02471	Syaa.g_02540
OG0000208	Syao.g_02472	Syaa.g_02541
OG0000209	Syao.g_02394	Syaa.g_02556
OG0000210	Syao.g_02395	Syaa.g_02557
OG0000211	Syao.g_01700	Syaa.g_02113
OG0000212	Syao.g_01710	Syaa.g_02102
OG0000213	Syao.g_02098	Syaa.g_00295
OG0000214	Syao.g_02081	Syaa.g_00279
OG0000215	Syao.g_02050	Syaa.g_00248
OG0000216	Syao.g_02045	Syaa.g_00244
OG0000217	Syao.g_02041	Syaa.g_00240
OG0000218	Syao.g_02039	Syaa.g_00238
OG0000219	Syao.g_02038	Syaa.g_00237
OG0000220	Syao.g_02037	Syaa.g_00236
OG0000221	Syao.g_02034	Syaa.g_00229
OG0000222	Syao.g_02023	Syaa.g_00215
OG0000223	Syao.g_00291	Syaa.g_00192
OG0000224	Syao.g_01973	Syaa.g_00183
OG0000225	Syao.g_01751	Syaa.g_02166
OG0000226	Syao.g_01758	Syaa.g_02162
OG0000227	Syao.g_01760	Syaa.g_02160
OG0000228	Syao.g_01715	Syaa.g_02150
OG0000229	Syao.g_01736	Syaa.g_00703
OG0000230	Syao.g_01738	Syaa.g_00705
OG0000232	Syao.g_00057	Syaa.g_01858
OG0000233	Syao.g_02698	Syaa.g_01853
OG0000234	Syao.g_02680	Syaa.g_01841
OG0000235	Syao.g_00029	Syaa.g_02052
OG0000236	Syao.g_00111	Syaa.g_02037
OG0000237	Syao.g_00166	Syaa.g_02020
OG0000238	Syao.g_00161	Syaa.g_02015
OG0000239	Syao.g_01398	Syaa.g_01996
OG0000240	Syao.g_01399	Syaa.g_01995
OG0000241	Syao.g_00887	Syaa.g_01644
OG0000242	Syao.g_01410	Syaa.g_01982
OG0000243	Syao.g_00873	Syaa.g_01960
OG0000244	Syao.g_00865	Syaa.g_01954
OG0000245	Syao.g_00863	Syaa.g_01952
OG0000246	Syao.g_00859	Syaa.g_01948
OG0000247	Syao.g_00847	Syaa.g_01937
OG0000249	Syao.g_00842	Syaa.g_01932
OG0000250	Syao.g_00835	Syaa.g_01922
OG0000251	Syao.g_01026	Syaa.g_01897
OG0000252	Syao.g_01020	Syaa.g_01894
OG0000253	Syao.g_01003	Syaa.g_01893
OG0000254	Syao.g_01053	Syaa.g_01684
OG0000255	Syao.g_01009	Syaa.g_01668
OG0000256	Syao.g_01328	Syaa.g_01651
OG0000257	Syao.g_00884	Syaa.g_01645
OG0000258	Syao.g_00907	Syaa.g_01624
OG0000259	Syao.g_00933, Syao.g_00932	Syaa.g_01063
OG0000260	Syao.g_00936	Syaa.g_01066
OG0000261	Syao.g_00941	Syaa.g_01069
OG0000262	Syao.g_00946	Syaa.g_01074
OG0000263	Syao.g_00247	Syaa.g_00989
OG0000264	Syao.g_00699	Syaa.g_00910
OG0000265	Syao.g_00049	Syaa.g_00931, Syaa.g_01498
OG0000266	Syao.g_00480	Syaa.g_01257, Syaa.g_01258
OG0000267	Syao.g_00589	Syaa.g_01409
OG0000268	Syao.g_00588	Syaa.g_01408
OG0000269	Syao.g_00751	Syaa.g_01149
OG0000270	Syao.g_00754	Syaa.g_01152
OG0000271	Syao.g_00762	Syaa.g_01160
OG0000272	Syao.g_00763	Syaa.g_01161
OG0000273	Syao.g_00791	Syaa.g_00844
OG0000274	Syao.g_00792	Syaa.g_00843
OG0000275	Syao.g_00438	Syaa.g_00840
OG0000276	Syao.g_00558	Syaa.g_00834
OG0000278	Syao.g_00554	Syaa.g_00830
OG0000279	Syao.g_00529	Syaa.g_00822
OG0000280	Syao.g_00608	Syaa.g_00815
OG0000282	Syao.g_00967	Syaa.g_01096
OG0000283	Syao.g_00640	Syaa.g_01396
OG0000284	Syao.g_00634	Syaa.g_01390
OG0000285	Syao.g_00706	Syaa.g_01377
OG0000286	Syao.g_00675	Syaa.g_01358
OG0000287	Syao.g_00825	Syaa.g_01330
OG0000288	Syao.g_00446	Syaa.g_01299
OG0000289	Syao.g_00461	Syaa.g_01285
OG0000290	Syao.g_00428	Syaa.g_00875
OG0000291	Syao.g_00333	Syaa.g_00877
OG0000292	Syao.g_02196	Syaa.g_02751
OG0000293	Syao.g_00136	Syaa.g_00758
OG0000295	Syao.g_00186	Syaa.g_00796
OG0000296	Syao.g_00184	Syaa.g_00798
OG0000299	Syao.g_00231	Syaa.g_00982
OG0000301	Syao.g_00272, Syao.g_00273	Syaa.g_00975
OG0000302	Syao.g_00271	Syaa.g_00972
OG0000303	Syao.g_00262	Syaa.g_00963
OG0000304	Syao.g_00256	Syaa.g_00957
OG0000305	Syao.g_00388	Syaa.g_00881
OG0000306	Syao.g_01216	Syaa.g_00807
OG0000307	Syao.g_00045	Syaa.g_02068
OG0000308	Syao.g_00047	Syaa.g_02070
OG0000309	Syao.g_02705	Syaa.g_02075
OG0000310	Syao.g_01530	Syaa.g_01752
OG0000311	Syao.g_01533	Syaa.g_01757
OG0000312	Syao.g_01538	Syaa.g_01762
OG0000313	Syao.g_01491	Syaa.g_01779
OG0000314	Syao.g_00078	Syaa.g_01806
OG0000315	Syao.g_00088	Syaa.g_01816
OG0000316	Syao.g_01602	Syaa.g_00598
OG0000317	Syao.g_01560	Syaa.g_00556
OG0000318	Syao.g_01553	Syaa.g_00550
OG0000319	Syao.g_01678	Syaa.g_00532
OG0000320	Syao.g_01676	Syaa.g_00530
OG0000321	Syao.g_01675	Syaa.g_00529
OG0000322	Syao.g_01674	Syaa.g_00528
OG0000323	Syao.g_01661	Syaa.g_00496
OG0000324	Syao.g_01630	Syaa.g_00653
OG0000325	Syao.g_01936	Syaa.g_02350
OG0000327	Syao.g_01795	Syaa.g_02294
OG0000328	Syao.g_01794	Syaa.g_02293
OG0000329	Syao.g_01776	Syaa.g_02275
OG0000330	Syao.g_01775	Syaa.g_02274
OG0000331	Syao.g_01774	Syaa.g_02273
OG0000333	Syao.g_01810	Syaa.g_02255
OG0000334	Syao.g_01836	Syaa.g_02246
OG0000335	Syao.g_01831	Syaa.g_02241
OG0000336	Syao.g_01827	Syaa.g_02237
OG0000337	Syao.g_01968	Syaa.g_00167
OG0000338	Syao.g_01962	Syaa.g_00162
OG0000339	Syao.g_02259	Syaa.g_00156
OG0000340	Syao.g_02129	Syaa.g_00144
OG0000341	Syao.g_02131	Syaa.g_00142
OG0000342	Syao.g_02132	Syaa.g_00141
OG0000343	Syao.g_02133	Syaa.g_00140
OG0000344	Syao.g_02137	Syaa.g_00136
OG0000345	Syao.g_01953	Syaa.g_00127
OG0000346	Syao.g_01948	Syaa.g_00122
OG0000347	Syao.g_02178	Syaa.g_00088
OG0000348	Syao.g_02166	Syaa.g_00071
OG0000349	Syao.g_02219	Syaa.g_00053
OG0000350	Syao.g_01925	Syaa.g_02336
OG0000351	Syao.g_02331	Syaa.g_02730
OG0000352	Syao.g_02332	Syaa.g_02731
OG0000353	Syao.g_02160	Syaa.g_02757
OG0000354	Syao.g_00154, Syao.g_00155	Syaa.g_02008, Syaa.g_02009
OG0000354	Syao.g_02252	Syaa.g_00019, Syaa.g_00020
OG0000355	Syao.g_02162	Syaa.g_00001
OG0000356	Syao.g_02163	Syaa.g_00002
OG0000357	Syao.g_02164	Syaa.g_00003
OG0000358	Syao.g_02154	Syaa.g_00007
OG0000359	Syao.g_02152	Syaa.g_00009
OG0000360	Syao.g_02151	Syaa.g_00010
OG0000361	Syao.g_02150	Syaa.g_00011
OG0000362	Syao.g_01954	Syaa.g_00013
OG0000363	Syao.g_02255	Syaa.g_00015
OG0000364	Syao.g_01558	Syaa.g_00016
OG0000365	Syao.g_02246	Syaa.g_00027
OG0000366	Syao.g_02245	Syaa.g_00028
OG0000367	Syao.g_02244	Syaa.g_00029
OG0000368	Syao.g_02242	Syaa.g_00031
OG0000369	Syao.g_02241	Syaa.g_00032
OG0000370	Syao.g_02240	Syaa.g_00033
OG0000371	Syao.g_02231	Syaa.g_00041
OG0000372	Syao.g_02226	Syaa.g_00046
OG0000373	Syao.g_02225	Syaa.g_00047
OG0000374	Syao.g_02224	Syaa.g_00048
OG0000375	Syao.g_02223	Syaa.g_00049
OG0000376	Syao.g_02221	Syaa.g_00051
OG0000377	Syao.g_02429	Syaa.g_02585
OG0000378	Syao.g_02414	Syaa.g_02577
OG0000379	Syao.g_02409	Syaa.g_02574
OG0000380	Syao.g_02616	Syaa.g_00357
OG0000381	Syao.g_02618	Syaa.g_00353
OG0000382	Syao.g_02636	Syaa.g_00335
OG0000383	Syao.g_02643	Syaa.g_00333
OG0000384	Syao.g_02644	Syaa.g_00332
OG0000385	Syao.g_02645	Syaa.g_00331
OG0000386	Syao.g_02646	Syaa.g_00330
OG0000387	Syao.g_01019	Syaa.g_02371
OG0000388	Syao.g_02596	Syaa.g_02375
OG0000389	Syao.g_02599	Syaa.g_02379
OG0000390	Syao.g_02567	Syaa.g_02398
OG0000391	Syao.g_02572	Syaa.g_02403
OG0000392	Syao.g_02578	Syaa.g_02409
OG0000393	Syao.g_02581	Syaa.g_02412
OG0000394	Syao.g_02582	Syaa.g_02413
OG0000395	Syao.g_02583	Syaa.g_02414
OG0000396	Syao.g_02586	Syaa.g_02417
OG0000397	Syao.g_02542	Syaa.g_02419
OG0000398	Syao.g_02547	Syaa.g_02424
OG0000399	Syao.g_02548	Syaa.g_02425
OG0000400	Syao.g_02549	Syaa.g_02426
OG0000401	Syao.g_02550	Syaa.g_02427
OG0000402	Syao.g_02552	Syaa.g_02429
OG0000403	Syao.g_02553	Syaa.g_02430
OG0000404	Syao.g_02554	Syaa.g_02431
OG0000405	Syao.g_02478	Syaa.g_02446
OG0000406	Syao.g_02482	Syaa.g_02450
OG0000407	Syao.g_02483	Syaa.g_02451
OG0000408	Syao.g_02485	Syaa.g_02458
OG0000409	Syao.g_02487	Syaa.g_02460
OG0000410	Syao.g_02488	Syaa.g_02461
OG0000411	Syao.g_02489	Syaa.g_02462
OG0000412	Syao.g_02490	Syaa.g_02463
OG0000413	Syao.g_02492	Syaa.g_02465
OG0000415	Syao.g_02494	Syaa.g_02466
OG0000416	Syao.g_02495	Syaa.g_02467
OG0000417	Syao.g_02497	Syaa.g_02468
OG0000418	Syao.g_02502	Syaa.g_02473
OG0000419	Syao.g_02504	Syaa.g_02475
OG0000420	Syao.g_02506	Syaa.g_02477
OG0000421	Syao.g_02510	Syaa.g_02482
OG0000422	Syao.g_02511	Syaa.g_02483
OG0000423	Syao.g_02512	Syaa.g_02484
OG0000424	Syao.g_02513	Syaa.g_02485
OG0000425	Syao.g_02514	Syaa.g_02486
OG0000426	Syao.g_02515	Syaa.g_02487
OG0000427	Syao.g_02516	Syaa.g_02488
OG0000428	Syao.g_02519	Syaa.g_02491
OG0000429	Syao.g_02522	Syaa.g_02493
OG0000430	Syao.g_02523	Syaa.g_02495
OG0000431	Syao.g_02526	Syaa.g_02498
OG0000432	Syao.g_02532	Syaa.g_02504
OG0000433	Syao.g_02534	Syaa.g_02513
OG0000434	Syao.g_02535	Syaa.g_02514
OG0000435	Syao.g_02538	Syaa.g_02516
OG0000436	Syao.g_02458	Syaa.g_02525
OG0000437	Syao.g_02459	Syaa.g_02526
OG0000438	Syao.g_02460	Syaa.g_02527
OG0000439	Syao.g_02462	Syaa.g_02529
OG0000440	Syao.g_02463	Syaa.g_02530
OG0000441	Syao.g_02466	Syaa.g_02534
OG0000442	Syao.g_02467	Syaa.g_02535
OG0000443	Syao.g_02468	Syaa.g_02536
OG0000444	Syao.g_02473	Syaa.g_02542
OG0000445	Syao.g_02474	Syaa.g_02543
OG0000446	Syao.g_02476	Syaa.g_02545
OG0000447	Syao.g_02383	Syaa.g_02548
OG0000448	Syao.g_02384	Syaa.g_02549
OG0000449	Syao.g_02385	Syaa.g_02550
OG0000450	Syao.g_02391	Syaa.g_02553
OG0000451	Syao.g_02392	Syaa.g_02554
OG0000452	Syao.g_02396	Syaa.g_02558
OG0000453	Syao.g_02397	Syaa.g_02559
OG0000454	Syao.g_02398	Syaa.g_02560
OG0000455	Syao.g_02399	Syaa.g_02561
OG0000456	Syao.g_02400	Syaa.g_02562
OG0000457	Syao.g_02402	Syaa.g_02564
OG0000458	Syao.g_02403	Syaa.g_02565
OG0000459	Syao.g_02404	Syaa.g_02566
OG0000460	Syao.g_01702	Syaa.g_02111
OG0000461	Syao.g_02119	Syaa.g_00318
OG0000462	Syao.g_02116	Syaa.g_00315
OG0000463	Syao.g_02115	Syaa.g_00314
OG0000464	Syao.g_02114	Syaa.g_00313
OG0000465	Syao.g_02112	Syaa.g_00311
OG0000466	Syao.g_02107	Syaa.g_00306
OG0000467	Syao.g_02106	Syaa.g_00304
OG0000468	Syao.g_02102	Syaa.g_00299
OG0000469	Syao.g_02087	Syaa.g_00285
OG0000470	Syao.g_02085	Syaa.g_00283
OG0000471	Syao.g_02084	Syaa.g_00282
OG0000472	Syao.g_02082	Syaa.g_00280
OG0000473	Syao.g_02080	Syaa.g_00278
OG0000474	Syao.g_02079	Syaa.g_00277
OG0000475	Syao.g_02078	Syaa.g_00276
OG0000476	Syao.g_02076	Syaa.g_00274
OG0000477	Syao.g_02069	Syaa.g_00268
OG0000478	Syao.g_02068	Syaa.g_00267
OG0000479	Syao.g_02067	Syaa.g_00266
OG0000480	Syao.g_02060	Syaa.g_00259
OG0000481	Syao.g_01012	Syaa.g_00257
OG0000482	Syao.g_02058	Syaa.g_00256
OG0000483	Syao.g_02054	Syaa.g_00252
OG0000484	Syao.g_02053	Syaa.g_00251
OG0000485	Syao.g_02052	Syaa.g_00250
OG0000486	Syao.g_02051	Syaa.g_00249
OG0000487	Syao.g_02044	Syaa.g_00243
OG0000488	Syao.g_02040	Syaa.g_00239
OG0000489	Syao.g_02033	Syaa.g_00228
OG0000490	Syao.g_02025	Syaa.g_00220
OG0000491	Syao.g_02024	Syaa.g_00218
OG0000492	Syao.g_02022	Syaa.g_00214
OG0000493	Syao.g_02021	Syaa.g_00213
OG0000494	Syao.g_02020	Syaa.g_00212
OG0000495	Syao.g_02018	Syaa.g_00211
OG0000496	Syao.g_02017	Syaa.g_00210
OG0000497	Syao.g_02016	Syaa.g_00209
OG0000498	Syao.g_02015	Syaa.g_00208
OG0000499	Syao.g_02014	Syaa.g_00207
OG0000500	Syao.g_02013	Syaa.g_00206
OG0000501	Syao.g_02010	Syaa.g_00203
OG0000502	Syao.g_01974	Syaa.g_00190
OG0000503	Syao.g_01877	Syaa.g_02182
OG0000504	Syao.g_01875	Syaa.g_02180
OG0000505	Syao.g_01874	Syaa.g_02179
OG0000506	Syao.g_01872	Syaa.g_02177
OG0000507	Syao.g_01866	Syaa.g_02171
OG0000508	Syao.g_01750	Syaa.g_02167
OG0000509	Syao.g_01755	Syaa.g_02165
OG0000510	Syao.g_01756	Syaa.g_02164
OG0000511	Syao.g_01757	Syaa.g_02163
OG0000512	Syao.g_01759	Syaa.g_02161
OG0000513	Syao.g_01720	Syaa.g_02145
OG0000514	Syao.g_01727	Syaa.g_02118
OG0000515	Syao.g_01728	Syaa.g_02117
OG0000516	Syao.g_01730	Syaa.g_00698
OG0000517	Syao.g_01735	Syaa.g_00702
OG0000518	Syao.g_01621	Syaa.g_00714
OG0000519	Syao.g_01622	Syaa.g_00715
OG0000520	Syao.g_01512	Syaa.g_00716
OG0000521	Syao.g_00061	Syaa.g_01864
OG0000522	Syao.g_00059	Syaa.g_01862
OG0000523	Syao.g_00058	Syaa.g_01859
OG0000524	Syao.g_02699	Syaa.g_01856
OG0000525	Syao.g_02691	Syaa.g_01851
OG0000526	Syao.g_02688	Syaa.g_01848
OG0000527	Syao.g_02684	Syaa.g_01844
OG0000528	Syao.g_00031	Syaa.g_02054
OG0000529	Syao.g_00027	Syaa.g_02050
OG0000530	Syao.g_00122	Syaa.g_02047
OG0000531	Syao.g_00121	Syaa.g_02046
OG0000532	Syao.g_00118	Syaa.g_02043
OG0000533	Syao.g_00116	Syaa.g_02042
OG0000534	Syao.g_00115	Syaa.g_02041
OG0000535	Syao.g_00114	Syaa.g_02040
OG0000536	Syao.g_00113	Syaa.g_02039
OG0000537	Syao.g_00112	Syaa.g_02038
OG0000538	Syao.g_00100	Syaa.g_02027
OG0000539	Syao.g_00099	Syaa.g_02026
OG0000540	Syao.g_00098	Syaa.g_02025
OG0000541	Syao.g_00097	Syaa.g_02024
OG0000542	Syao.g_00167	Syaa.g_02021
OG0000543	Syao.g_00165	Syaa.g_02019
OG0000544	Syao.g_00164	Syaa.g_02018
OG0000545	Syao.g_00162	Syaa.g_02016
OG0000546	Syao.g_00160	Syaa.g_02014
OG0000547	Syao.g_00158	Syaa.g_02012
OG0000548	Syao.g_00157	Syaa.g_02011
OG0000549	Syao.g_01391	Syaa.g_02003
OG0000550	Syao.g_01396	Syaa.g_01998
OG0000551	Syao.g_01401	Syaa.g_01993
OG0000552	Syao.g_01402	Syaa.g_01992
OG0000553	Syao.g_01404	Syaa.g_01990
OG0000554	Syao.g_01413	Syaa.g_01979
OG0000555	Syao.g_00875	Syaa.g_01961
OG0000556	Syao.g_00871	Syaa.g_01957
OG0000557	Syao.g_00866	Syaa.g_01955
OG0000558	Syao.g_00864	Syaa.g_01953
OG0000559	Syao.g_00860	Syaa.g_01949
OG0000560	Syao.g_00857	Syaa.g_01946
OG0000561	Syao.g_00856	Syaa.g_01945
OG0000562	Syao.g_00855	Syaa.g_01944
OG0000563	Syao.g_00854	Syaa.g_01943
OG0000564	Syao.g_00853	Syaa.g_01942
OG0000565	Syao.g_00849	Syaa.g_01939
OG0000566	Syao.g_00845	Syaa.g_01935
OG0000567	Syao.g_00841	Syaa.g_01931
OG0000568	Syao.g_00839	Syaa.g_01928
