Orthogroup	Syao	Syag
OG0000255	Syao.g_01009	Syag.g_00369
OG0000256	Syao.g_01328	Syag.g_00385
OG0000257	Syao.g_00884	Syag.g_00395
OG0000258	Syao.g_00907	Syag.g_00423
OG0000259	Syao.g_00933, Syao.g_00932	Syag.g_00560
OG0000260	Syao.g_00936	Syag.g_00570
OG0000261	Syao.g_00941	Syag.g_00581
OG0000262	Syao.g_00946	Syag.g_00586
OG0000263	Syao.g_00247	Syag.g_01079
OG0000264	Syao.g_00699	Syag.g_01011
OG0000265	Syao.g_00049	Syag.g_01021
OG0000266	Syao.g_00480	Syag.g_00907
OG0000267	Syao.g_00589	Syag.g_00762
OG0000268	Syao.g_00588	Syag.g_00763
OG0000269	Syao.g_00751	Syag.g_00662
OG0000270	Syao.g_00754	Syag.g_00665
OG0000271	Syao.g_00762	Syag.g_00673
OG0000273	Syao.g_00791	Syag.g_00713
OG0000274	Syao.g_00792	Syag.g_00714
OG0000275	Syao.g_00438	Syag.g_00717
OG0000276	Syao.g_00558	Syag.g_00723
OG0000277	Syao.g_00557	Syag.g_00724
OG0000278	Syao.g_00554	Syag.g_00727
OG0000279	Syao.g_00529	Syag.g_00735
OG0000280	Syao.g_00608	Syag.g_00741
OG0000281	Syao.g_01377	Syag.g_00572
OG0000282	Syao.g_00967	Syag.g_00611
OG0000283	Syao.g_00640	Syag.g_00775
OG0000284	Syao.g_00634	Syag.g_00780
OG0000285	Syao.g_00706	Syag.g_00791
OG0000286	Syao.g_00675	Syag.g_00809
OG0000287	Syao.g_00825	Syag.g_00838
OG0000288	Syao.g_00446	Syag.g_00869
OG0000289	Syao.g_00461	Syag.g_00884
OG0000290	Syao.g_00428	Syag.g_00970
OG0000291	Syao.g_00333	Syag.g_00972
OG0000292	Syao.g_02196	Syag.g_02265
OG0000293	Syao.g_00136	Syag.g_01155
OG0000294	Syao.g_00135	Syag.g_01154
OG0000295	Syao.g_00186	Syag.g_01115
OG0000296	Syao.g_00184	Syag.g_01113
OG0000297	Syao.g_00171	Syag.g_01099
OG0000298	Syao.g_00170	Syag.g_01098
OG0000299	Syao.g_00231	Syag.g_01067
OG0000300	Syao.g_00274	Syag.g_01062
OG0000301	Syao.g_00272, Syao.g_00273	Syag.g_01061
OG0000302	Syao.g_00271	Syag.g_01060
OG0000303	Syao.g_00262	Syag.g_01048
OG0000304	Syao.g_00256	Syag.g_01041
OG0000305	Syao.g_00388	Syag.g_00977
OG0000306	Syao.g_01216	Syag.g_00460
OG0000307	Syao.g_00045	Syag.g_01546
OG0000308	Syao.g_00047	Syag.g_01548
OG0000309	Syao.g_02705	Syag.g_01553
OG0000310	Syao.g_01530	Syag.g_01291
OG0000311	Syao.g_01533	Syag.g_01300
OG0000312	Syao.g_01538	Syag.g_01434
OG0000313	Syao.g_01491	Syag.g_00966, Syag.g_01412
OG0000314	Syao.g_00078	Syag.g_01380
OG0000315	Syao.g_00088	Syag.g_01369
OG0000316	Syao.g_01602	Syag.g_01641
OG0000317	Syao.g_01560	Syag.g_01684
OG0000318	Syao.g_01553	Syag.g_01688
OG0000319	Syao.g_01678	Syag.g_01710
OG0000320	Syao.g_01676	Syag.g_01712
OG0000321	Syao.g_01675	Syag.g_01713
OG0000322	Syao.g_01674	Syag.g_01714
OG0000323	Syao.g_01661	Syag.g_01728
OG0000324	Syao.g_01630	Syag.g_01757
OG0000325	Syao.g_01936	Syag.g_02690
OG0000326	Syao.g_01918	Syag.g_02698
OG0000327	Syao.g_01795	Syag.g_02728
OG0000328	Syao.g_01794	Syag.g_02729
OG0000329	Syao.g_01776	Syag.g_02747
OG0000330	Syao.g_01775	Syag.g_02748
OG0000331	Syao.g_01774	Syag.g_02749
OG0000332	Syao.g_01813	Syag.g_02764
OG0000333	Syao.g_01810	Syag.g_02767
OG0000334	Syao.g_01836	Syag.g_02777
OG0000335	Syao.g_01831	Syag.g_02782
OG0000336	Syao.g_01827	Syag.g_02786
OG0000337	Syao.g_01968	Syag.g_02445
OG0000338	Syao.g_01962	Syag.g_02440
OG0000340	Syao.g_02129	Syag.g_02416
OG0000341	Syao.g_02131	Syag.g_02414
OG0000342	Syao.g_02132	Syag.g_02413
OG0000343	Syao.g_02133	Syag.g_02411
OG0000344	Syao.g_02137	Syag.g_02407
OG0000345	Syao.g_01953	Syag.g_02397
OG0000346	Syao.g_01948	Syag.g_02392
OG0000347	Syao.g_02178	Syag.g_02366
OG0000348	Syao.g_02166	Syag.g_02357
OG0000349	Syao.g_02219	Syag.g_02330
OG0000350	Syao.g_01925	Syag.g_02705
OG0000351	Syao.g_02331	Syag.g_02244
OG0000352	Syao.g_02332	Syag.g_02245
OG0000353	Syao.g_02160	Syag.g_02271
OG0000354	Syao.g_00154, Syao.g_00155	Syag.g_01484
OG0000354	Syao.g_02252	Syag.g_02291
OG0000355	Syao.g_02162	Syag.g_02273
OG0000356	Syao.g_02163	Syag.g_02274
OG0000357	Syao.g_02164	Syag.g_02275
OG0000358	Syao.g_02154	Syag.g_02279
OG0000359	Syao.g_02152	Syag.g_02281
OG0000360	Syao.g_02151	Syag.g_02282
OG0000361	Syao.g_02150	Syag.g_02283
OG0000362	Syao.g_01954	Syag.g_02285
OG0000363	Syao.g_02255	Syag.g_02287
OG0000364	Syao.g_01558	Syag.g_02288
OG0000365	Syao.g_02246	Syag.g_02297
OG0000366	Syao.g_02245	Syag.g_02298
OG0000367	Syao.g_02244	Syag.g_02299
OG0000368	Syao.g_02242	Syag.g_02301
OG0000369	Syao.g_02241	Syag.g_02302
OG0000370	Syao.g_02240	Syag.g_02303
OG0000371	Syao.g_02231	Syag.g_02312
OG0000372	Syao.g_02226	Syag.g_02317
OG0000373	Syao.g_02225	Syag.g_02318
OG0000374	Syao.g_02224	Syag.g_02319
OG0000375	Syao.g_02223	Syag.g_02326
OG0000376	Syao.g_02221	Syag.g_02328
OG0000377	Syao.g_02429	Syag.g_02119
OG0000378	Syao.g_02414	Syag.g_02099
OG0000379	Syao.g_02409	Syag.g_02091
OG0000380	Syao.g_02616	Syag.g_01817
OG0000381	Syao.g_02618	Syag.g_01820
OG0000382	Syao.g_02636	Syag.g_01838
OG0000383	Syao.g_02643	Syag.g_01843
OG0000384	Syao.g_02644	Syag.g_01844
OG0000385	Syao.g_02645	Syag.g_01845
OG0000386	Syao.g_02646	Syag.g_01846
OG0000387	Syao.g_01019	Syag.g_01876
OG0000388	Syao.g_02596	Syag.g_01880
OG0000389	Syao.g_02599	Syag.g_01884
OG0000390	Syao.g_02567	Syag.g_01903
OG0000391	Syao.g_02572	Syag.g_01908
OG0000392	Syao.g_02578	Syag.g_01914
OG0000393	Syao.g_02581	Syag.g_01917
OG0000394	Syao.g_02582	Syag.g_01918
OG0000395	Syao.g_02583	Syag.g_01919
OG0000396	Syao.g_02586	Syag.g_01922
OG0000397	Syao.g_02542	Syag.g_01924
OG0000398	Syao.g_02547	Syag.g_01929
OG0000399	Syao.g_02548	Syag.g_01930
OG0000400	Syao.g_02549	Syag.g_01931
OG0000401	Syao.g_02550	Syag.g_01932
OG0000402	Syao.g_02552	Syag.g_01934
OG0000403	Syao.g_02553	Syag.g_01935
OG0000404	Syao.g_02554	Syag.g_01937
OG0000405	Syao.g_02478	Syag.g_01949
OG0000406	Syao.g_02482	Syag.g_01953
OG0000407	Syao.g_02483	Syag.g_01954
OG0000408	Syao.g_02485	Syag.g_01956
OG0000409	Syao.g_02487	Syag.g_01958
OG0000410	Syao.g_02488	Syag.g_01959
OG0000411	Syao.g_02489	Syag.g_01960
OG0000412	Syao.g_02490	Syag.g_01961
OG0000413	Syao.g_02492	Syag.g_01963
OG0000414	Syao.g_02493	Syag.g_01964
OG0000415	Syao.g_02494	Syag.g_01965
OG0000416	Syao.g_02495	Syag.g_01966
OG0000417	Syao.g_02497	Syag.g_01967
OG0000418	Syao.g_02502	Syag.g_01973
OG0000419	Syao.g_02504	Syag.g_01975
OG0000420	Syao.g_02506	Syag.g_01977
OG0000421	Syao.g_02510	Syag.g_01982
OG0000422	Syao.g_02511	Syag.g_01983
OG0000423	Syao.g_02512	Syag.g_01984
OG0000424	Syao.g_02513	Syag.g_01985
OG0000425	Syao.g_02514	Syag.g_01986
OG0000426	Syao.g_02515	Syag.g_01987
OG0000427	Syao.g_02516	Syag.g_01988
OG0000428	Syao.g_02519	Syag.g_01991
OG0000429	Syao.g_02522	Syag.g_01993
OG0000430	Syao.g_02523	Syag.g_01995
OG0000431	Syao.g_02526	Syag.g_01998
OG0000432	Syao.g_02532	Syag.g_02007
OG0000433	Syao.g_02534	Syag.g_02009
OG0000434	Syao.g_02535	Syag.g_02010
OG0000435	Syao.g_02538	Syag.g_02017
OG0000436	Syao.g_02458	Syag.g_02028
OG0000437	Syao.g_02459	Syag.g_02029
OG0000438	Syao.g_02460	Syag.g_02031
OG0000439	Syao.g_02462	Syag.g_02033
OG0000440	Syao.g_02463	Syag.g_02034
OG0000441	Syao.g_02466	Syag.g_02041
OG0000442	Syao.g_02467	Syag.g_02044
OG0000443	Syao.g_02468	Syag.g_02046
OG0000444	Syao.g_02473	Syag.g_02053
OG0000445	Syao.g_02474	Syag.g_02054
OG0000446	Syao.g_02476	Syag.g_02056
OG0000447	Syao.g_02383	Syag.g_02059
OG0000448	Syao.g_02384	Syag.g_02060
OG0000449	Syao.g_02385	Syag.g_02061
OG0000450	Syao.g_02391	Syag.g_02066
OG0000451	Syao.g_02392	Syag.g_02067
OG0000452	Syao.g_02396	Syag.g_02071
OG0000453	Syao.g_02397	Syag.g_02072
OG0000454	Syao.g_02398	Syag.g_02073
OG0000455	Syao.g_02399	Syag.g_02074
OG0000456	Syao.g_02400	Syag.g_02075
OG0000457	Syao.g_02402	Syag.g_02077
OG0000458	Syao.g_02403	Syag.g_02080
OG0000459	Syao.g_02404	Syag.g_02081
OG0000460	Syao.g_01702	Syag.g_01786
OG0000461	Syao.g_02119	Syag.g_02675
OG0000462	Syao.g_02116	Syag.g_02672
OG0000463	Syao.g_02115	Syag.g_02671
OG0000464	Syao.g_02114	Syag.g_02670
OG0000465	Syao.g_02112	Syag.g_02668
OG0000466	Syao.g_02107	Syag.g_02662
OG0000467	Syao.g_02106	Syag.g_02660
OG0000468	Syao.g_02102	Syag.g_02636
OG0000469	Syao.g_02087	Syag.g_02621
OG0000470	Syao.g_02085	Syag.g_02619
OG0000471	Syao.g_02084	Syag.g_02618
OG0000472	Syao.g_02082	Syag.g_02616
OG0000473	Syao.g_02080	Syag.g_02614
OG0000474	Syao.g_02079	Syag.g_02613
OG0000475	Syao.g_02078	Syag.g_02612
OG0000476	Syao.g_02076	Syag.g_02610
OG0000477	Syao.g_02069	Syag.g_02604
OG0000478	Syao.g_02068	Syag.g_02603
OG0000479	Syao.g_02067	Syag.g_02602
OG0000480	Syao.g_02060	Syag.g_02595
OG0000481	Syao.g_01012	Syag.g_02593
OG0000482	Syao.g_02058	Syag.g_02592
OG0000483	Syao.g_02054	Syag.g_02588
OG0000484	Syao.g_02053	Syag.g_02587
OG0000485	Syao.g_02052	Syag.g_02586
OG0000486	Syao.g_02051	Syag.g_02585
OG0000487	Syao.g_02044	Syag.g_02579
OG0000488	Syao.g_02040	Syag.g_02575
OG0000489	Syao.g_02033	Syag.g_02565
OG0000490	Syao.g_02025	Syag.g_02553
OG0000491	Syao.g_02024	Syag.g_02551
OG0000492	Syao.g_02022	Syag.g_02549
OG0000493	Syao.g_02021	Syag.g_02548
OG0000494	Syao.g_02020	Syag.g_02547
OG0000495	Syao.g_02018	Syag.g_02546
OG0000496	Syao.g_02017	Syag.g_02545
OG0000497	Syao.g_02016	Syag.g_02544
OG0000498	Syao.g_02015	Syag.g_02543
OG0000499	Syao.g_02014	Syag.g_02542
OG0000500	Syao.g_02013	Syag.g_02541
OG0000501	Syao.g_02010	Syag.g_02538
OG0000502	Syao.g_01974	Syag.g_02467
OG0000503	Syao.g_01877	Syag.g_02843
OG0000504	Syao.g_01875	Syag.g_02845
OG0000505	Syao.g_01874	Syag.g_02846
OG0000506	Syao.g_01872	Syag.g_02849
OG0000507	Syao.g_01866	Syag.g_02855
OG0000508	Syao.g_01750	Syag.g_02860
OG0000509	Syao.g_01755	Syag.g_02862
OG0000510	Syao.g_01756	Syag.g_02863
OG0000511	Syao.g_01757	Syag.g_02864
OG0000512	Syao.g_01759	Syag.g_02866
OG0000513	Syao.g_01720	Syag.g_00009
OG0000514	Syao.g_01727	Syag.g_00018
OG0000515	Syao.g_01728	Syag.g_00019
OG0000516	Syao.g_01730	Syag.g_00025
OG0000517	Syao.g_01735	Syag.g_00032
OG0000518	Syao.g_01621	Syag.g_00044
OG0000519	Syao.g_01622	Syag.g_00045
OG0000520	Syao.g_01512	Syag.g_00046
OG0000521	Syao.g_00061	Syag.g_00054
OG0000522	Syao.g_00059	Syag.g_00056
OG0000523	Syao.g_00058	Syag.g_00057
OG0000524	Syao.g_02699	Syag.g_01327
OG0000525	Syao.g_02691	Syag.g_01345
OG0000526	Syao.g_02688	Syag.g_01348
OG0000527	Syao.g_02684	Syag.g_01354
OG0000528	Syao.g_00031	Syag.g_01532
OG0000529	Syao.g_00027	Syag.g_01527
OG0000530	Syao.g_00122	Syag.g_01524
OG0000531	Syao.g_00121	Syag.g_01523
OG0000532	Syao.g_00118	Syag.g_01520
OG0000533	Syao.g_00116	Syag.g_01518
OG0000534	Syao.g_00115	Syag.g_01517
OG0000535	Syao.g_00114	Syag.g_01516
OG0000536	Syao.g_00113	Syag.g_01515
OG0000537	Syao.g_00112	Syag.g_01514
OG0000538	Syao.g_00100	Syag.g_01502
OG0000539	Syao.g_00099	Syag.g_01501
OG0000540	Syao.g_00098	Syag.g_01500
OG0000541	Syao.g_00097	Syag.g_01499
OG0000542	Syao.g_00167	Syag.g_01496
OG0000543	Syao.g_00165	Syag.g_01494
OG0000544	Syao.g_00164	Syag.g_01493
OG0000545	Syao.g_00162	Syag.g_01491
OG0000546	Syao.g_00160	Syag.g_01489
OG0000547	Syao.g_00158	Syag.g_01487
OG0000548	Syao.g_00157	Syag.g_01486
OG0000549	Syao.g_01391	Syag.g_01480
OG0000550	Syao.g_01396	Syag.g_01474
OG0000551	Syao.g_01401	Syag.g_01470
OG0000552	Syao.g_01402	Syag.g_01469
OG0000553	Syao.g_01404	Syag.g_01464
OG0000554	Syao.g_01413	Syag.g_01453
OG0000555	Syao.g_00875	Syag.g_00075
OG0000556	Syao.g_00871	Syag.g_00257
OG0000557	Syao.g_00866	Syag.g_00267
OG0000558	Syao.g_00864	Syag.g_00269
OG0000559	Syao.g_00860	Syag.g_00273
OG0000560	Syao.g_00857	Syag.g_00276
OG0000561	Syao.g_00856	Syag.g_00277
OG0000562	Syao.g_00855	Syag.g_00278
OG0000563	Syao.g_00854	Syag.g_00279
OG0000564	Syao.g_00853	Syag.g_00280
OG0000565	Syao.g_00849	Syag.g_00284
OG0000566	Syao.g_00845	Syag.g_00288
OG0000567	Syao.g_00841	Syag.g_00292
OG0000568	Syao.g_00839	Syag.g_00295
OG0000569	Syao.g_00838	Syag.g_00296
OG0000570	Syao.g_00837	Syag.g_00297
OG0000571	Syao.g_00834	Syag.g_00301
OG0000572	Syao.g_01033	Syag.g_00251, Syag.g_00320
OG0000573	Syao.g_01022	Syag.g_00329
