Orthogroup	Syao	Prab
OG0000070	Syao.g_00330	Prab.g_00456
OG0000071	Syao.g_01433	Prab.g_01637, Prab.g_01326
OG0000072	Syao.g_02509, Syao.g_01749	Prab.g_00162
OG0000073	Syao.g_00103	Prab.g_00503
OG0000075	Syao.g_02257	Prab.g_01834
OG0000076	Syao.g_01949	Prab.g_01857
OG0000079	Syao.g_00574, Syao.g_00010, Syao.g_00581, Syao.g_01145, Syao.g_02105	Prab.g_00242
OG0000082	Syao.g_01035	Prab.g_00589
OG0000084	Syao.g_02606	Prab.g_01462
OG0000085	Syao.g_01569	Prab.g_01662
OG0000086	Syao.g_02653, Syao.g_01240	Prab.g_00080
OG0000087	Syao.g_02555	Prab.g_00129
OG0000088	Syao.g_02503	Prab.g_00157
OG0000089	Syao.g_01716	Prab.g_00343
OG0000090	Syao.g_01412	Prab.g_00537
OG0000091	Syao.g_00902	Prab.g_00647
OG0000092	Syao.g_00656	Prab.g_01063
OG0000094	Syao.g_00458	Prab.g_00948
OG0000097	Syao.g_00973	Prab.g_01260
OG0000098	Syao.g_01374	Prab.g_01346
OG0000099	Syao.g_02019	Prab.g_01394
OG0000100	Syao.g_00787	Prab.g_01540
OG0000101	Syao.g_01840	Prab.g_01802
OG0000102	Syao.g_01945	Prab.g_01862
OG0000103	Syao.g_02340	Prab.g_01942
OG0000104	Syao.g_02157	Prab.g_01951
OG0000105	Syao.g_02071, Syao.g_02072	Prab.g_00262
OG0000106	Syao.g_01385	Prab.g_00359
OG0000107	Syao.g_01935	Prab.g_00375
OG0000108	Syao.g_00028	Prab.g_00484
OG0000109	Syao.g_00110	Prab.g_00498
OG0000110	Syao.g_01051	Prab.g_00579
OG0000111	Syao.g_00378	Prab.g_00704
OG0000112	Syao.g_00683, Syao.g_00303	Prab.g_00804
OG0000113	Syao.g_00782	Prab.g_00862
OG0000114	Syao.g_00965	Prab.g_01068
OG0000115	Syao.g_00065, Syao.g_01464	Prab.g_01156
OG0000116	Syao.g_00137	Prab.g_01209
OG0000117	Syao.g_00169	Prab.g_00717
OG0000118	Syao.g_01475	Prab.g_01338
OG0000120	Syao.g_02009	Prab.g_01447
OG0000121	Syao.g_01489	Prab.g_01468
OG0000122	Syao.g_01247	Prab.g_01506
OG0000123	Syao.g_01832	Prab.g_01809
OG0000124	Syao.g_02179	Prab.g_01873
OG0000125	Syao.g_02444	Prab.g_01910
OG0000126	Syao.g_02198	Prab.g_01950
OG0000128	Syao.g_02149	Prab.g_00011
OG0000129	Syao.g_02434	Prab.g_00043
OG0000130	Syao.g_02617	Prab.g_00061
OG0000131	Syao.g_02480	Prab.g_00136
OG0000132	Syao.g_02501	Prab.g_00155
OG0000133	Syao.g_00678	Prab.g_00310
OG0000134	Syao.g_01719	Prab.g_00344
OG0000135	Syao.g_00147	Prab.g_00371
OG0000136	Syao.g_01614, Syao.g_01613	Prab.g_00444
OG0000137	Syao.g_02682	Prab.g_00479
OG0000138	Syao.g_00108	Prab.g_00499
OG0000139	Syao.g_02005	Prab.g_00541
OG0000140	Syao.g_01373, Syao.g_01372	Prab.g_00542
OG0000141	Syao.g_01202	Prab.g_00611
OG0000142	Syao.g_00894	Prab.g_00640
OG0000143	Syao.g_00898	Prab.g_00644
OG0000145	Syao.g_00102	Prab.g_00783
OG0000146	Syao.g_00684, Syao.g_00304	Prab.g_00805
OG0000147	Syao.g_00305, Syao.g_00685	Prab.g_00806
OG0000148	Syao.g_00776	Prab.g_00856
OG0000149	Syao.g_00534	Prab.g_00886
OG0000150	Syao.g_01203	Prab.g_00894
OG0000151	Syao.g_00975	Prab.g_01058
OG0000152	Syao.g_00674	Prab.g_01010
OG0000153	Syao.g_00818, Syao.g_01176	Prab.g_00991
OG0000154	Syao.g_00447	Prab.g_00955
OG0000155	Syao.g_00178	Prab.g_01239
OG0000156	Syao.g_00151	Prab.g_01315
OG0000157	Syao.g_00152	Prab.g_01316
OG0000158	Syao.g_02267	Prab.g_01379
OG0000159	Syao.g_02276	Prab.g_01392
OG0000160	Syao.g_01488	Prab.g_01467
OG0000161	Syao.g_01494	Prab.g_01473
OG0000162	Syao.g_01515	Prab.g_01479
OG0000163	Syao.g_01745	Prab.g_01513
OG0000164	Syao.g_01663	Prab.g_01693
OG0000165	Syao.g_01655	Prab.g_01700
OG0000166	Syao.g_01790	Prab.g_01766
OG0000167	Syao.g_01960	Prab.g_01832
OG0000168	Syao.g_02128	Prab.g_01841
OG0000169	Syao.g_02139	Prab.g_01851
OG0000170	Syao.g_02148	Prab.g_01853
OG0000171	Syao.g_02181	Prab.g_01872
OG0000172	Syao.g_02170	Prab.g_01881
OG0000173	Syao.g_02212	Prab.g_01896
OG0000174	Syao.g_02364, Syao.g_02355	Prab.g_01924
OG0000175	Syao.g_02327, Syao.g_00308	Prab.g_01934
OG0000176	Syao.g_02165	Prab.g_00004
OG0000177	Syao.g_02156	Prab.g_00005
OG0000178	Syao.g_02155	Prab.g_00006
OG0000179	Syao.g_02250	Prab.g_00016
OG0000180	Syao.g_02249	Prab.g_00017
OG0000181	Syao.g_02248	Prab.g_00018
OG0000182	Syao.g_02247	Prab.g_00019
OG0000183	Syao.g_02243	Prab.g_00023
OG0000184	Syao.g_02423	Prab.g_00045
OG0000185	Syao.g_02410	Prab.g_00048
OG0000186	Syao.g_02613	Prab.g_00056
OG0000187	Syao.g_02615	Prab.g_00057
OG0000188	Syao.g_02637	Prab.g_00074
OG0000189	Syao.g_02672	Prab.g_00087
OG0000190	Syao.g_01015	Prab.g_00088
OG0000191	Syao.g_02573	Prab.g_00108
OG0000192	Syao.g_02579	Prab.g_00112
OG0000193	Syao.g_02481	Prab.g_00137
OG0000194	Syao.g_02484	Prab.g_00140
OG0000195	Syao.g_02486	Prab.g_00142
OG0000196	Syao.g_02498	Prab.g_00152
OG0000197	Syao.g_02499	Prab.g_00153
OG0000198	Syao.g_02500	Prab.g_00154
OG0000199	Syao.g_02508	Prab.g_00161
OG0000200	Syao.g_02524	Prab.g_00175
OG0000201	Syao.g_02540	Prab.g_00183
OG0000202	Syao.g_02454	Prab.g_00184
OG0000203	Syao.g_02455	Prab.g_00185
OG0000204	Syao.g_02456	Prab.g_00186
OG0000205	Syao.g_02464	Prab.g_00193
OG0000206	Syao.g_02469	Prab.g_00198
OG0000207	Syao.g_02471	Prab.g_00200
OG0000208	Syao.g_02472	Prab.g_00201
OG0000209	Syao.g_02394	Prab.g_00210
OG0000210	Syao.g_02395	Prab.g_00211
OG0000211	Syao.g_01700	Prab.g_00224
OG0000212	Syao.g_01710	Prab.g_00230
OG0000213	Syao.g_02098	Prab.g_00247
OG0000214	Syao.g_02081	Prab.g_00256
OG0000215	Syao.g_02050	Prab.g_00280
OG0000216	Syao.g_02045	Prab.g_00282
OG0000217	Syao.g_02041	Prab.g_00285
OG0000218	Syao.g_02039	Prab.g_00287
OG0000219	Syao.g_02038	Prab.g_00288
OG0000220	Syao.g_02037	Prab.g_00289
OG0000221	Syao.g_02034	Prab.g_00290
OG0000222	Syao.g_02023	Prab.g_00298
OG0000223	Syao.g_00291	Prab.g_00311
OG0000224	Syao.g_01973	Prab.g_00313
OG0000225	Syao.g_01751	Prab.g_00333
OG0000226	Syao.g_01758	Prab.g_00337
OG0000227	Syao.g_01760	Prab.g_00339
OG0000228	Syao.g_01715	Prab.g_00342
OG0000229	Syao.g_01736	Prab.g_00439
OG0000230	Syao.g_01738	Prab.g_00441
OG0000231	Syao.g_01513	Prab.g_00455
OG0000232	Syao.g_00057	Prab.g_00463
OG0000233	Syao.g_02698	Prab.g_00468
OG0000234	Syao.g_02680	Prab.g_00480
OG0000235	Syao.g_00029	Prab.g_00483
OG0000236	Syao.g_00111	Prab.g_00497
OG0000237	Syao.g_00166	Prab.g_00510
OG0000238	Syao.g_00161	Prab.g_00516
OG0000239	Syao.g_01398	Prab.g_00529
OG0000240	Syao.g_01399	Prab.g_00530
OG0000241	Syao.g_00887	Prab.g_00534
OG0000242	Syao.g_01410	Prab.g_00536
OG0000243	Syao.g_00873	Prab.g_00547
OG0000244	Syao.g_00865	Prab.g_00550
OG0000245	Syao.g_00863	Prab.g_00552
OG0000246	Syao.g_00859	Prab.g_00556
OG0000247	Syao.g_00847	Prab.g_00566
OG0000248	Syao.g_00844	Prab.g_00569
OG0000249	Syao.g_00842	Prab.g_00571
OG0000250	Syao.g_00835	Prab.g_00576
OG0000251	Syao.g_01026	Prab.g_00595
OG0000252	Syao.g_01020	Prab.g_00598
OG0000253	Syao.g_01003	Prab.g_00599
OG0000254	Syao.g_01053	Prab.g_00615
OG0000255	Syao.g_01009	Prab.g_00621
OG0000256	Syao.g_01328	Prab.g_00632
OG0000257	Syao.g_00884	Prab.g_00635
OG0000258	Syao.g_00907	Prab.g_00648
OG0000259	Syao.g_00933, Syao.g_00932	Prab.g_00665
OG0000260	Syao.g_00936	Prab.g_00668
OG0000261	Syao.g_00941	Prab.g_00670
OG0000262	Syao.g_00946	Prab.g_00674
OG0000263	Syao.g_00247	Prab.g_00686
OG0000264	Syao.g_00699	Prab.g_00696
OG0000265	Syao.g_00049	Prab.g_00723
OG0000266	Syao.g_00480	Prab.g_00733
OG0000267	Syao.g_00589	Prab.g_00744
OG0000268	Syao.g_00588	Prab.g_00745
OG0000269	Syao.g_00751	Prab.g_00835
OG0000270	Syao.g_00754	Prab.g_00838
OG0000271	Syao.g_00762	Prab.g_00846
OG0000272	Syao.g_00763	Prab.g_00847
OG0000273	Syao.g_00791	Prab.g_00870
OG0000274	Syao.g_00792	Prab.g_00871
OG0000275	Syao.g_00438	Prab.g_00873
OG0000276	Syao.g_00558	Prab.g_00878
OG0000277	Syao.g_00557	Prab.g_00879
OG0000278	Syao.g_00554	Prab.g_00882
OG0000279	Syao.g_00529	Prab.g_00889
OG0000280	Syao.g_00608	Prab.g_00890
OG0000281	Syao.g_01377	Prab.g_00896
OG0000282	Syao.g_00967	Prab.g_01066
OG0000283	Syao.g_00640	Prab.g_01033
OG0000284	Syao.g_00634	Prab.g_01028
OG0000285	Syao.g_00706	Prab.g_01023
OG0000286	Syao.g_00675	Prab.g_01011
OG0000287	Syao.g_00825	Prab.g_00994
OG0000288	Syao.g_00446	Prab.g_00956
OG0000289	Syao.g_00461	Prab.g_00945
OG0000290	Syao.g_00428	Prab.g_00932
OG0000291	Syao.g_00333	Prab.g_00930
OG0000292	Syao.g_02196	Prab.g_01144
OG0000293	Syao.g_00136	Prab.g_01210
OG0000294	Syao.g_00135	Prab.g_01211
OG0000295	Syao.g_00186	Prab.g_01231
OG0000296	Syao.g_00184	Prab.g_01233
OG0000299	Syao.g_00231	Prab.g_01259
OG0000301	Syao.g_00272, Syao.g_00273	Prab.g_01263
OG0000302	Syao.g_00271	Prab.g_01265
OG0000303	Syao.g_00262	Prab.g_01272
OG0000304	Syao.g_00256	Prab.g_01276
OG0000305	Syao.g_00388	Prab.g_01353
OG0000306	Syao.g_01216	Prab.g_01355
OG0000307	Syao.g_00045	Prab.g_01369
OG0000308	Syao.g_00047	Prab.g_01370
OG0000309	Syao.g_02705	Prab.g_01374
OG0000310	Syao.g_01530	Prab.g_01451
OG0000311	Syao.g_01533	Prab.g_01453
OG0000312	Syao.g_01538	Prab.g_01456
OG0000313	Syao.g_01491	Prab.g_01470
OG0000314	Syao.g_00078	Prab.g_01493
OG0000315	Syao.g_00088	Prab.g_01503
OG0000316	Syao.g_01602	Prab.g_01523
OG0000317	Syao.g_01560	Prab.g_01667
OG0000318	Syao.g_01553	Prab.g_01670
OG0000319	Syao.g_01678	Prab.g_01683
OG0000320	Syao.g_01676	Prab.g_01685
OG0000321	Syao.g_01675	Prab.g_01686
OG0000322	Syao.g_01674	Prab.g_01687
OG0000323	Syao.g_01661	Prab.g_01696
OG0000324	Syao.g_01630	Prab.g_01722
OG0000325	Syao.g_01936	Prab.g_01732
OG0000326	Syao.g_01918	Prab.g_01738
OG0000327	Syao.g_01795	Prab.g_01761
OG0000328	Syao.g_01794	Prab.g_01762
OG0000329	Syao.g_01776	Prab.g_01779
OG0000330	Syao.g_01775	Prab.g_01780
OG0000331	Syao.g_01774	Prab.g_01781
OG0000332	Syao.g_01813	Prab.g_01795
OG0000333	Syao.g_01810	Prab.g_01797
OG0000334	Syao.g_01836	Prab.g_01805
OG0000335	Syao.g_01831	Prab.g_01810
OG0000336	Syao.g_01827	Prab.g_01814
OG0000337	Syao.g_01968	Prab.g_01830
OG0000338	Syao.g_01962	Prab.g_01831
OG0000339	Syao.g_02259	Prab.g_01835
OG0000340	Syao.g_02129	Prab.g_01842
OG0000341	Syao.g_02131	Prab.g_01844
OG0000342	Syao.g_02132	Prab.g_01845
OG0000343	Syao.g_02133	Prab.g_01846
OG0000344	Syao.g_02137	Prab.g_01849
OG0000345	Syao.g_01953	Prab.g_01854
OG0000346	Syao.g_01948	Prab.g_01858
OG0000347	Syao.g_02178	Prab.g_01874
OG0000348	Syao.g_02166	Prab.g_01884
OG0000349	Syao.g_02219	Prab.g_01901
OG0000350	Syao.g_01925	Prab.g_01920
OG0000351	Syao.g_02331	Prab.g_01937
OG0000352	Syao.g_02332	Prab.g_01938
OG0000353	Syao.g_02160	Prab.g_01954
OG0000355	Syao.g_02162	Prab.g_00001
OG0000356	Syao.g_02163	Prab.g_00002
OG0000357	Syao.g_02164	Prab.g_00003
OG0000358	Syao.g_02154	Prab.g_00007
OG0000359	Syao.g_02152	Prab.g_00008
OG0000360	Syao.g_02151	Prab.g_00009
OG0000361	Syao.g_02150	Prab.g_00010
OG0000362	Syao.g_01954	Prab.g_00012
OG0000363	Syao.g_02255	Prab.g_00014
OG0000364	Syao.g_01558	Prab.g_00015
OG0000365	Syao.g_02246	Prab.g_00020
OG0000366	Syao.g_02245	Prab.g_00021
OG0000367	Syao.g_02244	Prab.g_00022
OG0000368	Syao.g_02242	Prab.g_00024
OG0000369	Syao.g_02241	Prab.g_00025
OG0000370	Syao.g_02240	Prab.g_00026
OG0000371	Syao.g_02231	Prab.g_00032
OG0000372	Syao.g_02226	Prab.g_00035
OG0000373	Syao.g_02225	Prab.g_00036
OG0000374	Syao.g_02224	Prab.g_00037
OG0000375	Syao.g_02223	Prab.g_00039
OG0000376	Syao.g_02221	Prab.g_00041
OG0000377	Syao.g_02429	Prab.g_00044
OG0000378	Syao.g_02414	Prab.g_00046
OG0000379	Syao.g_02409	Prab.g_00049
OG0000380	Syao.g_02616	Prab.g_00058
OG0000381	Syao.g_02618	Prab.g_00062
OG0000382	Syao.g_02636	Prab.g_00073
OG0000383	Syao.g_02643	Prab.g_00075
OG0000384	Syao.g_02644	Prab.g_00076
OG0000385	Syao.g_02645	Prab.g_00077
OG0000386	Syao.g_02646	Prab.g_00078
OG0000387	Syao.g_01019	Prab.g_00090
OG0000388	Syao.g_02596	Prab.g_00093
OG0000389	Syao.g_02599	Prab.g_00097
OG0000390	Syao.g_02567	Prab.g_00104
OG0000391	Syao.g_02572	Prab.g_00107
OG0000392	Syao.g_02578	Prab.g_00111
OG0000393	Syao.g_02581	Prab.g_00113
OG0000394	Syao.g_02582	Prab.g_00114
OG0000395	Syao.g_02583	Prab.g_00115
OG0000396	Syao.g_02586	Prab.g_00117
OG0000397	Syao.g_02542	Prab.g_00119
OG0000398	Syao.g_02547	Prab.g_00121
OG0000399	Syao.g_02548	Prab.g_00122
OG0000400	Syao.g_02549	Prab.g_00123
OG0000401	Syao.g_02550	Prab.g_00124
OG0000402	Syao.g_02552	Prab.g_00126
OG0000403	Syao.g_02553	Prab.g_00127
OG0000404	Syao.g_02554	Prab.g_00128
OG0000405	Syao.g_02478	Prab.g_00132
OG0000406	Syao.g_02482	Prab.g_00138
OG0000407	Syao.g_02483	Prab.g_00139
OG0000408	Syao.g_02485	Prab.g_00141
OG0000409	Syao.g_02487	Prab.g_00143
OG0000410	Syao.g_02488	Prab.g_00144
OG0000411	Syao.g_02489	Prab.g_00145
OG0000412	Syao.g_02490	Prab.g_00146
OG0000413	Syao.g_02492	Prab.g_00147
OG0000414	Syao.g_02493	Prab.g_00148
OG0000415	Syao.g_02494	Prab.g_00149
OG0000416	Syao.g_02495	Prab.g_00150
OG0000417	Syao.g_02497	Prab.g_00151
OG0000418	Syao.g_02502	Prab.g_00156
OG0000419	Syao.g_02504	Prab.g_00158
OG0000420	Syao.g_02506	Prab.g_00159
OG0000421	Syao.g_02510	Prab.g_00164
OG0000422	Syao.g_02511	Prab.g_00165
OG0000423	Syao.g_02512	Prab.g_00166
OG0000424	Syao.g_02513	Prab.g_00167
OG0000425	Syao.g_02514	Prab.g_00168
OG0000426	Syao.g_02515	Prab.g_00169
OG0000427	Syao.g_02516	Prab.g_00170
OG0000428	Syao.g_02519	Prab.g_00172
OG0000429	Syao.g_02522	Prab.g_00173
OG0000430	Syao.g_02523	Prab.g_00174
OG0000431	Syao.g_02526	Prab.g_00176
OG0000432	Syao.g_02532	Prab.g_00179
OG0000433	Syao.g_02534	Prab.g_00180
OG0000434	Syao.g_02535	Prab.g_00181
OG0000435	Syao.g_02538	Prab.g_00182
OG0000436	Syao.g_02458	Prab.g_00187
OG0000437	Syao.g_02459	Prab.g_00188
OG0000438	Syao.g_02460	Prab.g_00189
OG0000439	Syao.g_02462	Prab.g_00191
OG0000440	Syao.g_02463	Prab.g_00192
OG0000441	Syao.g_02466	Prab.g_00195
OG0000442	Syao.g_02467	Prab.g_00196
OG0000443	Syao.g_02468	Prab.g_00197
OG0000444	Syao.g_02473	Prab.g_00202
OG0000445	Syao.g_02474	Prab.g_00203
OG0000446	Syao.g_02476	Prab.g_00204
OG0000447	Syao.g_02383	Prab.g_00205
OG0000448	Syao.g_02384	Prab.g_00206
OG0000449	Syao.g_02385	Prab.g_00207
OG0000450	Syao.g_02391	Prab.g_00208
OG0000451	Syao.g_02392	Prab.g_00209
OG0000452	Syao.g_02396	Prab.g_00212
OG0000453	Syao.g_02397	Prab.g_00213
OG0000454	Syao.g_02398	Prab.g_00214
OG0000455	Syao.g_02399	Prab.g_00215
OG0000456	Syao.g_02400	Prab.g_00216
OG0000457	Syao.g_02402	Prab.g_00217
OG0000458	Syao.g_02403	Prab.g_00218
OG0000459	Syao.g_02404	Prab.g_00219
OG0000460	Syao.g_01702	Prab.g_00226
OG0000461	Syao.g_02119	Prab.g_00232
OG0000462	Syao.g_02116	Prab.g_00234
OG0000463	Syao.g_02115	Prab.g_00235
OG0000464	Syao.g_02114	Prab.g_00236
OG0000465	Syao.g_02112	Prab.g_00237
OG0000466	Syao.g_02107	Prab.g_00240
OG0000467	Syao.g_02106	Prab.g_00241
OG0000468	Syao.g_02102	Prab.g_00243
OG0000469	Syao.g_02087	Prab.g_00251
OG0000470	Syao.g_02085	Prab.g_00253
OG0000471	Syao.g_02084	Prab.g_00254
OG0000472	Syao.g_02082	Prab.g_00255
OG0000473	Syao.g_02080	Prab.g_00257
OG0000474	Syao.g_02079	Prab.g_00258
OG0000475	Syao.g_02078	Prab.g_00259
OG0000476	Syao.g_02076	Prab.g_00260
OG0000477	Syao.g_02069	Prab.g_00263
OG0000478	Syao.g_02068	Prab.g_00264
OG0000479	Syao.g_02067	Prab.g_00265
OG0000480	Syao.g_02060	Prab.g_00270
OG0000481	Syao.g_01012	Prab.g_00272
OG0000482	Syao.g_02058	Prab.g_00273
OG0000483	Syao.g_02054	Prab.g_00276
OG0000484	Syao.g_02053	Prab.g_00277
OG0000485	Syao.g_02052	Prab.g_00278
OG0000486	Syao.g_02051	Prab.g_00279
OG0000487	Syao.g_02044	Prab.g_00283
OG0000488	Syao.g_02040	Prab.g_00286
OG0000489	Syao.g_02033	Prab.g_00291
OG0000490	Syao.g_02025	Prab.g_00296
OG0000491	Syao.g_02024	Prab.g_00297
OG0000492	Syao.g_02022	Prab.g_00299
OG0000493	Syao.g_02021	Prab.g_00300
OG0000494	Syao.g_02020	Prab.g_00301
OG0000495	Syao.g_02018	Prab.g_00302
OG0000496	Syao.g_02017	Prab.g_00303
OG0000497	Syao.g_02016	Prab.g_00304
OG0000498	Syao.g_02015	Prab.g_00305
OG0000499	Syao.g_02014	Prab.g_00306
OG0000500	Syao.g_02013	Prab.g_00307
OG0000501	Syao.g_02010	Prab.g_00309
OG0000502	Syao.g_01974	Prab.g_00312
OG0000503	Syao.g_01877	Prab.g_00322
OG0000504	Syao.g_01875	Prab.g_00323
OG0000505	Syao.g_01874	Prab.g_00324
OG0000506	Syao.g_01872	Prab.g_00325
OG0000507	Syao.g_01866	Prab.g_00328
OG0000508	Syao.g_01750	Prab.g_00332
OG0000509	Syao.g_01755	Prab.g_00334
OG0000510	Syao.g_01756	Prab.g_00335
OG0000511	Syao.g_01757	Prab.g_00336
OG0000512	Syao.g_01759	Prab.g_00338
OG0000513	Syao.g_01720	Prab.g_00345
OG0000514	Syao.g_01727	Prab.g_00434
OG0000515	Syao.g_01728	Prab.g_00435
OG0000516	Syao.g_01730	Prab.g_00436
OG0000517	Syao.g_01735	Prab.g_00438
OG0000518	Syao.g_01621	Prab.g_00449
OG0000519	Syao.g_01622	Prab.g_00450
OG0000520	Syao.g_01512	Prab.g_00454
OG0000521	Syao.g_00061	Prab.g_00459
OG0000522	Syao.g_00059	Prab.g_00460
OG0000523	Syao.g_00058	Prab.g_00461
OG0000524	Syao.g_02699	Prab.g_00466
OG0000525	Syao.g_02691	Prab.g_00469
OG0000526	Syao.g_02688	Prab.g_00470
OG0000527	Syao.g_02684	Prab.g_00477
OG0000528	Syao.g_00031	Prab.g_00482
OG0000529	Syao.g_00027	Prab.g_00485
OG0000530	Syao.g_00122	Prab.g_00488
OG0000531	Syao.g_00121	Prab.g_00489
OG0000532	Syao.g_00118	Prab.g_00491
OG0000533	Syao.g_00116	Prab.g_00492
OG0000534	Syao.g_00115	Prab.g_00493
OG0000535	Syao.g_00114	Prab.g_00494
OG0000536	Syao.g_00113	Prab.g_00495
OG0000537	Syao.g_00112	Prab.g_00496
OG0000538	Syao.g_00100	Prab.g_00504
OG0000539	Syao.g_00099	Prab.g_00505
OG0000540	Syao.g_00098	Prab.g_00506
OG0000541	Syao.g_00097	Prab.g_00507
OG0000542	Syao.g_00167	Prab.g_00509
OG0000543	Syao.g_00165	Prab.g_00511
OG0000544	Syao.g_00164	Prab.g_00512
OG0000545	Syao.g_00162	Prab.g_00514
OG0000546	Syao.g_00160	Prab.g_00517
OG0000547	Syao.g_00158	Prab.g_00519
OG0000548	Syao.g_00157	Prab.g_00520
OG0000549	Syao.g_01391	Prab.g_00522
OG0000550	Syao.g_01396	Prab.g_00527
OG0000551	Syao.g_01401	Prab.g_00531
OG0000552	Syao.g_01402	Prab.g_00532
OG0000553	Syao.g_01404	Prab.g_00533
OG0000554	Syao.g_01413	Prab.g_00538
OG0000555	Syao.g_00875	Prab.g_00546
OG0000556	Syao.g_00871	Prab.g_00548
OG0000557	Syao.g_00866	Prab.g_00549
OG0000558	Syao.g_00864	Prab.g_00551
OG0000559	Syao.g_00860	Prab.g_00555
OG0000560	Syao.g_00857	Prab.g_00558
OG0000561	Syao.g_00856	Prab.g_00559
OG0000562	Syao.g_00855	Prab.g_00560
OG0000563	Syao.g_00854	Prab.g_00561
OG0000564	Syao.g_00853	Prab.g_00562
OG0000565	Syao.g_00849	Prab.g_00565
OG0000566	Syao.g_00845	Prab.g_00568
OG0000567	Syao.g_00841	Prab.g_00572
OG0000568	Syao.g_00839	Prab.g_00573
OG0000569	Syao.g_00838	Prab.g_00574
OG0000570	Syao.g_00837	Prab.g_00575
OG0000571	Syao.g_00834	Prab.g_00577
OG0000572	Syao.g_01033	Prab.g_00590
OG0000573	Syao.g_01022	Prab.g_00596
OG0000574	Syao.g_01021	Prab.g_00597
OG0000575	Syao.g_01000	Prab.g_00601
OG0000576	Syao.g_00996	Prab.g_00603
OG0000577	Syao.g_00995	Prab.g_00604
OG0000578	Syao.g_00994	Prab.g_00605
OG0000579	Syao.g_00993	Prab.g_00606
OG0000580	Syao.g_00992	Prab.g_00607
OG0000581	Syao.g_01059	Prab.g_00609
OG0000582	Syao.g_01204	Prab.g_00612
OG0000583	Syao.g_01205	Prab.g_00613
OG0000584	Syao.g_01206	Prab.g_00614
OG0000585	Syao.g_01054	Prab.g_00616
OG0000586	Syao.g_01055	Prab.g_00617
OG0000587	Syao.g_01057	Prab.g_00618
OG0000588	Syao.g_00406	Prab.g_00622
OG0000589	Syao.g_01342	Prab.g_00625
OG0000590	Syao.g_01341	Prab.g_00626
OG0000591	Syao.g_01330	Prab.g_00630
OG0000592	Syao.g_01329	Prab.g_00631
OG0000593	Syao.g_00890	Prab.g_00637
OG0000594	Syao.g_00891	Prab.g_00638
OG0000595	Syao.g_00892	Prab.g_00639
OG0000596	Syao.g_00897	Prab.g_00643
OG0000597	Syao.g_00900	Prab.g_00645
OG0000598	Syao.g_00901	Prab.g_00646
OG0000599	Syao.g_00908	Prab.g_00649
OG0000600	Syao.g_00909	Prab.g_00650
