Orthogroup	Syao	Prao
OG0000117	Syao.g_00169	Prao.g_01332
OG0000118	Syao.g_01475	Prao.g_01264
OG0000120	Syao.g_02009	Prao.g_01215
OG0000121	Syao.g_01489	Prao.g_01399
OG0000122	Syao.g_01247	Prao.g_01436
OG0000123	Syao.g_01832	Prao.g_01694
OG0000124	Syao.g_02179	Prao.g_01759
OG0000125	Syao.g_02444	Prao.g_01796
OG0000126	Syao.g_02198	Prao.g_01836
OG0000128	Syao.g_02149	Prao.g_00158
OG0000129	Syao.g_02434	Prao.g_00190
OG0000130	Syao.g_02617	Prao.g_00208
OG0000131	Syao.g_02480	Prao.g_00283
OG0000132	Syao.g_02501	Prao.g_00302
OG0000133	Syao.g_00678	Prao.g_00458
OG0000134	Syao.g_01719	Prao.g_00491
OG0000135	Syao.g_00147	Prao.g_00516
OG0000136	Syao.g_01614, Syao.g_01613	Prao.g_00545
OG0000137	Syao.g_02682	Prao.g_00581
OG0000138	Syao.g_00108	Prao.g_00601
OG0000139	Syao.g_02005	Prao.g_01854
OG0000140	Syao.g_01373, Syao.g_01372	Prao.g_01853
OG0000141	Syao.g_01202	Prao.g_00045
OG0000142	Syao.g_00894	Prao.g_00074
OG0000143	Syao.g_00898	Prao.g_00078
OG0000145	Syao.g_00102	Prao.g_00701
OG0000146	Syao.g_00684, Syao.g_00304	Prao.g_00705
OG0000147	Syao.g_00305, Syao.g_00685	Prao.g_00706
OG0000148	Syao.g_00776	Prao.g_00757
OG0000149	Syao.g_00534	Prao.g_00788
OG0000150	Syao.g_01203	Prao.g_00796
OG0000151	Syao.g_00975	Prao.g_00855
OG0000152	Syao.g_00674	Prao.g_00902
OG0000153	Syao.g_00818, Syao.g_01176	Prao.g_00921
OG0000154	Syao.g_00447	Prao.g_00948
OG0000155	Syao.g_00178	Prao.g_01069
OG0000156	Syao.g_00151	Prao.g_01287
OG0000157	Syao.g_00152	Prao.g_01286
OG0000158	Syao.g_02267	Prao.g_01220
OG0000159	Syao.g_02276	Prao.g_01219
OG0000160	Syao.g_01488	Prao.g_01398
OG0000161	Syao.g_01494	Prao.g_01404
OG0000162	Syao.g_01515	Prao.g_01410
OG0000163	Syao.g_01745	Prao.g_01443
OG0000164	Syao.g_01663	Prao.g_01576
OG0000165	Syao.g_01655	Prao.g_01583
OG0000166	Syao.g_01790	Prao.g_01651
OG0000167	Syao.g_01960	Prao.g_01717
OG0000168	Syao.g_02128	Prao.g_01727
OG0000169	Syao.g_02139	Prao.g_01737
OG0000170	Syao.g_02148	Prao.g_01739
OG0000171	Syao.g_02181	Prao.g_01758
OG0000172	Syao.g_02170	Prao.g_01767
OG0000173	Syao.g_02212	Prao.g_01782
OG0000174	Syao.g_02364, Syao.g_02355	Prao.g_01810
OG0000175	Syao.g_02327, Syao.g_00308	Prao.g_01820
OG0000176	Syao.g_02165	Prao.g_01845
OG0000177	Syao.g_02156	Prao.g_01846
OG0000178	Syao.g_02155	Prao.g_01847
OG0000179	Syao.g_02250	Prao.g_00163
OG0000180	Syao.g_02249	Prao.g_00164
OG0000181	Syao.g_02248	Prao.g_00165
OG0000182	Syao.g_02247	Prao.g_00166
OG0000183	Syao.g_02243	Prao.g_00170
OG0000184	Syao.g_02423	Prao.g_00192
OG0000185	Syao.g_02410	Prao.g_00195
OG0000186	Syao.g_02613	Prao.g_00203
OG0000187	Syao.g_02615	Prao.g_00204
OG0000188	Syao.g_02637	Prao.g_00221
OG0000189	Syao.g_02672	Prao.g_00235
OG0000190	Syao.g_01015	Prao.g_00236
OG0000191	Syao.g_02573	Prao.g_00256
OG0000192	Syao.g_02579	Prao.g_00260
OG0000193	Syao.g_02481	Prao.g_00284
OG0000194	Syao.g_02484	Prao.g_00287
OG0000195	Syao.g_02486	Prao.g_00289
OG0000196	Syao.g_02498	Prao.g_00299
OG0000197	Syao.g_02499	Prao.g_00300
OG0000198	Syao.g_02500	Prao.g_00301
OG0000199	Syao.g_02508	Prao.g_00308
OG0000200	Syao.g_02524	Prao.g_00322
OG0000201	Syao.g_02540	Prao.g_00330
OG0000202	Syao.g_02454	Prao.g_00331
OG0000203	Syao.g_02455	Prao.g_00332
OG0000204	Syao.g_02456	Prao.g_00333
OG0000205	Syao.g_02464	Prao.g_00340
OG0000206	Syao.g_02469	Prao.g_00345
OG0000207	Syao.g_02471	Prao.g_00347
OG0000208	Syao.g_02472	Prao.g_00348
OG0000209	Syao.g_02394	Prao.g_00357
OG0000210	Syao.g_02395	Prao.g_00358
OG0000211	Syao.g_01700	Prao.g_00371
OG0000212	Syao.g_01710	Prao.g_00378
OG0000213	Syao.g_02098	Prao.g_00395
OG0000214	Syao.g_02081	Prao.g_00405
OG0000215	Syao.g_02050	Prao.g_00429
OG0000216	Syao.g_02045	Prao.g_00431
OG0000217	Syao.g_02041	Prao.g_00434
OG0000218	Syao.g_02039	Prao.g_00436
OG0000219	Syao.g_02038	Prao.g_00437
OG0000220	Syao.g_02037	Prao.g_00438
OG0000221	Syao.g_02034	Prao.g_00439
OG0000222	Syao.g_02023	Prao.g_00446
OG0000223	Syao.g_00291	Prao.g_00459
OG0000224	Syao.g_01973	Prao.g_00461
OG0000225	Syao.g_01751	Prao.g_00480
OG0000226	Syao.g_01758	Prao.g_00484
OG0000227	Syao.g_01760	Prao.g_00486
OG0000228	Syao.g_01715	Prao.g_00489
OG0000229	Syao.g_01736	Prao.g_00540
OG0000230	Syao.g_01738	Prao.g_00542
OG0000231	Syao.g_01513	Prao.g_00553
OG0000232	Syao.g_00057	Prao.g_00564
OG0000233	Syao.g_02698	Prao.g_00569
OG0000234	Syao.g_02680	Prao.g_00582
OG0000235	Syao.g_00029	Prao.g_00585
OG0000236	Syao.g_00111	Prao.g_00599
OG0000237	Syao.g_00166	Prao.g_00612
OG0000238	Syao.g_00161	Prao.g_00618
OG0000239	Syao.g_01398	Prao.g_00631
OG0000240	Syao.g_01399	Prao.g_00632
OG0000241	Syao.g_00887	Prao.g_01861
OG0000242	Syao.g_01410	Prao.g_01859
OG0000243	Syao.g_00873	Prao.g_01162
OG0000244	Syao.g_00865	Prao.g_01165
OG0000245	Syao.g_00863	Prao.g_01167
OG0000246	Syao.g_00859	Prao.g_01171
OG0000247	Syao.g_00847	Prao.g_01181
OG0000248	Syao.g_00844	Prao.g_01183
OG0000249	Syao.g_00842	Prao.g_01185
OG0000250	Syao.g_00835	Prao.g_01864
OG0000251	Syao.g_01026	Prao.g_00029
OG0000252	Syao.g_01020	Prao.g_00032
OG0000253	Syao.g_01003	Prao.g_00033
OG0000254	Syao.g_01053	Prao.g_00049
OG0000255	Syao.g_01009	Prao.g_00055
OG0000256	Syao.g_01328	Prao.g_00066
OG0000257	Syao.g_00884	Prao.g_00069
OG0000258	Syao.g_00907	Prao.g_00082
OG0000259	Syao.g_00933, Syao.g_00932	Prao.g_00099
OG0000260	Syao.g_00936	Prao.g_00102
OG0000261	Syao.g_00941	Prao.g_00104
OG0000262	Syao.g_00946	Prao.g_00108
OG0000263	Syao.g_00247	Prao.g_00119
OG0000264	Syao.g_00699	Prao.g_00129
OG0000265	Syao.g_00049	Prao.g_00648
OG0000266	Syao.g_00480	Prao.g_00658
OG0000267	Syao.g_00589	Prao.g_00669
OG0000268	Syao.g_00588	Prao.g_00670
OG0000269	Syao.g_00751	Prao.g_00736
OG0000270	Syao.g_00754	Prao.g_00739
OG0000271	Syao.g_00762	Prao.g_00747
OG0000272	Syao.g_00763	Prao.g_00748
OG0000273	Syao.g_00791	Prao.g_00771
OG0000274	Syao.g_00792	Prao.g_00772
OG0000275	Syao.g_00438	Prao.g_00775
OG0000276	Syao.g_00558	Prao.g_00780
OG0000277	Syao.g_00557	Prao.g_00781
OG0000278	Syao.g_00554	Prao.g_00784
OG0000279	Syao.g_00529	Prao.g_00791
OG0000280	Syao.g_00608	Prao.g_00792
OG0000281	Syao.g_01377	Prao.g_00797
OG0000282	Syao.g_00967	Prao.g_00847
OG0000283	Syao.g_00640	Prao.g_00879
OG0000284	Syao.g_00634	Prao.g_00884
OG0000285	Syao.g_00706	Prao.g_00889
OG0000286	Syao.g_00675	Prao.g_00901
OG0000287	Syao.g_00825	Prao.g_00918
OG0000288	Syao.g_00446	Prao.g_00947
OG0000289	Syao.g_00461	Prao.g_00958
OG0000290	Syao.g_00428	Prao.g_00971
OG0000291	Syao.g_00333	Prao.g_00973
OG0000292	Syao.g_02196	Prao.g_01025
OG0000293	Syao.g_00136	Prao.g_01098
OG0000294	Syao.g_00135	Prao.g_01097
OG0000295	Syao.g_00186	Prao.g_01077
OG0000296	Syao.g_00184	Prao.g_01075
OG0000299	Syao.g_00231	Prao.g_01049
OG0000301	Syao.g_00272, Syao.g_00273	Prao.g_01045
OG0000302	Syao.g_00271	Prao.g_01043
OG0000303	Syao.g_00262	Prao.g_01036
OG0000304	Syao.g_00256	Prao.g_01032
OG0000305	Syao.g_00388	Prao.g_01247
OG0000306	Syao.g_01216	Prao.g_01244
OG0000307	Syao.g_00045	Prao.g_01230
OG0000308	Syao.g_00047	Prao.g_01229
OG0000309	Syao.g_02705	Prao.g_01225
OG0000310	Syao.g_01530	Prao.g_01382
OG0000311	Syao.g_01533	Prao.g_01384
OG0000312	Syao.g_01538	Prao.g_01387
OG0000313	Syao.g_01491	Prao.g_01401
OG0000314	Syao.g_00078	Prao.g_01423
OG0000315	Syao.g_00088	Prao.g_01433
OG0000316	Syao.g_01602	Prao.g_01453
OG0000317	Syao.g_01560	Prao.g_01550
OG0000318	Syao.g_01553	Prao.g_01553
OG0000319	Syao.g_01678	Prao.g_01566
OG0000320	Syao.g_01676	Prao.g_01568
OG0000321	Syao.g_01675	Prao.g_01569
OG0000322	Syao.g_01674	Prao.g_01570
OG0000323	Syao.g_01661	Prao.g_01579
OG0000324	Syao.g_01630	Prao.g_01605
OG0000325	Syao.g_01936	Prao.g_01616
OG0000326	Syao.g_01918	Prao.g_01622
OG0000327	Syao.g_01795	Prao.g_01646
OG0000328	Syao.g_01794	Prao.g_01647
OG0000329	Syao.g_01776	Prao.g_01664
OG0000330	Syao.g_01775	Prao.g_01665
OG0000331	Syao.g_01774	Prao.g_01666
OG0000332	Syao.g_01813	Prao.g_01680
OG0000333	Syao.g_01810	Prao.g_01682
OG0000334	Syao.g_01836	Prao.g_01690
OG0000335	Syao.g_01831	Prao.g_01695
OG0000336	Syao.g_01827	Prao.g_01699
OG0000337	Syao.g_01968	Prao.g_01715
OG0000338	Syao.g_01962	Prao.g_01716
OG0000339	Syao.g_02259	Prao.g_01720
OG0000340	Syao.g_02129	Prao.g_01728
OG0000341	Syao.g_02131	Prao.g_01730
OG0000342	Syao.g_02132	Prao.g_01731
OG0000343	Syao.g_02133	Prao.g_01732
OG0000344	Syao.g_02137	Prao.g_01735
OG0000345	Syao.g_01953	Prao.g_01740
OG0000346	Syao.g_01948	Prao.g_01744
OG0000347	Syao.g_02178	Prao.g_01760
OG0000348	Syao.g_02166	Prao.g_01770
OG0000349	Syao.g_02219	Prao.g_01787
OG0000350	Syao.g_01925	Prao.g_01806
OG0000351	Syao.g_02331	Prao.g_01823
OG0000352	Syao.g_02332	Prao.g_01824
OG0000353	Syao.g_02160	Prao.g_01840
OG0000354	Syao.g_02252	Prao.g_00637
OG0000355	Syao.g_02162	Prao.g_01842
OG0000356	Syao.g_02163	Prao.g_01843
OG0000357	Syao.g_02164	Prao.g_01844
OG0000358	Syao.g_02154	Prao.g_01848
OG0000359	Syao.g_02152	Prao.g_01849
OG0000360	Syao.g_02151	Prao.g_01850
OG0000361	Syao.g_02150	Prao.g_00157
OG0000362	Syao.g_01954	Prao.g_00159
OG0000363	Syao.g_02255	Prao.g_00161
OG0000364	Syao.g_01558	Prao.g_00162
OG0000365	Syao.g_02246	Prao.g_00167
OG0000366	Syao.g_02245	Prao.g_00168
OG0000367	Syao.g_02244	Prao.g_00169
OG0000368	Syao.g_02242	Prao.g_00171
OG0000369	Syao.g_02241	Prao.g_00172
OG0000370	Syao.g_02240	Prao.g_00173
OG0000371	Syao.g_02231	Prao.g_00178
OG0000372	Syao.g_02226	Prao.g_00181
OG0000373	Syao.g_02225	Prao.g_00182
OG0000374	Syao.g_02224	Prao.g_00183
OG0000375	Syao.g_02223	Prao.g_00186
OG0000376	Syao.g_02221	Prao.g_00188
OG0000377	Syao.g_02429	Prao.g_00191
OG0000378	Syao.g_02414	Prao.g_00193
OG0000379	Syao.g_02409	Prao.g_00196
OG0000380	Syao.g_02616	Prao.g_00205
OG0000381	Syao.g_02618	Prao.g_00209
OG0000382	Syao.g_02636	Prao.g_00220
OG0000383	Syao.g_02643	Prao.g_00222
OG0000384	Syao.g_02644	Prao.g_00223
OG0000385	Syao.g_02645	Prao.g_00224
OG0000386	Syao.g_02646	Prao.g_00225
OG0000387	Syao.g_01019	Prao.g_00238
OG0000388	Syao.g_02596	Prao.g_00241
OG0000389	Syao.g_02599	Prao.g_00244
OG0000390	Syao.g_02567	Prao.g_00251
OG0000391	Syao.g_02572	Prao.g_00255
OG0000392	Syao.g_02578	Prao.g_00259
OG0000393	Syao.g_02581	Prao.g_00261
OG0000394	Syao.g_02582	Prao.g_00262
OG0000395	Syao.g_02583	Prao.g_00263
OG0000396	Syao.g_02586	Prao.g_00266
OG0000397	Syao.g_02542	Prao.g_00268
OG0000398	Syao.g_02547	Prao.g_00270
OG0000399	Syao.g_02548	Prao.g_00271
OG0000400	Syao.g_02549	Prao.g_00272
OG0000401	Syao.g_02550	Prao.g_00273
OG0000402	Syao.g_02552	Prao.g_00274
OG0000403	Syao.g_02553	Prao.g_00275
OG0000404	Syao.g_02554	Prao.g_00276
OG0000405	Syao.g_02478	Prao.g_00280
OG0000406	Syao.g_02482	Prao.g_00285
OG0000407	Syao.g_02483	Prao.g_00286
OG0000408	Syao.g_02485	Prao.g_00288
OG0000409	Syao.g_02487	Prao.g_00290
OG0000410	Syao.g_02488	Prao.g_00291
OG0000411	Syao.g_02489	Prao.g_00292
OG0000412	Syao.g_02490	Prao.g_00293
OG0000413	Syao.g_02492	Prao.g_00294
OG0000414	Syao.g_02493	Prao.g_00295
OG0000415	Syao.g_02494	Prao.g_00296
OG0000416	Syao.g_02495	Prao.g_00297
OG0000417	Syao.g_02497	Prao.g_00298
OG0000418	Syao.g_02502	Prao.g_00303
OG0000419	Syao.g_02504	Prao.g_00305
OG0000420	Syao.g_02506	Prao.g_00306
OG0000421	Syao.g_02510	Prao.g_00311
OG0000422	Syao.g_02511	Prao.g_00312
OG0000423	Syao.g_02512	Prao.g_00313
OG0000424	Syao.g_02513	Prao.g_00314
OG0000425	Syao.g_02514	Prao.g_00315
OG0000426	Syao.g_02515	Prao.g_00316
OG0000427	Syao.g_02516	Prao.g_00317
OG0000428	Syao.g_02519	Prao.g_00319
OG0000429	Syao.g_02522	Prao.g_00320
OG0000430	Syao.g_02523	Prao.g_00321
OG0000431	Syao.g_02526	Prao.g_00323
OG0000432	Syao.g_02532	Prao.g_00326
OG0000433	Syao.g_02534	Prao.g_00327
OG0000434	Syao.g_02535	Prao.g_00328
OG0000435	Syao.g_02538	Prao.g_00329
OG0000436	Syao.g_02458	Prao.g_00334
OG0000437	Syao.g_02459	Prao.g_00335
OG0000438	Syao.g_02460	Prao.g_00336
OG0000439	Syao.g_02462	Prao.g_00338
OG0000440	Syao.g_02463	Prao.g_00339
OG0000441	Syao.g_02466	Prao.g_00342
OG0000442	Syao.g_02467	Prao.g_00343
OG0000443	Syao.g_02468	Prao.g_00344
OG0000444	Syao.g_02473	Prao.g_00349
OG0000445	Syao.g_02474	Prao.g_00350
OG0000446	Syao.g_02476	Prao.g_00351
OG0000447	Syao.g_02383	Prao.g_00352
OG0000448	Syao.g_02384	Prao.g_00353
OG0000449	Syao.g_02385	Prao.g_00354
OG0000450	Syao.g_02391	Prao.g_00355
OG0000451	Syao.g_02392	Prao.g_00356
OG0000452	Syao.g_02396	Prao.g_00359
OG0000453	Syao.g_02397	Prao.g_00360
OG0000454	Syao.g_02398	Prao.g_00361
OG0000455	Syao.g_02399	Prao.g_00362
OG0000456	Syao.g_02400	Prao.g_00363
OG0000457	Syao.g_02402	Prao.g_00364
OG0000458	Syao.g_02403	Prao.g_00365
OG0000459	Syao.g_02404	Prao.g_00366
OG0000460	Syao.g_01702	Prao.g_00373
OG0000461	Syao.g_02119	Prao.g_00380
OG0000462	Syao.g_02116	Prao.g_00382
OG0000463	Syao.g_02115	Prao.g_00383
OG0000464	Syao.g_02114	Prao.g_00384
OG0000465	Syao.g_02112	Prao.g_00385
OG0000466	Syao.g_02107	Prao.g_00388
OG0000467	Syao.g_02106	Prao.g_00389
OG0000468	Syao.g_02102	Prao.g_00391
OG0000469	Syao.g_02087	Prao.g_00400
OG0000470	Syao.g_02085	Prao.g_00402
OG0000471	Syao.g_02084	Prao.g_00403
OG0000472	Syao.g_02082	Prao.g_00404
OG0000473	Syao.g_02080	Prao.g_00406
OG0000474	Syao.g_02079	Prao.g_00407
OG0000475	Syao.g_02078	Prao.g_00408
OG0000476	Syao.g_02076	Prao.g_00409
OG0000477	Syao.g_02069	Prao.g_00412
OG0000478	Syao.g_02068	Prao.g_00413
OG0000479	Syao.g_02067	Prao.g_00414
OG0000480	Syao.g_02060	Prao.g_00419
OG0000481	Syao.g_01012	Prao.g_00421
OG0000482	Syao.g_02058	Prao.g_00422
OG0000483	Syao.g_02054	Prao.g_00425
OG0000484	Syao.g_02053	Prao.g_00426
OG0000485	Syao.g_02052	Prao.g_00427
OG0000486	Syao.g_02051	Prao.g_00428
OG0000487	Syao.g_02044	Prao.g_00432
OG0000488	Syao.g_02040	Prao.g_00435
OG0000489	Syao.g_02033	Prao.g_00440
OG0000490	Syao.g_02025	Prao.g_00444
OG0000491	Syao.g_02024	Prao.g_00445
OG0000492	Syao.g_02022	Prao.g_00447
OG0000493	Syao.g_02021	Prao.g_00448
OG0000494	Syao.g_02020	Prao.g_00449
OG0000495	Syao.g_02018	Prao.g_00450
OG0000496	Syao.g_02017	Prao.g_00451
OG0000497	Syao.g_02016	Prao.g_00452
OG0000498	Syao.g_02015	Prao.g_00453
OG0000499	Syao.g_02014	Prao.g_00454
OG0000500	Syao.g_02013	Prao.g_00455
OG0000501	Syao.g_02010	Prao.g_00457
OG0000502	Syao.g_01974	Prao.g_00460
OG0000503	Syao.g_01877	Prao.g_00470
OG0000504	Syao.g_01875	Prao.g_00471
OG0000505	Syao.g_01874	Prao.g_00472
OG0000506	Syao.g_01872	Prao.g_00474
OG0000507	Syao.g_01866	Prao.g_00476
OG0000508	Syao.g_01750	Prao.g_00479
OG0000509	Syao.g_01755	Prao.g_00481
OG0000510	Syao.g_01756	Prao.g_00482
OG0000511	Syao.g_01757	Prao.g_00483
OG0000512	Syao.g_01759	Prao.g_00485
OG0000513	Syao.g_01720	Prao.g_00492
OG0000514	Syao.g_01727	Prao.g_00535
OG0000515	Syao.g_01728	Prao.g_00536
OG0000516	Syao.g_01730	Prao.g_00537
OG0000517	Syao.g_01735	Prao.g_00539
OG0000518	Syao.g_01621	Prao.g_00550
OG0000519	Syao.g_01622	Prao.g_00551
OG0000520	Syao.g_01512	Prao.g_00552
OG0000521	Syao.g_00061	Prao.g_00557
OG0000522	Syao.g_00059	Prao.g_00559
OG0000523	Syao.g_00058	Prao.g_00560
OG0000524	Syao.g_02699	Prao.g_00567
OG0000525	Syao.g_02691	Prao.g_00570
OG0000526	Syao.g_02688	Prao.g_00571
OG0000527	Syao.g_02684	Prao.g_00579
OG0000528	Syao.g_00031	Prao.g_00584
OG0000529	Syao.g_00027	Prao.g_00587
OG0000530	Syao.g_00122	Prao.g_00590
OG0000531	Syao.g_00121	Prao.g_00591
OG0000532	Syao.g_00118	Prao.g_00593
OG0000533	Syao.g_00116	Prao.g_00594
OG0000534	Syao.g_00115	Prao.g_00595
OG0000535	Syao.g_00114	Prao.g_00596
OG0000536	Syao.g_00113	Prao.g_00597
OG0000537	Syao.g_00112	Prao.g_00598
OG0000538	Syao.g_00100	Prao.g_00606
OG0000539	Syao.g_00099	Prao.g_00607
OG0000540	Syao.g_00098	Prao.g_00608
OG0000541	Syao.g_00097	Prao.g_00609
OG0000542	Syao.g_00167	Prao.g_00611
OG0000543	Syao.g_00165	Prao.g_00613
OG0000544	Syao.g_00164	Prao.g_00614
OG0000545	Syao.g_00162	Prao.g_00616
OG0000546	Syao.g_00160	Prao.g_00619
OG0000547	Syao.g_00158	Prao.g_00621
OG0000548	Syao.g_00157	Prao.g_00622
OG0000549	Syao.g_01391	Prao.g_00624
OG0000550	Syao.g_01396	Prao.g_00629
OG0000551	Syao.g_01401	Prao.g_00633
OG0000552	Syao.g_01402	Prao.g_00634
OG0000553	Syao.g_01404	Prao.g_00635
OG0000554	Syao.g_01413	Prao.g_01857
OG0000555	Syao.g_00875	Prao.g_01161
OG0000556	Syao.g_00871	Prao.g_01163
OG0000557	Syao.g_00866	Prao.g_01164
OG0000558	Syao.g_00864	Prao.g_01166
OG0000559	Syao.g_00860	Prao.g_01170
OG0000560	Syao.g_00857	Prao.g_01173
OG0000561	Syao.g_00856	Prao.g_01174
OG0000562	Syao.g_00855	Prao.g_01175
OG0000563	Syao.g_00854	Prao.g_01176
OG0000564	Syao.g_00853	Prao.g_01177
OG0000565	Syao.g_00849	Prao.g_01180
OG0000566	Syao.g_00845	Prao.g_01182
OG0000567	Syao.g_00841	Prao.g_01186
OG0000568	Syao.g_00839	Prao.g_01187
OG0000569	Syao.g_00838	Prao.g_01862
OG0000570	Syao.g_00837	Prao.g_01863
OG0000571	Syao.g_00834	Prao.g_01865
OG0000572	Syao.g_01033	Prao.g_00025
OG0000573	Syao.g_01022	Prao.g_00030
OG0000574	Syao.g_01021	Prao.g_00031
OG0000575	Syao.g_01000	Prao.g_00035
OG0000576	Syao.g_00996	Prao.g_00037
OG0000577	Syao.g_00995	Prao.g_00038
OG0000578	Syao.g_00994	Prao.g_00039
OG0000579	Syao.g_00993	Prao.g_00040
OG0000580	Syao.g_00992	Prao.g_00041
OG0000581	Syao.g_01059	Prao.g_00043
OG0000582	Syao.g_01204	Prao.g_00046
OG0000583	Syao.g_01205	Prao.g_00047
OG0000584	Syao.g_01206	Prao.g_00048
OG0000585	Syao.g_01054	Prao.g_00050
OG0000586	Syao.g_01055	Prao.g_00051
OG0000587	Syao.g_01057	Prao.g_00052
OG0000588	Syao.g_00406	Prao.g_00056
OG0000589	Syao.g_01342	Prao.g_00060
OG0000590	Syao.g_01341	Prao.g_00061
OG0000591	Syao.g_01330	Prao.g_00064
OG0000592	Syao.g_01329	Prao.g_00065
OG0000593	Syao.g_00890	Prao.g_00071
OG0000594	Syao.g_00891	Prao.g_00072
OG0000595	Syao.g_00892	Prao.g_00073
OG0000596	Syao.g_00897	Prao.g_00077
OG0000597	Syao.g_00900	Prao.g_00079
OG0000598	Syao.g_00901	Prao.g_00080
OG0000599	Syao.g_00908	Prao.g_00083
OG0000600	Syao.g_00909	Prao.g_00084
OG0000601	Syao.g_00910	Prao.g_00085
OG0000602	Syao.g_00914	Prao.g_00087
