Orthogroup	Syao	Prak
OG0000249	Syao.g_00842	Prak.g_00527
OG0000250	Syao.g_00835	Prak.g_00532
OG0000251	Syao.g_01026	Prak.g_00552
OG0000252	Syao.g_01020	Prak.g_00555
OG0000253	Syao.g_01003	Prak.g_00556
OG0000254	Syao.g_01053	Prak.g_00573
OG0000255	Syao.g_01009	Prak.g_00579
OG0000256	Syao.g_01328	Prak.g_00589
OG0000257	Syao.g_00884	Prak.g_01113
OG0000258	Syao.g_00907	Prak.g_01099
OG0000259	Syao.g_00933, Syao.g_00932	Prak.g_01082
OG0000260	Syao.g_00936	Prak.g_01079
OG0000261	Syao.g_00941	Prak.g_01076
OG0000262	Syao.g_00946	Prak.g_01072
OG0000263	Syao.g_00247	Prak.g_00808
OG0000264	Syao.g_00699	Prak.g_00819
OG0000265	Syao.g_00049	Prak.g_00837
OG0000266	Syao.g_00480	Prak.g_01053
OG0000267	Syao.g_00589	Prak.g_01041
OG0000268	Syao.g_00588	Prak.g_01040
OG0000269	Syao.g_00751	Prak.g_00840
OG0000270	Syao.g_00754	Prak.g_00843
OG0000271	Syao.g_00762	Prak.g_00851
OG0000272	Syao.g_00763	Prak.g_00852
OG0000273	Syao.g_00791	Prak.g_00876
OG0000274	Syao.g_00792	Prak.g_00877
OG0000275	Syao.g_00438	Prak.g_00880
OG0000276	Syao.g_00558	Prak.g_00886
OG0000277	Syao.g_00557	Prak.g_00887
OG0000278	Syao.g_00554	Prak.g_00890
OG0000279	Syao.g_00529	Prak.g_00897
OG0000280	Syao.g_00608	Prak.g_00898
OG0000281	Syao.g_01377	Prak.g_00905
OG0000282	Syao.g_00967	Prak.g_00772
OG0000283	Syao.g_00640	Prak.g_00949
OG0000284	Syao.g_00634	Prak.g_00954
OG0000285	Syao.g_00706	Prak.g_00959
OG0000286	Syao.g_00675	Prak.g_00972
OG0000287	Syao.g_00825	Prak.g_01238
OG0000288	Syao.g_00446	Prak.g_01011
OG0000289	Syao.g_00461	Prak.g_01027
OG0000290	Syao.g_00428	Prak.g_00923
OG0000291	Syao.g_00333	Prak.g_00921
OG0000292	Syao.g_02196	Prak.g_01217
OG0000293	Syao.g_00136	Prak.g_01182
OG0000294	Syao.g_00135	Prak.g_01181
OG0000295	Syao.g_00186	Prak.g_01158
OG0000296	Syao.g_00184	Prak.g_01156
OG0000299	Syao.g_00231	Prak.g_01127
OG0000301	Syao.g_00272, Syao.g_00273	Prak.g_01123
OG0000302	Syao.g_00271	Prak.g_01121
OG0000303	Syao.g_00262	Prak.g_01115
OG0000304	Syao.g_00256	Prak.g_00594
OG0000305	Syao.g_00388	Prak.g_01215
OG0000306	Syao.g_01216	Prak.g_00909
OG0000307	Syao.g_00045	Prak.g_01338
OG0000308	Syao.g_00047	Prak.g_01339
OG0000309	Syao.g_02705	Prak.g_01343
OG0000310	Syao.g_01530	Prak.g_01377
OG0000311	Syao.g_01533	Prak.g_01379
OG0000312	Syao.g_01538	Prak.g_01382
OG0000313	Syao.g_01491	Prak.g_01395
OG0000314	Syao.g_00078	Prak.g_01418
OG0000315	Syao.g_00088	Prak.g_01428
OG0000316	Syao.g_01602	Prak.g_01453
OG0000317	Syao.g_01560	Prak.g_01642
OG0000318	Syao.g_01553	Prak.g_01646
OG0000319	Syao.g_01678	Prak.g_01659
OG0000320	Syao.g_01676	Prak.g_01661
OG0000321	Syao.g_01675	Prak.g_01662
OG0000322	Syao.g_01674	Prak.g_01663
OG0000323	Syao.g_01661	Prak.g_01672
OG0000324	Syao.g_01630	Prak.g_01699
OG0000325	Syao.g_01936	Prak.g_01710
OG0000326	Syao.g_01918	Prak.g_01717
OG0000327	Syao.g_01795	Prak.g_01738
OG0000328	Syao.g_01794	Prak.g_01739
OG0000329	Syao.g_01776	Prak.g_01756
OG0000330	Syao.g_01775	Prak.g_01757
OG0000331	Syao.g_01774	Prak.g_01758
OG0000332	Syao.g_01813	Prak.g_01772
OG0000333	Syao.g_01810	Prak.g_01774
OG0000334	Syao.g_01836	Prak.g_01783
OG0000335	Syao.g_01831	Prak.g_01788
OG0000336	Syao.g_01827	Prak.g_01792
OG0000337	Syao.g_01968	Prak.g_01810
OG0000338	Syao.g_01962	Prak.g_01811
OG0000339	Syao.g_02259	Prak.g_01817
OG0000340	Syao.g_02129	Prak.g_01826
OG0000341	Syao.g_02131	Prak.g_01828
OG0000342	Syao.g_02132	Prak.g_01829
OG0000343	Syao.g_02133	Prak.g_01830
OG0000344	Syao.g_02137	Prak.g_01833
OG0000345	Syao.g_01953	Prak.g_01839
OG0000346	Syao.g_01948	Prak.g_01843
OG0000347	Syao.g_02178	Prak.g_01860
OG0000348	Syao.g_02166	Prak.g_01868
OG0000349	Syao.g_02219	Prak.g_01886
OG0000350	Syao.g_01925	Prak.g_00656
OG0000351	Syao.g_02331	Prak.g_01926
OG0000352	Syao.g_02332	Prak.g_01927
OG0000353	Syao.g_02160	Prak.g_01944
OG0000355	Syao.g_02162	Prak.g_00001
OG0000356	Syao.g_02163	Prak.g_00002
OG0000357	Syao.g_02164	Prak.g_00003
OG0000358	Syao.g_02154	Prak.g_00007
OG0000359	Syao.g_02152	Prak.g_00008
OG0000360	Syao.g_02151	Prak.g_00009
OG0000361	Syao.g_02150	Prak.g_00010
OG0000362	Syao.g_01954	Prak.g_00012
OG0000363	Syao.g_02255	Prak.g_00014
OG0000364	Syao.g_01558	Prak.g_00015
OG0000365	Syao.g_02246	Prak.g_00020
OG0000366	Syao.g_02245	Prak.g_00021
OG0000367	Syao.g_02244	Prak.g_00022
OG0000368	Syao.g_02242	Prak.g_00024
OG0000369	Syao.g_02241	Prak.g_00025
OG0000370	Syao.g_02240	Prak.g_00026
OG0000371	Syao.g_02231	Prak.g_00033
OG0000372	Syao.g_02226	Prak.g_00036
OG0000373	Syao.g_02225	Prak.g_00037
OG0000374	Syao.g_02224	Prak.g_00038
OG0000375	Syao.g_02223	Prak.g_00040
OG0000376	Syao.g_02221	Prak.g_00042
OG0000377	Syao.g_02429	Prak.g_00046
OG0000378	Syao.g_02414	Prak.g_00050
OG0000379	Syao.g_02409	Prak.g_00053
OG0000380	Syao.g_02616	Prak.g_00070
OG0000381	Syao.g_02618	Prak.g_00075
OG0000382	Syao.g_02636	Prak.g_00085
OG0000383	Syao.g_02643	Prak.g_00087
OG0000384	Syao.g_02644	Prak.g_00088
OG0000385	Syao.g_02645	Prak.g_00089
OG0000386	Syao.g_02646	Prak.g_00090
OG0000387	Syao.g_01019	Prak.g_00104
OG0000388	Syao.g_02596	Prak.g_00108
OG0000389	Syao.g_02599	Prak.g_00111
OG0000390	Syao.g_02567	Prak.g_00121
OG0000391	Syao.g_02572	Prak.g_00124
OG0000392	Syao.g_02578	Prak.g_00128
OG0000393	Syao.g_02581	Prak.g_00131
OG0000394	Syao.g_02582	Prak.g_00132
OG0000395	Syao.g_02583	Prak.g_00133
OG0000396	Syao.g_02586	Prak.g_00135
OG0000397	Syao.g_02542	Prak.g_00137
OG0000398	Syao.g_02547	Prak.g_00140
OG0000399	Syao.g_02548	Prak.g_00141
OG0000400	Syao.g_02549	Prak.g_00142
OG0000401	Syao.g_02550	Prak.g_00143
OG0000402	Syao.g_02552	Prak.g_01035
OG0000403	Syao.g_02553	Prak.g_00145
OG0000404	Syao.g_02554	Prak.g_00146
OG0000405	Syao.g_02478	Prak.g_00150
OG0000406	Syao.g_02482	Prak.g_00158
OG0000407	Syao.g_02483	Prak.g_00159
OG0000408	Syao.g_02485	Prak.g_00161
OG0000409	Syao.g_02487	Prak.g_00163
OG0000410	Syao.g_02488	Prak.g_00164
OG0000411	Syao.g_02489	Prak.g_00165
OG0000412	Syao.g_02490	Prak.g_00166
OG0000413	Syao.g_02492	Prak.g_00168
OG0000414	Syao.g_02493	Prak.g_00169
OG0000415	Syao.g_02494	Prak.g_00170
OG0000416	Syao.g_02495	Prak.g_00171
OG0000417	Syao.g_02497	Prak.g_00172
OG0000418	Syao.g_02502	Prak.g_00177
OG0000419	Syao.g_02504	Prak.g_00179
OG0000420	Syao.g_02506	Prak.g_00180
OG0000421	Syao.g_02510	Prak.g_00185
OG0000422	Syao.g_02511	Prak.g_00186
OG0000423	Syao.g_02512	Prak.g_00187
OG0000424	Syao.g_02513	Prak.g_00188
OG0000425	Syao.g_02514	Prak.g_00189
OG0000426	Syao.g_02515	Prak.g_00190
OG0000427	Syao.g_02516	Prak.g_00191
OG0000428	Syao.g_02519	Prak.g_00193
OG0000429	Syao.g_02522	Prak.g_00194
OG0000430	Syao.g_02523	Prak.g_00195
OG0000431	Syao.g_02526	Prak.g_00197
OG0000432	Syao.g_02532	Prak.g_00201
OG0000433	Syao.g_02534	Prak.g_00202
OG0000434	Syao.g_02535	Prak.g_00203
OG0000435	Syao.g_02538	Prak.g_00204
OG0000436	Syao.g_02458	Prak.g_00209
OG0000437	Syao.g_02459	Prak.g_00210
OG0000438	Syao.g_02460	Prak.g_00211
OG0000439	Syao.g_02462	Prak.g_00213
OG0000440	Syao.g_02463	Prak.g_00214
OG0000441	Syao.g_02466	Prak.g_00217
OG0000442	Syao.g_02467	Prak.g_00218
OG0000443	Syao.g_02468	Prak.g_00219
OG0000444	Syao.g_02473	Prak.g_00225
OG0000445	Syao.g_02474	Prak.g_00226
OG0000446	Syao.g_02476	Prak.g_00227
OG0000447	Syao.g_02383	Prak.g_00228
OG0000448	Syao.g_02384	Prak.g_00229
OG0000449	Syao.g_02385	Prak.g_00230
OG0000450	Syao.g_02391	Prak.g_00231
OG0000451	Syao.g_02392	Prak.g_00232
OG0000452	Syao.g_02396	Prak.g_00235
OG0000453	Syao.g_02397	Prak.g_00236
OG0000454	Syao.g_02398	Prak.g_00237
OG0000455	Syao.g_02399	Prak.g_00238
OG0000456	Syao.g_02400	Prak.g_00239
OG0000457	Syao.g_02402	Prak.g_00241
OG0000458	Syao.g_02403	Prak.g_00242
OG0000459	Syao.g_02404	Prak.g_00243
OG0000460	Syao.g_01702	Prak.g_00251
OG0000461	Syao.g_02119	Prak.g_00259
OG0000462	Syao.g_02116	Prak.g_00261
OG0000463	Syao.g_02115	Prak.g_00262
OG0000464	Syao.g_02114	Prak.g_00263
OG0000465	Syao.g_02112	Prak.g_00264
OG0000466	Syao.g_02107	Prak.g_00267
OG0000467	Syao.g_02106	Prak.g_00268
OG0000468	Syao.g_02102	Prak.g_00271
OG0000469	Syao.g_02087	Prak.g_00279
OG0000470	Syao.g_02085	Prak.g_00281
OG0000471	Syao.g_02084	Prak.g_00282
OG0000472	Syao.g_02082	Prak.g_00284
OG0000473	Syao.g_02080	Prak.g_00286
OG0000474	Syao.g_02079	Prak.g_00287
OG0000475	Syao.g_02078	Prak.g_00288
OG0000476	Syao.g_02076	Prak.g_00290
OG0000477	Syao.g_02069	Prak.g_00293
OG0000478	Syao.g_02068	Prak.g_00294
OG0000479	Syao.g_02067	Prak.g_00295
OG0000480	Syao.g_02060	Prak.g_00300
OG0000481	Syao.g_01012	Prak.g_00303
OG0000482	Syao.g_02058	Prak.g_00304
OG0000483	Syao.g_02054	Prak.g_00307
OG0000484	Syao.g_02053	Prak.g_00308
OG0000485	Syao.g_02052	Prak.g_00310
OG0000486	Syao.g_02051	Prak.g_00311
OG0000487	Syao.g_02044	Prak.g_00314
OG0000488	Syao.g_02040	Prak.g_00317
OG0000489	Syao.g_02033	Prak.g_00322
OG0000490	Syao.g_02025	Prak.g_00326
OG0000491	Syao.g_02024	Prak.g_00327
OG0000492	Syao.g_02022	Prak.g_00329
OG0000493	Syao.g_02021	Prak.g_00330
OG0000494	Syao.g_02020	Prak.g_00331
OG0000495	Syao.g_02018	Prak.g_00332
OG0000496	Syao.g_02017	Prak.g_00333
OG0000497	Syao.g_02016	Prak.g_00334
OG0000498	Syao.g_02015	Prak.g_00335
OG0000499	Syao.g_02014	Prak.g_00336
OG0000500	Syao.g_02013	Prak.g_00337
OG0000501	Syao.g_02010	Prak.g_00338
OG0000502	Syao.g_01974	Prak.g_00341
OG0000503	Syao.g_01877	Prak.g_00356
OG0000504	Syao.g_01875	Prak.g_00358
OG0000505	Syao.g_01874	Prak.g_00359
OG0000506	Syao.g_01872	Prak.g_00360
OG0000507	Syao.g_01866	Prak.g_00363
OG0000508	Syao.g_01750	Prak.g_00367
OG0000509	Syao.g_01755	Prak.g_00369
OG0000510	Syao.g_01756	Prak.g_00370
OG0000511	Syao.g_01757	Prak.g_00371
OG0000512	Syao.g_01759	Prak.g_00373
OG0000513	Syao.g_01720	Prak.g_00382
OG0000514	Syao.g_01727	Prak.g_00393
OG0000515	Syao.g_01728	Prak.g_00394
OG0000516	Syao.g_01730	Prak.g_00395
OG0000517	Syao.g_01735	Prak.g_00397
OG0000518	Syao.g_01621	Prak.g_00408
OG0000519	Syao.g_01622	Prak.g_00409
OG0000520	Syao.g_01512	Prak.g_00410
OG0000521	Syao.g_00061	Prak.g_00418
OG0000522	Syao.g_00059	Prak.g_00420
OG0000523	Syao.g_00058	Prak.g_00421
OG0000524	Syao.g_02699	Prak.g_00426
OG0000525	Syao.g_02691	Prak.g_00430
OG0000526	Syao.g_02688	Prak.g_00431
OG0000527	Syao.g_02684	Prak.g_00434
OG0000528	Syao.g_00031	Prak.g_00439
OG0000529	Syao.g_00027	Prak.g_00442
OG0000530	Syao.g_00122	Prak.g_00445
OG0000531	Syao.g_00121	Prak.g_00446
OG0000532	Syao.g_00118	Prak.g_00448
OG0000533	Syao.g_00116	Prak.g_00449
OG0000534	Syao.g_00115	Prak.g_00450
OG0000535	Syao.g_00114	Prak.g_00451
OG0000536	Syao.g_00113	Prak.g_00452
OG0000537	Syao.g_00112	Prak.g_00453
OG0000538	Syao.g_00100	Prak.g_00462
OG0000539	Syao.g_00099	Prak.g_00463
OG0000540	Syao.g_00098	Prak.g_00464
OG0000541	Syao.g_00097	Prak.g_00465
OG0000542	Syao.g_00167	Prak.g_00466
OG0000543	Syao.g_00165	Prak.g_00468
OG0000544	Syao.g_00164	Prak.g_00469
OG0000545	Syao.g_00162	Prak.g_00471
OG0000546	Syao.g_00160	Prak.g_00474
OG0000547	Syao.g_00158	Prak.g_00476
OG0000548	Syao.g_00157	Prak.g_00477
OG0000549	Syao.g_01391	Prak.g_00479
OG0000550	Syao.g_01396	Prak.g_00483
OG0000551	Syao.g_01401	Prak.g_00486
OG0000552	Syao.g_01402	Prak.g_00487
OG0000553	Syao.g_01404	Prak.g_00488
OG0000554	Syao.g_01413	Prak.g_00493
OG0000555	Syao.g_00875	Prak.g_00501
OG0000556	Syao.g_00871	Prak.g_00503
OG0000557	Syao.g_00866	Prak.g_00504
OG0000558	Syao.g_00864	Prak.g_00507
OG0000559	Syao.g_00860	Prak.g_00511
OG0000560	Syao.g_00857	Prak.g_00514
OG0000561	Syao.g_00856	Prak.g_00515
OG0000562	Syao.g_00855	Prak.g_00516
OG0000563	Syao.g_00854	Prak.g_00517
OG0000564	Syao.g_00853	Prak.g_00518
OG0000565	Syao.g_00849	Prak.g_00520
OG0000566	Syao.g_00845	Prak.g_00524
OG0000567	Syao.g_00841	Prak.g_00528
OG0000568	Syao.g_00839	Prak.g_00529
OG0000569	Syao.g_00838	Prak.g_00530
OG0000570	Syao.g_00837	Prak.g_00531
OG0000571	Syao.g_00834	Prak.g_00533
OG0000572	Syao.g_01033	Prak.g_00547
OG0000573	Syao.g_01022	Prak.g_00553
OG0000574	Syao.g_01021	Prak.g_00554
OG0000575	Syao.g_01000	Prak.g_00558
OG0000576	Syao.g_00996	Prak.g_00560
OG0000577	Syao.g_00995	Prak.g_00561
OG0000578	Syao.g_00994	Prak.g_00562
OG0000579	Syao.g_00993	Prak.g_00563
OG0000580	Syao.g_00992	Prak.g_00564
OG0000581	Syao.g_01059	Prak.g_00567
OG0000582	Syao.g_01204	Prak.g_00570
OG0000583	Syao.g_01205	Prak.g_00571
OG0000584	Syao.g_01206	Prak.g_00572
OG0000585	Syao.g_01054	Prak.g_00574
OG0000586	Syao.g_01055	Prak.g_00575
OG0000587	Syao.g_01057	Prak.g_00576
OG0000588	Syao.g_00406	Prak.g_00580
OG0000589	Syao.g_01342	Prak.g_00582
OG0000590	Syao.g_01341	Prak.g_00583
OG0000591	Syao.g_01330	Prak.g_00587
OG0000592	Syao.g_01329	Prak.g_00588
OG0000593	Syao.g_00890	Prak.g_01111
OG0000594	Syao.g_00891	Prak.g_01110
