Orthogroup	Syao	Prai
OG0000100	Syao.g_00787	Prai.g_01536
OG0000101	Syao.g_01840	Prai.g_01782
OG0000102	Syao.g_01945	Prai.g_01843
OG0000103	Syao.g_02340	Prai.g_01923
OG0000104	Syao.g_02157	Prai.g_01932
OG0000105	Syao.g_02071, Syao.g_02072	Prai.g_00286, Prai.g_00287
OG0000106	Syao.g_01385	Prai.g_00383
OG0000107	Syao.g_01935	Prai.g_00397
OG0000108	Syao.g_00028	Prai.g_00510
OG0000109	Syao.g_00110	Prai.g_00524
OG0000110	Syao.g_01051	Prai.g_00603
OG0000111	Syao.g_00378	Prai.g_00728
OG0000112	Syao.g_00683, Syao.g_00303	Prai.g_00882
OG0000113	Syao.g_00782	Prai.g_00825
OG0000114	Syao.g_00965	Prai.g_01046
OG0000115	Syao.g_00065, Syao.g_01464	Prai.g_01119
OG0000116	Syao.g_00137	Prai.g_01162
OG0000117	Syao.g_00169	Prai.g_01273
OG0000118	Syao.g_01475	Prai.g_01347
OG0000120	Syao.g_02009	Prai.g_01443
OG0000121	Syao.g_01489	Prai.g_01465
OG0000123	Syao.g_01832	Prai.g_01789
OG0000124	Syao.g_02179	Prai.g_01854
OG0000125	Syao.g_02444	Prai.g_01892
OG0000126	Syao.g_02198	Prai.g_01931
OG0000128	Syao.g_02149	Prai.g_00011
OG0000129	Syao.g_02434	Prai.g_00051
OG0000130	Syao.g_02617	Prai.g_00069
OG0000131	Syao.g_02480	Prai.g_00156
OG0000132	Syao.g_02501	Prai.g_00175
OG0000133	Syao.g_00678	Prai.g_00335
OG0000134	Syao.g_01719	Prai.g_00369
OG0000135	Syao.g_00147	Prai.g_00393
OG0000136	Syao.g_01614, Syao.g_01613	Prai.g_00472
OG0000137	Syao.g_02682	Prai.g_00505
OG0000138	Syao.g_00108	Prai.g_00525
OG0000139	Syao.g_02005	Prai.g_00565
OG0000140	Syao.g_01373, Syao.g_01372	Prai.g_00566
OG0000141	Syao.g_01202	Prai.g_00635
OG0000142	Syao.g_00894	Prai.g_00664
OG0000143	Syao.g_00898	Prai.g_00668
OG0000145	Syao.g_00102	Prai.g_00883
OG0000146	Syao.g_00684, Syao.g_00304	Prai.g_00881
OG0000147	Syao.g_00305, Syao.g_00685	Prai.g_00880
OG0000148	Syao.g_00776	Prai.g_00831
OG0000149	Syao.g_00534	Prai.g_00800
OG0000150	Syao.g_01203	Prai.g_00792
OG0000151	Syao.g_00975	Prai.g_01036
OG0000152	Syao.g_00674	Prai.g_00989
OG0000153	Syao.g_00818, Syao.g_01176	Prai.g_00970
OG0000154	Syao.g_00447	Prai.g_00943
OG0000155	Syao.g_00178	Prai.g_01191
OG0000156	Syao.g_00151	Prai.g_01323
OG0000157	Syao.g_00152	Prai.g_01324
OG0000158	Syao.g_02267	Prai.g_01392
OG0000159	Syao.g_02276	Prai.g_01321
OG0000160	Syao.g_01488	Prai.g_01464
OG0000161	Syao.g_01494	Prai.g_01470
OG0000162	Syao.g_01515	Prai.g_01476
OG0000163	Syao.g_01745	Prai.g_01509
OG0000164	Syao.g_01663	Prai.g_01662
OG0000165	Syao.g_01655	Prai.g_01669
OG0000166	Syao.g_01790	Prai.g_01740
OG0000167	Syao.g_01960	Prai.g_01812
OG0000168	Syao.g_02128	Prai.g_01822
OG0000169	Syao.g_02139	Prai.g_01832
OG0000170	Syao.g_02148	Prai.g_01834
OG0000171	Syao.g_02181	Prai.g_01853
OG0000172	Syao.g_02170	Prai.g_01863
OG0000173	Syao.g_02212	Prai.g_01878
OG0000174	Syao.g_02364, Syao.g_02355	Prai.g_01905
OG0000175	Syao.g_02327, Syao.g_00308	Prai.g_01915
OG0000176	Syao.g_02165	Prai.g_00004
OG0000177	Syao.g_02156	Prai.g_00005
OG0000178	Syao.g_02155	Prai.g_00006
OG0000179	Syao.g_02250	Prai.g_00016
OG0000180	Syao.g_02249	Prai.g_00017
OG0000181	Syao.g_02248	Prai.g_00018
OG0000182	Syao.g_02247	Prai.g_00019
OG0000183	Syao.g_02243	Prai.g_00023
OG0000184	Syao.g_02423	Prai.g_00053
OG0000185	Syao.g_02410	Prai.g_00056
OG0000186	Syao.g_02613	Prai.g_00064
OG0000187	Syao.g_02615	Prai.g_00065
OG0000188	Syao.g_02637	Prai.g_00082
OG0000189	Syao.g_02672	Prai.g_00096
OG0000190	Syao.g_01015	Prai.g_00097
OG0000191	Syao.g_02573	Prai.g_00117
OG0000192	Syao.g_02579	Prai.g_00121
OG0000193	Syao.g_02481	Prai.g_00157
OG0000194	Syao.g_02484	Prai.g_00160
OG0000195	Syao.g_02486	Prai.g_00162
OG0000196	Syao.g_02498	Prai.g_00172
OG0000197	Syao.g_02499	Prai.g_00173
OG0000198	Syao.g_02500	Prai.g_00174
OG0000199	Syao.g_02508	Prai.g_00181
OG0000200	Syao.g_02524	Prai.g_00195
OG0000201	Syao.g_02540	Prai.g_00203
OG0000202	Syao.g_02454	Prai.g_00204
OG0000203	Syao.g_02455	Prai.g_00205
OG0000204	Syao.g_02456	Prai.g_00206
OG0000205	Syao.g_02464	Prai.g_00213
OG0000206	Syao.g_02469	Prai.g_00218
OG0000207	Syao.g_02471	Prai.g_00220
OG0000208	Syao.g_02472	Prai.g_00221
OG0000209	Syao.g_02394	Prai.g_00230
OG0000210	Syao.g_02395	Prai.g_00231
OG0000211	Syao.g_01700	Prai.g_00244
OG0000212	Syao.g_01710	Prai.g_00251
OG0000213	Syao.g_02098	Prai.g_00270
OG0000214	Syao.g_02081	Prai.g_00280
OG0000215	Syao.g_02050	Prai.g_00305
OG0000216	Syao.g_02045	Prai.g_00307
OG0000217	Syao.g_02041	Prai.g_00310
OG0000218	Syao.g_02039	Prai.g_00312
OG0000219	Syao.g_02038	Prai.g_00313
OG0000220	Syao.g_02037	Prai.g_00314
OG0000221	Syao.g_02034	Prai.g_00315
OG0000222	Syao.g_02023	Prai.g_00323
OG0000223	Syao.g_00291	Prai.g_00336
OG0000224	Syao.g_01973	Prai.g_00338
OG0000225	Syao.g_01751	Prai.g_00358
OG0000226	Syao.g_01758	Prai.g_00362
OG0000227	Syao.g_01760	Prai.g_00364
OG0000228	Syao.g_01715	Prai.g_00367
OG0000229	Syao.g_01736	Prai.g_00467
OG0000230	Syao.g_01738	Prai.g_00469
OG0000231	Syao.g_01513	Prai.g_00480
OG0000232	Syao.g_00057	Prai.g_00489
OG0000233	Syao.g_02698	Prai.g_00494
OG0000234	Syao.g_02680	Prai.g_00506
OG0000235	Syao.g_00029	Prai.g_00509
OG0000236	Syao.g_00111	Prai.g_00523
OG0000237	Syao.g_00166	Prai.g_00536
OG0000238	Syao.g_00161	Prai.g_00542
OG0000239	Syao.g_01398	Prai.g_00553
OG0000240	Syao.g_01399	Prai.g_00554
OG0000241	Syao.g_00887	Prai.g_00558
OG0000242	Syao.g_01410	Prai.g_00560
OG0000243	Syao.g_00873	Prai.g_00571
OG0000244	Syao.g_00865	Prai.g_00574
OG0000245	Syao.g_00863	Prai.g_00576
OG0000246	Syao.g_00859	Prai.g_00580
OG0000247	Syao.g_00847	Prai.g_00590
OG0000248	Syao.g_00844	Prai.g_00593
OG0000249	Syao.g_00842	Prai.g_00595
OG0000250	Syao.g_00835	Prai.g_00600
OG0000251	Syao.g_01026	Prai.g_00619
OG0000252	Syao.g_01020	Prai.g_00622
OG0000253	Syao.g_01003	Prai.g_00623
OG0000254	Syao.g_01053	Prai.g_00639
OG0000255	Syao.g_01009	Prai.g_00645
OG0000256	Syao.g_01328	Prai.g_00656
OG0000257	Syao.g_00884	Prai.g_00659
OG0000258	Syao.g_00907	Prai.g_00672
OG0000259	Syao.g_00933, Syao.g_00932	Prai.g_00689
OG0000260	Syao.g_00936	Prai.g_00692
OG0000261	Syao.g_00941	Prai.g_00694
OG0000262	Syao.g_00946	Prai.g_00698
OG0000263	Syao.g_00247	Prai.g_00710
OG0000264	Syao.g_00699	Prai.g_00720
OG0000265	Syao.g_00049	Prai.g_00748
OG0000266	Syao.g_00480	Prai.g_00758
OG0000267	Syao.g_00589	Prai.g_00769
OG0000268	Syao.g_00588	Prai.g_00770
OG0000269	Syao.g_00751	Prai.g_00853
OG0000270	Syao.g_00754	Prai.g_00850
OG0000271	Syao.g_00762	Prai.g_00842
OG0000272	Syao.g_00763	Prai.g_00840, Prai.g_00841
OG0000273	Syao.g_00791	Prai.g_00817
OG0000274	Syao.g_00792	Prai.g_00816
OG0000275	Syao.g_00438	Prai.g_00741, Prai.g_00813
OG0000276	Syao.g_00558	Prai.g_00808
OG0000277	Syao.g_00557	Prai.g_00807
OG0000278	Syao.g_00554	Prai.g_00804
OG0000279	Syao.g_00529	Prai.g_00797
OG0000280	Syao.g_00608	Prai.g_00796
OG0000281	Syao.g_01377	Prai.g_00791
OG0000282	Syao.g_00967	Prai.g_01044
OG0000283	Syao.g_00640	Prai.g_01012
OG0000284	Syao.g_00634	Prai.g_01007
OG0000285	Syao.g_00706	Prai.g_01002
OG0000286	Syao.g_00675	Prai.g_00990
OG0000287	Syao.g_00825	Prai.g_00973
OG0000288	Syao.g_00446	Prai.g_00944
OG0000289	Syao.g_00461	Prai.g_00934
OG0000290	Syao.g_00428	Prai.g_00921
OG0000291	Syao.g_00333	Prai.g_00919
OG0000292	Syao.g_02196	Prai.g_01107
OG0000293	Syao.g_00136	Prai.g_01163
OG0000294	Syao.g_00135	Prai.g_01164
OG0000295	Syao.g_00186	Prai.g_01183
OG0000296	Syao.g_00184	Prai.g_01185
OG0000299	Syao.g_00231	Prai.g_01213
OG0000301	Syao.g_00272, Syao.g_00273	Prai.g_01217
OG0000302	Syao.g_00271	Prai.g_01219
OG0000303	Syao.g_00262	Prai.g_01226
OG0000304	Syao.g_00256	Prai.g_01230
OG0000305	Syao.g_00388	Prai.g_01362
OG0000306	Syao.g_01216	Prai.g_01365
OG0000307	Syao.g_00045	Prai.g_01379
OG0000308	Syao.g_00047	Prai.g_01380
OG0000309	Syao.g_02705	Prai.g_01384
OG0000310	Syao.g_01530	Prai.g_01448
OG0000311	Syao.g_01533	Prai.g_01450
OG0000312	Syao.g_01538	Prai.g_01453
OG0000313	Syao.g_01491	Prai.g_01467
OG0000314	Syao.g_00078	Prai.g_01489
OG0000315	Syao.g_00088	Prai.g_01499
OG0000316	Syao.g_01602	Prai.g_01519
OG0000317	Syao.g_01560	Prai.g_01636
OG0000318	Syao.g_01553	Prai.g_01639
OG0000319	Syao.g_01678	Prai.g_01652
OG0000320	Syao.g_01676	Prai.g_01654
OG0000321	Syao.g_01675	Prai.g_01655
OG0000322	Syao.g_01674	Prai.g_01656
OG0000323	Syao.g_01661	Prai.g_01665
OG0000324	Syao.g_01630	Prai.g_01691
OG0000325	Syao.g_01936	Prai.g_01702
OG0000326	Syao.g_01918	Prai.g_01708
OG0000327	Syao.g_01795	Prai.g_01735
OG0000328	Syao.g_01794	Prai.g_01736
OG0000329	Syao.g_01776	Prai.g_01754
OG0000330	Syao.g_01775	Prai.g_01755
OG0000331	Syao.g_01774	Prai.g_01756
OG0000332	Syao.g_01813	Prai.g_01770
OG0000333	Syao.g_01810	Prai.g_01777
OG0000334	Syao.g_01836	Prai.g_01785
OG0000335	Syao.g_01831	Prai.g_01790
OG0000336	Syao.g_01827	Prai.g_01794
OG0000337	Syao.g_01968	Prai.g_01810
OG0000338	Syao.g_01962	Prai.g_01811
OG0000339	Syao.g_02259	Prai.g_01815
OG0000340	Syao.g_02129	Prai.g_01823
OG0000341	Syao.g_02131	Prai.g_01825
OG0000342	Syao.g_02132	Prai.g_01826
OG0000343	Syao.g_02133	Prai.g_01827
OG0000344	Syao.g_02137	Prai.g_01830
OG0000345	Syao.g_01953	Prai.g_01835
OG0000346	Syao.g_01948	Prai.g_01839
OG0000347	Syao.g_02178	Prai.g_01855
OG0000348	Syao.g_02166	Prai.g_01866
OG0000349	Syao.g_02219	Prai.g_01883
OG0000350	Syao.g_01925	Prai.g_01901
OG0000351	Syao.g_02331	Prai.g_01918
OG0000352	Syao.g_02332	Prai.g_01919
OG0000353	Syao.g_02160	Prai.g_01935
OG0000355	Syao.g_02162	Prai.g_00001
OG0000356	Syao.g_02163	Prai.g_00002
OG0000357	Syao.g_02164	Prai.g_00003
OG0000358	Syao.g_02154	Prai.g_00007
OG0000359	Syao.g_02152	Prai.g_00008
OG0000360	Syao.g_02151	Prai.g_00009
OG0000361	Syao.g_02150	Prai.g_00010
OG0000362	Syao.g_01954	Prai.g_00012
OG0000363	Syao.g_02255	Prai.g_00014
OG0000364	Syao.g_01558	Prai.g_00015
OG0000365	Syao.g_02246	Prai.g_00020
OG0000366	Syao.g_02245	Prai.g_00021
OG0000367	Syao.g_02244	Prai.g_00022
OG0000368	Syao.g_02242	Prai.g_00024
OG0000369	Syao.g_02241	Prai.g_00025
OG0000370	Syao.g_02240	Prai.g_00026
OG0000371	Syao.g_02231	Prai.g_00032
OG0000372	Syao.g_02226	Prai.g_00035
OG0000373	Syao.g_02225	Prai.g_00036
OG0000374	Syao.g_02224	Prai.g_00037
OG0000375	Syao.g_02223	Prai.g_00047
OG0000376	Syao.g_02221	Prai.g_00049
OG0000377	Syao.g_02429	Prai.g_00052
OG0000378	Syao.g_02414	Prai.g_00054
OG0000379	Syao.g_02409	Prai.g_00057
OG0000380	Syao.g_02616	Prai.g_00066
OG0000381	Syao.g_02618	Prai.g_00070
OG0000382	Syao.g_02636	Prai.g_00081
OG0000383	Syao.g_02643	Prai.g_00083
OG0000384	Syao.g_02644	Prai.g_00084
OG0000385	Syao.g_02645	Prai.g_00085
OG0000386	Syao.g_02646	Prai.g_00086
OG0000387	Syao.g_01019	Prai.g_00099
OG0000388	Syao.g_02596	Prai.g_00102
OG0000389	Syao.g_02599	Prai.g_00106
OG0000390	Syao.g_02567	Prai.g_00113
OG0000391	Syao.g_02572	Prai.g_00116
OG0000392	Syao.g_02578	Prai.g_00120
OG0000393	Syao.g_02581	Prai.g_00122
OG0000394	Syao.g_02582	Prai.g_00123
OG0000395	Syao.g_02583	Prai.g_00124
OG0000396	Syao.g_02586	Prai.g_00127
OG0000397	Syao.g_02542	Prai.g_00129
OG0000398	Syao.g_02547	Prai.g_00131
OG0000399	Syao.g_02548	Prai.g_00132
OG0000400	Syao.g_02549	Prai.g_00133
OG0000401	Syao.g_02550	Prai.g_00134
OG0000402	Syao.g_02552	Prai.g_00136
OG0000403	Syao.g_02553	Prai.g_00137
OG0000404	Syao.g_02554	Prai.g_00138
OG0000405	Syao.g_02478	Prai.g_00142
OG0000406	Syao.g_02482	Prai.g_00158
OG0000407	Syao.g_02483	Prai.g_00159
OG0000408	Syao.g_02485	Prai.g_00161
OG0000409	Syao.g_02487	Prai.g_00163
OG0000410	Syao.g_02488	Prai.g_00164
OG0000411	Syao.g_02489	Prai.g_00165
OG0000412	Syao.g_02490	Prai.g_00166
OG0000413	Syao.g_02492	Prai.g_00167
OG0000414	Syao.g_02493	Prai.g_01288, Prai.g_00168
OG0000415	Syao.g_02494	Prai.g_00169
OG0000416	Syao.g_02495	Prai.g_00170
OG0000417	Syao.g_02497	Prai.g_00171
OG0000418	Syao.g_02502	Prai.g_00176
OG0000419	Syao.g_02504	Prai.g_00178
OG0000420	Syao.g_02506	Prai.g_00179
OG0000421	Syao.g_02510	Prai.g_00184
OG0000422	Syao.g_02511	Prai.g_00185
OG0000423	Syao.g_02512	Prai.g_00186
OG0000424	Syao.g_02513	Prai.g_00187
OG0000425	Syao.g_02514	Prai.g_00188
OG0000426	Syao.g_02515	Prai.g_00189
OG0000427	Syao.g_02516	Prai.g_00190
OG0000428	Syao.g_02519	Prai.g_00192
OG0000429	Syao.g_02522	Prai.g_00193
OG0000430	Syao.g_02523	Prai.g_00194
OG0000431	Syao.g_02526	Prai.g_00196
OG0000432	Syao.g_02532	Prai.g_00199
OG0000433	Syao.g_02534	Prai.g_00200
OG0000434	Syao.g_02535	Prai.g_00201
OG0000435	Syao.g_02538	Prai.g_00202
OG0000436	Syao.g_02458	Prai.g_00207
OG0000437	Syao.g_02459	Prai.g_00208
OG0000438	Syao.g_02460	Prai.g_00209
OG0000439	Syao.g_02462	Prai.g_00211
OG0000440	Syao.g_02463	Prai.g_00212
OG0000441	Syao.g_02466	Prai.g_00215
OG0000442	Syao.g_02467	Prai.g_00216
OG0000443	Syao.g_02468	Prai.g_00217
OG0000444	Syao.g_02473	Prai.g_00222
OG0000445	Syao.g_02474	Prai.g_00223
OG0000446	Syao.g_02476	Prai.g_00224
OG0000447	Syao.g_02383	Prai.g_00225
OG0000448	Syao.g_02384	Prai.g_00226
OG0000449	Syao.g_02385	Prai.g_00227
OG0000450	Syao.g_02391	Prai.g_00228
OG0000451	Syao.g_02392	Prai.g_00229
OG0000452	Syao.g_02396	Prai.g_00232
OG0000453	Syao.g_02397	Prai.g_00233
OG0000454	Syao.g_02398	Prai.g_00234
OG0000455	Syao.g_02399	Prai.g_00235
OG0000456	Syao.g_02400	Prai.g_00236
OG0000457	Syao.g_02402	Prai.g_00237
OG0000458	Syao.g_02403	Prai.g_00238
OG0000459	Syao.g_02404	Prai.g_00239
OG0000460	Syao.g_01702	Prai.g_00246
OG0000461	Syao.g_02119	Prai.g_00255
OG0000462	Syao.g_02116	Prai.g_00257
OG0000463	Syao.g_02115	Prai.g_00258
OG0000464	Syao.g_02114	Prai.g_00259
OG0000465	Syao.g_02112	Prai.g_00260
OG0000466	Syao.g_02107	Prai.g_00263
OG0000467	Syao.g_02106	Prai.g_00264
OG0000468	Syao.g_02102	Prai.g_00266
OG0000469	Syao.g_02087	Prai.g_00275
OG0000470	Syao.g_02085	Prai.g_00277
OG0000471	Syao.g_02084	Prai.g_00278
OG0000472	Syao.g_02082	Prai.g_00279
OG0000473	Syao.g_02080	Prai.g_00281
OG0000474	Syao.g_02079	Prai.g_00282
OG0000475	Syao.g_02078	Prai.g_00283
OG0000476	Syao.g_02076	Prai.g_00284
OG0000477	Syao.g_02069	Prai.g_00288
OG0000478	Syao.g_02068	Prai.g_00289
OG0000479	Syao.g_02067	Prai.g_00290
OG0000480	Syao.g_02060	Prai.g_00295
OG0000481	Syao.g_01012	Prai.g_00297
OG0000482	Syao.g_02058	Prai.g_00298
OG0000483	Syao.g_02054	Prai.g_00301
OG0000484	Syao.g_02053	Prai.g_00302
OG0000485	Syao.g_02052	Prai.g_00303
OG0000486	Syao.g_02051	Prai.g_00304
OG0000487	Syao.g_02044	Prai.g_00308
OG0000488	Syao.g_02040	Prai.g_00311
OG0000489	Syao.g_02033	Prai.g_00316
OG0000490	Syao.g_02025	Prai.g_00321
OG0000491	Syao.g_02024	Prai.g_00322
OG0000492	Syao.g_02022	Prai.g_00324
OG0000493	Syao.g_02021	Prai.g_00325
OG0000494	Syao.g_02020	Prai.g_00326
OG0000495	Syao.g_02018	Prai.g_00327
OG0000496	Syao.g_02017	Prai.g_00328
OG0000497	Syao.g_02016	Prai.g_00329
OG0000498	Syao.g_02015	Prai.g_00330
OG0000499	Syao.g_02014	Prai.g_00331
OG0000500	Syao.g_02013	Prai.g_00332
OG0000501	Syao.g_02010	Prai.g_00334
OG0000502	Syao.g_01974	Prai.g_00337
OG0000503	Syao.g_01877	Prai.g_00347
OG0000504	Syao.g_01875	Prai.g_00348
OG0000505	Syao.g_01874	Prai.g_00349
OG0000506	Syao.g_01872	Prai.g_00351
OG0000507	Syao.g_01866	Prai.g_00354
OG0000508	Syao.g_01750	Prai.g_00357
OG0000509	Syao.g_01755	Prai.g_00359
OG0000510	Syao.g_01756	Prai.g_00360
OG0000511	Syao.g_01757	Prai.g_00361
OG0000512	Syao.g_01759	Prai.g_00363
OG0000513	Syao.g_01720	Prai.g_00370
OG0000514	Syao.g_01727	Prai.g_00462
OG0000515	Syao.g_01728	Prai.g_00463
OG0000516	Syao.g_01730	Prai.g_00464
OG0000517	Syao.g_01735	Prai.g_00466
OG0000518	Syao.g_01621	Prai.g_00477
OG0000519	Syao.g_01622	Prai.g_00478
OG0000520	Syao.g_01512	Prai.g_00479
OG0000521	Syao.g_00061	Prai.g_00484
OG0000522	Syao.g_00059	Prai.g_00486
OG0000523	Syao.g_00058	Prai.g_00487
OG0000524	Syao.g_02699	Prai.g_00492
OG0000525	Syao.g_02691	Prai.g_00495
OG0000526	Syao.g_02688	Prai.g_00496
OG0000527	Syao.g_02684	Prai.g_00503
OG0000528	Syao.g_00031	Prai.g_00508
OG0000529	Syao.g_00027	Prai.g_00511
OG0000530	Syao.g_00122	Prai.g_00514
OG0000531	Syao.g_00121	Prai.g_00515
OG0000532	Syao.g_00118	Prai.g_00517
OG0000533	Syao.g_00116	Prai.g_00518
OG0000534	Syao.g_00115	Prai.g_00519
OG0000535	Syao.g_00114	Prai.g_00520
OG0000536	Syao.g_00113	Prai.g_00521
OG0000537	Syao.g_00112	Prai.g_00522
OG0000538	Syao.g_00100	Prai.g_00530
OG0000539	Syao.g_00099	Prai.g_00531
OG0000540	Syao.g_00098	Prai.g_00532
OG0000541	Syao.g_00097	Prai.g_00533
OG0000542	Syao.g_00167	Prai.g_00535
OG0000543	Syao.g_00165	Prai.g_00537
OG0000544	Syao.g_00164	Prai.g_00538
OG0000545	Syao.g_00162	Prai.g_00540
OG0000546	Syao.g_00160	Prai.g_00543
OG0000547	Syao.g_00158	Prai.g_00544
OG0000548	Syao.g_00157	Prai.g_00545
OG0000549	Syao.g_01391	Prai.g_00547
OG0000550	Syao.g_01396	Prai.g_00552
OG0000551	Syao.g_01401	Prai.g_00555
OG0000552	Syao.g_01402	Prai.g_00556
OG0000553	Syao.g_01404	Prai.g_00557
OG0000554	Syao.g_01413	Prai.g_00562
OG0000555	Syao.g_00875	Prai.g_00570
OG0000556	Syao.g_00871	Prai.g_00572
OG0000557	Syao.g_00866	Prai.g_00573
OG0000558	Syao.g_00864	Prai.g_00575
OG0000559	Syao.g_00860	Prai.g_00579
OG0000560	Syao.g_00857	Prai.g_00582
OG0000561	Syao.g_00856	Prai.g_00583
OG0000562	Syao.g_00855	Prai.g_00584
OG0000563	Syao.g_00854	Prai.g_00585
OG0000564	Syao.g_00853	Prai.g_00586
OG0000565	Syao.g_00849	Prai.g_00589
OG0000566	Syao.g_00845	Prai.g_00592
OG0000567	Syao.g_00841	Prai.g_00596
OG0000568	Syao.g_00839	Prai.g_00597
OG0000569	Syao.g_00838	Prai.g_00598
OG0000570	Syao.g_00837	Prai.g_00599
OG0000571	Syao.g_00834	Prai.g_00601
OG0000572	Syao.g_01033	Prai.g_00614
OG0000573	Syao.g_01022	Prai.g_00620
OG0000574	Syao.g_01021	Prai.g_00621
OG0000575	Syao.g_01000	Prai.g_00625
OG0000576	Syao.g_00996	Prai.g_00627
OG0000577	Syao.g_00995	Prai.g_00628
OG0000578	Syao.g_00994	Prai.g_00629
OG0000579	Syao.g_00993	Prai.g_00630
OG0000580	Syao.g_00992	Prai.g_00631
OG0000581	Syao.g_01059	Prai.g_00633
OG0000582	Syao.g_01204	Prai.g_00636
OG0000583	Syao.g_01205	Prai.g_00637
OG0000584	Syao.g_01206	Prai.g_00638
OG0000585	Syao.g_01054	Prai.g_00640
OG0000586	Syao.g_01055	Prai.g_00641
OG0000587	Syao.g_01057	Prai.g_00642
OG0000588	Syao.g_00406	Prai.g_00646
OG0000589	Syao.g_01342	Prai.g_00650
OG0000590	Syao.g_01341	Prai.g_00651
OG0000591	Syao.g_01330	Prai.g_00654
OG0000592	Syao.g_01329	Prai.g_00655
OG0000593	Syao.g_00890	Prai.g_00661
OG0000594	Syao.g_00891	Prai.g_00662
OG0000595	Syao.g_00892	Prai.g_00663
OG0000596	Syao.g_00897	Prai.g_00667
OG0000597	Syao.g_00900	Prai.g_00669
OG0000598	Syao.g_00901	Prai.g_00670
OG0000599	Syao.g_00908	Prai.g_00673
OG0000600	Syao.g_00909	Prai.g_00674
