Orthogroup	Syao	Prar
OG0000099	Syao.g_02019	Prar.g_00872
OG0000100	Syao.g_00787	Prar.g_00773
OG0000101	Syao.g_01840	Prar.g_01027
OG0000102	Syao.g_01945	Prar.g_00658
OG0000103	Syao.g_02340	Prar.g_00050
OG0000104	Syao.g_02157	Prar.g_00042
OG0000105	Syao.g_02071, Syao.g_02072	Prar.g_00313
OG0000106	Syao.g_01385	Prar.g_00431
OG0000107	Syao.g_01935	Prar.g_00446
OG0000108	Syao.g_00028	Prar.g_00530
OG0000109	Syao.g_00110	Prar.g_00544
OG0000110	Syao.g_01051	Prar.g_01404
OG0000111	Syao.g_00378	Prar.g_01529
OG0000112	Syao.g_00683, Syao.g_00303	Prar.g_01652
OG0000113	Syao.g_00782	Prar.g_01706
OG0000114	Syao.g_00965	Prar.g_01776
OG0000115	Syao.g_00065, Syao.g_01464	Prar.g_01318
OG0000116	Syao.g_00137	Prar.g_01273
OG0000117	Syao.g_00169	Prar.g_01003
OG0000118	Syao.g_01475	Prar.g_00943
OG0000120	Syao.g_02009	Prar.g_00880
OG0000121	Syao.g_01489	Prar.g_00337
OG0000122	Syao.g_01247	Prar.g_00807
OG0000123	Syao.g_01832	Prar.g_01021
OG0000124	Syao.g_02179	Prar.g_00668
OG0000125	Syao.g_02444	Prar.g_00704
OG0000126	Syao.g_02198	Prar.g_00043
OG0000128	Syao.g_02149	Prar.g_00027
OG0000129	Syao.g_02434	Prar.g_00576
OG0000130	Syao.g_02617	Prar.g_00549
OG0000131	Syao.g_02480	Prar.g_00182
OG0000132	Syao.g_02501	Prar.g_00163
OG0000133	Syao.g_00678	Prar.g_00265
OG0000134	Syao.g_01719	Prar.g_00417
OG0000135	Syao.g_00147	Prar.g_00444
OG0000136	Syao.g_01614, Syao.g_01613	Prar.g_00489
OG0000137	Syao.g_02682	Prar.g_00525
OG0000138	Syao.g_00108	Prar.g_00545
OG0000139	Syao.g_02005	Prar.g_01367
OG0000140	Syao.g_01373, Syao.g_01372	Prar.g_01368
OG0000141	Syao.g_01202	Prar.g_01437
OG0000142	Syao.g_00894	Prar.g_01465
OG0000143	Syao.g_00898	Prar.g_01469
OG0000145	Syao.g_00102	Prar.g_01651
OG0000146	Syao.g_00684, Syao.g_00304	Prar.g_01653
OG0000147	Syao.g_00305, Syao.g_00685	Prar.g_01654
OG0000148	Syao.g_00776	Prar.g_01700
OG0000149	Syao.g_00534	Prar.g_01730
OG0000150	Syao.g_01203	Prar.g_01738
OG0000151	Syao.g_00975	Prar.g_01786
OG0000152	Syao.g_00674	Prar.g_01833
OG0000153	Syao.g_00818, Syao.g_01176	Prar.g_01852
OG0000154	Syao.g_00447	Prar.g_01878
OG0000155	Syao.g_00178	Prar.g_01243
OG0000156	Syao.g_00151	Prar.g_00966
OG0000157	Syao.g_00152	Prar.g_00965
OG0000158	Syao.g_02267	Prar.g_00375
OG0000159	Syao.g_02276	Prar.g_00380
OG0000160	Syao.g_01488	Prar.g_00338
OG0000161	Syao.g_01494	Prar.g_00840
OG0000162	Syao.g_01515	Prar.g_00834
OG0000163	Syao.g_01745	Prar.g_00800
OG0000164	Syao.g_01663	Prar.g_01964
OG0000165	Syao.g_01655	Prar.g_01971
OG0000166	Syao.g_01790	Prar.g_01063
OG0000167	Syao.g_01960	Prar.g_00627
OG0000168	Syao.g_02128	Prar.g_00637
OG0000169	Syao.g_02139	Prar.g_00647
OG0000170	Syao.g_02148	Prar.g_00649
OG0000171	Syao.g_02181	Prar.g_00667
OG0000172	Syao.g_02170	Prar.g_00675
OG0000173	Syao.g_02212	Prar.g_00690
OG0000174	Syao.g_02364, Syao.g_02355	Prar.g_00068
OG0000175	Syao.g_02327, Syao.g_00308	Prar.g_00058
OG0000176	Syao.g_02165	Prar.g_00034
OG0000177	Syao.g_02156	Prar.g_00033
OG0000178	Syao.g_02155	Prar.g_00032
OG0000179	Syao.g_02250	Prar.g_00022
OG0000180	Syao.g_02249	Prar.g_00021
OG0000181	Syao.g_02248	Prar.g_00020
OG0000182	Syao.g_02247	Prar.g_00019
OG0000183	Syao.g_02243	Prar.g_00015
OG0000184	Syao.g_02423	Prar.g_00573
OG0000185	Syao.g_02410	Prar.g_00570
OG0000186	Syao.g_02613	Prar.g_00554
OG0000187	Syao.g_02615	Prar.g_00553
OG0000188	Syao.g_02637	Prar.g_00246
OG0000189	Syao.g_02672	Prar.g_00232
OG0000190	Syao.g_01015	Prar.g_00231
OG0000191	Syao.g_02573	Prar.g_00211
OG0000192	Syao.g_02579	Prar.g_00207
OG0000193	Syao.g_02481	Prar.g_00181
OG0000194	Syao.g_02484	Prar.g_00178
OG0000195	Syao.g_02486	Prar.g_00176
OG0000196	Syao.g_02498	Prar.g_00166
OG0000197	Syao.g_02499	Prar.g_00165
OG0000198	Syao.g_02500	Prar.g_00164
OG0000199	Syao.g_02508	Prar.g_00157
OG0000200	Syao.g_02524	Prar.g_00143
OG0000201	Syao.g_02540	Prar.g_00135
OG0000202	Syao.g_02454	Prar.g_00134
OG0000203	Syao.g_02455	Prar.g_00133
OG0000204	Syao.g_02456	Prar.g_00132
OG0000205	Syao.g_02464	Prar.g_00125
OG0000206	Syao.g_02469	Prar.g_00120
OG0000207	Syao.g_02471	Prar.g_00118
OG0000208	Syao.g_02472	Prar.g_00117
OG0000209	Syao.g_02394	Prar.g_00108
OG0000210	Syao.g_02395	Prar.g_00107
OG0000211	Syao.g_01700	Prar.g_00094
OG0000212	Syao.g_01710	Prar.g_00087
OG0000213	Syao.g_02098	Prar.g_00330
OG0000214	Syao.g_02081	Prar.g_00320
OG0000215	Syao.g_02050	Prar.g_00295
OG0000216	Syao.g_02045	Prar.g_00293
OG0000217	Syao.g_02041	Prar.g_01154, Prar.g_00290
OG0000218	Syao.g_02039	Prar.g_00288
OG0000219	Syao.g_02038	Prar.g_00287
OG0000220	Syao.g_02037	Prar.g_00286
OG0000221	Syao.g_02034	Prar.g_00285
OG0000222	Syao.g_02023	Prar.g_00277
OG0000223	Syao.g_00291	Prar.g_00264
OG0000224	Syao.g_01973	Prar.g_00262
OG0000225	Syao.g_01751	Prar.g_00406
OG0000226	Syao.g_01758	Prar.g_00410
OG0000227	Syao.g_01760	Prar.g_00412
OG0000228	Syao.g_01715	Prar.g_00415
OG0000229	Syao.g_01736	Prar.g_00484
OG0000230	Syao.g_01738	Prar.g_00486
OG0000231	Syao.g_01513	Prar.g_00497
OG0000232	Syao.g_00057	Prar.g_00506
OG0000233	Syao.g_02698	Prar.g_00512
OG0000234	Syao.g_02680	Prar.g_00526
OG0000235	Syao.g_00029	Prar.g_00529
OG0000236	Syao.g_00111	Prar.g_00543
OG0000237	Syao.g_00166	Prar.g_01337
OG0000238	Syao.g_00161	Prar.g_01343
OG0000239	Syao.g_01398	Prar.g_01355
OG0000240	Syao.g_01399	Prar.g_01356
OG0000241	Syao.g_00887	Prar.g_01360
OG0000242	Syao.g_01410	Prar.g_01362
OG0000243	Syao.g_00873	Prar.g_01373
OG0000244	Syao.g_00865	Prar.g_01376
OG0000245	Syao.g_00863	Prar.g_01378
OG0000246	Syao.g_00859	Prar.g_01382
OG0000247	Syao.g_00847	Prar.g_01392
OG0000248	Syao.g_00844	Prar.g_01394
OG0000249	Syao.g_00842	Prar.g_01396
OG0000250	Syao.g_00835	Prar.g_01401
OG0000251	Syao.g_01026	Prar.g_01420
OG0000252	Syao.g_01020	Prar.g_01424
OG0000253	Syao.g_01003	Prar.g_01425
OG0000254	Syao.g_01053	Prar.g_01441
OG0000255	Syao.g_01009	Prar.g_01447
OG0000256	Syao.g_01328	Prar.g_01457
OG0000257	Syao.g_00884	Prar.g_01460
OG0000258	Syao.g_00907	Prar.g_01473
OG0000259	Syao.g_00933, Syao.g_00932	Prar.g_01490
OG0000260	Syao.g_00936	Prar.g_01493
OG0000261	Syao.g_00941	Prar.g_01495
OG0000262	Syao.g_00946	Prar.g_01499
OG0000263	Syao.g_00247	Prar.g_01511
OG0000264	Syao.g_00699	Prar.g_01521
OG0000265	Syao.g_00049	Prar.g_01599
OG0000266	Syao.g_00480	Prar.g_01609
OG0000267	Syao.g_00589	Prar.g_01620
OG0000268	Syao.g_00588	Prar.g_01621
OG0000269	Syao.g_00751	Prar.g_01679
OG0000270	Syao.g_00754	Prar.g_01682
OG0000271	Syao.g_00762	Prar.g_01690
OG0000272	Syao.g_00763	Prar.g_01691
OG0000273	Syao.g_00791	Prar.g_01714
OG0000274	Syao.g_00792	Prar.g_01715
OG0000275	Syao.g_00438	Prar.g_01717
OG0000276	Syao.g_00558	Prar.g_01722
OG0000277	Syao.g_00557	Prar.g_01723
OG0000278	Syao.g_00554	Prar.g_01726
OG0000279	Syao.g_00529	Prar.g_01733
OG0000280	Syao.g_00608	Prar.g_01734
OG0000281	Syao.g_01377	Prar.g_01740
OG0000282	Syao.g_00967	Prar.g_01778
OG0000283	Syao.g_00640	Prar.g_01810
OG0000284	Syao.g_00634	Prar.g_01815
OG0000285	Syao.g_00706	Prar.g_01820
OG0000286	Syao.g_00675	Prar.g_01832
OG0000287	Syao.g_00825	Prar.g_01849
OG0000288	Syao.g_00446	Prar.g_01877
OG0000289	Syao.g_00461	Prar.g_01888
OG0000290	Syao.g_00428	Prar.g_01901
OG0000291	Syao.g_00333	Prar.g_01903
OG0000292	Syao.g_02196	Prar.g_01953
OG0000293	Syao.g_00136	Prar.g_01272
OG0000294	Syao.g_00135	Prar.g_01271
OG0000295	Syao.g_00186	Prar.g_01251
OG0000296	Syao.g_00184	Prar.g_01249
OG0000299	Syao.g_00231	Prar.g_01223
OG0000301	Syao.g_00272, Syao.g_00273	Prar.g_01219
OG0000302	Syao.g_00271	Prar.g_01217
OG0000303	Syao.g_00262	Prar.g_01210
OG0000304	Syao.g_00256	Prar.g_01206
OG0000305	Syao.g_00388	Prar.g_00919
OG0000306	Syao.g_01216	Prar.g_00916
OG0000307	Syao.g_00045	Prar.g_00902
OG0000308	Syao.g_00047	Prar.g_00901
OG0000309	Syao.g_02705	Prar.g_00897
OG0000310	Syao.g_01530	Prar.g_00354
OG0000311	Syao.g_01533	Prar.g_00352
OG0000312	Syao.g_01538	Prar.g_00349
OG0000313	Syao.g_01491	Prar.g_00335
OG0000314	Syao.g_00078	Prar.g_00820
OG0000315	Syao.g_00088	Prar.g_00810
OG0000316	Syao.g_01602	Prar.g_00790
OG0000317	Syao.g_01560	Prar.g_01145
OG0000318	Syao.g_01553	Prar.g_01142
OG0000319	Syao.g_01678	Prar.g_01129
OG0000320	Syao.g_01676	Prar.g_01127
OG0000321	Syao.g_01675	Prar.g_01126
OG0000322	Syao.g_01674	Prar.g_01125
OG0000323	Syao.g_01661	Prar.g_01967
OG0000324	Syao.g_01630	Prar.g_00609
OG0000325	Syao.g_01936	Prar.g_01113
OG0000326	Syao.g_01918	Prar.g_01107
OG0000327	Syao.g_01795	Prar.g_01068
OG0000328	Syao.g_01794	Prar.g_01067
OG0000329	Syao.g_01776	Prar.g_01050
OG0000330	Syao.g_01775	Prar.g_01049
OG0000331	Syao.g_01774	Prar.g_01048
OG0000332	Syao.g_01813	Prar.g_01034
OG0000333	Syao.g_01810	Prar.g_01032
OG0000334	Syao.g_01836	Prar.g_01024
OG0000335	Syao.g_01831	Prar.g_01020
OG0000336	Syao.g_01827	Prar.g_01016
OG0000337	Syao.g_01968	Prar.g_00625
OG0000338	Syao.g_01962	Prar.g_00626
OG0000339	Syao.g_02259	Prar.g_00630
OG0000340	Syao.g_02129	Prar.g_00638
OG0000341	Syao.g_02131	Prar.g_00640
OG0000342	Syao.g_02132	Prar.g_00641
OG0000343	Syao.g_02133	Prar.g_00642
OG0000344	Syao.g_02137	Prar.g_00645
OG0000345	Syao.g_01953	Prar.g_00650
OG0000346	Syao.g_01948	Prar.g_00654
OG0000347	Syao.g_02178	Prar.g_00669
OG0000348	Syao.g_02166	Prar.g_00678
OG0000349	Syao.g_02219	Prar.g_00695
OG0000350	Syao.g_01925	Prar.g_00072
OG0000351	Syao.g_02331	Prar.g_00055
OG0000352	Syao.g_02332	Prar.g_00054
OG0000353	Syao.g_02160	Prar.g_00039
OG0000355	Syao.g_02162	Prar.g_00037
OG0000356	Syao.g_02163	Prar.g_00036
OG0000357	Syao.g_02164	Prar.g_00035
OG0000358	Syao.g_02154	Prar.g_00031
OG0000359	Syao.g_02152	Prar.g_00030
OG0000360	Syao.g_02151	Prar.g_00029
OG0000361	Syao.g_02150	Prar.g_00028
OG0000362	Syao.g_01954	Prar.g_00026
OG0000363	Syao.g_02255	Prar.g_00024
OG0000364	Syao.g_01558	Prar.g_00023
OG0000365	Syao.g_02246	Prar.g_00018
OG0000366	Syao.g_02245	Prar.g_00017
OG0000367	Syao.g_02244	Prar.g_00016
OG0000368	Syao.g_02242	Prar.g_00014
OG0000369	Syao.g_02241	Prar.g_00013
OG0000370	Syao.g_02240	Prar.g_00012
OG0000371	Syao.g_02231	Prar.g_00006
OG0000372	Syao.g_02226	Prar.g_00002
OG0000373	Syao.g_02225	Prar.g_00001
OG0000374	Syao.g_02224	Prar.g_00594
OG0000375	Syao.g_02223	Prar.g_00580
OG0000376	Syao.g_02221	Prar.g_00578
OG0000377	Syao.g_02429	Prar.g_00574
OG0000378	Syao.g_02414	Prar.g_00572
OG0000379	Syao.g_02409	Prar.g_00569
OG0000380	Syao.g_02616	Prar.g_00552
OG0000381	Syao.g_02618	Prar.g_00548
OG0000382	Syao.g_02636	Prar.g_00247
OG0000383	Syao.g_02643	Prar.g_00245
OG0000384	Syao.g_02644	Prar.g_00244
OG0000385	Syao.g_02645	Prar.g_00243
OG0000386	Syao.g_02646	Prar.g_00242
OG0000387	Syao.g_01019	Prar.g_00229
OG0000388	Syao.g_02596	Prar.g_00226
OG0000389	Syao.g_02599	Prar.g_00222
OG0000390	Syao.g_02567	Prar.g_00215
OG0000391	Syao.g_02572	Prar.g_00212
OG0000392	Syao.g_02578	Prar.g_00208
OG0000393	Syao.g_02581	Prar.g_00206
OG0000394	Syao.g_02582	Prar.g_00205
OG0000395	Syao.g_02583	Prar.g_00204
OG0000396	Syao.g_02586	Prar.g_00201
OG0000397	Syao.g_02542	Prar.g_00199
OG0000398	Syao.g_02547	Prar.g_00197
OG0000399	Syao.g_02548	Prar.g_00196
OG0000400	Syao.g_02549	Prar.g_00195
OG0000401	Syao.g_02550	Prar.g_00194
OG0000402	Syao.g_02552	Prar.g_00192
OG0000403	Syao.g_02553	Prar.g_00191
OG0000404	Syao.g_02554	Prar.g_00190
OG0000405	Syao.g_02478	Prar.g_00186
OG0000406	Syao.g_02482	Prar.g_00180
OG0000407	Syao.g_02483	Prar.g_00179
OG0000408	Syao.g_02485	Prar.g_00177
OG0000409	Syao.g_02487	Prar.g_00175
OG0000410	Syao.g_02488	Prar.g_00174
OG0000411	Syao.g_02489	Prar.g_00173
OG0000412	Syao.g_02490	Prar.g_00172
OG0000413	Syao.g_02492	Prar.g_00171
OG0000414	Syao.g_02493	Prar.g_01569, Prar.g_00170
OG0000415	Syao.g_02494	Prar.g_00169
OG0000416	Syao.g_02495	Prar.g_00168
OG0000417	Syao.g_02497	Prar.g_00167
OG0000418	Syao.g_02502	Prar.g_00162
OG0000419	Syao.g_02504	Prar.g_00160
OG0000420	Syao.g_02506	Prar.g_00159
OG0000421	Syao.g_02510	Prar.g_00154
OG0000422	Syao.g_02511	Prar.g_00153
OG0000423	Syao.g_02512	Prar.g_00152
OG0000424	Syao.g_02513	Prar.g_00151
OG0000425	Syao.g_02514	Prar.g_00150
OG0000426	Syao.g_02515	Prar.g_00149
OG0000427	Syao.g_02516	Prar.g_00148
OG0000428	Syao.g_02519	Prar.g_00146
OG0000429	Syao.g_02522	Prar.g_00145
OG0000430	Syao.g_02523	Prar.g_00144
OG0000431	Syao.g_02526	Prar.g_00142
OG0000432	Syao.g_02532	Prar.g_00139
OG0000433	Syao.g_02534	Prar.g_00138
OG0000434	Syao.g_02535	Prar.g_00137
OG0000435	Syao.g_02538	Prar.g_00136
OG0000436	Syao.g_02458	Prar.g_00131
OG0000437	Syao.g_02459	Prar.g_00130
OG0000438	Syao.g_02460	Prar.g_00129
OG0000439	Syao.g_02462	Prar.g_00127
OG0000440	Syao.g_02463	Prar.g_00126
OG0000441	Syao.g_02466	Prar.g_00123
OG0000442	Syao.g_02467	Prar.g_00122
OG0000443	Syao.g_02468	Prar.g_00121
OG0000444	Syao.g_02473	Prar.g_00116
OG0000445	Syao.g_02474	Prar.g_00115
OG0000446	Syao.g_02476	Prar.g_00114
OG0000447	Syao.g_02383	Prar.g_00113
OG0000448	Syao.g_02384	Prar.g_00112
OG0000449	Syao.g_02385	Prar.g_00111
OG0000450	Syao.g_02391	Prar.g_00110
OG0000451	Syao.g_02392	Prar.g_00109
OG0000452	Syao.g_02396	Prar.g_00106
OG0000453	Syao.g_02397	Prar.g_00105
OG0000454	Syao.g_02398	Prar.g_00104
OG0000455	Syao.g_02399	Prar.g_00103
OG0000456	Syao.g_02400	Prar.g_00102
OG0000457	Syao.g_02402	Prar.g_00101
OG0000458	Syao.g_02403	Prar.g_00100
OG0000459	Syao.g_02404	Prar.g_00099
OG0000460	Syao.g_01702	Prar.g_00092
OG0000461	Syao.g_02119	Prar.g_00085
OG0000462	Syao.g_02116	Prar.g_00083
OG0000463	Syao.g_02115	Prar.g_00082
OG0000464	Syao.g_02114	Prar.g_00081
OG0000465	Syao.g_02112	Prar.g_00080
OG0000466	Syao.g_02107	Prar.g_00077
OG0000467	Syao.g_02106	Prar.g_00076
OG0000468	Syao.g_02102	Prar.g_00334
OG0000469	Syao.g_02087	Prar.g_00325
OG0000470	Syao.g_02085	Prar.g_00323
OG0000471	Syao.g_02084	Prar.g_00322
OG0000472	Syao.g_02082	Prar.g_00321
OG0000473	Syao.g_02080	Prar.g_00319
OG0000474	Syao.g_02079	Prar.g_00318
OG0000475	Syao.g_02078	Prar.g_00317
OG0000476	Syao.g_02076	Prar.g_00316
OG0000477	Syao.g_02069	Prar.g_00312
OG0000478	Syao.g_02068	Prar.g_00311
OG0000479	Syao.g_02067	Prar.g_00310
OG0000480	Syao.g_02060	Prar.g_00305
OG0000481	Syao.g_01012	Prar.g_00303
OG0000482	Syao.g_02058	Prar.g_00302
OG0000483	Syao.g_02054	Prar.g_00299
OG0000484	Syao.g_02053	Prar.g_00298
OG0000485	Syao.g_02052	Prar.g_00297
OG0000486	Syao.g_02051	Prar.g_00296
OG0000487	Syao.g_02044	Prar.g_00292
OG0000488	Syao.g_02040	Prar.g_00289
OG0000489	Syao.g_02033	Prar.g_00284
OG0000490	Syao.g_02025	Prar.g_00279
OG0000491	Syao.g_02024	Prar.g_00278
OG0000492	Syao.g_02022	Prar.g_00276
OG0000493	Syao.g_02021	Prar.g_00275
OG0000494	Syao.g_02020	Prar.g_00274
OG0000495	Syao.g_02018	Prar.g_00273
OG0000496	Syao.g_02017	Prar.g_00272
OG0000497	Syao.g_02016	Prar.g_00271
OG0000498	Syao.g_02015	Prar.g_00270
OG0000499	Syao.g_02014	Prar.g_00269
OG0000500	Syao.g_02013	Prar.g_00268
OG0000501	Syao.g_02010	Prar.g_00266
OG0000502	Syao.g_01974	Prar.g_00263
OG0000503	Syao.g_01877	Prar.g_00394
OG0000504	Syao.g_01875	Prar.g_00395
OG0000505	Syao.g_01874	Prar.g_00396
OG0000506	Syao.g_01872	Prar.g_00398
OG0000507	Syao.g_01866	Prar.g_00401
OG0000508	Syao.g_01750	Prar.g_00405
OG0000509	Syao.g_01755	Prar.g_00407
OG0000510	Syao.g_01756	Prar.g_00408
OG0000511	Syao.g_01757	Prar.g_00409
OG0000512	Syao.g_01759	Prar.g_00411
OG0000513	Syao.g_01720	Prar.g_00418
OG0000514	Syao.g_01727	Prar.g_00479
OG0000515	Syao.g_01728	Prar.g_00480
OG0000516	Syao.g_01730	Prar.g_00481
OG0000517	Syao.g_01735	Prar.g_00483
OG0000518	Syao.g_01621	Prar.g_00494
OG0000519	Syao.g_01622	Prar.g_00495
OG0000520	Syao.g_01512	Prar.g_00496
OG0000521	Syao.g_00061	Prar.g_00501
OG0000522	Syao.g_00059	Prar.g_00503
OG0000523	Syao.g_00058	Prar.g_00504
OG0000524	Syao.g_02699	Prar.g_00510
OG0000525	Syao.g_02691	Prar.g_00513
OG0000526	Syao.g_02688	Prar.g_00514
OG0000527	Syao.g_02684	Prar.g_00523
OG0000528	Syao.g_00031	Prar.g_00528
OG0000529	Syao.g_00027	Prar.g_00531
OG0000530	Syao.g_00122	Prar.g_00534
OG0000531	Syao.g_00121	Prar.g_00535
OG0000532	Syao.g_00118	Prar.g_00537
OG0000533	Syao.g_00116	Prar.g_00538
OG0000534	Syao.g_00115	Prar.g_00539
OG0000535	Syao.g_00114	Prar.g_00540
OG0000536	Syao.g_00113	Prar.g_00541
OG0000537	Syao.g_00112	Prar.g_00542
OG0000538	Syao.g_00100	Prar.g_01331
OG0000539	Syao.g_00099	Prar.g_01332
OG0000540	Syao.g_00098	Prar.g_01333
OG0000541	Syao.g_00097	Prar.g_01334
OG0000542	Syao.g_00167	Prar.g_01336
OG0000543	Syao.g_00165	Prar.g_01338
OG0000544	Syao.g_00164	Prar.g_01339
OG0000545	Syao.g_00162	Prar.g_01341
OG0000546	Syao.g_00160	Prar.g_01344
OG0000547	Syao.g_00158	Prar.g_01345
OG0000548	Syao.g_00157	Prar.g_01346
OG0000549	Syao.g_01391	Prar.g_01348
OG0000550	Syao.g_01396	Prar.g_01353
OG0000551	Syao.g_01401	Prar.g_01357
OG0000552	Syao.g_01402	Prar.g_01358
OG0000553	Syao.g_01404	Prar.g_01359
OG0000554	Syao.g_01413	Prar.g_01364
OG0000555	Syao.g_00875	Prar.g_01372
OG0000556	Syao.g_00871	Prar.g_01374
OG0000557	Syao.g_00866	Prar.g_01375
OG0000558	Syao.g_00864	Prar.g_01377
OG0000559	Syao.g_00860	Prar.g_01381
OG0000560	Syao.g_00857	Prar.g_01384
OG0000561	Syao.g_00856	Prar.g_01385
OG0000562	Syao.g_00855	Prar.g_01386
OG0000563	Syao.g_00854	Prar.g_01387
OG0000564	Syao.g_00853	Prar.g_01388
OG0000565	Syao.g_00849	Prar.g_01391
OG0000566	Syao.g_00845	Prar.g_01393
OG0000567	Syao.g_00841	Prar.g_01397
OG0000568	Syao.g_00839	Prar.g_01398
OG0000569	Syao.g_00838	Prar.g_01399
OG0000570	Syao.g_00837	Prar.g_01400
OG0000571	Syao.g_00834	Prar.g_01402
OG0000572	Syao.g_01033	Prar.g_01415
OG0000573	Syao.g_01022	Prar.g_01422
OG0000574	Syao.g_01021	Prar.g_01423
OG0000575	Syao.g_01000	Prar.g_01427
OG0000576	Syao.g_00996	Prar.g_01429
OG0000577	Syao.g_00995	Prar.g_01430
OG0000578	Syao.g_00994	Prar.g_01431
OG0000579	Syao.g_00993	Prar.g_01432
OG0000580	Syao.g_00992	Prar.g_01433
OG0000581	Syao.g_01059	Prar.g_01435
OG0000582	Syao.g_01204	Prar.g_01438
OG0000583	Syao.g_01205	Prar.g_01439
OG0000584	Syao.g_01206	Prar.g_01440
OG0000585	Syao.g_01054	Prar.g_01442
OG0000586	Syao.g_01055	Prar.g_01443
OG0000587	Syao.g_01057	Prar.g_01444
OG0000588	Syao.g_00406	Prar.g_01448
OG0000589	Syao.g_01342	Prar.g_01451
OG0000590	Syao.g_01341	Prar.g_01452
OG0000591	Syao.g_01330	Prar.g_01455
OG0000592	Syao.g_01329	Prar.g_01456
OG0000593	Syao.g_00890	Prar.g_01462
OG0000594	Syao.g_00891	Prar.g_01463
OG0000595	Syao.g_00892	Prar.g_01464
OG0000596	Syao.g_00897	Prar.g_01468
OG0000597	Syao.g_00900	Prar.g_01470
OG0000598	Syao.g_00901	Prar.g_01471
OG0000599	Syao.g_00908	Prar.g_01474
OG0000600	Syao.g_00909	Prar.g_01475
OG0000601	Syao.g_00910	Prar.g_01476
OG0000602	Syao.g_00914	Prar.g_01478
OG0000603	Syao.g_00915	Prar.g_01479
