Orthogroup	Syao	Prae
OG0000059	Syao.g_01959	Prae.g_01710
OG0000060	Syao.g_00312	Prae.g_01238
OG0000061	Syao.g_00123	Prae.g_01422, Prae.g_01163
OG0000063	Syao.g_02230	Prae.g_00033
OG0000065	Syao.g_02600	Prae.g_00106
OG0000066	Syao.g_01422	Prae.g_00514
OG0000067	Syao.g_00756	Prae.g_00806
OG0000068	Syao.g_00868, Syao.g_00036	Prae.g_01368
OG0000069	Syao.g_00313	Prae.g_01573
OG0000070	Syao.g_00330	Prae.g_00424
OG0000071	Syao.g_01433	Prae.g_01329
OG0000072	Syao.g_02509, Syao.g_01749	Prae.g_00174
OG0000073	Syao.g_00103	Prae.g_00473
OG0000075	Syao.g_02257	Prae.g_01791
OG0000076	Syao.g_01949	Prae.g_01815
OG0000079	Syao.g_00574, Syao.g_00010, Syao.g_00581, Syao.g_01145, Syao.g_02105	Prae.g_00255
OG0000082	Syao.g_01035	Prae.g_00559
OG0000084	Syao.g_02606	Prae.g_01455
OG0000085	Syao.g_01569	Prae.g_01616
OG0000086	Syao.g_02653, Syao.g_01240	Prae.g_00088
OG0000087	Syao.g_02555	Prae.g_00139
OG0000088	Syao.g_02503	Prae.g_00169
OG0000089	Syao.g_01716	Prae.g_00355
OG0000090	Syao.g_01412	Prae.g_00508
OG0000091	Syao.g_00902	Prae.g_00616
OG0000092	Syao.g_00656	Prae.g_00913
OG0000094	Syao.g_00458	Prae.g_01021
OG0000097	Syao.g_00973	Prae.g_01204
OG0000098	Syao.g_01374	Prae.g_01350
OG0000099	Syao.g_02019	Prae.g_01390
OG0000100	Syao.g_00787	Prae.g_01533
OG0000101	Syao.g_01840	Prae.g_01758
OG0000102	Syao.g_01945	Prae.g_01820
OG0000103	Syao.g_02340	Prae.g_01899
OG0000104	Syao.g_02157	Prae.g_01907
OG0000105	Syao.g_02071, Syao.g_02072	Prae.g_01440
OG0000106	Syao.g_01385	Prae.g_00370
OG0000107	Syao.g_01935	Prae.g_00385
OG0000108	Syao.g_00028	Prae.g_00454
OG0000109	Syao.g_00110	Prae.g_00468
OG0000110	Syao.g_01051	Prae.g_00549
OG0000111	Syao.g_00378	Prae.g_00673
OG0000112	Syao.g_00683, Syao.g_00303	Prae.g_00770
OG0000113	Syao.g_00782	Prae.g_00828
OG0000114	Syao.g_00965	Prae.g_00908
OG0000115	Syao.g_00065, Syao.g_01464	Prae.g_01102
OG0000116	Syao.g_00137	Prae.g_01153
OG0000117	Syao.g_00169	Prae.g_01263
OG0000118	Syao.g_01475	Prae.g_01341
OG0000120	Syao.g_02009	Prae.g_01389
OG0000121	Syao.g_01489	Prae.g_01461
OG0000122	Syao.g_01247	Prae.g_01499
OG0000123	Syao.g_01832	Prae.g_01766
OG0000124	Syao.g_02179	Prae.g_01831
OG0000125	Syao.g_02444	Prae.g_01867
OG0000126	Syao.g_02198	Prae.g_01906
OG0000128	Syao.g_02149	Prae.g_00011
OG0000129	Syao.g_02434	Prae.g_00046
OG0000130	Syao.g_02617	Prae.g_00069
OG0000131	Syao.g_02480	Prae.g_00148
OG0000132	Syao.g_02501	Prae.g_00167
OG0000133	Syao.g_00678	Prae.g_00323
OG0000134	Syao.g_01719	Prae.g_00356
OG0000135	Syao.g_00147	Prae.g_00382
OG0000136	Syao.g_01614, Syao.g_01613	Prae.g_00415
OG0000137	Syao.g_02682	Prae.g_00449
OG0000138	Syao.g_00108	Prae.g_00469
OG0000139	Syao.g_02005	Prae.g_00512
OG0000140	Syao.g_01373, Syao.g_01372	Prae.g_00513
OG0000141	Syao.g_01202	Prae.g_00581
OG0000142	Syao.g_00894	Prae.g_00609
OG0000143	Syao.g_00898	Prae.g_00613
OG0000145	Syao.g_00102	Prae.g_00766
OG0000146	Syao.g_00684, Syao.g_00304	Prae.g_00771
OG0000147	Syao.g_00305, Syao.g_00685	Prae.g_00772
OG0000148	Syao.g_00776	Prae.g_00822
OG0000149	Syao.g_00534	Prae.g_00852
OG0000150	Syao.g_01203	Prae.g_00860
OG0000151	Syao.g_00975	Prae.g_00918
OG0000152	Syao.g_00674	Prae.g_00964
OG0000153	Syao.g_00818, Syao.g_01176	Prae.g_00983
OG0000154	Syao.g_00447	Prae.g_01014
OG0000155	Syao.g_00178	Prae.g_01183
OG0000156	Syao.g_00151	Prae.g_01317
OG0000157	Syao.g_00152	Prae.g_01318
OG0000158	Syao.g_02267	Prae.g_01426
OG0000159	Syao.g_02276	Prae.g_01438
OG0000160	Syao.g_01488	Prae.g_01460
OG0000161	Syao.g_01494	Prae.g_01466
OG0000162	Syao.g_01515	Prae.g_01472
OG0000163	Syao.g_01745	Prae.g_01506
OG0000164	Syao.g_01663	Prae.g_01647
OG0000165	Syao.g_01655	Prae.g_01654
OG0000166	Syao.g_01790	Prae.g_01722
OG0000167	Syao.g_01960	Prae.g_01789
OG0000168	Syao.g_02128	Prae.g_01799
OG0000169	Syao.g_02139	Prae.g_01809
OG0000170	Syao.g_02148	Prae.g_01811
OG0000171	Syao.g_02181	Prae.g_01830
OG0000172	Syao.g_02170	Prae.g_01838
OG0000173	Syao.g_02212	Prae.g_01853
OG0000174	Syao.g_02364, Syao.g_02355	Prae.g_01881
OG0000175	Syao.g_02327, Syao.g_00308	Prae.g_01891
OG0000176	Syao.g_02165	Prae.g_00004
OG0000177	Syao.g_02156	Prae.g_00005
OG0000178	Syao.g_02155	Prae.g_00006
OG0000179	Syao.g_02250	Prae.g_00016
OG0000180	Syao.g_02249	Prae.g_00017
OG0000181	Syao.g_02248	Prae.g_00018
OG0000182	Syao.g_02247	Prae.g_00019
OG0000183	Syao.g_02243	Prae.g_00023
OG0000184	Syao.g_02423	Prae.g_00048
OG0000185	Syao.g_02410	Prae.g_00051
OG0000186	Syao.g_02613	Prae.g_00064
OG0000187	Syao.g_02615	Prae.g_00065
OG0000188	Syao.g_02637	Prae.g_00082
OG0000189	Syao.g_02672	Prae.g_00096
OG0000190	Syao.g_01015	Prae.g_00097
OG0000191	Syao.g_02573	Prae.g_00117
OG0000192	Syao.g_02579	Prae.g_00121
OG0000193	Syao.g_02481	Prae.g_00149
OG0000194	Syao.g_02484	Prae.g_00152
OG0000195	Syao.g_02486	Prae.g_00154
OG0000196	Syao.g_02498	Prae.g_00164
OG0000197	Syao.g_02499	Prae.g_00165
OG0000198	Syao.g_02500	Prae.g_00166
OG0000199	Syao.g_02508	Prae.g_00173
OG0000200	Syao.g_02524	Prae.g_00187
OG0000201	Syao.g_02540	Prae.g_00195
OG0000202	Syao.g_02454	Prae.g_00196
OG0000203	Syao.g_02455	Prae.g_00197
OG0000204	Syao.g_02456	Prae.g_00198
OG0000205	Syao.g_02464	Prae.g_00205
OG0000206	Syao.g_02469	Prae.g_00210
OG0000207	Syao.g_02471	Prae.g_00212
OG0000208	Syao.g_02472	Prae.g_00213
OG0000209	Syao.g_02394	Prae.g_00222
OG0000210	Syao.g_02395	Prae.g_00223
OG0000211	Syao.g_01700	Prae.g_00236
OG0000212	Syao.g_01710	Prae.g_00243
OG0000213	Syao.g_02098	Prae.g_00260
OG0000214	Syao.g_02081	Prae.g_00270
OG0000215	Syao.g_02050	Prae.g_00293
OG0000216	Syao.g_02045	Prae.g_00295
OG0000217	Syao.g_02041	Prae.g_00298
OG0000218	Syao.g_02039	Prae.g_00300
OG0000219	Syao.g_02038	Prae.g_00301
OG0000220	Syao.g_02037	Prae.g_00302
OG0000221	Syao.g_02034	Prae.g_00303
OG0000222	Syao.g_02023	Prae.g_00311
OG0000223	Syao.g_00291	Prae.g_00324
OG0000224	Syao.g_01973	Prae.g_00326
OG0000225	Syao.g_01751	Prae.g_00345
OG0000226	Syao.g_01758	Prae.g_00349
OG0000227	Syao.g_01760	Prae.g_00351
OG0000228	Syao.g_01715	Prae.g_00354
OG0000229	Syao.g_01736	Prae.g_00410
OG0000230	Syao.g_01738	Prae.g_00412
OG0000231	Syao.g_01513	Prae.g_00423
OG0000232	Syao.g_00057	Prae.g_00432
OG0000233	Syao.g_02698	Prae.g_00437
OG0000234	Syao.g_02680	Prae.g_00450
OG0000235	Syao.g_00029	Prae.g_00453
OG0000236	Syao.g_00111	Prae.g_00467
OG0000237	Syao.g_00166	Prae.g_00480
OG0000238	Syao.g_00161	Prae.g_00486
OG0000239	Syao.g_01398	Prae.g_00499
OG0000240	Syao.g_01399	Prae.g_00500
OG0000241	Syao.g_00887	Prae.g_00504
OG0000242	Syao.g_01410	Prae.g_00506
OG0000243	Syao.g_00873	Prae.g_00518
OG0000244	Syao.g_00865	Prae.g_00521
OG0000245	Syao.g_00863	Prae.g_00523
OG0000246	Syao.g_00859	Prae.g_00527
OG0000247	Syao.g_00847	Prae.g_00537
OG0000248	Syao.g_00844	Prae.g_00539
OG0000249	Syao.g_00842	Prae.g_00541
OG0000250	Syao.g_00835	Prae.g_00546
OG0000251	Syao.g_01026	Prae.g_00565
OG0000252	Syao.g_01020	Prae.g_00568
OG0000253	Syao.g_01003	Prae.g_00569
OG0000254	Syao.g_01053	Prae.g_00585
OG0000255	Syao.g_01009	Prae.g_00591
OG0000256	Syao.g_01328	Prae.g_00601
OG0000257	Syao.g_00884	Prae.g_00604
OG0000258	Syao.g_00907	Prae.g_00617
OG0000259	Syao.g_00933, Syao.g_00932	Prae.g_00634
OG0000260	Syao.g_00936	Prae.g_00637
OG0000261	Syao.g_00941	Prae.g_00639
OG0000262	Syao.g_00946	Prae.g_00643
OG0000263	Syao.g_00247	Prae.g_00655
OG0000264	Syao.g_00699	Prae.g_00665
OG0000265	Syao.g_00049	Prae.g_00711
OG0000266	Syao.g_00480	Prae.g_00721
OG0000267	Syao.g_00589	Prae.g_00732
OG0000268	Syao.g_00588	Prae.g_00733
OG0000269	Syao.g_00751	Prae.g_00801
OG0000270	Syao.g_00754	Prae.g_00804
OG0000271	Syao.g_00762	Prae.g_00812
OG0000272	Syao.g_00763	Prae.g_00813
OG0000273	Syao.g_00791	Prae.g_00836
OG0000274	Syao.g_00792	Prae.g_00837
OG0000275	Syao.g_00438	Prae.g_00839
OG0000276	Syao.g_00558	Prae.g_00844
OG0000277	Syao.g_00557	Prae.g_00845
OG0000278	Syao.g_00554	Prae.g_00848
OG0000279	Syao.g_00529	Prae.g_00855
OG0000280	Syao.g_00608	Prae.g_00856
OG0000281	Syao.g_01377	Prae.g_00861
OG0000282	Syao.g_00967	Prae.g_00910
OG0000283	Syao.g_00640	Prae.g_00941
OG0000284	Syao.g_00634	Prae.g_00946
OG0000285	Syao.g_00706	Prae.g_00951
OG0000286	Syao.g_00675	Prae.g_00963
OG0000287	Syao.g_00825	Prae.g_00980
OG0000288	Syao.g_00446	Prae.g_01013
OG0000289	Syao.g_00461	Prae.g_01024
OG0000290	Syao.g_00428	Prae.g_01037
OG0000291	Syao.g_00333	Prae.g_01039
OG0000292	Syao.g_02196	Prae.g_01090
OG0000293	Syao.g_00136	Prae.g_01154
OG0000294	Syao.g_00135	Prae.g_01155
OG0000295	Syao.g_00186	Prae.g_01175
OG0000296	Syao.g_00184	Prae.g_01177
OG0000299	Syao.g_00231	Prae.g_01203
OG0000301	Syao.g_00272, Syao.g_00273	Prae.g_01207
OG0000302	Syao.g_00271	Prae.g_01209
OG0000303	Syao.g_00262	Prae.g_01216
OG0000304	Syao.g_00256	Prae.g_01220
OG0000305	Syao.g_00388	Prae.g_01360
OG0000306	Syao.g_01216	Prae.g_01363
OG0000307	Syao.g_00045	Prae.g_01377
OG0000308	Syao.g_00047	Prae.g_01378
OG0000309	Syao.g_02705	Prae.g_01382
OG0000310	Syao.g_01530	Prae.g_01444
OG0000311	Syao.g_01533	Prae.g_01446
OG0000312	Syao.g_01538	Prae.g_01449
OG0000313	Syao.g_01491	Prae.g_01463
OG0000314	Syao.g_00078	Prae.g_01486
OG0000315	Syao.g_00088	Prae.g_01496
OG0000316	Syao.g_01602	Prae.g_01516
OG0000317	Syao.g_01560	Prae.g_01621
OG0000318	Syao.g_01553	Prae.g_01624
OG0000319	Syao.g_01678	Prae.g_01637
OG0000320	Syao.g_01676	Prae.g_01639
OG0000321	Syao.g_01675	Prae.g_01640
OG0000322	Syao.g_01674	Prae.g_01641
OG0000323	Syao.g_01661	Prae.g_01650
OG0000324	Syao.g_01630	Prae.g_01676
OG0000325	Syao.g_01936	Prae.g_01687
OG0000326	Syao.g_01918	Prae.g_01693
OG0000327	Syao.g_01795	Prae.g_01717
OG0000328	Syao.g_01794	Prae.g_01718
OG0000329	Syao.g_01776	Prae.g_01735
OG0000330	Syao.g_01775	Prae.g_01736
OG0000331	Syao.g_01774	Prae.g_01737
OG0000332	Syao.g_01813	Prae.g_01751
OG0000333	Syao.g_01810	Prae.g_01753
OG0000334	Syao.g_01836	Prae.g_01761
OG0000335	Syao.g_01831	Prae.g_01767
OG0000336	Syao.g_01827	Prae.g_01771
OG0000337	Syao.g_01968	Prae.g_01787
OG0000338	Syao.g_01962	Prae.g_01788
OG0000339	Syao.g_02259	Prae.g_01792
OG0000340	Syao.g_02129	Prae.g_01800
OG0000341	Syao.g_02131	Prae.g_01802
OG0000342	Syao.g_02132	Prae.g_01803
OG0000343	Syao.g_02133	Prae.g_01804
OG0000344	Syao.g_02137	Prae.g_01807
OG0000345	Syao.g_01953	Prae.g_01812
OG0000346	Syao.g_01948	Prae.g_01816
OG0000347	Syao.g_02178	Prae.g_01832
OG0000348	Syao.g_02166	Prae.g_01841
OG0000349	Syao.g_02219	Prae.g_01858
OG0000350	Syao.g_01925	Prae.g_01877
OG0000351	Syao.g_02331	Prae.g_01894
OG0000352	Syao.g_02332	Prae.g_01895
OG0000353	Syao.g_02160	Prae.g_01910
OG0000354	Syao.g_02252	Prae.g_00689
OG0000355	Syao.g_02162	Prae.g_00001
OG0000356	Syao.g_02163	Prae.g_00002
OG0000357	Syao.g_02164	Prae.g_00003
OG0000358	Syao.g_02154	Prae.g_00007
OG0000359	Syao.g_02152	Prae.g_00008
OG0000360	Syao.g_02151	Prae.g_00009
OG0000361	Syao.g_02150	Prae.g_00010
OG0000362	Syao.g_01954	Prae.g_00012
OG0000363	Syao.g_02255	Prae.g_00014
OG0000364	Syao.g_01558	Prae.g_00015
OG0000365	Syao.g_02246	Prae.g_00020
OG0000366	Syao.g_02245	Prae.g_00021
OG0000367	Syao.g_02244	Prae.g_00022
OG0000368	Syao.g_02242	Prae.g_00024
OG0000369	Syao.g_02241	Prae.g_00025
OG0000370	Syao.g_02240	Prae.g_00026
OG0000371	Syao.g_02231	Prae.g_00032
OG0000372	Syao.g_02226	Prae.g_00035
OG0000373	Syao.g_02225	Prae.g_00036
OG0000374	Syao.g_02224	Prae.g_00037
OG0000375	Syao.g_02223	Prae.g_00042
OG0000376	Syao.g_02221	Prae.g_00044
OG0000377	Syao.g_02429	Prae.g_00047
OG0000378	Syao.g_02414	Prae.g_00049
OG0000379	Syao.g_02409	Prae.g_00052
OG0000380	Syao.g_02616	Prae.g_00066
OG0000381	Syao.g_02618	Prae.g_00070
OG0000382	Syao.g_02636	Prae.g_00081
OG0000383	Syao.g_02643	Prae.g_00083
OG0000384	Syao.g_02644	Prae.g_00084
OG0000385	Syao.g_02645	Prae.g_00085
OG0000386	Syao.g_02646	Prae.g_00086
OG0000387	Syao.g_01019	Prae.g_00099
OG0000388	Syao.g_02596	Prae.g_00102
OG0000389	Syao.g_02599	Prae.g_00105
OG0000390	Syao.g_02567	Prae.g_00112
OG0000391	Syao.g_02572	Prae.g_00116
OG0000392	Syao.g_02578	Prae.g_00120
OG0000393	Syao.g_02581	Prae.g_00122
OG0000394	Syao.g_02582	Prae.g_00123
OG0000395	Syao.g_02583	Prae.g_00124
OG0000396	Syao.g_02586	Prae.g_00127
OG0000397	Syao.g_02542	Prae.g_00129
OG0000398	Syao.g_02547	Prae.g_00131
OG0000399	Syao.g_02548	Prae.g_00132
OG0000400	Syao.g_02549	Prae.g_00133
OG0000401	Syao.g_02550	Prae.g_00134
OG0000402	Syao.g_02552	Prae.g_00136
OG0000403	Syao.g_02553	Prae.g_00137
OG0000404	Syao.g_02554	Prae.g_00138
OG0000405	Syao.g_02478	Prae.g_00142
OG0000406	Syao.g_02482	Prae.g_00150
OG0000407	Syao.g_02483	Prae.g_00151
OG0000408	Syao.g_02485	Prae.g_00153
OG0000409	Syao.g_02487	Prae.g_00155
OG0000410	Syao.g_02488	Prae.g_00156
OG0000411	Syao.g_02489	Prae.g_00157
OG0000412	Syao.g_02490	Prae.g_00158
OG0000413	Syao.g_02492	Prae.g_00159
OG0000414	Syao.g_02493	Prae.g_00160
OG0000415	Syao.g_02494	Prae.g_00161
OG0000416	Syao.g_02495	Prae.g_00162
OG0000417	Syao.g_02497	Prae.g_00163
OG0000418	Syao.g_02502	Prae.g_00168
OG0000419	Syao.g_02504	Prae.g_00170
OG0000420	Syao.g_02506	Prae.g_00171
OG0000421	Syao.g_02510	Prae.g_00176
OG0000422	Syao.g_02511	Prae.g_00177
OG0000423	Syao.g_02512	Prae.g_00178
OG0000424	Syao.g_02513	Prae.g_00179
OG0000425	Syao.g_02514	Prae.g_00180
OG0000426	Syao.g_02515	Prae.g_00181
OG0000427	Syao.g_02516	Prae.g_00182
OG0000428	Syao.g_02519	Prae.g_00184
OG0000429	Syao.g_02522	Prae.g_00185
OG0000430	Syao.g_02523	Prae.g_00186
OG0000431	Syao.g_02526	Prae.g_00188
OG0000432	Syao.g_02532	Prae.g_00191
OG0000433	Syao.g_02534	Prae.g_00192
OG0000434	Syao.g_02535	Prae.g_00193
OG0000435	Syao.g_02538	Prae.g_00194
OG0000436	Syao.g_02458	Prae.g_00199
OG0000437	Syao.g_02459	Prae.g_00200
OG0000438	Syao.g_02460	Prae.g_00201
OG0000439	Syao.g_02462	Prae.g_00203
OG0000440	Syao.g_02463	Prae.g_00204
OG0000441	Syao.g_02466	Prae.g_00207
OG0000442	Syao.g_02467	Prae.g_00208
OG0000443	Syao.g_02468	Prae.g_00209
OG0000444	Syao.g_02473	Prae.g_00214
OG0000445	Syao.g_02474	Prae.g_00215
OG0000446	Syao.g_02476	Prae.g_00216
OG0000447	Syao.g_02383	Prae.g_00217
OG0000448	Syao.g_02384	Prae.g_00218
OG0000449	Syao.g_02385	Prae.g_00219
OG0000450	Syao.g_02391	Prae.g_00220
OG0000451	Syao.g_02392	Prae.g_00221
OG0000452	Syao.g_02396	Prae.g_00224
OG0000453	Syao.g_02397	Prae.g_00225
OG0000454	Syao.g_02398	Prae.g_00226
OG0000455	Syao.g_02399	Prae.g_00227
OG0000456	Syao.g_02400	Prae.g_00228
OG0000457	Syao.g_02402	Prae.g_00229
OG0000458	Syao.g_02403	Prae.g_00230
OG0000459	Syao.g_02404	Prae.g_00231
OG0000460	Syao.g_01702	Prae.g_00238
OG0000461	Syao.g_02119	Prae.g_00245
OG0000462	Syao.g_02116	Prae.g_00247
OG0000463	Syao.g_02115	Prae.g_00248
OG0000464	Syao.g_02114	Prae.g_00249
OG0000465	Syao.g_02112	Prae.g_00250
OG0000466	Syao.g_02107	Prae.g_00253
OG0000467	Syao.g_02106	Prae.g_00254
OG0000468	Syao.g_02102	Prae.g_00256
OG0000469	Syao.g_02087	Prae.g_00265
OG0000470	Syao.g_02085	Prae.g_00267
OG0000471	Syao.g_02084	Prae.g_00268
OG0000472	Syao.g_02082	Prae.g_00269
OG0000473	Syao.g_02080	Prae.g_00271
OG0000474	Syao.g_02079	Prae.g_00272
OG0000475	Syao.g_02078	Prae.g_00273
OG0000476	Syao.g_02076	Prae.g_00274
OG0000477	Syao.g_02069	Prae.g_00276
OG0000478	Syao.g_02068	Prae.g_00277
OG0000479	Syao.g_02067	Prae.g_00278
OG0000480	Syao.g_02060	Prae.g_00283
OG0000481	Syao.g_01012	Prae.g_00285
OG0000482	Syao.g_02058	Prae.g_00286
OG0000483	Syao.g_02054	Prae.g_00289
OG0000484	Syao.g_02053	Prae.g_00290
OG0000485	Syao.g_02052	Prae.g_00291
OG0000486	Syao.g_02051	Prae.g_00292
OG0000487	Syao.g_02044	Prae.g_00296
OG0000488	Syao.g_02040	Prae.g_00299
OG0000489	Syao.g_02033	Prae.g_00304
OG0000490	Syao.g_02025	Prae.g_00309
OG0000491	Syao.g_02024	Prae.g_00310
OG0000492	Syao.g_02022	Prae.g_00312
OG0000493	Syao.g_02021	Prae.g_00313
OG0000494	Syao.g_02020	Prae.g_00314
OG0000495	Syao.g_02018	Prae.g_00315
OG0000496	Syao.g_02017	Prae.g_00316
OG0000497	Syao.g_02016	Prae.g_00317
OG0000498	Syao.g_02015	Prae.g_00318
OG0000499	Syao.g_02014	Prae.g_00319
OG0000500	Syao.g_02013	Prae.g_00320
OG0000501	Syao.g_02010	Prae.g_00322
OG0000502	Syao.g_01974	Prae.g_00325
OG0000503	Syao.g_01877	Prae.g_00335
OG0000504	Syao.g_01875	Prae.g_00336
OG0000505	Syao.g_01874	Prae.g_00337
OG0000506	Syao.g_01872	Prae.g_00338
OG0000507	Syao.g_01866	Prae.g_00341
OG0000508	Syao.g_01750	Prae.g_00344
OG0000509	Syao.g_01755	Prae.g_00346
OG0000510	Syao.g_01756	Prae.g_00347
OG0000511	Syao.g_01757	Prae.g_00348
OG0000512	Syao.g_01759	Prae.g_00350
OG0000513	Syao.g_01720	Prae.g_00357
OG0000514	Syao.g_01727	Prae.g_00405
OG0000515	Syao.g_01728	Prae.g_00406
OG0000516	Syao.g_01730	Prae.g_00407
OG0000517	Syao.g_01735	Prae.g_00409
OG0000518	Syao.g_01621	Prae.g_00420
OG0000519	Syao.g_01622	Prae.g_00421
OG0000520	Syao.g_01512	Prae.g_00422
OG0000521	Syao.g_00061	Prae.g_00427
OG0000522	Syao.g_00059	Prae.g_00429
OG0000523	Syao.g_00058	Prae.g_00430
OG0000524	Syao.g_02699	Prae.g_00435
OG0000525	Syao.g_02691	Prae.g_00438
OG0000526	Syao.g_02688	Prae.g_00439
OG0000527	Syao.g_02684	Prae.g_00447
OG0000528	Syao.g_00031	Prae.g_00452
OG0000529	Syao.g_00027	Prae.g_00455
OG0000530	Syao.g_00122	Prae.g_00458
OG0000531	Syao.g_00121	Prae.g_00459
OG0000532	Syao.g_00118	Prae.g_00461
OG0000533	Syao.g_00116	Prae.g_00462
OG0000534	Syao.g_00115	Prae.g_00463
OG0000535	Syao.g_00114	Prae.g_00464
OG0000536	Syao.g_00113	Prae.g_00465
OG0000537	Syao.g_00112	Prae.g_00466
OG0000538	Syao.g_00100	Prae.g_00474
OG0000539	Syao.g_00099	Prae.g_00475
OG0000540	Syao.g_00098	Prae.g_00476
OG0000541	Syao.g_00097	Prae.g_00477
OG0000542	Syao.g_00167	Prae.g_00479
OG0000543	Syao.g_00165	Prae.g_00481
OG0000544	Syao.g_00164	Prae.g_00482
OG0000545	Syao.g_00162	Prae.g_00484
OG0000546	Syao.g_00160	Prae.g_00487
OG0000547	Syao.g_00158	Prae.g_00489
OG0000548	Syao.g_00157	Prae.g_00490
OG0000549	Syao.g_01391	Prae.g_00492
OG0000550	Syao.g_01396	Prae.g_00497
OG0000551	Syao.g_01401	Prae.g_00501
OG0000552	Syao.g_01402	Prae.g_00502
OG0000553	Syao.g_01404	Prae.g_00503
OG0000554	Syao.g_01413	Prae.g_00509
OG0000555	Syao.g_00875	Prae.g_00517
OG0000556	Syao.g_00871	Prae.g_00519
OG0000557	Syao.g_00866	Prae.g_00520
OG0000558	Syao.g_00864	Prae.g_00522
OG0000559	Syao.g_00860	Prae.g_00526
OG0000560	Syao.g_00857	Prae.g_00529
OG0000561	Syao.g_00856	Prae.g_00530
OG0000562	Syao.g_00855	Prae.g_00531
OG0000563	Syao.g_00854	Prae.g_00532
OG0000564	Syao.g_00853	Prae.g_00533
OG0000565	Syao.g_00849	Prae.g_00536
OG0000566	Syao.g_00845	Prae.g_00538
OG0000567	Syao.g_00841	Prae.g_00542
OG0000568	Syao.g_00839	Prae.g_00543
OG0000569	Syao.g_00838	Prae.g_00544
OG0000570	Syao.g_00837	Prae.g_00545
OG0000571	Syao.g_00834	Prae.g_00547
OG0000572	Syao.g_01033	Prae.g_00560
OG0000573	Syao.g_01022	Prae.g_00566
OG0000574	Syao.g_01021	Prae.g_00567
OG0000575	Syao.g_01000	Prae.g_00571
OG0000576	Syao.g_00996	Prae.g_00573
OG0000577	Syao.g_00995	Prae.g_00574
OG0000578	Syao.g_00994	Prae.g_00575
OG0000579	Syao.g_00993	Prae.g_00576
OG0000580	Syao.g_00992	Prae.g_00577
OG0000581	Syao.g_01059	Prae.g_00579
OG0000582	Syao.g_01204	Prae.g_00582
OG0000583	Syao.g_01205	Prae.g_00583
OG0000584	Syao.g_01206	Prae.g_00584
OG0000585	Syao.g_01054	Prae.g_00586
OG0000586	Syao.g_01055	Prae.g_00587
OG0000587	Syao.g_01057	Prae.g_00588
OG0000588	Syao.g_00406	Prae.g_00592
OG0000589	Syao.g_01342	Prae.g_00595
OG0000590	Syao.g_01341	Prae.g_00596
OG0000591	Syao.g_01330	Prae.g_00599
OG0000592	Syao.g_01329	Prae.g_00600
OG0000593	Syao.g_00890	Prae.g_00606
OG0000594	Syao.g_00891	Prae.g_00607
OG0000595	Syao.g_00892	Prae.g_00608
OG0000596	Syao.g_00897	Prae.g_00612
OG0000597	Syao.g_00900	Prae.g_00614
OG0000598	Syao.g_00901	Prae.g_00615
OG0000599	Syao.g_00908	Prae.g_00618
OG0000600	Syao.g_00909	Prae.g_00619
