Orthogroup	Syao	Prbb
OG0000059	Syao.g_01959	Prbb.g_01946
OG0000060	Syao.g_00312	Prbb.g_01153
OG0000061	Syao.g_00123	Prbb.g_01517, Prbb.g_00874
OG0000063	Syao.g_02230	Prbb.g_01921
OG0000065	Syao.g_02600	Prbb.g_00162
OG0000066	Syao.g_01422	Prbb.g_00542
OG0000067	Syao.g_00756	Prbb.g_00783
OG0000068	Syao.g_00868, Syao.g_00036	Prbb.g_01639
OG0000069	Syao.g_00313	Prbb.g_01324, Prbb.g_01729
OG0000070	Syao.g_00330	Prbb.g_00455
OG0000071	Syao.g_01433	Prbb.g_01586
OG0000072	Syao.g_02509, Syao.g_01749	Prbb.g_00228
OG0000073	Syao.g_00103	Prbb.g_00503
OG0000075	Syao.g_02257	Prbb.g_02036
OG0000076	Syao.g_01949	Prbb.g_02061
OG0000077	Syao.g_02629	Prbb.g_00133
OG0000079	Syao.g_00574, Syao.g_00010, Syao.g_00581, Syao.g_01145, Syao.g_02105	Prbb.g_00308
OG0000082	Syao.g_01035	Prbb.g_01882
OG0000084	Syao.g_02606	Prbb.g_01683
OG0000085	Syao.g_01569	Prbb.g_01816
OG0000086	Syao.g_02653, Syao.g_01240	Prbb.g_00143
OG0000087	Syao.g_02555	Prbb.g_00196
OG0000088	Syao.g_02503	Prbb.g_00223
OG0000089	Syao.g_01716	Prbb.g_00416
OG0000090	Syao.g_01412	Prbb.g_00536
OG0000091	Syao.g_00902	Prbb.g_00643
OG0000092	Syao.g_00656	Prbb.g_00937
OG0000097	Syao.g_00973	Prbb.g_01470
OG0000098	Syao.g_01374	Prbb.g_01608
OG0000099	Syao.g_02019	Prbb.g_00388
OG0000100	Syao.g_00787	Prbb.g_01763
OG0000101	Syao.g_01840	Prbb.g_02001
OG0000102	Syao.g_01945	Prbb.g_02066
OG0000103	Syao.g_02340	Prbb.g_02174
OG0000104	Syao.g_02157	Prbb.g_02185
OG0000105	Syao.g_02071, Syao.g_02072	Prbb.g_00327
OG0000106	Syao.g_01385	Prbb.g_01197, Prbb.g_01329
OG0000107	Syao.g_01935	Prbb.g_01923
OG0000108	Syao.g_00028	Prbb.g_00484, Prbb.g_00485
OG0000109	Syao.g_00110	Prbb.g_00498
OG0000110	Syao.g_01051	Prbb.g_00578
OG0000111	Syao.g_00378	Prbb.g_00707
OG0000112	Syao.g_00683, Syao.g_00303	Prbb.g_00983
OG0000113	Syao.g_00782	Prbb.g_00807, Prbb.g_01218
OG0000114	Syao.g_00965	Prbb.g_00932
OG0000115	Syao.g_00065, Syao.g_01464	Prbb.g_01780
OG0000116	Syao.g_00137	Prbb.g_01528
OG0000117	Syao.g_00169	Prbb.g_01399
OG0000118	Syao.g_01475	Prbb.g_01598
OG0000120	Syao.g_02009	Prbb.g_00678
OG0000121	Syao.g_01489	Prbb.g_01688
OG0000122	Syao.g_01247	Prbb.g_01727
OG0000123	Syao.g_01832	Prbb.g_02008
OG0000124	Syao.g_02179	Prbb.g_02079
OG0000125	Syao.g_02444	Prbb.g_02131
OG0000126	Syao.g_02198	Prbb.g_02183
OG0000128	Syao.g_02149	Prbb.g_00012
OG0000129	Syao.g_02434	Prbb.g_00059
OG0000130	Syao.g_02617	Prbb.g_00124
OG0000131	Syao.g_02480	Prbb.g_00202
OG0000132	Syao.g_02501	Prbb.g_00221
OG0000133	Syao.g_00678	Prbb.g_00373
OG0000134	Syao.g_01719	Prbb.g_00418
OG0000135	Syao.g_00147	Prbb.g_01326
OG0000136	Syao.g_01614, Syao.g_01613	Prbb.g_00446
OG0000137	Syao.g_02682	Prbb.g_00478
OG0000138	Syao.g_00108	Prbb.g_00499
OG0000139	Syao.g_02005	Prbb.g_00540
OG0000140	Syao.g_01373, Syao.g_01372	Prbb.g_00541
OG0000141	Syao.g_01202	Prbb.g_00608
OG0000142	Syao.g_00894	Prbb.g_00636
OG0000143	Syao.g_00898	Prbb.g_00640
OG0000145	Syao.g_00102	Prbb.g_01099
OG0000146	Syao.g_00684, Syao.g_00304	Prbb.g_00982
OG0000147	Syao.g_00305, Syao.g_00685	Prbb.g_00981
OG0000148	Syao.g_00776	Prbb.g_00801
OG0000149	Syao.g_00534	Prbb.g_00832
OG0000150	Syao.g_01203	Prbb.g_00840
OG0000151	Syao.g_00975	Prbb.g_00943
OG0000152	Syao.g_00674	Prbb.g_00991
OG0000153	Syao.g_00818, Syao.g_01176	Prbb.g_01009
OG0000154	Syao.g_00447	Prbb.g_01040
OG0000155	Syao.g_00178	Prbb.g_01495
OG0000156	Syao.g_00151	Prbb.g_01575
OG0000157	Syao.g_00152	Prbb.g_01576
OG0000158	Syao.g_02267	Prbb.g_02044
OG0000159	Syao.g_02276	Prbb.g_02093
OG0000160	Syao.g_01488	Prbb.g_01687
OG0000161	Syao.g_01494	Prbb.g_01693
OG0000162	Syao.g_01515	Prbb.g_01699
OG0000163	Syao.g_01745	Prbb.g_01735
OG0000164	Syao.g_01663	Prbb.g_01845
OG0000165	Syao.g_01655	Prbb.g_01853
OG0000166	Syao.g_01790	Prbb.g_01964
OG0000167	Syao.g_01960	Prbb.g_02034
OG0000168	Syao.g_02128	Prbb.g_02045
OG0000169	Syao.g_02139	Prbb.g_02055
OG0000170	Syao.g_02148	Prbb.g_02057
OG0000171	Syao.g_02181	Prbb.g_02078
OG0000172	Syao.g_02170	Prbb.g_02101
OG0000173	Syao.g_02212	Prbb.g_02116
OG0000174	Syao.g_02364, Syao.g_02355	Prbb.g_02147
OG0000175	Syao.g_02327, Syao.g_00308	Prbb.g_02165
OG0000176	Syao.g_02165	Prbb.g_00004
OG0000177	Syao.g_02156	Prbb.g_00005
OG0000178	Syao.g_02155	Prbb.g_00007, Prbb.g_00006
OG0000179	Syao.g_02250	Prbb.g_00017
OG0000180	Syao.g_02249	Prbb.g_00018
OG0000181	Syao.g_02248	Prbb.g_00019
OG0000182	Syao.g_02247	Prbb.g_00020
OG0000183	Syao.g_02243	Prbb.g_00024
OG0000184	Syao.g_02423	Prbb.g_00061
OG0000185	Syao.g_02410	Prbb.g_00064
OG0000186	Syao.g_02613	Prbb.g_00119
OG0000187	Syao.g_02615	Prbb.g_00120
OG0000188	Syao.g_02637	Prbb.g_00137
OG0000189	Syao.g_02672	Prbb.g_00151
OG0000190	Syao.g_01015	Prbb.g_00152
OG0000191	Syao.g_02573	Prbb.g_00175
OG0000192	Syao.g_02579	Prbb.g_00179
OG0000193	Syao.g_02481	Prbb.g_00203
OG0000194	Syao.g_02484	Prbb.g_00206
OG0000195	Syao.g_02486	Prbb.g_00208
OG0000196	Syao.g_02498	Prbb.g_00218
OG0000197	Syao.g_02499	Prbb.g_00219
OG0000198	Syao.g_02500	Prbb.g_00220
OG0000199	Syao.g_02508	Prbb.g_00227
OG0000200	Syao.g_02524	Prbb.g_00240
OG0000201	Syao.g_02540	Prbb.g_00249
OG0000202	Syao.g_02454	Prbb.g_00250
OG0000203	Syao.g_02455	Prbb.g_00251
OG0000204	Syao.g_02456	Prbb.g_00252
OG0000205	Syao.g_02464	Prbb.g_00259
OG0000206	Syao.g_02469	Prbb.g_00263
OG0000207	Syao.g_02471	Prbb.g_00265
OG0000208	Syao.g_02472	Prbb.g_00266
OG0000209	Syao.g_02394	Prbb.g_00275
OG0000210	Syao.g_02395	Prbb.g_00276
OG0000211	Syao.g_01700	Prbb.g_00290
OG0000212	Syao.g_01710	Prbb.g_00298
OG0000213	Syao.g_02098	Prbb.g_00313
OG0000214	Syao.g_02081	Prbb.g_00321
OG0000215	Syao.g_02050	Prbb.g_00344
OG0000216	Syao.g_02045	Prbb.g_00345
OG0000217	Syao.g_02041	Prbb.g_00348
OG0000218	Syao.g_02039	Prbb.g_00350
OG0000219	Syao.g_02038	Prbb.g_00351
OG0000220	Syao.g_02037	Prbb.g_00352
OG0000221	Syao.g_02034	Prbb.g_00353
OG0000222	Syao.g_02023	Prbb.g_00361
OG0000223	Syao.g_00291	Prbb.g_00374
OG0000224	Syao.g_01973	Prbb.g_00376
OG0000225	Syao.g_01751	Prbb.g_00405
OG0000226	Syao.g_01758	Prbb.g_00409
OG0000227	Syao.g_01760	Prbb.g_00411
OG0000228	Syao.g_01715	Prbb.g_00415
OG0000229	Syao.g_01736	Prbb.g_00441
OG0000230	Syao.g_01738	Prbb.g_00443
OG0000231	Syao.g_01513	Prbb.g_00454
OG0000232	Syao.g_00057	Prbb.g_00462
OG0000233	Syao.g_02698	Prbb.g_00470
OG0000234	Syao.g_02680	Prbb.g_00479
OG0000235	Syao.g_00029	Prbb.g_00483
OG0000236	Syao.g_00111	Prbb.g_00497
OG0000237	Syao.g_00166	Prbb.g_00510
OG0000238	Syao.g_00161	Prbb.g_00516
OG0000239	Syao.g_01398	Prbb.g_00528
OG0000240	Syao.g_01399	Prbb.g_00529
OG0000241	Syao.g_00887	Prbb.g_00533
OG0000242	Syao.g_01410	Prbb.g_00535
OG0000243	Syao.g_00873	Prbb.g_00546
OG0000244	Syao.g_00865	Prbb.g_00550
OG0000245	Syao.g_00863	Prbb.g_00552
OG0000246	Syao.g_00859	Prbb.g_00556
OG0000247	Syao.g_00847	Prbb.g_00566
OG0000248	Syao.g_00844	Prbb.g_00568
OG0000249	Syao.g_00842	Prbb.g_00570
OG0000250	Syao.g_00835	Prbb.g_00575
OG0000251	Syao.g_01026	Prbb.g_00591
OG0000252	Syao.g_01020	Prbb.g_00593
OG0000253	Syao.g_01003	Prbb.g_00595
OG0000254	Syao.g_01053	Prbb.g_00612
OG0000255	Syao.g_01009	Prbb.g_00618
OG0000256	Syao.g_01328	Prbb.g_00628
OG0000257	Syao.g_00884	Prbb.g_00631
OG0000258	Syao.g_00907	Prbb.g_00644
OG0000259	Syao.g_00933, Syao.g_00932	Prbb.g_00661
OG0000260	Syao.g_00936	Prbb.g_00665
OG0000261	Syao.g_00941	Prbb.g_00668
OG0000262	Syao.g_00946	Prbb.g_00673
OG0000263	Syao.g_00247	Prbb.g_00686
OG0000264	Syao.g_00699	Prbb.g_00697, Prbb.g_00698
OG0000265	Syao.g_00049	Prbb.g_00713
OG0000266	Syao.g_00480	Prbb.g_00723
OG0000267	Syao.g_00589	Prbb.g_00736
OG0000268	Syao.g_00588	Prbb.g_00737
OG0000269	Syao.g_00751	Prbb.g_00778
OG0000270	Syao.g_00754	Prbb.g_00781
OG0000271	Syao.g_00762	Prbb.g_00789
OG0000272	Syao.g_00763	Prbb.g_00790
OG0000273	Syao.g_00791	Prbb.g_00814
OG0000274	Syao.g_00792	Prbb.g_00815
OG0000275	Syao.g_00438	Prbb.g_00817
OG0000276	Syao.g_00558	Prbb.g_00823
OG0000277	Syao.g_00557	Prbb.g_00824
OG0000278	Syao.g_00554	Prbb.g_00828
OG0000279	Syao.g_00529	Prbb.g_00835
OG0000280	Syao.g_00608	Prbb.g_01370
OG0000281	Syao.g_01377	Prbb.g_00841
OG0000282	Syao.g_00967	Prbb.g_00934
OG0000283	Syao.g_00640	Prbb.g_00965
OG0000284	Syao.g_00634	Prbb.g_00970
OG0000285	Syao.g_00706	Prbb.g_00975
OG0000286	Syao.g_00675	Prbb.g_00990
OG0000287	Syao.g_00825	Prbb.g_00101
OG0000288	Syao.g_00446	Prbb.g_01039
OG0000289	Syao.g_00461	Prbb.g_01051
OG0000290	Syao.g_00428	Prbb.g_01067
OG0000291	Syao.g_00333	Prbb.g_01069
OG0000292	Syao.g_02196	Prbb.g_01238
OG0000293	Syao.g_00136	Prbb.g_01527
OG0000294	Syao.g_00135	Prbb.g_01526
OG0000295	Syao.g_00186	Prbb.g_01502
OG0000296	Syao.g_00184	Prbb.g_01500
OG0000299	Syao.g_00231	Prbb.g_01471
OG0000301	Syao.g_00272, Syao.g_00273	Prbb.g_01467
OG0000302	Syao.g_00271	Prbb.g_01464
OG0000303	Syao.g_00262	Prbb.g_01459
OG0000304	Syao.g_00256	Prbb.g_01456
OG0000305	Syao.g_00388	Prbb.g_01789
OG0000306	Syao.g_01216	Prbb.g_00845
OG0000307	Syao.g_00045	Prbb.g_01648
OG0000308	Syao.g_00047	Prbb.g_01649
OG0000309	Syao.g_02705	Prbb.g_01653
OG0000310	Syao.g_01530	Prbb.g_01671
OG0000311	Syao.g_01533	Prbb.g_01673
OG0000312	Syao.g_01538	Prbb.g_01676
OG0000313	Syao.g_01491	Prbb.g_01690
OG0000314	Syao.g_00078	Prbb.g_01711
OG0000315	Syao.g_00088	Prbb.g_01721
OG0000316	Syao.g_01602	Prbb.g_01746
OG0000317	Syao.g_01560	Prbb.g_01821
OG0000318	Syao.g_01553	Prbb.g_01824
OG0000319	Syao.g_01678	Prbb.g_01835
OG0000320	Syao.g_01676	Prbb.g_01837
OG0000321	Syao.g_01675	Prbb.g_01838
OG0000322	Syao.g_01674	Prbb.g_01839
OG0000323	Syao.g_01661	Prbb.g_01848
OG0000324	Syao.g_01630	Prbb.g_01875
OG0000325	Syao.g_01936	Prbb.g_01924
OG0000326	Syao.g_01918	Prbb.g_01930
OG0000327	Syao.g_01795	Prbb.g_01959
OG0000328	Syao.g_01794	Prbb.g_01960
OG0000329	Syao.g_01776	Prbb.g_01977
OG0000330	Syao.g_01775	Prbb.g_01978
OG0000331	Syao.g_01774	Prbb.g_01979
OG0000332	Syao.g_01813	Prbb.g_01993
OG0000333	Syao.g_01810	Prbb.g_01995
OG0000334	Syao.g_01836	Prbb.g_02004
OG0000335	Syao.g_01831	Prbb.g_02009
OG0000336	Syao.g_01827	Prbb.g_02013
OG0000337	Syao.g_01968	Prbb.g_02031
OG0000338	Syao.g_01962	Prbb.g_02032
OG0000339	Syao.g_02259	Prbb.g_02037
OG0000340	Syao.g_02129	Prbb.g_02046
OG0000341	Syao.g_02131	Prbb.g_02048
OG0000342	Syao.g_02132	Prbb.g_02049
OG0000343	Syao.g_02133	Prbb.g_02050
OG0000344	Syao.g_02137	Prbb.g_02053
OG0000345	Syao.g_01953	Prbb.g_02058
OG0000346	Syao.g_01948	Prbb.g_02062
OG0000347	Syao.g_02178	Prbb.g_02082
OG0000348	Syao.g_02166	Prbb.g_02104
OG0000349	Syao.g_02219	Prbb.g_02122
OG0000350	Syao.g_01925	Prbb.g_02143
OG0000351	Syao.g_02331	Prbb.g_02168
OG0000352	Syao.g_02332	Prbb.g_02169
OG0000353	Syao.g_02160	Prbb.g_02188
OG0000355	Syao.g_02162	Prbb.g_00001
OG0000356	Syao.g_02163	Prbb.g_00002
OG0000357	Syao.g_02164	Prbb.g_00003
OG0000358	Syao.g_02154	Prbb.g_00008
OG0000359	Syao.g_02152	Prbb.g_00009
OG0000360	Syao.g_02151	Prbb.g_00010
OG0000361	Syao.g_02150	Prbb.g_00011
OG0000362	Syao.g_01954	Prbb.g_00013
OG0000363	Syao.g_02255	Prbb.g_00015
OG0000364	Syao.g_01558	Prbb.g_00016
OG0000365	Syao.g_02246	Prbb.g_00021
OG0000366	Syao.g_02245	Prbb.g_00022
OG0000367	Syao.g_02244	Prbb.g_00023
OG0000368	Syao.g_02242	Prbb.g_00025
OG0000369	Syao.g_02241	Prbb.g_00026
OG0000370	Syao.g_02240	Prbb.g_00027
OG0000371	Syao.g_02231	Prbb.g_00033
OG0000372	Syao.g_02226	Prbb.g_00035
OG0000373	Syao.g_02225	Prbb.g_00036
OG0000374	Syao.g_02224	Prbb.g_00037
OG0000375	Syao.g_02223	Prbb.g_00055
OG0000376	Syao.g_02221	Prbb.g_00057
OG0000377	Syao.g_02429	Prbb.g_00060
OG0000378	Syao.g_02414	Prbb.g_00062
OG0000379	Syao.g_02409	Prbb.g_00065
OG0000380	Syao.g_02616	Prbb.g_00121
OG0000381	Syao.g_02618	Prbb.g_00125
OG0000382	Syao.g_02636	Prbb.g_00136
OG0000383	Syao.g_02643	Prbb.g_00138
OG0000384	Syao.g_02644	Prbb.g_00139
OG0000385	Syao.g_02645	Prbb.g_00140
OG0000386	Syao.g_02646	Prbb.g_00141
OG0000387	Syao.g_01019	Prbb.g_00154
OG0000388	Syao.g_02596	Prbb.g_00158
OG0000389	Syao.g_02599	Prbb.g_00161
OG0000390	Syao.g_02567	Prbb.g_00170
OG0000391	Syao.g_02572	Prbb.g_00174
OG0000392	Syao.g_02578	Prbb.g_00177
OG0000393	Syao.g_02581	Prbb.g_00180
OG0000394	Syao.g_02582	Prbb.g_00181
OG0000395	Syao.g_02583	Prbb.g_00182
OG0000396	Syao.g_02586	Prbb.g_00185
OG0000397	Syao.g_02542	Prbb.g_00187
OG0000398	Syao.g_02547	Prbb.g_00190
OG0000399	Syao.g_02548	Prbb.g_00191
OG0000400	Syao.g_02549	Prbb.g_00192
OG0000401	Syao.g_02550	Prbb.g_00193
OG0000402	Syao.g_02552	Prbb.g_01101
OG0000403	Syao.g_02553	Prbb.g_00194
OG0000404	Syao.g_02554	Prbb.g_00195
OG0000405	Syao.g_02478	Prbb.g_00200
OG0000406	Syao.g_02482	Prbb.g_00204
OG0000407	Syao.g_02483	Prbb.g_00205
OG0000408	Syao.g_02485	Prbb.g_00207
OG0000409	Syao.g_02487	Prbb.g_00209
OG0000410	Syao.g_02488	Prbb.g_00210
OG0000411	Syao.g_02489	Prbb.g_00211
OG0000412	Syao.g_02490	Prbb.g_00212
OG0000413	Syao.g_02492	Prbb.g_00213
OG0000414	Syao.g_02493	Prbb.g_00214
OG0000415	Syao.g_02494	Prbb.g_00215
OG0000416	Syao.g_02495	Prbb.g_00216
OG0000417	Syao.g_02497	Prbb.g_00217
OG0000418	Syao.g_02502	Prbb.g_00222
OG0000419	Syao.g_02504	Prbb.g_00224
OG0000420	Syao.g_02506	Prbb.g_00225
OG0000421	Syao.g_02510	Prbb.g_00229
OG0000422	Syao.g_02511	Prbb.g_00230
OG0000423	Syao.g_02512	Prbb.g_00231
OG0000424	Syao.g_02513	Prbb.g_00232
OG0000425	Syao.g_02514	Prbb.g_00233
OG0000426	Syao.g_02515	Prbb.g_00234
OG0000427	Syao.g_02516	Prbb.g_00235
OG0000428	Syao.g_02519	Prbb.g_00237
OG0000429	Syao.g_02522	Prbb.g_00238
OG0000430	Syao.g_02523	Prbb.g_00239
OG0000431	Syao.g_02526	Prbb.g_00241
OG0000432	Syao.g_02532	Prbb.g_00245
OG0000433	Syao.g_02534	Prbb.g_00246
OG0000434	Syao.g_02535	Prbb.g_00247
OG0000435	Syao.g_02538	Prbb.g_00248
OG0000436	Syao.g_02458	Prbb.g_00253
OG0000437	Syao.g_02459	Prbb.g_00254
OG0000438	Syao.g_02460	Prbb.g_00255
OG0000439	Syao.g_02462	Prbb.g_00257
OG0000440	Syao.g_02463	Prbb.g_00258
OG0000441	Syao.g_02466	Prbb.g_00260
OG0000442	Syao.g_02467	Prbb.g_00261
OG0000443	Syao.g_02468	Prbb.g_00262
OG0000444	Syao.g_02473	Prbb.g_00267
OG0000445	Syao.g_02474	Prbb.g_00268
OG0000446	Syao.g_02476	Prbb.g_00269
OG0000447	Syao.g_02383	Prbb.g_00270
OG0000448	Syao.g_02384	Prbb.g_00271
OG0000449	Syao.g_02385	Prbb.g_00272
OG0000450	Syao.g_02391	Prbb.g_00273
OG0000451	Syao.g_02392	Prbb.g_00274
OG0000452	Syao.g_02396	Prbb.g_00277
OG0000453	Syao.g_02397	Prbb.g_00278
OG0000454	Syao.g_02398	Prbb.g_00279
OG0000455	Syao.g_02399	Prbb.g_00280
OG0000456	Syao.g_02400	Prbb.g_00281
OG0000457	Syao.g_02402	Prbb.g_00282
OG0000458	Syao.g_02403	Prbb.g_00283
OG0000459	Syao.g_02404	Prbb.g_00284
OG0000460	Syao.g_01702	Prbb.g_00292
OG0000461	Syao.g_02119	Prbb.g_00300
OG0000462	Syao.g_02116	Prbb.g_00302
OG0000463	Syao.g_02115	Prbb.g_00303
OG0000464	Syao.g_02114	Prbb.g_00304
OG0000465	Syao.g_02112	Prbb.g_00305
OG0000466	Syao.g_02107	Prbb.g_00306
OG0000467	Syao.g_02106	Prbb.g_00307
OG0000468	Syao.g_02102	Prbb.g_00309
OG0000469	Syao.g_02087	Prbb.g_00316
OG0000470	Syao.g_02085	Prbb.g_00318
OG0000471	Syao.g_02084	Prbb.g_00319
OG0000472	Syao.g_02082	Prbb.g_00320
OG0000473	Syao.g_02080	Prbb.g_00322
OG0000474	Syao.g_02079	Prbb.g_00323
OG0000475	Syao.g_02078	Prbb.g_00324
OG0000476	Syao.g_02076	Prbb.g_00326
OG0000477	Syao.g_02069	Prbb.g_00328
OG0000478	Syao.g_02068	Prbb.g_00329
OG0000479	Syao.g_02067	Prbb.g_00330
OG0000480	Syao.g_02060	Prbb.g_00334
OG0000481	Syao.g_01012	Prbb.g_00336
OG0000482	Syao.g_02058	Prbb.g_00337
OG0000483	Syao.g_02054	Prbb.g_00340
OG0000484	Syao.g_02053	Prbb.g_00341
OG0000485	Syao.g_02052	Prbb.g_00342
OG0000486	Syao.g_02051	Prbb.g_00343
OG0000487	Syao.g_02044	Prbb.g_00346
OG0000488	Syao.g_02040	Prbb.g_00349
OG0000489	Syao.g_02033	Prbb.g_00354
OG0000490	Syao.g_02025	Prbb.g_00359
OG0000491	Syao.g_02024	Prbb.g_00360
OG0000492	Syao.g_02022	Prbb.g_00362
OG0000493	Syao.g_02021	Prbb.g_00363
OG0000494	Syao.g_02020	Prbb.g_00364
OG0000495	Syao.g_02018	Prbb.g_00365
OG0000496	Syao.g_02017	Prbb.g_00366
OG0000497	Syao.g_02016	Prbb.g_00367
OG0000498	Syao.g_02015	Prbb.g_00368
OG0000499	Syao.g_02014	Prbb.g_00369
OG0000500	Syao.g_02013	Prbb.g_00370
OG0000501	Syao.g_02010	Prbb.g_00372
OG0000502	Syao.g_01974	Prbb.g_00375
OG0000503	Syao.g_01877	Prbb.g_00394
OG0000504	Syao.g_01875	Prbb.g_00396
OG0000505	Syao.g_01874	Prbb.g_00397
OG0000506	Syao.g_01872	Prbb.g_00398
OG0000507	Syao.g_01866	Prbb.g_00401
OG0000508	Syao.g_01750	Prbb.g_00404
OG0000509	Syao.g_01755	Prbb.g_00406
OG0000510	Syao.g_01756	Prbb.g_00407
OG0000511	Syao.g_01757	Prbb.g_00408
OG0000512	Syao.g_01759	Prbb.g_00410
OG0000513	Syao.g_01720	Prbb.g_00419
OG0000514	Syao.g_01727	Prbb.g_00436
OG0000515	Syao.g_01728	Prbb.g_00437
OG0000516	Syao.g_01730	Prbb.g_00438
OG0000517	Syao.g_01735	Prbb.g_00440
OG0000518	Syao.g_01621	Prbb.g_00451
OG0000519	Syao.g_01622	Prbb.g_00452
OG0000520	Syao.g_01512	Prbb.g_00453
OG0000521	Syao.g_00061	Prbb.g_00458
OG0000522	Syao.g_00059	Prbb.g_00460
OG0000523	Syao.g_00058	Prbb.g_00461
OG0000524	Syao.g_02699	Prbb.g_00468
OG0000525	Syao.g_02691	Prbb.g_00472
OG0000526	Syao.g_02688	Prbb.g_00473
OG0000527	Syao.g_02684	Prbb.g_00476
OG0000528	Syao.g_00031	Prbb.g_00482
OG0000529	Syao.g_00027	Prbb.g_00486
OG0000530	Syao.g_00122	Prbb.g_00489
OG0000531	Syao.g_00121	Prbb.g_00490
OG0000532	Syao.g_00118	Prbb.g_00491
OG0000533	Syao.g_00116	Prbb.g_00492
OG0000534	Syao.g_00115	Prbb.g_00493
OG0000535	Syao.g_00114	Prbb.g_00494
OG0000536	Syao.g_00113	Prbb.g_00495
OG0000537	Syao.g_00112	Prbb.g_00496
OG0000538	Syao.g_00100	Prbb.g_00504
OG0000539	Syao.g_00099	Prbb.g_00505
OG0000540	Syao.g_00098	Prbb.g_00506
OG0000541	Syao.g_00097	Prbb.g_00507
OG0000542	Syao.g_00167	Prbb.g_00509
OG0000543	Syao.g_00165	Prbb.g_00511
OG0000544	Syao.g_00164	Prbb.g_00512
OG0000545	Syao.g_00162	Prbb.g_00514
OG0000546	Syao.g_00160	Prbb.g_00517
OG0000547	Syao.g_00158	Prbb.g_00519
OG0000548	Syao.g_00157	Prbb.g_00520
OG0000549	Syao.g_01391	Prbb.g_00523
OG0000550	Syao.g_01396	Prbb.g_00527
OG0000551	Syao.g_01401	Prbb.g_00530
OG0000552	Syao.g_01402	Prbb.g_00531
OG0000553	Syao.g_01404	Prbb.g_00532
OG0000554	Syao.g_01413	Prbb.g_00537
OG0000555	Syao.g_00875	Prbb.g_00545
OG0000556	Syao.g_00871	Prbb.g_00547
OG0000557	Syao.g_00866	Prbb.g_00548
OG0000558	Syao.g_00864	Prbb.g_00551
OG0000559	Syao.g_00860	Prbb.g_00555
OG0000560	Syao.g_00857	Prbb.g_00558
OG0000561	Syao.g_00856	Prbb.g_00559
OG0000562	Syao.g_00855	Prbb.g_00560
OG0000563	Syao.g_00854	Prbb.g_00561
OG0000564	Syao.g_00853	Prbb.g_00562
OG0000565	Syao.g_00849	Prbb.g_00565
OG0000566	Syao.g_00845	Prbb.g_00567
OG0000567	Syao.g_00841	Prbb.g_00571
OG0000568	Syao.g_00839	Prbb.g_00572
OG0000569	Syao.g_00838	Prbb.g_00573
OG0000570	Syao.g_00837	Prbb.g_00574
