Orthogroup	Syao	Syat
OG0000165	Syao.g_01655	Syat.g_03033
OG0000166	Syao.g_01790	Syat.g_01822
OG0000167	Syao.g_01960	Syat.g_02148
OG0000168	Syao.g_02128	Syat.g_02164
OG0000169	Syao.g_02139	Syat.g_02192
OG0000170	Syao.g_02148	Syat.g_02201
OG0000171	Syao.g_02181	Syat.g_02230
OG0000172	Syao.g_02170	Syat.g_02260
OG0000173	Syao.g_02212	Syat.g_02284
OG0000174	Syao.g_02364, Syao.g_02355	Syat.g_02504
OG0000175	Syao.g_02327, Syao.g_00308	Syat.g_02416
OG0000176	Syao.g_02165	Syat.g_02372
OG0000177	Syao.g_02156	Syat.g_02338
OG0000178	Syao.g_02155	Syat.g_02337
OG0000179	Syao.g_02250	Syat.g_02322
OG0000180	Syao.g_02249	Syat.g_02321
OG0000181	Syao.g_02248	Syat.g_02320
OG0000182	Syao.g_02247	Syat.g_02319
OG0000183	Syao.g_02243	Syat.g_02315
OG0000184	Syao.g_02423	Syat.g_02704
OG0000185	Syao.g_02410	Syat.g_02719
OG0000186	Syao.g_02613	Syat.g_01463
OG0000187	Syao.g_02615	Syat.g_01467
OG0000188	Syao.g_02637	Syat.g_01489
OG0000189	Syao.g_02672	Syat.g_01557
OG0000190	Syao.g_01015	Syat.g_00330
OG0000191	Syao.g_02573	Syat.g_03344, Syat.g_02939
OG0000192	Syao.g_02579	Syat.g_02933
OG0000193	Syao.g_02481	Syat.g_02897
OG0000194	Syao.g_02484	Syat.g_02894
OG0000195	Syao.g_02486	Syat.g_02892
OG0000196	Syao.g_02498	Syat.g_02867
OG0000197	Syao.g_02499	Syat.g_02866
OG0000198	Syao.g_02500	Syat.g_02865
OG0000199	Syao.g_02508	Syat.g_02857
OG0000200	Syao.g_02524	Syat.g_02840
OG0000201	Syao.g_02540	Syat.g_02821
OG0000202	Syao.g_02454	Syat.g_02820
OG0000203	Syao.g_02455	Syat.g_02819
OG0000204	Syao.g_02456	Syat.g_02818
OG0000205	Syao.g_02464	Syat.g_02809
OG0000206	Syao.g_02469	Syat.g_02785
OG0000207	Syao.g_02471	Syat.g_02778
OG0000208	Syao.g_02472	Syat.g_02777
OG0000209	Syao.g_02394	Syat.g_02735
OG0000210	Syao.g_02395	Syat.g_02734
OG0000211	Syao.g_01700	Syat.g_01452
OG0000212	Syao.g_01710	Syat.g_01442
OG0000213	Syao.g_02098	Syat.g_01889
OG0000214	Syao.g_02081	Syat.g_02042
OG0000215	Syao.g_02050	Syat.g_02075
OG0000216	Syao.g_02045	Syat.g_02079
OG0000217	Syao.g_02041	Syat.g_02085
OG0000218	Syao.g_02039	Syat.g_02087
OG0000219	Syao.g_02038	Syat.g_02088
OG0000220	Syao.g_02037	Syat.g_02089
OG0000221	Syao.g_02034	Syat.g_02095
OG0000222	Syao.g_02023	Syat.g_02109
OG0000223	Syao.g_00291	Syat.g_02570
OG0000224	Syao.g_01973	Syat.g_02139
OG0000225	Syao.g_01751	Syat.g_01595
OG0000226	Syao.g_01758	Syat.g_01588
OG0000228	Syao.g_01715	Syat.g_02952
OG0000229	Syao.g_01736	Syat.g_02970
OG0000230	Syao.g_01738	Syat.g_02972
OG0000231	Syao.g_01513	Syat.g_01283
OG0000232	Syao.g_00057	Syat.g_01313
OG0000233	Syao.g_02698	Syat.g_01407
OG0000234	Syao.g_02680	Syat.g_01369
OG0000235	Syao.g_00029	Syat.g_03169
OG0000236	Syao.g_00111	Syat.g_03186
OG0000237	Syao.g_00166	Syat.g_03214
OG0000238	Syao.g_00161	Syat.g_03219
OG0000239	Syao.g_01398	Syat.g_01105
OG0000240	Syao.g_01399	Syat.g_01104
OG0000241	Syao.g_00887	Syat.g_00111
OG0000242	Syao.g_01410	Syat.g_01077
OG0000243	Syao.g_00873	Syat.g_00092
OG0000244	Syao.g_00865	Syat.g_00082
OG0000245	Syao.g_00863	Syat.g_00080
OG0000246	Syao.g_00859	Syat.g_00076
OG0000247	Syao.g_00847	Syat.g_00065
OG0000248	Syao.g_00844	Syat.g_00062
OG0000249	Syao.g_00842	Syat.g_00060
OG0000250	Syao.g_00835	Syat.g_00053
OG0000251	Syao.g_01026	Syat.g_00027
OG0000252	Syao.g_01020	Syat.g_00022
OG0000253	Syao.g_01003	Syat.g_00021
OG0000254	Syao.g_01053	Syat.g_03407
OG0000255	Syao.g_01009	Syat.g_02405
OG0000256	Syao.g_01328	Syat.g_03306
OG0000257	Syao.g_00884	Syat.g_00109
OG0000258	Syao.g_00907	Syat.g_00382
OG0000259	Syao.g_00933, Syao.g_00932	Syat.g_00342
OG0000260	Syao.g_00936	Syat.g_00392
OG0000261	Syao.g_00941	Syat.g_00400
OG0000262	Syao.g_00946	Syat.g_00407
OG0000263	Syao.g_00247	Syat.g_00200
OG0000266	Syao.g_00480	Syat.g_00671
OG0000267	Syao.g_00589	Syat.g_00636
OG0000268	Syao.g_00588	Syat.g_00634
OG0000269	Syao.g_00751	Syat.g_00474, Syat.g_00126
OG0000270	Syao.g_00754	Syat.g_00477
OG0000271	Syao.g_00762	Syat.g_00485
OG0000272	Syao.g_00763	Syat.g_00486
OG0000273	Syao.g_00791	Syat.g_00520
OG0000274	Syao.g_00792	Syat.g_00521
OG0000275	Syao.g_00438	Syat.g_00718
OG0000276	Syao.g_00558	Syat.g_00725
OG0000277	Syao.g_00557	Syat.g_00738
OG0000278	Syao.g_00554	Syat.g_00741
OG0000279	Syao.g_00529	Syat.g_00755
OG0000280	Syao.g_00608	Syat.g_01669
OG0000281	Syao.g_01377	Syat.g_00960
OG0000282	Syao.g_00967	Syat.g_00431
OG0000283	Syao.g_00640	Syat.g_00620
OG0000284	Syao.g_00634	Syat.g_00614
OG0000285	Syao.g_00706	Syat.g_00607
OG0000286	Syao.g_00675	Syat.g_00579
OG0000287	Syao.g_00825	Syat.g_00550
OG0000288	Syao.g_00446	Syat.g_00709
OG0000289	Syao.g_00461	Syat.g_00695
OG0000290	Syao.g_00428	Syat.g_00805
OG0000291	Syao.g_00333	Syat.g_00807
OG0000292	Syao.g_02196	Syat.g_02388
OG0000293	Syao.g_00136	Syat.g_03241
OG0000294	Syao.g_00135	Syat.g_03248
OG0000295	Syao.g_00186	Syat.g_00297
OG0000296	Syao.g_00184	Syat.g_00295
OG0000297	Syao.g_00171	Syat.g_00226
OG0000298	Syao.g_00170	Syat.g_00225
OG0000299	Syao.g_00231	Syat.g_00910
OG0000300	Syao.g_00274	Syat.g_00904
OG0000301	Syao.g_00272, Syao.g_00273	Syat.g_00903
OG0000302	Syao.g_00271	Syat.g_00901
OG0000303	Syao.g_00262	Syat.g_00892
OG0000304	Syao.g_00256	Syat.g_00885
OG0000305	Syao.g_00388	Syat.g_00809
OG0000306	Syao.g_01216	Syat.g_01704
OG0000307	Syao.g_00045	Syat.g_01304
OG0000308	Syao.g_00047	Syat.g_01306
OG0000309	Syao.g_02705	Syat.g_01417
OG0000310	Syao.g_01530	Syat.g_01246
OG0000311	Syao.g_01533	Syat.g_01242
OG0000312	Syao.g_01538	Syat.g_01237
OG0000313	Syao.g_01491	Syat.g_01183
OG0000314	Syao.g_00078	Syat.g_01341
OG0000315	Syao.g_00088	Syat.g_01351
OG0000316	Syao.g_01602	Syat.g_03082
OG0000317	Syao.g_01560	Syat.g_03120
OG0000318	Syao.g_01553	Syat.g_03125
OG0000319	Syao.g_01678	Syat.g_03055
OG0000320	Syao.g_01676	Syat.g_03053
OG0000321	Syao.g_01675	Syat.g_03052
OG0000322	Syao.g_01674	Syat.g_03051
OG0000323	Syao.g_01661	Syat.g_03038
OG0000324	Syao.g_01630	Syat.g_02998
OG0000325	Syao.g_01936	Syat.g_01861
OG0000326	Syao.g_01918	Syat.g_01854
OG0000327	Syao.g_01795	Syat.g_01827
OG0000328	Syao.g_01794	Syat.g_01826
OG0000329	Syao.g_01776	Syat.g_01808
OG0000330	Syao.g_01775	Syat.g_01807
OG0000331	Syao.g_01774	Syat.g_01806
OG0000332	Syao.g_01813	Syat.g_01790
OG0000333	Syao.g_01810	Syat.g_01787
OG0000334	Syao.g_01836	Syat.g_01657
OG0000335	Syao.g_01831	Syat.g_01652
OG0000336	Syao.g_01827	Syat.g_01648
OG0000337	Syao.g_01968	Syat.g_02144
OG0000338	Syao.g_01962	Syat.g_02146
OG0000340	Syao.g_02129	Syat.g_02165
OG0000341	Syao.g_02131	Syat.g_02167
OG0000342	Syao.g_02132	Syat.g_02168
OG0000343	Syao.g_02133	Syat.g_02185
OG0000344	Syao.g_02137	Syat.g_02189
OG0000345	Syao.g_01953	Syat.g_02202
OG0000346	Syao.g_01948	Syat.g_02207
OG0000347	Syao.g_02178	Syat.g_02234
OG0000348	Syao.g_02166	Syat.g_02264
OG0000349	Syao.g_02219	Syat.g_02291
OG0000350	Syao.g_01925	Syat.g_01847
OG0000351	Syao.g_02331	Syat.g_02411
OG0000352	Syao.g_02332	Syat.g_02410
OG0000353	Syao.g_02160	Syat.g_00955, Syat.g_02377
OG0000354	Syao.g_00154, Syao.g_00155	Syat.g_03225
OG0000354	Syao.g_02252	Syat.g_02325
OG0000355	Syao.g_02162	Syat.g_02375
OG0000356	Syao.g_02163	Syat.g_02374
OG0000357	Syao.g_02164	Syat.g_02373
OG0000358	Syao.g_02154	Syat.g_02336
OG0000359	Syao.g_02152	Syat.g_02334
OG0000360	Syao.g_02151	Syat.g_02333
OG0000361	Syao.g_02150	Syat.g_02332
OG0000362	Syao.g_01954	Syat.g_02330
OG0000363	Syao.g_02255	Syat.g_02328
OG0000364	Syao.g_01558	Syat.g_03122
OG0000365	Syao.g_02246	Syat.g_02318
OG0000366	Syao.g_02245	Syat.g_02317
OG0000367	Syao.g_02244	Syat.g_02316
OG0000368	Syao.g_02242	Syat.g_02314
OG0000369	Syao.g_02241	Syat.g_02313
OG0000370	Syao.g_02240	Syat.g_02312
OG0000371	Syao.g_02231	Syat.g_02304
OG0000372	Syao.g_02226	Syat.g_02298
OG0000373	Syao.g_02225	Syat.g_02297
OG0000374	Syao.g_02224	Syat.g_02296
OG0000375	Syao.g_02223	Syat.g_02295
OG0000376	Syao.g_02221	Syat.g_02293
OG0000377	Syao.g_02429	Syat.g_02695
OG0000378	Syao.g_02414	Syat.g_02715
OG0000379	Syao.g_02409	Syat.g_02720
OG0000380	Syao.g_02616	Syat.g_01468
OG0000381	Syao.g_02618	Syat.g_01470
OG0000382	Syao.g_02636	Syat.g_01488
OG0000383	Syao.g_02643	Syat.g_01521
OG0000384	Syao.g_02644	Syat.g_01522
OG0000385	Syao.g_02645	Syat.g_01523
OG0000386	Syao.g_02646	Syat.g_01524
OG0000387	Syao.g_01019	Syat.g_01561
OG0000388	Syao.g_02596	Syat.g_01565
OG0000389	Syao.g_02599	Syat.g_01569
OG0000390	Syao.g_02567	Syat.g_02945
OG0000391	Syao.g_02572	Syat.g_02940
OG0000392	Syao.g_02578	Syat.g_02934
OG0000393	Syao.g_02581	Syat.g_02931
OG0000394	Syao.g_02582	Syat.g_02930
OG0000395	Syao.g_02583	Syat.g_02929
OG0000396	Syao.g_02586	Syat.g_02927
OG0000397	Syao.g_02542	Syat.g_02925
OG0000398	Syao.g_02547	Syat.g_02920
OG0000399	Syao.g_02548	Syat.g_02919
OG0000400	Syao.g_02549	Syat.g_02918
OG0000401	Syao.g_02550	Syat.g_02917
OG0000402	Syao.g_02552	Syat.g_02915
OG0000403	Syao.g_02553	Syat.g_02914
OG0000404	Syao.g_02554	Syat.g_02913
OG0000405	Syao.g_02478	Syat.g_02900
OG0000406	Syao.g_02482	Syat.g_02896
OG0000407	Syao.g_02483	Syat.g_02895
OG0000408	Syao.g_02485	Syat.g_02893
OG0000409	Syao.g_02487	Syat.g_02891
OG0000410	Syao.g_02488	Syat.g_02890
OG0000411	Syao.g_02489	Syat.g_02889
OG0000412	Syao.g_02490	Syat.g_02888
OG0000413	Syao.g_02492	Syat.g_02886
OG0000414	Syao.g_02493	Syat.g_02885
OG0000415	Syao.g_02494	Syat.g_02884
OG0000416	Syao.g_02495	Syat.g_02883
OG0000417	Syao.g_02497	Syat.g_02868
OG0000418	Syao.g_02502	Syat.g_02863
OG0000419	Syao.g_02504	Syat.g_02861
OG0000420	Syao.g_02506	Syat.g_02859
OG0000421	Syao.g_02510	Syat.g_02855
OG0000422	Syao.g_02511	Syat.g_02854
OG0000423	Syao.g_02512	Syat.g_02853
OG0000424	Syao.g_02513	Syat.g_02852
OG0000425	Syao.g_02514	Syat.g_02851
OG0000426	Syao.g_02515	Syat.g_02850
OG0000427	Syao.g_02516	Syat.g_02849
OG0000428	Syao.g_02519	Syat.g_02846
OG0000429	Syao.g_02522	Syat.g_02843
OG0000430	Syao.g_02523	Syat.g_02841
OG0000431	Syao.g_02526	Syat.g_02838
OG0000432	Syao.g_02532	Syat.g_02832
OG0000433	Syao.g_02534	Syat.g_02829
OG0000434	Syao.g_02535	Syat.g_02828
OG0000435	Syao.g_02538	Syat.g_02824
OG0000436	Syao.g_02458	Syat.g_02817
OG0000437	Syao.g_02459	Syat.g_02558
OG0000438	Syao.g_02460	Syat.g_02813
OG0000439	Syao.g_02462	Syat.g_02811
OG0000440	Syao.g_02463	Syat.g_02810
OG0000441	Syao.g_02466	Syat.g_02807
OG0000442	Syao.g_02467	Syat.g_02797
OG0000443	Syao.g_02468	Syat.g_02787
OG0000444	Syao.g_02473	Syat.g_02756
OG0000445	Syao.g_02474	Syat.g_02755
OG0000446	Syao.g_02476	Syat.g_02753
OG0000447	Syao.g_02383	Syat.g_02749
OG0000448	Syao.g_02384	Syat.g_02748
OG0000449	Syao.g_02385	Syat.g_02747
OG0000450	Syao.g_02391	Syat.g_02738
OG0000451	Syao.g_02392	Syat.g_02737
OG0000452	Syao.g_02396	Syat.g_02732
OG0000453	Syao.g_02397	Syat.g_02731
OG0000454	Syao.g_02398	Syat.g_02730
OG0000455	Syao.g_02399	Syat.g_02729
OG0000456	Syao.g_02400	Syat.g_02728
OG0000457	Syao.g_02402	Syat.g_02726
OG0000458	Syao.g_02403	Syat.g_02725
OG0000459	Syao.g_02404	Syat.g_02724
OG0000460	Syao.g_01702	Syat.g_01450
OG0000461	Syao.g_02119	Syat.g_01866
OG0000462	Syao.g_02116	Syat.g_01868
OG0000463	Syao.g_02115	Syat.g_01869
OG0000464	Syao.g_02114	Syat.g_01870
OG0000465	Syao.g_02112	Syat.g_01872
OG0000466	Syao.g_02107	Syat.g_01877
OG0000467	Syao.g_02106	Syat.g_01878
OG0000468	Syao.g_02102	Syat.g_01884
OG0000469	Syao.g_02087	Syat.g_02000
OG0000470	Syao.g_02085	Syat.g_02038
OG0000471	Syao.g_02084	Syat.g_02039
OG0000472	Syao.g_02082	Syat.g_02041
OG0000473	Syao.g_02080	Syat.g_02043
OG0000474	Syao.g_02079	Syat.g_02044
OG0000475	Syao.g_02078	Syat.g_02045
OG0000476	Syao.g_02076	Syat.g_02047
OG0000477	Syao.g_02069	Syat.g_02053
OG0000478	Syao.g_02068	Syat.g_02054
OG0000479	Syao.g_02067	Syat.g_02056
OG0000480	Syao.g_02060	Syat.g_02063
OG0000481	Syao.g_01012	Syat.g_02066
OG0000482	Syao.g_02058	Syat.g_02067
OG0000483	Syao.g_02054	Syat.g_02071
OG0000484	Syao.g_02053	Syat.g_02072
OG0000485	Syao.g_02052	Syat.g_02073
OG0000486	Syao.g_02051	Syat.g_02074
OG0000487	Syao.g_02044	Syat.g_02080
OG0000488	Syao.g_02040	Syat.g_02086
OG0000489	Syao.g_02033	Syat.g_02097
OG0000490	Syao.g_02025	Syat.g_02106
OG0000491	Syao.g_02024	Syat.g_02107
OG0000492	Syao.g_02022	Syat.g_02110
OG0000493	Syao.g_02021	Syat.g_02111
OG0000494	Syao.g_02020	Syat.g_02112
OG0000495	Syao.g_02018	Syat.g_02120
OG0000496	Syao.g_02017	Syat.g_02121
OG0000497	Syao.g_02016	Syat.g_02122
OG0000498	Syao.g_02015	Syat.g_02123
OG0000499	Syao.g_02014	Syat.g_02124
OG0000500	Syao.g_02013	Syat.g_02125
OG0000501	Syao.g_02010	Syat.g_02128
OG0000502	Syao.g_01974	Syat.g_02135
OG0000503	Syao.g_01877	Syat.g_01614
OG0000504	Syao.g_01875	Syat.g_01612
OG0000505	Syao.g_01874	Syat.g_01611
OG0000506	Syao.g_01872	Syat.g_01609
OG0000507	Syao.g_01866	Syat.g_01603
OG0000508	Syao.g_01750	Syat.g_01596
OG0000509	Syao.g_01755	Syat.g_01591
OG0000510	Syao.g_01756	Syat.g_01590
OG0000511	Syao.g_01757	Syat.g_01589
OG0000512	Syao.g_01759	Syat.g_01587
OG0000513	Syao.g_01720	Syat.g_02957
OG0000514	Syao.g_01727	Syat.g_02962
OG0000515	Syao.g_01728	Syat.g_02963
OG0000516	Syao.g_01730	Syat.g_02965
OG0000517	Syao.g_01735	Syat.g_02969
OG0000518	Syao.g_01621	Syat.g_01286
OG0000519	Syao.g_01622	Syat.g_01285
OG0000520	Syao.g_01512	Syat.g_01284
OG0000521	Syao.g_00061	Syat.g_01319
OG0000522	Syao.g_00059	Syat.g_01317
OG0000523	Syao.g_00058	Syat.g_01316
OG0000524	Syao.g_02699	Syat.g_01409
OG0000525	Syao.g_02691	Syat.g_01382
OG0000526	Syao.g_02688	Syat.g_01380
OG0000527	Syao.g_02684	Syat.g_01373
OG0000528	Syao.g_00031	Syat.g_03167
OG0000529	Syao.g_00027	Syat.g_03171
OG0000530	Syao.g_00122	Syat.g_03174
OG0000531	Syao.g_00121	Syat.g_03175
OG0000532	Syao.g_00118	Syat.g_03178
OG0000533	Syao.g_00116	Syat.g_03180
OG0000534	Syao.g_00115	Syat.g_03181
OG0000535	Syao.g_00114	Syat.g_03182
OG0000536	Syao.g_00113	Syat.g_03183
OG0000537	Syao.g_00112	Syat.g_03185
OG0000538	Syao.g_00100	Syat.g_03204
OG0000539	Syao.g_00099	Syat.g_03206
OG0000540	Syao.g_00098	Syat.g_03207
OG0000541	Syao.g_00097	Syat.g_03208
OG0000542	Syao.g_00167	Syat.g_03213
OG0000543	Syao.g_00165	Syat.g_03215
OG0000544	Syao.g_00164	Syat.g_03216
OG0000545	Syao.g_00162	Syat.g_03218
OG0000546	Syao.g_00160	Syat.g_03220
OG0000547	Syao.g_00158	Syat.g_03222
OG0000548	Syao.g_00157	Syat.g_03223
OG0000549	Syao.g_01391	Syat.g_01795
OG0000550	Syao.g_01396	Syat.g_01107
OG0000551	Syao.g_01401	Syat.g_01103
OG0000552	Syao.g_01402	Syat.g_01102
OG0000553	Syao.g_01404	Syat.g_01098
OG0000554	Syao.g_01413	Syat.g_03271
OG0000555	Syao.g_00875	Syat.g_00093
OG0000556	Syao.g_00871	Syat.g_00088
OG0000557	Syao.g_00866	Syat.g_00083
OG0000558	Syao.g_00864	Syat.g_00081
OG0000559	Syao.g_00860	Syat.g_00077
OG0000560	Syao.g_00857	Syat.g_00074
OG0000561	Syao.g_00856	Syat.g_00073
OG0000562	Syao.g_00855	Syat.g_00072
OG0000563	Syao.g_00854	Syat.g_00071
OG0000564	Syao.g_00853	Syat.g_00070
OG0000565	Syao.g_00849	Syat.g_00067
OG0000566	Syao.g_00845	Syat.g_00063
OG0000567	Syao.g_00841	Syat.g_00059
OG0000568	Syao.g_00839	Syat.g_00057
OG0000569	Syao.g_00838	Syat.g_00056
OG0000570	Syao.g_00837	Syat.g_00055
OG0000571	Syao.g_00834	Syat.g_00052
OG0000572	Syao.g_01033	Syat.g_00033
OG0000573	Syao.g_01022	Syat.g_00024
OG0000574	Syao.g_01021	Syat.g_00023
OG0000575	Syao.g_01000	Syat.g_00018
OG0000576	Syao.g_00996	Syat.g_00014
OG0000577	Syao.g_00995	Syat.g_00013
OG0000578	Syao.g_00994	Syat.g_00012
OG0000579	Syao.g_00993	Syat.g_00011
OG0000580	Syao.g_00992	Syat.g_00010
OG0000581	Syao.g_01059	Syat.g_00003
OG0000582	Syao.g_01204	Syat.g_03403
OG0000583	Syao.g_01205	Syat.g_03404
OG0000584	Syao.g_01206	Syat.g_03405
OG0000585	Syao.g_01054	Syat.g_03408
OG0000586	Syao.g_01055	Syat.g_03409
OG0000587	Syao.g_01057	Syat.g_00001
OG0000588	Syao.g_00406	Syat.g_00338
