Orthogroup	Syao	Syal
OG0000130	Syao.g_02617	Syal.g_00751
OG0000131	Syao.g_02480	Syal.g_00886
OG0000132	Syao.g_02501	Syal.g_00906
OG0000133	Syao.g_00678	Syal.g_01995
OG0000134	Syao.g_01719	Syal.g_00552
OG0000135	Syao.g_00147	Syal.g_01119
OG0000136	Syao.g_01614, Syao.g_01613	Syal.g_00520
OG0000137	Syao.g_02682	Syal.g_00463
OG0000138	Syao.g_00108	Syal.g_02914
OG0000139	Syao.g_02005	Syal.g_02832
OG0000140	Syao.g_01373, Syao.g_01372	Syal.g_02830
OG0000141	Syao.g_01202	Syal.g_02738
OG0000142	Syao.g_00894	Syal.g_02636
OG0000143	Syao.g_00898	Syal.g_02632
OG0000145	Syao.g_00102	Syal.g_02921
OG0000146	Syao.g_00684, Syao.g_00304	Syal.g_02001
OG0000147	Syao.g_00305, Syao.g_00685	Syal.g_02002
OG0000148	Syao.g_00776	Syal.g_02437
OG0000149	Syao.g_00534	Syal.g_02475
OG0000150	Syao.g_01203	Syal.g_02737
OG0000151	Syao.g_00975	Syal.g_02263
OG0000152	Syao.g_00674	Syal.g_01991
OG0000153	Syao.g_00818, Syao.g_01176	Syal.g_01958
OG0000154	Syao.g_00447	Syal.g_01918
OG0000155	Syao.g_00178	Syal.g_01695
OG0000156	Syao.g_00151	Syal.g_01620
OG0000157	Syao.g_00152	Syal.g_01619
OG0000158	Syao.g_01141, Syao.g_02267	Syal.g_01431
OG0000160	Syao.g_01488	Syal.g_00372
OG0000161	Syao.g_01494	Syal.g_00384
OG0000162	Syao.g_01515	Syal.g_00396
OG0000163	Syao.g_01745	Syal.g_02971
OG0000164	Syao.g_01663	Syal.g_00623
OG0000165	Syao.g_01655	Syal.g_00632
OG0000166	Syao.g_01790	Syal.g_00236
OG0000167	Syao.g_01960	Syal.g_01347
OG0000168	Syao.g_02128	Syal.g_01433
OG0000169	Syao.g_02139	Syal.g_01447
OG0000170	Syao.g_02148	Syal.g_01454
OG0000171	Syao.g_02181	Syal.g_01518
OG0000172	Syao.g_02170	Syal.g_00174, Syal.g_00173
OG0000173	Syao.g_02212	Syal.g_00155
OG0000174	Syao.g_02364, Syao.g_02355	Syal.g_01121
OG0000175	Syao.g_02327, Syao.g_00308	Syal.g_01172
OG0000176	Syao.g_02165	Syal.g_00101
OG0000177	Syao.g_02156	Syal.g_00102
OG0000178	Syao.g_02155	Syal.g_00103
OG0000179	Syao.g_02250	Syal.g_00118
OG0000180	Syao.g_02249	Syal.g_00119
OG0000181	Syao.g_02248	Syal.g_00120
OG0000182	Syao.g_02247	Syal.g_00121
OG0000183	Syao.g_02243	Syal.g_00125
OG0000184	Syao.g_02423	Syal.g_02678, Syal.g_01050
OG0000185	Syao.g_02410	Syal.g_01025
OG0000186	Syao.g_02613	Syal.g_02684, Syal.g_00747
OG0000187	Syao.g_02615	Syal.g_02685, Syal.g_00748
OG0000188	Syao.g_02637	Syal.g_00771
OG0000189	Syao.g_02672	Syal.g_00807
OG0000190	Syao.g_01015	Syal.g_01364
OG0000191	Syao.g_02573	Syal.g_00841
OG0000192	Syao.g_02579	Syal.g_00847
OG0000193	Syao.g_02481	Syal.g_00887
OG0000194	Syao.g_02484	Syal.g_00890
OG0000196	Syao.g_02498	Syal.g_00903
OG0000197	Syao.g_02499	Syal.g_00904
OG0000198	Syao.g_02500	Syal.g_00905
OG0000199	Syao.g_02508	Syal.g_00913
OG0000200	Syao.g_02524	Syal.g_00932
OG0000201	Syao.g_02540	Syal.g_00949
OG0000202	Syao.g_02454	Syal.g_00950
OG0000203	Syao.g_02455	Syal.g_00951
OG0000204	Syao.g_02456	Syal.g_00952
OG0000205	Syao.g_02464	Syal.g_00959
OG0000206	Syao.g_02469	Syal.g_00971
OG0000207	Syao.g_02471	Syal.g_00974
OG0000208	Syao.g_02472	Syal.g_00975
OG0000209	Syao.g_02394	Syal.g_01000
OG0000210	Syao.g_02395	Syal.g_01001
OG0000211	Syao.g_01700	Syal.g_00688
OG0000212	Syao.g_01710	Syal.g_00679
OG0000213	Syao.g_02098	Syal.g_01229
OG0000214	Syao.g_02081	Syal.g_01246
OG0000215	Syao.g_02050	Syal.g_01277
OG0000216	Syao.g_02045	Syal.g_01281
OG0000217	Syao.g_02041	Syal.g_01285
OG0000218	Syao.g_02039	Syal.g_01287
OG0000219	Syao.g_02038	Syal.g_01288
OG0000220	Syao.g_02037	Syal.g_01289
OG0000221	Syao.g_02034	Syal.g_01297
OG0000222	Syao.g_02023	Syal.g_01309
OG0000223	Syao.g_00291	Syal.g_01327
OG0000224	Syao.g_01973	Syal.g_01329
OG0000225	Syao.g_01751	Syal.g_00363
OG0000226	Syao.g_01758	Syal.g_00367
OG0000227	Syao.g_01760	Syal.g_00369
OG0000228	Syao.g_01715	Syal.g_00556
OG0000229	Syao.g_01736	Syal.g_00525
OG0000230	Syao.g_01738	Syal.g_00523
OG0000231	Syao.g_01513	Syal.g_00510
OG0000232	Syao.g_00057	Syal.g_00495
OG0000233	Syao.g_02698	Syal.g_00487
OG0000234	Syao.g_02680	Syal.g_00461
OG0000235	Syao.g_00029	Syal.g_02896
OG0000236	Syao.g_00111	Syal.g_02912
OG0000237	Syao.g_00166	Syal.g_02930
OG0000238	Syao.g_00161	Syal.g_02935
OG0000239	Syao.g_01398	Syal.g_02951
OG0000240	Syao.g_01399	Syal.g_02952
OG0000241	Syao.g_00887	Syal.g_02696
OG0000242	Syao.g_01410	Syal.g_02840
OG0000243	Syao.g_00873	Syal.g_02822
OG0000244	Syao.g_00865	Syal.g_02815
OG0000245	Syao.g_00863	Syal.g_02813
OG0000246	Syao.g_00859	Syal.g_02809
OG0000247	Syao.g_00847	Syal.g_02797
OG0000248	Syao.g_00844	Syal.g_02794
OG0000249	Syao.g_00842	Syal.g_02792
OG0000250	Syao.g_00835	Syal.g_02786
OG0000251	Syao.g_01026	Syal.g_02760
OG0000252	Syao.g_01020	Syal.g_02757
OG0000253	Syao.g_01003	Syal.g_02755
OG0000254	Syao.g_01053	Syal.g_02732
OG0000255	Syao.g_01009	Syal.g_02719
OG0000256	Syao.g_01328	Syal.g_02705
OG0000257	Syao.g_00884	Syal.g_02697
OG0000258	Syao.g_00907	Syal.g_02623
OG0000259	Syao.g_00933, Syao.g_00932	Syal.g_02182
OG0000260	Syao.g_00936	Syal.g_02188
OG0000261	Syao.g_00941	Syal.g_02199
OG0000262	Syao.g_00946	Syal.g_02204
OG0000263	Syao.g_00247	Syal.g_01720
OG0000264	Syao.g_00699	Syal.g_01788
OG0000265	Syao.g_00049	Syal.g_02534
OG0000266	Syao.g_00480	Syal.g_02421
OG0000267	Syao.g_00589	Syal.g_02043
OG0000268	Syao.g_00588	Syal.g_02042
OG0000269	Syao.g_00751	Syal.g_02409
OG0000270	Syao.g_00754	Syal.g_02412
OG0000271	Syao.g_00762	Syal.g_01871
OG0000272	Syao.g_00763	Syal.g_01872
OG0000273	Syao.g_00791	Syal.g_02454
OG0000274	Syao.g_00792	Syal.g_02455
OG0000275	Syao.g_00438	Syal.g_02458
OG0000276	Syao.g_00558	Syal.g_02467
OG0000277	Syao.g_00557	Syal.g_02468
OG0000278	Syao.g_00554	Syal.g_02471
OG0000279	Syao.g_00529	Syal.g_02479
OG0000280	Syao.g_00608	Syal.g_02493
OG0000281	Syao.g_01377	Syal.g_02190
OG0000282	Syao.g_00967	Syal.g_02284
OG0000283	Syao.g_00640	Syal.g_02131, Syal.g_02028
OG0000284	Syao.g_00634	Syal.g_02023
OG0000285	Syao.g_00706	Syal.g_02012
OG0000286	Syao.g_00675	Syal.g_01992
OG0000287	Syao.g_00825	Syal.g_01965
OG0000288	Syao.g_00446	Syal.g_01919
OG0000289	Syao.g_00461	Syal.g_01904
OG0000290	Syao.g_00428	Syal.g_01826
OG0000291	Syao.g_00333	Syal.g_01824
OG0000292	Syao.g_02196	Syal.g_00089
OG0000293	Syao.g_00136	Syal.g_01631
OG0000294	Syao.g_00135	Syal.g_01632
OG0000295	Syao.g_00186	Syal.g_01687
OG0000296	Syao.g_00184	Syal.g_01689
OG0000298	Syao.g_00170	Syal.g_01703
OG0000299	Syao.g_00231	Syal.g_01732
OG0000300	Syao.g_00274	Syal.g_01738
OG0000301	Syao.g_00272, Syao.g_00273	Syal.g_01739
OG0000302	Syao.g_00271	Syal.g_01740
OG0000303	Syao.g_00262	Syal.g_01763
OG0000304	Syao.g_00256	Syal.g_01756
OG0000305	Syao.g_00388	Syal.g_01821
OG0000306	Syao.g_01216	Syal.g_02579
OG0000307	Syao.g_00045	Syal.g_02880
OG0000308	Syao.g_00047	Syal.g_02878
OG0000309	Syao.g_02705	Syal.g_02873
OG0000310	Syao.g_01530	Syal.g_01537
OG0000311	Syao.g_01533	Syal.g_00061
OG0000312	Syao.g_01538	Syal.g_00031
OG0000313	Syao.g_01491	Syal.g_00381
OG0000314	Syao.g_00078	Syal.g_00416
OG0000315	Syao.g_00088	Syal.g_00426
OG0000316	Syao.g_01602	Syal.g_02987
OG0000317	Syao.g_01560	Syal.g_00583
OG0000318	Syao.g_01553	Syal.g_00588
OG0000319	Syao.g_01678	Syal.g_00608
OG0000320	Syao.g_01676	Syal.g_00610
OG0000321	Syao.g_01675	Syal.g_00611
OG0000322	Syao.g_01674	Syal.g_00612
OG0000323	Syao.g_01661	Syal.g_00626
OG0000324	Syao.g_01630	Syal.g_00656
OG0000325	Syao.g_01936	Syal.g_00195
OG0000326	Syao.g_01918	Syal.g_00202
OG0000327	Syao.g_01795	Syal.g_00230
OG0000328	Syao.g_01794	Syal.g_00231
OG0000329	Syao.g_01776	Syal.g_00249
OG0000330	Syao.g_01775	Syal.g_00250
OG0000331	Syao.g_01774	Syal.g_00251
OG0000332	Syao.g_01813	Syal.g_00266
OG0000333	Syao.g_01810	Syal.g_00269
OG0000334	Syao.g_01836	Syal.g_00279
OG0000335	Syao.g_01831	Syal.g_00284
OG0000336	Syao.g_01827	Syal.g_00288
OG0000337	Syao.g_01968	Syal.g_01343
OG0000338	Syao.g_01962	Syal.g_01345
OG0000339	Syao.g_02259	Syal.g_01351
OG0000340	Syao.g_02129	Syal.g_01434
OG0000341	Syao.g_02131	Syal.g_01436
OG0000342	Syao.g_02132	Syal.g_01437
OG0000343	Syao.g_02133	Syal.g_01441
OG0000344	Syao.g_02137	Syal.g_01445
OG0000345	Syao.g_01953	Syal.g_01455
OG0000346	Syao.g_01948	Syal.g_01460
OG0000347	Syao.g_02178	Syal.g_01525
OG0000348	Syao.g_02166	Syal.g_00170
OG0000349	Syao.g_02219	Syal.g_00148
OG0000350	Syao.g_01925	Syal.g_00209
OG0000351	Syao.g_02331	Syal.g_01175
OG0000352	Syao.g_02332	Syal.g_01176
OG0000353	Syao.g_02160	Syal.g_00095
OG0000354	Syao.g_00154, Syao.g_00155	Syal.g_02941
OG0000354	Syao.g_02252	Syal.g_00116
OG0000355	Syao.g_02162	Syal.g_00098
OG0000356	Syao.g_02163	Syal.g_00099
OG0000357	Syao.g_02164	Syal.g_00100
OG0000358	Syao.g_02154	Syal.g_00104
OG0000359	Syao.g_02152	Syal.g_00106
OG0000360	Syao.g_02151	Syal.g_00107
OG0000361	Syao.g_02150	Syal.g_00108
OG0000362	Syao.g_01954	Syal.g_00110
OG0000363	Syao.g_02255	Syal.g_00112
OG0000364	Syao.g_01558	Syal.g_00113
OG0000365	Syao.g_02246	Syal.g_00122
OG0000366	Syao.g_02245	Syal.g_00123
OG0000367	Syao.g_02244	Syal.g_00124
OG0000368	Syao.g_02242	Syal.g_00126
OG0000369	Syao.g_02241	Syal.g_00127
OG0000370	Syao.g_02240	Syal.g_00128
OG0000371	Syao.g_02231	Syal.g_00135
OG0000372	Syao.g_02226	Syal.g_00141
OG0000373	Syao.g_02225	Syal.g_00142
OG0000374	Syao.g_02224	Syal.g_00143
OG0000375	Syao.g_02223	Syal.g_00144
OG0000376	Syao.g_02221	Syal.g_00146
OG0000377	Syao.g_02429	Syal.g_01061
OG0000378	Syao.g_02414	Syal.g_01027
OG0000379	Syao.g_02409	Syal.g_01024, Syal.g_02681
OG0000380	Syao.g_02616	Syal.g_00749
OG0000381	Syao.g_02618	Syal.g_00752
OG0000382	Syao.g_02636	Syal.g_00770
OG0000383	Syao.g_02643	Syal.g_00775
OG0000384	Syao.g_02644	Syal.g_00776
OG0000385	Syao.g_02645	Syal.g_00777
OG0000386	Syao.g_02646	Syal.g_00778
OG0000387	Syao.g_01019	Syal.g_00811
OG0000388	Syao.g_02596	Syal.g_00815
OG0000389	Syao.g_02599	Syal.g_00819
OG0000390	Syao.g_02567	Syal.g_00835
OG0000391	Syao.g_02572	Syal.g_00840
OG0000392	Syao.g_02578	Syal.g_00846
OG0000393	Syao.g_02581	Syal.g_00849
OG0000394	Syao.g_02582	Syal.g_00850
OG0000395	Syao.g_02583	Syal.g_00851
OG0000396	Syao.g_02586	Syal.g_00854
OG0000397	Syao.g_02542	Syal.g_00857
OG0000398	Syao.g_02547	Syal.g_00862
OG0000399	Syao.g_02548	Syal.g_00863
OG0000400	Syao.g_02549	Syal.g_00864
OG0000401	Syao.g_02550	Syal.g_00865
OG0000402	Syao.g_02552	Syal.g_00867
OG0000403	Syao.g_02553	Syal.g_00868
OG0000404	Syao.g_02554	Syal.g_00870
OG0000405	Syao.g_02478	Syal.g_00883
OG0000406	Syao.g_02482	Syal.g_00888
OG0000407	Syao.g_02483	Syal.g_00889
OG0000408	Syao.g_02485	Syal.g_00891
OG0000409	Syao.g_02487	Syal.g_00893
OG0000410	Syao.g_02488	Syal.g_00894
OG0000411	Syao.g_02489	Syal.g_00895
OG0000412	Syao.g_02490	Syal.g_00896
OG0000413	Syao.g_02492	Syal.g_00898
OG0000414	Syao.g_02493	Syal.g_00899
OG0000415	Syao.g_02494	Syal.g_00900
OG0000416	Syao.g_02495	Syal.g_00901
OG0000417	Syao.g_02497	Syal.g_00902
OG0000418	Syao.g_02502	Syal.g_00907
OG0000419	Syao.g_02504	Syal.g_00909
OG0000420	Syao.g_02506	Syal.g_00911
OG0000421	Syao.g_02510	Syal.g_00916
OG0000422	Syao.g_02511	Syal.g_00917
OG0000423	Syao.g_02512	Syal.g_00918
OG0000424	Syao.g_02513	Syal.g_00919
OG0000425	Syao.g_02514	Syal.g_00920
OG0000426	Syao.g_02515	Syal.g_00921
OG0000427	Syao.g_02516	Syal.g_00922
OG0000428	Syao.g_02519	Syal.g_00925
OG0000429	Syao.g_02522	Syal.g_00929
OG0000430	Syao.g_02523	Syal.g_00931
OG0000431	Syao.g_02526	Syal.g_00934
OG0000432	Syao.g_02532	Syal.g_00940
OG0000433	Syao.g_02534	Syal.g_00943
OG0000434	Syao.g_02535	Syal.g_00944
OG0000435	Syao.g_02538	Syal.g_00946
OG0000436	Syao.g_02458	Syal.g_00953
OG0000437	Syao.g_02459	Syal.g_00954
OG0000438	Syao.g_02460	Syal.g_00955
OG0000439	Syao.g_02462	Syal.g_00957
OG0000440	Syao.g_02463	Syal.g_00958
OG0000441	Syao.g_02466	Syal.g_00962
OG0000442	Syao.g_02467	Syal.g_00964
OG0000443	Syao.g_02468	Syal.g_00966
OG0000444	Syao.g_02473	Syal.g_00978
OG0000445	Syao.g_02474	Syal.g_00979
OG0000446	Syao.g_02476	Syal.g_00981
OG0000447	Syao.g_02383	Syal.g_00989
OG0000448	Syao.g_02384	Syal.g_00990
OG0000449	Syao.g_02385	Syal.g_00991
OG0000450	Syao.g_02391	Syal.g_00997
OG0000451	Syao.g_02392	Syal.g_00998
OG0000452	Syao.g_02396	Syal.g_01002
OG0000453	Syao.g_02397	Syal.g_01003
OG0000454	Syao.g_02398	Syal.g_01004
OG0000455	Syao.g_02399	Syal.g_01005
OG0000456	Syao.g_02400	Syal.g_01006
OG0000457	Syao.g_02402	Syal.g_01008
OG0000458	Syao.g_02403	Syal.g_01009
OG0000459	Syao.g_02404	Syal.g_01010
OG0000460	Syao.g_01702	Syal.g_00686
OG0000461	Syao.g_02119	Syal.g_01199
OG0000462	Syao.g_02116	Syal.g_01202
OG0000463	Syao.g_02115	Syal.g_01203
OG0000464	Syao.g_02114	Syal.g_01204
OG0000465	Syao.g_02112	Syal.g_01205
OG0000466	Syao.g_02107	Syal.g_01210
OG0000467	Syao.g_02106	Syal.g_01212
OG0000468	Syao.g_02102	Syal.g_01225
OG0000469	Syao.g_02087	Syal.g_01240
OG0000470	Syao.g_02085	Syal.g_01242
OG0000471	Syao.g_02084	Syal.g_01243
OG0000472	Syao.g_02082	Syal.g_01245
OG0000473	Syao.g_02080	Syal.g_01247
OG0000474	Syao.g_02079	Syal.g_01248
OG0000475	Syao.g_02078	Syal.g_01249
OG0000476	Syao.g_02076	Syal.g_01251
OG0000477	Syao.g_02069	Syal.g_01257
OG0000478	Syao.g_02068	Syal.g_01258
OG0000479	Syao.g_02067	Syal.g_01259
OG0000480	Syao.g_02060	Syal.g_01266
OG0000481	Syao.g_01012	Syal.g_01268
OG0000482	Syao.g_02058	Syal.g_01269
OG0000483	Syao.g_02054	Syal.g_01273
OG0000484	Syao.g_02053	Syal.g_01274
OG0000485	Syao.g_02052	Syal.g_01275
OG0000486	Syao.g_02051	Syal.g_01276
OG0000487	Syao.g_02044	Syal.g_01282
OG0000488	Syao.g_02040	Syal.g_01286
OG0000489	Syao.g_02033	Syal.g_01298
OG0000490	Syao.g_02025	Syal.g_01307
OG0000491	Syao.g_02024	Syal.g_01308
OG0000492	Syao.g_02022	Syal.g_01310
OG0000493	Syao.g_02021	Syal.g_01311
OG0000494	Syao.g_02020	Syal.g_01312
OG0000495	Syao.g_02018	Syal.g_01313
OG0000496	Syao.g_02017	Syal.g_01314
OG0000497	Syao.g_02016	Syal.g_01315
OG0000498	Syao.g_02015	Syal.g_01316
OG0000499	Syao.g_02014	Syal.g_01317
OG0000500	Syao.g_02013	Syal.g_01318
OG0000501	Syao.g_02010	Syal.g_01321
OG0000502	Syao.g_01974	Syal.g_01328
OG0000503	Syao.g_01877	Syal.g_00347
OG0000504	Syao.g_01875	Syal.g_00349
OG0000505	Syao.g_01874	Syal.g_00350
OG0000506	Syao.g_01872	Syal.g_00352
OG0000507	Syao.g_01866	Syal.g_00358
OG0000508	Syao.g_01750	Syal.g_00362
OG0000509	Syao.g_01755	Syal.g_00364
OG0000510	Syao.g_01756	Syal.g_00365
OG0000511	Syao.g_01757	Syal.g_00366
OG0000512	Syao.g_01759	Syal.g_00368
OG0000513	Syao.g_01720	Syal.g_00551
OG0000514	Syao.g_01727	Syal.g_00539
OG0000515	Syao.g_01728	Syal.g_00538
OG0000516	Syao.g_01730	Syal.g_00534
OG0000517	Syao.g_01735	Syal.g_00526
OG0000518	Syao.g_01621	Syal.g_00514
OG0000519	Syao.g_01622	Syal.g_00513
OG0000520	Syao.g_01512	Syal.g_00512
OG0000521	Syao.g_00061	Syal.g_00502
OG0000522	Syao.g_00059	Syal.g_00500
OG0000523	Syao.g_00058	Syal.g_00499
OG0000524	Syao.g_02699	Syal.g_00491
OG0000525	Syao.g_02691	Syal.g_00473
OG0000526	Syao.g_02688	Syal.g_00471
OG0000527	Syao.g_02684	Syal.g_00465
OG0000528	Syao.g_00031	Syal.g_02893
OG0000529	Syao.g_00027	Syal.g_02898
OG0000530	Syao.g_00122	Syal.g_02901
OG0000531	Syao.g_00121	Syal.g_02902
OG0000532	Syao.g_00118	Syal.g_02905
OG0000533	Syao.g_00116	Syal.g_02907
OG0000534	Syao.g_00115	Syal.g_02908
OG0000535	Syao.g_00114	Syal.g_02909
OG0000536	Syao.g_00113	Syal.g_02910
OG0000537	Syao.g_00112	Syal.g_02911
OG0000538	Syao.g_00100	Syal.g_02923
OG0000539	Syao.g_00099	Syal.g_02924
OG0000540	Syao.g_00098	Syal.g_02925
OG0000541	Syao.g_00097	Syal.g_02926
OG0000542	Syao.g_00167	Syal.g_02929
OG0000543	Syao.g_00165	Syal.g_02931
OG0000544	Syao.g_00164	Syal.g_02932
OG0000545	Syao.g_00162	Syal.g_02934
OG0000546	Syao.g_00160	Syal.g_02936
OG0000547	Syao.g_00158	Syal.g_02938
OG0000548	Syao.g_00157	Syal.g_02939
OG0000549	Syao.g_01391	Syal.g_02945
OG0000550	Syao.g_01396	Syal.g_02949
OG0000551	Syao.g_01401	Syal.g_02953
OG0000552	Syao.g_01402	Syal.g_02954
OG0000553	Syao.g_01404	Syal.g_02843
OG0000554	Syao.g_01413	Syal.g_02837
OG0000555	Syao.g_00875	Syal.g_02823
OG0000556	Syao.g_00871	Syal.g_02819
OG0000557	Syao.g_00866	Syal.g_02816
OG0000558	Syao.g_00864	Syal.g_02814
OG0000559	Syao.g_00860	Syal.g_02305, Syal.g_02810
OG0000560	Syao.g_00857	Syal.g_02807
OG0000561	Syao.g_00856	Syal.g_02806
OG0000562	Syao.g_00855	Syal.g_02805
OG0000563	Syao.g_00854	Syal.g_02804
OG0000564	Syao.g_00853	Syal.g_02803
OG0000565	Syao.g_00849	Syal.g_02799
OG0000566	Syao.g_00845	Syal.g_02795
OG0000567	Syao.g_00841	Syal.g_02791
OG0000568	Syao.g_00839	Syal.g_02789
OG0000569	Syao.g_00838	Syal.g_02788
OG0000570	Syao.g_00837	Syal.g_02787
OG0000571	Syao.g_00834	Syal.g_02784
OG0000572	Syao.g_01033	Syal.g_02767
OG0000573	Syao.g_01022	Syal.g_02759
OG0000574	Syao.g_01021	Syal.g_02758
OG0000575	Syao.g_01000	Syal.g_02753
OG0000576	Syao.g_00996	Syal.g_02751
OG0000577	Syao.g_00995	Syal.g_02750
OG0000578	Syao.g_00994	Syal.g_02749
